UNITID,LPBOOKSP,LPMEDIAP,LPSERIAP,LEBOOKSP,LEDATABP,LEMEDIAP,LESERIAP,LSALWAGP,LFRNGBNP,LEXMSBBP,LEXMSCSP,LEXMSOTP,LEXOMTLP,LEXPTOTF,LTOTLFTE,LLIBRFTE,LPROFFTE,LPAIDFTE,LSTUDFTE
157216,7,0,0,78,0,13,1,48,16,3,30,1,2,144,13.00,3.00,3.00,2.00,5.00
157289,39,4,1,36,0,10,9,34,0,6,54,1,4,967,122.00,47.00,9.00,45.00,21.00
157298,86,1,0,7,0,0,6,40,18,10,23,7,2,3444,5.50,2.00,1.00,0.00,2.50
157304,6,0,0,54,0,24,16,55,24,3,16,0,2,209,4.00,2.00,0.00,2.00,0.00
157331,5,0,0,74,0,6,15,58,23,6,9,0,5,199,3.06,2.00,0.00,1.06,0.00
157377,0,0,0,98,0,0,1,55,0,0,25,1,18,225,6.95,2.00,0.00,0.00,4.95
157386,30,3,1,22,0,35,10,47,0,2,40,0,11,352,44.33,8.00,6.00,7.00,23.33
157401,27,2,0,53,0,9,9,44,0,5,39,1,11,402,43.91,11.00,4.00,18.00,10.91
157438,0,0,0,89,0,3,9,52,23,4,20,0,2,64,3.00,1.00,2.00,0.00,0.00
157447,24,1,1,47,0,12,15,38,12,8,35,0,7,431,49.42,20.00,4.00,15.00,10.42
157483,5,0,0,64,0,13,18,53,19,5,12,0,12,172,4.09,2.02,0.00,2.05,0.02
157535,8,0,0,57,0,29,5,38,8,3,45,0,7,596,12.69,6.00,0.00,4.75,1.94
157553,21,1,0,32,0,1,44,61,26,2,9,0,2,377,10.00,3.00,0.00,7.00,0.00
157711,4,0,0,85,0,0,11,74,2,1,15,0,8,119,4.50,3.00,1.00,0.00,0.50
157739,10,1,0,74,0,0,15,59,25,4,7,0,5,230,9.00,1.00,0.00,4.00,4.00
157748,8,21,20,51,0,0,0,39,16,2,5,0,38,468,19.00,5.00,5.00,0.00,9.00
157757,3,0,0,65,0,18,14,35,10,5,41,9,0,385,14.00,3.00,1.00,1.00,9.00
157793,28,1,0,43,0,0,28,47,2,0,38,11,2,329,14.00,7.00,4.00,3.00,0.00
157809,4,0,0,3,0,58,35,47,7,1,36,1,7,213,13.50,1.00,2.00,0.50,10.00
157818,26,1,0,60,0,8,6,56,0,7,26,0,10,700,10.25,3.75,0.00,3.00,3.50
157863,14,0,0,71,0,7,8,57,11,1,15,7,8,408,6.60,3.00,1.00,1.97,0.63
157951,36,2,0,55,0,0,7,27,13,4,39,1,16,492,61.00,10.00,7.00,19.00,25.00
158088,0,0,0,100,0,0,0,57,23,0,5,15,0,120,2.00,2.00,0.00,0.00,0.00
158431,13,2,0,2,0,33,49,56,21,5,15,3,1,170,12.00,4.00,3.00,0.00,5.00
158477,15,3,1,35,0,5,41,48,11,0,27,8,7,540,9.63,4.00,1.00,0.00,4.63
158662,7,0,0,50,0,2,40,28,12,12,19,8,22,351,21.00,7.00,5.00,9.00,0.00
158802,19,0,0,81,0,0,0,75,17,0,7,0,1,277,10.00,2.00,3.00,0.00,5.00
158884,23,2,0,45,0,0,29,13,0,82,5,0,0,786,5.00,2.00,0.00,1.00,2.00
159009,6,1,0,38,0,30,25,40,18,0,40,2,0,266,13.00,3.00,7.00,0.00,3.00
159197,99,0,0,1,0,0,0,,,,,,,,1.00,0.00,0.00,0.00,1.00
159373,21,0,2,76,0,0,1,24,11,4,59,0,2,1389,23.60,10.00,1.00,10.00,2.60
159382,10,0,0,75,0,15,0,70,0,0,4,0,26,112,7.00,3.00,2.00,0.00,2.00
159391,45,14,7,31,0,0,3,43,0,6,42,1,8,453,146.51,72.00,46.51,11.00,17.00
159407,19,0,0,41,0,13,27,54,0,0,22,0,24,132,6.00,2.00,2.00,0.00,2.00
159416,35,9,0,43,0,0,13,47,21,4,9,1,18,229,28.00,9.00,1.00,8.00,10.00
159568,15,1,0,75,0,0,9,14,0,4,44,0,38,173,22.50,0.50,0.00,3.00,19.00
159647,56,15,2,20,0,0,7,27,12,0,49,0,12,332,64.00,4.00,13.00,1.00,46.00
159656,29,1,0,28,0,16,26,52,13,1,25,4,5,419,22.00,7.00,7.00,3.00,5.00
159717,41,0,5,33,0,12,9,50,17,2,19,10,1,274,25.00,5.00,2.00,3.00,15.00
159939,48,12,1,34,0,0,5,57,0,3,33,5,3,402,25.50,6.00,4.00,13.50,2.00
159948,45,4,4,33,0,14,0,42,16,8,10,15,10,650,11.00,5.00,1.00,0.00,5.00
159966,35,10,3,48,0,0,5,46,20,1,31,0,1,304,40.00,8.00,12.00,0.00,20.00
159993,19,6,1,56,0,1,17,54,27,0,19,0,0,172,32.00,9.00,7.00,0.00,16.00
160010,13,2,0,2,0,33,49,56,21,5,15,3,1,0,0.00,0.00,0.00,0.00,0.00
160038,52,2,18,17,0,0,11,41,23,0,25,7,3,279,41.00,7.00,0.00,11.00,23.00
160065,10,3,0,63,0,9,15,48,0,6,41,0,4,831,8.03,4.00,0.00,2.53,1.50
160074,2,0,0,97,0,1,0,49,2,8,40,0,0,540,7.50,3.50,0.00,3.50,0.50
160409,5,0,0,63,0,22,10,45,11,4,36,0,3,2095,5.00,1.00,0.00,1.00,3.00
160481,2,0,0,77,0,9,11,52,21,4,10,0,14,316,4.50,3.00,1.00,0.50,0.00
160524,0,0,0,48,0,3,48,,,,,,,,,,,,
160579,2,0,0,5,0,11,82,48,23,9,3,1,17,172,3.63,3.00,0.63,0.00,0.00
160612,24,4,0,51,0,8,12,38,20,2,36,0,4,343,46.00,12.00,1.00,14.00,19.00
160621,16,22,0,49,0,0,12,60,15,7,9,6,2,410,61.00,12.00,7.00,12.00,30.00
160630,38,0,16,27,0,0,18,18,7,5,13,50,7,1163,6.00,3.00,3.00,0.00,0.00
160649,41,59,0,0,0,0,0,57,21,0,4,18,0,186,5.50,2.00,2.00,1.50,0.00
160658,37,7,2,42,0,0,13,52,0,0,41,0,7,375,62.00,18.00,2.00,36.00,6.00
160667,0,0,0,90,0,0,9,57,22,1,17,2,1,201,5.00,4.00,0.00,1.00,0.00
160755,39,2,1,47,0,5,7,28,6,10,48,3,5,1615,130.00,48.00,0.00,65.00,17.00
160904,9,1,1,59,0,11,19,56,10,30,3,0,0,569,33.00,8.00,1.00,7.00,17.00
160959,19,1,0,52,0,1,26,75,0,3,12,1,8,1246,11.86,3.00,1.00,0.95,6.91
160977,22,2,0,63,0,9,4,34,12,9,34,5,7,2221,52.50,12.00,10.50,0.00,30.00
160995,93,0,0,2,4,1,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
161004,30,3,1,49,0,11,7,36,11,12,33,3,5,3933,42.33,18.00,2.00,11.77,10.56
161022,20,0,4,2,0,0,73,18,3,3,76,0,0,1663,1.00,1.00,0.00,0.00,0.00
161077,1,0,0,42,0,11,46,59,16,2,21,1,2,178,5.50,2.00,0.00,0.50,3.00
161086,12,1,0,22,0,61,3,39,14,7,33,2,5,2309,37.05,16.00,7.00,7.25,6.80
161138,6,0,0,81,0,13,0,45,19,1,23,0,11,132,12.00,1.00,0.00,0.00,11.00
161192,0,0,0,44,0,11,44,49,22,1,12,0,16,285,2.00,2.00,0.00,0.00,0.00
161208,54,0,1,0,43,0,1,,,,,,,,1.75,0.75,0.00,0.00,1.00
161217,11,0,0,56,0,18,14,39,19,29,7,2,4,224,26.00,3.00,3.00,0.00,20.00
161226,7,1,0,78,0,0,14,53,26,12,3,1,4,420,52.00,3.00,4.00,0.00,45.00
161235,7,5,0,58,0,17,13,63,25,1,11,0,1,376,7.00,1.00,0.00,2.00,4.00
161253,29,20,1,38,0,7,4,26,12,7,49,1,6,968,54.60,16.60,3.00,27.00,8.00
161299,3,0,0,11,0,84,2,50,17,5,19,8,0,387,3.25,2.00,0.00,0.00,1.25
161341,18,1,0,48,0,10,23,53,33,0,13,0,1,162,4.00,1.00,0.00,1.00,2.00
161457,3,0,0,86,0,3,8,34,9,1,53,0,3,577,78.00,16.00,2.00,0.00,60.00
161484,7,0,0,69,0,0,24,54,14,2,19,11,0,263,2.05,1.00,0.00,0.00,1.05
161509,97,2,0,0,0,0,1,86,0,5,2,4,3,485,2.80,1.25,1.25,0.00,0.30
161518,12,1,0,87,0,0,0,53,10,1,31,0,4,393,11.50,1.50,0.00,3.00,7.00
161545,6,0,0,65,0,29,0,52,18,4,24,2,1,163,5.50,4.00,0.50,0.50,0.50
161554,37,1,0,43,0,10,9,49,24,1,17,3,5,617,52.00,12.00,14.00,16.00,10.00
161563,10,1,0,20,1,69,0,81,0,0,14,5,1,180,14.00,1.00,2.00,0.00,11.00
161572,17,1,0,80,0,2,0,39,14,0,39,1,7,58,1.10,1.00,0.00,0.10,0.00
161581,5,0,0,40,0,54,0,,,,,,,,2.00,1.00,1.00,0.00,0.00
161688,60,8,15,17,0,0,0,72,0,5,15,2,6,317,8.00,3.00,0.00,5.00,0.00
161767,35,1,4,43,0,14,4,76,0,5,17,0,1,258,21.00,7.00,0.00,11.00,3.00
161864,31,1,0,5,0,29,34,59,28,1,6,0,6,300,5.00,4.00,0.00,1.00,0.00
161873,21,2,0,44,0,0,34,48,18,2,22,1,9,1609,34.75,19.00,0.00,8.50,7.25
162007,97,2,1,1,0,0,0,47,14,2,36,0,1,281,6.33,2.00,2.00,1.33,1.00
162061,6,0,0,92,0,0,1,52,8,2,37,0,1,236,7.00,1.00,1.00,0.00,5.00
162104,8,0,0,92,0,0,0,58,4,4,24,1,9,301,0.70,0.70,0.00,0.00,0.00
162122,7,1,0,92,0,0,0,56,8,28,1,6,2,129,10.00,2.00,3.00,0.00,5.00
162168,3,0,0,80,0,9,8,62,0,1,32,3,2,335,3.50,2.30,1.00,0.20,0.00
162210,6,1,0,64,0,22,7,35,16,0,35,3,12,671,6.00,1.00,2.00,0.00,3.00
162283,83,4,1,13,0,0,0,48,16,3,19,1,14,879,22.00,2.00,1.00,17.00,2.00
162557,21,2,0,78,0,0,0,75,0,4,18,0,3,180,7.00,3.00,1.00,2.00,1.00
162584,24,10,0,49,0,0,16,45,23,2,17,1,11,651,21.53,9.00,0.00,9.50,3.03
162609,86,14,0,0,0,0,0,60,20,2,18,0,0,527,10.00,2.00,1.00,1.00,6.00
162654,17,0,0,71,0,5,7,47,0,1,36,5,11,733,9.20,4.00,2.00,2.00,1.20
162690,1,0,0,71,0,7,21,49,13,1,18,0,19,224,4.54,3.00,0.00,0.77,0.77
162706,6,0,0,46,0,21,26,58,13,5,14,8,1,482,15.50,7.00,6.00,2.50,0.00
162760,12,1,0,66,0,9,12,56,0,1,35,1,7,525,11.84,7.50,0.00,0.50,3.84
162779,3,0,0,67,0,29,0,68,0,3,21,1,7,180,14.00,7.00,0.00,5.00,2.00
162928,48,4,1,36,0,6,5,29,9,6,39,1,16,1809,233.00,67.00,64.00,84.00,18.00
163028,0,0,0,72,0,25,2,,,,,,,,1.00,0.00,1.00,0.00,0.00
163046,25,1,0,51,0,12,11,32,8,5,29,1,25,688,16.31,9.35,5.77,0.89,0.31
163204,0,0,0,63,0,0,37,53,16,0,27,3,0,92,10.50,7.00,2.00,1.50,0.00
163259,24,2,1,61,0,0,12,49,11,3,32,0,4,1547,69.00,34.00,12.00,20.00,3.00
163268,45,2,1,41,0,8,3,35,0,2,43,17,3,860,45.00,16.00,5.00,24.00,0.00
163286,24,2,13,53,0,4,5,37,11,7,29,2,14,982,194.95,54.81,57.33,54.27,28.54
163295,19,2,0,78,0,0,0,81,0,6,8,0,4,436,15.73,6.00,0.00,8.50,1.23
163338,31,1,0,68,0,0,0,39,23,1,33,1,2,712,13.00,3.00,8.00,0.00,2.00
163426,20,2,0,47,0,17,14,70,0,9,18,0,4,434,47.50,20.50,0.00,21.00,6.00
163453,86,0,1,8,0,3,1,34,13,0,26,0,27,624,43.00,7.00,3.00,25.00,8.00
163462,20,0,0,71,0,0,8,39,0,3,47,0,11,247,26.00,2.00,3.00,0.00,21.00
163532,42,8,2,40,0,8,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
163578,25,1,0,51,0,12,11,32,8,5,29,1,25,565,4.34,2.48,1.53,0.24,0.08
163657,5,0,0,51,0,19,25,66,0,1,31,1,0,140,8.60,3.30,5.30,0.00,0.00
163851,24,2,0,42,0,23,9,55,13,1,24,0,7,461,40.00,15.00,5.00,10.00,10.00
163912,17,2,0,63,0,6,12,46,0,2,37,1,15,750,10.85,6.00,0.00,3.48,1.37
163976,94,2,0,2,0,1,2,60,18,2,10,1,10,799,7.85,3.00,0.00,1.00,3.85
164076,15,1,1,33,0,46,4,42,19,7,30,2,1,379,58.00,25.00,13.00,12.00,8.00
164085,53,5,0,41,0,0,0,76,4,2,17,0,0,382,2.50,1.50,1.00,0.00,0.00
164155,57,1,12,14,0,2,15,60,0,5,31,2,2,838,28.50,19.00,1.00,7.00,1.50
164173,6,0,0,88,0,0,6,46,0,4,44,0,6,265,10.00,5.00,1.00,0.00,4.00
164216,18,0,0,80,0,0,1,51,0,1,35,2,11,974,18.00,6.00,0.00,3.00,9.00
164270,23,2,0,32,0,13,31,44,0,6,43,1,7,600,17.01,5.67,3.00,3.00,5.34
164313,0,0,0,0,0,100,0,59,0,0,32,0,9,220,4.00,1.00,2.50,0.00,0.50
164368,1,0,0,84,0,0,15,0,0,0,0,100,0,59,,,,,
164447,71,0,0,26,0,0,2,51,0,1,46,0,3,317,17.00,4.00,3.00,0.00,10.00
164465,30,1,1,49,0,8,11,45,0,5,28,3,20,3380,48.10,16.00,11.00,14.00,7.10
164492,14,1,0,61,0,1,23,46,13,2,23,8,9,213,4.50,2.00,0.00,0.00,2.50
164562,25,0,1,46,0,20,8,46,8,5,36,1,4,395,8.60,5.00,0.00,1.00,2.60
164580,5,0,0,63,0,16,16,35,7,2,49,0,7,624,17.81,7.91,0.00,3.36,6.54
164614,22,0,0,78,0,0,0,,,,,,,,2.00,0.50,0.00,0.00,1.50
164632,5,1,0,73,0,6,15,31,6,4,52,6,1,339,12.00,6.00,2.00,0.00,4.00
164641,0,0,0,66,0,16,17,39,13,3,43,0,3,328,1.65,1.00,0.00,0.65,0.00
164739,17,1,0,57,0,13,13,35,11,4,42,6,2,729,24.00,11.50,6.50,0.00,6.00
164748,3,4,0,5,0,87,0,81,0,1,12,1,5,350,87.00,8.00,14.00,0.00,65.00
164775,6,0,0,81,0,6,7,68,0,10,13,0,8,665,5.33,2.00,1.00,2.28,0.05
164872,10,0,1,2,0,4,82,63,13,2,3,12,7,1205,12.00,6.00,1.00,5.00,0.00
164915,96,1,0,1,0,0,1,,,,,,,,1.00,1.00,0.00,0.00,0.00
164924,46,9,1,38,0,2,4,35,12,8,40,0,5,2158,178.00,87.00,0.00,57.00,34.00
164988,18,2,4,64,0,2,9,43,3,6,42,1,6,724,215.00,76.00,17.00,76.00,46.00
165015,30,5,0,52,0,8,5,42,9,4,34,3,7,1564,76.00,28.00,16.00,11.00,21.00
165024,66,2,0,16,0,0,16,47,19,1,27,5,1,336,25.00,8.00,1.00,11.00,5.00
165033,18,2,0,22,0,42,15,68,0,3,3,11,15,178,14.03,6.50,1.00,6.50,0.03
165112,7,0,0,72,0,21,0,22,0,0,0,27,51,207,8.00,4.00,0.00,4.00,0.00
165167,0,0,0,7,86,2,5,21,6,0,74,0,0,304,3.00,3.00,0.00,0.00,0.00
165194,10,1,0,73,0,8,8,72,0,5,16,0,6,407,6.91,3.13,1.00,2.74,0.04
165264,80,1,0,13,2,0,4,59,11,13,11,6,0,278,8.00,1.00,1.00,3.00,3.00
165334,37,1,1,37,0,23,2,33,9,3,54,0,1,896,21.00,10.00,0.00,5.00,6.00
165495,99,0,0,0,0,1,0,,,,,,,,0.50,0.50,0.00,0.00,0.00
165529,13,1,0,59,0,10,18,59,12,0,2,20,7,787,12.00,5.00,1.00,2.00,4.00
165574,18,0,0,76,0,2,3,66,0,0,18,5,12,325,15.00,3.00,1.00,0.00,11.00
165644,7,0,0,36,0,8,49,38,7,0,44,0,10,642,6.75,1.00,0.00,0.75,5.00
165662,19,3,0,34,0,12,32,64,0,5,21,2,7,389,25.22,12.55,1.00,4.00,7.67
165671,10,0,0,45,0,13,31,48,22,3,26,0,1,657,8.90,8.90,0.00,0.00,0.00
165699,19,0,0,48,0,2,31,58,0,7,31,0,5,220,8.90,4.15,2.45,0.00,2.30
165802,8,2,0,3,0,88,0,39,12,1,45,4,0,325,3.30,2.00,0.00,0.00,1.30
165820,18,0,0,58,0,9,14,60,0,5,30,0,5,359,19.20,8.00,6.00,2.01,3.19
165866,22,0,0,42,0,13,23,64,0,2,27,0,7,362,24.90,10.96,0.00,10.48,3.46
165884,0,0,0,91,0,0,9,,,,,,,,1.00,1.00,0.00,0.00,0.00
165936,28,1,0,52,0,0,19,47,16,4,27,0,6,483,7.91,3.00,0.00,3.41,1.50
165945,24,0,0,76,0,0,0,32,6,6,1,9,46,1476,19.00,4.00,3.00,0.00,12.00
165981,15,0,0,62,0,20,2,73,0,4,8,2,14,572,6.55,4.25,0.00,1.00,1.30
166018,27,1,2,42,0,17,10,50,15,3,19,2,11,2349,11.84,3.62,0.00,5.61,2.61
166027,74,3,3,15,0,4,2,35,15,10,14,3,24,5835,811.54,391.10,75.76,262.19,82.49
166045,14,0,0,71,0,0,14,,,,,,,,1.00,1.00,0.00,0.00,0.00
166054,31,2,1,4,0,1,62,29,16,2,6,10,36,5136,4.76,2.00,0.00,0.00,2.76
166124,39,2,1,37,0,11,10,39,15,8,34,1,4,1487,43.65,19.00,0.00,14.65,10.00
166133,14,1,0,26,0,37,22,85,0,1,11,1,2,331,12.50,3.00,1.00,4.50,4.00
166391,7,1,0,50,0,10,32,60,0,3,34,0,3,397,9.04,5.00,0.00,0.00,4.04
166407,55,0,1,23,5,0,16,43,0,3,54,0,0,1142,1.60,1.00,0.00,0.60,0.00
166452,16,0,0,51,0,19,14,43,12,3,34,1,7,427,10.30,4.00,4.00,0.00,2.30
166489,63,30,1,0,0,6,0,,,,,,,,1.25,0.25,0.00,0.00,1.00
166513,22,0,1,52,0,6,18,37,0,0,60,2,2,321,71.00,11.00,5.00,5.00,50.00
166629,47,2,1,41,0,3,5,44,1,8,39,1,6,599,132.83,44.50,18.75,45.50,24.08
166638,24,0,1,50,0,16,9,38,0,2,56,0,4,421,31.12,14.00,6.00,6.00,5.12
166647,4,0,0,63,0,20,12,80,0,2,17,0,0,181,6.00,4.00,1.00,1.00,0.00
166656,5,0,0,75,0,2,17,47,14,5,30,1,4,378,22.00,13.00,3.00,1.00,5.00
166674,21,1,0,61,0,14,3,83,0,4,6,0,7,606,14.00,6.00,1.00,4.50,2.50
166683,37,12,2,41,0,4,4,43,11,8,27,1,10,2569,155.00,29.00,64.00,54.00,8.00
166692,6,0,0,60,0,9,26,46,0,19,30,0,6,286,4.35,2.00,1.75,0.40,0.20
166708,29,0,7,46,0,0,19,28,9,0,57,0,6,5711,28.10,21.79,1.50,4.81,0.00
166717,0,0,0,73,0,2,24,26,3,19,51,0,0,742,3.50,1.00,0.50,0.00,2.00
166823,4,0,0,85,0,6,4,81,2,4,8,0,5,223,9.75,5.50,4.00,0.00,0.25
166850,17,1,0,42,0,21,19,41,12,1,38,1,7,249,19.75,5.00,1.00,9.00,4.75
166869,1,1,0,47,0,1,50,45,17,2,31,4,2,310,3.30,2.90,0.00,0.00,0.40
166887,3,0,0,51,0,27,18,65,21,2,9,0,3,310,10.24,6.62,3.49,0.00,0.13
166911,17,1,0,65,0,16,0,64,0,6,12,17,1,298,2.25,1.00,0.00,0.00,1.25
166939,29,0,2,57,0,5,6,40,0,10,38,1,11,1689,23.88,11.15,3.45,8.35,0.93
166957,5,0,0,78,0,15,2,77,0,5,14,3,1,266,5.00,3.50,1.00,0.50,0.00
167057,15,8,0,35,0,42,0,64,11,6,10,0,10,991,31.00,5.00,0.00,3.00,23.00
167093,2,0,0,78,0,0,20,42,11,3,35,2,7,1192,4.00,2.00,0.00,1.00,1.00
167215,33,2,2,52,0,0,11,48,15,2,26,0,9,1244,10.47,5.00,0.00,2.25,3.22
167260,10,0,0,89,0,0,0,28,4,1,32,1,34,246,4.50,1.00,0.00,0.50,3.00
167288,26,1,0,49,0,8,17,59,22,2,11,0,6,886,10.00,2.50,1.00,5.50,1.00
167312,10,0,0,58,0,22,10,85,0,2,8,4,1,367,19.00,9.00,0.00,4.00,6.00
167358,21,4,0,58,0,9,8,34,10,3,45,1,8,600,74.40,42.78,22.32,9.30,0.00
167376,13,1,0,44,0,26,17,80,0,3,8,0,9,276,10.15,5.25,2.00,2.50,0.40
167394,3,0,0,61,0,19,17,47,7,0,37,1,8,518,21.50,2.00,3.50,0.00,16.00
167464,71,0,29,0,0,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
167525,2,0,0,73,0,6,19,55,0,2,29,0,13,141,4.50,2.50,0.00,0.00,2.00
167534,14,0,0,31,0,24,31,83,0,1,15,0,0,208,9.00,4.00,1.00,4.00,0.00
167598,11,0,0,72,0,16,1,44,10,1,38,2,4,314,13.10,5.00,4.10,0.00,4.00
167631,4,0,0,53,0,17,26,74,0,6,12,0,8,890,8.30,3.50,0.00,4.00,0.80
167677,46,9,1,38,0,2,4,35,12,8,40,0,5,0,0.00,0.00,0.00,0.00,0.00
167729,18,1,0,50,0,23,7,61,0,3,31,4,1,509,23.50,11.00,2.00,8.50,2.00
167783,27,0,0,47,0,1,25,39,10,2,44,0,5,451,19.00,9.00,3.00,2.00,5.00
167792,10,1,0,35,0,49,5,75,0,2,14,8,1,1241,6.00,5.00,0.00,0.50,0.50
167835,30,1,1,58,0,4,6,43,0,9,38,1,9,2815,56.01,27.70,6.00,22.31,0.00
167899,5,0,0,67,0,16,11,48,0,2,42,0,8,604,17.70,9.00,0.00,6.00,2.70
167905,10,0,0,31,0,34,25,80,0,1,19,1,0,246,9.00,4.00,3.00,2.00,0.00
167987,25,1,1,50,0,3,21,44,17,2,30,2,5,753,26.89,12.00,0.00,12.00,2.89
167996,12,53,0,25,0,3,7,49,0,3,32,0,16,546,13.92,6.00,0.00,4.00,3.92
168005,20,11,0,51,0,9,9,50,0,8,40,0,2,677,43.50,17.00,1.00,12.74,12.76
168148,26,1,0,58,0,10,4,31,11,8,48,0,3,1507,128.97,55.00,0.00,34.58,39.39
168218,24,1,0,60,0,9,5,58,0,2,24,1,15,1770,58.32,20.00,11.00,0.00,27.32
168227,6,0,0,61,0,16,16,49,13,2,30,5,0,363,21.20,10.20,2.00,1.00,8.00
168254,15,11,0,53,0,9,11,36,10,1,41,2,8,773,22.34,10.50,0.00,6.25,5.59
168263,18,1,0,47,0,23,11,59,0,4,29,3,5,403,19.75,7.50,0.25,6.00,6.00
168281,37,1,0,40,0,14,7,55,0,2,29,0,15,1381,24.99,9.00,3.00,5.43,7.56
168342,26,1,0,65,0,2,5,44,0,10,37,0,9,2903,45.00,14.00,2.00,17.00,12.00
168421,9,0,0,67,0,11,12,28,7,7,52,0,6,679,22.26,19.00,0.00,0.00,3.26
168430,21,1,0,42,0,21,15,60,0,4,32,1,4,335,16.00,6.00,7.00,1.00,2.00
168528,22,0,0,61,0,16,0,43,0,0,45,2,9,291,5.87,2.00,0.00,0.00,3.87
168546,13,1,0,54,0,26,6,48,0,2,37,1,11,621,13.75,4.00,0.00,3.25,6.50
168591,22,1,0,44,0,0,34,29,9,5,42,6,9,569,7.00,3.00,0.00,2.00,2.00
168607,88,1,0,11,0,0,0,61,28,1,9,1,0,356,2.75,2.75,0.00,0.00,0.00
168740,22,2,0,71,0,1,5,30,16,7,39,0,8,906,29.00,9.00,0.00,5.00,15.00
168786,20,2,0,54,0,25,0,52,13,2,2,22,10,643,10.00,3.50,0.50,3.00,3.00
168847,1,0,0,77,0,11,12,29,13,6,36,12,3,490,8.50,4.00,4.50,0.00,0.00
168883,6,1,0,72,0,15,6,58,23,4,14,0,2,202,2.44,1.00,0.73,0.00,0.71
169080,40,8,0,43,0,0,8,46,0,9,38,2,5,598,18.88,5.60,3.20,3.52,6.56
169099,40,8,0,43,0,0,8,46,0,9,38,2,5,4323,4.72,1.40,0.80,0.88,1.64
169220,59,2,0,39,0,0,0,66,9,2,19,1,3,701,2.31,1.81,0.00,0.50,0.00
169248,32,2,0,47,0,10,9,34,14,3,41,1,7,609,60.27,20.64,6.50,17.60,15.53
169275,41,1,0,1,0,57,0,55,25,5,13,0,1,223,15.00,7.00,3.00,0.00,5.00
169327,0,0,0,100,0,0,0,,,,,,,,1.00,0.00,0.00,1.00,0.00
169363,19,1,0,80,0,0,0,49,4,2,33,0,13,179,5.00,1.50,0.50,0.00,3.00
169424,75,10,15,0,0,0,0,62,18,5,4,2,9,2915,4.50,2.50,0.00,0.50,1.50
169442,86,8,0,5,0,0,0,63,0,13,18,0,6,400,7.50,4.00,0.00,2.50,1.00
169479,2,0,0,85,0,0,12,55,0,3,33,0,8,237,11.00,8.00,0.00,3.00,0.00
169521,96,2,0,2,0,0,0,74,0,7,10,1,9,129,9.21,5.24,0.00,2.25,1.72
169655,48,0,9,0,0,42,0,90,10,0,0,0,0,118,7.00,3.00,0.00,4.00,0.00
169716,16,5,0,61,0,4,14,43,13,2,33,5,4,1078,41.00,9.00,6.00,17.00,9.00
169761,0,0,0,34,31,26,9,,,,,,,,,,,,
169798,27,33,0,29,0,4,7,36,16,5,37,2,4,627,41.60,18.80,4.00,14.00,4.80
169910,15,0,1,59,0,4,21,44,17,1,29,2,7,392,28.83,10.00,10.00,0.60,8.23
169974,94,0,0,2,0,0,4,54,32,1,5,1,8,578,5.50,1.00,1.00,3.50,0.00
169983,4,0,0,79,0,8,9,33,10,3,33,3,17,746,15.60,6.60,6.00,2.00,1.00
169992,96,4,0,0,0,0,0,,,,,,,,0.60,0.00,0.50,0.00,0.10
170000,47,1,0,16,0,0,36,65,7,8,13,5,3,148,4.50,1.00,0.00,0.00,3.50
170037,14,1,0,45,0,31,10,38,9,16,24,2,12,581,11.00,4.00,3.00,0.00,4.00
170055,11,0,0,65,0,13,11,50,24,6,3,14,3,236,17.00,7.00,1.00,5.00,4.00
170082,16,1,4,56,0,19,5,38,15,4,39,0,4,508,78.00,27.00,10.00,20.00,21.00
170091,8,0,0,87,0,2,4,,,,,,,,10.00,1.00,0.00,0.00,9.00
170240,9,0,0,71,0,1,19,51,30,3,6,8,1,123,9.00,3.75,3.25,1.00,1.00
170286,12,1,0,71,0,10,5,33,10,7,31,0,20,1240,16.49,6.00,0.00,5.00,5.49
170301,17,2,0,58,0,14,9,46,17,5,24,0,9,995,27.52,11.00,0.00,9.00,7.52
170444,4,0,0,88,0,0,8,48,23,1,18,0,10,180,4.20,2.45,0.00,1.00,0.75
170532,29,0,0,59,0,1,10,42,13,20,5,9,11,939,17.61,7.28,0.00,1.59,8.74
170541,25,1,0,74,0,0,0,63,17,2,10,0,9,269,13.00,2.00,5.00,3.00,3.00
170550,5,0,0,57,0,3,35,56,26,2,13,2,0,433,8.46,2.50,2.75,2.11,1.10
170587,76,3,0,20,0,0,0,49,21,11,11,1,6,338,2.35,1.35,0.10,0.90,0.00
170620,13,1,0,24,0,39,23,40,24,7,27,1,1,220,3.40,1.00,1.00,0.63,0.77
170639,14,2,0,70,0,6,8,39,18,3,34,5,2,444,9.00,3.00,3.00,0.00,3.00
170657,7,0,0,80,0,4,10,53,25,4,16,0,3,323,32.90,9.80,6.00,8.00,9.10
170675,3,0,0,49,0,42,7,36,4,0,53,0,6,479,13.50,7.00,0.00,1.50,5.00
170790,22,1,8,49,0,20,0,61,19,3,11,5,0,175,30.00,5.00,6.00,19.00,0.00
170806,11,0,0,66,0,11,13,36,9,4,39,11,0,258,6.00,1.50,0.00,1.00,3.50
170967,29,6,0,7,0,2,56,61,0,1,25,0,13,290,3.88,3.00,0.59,0.00,0.29
