UNITID,LPBOOKSP,LPMEDIAP,LPSERIAP,LEBOOKSP,LEDATABP,LEMEDIAP,LESERIAP,LSALWAGP,LFRNGBNP,LEXMSBBP,LEXMSCSP,LEXMSOTP,LEXOMTLP,LEXPTOTF,LTOTLFTE,LLIBRFTE,LPROFFTE,LPAIDFTE,LSTUDFTE
100654,48,3,0,28,0,5,16,33,10,1,21,4,31,721,26.00,7.00,4.00,3.00,12.00
100663,56,1,2,32,0,2,8,22,6,12,44,1,15,896,108.50,32.00,40.00,24.50,12.00
100690,96,0,2,1,0,0,0,35,0,6,53,3,3,356,1.00,1.00,0.00,0.00,0.00
100706,23,2,0,54,0,10,12,43,0,2,49,1,5,366,30.80,10.80,4.00,7.31,8.69
100724,59,9,0,29,0,0,2,49,17,2,22,0,10,660,39.00,13.00,6.00,11.00,9.00
100751,38,3,1,49,0,4,4,31,0,7,48,3,11,660,163.00,56.00,21.00,47.00,39.00
100760,74,1,0,24,0,0,0,74,17,0,5,1,2,292,4.00,2.00,1.00,0.00,1.00
100812,11,0,0,75,0,4,9,52,18,5,24,0,1,416,11.00,5.00,3.00,0.00,3.00
100830,44,0,0,51,0,0,5,53,16,2,21,2,6,397,30.00,8.00,10.00,3.00,9.00
100858,40,15,2,36,0,2,6,32,8,6,44,0,10,651,160.54,27.00,35.00,23.25,75.29
100937,19,2,1,67,0,7,4,49,6,5,30,0,9,885,12.70,6.00,0.00,4.00,2.70
101028,38,1,0,33,0,0,29,69,25,3,0,3,0,211,3.00,1.00,2.00,0.00,0.00
101116,1,0,0,71,0,10,18,,,,,,,,1.00,1.00,0.00,0.00,0.00
101143,41,0,0,59,0,0,0,,,,,,,,4.48,0.00,2.00,0.48,2.00
101161,31,2,0,67,0,0,0,62,22,5,4,5,2,181,16.50,3.00,7.13,2.37,4.00
101189,16,0,0,67,0,0,17,52,0,0,39,4,5,180,13.00,4.00,1.00,2.00,6.00
101240,27,2,0,33,0,0,38,62,19,1,3,1,14,146,12.00,3.00,3.00,4.00,2.00
101286,90,8,0,2,0,0,0,68,19,6,6,1,0,140,8.18,2.71,0.00,0.47,5.00
101295,3,1,0,20,0,21,55,56,16,5,23,0,0,104,11.00,2.00,3.00,2.00,4.00
101301,80,2,0,0,0,0,17,,,,,,,,3.00,0.00,1.00,0.00,2.00
101365,0,0,0,66,0,20,14,,,,,,,,0.00,0.00,0.00,0.00,0.00
101435,31,2,0,46,0,0,21,49,9,7,21,1,14,729,6.78,4.00,1.00,1.12,0.66
101453,78,9,11,1,0,0,0,33,7,25,8,18,9,2010,1.00,1.00,0.00,0.00,0.00
101462,9,0,0,90,0,0,0,50,15,5,18,0,12,538,3.00,2.00,0.00,0.00,1.00
101471,99,0,1,0,0,0,0,,,,,,,,,,,,
101480,44,1,4,20,0,15,16,62,0,8,27,0,3,316,46.00,14.00,15.00,0.00,17.00
101505,6,0,0,32,0,7,54,54,17,0,22,0,6,171,6.00,3.00,2.00,1.00,0.00
101514,50,0,0,50,0,0,0,61,20,2,2,7,7,126,15.00,2.00,4.00,7.00,2.00
101569,19,0,0,57,0,24,0,63,23,1,5,2,6,305,6.75,3.00,2.00,1.00,0.75
101587,48,1,5,1,0,1,44,98,0,2,0,0,1,87,13.00,4.00,1.00,0.00,8.00
101602,29,1,0,23,0,47,0,67,22,1,10,0,0,214,3.00,1.00,2.00,0.00,0.00
101648,70,1,4,25,0,0,0,66,24,2,5,0,3,482,5.00,3.00,2.00,0.00,0.00
101675,20,1,6,73,0,0,0,75,12,0,2,0,11,117,12.00,2.00,2.00,1.00,7.00
101693,15,0,0,70,0,0,15,41,0,0,48,0,11,226,8.00,2.00,0.00,1.00,5.00
101709,30,1,0,49,0,8,13,51,14,5,20,1,9,535,15.62,6.60,0.00,4.70,4.32
101736,60,1,0,39,0,0,0,73,20,1,0,5,1,179,6.78,2.00,1.00,1.78,2.00
101879,21,1,0,59,0,12,6,40,13,3,36,0,8,373,23.43,8.00,1.00,10.40,4.03
101897,10,0,0,64,0,19,6,60,19,4,10,0,7,336,5.00,2.50,1.50,1.00,0.00
101912,1,0,0,52,0,46,1,38,20,2,32,1,6,531,12.00,2.00,2.00,3.50,4.50
101994,42,2,0,36,0,0,20,59,19,2,7,11,2,438,1.00,1.00,0.00,0.00,0.00
102030,1,2,0,91,0,6,0,53,23,1,15,1,7,206,7.00,1.00,3.00,0.00,3.00
102049,33,2,1,35,0,17,13,50,19,1,19,4,7,737,40.13,19.00,0.00,17.50,3.63
102058,99,0,0,0,0,1,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
102067,58,1,0,42,0,0,0,66,22,5,5,0,2,210,6.00,4.00,2.00,0.00,0.00
102076,0,0,0,85,0,15,0,64,20,0,12,0,4,124,2.00,2.00,0.00,0.00,0.00
102094,33,2,0,51,0,6,7,32,11,1,51,4,1,559,64.00,19.00,4.00,35.00,6.00
102234,27,2,0,53,0,5,13,52,0,0,30,0,18,388,4.50,3.00,1.00,0.00,0.50
102270,36,2,0,62,0,0,0,76,12,4,0,1,7,253,4.00,2.00,2.00,0.00,0.00
102298,11,0,0,85,0,4,0,59,5,4,27,3,3,156,11.00,2.00,1.00,2.00,6.00
102313,78,1,0,19,1,0,1,54,10,13,19,4,0,341,12.00,2.00,1.00,2.00,7.00
102368,18,1,0,35,0,23,24,35,13,2,40,0,9,276,28.25,11.50,2.00,11.00,3.75
102377,99,1,0,0,0,0,0,31,6,4,41,4,15,914,52.00,9.00,19.00,0.00,24.00
102395,9,1,1,21,0,0,69,48,10,4,32,4,3,1334,1.00,1.00,0.00,0.00,0.00
102429,97,2,0,0,0,0,0,70,24,2,0,3,0,241,7.80,3.00,3.00,1.80,0.00
102553,41,22,1,27,0,4,4,47,28,3,17,0,5,927,62.20,24.55,6.50,19.65,11.50
102580,99,1,0,0,0,0,0,,,,,,,,1.25,1.00,0.00,0.00,0.25
102614,37,11,1,32,0,12,6,44,18,1,37,0,0,1207,47.00,6.00,9.00,22.00,10.00
102632,24,1,1,57,0,2,15,50,26,9,7,1,7,1092,12.51,3.48,1.80,5.31,1.92
102669,41,22,1,27,0,4,4,47,28,3,17,0,5,0,0.00,0.00,0.00,0.00,0.00
102845,0,0,0,0,100,0,0,40,6,0,54,0,0,21,1.00,1.00,0.00,0.00,0.00
103501,98,1,2,0,0,0,0,,,,,,,,,,,,
103893,30,1,0,9,0,1,59,19,0,0,81,0,0,30,0.13,0.13,0.00,0.00,0.00
103909,30,1,0,9,0,1,59,19,0,0,81,0,0,40,0.08,0.08,0.00,0.00,0.00
103927,30,1,0,9,0,1,59,19,0,0,81,0,0,28,0.05,0.05,0.00,0.00,0.00
103963,0,0,0,91,0,0,8,,,,,,,,,,,,
104090,0,0,0,85,0,15,0,,,,,,,,0.15,0.15,0.00,0.00,0.00
104151,41,14,1,36,0,4,3,37,10,4,35,0,13,351,146.78,45.92,0.82,100.04,0.00
104160,24,2,0,47,0,19,9,50,16,8,13,0,12,192,12.43,6.01,0.00,5.41,1.01
104179,40,4,0,46,0,3,5,33,10,4,38,3,12,677,190.10,47.00,60.50,54.00,28.60
104346,24,1,0,63,0,12,0,60,22,9,9,0,0,260,15.00,6.00,0.00,6.00,3.00
104425,11,1,0,57,0,31,0,61,17,2,16,0,3,120,13.00,3.00,2.00,6.00,2.00
104577,3,1,0,61,0,19,15,54,18,8,11,0,9,199,9.00,1.00,0.00,5.00,3.00
104586,2,0,0,80,0,8,10,58,16,3,19,0,4,427,18.50,8.00,6.00,0.00,4.50
104665,99,0,0,0,0,0,0,,,,,,,,0.50,0.25,0.00,0.00,0.25
104708,13,4,0,69,0,6,8,74,0,8,16,0,1,203,19.78,10.00,7.75,1.90,0.13
104717,2,0,0,61,0,9,28,42,0,2,45,1,10,35,39.50,19.50,5.00,0.00,15.00
105145,4,0,0,64,0,14,18,69,0,2,29,0,1,252,7.41,3.91,3.00,0.50,0.00
105154,14,0,0,77,0,8,0,61,18,6,14,0,1,242,37.00,7.00,8.00,22.00,0.00
105206,6,0,0,78,0,15,0,75,0,5,18,1,1,234,11.00,3.00,0.00,5.00,3.00
105215,11,0,1,0,1,86,0,99,0,0,1,0,0,112,1.00,0.00,1.00,0.00,0.00
105297,31,1,0,2,0,65,0,55,16,8,20,0,1,812,8.00,4.00,1.00,3.00,0.00
105330,44,4,0,28,0,17,8,64,0,0,27,3,6,180,50.50,25.00,0.00,20.50,5.00
105349,81,9,0,9,0,0,0,64,22,6,8,0,0,443,11.00,3.00,4.00,4.00,0.00
105367,7,0,0,47,0,0,46,29,5,6,27,19,13,0,0.00,0.00,0.00,0.00,0.00
105428,11,1,0,53,0,25,11,73,0,7,19,0,1,249,15.65,6.35,0.00,8.20,1.10
105525,71,5,0,8,0,16,0,57,18,7,11,0,6,300,46.50,16.00,1.00,18.50,11.00
105534,0,0,0,100,0,0,0,,,,,,,,,,,,
105543,0,0,0,100,0,0,0,,,,,,,,,,,,
105589,1,0,0,19,73,2,5,41,8,0,44,0,7,446,4.00,1.50,1.00,0.00,1.50
105659,70,5,24,0,1,0,0,,,,,,,,,,,,
105668,3,1,0,78,0,8,10,77,0,1,21,2,0,99,6.00,2.00,1.00,3.00,0.00
105747,5,0,0,69,0,19,7,62,0,10,26,0,2,236,9.50,4.00,1.00,4.50,0.00
105792,8,1,0,62,0,19,10,62,18,2,11,0,7,719,14.50,4.00,8.00,0.00,2.50
105899,42,20,1,37,0,0,0,52,10,2,34,1,2,255,4.23,1.63,0.00,1.65,0.95
106041,11,0,1,0,1,86,0,99,0,0,1,0,0,44,1.00,0.00,1.00,0.00,0.00
106148,19,4,0,72,0,2,3,60,18,8,11,0,4,336,15.98,5.00,5.00,5.00,0.98
106245,39,3,0,38,0,9,11,37,10,1,35,0,17,459,26.50,7.00,7.00,6.00,6.50
106263,62,7,0,4,0,0,27,26,7,0,59,0,7,1506,22.77,8.56,4.92,9.29,0.00
106306,100,0,0,0,0,0,0,,,,,,,,3.00,2.00,0.00,0.00,1.00
106342,15,0,0,57,0,15,12,34,0,2,43,5,15,793,4.15,3.00,0.00,0.00,1.15
106397,36,7,2,44,0,5,5,37,9,6,33,2,12,720,121.00,40.00,65.00,7.00,9.00
106412,28,0,0,40,0,2,30,63,19,0,14,2,2,441,15.00,4.00,0.00,11.00,0.00
106449,34,3,0,63,0,0,0,53,21,7,11,0,7,275,8.00,2.00,1.00,5.00,0.00
106458,23,1,0,49,0,19,8,34,12,2,45,0,7,294,36.20,13.00,18.00,0.00,5.20
106467,13,3,1,58,0,16,8,39,13,10,25,0,13,268,26.98,8.00,6.00,1.90,11.08
106485,77,10,6,5,0,0,1,46,14,3,23,0,14,339,10.25,4.00,0.00,5.00,1.25
106546,0,0,0,0,0,100,0,10,2,0,87,0,0,520,1.00,1.00,0.00,0.00,0.00
106625,97,3,0,0,0,0,0,67,23,1,8,0,1,116,3.00,1.00,1.00,0.00,1.00
106704,40,3,0,44,0,0,14,42,13,1,38,1,4,330,37.90,9.00,1.00,24.00,3.90
106713,12,0,0,88,0,0,0,67,0,0,32,1,0,202,12.00,2.00,0.00,0.00,10.00
106795,59,0,0,36,5,0,0,55,11,2,24,3,3,168,12.00,1.00,4.00,6.00,1.00
106810,3,0,0,96,0,0,0,,,,,,,,7.00,1.00,0.00,0.00,6.00
106883,71,29,0,0,0,0,0,51,22,27,0,0,0,288,5.00,1.00,1.00,1.00,2.00
106980,27,2,0,71,0,0,0,63,16,15,1,0,5,186,7.50,2.00,1.00,0.50,4.00
106999,89,4,0,5,1,1,0,63,21,0,8,0,8,205,2.00,1.00,0.00,1.00,0.00
107044,10,1,0,37,0,43,9,39,13,4,36,1,8,363,19.00,8.00,0.00,5.00,6.00
107071,5,1,0,41,0,54,0,42,11,0,37,8,3,323,19.00,3.00,5.00,0.00,11.00
107080,43,1,0,9,0,17,30,52,0,4,33,0,11,562,8.00,2.75,0.11,3.51,1.63
107123,0,0,0,37,0,0,63,,,,,,,,1.00,0.00,1.00,0.00,0.00
107141,9,0,0,71,0,9,11,56,14,3,20,2,5,326,10.69,4.00,1.00,1.75,3.94
107318,80,10,0,0,0,10,0,52,17,13,3,0,14,244,3.00,1.00,0.00,1.50,0.50
107327,99,1,0,0,0,0,0,51,14,3,29,0,3,227,3.00,1.00,1.00,1.00,0.00
107460,2,1,0,97,0,1,0,51,15,5,18,9,1,261,15.00,1.00,1.00,9.00,4.00
107512,38,2,0,37,0,9,13,53,0,2,35,0,11,446,12.55,5.50,0.00,3.00,4.05
107521,31,3,0,30,0,16,19,60,20,2,16,1,0,204,3.00,1.00,1.00,1.00,0.00
107549,88,11,0,0,0,1,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
107558,16,0,0,61,0,17,6,28,5,2,1,62,2,572,3.15,2.00,0.00,0.00,1.15
107585,10,1,0,0,0,62,27,57,18,5,10,4,6,222,4.40,1.00,2.00,1.40,0.00
107600,68,5,0,27,0,0,0,65,13,2,15,5,1,415,5.00,2.00,1.00,2.00,0.00
107619,17,0,1,81,0,0,0,42,11,1,23,21,1,483,9.00,1.00,4.00,1.00,3.00
107637,8,0,0,92,0,0,0,56,19,0,21,0,3,250,3.50,1.00,0.00,2.50,0.00
107664,22,2,0,76,0,0,0,42,15,16,15,0,12,228,8.00,5.00,0.00,3.00,0.00
107725,2,1,0,97,0,0,0,61,17,0,20,0,1,251,3.00,1.00,2.00,0.00,0.00
107743,6,0,0,5,0,89,0,60,19,2,13,0,6,228,1.50,1.00,0.00,0.50,0.00
107840,98,2,0,0,1,0,0,,,,,,,,3.00,1.00,1.00,0.00,1.00
107877,99,0,0,0,0,0,0,56,0,8,26,0,9,232,20.00,1.00,0.00,1.00,18.00
107974,38,0,0,1,0,60,0,52,22,3,12,0,11,220,10.00,1.00,2.00,2.00,5.00
107983,20,3,0,31,0,39,7,41,10,6,33,6,4,234,13.25,4.25,0.00,2.00,7.00
107992,34,2,0,64,0,0,0,69,20,1,3,6,1,226,3.00,1.00,1.00,0.50,0.50
108092,39,5,0,3,0,46,7,38,9,5,36,1,11,246,14.15,6.00,0.00,4.00,4.15
108232,57,7,2,34,0,0,0,,,,,,,,2.00,2.00,0.00,0.00,0.00
108269,76,0,0,23,0,0,0,,,,,,,,3.00,1.00,1.00,0.00,1.00
108667,98,0,0,1,0,0,0,60,30,1,0,9,0,416,6.82,4.40,2.42,0.00,0.00
108807,24,1,0,33,0,42,0,68,14,4,2,11,0,209,15.80,11.80,0.00,4.00,0.00
108852,91,8,1,0,0,0,0,,,,,,,,6.00,1.00,0.00,0.00,5.00
108861,69,0,1,26,0,0,3,26,7,8,7,0,52,6827,0.93,0.39,0.20,0.05,0.29
108870,22,70,0,0,0,8,0,62,17,2,0,0,18,1478,9.00,2.00,2.00,5.00,0.00
109040,0,0,0,93,0,0,7,,,,,,,,1.00,1.00,0.00,0.00,0.00
109208,7,0,0,62,0,17,15,81,0,18,0,1,1,161,11.86,6.64,5.22,0.00,0.00
109350,83,1,0,16,0,0,0,62,24,12,1,0,1,197,14.71,5.63,5.25,0.00,3.83
109651,14,2,0,68,0,11,6,68,0,10,15,0,8,480,16.33,7.00,1.00,6.00,2.33
109785,32,1,0,34,0,16,16,50,7,3,32,1,8,485,31.68,8.91,7.92,0.00,14.85
109819,33,0,0,5,0,36,26,67,21,2,9,0,1,85,13.95,6.70,3.95,0.00,3.30
109907,19,1,0,75,0,0,5,62,30,2,4,1,1,273,5.00,3.00,1.50,0.00,0.50
110060,61,7,0,25,0,0,8,,,,,,,,1.38,1.00,0.00,0.38,0.00
110097,19,14,0,48,0,16,3,45,10,4,35,1,5,572,21.14,7.00,1.00,5.75,7.39
110219,0,0,0,18,0,78,4,,,,,,,,1.00,1.00,0.00,0.00,0.00
110246,33,0,0,19,0,0,48,71,14,3,11,1,0,134,7.35,3.35,3.00,0.00,1.00
110316,7,0,0,71,0,16,5,51,12,5,22,0,10,859,8.57,5.13,0.80,1.75,0.89
110334,15,1,0,67,0,10,7,83,0,6,7,0,5,259,15.88,7.95,0.00,4.50,3.43
110361,20,9,2,55,0,6,8,41,0,15,39,0,5,165,13.00,6.00,3.00,0.00,4.00
110370,47,3,0,29,0,0,20,84,1,2,10,0,2,594,15.00,3.00,2.00,7.00,3.00
110398,27,12,1,46,0,2,12,47,16,11,18,2,6,2627,25.00,10.00,3.00,0.00,12.00
110404,41,1,0,31,0,1,26,32,16,1,40,4,7,3141,56.35,11.10,6.00,22.25,17.00
110413,15,0,0,49,0,17,18,36,9,4,44,1,7,433,13.98,7.00,2.00,0.00,4.98
110422,10,4,0,74,0,4,8,43,24,9,24,0,0,309,41.62,8.87,25.90,0.00,6.85
110468,46,1,0,18,0,3,32,44,11,0,15,9,21,515,41.00,7.00,0.00,3.00,31.00
110486,19,0,0,65,0,3,13,46,24,10,12,1,6,455,28.25,12.25,2.00,14.00,0.00
110495,45,1,1,37,0,12,5,60,0,3,22,2,13,318,27.00,10.00,2.00,10.00,5.00
110510,30,2,1,54,0,5,9,65,0,3,26,1,4,235,82.00,12.00,1.00,26.00,43.00
110529,28,1,1,57,0,2,12,58,0,2,27,4,9,187,46.28,14.00,2.00,25.00,5.28
110538,36,1,1,47,0,6,9,48,0,5,25,0,22,299,39.75,8.50,2.00,15.25,14.00
110547,23,0,0,59,0,2,16,70,0,6,18,0,5,255,50.00,13.00,4.00,19.00,14.00
110556,42,6,1,39,0,10,2,65,0,1,27,1,7,291,81.26,18.00,3.30,35.00,24.96
110565,28,1,1,58,0,3,9,58,0,8,26,0,7,214,65.43,23.68,3.00,26.25,12.50
110574,29,1,1,51,0,10,8,70,0,7,18,0,5,323,63.63,12.00,2.00,19.63,30.00
110583,17,1,0,61,0,12,9,48,0,7,32,1,12,259,72.25,16.25,8.00,28.00,20.00
110592,22,0,0,62,0,5,11,60,0,2,24,6,9,259,55.00,16.00,3.00,22.00,14.00
110608,33,1,1,53,0,3,8,62,0,5,21,0,12,323,131.00,27.00,55.00,0.00,49.00
110617,36,5,1,42,0,5,11,60,0,12,20,0,7,262,57.82,19.11,4.48,24.42,9.81
110635,22,69,1,7,0,1,1,46,16,9,19,3,7,1516,426.00,108.00,131.00,102.00,85.00
110644,60,5,7,28,0,0,0,41,15,7,29,0,8,710,142.04,41.00,39.10,47.50,14.44
110653,41,6,0,43,0,5,5,42,14,5,32,1,6,770,177.94,52.00,17.00,94.00,14.94
110662,68,22,0,7,0,0,2,44,17,8,16,3,12,1462,386.00,106.00,65.00,160.00,55.00
110671,72,0,0,25,0,1,2,43,16,4,30,1,7,611,109.00,31.00,64.00,0.00,14.00
110680,36,6,2,42,0,6,8,48,18,3,20,0,11,856,259.72,55.00,63.61,118.61,22.50
110699,10,0,0,67,0,1,22,53,18,1,16,0,12,3793,56.00,14.00,22.00,16.00,4.00
110705,75,0,0,25,0,0,0,57,0,11,26,1,4,691,144.00,44.00,10.00,75.00,15.00
110714,22,2,1,60,0,8,8,45,16,6,21,2,11,601,76.20,22.00,2.00,35.65,16.55
110778,9,0,0,80,0,0,9,48,4,1,46,0,0,73,1.50,1.00,0.00,0.00,0.50
110918,100,0,0,0,0,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
111045,23,0,0,77,0,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
111081,21,6,0,34,0,38,1,63,12,6,12,0,6,825,15.91,5.00,0.00,7.00,3.91
111188,4,0,0,69,0,10,17,67,0,4,26,0,3,732,9.00,5.00,0.00,2.00,2.00
111391,9,15,2,9,0,0,65,51,10,6,28,0,6,2998,17.00,8.00,3.00,0.00,6.00
111434,22,1,0,0,0,32,44,64,24,5,5,2,1,424,7.50,3.40,2.90,0.00,1.20
111461,19,2,0,79,0,0,0,85,0,4,10,0,1,107,8.91,5.80,0.00,2.78,0.33
111638,0,0,0,0,100,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
111887,45,0,0,8,0,0,47,58,26,10,6,0,0,225,14.85,6.35,1.00,7.50,0.00
111896,38,1,0,61,0,0,0,58,23,11,0,0,8,253,4.43,2.00,0.78,1.52,0.13
111920,19,1,0,39,0,0,41,54,27,7,10,0,1,273,11.57,5.42,5.15,0.00,1.00
111939,30,0,0,70,0,0,0,73,14,1,8,2,3,125,16.90,10.90,0.00,5.00,1.00
111948,33,12,0,31,0,15,8,42,15,3,35,1,3,618,40.32,15.00,5.00,18.70,1.62
111966,15,3,0,22,0,16,44,35,8,0,53,0,3,600,5.07,2.05,2.00,0.77,0.25
112075,16,0,0,72,0,0,12,43,15,1,40,0,1,122,2.00,2.00,0.00,0.00,0.00
112084,7,0,0,84,0,4,4,60,0,0,26,6,8,540,3.88,2.00,0.48,0.00,1.40
112127,69,0,1,26,0,0,3,26,7,8,7,0,52,5333,1.68,0.70,0.37,0.09,0.52
112172,23,1,0,20,0,27,28,60,29,3,4,0,3,172,11.55,3.06,0.00,8.49,0.00
112190,22,2,0,52,0,7,17,56,26,0,5,1,12,567,37.00,17.00,1.00,19.00,0.00
112251,33,1,1,53,0,8,4,33,9,10,38,0,10,1434,8.60,3.92,0.20,3.84,0.62
112260,33,1,1,53,0,8,4,33,9,10,38,0,10,1335,11.07,5.04,0.27,4.95,0.81
112385,0,0,0,100,0,0,0,80,0,0,20,0,0,122,2.70,2.70,0.00,0.00,0.00
112394,0,0,0,22,0,0,78,,,,,,,,3.00,1.00,0.00,0.00,2.00
112525,29,3,1,28,0,0,39,42,13,1,41,1,3,773,20.00,10.00,4.00,6.00,0.00
112561,29,3,0,14,0,0,54,48,31,4,15,0,2,339,3.25,1.00,0.00,2.00,0.25
112570,1,2,0,85,0,13,0,55,7,27,10,0,1,137,3.00,0.00,1.00,1.00,1.00
112686,13,0,0,86,0,0,1,54,19,12,5,0,10,395,6.00,3.00,0.00,3.00,0.00
112826,7,0,0,63,0,17,13,74,0,4,16,4,1,232,8.66,4.71,0.25,2.50,1.20
113096,7,0,0,55,0,25,13,87,0,4,0,7,1,197,9.21,6.21,3.00,0.00,0.00
113111,27,0,0,28,0,19,25,58,25,8,8,0,1,300,8.00,4.00,0.00,3.00,1.00
113193,61,1,0,13,0,24,0,73,13,3,4,0,6,213,23.00,6.00,6.00,0.00,11.00
113218,31,1,0,68,0,0,0,60,28,1,11,0,0,273,6.00,0.00,2.00,3.50,0.50
113236,9,1,0,2,0,4,85,64,20,6,8,1,1,193,10.85,5.85,5.00,0.00,0.00
113333,18,2,0,68,0,12,0,64,27,1,6,0,1,166,12.70,3.70,9.00,0.00,0.00
113573,46,0,0,0,0,0,54,66,21,3,8,1,0,197,9.65,3.60,0.00,4.60,1.45
113582,1,0,0,92,0,0,6,90,0,1,7,0,3,1069,1.70,1.50,0.00,0.00,0.20
113634,16,0,0,47,0,24,13,66,22,5,7,0,0,165,21.00,5.00,5.00,5.00,6.00
113698,3,0,0,94,0,0,2,51,14,3,26,5,1,868,16.00,5.00,5.00,1.00,5.00
113704,69,0,1,26,0,0,3,26,7,8,7,0,52,4071,1.30,0.55,0.28,0.07,0.41
113856,12,0,0,57,0,6,25,61,22,7,9,0,0,212,25.94,15.00,10.50,0.19,0.25
113980,15,0,0,62,0,23,0,83,0,6,9,2,0,175,27.80,7.90,1.00,16.32,2.58
114114,28,2,0,59,0,0,10,,,,,,,,1.00,1.00,0.00,0.00,0.00
114123,100,0,0,0,0,0,0,,,,,,,,0.50,0.50,0.00,0.00,0.00
114266,36,2,0,12,0,0,50,59,30,4,5,0,2,299,8.92,3.42,0.00,5.00,0.50
114354,60,23,0,17,0,0,0,33,0,7,59,1,1,492,4.00,3.00,1.00,0.00,0.00
114433,8,1,0,74,0,12,6,79,0,3,16,0,2,166,3.55,1.00,1.55,0.00,1.00
114549,0,0,0,84,0,2,13,30,10,2,57,2,0,475,2.00,2.00,0.00,0.00,0.00
114585,50,48,0,0,1,1,0,,,,,,,,1.75,0.25,0.50,0.50,0.50
114716,16,0,0,74,0,9,0,61,24,2,11,0,1,178,16.00,4.00,4.00,2.00,6.00
114734,50,1,4,35,0,0,10,,,,,,,,0.25,0.25,0.00,0.00,0.00
114789,9,0,0,56,0,28,6,61,25,1,11,1,2,158,22.50,6.00,6.50,2.00,8.00
114813,16,1,0,43,0,35,6,53,0,3,0,28,15,271,8.00,5.00,1.00,0.00,2.00
114840,67,0,0,32,0,0,1,47,0,18,30,1,4,921,19.00,8.00,3.00,5.00,3.00
114859,16,0,0,64,0,8,11,67,21,1,2,0,8,266,20.45,9.45,1.00,10.00,0.00
114938,32,1,0,33,0,28,5,57,28,1,12,1,0,342,7.32,3.66,0.00,3.66,0.00
115001,43,0,0,56,0,0,0,86,0,1,0,0,13,200,17.09,7.19,3.00,6.90,0.00
115010,0,0,0,100,0,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
115083,1,0,0,74,0,9,16,36,10,0,50,1,3,392,4.00,2.00,2.00,0.00,0.00
115126,40,1,0,18,0,41,0,63,27,2,6,0,2,242,10.00,4.50,3.00,1.50,1.00
115214,69,0,1,26,0,0,3,26,7,8,7,0,52,13793,12.12,5.07,2.65,0.63,3.76
115296,27,1,0,50,0,22,0,62,27,3,5,0,3,185,12.00,5.00,3.00,2.00,2.00
115393,12,0,0,68,0,20,0,60,28,2,8,0,2,228,10.60,3.70,0.00,5.90,1.00
115409,33,1,1,53,0,8,4,33,9,10,38,0,10,1329,7.38,3.36,0.18,3.30,0.54
115728,9,0,0,72,0,7,12,63,0,2,27,3,4,615,14.00,4.00,1.00,0.00,9.00
115746,7,1,0,77,0,0,14,50,11,15,23,1,1,617,5.50,2.00,2.50,1.00,0.00
115755,28,2,0,57,0,0,13,50,25,1,13,0,10,636,33.36,10.50,1.00,15.70,6.16
115773,100,0,0,0,0,0,0,,,,,,,,1.00,0.00,0.00,1.00,0.00
115861,40,1,0,21,0,0,38,61,25,1,8,2,2,126,5.50,2.50,0.00,3.00,0.00
115931,0,0,0,51,0,8,41,,,,,,,,,,,,
116226,93,5,2,0,0,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
116439,5,1,0,77,0,9,9,60,31,1,8,0,0,202,11.46,5.21,6.25,0.00,0.00
116846,28,0,0,66,0,0,5,63,12,4,5,0,16,2205,2.00,1.00,1.00,0.00,0.00
117052,4,0,0,77,0,7,12,61,15,6,17,1,1,244,6.12,1.39,4.48,0.00,0.25
117104,5,0,0,92,0,0,3,50,11,1,27,10,1,596,4.50,1.00,1.00,0.00,2.50
117140,13,0,0,52,0,17,17,45,12,11,24,1,7,626,26.96,10.70,1.00,6.00,9.26
117168,12,1,1,86,0,0,0,41,9,10,40,0,1,373,15.00,1.00,0.00,0.00,14.00
117195,21,2,0,12,0,0,65,63,19,15,2,0,1,429,5.16,1.96,1.50,1.20,0.50
117247,91,2,0,7,0,0,0,58,28,2,7,1,5,393,15.00,7.00,0.00,8.00,0.00
117274,4,0,0,73,0,22,0,52,29,4,14,0,0,218,2.50,1.00,1.00,0.00,0.50
117283,52,0,47,0,0,0,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
117520,62,30,3,2,0,3,1,57,5,1,31,0,5,494,12.50,1.00,0.00,2.50,9.00
117557,5,0,0,77,0,4,14,72,4,3,17,0,2,400,6.00,1.00,1.00,0.00,4.00
117575,7,0,0,84,0,4,4,60,0,0,26,6,8,601,0.97,0.50,0.12,0.00,0.35
117627,22,44,2,24,0,0,9,43,15,2,30,5,5,825,11.10,2.50,1.60,4.00,3.00
117636,72,3,3,10,0,0,12,15,6,1,72,4,2,1268,16.68,5.50,0.00,11.18,0.00
117645,32,0,11,31,0,0,27,67,25,1,1,0,6,155,26.30,10.80,5.50,0.00,10.00
117672,7,0,0,84,0,0,8,25,8,0,62,2,3,160,6.00,1.00,0.00,0.00,5.00
117690,3,0,0,92,0,5,0,65,25,4,6,0,0,235,4.40,2.40,0.00,2.00,0.00
