UNITID,UGPO9_N,UGPO9_T,UGPO9_A,GPO9_N,GPO9_T,GPO9_A,PO9_N,PO9_T,PO9_A,UGDOD_N,UGDOD_T,UGDOD_A,GDOD_N,GDOD_T,GDOD_A,DOD_N,DOD_T,DOD_A
154697,142,233000,1641,,,,142,233000,1641,660,594135,900,,,,660,594135,900
154712,37,784923,21214,1,2853,2853,38,787776,20731,0,0,,0,0,,0,0,
154721,22,142566,6480,,,,22,142566,6480,0,0,,,,,0,0,
154749,8,135000,16875,,,,8,135000,16875,0,0,,,,,0,0,
154800,176,257029,1460,,,,176,257029,1460,202,93243,462,,,,202,93243,462
154855,35,253010,7229,2,2673,1337,37,255683,6910,0,0,,0,0,,0,0,
154907,69,177963,2579,,,,69,177963,2579,4,2574,644,,,,4,2574,644
154925,7,18883,2698,,,,7,18883,2698,0,0,,,,,0,0,
154934,9,23267,2585,,,,9,23267,2585,11,34952,3177,,,,11,34952,3177
154952,39,90776,2328,,,,39,90776,2328,8,6057,757,,,,8,6057,757
154998,46,1893863,41171,,,,46,1893863,41171,0,0,,,,,0,0,
155007,1,5640,5640,,,,1,5640,5640,0,0,,,,,0,0,
155025,35,185505,5300,19,93295,4910,54,278800,5163,1,3182,3182,12,27573,2298,13,30755,2366
155052,14,53821,3844,,,,14,53821,3844,0,0,,,,,0,0,
155061,140,536356,3831,59,204856,3472,199,741212,3725,119,221798,1864,15,27500,1833,134,249298,1860
155070,0,0,,2,14071,7036,2,14071,7036,0,0,,0,0,,0,0,
155089,16,215636,13477,11,110978,10089,27,326614,12097,2,2250,1125,2,6000,3000,4,8250,2063
155098,10,28608,2861,,,,10,28608,2861,0,0,,,,,0,0,
155104,9,11081,1231,,,,9,11081,1231,0,0,,,,,0,0,
155140,3,4475,1492,,,,3,4475,1492,0,0,,,,,0,0,
155159,1,15675,15675,,,,1,15675,15675,0,0,,,,,0,0,
155177,12,192215,16018,,,,12,192215,16018,0,0,,,,,0,0,
155186,21,42007,2000,,,,21,42007,2000,16,14480,905,,,,16,14480,905
155195,72,161078,2237,,,,72,161078,2237,11,6151,559,,,,11,6151,559
155201,2,3725,1863,,,,2,3725,1863,0,0,,,,,0,0,
155210,201,335811,1671,,,,201,335811,1671,10,8743,874,,,,10,8743,874
155283,30,306951,10232,,,,30,306951,10232,0,0,,,,,0,0,
155292,150,171312,1142,,,,150,171312,1142,0,0,,,,,0,0,
155308,4,16800,4200,,,,4,16800,4200,0,0,,,,,0,0,
155317,386,3504147,9078,207,2546427,12302,593,6050574,10203,26,85125,3274,95,229250,2413,121,314375,2598
155335,23,489107,21266,13,177766,13674,36,666873,18524,0,0,,0,0,,0,0,
155353,4,59992,14998,,,,4,59992,14998,0,0,,,,,0,0,
155399,539,4526509,8398,133,920404,6920,672,5446913,8106,57,120819,2120,49,88922,1815,106,209741,1979
155414,17,331254,19486,0,0,,17,331254,19486,0,0,,0,0,,0,0,
155423,24,88404,3684,,,,24,88404,3684,0,0,,,,,0,0,
155450,20,38551,1928,,,,20,38551,1928,0,0,,,,,0,0,
155487,21,167711,7986,,,,21,167711,7986,0,0,,,,,0,0,
155496,11,91362,8306,,,,11,91362,8306,0,0,,,,,0,0,
155511,13,144832,11141,0,0,,13,144832,11141,0,0,,0,0,,0,0,
155520,27,73116,2708,5,10849,2170,32,83965,2624,0,0,,0,0,,0,0,
155566,11,29724,2702,,,,11,29724,2702,0,0,,,,,0,0,
155593,5,34765,6953,,,,5,34765,6953,2,8502,4251,,,,2,8502,4251
155618,3,16881,5627,,,,3,16881,5627,0,0,,,,,0,0,
155627,13,300793,23138,0,0,,13,300793,23138,0,0,,0,0,,0,0,
155636,10,68439,6844,0,0,,10,68439,6844,2,8500,4250,0,0,,2,8500,4250
155681,95,501482,5279,23,87724,3814,118,589206,4993,20,42875,2144,13,25250,1942,33,68125,2064
155715,17,36580,2152,,,,17,36580,2152,0,0,,,,,0,0,
155812,32,419734,13117,10,56332,5633,42,476066,11335,1,2750,2750,0,0,,1,2750,2750
155830,13,64294,4946,,,,13,64294,4946,8,14620,1828,,,,8,14620,1828
155858,8,19822,2478,,,,8,19822,2478,0,0,,,,,0,0,
155900,123,679795,5527,41,280353,6838,164,960148,5855,716,1721385,2404,19,35250,1855,735,1756635,2390
155937,7,137771,19682,0,0,,7,137771,19682,0,0,,0,0,,0,0,
155973,3,55753,18584,0,0,,3,55753,18584,0,0,,0,0,,0,0,
156082,112,762693,6810,13,197492,15192,125,960185,7681,6,21500,3583,0,0,,6,21500,3583
156107,79,523660,6629,,,,79,523660,6629,6,9718,1620,,,,6,9718,1620
156125,319,2492814,7814,38,267474,7039,357,2760288,7732,49,212728,4341,12,39928,3327,61,252656,4142
156134,101,723364,7162,,,,101,723364,7162,0,0,,,,,0,0,
156189,0,0,,,,,0,0,,0,0,,,,,0,0,
156213,22,317356,14425,2,13389,6695,24,330745,13781,0,0,,0,0,,0,0,
156222,,,,31,242578,7825,31,242578,7825,,,,0,0,,0,0,
156231,63,195351,3101,,,,63,195351,3101,1,716,716,,,,1,716,716
156277,0,0,,,,,0,0,,0,0,,,,,0,0,
156286,49,786322,16047,20,292115,14606,69,1078437,15630,1,4500,4500,0,0,,1,4500,4500
156295,1,15096,15096,,,,1,15096,15096,0,0,,,,,0,0,
156310,0,0,,,,,0,0,,0,0,,,,,0,0,
156338,65,197195,3034,,,,65,197195,3034,0,0,,,,,0,0,
156356,10,67003,6700,1,19720,19720,11,86723,7884,0,0,,0,0,,0,0,
156365,53,644757,12165,10,72011,7201,63,716768,11377,0,0,,0,0,,0,0,
156392,156,534883,3429,,,,156,534883,3429,15,23692,1579,,,,15,23692,1579
156408,7,194281,27754,,,,7,194281,27754,0,0,,,,,0,0,
156417,1,4160,4160,0,0,,1,4160,4160,0,0,,0,0,,0,0,
156426,1,11743,11743,,,,1,11743,11743,0,0,,,,,0,0,
156471,347,1233520,3555,0,0,,347,1233520,3555,0,0,,0,0,,0,0,
156541,34,211774,6229,82,435620,5312,116,647394,5581,3,6567,2189,27,52637,1950,30,59204,1973
156620,344,2901926,8436,77,504269,6549,421,3406195,8091,78,198275,2542,30,76250,2542,108,274525,2542
156648,175,486190,2778,,,,175,486190,2778,99,45630,461,,,,99,45630,461
156727,,,,92,972586,10572,92,972586,10572,,,,1,2250,2250,1,2250,2250
156745,7,206829,29547,4,24377,6094,11,231206,21019,0,0,,0,0,,0,0,
156754,0,0,,,,,0,0,,0,0,,,,,0,0,
156790,9,36160,4018,,,,9,36160,4018,0,0,,,,,0,0,
156842,0,0,,,,,0,0,,0,0,,,,,0,0,
156851,10,40992,4099,,,,10,40992,4099,0,0,,,,,0,0,
156860,215,784614,3649,,,,215,784614,3649,522,480365,920,,,,522,480365,920
156921,264,552734,2094,,,,264,552734,2094,14,21659,1547,,,,14,21659,1547
156967,1,2312,2312,,,,1,2312,2312,0,0,,,,,0,0,
157021,1,2082,2082,0,0,,1,2082,2082,0,0,,0,0,,0,0,
157030,0,0,,,,,0,0,,0,0,,,,,0,0,
157058,10,61589,6159,1,5869,5869,11,67458,6133,0,0,,0,0,,0,0,
157076,11,227075,20643,,,,11,227075,20643,0,0,,,,,0,0,
157085,413,4336293,10499,116,1471339,12684,529,5807632,10979,8,20250,2531,3,5250,1750,11,25500,2318
157100,10,143216,14322,0,0,,10,143216,14322,0,0,,0,0,,0,0,
157207,,,,1,4020,4020,1,4020,4020,,,,0,0,,0,0,
157216,19,281949,14839,8,63250,7906,27,345199,12785,0,0,,0,0,,0,0,
157289,292,2504560,8577,137,1561697,11399,429,4066257,9478,86,151125,1757,290,494391,1705,376,645516,1717
157298,,,,1,1912,1912,1,1912,1912,,,,0,0,,0,0,
157304,46,189899,4128,,,,46,189899,4128,5,9388,1878,,,,5,9388,1878
157331,53,99889,1885,,,,53,99889,1885,0,0,,,,,0,0,
157377,20,288743,14437,3,31334,10445,23,320077,13916,0,0,,0,0,,0,0,
157386,56,426114,7609,5,33897,6779,61,460011,7541,2,6500,3250,0,0,,2,6500,3250
157401,144,895784,6221,29,139606,4814,173,1035390,5985,18,32500,1806,19,27716,1459,37,60216,1627
157438,59,213325,3616,,,,59,213325,3616,0,0,,,,,0,0,
157447,32,185186,5787,0,0,,32,185186,5787,7,19000,2714,0,0,,7,19000,2714
157483,47,154154,3280,,,,47,154154,3280,4,2897,724,,,,4,2897,724
157535,7,93439,13348,3,48602,16201,10,142041,14204,2,9000,4500,0,0,,2,9000,4500
157553,21,75451,3593,,,,21,75451,3593,0,0,,,,,0,0,
157614,0,0,,,,,0,0,,0,0,,,,,0,0,
157650,6,85705,14284,,,,6,85705,14284,0,0,,,,,0,0,
157669,0,0,,,,,0,0,,0,0,,,,,0,0,
157678,0,0,,,,,0,0,,0,0,,,,,0,0,
157711,98,343341,3503,,,,98,343341,3503,0,0,,,,,0,0,
157739,22,72735,3306,,,,22,72735,3306,0,0,,,,,0,0,
157748,21,147537,7026,91,437888,4812,112,585425,5227,0,0,,0,0,,0,0,
157757,15,309740,20649,18,260057,14448,33,569797,17267,0,0,,0,0,,0,0,
157793,207,1681639,8124,30,344585,11486,237,2026224,8549,48,76399,1592,14,23031,1645,62,99430,1604
157809,23,360016,15653,7,61974,8853,30,421990,14066,0,0,,0,0,,0,0,
157818,9,240328,26703,,,,9,240328,26703,0,0,,,,,0,0,
157863,7,129535,18505,2,8837,4419,9,138372,15375,0,0,,0,0,,0,0,
157951,284,2247449,7914,53,443931,8376,337,2691380,7986,54,119625,2215,114,242525,2127,168,362150,2156
158088,77,197575,2566,,,,77,197575,2566,2,4687,2344,,,,2,4687,2344
158246,13,155530,11964,,,,13,155530,11964,0,0,,,,,0,0,
158325,0,0,,,,,0,0,,0,0,,,,,0,0,
158343,1,16204,16204,,,,1,16204,16204,0,0,,,,,0,0,
158431,223,727380,3262,,,,223,727380,3262,55,53083,965,,,,55,53083,965
158477,13,282009,21693,1,8580,8580,14,290589,20756,1,2750,2750,0,0,,1,2750,2750
158538,0,0,,,,,0,0,,0,0,,,,,0,0,
158617,16,191200,11950,,,,16,191200,11950,0,0,,,,,0,0,
158662,223,562018,2520,,,,223,562018,2520,10,11861,1186,,,,10,11861,1186
158778,0,0,,,,,0,0,,0,0,,,,,0,0,
158787,0,0,,,,,0,0,,0,0,,,,,0,0,
158802,21,318301,15157,,,,21,318301,15157,0,0,,,,,0,0,
158884,32,77661,2427,,,,32,77661,2427,17,17364,1021,,,,17,17364,1021
159009,45,128110,2847,7,14713,2102,52,142823,2747,8,14589,1824,2,2000,1000,10,16589,1659
159027,0,0,,,,,0,0,,0,0,,,,,0,0,
159197,41,193231,4713,,,,41,193231,4713,0,0,,,,,0,0,
159328,0,0,,,,,0,0,,0,0,,,,,0,0,
159373,15,86481,5765,22,271552,12343,37,358033,9677,0,0,,0,0,,0,0,
159382,62,362405,5845,,,,62,362405,5845,3,3814,1271,,,,3,3814,1271
159391,438,3614731,8253,192,2024365,10544,630,5639096,8951,6,12000,2000,4,9660,2415,10,21660,2166
159407,79,137365,1739,,,,79,137365,1739,0,0,,,,,0,0,
159416,123,638391,5190,187,872500,4666,310,1510891,4874,14,36855,2633,182,431251,2370,196,468106,2388
159513,0,0,,,,,0,0,,0,0,,,,,0,0,
159522,0,0,,,,,0,0,,0,0,,,,,0,0,
159531,0,0,,,,,0,0,,0,0,,,,,0,0,
159568,26,183298,7050,6,32367,5395,32,215665,6740,0,0,,0,0,,0,0,
159601,0,0,,,,,0,0,,0,0,,,,,0,0,
159647,161,1457557,9053,13,71050,5465,174,1528607,8785,32,43262,1352,8,15369,1921,40,58631,1466
159656,54,1216743,22532,35,540135,15432,89,1756878,19740,2,7500,3750,0,0,,2,7500,3750
159717,99,583456,5893,1,4263,4263,100,587719,5877,3,8000,2667,0,0,,3,8000,2667
159939,91,742292,8157,16,117124,7320,107,859416,8032,0,0,,0,0,,0,0,
159948,6,39775,6629,23,154090,6700,29,193865,6685,0,0,,0,0,,0,0,
159966,67,425136,6345,1,4015,4015,68,429151,6311,1,2051,2051,0,0,,1,2051,2051
159993,68,460954,6779,19,141008,7421,87,601962,6919,2,7833,3917,1,1500,1500,3,9333,3111
160010,26,76586,2946,,,,26,76586,2946,0,0,,,,,0,0,
160038,227,793911,3497,17,51872,3051,244,845783,3466,239,339161,1419,7,10630,1519,246,349791,1422
160065,7,77193,11028,3,31775,10592,10,108968,10897,1,1500,1500,0,0,,1,1500,1500
160074,16,201136,12571,6,64612,10769,22,265748,12079,0,0,,0,0,,0,0,
160117,3,33100,11033,,,,3,33100,11033,0,0,,,,,0,0,
160126,0,0,,,,,0,0,,0,0,,,,,0,0,
160199,0,0,,,,,0,0,,0,0,,,,,0,0,
160320,34,546811,16083,,,,34,546811,16083,0,0,,,,,0,0,
160409,0,0,,,,,0,0,,0,0,,,,,0,0,
160472,0,0,,,,,0,0,,0,0,,,,,0,0,
160481,23,74367,3233,,,,23,74367,3233,13,37879,2914,,,,13,37879,2914
160524,6,40936,6823,,,,6,40936,6823,0,0,,,,,0,0,
160579,94,298946,3180,,,,94,298946,3180,1,3335,3335,,,,1,3335,3335
160597,0,0,,,,,0,0,,0,0,,,,,0,0,
160612,164,1000790,6102,9,35941,3993,173,1036731,5993,5,10284,2057,1,1500,1500,6,11784,1964
160621,56,556700,9941,15,95500,6367,71,652200,9186,0,0,,0,0,,0,0,
160630,42,135995,3238,11,38670,3515,53,174665,3296,21,91941,4378,0,0,,21,91941,4378
160649,22,55772,2535,,,,22,55772,2535,0,0,,,,,0,0,
160658,161,1280873,7956,22,104114,4732,183,1384987,7568,8,24452,3057,8,19637,2455,16,44089,2756
160667,105,177563,1691,,,,105,177563,1691,0,0,,,,,0,0,
160755,58,987086,17019,135,2340623,17338,193,3327709,17242,3,8250,2750,8,14250,1781,11,22500,2045
160904,34,441662,12990,5,63921,12784,39,505583,12964,5,12051,2410,2,3932,1966,7,15983,2283
160959,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
160977,7,276862,39552,,,,7,276862,39552,0,0,,,,,0,0,
160995,19,184911,9732,0,0,,19,184911,9732,0,0,,0,0,,0,0,
161004,16,629406,39338,,,,16,629406,39338,0,0,,,,,0,0,
161022,4,31274,7819,,,,4,31274,7819,0,0,,,,,0,0,
161077,41,104300,2544,,,,41,104300,2544,4,3168,792,,,,4,3168,792
161086,7,287603,41086,,,,7,287603,41086,0,0,,,,,0,0,
161138,35,76509,2186,,,,35,76509,2186,0,0,,,,,0,0,
161192,24,59541,2481,,,,24,59541,2481,0,0,,,,,0,0,
161208,10,244323,24432,,,,10,244323,24432,0,0,,,,,0,0,
161217,99,599769,6058,0,0,,99,599769,6058,29,64925,2239,0,0,,29,64925,2239
161226,15,93192,6213,0,0,,15,93192,6213,3,12500,4167,0,0,,3,12500,4167
161235,14,85372,6098,,,,14,85372,6098,1,3920,3920,,,,1,3920,3920
161253,190,1467548,7724,17,74551,4385,207,1542099,7450,42,129361,3080,1,2250,2250,43,131611,3061
161299,44,837897,19043,1,5159,5159,45,843056,18735,8,15000,1875,0,0,,8,15000,1875
161341,17,81194,4776,0,0,,17,81194,4776,0,0,,0,0,,0,0,
161457,32,749938,23436,49,736922,15039,81,1486860,18356,0,0,,2,6750,3375,2,6750,3375
161484,10,26866,2687,,,,10,26866,2687,0,0,,,,,0,0,
161493,1,10224,10224,,,,1,10224,10224,0,0,,,,,0,0,
161509,12,256112,21343,0,0,,12,256112,21343,0,0,,0,0,,0,0,
161518,15,158180,10545,12,61116,5093,27,219296,8122,14,33000,2357,9,15000,1667,23,48000,2087
161527,1,5084,5084,,,,1,5084,5084,0,0,,,,,0,0,
161545,137,316114,2307,,,,137,316114,2307,29,53364,1840,,,,29,53364,1840
161554,145,1279720,8826,32,217061,6783,177,1496781,8456,17,54170,3186,3,6500,2167,20,60670,3034
161563,12,164089,13674,7,82214,11745,19,246303,12963,0,0,,0,0,,0,0,
161572,15,59814,3988,1,12675,12675,16,72489,4531,27,48622,1801,0,0,,27,48622,1801
161581,9,29482,3276,,,,9,29482,3276,0,0,,,,,0,0,
161688,21,67333,3206,,,,21,67333,3206,0,0,,,,,0,0,
161767,707,1260698,1783,,,,707,1260698,1783,292,183327,628,,,,292,183327,628
161800,0,0,,,,,0,0,,0,0,,,,,0,0,
161855,0,0,,,,,0,0,,0,0,,,,,0,0,
161864,39,96080,2464,,,,39,96080,2464,1,330,330,,,,1,330,330
161873,52,301341,5795,49,720476,14704,101,1021817,10117,1,1500,1500,1,1500,1500,2,3000,1500
162007,58,420790,7255,26,200489,7711,84,621279,7396,0,0,,0,0,,0,0,
162061,19,278930,14681,50,458691,9174,69,737621,10690,1,3750,3750,14,29500,2107,15,33250,2217
162104,39,123781,3174,,,,39,123781,3174,0,0,,,,,0,0,
162122,275,752451,2736,,,,275,752451,2736,32,36202,1131,,,,32,36202,1131
162168,19,65301,3437,,,,19,65301,3437,1,1875,1875,,,,1,1875,1875
162210,2,30495,15248,0,0,,2,30495,15248,0,0,,0,0,,0,0,
162283,16,101209,6326,1,3303,3303,17,104512,6148,2,8837,4419,0,0,,2,8837,4419
162335,0,0,,,,,0,0,,0,0,,,,,0,0,
162371,64,801902,12530,,,,64,801902,12530,0,0,,,,,0,0,
162557,142,304309,2143,,,,142,304309,2143,44,47934,1089,,,,44,47934,1089
162584,56,392493,7009,13,82570,6352,69,475063,6885,8,27213,3402,2,2622,1311,10,29835,2984
162609,2,7560,3780,,,,2,7560,3780,0,0,,,,,0,0,
162654,1,24000,24000,0,0,,1,24000,24000,0,0,,0,0,,0,0,
162690,54,152735,2828,,,,54,152735,2828,3,1425,475,,,,3,1425,475
162706,70,200064,2858,,,,70,200064,2858,19,16537,870,,,,19,16537,870
162760,33,624363,18920,24,190823,7951,57,815186,14302,0,0,,14,24250,1732,14,24250,1732
162779,191,543478,2845,,,,191,543478,2845,38,35564,936,,,,38,35564,936
162830,5,46500,9300,,,,5,46500,9300,0,0,,,,,0,0,
162928,45,896410,19920,894,10603820,11861,939,11500230,12247,0,0,,115,517500,4500,115,517500,4500
163028,107,1436357,13424,,,,107,1436357,13424,0,0,,,,,0,0,
163046,44,1504350,34190,1,1828,1828,45,1506178,33471,0,0,,20,88980,4449,20,88980,4449
163204,9064,48325738,5332,2235,14852116,6645,11299,63177854,5591,28647,54516047,1903,1327,3340736,2518,29974,57856783,1930
163259,28,332610,11879,144,2517450,17482,172,2850060,16570,0,0,,2,3500,1750,2,3500,1750
163268,226,1733018,7668,59,533513,9043,285,2266531,7953,8,18387,2298,0,0,,8,18387,2298
163286,441,4301662,9754,240,4721732,19674,681,9023394,13250,33,92900,2815,15,36500,2433,48,129400,2696
163295,5,186368,37274,1,14937,14937,6,201305,33551,0,0,,0,0,,0,0,
163338,22,159039,7229,1,8014,8014,23,167053,7263,0,0,,0,0,,0,0,
163347,9,68986,7665,,,,9,68986,7665,0,0,,,,,0,0,
163408,0,0,,,,,0,0,,0,0,,,,,0,0,
163426,245,674699,2754,,,,245,674699,2754,55,66652,1212,,,,55,66652,1212
163453,149,459061,3081,17,67362,3962,166,526423,3171,0,0,,0,0,,0,0,
163462,42,707940,16856,19,188430,9917,61,896370,14695,0,0,,0,0,,0,0,
163532,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
163541,0,0,,,,,0,0,,0,0,,,,,0,0,
163578,17,333883,19640,14,102465,7319,31,436348,14076,0,0,,0,0,,0,0,
163657,172,455564,2649,,,,172,455564,2649,54,54714,1013,,,,54,54714,1013
163815,0,0,,,,,0,0,,0,0,,,,,0,0,
163851,92,721232,7839,20,181840,9092,112,903072,8063,7,15070,2153,7,30890,4413,14,45960,3283
163912,41,514497,12549,0,0,,41,514497,12549,1,3400,3400,0,0,,1,3400,3400
163976,9,274433,30493,7,116995,16714,16,391428,24464,0,0,,0,0,,0,0,
164076,353,2900626,8217,43,330190,7679,396,3230816,8159,67,208236,3108,15,38422,2561,82,246658,3008
164085,,,,75,855562,11407,75,855562,11407,,,,0,0,,0,0,
164173,73,1697110,23248,13,75337,5795,86,1772447,20610,2,8750,4375,4,9250,2313,6,18000,3000
164216,12,271243,22604,,,,12,271243,22604,0,0,,,,,0,0,
164270,23,448488,19499,5,35062,7012,28,483550,17270,0,0,,0,0,,0,0,
164313,94,194782,2072,,,,94,194782,2072,2,1246,623,,,,2,1246,623
164368,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
164447,17,393535,23149,9,221954,24662,26,615489,23673,0,0,,0,0,,0,0,
164465,6,213155,35526,,,,6,213155,35526,0,0,,,,,0,0,
164492,26,179233,6894,12,77360,6447,38,256593,6752,0,0,,0,0,,0,0,
164535,0,0,,,,,0,0,,0,0,,,,,0,0,
164562,6,108649,18108,4,24419,6105,10,133068,13307,0,0,,0,0,,0,0,
164580,2,70324,35162,10,291299,29130,12,361623,30135,0,0,,0,0,,0,0,
164599,1,13995,13995,,,,1,13995,13995,0,0,,,,,0,0,
164614,4,20287,5072,,,,4,20287,5072,0,0,,,,,0,0,
164632,10,112988,11299,17,211768,12457,27,324756,12028,2,9000,4500,0,0,,2,9000,4500
164641,57,865216,15179,,,,57,865216,15179,0,0,,,,,0,0,
164739,15,445739,29716,8,101249,12656,23,546988,23782,0,0,,0,0,,0,0,
164748,113,1670236,14781,7,91304,13043,120,1761540,14680,28,87250,3116,2,6000,3000,30,93250,3108
164775,1,8903,8903,,,,1,8903,8903,0,0,,,,,0,0,
164845,0,0,,,,,0,0,,0,0,,,,,0,0,
164872,13,210864,16220,4,80460,20115,17,291324,17137,0,0,,0,0,,0,0,
164915,,,,2,37162,18581,2,37162,18581,,,,0,0,,0,0,
164924,38,892215,23479,62,1143791,18448,100,2036006,20360,1,1750,1750,2,6750,3375,3,8500,2833
164988,104,1516028,14577,182,2355249,12941,286,3871277,13536,3,10000,3333,13,33500,2577,16,43500,2719
165015,10,414043,41404,14,229236,16374,24,643279,26803,0,0,,0,0,,0,0,
165024,144,1176516,8170,12,64323,5360,156,1240839,7954,1,1500,1500,0,0,,1,1500,1500
165033,53,184189,3475,,,,53,184189,3475,1,2376,2376,,,,1,2376,2376
165060,5,100961,20192,,,,5,100961,20192,0,0,,,,,0,0,
165112,253,1117172,4416,,,,253,1117172,4416,0,0,,,,,0,0,
165167,43,331989,7721,17,121947,7173,60,453936,7566,2,6000,3000,6,15000,2500,8,21000,2625
165194,51,257344,5046,,,,51,257344,5046,5,11371,2274,,,,5,11371,2274
165255,3,41691,13897,,,,3,41691,13897,0,0,,,,,0,0,
165264,13,98203,7554,,,,13,98203,7554,0,0,,,,,0,0,
165334,6,115465,19244,2,14811,7406,8,130276,16285,0,0,,0,0,,0,0,
165529,87,1013315,11647,42,349375,8318,129,1362690,10563,1,3750,3750,0,0,,1,3750,3750
165556,6,52191,8699,,,,6,52191,8699,0,0,,,,,0,0,
165574,15,405357,27024,,,,15,405357,27024,0,0,,,,,0,0,
165608,1,11100,11100,,,,1,11100,11100,0,0,,,,,0,0,
165635,58,1108827,19118,,,,58,1108827,19118,0,0,,,,,0,0,
165644,4,49492,12373,6,20464,3411,10,69956,6996,0,0,,0,0,,0,0,
165662,47,1082765,23038,21,371611,17696,68,1454376,21388,0,0,,0,0,,0,0,
165671,15,384952,25663,1,2800,2800,16,387752,24235,0,0,,0,0,,0,0,
165699,51,847675,16621,19,231973,12209,70,1079648,15424,9,33000,3667,14,39805,2843,23,72805,3165
165750,1,16110,16110,,,,1,16110,16110,0,0,,,,,0,0,
165802,13,146926,11302,3,22493,7498,16,169419,10589,1,1500,1500,0,0,,1,1500,1500
165820,47,297131,6322,28,120320,4297,75,417451,5566,34,123189,3623,30,61656,2055,64,184845,2888
165866,88,656843,7464,12,36726,3061,100,693569,6936,0,0,,0,0,,0,0,
165884,14,226237,16160,,,,14,226237,16160,0,0,,,,,0,0,
165936,27,550401,20385,1,3480,3480,28,553881,19781,0,0,,0,0,,0,0,
165945,,,,22,177513,8069,22,177513,8069,,,,0,0,,0,0,
165981,49,44596,910,,,,49,44596,910,0,0,,,,,0,0,
166018,2,61224,30612,,,,2,61224,30612,0,0,,,,,0,0,
166027,79,1307057,16545,360,7138410,19829,439,8445467,19238,17,38760,2280,39,95430,2447,56,134190,2396
166045,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
166054,1,1500,1500,0,0,,1,1500,1500,0,0,,0,0,,0,0,
166124,15,407642,27176,,,,15,407642,27176,0,0,,,,,0,0,
166133,66,225917,3423,,,,66,225917,3423,0,0,,,,,0,0,
166391,12,244890,20408,35,281432,8041,47,526322,11198,0,0,,1,1500,1500,1,1500,1500
166407,0,0,,,,,0,0,,0,0,,,,,0,0,
166452,17,279631,16449,19,298172,15693,36,577803,16050,0,0,,0,0,,0,0,
166489,1,22654,22654,0,0,,1,22654,22654,0,0,,0,0,,0,0,
166498,0,0,,,,,0,0,,0,0,,,,,0,0,
166513,234,2592808,11080,58,533679,9201,292,3126487,10707,33,81250,2462,17,33250,1956,50,114500,2290
166629,193,2607792,13512,74,638621,8630,267,3246413,12159,1,2000,2000,1,2250,2250,2,4250,2125
166638,478,3595485,7522,79,526476,6664,557,4121961,7400,11,40734,3703,11,39392,3581,22,80126,3642
166647,74,306045,4136,,,,74,306045,4136,0,0,,,,,0,0,
166656,50,1138138,22763,35,532436,15212,85,1670574,19654,0,0,,0,0,,0,0,
166674,13,137908,10608,2,18540,9270,15,156448,10430,0,0,,0,0,,0,0,
166683,25,604237,24169,51,1689197,33122,76,2293434,30177,0,0,,0,0,,0,0,
166692,27,382807,14178,6,55567,9261,33,438374,13284,0,0,,0,0,,0,0,
166708,,,,8,136400,17050,8,136400,17050,,,,0,0,,0,0,
166717,0,0,,13,262599,20200,13,262599,20200,0,0,,0,0,,0,0,
166805,6,73280,12213,,,,6,73280,12213,0,0,,,,,0,0,
166823,196,717291,3660,,,,196,717291,3660,2,2907,1454,,,,2,2907,1454
166850,22,556502,25296,11,143265,13024,33,699767,21205,0,0,,0,0,,0,0,
166869,6,82463,13744,12,238380,19865,18,320843,17825,0,0,,0,0,,0,0,
166887,125,519607,4157,,,,125,519607,4157,8,14513,1814,,,,8,14513,1814
166911,6,122315,20386,,,,6,122315,20386,0,0,,,,,0,0,
166939,13,354775,27290,0,0,,13,354775,27290,0,0,,0,0,,0,0,
166957,76,238089,3133,,,,76,238089,3133,0,0,,,,,0,0,
167039,1,11922,11922,,,,1,11922,11922,0,0,,,,,0,0,
167057,2,38251,19126,2,62324,31162,4,100575,25144,0,0,,0,0,,0,0,
167215,,,,8,151461,18933,8,151461,18933,,,,0,0,,0,0,
167260,16,342957,21435,2,12450,6225,18,355407,19745,0,0,,2,3000,1500,2,3000,1500
167288,31,287741,9282,0,0,,31,287741,9282,0,0,,0,0,,0,0,
167297,10,234969,23497,,,,10,234969,23497,0,0,,,,,0,0,
167312,156,650508,4170,,,,156,650508,4170,0,0,,,,,0,0,
167358,103,3276728,31813,48,1064617,22180,151,4341345,28751,0,0,,6,23353,3892,6,23353,3892
167376,56,222105,3966,,,,56,222105,3966,0,0,,,,,0,0,
167394,23,439708,19118,1,2187,2187,24,441895,18412,0,0,,0,0,,0,0,
167455,1,11015,11015,0,0,,1,11015,11015,0,0,,0,0,,0,0,
167464,,,,1,24500,24500,1,24500,24500,,,,0,0,,0,0,
167525,39,133794,3431,,,,39,133794,3431,0,0,,,,,0,0,
167534,72,281960,3916,,,,72,281960,3916,46,15912,346,,,,46,15912,346
167598,15,366576,24438,30,350108,11670,45,716684,15926,0,0,,0,0,,0,0,
167631,0,0,,,,,0,0,,19,72593,3821,,,,19,72593,3821
167677,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
167729,138,1163297,8430,15,99378,6625,153,1262675,8253,1,1500,1500,0,0,,1,1500,1500
