UNITID,UGPO9_N,UGPO9_T,UGPO9_A,GPO9_N,GPO9_T,GPO9_A,PO9_N,PO9_T,PO9_A,UGDOD_N,UGDOD_T,UGDOD_A,GDOD_N,GDOD_T,GDOD_A,DOD_N,DOD_T,DOD_A
103963,75,973021,12974,,,,75,973021,12974,0,0,,,,,0,0,
104090,51,642451,12597,0,0,,51,642451,12597,0,0,,0,0,,0,0,
104151,2020,21543350,10665,178,3163120,17770,2198,24706470,11240,18,39875,2215,1,750,750,19,40625,2138
104160,0,0,,,,,0,0,,0,0,,,,,0,0,
104179,1248,12512275,10026,357,4291601,12021,1605,16803876,10470,734,1501642,2046,54,144241,2671,788,1645883,2089
104346,76,109958,1447,,,,76,109958,1447,1,258,258,,,,1,258,258
104391,0,0,,,,,0,0,,0,0,,,,,0,0,
104425,188,266091,1415,,,,188,266091,1415,460,288819,628,,,,460,288819,628
104443,1,4697,4697,,,,1,4697,4697,0,0,,,,,0,0,
104568,7,98007,14001,,,,7,98007,14001,0,0,,,,,0,0,
104577,0,0,,,,,0,0,,0,0,,,,,0,0,
104586,201,5455079,27140,7,133655,19094,208,5588734,26869,7,10500,1500,0,0,,7,10500,1500
104708,366,456738,1248,,,,366,456738,1248,29,16276,561,,,,29,16276,561
104717,3384,21079556,6229,1636,8822792,5393,5020,29902348,5957,3042,7390346,2429,462,1045355,2263,3504,8435701,2407
105145,109,147188,1350,,,,109,147188,1350,10,7310,731,,,,10,7310,731
105154,351,435305,1240,,,,351,435305,1240,21,10547,502,,,,21,10547,502
105206,101,197649,1957,,,,101,197649,1957,1,2041,2041,,,,1,2041,2041
105215,263,2697315,10256,,,,263,2697315,10256,0,0,,,,,0,0,
105297,0,0,,,,,0,0,,0,0,,,,,0,0,
105330,616,4802475,7796,83,918146,11062,699,5720621,8184,90,216739,2408,76,175500,2309,166,392239,2363
105349,24,21380,891,,,,24,21380,891,0,0,,,,,0,0,
105367,8,103748,12969,6,84099,14017,14,187847,13418,3,10500,3500,0,0,,3,10500,3500
105428,118,151393,1283,,,,118,151393,1283,14,6076,434,,,,14,6076,434
105525,444,701784,1581,,,,444,701784,1581,280,160405,573,,,,280,160405,573
105534,173,1574264,9100,0,0,,173,1574264,9100,0,0,,0,0,,0,0,
105543,29,346243,11939,,,,29,346243,11939,0,0,,,,,0,0,
105589,12,154471,12873,12,159883,13324,24,314354,13098,0,0,,0,0,,0,0,
105659,84,994847,11843,,,,84,994847,11843,0,0,,,,,0,0,
105668,148,105437,712,,,,148,105437,712,189,155144,821,,,,189,155144,821
105677,4,48480,12120,,,,4,48480,12120,0,0,,,,,0,0,
105747,112,114907,1026,,,,112,114907,1026,7,3126,447,,,,7,3126,447
105792,54,65735,1217,,,,54,65735,1217,0,0,,,,,0,0,
105899,24,432592,18025,,,,24,432592,18025,0,0,,,,,0,0,
106041,418,6153480,14721,,,,418,6153480,14721,1,94,94,,,,1,94,94
106111,1,17370,17370,,,,1,17370,17370,0,0,,,,,0,0,
106148,142,903414,6362,,,,142,903414,6362,7,4016,574,,,,7,4016,574
106245,163,792108,4860,57,286273,5022,220,1078381,4902,37,104724,2830,5,15500,3100,42,120224,2862
106263,44,275592,6263,18,288072,16004,62,563664,9091,49,154063,3144,0,0,,49,154063,3144
106306,4,13059,3265,,,,4,13059,3265,0,0,,,,,0,0,
106315,0,0,,,,,0,0,,0,0,,,,,0,0,
106324,0,0,,,,,0,0,,0,0,,,,,0,0,
106342,2,50221,25111,,,,2,50221,25111,0,0,,,,,0,0,
106351,1,12333,12333,,,,1,12333,12333,0,0,,,,,0,0,
106360,0,0,,,,,0,0,,0,0,,,,,0,0,
106397,310,2014270,6498,79,373743,4731,389,2388013,6139,14,29503,2107,7,25747,3678,21,55250,2631
106412,20,118560,5928,0,0,,20,118560,5928,5,12305,2461,0,0,,5,12305,2461
106449,97,204879,2112,,,,97,204879,2112,42,34060,811,,,,42,34060,811
106458,121,691409,5714,56,179653,3208,177,871062,4921,4,6456,1614,39,90763,2327,43,97219,2261
106467,144,952239,6613,8,23284,2911,152,975523,6418,6,17605,2934,2,3000,1500,8,20605,2576
106485,18,99671,5537,2,11600,5800,20,111271,5564,0,0,,0,0,,0,0,
106494,0,0,,,,,0,0,,0,0,,,,,0,0,
106546,27,132641,4913,,,,27,132641,4913,4,16036,4009,,,,4,16036,4009
106625,34,88086,2591,,,,34,88086,2591,0,0,,,,,0,0,
106704,143,958979,6706,30,133560,4452,173,1092539,6315,32,106412,3325,6,10515,1753,38,116927,3077
106713,45,233023,5178,,,,45,233023,5178,7,12250,1750,,,,7,12250,1750
106795,9,23869,2652,,,,9,23869,2652,0,0,,,,,0,0,
106810,0,0,,,,,0,0,,0,0,,,,,0,0,
106883,13,35129,2702,,,,13,35129,2702,0,0,,,,,0,0,
106892,6,16690,2782,,,,6,16690,2782,0,0,,,,,0,0,
106908,9,150885,16765,,,,9,150885,16765,0,0,,,,,0,0,
106980,45,130409,2898,,,,45,130409,2898,0,0,,,,,0,0,
106999,10,13128,1313,,,,10,13128,1313,3,8081,2694,,,,3,8081,2694
107044,47,741320,15773,14,156825,11202,61,898145,14724,0,0,,0,0,,0,0,
107071,43,335828,7810,3,8480,2827,46,344308,7485,3,12768,4256,0,0,,3,12768,4256
107080,11,232991,21181,0,0,,11,232991,21181,0,0,,0,0,,0,0,
107099,0,0,,,,,0,0,,0,0,,,,,0,0,
107123,2,8792,4396,,,,2,8792,4396,0,0,,,,,0,0,
107141,25,339802,13592,12,81129,6761,37,420931,11377,3,6000,2000,1,3000,3000,4,9000,2250
107220,3,34752,11584,,,,3,34752,11584,0,0,,,,,0,0,
107293,0,0,,,,,0,0,,0,0,,,,,0,0,
107318,11,23327,2121,,,,11,23327,2121,0,0,,,,,0,0,
107327,8,11221,1403,,,,8,11221,1403,0,0,,,,,0,0,
107442,0,0,,,,,0,0,,0,0,,,,,0,0,
107460,22,53815,2446,,,,22,53815,2446,4,7328,1832,,,,4,7328,1832
107488,3,11865,3955,,,,3,11865,3955,0,0,,,,,0,0,
107512,15,294755,19650,0,0,,15,294755,19650,0,0,,0,0,,0,0,
107521,18,65763,3654,,,,18,65763,3654,0,0,,,,,0,0,
107549,12,22747,1896,,,,12,22747,1896,0,0,,,,,0,0,
107558,2,51112,25556,,,,2,51112,25556,0,0,,,,,0,0,
107585,27,59548,2205,,,,27,59548,2205,2,1808,904,,,,2,1808,904
107600,11,60088,5463,,,,11,60088,5463,0,0,,,,,0,0,
107619,2,2741,1371,,,,2,2741,1371,0,0,,,,,0,0,
107637,48,60150,1253,,,,48,60150,1253,0,0,,,,,0,0,
107655,0,0,,,,,0,0,,0,0,,,,,0,0,
107664,162,592320,3656,,,,162,592320,3656,19,29871,1572,,,,19,29871,1572
107725,4,11304,2826,,,,4,11304,2826,0,0,,,,,0,0,
107743,3,7163,2388,,,,3,7163,2388,0,0,,,,,0,0,
107789,0,0,,,,,0,0,,0,0,,,,,0,0,
107831,0,0,,,,,0,0,,0,0,,,,,0,0,
107840,0,0,,,,,0,0,,0,0,,,,,0,0,
107877,6,75041,12507,0,0,,6,75041,12507,0,0,,0,0,,0,0,
107974,15,38231,2549,,,,15,38231,2549,0,0,,,,,0,0,
107983,36,260048,7224,6,15836,2639,42,275884,6569,0,0,,0,0,,0,0,
107992,16,50255,3141,,,,16,50255,3141,0,0,,,,,0,0,
108065,0,0,,,,,0,0,,0,0,,,,,0,0,
108092,102,484756,4753,0,0,,102,484756,4753,15,23598,1573,0,0,,15,23598,1573
108232,937,17596817,18780,191,2771336,14510,1128,20368153,18057,96,146951,1531,10,13250,1325,106,160201,1511
108269,,,,1,5927,5927,1,5927,5927,,,,0,0,,0,0,
108667,0,0,,,,,0,0,,0,0,,,,,0,0,
108807,0,0,,,,,0,0,,0,0,,,,,0,0,
108852,13,289191,22245,,,,13,289191,22245,0,0,,,,,0,0,
108861,,,,2,40602,20301,2,40602,20301,,,,0,0,,0,0,
108870,,,,1,59466,59466,1,59466,59466,,,,0,0,,0,0,
108977,0,0,,,,,0,0,,0,0,,,,,0,0,
109040,31,512987,16548,,,,31,512987,16548,0,0,,,,,0,0,
109086,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
109208,0,0,,,,,0,0,,0,0,,,,,0,0,
109350,0,0,,,,,0,0,,0,0,,,,,0,0,
109651,12,259223,21602,2,22765,11383,14,281988,20142,0,0,,0,0,,0,0,
109721,0,0,,,,,0,0,,0,0,,,,,0,0,
109730,11,163034,14821,,,,11,163034,14821,0,0,,,,,0,0,
109785,155,2654346,17125,105,1277902,12170,260,3932248,15124,0,0,,0,0,,0,0,
109819,0,0,,,,,0,0,,0,0,,,,,0,0,
109907,0,0,,,,,0,0,,0,0,,,,,0,0,
109934,40,631137,15778,,,,40,631137,15778,0,0,,,,,0,0,
110060,1,6560,6560,0,0,,1,6560,6560,0,0,,0,0,,0,0,
110097,68,1217489,17904,40,287004,7175,108,1504493,13930,3,5250,1750,4,8508,2127,7,13758,1965
110194,39,651084,16694,,,,39,651084,16694,0,0,,,,,0,0,
110219,184,1933429,10508,0,0,,184,1933429,10508,10,16520,1652,0,0,,10,16520,1652
110246,152,83670,550,,,,152,83670,550,0,0,,,,,0,0,
110316,13,267620,20586,36,628068,17446,49,895688,18279,0,0,,0,0,,0,0,
110334,0,0,,,,,0,0,,0,0,,,,,0,0,
110361,282,6249364,22161,70,945849,13512,352,7195213,20441,30,91249,3042,7,18496,2642,37,109745,2966
110370,28,981965,35070,4,97245,24311,32,1079210,33725,0,0,,0,0,,0,0,
110398,,,,17,664663,39098,17,664663,39098,,,,0,0,,0,0,
110404,1,27162,27162,0,0,,1,27162,27162,0,0,,0,0,,0,0,
110413,78,1711571,21943,26,323530,12443,104,2035101,19568,0,0,,0,0,,0,0,
110422,143,968169,6770,5,29011,5802,148,997180,6738,0,0,,0,0,,0,0,
110468,15,213714,14248,66,1034748,15678,81,1248462,15413,0,0,,2,9000,4500,2,9000,4500
110486,89,546987,6146,15,92316,6154,104,639303,6147,0,0,,0,0,,0,0,
110495,48,227325,4736,16,155873,9742,64,383198,5987,1,2250,2250,0,0,,1,2250,2250
110510,129,607821,4712,32,243045,7595,161,850866,5285,4,5449,1362,0,0,,4,5449,1362
110529,318,1597902,5025,19,96752,5092,337,1694654,5029,5,17422,3484,1,2565,2565,6,19987,3331
110538,130,671644,5166,11,58169,5288,141,729813,5176,0,0,,1,3000,3000,1,3000,3000
110547,79,411596,5210,13,92696,7130,92,504292,5481,7,14371,2053,1,750,750,8,15121,1890
110556,147,576149,3919,11,55114,5010,158,631263,3995,1,2153,2153,1,1500,1500,2,3653,1827
110565,273,1367707,5010,51,318723,6249,324,1686430,5205,12,30823,2569,3,6000,2000,15,36823,2455
110574,165,831134,5037,17,137991,8117,182,969125,5325,9,16404,1823,1,578,578,10,16982,1698
110583,328,1471192,4485,63,438362,6958,391,1909554,4884,6,13113,2186,5,6000,1200,11,19113,1738
110592,135,619964,4592,25,121299,4852,160,741263,4633,0,0,,1,1500,1500,1,1500,1500
110608,279,1266078,4538,39,273125,7003,318,1539203,4840,3,6750,2250,2,2000,1000,5,8750,1750
110617,320,1341467,4192,29,214769,7406,349,1556236,4459,14,38323,2737,3,10670,3557,17,48993,2882
110635,106,1558861,14706,161,7498137,46572,267,9056998,33921,0,0,,0,0,,0,0,
110644,57,614043,10773,61,2542968,41688,118,3157011,26754,7,19782,2826,3,5666,1889,10,25448,2545
110653,68,641429,9433,55,1946571,35392,123,2588000,21041,0,0,,0,0,,0,0,
110662,136,1284938,9448,159,8342850,52471,295,9627788,32637,0,0,,0,0,,0,0,
110671,64,681416,10647,20,340305,17015,84,1021721,12163,0,0,,0,0,,0,0,
110680,134,1793147,13382,77,1794367,23303,211,3587514,17002,0,0,,0,0,,0,0,
110699,,,,24,806366,33599,24,806366,33599,,,,0,0,,0,0,
110705,40,418447,10461,6,93880,15647,46,512327,11138,0,0,,0,0,,0,0,
110714,39,372934,9562,3,24385,8128,42,397319,9460,0,0,,0,0,,0,0,
110778,0,0,,6,67421,11237,6,67421,11237,0,0,,0,0,,0,0,
110875,0,0,,,,,0,0,,0,0,,,,,0,0,
110918,0,0,,,,,0,0,,0,0,,,,,0,0,
111045,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
111054,3,51828,17276,,,,3,51828,17276,0,0,,,,,0,0,
111081,8,210258,26282,1,31207,31207,9,241465,26829,0,0,,0,0,,0,0,
111188,34,262071,7708,2,31174,15587,36,293245,8146,1,4368,4368,0,0,,1,4368,4368
111391,,,,20,574825,28741,20,574825,28741,,,,0,0,,0,0,
111434,0,0,,,,,0,0,,0,0,,,,,0,0,
111461,0,0,,,,,0,0,,0,0,,,,,0,0,
111513,0,0,,,,,0,0,,0,0,,,,,0,0,
111638,2,18411,9206,,,,2,18411,9206,0,0,,,,,0,0,
111708,113,1562331,13826,,,,113,1562331,13826,0,0,,,,,0,0,
111717,18,220412,12245,,,,18,220412,12245,0,0,,,,,0,0,
111726,2,25201,12601,,,,2,25201,12601,0,0,,,,,0,0,
111744,5,70125,14025,,,,5,70125,14025,0,0,,,,,0,0,
111762,0,0,,,,,0,0,,0,0,,,,,0,0,
111799,0,0,,,,,0,0,,0,0,,,,,0,0,
111887,0,0,,,,,0,0,,0,0,,,,,0,0,
111896,0,0,,,,,0,0,,0,0,,,,,0,0,
111920,0,0,,,,,0,0,,0,0,,,,,0,0,
111939,0,0,,,,,0,0,,0,0,,,,,0,0,
111948,75,1101235,14683,10,102015,10202,85,1203250,14156,0,0,,0,0,,0,0,
111966,9,128190,14243,12,239656,19971,21,367846,17516,0,0,,0,0,,0,0,
112075,31,643402,20755,61,525877,8621,92,1169279,12710,0,0,,0,0,,0,0,
112084,58,1493628,25752,2,24192,12096,60,1517820,25297,3,8250,2750,0,0,,3,8250,2750
112172,0,0,,,,,0,0,,0,0,,,,,0,0,
112181,0,0,,,,,0,0,,0,0,,,,,0,0,
112190,0,0,,,,,0,0,,0,0,,,,,0,0,
112251,,,,13,290345,22334,13,290345,22334,,,,0,0,,0,0,
112260,4,60000,15000,0,0,,4,60000,15000,0,0,,0,0,,0,0,
112288,4,54425,13606,,,,4,54425,13606,0,0,,,,,0,0,
112367,1,4000,4000,,,,1,4000,4000,0,0,,,,,0,0,
112385,0,0,,,,,0,0,,0,0,,,,,0,0,
112394,22,477834,21720,0,0,,22,477834,21720,0,0,,0,0,,0,0,
112455,6,91712,15285,,,,6,91712,15285,0,0,,,,,0,0,
112525,,,,19,440716,23196,19,440716,23196,,,,0,0,,0,0,
112561,0,0,,,,,0,0,,0,0,,,,,0,0,
112570,26,293494,11288,,,,26,293494,11288,0,0,,,,,0,0,
112686,0,0,,,,,0,0,,0,0,,,,,0,0,
112826,0,0,,,,,0,0,,0,0,,,,,0,0,
113096,0,0,,,,,0,0,,0,0,,,,,0,0,
113111,0,0,,,,,0,0,,0,0,,,,,0,0,
113193,0,0,,,,,0,0,,0,0,,,,,0,0,
113218,0,0,,,,,0,0,,0,0,,,,,0,0,
113236,0,0,,,,,0,0,,0,0,,,,,0,0,
113333,201,148692,740,,,,201,148692,740,0,0,,,,,0,0,
113449,3,51870,17290,,,,3,51870,17290,0,0,,,,,0,0,
113537,0,0,,,,,0,0,,0,0,,,,,0,0,
113573,0,0,,,,,0,0,,0,0,,,,,0,0,
113582,23,577474,25108,1,22327,22327,24,599801,24992,0,0,,0,0,,0,0,
113634,0,0,,,,,0,0,,0,0,,,,,0,0,
113698,14,482722,34480,2,74270,37135,16,556992,34812,0,0,,0,0,,0,0,
113856,0,0,,,,,0,0,,0,0,,,,,0,0,
113980,0,0,,,,,0,0,,0,0,,,,,0,0,
114114,,,,4,26411,6603,4,26411,6603,,,,0,0,,0,0,
114123,5,44540,8908,1,24470,24470,6,69010,11502,0,0,,0,0,,0,0,
114266,105,69475,662,,,,105,69475,662,0,0,,,,,0,0,
114354,44,976795,22200,1,27160,27160,45,1003955,22310,0,0,,0,0,,0,0,
114390,2,45512,22756,,,,2,45512,22756,0,0,,,,,0,0,
114433,5,1787,357,,,,5,1787,357,0,0,,,,,0,0,
114460,6,116742,19457,,,,6,116742,19457,0,0,,,,,0,0,
114549,,,,31,563368,18173,31,563368,18173,,,,0,0,,0,0,
114585,,,,1,17811,17811,1,17811,17811,,,,0,0,,0,0,
114637,0,0,,,,,0,0,,0,0,,,,,0,0,
114716,125,95020,760,,,,125,95020,760,8,7582,948,,,,8,7582,948
114734,,,,3,28040,9347,3,28040,9347,,,,0,0,,0,0,
114761,0,0,,,,,0,0,,0,0,,,,,0,0,
114789,0,0,,,,,0,0,,0,0,,,,,0,0,
114813,45,647043,14379,19,182180,9588,64,829223,12957,1,1500,1500,1,4500,4500,2,6000,3000
114840,,,,39,281929,7229,39,281929,7229,,,,3,4653,1551,3,4653,1551
114859,0,0,,,,,0,0,,0,0,,,,,0,0,
114938,0,0,,,,,0,0,,0,0,,,,,0,0,
114947,16,337883,21118,,,,16,337883,21118,0,0,,,,,0,0,
115001,0,0,,,,,0,0,,0,0,,,,,0,0,
115010,12,214894,17908,,,,12,214894,17908,0,0,,,,,0,0,
115083,465,6564085,14116,450,5968671,13264,915,12532756,13697,8,20750,2594,3,5250,1750,11,26000,2364
115126,0,0,,,,,0,0,,0,0,,,,,0,0,
115296,0,0,,,,,0,0,,0,0,,,,,0,0,
115357,6,56437,9406,,,,6,56437,9406,0,0,,,,,0,0,
115393,0,0,,,,,0,0,,0,0,,,,,0,0,
115409,4,108662,27166,,,,4,108662,27166,0,0,,,,,0,0,
115658,0,0,,,,,0,0,,0,0,,,,,0,0,
115728,7,138011,19716,4,51620,12905,11,189631,17239,0,0,,0,0,,0,0,
115746,,,,10,138489,13849,10,138489,13849,,,,0,0,,0,0,
115755,60,227863,3798,4,23554,5889,64,251417,3928,2,3500,1750,0,0,,2,3500,1750
115773,5,47628,9526,1,1696,1696,6,49324,8221,0,0,,0,0,,0,0,
115861,0,0,,,,,0,0,,0,0,,,,,0,0,
115931,41,675851,16484,,,,41,675851,16484,0,0,,,,,0,0,
116226,2,17622,8811,0,0,,2,17622,8811,0,0,,0,0,,0,0,
116350,3,64188,21396,,,,3,64188,21396,0,0,,,,,0,0,
116439,0,0,,,,,0,0,,0,0,,,,,0,0,
116563,34,465322,13686,,,,34,465322,13686,2,4806,2403,,,,2,4806,2403
116846,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
117052,61,210602,3452,,,,61,210602,3452,0,0,,,,,0,0,
117104,5,57258,11452,0,0,,5,57258,11452,0,0,,0,0,,0,0,
117140,217,2687466,12385,95,1096794,11545,312,3784260,12129,122,369285,3027,28,90830,3244,150,460115,3067
117168,3,65972,21991,1,6049,6049,4,72021,18005,0,0,,0,0,,0,0,
117195,0,0,,,,,0,0,,0,0,,,,,0,0,
117238,0,0,,,,,0,0,,0,0,,,,,0,0,
117247,0,0,,,,,0,0,,0,0,,,,,0,0,
117274,0,0,,,,,0,0,,0,0,,,,,0,0,
117283,0,0,,,,,0,0,,0,0,,,,,0,0,
117520,,,,6,139124,23187,6,139124,23187,,,,0,0,,0,0,
117557,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
117575,7,45998,6571,12,108256,9021,19,154254,8119,3,4250,1417,2,3000,1500,5,7250,1450
117627,12,294404,24534,0,0,,12,294404,24534,0,0,,0,0,,0,0,
117636,32,551148,17223,25,532581,21303,57,1083729,19013,0,0,,0,0,,0,0,
117645,0,0,,,,,0,0,,0,0,,,,,0,0,
117672,0,0,,11,227147,20650,11,227147,20650,0,0,,0,0,,0,0,
117690,0,0,,,,,0,0,,0,0,,,,,0,0,
117706,0,0,,,,,0,0,,0,0,,,,,0,0,
117715,0,0,,,,,0,0,,0,0,,,,,0,0,
117724,0,0,,,,,0,0,,0,0,,,,,0,0,
117733,0,0,,,,,0,0,,0,0,,,,,0,0,
117751,70,837411,11963,22,131745,5988,92,969156,10534,13,36250,2788,4,11000,2750,17,47250,2779
117788,0,0,,,,,0,0,,0,0,,,,,0,0,
117803,0,0,,,,,0,0,,0,0,,,,,0,0,
117867,0,0,,,,,0,0,,0,0,,,,,0,0,
117894,0,0,,,,,0,0,,0,0,,,,,0,0,
117946,53,1886061,35586,31,656634,21182,84,2542695,30270,0,0,,0,0,,0,0,
117955,3,53136,17712,,,,3,53136,17712,0,0,,,,,0,0,
118134,0,0,,,,,0,0,,0,0,,,,,0,0,
118143,0,0,,,,,0,0,,0,0,,,,,0,0,
118161,0,0,,,,,0,0,,0,0,,,,,0,0,
118198,15,162680,10845,,,,15,162680,10845,0,0,,,,,0,0,
118347,0,0,,,,,0,0,,0,0,,,,,0,0,
118541,5,107246,21449,1,8350,8350,6,115596,19266,0,0,,0,0,,0,0,
118684,0,0,,,,,0,0,,0,0,,,,,0,0,
118693,5,98140,19628,,,,5,98140,19628,0,0,,,,,0,0,
118718,0,0,,,,,0,0,,0,0,,,,,0,0,
118772,0,0,,,,,0,0,,0,0,,,,,0,0,
118888,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
118912,0,0,,,,,0,0,,0,0,,,,,0,0,
118930,0,0,,,,,0,0,,0,0,,,,,0,0,
118958,0,0,,,,,0,0,,0,0,,,,,0,0,
118976,0,0,,,,,0,0,,0,0,,,,,0,0,
118994,4,88115,22029,,,,4,88115,22029,0,0,,,,,0,0,
119058,8,258108,32264,26,678910,26112,34,937018,27559,0,0,,0,0,,0,0,
119067,0,0,,,,,0,0,,0,0,,,,,0,0,
119137,0,0,,,,,0,0,,0,0,,,,,0,0,
119164,0,0,,,,,0,0,,0,0,,,,,0,0,
119173,14,282049,20146,13,208183,16014,27,490232,18157,0,0,,0,0,,0,0,
119216,356,125702,353,,,,356,125702,353,0,0,,,,,0,0,
