UNITID,GRCHRTYR,GRTOTLT,GRGNDRUN,GRGNDRAN,GRGNDRUA,GRGNDRKN
241395,1,76,0,,0,76
241410,1,937,0,,0,937
241517,1,92,0,,0,92
241614,1,33,0,0,0,33
241720,1,259,0,,0,259
241739,1,2041,0,,0,2041
241766,1,23,0,,0,23
241836,1,97,0,0,0,97
241951,1,70,0,,0,70
242112,1,160,0,,0,160
242121,1,104,0,,0,104
242617,1,925,0,,0,925
242626,1,782,0,,0,782
242635,1,692,0,,0,692
242644,1,470,0,,0,470
242653,1,629,0,,0,629
242662,1,937,0,,0,937
242680,1,383,0,,0,383
242699,1,252,0,,0,252
242705,1,893,0,,0,893
242972,1,3490,0,,0,3490
243106,1,955,0,,0,955
243115,1,932,0,0,0,932
243133,1,1147,0,,0,1147
243142,1,928,0,,0,928
243151,1,807,0,,0,807
243179,1,965,0,,0,965
243188,1,651,0,0,0,651
243197,1,2331,0,0,0,2331
243212,1,889,0,,0,889
243221,1,2686,0,,0,2686
243346,1,1601,0,,0,1601
243443,1,591,0,,0,591
243568,1,16,0,,0,16
243577,1,389,0,0,0,389
243586,1,260,0,,0,260
243601,1,2266,0,,0,2266
243638,1,600,0,,0,600
243665,1,315,0,,0,315
243744,1,1738,0,,0,1738
243780,1,7380,0,,0,7380
243823,1,34,0,0,0,34
243832,1,76,0,,0,76
244233,1,11,0,0,0,11
245652,1,67,0,0,0,67
245953,1,136,0,,0,136
247065,1,26,0,,0,26
247649,1,94,0,1,1,93
247773,1,13,0,,0,13
247834,1,3101,2,0,2,3099
248934,1,1386,4,,4,1382
251312,1,26,1,,1,25
260372,1,25,0,,0,25
260789,1,279,0,,0,279
260992,1,50,0,,0,50
262086,1,4,0,,0,4
262129,1,230,0,,0,230
363712,1,12,0,,0,12
363907,1,56,0,,0,56
363916,1,29,0,,0,29
363934,1,78,0,0,0,78
366003,1,12,0,0,0,12
366252,1,1187,0,,0,1187
366340,1,42,0,0,0,42
366553,1,112,0,,0,112
366711,1,2058,0,,0,2058
367884,1,123,0,,0,123
368443,1,182,0,,0,182
368452,1,90,0,,0,90
369516,1,107,0,,0,107
372073,1,49,0,,0,49
375230,1,19,0,0,0,19
376224,1,86,0,,0,86
376385,1,451,0,,0,451
376695,1,300,0,,0,300
377111,1,510,0,,0,510
377546,1,32,0,,0,32
377555,1,786,0,,0,786
377564,1,498,0,,0,498
377661,1,149,0,0,0,149
378576,1,32,0,,0,32
380359,1,65,0,,0,65
380368,1,126,0,0,0,126
380377,1,62,0,,0,62
380438,1,41,0,,0,41
384254,1,66,0,,0,66
384412,1,30,0,,0,30
384421,1,24,0,,0,24
385619,1,592,0,0,0,592
386472,1,11,0,,0,11
388520,1,9,0,,0,9
392257,1,1836,0,,0,1836
399869,1,461,0,,0,461
399911,1,104,0,,0,104
401223,1,3,0,,0,3
404338,1,10,0,,0,10
404994,1,1232,0,,0,1232
405058,1,41,0,,0,41
405854,1,21,0,,0,21
406024,1,220,0,,0,220
406033,1,192,0,,0,192
407610,1,1,0,0,0,1
408844,1,339,0,0,0,339
409315,1,3100,0,,0,3100
409698,1,799,0,,0,799
412599,1,613,2,,2,611
413413,1,2,0,,0,2
413617,1,33,0,,0,33
414595,1,14,0,,0,14
414878,1,2,0,,0,2
417734,1,3,0,,0,3
417752,1,6,0,,0,6
418126,1,33,0,0,0,33
420024,1,20,0,,0,20
420042,1,5,0,0,0,5
420325,1,10,0,,0,10
421708,1,5,0,,0,5
421878,1,50,0,0,0,50
422695,1,16,0,,0,16
426314,1,570,16,,16,554
428170,1,172,0,,0,172
430184,1,14,2,0,2,12
430670,1,8,0,0,0,8
431983,1,27,0,,0,27
432384,1,218,0,,0,218
433004,1,6,0,,0,6
433013,1,22,0,,0,22
433174,1,3,0,0,0,3
433387,1,123,0,,0,123
433420,1,22,0,,0,22
433536,1,22,0,,0,22
433660,1,2493,0,,0,2493
434584,1,8,0,,0,8
434900,1,110,0,,0,110
434937,1,3,0,,0,3
436429,1,1852,29,0,29,1823
436614,1,13,0,,0,13
436818,1,243,0,,0,243
436827,1,224,0,,0,224
436836,1,358,0,,0,358
437097,1,5,0,,0,5
438586,1,61,10,,10,51
439190,1,293,0,,0,293
439367,1,233,0,,0,233
439394,1,4,0,,0,4
439701,1,25,0,,0,25
439862,1,9,0,,0,9
439871,1,18,0,0,0,18
439969,1,12,0,,0,12
440396,1,38,0,,0,38
440651,1,180,0,,0,180
440749,1,6,0,,0,6
440794,1,36,0,,0,36
440828,1,24,0,,0,24
441229,1,190,0,,0,190
441636,1,13,0,0,0,13
441690,1,19,0,,0,19
441900,1,305,0,0,0,305
441937,1,965,0,,0,965
441982,1,79,0,,0,79
442356,1,97,0,,0,97
442426,1,247,0,,0,247
442569,1,744,0,,0,744
442639,1,13,0,,0,13
442842,1,7,0,,0,7
442930,1,550,0,,0,550
443049,1,6,0,0,0,6
443058,1,4,0,0,0,4
443331,1,1,0,,0,1
443340,1,3,0,0,0,3
443410,1,193,0,,0,193
443562,1,123,0,0,0,123
443599,1,2,0,,0,2
443650,1,541,0,,0,541
443766,1,2,0,0,0,2
443784,1,4,0,,0,4
444088,1,59,5,0,5,54
444255,1,48,0,,0,48
444398,1,19,0,,0,19
444413,1,39,0,,0,39
444778,1,4,0,,0,4
444787,1,83,0,0,0,83
445027,1,232,62,,62,170
445133,1,25,2,,2,23
445188,1,2040,0,2,2,2038
445203,1,553,5,,5,548
445267,1,1,0,0,0,1
445692,1,179,0,,0,179
445708,1,653,3,,3,650
446048,1,267,0,,0,267
446233,1,56,0,,0,56
446385,1,43,0,,0,43
446525,1,893,5,0,5,888
446561,1,591,10,0,10,581
446604,1,282,0,,0,282
446640,1,133,0,0,0,133
447014,1,97,0,,0,97
447263,1,24,0,,0,24
447421,1,43,0,,0,43
447689,1,2096,0,,0,2096
447847,1,64,0,0,0,64
447953,1,115,0,,0,115
448673,1,91,0,,0,91
449038,1,9,0,0,0,9
449135,1,65,0,0,0,65
449339,1,751,35,,35,716
449384,1,6,0,0,0,6
449658,1,25,0,,0,25
449764,1,25,0,,0,25
449870,1,20,0,0,0,20
449898,1,17,0,,0,17
450298,1,1,0,0,0,1
450377,1,2,0,0,0,2
450571,1,45,0,,0,45
450933,1,644,0,,0,644
451103,1,47,0,,0,47
451370,1,5,0,,0,5
451398,1,55,0,,0,55
451404,1,104,0,,0,104
451556,1,465,0,0,0,465
451741,1,50,0,,0,50
451750,1,103,0,0,0,103
451820,1,83,1,0,1,82
451866,1,332,9,,9,323
451927,1,51,0,,0,51
452948,1,78,0,,0,78
453163,1,7,1,0,1,6
453215,1,4,0,0,0,4
454184,1,161,0,,0,161
454227,1,16,0,0,0,16
454236,1,9,0,0,0,9
454245,1,2,0,0,0,2
454616,1,47,0,,0,47
454786,1,82,0,,0,82
455257,1,83,0,,0,83
455770,1,59,0,,0,59
456481,1,1,0,,0,1
456490,1,5,0,,0,5
456959,1,145,0,,0,145
457086,1,11,0,,0,11
457299,1,50,0,,0,50
457484,1,11,0,0,0,11
457688,1,15,0,,0,15
458113,1,7,0,,0,7
458210,1,15,0,,0,15
458229,1,14,0,,0,14
458496,1,46,1,0,1,45
458885,1,1,0,0,0,1
458919,1,24,4,0,4,20
458964,1,4,0,0,0,4
458973,1,9,0,0,0,9
458982,1,71,4,0,4,67
459204,1,646,0,,0,646
459213,1,272,0,,0,272
459259,1,14,0,,0,14
459268,1,16,0,,0,16
459417,1,44,0,,0,44
459727,1,18,0,0,0,18
459842,1,4,0,,0,4
459851,1,15,0,,0,15
459949,1,484,0,,0,484
459994,1,19,1,0,1,18
460349,1,3,0,,0,3
460376,1,10,0,,0,10
460871,1,2,0,0,0,2
461023,1,111,0,,0,111
461032,1,2,0,0,0,2
461148,1,180,0,,0,180
461263,1,19,0,,0,19
461528,1,4,0,,0,4
461759,1,35,0,0,0,35
461795,1,71,0,0,0,71
461883,1,12,0,,0,12
462354,1,74,0,,0,74
463056,1,447,0,,0,447
466921,1,4,0,0,0,4
466930,1,4,0,0,0,4
469416,1,110,0,,0,110
474863,1,29,0,0,0,29
475121,1,183,2,,2,181
475608,1,10,0,,0,10
475635,1,2,0,0,0,2
475714,1,144,0,,0,144
475732,1,1,0,0,0,1
475741,1,1,0,0,0,1
475839,1,5,0,,0,5
476601,1,20,0,,0,20
476692,1,2,0,,0,2
476717,1,144,0,,0,144
477039,1,3,0,,0,3
479956,1,113,2,,2,111
480073,1,27,0,,0,27
480091,1,182,0,0,0,182
480198,1,12,0,,0,12
480204,1,215,0,,0,215
480657,1,12,0,,0,12
480781,1,10,0,,0,10
480985,1,2,0,,0,2
481058,1,12,0,,0,12
481410,1,19,0,,0,19
481438,1,19,0,,0,19
481720,1,16,0,,0,16
482149,1,800,0,0,0,800
482158,1,1230,4,,4,1226
482228,1,5,0,,0,5
482413,1,28,4,,4,24
482422,1,27,1,,1,26
482431,1,56,1,,1,55
482440,1,8,0,,0,8
482459,1,14,1,,1,13
482468,1,20,4,,4,16
482477,1,274,35,,35,239
482538,1,9,0,,0,9
482547,1,2,0,,0,2
482556,1,28,2,,2,26
482565,1,3,1,,1,2
482574,1,35,2,,2,33
482608,1,7,0,,0,7
482635,1,12,1,,1,11
482653,1,7,0,,0,7
482680,1,3664,20,,20,3644
482699,1,812,0,0,0,812
482936,1,459,0,,0,459
483018,1,32,0,,0,32
483124,1,21,0,0,0,21
483221,1,20,0,,0,20
483373,1,13,0,,0,13
483780,1,100,19,,19,81
484473,1,404,0,,0,404
484613,1,6249,4,0,4,6245
484631,1,49,0,0,0,49
484710,1,3,0,0,0,3
484756,1,9,0,0,0,9
484844,1,160,0,2,2,158
484871,1,38,0,0,0,38
484905,1,257,0,,0,257
485111,1,1497,0,,0,1497
485272,1,7,0,,0,7
485519,1,99,0,,0,99
485698,1,30,0,,0,30
485768,1,67,0,,0,67
485999,1,24,0,,0,24
486017,1,1,0,0,0,1
486026,1,21,0,,0,21
486053,1,30,0,,0,30
486196,1,53,0,,0,53
486239,1,22,0,,0,22
486257,1,43,0,,0,43
486284,1,73,0,,0,73
486354,1,3,0,,0,3
486488,1,2,0,0,0,2
486840,1,5207,0,0,0,5207
486901,1,194,0,,0,194
486938,1,3,0,0,0,3
486947,1,1,0,0,0,1
486956,1,1,0,0,0,1
486965,1,49,0,,0,49
487375,1,4,0,,0,4
487524,1,597,0,,0,597
487603,1,63,0,,0,63
487861,1,21,0,0,0,21
488031,1,1,0,0,0,1
488068,1,2,0,,0,2
488101,1,13,0,0,0,13
488305,1,24,0,,0,24
488314,1,4,0,,0,4
488350,1,19,0,,0,19
488448,1,6,0,,0,6
488679,1,1092,0,,0,1092
488846,1,408,0,0,0,408
489344,1,1,0,0,0,1
489779,1,35,7,0,7,28
489937,1,28,0,,0,28
490045,1,6,0,,0,6
490081,1,6,0,0,0,6
490124,1,3,0,,0,3
490133,1,144,0,0,0,144
490203,1,6,0,0,0,6
490276,1,45,0,0,0,45
490285,1,64,0,0,0,64
490319,1,7,0,,0,7
490328,1,6,0,,0,6
490504,1,3,0,,0,3
490513,1,12,0,,0,12
490805,1,1204,0,,0,1204
490878,1,126,0,,0,126
491057,1,12,0,,0,12
491525,1,11,0,,0,11
491613,1,13,0,,0,13
491622,1,27,0,,0,27
491631,1,1,0,,0,1
491640,1,37,0,,0,37
491710,1,7,0,,0,7
491765,1,20,0,,0,20
491914,1,19,0,,0,19
492801,1,49,0,,0,49
493594,1,4,0,,0,4
493600,1,50,0,0,0,50
493664,1,2,0,,0,2
493707,1,16,0,,0,16
493716,1,7,0,,0,7
494603,1,97,0,,0,97
494630,1,16,0,,0,16
494685,1,14,0,,0,14
494737,1,18,0,0,0,18
495059,1,13,0,,0,13
495280,1,1,0,,0,1
496399,1,8,0,,0,8
496627,1,25,0,,0,25
497408,1,1,0,,0,1
498562,1,3163,0,,0,3163
498571,1,2802,0,,0,2802
100760,2,328,0,0,0,328
101028,2,260,0,,0,260
101143,2,359,0,,0,359
101161,2,1336,0,,0,1336
101240,2,812,0,,0,812
101286,2,687,0,,0,687
101295,2,967,0,,0,967
101301,2,242,0,0,0,242
101462,2,74,0,,0,74
101471,2,176,0,,0,176
101505,2,954,0,0,0,954
101514,2,1214,0,,0,1214
101569,2,674,0,0,0,674
101602,2,399,0,,0,399
101648,2,269,0,0,0,269
101736,2,589,0,,0,589
101897,2,434,0,,0,434
101994,2,59,0,,0,59
102030,2,588,0,,0,588
102067,2,788,0,,0,788
102076,2,577,0,,0,577
102313,2,332,0,,0,332
102429,2,596,0,,0,596
103501,2,338,0,,0,338
103893,2,370,0,,0,370
103909,2,191,0,,0,191
103927,2,125,0,,0,125
103963,2,343,0,,0,343
104160,2,627,0,,0,627
104346,2,514,0,,0,514
104425,2,520,0,,0,520
104577,2,464,0,0,0,464
104708,2,1397,10,0,10,1387
105145,2,288,2,0,2,286
105154,2,1289,7,3,10,1279
105206,2,156,0,,0,156
105215,2,346,4,,4,342
105349,2,40,1,,1,39
105428,2,657,9,2,11,646
105525,2,1379,0,,0,1379
105543,2,318,4,,4,314
105659,2,865,0,,0,865
105668,2,88,0,0,0,88
105747,2,411,1,2,3,408
105792,2,362,16,0,16,346
106041,2,1035,5,,5,1030
106148,2,564,0,,0,564
106449,2,681,1,,1,680
106546,2,4,0,,0,4
106625,2,294,0,,0,294
106795,2,238,0,,0,238
106883,2,206,0,,0,206
106980,2,450,4,0,4,446
106999,2,250,0,,0,250
107318,2,87,0,,0,87
107327,2,260,0,,0,260
107460,2,351,0,0,0,351
107521,2,67,0,,0,67
107549,2,162,0,,0,162
107585,2,400,10,,10,390
107619,2,145,0,,0,145
107637,2,131,0,,0,131
107664,2,830,0,,0,830
107725,2,168,0,0,0,168
107743,2,182,0,,0,182
107840,2,38,0,,0,38
107974,2,189,0,,0,189
107992,2,176,0,,0,176
108667,2,217,9,0,9,208
108807,2,1040,24,0,24,1016
108852,2,89,0,0,0,89
109040,2,327,0,0,0,327
109208,2,1481,30,0,30,1451
109907,2,296,2,1,3,293
109934,2,24,0,,0,24
110246,2,1302,12,0,12,1290
110334,2,955,1,1,2,953
111434,2,358,8,0,8,350
111461,2,1512,23,0,23,1489
111887,2,2305,37,0,37,2268
111896,2,158,1,0,1,157
111920,2,1033,18,0,18,1015
111939,2,1658,43,0,43,1615
112172,2,1507,31,0,31,1476
112190,2,1311,28,0,28,1283
112385,2,120,1,0,1,119
112561,2,194,3,0,3,191
112686,2,310,3,0,3,307
112826,2,355,5,0,5,350
113096,2,1328,23,0,23,1305
113111,2,653,3,0,3,650
113193,2,591,4,0,4,587
113218,2,527,5,0,5,522
113333,2,2839,32,0,32,2807
113573,2,1813,0,0,0,1813
113634,2,1501,19,0,19,1482
113856,2,1896,6,1,7,1889
113980,2,2410,10,0,10,2400
114266,2,785,5,0,5,780
114789,2,2434,42,1,43,2391
114859,2,2265,35,0,35,2230
114938,2,548,12,0,12,536
115001,2,1429,29,0,29,1400
115126,2,1384,11,0,11,1373
115296,2,1719,11,0,11,1708
115393,2,1025,1,0,1,1024
115861,2,1124,26,0,26,1098
115931,2,315,0,0,0,315
116439,2,1640,26,0,26,1614
116563,2,25,0,,0,25
117052,2,952,17,0,17,935
117195,2,95,0,0,0,95
117247,2,353,4,0,4,349
117274,2,144,0,0,0,144
117645,2,3016,60,0,60,2956
117690,2,675,0,0,0,675
117706,2,1568,0,0,0,1568
117715,2,343,0,0,0,343
117724,2,579,1,0,1,578
117733,2,1012,0,0,0,1012
117788,2,703,0,2,2,701
117867,2,633,0,0,0,633
117894,2,896,11,0,11,885
118198,2,238,3,,3,235
118347,2,278,5,0,5,273
118684,2,124,1,0,1,123
118718,2,1425,3,0,3,1422
118772,2,232,8,0,8,224
118930,2,381,5,7,12,369
119067,2,598,10,0,10,588
119137,2,1596,25,0,25,1571
119164,2,2870,32,0,32,2838
119216,2,1557,14,2,16,1541
119331,2,630,1,0,1,629
120078,2,223,0,0,0,223
120290,2,781,6,0,6,775
120342,2,2389,18,1,19,2370
120421,2,710,15,0,15,695
120661,2,540,0,,0,540
120953,2,80,1,0,1,79
120971,2,2423,40,0,40,2383
121044,2,3357,41,1,42,3315
121363,2,519,9,0,9,510
121707,2,432,0,0,0,432
121901,2,2463,37,4,41,2422
122180,2,1442,26,0,26,1416
122205,2,1232,18,0,18,1214
122339,2,764,4,0,4,760
122384,2,804,6,0,6,798
122658,2,2398,33,0,33,2365
122694,2,309,0,,0,309
122746,2,551,3,0,3,548
122791,2,786,23,0,23,763
122889,2,1587,20,0,20,1567
123013,2,951,14,1,15,936
123217,2,1705,18,30,48,1657
123341,2,2074,37,0,37,2037
123484,2,191,3,0,3,188
123527,2,1586,4,0,4,1582
123642,2,10,0,,0,10
123679,2,327,0,,0,327
123800,2,2128,40,0,40,2088
124113,2,399,1,0,1,398
124706,2,569,0,,0,569
124937,2,424,0,,0,424
125028,2,1264,23,0,23,1241
125091,2,1017,4,0,4,1013
125170,2,329,11,0,11,318
125462,2,193,3,0,3,190
125499,2,782,22,10,32,750
125532,2,398,0,,0,398
126119,2,475,1,0,1,474
126207,2,446,0,0,0,446
126359,2,48,0,0,0,48
126605,2,165,0,,0,165
126748,2,151,0,0,0,151
126784,2,59,20,,20,39
126863,2,380,0,,0,380
126951,2,1041,0,,0,1041
127389,2,179,0,,0,179
127732,2,365,0,,0,365
127778,2,220,0,,0,220
128151,2,321,0,0,0,321
128179,2,222,0,,0,222
128188,2,788,0,,0,788
128577,2,195,0,0,0,195
129181,2,804,0,,0,804
129367,2,253,0,,0,253
129482,2,178,0,,0,178
129543,2,589,0,,0,589
129695,2,653,0,0,0,653
129729,2,769,0,,0,769
129756,2,291,0,,0,291
129808,2,366,0,,0,366
129923,2,437,0,,0,437
130004,2,464,0,,0,464
130040,2,196,0,0,0,196
130217,2,209,0,,0,209
130396,2,600,0,,0,600
130509,2,71,0,,0,71
130606,2,513,0,,0,513
131830,2,3,0,0,0,3
132374,2,603,0,0,0,603
133845,2,412,0,,0,412
133854,2,267,0,,0,267
133863,2,352,0,,0,352
133997,2,251,0,,0,251
134291,2,573,0,,0,573
135267,2,629,0,,0,629
135294,2,92,0,,0,92
135407,2,1388,0,,0,1388
135647,2,53,0,,0,53
135735,2,452,0,0,0,452
136659,2,117,0,,0,117
136826,2,19,0,,0,19
137087,2,331,0,,0,331
137120,2,389,0,,0,389
137245,2,1079,0,,0,1079
137713,2,175,0,,0,175
138372,2,205,0,,0,205
138479,2,541,0,,0,541
138488,2,212,0,,0,212
138497,2,559,0,,0,559
138655,2,450,0,0,0,450
138664,2,54,0,0,0,54
138682,2,310,0,,0,310
138840,2,317,0,,0,317
138956,2,430,0,,0,430
139278,2,453,0,,0,453
139357,2,226,0,,0,226
139384,2,468,0,,0,468
139986,2,351,0,,0,351
139995,2,146,0,0,0,146
140003,2,41,0,,0,41
140012,2,328,0,,0,328
140243,2,381,0,,0,381
140331,2,709,0,,0,709
140678,2,305,0,,0,305
140942,2,374,0,,0,374
141006,2,357,0,,0,357
141015,2,80,0,,0,80
141255,2,201,0,,0,201
141680,2,337,31,,31,306
141796,2,490,22,,22,468
141802,2,136,18,,18,118
141811,2,752,44,,44,708
141990,2,202,14,,14,188
142054,2,122,0,,0,122
142179,2,219,0,0,0,219
142443,2,645,0,,0,645
143215,2,890,0,,0,890
143279,2,587,0,,0,587
143613,2,214,0,,0,214
144157,2,238,0,,0,238
144166,2,908,0,,0,908
144175,2,173,0,,0,173
144184,2,330,0,,0,330
144193,2,502,0,,0,502
144209,2,1129,0,,0,1129
144218,2,902,0,,0,902
144564,2,291,0,,0,291
144865,2,1958,7,,7,1951
144944,2,994,0,,0,994
145239,2,21,0,,0,21
145354,2,2,0,,0,2
145521,2,219,0,,0,219
145682,2,1095,0,,0,1095
145707,2,223,0,,0,223
145831,2,410,0,,0,410
146205,2,504,0,,0,504
146278,2,391,0,,0,391
146296,2,879,0,,0,879
146348,2,269,0,,0,269
146366,2,239,0,,0,239
146418,2,387,0,,0,387
146472,2,1337,0,,0,1337
146506,2,801,0,,0,801
146603,2,481,0,,0,481
146685,2,771,0,,0,771
146700,2,646,0,,0,646
146816,2,36,0,,0,36
147004,2,543,0,,0,543
147378,2,1415,0,,0,1415
147396,2,33,0,0,0,33
147411,2,337,0,,0,337
147800,2,474,0,,0,474
147916,2,759,0,,0,759
148007,2,312,0,,0,312
148256,2,446,0,,0,446
148292,2,220,0,,0,220
148380,2,685,0,,0,685
148672,2,274,0,,0,274
148821,2,238,0,,0,238
148937,2,244,0,,0,244
148991,2,134,0,,0,134
149310,2,27,0,0,0,27
149365,2,201,0,,0,201
149532,2,827,0,,0,827
149727,2,968,0,,0,968
149842,2,1765,0,,0,1765
150251,2,8,0,,0,8
150987,2,5792,46,,46,5746
151467,2,113,0,,0,113
151661,2,818,0,,0,818
152044,2,19,0,0,0,19
152497,2,9,0,,0,9
153074,2,38,0,0,0,38
153083,2,21,0,,0,21
153214,2,1811,0,,0,1811
153296,2,247,0,0,0,247
153311,2,666,0,0,0,666
153445,2,776,0,,0,776
153463,2,14,0,0,0,14
153472,2,751,0,,0,751
153524,2,1031,42,0,42,989
153533,2,273,0,,0,273
153597,2,30,0,,0,30
153630,2,1309,0,,0,1309
153737,2,1902,0,0,0,1902
153746,2,9,0,,0,9
153764,2,20,0,,0,20
153773,2,49,0,,0,49
153782,2,5,0,,0,5
153922,2,250,0,0,0,250
154059,2,608,0,0,0,608
154110,2,361,0,,0,361
154129,2,265,0,,0,265
154208,2,75,0,,0,75
154332,2,18,0,,0,18
154378,2,450,0,0,0,450
154396,2,254,0,0,0,254
154448,2,51,0,0,0,51
154457,2,9,0,,0,9
154466,2,11,0,,0,11
154545,2,51,0,,0,51
154572,2,649,0,0,0,649
154642,2,353,0,,0,353
154697,2,417,0,,0,417
154800,2,1259,3,,3,1256
154907,2,376,1,0,1,375
154925,2,469,0,,0,469
154934,2,247,0,0,0,247
154952,2,530,0,,0,530
154998,2,259,0,,0,259
155052,2,129,0,0,0,129
155098,2,292,0,,0,292
155104,2,463,0,,0,463
155186,2,412,2,,2,410
155195,2,822,0,,0,822
155201,2,199,0,0,0,199
155210,2,1514,2,,2,1512
155292,2,538,0,0,0,538
155450,2,210,0,,0,210
155487,2,71,0,,0,71
155566,2,287,0,,0,287
155593,2,179,0,0,0,179
155618,2,240,0,,0,240
155715,2,271,0,,0,271
155830,2,65,0,0,0,65
155858,2,369,0,,0,369
156107,2,434,4,,4,430
156134,2,468,0,,0,468
156231,2,376,0,,0,376
156338,2,531,0,,0,531
156392,2,1534,5,,5,1529
156648,2,767,0,,0,767
156790,2,350,0,,0,350
156851,2,186,0,,0,186
156860,2,255,0,,0,255
156921,2,788,1,,1,787
157304,2,301,0,,0,301
157331,2,474,0,,0,474
157438,2,344,1,,1,343
157483,2,708,0,,0,708
157553,2,308,1,,1,307
157711,2,700,0,,0,700
157739,2,367,0,,0,367
158088,2,375,0,0,0,375
158431,2,763,0,,0,763
158662,2,1152,0,,0,1152
158884,2,181,0,0,0,181
159197,2,167,0,0,0,167
159407,2,678,0,,0,678
160010,2,132,0,,0,132
160481,2,429,0,,0,429
160524,2,288,0,,0,288
160579,2,562,0,0,0,562
160649,2,364,0,0,0,364
160667,2,490,0,,0,490
161077,2,562,2,,2,560
161138,2,357,2,,2,355
161192,2,202,0,0,0,202
161208,2,14,0,,0,14
161484,2,133,0,,0,133
161545,2,943,0,0,0,943
161581,2,76,0,0,0,76
161688,2,385,0,,0,385
161767,2,1327,0,,0,1327
161864,2,603,0,,0,603
162104,2,274,0,,0,274
162122,2,914,0,,0,914
162168,2,264,0,0,0,264
162557,2,786,0,,0,786
162609,2,197,0,,0,197
162690,2,458,0,,0,458
162706,2,736,0,,0,736
162779,2,962,68,,68,894
163028,2,663,0,,0,663
163426,2,1967,24,,24,1943
163657,2,876,5,,5,871
164313,2,323,0,0,0,323
164775,2,178,4,,4,174
165033,2,1019,120,0,120,899
165060,2,3,0,,0,3
165112,2,1080,4,0,4,1076
165194,2,313,0,,0,313
165635,2,177,0,0,0,177
165981,2,130,7,,7,123
166133,2,684,33,,33,651
166647,2,520,14,0,14,506
166823,2,852,0,,0,852
166887,2,784,0,,0,784
166957,2,405,6,,6,399
167297,2,21,0,1,1,20
167312,2,623,3,0,3,620
167376,2,547,0,0,0,547
167534,2,640,0,,0,640
167631,2,162,0,,0,162
167905,2,707,3,0,3,704
168883,2,272,0,,0,272
169187,2,10,0,,0,10
169275,2,669,0,,0,669
169521,2,966,0,,0,966
169655,2,781,0,0,0,781
169761,2,69,0,,0,69
169974,2,173,0,,0,173
169992,2,177,0,,0,177
170055,2,1537,0,,0,1537
170541,2,763,10,,10,753
170550,2,195,0,,0,195
170587,2,98,0,,0,98
170620,2,357,0,,0,357
170657,2,1441,23,,23,1418
170790,2,1716,0,,0,1716
171012,2,4,0,,0,4
171155,2,468,0,,0,468
171225,2,336,0,,0,336
171234,2,124,0,0,0,124
171304,2,513,0,,0,513
171395,2,199,0,,0,199
171535,2,1045,103,,103,942
172291,2,406,0,,0,406
172307,2,477,17,,17,460
172617,2,715,0,,0,715
172635,2,491,0,,0,491
172671,2,131,0,,0,131
172918,2,379,0,0,0,379
172954,2,181,1,0,1,180
172963,2,594,0,0,0,594
173063,2,343,1,0,1,342
173115,2,78,0,0,0,78
173203,2,395,3,0,3,392
173416,2,395,17,0,17,378
173461,2,454,1,0,1,453
173559,2,639,1,0,1,638
173638,2,323,1,0,1,322
173708,2,273,0,0,0,273
173735,2,712,6,0,6,706
173799,2,319,1,0,1,318
173911,2,330,0,0,0,330
174136,2,464,5,0,5,459
174376,2,451,2,0,2,449
174428,2,993,6,0,6,987
174473,2,344,0,0,0,344
174570,2,119,1,0,1,118
174738,2,639,0,0,0,639
174756,2,494,0,0,0,494
175041,2,580,4,0,4,576
175236,2,460,1,0,1,459
175263,2,162,0,0,0,162
175315,2,733,4,0,4,729
175519,2,523,0,,0,523
175573,2,633,0,,0,633
175643,2,752,0,,0,752
175652,2,708,2,0,2,706
175786,2,2293,0,,0,2293
175810,2,1114,0,,0,1114
175829,2,1277,0,,0,1277
175883,2,955,4,,4,951
175935,2,637,0,0,0,637
176008,2,541,0,,0,541
176071,2,1928,3,,3,1925
176169,2,1105,0,,0,1105
176178,2,1823,0,0,0,1823
176239,2,1180,0,,0,1180
176354,2,635,1,0,1,634
176798,2,21,0,0,0,21
177135,2,788,0,,0,788
177250,2,522,0,,0,522
177302,2,68,0,,0,68
177676,2,749,0,,0,749
177977,2,688,0,0,0,688
177995,2,2383,0,,0,2383
178183,2,75,0,,0,75
178217,2,575,0,,0,575
178448,2,900,0,,0,900
179308,2,1960,18,,18,1942
179344,2,291,0,,0,291
179539,2,843,5,,5,838
179645,2,530,0,,0,530
179715,2,323,0,0,0,323
180081,2,128,0,,0,128
180151,2,93,0,0,0,93
180160,2,21,0,0,0,21
180197,2,249,0,,0,249
180212,2,59,0,0,0,59
180249,2,108,0,,0,108
180276,2,155,0,,0,155
180328,2,76,0,,0,76
180373,2,136,0,,0,136
180902,2,645,0,0,0,645
180957,2,51,0,,0,51
181190,2,51,0,0,0,51
181303,2,665,0,,0,665
181312,2,331,0,,0,331
181419,2,11,0,0,0,11
181491,2,888,0,0,0,888
181640,2,1155,2,,2,1153
181765,2,82,0,,0,82
181817,2,298,0,,0,298
181941,2,172,1,0,1,171
183099,2,505,0,,0,505
183105,2,129,0,,0,129
183114,2,49,1,,1,48
183123,2,138,0,,0,138
183132,2,294,0,,0,294
183141,2,188,0,,0,188
183150,2,243,0,,0,243
183488,2,127,0,0,0,127
183600,2,7,0,,0,7
183655,2,838,4,0,4,834
183743,2,1963,39,2,41,1922
183859,2,1729,0,,0,1729
183877,2,1512,0,,0,1512
