UNITID,GRCHRTYR,GRTOTLT,GRGNDRUN,GRGNDRAN,GRGNDRUA,GRGNDRKN
182500,1,719,0,,0,719
182564,1,336,0,0,0,336
182634,1,252,0,,0,252
182670,1,1116,0,6,6,1110
182795,1,635,0,,0,635
182917,1,24,0,,0,24
182980,1,338,0,,0,338
183026,1,2141,0,,0,2141
183044,1,2875,0,,0,2875
183062,1,1047,0,,0,1047
183071,1,68,0,,0,68
183080,1,1137,0,,0,1137
183211,1,286,0,,0,286
183239,1,517,0,,0,517
183257,1,47,1,,1,46
183275,1,20,0,0,0,20
183789,1,571,5,,5,566
183822,1,502,0,,0,502
183910,1,400,0,,0,400
183974,1,238,0,,0,238
184348,1,350,0,,0,350
184603,1,478,0,0,0,478
184612,1,316,0,0,0,316
184694,1,581,0,0,0,581
184773,1,221,0,,0,221
184782,1,2389,0,,0,2389
184959,1,31,0,0,0,31
185129,1,955,0,0,0,955
185262,1,1494,0,,0,1494
185572,1,1089,0,,0,1089
185590,1,2977,0,,0,2977
185828,1,1036,50,0,50,986
186131,1,1306,0,,0,1306
186186,1,40,0,,0,40
186201,1,944,0,,0,944
186283,1,870,0,,0,870
186371,1,654,0,0,0,654
186380,1,6459,0,0,0,6459
186399,1,1337,0,0,0,1337
186432,1,626,0,,0,626
186584,1,1240,0,,0,1240
186618,1,167,0,,0,167
186867,1,733,0,0,0,733
186876,1,1187,0,,0,1187
186900,1,10,0,,0,10
187134,1,1454,15,,15,1439
187444,1,1372,0,0,0,1372
187596,1,227,0,,0,227
187648,1,622,0,,0,622
187745,1,44,0,,0,44
187897,1,311,0,0,0,311
187967,1,298,0,,0,298
187985,1,3365,0,0,0,3365
188030,1,1825,0,,0,1825
188058,1,134,0,0,0,134
188182,1,94,0,0,0,94
188304,1,264,0,,0,264
188340,1,278,0,,0,278
188429,1,1215,0,,0,1215
188517,1,33,0,0,0,33
188526,1,153,0,0,0,153
188641,1,417,0,0,0,417
188854,1,485,1,0,1,484
188942,1,48,0,,0,48
189088,1,508,0,0,0,508
189097,1,592,0,,0,592
189228,1,447,1,,1,446
189273,1,11,0,,0,11
189282,1,1,0,0,0,1
189413,1,132,0,0,0,132
189565,1,117,0,0,0,117
189583,1,90,0,0,0,90
189592,1,47,0,0,0,47
189705,1,597,0,1,1,596
189848,1,199,0,0,0,199
189857,1,28,0,,0,28
190044,1,797,0,,0,797
190099,1,766,0,,0,766
190114,1,75,0,,0,75
190150,1,1520,0,,0,1520
190372,1,218,0,0,0,218
190415,1,3315,0,0,0,3315
190503,1,512,1,,1,511
190512,1,1400,0,,0,1400
190549,1,1320,0,,0,1320
190558,1,2476,0,,0,2476
190567,1,1805,0,,0,1805
190594,1,2193,0,,0,2193
190600,1,1507,0,,0,1507
190637,1,672,0,,0,672
190646,1,1101,0,,0,1101
190655,1,3108,0,,0,3108
190664,1,1453,0,,0,1453
190691,1,936,0,,0,936
190716,1,239,0,,0,239
190725,1,392,0,,0,392
190752,1,9,0,,0,9
190761,1,253,0,,0,253
190983,1,207,0,,0,207
191126,1,1248,0,0,0,1248
191205,1,132,0,0,0,132
191241,1,2189,0,,0,2189
191515,1,472,0,,0,472
191533,1,402,0,,0,402
191621,1,146,0,0,0,146
191630,1,581,0,,0,581
191649,1,1644,0,0,0,1644
191676,1,277,0,,0,277
191931,1,935,0,,0,935
191968,1,1632,0,,0,1632
192004,1,107,0,,0,107
192040,1,43,0,,0,43
192110,1,113,0,0,0,113
192165,1,38,0,,0,38
192192,1,365,0,0,0,365
192271,1,255,0,,0,255
192323,1,630,0,,0,630
192448,1,1228,0,,0,1228
192624,1,27,0,,0,27
192703,1,814,0,,0,814
192712,1,149,0,,0,149
192749,1,484,0,,0,484
192785,1,28,0,,0,28
192819,1,1225,0,,0,1225
192864,1,535,0,,0,535
192925,1,359,0,,0,359
193016,1,913,0,,0,913
193052,1,14,0,0,0,14
193061,1,8,0,,0,8
193070,1,19,0,,0,19
193247,1,36,0,,0,36
193292,1,562,0,,0,562
193308,1,1031,0,0,0,1031
193353,1,384,0,,0,384
193399,1,436,0,,0,436
193584,1,517,0,0,0,517
193654,1,1572,0,0,0,1572
193900,1,6078,0,0,0,6078
193973,1,621,0,,0,621
194091,1,681,6,0,6,675
194116,1,10,0,0,0,10
194161,1,203,0,,0,203
194189,1,3,0,,0,3
194310,1,1973,0,0,0,1973
194392,1,230,0,0,0,230
194499,1,239,0,,0,239
194569,1,35,0,0,0,35
194578,1,845,0,6,6,839
194657,1,38,0,,0,38
194666,1,49,0,0,0,49
194693,1,23,0,,0,23
194718,1,7,0,,0,7
194736,1,41,0,,0,41
194763,1,77,0,0,0,77
194824,1,1691,0,,0,1691
194958,1,226,0,0,0,226
195003,1,2595,1,0,1,2594
195030,1,1461,2,,2,1459
195128,1,205,0,,0,205
195164,1,433,0,,0,433
195173,1,502,0,,0,502
195216,1,565,0,0,0,565
195234,1,641,0,0,0,641
195243,1,254,0,,0,254
195304,1,377,0,,0,377
195438,1,2,0,,0,2
195474,1,763,0,0,0,763
195526,1,714,0,,0,714
195544,1,612,0,0,0,612
195720,1,575,0,0,0,575
195809,1,3236,0,,0,3236
196006,1,1162,0,,0,1162
196015,1,694,0,,0,694
196024,1,869,0,,0,869
196033,1,643,0,,0,643
196042,1,1248,0,,0,1248
196051,1,909,0,,0,909
196060,1,2721,0,,0,2721
196079,1,2641,0,,0,2641
196088,1,3929,0,0,0,3929
196097,1,2931,0,,0,2931
196103,1,326,0,,0,326
196112,1,313,0,0,0,313
196121,1,1202,0,,0,1202
196130,1,1619,0,0,0,1619
196149,1,1238,0,,0,1238
196158,1,930,0,,0,930
196167,1,1233,0,,0,1233
196176,1,1086,0,0,0,1086
196185,1,1122,0,0,0,1122
196194,1,1440,0,0,0,1440
196200,1,784,0,,0,784
196219,1,720,0,0,0,720
196237,1,502,0,,0,502
196246,1,1019,0,0,0,1019
196264,1,165,0,,0,165
196291,1,309,0,0,0,309
196413,1,3704,0,,0,3704
196431,1,31,0,,0,31
196440,1,1,0,,0,1
196583,1,16,0,,0,16
196592,1,653,3,,3,650
196653,1,124,0,,0,124
196866,1,560,0,0,0,560
197018,1,462,0,0,0,462
197027,1,254,0,,0,254
197036,1,1268,0,,0,1268
197045,1,685,0,0,0,685
197133,1,659,0,,0,659
197142,1,145,0,,0,145
197151,1,797,0,0,0,797
197197,1,441,0,,0,441
197221,1,28,0,0,0,28
197230,1,132,0,,0,132
197285,1,186,0,,0,186
197601,1,25,0,0,0,25
197647,1,11,0,,0,11
197674,1,64,0,0,0,64
197692,1,25,0,0,0,25
197708,1,513,0,,0,513
197735,1,106,0,,0,106
197744,1,8,0,,0,8
197869,1,3124,0,,0,3124
197911,1,241,0,,0,241
197984,1,358,0,,0,358
197993,1,114,0,,0,114
198066,1,230,0,0,0,230
198109,1,19,0,,0,19
198136,1,884,0,,0,884
198215,1,349,0,0,0,349
198303,1,522,0,,0,522
198385,1,514,0,,0,514
198419,1,1723,0,,0,1723
198464,1,4270,0,,0,4270
198507,1,202,0,,0,202
198516,1,1553,0,,0,1553
198543,1,640,0,,0,640
198561,1,444,0,,0,444
198598,1,249,0,0,0,249
198613,1,421,0,0,0,421
198677,1,1,0,,0,1
198695,1,1382,0,,0,1382
198756,1,302,0,0,0,302
198808,1,187,0,,0,187
198835,1,462,0,,0,462
198862,1,380,0,,0,380
198899,1,388,0,,0,388
198950,1,422,0,,0,422
198969,1,473,0,0,0,473
198978,1,1475,0,,0,1475
199032,1,163,0,,0,163
199069,1,275,0,,0,275
199102,1,1957,1,,1,1956
199111,1,663,0,,0,663
199120,1,4224,0,,0,4224
199139,1,3439,0,,0,3439
199148,1,2852,0,,0,2852
199157,1,1128,3,,3,1125
199184,1,213,0,,0,213
199193,1,4376,0,,0,4376
199209,1,318,0,,0,318
199218,1,2218,1,,1,2217
199272,1,196,0,,0,196
199281,1,1069,0,,0,1069
199306,1,179,0,,0,179
199412,1,278,0,,0,278
199458,1,46,0,,0,46
199582,1,344,0,5,5,339
199607,1,204,0,,0,204
199643,1,640,0,,0,640
199698,1,224,30,,30,194
199759,1,27,0,,0,27
199847,1,1304,0,0,0,1304
199865,1,185,0,0,0,185
199962,1,624,0,,0,624
199999,1,940,0,,0,940
200004,1,1913,0,,0,1913
200013,1,20,0,,0,20
200022,1,810,0,,0,810
200059,1,173,0,,0,173
200086,1,49,0,0,0,49
200156,1,262,0,0,0,262
200217,1,407,0,,0,407
200226,1,133,0,,0,133
200253,1,312,0,,0,312
200280,1,1903,0,,0,1903
200332,1,2471,0,,0,2471
200466,1,57,0,,0,57
200484,1,54,0,,0,54
200527,1,119,0,0,0,119
200554,1,137,0,0,0,137
200572,1,158,0,,0,158
200785,1,51,0,,0,51
200800,1,2994,0,,0,2994
200873,1,20,0,,0,20
201061,1,55,0,4,4,51
201104,1,616,0,,0,616
201177,1,16,0,0,0,16
201195,1,705,0,,0,705
201371,1,208,0,0,0,208
201432,1,321,0,,0,321
201441,1,3521,0,,0,3521
201469,1,46,0,0,0,46
201548,1,613,0,,0,613
201645,1,1264,0,1,1,1263
201654,1,769,0,0,0,769
201672,1,214,0,,0,214
201690,1,630,0,0,0,630
201821,1,73,1,,1,72
201885,1,4976,2,,2,4974
201928,1,761,0,,0,761
201946,1,521,0,,0,521
201955,1,1117,1,,1,1116
201964,1,410,0,,0,410
201973,1,227,0,0,0,227
202046,1,161,0,7,7,154
202073,1,54,0,0,0,54
202134,1,1892,1,0,1,1891
202170,1,244,1,4,5,239
202480,1,1823,0,0,0,1823
202514,1,136,0,,0,136
202523,1,637,0,0,0,637
202763,1,544,0,0,0,544
202806,1,71,0,0,0,71
202903,1,51,0,,0,51
202912,1,22,0,,0,22
203085,1,371,0,0,0,371
203128,1,207,0,,0,207
203368,1,715,0,,0,715
203447,1,146,0,,0,146
203456,1,65,0,,0,65
203465,1,610,0,,0,610
203474,1,212,0,,0,212
203483,1,223,0,,0,223
203492,1,150,0,,0,150
203517,1,4316,0,,0,4316
203526,1,267,0,,0,267
203535,1,487,0,,0,487
203544,1,50,0,,0,50
203580,1,219,0,,0,219
203748,1,882,0,1,1,881
203757,1,212,0,,0,212
203775,1,309,0,0,0,309
203845,1,244,0,0,0,244
203960,1,42,0,,0,42
204006,1,519,0,,0,519
204015,1,263,0,,0,263
204024,1,3798,0,,0,3798
204176,1,99,0,,0,99
204185,1,642,0,,0,642
204194,1,363,0,,0,363
204200,1,242,0,,0,242
204255,1,218,0,,0,218
204264,1,319,0,,0,319
204422,1,336,0,,0,336
204468,1,285,0,0,0,285
204486,1,1087,0,0,0,1087
204501,1,762,0,0,0,762
204617,1,227,0,,0,227
204635,1,598,0,,0,598
204671,1,366,3,,3,363
204680,1,441,0,,0,441
204699,1,389,1,,1,388
204705,1,1235,8,,8,1227
204796,1,7931,0,,0,7931
204802,1,129,0,,0,129
204820,1,343,0,,0,343
204839,1,214,0,,0,214
204848,1,376,0,,0,376
204857,1,4288,0,,0,4288
204866,1,264,0,,0,264
204909,1,486,0,,0,486
204936,1,645,0,,0,645
205027,1,13,0,,0,13
205054,1,22,0,,0,22
205124,1,14,0,0,0,14
205203,1,256,0,,0,256
205391,1,96,0,,0,96
205443,1,847,0,0,0,847
205470,1,1412,0,,0,1412
205957,1,453,0,,0,453
206048,1,442,0,0,0,442
206084,1,3300,0,0,0,3300
206279,1,10,0,,0,10
206349,1,106,0,0,0,106
206394,1,21,0,,0,21
206437,1,436,0,,0,436
206491,1,207,1,,1,206
206507,1,310,0,,0,310
206525,1,553,0,,0,553
206589,1,543,0,,0,543
206604,1,2202,0,2,2,2200
206613,1,275,0,0,0,275
206622,1,1111,0,,0,1111
206695,1,2041,0,,0,2041
206817,1,485,0,,0,485
206835,1,221,0,,0,221
206862,1,267,0,,0,267
206914,1,651,0,,0,651
206941,1,2158,0,,0,2158
207041,1,586,0,,0,586
207157,1,59,0,,0,59
207209,1,699,0,,0,699
207254,1,492,0,,0,492
207263,1,879,0,,0,879
207306,1,391,0,,0,391
207324,1,455,0,,0,455
207351,1,223,0,,0,223
207388,1,3920,0,,0,3920
207397,1,641,0,,0,641
207403,1,568,0,,0,568
207458,1,329,1,,1,328
207500,1,3656,0,,0,3656
207564,1,519,0,,0,519
207582,1,678,0,,0,678
207661,1,610,0,,0,610
207722,1,203,0,,0,203
207847,1,501,0,,0,501
207856,1,155,0,,0,155
207865,1,971,0,,0,971
207971,1,713,0,,0,713
208512,1,21,0,,0,21
208646,1,325,0,0,0,325
208725,1,16,0,,0,16
208822,1,634,0,,0,634
209056,1,506,0,0,0,506
209065,1,393,0,,0,393
209241,1,5,0,,0,5
209287,1,70,0,,0,70
209409,1,81,0,,0,81
209506,1,346,0,,0,346
209542,1,3523,0,,0,3523
209551,1,3942,14,,14,3928
209603,1,79,1,,1,78
209612,1,431,0,0,0,431
209807,1,1557,16,0,16,1541
209825,1,961,0,,0,961
209922,1,354,0,30,30,324
210146,1,662,0,3,3,659
210304,1,89,0,,0,89
210331,1,237,0,,0,237
210401,1,473,0,,0,473
210429,1,848,0,,0,848
210492,1,72,0,,0,72
210571,1,596,0,,0,596
210669,1,551,0,,0,551
210739,1,526,0,,0,526
210775,1,345,0,,0,345
211024,1,87,0,0,0,87
211088,1,600,0,,0,600
211273,1,407,0,,0,407
211291,1,950,0,,0,950
211352,1,481,0,,0,481
211431,1,217,0,,0,217
211440,1,1552,0,,0,1552
211468,1,181,0,,0,181
211477,1,92,0,0,0,92
211556,1,194,0,0,0,194
211583,1,235,8,,8,227
211608,1,181,0,,0,181
211893,1,18,0,,0,18
211981,1,451,0,,0,451
212009,1,610,0,,0,610
212054,1,2322,0,14,14,2308
212106,1,1546,0,,0,1546
212115,1,1299,0,,0,1299
212133,1,423,0,,0,423
212197,1,442,0,2,2,440
212577,1,639,0,,0,639
212601,1,626,0,,0,626
212656,1,289,0,,0,289
212674,1,696,0,,0,696
212805,1,583,0,,0,583
212832,1,223,0,,0,223
212911,1,349,0,,0,349
212984,1,328,0,,0,328
212993,1,5,0,,0,5
213011,1,216,0,0,0,216
213020,1,2322,0,,0,2322
213251,1,394,0,,0,394
213303,1,276,0,,0,276
213321,1,570,0,,0,570
213349,1,1691,0,,0,1691
213358,1,264,0,,0,264
213367,1,869,2,1,3,866
213376,1,382,0,0,0,382
213385,1,649,0,,0,649
213400,1,164,0,,0,164
213507,1,428,0,,0,428
213543,1,1249,0,,0,1249
213598,1,517,0,,0,517
213668,1,343,0,,0,343
213774,1,104,0,0,0,104
213826,1,323,0,0,0,323
213987,1,904,0,0,0,904
213996,1,685,0,,0,685
214041,1,1310,0,,0,1310
214069,1,423,0,,0,423
214148,1,70,0,,0,70
214157,1,483,0,0,0,483
214166,1,272,0,0,0,272
214175,1,593,0,,0,593
214272,1,375,0,,0,375
214582,1,47,0,0,0,47
214591,1,1155,0,,0,1155
214625,1,195,0,,0,195
214634,1,60,0,,0,60
214643,1,124,0,,0,124
214652,1,243,0,,0,243
214670,1,225,0,,0,225
214689,1,1190,0,,0,1190
214698,1,223,0,,0,223
214704,1,722,0,,0,722
214713,1,1013,0,,0,1013
214731,1,324,0,,0,324
214740,1,162,0,,0,162
214759,1,189,0,,0,189
214768,1,302,0,,0,302
214777,1,8445,0,,0,8445
214786,1,157,0,,0,157
214795,1,263,0,,0,263
214801,1,877,0,,0,877
214810,1,202,0,,0,202
214829,1,286,0,,0,286
214883,1,19,0,0,0,19
214971,1,38,0,4,4,34
215053,1,75,0,0,0,75
215062,1,2431,0,0,0,2431
215105,1,413,0,,0,413
215114,1,145,0,,0,145
215266,1,389,0,,0,389
215275,1,466,0,,0,466
215284,1,714,0,,0,714
215293,1,3951,0,,0,3951
215415,1,653,144,,144,509
215442,1,606,0,0,0,606
215637,1,363,3,,3,360
215655,1,868,0,,0,868
215691,1,139,0,0,0,139
215743,1,345,0,,0,345
215770,1,1577,0,,0,1577
215798,1,390,0,,0,390
215929,1,1002,0,,0,1002
215947,1,363,0,,0,363
216010,1,1378,0,,0,1378
216038,1,1564,0,,0,1564
216047,1,17,0,0,0,17
216278,1,637,0,,0,637
216287,1,415,0,,0,415
216311,1,38,0,,0,38
216339,1,5143,0,,0,5143
216357,1,277,0,0,0,277
216366,1,484,0,,0,484
216524,1,382,0,,0,382
216542,1,156,0,,0,156
216597,1,1677,0,0,0,1677
216667,1,429,0,,0,429
216694,1,427,0,,0,427
216764,1,2441,0,,0,2441
216807,1,370,0,,0,370
216852,1,728,0,,0,728
216931,1,659,0,,0,659
217013,1,127,0,,0,127
217040,1,9,0,,0,9
217059,1,899,0,0,0,899
217156,1,1679,0,0,0,1679
217165,1,843,0,0,0,843
217235,1,2011,10,,10,2001
217305,1,444,0,,0,444
217402,1,1056,0,,0,1056
217420,1,1147,0,,0,1147
217484,1,3355,0,0,0,3355
217493,1,456,0,,0,456
217518,1,1211,0,,0,1211
217536,1,548,0,,0,548
217606,1,51,0,,0,51
217624,1,135,0,,0,135
217633,1,668,0,,0,668
217688,1,722,0,0,0,722
217721,1,603,0,,0,603
217749,1,574,0,0,0,574
217776,1,182,0,,0,182
217819,1,2342,0,,0,2342
217864,1,734,0,,0,734
217873,1,486,0,,0,486
217882,1,3681,0,,0,3681
217891,1,84,0,,0,84
217907,1,254,0,,0,254
217925,1,80,0,,0,80
217934,1,146,0,0,0,146
217961,1,231,0,,0,231
217998,1,207,0,0,0,207
218061,1,729,0,,0,729
218070,1,748,0,,0,748
218113,1,1617,0,,0,1617
218229,1,608,0,0,0,608
218238,1,382,0,,0,382
218399,1,219,0,,0,219
218414,1,285,0,0,0,285
218441,1,466,1,,1,465
218539,1,287,0,,0,287
218645,1,616,0,,0,616
218654,1,484,0,,0,484
218663,1,5105,0,,0,5105
218724,1,2246,0,,0,2246
218733,1,614,0,,0,614
218742,1,761,0,,0,761
218821,1,416,0,,0,416
218919,1,150,0,,0,150
218964,1,1070,0,,0,1070
218973,1,440,0,,0,440
219000,1,421,0,,0,421
219046,1,544,0,,0,544
219082,1,306,0,,0,306
219091,1,178,0,,0,178
219198,1,104,0,,0,104
219204,1,12,0,,0,12
219259,1,311,0,0,0,311
219277,1,78,0,0,0,78
219295,1,138,0,,0,138
219347,1,492,0,0,0,492
219356,1,2206,0,,0,2206
219374,1,21,0,0,0,21
219383,1,270,0,,0,270
219408,1,32,0,,0,32
219471,1,1161,0,0,0,1161
219505,1,24,0,,0,24
219602,1,1649,0,,0,1649
219639,1,65,0,,0,65
219709,1,1631,0,,0,1631
219718,1,349,0,,0,349
219790,1,207,0,,0,207
219806,1,505,0,,0,505
219833,1,336,0,,0,336
219949,1,447,0,,0,447
219976,1,632,0,,0,632
220002,1,38,0,,0,38
220075,1,1868,0,,0,1868
220181,1,123,0,0,0,123
220206,1,54,0,,0,54
220215,1,324,0,,0,324
220473,1,131,0,,0,131
220516,1,177,0,,0,177
220552,1,215,0,,0,215
220598,1,397,0,,0,397
220604,1,189,0,,0,189
220613,1,884,0,0,0,884
220631,1,295,0,,0,295
220701,1,251,0,,0,251
220710,1,323,0,3,3,320
220862,1,2647,0,,0,2647
220978,1,2867,0,,0,2867
221351,1,507,0,,0,507
221519,1,513,0,,0,513
221661,1,491,0,0,0,491
221731,1,192,0,,0,192
221740,1,2066,0,0,0,2066
221759,1,4840,0,,0,4840
221768,1,933,0,,0,933
221838,1,1401,0,,0,1401
221847,1,1588,0,,0,1588
221892,1,395,0,,0,395
221953,1,324,0,0,0,324
221971,1,336,0,,0,336
221999,1,1599,0,1,1,1598
222178,1,993,0,,0,993
222831,1,1531,0,,0,1531
222877,1,21,0,0,0,21
222938,1,120,2,0,2,118
222983,1,345,0,,0,345
222992,1,2398,0,,0,2398
223117,1,1,0,,0,1
223232,1,3496,0,,0,3496
223463,1,792,8,,8,784
223506,1,286,0,0,0,286
224004,1,270,0,,0,270
224147,1,2364,0,,0,2364
224226,1,522,0,,0,522
224244,1,30,0,,0,30
224323,1,371,0,,0,371
224350,1,562,0,,0,562
224527,1,346,0,,0,346
224545,1,198,0,,0,198
224554,1,1011,0,,0,1011
224615,1,2702,0,0,0,2702
224660,1,376,0,0,0,376
224679,1,540,0,0,0,540
224776,1,203,0,0,0,203
224961,1,140,0,,0,140
225070,1,473,0,,0,473
225201,1,365,0,0,0,365
225247,1,392,0,,0,392
225308,1,774,0,,0,774
225399,1,576,0,,0,576
225414,1,227,0,,0,227
225432,1,829,0,0,0,829
225502,1,313,0,,0,313
225511,1,4263,0,,0,4263
225548,1,327,0,,0,327
225575,1,145,0,0,0,145
225627,1,776,0,0,0,776
225885,1,269,0,,0,269
226091,1,1466,0,0,0,1466
226134,1,687,0,0,0,687
226152,1,1096,0,,0,1096
226231,1,260,0,,0,260
226383,1,320,0,0,0,320
226408,1,194,0,,0,194
226471,1,746,0,,0,746
226587,1,284,0,,0,284
226806,1,449,0,,0,449
226833,1,734,0,,0,734
226879,1,15,0,0,0,15
227182,1,6391,0,0,0,6391
227216,1,4554,0,,0,4554
227304,1,567,0,,0,567
227331,1,213,0,,0,213
227368,1,3614,0,,0,3614
227429,1,121,0,,0,121
227526,1,1843,0,,0,1843
227757,1,978,0,,0,978
227845,1,863,0,,0,863
227863,1,272,0,,0,272
227881,1,2667,0,,0,2667
227924,1,676,0,,0,676
227979,1,2012,0,,0,2012
228042,1,302,0,,0,302
228149,1,586,0,,0,586
228246,1,1521,0,,0,1521
228325,1,325,0,,0,325
228343,1,381,0,0,0,381
228431,1,2342,0,,0,2342
228459,1,5573,0,,0,5573
228468,1,134,0,,0,134
228486,1,55,0,,0,55
228501,1,349,0,0,0,349
228529,1,2043,0,0,0,2043
228705,1,1200,0,,0,1200
228723,1,8955,0,,0,8955
228769,1,2893,0,,0,2893
228778,1,8570,0,,0,8570
228787,1,3137,0,,0,3137
228796,1,3004,0,,0,3004
228802,1,815,0,,0,815
228875,1,1887,0,,0,1887
228884,1,264,0,,0,264
228981,1,377,0,,0,377
229018,1,484,0,0,0,484
229027,1,4306,0,,0,4306
229063,1,1219,0,0,0,1219
229115,1,4690,0,0,0,4690
229160,1,301,0,,0,301
229179,1,1277,0,,0,1277
229267,1,662,0,,0,662
229355,1,2478,0,,0,2478
229780,1,316,0,0,0,316
229799,1,854,0,,0,854
229814,1,1304,0,,0,1304
229887,1,209,0,1,1,208
230038,1,5161,0,0,0,5161
230047,1,437,0,,0,437
230171,1,1905,0,,0,1905
230366,1,32,0,,0,32
230418,1,281,0,,0,281
230597,1,1429,0,,0,1429
230603,1,1484,0,0,0,1484
230728,1,4096,0,,0,4096
230737,1,2977,0,,0,2977
230764,1,3319,36,0,36,3283
230782,1,2182,0,0,0,2182
230807,1,430,0,0,0,430
230816,1,196,0,,0,196
230834,1,474,0,,0,474
230852,1,646,0,,0,646
230889,1,7,0,,0,7
230913,1,469,0,,0,469
230959,1,606,0,0,0,606
230995,1,797,0,,0,797
231059,1,458,0,,0,458
231095,1,27,0,0,0,27
231165,1,215,0,,0,215
231174,1,2484,0,,0,2484
231420,1,237,0,,0,237
231554,1,179,0,,0,179
231581,1,600,0,,0,600
231624,1,1504,0,,0,1504
231651,1,273,0,,0,273
231712,1,1228,0,,0,1228
231785,1,125,0,0,0,125
232025,1,284,0,,0,284
232043,1,222,0,0,0,222
232089,1,451,0,,0,451
232186,1,3175,0,,0,3175
232256,1,283,0,0,0,283
232265,1,1278,0,,0,1278
232308,1,224,0,,0,224
232423,1,4501,0,,0,4501
232557,1,3377,0,,0,3377
232566,1,900,0,,0,900
232609,1,521,0,0,0,521
232672,1,226,0,,0,226
232681,1,935,0,,0,935
232706,1,439,0,,0,439
232797,1,16,0,,0,16
232937,1,1011,0,,0,1011
232982,1,2727,0,,0,2727
233277,1,1747,0,,0,1747
233295,1,396,0,,0,396
233301,1,187,0,,0,187
233374,1,815,0,,0,815
233408,1,2,0,,0,2
233426,1,508,0,,0,508
233541,1,458,0,,0,458
233602,1,19,0,,0,19
233611,1,259,0,0,0,259
233684,1,32,1,0,1,31
233718,1,134,0,,0,134
233897,1,336,0,0,0,336
233921,1,5921,1,,1,5920
234030,1,4139,0,0,0,4139
234076,1,3682,0,,0,3682
234085,1,454,0,0,0,454
234137,1,78,0,,0,78
234155,1,1037,0,0,0,1037
234164,1,368,8,0,8,360
234173,1,368,0,,0,368
234207,1,465,0,,0,465
234669,1,446,0,,0,446
234696,1,36,0,,0,36
234711,1,318,0,,0,318
234827,1,1641,0,1,1,1640
234845,1,359,0,,0,359
234933,1,969,0,,0,969
234951,1,337,0,,0,337
234979,1,898,0,,0,898
235024,1,172,0,1,1,171
235097,1,1671,0,0,0,1671
235103,1,367,0,,0,367
235167,1,552,0,,0,552
235237,1,749,0,,0,749
235316,1,1270,0,,0,1270
235334,1,285,0,,0,285
235343,1,704,0,,0,704
235422,1,109,0,0,0,109
235431,1,442,0,,0,442
235699,1,151,0,,0,151
235750,1,205,0,,0,205
236072,1,143,0,,0,143
236133,1,197,0,,0,197
236188,1,427,0,,0,427
236230,1,677,0,0,0,677
236258,1,146,0,,0,146
236328,1,674,0,,0,674
236382,1,197,0,,0,197
236452,1,237,0,0,0,237
236504,1,164,0,,0,164
236513,1,245,0,,0,245
236577,1,685,0,,0,685
236595,1,978,0,,0,978
236638,1,530,0,,0,530
236692,1,841,0,,0,841
236708,1,1099,0,,0,1099
236753,1,902,0,,0,902
236887,1,437,0,,0,437
236896,1,387,0,,0,387
236939,1,4449,0,,0,4449
236948,1,6413,0,,0,6413
236975,1,436,0,,0,436
237011,1,2859,0,0,0,2859
237039,1,340,0,,0,340
237057,1,405,0,0,0,405
237066,1,592,0,,0,592
237109,1,345,0,,0,345
237118,1,260,0,,0,260
237136,1,41,0,,0,41
237181,1,164,0,0,0,164
237215,1,213,0,,0,213
237312,1,297,0,,0,297
237330,1,469,0,,0,469
237358,1,221,0,,0,221
237367,1,761,0,,0,761
237385,1,320,0,,0,320
237525,1,1882,0,,0,1882
237686,1,323,0,,0,323
237701,1,610,0,,0,610
237783,1,227,12,,12,215
237792,1,559,0,,0,559
237899,1,398,0,,0,398
237932,1,436,0,0,0,436
237950,1,299,0,,0,299
237969,1,387,0,,0,387
238032,1,5108,0,,0,5108
238078,1,223,0,,0,223
238193,1,163,0,,0,163
238263,1,835,0,,0,835
238324,1,37,0,,0,37
238333,1,382,0,,0,382
238430,1,165,0,0,0,165
238458,1,667,0,0,0,667
238476,1,722,0,,0,722
238616,1,482,0,0,0,482
238661,1,261,0,,0,261
238980,1,192,0,,0,192
239017,1,374,0,0,0,374
239071,1,193,0,,0,193
239080,1,267,0,,0,267
239105,1,2002,0,,0,2002
239309,1,173,0,9,9,164
239318,1,550,0,0,0,550
239390,1,118,0,,0,118
239512,1,179,0,,0,179
239628,1,213,0,,0,213
239716,1,583,0,,0,583
240107,1,311,0,,0,311
240189,1,2199,0,,0,2199
240268,1,2304,0,,0,2304
240277,1,845,0,,0,845
240329,1,2089,0,,0,2089
240338,1,228,0,,0,228
240365,1,1487,0,,0,1487
240374,1,634,0,,0,634
240392,1,73,0,,0,73
240417,1,1562,0,,0,1562
240426,1,371,0,,0,371
240444,1,6414,0,,0,6414
240453,1,3079,0,,0,3079
240462,1,1549,0,,0,1549
240471,1,1112,0,,0,1112
240480,1,1571,0,,0,1571
240514,1,229,0,,0,229
240620,1,441,0,,0,441
240657,1,410,0,,0,410
240693,1,456,0,0,0,456
240727,1,1534,0,,0,1534
240736,1,292,0,,0,292
240745,1,304,0,0,0,304
240754,1,432,0,,0,432
240790,1,274,0,,0,274
241100,1,98,0,,0,98
241128,1,96,0,,0,96
241191,1,154,0,,0,154
241216,1,258,0,,0,258
241225,1,175,0,,0,175
241304,1,336,0,,0,336
241331,1,51,0,0,0,51
241377,1,146,0,,0,146
241386,1,21,0,,0,21
