UNITID,TUITION1,FEE1,HRCHG1,TUITION2,FEE2,HRCHG2,TUITION3,FEE3,HRCHG3,TUITION5,FEE5,HRCHG5,TUITION6,FEE6,HRCHG6,TUITION7,FEE7,HRCHG7,ISPROF1,ISPFEE1,OSPROF1,OSPFEE1,ISPROF2,ISPFEE2,OSPROF2,OSPFEE2,ISPROF3,ISPFEE3,OSPROF3,OSPFEE3,ISPROF4,ISPFEE4,OSPROF4,OSPFEE4,ISPROF5,ISPFEE5,OSPROF5,OSPFEE5,ISPROF6,ISPFEE6,OSPROF6,OSPFEE6,ISPROF7,ISPFEE7,OSPROF7,OSPFEE7,ISPROF8,ISPFEE8,OSPROF8,OSPFEE8,ISPROF9,ISPFEE9,OSPROF9,OSPFEE9,CHG1AT0,CHG1AF0,CHG1AY0,CHG1AT1,CHG1AF1,CHG1AY1,CHG1AT2,CHG1AF2,CHG1AY2,CHG1AT3,CHG1AF3,CHG1AY3,CHG1TGTD,CHG1FGTD,CHG2AT0,CHG2AF0,CHG2AY0,CHG2AT1,CHG2AF1,CHG2AY1,CHG2AT2,CHG2AF2,CHG2AY2,CHG2AT3,CHG2AF3,CHG2AY3,CHG2TGTD,CHG2FGTD,CHG3AT0,CHG3AF0,CHG3AY0,CHG3AT1,CHG3AF1,CHG3AY1,CHG3AT2,CHG3AF2,CHG3AY2,CHG3AT3,CHG3AF3,CHG3AY3,CHG3TGTD,CHG3FGTD,CHG4AY0,CHG4AY1,CHG4AY2,CHG4AY3,CHG5AY0,CHG5AY1,CHG5AY2,CHG5AY3,CHG6AY0,CHG6AY1,CHG6AY2,CHG6AY3,CHG7AY0,CHG7AY1,CHG7AY2,CHG7AY3,CHG8AY0,CHG8AY1,CHG8AY2,CHG8AY3,CHG9AY0,CHG9AY1,CHG9AY2,CHG9AY3
102094,8616,500,359,8616,500,359,17232,500,718,8424,200,468,8424,200,468,16848,200,936,,,,,,,,,33211,663,66422,663,,,,,,,,,,,,,,,,,,,,,,,,,7896,500,8396,7896,500,8396,8256,500,8756,8616,500,9116,,,7896,500,8396,7896,500,8396,8256,500,8756,8616,500,9116,,,15792,500,16292,15792,500,16292,16512,500,17012,17232,500,17732,,,1300,1200,1300,1300,9178,9020,9866,8510,4916,5370,4762,4779,9178,9020,9866,10010,4916,5370,4762,4779,4916,5370,4762,4779
102234,21732,0,756,21732,0,756,21732,0,756,7329,0,407,7329,0,407,7329,0,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38190,2458,40648,39336,2532,41868,21100,0,21100,21732,0,21732,,,38190,2458,40648,39336,2532,41868,21100,0,21100,21732,0,21732,,,38190,2458,40648,39336,2532,41868,21100,0,21100,21732,0,21732,,,1500,1750,1750,1750,13652,14062,11440,11784,3262,2863,2714,3606,16474,17552,15888,14638,3992,3496,2788,3720,3992,3496,3162,4020
102270,9548,1844,398,9548,1844,398,9548,1844,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9548,1744,11292,9548,1744,11292,9548,1844,11392,9548,1844,11392,,,9548,1744,11292,9548,1744,11292,9548,1844,11392,9548,1844,11392,,,9548,1744,11292,9548,1744,11292,9548,1844,11392,9548,1844,11392,,,2034,1000,1000,2034,10194,10054,10420,10054,4572,3300,3300,4572,10194,10054,10420,10054,4572,3300,3300,4572,4572,3300,3300,4572
102298,12130,1756,505,12130,1756,505,12130,1756,505,16000,650,650,16000,650,650,16000,650,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12130,1716,13846,12130,1736,13866,12130,1736,13866,12130,1736,13866,,,12130,1716,13846,12130,1736,13866,12130,1736,13866,12130,1736,13866,,,12130,1716,13846,12130,1736,13866,12130,1736,13866,12130,1736,13866,,,1570,1200,1200,1200,6704,6704,6704,8934,2100,2100,2100,3700,3200,3200,3200,3200,2100,2100,2100,3700,2100,2100,2100,3700
102313,3750,1080,125,3750,1080,125,7500,1080,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3930,780,4710,3990,780,4770,3690,1080,4770,3750,1080,4830,,,3930,780,4710,3990,780,4770,3690,1080,4770,3750,1080,4830,,,7860,780,8640,7980,780,8760,7380,1080,8460,7500,1080,8580,,,1800,2000,2000,2000,,,,,,,,,4950,4950,4950,4950,4000,4000,4000,4000,4000,4000,4000,4000
102368,9312,0,388,9312,0,388,18624,0,776,8550,0,475,8550,0,475,17100,0,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800,1108,8908,7800,1108,8908,9312,0,9312,9312,0,9312,,,7800,1108,8908,7800,1108,8908,9312,0,9312,9312,0,9312,,,15600,1108,16708,15600,1108,16708,18624,0,18624,18624,0,18624,,,1300,1300,1300,1300,6804,6904,7599,7599,4766,4766,4766,4766,7586,7586,10342,10342,6766,6766,4766,4766,6766,6766,4766,4766
102377,19594,3020,833,19594,3020,833,19594,3020,833,20378,3020,1367,20378,3020,1367,20378,3020,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41170,3020,41170,3020,,,,,19594,3020,22614,19594,3020,22614,19594,3020,22614,19594,3020,22614,,,19594,3020,22614,19594,3020,22614,19594,3020,22614,19594,3020,22614,,,19594,3020,22614,19594,3020,22614,19594,3020,22614,19594,3020,22614,,,1812,1812,1812,1812,9844,9844,9844,9844,6480,7654,7654,7654,10055,10055,10055,10055,6480,7654,7654,7654,3681,4855,4855,4855
102395,17424,0,484,17424,0,484,17424,0,484,19440,0,720,19440,0,720,19440,0,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16418,0,16418,16418,0,16418,16418,0,16418,16418,0,16418,,,16418,0,16418,16418,0,16418,16418,0,16418,16418,0,16418,,,16418,0,16418,16418,0,16418,16418,0,16418,16418,0,16418,,,1006,1006,1006,1006,,,,,,,,,18060,18060,18060,18060,3000,3000,3000,3000,3000,3000,3000,3000
102429,4000,1278,125,4000,1278,125,8000,1278,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4192,958,5150,4256,958,5214,3936,1278,5214,4000,1278,5278,,,4192,958,5150,4256,958,5214,3936,1278,5214,4000,1278,5278,,,8384,958,9342,8512,958,9470,7872,1278,9150,8000,1278,9278,,,1400,1400,1400,1400,4576,4576,4576,4576,5616,5616,5616,5616,7650,7650,7650,7650,5788,6488,6488,6488,5788,6488,6488,6488
102553,6192,1316,258,6192,1316,258,19776,1859,824,9234,1171,513,9234,1171,513,19422,1579,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6804,1299,8103,7224,1398,8622,7224,1398,8622,6192,1316,7508,,,6804,1299,8103,7224,1398,8622,7224,1398,8622,6192,1316,7508,,,26152,1932,28084,23072,2156,25228,23072,2156,25228,19776,1859,21635,,,1440,1320,1320,600,11878,12662,12662,12662,5292,7000,8276,8022,9922,9868,9868,11756,6002,8486,9763,9922,6002,8486,9763,9922
102580,10200,700,425,10200,700,425,10200,700,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,700,9700,9000,700,9700,10200,700,10900,10200,700,10900,,,9000,700,9700,9000,700,9700,10200,700,10900,10200,700,10900,,,9000,700,9700,9000,700,9700,10200,700,10900,10200,700,10900,,,400,400,400,400,5800,6000,6000,7000,4178,3371,3556,3801,9173,10144,10168,12320,5977,4930,4846,5253,4178,4930,4846,5253
102614,7659,1953,275,7659,1953,275,23450,2623,841,11535,1733,539,11535,1733,539,23647,2226,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5352,1728,7080,5616,1560,7176,5616,1632,7248,6240,1656,7896,,,5352,1728,7080,5616,1560,7176,5616,1632,7248,6240,1656,7896,,,18936,2280,21216,19200,2112,21312,19200,2184,21384,19824,2208,22032,,,2000,2000,2000,2000,10440,10540,10540,10650,2650,2650,2650,2650,12050,12050,12050,12050,4250,4250,4250,4250,4250,4250,4250,4250
102632,7147,1579,258,7147,1579,258,22825,2216,824,11183,1482,513,11183,1482,513,23522,1962,1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5352,1344,6696,5616,1344,6960,5616,1344,6960,5616,1344,6960,,,5352,1344,6696,5616,1344,6960,5616,1344,6960,5616,1344,6960,,,18936,1896,20832,19200,1896,21096,19200,1896,21096,19200,1896,21096,,,1400,1400,1400,1400,9200,9800,9800,9830,2448,2448,2448,2448,10872,10872,10872,10872,3716,3716,3716,3716,3716,3716,3716,3716
102669,20350,410,848,20350,410,848,20350,410,848,11700,410,650,11700,410,650,11700,410,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20350,410,20760,20350,410,20760,20350,410,20760,20350,410,20760,,,20350,410,20760,20350,410,20760,20350,410,20760,20350,410,20760,,,20350,410,20760,20350,410,20760,20350,410,20760,20350,410,20760,,,1200,1200,1200,1200,8330,8300,8300,8300,4410,4410,4410,4410,17200,17500,17500,17500,4410,4410,4410,4410,4350,4410,4410,4410
102845,16784,0,,16784,0,,16784,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18161,0,18161,18711,0,18711,17289,0,17289,17116,0,17116,,,18161,0,18161,18711,0,18711,17289,0,17289,17116,0,17116,,,18161,0,18161,18711,0,18711,17289,0,17289,17116,0,17116,,,,,,,,,,,,,,,7187,7223,7295,7346,8104,8145,8226,8284,8104,8145,8226,8284
104151,10978,640,784,10978,640,784,29952,640,1248,12014,900,858,12014,900,858,24498,900,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27464,900,47670,900,10710,628,11338,10710,628,11338,10710,638,11348,10978,640,11618,,,10710,628,11338,10710,628,11338,10710,638,11348,10978,640,11618,,,28800,628,29428,28800,628,29428,28800,638,29438,29952,640,30592,,,1171,1300,1300,1320,13164,13510,13696,14718,3430,3430,3430,3471,9684,9684,9974,10230,4412,4412,4412,4791,4412,4412,4412,4461
104160,2760,0,92,2760,0,92,9570,0,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580,200,2780,2640,200,2840,2700,200,2900,2760,200,2960,,,2580,200,2780,2640,200,2840,2700,200,2900,2760,200,2960,,,9570,200,9770,9630,200,9830,11250,200,11450,9570,200,9770,,,2000,2000,2000,2000,6678,6810,7702,7968,5981,5981,5981,5981,5580,5580,5580,5580,8471,8471,8471,8471,8471,8471,8471,8471
104179,11210,1727,801,11210,1727,801,35628,1727,1485,12348,1667,882,12348,1667,882,32290,1667,1794,,,,,,,,,36075,1667,55269,1667,,,,,,,,,26548,1667,46490,1667,,,,,31518,1667,49028,1667,24500,1667,29000,1667,11299,1412,12711,11299,1437,12736,11299,1437,12736,11525,1750,13275,0,0,11299,1412,12711,11299,1437,12736,11299,1437,12736,11525,1750,13275,0,0,35326,1412,36738,35821,1437,37258,35821,1437,37258,37827,1750,39577,0,0,800,900,900,900,13050,13450,13450,13650,3500,3600,3600,3800,10350,10900,10900,11100,5800,5600,5600,5850,3500,3600,3600,3800
104346,1500,0,50,1500,0,50,3000,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580,0,2580,2580,0,2580,2580,0,2580,1500,0,1500,,,2580,0,2580,2580,0,2580,2580,0,2580,1500,0,1500,,,5160,0,5160,5160,0,5160,5160,0,5160,3000,0,3000,,,1600,1600,1600,1600,7764,7300,7300,7300,2800,2815,2800,2815,7764,7300,7000,7300,2800,2815,2800,2815,2800,2815,2800,2815
104425,2184,0,91,2184,0,91,6000,0,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112,0,2112,2184,0,2184,2184,0,2184,2184,0,2184,,,2112,0,2112,2184,0,2184,2184,0,2184,2184,0,2184,,,6240,0,6240,6240,0,6240,6240,0,6240,6000,0,6000,,,1800,1800,1800,1800,7362,7272,7362,7462,2791,2791,2791,2791,11082,11082,12072,12072,3426,3426,3426,3426,3426,3426,3426,3426
104577,2232,0,93,2232,0,93,9192,0,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,0,2700,2700,0,2700,2160,0,2160,2232,0,2232,,,2700,0,2700,2700,0,2700,2160,0,2160,2232,0,2232,,,9120,0,9120,9120,0,9120,9120,0,9120,9192,0,9192,,,992,992,1006,900,7835,7835,9100,7950,3646,3708,3760,3836,7835,11212,11368,14594,5346,6376,6466,6530,3646,4824,4892,5010
104586,38976,1488,1624,38976,1488,1624,38976,1488,1624,19488,1488,1624,19488,1488,1624,19488,1488,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35424,1284,36708,36456,1358,37814,37512,1454,38966,38976,1488,40464,,,35424,1284,36708,36456,1358,37814,37512,1454,38966,38976,1488,40464,,,35424,1284,36708,36456,1358,37814,37512,1454,38966,38976,1488,40464,,,1400,1400,1400,1400,11718,12174,12736,13160,4710,4822,4934,5134,11718,12174,12736,13160,4710,4822,4934,5134,4710,4822,4934,5134
104665,,,,,,,,,,28500,2000,,28500,2000,,28500,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104708,2040,30,85,2040,30,85,7824,30,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,7824,30,7854,7824,30,7854,7824,30,7854,7824,30,7854,,,1464,1472,1464,1464,,,,,,,,,8964,9216,8496,10872,8280,8532,10476,11241,8280,8532,10476,11241
104717,16407,798,461,16407,798,461,16407,798,461,10655,983,598,10655,983,598,10655,983,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500,1300,17800,16500,1300,17800,16500,1300,17800,16500,1300,17800,,,16500,1300,17800,16500,1300,17800,16500,1300,17800,16500,1300,17800,,,16500,1300,17800,16500,1300,17800,16500,1300,17800,16500,1300,17800,,,800,800,800,800,7800,7800,7800,7800,5700,5700,5700,5700,7800,7800,7800,7800,5700,5700,5700,5700,5700,5700,5700,5700
105145,2040,30,85,2040,30,85,7824,30,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,7824,30,7854,7824,30,7854,7824,30,7854,7824,30,7854,,,1464,1472,1464,1464,,,,,,,,,8964,9216,8496,10872,8280,8532,10476,11241,8280,8532,10476,10872
105154,2040,30,85,2040,30,85,7824,30,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,2040,30,2070,2040,30,2070,2040,30,2070,2040,30,2070,,,7824,30,7854,7824,30,7854,7824,30,7854,7824,30,7854,,,1464,1472,1464,1464,,,,,,,,,8964,9216,8496,10872,8280,8532,10476,11241,8280,8532,10476,10872
105206,1944,192,81,1944,192,81,6804,192,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944,168,2112,1944,168,2112,1944,192,2136,1944,192,2136,,,1944,168,2112,1944,168,2112,1944,192,2136,1944,192,2136,,,6804,168,6972,6804,168,6972,6816,192,7008,6816,192,7008,,,810,720,720,720,,,,,,,,,8000,7940,7960,7719,4480,3720,3760,3627,4480,3720,3760,3627
