UNITID,TUITION1,FEE1,HRCHG1,TUITION2,FEE2,HRCHG2,TUITION3,FEE3,HRCHG3,TUITION5,FEE5,HRCHG5,TUITION6,FEE6,HRCHG6,TUITION7,FEE7,HRCHG7,ISPROF1,ISPFEE1,OSPROF1,OSPFEE1,ISPROF2,ISPFEE2,OSPROF2,OSPFEE2,ISPROF3,ISPFEE3,OSPROF3,OSPFEE3,ISPROF4,ISPFEE4,OSPROF4,OSPFEE4,ISPROF5,ISPFEE5,OSPROF5,OSPFEE5,ISPROF6,ISPFEE6,OSPROF6,OSPFEE6,ISPROF7,ISPFEE7,OSPROF7,OSPFEE7,ISPROF8,ISPFEE8,OSPROF8,OSPFEE8,ISPROF9,ISPFEE9,OSPROF9,OSPFEE9,CHG1AT0,CHG1AF0,CHG1AY0,CHG1AT1,CHG1AF1,CHG1AY1,CHG1AT2,CHG1AF2,CHG1AY2,CHG1AT3,CHG1AF3,CHG1AY3,CHG1TGTD,CHG1FGTD,CHG2AT0,CHG2AF0,CHG2AY0,CHG2AT1,CHG2AF1,CHG2AY1,CHG2AT2,CHG2AF2,CHG2AY2,CHG2AT3,CHG2AF3,CHG2AY3,CHG2TGTD,CHG2FGTD,CHG3AT0,CHG3AF0,CHG3AY0,CHG3AT1,CHG3AF1,CHG3AY1,CHG3AT2,CHG3AF2,CHG3AY2,CHG3AT3,CHG3AF3,CHG3AY3,CHG3TGTD,CHG3FGTD,CHG4AY0,CHG4AY1,CHG4AY2,CHG4AY3,CHG5AY0,CHG5AY1,CHG5AY2,CHG5AY3,CHG6AY0,CHG6AY1,CHG6AY2,CHG6AY3,CHG7AY0,CHG7AY1,CHG7AY2,CHG7AY3,CHG8AY0,CHG8AY1,CHG8AY2,CHG8AY3,CHG9AY0,CHG9AY1,CHG9AY2,CHG9AY3
121363,1380,29,46,1380,29,46,9510,29,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,34,1414,1380,29,1409,1380,29,1409,1380,29,1409,,,1380,34,1414,1380,29,1409,1380,29,1409,1380,29,1409,,,8250,34,8284,9870,29,9899,9330,29,9359,9510,29,9539,,,1971,1080,1125,1125,,,,,,,,,14189,16580,17253,17253,4690,4642,4761,4761,4690,4163,4275,4275
121619,1104,76,46,1104,76,46,8712,76,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,56,1160,1104,56,1160,1104,76,1180,1104,76,1180,,,1104,56,1160,1104,56,1160,1104,76,1180,1104,76,1180,,,8304,56,8360,8904,56,8960,8712,76,8788,8712,76,8788,,,1972,1970,1126,1152,,,,,,,,,15084,16580,19302,19302,5200,5076,4762,4860,4698,4516,4276,4510
121628,,,,,,,,,,15157,0,,15157,0,,15157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121691,55328,350,1729,55328,350,1729,55328,350,1729,24060,172,1203,24060,172,1203,24060,172,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50630,350,50980,52150,350,52500,53716,350,54066,55328,350,55678,,,50630,350,50980,52150,350,52500,53716,350,54066,55328,350,55678,,,50630,350,50980,52150,350,52500,53716,350,54066,55328,350,55678,,,1970,1080,1125,1700,14670,15110,15562,15758,3718,2934,2979,2720,14670,15110,15562,15758,3718,2934,2979,2720,4698,4164,4275,3888
121707,1104,43,46,1104,43,46,8088,43,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,80,1223,1104,86,1190,1104,86,1190,1104,43,1147,,,1143,80,1223,1104,86,1190,1104,86,1190,1104,43,1147,,,6783,80,6863,8088,86,8174,8496,86,8582,8496,43,8539,,,1854,1854,1854,1854,8085,7959,7959,7959,2538,2538,2538,2538,11970,11970,11970,11970,3454,3454,3454,3454,3256,3256,3256,3256
121886,1316,72,46,1316,72,46,9812,72,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,72,1360,1288,72,1360,1316,72,1388,1316,72,1388,,,1288,72,1360,1288,72,1360,1316,72,1388,1316,72,1388,,,8064,72,8136,8708,72,8780,9812,72,9884,9812,72,9884,,,1971,1080,1125,1152,,,,,,,,,15084,16580,17253,17782,5274,4642,3843,4860,3564,4163,3276,4374
121901,1380,40,46,1380,40,46,9960,40,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,40,1420,1380,40,1420,1380,40,1420,1380,40,1420,,,1380,40,1420,1380,40,1420,1380,40,1420,1380,40,1420,,,9330,40,9370,9330,40,9370,10080,40,10120,9960,40,10000,,,1972,1080,1126,1440,,,,,,,,,17946,19216,20016,19674,5274,4164,3844,3924,4698,4642,4276,4374
122117,8016,398,167,8016,398,167,8016,398,167,8016,398,167,8016,398,167,8016,398,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122180,0,1288,46,0,1288,46,9480,1288,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1104,1104,0,1288,1288,0,1288,1288,0,1288,1288,,,0,1104,1104,0,1288,1288,0,1288,1288,0,1288,1288,,,7824,1104,8928,8472,1288,9760,8880,1288,10168,9480,1288,10768,,,1854,1972,1124,1152,,,,,,,,,13293,16580,17254,17764,4239,5062,4842,4950,4509,4504,4274,4374
122205,1288,46,46,1288,46,46,9768,46,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,42,1330,1288,42,1330,1288,44,1332,1104,46,1150,,,1288,42,1330,1288,42,1330,1288,44,1332,1104,46,1150,,,9548,42,9590,9352,42,9394,10248,44,10292,9768,46,9814,,,1972,1080,1124,938,,,,,,,,,15084,16676,17254,20452,5276,4642,4844,4860,5276,4642,4844,4374
122296,47931,2240,1162,47931,2240,1162,47931,2240,1162,56837,528,1569,56837,528,1569,56837,528,1569,,,,,,,,,,,,,,,,,,,,,,,,,48041,3065,48041,3065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122339,1104,40,46,1104,40,46,7440,40,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,40,1144,1104,40,1144,1104,40,1144,1104,40,1144,,,1104,40,1144,1104,40,1144,1104,40,1144,1104,40,1144,,,6960,1144,8104,7368,1144,8512,8472,40,8512,7440,0,7440,,,1970,1970,1126,1152,,,,,,,,,15084,15804,17254,17789,4239,4239,4762,3924,4698,4374,4276,3348
122375,1104,40,46,1104,40,46,7400,40,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,40,1144,1104,40,1144,1104,40,1144,1104,40,1144,,,1104,40,1144,1104,40,1144,1104,40,1144,1104,40,1144,,,7102,1442,8544,7386,1144,8530,8472,40,8512,7400,40,7440,,,1970,1126,1126,1152,,,,,,,,,15084,16580,17254,17786,4239,4082,4762,3924,4698,4162,4276,3348
122384,1104,40,46,1104,40,46,7400,40,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,40,1144,1104,40,1144,1104,40,1144,1104,40,1144,,,1104,40,1144,1104,40,1144,1104,40,1144,1104,40,1144,,,6786,1142,7928,7368,1142,8510,8472,40,8512,7400,40,7440,,,1970,1970,1126,1152,,,,,,,,,15084,16580,17254,17786,3996,4082,4762,3924,4698,4162,4276,3348
122409,5742,2432,,5742,2432,,17622,2432,396,7176,2432,,7176,2432,,16680,2432,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5742,1768,7510,5742,1978,7720,5742,2394,8136,5742,2432,8174,,,5742,1768,7510,5742,1978,7720,5742,2394,8136,5742,2432,8174,,,17622,1768,19390,17622,1978,19600,17622,2394,20016,17622,2432,20054,,,1969,1079,1091,1146,17752,18531,19330,19714,3291,2910,2927,3076,13533,13860,15375,16144,3742,3515,3654,3838,3343,3986,3959,4158
122436,53810,744,1856,53810,744,1856,53810,744,1856,28404,474,1578,28404,474,1578,28404,474,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60380,481,60380,481,50450,736,51186,52120,744,52864,52120,744,52864,53810,744,54554,,,50450,736,51186,52120,744,52864,52120,744,52864,53810,744,54554,,,50450,736,51186,52120,744,52864,52120,744,52864,53810,744,54554,,,1970,1080,1104,1152,14126,15156,16246,17010,3717,2933,2979,3051,15084,16580,17253,17784,5274,4642,4761,4860,4698,4163,4275,4374
122506,51300,1500,,51300,1500,,51300,1500,,49300,1500,2250,49300,1500,2250,49300,1500,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46350,1210,47560,47800,1250,49050,49300,1500,50800,51300,1500,52800,,,46350,1210,47560,47800,1250,49050,49300,1500,50800,51300,1500,52800,,,46350,1210,47560,47800,1250,49050,49300,1500,50800,51300,1500,52800,,,975,975,1020,1000,18100,18400,19700,19900,2500,2140,5200,5400,18100,17200,17200,17200,2500,2140,6100,6100,2500,2140,2140,2140
122597,5742,1782,,5742,1782,,17622,1782,396,7176,1782,,7176,1782,,16680,1782,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5742,1524,7266,5742,1264,7006,5742,1562,7304,5742,1782,7524,,,5742,1524,7266,5742,1264,7006,5742,1562,7304,5742,1782,7524,,,17622,1524,19146,17622,1264,18886,17622,1562,19184,17622,1782,19404,,,2002,1038,1076,1099,15151,15949,15950,17955,2568,3152,3133,2547,16189,17921,18270,18999,3291,4250,4025,4203,2838,3853,3784,3960
122612,54980,552,1960,54980,552,1960,54980,552,1960,27990,70,1555,27990,70,1555,27990,70,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52580,80,52580,80,49740,542,50282,51930,552,52482,52920,552,53472,54980,552,55532,,,49740,542,50282,51930,552,52482,52920,552,53472,54980,552,55532,,,49740,542,50282,51930,552,52482,52920,552,53472,54980,552,55532,,,1600,1600,1130,1152,15410,15990,16140,16550,3800,3800,4490,4620,15410,15990,16140,16550,3800,3800,4490,4620,3300,3300,4250,4350
122649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21450,745,21450,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122658,1288,0,46,1288,0,46,9072,0,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,0,1288,1288,0,1288,1288,0,1288,1288,0,1288,,,1288,0,1288,1288,0,1288,1288,0,1288,1288,0,1288,,,8708,0,8708,9072,0,9072,9072,0,9072,9072,0,9072,,,1971,1080,1125,1152,,,,,,,,,15084,16580,17253,17784,5274,4642,4761,4860,4698,4163,4275,4374
122728,36000,1150,1520,36000,1150,1520,36000,1150,1520,14196,609,622,14196,609,622,14196,609,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34200,750,34950,36000,1000,37000,36000,1000,37000,36000,1150,37150,,,34200,750,34950,36000,1000,37000,36000,1000,37000,36000,1150,37150,,,34200,750,34950,36000,1000,37000,36000,1000,37000,36000,1150,37150,,,1971,1080,1125,1152,11700,12160,12368,13249,3765,2933,2979,3051,15084,16580,17253,17784,5322,4642,4761,4860,4746,4163,4275,4374
122746,1288,78,46,1288,78,46,9408,78,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,74,1362,1288,74,1362,1288,78,1366,1288,78,1366,,,1288,74,1362,1288,74,1362,1288,78,1366,1288,78,1366,,,9044,74,9118,9044,74,9118,9408,78,9486,9408,78,9486,,,2771,2771,2725,2725,,,,,,,,,15084,15084,18126,18126,5508,5508,5355,5355,11562,11562,13869,13869
122755,5742,2157,,5742,2157,,17622,2157,396,7176,2157,,7176,2157,,16680,2157,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5742,2110,7852,5742,2110,7852,5742,2110,7852,5742,2157,7899,,,5742,2110,7852,5742,2110,7852,5742,2110,7852,5742,2157,7899,,,17622,2110,19732,17622,2110,19732,17622,2110,19732,17622,2157,19779,,,2058,1035,1087,1110,16946,16986,17360,18568,3209,3152,3133,3273,16189,16699,18521,19266,3283,3893,3975,4151,3325,3763,3775,3944
122791,1288,88,46,1288,88,46,9464,88,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362,72,1434,1362,72,1434,1288,86,1374,1288,88,1376,,,1362,72,1434,1362,72,1434,1288,74,1362,1288,88,1376,,,7644,1360,9004,9006,1364,10370,9940,1364,11304,9408,88,9496,,,1971,1971,1971,1971,,,,,,,,,19609,19609,20858,20858,5274,5274,5274,5274,4698,4698,7492,4698
122889,1104,130,46,1104,130,46,8760,562,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,86,1374,1288,120,1408,1104,128,1232,1104,130,1234,,,1288,86,1374,1288,120,1408,1104,128,1232,1104,130,1234,,,8240,86,8326,9268,120,9388,8472,440,8912,8760,562,9322,,,1680,1025,1125,1152,,,,,,,,,11950,17289,17253,17784,3000,4363,4761,4860,3000,4363,4275,4374
122931,56880,654,1580,56880,654,1580,56880,654,1580,24798,0,1234,24798,0,1234,24798,0,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60480,0,60480,0,52998,636,53634,52998,0,52998,55224,636,55860,56880,654,57534,,,52998,636,53634,52998,0,52998,55224,636,55860,56880,654,57534,,,52998,636,53634,52998,0,52998,55224,636,55860,56880,654,57534,,,1971,1080,1125,1152,15507,15972,16533,17112,3717,2934,2979,3051,15084,16581,17253,17784,5274,4641,4761,4860,4698,4164,4275,4374
122977,1104,46,46,1104,46,46,9048,46,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,40,1144,1104,44,1148,1104,42,1146,1104,46,1150,,,1104,40,1144,1104,44,1148,1104,42,1146,1104,46,1150,,,8800,40,8840,9000,44,9044,9048,42,9090,9048,46,9094,,,1746,1746,1746,1746,,,,,,,,,11556,11556,11556,11556,4262,4262,4262,4262,4262,4262,4262,4262
123013,1242,76,46,1242,76,46,9234,76,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282,42,1324,1282,42,1324,1286,42,1328,1242,76,1318,,,1282,42,1324,1282,42,1324,1286,42,1328,1242,76,1318,,,8128,42,8170,8128,42,8170,8128,42,8170,9234,76,9310,,,1972,1972,1972,1214,,,,,,,,,15084,16580,18594,18726,5274,5274,5960,5118,4698,4698,5536,4606
123095,,,,,,,,,,20856,4350,1315,20856,4350,1315,20856,4350,1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123165,60494,218,1891,60494,218,1891,60494,218,1891,48598,0,1713,48598,0,1713,48598,0,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56970,218,57188,56970,218,57188,58224,218,58442,60494,218,60712,,,56970,218,57188,56970,218,57188,58224,218,58442,60494,218,60712,,,56970,218,57188,56970,218,57188,58224,218,58442,60494,218,60712,,,800,800,800,800,17600,18286,18998,19818,2000,1500,1500,2000,,,,,,,,,,,,
123217,1288,106,46,1288,106,46,8232,106,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,102,1390,1288,106,1394,1288,106,1394,1288,106,1394,,,1288,102,1390,1288,106,1394,1288,106,1394,1288,106,1394,,,7728,102,7830,8232,106,8338,8232,106,8338,8232,106,8338,,,1917,1917,1200,1100,,,,,,,,,13779,13779,16939,17596,4200,4200,5000,5100,4200,4200,4400,4500
123280,13600,860,425,13600,860,425,13600,860,425,7650,860,425,7650,860,425,7650,860,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,960,12960,12000,960,12960,11625,960,12585,13600,860,14460,,,12000,960,12960,12000,960,12960,11625,960,12585,13600,860,14460,,,12000,960,12960,12000,960,12960,11625,960,12585,13600,860,14460,,,600,900,900,900,3150,4350,3488,4500,4700,6700,6700,6700,10320,11200,11200,11200,6724,7900,6700,7900,4700,4200,6700,4200
123299,1104,87,46,1104,87,46,8184,87,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,82,1186,1104,83,1187,1104,85,1189,1104,87,1191,,,1104,82,1186,1104,83,1187,1104,85,1189,1104,87,1191,,,6720,82,6802,7824,83,7907,7824,85,7909,8184,87,8271,,,1970,1480,1152,1152,5290,5125,5370,5370,3378,3689,3843,3924,13166,15700,21412,21412,4510,4163,3924,3924,4510,4163,3843,3348
123341,1104,52,46,1104,52,46,8496,52,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,40,1144,1104,52,1156,1104,52,1156,1104,52,1156,,,1104,40,1144,1104,52,1156,1104,52,1156,1104,52,1156,,,6168,46,6214,7416,52,7468,7848,52,7900,8496,52,8548,,,2224,2224,1792,1792,7400,7400,7600,7800,3096,3096,3096,3096,13769,13769,13769,20302,3096,3096,3096,3096,3096,3096,3096,3096
123448,,,,,,,,,,13500,150,750,13500,150,750,13500,150,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31650,975,31650,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123457,35980,1500,1505,35980,1500,1505,35980,1500,1505,11160,150,620,11160,150,620,11160,150,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31180,730,31910,32700,930,33630,34400,1500,35900,35980,1500,37480,,,31180,730,31910,32700,930,33630,34400,1500,35900,35980,1500,37480,,,31180,730,31910,32700,930,33630,34400,1500,35900,35980,1500,37480,,,1760,1818,1125,1200,9380,10452,11900,11900,3100,3600,2637,3000,13000,7560,17253,17784,3990,5000,3843,3924,5200,2000,3276,3348
123484,1380,64,46,1380,64,46,9780,64,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,52,1156,1380,64,1444,1380,64,1444,1380,64,1444,,,1104,52,1156,1380,64,1444,1380,64,1444,1380,64,1444,,,7296,52,7348,9480,64,9544,9480,64,9544,9780,64,9844,,,1971,1080,1080,1080,8600,8600,9010,9179,3258,2933,2979,2564,12879,11164,11682,14184,5247,4642,4761,4140,4815,4136,4275,3672
123509,1288,74,46,1288,74,46,9434,74,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,74,1362,1288,76,1364,1288,86,1374,1288,74,1362,,,1288,74,1362,1288,74,1362,1288,74,1362,1288,74,1362,,,8932,74,9006,8932,76,9008,9940,86,10026,9434,74,9508,,,1971,1971,1971,1971,,,,,,,,,19609,19609,20858,20858,5274,5274,5274,5274,4698,4698,5500,4698
123527,700,44,276,700,44,276,4980,77,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1238,1238,0,1328,1328,0,1338,1338,700,44,744,,,0,1238,1238,0,1328,1328,0,1388,1388,700,44,744,,,0,5500,5500,0,6500,6500,0,8077,8077,4980,77,5057,,,2080,2080,1125,2850,,,,,,,,,7350,7350,8800,20000,5400,5400,6012,7000,8120,8120,6512,7000
123554,53372,200,1906,53372,200,1906,53372,200,1906,32335,0,1115,32335,0,1115,32335,0,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48988,200,49188,50460,200,50660,51568,200,51768,53732,200,53932,,,48988,200,49188,50460,200,50660,51568,200,51768,53732,200,53932,,,48988,200,49188,50460,200,50660,51568,200,51768,53732,200,53932,,,1971,1080,1100,1152,15524,15706,16300,16404,3699,2934,2100,2700,15084,16569,15698,17784,5254,4635,2550,3924,4698,4158,2550,3348
123563,1104,68,46,1104,68,49,6960,68,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,59,1163,1104,64,1168,1104,66,1170,1104,68,1172,,,1104,59,1163,1104,64,1168,1104,66,1170,1104,68,1172,,,6528,79,6607,6960,84,7044,7560,66,7626,7560,68,7628,,,1970,1970,1125,1125,,,,,,,,,15084,16580,17253,17253,4698,4642,4761,4761,4698,4642,4275,4275
123572,5742,2318,,5742,2318,,17622,2318,396,7176,2318,,7176,2318,,16680,2318,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5742,2138,7880,5742,2210,7952,5742,2246,7988,5742,2318,8060,,,5742,2138,7880,5742,2210,7952,5742,2246,7988,5742,2318,8060,,,17622,2138,19760,17622,2210,19832,17622,2246,19868,17622,2318,19940,,,1970,986,1022,1044,15210,14282,14510,14926,3208,3504,3178,3322,16188,16580,17252,17784,3282,3302,3216,3364,3324,3358,3546,3706
123633,,,,,,,,,,11865,475,,11865,475,,11865,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123642,12000,1409,262,12000,1409,262,12000,1409,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11954,711,12665,11954,1119,13073,11954,1152,13106,12000,1409,13409,5,,11954,711,12665,11954,1119,13073,11954,1152,13106,12000,1409,13409,5,,11954,711,12665,11954,1119,13073,11954,1152,13106,12000,1409,13409,5,,1971,1080,1125,1152,,,,,,,,,15084,16580,17253,17784,5274,4642,4761,4860,4698,4163,4275,4374
123651,38000,700,1585,38000,700,1585,38000,700,1585,12456,100,692,12456,100,692,12456,100,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34500,600,35100,35850,700,36550,37000,700,37700,38000,700,38700,,,34500,600,35100,35850,700,36550,37000,700,37700,38000,700,38700,,,34500,600,35100,35850,700,36550,37000,700,37700,38000,700,38700,,,1900,1080,1120,1150,9430,9650,9980,10290,3470,2940,2970,3010,14250,16600,17250,17780,5150,4650,4730,4840,4600,4170,4250,4350
123800,1288,54,46,1288,54,46,9436,54,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,52,1340,1288,52,1340,1288,54,1342,1288,54,1342,,,1288,52,1340,1288,52,1340,1288,54,1342,1288,54,1342,,,7420,52,7472,7700,52,7752,9380,54,9434,9436,54,9490,,,1971,1080,1080,1080,,,,,,,,,15084,22086,22086,22086,5274,4635,4635,4635,4698,4158,12942,12942
123916,,,,,,,,,,26250,40,875,26250,40,875,26250,40,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123943,,,,,,,,,,38255,153,,38255,153,,38255,153,,,,,,,,,,,,,,48268,165,48268,165,,,,,55090,115,55090,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123952,49490,1400,1600,49490,1400,1600,49490,1400,1600,49490,1400,1600,49490,1400,1600,49490,1400,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45292,600,45892,47378,1200,48578,47816,1200,49016,49490,1200,50690,,,45292,600,45892,47378,1200,48578,47816,1200,49016,49490,1200,50690,,,45292,600,45892,47378,1200,48578,47816,1200,49016,49490,1200,50690,,,4200,3200,2100,3920,,,,,,,,,13440,13440,13440,13440,9630,9150,11000,11280,6074,5490,4714,4714
123961,63468,1258,2137,63468,1258,2137,63468,1258,2137,63468,1198,2137,63468,1198,2137,63468,1198,2137,,,,,108324,10736,108324,10736,69160,1150,69160,1150,,,,,,,,,62418,3673,62418,3673,,,,,,,,,72798,1200,72798,1200,57256,939,58195,59260,1015,60275,60446,1057,61503,63468,1258,64726,,,57256,939,58195,59260,1015,60275,60446,1057,61503,63468,1258,64726,,,57256,939,58195,59260,1015,60275,60446,1057,61503,63468,1258,64726,,,1200,1200,1200,1200,15912,16398,16732,17436,2152,2278,2224,1702,15912,16398,16732,17436,2152,2278,2224,1702,3510,3628,3556,3650
123970,,,,,,,,,,18710,0,1871,18710,0,1871,18710,0,1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56146,0,56146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124113,1104,4,46,1104,4,46,7968,4,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,0,1104,1104,0,1104,1104,4,1108,1104,4,1108,,,1104,0,1104,1104,0,1104,1104,4,1108,1104,4,1108,,,7848,0,7848,8064,0,8064,7368,4,7372,7968,4,7972,,,1971,1080,1125,1152,6721,7221,6648,6980,3717,2933,2979,3051,15084,16580,17253,17784,5274,4642,4741,4800,4698,4163,4275,4374
124283,,,,,,,,,,26520,0,1105,26520,0,1105,26520,0,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124292,27000,0,,27000,0,,27000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25600,0,25600,26000,0,26000,26000,0,26000,27000,0,27000,,,25600,0,25600,26000,0,26000,26000,0,26000,27000,0,27000,,,25600,0,25600,26000,0,26000,26000,0,26000,27000,0,27000,,,0,0,0,0,8800,9400,9400,9900,3764,2980,3028,3100,15084,16580,17252,17784,5322,4690,4810,4910,4746,4210,4324,4424
124487,8964,725,249,8964,725,249,8964,725,249,14362,720,299,14362,720,299,14362,720,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8964,725,9689,8964,750,9714,8964,750,9714,8964,725,9689,,,8964,725,9689,8964,750,9714,8964,750,9714,8964,725,9689,,,8964,725,9689,8964,750,9714,8964,750,9714,8964,725,9689,,,750,1080,1000,750,,,,,,,,,12276,16580,11682,12276,2700,3784,3276,2700,3096,3784,3096,3096
125028,1340,54,46,1340,54,46,8092,54,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,54,1394,1340,54,1394,1344,54,1398,1344,54,1398,,,1340,54,1394,1340,54,1394,1344,54,1398,1344,54,1398,,,7344,54,7398,7344,54,7398,8092,54,8146,8092,54,8146,,,1971,1971,1080,1125,,,,,,,,,15084,15084,16580,17253,5130,5130,4642,5886,4698,4698,4163,5400
125037,,,,,,,,,,,,671,,,671,,,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19152,0,19152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
