UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
112367,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,26,
112385,23,24,23,,44,42,100,11,20,17,0,0,0,19,,,,,,,,,,,,,,,,,22,,0,,27,
112394,44,39,51,,52,52,,13,48,41,0,83,,14,30,43,44,39,51,,52,52,,13,48,41,0,83,,14,44,44,34,34,54,54
112455,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,0,,86,
112561,27,28,26,0,0,0,0,14,16,31,,58,,9,,,,,,,,,,,,,,,,,26,,,,29,
112570,48,49,44,100,100,100,,26,44,52,56,38,100,3,32,49,49,53,42,100,100,100,,14,50,47,50,50,100,3,17,0,53,58,48,48
112686,11,11,12,,40,67,0,4,12,0,50,4,,9,,,,,,,,,,,,,,,,,14,,,,7,
112826,25,22,29,,44,46,0,19,21,32,20,20,18,6,,,,,,,,,,,,,,,,,25,,,,26,
113096,31,27,36,0,39,40,25,20,25,36,27,28,33,8,,,,,,,,,,,,,,,,,26,,25,,36,
113111,34,31,36,0,50,51,0,6,28,40,37,44,50,7,,,,,,,,,,,,,,,,,38,,,,32,
113193,44,38,51,0,69,69,67,38,36,45,58,38,73,10,,,,,,,,,,,,,,,,,36,,40,,48,
113218,32,29,35,0,38,38,,14,30,36,25,29,0,7,,,,,,,,,,,,,,,,,29,,100,,35,
113236,34,33,34,33,44,45,0,20,26,38,26,27,53,16,,,,,,,,,,,,,,,,,33,,0,,34,
113333,67,66,67,100,79,80,17,58,46,69,67,57,75,5,,,,,,,,,,,,,,,,,67,,56,,67,
113449,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,67,,96,
113537,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,100,
113573,27,23,32,0,49,49,50,7,26,34,40,19,39,5,,,,,,,,,,,,,,,,,27,,,,28,
113582,75,,75,,,,,,0,100,,,100,,75,75,75,,75,,,,,,0,100,,,100,,,,50,50,100,100
113616,100,,100,,100,100,,,,,,,,,100,100,100,,100,,100,100,,,,,,,,,,,,,100,100
113634,47,42,52,20,57,57,0,32,34,44,43,41,66,8,,,,,,,,,,,,,,,,,39,,0,,49,
113698,79,69,82,100,91,94,50,90,77,71,68,95,50,13,72,78,79,69,82,100,91,94,50,90,77,71,68,95,50,13,72,72,86,86,78,78
113856,30,26,34,50,59,60,0,29,25,36,15,14,50,6,,,,,,,,,,,,,,,,,29,,0,,30,
113980,35,32,38,,67,68,33,23,28,55,40,36,38,7,,,,,,,,,,,,,,,,,32,,50,,39,
114123,51,80,48,,,,,50,57,42,,,,4,,,,,,,,,,,,,,,,,53,,50,,45,
114266,35,28,42,0,51,52,0,13,23,43,46,36,56,7,,,,,,,,,,,,,,,,,35,,,,35,
114354,75,65,76,100,80,90,25,79,74,78,50,69,77,,,,,,,,,,,,,,,,,,56,,67,,100,
114433,40,36,44,40,67,67,67,23,37,41,,14,60,19,38,38,38,,38,,,,,,,38,,,,,37,33,59,,39,40
114460,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,75,,89,
114637,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,
114716,57,55,59,,65,67,27,59,35,63,52,50,71,10,,,,,,,,,,,,,,,,,51,,67,,58,
114761,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,50,
114789,24,20,28,18,32,32,40,14,22,33,27,29,,5,,,,,,,,,,,,,,,,,22,,50,,30,
114813,50,46,53,100,36,38,0,53,41,72,,50,0,,40,48,50,46,53,100,36,38,0,53,41,72,,50,0,,44,44,57,57,57,57
114859,33,29,38,60,49,49,67,25,29,38,37,23,46,10,,,,,,,,,,,,,,,,,29,,14,,37,
114938,32,26,37,0,50,45,67,25,28,49,36,38,0,7,,,,,,,,,,,,,,,,,32,,,,32,
114947,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,71,,32,
115001,31,27,36,0,35,34,50,11,22,41,40,29,32,9,,,,,,,,,,,,,,,,,33,,0,,29,
115010,66,65,66,60,72,72,100,69,64,64,56,82,,0,,,,,,,,,,,,,,,,,47,,58,,86,
115126,42,36,47,100,57,58,25,19,31,46,35,42,50,9,,,,,,,,,,,,,,,,,41,,0,,43,
115296,28,24,32,14,38,39,27,15,24,36,28,27,39,10,,,,,,,,,,,,,,,,,27,,33,,30,
115357,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,100,,86,
115393,32,26,37,100,60,62,0,25,31,37,20,48,0,4,,,,,,,,,,,,,,,,,34,,,,30,
115409,92,93,91,,97,97,100,86,85,92,100,88,100,6,88,92,92,93,91,,97,97,100,86,85,92,100,88,100,6,93,93,86,86,94,94
115658,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,100,
115728,54,39,61,,73,73,,44,53,17,75,100,50,36,46,53,54,39,61,,73,73,,44,53,17,75,100,50,36,52,52,58,58,53,53
115755,46,38,51,27,40,45,0,37,40,51,54,57,33,9,23,40,46,38,51,27,40,45,0,37,40,51,54,57,33,9,42,42,48,48,50,50
115773,75,100,67,,100,,100,,75,67,,,,13,100,100,100,,100,,,,,,100,100,,,,,100,100,50,100,0,
115861,37,30,43,50,75,75,,40,37,44,75,26,0,4,,,,,,,,,,,,,,,,,36,,,,42,
115931,77,80,68,100,68,63,100,67,78,83,75,76,,,,,,,,,,,,,,,,,,,76,,92,,71,
116226,100,,100,,,,,,,100,,,,,100,100,100,,100,,,,,,,100,,,,,,,,,100,100
116350,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,50,,45,
116439,55,52,59,100,69,69,33,35,37,61,50,56,53,8,,,,,,,,,,,,,,,,,52,,0,,57,
116563,68,,68,,,,,0,83,69,100,,,,,,,,,,,,,,,,,,,,67,,100,,50,
116846,50,100,33,,,,,0,,0,,,100,50,50,50,50,100,33,,,,,0,,0,,,100,50,50,50,,,50,50
117052,36,38,33,25,59,57,100,12,35,43,38,15,,5,,,,,,,,,,,,,,,,,33,,0,,40,
117104,47,45,47,,100,100,,50,48,41,33,60,0,33,30,43,46,45,47,,100,100,,50,48,44,0,60,0,34,55,52,62,62,22,25
117140,63,59,66,100,71,74,50,52,64,64,64,67,54,,53,61,63,59,66,100,71,74,50,52,63,64,64,67,54,,59,59,73,73,61,61
117168,63,55,66,,65,68,0,100,67,58,100,0,100,,42,58,63,55,66,,65,68,0,100,67,58,100,0,100,,59,59,25,25,81,81
117195,34,29,38,100,17,9,100,0,43,33,0,30,50,8,,,,,,,,,,,,,,,,,44,,,,27,
117238,42,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,39,,100,,40,
117247,27,26,29,,35,34,67,19,24,16,17,23,43,13,,,,,,,,,,,,,,,,,28,,,,26,
117274,24,20,33,29,0,,0,9,22,33,25,0,20,15,,,,,,,,,,,,,,,,,22,,33,,24,
117283,42,38,45,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,42,
117557,81,75,88,,100,100,,100,100,0,,,82,19,69,69,81,75,88,,100,100,,100,100,0,,,82,19,100,100,100,100,70,70
117575,0,0,,,,,,,,0,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,0,0
117627,54,56,52,0,73,73,67,25,50,49,58,100,62,12,34,45,50,53,46,,60,64,40,8,51,43,50,100,59,13,49,50,50,39,65,54
117645,22,19,24,0,34,36,8,16,18,34,25,25,31,7,,,,,,,,,,,,,,,,,19,,0,,25,
117672,100,,100,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,100,
117690,30,28,33,,45,47,29,20,29,33,26,29,67,9,,,,,,,,,,,,,,,,,30,,,,31,
117706,37,32,41,0,60,60,0,38,29,44,37,46,44,10,,,,,,,,,,,,,,,,,38,,0,,36,
117715,19,11,24,,50,50,,15,21,0,0,33,,14,,,,,,,,,,,,,,,,,22,,,,15,
117724,24,21,29,0,40,40,,25,24,25,17,0,25,8,,,,,,,,,,,,,,,,,27,,,,20,
117733,32,28,36,,42,44,0,39,26,42,33,45,40,7,,,,,,,,,,,,,,,,,33,,,,31,
117751,73,75,72,,56,63,0,60,92,75,64,100,33,,67,72,73,75,72,,56,63,0,60,92,75,64,100,33,,79,79,79,79,57,57
117788,24,20,27,0,37,37,0,14,17,33,33,33,42,8,,,,,,,,,,,,,,,,,24,,50,,23,
117867,24,20,27,0,43,46,0,29,22,45,33,57,22,6,,,,,,,,,,,,,,,,,25,,,,22,
117894,38,34,42,0,58,61,30,27,34,43,39,32,56,7,,,,,,,,,,,,,,,,,38,,,,39,
117946,82,75,87,,86,86,100,81,82,80,84,,78,,74,80,82,75,87,,86,86,100,81,82,80,84,,78,,84,84,79,79,82,82
117955,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,50,,67,
118134,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,100,,67,
118143,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,100,
118161,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,100,,78,
118198,62,62,62,100,68,69,50,44,56,68,62,50,,,,,,,,,,,,,,,,,,,60,,55,,76,
118347,33,28,39,,22,24,0,31,31,36,40,31,35,14,,,,,,,,,,,,,,,,,30,,,,34,
118684,31,19,42,38,75,75,,33,27,26,0,25,50,9,,,,,,,,,,,,,,,,,35,,,,25,
118693,57,52,63,,61,60,63,58,59,56,50,50,58,,47,56,57,52,63,,61,60,63,58,59,56,50,50,58,,56,56,67,67,52,52
118718,29,31,28,29,27,26,40,19,27,27,33,34,69,5,,,,,,,,,,,,,,,,,30,,,,28,
118772,21,20,21,,31,29,100,14,17,17,63,7,83,16,,,,,,,,,,,,,,,,,18,,,,23,
118912,43,41,44,50,43,46,25,27,37,48,44,30,61,11,,,,,,,,,,,,,,,,,37,,100,,46,
118930,34,32,37,,40,41,0,40,28,44,26,31,39,7,,,,,,,,,,,,,,,,,35,,,,34,
118958,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,100,
118976,25,23,27,0,27,31,7,17,22,29,,100,22,12,,,,,,,,,,,,,,,,,22,,,,28,
118994,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,60,,25,
119067,27,22,31,50,21,26,0,39,21,36,21,43,36,12,,,,,,,,,,,,,,,,,22,,50,,30,
119137,41,33,50,100,55,56,0,28,35,43,45,45,70,15,,,,,,,,,,,,,,,,,40,,0,,42,
119164,40,38,42,0,58,58,20,26,32,43,47,7,58,6,,,,,,,,,,,,,,,,,36,,50,,43,
119173,60,65,59,0,64,62,100,57,59,56,83,71,,31,48,58,61,63,61,,64,63,100,77,59,47,75,60,,34,59,62,62,63,60,52
119216,32,29,35,25,49,51,13,23,30,35,39,32,,10,,,,,,,,,,,,,,,,,33,,,,31,
119270,48,42,64,,20,33,0,23,44,42,40,9,63,,15,30,33,33,33,,,,,,,0,,0,39,,32,0,55,,51,36
119331,32,28,34,0,45,45,50,27,31,31,21,27,0,10,,,,,,,,,,,,,,,,,31,,100,,31,
119553,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,86,,73,
119605,22,50,0,,0,0,,,0,0,,,67,22,11,22,22,50,0,,0,0,,,0,0,,,67,22,,,0,0,33,33
119775,42,29,60,,,,,,8,71,50,100,50,,42,42,42,29,60,,,,,,8,71,50,100,50,,40,40,33,33,43,43
119951,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,25,,65,
120069,61,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,58,,80,,64,
120078,61,73,60,50,96,96,100,71,61,58,36,46,,0,,,,,,,,,,,,,,,,,58,,77,,66,
120087,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,57,,68,
120184,47,50,46,100,56,67,25,25,56,28,29,29,100,42,37,47,47,50,46,100,56,67,25,25,56,28,29,29,100,42,45,45,57,57,44,44
120254,83,76,88,,85,85,,84,75,87,74,89,69,13,77,82,83,76,88,,85,85,,84,75,87,74,89,69,13,82,82,83,83,83,83
120290,55,51,60,0,60,61,27,44,51,55,48,43,51,7,,,,,,,,,,,,,,,,,57,,,,55,
120342,45,41,50,0,56,57,8,48,30,46,46,36,62,9,,,,,,,,,,,,,,,,,41,,27,,47,
120403,62,60,62,33,60,60,,40,80,64,67,61,62,,58,62,62,60,62,33,60,60,,40,80,64,67,61,62,,66,66,64,64,59,59
120421,32,26,38,50,43,46,0,40,31,36,78,30,,3,,,,,,,,,,,,,,,,,33,,,,32,
120537,50,47,53,0,0,0,,67,50,52,46,67,100,18,32,46,49,48,51,0,0,0,,67,50,50,46,67,100,19,46,46,60,60,48,45
120661,62,58,63,67,66,71,40,41,58,65,,63,,,,,,,,,,,,,,,,,,,63,,69,,45,
120838,14,25,0,,,,,,,,,,14,,0,0,0,0,0,,,,,,,,,,0,,,,,,14,0
120865,47,46,47,0,50,49,100,24,47,50,57,47,40,51,30,36,38,35,41,0,42,42,,21,38,39,43,41,25,55,40,31,45,39,55,44
120883,74,70,77,,84,84,100,50,69,61,72,74,81,,47,64,70,67,73,,77,76,100,45,69,61,72,71,81,,73,70,69,66,76,73
120953,30,30,30,0,0,,0,33,25,57,50,50,,13,,,,,,,,,,,,,,,,,33,,,,26,
120971,31,27,35,17,39,40,27,22,24,39,36,29,51,8,,,,,,,,,,,,,,,,,25,,0,,34,
121044,41,38,44,0,65,65,100,22,27,48,40,30,53,6,,,,,,,,,,,,,,,,,39,,50,,43,
121150,84,75,90,80,81,80,100,82,91,84,80,100,79,,76,83,84,75,90,80,81,80,100,82,91,84,80,100,79,,86,86,88,88,81,81
121257,85,84,86,,92,92,,94,83,87,84,86,68,,78,85,85,84,86,,92,92,,94,83,87,84,86,68,,92,92,82,82,85,85
121275,87,88,83,,100,100,,,85,80,100,100,,,,,,,,,,,,,,,,,,,100,,100,,0,
121309,76,71,79,100,77,77,80,57,72,78,67,91,78,20,69,75,76,71,79,100,77,77,80,57,72,78,67,91,78,20,73,73,76,76,77,77
121345,95,94,96,100,97,97,,89,97,94,100,100,91,,87,94,95,94,96,100,97,97,,89,97,94,100,100,91,,96,96,89,89,94,94
121363,27,19,32,25,0,0,0,33,28,19,38,0,0,3,,,,,,,,,,,,,,,,,27,,,,24,
121433,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,33,
121619,27,24,30,0,55,58,17,38,23,46,44,20,42,7,,,,,,,,,,,,,,,,,31,,,,23,
121637,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,75,
121691,67,58,73,29,67,69,57,56,70,65,58,85,82,6,56,65,67,58,73,29,67,69,57,56,70,65,58,85,82,6,63,63,72,72,65,65
121707,25,22,27,13,35,35,,20,18,30,15,26,,12,,,,,,,,,,,,,,,,,25,,20,,24,
121859,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,50,,73,
121868,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,100,,86,
121886,25,21,29,,48,48,,25,23,27,40,0,43,9,,,,,,,,,,,,,,,,,24,,0,,26,
121901,33,30,35,22,51,57,12,25,28,44,20,31,61,7,,,,,,,,,,,,,,,,,29,,0,,37,
122180,26,26,26,0,39,41,7,11,21,33,27,26,32,12,,,,,,,,,,,,,,,,,23,,0,,30,
122205,46,43,50,0,60,61,38,28,42,49,51,38,41,10,,,,,,,,,,,,,,,,,45,,25,,47,
122339,24,20,27,33,26,24,50,27,21,35,36,25,25,8,,,,,,,,,,,,,,,,,26,,50,,20,
122375,34,31,36,0,44,46,13,21,29,37,27,50,57,14,,,,,,,,,,,,,,,,,33,,50,,35,
122384,40,34,48,,53,53,,25,29,38,46,35,50,11,,,,,,,,,,,,,,,,,40,,0,,40,
122409,78,72,83,71,80,81,77,74,75,81,77,76,73,2,54,74,78,72,83,71,80,81,77,74,75,81,77,76,73,2,71,71,77,77,81,81
122436,83,80,85,0,81,83,63,78,89,82,74,88,84,,70,81,83,80,85,0,81,83,63,78,89,82,74,88,84,,82,82,85,85,82,82
122506,63,53,75,,100,100,,33,83,53,50,0,67,,56,61,63,53,75,,100,100,,33,83,53,50,0,67,,64,64,68,68,56,56
122597,55,52,57,33,63,64,43,48,49,58,52,59,55,6,27,48,55,52,57,33,63,64,43,48,49,58,52,59,55,6,51,51,58,58,58,58
122612,74,72,76,0,84,84,83,67,77,69,74,76,68,17,67,74,74,72,76,0,84,84,83,67,77,69,74,76,68,17,75,75,79,79,71,71
122658,29,24,34,14,36,37,29,13,27,36,25,26,,8,,,,,,,,,,,,,,,,,29,,,,30,
122685,32,36,31,50,47,42,67,25,31,37,25,36,0,3,,,,,,,,,,,,,,,,,33,,55,,27,
122694,43,43,43,25,67,67,,37,43,42,57,50,100,0,,,,,,,,,,,,,,,,,42,,64,,47,
122728,52,49,53,67,46,44,50,39,40,59,100,50,17,,45,49,52,49,53,67,46,44,50,39,40,59,100,50,17,,41,41,59,59,58,58
122746,34,28,38,,55,56,33,67,30,34,21,15,30,9,,,,,,,,,,,,,,,,,37,,50,,32,
122755,68,64,72,25,79,79,64,52,59,68,66,71,70,3,29,61,68,64,72,25,79,79,64,52,59,68,66,71,70,3,66,66,63,63,72,72
122791,47,46,49,,50,57,22,50,42,51,56,48,45,10,,,,,,,,,,,,,,,,,42,,100,,49,
122889,40,36,43,57,39,41,0,36,35,48,50,35,33,15,,,,,,,,,,,,,,,,,39,,41,,40,
122931,89,85,92,100,91,91,100,93,90,88,90,67,79,,85,88,89,85,92,100,91,91,100,93,90,88,90,67,79,,93,93,91,91,88,88
122977,32,31,34,0,44,44,30,17,21,35,36,63,46,19,,,,,,,,,,,,,,,,,27,,33,,35,
123013,31,29,33,43,35,39,0,19,25,33,45,35,46,9,,,,,,,,,,,,,,,,,29,,100,,32,
123165,84,,84,,83,83,100,86,89,84,100,56,92,,77,83,84,,84,,83,83,100,86,89,84,100,56,92,,88,88,87,87,83,83
123217,31,28,34,14,28,30,0,34,31,35,26,23,17,5,,,,,,,,,,,,,,,,,30,,,,34,
123280,50,0,67,,0,0,,,,67,,,,50,0,50,50,0,67,,0,0,,,,67,,,,50,100,100,,,0,0
123299,31,31,32,33,33,35,0,30,22,33,37,50,,12,100,100,100,,100,,100,100,,100,,,100,100,,,27,100,17,100,38,100
123341,34,27,40,17,44,44,50,18,29,36,34,37,32,8,,,,,,,,,,,,,,,,,30,,33,,35,
123350,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,
123457,47,46,47,0,75,75,,40,40,47,50,50,100,19,41,47,47,46,47,0,75,75,,40,40,47,50,50,100,19,52,52,47,47,39,39
123484,25,24,27,13,33,50,20,26,21,31,13,21,0,20,,,,,,,,,,,,,,,,,25,,33,,25,
123493,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,30,,51,
123509,40,38,42,100,48,48,33,25,34,38,57,0,28,11,,,,,,,,,,,,,,,,,49,,,,37,
123527,20,18,22,50,37,39,20,16,19,20,20,27,17,7,,,,,,,,,,,,,,,,,21,,,,17,
123554,72,73,72,100,78,78,80,60,68,76,71,50,58,,69,72,72,73,72,100,78,78,80,60,68,76,71,50,58,,79,79,70,70,70,70
123563,34,32,35,0,43,43,40,18,36,36,25,60,0,9,,,,,,,,,,,,,,,,,30,,0,,36,
123572,60,55,62,60,54,54,50,56,60,62,51,54,68,7,40,57,60,55,62,60,54,54,50,56,60,62,51,54,68,7,57,57,57,57,62,62
123642,20,,20,,50,50,,,33,0,,0,,,,,,,,,,,,,,,,,,,29,,0,,,
123651,60,56,61,0,69,67,100,37,60,64,55,60,33,,54,59,60,56,61,0,69,67,100,37,60,64,55,60,33,,56,56,61,61,65,65
123679,76,76,76,60,73,75,63,58,100,72,,79,,,,,,,,,,,,,,,,,,,74,,82,,65,
123800,31,25,37,33,42,43,14,21,30,35,26,23,100,6,,,,,,,,,,,,,,,,,32,,0,,30,
123952,86,91,80,,0,0,,,50,50,100,,100,,0,81,81,82,80,,0,0,,,50,50,100,,93,,0,0,,,90,85
123961,92,91,94,67,96,96,100,87,90,93,91,87,90,,79,91,92,91,94,67,96,96,100,87,90,93,91,87,90,,92,92,92,92,93,93
124113,34,25,40,0,40,43,0,43,32,36,57,,0,10,,,,,,,,,,,,,,,,,32,,,,36,
124292,85,74,94,,100,100,,,92,83,80,100,100,13,83,85,85,74,94,,100,100,,,92,83,80,100,100,13,77,77,85,85,90,90
124487,33,33,,,,,,100,,0,,,,33,0,0,0,0,,,,,,,,0,,,,100,33,0,,,,
124681,62,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,61,,100,,93,
124706,57,62,56,77,44,45,40,56,62,62,,55,50,,,,,,,,,,,,,,,,,,58,,75,,26,
124937,65,65,65,50,69,71,50,29,64,48,,67,,,,,,,,,,,,,,,,,,,63,,73,,78,
125028,39,32,46,25,58,57,100,33,36,47,37,47,57,6,,,,,,,,,,,,,,,,,35,,,,43,
125082,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,71,
125091,24,22,26,0,45,53,20,16,24,23,21,22,67,7,,,,,,,,,,,,,,,,,23,,,,25,
125170,42,35,48,0,54,54,100,47,36,32,45,54,41,16,,,,,,,,,,,,,,,,,47,,,,39,
125310,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,
125462,30,22,43,100,0,0,0,6,34,29,14,30,17,15,,,,,,,,,,,,,,,,,31,,17,,26,
125471,28,26,30,,39,39,,23,29,36,50,25,21,12,,,,,,,,,,,,,,,,,29,,,,27,
125499,45,40,52,33,47,48,33,32,38,53,41,46,63,9,,,,,,,,,,,,,,,,,42,,,,46,
125532,46,48,46,11,66,72,50,27,47,49,62,57,100,0,,,,,,,,,,,,,,,,,47,,74,,41,
125727,74,68,77,20,88,88,100,50,70,75,69,67,78,,70,73,74,68,77,20,88,88,100,50,70,75,69,67,78,,68,68,73,73,76,76
125763,66,56,74,100,68,69,50,63,68,63,58,100,33,26,60,65,66,56,74,100,68,69,50,63,68,63,58,100,33,26,65,65,74,74,59,59
125897,55,50,60,,62,62,,17,64,45,50,,45,,31,50,55,50,60,,62,62,,17,64,45,50,,45,,56,56,63,63,46,46
126076,18,18,,,,,,,,19,,,0,80,16,16,18,18,,,,,,,,19,,,0,80,21,21,,,15,15
126119,29,23,35,0,39,41,25,41,33,19,34,25,,10,,,,,,,,,,,,,,,,,31,,,,26,
126182,28,22,35,0,43,0,50,9,29,32,28,33,,37,21,32,33,26,41,0,50,,50,10,36,34,42,50,,42,28,35,23,26,30,34
126207,27,30,25,0,22,22,,57,29,28,7,0,17,9,,,,,,,,,,,,,,,,,23,,29,,31,
126289,27,27,26,0,39,38,50,38,22,28,9,29,24,38,,,,,,,,,,,,,,,,,22,,16,,30,
126359,58,100,56,0,,,,75,0,74,33,,100,19,,,,,,,,,,,,,,,,,58,,72,,44,
126562,44,44,44,33,56,57,0,40,39,43,44,83,58,33,23,39,44,44,44,33,56,57,0,40,39,43,44,83,58,33,42,42,41,41,46,46
126580,43,40,45,40,46,49,17,35,35,46,34,20,57,20,25,39,43,40,45,40,46,49,17,35,35,46,34,20,57,20,34,34,40,40,48,48
126605,74,77,58,0,75,71,100,89,62,77,80,100,,,,,,,,,,,,,,,,,,,77,,71,,73,
126614,75,72,79,57,82,83,67,67,67,76,75,57,72,15,57,72,75,72,79,57,82,83,67,67,67,76,75,57,72,15,68,68,73,73,77,77
126669,61,58,62,33,100,100,,42,53,62,59,50,,,52,59,61,57,63,33,100,100,,42,53,62,59,50,,,59,57,57,55,63,64
126678,86,85,87,60,92,92,,87,74,87,86,75,93,,83,86,86,85,87,60,92,92,,87,74,87,86,75,93,,88,88,93,93,85,85
126687,72,66,73,75,67,68,50,62,78,73,,75,,,,,,,,,,,,,,,,,,,75,,76,,36,
126711,27,23,33,,0,0,,33,29,28,13,27,,9,6,9,9,8,10,,0,0,,,0,8,,25,,23,28,0,33,0,25,12
126748,32,27,36,0,,,,20,33,34,20,0,0,22,,,,,,,,,,,,,,,,,36,,11,,34,
126775,82,80,86,50,88,87,100,75,75,82,90,100,85,5,66,79,82,80,86,50,88,87,100,75,75,82,90,100,85,5,78,78,78,78,84,84
126784,76,76,100,,,,,0,71,81,,75,,,,,,,,,,,,,,,,,,,78,,89,,70,
126818,67,64,69,30,65,68,22,61,62,68,63,70,73,18,47,64,67,64,69,30,65,68,22,61,62,68,63,70,73,18,59,59,62,62,70,70
126827,20,18,21,38,33,50,29,14,22,24,13,16,,,14,16,17,17,17,29,29,50,20,14,0,19,13,16,,,20,17,35,35,15,12
126863,25,21,29,0,34,34,,16,22,28,25,43,33,19,,,,,,,,,,,,,,,,,21,,14,,38,
126915,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,52,
126942,18,18,18,0,16,13,100,8,17,26,5,14,28,19,,,,,,,,,,,,,,,,,16,,33,,19,
126951,65,66,58,67,40,43,33,48,66,67,56,70,,,,,,,,,,,,,,,,,,,60,,74,,71,
127060,77,73,81,100,83,83,,71,74,78,80,72,79,,70,76,77,73,81,100,83,83,,71,74,78,80,72,79,,75,75,78,78,78,78
127158,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,81,
127185,39,35,43,23,29,29,,33,34,47,37,55,33,34,27,36,39,35,43,23,29,29,,33,34,47,37,55,33,34,31,31,33,33,46,46
127200,27,27,28,33,16,12,50,16,27,29,36,19,16,28,,,,,,,,,,,,,,,,,28,,28,,27,
127316,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,100,,78,
127389,44,35,54,13,,,,14,39,58,17,0,36,26,,,,,,,,,,,,,,,,,40,,43,,49,
127556,39,35,43,18,29,32,18,12,32,44,30,55,50,27,27,41,45,37,52,0,42,47,29,25,40,48,33,54,52,28,30,37,37,44,47,51
127565,29,24,34,33,40,42,17,20,27,31,25,36,45,29,11,23,29,24,34,33,40,42,17,20,27,31,25,36,45,29,28,28,31,31,29,29
127617,36,38,34,,,,,,32,41,0,50,0,7,,,,,,,,,,,,,,,,,38,,25,,33,
127653,31,0,38,,,,,0,13,40,33,43,,28,21,31,31,0,38,,,,,0,13,40,33,43,,28,40,40,33,33,0,0
127714,67,100,0,,,,,,0,100,,,,33,33,33,67,100,0,,,,,,0,100,,,,33,100,100,100,100,0,0
127732,51,51,51,100,50,100,0,31,36,57,53,75,57,10,,,,,,,,,,,,,,,,,48,,42,,58,
127741,52,46,55,45,48,54,11,51,44,56,42,40,44,31,37,50,52,46,55,45,48,54,11,51,44,56,42,40,44,31,46,46,53,53,57,57
127778,37,30,45,50,0,0,,14,37,36,56,50,45,7,,,,,,,,,,,,,,,,,34,,38,,41,
127820,23,21,25,13,33,25,56,13,20,25,23,26,25,20,,,,,,,,,,,,,,,,,22,,31,,23,
127884,23,23,24,0,,,,17,27,23,25,0,0,15,,,,,,,,,,,,,,,,,22,,30,,24,
127909,39,42,33,33,26,24,50,19,26,46,28,34,38,15,,,,,,,,,,,,,,,,,25,,32,,47,
127918,67,61,69,100,68,66,100,63,67,67,65,64,50,,58,65,67,61,70,100,67,65,100,60,67,67,68,64,50,,57,57,69,69,71,71
127945,41,30,44,0,100,100,,0,40,46,33,33,,30,14,30,41,30,44,0,100,100,,0,40,46,33,33,,30,38,38,57,57,40,40
