UNITID,UGPO9_N,UGPO9_T,UGPO9_A,GPO9_N,GPO9_T,GPO9_A,PO9_N,PO9_T,PO9_A,UGDOD_N,UGDOD_T,UGDOD_A,GDOD_N,GDOD_T,GDOD_A,DOD_N,DOD_T,DOD_A
163462,44,639478,14534,18,113734,6319,62,753212,12149,0,0,,0,0,,0,0,
163532,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
163541,0,0,,,,,0,0,,0,0,,,,,0,0,
163578,23,397127,17266,9,67207,7467,32,464334,14510,0,0,,0,0,,0,0,
163657,141,389432,2762,,,,141,389432,2762,44,45691,1038,,,,44,45691,1038
163815,0,0,,,,,0,0,,0,0,,,,,0,0,
163851,93,796171,8561,16,156690,9793,109,952861,8742,6,26821,4470,8,34800,4350,14,61621,4402
163912,48,592318,12340,0,0,,48,592318,12340,0,0,,0,0,,0,0,
163976,12,365515,30460,7,118796,16971,19,484311,25490,0,0,,0,0,,0,0,
164076,349,3007720,8618,33,300130,9095,382,3307850,8659,77,194255,2523,15,25337,1689,92,219592,2387
164085,,,,46,600184,13047,46,600184,13047,,,,0,0,,0,0,
164173,72,1638952,22763,9,90489,10054,81,1729441,21351,2,5250,2625,3,6000,2000,5,11250,2250
164216,20,491725,24586,,,,20,491725,24586,0,0,,,,,0,0,
164270,21,335075,15956,7,62232,8890,28,397307,14190,0,0,,0,0,,0,0,
164313,66,144759,2193,,,,66,144759,2193,5,9378,1876,,,,5,9378,1876
164368,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
164447,12,243283,20274,6,168156,28026,18,411439,22858,0,0,,0,0,,0,0,
164465,9,347453,38606,,,,9,347453,38606,0,0,,,,,0,0,
164492,28,194991,6964,22,142014,6455,50,337005,6740,0,0,,1,3000,3000,1,3000,3000
164535,2,30773,15387,,,,2,30773,15387,0,0,,,,,0,0,
164562,9,154585,17176,3,27167,9056,12,181752,15146,0,0,,0,0,,0,0,
164580,3,98842,32947,15,252719,16848,18,351561,19531,0,0,,1,1000,1000,1,1000,1000
164599,1,13975,13975,,,,1,13975,13975,0,0,,,,,0,0,
164614,3,30297,10099,,,,3,30297,10099,0,0,,,,,0,0,
164632,6,79893,13316,18,297440,16524,24,377333,15722,0,0,,0,0,,0,0,
164641,80,788166,9852,,,,80,788166,9852,0,0,,,,,0,0,
164739,18,478201,26567,6,89617,14936,24,567818,23659,0,0,,0,0,,0,0,
164748,192,2338210,12178,12,123898,10325,204,2462108,12069,57,123803,2172,4,9000,2250,61,132803,2177
164775,11,35017,3183,,,,11,35017,3183,0,0,,,,,0,0,
164845,0,0,,,,,0,0,,0,0,,,,,0,0,
164872,7,111504,15929,6,87041,14507,13,198545,15273,0,0,,0,0,,0,0,
164915,,,,3,29918,9973,3,29918,9973,,,,0,0,,0,0,
164924,38,776538,20435,78,1492455,19134,116,2268993,19560,0,0,,7,23750,3393,7,23750,3393
164988,101,1682103,16654,167,2452628,14686,268,4134731,15428,2,5000,2500,16,41570,2598,18,46570,2587
165015,12,426715,35560,11,181648,16513,23,608363,26451,0,0,,0,0,,0,0,
165024,127,1054594,8304,14,60004,4286,141,1114598,7905,0,0,,0,0,,0,0,
165033,51,151359,2968,,,,51,151359,2968,2,3329,1665,,,,2,3329,1665
165060,7,75015,10716,,,,7,75015,10716,0,0,,,,,0,0,
165112,209,835136,3996,,,,209,835136,3996,3,1980,660,,,,3,1980,660
165167,29,175174,6040,8,46812,5852,37,221986,6000,2,6000,3000,3,11000,3667,5,17000,3400
165194,50,202206,4044,,,,50,202206,4044,2,4460,2230,,,,2,4460,2230
165255,4,55021,13755,,,,4,55021,13755,0,0,,,,,0,0,
165264,12,106248,8854,,,,12,106248,8854,0,0,,,,,0,0,
165334,11,244174,22198,1,8755,8755,12,252929,21077,0,0,,0,0,,0,0,
165529,54,615869,11405,31,282572,9115,85,898441,10570,0,0,,0,0,,0,0,
165556,6,57308,9551,,,,6,57308,9551,0,0,,,,,0,0,
165574,14,438157,31297,,,,14,438157,31297,0,0,,,,,0,0,
165608,0,0,,,,,0,0,,0,0,,,,,0,0,
165635,23,612489,26630,,,,23,612489,26630,0,0,,,,,0,0,
165644,7,85239,12177,0,0,,7,85239,12177,0,0,,0,0,,0,0,
165662,47,1056551,22480,46,883835,19214,93,1940386,20864,0,0,,0,0,,0,0,
165671,15,399355,26624,1,13152,13152,16,412507,25782,0,0,,0,0,,0,0,
165699,47,869535,18501,17,154794,9106,64,1024329,16005,11,16000,1455,6,20709,3452,17,36709,2159
165750,1,13286,13286,,,,1,13286,13286,0,0,,,,,0,0,
165802,11,166816,15165,0,0,,11,166816,15165,0,0,,0,0,,0,0,
165820,48,351272,7318,21,110100,5243,69,461372,6687,32,107597,3362,33,48320,1464,65,155917,2399
165866,70,498572,7122,7,30679,4383,77,529251,6873,0,0,,0,0,,0,0,
165884,59,925761,15691,,,,59,925761,15691,0,0,,,,,0,0,
165936,22,413912,18814,1,5953,5953,23,419865,18255,0,0,,0,0,,0,0,
165945,,,,21,180648,8602,21,180648,8602,,,,0,0,,0,0,
165981,46,42249,918,,,,46,42249,918,0,0,,,,,0,0,
166018,1,26042,26042,,,,1,26042,26042,0,0,,,,,0,0,
166027,90,1944430,21605,357,7696778,21560,447,9641208,21569,14,40640,2903,41,87500,2134,55,128140,2330
166045,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
166054,1,1775,1775,0,0,,1,1775,1775,0,0,,0,0,,0,0,
166124,17,466621,27448,,,,17,466621,27448,0,0,,,,,0,0,
166133,61,144980,2377,,,,61,144980,2377,0,0,,,,,0,0,
166391,8,215264,26908,20,116272,5814,28,331536,11841,0,0,,1,2250,2250,1,2250,2250
166407,0,0,,,,,0,0,,0,0,,,,,0,0,
166452,13,86422,6648,14,157950,11282,27,244372,9051,0,0,,0,0,,0,0,
166489,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
166498,0,0,,,,,0,0,,0,0,,,,,0,0,
166513,199,2250606,11310,59,406710,6893,258,2657316,10300,14,32750,2339,17,32500,1912,31,65250,2105
166629,174,2133474,12261,73,584906,8012,247,2718380,11006,5,7000,1400,10,29750,2975,15,36750,2450
166638,470,3152075,6707,63,369274,5861,533,3521349,6607,2,2250,1125,7,22022,3146,9,24272,2697
166647,54,222574,4122,,,,54,222574,4122,0,0,,,,,0,0,
166656,52,1308489,25163,34,593379,17452,86,1901868,22115,0,0,,0,0,,0,0,
166674,17,163062,9592,0,0,,17,163062,9592,0,0,,0,0,,0,0,
166683,26,721243,27740,57,2159476,37886,83,2880719,34707,0,0,,0,0,,0,0,
166692,24,278440,11602,4,55216,13804,28,333656,11916,0,0,,0,0,,0,0,
166708,,,,9,156482,17387,9,156482,17387,,,,0,0,,0,0,
166717,0,0,,6,154367,25728,6,154367,25728,0,0,,0,0,,0,0,
166805,2,10843,5422,,,,2,10843,5422,0,0,,,,,0,0,
166823,146,533006,3651,,,,146,533006,3651,1,432,432,,,,1,432,432
166850,18,353120,19618,12,125228,10436,30,478348,15945,0,0,,0,0,,0,0,
166869,6,82463,13744,12,238380,19865,18,320843,17825,0,0,,0,0,,0,0,
166887,41,149444,3645,,,,41,149444,3645,6,6222,1037,,,,6,6222,1037
166911,5,112534,22507,,,,5,112534,22507,0,0,,,,,0,0,
166939,11,396462,36042,0,0,,11,396462,36042,0,0,,0,0,,0,0,
166957,59,189531,3212,,,,59,189531,3212,0,0,,,,,0,0,
167039,0,0,,,,,0,0,,0,0,,,,,0,0,
167057,2,51992,25996,1,38043,38043,3,90035,30012,0,0,,0,0,,0,0,
167093,,,,2,52086,26043,2,52086,26043,,,,0,0,,0,0,
167215,,,,7,150473,21496,7,150473,21496,,,,0,0,,0,0,
167260,18,408187,22677,2,4150,2075,20,412337,20617,0,0,,4,4500,1125,4,4500,1125
167288,27,246290,9122,0,0,,27,246290,9122,0,0,,0,0,,0,0,
167297,12,179156,14930,,,,12,179156,14930,0,0,,,,,0,0,
167312,126,466878,3705,,,,126,466878,3705,0,0,,,,,0,0,
167358,102,3048869,29891,66,1445670,21904,168,4494539,26753,0,0,,16,54550,3409,16,54550,3409
167376,46,189991,4130,,,,46,189991,4130,0,0,,,,,0,0,
167394,21,311041,14811,3,10247,3416,24,321288,13387,0,0,,0,0,,0,0,
167525,66,276482,4189,,,,66,276482,4189,0,0,,,,,0,0,
167534,55,217412,3953,,,,55,217412,3953,29,9418,325,,,,29,9418,325
167598,6,139762,23294,36,458917,12748,42,598679,14254,0,0,,0,0,,0,0,
167631,0,0,,,,,0,0,,7,23262,3323,,,,7,23262,3323
167677,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
167729,118,912579,7734,8,42246,5281,126,954825,7578,1,2250,2250,0,0,,1,2250,2250
167783,12,147176,12265,90,1398221,15536,102,1545397,15151,0,0,,2,4000,2000,2,4000,2000
167792,1,26042,26042,,,,1,26042,26042,0,0,,,,,0,0,
167835,11,330674,30061,3,10946,3649,14,341620,24401,0,0,,0,0,,0,0,
167871,2,5020,2510,,,,2,5020,2510,0,0,,,,,0,0,
167899,10,178547,17855,10,208220,20822,20,386767,19338,1,3875,3875,1,3000,3000,2,6875,3438
167905,43,156106,3630,,,,43,156106,3630,0,0,,,,,0,0,
167987,54,619170,11466,24,352773,14699,78,971943,12461,1,4500,4500,3,9750,3250,4,14250,3563
167996,8,204270,25534,2,8010,4005,10,212280,21228,0,0,,0,0,,0,0,
168005,61,1692124,27740,40,1160735,29018,101,2852859,28246,1,3000,3000,0,0,,1,3000,3000
168032,0,0,,,,,0,0,,0,0,,,,,0,0,
168148,25,931275,37251,98,2623588,26771,123,3554863,28901,1,3500,3500,3,6000,2000,4,9500,2375
168218,9,399103,44345,,,,9,399103,44345,0,0,,,,,0,0,
168227,59,983812,16675,4,62187,15547,63,1045999,16603,0,0,,0,0,,0,0,
168254,22,498172,22644,5,135171,27034,27,633343,23457,1,3000,3000,0,0,,1,3000,3000
168263,92,342320,3721,27,109241,4046,119,451561,3795,0,0,,0,0,,0,0,
168281,6,120609,20102,,,,6,120609,20102,0,0,,,,,0,0,
168342,10,413599,41360,0,0,,10,413599,41360,0,0,,0,0,,0,0,
168421,36,1065476,29597,25,179840,7194,61,1245316,20415,0,0,,0,0,,0,0,
168430,36,265133,7365,2,3309,1655,38,268442,7064,0,0,,1,3500,3500,1,3500,3500
168528,10,254954,25495,0,0,,10,254954,25495,0,0,,0,0,,0,0,
168546,6,143522,23920,0,0,,6,143522,23920,0,0,,0,0,,0,0,
168555,0,0,,,,,0,0,,0,0,,,,,0,0,
168573,47,458816,9762,,,,47,458816,9762,0,0,,,,,0,0,
168591,13,128848,9911,0,0,,13,128848,9911,0,0,,0,0,,0,0,
168607,16,56168,3511,,,,16,56168,3511,0,0,,,,,0,0,
168740,14,284866,20348,11,105077,9552,25,389943,15598,1,3250,3250,0,0,,1,3250,3250
168786,4,42317,10579,1,2244,2244,5,44561,8912,0,0,,0,0,,0,0,
168847,109,732825,6723,9,77927,8659,118,810752,6871,40,96000,2400,2,4500,2250,42,100500,2393
168883,27,122123,4523,,,,27,122123,4523,0,0,,,,,0,0,
168892,0,0,,,,,0,0,,0,0,,,,,0,0,
169080,24,530744,22114,4,41375,10344,28,572119,20433,0,0,,0,0,,0,0,
169187,2,13110,6555,,,,2,13110,6555,0,0,,,,,0,0,
169220,,,,1,15871,15871,1,15871,15871,,,,0,0,,0,0,
169248,135,1145992,8489,198,1330908,6722,333,2476900,7438,57,148125,2599,167,444104,2659,224,592229,2644
169275,58,303172,5227,,,,58,303172,5227,0,0,,,,,0,0,
169284,2,24389,12195,,,,2,24389,12195,0,0,,,,,0,0,
169327,28,223904,7997,0,0,,28,223904,7997,0,0,,0,0,,0,0,
169363,5,83753,16751,1,10437,10437,6,94190,15698,0,0,,0,0,,0,0,
169424,,,,1,6626,6626,1,6626,6626,,,,0,0,,0,0,
169442,18,538646,29925,0,0,,18,538646,29925,0,0,,0,0,,0,0,
169479,145,1984673,13687,21,196827,9373,166,2181500,13142,37,101258,2737,5,8500,1700,42,109758,2613
169503,0,0,,,,,0,0,,0,0,,,,,0,0,
169521,81,241357,2980,,,,81,241357,2980,2,4350,2175,,,,2,4350,2175
169576,0,0,,,,,0,0,,0,0,,,,,0,0,
169655,232,3255581,14033,,,,232,3255581,14033,0,0,,,,,0,0,
169716,12,157037,13086,15,297743,19850,27,454780,16844,0,0,,0,0,,0,0,
169761,0,0,,,,,0,0,,0,0,,,,,0,0,
169798,187,2328894,12454,37,492147,13301,224,2821041,12594,63,106575,1692,2,3296,1648,65,109871,1690
169813,0,0,,,,,0,0,,0,0,,,,,0,0,
169910,148,1468428,9922,13,218710,16824,161,1687138,10479,57,202750,3557,4,14250,3563,61,217000,3557
169974,7,25470,3639,,,,7,25470,3639,0,0,,,,,0,0,
169983,21,481268,22918,9,87152,9684,30,568420,18947,0,0,,0,0,,0,0,
169992,20,74335,3717,,,,20,74335,3717,0,0,,,,,0,0,
170000,62,178242,2875,2,4185,2093,64,182427,2850,10,24250,2425,1,750,750,11,25000,2273
170037,15,121271,8085,4,37445,9361,19,158716,8353,4,13000,3250,1,3750,3750,5,16750,3350
170055,106,379166,3577,,,,106,379166,3577,12,27555,2296,,,,12,27555,2296
170082,220,4341579,19734,29,483236,16663,249,4824815,19377,46,173375,3769,2,4250,2125,48,177625,3701
170091,0,0,,,,,0,0,,0,0,,,,,0,0,
170240,56,198432,3543,,,,56,198432,3543,16,23382,1461,,,,16,23382,1461
170286,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
170301,15,427638,28509,,,,15,427638,28509,0,0,,,,,0,0,
170444,98,201492,2056,,,,98,201492,2056,7,9987,1427,,,,7,9987,1427
170532,5,78397,15679,,,,5,78397,15679,0,0,,,,,0,0,
170541,80,267038,3338,,,,80,267038,3338,12,20852,1738,,,,12,20852,1738
170550,58,174556,3010,,,,58,174556,3010,0,0,,,,,0,0,
170587,33,161533,4895,,,,33,161533,4895,0,0,,,,,0,0,
170611,2,12044,6022,,,,2,12044,6022,0,0,,,,,0,0,
170620,9,21212,2357,,,,9,21212,2357,0,0,,,,,0,0,
170639,22,273837,12447,,,,22,273837,12447,16,45550,2847,,,,16,45550,2847
170657,140,606421,4332,,,,140,606421,4332,13,17547,1350,,,,13,17547,1350
170675,16,252496,15781,4,39596,9899,20,292092,14605,0,0,,0,0,,0,0,
170736,0,0,,,,,0,0,,0,0,,,,,0,0,
170790,195,437967,2246,,,,195,437967,2246,24,23477,978,,,,24,23477,978
170806,18,402774,22376,4,61042,15261,22,463816,21083,0,0,,0,0,,0,0,
170967,2,42773,21387,0,0,,2,42773,21387,0,0,,0,0,,0,0,
170976,197,3101950,15746,181,6755865,37325,378,9857815,26079,8,30250,3781,6,10000,1667,14,40250,2875
171012,0,0,,,,,0,0,,0,0,,,,,0,0,
171100,274,3351586,12232,153,2323152,15184,427,5674738,13290,49,147280,3006,27,82250,3046,76,229530,3020
171128,58,861779,14858,15,133826,8922,73,995605,13638,0,0,,0,0,,0,0,
171137,46,582772,12669,24,231281,9637,70,814053,11629,3,10000,3333,3,6750,2250,6,16750,2792
171146,85,775801,9127,21,273282,13013,106,1049083,9897,18,67100,3728,2,4500,2250,20,71600,3580
171155,76,188488,2480,,,,76,188488,2480,3,8000,2667,,,,3,8000,2667
171225,25,45383,1815,,,,25,45383,1815,4,7009,1752,,,,4,7009,1752
171234,13,32133,2472,,,,13,32133,2472,0,0,,,,,0,0,
171304,33,166551,5047,,,,33,166551,5047,0,0,,,,,0,0,
171395,13,51967,3997,,,,13,51967,3997,0,0,,,,,0,0,
171456,105,1001182,9535,5,12871,2574,110,1014053,9219,53,180940,3414,2,6500,3250,55,187440,3408
171483,95,842271,8866,,,,95,842271,8866,7,11848,1693,,,,7,11848,1693
171492,56,409646,7315,19,232260,12224,75,641906,8559,63,275091,4367,3,8250,2750,66,283341,4293
171535,124,277363,2237,,,,124,277363,2237,31,76213,2458,,,,31,76213,2458
171571,151,1740447,11526,13,193073,14852,164,1933520,11790,4,7750,1938,0,0,,4,7750,1938
171599,10,217612,21761,1,4051,4051,11,221663,20151,0,0,,1,1500,1500,1,1500,1500
171775,0,0,,,,,0,0,,0,0,,,,,0,0,
171881,3,20092,6697,1,6200,6200,4,26292,6573,0,0,,0,0,,0,0,
171988,1,8825,8825,,,,1,8825,8825,0,0,,,,,0,0,
171997,0,0,,,,,0,0,,0,0,,,,,0,0,
172015,1,8225,8225,,,,1,8225,8225,0,0,,,,,0,0,
172033,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
172051,51,493346,9673,0,0,,51,493346,9673,8,15000,1875,0,0,,8,15000,1875
172200,99,222123,2244,,,,99,222123,2244,12,13232,1103,,,,12,13232,1103
172264,32,270826,8463,3,33149,11050,35,303975,8685,0,0,,0,0,,0,0,
172291,34,132097,3885,,,,34,132097,3885,0,0,,,,,0,0,
172307,16,57103,3569,,,,16,57103,3569,2,4900,2450,,,,2,4900,2450
172334,4,84843,21211,2,9133,4567,6,93976,15663,0,0,,0,0,,0,0,
172422,0,0,,,,,0,0,,0,0,,,,,0,0,
172440,5,90102,18020,,,,5,90102,18020,0,0,,,,,0,0,
172477,,,,24,290901,12121,24,290901,12121,,,,0,0,,0,0,
172495,0,0,,,,,0,0,,0,0,,,,,0,0,
172608,15,120086,8006,17,182110,10712,32,302196,9444,0,0,,3,3750,1250,3,3750,1250
172617,174,400355,2301,,,,174,400355,2301,0,0,,,,,0,0,
172635,69,129874,1882,,,,69,129874,1882,0,0,,,,,0,0,
172644,160,1516297,9477,43,508055,11815,203,2024352,9972,59,208357,3531,10,24009,2401,69,232366,3368
172671,10,23529,2353,,,,10,23529,2353,0,0,,,,,0,0,
172680,0,0,,,,,0,0,,0,0,,,,,0,0,
172699,237,3008576,12694,31,273052,8808,268,3281628,12245,57,224000,3930,6,15250,2542,63,239250,3798
172705,,,,6,30549,5092,6,30549,5092,,,,0,0,,0,0,
172866,28,594629,21237,,,,28,594629,21237,0,0,,,,,0,0,
172918,32,129495,4047,,,,32,129495,4047,0,0,,,,,0,0,
172954,34,148759,4375,,,,34,148759,4375,0,0,,,,,0,0,
172963,69,198316,2874,,,,69,198316,2874,0,0,,,,,0,0,
173045,14,244543,17467,20,220678,11034,34,465221,13683,1,4000,4000,1,3000,3000,2,7000,3500
173063,31,137435,4433,,,,31,137435,4433,0,0,,,,,0,0,
173115,12,31920,2660,,,,12,31920,2660,0,0,,,,,0,0,
173124,62,351194,5664,5,32777,6555,67,383971,5731,22,68250,3102,0,0,,22,68250,3102
173142,5,77361,15472,0,0,,5,77361,15472,0,0,,0,0,,0,0,
173160,38,941010,24763,24,359442,14977,62,1300452,20975,15,55000,3667,9,28875,3208,24,83875,3495
173203,28,145394,5193,,,,28,145394,5193,7,9825,1404,,,,7,9825,1404
173258,15,542863,36191,,,,15,542863,36191,0,0,,,,,0,0,
173300,9,184333,20481,0,0,,9,184333,20481,4,15750,3938,0,0,,4,15750,3938
173328,102,1363299,13366,36,218157,6060,138,1581456,11460,12,30500,2542,1,750,750,13,31250,2404
173416,46,222602,4839,,,,46,222602,4839,4,15345,3836,,,,4,15345,3836
173452,4,51509,12877,0,0,,4,51509,12877,4,15750,3938,0,0,,4,15750,3938
173461,89,948380,10656,,,,89,948380,10656,21,28577,1361,,,,21,28577,1361
173559,46,168520,3663,,,,46,168520,3663,0,0,,,,,0,0,
173638,18,83541,4641,,,,18,83541,4641,5,10693,2139,,,,5,10693,2139
173647,13,367551,28273,,,,13,367551,28273,2,9000,4500,,,,2,9000,4500
173665,24,508075,21170,17,142680,8393,41,650755,15872,2,8000,4000,1,2000,2000,3,10000,3333
173683,,,,4,65379,16345,4,65379,16345,,,,0,0,,0,0,
173708,67,247783,3698,,,,67,247783,3698,0,0,,,,,0,0,
173735,39,162662,4171,,,,39,162662,4171,0,0,,,,,0,0,
173744,9,104023,11558,,,,9,104023,11558,0,0,,,,,0,0,
173799,39,115395,2959,,,,39,115395,2959,0,0,,,,,0,0,
173896,,,,2,18777,9389,2,18777,9389,,,,0,0,,0,0,
173902,17,498305,29312,,,,17,498305,29312,0,0,,,,,0,0,
173911,38,137411,3616,,,,38,137411,3616,0,0,,,,,0,0,
173920,132,893855,6772,20,126442,6322,152,1020297,6712,59,182068,3086,1,1500,1500,60,183568,3059
173957,3,19093,6364,6,139462,23244,9,158555,17617,0,0,,0,0,,0,0,
174020,136,710540,5225,7,33514,4788,143,744054,5203,0,0,,0,0,,0,0,
174066,298,3559250,11944,136,3178410,23371,434,6737660,15525,7,17000,2429,4,10261,2565,11,27261,2478
174075,35,231719,6621,,,,35,231719,6621,14,41542,2967,,,,14,41542,2967
174127,7,175962,25137,0,0,,7,175962,25137,0,0,,0,0,,0,0,
174136,61,176787,2898,,,,61,176787,2898,1,1976,1976,,,,1,1976,1976
174154,17,217065,12769,0,0,,17,217065,12769,5,19750,3950,0,0,,5,19750,3950
174190,1,13818,13818,,,,1,13818,13818,0,0,,,,,0,0,
174233,89,949903,10673,10,149072,14907,99,1098975,11101,26,79750,3067,0,0,,26,79750,3067
174251,7,89665,12809,,,,7,89665,12809,0,0,,,,,0,0,
174321,5,32768,6554,,,,5,32768,6554,0,0,,,,,0,0,
174358,40,266812,6670,5,19021,3804,45,285833,6352,23,66250,2880,0,0,,23,66250,2880
174376,45,135440,3010,,,,45,135440,3010,13,21354,1643,,,,13,21354,1643
174428,85,246455,2899,,,,85,246455,2899,43,80922,1882,,,,43,80922,1882
174437,6,75995,12666,0,0,,6,75995,12666,0,0,,0,0,,0,0,
174473,33,130279,3948,,,,33,130279,3948,8,19673,2459,,,,8,19673,2459
174491,26,462230,17778,5,36373,7275,31,498603,16084,6,13500,2250,0,0,,6,13500,2250
174507,2,11097,5549,11,205178,18653,13,216275,16637,0,0,,0,0,,0,0,
174525,1,2975,2975,,,,1,2975,2975,0,0,,,,,0,0,
174570,17,72426,4260,,,,17,72426,4260,0,0,,,,,0,0,
174738,67,227566,3397,,,,67,227566,3397,0,0,,,,,0,0,
174747,6,197020,32837,0,0,,6,197020,32837,0,0,,0,0,,0,0,
174756,58,172135,2968,,,,58,172135,2968,7,13424,1918,,,,7,13424,1918
174783,112,761214,6797,12,90177,7515,124,851391,6866,51,164110,3218,5,14724,2945,56,178834,3193
174792,4,106265,26566,0,0,,4,106265,26566,0,0,,0,0,,0,0,
174817,9,47924,5325,47,298763,6357,56,346687,6191,2,3000,1500,12,44300,3692,14,47300,3379
174844,11,240372,21852,,,,11,240372,21852,0,0,,,,,0,0,
174862,17,166755,9809,10,85718,8572,27,252473,9351,4,11000,2750,3,9500,3167,7,20500,2929
174899,36,416968,11582,19,227992,12000,55,644960,11727,8,17800,2225,4,5000,1250,12,22800,1900
174914,57,1278441,22429,39,437356,11214,96,1715797,17873,14,50125,3580,2,2125,1063,16,52250,3266
174978,0,0,,,,,0,0,,0,0,,,,,0,0,
175005,34,461310,13568,18,260896,14494,52,722206,13889,0,0,,0,0,,0,0,
175014,69,859159,12452,0,0,,69,859159,12452,0,0,,0,0,,0,0,
175041,36,117491,3264,,,,36,117491,3264,12,24924,2077,,,,12,24924,2077
175078,17,95153,5597,1,11320,11320,18,106473,5915,0,0,,0,0,,0,0,
175120,0,0,,,,,0,0,,0,0,,,,,0,0,
175139,,,,2,12125,6063,2,12125,6063,,,,0,0,,0,0,
175227,96,1871579,19496,,,,96,1871579,19496,0,0,,,,,0,0,
175236,38,135760,3573,,,,38,135760,3573,8,16531,2066,,,,8,16531,2066
175263,25,74037,2961,,,,25,74037,2961,0,0,,,,,0,0,
175272,49,335805,6853,10,72042,7204,59,407847,6913,12,46000,3833,1,4500,4500,13,50500,3885
175281,,,,51,1159174,22729,51,1159174,22729,,,,0,0,,0,0,
175315,102,280311,2748,,,,102,280311,2748,0,0,,,,,0,0,
175342,18,61339,3408,1,2438,2438,19,63777,3357,5,6730,1346,0,0,,5,6730,1346
175421,58,621873,10722,50,328460,6569,108,950333,8799,12,26500,2208,17,32750,1926,29,59250,2043
175430,4,37293,9323,0,0,,4,37293,9323,0,0,,0,0,,0,0,
175494,7,90000,12857,,,,7,90000,12857,2,7200,3600,,,,2,7200,3600
175519,7,20418,2917,,,,7,20418,2917,0,0,,,,,0,0,
175573,20,48554,2428,,,,20,48554,2428,0,0,,,,,0,0,
175616,27,186717,6915,18,67414,3745,45,254131,5647,27,53330,1975,6,16750,2792,33,70080,2124
175643,8,19457,2432,,,,8,19457,2432,4,7390,1848,,,,4,7390,1848
175652,51,154651,3032,,,,51,154651,3032,8,23670,2959,,,,8,23670,2959
175698,0,0,,,,,0,0,,0,0,,,,,0,0,
175722,0,0,,,,,0,0,,0,0,,,,,0,0,
175786,139,327151,2354,,,,139,327151,2354,0,0,,,,,0,0,
175810,33,82259,2493,,,,33,82259,2493,7,13214,1888,,,,7,13214,1888
175829,40,94523,2363,,,,40,94523,2363,0,0,,,,,0,0,
175856,51,276670,5425,7,56828,8118,58,333498,5750,0,0,,0,0,,0,0,
175883,109,203818,1870,,,,109,203818,1870,3,3620,1207,,,,3,3620,1207
175935,37,129846,3509,,,,37,129846,3509,4,4890,1223,,,,4,4890,1223
175980,16,366316,22895,3,41424,13808,19,407740,21460,0,0,,0,0,,0,0,
176008,7,13762,1966,,,,7,13762,1966,0,0,,,,,0,0,
176017,283,2140830,7565,39,490765,12584,322,2631595,8173,24,87750,3656,2,4750,2375,26,92500,3558
176035,33,183096,5548,7,35686,5098,40,218782,5470,6,26750,4458,1,1500,1500,7,28250,4036
176044,7,29550,4221,0,0,,7,29550,4221,0,0,,0,0,,0,0,
176053,49,556224,11352,19,429286,22594,68,985510,14493,37,50537,1366,23,5061,220,60,55598,927
176062,0,0,,,,,0,0,,0,0,,,,,0,0,
176071,251,827569,3297,,,,251,827569,3297,104,149855,1441,,,,104,149855,1441
176080,412,3414490,8288,60,470123,7835,472,3884613,8230,196,843250,4302,39,74044,1899,235,917294,3903
176169,15,39271,2618,,,,15,39271,2618,0,0,,,,,0,0,
176178,48,103603,2158,,,,48,103603,2158,4,4505,1126,,,,4,4505,1126
176239,80,216295,2704,,,,80,216295,2704,6,6485,1081,,,,6,6485,1081
176318,0,0,,,,,0,0,,0,0,,,,,0,0,
176336,1,2768,2768,,,,1,2768,2768,0,0,,,,,0,0,
176354,15,46785,3119,,,,15,46785,3119,0,0,,,,,0,0,
176372,394,2645474,6714,67,346948,5178,461,2992422,6491,175,648067,3703,12,32250,2688,187,680317,3638
176406,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
176433,0,0,,,,,0,0,,0,0,,,,,0,0,
176451,0,0,,2,3936,1968,2,3936,1968,0,0,,0,0,,0,0,
176479,80,522229,6528,23,202319,8796,103,724548,7034,8,22250,2781,2,7841,3921,10,30091,3009
176628,17,230189,13541,0,0,,17,230189,13541,0,0,,0,0,,0,0,
176664,3,35365,11788,1,4350,4350,4,39715,9929,0,0,,0,0,,0,0,
176716,0,0,,,,,0,0,,0,0,,,,,0,0,
176770,13,87927,6764,2,8800,4400,15,96727,6448,0,0,,0,0,,0,0,
176789,6,19023,3171,5,13626,2725,11,32649,2968,2,6750,3375,0,0,,2,6750,3375
176798,3,19434,6478,,,,3,19434,6478,0,0,,,,,0,0,
176910,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
176947,0,0,,,,,0,0,,19,80459,4235,,,,19,80459,4235
176965,695,1300303,1871,105,154030,1467,800,1454333,1818,557,1216122,2183,65,74683,1149,622,1290805,2075
176983,1,1300,1300,,,,1,1300,1300,0,0,,,,,0,0,
177038,6,92012,15335,9,153637,17071,15,245649,16377,0,0,,0,0,,0,0,
177065,1098,6482949,5904,75,345646,4609,1173,6828595,5821,1734,3455480,1993,30,65250,2175,1764,3520730,1996
