UNITID,UGPO9_N,UGPO9_T,UGPO9_A,GPO9_N,GPO9_T,GPO9_A,PO9_N,PO9_T,PO9_A,UGDOD_N,UGDOD_T,UGDOD_A,GDOD_N,GDOD_T,GDOD_A,DOD_N,DOD_T,DOD_A
129543,20,69707,3485,,,,20,69707,3485,0,0,,,,,0,0,
129695,31,81445,2627,,,,31,81445,2627,0,0,,,,,0,0,
129729,12,15462,1289,,,,12,15462,1289,0,0,,,,,0,0,
129756,6,11520,1920,,,,6,11520,1920,0,0,,,,,0,0,
129774,6,168012,28002,,,,6,168012,28002,0,0,,,,,0,0,
129808,21,47782,2275,,,,21,47782,2275,0,0,,,,,0,0,
129923,29,260310,8976,,,,29,260310,8976,0,0,,,,,0,0,
129932,19,170401,8968,,,,19,170401,8968,0,0,,,,,0,0,
129941,110,2344550,21314,66,710591,10767,176,3055141,17359,1,750,750,6,15000,2500,7,15750,2250
130004,24,82540,3439,,,,24,82540,3439,0,0,,,,,0,0,
130040,1,3864,3864,,,,1,3864,3864,0,0,,,,,0,0,
130110,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
130174,72,980987,13625,,,,72,980987,13625,0,0,,,,,0,0,
130183,567,2383308,4203,117,389915,3333,684,2773223,4054,2651,6642789,2506,255,560661,2199,2906,7203450,2479
130217,15,51497,3433,,,,15,51497,3433,0,0,,,,,0,0,
130226,147,4735454,32214,41,776275,18934,188,5511729,29318,2,9000,4500,1,4500,4500,3,13500,4500
130253,46,1265781,27517,23,293741,12771,69,1559522,22602,0,0,,0,0,,0,0,
130314,4,64157,16039,1,12808,12808,5,76965,15393,0,0,,5,22367,4473,5,22367,4473
130396,72,214392,2978,,,,72,214392,2978,0,0,,,,,0,0,
130493,119,836905,7033,24,179094,7462,143,1015999,7105,1,1500,1500,0,0,,1,1500,1500
130509,2,23405,11703,,,,2,23405,11703,0,0,,,,,0,0,
130590,5,110611,22122,0,0,,5,110611,22122,0,0,,0,0,,0,0,
130606,31,88008,2839,,,,31,88008,2839,0,0,,,,,0,0,
130697,19,776614,40874,0,0,,19,776614,40874,0,0,,0,0,,0,0,
130776,76,673206,8858,9,91229,10137,85,764435,8993,0,0,,0,0,,0,0,
130794,23,638968,27781,68,2087510,30699,91,2726478,29961,0,0,,0,0,,0,0,
130837,0,0,,,,,0,0,,0,0,,,,,0,0,
130873,5,55079,11016,,,,5,55079,11016,0,0,,,,,0,0,
130907,160,405500,2534,,,,160,405500,2534,39,81533,2091,,,,39,81533,2091
130934,95,489038,5148,9,24701,2745,104,513739,4940,0,0,,0,0,,0,0,
130943,200,2751284,13756,40,614328,15358,240,3365612,14023,27,115113,4263,5,6000,1200,32,121113,3785
130989,8,67834,8479,2,11798,5899,10,79632,7963,1,3750,3750,0,0,,1,3750,3750
131061,4,31206,7802,,,,4,31206,7802,0,0,,,,,0,0,
131113,255,1228010,4816,109,407544,3739,364,1635554,4493,0,0,,8,19600,2450,8,19600,2450
131159,136,4403503,32379,316,6033951,19095,452,10437454,23092,1,1000,1000,43,144679,3365,44,145679,3311
131283,52,1720158,33080,53,1175228,22174,105,2895386,27575,0,0,,3,13180,4393,3,13180,4393
131399,38,201990,5316,15,110950,7397,53,312940,5905,0,0,,0,0,,0,0,
131450,9,80200,8911,3,38155,12718,12,118355,9863,0,0,,0,0,,0,0,
131469,286,6598300,23071,662,11453214,17301,948,18051514,19042,134,238062,1777,48,156250,3255,182,394312,2167
131496,60,1360411,22674,762,15392793,20201,822,16753204,20381,0,0,,38,74082,1950,38,74082,1950
131520,168,3835782,22832,62,1194737,19270,230,5030519,21872,0,0,,0,0,,0,0,
131803,17,76956,4527,2,12932,6466,19,89888,4731,1,2250,2250,0,0,,1,2250,2250
131830,4,26500,6625,,,,4,26500,6625,0,0,,,,,0,0,
131876,10,164054,16405,12,155737,12978,22,319791,14536,0,0,,0,0,,0,0,
131973,,,,27,124382,4607,27,124382,4607,,,,0,0,,0,0,
132374,29,64917,2239,,,,29,64917,2239,0,0,,,,,0,0,
132408,6,43775,7296,0,0,,6,43775,7296,0,0,,0,0,,0,0,
132471,156,1621109,10392,81,1217430,15030,237,2838539,11977,10,24750,2475,2,5500,2750,12,30250,2521
132602,33,382214,11582,2,28100,14050,35,410314,11723,3,12008,4003,0,0,,3,12008,4003
132657,40,868889,21722,11,220430,20039,51,1089319,21359,0,0,,0,0,,0,0,
132675,0,0,,,,,0,0,,0,0,,,,,0,0,
132693,340,780345,2295,,,,340,780345,2295,19,25594,1347,,,,19,25594,1347
132709,509,1224400,2406,,,,509,1224400,2406,111,150309,1354,,,,111,150309,1354
132842,1,6172,6172,5,25308,5062,6,31480,5247,0,0,,0,0,,0,0,
132851,274,314608,1148,,,,274,314608,1148,9,5911,657,,,,9,5911,657
132879,6,45757,7626,,,,6,45757,7626,0,0,,,,,0,0,
132903,987,4731248,4794,145,1043350,7196,1132,5774598,5101,87,147619,1697,87,259450,2982,174,407069,2339
132976,16,59955,3747,,,,16,59955,3747,0,0,,,,,0,0,
133021,29,35022,1208,,,,29,35022,1208,0,0,,,,,0,0,
133155,10,28276,2828,,,,10,28276,2828,0,0,,,,,0,0,
133386,319,698613,2190,,,,319,698613,2190,27,48371,1792,,,,27,48371,1792
133465,8,122048,15256,2,12122,6061,10,134170,13417,0,0,,0,0,,0,0,
133492,39,1171353,30035,,,,39,1171353,30035,0,0,,,,,0,0,
133508,188,420319,2236,,,,188,420319,2236,4,4293,1073,,,,4,4293,1073
133526,8,64535,8067,0,0,,8,64535,8067,0,0,,0,0,,0,0,
133553,587,16560276,28212,28,436892,15603,615,16997168,27638,31,81995,2645,0,0,,31,81995,2645
133650,111,522611,4708,21,168741,8035,132,691352,5238,7,13451,1922,2,6750,3375,9,20201,2245
133669,319,1508650,4729,63,557223,8845,382,2065873,5408,28,32885,1174,21,29597,1409,49,62482,1275
133702,2172,2191558,1009,,,,2172,2191558,1009,425,412319,970,,,,425,412319,970
133711,86,1291769,15021,0,0,,86,1291769,15021,0,0,,0,0,,0,0,
133809,3,49685,16562,,,,3,49685,16562,0,0,,,,,0,0,
133845,72,711307,9879,,,,72,711307,9879,0,0,,,,,0,0,
133854,10,89515,8952,,,,10,89515,8952,0,0,,,,,0,0,
133863,29,311087,10727,,,,29,311087,10727,0,0,,,,,0,0,
133872,36,321638,8934,6,112377,18730,42,434015,10334,0,0,,0,0,,0,0,
133881,145,3162794,21812,137,975758,7122,282,4138552,14676,4,17638,4410,346,978287,2827,350,995925,2846
133942,4,38560,9640,,,,4,38560,9640,0,0,,,,,0,0,
133951,364,2558323,7028,168,1926620,11468,532,4484943,8430,37,82710,2235,5,19098,3820,42,101808,2424
133960,109,266145,2442,,,,109,266145,2442,2,3300,1650,,,,2,3300,1650
133979,18,90270,5015,0,0,,18,90270,5015,0,0,,0,0,,0,0,
133997,10,107449,10745,,,,10,107449,10745,0,0,,,,,0,0,
134024,8,85600,10700,,,,8,85600,10700,0,0,,,,,0,0,
134079,65,1227326,18882,14,170110,12151,79,1397436,17689,0,0,,0,0,,0,0,
134097,393,2220859,5651,256,1853033,7238,649,4073892,6277,20,31385,1569,102,404737,3968,122,436122,3575
134130,273,1217139,4458,371,5358828,14444,644,6575967,10211,13,24977,1921,95,278831,2935,108,303808,2813
134228,2,19100,9550,,,,2,19100,9550,0,0,,,,,0,0,
134237,3444,48036136,13948,156,2009317,12880,3600,50045453,13902,116,292520,2522,3,6250,2083,119,298770,2511
134291,70,132006,1886,,,,70,132006,1886,0,0,,,,,0,0,
134307,14,17584,1256,,,,14,17584,1256,0,0,,,,,0,0,
134343,129,263542,2043,,,,129,263542,2043,47,36782,783,,,,47,36782,783
134422,0,0,,,,,0,0,,0,0,,,,,0,0,
134495,882,1888437,2141,,,,882,1888437,2141,205,243483,1188,,,,205,243483,1188
134510,2,11674,5837,0,0,,2,11674,5837,0,0,,0,0,,0,0,
134529,20,198757,9938,,,,20,198757,9938,0,0,,,,,0,0,
134574,13,155968,11998,,,,13,155968,11998,0,0,,,,,0,0,
134608,278,569248,2048,,,,278,569248,2048,25,37835,1513,,,,25,37835,1513
134714,3,20277,6759,,,,3,20277,6759,0,0,,,,,0,0,
134811,53,794751,14995,0,0,,53,794751,14995,0,0,,0,0,,0,0,
134945,244,5907400,24211,97,1282873,13225,341,7190273,21086,1,1500,1500,4,9300,2325,5,10800,2160
135081,2703,33440088,12371,145,1495014,10310,2848,34935102,12267,49,126465,2581,2,4500,2250,51,130965,2568
135142,0,0,,,,,0,0,,0,0,,,,,0,0,
135160,66,110197,1670,,,,66,110197,1670,5,6093,1219,,,,5,6093,1219
135179,46,117778,2560,,,,46,117778,2560,0,0,,,,,0,0,
135188,47,101963,2169,,,,47,101963,2169,1,374,374,,,,1,374,374
135267,2,9094,4547,,,,2,9094,4547,0,0,,,,,0,0,
135276,28,83514,2983,,,,28,83514,2983,0,0,,,,,0,0,
135294,4,994,249,,,,4,994,249,1,248,248,,,,1,248,248
135337,3,27015,9005,,,,3,27015,9005,0,0,,,,,0,0,
135364,10,62688,6269,12,47314,3943,22,110002,5000,0,0,,0,0,,0,0,
135391,229,394914,1725,,,,229,394914,1725,14,9979,713,,,,14,9979,713
135407,79,242851,3074,,,,79,242851,3074,0,0,,,,,0,0,
135522,9,18485,2054,,,,9,18485,2054,0,0,,,,,0,0,
135559,2,6000,3000,,,,2,6000,3000,1,3000,3000,,,,1,3000,3000
135610,5,50820,10164,2,29580,14790,7,80400,11486,0,0,,0,0,,0,0,
135647,8,14085,1761,,,,8,14085,1761,0,0,,,,,0,0,
135717,477,1172587,2458,,,,477,1172587,2458,163,127483,782,,,,163,127483,782
135726,138,4295632,31128,148,3504638,23680,286,7800270,27274,0,0,,0,0,,0,0,
135735,24,61168,2549,,,,24,61168,2549,0,0,,,,,0,0,
136109,7,122630,17519,,,,7,122630,17519,0,0,,,,,0,0,
136145,18,24413,1356,,,,18,24413,1356,0,0,,,,,0,0,
136172,513,2467803,4811,76,539600,7100,589,3007403,5106,24,59123,2463,3,3429,1143,27,62552,2317
136215,106,1977743,18658,199,2639789,13265,305,4617532,15139,4,11682,2921,6,16686,2781,10,28368,2837
136233,327,704215,2154,,,,327,704215,2154,195,145504,746,,,,195,145504,746
136303,2,4812,2406,,,,2,4812,2406,0,0,,,,,0,0,
136330,61,1175921,19277,11,112644,10240,72,1288565,17897,0,0,,0,0,,0,0,
136358,370,787872,2129,,,,370,787872,2129,93,186446,2005,,,,93,186446,2005
136400,448,553411,1235,,,,448,553411,1235,10,6741,674,,,,10,6741,674
136473,535,1014410,1896,,,,535,1014410,1896,92,72668,790,,,,92,72668,790
136491,48,121588,2533,,,,48,121588,2533,0,0,,,,,0,0,
136516,86,210367,2446,,,,86,210367,2446,7,4943,706,,,,7,4943,706
136659,22,46103,2096,,,,22,46103,2096,0,0,,,,,0,0,
136701,,,,1,6750,6750,1,6750,6750,,,,0,0,,0,0,
136765,0,0,,,,,0,0,,0,0,,,,,0,0,
136774,51,1587856,31134,,,,51,1587856,31134,0,0,,,,,0,0,
136826,26,82810,3185,,,,26,82810,3185,30,85995,2867,,,,30,85995,2867
136950,47,1322155,28131,20,369285,18464,67,1691440,25245,0,0,,0,0,,0,0,
137023,35,106674,3048,,,,35,106674,3048,0,0,,,,,0,0,
137032,973,5818876,5980,415,2650216,6386,1388,8469092,6102,1230,2995139,2435,128,276898,2163,1358,3272037,2409
137078,686,1538609,2243,,,,686,1538609,2243,361,1116674,3093,,,,361,1116674,3093
137087,48,107235,2234,,,,48,107235,2234,0,0,,,,,0,0,
137096,232,473349,2040,,,,232,473349,2040,64,96994,1516,,,,64,96994,1516
137120,51,185563,3638,,,,51,185563,3638,0,0,,,,,0,0,
137209,380,773939,2037,,,,380,773939,2037,27,39971,1480,,,,27,39971,1480
137245,81,185703,2293,,,,81,185703,2293,0,0,,,,,0,0,
137272,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
137281,165,364740,2211,,,,165,364740,2211,1,648,648,,,,1,648,648
137315,81,78818,973,,,,81,78818,973,0,0,,,,,0,0,
137351,907,4580815,5051,234,2087491,8921,1141,6668306,5844,28,52380,1871,24,63978,2666,52,116358,2238
137476,14,138802,9914,29,377664,13023,43,516466,12011,0,0,,0,0,,0,0,
137546,68,1347389,19815,39,937717,24044,107,2285106,21356,0,0,,0,0,,0,0,
137564,92,1182841,12857,17,136057,8003,109,1318898,12100,4,12434,3109,1,1000,1000,5,13434,2687
137591,8,90473,11309,,,,8,90473,11309,0,0,,,,,0,0,
137713,7,22935,3276,,,,7,22935,3276,2,5396,2698,,,,2,5396,2698
137759,113,226917,2008,,,,113,226917,2008,0,0,,,,,0,0,
137777,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
137801,63,597984,9492,,,,63,597984,9492,0,0,,,,,0,0,
137847,245,4413110,18013,49,733685,14973,294,5146795,17506,1,2000,2000,0,0,,1,2000,2000
137856,1,5422,5422,,,,1,5422,5422,0,0,,,,,0,0,
137865,8,13984,1748,,,,8,13984,1748,0,0,,,,,0,0,
137953,17,140484,8264,2,5225,2613,19,145709,7669,1,2750,2750,0,0,,1,2750,2750
137962,6,37285,6214,,,,6,37285,6214,0,0,,,,,0,0,
138187,745,1459442,1959,,,,745,1459442,1959,0,0,,,,,0,0,
138275,8,114874,14359,0,0,,8,114874,14359,0,0,,0,0,,0,0,
138284,18,50800,2822,,,,18,50800,2822,0,0,,,,,0,0,
138293,11,232561,21142,0,0,,11,232561,21142,0,0,,0,0,,0,0,
138309,240,3199717,13332,0,0,,240,3199717,13332,0,0,,0,0,,0,0,
138354,8,21276,2660,4,10883,2721,12,32159,2680,173,279707,1617,98,302779,3090,271,582486,2149
138372,2,8389,4195,,,,2,8389,4195,0,0,,,,,0,0,
138479,96,229961,2395,,,,96,229961,2395,0,0,,,,,0,0,
138488,0,0,,,,,0,0,,0,0,,,,,0,0,
138497,33,21046,638,,,,33,21046,638,0,0,,,,,0,0,
138558,82,115486,1408,,,,82,115486,1408,0,0,,,,,0,0,
138600,8,250934,31367,1,9823,9823,9,260757,28973,0,0,,0,0,,0,0,
138655,63,620072,9842,,,,63,620072,9842,0,0,,,,,0,0,
138664,8,75611,9451,,,,8,75611,9451,0,0,,,,,0,0,
138682,60,118742,1979,,,,60,118742,1979,0,0,,,,,0,0,
138716,100,410603,4106,0,0,,100,410603,4106,12,31701,2642,7,18689,2670,19,50390,2652
138761,4,53944,13486,,,,4,53944,13486,0,0,,,,,0,0,
138813,94,1444895,15371,,,,94,1444895,15371,0,0,,,,,0,0,
138822,22,266454,12112,,,,22,266454,12112,0,0,,,,,0,0,
138840,149,317089,2128,,,,149,317089,2128,0,0,,,,,0,0,
138868,14,90861,6490,0,0,,14,90861,6490,0,0,,0,0,,0,0,
138901,78,215709,2766,,,,78,215709,2766,0,0,,,,,0,0,
138929,,,,13,275262,21174,13,275262,21174,,,,0,0,,0,0,
138938,24,246827,10284,,,,24,246827,10284,0,0,,,,,0,0,
138947,69,1467044,21262,7,57436,8205,76,1524480,20059,0,0,,0,0,,0,0,
138956,0,0,,,,,0,0,,0,0,,,,,0,0,
139144,30,774227,25808,0,0,,30,774227,25808,0,0,,0,0,,0,0,
139153,3,16418,5473,0,0,,3,16418,5473,0,0,,0,0,,0,0,
139199,19,227967,11998,25,215284,8611,44,443251,10074,7,19250,2750,22,49000,2227,29,68250,2353
139205,15,204863,13658,,,,15,204863,13658,0,0,,,,,0,0,
139250,80,222881,2786,,,,80,222881,2786,9,9734,1082,,,,9,9734,1082
139278,99,155160,1567,,,,99,155160,1567,0,0,,,,,0,0,
139311,169,760591,4501,17,86611,5095,186,847202,4555,21,37398,1781,4,10000,2500,25,47398,1896
139348,,,,1,12895,12895,1,12895,12895,,,,0,0,,0,0,
139357,41,66017,1610,,,,41,66017,1610,0,0,,,,,0,0,
139366,343,1498071,4368,39,167111,4285,382,1665182,4359,139,181484,1306,52,77639,1493,191,259123,1357
139384,67,128805,1922,,,,67,128805,1922,0,0,,,,,0,0,
139393,18,454874,25271,0,0,,18,454874,25271,0,0,,0,0,,0,0,
139463,40,96218,2405,,,,40,96218,2405,0,0,,,,,0,0,
139506,0,0,,,,,0,0,,0,0,,,,,0,0,
139579,40,346400,8660,17,188019,11060,57,534419,9376,0,0,,0,0,,0,0,
139621,29,84898,2928,,,,29,84898,2928,0,0,,,,,0,0,
139630,8,136389,17049,0,0,,8,136389,17049,0,0,,0,0,,0,0,
139658,43,1300804,30251,116,2476660,21351,159,3777464,23758,0,0,,0,0,,0,0,
139700,142,214144,1508,,,,142,214144,1508,10,7837,784,,,,10,7837,784
139719,6,12496,2083,1,2522,2522,7,15018,2145,24,70712,2946,5,21051,4210,29,91763,3164
139746,1,5640,5640,,,,1,5640,5640,0,0,,,,,0,0,
139755,150,1333395,8889,160,1463839,9149,310,2797234,9023,6,15120,2520,198,572801,2893,204,587921,2882
139764,7,42172,6025,4,14475,3619,11,56647,5150,3,8094,2698,0,0,,3,8094,2698
139861,31,146035,4711,8,57288,7161,39,203323,5213,0,0,,14,44890,3206,14,44890,3206
139931,792,3474936,4388,60,323580,5393,852,3798516,4458,111,166165,1497,3,9208,3069,114,175373,1538
