UNITID,F1A01,F1A31,F1A04,F1A05,F1A06,F1A19,F1A07,F1A08,F1A09,F1A10,F1A11,F1A12,F1A13,F1A20,F1A14,F1A15,F1A16,F1A17,F1A18,F1A214,F1A224,F1A234,F1A324,F1A274,F1A27T4,F1A284,F1A334,F1A344,F1D01,F1D02,F1D03,F1D04,F1D05,F1D06,F1B01,F1B02,F1B03,F1B04,F1B04A,F1B04B,F1B05,F1B06,F1B26,F1B07,F1B08,F1B09,F1B10,F1B11,F1B12,F1B13,F1B14,F1B15,F1B16,F1B17,F1B18,F1B19,F1B27,F1B20,F1B21,F1B22,F1B23,F1B24,F1B25,F1C011,F1C012,F1C021,F1C022,F1C031,F1C032,F1C051,F1C052,F1C061,F1C062,F1C071,F1C072,F1C101,F1C111,F1C112,F1C121,F1C122,F1C131,F1C132,F1C141,F1C142,F1C191,F1C192,F1C193,F1C19OM,F1C19DP,F1C19IN,F1C19OT,F1MHP,F1M01,F1M02,F1M03,F1M04,F1MHOP,F1M05,F1M06,F1M07,F1M08,F1E01,F1E02,F1E03,F1E04,F1E05,F1E06,F1E07,F1E08,F1E09,F1E10,F1E11,F1E12,F1E121,F1E122,F1E13,F1E131,F1E132,F1E14,F1E141,F1E142,F1E15,F1E151,F1E152,F1E16,F1E161,F1E162,F1E17,F1E171,F1E172,F1FHA,F1H01,F1H02,F1H03,F1H03A,F1H03B,F1H03C,F1H03D,F1N01,F1N02,F1N03,F1N04,F1N05,F1N06,F1N07
101028,8127332,16659085,0,16659085,24786417,5188448,0,3786409,3786409,5855000,16552550,22407550,26193959,3212647,10804085,19698,30000,-10285524,568259,306000,1522062,22658314,4232730,0,28719106,12107821,47800,0,18472615,18530162,-57547,1072739,-446933,568259,1394287,3917601,1624376,3750,3750,0,0,,0,,548666,7488680,0,7462234,0,3521553,0,0,0,148,0,10983935,18472615,0,0,0,0,0,18472615,6367128,4365584,0,0,0,0,743971,506594,1989296,1253015,3640931,1080452,3787275,0,0,,,,,2001561,256893,18530162,7462538,2511025,2157474,773597,0,5625528,1,1371000,11678000,278213,3158264,1,142034,4583983,2934434,2030184,3339674,1540791,1048486,3750,0,716325,6649026,2861751,0,2861751,3787275,2061151,2061151,0,76454,76454,0,0,0,0,0,0,0,0,0,0,724146,724146,0,1,49698,49698,0,0,0,0,0,-11038635,18472615,-57547,568260,19698,5855000,18527315
101143,25834999,24830811,0,24830811,50665810,5868074,0,2661002,2661002,4480000,20147728,24627728,27288730,4962355,20350811,0,17221,3914767,24282799,857453,2673351,28167908,11275531,5786543,48760786,23929976,0,0,30710929,24517679,6193250,18146533,-56984,24282799,4969796,3239374,5223938,17500,17500,0,37955,,0,,535,13489098,0,10064653,0,6075959,175912,0,394166,48892,462249,17221831,30710929,0,0,0,0,0,30710929,8650174,5538678,0,0,1048415,93967,852820,525542,2676918,1406164,4233098,1323130,5874712,0,0,,,,,1181542,1,24517679,8887482,2438321,5854434,1139649,85853,6111940,1,985713,13946000,684000,3200722,1,-280699,5416048,4278355,2576796,3993444,835239,959525,0,0,2783652,8571860,2697148,0,2697148,5874712,2697148,2697148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17187,17221,34,0,0,0,34,6407290,30662017,6136266,24282799,25834999,24830811,24517680
101161,57822300,57958217,5445435,63403652,121225952,16562179,1079233,15292815,16372048,14482113,60347945,74830058,91202106,14995337,43805217,0,966365,-13180894,31590688,2405754,11279765,91894582,15333197,2811331,123724629,65766411,0,0,83215318,81233311,1982007,22032011,7576670,31590688,10863592,15130613,3656998,44288,44288,0,285489,,0,,424917,30405897,0,29421999,2399756,11725621,0,0,2000,83220,9176825,52809421,83215318,0,0,0,0,0,83215318,26996056,18953124,0,0,7277,0,4979166,1517773,7038355,3835366,9345607,3456798,14830327,1691895,256042,,,,,16344628,0,81233311,28019103,8129484,8492853,4016012,407189,32168670,1,4190569,43338941,2553196,9972476,1,1581144,15956686,12442141,6528584,11725621,7807534,2113247,0,0,7467733,29114135,13027903,1255905,14283808,14830327,11875990,10682880,1193110,714190,651395,62795,1693628,1693628,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,1982007,83215318,9558679,31590688,1079233,15561346,81233311
101240,42998793,59393755,6670804,66064559,109063352,14640974,1701848,7178115,8879963,25698719,54693083,80391802,89271765,15841386,33643536,2561217,2007771,-19621349,18591175,1316808,3004112,80534424,17961446,1239778,104056568,56088952,1610936,11132011,64275669,55233220,9042449,9403451,145275,18591175,6629580,15115152,1585877,118591,64748,53843,410586,,60522,,44281,23964589,0,23937153,893871,14143521,0,0,209,192073,875253,40042080,64006669,0,269000,0,0,269000,64275669,17606294,12315705,0,0,62476,40001,2919545,1684695,5950152,3695144,13129310,3907642,7625253,389509,133045,,,,,7550681,1445359,55233220,23221591,6036134,4523235,3349887,1179683,16922690,1,3027447,38293337,2340315,7735824,1,1732710,15839219,12086071,6606949,9575438,5129652,689554,0,64911,1938581,17398136,9619143,153740,9772883,7625253,5386720,5386720,0,3751466,3751466,0,384766,384766,0,0,0,0,32643,32643,0,217288,63548,153740,1,3610956,4191039,580083,0,580083,0,0,8773450,64006669,9048450,18591174,16583403,25698719,55233220
101286,39181031,38444804,966373,39411177,78592208,12554491,647000,4801767,5448767,5811000,44706785,50517785,55966552,10114462,32829621,1277854,162756,-9204546,25065685,842817,4248921,55024084,13432400,1399589,74947811,35660189,0,0,50651791,49882521,769270,24296415,0,25065685,7402708,9617368,1618024,14021,0,14021,904954,,2556,,0,19559631,0,18391178,0,12337150,0,0,164330,119735,79767,31092160,50651791,0,0,0,0,0,50651791,18269894,12117944,0,0,0,0,1842061,1285910,4015218,2524669,5328364,2709343,10040435,1279318,90285,,,,,9107231,0,49882521,18728151,6201796,2743564,6146095,176079,15886836,1,3342507,31704000,1262000,7326000,2,,,,,8437671,4132211,378002,0,0,4615904,17563788,7064789,458564,7523353,10040435,5882769,5424205,458564,0,0,0,0,0,0,0,0,0,0,0,0,1640584,1640584,0,1,167860,162756,-5104,0,0,0,-5104,997452,50651791,769271,25065685,39304587,6458000,49882521
101295,25607639,110292805,9412207,119705012,145312651,13432695,1475173,9425175,10900348,29099787,45798802,74898589,85798937,11129791,79205854,0,0,-17389236,61816618,2659147,10223767,136919124,33479095,3783992,187065125,78352902,1580582,0,58489095,53281453,5207642,56550735,58241,61816618,11745403,3702665,1055732,26256,0,26256,1183695,,38924,,178268,17930943,0,21026564,0,18868233,0,0,53460,0,609895,40558152,58489095,0,0,0,0,0,58489095,24645965,10749919,0,0,11107,9701,3816496,1644391,6063586,2744051,7115140,2949081,9205720,2117839,446911,,,,,305600,0,53281453,18544054,5970638,4687300,4915202,705662,18458597,1,972753,31705000,1413000,7081866,1,-1104321,13534929,9716791,5779314,9341797,262952,452189,0,0,6475182,16532120,6926379,400021,7326400,9205720,4176048,3948036,228012,146528,138528,8000,219792,207791,12001,0,0,0,0,0,0,2784032,2632024,152008,2,,,,,,,,5207642,58489095,5265883,61816619,0,30574960,53281453
101301,9536849,25829228,0,25829228,35366077,5963225,49455,2809208,2858663,12831,21970024,21982855,24841518,5396940,25766942,1151563,0,-15827661,11090844,405819,2421343,40452544,6884415,0,50164121,26729558,0,2394664,21609138,22958516,-1349378,11857549,582673,11090844,1924420,1071040,2130713,124701,124701,0,0,,95118,,126000,5471992,0,9185705,0,6275788,0,0,0,4418,671235,16137146,21609138,0,0,0,0,0,21609138,5246060,4386929,0,0,91439,87451,872199,781739,3283550,2140357,2948148,1641621,4302176,0,0,,,,,6214944,311183,22958516,9349280,2903458,2101436,1609109,9462,6985771,1,1307623,14927587,867131,3392584,1,359894,6311455,4529809,2561641,3410334,126000,2658845,0,0,707891,6903070,2600894,0,2600894,4302176,1381421,1381421,0,176275,176275,0,618901,618901,0,0,0,0,0,0,0,424297,424297,0,2,,,,,,,,-1349378,21609138,766705,11090845,9536849,62286,24841517
101462,8910367,8923976,184782,9108758,18019125,3479800,225000,1571559,1796559,224000,11507685,11731685,13528244,3413224,8648925,0,0,-4091468,4557457,172921,1155309,11017271,5489984,189416,18024901,8926976,0,0,16188842,12619195,3569647,956031,31779,4557457,1162688,5262251,612137,8851,0,8851,55821,,38306,,45023,7185077,0,5739992,0,2121365,0,0,65010,2259,1075139,9003765,16188842,0,0,0,0,0,16188842,3543888,2310455,0,0,0,0,1029635,646743,1267795,851879,2924524,1106009,1445121,19637,0,,,,,2388595,0,12619195,4915086,1284137,1369961,728583,14033,4307395,1,564802,8042000,825000,2209802,1,-312589,3160822,2588224,1269998,2074210,45212,612136,0,373948,77719,3183225,1738104,0,1738104,1445121,1738104,1738104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,3569647,16188842,-31777,4557457,0,0,12619194
101471,10832209,4127554,0,4127554,14959763,6302718,0,1825648,1825648,0,19360889,19360889,21186537,4801178,4127554,0,0,-8852788,-4725234,10000,233506,5229905,5865727,446396,11785534,7657980,0,0,15830083,13883392,1946691,-6539031,-132894,-4725234,13832,2753102,3663503,150866,0,150866,0,,10428,,91961,6683692,0,8613323,0,495905,0,0,0,14523,22640,9146391,15830083,0,0,0,0,0,15830083,5341578,4220972,0,0,0,0,1281227,1070850,1941083,1394074,1859768,915126,0,0,0,,,,,3459736,0,13883392,7601022,2396427,1238542,550293,0,2097108,1,913144,12673801,931141,2793200,1,821150,6294970,3870037,3509518,495905,0,0,0,0,1458071,1953976,1953976,0,1953976,0,494905,494905,0,0,0,0,0,0,0,0,0,0,0,0,0,1459071,1459071,0,2,,,,,,,,1946691,15830083,1587756,12741998,8614443,0,13748618
101480,92186231,260437527,16035257,276472784,368659015,53773705,22107375,51236832,73344207,96924197,149446667,246370864,319715071,33897614,179296577,16130274,962905,-127569721,68820035,7219739,17487921,299122211,21878204,64334034,410042109,160706868,0,0,166753080,168155651,-1402571,70223000,-394,68820035,51510319,1899373,4318471,2083934,2083934,0,20196388,0,0,0,5600335,85608820,0,43764287,0,32840974,0,0,0,1078836,571681,78255778,163864598,2888482,0,0,0,2888482,166753080,58707614,37208445,386541,141900,2273206,1110091,9755865,5371144,21445760,9909528,27439571,9309806,21435050,15866223,1313599,0,0,0,0,10845821,0,168155651,64364513,22502218,18994473,8545003,3659542,50089902,1,12123629,101985000,2442000,26965735,1,-1277914,45042424,31455614,22283832,17222004,11871683,0,0,0,30281145,59374832,37939782,0,37939782,21435050,17222004,17222004,0,11930790,11930790,0,52000,52000,0,0,0,0,0,0,0,8734988,8734988,0,1,13976189,15173146,1196957,0,0,0,1196957,1498195,172077197,1498195,113169413,-26652374,151571100,176418312
101505,43504942,57863145,38957728,96820873,140325815,17759647,2316393,13406360,15722753,15601757,60148564,75750321,91473074,12589983,49018171,3274915,1373505,355814,54022405,9143715,488647,89419323,14576096,428152,114055933,47049072,0,0,70229122,66068565,4160557,49861847,1,54022405,16682014,2460217,3109386,401473,208755,192718,154805,,0,,431376,23239271,0,25184130,50000,21456048,0,0,38918,260755,0,46989851,70229122,0,0,0,0,0,70229122,27930704,18469494,0,0,8591,2479,2194556,438835,6319207,4034165,11488616,5361390,12841419,0,0,,,,,5285472,0,66068565,28306363,8884764,6129438,2773810,444155,19530035,1,4848860,42391000,1283000,10191756,1,436613,16346596,11236444,7567891,11249043,9034023,1012129,16984,85394,2675154,24072727,11231308,0,11231308,12841419,7916572,7916572,0,32611,32611,0,601081,601081,0,0,0,0,5890,5890,0,2675154,2675154,0,1,1388586,1384755,-3831,0,3816,-7646,-1,4160557,70229122,4160557,54022405,3630728,17918150,66068565
101514,70046021,119180513,0,119180513,189226534,20664765,3592239,15752316,19344555,24000428,65378573,89379001,108723556,13179058,101922491,1359516,0,-15293322,87988685,4380954,11588373,129033486,24538957,11173108,180714878,61534365,0,0,83668643,79412973,4255670,83733017,-2,87988685,20541572,1723825,2979997,181382,181382,0,316870,,124268,,46232,25914146,0,30545242,0,26537101,0,0,81349,46950,408,57211050,83125196,0,543446,0,1,543447,83668643,26968583,16983367,0,0,0,0,5412661,3055273,6374466,3595786,14523978,5460926,15680311,0,0,,,,,10452974,0,79412973,29095352,10216993,6210252,6162137,977615,26750624,1,5430378,45842000,1199000,11831000,1,2811928,17925255,11980058,8599508,10182647,9939806,1063788,0,0,3538901,24725142,9044831,0,9044831,15680311,3724966,3724966,0,3636131,3636131,0,389150,389150,0,0,0,0,0,0,0,1294584,1294584,0,1,7643394,9059221,1415827,185436,1400852,-170461,0,3712223,83125196,4255669,144504490,41222483,1292050,79412973
101569,14960949,53102665,3585883,56688548,71649497,10389629,480000,4670553,5150553,3160000,39787076,42947076,48097629,27859855,30654078,1274269,0,-25846705,6081642,2628595,7225147,72317256,7513681,0,89684679,36582014,0,0,52466766,48688940,3777826,2080507,223309,6081642,3123509,11157690,1336308,159058,78942,80116,495083,,0,,395235,16666883,0,15740091,0,19096491,0,0,0,190706,772595,35799883,52466766,0,0,0,0,0,52466766,14064600,8470313,0,0,0,0,2647588,1647021,3637661,2232389,9131880,2141579,12866541,271340,0,,,,,6069330,0,48688940,14491302,4942338,15730053,2303035,105217,11116995,1,1188000,26884000,779000,5855000,1,-889695,10758177,8050517,4506121,8572187,10524304,396500,45000,0,1416336,20954327,8087786,0,8087786,12866541,6449336,6449336,0,442763,442763,0,30000,30000,0,0,0,0,0,0,0,1165687,1165687,0,1,586222,586400,178,0,178,0,0,-32022058,52466766,3777825,6081642,1274269,3160000,48688940
101587,57810400,55004075,1864659,56868734,114679134,30921384,1880161,53313348,55193509,52875784,2317725,55193509,110387018,15589717,20174671,428978,36233551,-37213417,19623783,492526,0,84849284,8289589,344297,93975696,38627323,0,0,92404823,85598085,6806738,-22982073,35799118,19623783,43677673,12119330,499131,0,0,0,4216432,0,0,0,2425645,62938211,0,21816356,0,6410357,0,0,0,7903,1231996,29466612,92404823,0,0,0,0,0,92404823,36775198,15668291,512075,154929,2812546,0,6677932,1776896,9320458,3387856,13108406,3287054,207770,3425932,489509,0,0,0,0,12757768,2197939,85598085,26962474,14747741,21334,2845004,2331119,38690413,1,1671462,44439000,1462000,9911094,1,902375,23090211,14127717,20479768,6410357,7119330,499131,0,0,358336,14387154,12439359,1740025,14179384,207770,6041129,5454620,586509,486551,454109,32442,64061,60082,3979,0,0,0,92957,66461,26496,7494686,6404087,1090599,1,428958,428978,20,0,20,0,0,6813783,92404823,7352171,-22982073,-36233551,54755946,85598085
101602,13001688,13262598,986232,14248830,27250518,5222958,283313,3847148,4130461,3364426,19819820,23184246,27314707,4949446,10612237,341468,0,-10744382,209323,530892,1790723,21364338,6007673,278746,29972372,15900135,0,0,21022242,19508612,1513630,-1304307,0,209323,1981221,1418204,1187270,40000,40000,0,366290,,2273,,116633,5111891,0,8446812,298876,7148195,0,0,0,991,15477,15910351,21022242,0,0,0,0,0,21022242,7215520,4750753,0,0,0,0,2498695,945045,1668953,1047569,2975585,1248668,2389691,617786,113233,,,,,2142382,0,19508612,8105268,2416260,1570115,1129226,189195,6098548,1,1227671,13848007,779662,2870219,1,-287762,5537928,4169784,2352739,3610600,1783799,596381,20000,949718,0,6960498,4225215,345592,4570807,2389691,2886573,2611032,275541,81873,63047,18826,632643,599251,33392,20000,20000,0,0,0,0,949718,931885,17833,2,,,,,,,,1513630,21022242,1513630,209323,-17784166,3647740,19508612
101648,8287480,18522344,-10,18522334,26809814,4689254,34107,1540549,1574656,1044497,15827981,16872478,18447134,4252615,17342382,0,0,-8543063,8799319,612160,2874773,21054202,4075297,155564,28771996,10249652,0,0,19108040,17889948,1218092,7581237,-10,8799319,1120046,325267,0,49950,49950,0,2633426,,0,,0,4128689,0,8994438,0,3449380,1675912,0,669235,5620,184766,14979351,19108040,0,0,0,0,0,19108040,1722907,1259671,0,0,0,0,1038700,554905,3490559,2232873,2450535,1134965,1264631,2431685,219287,,,,,5490931,0,17889948,5401701,1897560,3327596,746677,59832,6456582,1,1011500,10139000,435000,2343052,1,-231941,5085974,3817615,2346202,792046,501751,0,0,0,2481095,3774892,2510261,0,2510261,1264631,638636,638636,0,0,0,0,0,0,0,0,0,0,0,0,0,1871625,1871625,0,1,3592219,6303812,2711593,1874846,836747,0,0,1218092,19108040,1218092,8799329,8287480,1080082,17889948
