UNITID,F1A01,F1A31,F1A04,F1A05,F1A06,F1A19,F1A07,F1A08,F1A09,F1A10,F1A11,F1A12,F1A13,F1A20,F1A14,F1A15,F1A16,F1A17,F1A18,F1A214,F1A224,F1A234,F1A324,F1A274,F1A27T4,F1A284,F1A334,F1A344,F1D01,F1D02,F1D03,F1D04,F1D05,F1D06,F1B01,F1B02,F1B03,F1B04,F1B04A,F1B04B,F1B05,F1B06,F1B26,F1B07,F1B08,F1B09,F1B10,F1B11,F1B12,F1B13,F1B14,F1B15,F1B16,F1B17,F1B18,F1B19,F1B27,F1B20,F1B21,F1B22,F1B23,F1B24,F1B25,F1C011,F1C012,F1C021,F1C022,F1C031,F1C032,F1C051,F1C052,F1C061,F1C062,F1C071,F1C072,F1C101,F1C111,F1C112,F1C121,F1C122,F1C131,F1C132,F1C141,F1C142,F1C191,F1C192,F1C193,F1C19OM,F1C19DP,F1C19IN,F1C19OT,F1MHP,F1M01,F1M02,F1M03,F1M04,F1MHOP,F1M05,F1M06,F1M07,F1M08,F1E01,F1E02,F1E03,F1E04,F1E05,F1E06,F1E07,F1E08,F1E09,F1E10,F1E11,F1E12,F1E121,F1E122,F1E13,F1E131,F1E132,F1E14,F1E141,F1E142,F1E15,F1E151,F1E152,F1E16,F1E161,F1E162,F1E17,F1E171,F1E172,F1FHA,F1H01,F1H02,F1H03,F1H03A,F1H03B,F1H03C,F1H03D,F1N01,F1N02,F1N03,F1N04,F1N05,F1N06,F1N07
118718,35997761,93695381,16291452,109986833,145984594,25400132,3247130,14684673,17931803,31666340,138350387,170016727,187948530,1175190,68183425,11741945,0,-97664364,-17738994,1333366,16547643,135568979,25127873,4283338,182861199,83549114,0,0,125852208,122986051,2866157,-20878240,273089,-17738994,4014896,1568190,16776045,1174723,1174723,0,471414,,0,,0,24005268,0,52385381,14850763,23330117,6846026,0,0,203859,92372,97708518,121713786,3944988,193434,0,0,4138422,125852208,39237647,23365647,0,0,0,0,8633808,5105415,13120312,8152996,11420937,5605559,23408715,2995142,1618456,,,,,24169490,2391782,122986051,46239855,34039476,1965114,4272013,1192735,35276858,1,15104746,76461489,1175190,18510868,1,4511407,58030395,0,5949955,14168221,4051450,5189044,0,6468601,0,29877316,6468601,0,6468601,23408715,0,0,0,0,0,0,6468601,6468601,0,0,0,0,0,0,0,0,0,0,1,7776722,9967786,2191064,1981048,1122495,-945764,33285,-1272265,98152083,2866157,-17738994,11741945,35794305,99424348
118772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4530337,1688386,10760098,1087873,1087873,0,0,,0,,0,18066694,0,11765616,23913392,3046100,1467579,0,0,8573017,8191773,56957477,75024171,0,0,0,0,0,75024171,14283691,10113046,0,0,0,0,4824977,2965560,6632067,4139572,2046006,1005379,4987290,0,0,,,,,1905882,590311,34679913,18813868,7834058,1494935,0,0,6537052,2,,,,,2,,,,,3046100,221500,1719690,0,1737788,0,6725078,1737788,0,1737788,4987290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737788,1737788,0,2,,,,,,,,,,,,,,
118912,374366230,148297730,48552434,196850164,571216394,32523150,15051370,31379935,46431305,330078636,142982241,473060877,519492182,6773228,104583075,59000980,0,-86109921,77474134,5366281,8234295,216657860,24450016,43186153,297894605,101044441,0,0,204875638,198160495,6715143,64799989,5959002,77474134,9049034,10961841,18133578,46711,46711,0,85403,0,0,0,3465,38280032,0,5718097,134476190,15295783,4318289,0,0,147587,6639660,166595606,204875638,0,0,0,0,0,204875638,49264458,42270483,0,0,5158899,2977606,13968265,10729663,20397670,15832304,25862809,13152168,18259787,3996722,2605873,0,0,0,0,61251885,1770008,198160495,89338105,47303212,10809568,5293133,7953655,37462822,1,24102012,142343917,4996424,31091007,1,295971,638324,1776804,1432143,12171922,2443936,2160970,0,0,7493780,24270608,6010821,0,6010821,18259787,0,0,0,0,0,0,6010821,6010821,0,0,0,0,0,0,0,0,0,0,1,13449963,16563496,3113533,61011,3755317,-702795,0,-151926808,190206840,6715143,70060923,374366230,346640764,205573706
118930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011370,0,0,0,0,0,466250,,0,,0,5477620,0,0,87092915,9673884,14674756,3140488,0,-10299766,2395711,106677988,112155608,3597433,0,0,0,3597433,115753041,41648399,23733791,0,0,2540782,1447892,10260173,5846871,15140526,8627993,14453094,10950228,0,1889511,1076758,,,,,7625989,0,93558474,51683533,16509544,6579227,8383882,10402288,0,1,11839195,73040667,1258309,18808434,1,-4213206,-9627336,465212,0,4050721,1460514,874089,369832,0,0,6755156,1823422,4931734,6755156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6755156,1823422,4931734,2,,,,,,,,,,,,,,
118976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6132362,4730879,24229511,5110363,5110363,0,339987,0,0,0,688931,41232033,0,0,0,33699442,3208844,0,0,40983,5351,36954620,78186653,0,0,0,0,0,78186653,49603760,33815905,0,0,885386,603733,17375536,7805056,21624831,11512262,6145750,2322750,4249006,958917,663694,0,0,0,0,32049237,847,132892423,56724247,21992290,0,0,0,54175886,1,16241513,86373600,2420340,19568401,1,-4801282,153849,4178894,767898,20704210,8702394,17226519,0,0,136781,46769904,9662898,32858000,42520898,4249006,20286923,0,20286923,8859365,0,8859365,3460878,0,3460878,0,0,0,0,0,0,9913732,9662898,250834,1,7465935,7507021,41086,41086,0,0,0,,,,,,,
119067,50513441,131751535,12154947,143906482,194419923,22806056,8714375,11693716,20408091,115131358,54780462,169911820,190319911,3380157,45686803,12372959,0,-34533851,23525911,39095917,0,161105209,8927844,2254947,211383917,67477435,0,0,82528051,79977905,2550146,19398492,1577273,23525911,3590413,5422916,13331756,134964,134964,0,0,,0,,0,22480049,0,12638079,0,6657844,799544,0,0,370850,35636987,56103304,78583353,0,0,0,3944698,3944698,82528051,25196580,21597676,0,0,0,0,3704521,3281672,6620037,6052106,25230485,10393426,11047801,0,0,,,,,8178481,0,79977905,41324880,10810741,18677737,4620182,3390077,1154288,1,7881681,49460278,2474521,12945965,1,-994799,5320184,905636,3597482,4456395,2201449,799544,0,0,6552075,14009463,2961662,0,2961662,11047801,95335,95335,0,367742,367742,0,0,0,0,0,0,0,0,0,0,2498585,2498585,0,2,,,,,,,,1995525,82528051,2550146,23525911,-22060892,0,79977905
119137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10118903,6390067,13934349,174848,174848,0,24,,0,,0,30618191,0,33198789,30304531,15970505,0,0,577487,33996,630449,80715757,111333948,0,0,0,1247606,1247606,112581554,36882568,26102246,0,0,52038,28465,14058828,8932567,6222960,4319763,11400697,4269649,17846255,1465790,687413,,,,,-622612,2479791,87306524,46819894,5743554,6759367,4311408,3232160,20440141,1,5085181,50956901,2992695,10891451,1,-14665787,31913467,2987553,5263933,10518120,3686833,6098818,0,519972,0,20823743,2977488,0,2977488,17846255,0,0,0,0,0,0,2977488,2977488,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,
119164,369058942,546037799,163528687,709566486,1078625428,120811387,46936250,57349493,104285743,1177175925,0,1177175925,1281461668,47804894,83109664,124203255,0,-337142666,-129829747,619480,0,700072955,59641095,162747719,923081249,213514763,0,0,416174580,421490403,-5315823,-138661190,14147266,-129829747,14771076,29488208,43444958,252772,37710,215062,0,,105473,,0,88062487,0,129671643,107051634,48761788,5497084,9637721,0,3666883,4599122,308885875,396948362,0,19226218,0,0,19226218,416174580,148123415,99458274,0,0,3056404,1887093,13908686,9397531,42375025,27617625,40606604,19697173,61402260,0,0,,,,,112018009,8834340,421490403,166892036,87814699,15394795,21498699,36126638,93763536,1,48676883,279734880,6453749,68352713,1,-177704,55476765,41351145,42834326,38159777,10602011,5497084,0,7143388,16580263,77982523,16580263,0,16580263,61402260,0,0,0,0,0,0,0,0,0,16580263,16580263,0,0,0,0,0,0,0,2,,,,,,,,-24511557,393281479,-5315823,-124513924,-212939411,873678960,421459919
119216,224137340,259747296,0,259747296,483884636,27885380,9555000,27400167,36955167,277580550,113662625,391243175,428198342,2309422,72859658,43919139,0,-35516545,81262252,10162506,19823235,179409475,24743087,90335658,324473961,64726665,0,0,171613280,159912584,11700696,69407981,153575,81262252,5750181,11477183,20452489,181868,181868,0,325254,,0,,59253,38246228,0,45626921,50081334,26675450,3594763,0,1,608160,3909181,130495810,168742038,2871242,0,0,0,2871242,171613280,39669363,26222467,336936,221818,1865117,1105773,13828693,8322888,16190253,10135327,19987251,10385366,15709158,4358017,2567254,,,,,47967796,0,159912584,58960893,32535722,4960184,7595539,7139198,48721048,1,19095634,106196897,2048225,25822120,1,71863,7465728,261197,2063260,15829938,8853127,1699411,0,568212,0,26950688,11234160,7370,11241530,15709158,0,0,0,0,0,0,11234160,11234160,0,0,0,0,0,0,0,7370,0,7370,1,3666470,4635484,969014,630452,954361,-615799,0,8829453,167669902,11700696,81262252,224137340,284477382,159912584
119331,25369181,122038036,0,122038036,147407217,19645075,7360000,12052350,19412350,143918344,56713471,200631815,220044165,4666022,3266827,9605612,870992,-71401326,-57657895,400003,43566308,121584485,20462258,0,186013054,63975018,0,0,72681012,72708209,-27197,-55409454,-2221244,-57657895,2989234,3781832,7918615,82989,82989,0,0,,0,,0,14772670,0,4456288,36417837,7710865,0,0,0,123443,2571482,51279915,66052585,0,0,0,6628427,6628427,72681012,15130231,13495174,0,0,1724053,1117298,7025112,4771642,8754550,6487339,15294604,6079968,16323405,1220164,787392,,,,,7236090,0,72708209,32738813,16972825,4114243,3556088,4307761,11018479,1,5586722,54239317,1229951,13899787,2,,,,,3929033,5824675,8840198,456803,0,0,19050709,2727304,0,2727304,16323405,2727304,2727304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,-3621187,72681012,-27197,-57657895,14238657,143918344,72708209
120023,434209399,350091708,205938491,556030199,990239598,72251067,48252395,62304366,110556761,564657317,0,564657317,675214078,38856040,374730238,151063971,0,-177373662,348420547,24638929,0,532521389,30414060,186658119,774232497,219202298,0,0,450209857,421271774,28938083,301325812,18156652,348420547,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,0,279560923,16738297,64241063,1,0,19663986,22117743,8010004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,38762349,460034123,39841322,348420547,556030199,564657317,421271774
120290,69373121,403141672,87400993,490542665,559915786,37966657,12703989,18347928,31051917,442005622,72012009,514017631,545069548,3075584,71265448,18849253,0,-40377390,49737311,80034776,0,421525419,55021441,51284552,607866188,117323523,0,0,110328620,114038900,-3710280,52265255,1182336,49737311,7489753,12244802,14294831,115180,115180,0,1975129,,0,,0,36119695,0,21776058,25630369,4137596,2423927,0,0,644640,0,54612590,90732285,55950,0,0,19540385,19596335,110328620,28750670,20900733,289622,202122,4337259,2497839,5032361,3702023,9705047,7027012,14759132,10068740,7300100,2554656,1721506,,,,,41310053,0,114038900,46119975,20049398,4780930,14098307,13033708,15956582,1,12698451,71187962,2777846,13757371,1,-64582,824047,297738,718904,4137596,1431834,4481313,82313,0,0,10133056,2832956,0,2832956,7300100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2832956,2832956,0,1,5087062,5479514,392452,0,392452,0,0,-14774777,86206531,-3710280,49737311,36039444,12201182,100981308
120342,109258208,375746441,114828199,490574640,599832848,32631838,15954622,45348707,61303329,462997499,132653359,595650858,656954187,10068317,24139875,30984825,0,-89682518,-34557818,47996025,0,410343507,28416081,56026392,542782005,167035564,0,0,219003745,191995899,27007846,-55079292,-6486372,-34557818,12536110,14874257,37349849,4840696,4840696,0,84276,,0,,0,69685188,14724585,12916455,66201823,19044624,0,0,0,6902138,1,119789626,189474814,23054274,0,6474657,0,29528931,219003745,33482635,29972470,0,0,0,0,12008084,9558598,12467838,10908466,38165290,11759033,30216433,10889539,5144724,,,,,54766080,3856566,191995899,71199857,30102823,5845806,9377148,11865052,63605213,1,26613438,131919975,3194246,27742899,1,1686644,7532587,6874071,4888939,17434632,8171642,13563380,0,0,0,39169654,8953221,0,8953221,30216433,8953221,8953221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31257534,43789697,12532163,12632232,-157809,57740,0,-10211081,95224852,12462859,-34557817,-125343696,49814399,175121122
120421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2757681,5295496,9188938,105915,105915,0,693,,0,,0,17348723,0,18031495,16522625,15409017,0,0,32000,8376,631341,50634854,67983577,15870,0,0,560587,576457,68560034,18249347,12989389,0,0,143637,35307,8943022,5826844,9448832,5186522,4475652,1984723,17671780,585156,175990,,,,,-175078,1680306,59342348,27879081,3538130,4548991,2901538,2175214,18299394,1,3132560,31390344,1843553,6709325,1,-9034381,19659256,1840385,3242674,10739912,2446837,6674214,0,225817,0,20086780,2415000,0,2415000,17671780,0,0,0,0,0,0,2415000,2415000,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,
120953,23627163,6616168,52701167,59317335,82944498,6616168,975000,4138335,5113335,50388946,0,50388946,55502281,676212,30395973,2491451,490749,4000,33382173,1055937,1343653,77226331,3645741,257838,83529500,24767483,0,325372,29678141,26087833,3590308,32604056,-2812191,33382173,552594,2181048,2286869,625774,625774,0,0,,0,,0,5646285,0,19658832,2636676,478384,1725982,0,0,-468018,0,24031856,29678141,0,0,0,0,0,29678141,10712029,4843895,93823,75847,0,0,1965171,1132330,4657799,2317582,6845015,2308288,235553,0,0,,,,,1578443,0,26087833,10677942,4307135,942041,1836089,4908,8319718,1,1578443,2260137,490622,5793650,1,-37718,-31783,185590,212908,439781,38603,188241,125174,0,0,791799,556246,0,556246,235553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556246,556246,0,1,1553675,1960042,406367,0,406367,0,0,23261356,29678141,770500,33378173,18216777,1019788,28907641
120971,277411864,437230255,74415044,511645299,789057163,66045678,12555000,32990944,45545944,999861284,0,999861284,1045407228,13512790,17353806,55114471,0,-276285454,-203817177,63134087,37446702,485299538,24357078,11200287,621437692,109792393,0,0,235872067,238466805,-2594738,-202042084,819645,-203817177,12699538,12442127,27898256,1356172,1356172,0,0,,0,,0,54396093,0,26088690,121161455,16177182,2008988,0,0,4434214,6904092,176774621,231170714,776463,0,3924889,1,4701353,235872067,63666910,41551112,0,0,265124,147279,30216746,17211821,18179055,11292754,26908601,11207643,16416876,4734981,2750491,,,,,78078512,0,238466805,84161100,54675690,15132949,12088671,44490954,27917441,1,28992859,165831011,5769160,38666849,1,5899945,83359734,7743630,4005143,15330119,5065949,4824587,0,0,0,25220655,8803779,0,8803779,16416876,0,0,0,0,0,0,8803779,8803779,0,0,0,0,0,0,0,0,0,0,1,6075839,10461756,4385917,3924889,650089,-189061,0,-2594738,235872067,-2594738,-203817177,248495729,758100998,238466805
121044,197790934,170907290,14535393,185442683,383233617,48638674,3865000,57989555,61854555,322911683,0,322911683,384766238,15297174,112883591,52649913,0,-133724625,31808879,31586055,0,286519809,32394361,2264675,352764900,167322217,0,0,277153190,275024180,2129010,20072500,9607369,31808879,22501235,18096102,26324150,204892,204892,0,0,,0,,0,67126379,0,94973129,50256859,41981375,9053375,0,726747,1184688,10370026,208546199,275672578,0,0,0,1480612,1480612,277153190,96330588,66288453,0,0,6833343,3329838,17843457,10206343,25527484,16452104,25505117,11596042,52553839,858362,162148,,,,,49571990,8851843,275024180,116886771,58739860,14344161,8117008,2211612,74724768,1,29975030,196124546,8628899,45387272,1,1295111,18128690,6668275,1183904,31793622,10242455,25777793,194106,0,0,68007976,15454137,0,15454137,52553839,0,0,0,0,0,0,15454137,15454137,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,648398,275672578,-9607369,29679869,31808879,0,275024180
121178,83807753,443261193,363659723,806920916,890728669,89959058,51545613,56612422,108158035,1094501978,0,1094501978,1202660013,47051527,35587399,77175899,0,-381787111,-269023813,11913296,0,602942873,100726163,57791840,773374172,330112979,0,0,364043798,307597610,56446188,-325470001,0,-269023813,0,0,0,0,0,0,0,,0,,0,0,0,11995938,24381517,0,1496308,0,0,8740841,11457864,58072468,58072468,0,0,0,0,0,58072468,4807265,1867,0,0,0,0,8627790,3842742,2624310,1399843,27102584,6814610,0,0,0,,,,,95618509,3411753,138780458,15470815,18627690,5363709,23640105,29245749,46432390,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,28251063,364043799,56446189,-269023813,-304611212,0,307597610
121363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774042,2725435,7286934,295822,0,295822,1037,,0,,1535,11084805,0,14423633,8283022,8159809,2878995,0,0,389703,348803,34483965,45568770,4880623,0,0,0,4880623,50449393,11908387,8705063,0,0,0,0,6519438,3529909,3191542,1745915,8109554,2869244,11364843,1246106,503738,,,,,1626040,0,43965910,17353869,4043884,3393225,1152417,2109627,15912888,1,3884728,26032890,764588,7480980,1,-2258688,702997,1803956,3417011,6722023,1437786,4745116,0,1109723,178804,14193452,2828609,0,2828609,11364843,0,0,0,0,0,0,2828609,2828609,0,0,0,0,0,0,0,0,0,0,1,474498,600699,126201,0,126201,0,0,,,,,,,
121619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6949993,0,0,0,0,0,871304,0,0,0,0,7821297,0,40736517,54435025,37338925,75913494,0,0,1826902,0,210250863,218072160,18459510,24692,0,0,18484202,236556362,57977606,41825804,0,0,2323993,361497,8040866,5270191,22513089,16105872,9804661,3669226,23527334,4415873,1352262,0,0,0,0,31385758,0,159989180,68584852,40060016,3312996,8420235,5944716,33666365,1,21423367,128946294,4423943,29234551,1,-3688980,61706179,19156672,12974522,12879808,4427824,14422525,68373,0,0,31798530,8271196,0,8271196,23527334,0,0,0,0,0,0,8271196,8271196,0,0,0,0,0,0,0,0,0,0,1,11311099,13516392,2205293,1686399,2264319,1745425,-3490850,,,,,,,
121707,31368365,119602809,0,119602809,150971174,8282835,1917341,16364373,18281714,23625999,43659244,67285243,85566957,1853036,94020046,170727,0,-22356757,71834016,267612,10141981,121633462,15143438,32110218,179296711,59693902,0,0,70262737,59953548,10309189,61215096,309731,71834016,1819458,5012726,7472407,198596,198596,0,663280,,0,,0,15166467,0,23231576,10267993,8023401,0,0,0,135908,384983,42043861,57210328,13052409,0,0,0,13052409,70262737,15919977,11037623,0,0,0,0,3515077,1333466,5206129,3021333,9040770,2990982,7879304,1169751,491148,,,,,17222540,2601945,59953548,21476497,10045394,2543748,3382687,948452,21556770,1,5141701,37156775,1624515,7967328,1,1471232,5646979,189098,315507,5071658,1835244,2585061,184,320958,0,9813105,747898,1185903,1933801,7879304,1933801,747898,1185903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,392570,4247100,3854530,1020486,-158963,532411,2460596,-2402325,58559503,10309189,71834016,22119555,23625999,60961828
121886,154831170,174201778,44148894,218350672,373181842,21909977,4255000,47711205,51966205,289497041,0,289497041,341463246,7180330,33578218,46263900,0,-33393875,46448243,7710208,0,261943114,15360050,36438686,321452058,103101386,0,0,161018465,165583994,-4565529,50607247,406525,46448243,1964141,0,0,0,0,0,1626020,0,0,0,0,3590161,0,72196817,8858265,25106442,3464155,30705863,0,636856,4044758,145013156,148603317,12415148,0,0,0,12415148,161018465,63396659,32484078,0,0,153500,26807,12017569,5851259,22886525,12517063,18464018,6843668,24692660,4859639,2720363,0,0,0,0,19113424,0,165583994,60443238,37799689,15741876,8588893,18053226,24957072,1,13986616,98979197,2014411,21167011,1,5126808,1137993,5165919,262989,14876969,891881,4322346,0,4618812,6688284,31398292,6705632,0,6705632,24692660,0,0,0,0,0,0,6705632,6705632,0,0,0,0,0,0,0,0,0,0,1,2582861,3235297,652436,41513,631323,-20400,0,-16980677,148603317,-4565529,50607247,16577158,0,165583994
121901,151206736,199140850,26442338,225583188,376789924,84888444,6871739,62761702,69633441,193402898,201232013,394634911,464268352,5125649,77776890,25006635,0,-110499158,-7715633,28393178,0,290883601,31261040,8882097,359419916,133836728,0,0,244102199,252751575,-8649376,933742,1,-7715633,10259243,23586494,44262513,386393,386393,0,73010,,0,,0,78567653,0,74809484,32008271,32005894,8839797,0,715437,425920,15084897,163889700,242457353,1644845,0,0,1,1644846,244102199,66197305,45838725,0,0,2684834,1449889,38062022,11842004,21934989,13719204,42005066,11215806,35195973,1965840,1265037,,,,,44705546,3500884,252751575,88831549,49058113,63594962,10343832,5727146,35195973,1,27246269,151213020,4474228,43342814,1,5126889,56891732,651421,23581513,23951529,743718,20975608,0,1660929,0,47331784,12135811,0,12135811,35195973,0,0,0,0,0,0,12135811,12135811,0,0,0,0,0,0,0,0,0,0,1,4618812,6053297,1434485,247268,1300594,-113377,0,-11701108,242457353,-8649375,-7715633,47613213,183937029,252751575
122180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6853472,8076038,16764431,34651,34651,0,7800,,0,,1561345,33297737,0,52563277,26536471,29889240,5186271,0,0,621716,9027702,123824677,157122414,712505,35308,0,0,747813,157870227,67963320,41077235,0,0,185863,55027,14463778,8543354,25734843,13732085,17088216,6931863,1675,117066,43469,,,,,29825803,0,155380564,70383033,38237749,2501379,6954649,0,37303754,1,18377984,111068365,5418412,27043596,1,585091,-4144021,1948158,1772174,20842798,1721249,6137891,9692651,0,1676,38396265,38394590,0,38394590,1675,20842799,20842799,0,1721249,1721249,0,6137891,6137891,0,9692651,9692651,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,
122205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17529838,3434643,21674302,0,0,0,1707143,,0,,0,44345926,0,4372748,137468629,31764293,9886386,0,0,2545316,0,186037372,230383298,445995,8420884,0,0,8866879,239250177,65010133,41145801,0,0,1597259,968084,11126402,7124276,20231023,12683210,31429327,16700173,26234685,2578001,1365281,,,,,15373782,952521,173580612,80939346,6945161,10148474,0,0,75547631,2,,,,,2,,,,,13540533,477379,19495714,0,0,0,33513626,7278941,0,7278941,26234685,0,0,0,0,0,0,7278941,7278941,0,0,0,0,0,0,0,0,0,0,1,4278695,5312184,1033489,241261,1032035,-172200,-67607,,,,,,,
122320,232377257,1392873918,272644489,1665518407,1897895664,143281486,44007448,65155517,109162965,1711371220,436034641,2147405861,2256568826,18609082,-38093634,111944924,0,-307852048,-234000758,82170133,43906275,1601444953,87668994,40795337,1855985692,463111774,0,0,542203464,558607618,-16404154,-219697006,2100402,-234000758,16287494,12171026,46676370,3747143,3747143,0,4321089,,0,,0,83203122,0,157407741,231494482,36127170,0,0,0,374084,33596865,459000342,542203464,0,0,0,0,0,542203464,136705049,94884629,0,0,2222142,1158656,47754066,26268113,60112122,38135184,111042326,36473571,56901997,13917332,5327017,,,,,129952584,1,558607618,202247171,92399042,23332066,42654257,63966260,134008822,1,73640591,366975895,17879587,75625411,1,5102085,45113223,729495,9883431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-16404154,542203464,-16404154,-234000758,1897895664,44007448,558607618
122339,45472673,272564108,53352353,325916461,371389134,28037994,8611584,12749938,21361522,334889155,84760084,419649239,441010761,3641513,-7454341,21905908,0,-59676713,-45225146,16079437,8591786,313378267,17155480,7983023,363187993,90623886,0,0,114159209,109310961,4848248,-47805336,-2268058,-45225146,4339062,2381684,9133851,733259,733259,0,845570,,0,,0,17433426,0,30802286,45299927,16055583,0,0,0,1086456,3481530,96725782,114159208,0,0,0,1,1,114159209,33373918,24216703,0,0,92979,75620,8592234,5566693,14949394,9341950,4191605,2902577,10614611,1727364,747771,,,,,35768856,0,109310961,42851314,16358191,4565728,8346785,12517218,24671725,1,14410337,71811566,3498762,14798735,1,998400,8827967,142751,1934036,12170636,1333877,3195389,162042,0,531153,17393097,6778486,0,6778486,10614611,0,0,0,0,0,0,6778486,6778486,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,4848247,114159209,4848247,-37732078,371389134,8611584,109310961
122375,57179751,342736571,67088081,409824652,467004403,35256461,10828663,16032448,26861111,421107393,106581827,527689220,554550331,4579031,-9373484,27545651,0,-75040665,-56868498,20219138,10803768,394058461,21572211,10038277,456691855,113955283,0,0,140261657,137453403,2808254,-57758601,-1918151,-56868498,5855352,2994855,11485389,922038,922038,0,1063266,0,0,0,0,22320900,0,38732429,56962532,16978083,0,0,0,1366167,3901546,117940757,140261657,0,0,0,0,0,140261657,46163730,32273055,0,0,168420,99885,12271131,8563591,17022604,11401234,7401866,4950000,10362967,1796846,651810,0,0,0,0,42265839,1,137453403,57939576,22114919,5741189,10495691,15739814,25422214,1,18120322,90299673,4399528,18608715,1,1255441,11100754,179503,2431960,12092943,764146,2673470,478585,0,971609,16980753,6617786,0,6617786,10362967,0,0,0,0,0,0,6617786,6617786,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,2808254,140261657,2808254,50734506,467004403,10828663,137453403
122384,37030946,221964230,43447812,265412042,302442988,22832910,7012896,10382988,17395884,272719009,69024888,341743897,359139781,2965488,-6070488,17839209,0,-48598092,-36829371,13094387,6996773,255201488,13970669,6501023,295764340,73800110,0,0,89832822,89018043,814779,-35589705,-2054445,-36829371,3517103,1939538,7438207,597134,597134,0,688596,,0,,0,14180578,0,25084028,36890270,10360614,0,0,0,884762,2432570,75652244,89832822,0,0,0,0,0,89832822,31786066,21767603,0,0,419852,277404,7216537,5026963,10785155,6793160,4226546,2946431,6340992,310772,154075,,,,,27932123,0,89018043,36965636,13202923,3718128,6797255,10193472,18140629,1,11735145,58480183,2849238,12051440,1,813053,7189109,116250,1574994,7196883,757488,2013553,113987,0,308435,10390346,4049354,0,4049354,6340992,0,0,0,0,0,0,4049354,4049354,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,814779,89832821,814779,-33860767,302442988,7012896,89018043
122409,427394415,847841935,848646694,1696488629,2123883044,232279898,18556608,160140108,178696716,1079479935,1910603480,2990083415,3168780131,187300583,390983561,20025280,0,-1410926613,-999917772,104734943,121036907,1345250957,139119329,285206617,1995348753,733457326,8796330,0,752927736,831863246,-78935510,-920982262,0,-999917772,228458347,100000,0,5638737,3367325,2271412,33436071,0,10101978,0,15485887,293221020,0,230945977,0,94418058,45128860,0,17492496,31983761,11242087,431211239,724432259,0,28495477,0,0,28495477,752927736,246589448,147829381,6213676,3548495,8448843,2303701,73629244,36207760,109282076,37482273,59169612,29510267,53335168,82560430,7160018,0,0,0,0,192634749,0,831863246,264041895,231373909,79067549,53946642,21866750,181566501,1,107291156,618705838,6523253,116294853,1,82745324,1269151844,175391754,115034172,55043109,17440039,45247231,0,5224055,75359802,198314236,136858863,8120205,144979068,53335168,42922840,40268772,2654068,960821,901410,59411,35281947,33100342,2181605,0,0,0,0,0,0,65813460,62588339,3225121,1,353237246,418056006,64818760,51327811,54218083,-12337808,-28389326,107119883,1075365865,92027786,1389824763,749985873,1130503972,968245982
