UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,APPLCN,APPLCNM,APPLCNW,APPLCNAN,APPLCNUN,ADMSSN,ADMSSNM,ADMSSNW,ADMSSNAN,ADMSSNUN,ENRLT,ENRLM,ENRLW,ENRLAN,ENRLUN,ENRLFT,ENRLFTM,ENRLFTW,ENRLFTAN,ENRLFTUN,ENRLPT,ENRLPTM,ENRLPTW,ENRLPTAN,ENRLPTUN,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR50,SATVR75,SATMT25,SATMT50,SATMT75,ACTCM25,ACTCM50,ACTCM75,ACTEN25,ACTEN50,ACTEN75,ACTMT25,ACTMT50,ACTMT75
159416,1,3,1,1,3,3,5,1,3,3,3,3,974,338,636,,0,866,311,555,,0,306,135,171,,0,288,131,157,,0,18,4,14,,0,5,2,251,82,580,590,600,510,530,540,19,21,24,19,22,25,17,19,23
159568,1,3,1,5,3,3,5,5,3,3,3,3,579,330,249,,0,432,236,196,,0,178,108,70,,0,178,108,70,,0,0,0,0,,0,14,8,125,70,500,510,590,520,530,600,18,21,23,17,21,24,16,19,22
159647,1,3,1,1,3,3,1,1,5,3,3,5,7595,3471,4124,,0,4737,2320,2417,,0,1772,1028,744,,0,1764,1024,740,,0,8,4,4,,0,68,4,1693,96,538,580,630,550,605,650,21,24,27,21,25,29,20,24,26
159656,1,5,1,5,1,1,3,1,3,5,1,5,7340,2152,5186,0,2,5733,1594,4138,,1,797,252,545,,0,791,251,540,,0,6,1,5,,0,,,,,,,,,,,,,,,,,,,
159717,1,3,1,1,3,3,1,1,3,3,3,3,3554,1301,2253,,0,2532,985,1547,,0,1054,444,610,,0,1005,428,577,,0,49,16,33,,0,123,12,922,88,470,520,570,500,560,610,18,21,24,18,21,24,17,19,23
159939,1,3,1,3,3,3,5,1,3,3,3,3,7296,2730,4566,,0,5090,1763,3327,,0,1030,508,522,,0,856,442,414,,0,174,66,108,,0,54,5,868,84,490,530,610,440,525,580,17,21,24,16,21,24,16,18,23
159966,1,1,1,1,3,3,1,1,3,3,3,3,2289,821,1468,,0,2253,803,1450,,0,972,363,609,,0,965,361,604,,0,7,2,5,,0,32,3,870,90,500,540,600,438,485,530,19,21,24,19,22,25,17,20,24
159993,1,1,1,1,3,3,1,1,3,3,3,3,4303,1726,2577,,0,3017,1125,1892,,0,1018,383,635,,0,989,378,611,,0,29,5,24,,0,151,15,832,84,500,540,590,585,660,730,20,22,25,20,22,25,17,20,24
160038,1,3,1,1,3,3,5,1,3,3,3,3,2903,901,1996,6,0,2843,873,1964,6,0,1020,372,646,2,0,971,351,618,2,0,49,21,28,0,0,31,3,875,91,470,510,565,485,540,570,18,21,23,18,21,24,16,19,23
160065,1,3,1,3,3,3,3,1,3,3,3,3,917,205,712,,0,801,173,628,,0,36,5,31,,0,32,5,27,,0,4,0,4,,0,,,,,,,,,,,,,,,,,,,
160074,1,3,1,5,3,3,5,1,3,3,5,3,184,22,162,0,0,156,17,139,,0,71,10,61,,0,67,10,57,,0,4,0,4,,0,0,0,65,92,,,,,,,20,22,24,20,22,25,17,20,24
160612,1,3,1,1,3,3,5,1,3,3,3,3,4887,1832,3055,,0,4837,1811,3026,,0,2367,923,1444,,0,1438,573,865,,0,929,350,579,,0,0,0,2256,95,,,,,,,18,21,24,18,21,24,16,19,23
160621,1,1,1,1,3,3,1,1,3,5,5,5,10609,2999,7610,0,0,5718,1592,4126,,0,1678,549,1129,,0,1623,527,1096,,0,55,22,33,,0,289,17,1389,83,420,460,510,400,430,490,15,17,19,13,16,20,15,16,18
160630,1,3,1,3,3,3,5,1,3,3,3,3,928,263,641,24,0,868,238,608,22,0,134,46,88,0,0,124,43,81,,0,10,3,7,,0,,,85,63,,,,,,,15,17,18,13,16,19,15,16,17
160658,1,3,1,1,3,3,5,1,3,3,3,3,11752,4316,7436,,0,8762,3151,5611,,0,2885,1200,1685,,0,2860,1188,1672,,0,25,12,13,,0,0,0,0,0,,,,,,,,,,,,,,,
160755,1,5,1,1,1,5,5,1,3,5,1,5,31615,11132,20483,,0,3621,1150,2471,,0,1843,619,1224,,0,1843,619,1224,,0,,,,,,293,16,620,34,680,720,750,690,730,760,31,32,33,32,34,35,27,29,31
160904,1,5,1,1,1,3,5,1,3,5,5,3,8803,2081,6722,,0,8377,1962,6415,,0,838,166,672,,0,835,166,669,,0,3,0,3,,0,281,34,390,47,510,540,580,490,540,580,20,22,25,20,23,27,17,21,25
160959,5,5,1,5,1,3,3,1,3,5,1,5,486,151,335,,0,292,80,212,,0,96,40,56,,0,95,39,56,,0,1,1,0,,0,,,,,,,,,,,,,,,,,,,
160977,5,5,1,5,1,5,5,1,3,5,1,5,8273,3757,4516,0,0,1137,510,627,,0,518,236,282,,0,518,236,282,,0,,,,,,89,17,61,12,700,730,750,720,750,770,32,33,33,,,,,,
161004,5,5,1,1,1,5,5,5,5,5,1,5,9376,3994,5382,,0,862,392,470,,0,508,232,276,,0,508,232,276,,0,,,,,,183,36,108,21,720,750,770,740,770,790,33,34,35,34,35,36,31,33,34
161022,5,3,1,5,3,3,5,3,1,3,3,3,16,0,16,,0,9,,9,,0,9,,9,,0,3,,3,,0,6,,6,,0,,,,,,,,,,,,,,,,,,,
161086,5,5,1,5,1,5,5,1,5,5,1,5,16890,7552,9338,0,0,1286,582,704,,0,673,323,350,,0,673,323,350,,0,,,,,,282,42,158,23,710,730,750,720,760,790,32,34,34,33,35,35,30,32,34
161226,5,5,1,1,1,1,5,1,5,5,1,5,1407,493,914,,0,1325,461,864,,0,264,110,154,,0,263,110,153,,0,1,0,1,,0,49,19,,,520,580,640,470,530,605,,,,,,,,,
161235,1,3,1,3,3,3,3,3,3,3,3,3,527,179,348,,0,523,177,346,,0,57,24,33,,0,49,22,27,,0,8,2,6,,0,,,,,,,,,,,,,,,,,,,
161253,5,5,1,1,1,3,5,1,3,5,5,3,15021,6631,8390,,0,14114,6190,7924,,0,1940,1035,905,,0,1881,998,883,,0,59,37,22,,0,507,26,51,3,540,600,670,530,590,660,22,28,30,23,25,31,20,27,29
161299,1,3,1,3,1,3,5,1,3,5,5,5,1164,787,288,,89,671,514,157,,0,219,175,44,,0,219,175,44,,0,0,0,0,,0,95,43,26,12,530,580,650,545,580,625,22,24,29,23,26,34,20,24,29
161341,1,3,1,5,1,3,5,1,3,3,5,3,732,249,483,,0,710,240,470,,0,141,51,90,,0,121,46,75,,0,20,5,15,,0,0,0,0,0,,,,,,,,,,,,,,,
161457,1,3,1,3,5,3,3,1,3,5,5,5,4941,1734,3207,,0,4757,1676,3081,,0,731,252,479,,0,729,251,478,,0,2,1,1,,0,,,,,,,,,,,,,,,,,,,
161509,1,5,1,5,1,1,3,1,3,5,1,5,649,137,427,85,0,480,86,328,66,0,98,27,57,14,0,96,27,55,14,0,2,0,2,0,0,,,,,,,,,,,,,,,,,,,
161518,1,3,1,5,1,3,5,1,3,3,5,3,1472,539,933,,0,1190,430,760,,0,201,86,115,,0,201,86,115,,0,0,0,0,,0,12,6,0,0,490,530,570,470,530,550,,,,,,,,,
161554,3,5,1,5,1,3,1,1,3,5,1,3,5544,2102,3442,,0,4736,1702,3034,,0,751,309,442,,0,729,299,430,,0,22,10,12,,0,156,21,11,1,510,570,630,488,540,590,19,21,26,17,20,29,17,20,24
161563,1,3,5,5,1,3,3,1,3,3,1,3,869,459,408,2,0,845,448,397,0,0,234,103,131,,0,234,103,131,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,
161572,1,5,1,5,5,3,5,1,3,3,3,3,6312,1283,4925,104,0,5953,1225,4625,103,0,415,103,290,22,0,415,103,290,22,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
161873,1,3,1,5,5,3,5,1,3,5,5,3,150,53,97,,0,134,43,91,,0,31,13,18,,0,26,11,15,,0,5,2,3,,0,7,23,0,0,470,500,540,450,480,510,,,,,,,,,
162007,1,3,1,5,3,3,5,5,3,3,3,5,5445,1766,3679,,0,4712,1455,3257,,0,1188,450,738,,0,1170,439,731,,0,18,11,7,,0,58,5,1,1,410,470,540,390,440,508,,,,,,,,,
162061,1,3,1,5,5,3,5,1,3,5,1,5,258,184,74,,0,166,116,50,,0,47,33,14,,0,43,31,12,,0,4,2,2,,0,0,0,0,0,,,,,,,,,,,,,,,
162210,1,3,1,3,1,3,5,1,3,3,1,3,1223,443,780,,0,629,204,425,,0,59,21,38,,0,57,20,37,,0,2,1,1,,0,0,0,,,,,,,,,,,,,,,,,
162283,1,3,3,3,3,3,1,3,3,3,3,3,3299,931,2368,,0,1483,394,1089,,0,347,95,252,,0,333,92,241,,0,14,3,11,,0,13,4,3,1,450,490,520,410,450,520,,,,,,,,,
162584,1,3,1,5,5,3,5,1,3,3,5,3,3976,1822,2154,,0,3494,1603,1891,,0,497,263,234,,0,495,263,232,,0,2,0,2,,0,0,0,0,0,,,,,,,,,,,,,,,
162654,1,5,1,5,1,5,5,1,3,5,1,5,2946,1064,1882,,0,2364,800,1564,,0,269,80,189,,0,268,80,188,,0,1,0,1,,0,62,23,17,6,580,635,688,533,590,640,26,30,33,25,31,34,24,29,30
162760,5,5,1,1,5,5,3,1,3,5,5,5,3000,1140,1860,,0,2336,870,1466,,0,297,123,174,,0,294,123,171,,0,3,0,3,,0,,,,,,,,,,,,,,,,,,,
162928,1,5,1,3,1,3,5,1,5,5,1,3,37844,16330,21496,,18,2745,1238,1501,,6,1406,632,773,,1,1406,632,773,,1,,,,,,625,44,217,15,740,760,770,780,790,800,34,35,35,35,35,36,33,35,35
163046,1,3,1,1,1,3,5,1,3,5,1,5,9643,3908,5735,,0,8050,3272,4778,,0,1271,602,669,,0,1269,602,667,,0,2,0,2,,0,369,29,59,5,600,650,690,580,620,670,26,30,33,25,31,34,24,27,30
163268,1,5,1,1,1,3,5,1,3,5,1,3,11534,5337,5892,305,0,9291,4267,4780,244,0,2144,1117,963,64,0,2130,1111,956,63,0,14,6,7,1,0,657,31,75,4,610,650,690,600,650,700,23,26,29,23,27,30,21,25,27
163286,5,5,1,5,1,5,5,1,5,5,1,3,56761,27774,28987,,0,25320,11325,13995,,0,5849,2881,2968,,0,5809,2860,2949,,0,40,21,19,,0,3078,53,90,2,670,710,740,690,750,780,30,33,34,31,34,35,28,31,34
163295,1,5,1,5,5,1,5,1,3,5,1,3,3139,739,2392,8,0,2498,528,1963,7,0,227,46,181,0,0,227,46,181,,0,0,0,0,,0,34,15,5,2,490,622,700,477,564,662,17,20,23,15,19,23,16,19,24
163338,1,5,1,5,5,3,5,1,3,3,5,3,6724,2427,4297,,0,5484,1887,3597,,0,588,287,301,,0,578,283,295,,0,10,4,6,,0,,,,,,,,,,,,,,,,,,,
163453,1,3,3,5,1,3,5,5,3,3,5,3,16845,5146,11699,,0,14382,4269,10113,,0,2201,802,1399,,0,2193,801,1392,,0,8,1,7,,0,634,29,72,3,430,480,520,450,490,540,16,18,21,14,18,21,15,16,18
163462,1,3,1,1,1,3,5,1,3,5,5,5,4346,1914,2432,,0,3458,1530,1928,,0,459,218,241,,0,458,217,241,,0,1,1,0,,0,101,22,7,2,520,590,640,520,560,610,19,21,25,19,22,24,18,19,23
163532,5,5,5,1,1,3,3,3,3,3,3,3,72,72,0,,0,52,52,,,0,40,40,,,0,40,40,,,0,,,,,,,,,,,,,,,,,,,,,,,,
163578,1,5,5,1,5,5,5,1,3,3,5,5,1680,3,1660,,17,1169,0,1163,,6,56,,56,,0,56,,56,,0,0,,0,,0,0,0,0,0,,,,,,,,,,,,,,,
163851,1,5,1,5,5,5,5,1,3,5,1,5,8108,3367,4741,,0,7383,3009,4374,,0,1382,626,756,,0,1376,624,752,,0,6,2,4,,0,217,16,32,2,600,630,660,580,610,660,22,25,27,21,23,27,20,24,26
163912,1,5,1,5,1,3,5,1,3,5,1,5,2934,1148,1786,,0,2268,845,1423,,0,410,157,253,,0,408,155,253,,0,2,2,0,,0,133,32,16,4,590,650,710,540,600,660,28,29,30,26,30,33,23,25,27
163976,5,5,1,5,1,5,5,1,3,5,1,3,982,463,519,,0,490,215,275,,0,130,59,71,,0,130,59,71,,0,,,,,,52,40,13,10,660,720,740,590,650,720,30,31,33,32,35,35,25,30,31
164076,1,5,1,5,3,3,5,1,3,5,1,3,17770,6781,10989,,0,13967,5094,8873,,0,2671,1053,1618,,0,2662,1048,1614,,0,9,5,4,,0,573,21,57,2,510,580,630,500,560,600,19,22,25,19,22,27,17,19,24
164155,1,1,5,5,1,3,1,1,3,3,5,5,12927,9345,3582,,0,1390,991,399,,0,1184,852,332,,0,1184,852,332,,0,,,,,,828,74,536,46,600,650,720,600,660,720,25,29,32,24,29,34,25,28,31
164173,1,3,1,3,3,3,3,1,3,3,1,3,4793,2060,2733,0,0,4031,1674,2357,,0,744,311,433,,0,744,311,433,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,
164216,1,5,1,1,1,3,5,5,3,5,1,5,2554,946,1608,,0,1908,647,1261,,0,231,98,133,,0,231,98,133,,0,,,,,,66,29,18,8,620,640,710,570,610,680,25,27,29,,,,,,
164270,1,5,1,5,5,5,3,1,3,5,5,5,4311,1912,2399,,0,3537,1514,2023,,0,467,197,270,,0,467,197,270,,0,,,,,,,,,,,,,,,,,,,,,,,,
164368,1,3,5,3,1,3,3,1,3,5,1,3,2279,1082,1163,34,0,1088,496,578,14,0,215,134,79,2,0,215,134,79,2,0,,,,,,,,,,,,,,,,,,,,,,,,
164447,1,3,1,1,5,3,5,1,3,5,5,3,2707,1278,1428,1,0,2419,1120,1298,1,0,331,193,138,0,0,330,192,138,,0,1,1,0,,0,0,0,0,0,,,,,,,,,,,,,,,
164465,5,5,1,5,1,5,5,1,3,5,1,3,14864,6260,7845,759,0,1079,451,582,46,0,467,210,243,14,0,467,210,243,14,0,,,,,,185,40,99,21,700,740,760,720,770,790,32,34,35,33,35,35,29,32,34
164492,1,5,1,1,5,5,3,5,3,5,5,5,3514,2104,1410,,0,2445,1387,1058,,0,202,122,80,,0,201,122,79,,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,
164535,3,3,1,3,1,3,3,3,1,1,1,5,19,4,15,0,0,9,2,7,,0,9,2,7,,0,9,2,7,,0,,,,,,,,,,,,,,,,,,,,,,,,
164562,1,1,1,3,1,3,5,1,3,3,1,3,4035,1949,2086,,0,3321,1507,1814,,0,369,196,173,,0,369,196,173,,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,
164580,1,5,1,1,1,5,5,1,3,5,1,5,7607,4790,2817,0,0,1700,884,816,,0,656,365,291,,0,656,365,291,,0,,,,,,212,32,52,8,660,690,730,690,750,780,30,31,33,30,33,34,28,31,32
164614,3,3,1,5,1,3,5,5,3,5,1,5,13,3,10,,0,13,3,10,,0,5,1,4,,0,5,1,4,,0,,,,,,4,80,0,0,,,,,,,,,,,,,,,
164632,1,1,1,3,1,3,5,1,3,3,5,3,788,0,768,20,0,596,,584,12,0,139,,127,12,0,139,,127,12,0,,,,,,10,9,0,0,520,550,590,500,530,550,,,,,,,,,
164641,1,5,1,5,5,5,5,1,1,5,5,5,109,51,57,1,0,52,22,29,1,0,25,10,15,0,0,21,7,14,,0,4,3,1,,0,0,0,0,0,,,,,,,,,,,,,,,
164739,5,5,1,1,1,3,5,1,3,5,1,5,9662,5927,3735,,0,5592,3243,2349,,0,1141,697,444,,0,1141,697,444,,0,,,,,,304,27,53,5,618,660,690,640,680,730,28,30,32,26,30,34,26,28,30
164748,1,5,1,3,5,1,3,1,3,5,5,3,7286,3549,3736,1,0,3951,2072,1878,1,0,1627,887,740,0,0,1489,787,702,,0,138,100,38,,0,,,,,,,,,,,,,,,,,,,
164924,1,5,1,1,1,5,5,1,5,5,1,5,40494,15887,24459,148,0,6748,2964,3765,19,0,2335,1079,1253,3,0,2335,1079,1253,3,0,,,,,,800,34,415,18,705,730,760,730,760,780,33,34,35,34,35,35,30,32,34
164988,1,5,1,1,1,3,5,1,3,5,1,5,80796,31328,49468,,0,11607,5061,6546,,0,3635,1475,2160,,0,3634,1475,2159,,0,1,0,1,,0,823,23,448,12,660,700,730,690,740,770,31,33,34,32,34,35,28,31,34
165015,5,5,1,1,1,3,5,1,3,5,1,5,9917,4222,5695,0,0,3908,1493,2415,,0,986,438,548,,0,986,438,548,,0,0,0,0,,0,381,39,167,17,680,720,750,690,750,780,31,33,34,32,34,35,28,31,34
165024,1,3,1,1,5,3,5,1,3,3,5,3,8807,3887,4920,,0,7725,3304,4421,,0,1570,721,849,,0,1496,678,818,,0,74,43,31,,0,225,14,9,1,520,560,610,510,550,600,19,22,25,,,,,,
165060,5,5,1,5,5,5,3,3,1,3,1,3,11,2,9,,0,1,0,1,,0,1,,1,,0,1,,1,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,
165264,1,3,1,5,3,5,1,1,3,3,3,3,103,14,88,0,1,40,7,33,,0,12,3,9,,0,5,2,3,,0,7,1,6,,0,2,17,0,0,,,,,,,,,,,,,,,
165334,1,5,1,1,1,3,5,1,3,5,1,3,8787,3545,5242,,0,4422,1672,2750,,0,703,290,413,,0,703,290,413,,0,,,,,,153,22,30,4,640,690,720,610,670,710,28,32,33,30,34,35,26,28,31
165529,1,5,1,1,1,3,5,1,3,5,5,5,4743,1918,2781,13,31,4151,1681,2458,3,9,490,224,266,0,0,487,223,264,,0,3,1,2,,0,0,0,0,0,,,,,,,,,,,,,,,
165574,1,3,1,1,5,3,3,1,3,5,5,3,4860,2118,2628,114,0,3691,1571,2043,77,0,343,170,162,11,0,336,169,156,11,0,7,1,6,0,0,,,,,,,,,,,,,,,,,,,
165608,3,3,1,3,1,3,3,3,1,5,1,3,11,1,10,0,0,11,1,10,,0,11,1,10,,0,7,1,6,,0,4,0,4,,0,,,,,,,,,,,,,,,,,,,
165644,1,3,1,5,5,3,5,1,3,3,5,3,688,382,306,,0,426,211,215,,0,72,47,25,,0,72,47,25,,0,0,0,0,,0,12,17,1,1,490,525,580,480,510,580,,,,,,,,,
165662,1,5,1,1,1,3,5,1,3,5,1,3,12109,3341,8768,,0,5176,1354,3822,,0,1002,317,685,,0,1002,317,685,,0,,,,,,225,22,78,8,650,700,730,600,660,700,30,31,32,30,34,35,26,28,30
165671,1,5,1,1,1,3,5,1,3,5,1,3,5786,1418,4368,,0,4611,1010,3601,,0,568,120,448,,0,568,120,448,,0,,,,,,84,15,17,3,590,620,660,570,610,650,25,26,30,,,,,,
165699,1,5,1,3,1,5,5,1,3,5,1,3,5430,1975,3455,0,0,3981,1411,2570,,0,871,315,556,,0,867,312,555,,0,4,3,1,,0,160,18,17,2,570,610,650,560,590,630,24,26,29,22,25,26,22,25,26
165802,1,3,1,3,3,3,3,1,3,3,3,3,3333,1325,2008,0,0,2474,901,1573,,0,194,94,100,,0,193,94,99,,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,
165820,1,3,1,1,5,3,5,1,3,5,5,3,3084,1485,1599,,0,2654,1193,1461,,0,486,227,259,,0,481,225,256,,0,5,2,3,,0,117,24,7,1,510,570,620,510,550,600,22,24,28,22,22,25,17,24,25
165866,1,3,1,1,5,3,5,5,3,5,5,3,4526,1903,2623,,0,3956,1598,2358,,0,490,247,243,,0,488,246,242,,0,2,1,1,,0,84,17,0,0,510,565,620,500,540,580,,,,,,,,,
165936,1,3,1,1,5,5,5,1,3,3,1,3,1395,524,871,,0,1280,464,816,,0,317,124,193,,0,317,124,193,,0,0,0,0,,0,76,24,25,8,558,620,663,528,570,650,23,27,29,25,29,32,21,25,27
166018,5,5,1,5,1,5,3,1,3,5,1,5,2090,720,1196,174,0,1440,438,843,159,0,228,69,113,46,0,228,69,113,46,0,,,,,,,,,,,,,,,,,,,,,,,,
166027,5,5,1,5,1,5,5,5,5,5,1,5,61221,28024,33197,,0,1984,908,1076,,0,1646,740,906,,0,1646,740,906,,0,,,,,,903,55,466,28,730,760,780,760,790,800,34,35,36,35,35,36,32,34,35
166054,1,5,5,5,1,1,5,1,3,5,1,5,38,18,20,0,0,22,15,7,,0,4,4,0,,0,4,4,,,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,
166124,5,5,1,5,1,5,5,1,5,5,1,5,7036,3368,3668,,0,2558,1177,1381,,0,903,406,497,,0,903,406,497,,0,,,,,,313,35,173,19,640,680,720,620,670,710,28,30,32,28,32,34,25,27,30
166391,1,5,1,5,1,3,5,1,3,5,1,5,2833,1006,1827,,0,2074,692,1382,,0,314,106,208,,0,314,106,208,,0,0,0,0,,0,62,20,6,2,510,590,640,485,555,628,22,24,26,21,24,26,,,
166407,5,3,1,3,1,3,3,1,3,1,1,3,0,0,0,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,
166452,1,5,1,1,1,5,3,1,3,5,1,3,3144,741,2227,126,50,2711,563,2029,119,0,240,66,158,16,0,238,66,158,14,0,2,0,0,2,0,,,,,,,,,,,,,,,,,,,
166489,1,3,1,3,1,1,3,1,3,3,1,3,82,34,47,1,0,73,28,44,1,0,11,3,7,1,0,11,3,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,
166513,1,3,1,1,1,3,5,1,3,3,1,3,12253,6467,5785,1,0,10532,5538,4993,1,0,1937,1187,750,0,0,1890,1158,732,,0,47,29,18,,0,602,31,43,2,580,620,668,590,630,680,25,28,31,25,28,33,23,26,28
166629,1,5,1,1,1,1,5,1,3,5,1,3,45451,21896,23555,,0,28871,11819,17052,,0,5589,2577,3012,,0,5580,2574,3006,,0,9,3,6,,0,1656,30,294,5,630,680,720,630,690,760,29,31,33,27,32,35,26,28,32
166638,1,3,1,1,1,3,5,1,3,5,1,5,19512,7014,12498,,0,15757,5343,10414,,0,2441,1055,1386,,0,2357,1016,1341,,0,84,39,45,,0,688,28,58,2,540,600,650,540,590,650,24,27,29,22,28,31,22,26,28
166656,1,3,1,1,1,3,5,1,3,5,1,5,5698,1132,4563,,3,5029,948,4079,,2,759,185,574,,0,759,185,574,,0,0,0,0,,0,103,14,10,1,530,580,660,560,650,710,25,26,31,,,,24,29,32
166674,1,3,1,1,1,1,3,1,3,3,1,3,2598,570,2028,,0,2043,378,1665,,0,409,87,322,,0,406,86,320,,0,3,1,2,,0,,,,,,,,,,,,,,,,,,,
166683,5,5,1,5,1,3,1,5,3,5,1,3,33767,21588,12179,,0,1337,661,676,,0,1136,582,554,,0,1136,582,554,,0,0,0,0,,0,883,78,362,32,740,760,780,790,800,800,35,35,36,35,35,36,35,35,36
166692,1,3,1,1,1,3,5,1,3,5,1,5,1028,876,152,0,0,919,781,138,,0,317,273,44,,0,317,273,44,,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,
166850,1,3,1,1,1,3,3,1,3,3,1,3,13175,5708,7409,58,0,9833,4276,5557,0,0,1182,558,624,,0,1182,558,624,,0,,,,,,,,,,,,,,,,,,,,,,,,
166939,5,5,1,1,1,5,5,1,3,5,1,5,4894,0,4894,,0,1946,,1946,,0,544,,544,,0,544,,544,,0,,,,,,104,19,19,3,690,730,770,660,700,770,30,32,34,33,34,35,27,29,32
167057,1,3,1,3,1,1,3,1,3,3,1,3,815,409,382,23,1,306,169,132,5,0,48,23,24,1,0,48,23,24,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
167260,1,3,1,5,1,3,5,1,3,5,1,5,2358,1596,762,0,0,2001,1341,660,,0,317,202,115,,0,317,202,115,,0,,,,,,66,21,,,470,520,590,475,540,590,,,,,,,,,
167288,1,3,1,1,1,3,3,3,3,3,1,3,1456,490,962,4,0,1346,437,906,3,0,177,81,96,0,0,177,81,96,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,
167358,1,5,1,5,1,5,5,1,3,5,1,3,91000,39035,51965,0,0,6191,2259,3932,,0,2519,903,1616,,0,2519,903,1616,,0,,,,,,827,33,282,11,700,730,760,740,770,790,33,34,35,34,35,35,30,33,35
167394,1,3,1,5,5,3,5,1,3,5,5,3,1177,321,829,,27,1070,297,769,,4,146,46,100,,0,145,46,99,,0,1,0,1,,0,9,6,1,1,545,580,665,525,560,635,,,,,,,,,
167598,1,5,1,1,1,3,3,1,3,5,1,3,2841,683,2158,,0,2522,563,1959,,0,203,59,144,,0,202,58,144,,0,1,1,0,,0,,,,,,,,,,,,,,,,,,,
167729,1,3,1,1,3,5,5,1,3,5,3,3,5093,1537,3556,0,0,4719,1370,3349,,0,863,309,554,,0,858,307,551,,0,5,2,3,,0,20,2,0,0,508,580,630,478,530,580,,,,,,,,,
167783,1,5,1,1,1,3,5,1,3,3,1,5,4001,0,4000,1,0,3059,,3058,1,0,392,,392,0,0,392,,392,,0,0,,0,,0,67,17,16,4,610,650,700,590,620,690,28,31,32,27,31,32,25,27,30
167792,1,3,1,5,1,5,5,1,5,5,1,3,154,61,91,2,0,147,54,91,2,0,94,35,58,1,0,94,35,58,1,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,
167835,5,5,1,5,1,3,5,1,3,5,1,5,7269,0,7269,,0,1662,,1662,,0,619,,619,,0,619,,619,,0,,,,,,201,33,118,19,700,730,760,670,710,760,31,33,34,34,35,36,27,29,32
167871,5,3,3,3,1,1,3,3,1,5,1,3,171,55,114,2,0,53,24,27,2,0,49,22,25,2,0,21,3,18,0,0,28,19,7,2,0,,,,,,,,,,,,,,,,,,,
167899,1,5,1,1,1,5,5,1,5,5,1,5,3549,1873,1676,,0,2684,1393,1291,,0,529,281,248,,0,529,281,248,,0,,,,,,82,16,11,2,550,600,640,550,590,660,26,31,31,26,31,31,26,27,28
167987,1,5,1,1,1,1,5,1,5,5,5,3,8837,3913,4924,0,0,8441,3679,4762,,0,1319,665,654,,0,1300,656,644,,0,19,9,10,,0,256,19,13,1,510,580,640,510,560,620,22,28,31,23,31,34,21,27,31
167996,1,5,1,1,1,3,3,1,3,5,5,5,7269,3371,3898,,0,5338,2334,3004,,0,737,343,394,,0,725,338,387,,0,12,5,7,,0,,,,,,,,,,,,,,,,,,,
168005,5,5,1,1,1,3,5,5,3,3,1,3,9699,3299,6400,0,0,8418,2744,5674,,0,1260,404,856,,0,1254,401,853,,0,6,3,3,,0,223,18,35,3,550,610,670,530,580,630,24,27,30,,,,,,
168148,5,5,1,1,1,5,5,1,3,5,1,5,34882,13900,19732,1250,0,3381,1374,1873,134,0,1695,696,929,70,0,1695,696,929,70,0,0,0,0,0,0,631,37,315,19,710,740,760,740,770,790,33,34,35,,,,,,
168218,5,5,1,5,1,5,5,5,3,5,1,5,8491,0,8491,,0,1152,,1152,,0,585,,585,,0,585,,585,,0,,,,,,224,38,119,20,720,740,770,710,750,780,33,34,35,34,35,35,29,32,34
168227,1,3,1,1,1,5,5,3,3,5,1,5,5537,3952,1585,,0,5111,3616,1495,,0,832,637,195,,0,830,636,194,,0,2,1,1,,0,291,35,18,2,550,600,660,570,610,680,25,27,31,24,27,28,25,27,28
168254,1,5,1,5,5,3,5,1,3,3,5,3,6128,3363,2765,,0,5393,2948,2445,,0,589,350,239,,0,589,350,239,,0,,,,,,128,22,8,1,540,590,640,550,600,640,24,26,29,22,28,28,26,26,26
168263,1,3,1,1,3,1,5,1,5,3,3,3,6625,2648,3844,133,0,5400,2065,3242,93,0,803,353,428,22,0,798,349,428,21,0,5,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,,
168281,5,5,1,1,1,5,5,1,3,3,5,5,4031,1503,2501,,27,3204,1134,2064,,6,494,186,306,,2,494,186,306,,2,,,,,,122,25,23,5,630,660,700,630,680,690,27,30,33,,,,,,
