UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,APPLCN,APPLCNM,APPLCNW,APPLCNAN,APPLCNUN,ADMSSN,ADMSSNM,ADMSSNW,ADMSSNAN,ADMSSNUN,ENRLT,ENRLM,ENRLW,ENRLAN,ENRLUN,ENRLFT,ENRLFTM,ENRLFTW,ENRLFTAN,ENRLFTUN,ENRLPT,ENRLPTM,ENRLPTW,ENRLPTAN,ENRLPTUN,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR50,SATVR75,SATMT25,SATMT50,SATMT75,ACTCM25,ACTCM50,ACTCM75,ACTEN25,ACTEN50,ACTEN75,ACTMT25,ACTMT50,ACTMT75
232618,1,3,1,5,1,5,3,3,1,5,1,3,15,0,14,1,0,6,,6,0,0,3,,3,,0,2,,2,,0,1,,1,,0,,,,,,,,,,,,,,,,,,,
232681,1,5,1,1,5,3,5,1,3,5,5,5,4709,1693,3013,3,0,4040,1419,2620,1,0,749,280,469,0,0,732,278,454,,0,17,2,15,,0,193,26,31,4,610,650,690,560,600,650,25,28,30,24,28,33,23,26,27
232706,1,5,1,5,5,3,3,1,3,5,5,5,3503,1277,2181,,45,2852,959,1851,,42,355,126,196,,33,350,123,194,,33,5,3,2,,0,,,,,,,,,,,,,,,,,,,
232937,1,5,1,5,1,3,5,1,3,3,3,3,8884,2754,6130,,0,7951,2384,5567,,0,1300,469,831,,0,1195,440,755,,0,105,29,76,,0,208,16,59,5,430,480,530,410,460,510,15,18,20,,,,,,
232982,1,5,1,5,5,3,1,1,3,3,5,3,14435,6434,8001,,0,13734,6084,7650,,0,3084,1462,1622,,0,3023,1435,1588,,0,61,27,34,,0,748,84,105,12,560,600,640,530,570,610,22,24,27,21,23,26,20,23,25
233277,1,5,1,5,5,3,5,1,3,3,5,3,11442,4180,7262,,0,10680,3873,6807,,0,1226,474,752,,0,1222,473,749,,0,4,1,3,,0,318,26,35,3,490,540,600,470,510,560,19,22,23,16,21,24,16,20,23
233295,1,5,1,1,1,3,5,1,3,3,1,5,2446,1236,1210,,0,2090,1053,1037,,0,415,186,229,,0,414,186,228,,0,1,0,1,,0,188,45,24,6,520,570,630,500,540,590,23,25,27,21,23,25,20,25,27
233301,1,3,1,5,5,3,5,1,3,5,5,5,1602,593,1009,,0,1522,556,966,,0,147,62,85,,0,147,62,85,,0,0,0,0,,0,21,14,11,8,490,550,570,440,500,570,22,25,30,19,24,32,18,25,27
233338,1,3,1,3,5,3,3,1,3,3,5,3,1578,659,899,20,0,1248,519,710,19,0,395,172,216,7,0,348,161,182,5,0,47,11,34,2,0,,,,,,,,,,,,,,,,,,,
233374,1,5,1,1,1,3,5,1,3,5,1,5,14364,6304,8060,0,0,3501,1523,1978,,0,851,384,467,,0,851,384,467,,0,0,0,0,,0,190,22,151,18,688,720,750,710,750,780,32,33,34,,,,,,
233408,1,3,1,3,3,3,3,1,1,3,3,3,2,0,2,,0,2,,2,,0,2,,2,,0,2,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,
233426,1,5,1,5,5,5,5,1,5,5,5,5,5055,1943,3112,,0,4032,1541,2491,,0,502,213,289,,0,502,213,289,,0,0,0,0,,0,185,37,48,10,550,600,650,520,560,610,22,25,28,21,24,31,19,24,27
233541,1,3,1,5,5,1,3,1,3,3,3,3,2296,1000,1296,,0,1845,883,962,,0,475,230,245,,0,475,230,245,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,
233611,1,3,1,5,5,5,5,1,3,5,5,3,1090,526,564,,0,1084,522,562,,0,380,184,196,,0,372,181,191,,0,8,3,5,,0,15,4,87,23,450,520,620,450,560,630,18,21,24,17,20,24,17,20,24
233718,1,5,1,1,1,3,5,1,3,5,5,3,1204,0,1204,0,0,912,,912,,0,154,,154,,0,154,,154,,0,,,,,,33,22,23,15,520,630,680,500,590,680,22,26,30,22,26,30,21,24,27
233897,1,5,1,1,5,3,5,3,3,5,5,3,835,393,434,8,0,631,278,346,7,0,251,118,133,0,0,250,117,133,,0,1,1,0,,0,51,20,27,11,455,520,600,460,520,560,19,22,25,19,21,24,18,21,25
233921,1,3,1,5,3,3,5,1,3,3,1,5,45321,26376,18831,114,0,25825,13843,11919,63,0,7166,3954,3196,16,0,7158,3949,3193,16,0,8,5,3,0,0,2795,39,468,7,620,660,700,620,670,730,27,30,32,26,30,34,26,28,31
234030,1,5,1,5,5,1,5,1,3,5,1,3,18242,6723,11519,,0,16600,6006,10594,,0,4167,1455,2712,,0,4120,1436,2684,,0,47,19,28,,0,1352,32,173,4,530,600,660,500,560,630,22,26,30,21,26,33,19,23,28
234076,5,5,1,1,1,3,5,5,3,5,1,5,50926,23195,27731,,0,9503,4116,5387,,0,4022,1735,2287,,0,4021,1734,2287,,0,1,1,0,,0,2001,50,674,17,690,730,750,710,760,790,32,33,34,34,35,35,30,32,34
234085,5,5,5,1,3,3,5,3,3,3,1,3,1192,979,210,3,0,847,710,136,1,0,358,306,52,0,0,358,306,52,,0,,,,,,60,17,20,6,570,615,660,535,570,640,22,26,29,22,27,30,20,25,27
234155,1,5,1,5,1,3,5,1,3,3,3,3,8230,2776,5454,,0,7384,2420,4964,,0,1382,569,813,,0,1374,565,809,,0,8,4,4,,0,246,18,45,3,430,460,530,400,450,500,14,16,17,,,,,,
234164,1,5,1,5,5,3,5,5,3,5,5,3,4386,1673,2712,1,0,3533,1367,2165,1,0,395,208,187,0,0,380,202,178,,0,15,6,9,,0,20,5,1,1,420,460,510,393,440,480,,,,,,,,,
234173,1,5,1,1,5,5,5,5,3,5,3,5,1718,710,1008,,0,1399,570,829,,0,281,133,148,,0,281,133,148,,0,,,,,,27,10,12,4,605,650,695,585,610,670,27,28,29,25,27,28,25,26,27
234207,5,5,1,1,1,5,5,5,3,5,1,5,7224,3575,3649,,0,1225,545,680,,0,476,228,248,,0,476,228,248,,0,,,,,,133,28,125,26,700,730,753,710,750,780,32,34,34,34,35,35,30,32,34
234827,1,3,1,5,3,3,3,3,1,3,5,3,6409,2724,3640,45,0,5992,2541,3410,41,0,1410,691,717,2,0,1355,667,687,1,0,55,24,30,1,0,,,,,,,,,,,,,,,,,,,
235024,1,3,1,3,1,1,3,1,3,5,1,3,852,217,585,48,2,606,150,418,37,1,124,39,74,11,0,124,39,74,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
235097,1,3,1,1,3,3,3,1,3,3,3,3,4666,1843,2818,5,0,4485,1749,2736,0,0,1368,574,794,,0,1338,558,780,,0,30,16,14,,0,,,,,,,,,,,,,,,,,,,
235167,1,3,1,1,5,5,5,1,3,5,5,3,1623,544,1070,9,0,1207,373,828,6,0,274,99,172,3,0,263,97,164,2,0,11,2,8,1,0,35,13,12,4,510,570,640,470,530,580,22,25,29,22,25,29,17,21,27
235316,1,3,1,1,1,3,5,1,3,5,1,5,9887,4500,5387,,0,6895,2980,3915,,0,1217,553,664,,0,1216,553,663,,0,1,0,1,,0,342,28,158,13,610,660,700,600,660,710,26,29,31,25,29,33,25,27,30
236133,1,3,1,5,5,3,5,1,3,3,5,3,383,114,268,1,0,361,106,254,1,0,156,58,98,0,0,151,57,94,,0,5,1,4,,0,39,28,10,7,540,605,685,510,570,635,22,27,30,20,24,30,18,23,25
236230,1,5,1,5,1,3,5,5,3,5,1,5,3334,1396,1818,118,2,2964,1211,1642,109,2,526,207,289,30,0,526,207,289,30,0,0,0,0,0,0,22,4,6,1,640,680,718,613,655,705,27,29,30,27,30,34,22,25,26
236328,1,3,1,5,1,3,5,1,3,5,1,5,5345,2521,2824,0,0,4418,1889,2529,,0,405,164,241,,0,405,164,241,,0,0,0,0,,0,115,28,50,12,600,660,700,570,620,690,27,29,32,25,26,29,25,31,34
236452,1,3,1,5,1,3,5,1,3,5,5,3,2095,649,1275,171,0,1991,597,1223,171,0,294,119,175,0,0,292,118,174,,0,2,1,1,,0,65,22,23,8,470,540,595,455,540,585,19,22,24,17,20,25,19,22,26
236577,1,3,1,3,1,3,5,1,3,3,3,3,3895,1212,2683,,0,3533,1080,2453,,0,538,173,365,,0,532,170,362,,0,6,3,3,,0,135,25,42,8,550,620,680,530,590,670,20,24,27,20,25,30,17,23,26
236595,1,5,1,1,1,3,5,1,3,5,1,5,7934,2717,5217,,0,6756,2297,4459,,0,1004,390,614,,0,987,383,604,,0,17,7,10,,0,240,24,103,11,580,640,690,570,620,690,24,27,30,23,26,30,23,26,28
236939,1,3,1,1,3,3,3,1,3,3,5,3,19401,8141,11260,,0,16123,6681,9442,,0,3991,1887,2104,,0,3897,1845,2052,,0,94,42,52,,0,,,,,,,,,,,,,,,,,,,
236948,1,3,1,1,3,3,3,1,3,5,1,3,52488,22714,29774,,0,24942,9469,15473,,0,7386,3030,4356,,0,7311,3000,4311,,0,75,30,45,,0,,,,,,,,,,,,,,,,,,,
237011,1,3,1,5,5,5,5,1,3,5,1,3,11864,4630,7174,60,0,10997,4239,6702,56,0,3223,1329,1862,32,0,3144,1297,1816,31,0,79,32,46,1,0,371,12,76,2,590,650,690,540,600,650,25,27,30,23,27,32,21,25,27
237057,5,5,1,5,1,5,5,1,3,5,5,5,5497,2244,3253,0,0,2622,966,1656,,0,336,140,196,,0,336,140,196,,0,,,,,,48,14,51,15,645,700,740,648,690,733,30,32,33,33,34,35,28,31,33
237066,1,3,1,5,5,3,5,1,3,3,5,3,4126,1663,2463,,0,3735,1469,2266,,0,455,192,263,,0,453,190,263,,0,2,2,0,,0,134,30,32,7,570,620,690,540,600,660,19,23,27,19,22,28,16,22,26
237118,1,3,1,3,3,3,5,1,3,3,3,3,1693,1174,519,,0,1041,722,319,,0,191,138,53,,0,191,138,53,,0,0,0,0,,0,44,23,32,17,460,500,530,440,470,530,15,19,22,14,17,21,16,18,23
237136,1,3,1,3,1,3,1,1,3,3,3,3,40,14,26,,0,40,14,26,,0,34,14,20,,0,31,12,19,,0,3,2,1,,0,14,47,12,35,523,585,618,513,535,570,17,20,26,18,19,23,16,18,21
237181,1,5,1,1,5,5,5,1,3,5,5,5,2651,1668,983,0,0,1721,1055,666,,0,176,98,78,,0,176,98,78,,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,
237215,1,3,1,5,3,3,5,1,3,3,3,3,813,384,429,0,0,790,376,414,,0,264,140,124,,0,258,136,122,,0,6,4,2,,0,104,39,50,19,440,490,540,430,485,540,17,20,22,15,18,21,16,19,21
237312,1,3,1,3,3,3,3,1,3,3,5,3,1571,546,1018,7,0,1064,371,690,3,0,266,103,163,0,0,236,103,133,,0,30,0,30,,0,,,,,,,,,,,,,,,,,,,
237330,1,3,1,5,3,3,5,1,3,5,5,3,1730,850,880,,0,1581,756,825,,0,370,173,197,,0,365,172,193,,0,5,1,4,,0,221,60,107,29,450,510,580,440,490,555,18,19,24,16,20,23,16,19,23
237358,1,3,1,1,5,5,5,1,3,3,3,5,958,435,523,,0,721,210,511,,0,180,78,102,,0,179,78,101,,0,1,0,1,,0,64,36,22,12,450,500,575,430,485,550,1,5,14,1,2,9,1,5,7
237367,1,3,1,3,3,3,1,1,3,3,3,3,1926,745,1181,,0,1897,731,1166,,0,701,331,370,,0,682,321,361,,0,19,10,9,,0,560,80,426,61,450,500,560,370,415,490,18,20,23,17,20,23,17,19,23
237525,1,3,1,3,3,3,5,1,3,3,3,3,6356,2591,3765,0,0,6158,2500,3658,,0,1554,673,881,,0,1527,654,873,,0,27,19,8,,0,0,0,0,0,,,,,,,,,,,,,,,
237561,3,3,1,3,1,3,3,1,1,3,3,3,40,15,25,,0,32,14,18,,0,22,11,11,,0,22,11,11,,0,,,,,,,,,,,,,,,,,,,,,,,,
237792,1,3,3,3,5,5,5,1,3,3,5,3,1690,688,1002,,0,1620,664,956,,0,553,230,323,,0,544,228,316,,0,9,2,7,,0,306,55,51,9,480,540,600,450,520,570,19,21,24,19,21,24,17,19,22
237899,1,3,1,3,3,3,5,1,3,3,3,5,2775,1013,1762,,0,2669,961,1708,,0,331,145,186,,0,321,141,180,,0,10,4,6,,0,177,53,92,28,440,480,545,400,460,520,17,19,22,15,19,22,16,18,20
237932,1,3,1,1,3,3,5,1,3,3,3,5,1706,638,1068,,0,1264,461,803,,0,431,166,265,,0,425,164,261,,0,6,2,4,,0,246,57,209,48,460,510,580,428,485,550,6,7,9,16,20,23,16,18,23
237950,1,3,1,3,3,3,5,5,3,3,3,3,830,488,342,,0,536,303,233,,0,298,176,122,,0,297,175,122,,0,1,1,0,,0,233,78,113,38,460,520,570,440,510,560,18,21,24,17,20,23,17,19,24
237969,1,5,1,1,5,5,5,1,3,5,5,3,1481,732,749,,0,1427,704,723,,0,275,133,142,,0,275,133,142,,0,0,0,0,,0,120,44,62,23,470,520,590,440,520,590,18,22,23,18,22,24,17,20,23
238032,1,1,1,1,3,3,5,5,3,3,3,5,18206,8459,9747,,0,16091,7339,8752,,0,4571,2222,2349,,0,4561,2216,2345,,0,10,6,4,,0,3465,76,1591,35,510,560,620,490,540,600,20,23,26,19,22,26,18,22,26
238078,1,3,1,5,5,3,5,5,3,3,5,3,1576,862,681,,33,1145,829,316,,0,145,100,45,,0,145,100,45,,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,
238096,3,3,1,5,1,3,3,3,1,3,3,3,0,0,0,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
238193,1,3,1,3,3,1,3,1,3,3,3,3,652,1,634,17,0,586,1,570,15,0,133,1,127,5,0,133,1,127,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
238324,1,3,1,3,3,3,3,1,3,5,1,3,56,4,52,,0,52,4,48,,0,46,3,43,,0,46,3,43,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,
238333,1,5,1,5,5,5,5,1,3,5,1,5,3462,1792,1670,,0,2280,1112,1168,,0,232,120,112,,0,232,120,112,,0,,,,,,26,11,30,13,610,660,690,580,630,670,26,28,31,26,30,34,22,25,27
238430,1,3,1,3,3,3,5,1,3,3,5,3,728,241,482,5,0,674,221,448,5,0,102,47,55,0,0,102,47,55,,0,0,0,0,,0,3,3,11,11,,,,,,,18,18,19,15,19,23,16,17,20
238458,1,3,1,3,5,3,5,1,3,3,5,3,4728,2180,2548,0,0,3411,1441,1970,,0,674,249,425,,0,668,248,420,,0,6,1,5,,0,40,6,150,22,520,580,670,540,600,670,22,25,28,22,24,29,20,24,27
238476,1,5,1,5,3,3,5,5,3,3,5,5,8112,3467,4645,,0,6638,3306,3332,,0,732,335,397,,0,730,333,397,,0,2,2,0,,0,150,20,293,40,500,550,600,480,550,600,20,24,27,20,24,27,19,24,27
238616,1,5,1,5,5,3,5,1,3,5,5,3,3544,1945,1599,,0,2494,1246,1248,,0,421,182,239,,0,414,179,235,,0,7,3,4,,0,0,0,101,24,,,,,,,20,23,27,20,23,26,18,22,26
238661,1,3,1,3,3,3,3,1,3,3,3,3,1300,416,879,,5,1282,409,868,,5,241,78,163,,0,239,77,162,,0,2,1,1,,0,,,,,,,,,,,,,,,,,,,
238980,1,3,1,5,5,3,3,1,3,5,5,3,1230,662,568,0,0,1224,659,565,,0,229,116,113,,0,227,115,112,,0,2,1,1,,0,,,,,,,,,,,,,,,,,,,
239017,5,5,1,5,5,5,5,1,5,5,1,3,2943,1408,1535,0,0,2127,954,1173,,0,364,172,192,,0,364,172,192,,0,0,0,0,,0,93,26,121,33,610,670,740,600,660,720,27,30,32,26,31,35,24,27,29
239071,1,3,1,5,1,3,1,3,3,5,1,3,297,134,163,0,0,223,102,121,,0,157,58,99,,0,140,50,90,,0,17,8,9,,0,26,17,95,64,525,570,630,465,535,610,19,22,26,20,23,28,16,20,24
239080,1,5,1,3,3,3,5,1,3,3,5,3,1262,453,809,,0,903,300,603,,0,225,73,152,,0,213,72,141,,0,12,1,11,,0,2,1,41,18,,,,,,,17,20,22,15,19,21,16,18,22
239105,1,5,1,5,5,3,5,1,3,5,5,3,15883,6908,8975,,0,13851,5943,7908,,0,1983,914,1069,,0,1977,911,1066,,0,6,3,3,,0,334,17,584,30,590,640,670,580,630,690,26,28,31,25,29,33,24,27,29
239309,1,5,1,5,5,1,5,1,3,5,5,3,1052,207,710,135,0,673,106,468,99,0,221,28,150,43,0,221,28,150,43,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
239318,1,3,1,3,3,3,3,1,3,3,3,3,5478,3524,1950,4,0,3477,2297,1177,3,0,672,496,174,2,0,672,496,174,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
239390,1,5,1,3,3,3,5,1,3,3,3,5,1339,0,1339,,0,930,,930,,0,155,,155,,0,155,,155,,0,0,,0,,0,2,1,50,32,,,,,,,17,20,23,15,19,21,16,18,21
239512,1,3,1,1,5,5,5,1,3,5,5,5,1316,456,860,0,0,900,275,625,,0,122,49,73,,0,122,49,73,,0,0,0,0,,0,10,8,62,51,568,605,645,553,580,635,19,22,25,18,21,25,18,21,24
239628,5,5,1,5,5,3,5,1,3,3,5,3,2142,1054,1087,1,0,1742,855,886,1,0,196,100,96,0,0,196,100,96,,0,0,0,0,,0,2,1,4,2,,,,,,,,,,,,,,,
239716,1,5,1,5,5,5,5,1,5,5,1,3,3918,1807,2076,35,0,3275,1433,1827,15,0,476,209,264,3,0,476,209,264,3,0,0,0,0,0,0,25,5,125,26,500,570,640,510,550,630,21,24,27,21,24,27,21,24,26
240107,1,5,1,5,5,5,5,1,3,5,5,3,1401,435,966,,0,1014,260,754,,0,235,72,163,,0,235,72,163,,0,0,0,0,,0,12,5,90,38,520,570,620,540,600,620,22,24,27,21,23,27,21,24,26
240189,1,5,1,5,5,3,5,1,3,5,5,3,9448,4525,4923,,0,7783,3679,4104,,0,2089,1142,947,,0,2042,1116,926,,0,47,26,21,,0,,,1503,72,,,,,,,18,21,24,16,20,23,17,20,24
240268,1,5,1,1,5,3,5,1,3,3,1,3,10403,3848,6555,,0,7971,2813,5158,,0,2134,843,1291,,0,2117,837,1280,,0,17,6,11,,0,,,1079,51,,,,,,,21,24,27,20,23,26,19,24,26
240277,1,3,1,5,5,5,5,1,5,5,5,3,5762,2146,3616,,0,5164,1857,3307,,0,1137,452,685,,0,1090,430,660,,0,47,22,25,,0,,,585,51,,,,,,,17,21,24,15,20,24,17,19,24
240329,1,5,1,5,5,5,5,1,3,5,1,3,7290,3037,4253,,0,5413,2075,3338,,0,2326,978,1348,,0,2320,974,1346,,0,6,4,2,,0,,,1313,56,,,,,,,21,24,26,20,23,25,20,24,26
240338,1,3,1,5,5,3,5,5,3,5,5,3,1474,935,539,,0,1383,854,529,,0,309,168,141,,0,309,168,141,,0,0,0,0,,0,16,5,132,43,500,540,600,538,565,643,22,24,27,21,24,26,20,25,27
240365,1,5,1,5,5,3,5,1,3,5,1,3,8704,3501,5203,,0,7705,3035,4670,,0,1738,738,1000,,0,1681,714,967,,0,57,24,33,,0,,,808,46,,,,,,,17,20,23,15,19,22,16,19,24
240374,1,5,1,1,5,5,5,1,5,5,5,5,2893,1239,1654,,0,2107,885,1222,,0,442,197,245,,0,428,191,237,,0,14,6,8,,0,,,141,32,,,,,,,17,21,24,16,20,24,16,19,24
240392,1,3,1,3,3,3,3,1,1,3,3,3,435,95,340,0,0,411,90,321,,0,283,62,221,,0,79,22,57,,0,204,40,164,,0,,,,,,,,,,,,,,,,,,,
240417,1,5,1,5,5,3,5,1,3,5,1,3,6231,3331,2900,,0,5378,2819,2559,,0,1252,729,523,,0,1224,716,508,,0,28,13,15,,0,,,572,46,,,,,,,19,22,26,17,21,25,18,22,26
240426,1,5,1,5,5,5,5,1,5,5,1,3,2319,933,1386,,0,2217,879,1338,,0,319,133,186,,0,311,130,181,,0,8,3,5,,0,,,114,36,,,,,,,17,20,23,16,20,24,16,19,23
240444,1,5,1,1,1,3,5,1,3,5,1,3,60214,29555,30659,,0,29539,13386,16153,,0,8628,3918,4710,,0,8605,3904,4701,,0,23,14,9,,0,1457,17,3440,40,650,690,730,690,740,780,26,29,32,25,29,33,25,28,31
240453,1,5,1,5,5,5,5,3,3,5,1,3,16852,7098,9754,,0,14546,6044,8502,,0,3349,1532,1817,,0,3261,1494,1767,,0,88,38,50,,0,,,2356,70,,,,,,,18,21,24,16,20,24,17,19,24
240462,1,5,1,5,5,3,5,1,5,5,1,3,5354,2937,2417,,0,4574,2514,2060,,0,1437,897,540,,0,1416,886,530,,0,21,11,10,,0,,,581,40,,,,,,,20,23,27,18,22,25,19,24,27
240471,1,5,1,5,5,3,5,1,3,3,5,5,4091,1502,2589,,0,3456,1191,2265,,0,1014,346,668,,0,997,336,661,,0,17,10,7,,0,,,357,35,,,,,,,18,21,25,16,21,24,17,21,24
240480,1,5,1,5,5,5,5,1,3,5,1,5,8120,3137,4983,,0,7231,2717,4514,,0,1722,732,990,,0,1683,714,969,,0,39,18,21,,0,,,1004,58,,,,,,,19,22,25,18,21,25,17,21,25
240727,1,3,1,1,3,3,3,1,3,3,3,3,5797,2777,2955,65,0,5564,2664,2840,60,0,1627,758,869,0,0,1588,740,848,,0,39,18,21,,0,,,,,,,,,,,,,,,,,,,
241191,1,3,1,3,5,3,3,5,3,3,3,3,195,67,128,0,0,162,51,111,,0,96,38,58,,0,91,35,56,,0,5,3,2,,0,,,,,,,,,,,,,,,,,,,
241225,1,3,1,3,3,3,3,3,1,3,5,3,112,45,67,,0,90,34,56,,0,77,30,47,,0,65,26,39,,0,12,4,8,,0,,,,,,,,,,,,,,,,,,,
241331,1,3,1,3,1,3,3,3,3,3,3,3,205,41,159,5,0,205,41,159,5,0,153,32,117,4,0,147,30,113,4,0,6,2,4,0,0,,,,,,,,,,,,,,,,,,,
241395,1,3,1,3,3,3,5,3,5,3,3,3,168,55,106,7,0,165,55,103,7,0,37,19,17,1,0,35,17,17,1,0,2,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
241410,1,3,1,3,3,3,5,3,5,3,3,3,2622,891,1731,,0,2484,853,1631,,0,775,274,501,,0,775,274,501,,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,
241720,1,3,1,3,3,3,3,3,1,3,3,3,65,29,36,,0,64,29,35,,0,64,29,35,,0,61,27,34,,0,3,2,1,,0,,,,,,,,,,,,,,,,,,,
241766,1,3,1,3,3,1,3,3,3,3,3,5,58,44,14,,0,49,36,13,,0,45,34,11,,0,8,5,3,,0,37,29,8,,0,,,,,,,,,,,,,,,,,,,
241836,1,3,1,3,3,5,5,3,3,5,3,5,121,53,68,,0,109,47,62,,0,109,47,62,,0,79,32,47,,0,30,15,15,,0,0,0,0,0,,,,,,,,,,,,,,,
241951,1,3,1,1,3,1,5,3,3,3,3,3,91,16,75,,0,91,16,75,,0,78,14,64,,0,75,13,62,,0,3,1,2,,0,6,8,,,478,490,528,368,400,435,,,,,,,,,
242042,1,3,1,3,3,3,3,3,3,3,3,3,184,79,105,,0,169,68,101,,0,169,68,101,,0,169,68,101,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,
242556,1,3,1,1,3,3,3,5,3,3,3,3,200,121,79,,0,150,90,60,,0,138,86,52,,0,138,86,52,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,
242583,1,5,1,3,3,3,3,3,3,3,3,3,85,52,33,,0,53,34,19,,0,53,34,19,,0,47,32,15,,0,6,2,4,,0,,,,,,,,,,,,,,,,,,,
242617,1,3,1,3,3,3,3,3,1,3,3,3,1713,583,774,0,356,687,322,359,,6,645,307,332,,6,629,298,325,,6,16,9,7,,0,,,,,,,,,,,,,,,,,,,
242626,1,3,1,3,3,3,3,3,1,3,3,3,1690,474,770,0,446,772,292,463,,17,629,235,379,,15,602,223,365,,14,27,12,14,,1,,,,,,,,,,,,,,,,,,,
242635,1,3,1,3,3,3,3,3,1,3,3,3,1642,366,622,0,654,547,170,317,,60,384,122,215,,47,377,121,212,,44,7,1,3,,3,,,,,,,,,,,,,,,,,,,
242644,1,3,1,3,3,3,3,3,1,3,3,3,602,197,286,0,119,408,163,242,,3,255,105,150,,0,249,103,146,,0,6,2,4,,0,,,,,,,,,,,,,,,,,,,
242653,1,3,1,3,3,3,3,3,1,3,3,3,2715,452,888,0,1375,1270,414,800,,56,461,191,261,,9,436,180,248,,8,25,11,13,,1,,,,,,,,,,,,,,,,,,,
242662,1,3,1,3,3,3,3,3,1,3,3,3,1200,374,661,0,165,633,237,390,,6,505,187,316,,2,487,179,307,,1,18,8,9,,1,,,,,,,,,,,,,,,,,,,
242680,1,3,1,3,3,3,3,3,1,3,3,3,739,185,370,0,184,330,109,211,,10,262,90,166,,6,248,84,158,,6,14,6,8,,0,,,,,,,,,,,,,,,,,,,
242699,1,3,1,3,3,3,3,3,1,3,3,3,675,160,362,0,153,317,101,203,,13,277,86,179,,12,270,84,174,,12,7,2,5,,0,,,,,,,,,,,,,,,,,,,
242705,1,3,1,3,3,3,3,3,1,3,3,3,2671,966,959,0,746,903,487,416,,0,851,460,391,,0,837,453,384,,0,14,7,7,,0,,,,,,,,,,,,,,,,,,,
242945,1,3,3,3,3,3,3,3,3,3,3,3,210,80,130,,0,180,65,115,,0,168,59,109,,0,128,43,85,,0,40,16,24,,0,,,,,,,,,,,,,,,,,,,
242954,1,3,3,3,3,3,3,3,3,3,3,3,100,40,60,,0,87,29,58,,0,63,21,42,,0,52,16,36,,0,11,5,6,,0,,,,,,,,,,,,,,,,,,,
243106,1,3,1,3,3,3,1,3,3,3,5,5,678,311,367,,0,521,256,265,,0,503,252,251,,0,503,252,251,,0,0,0,0,,0,503,100,0,0,441,497,542,422,477,546,,,,,,,,,
243115,1,3,1,5,3,3,3,3,1,3,3,3,1474,590,875,9,0,885,348,537,0,0,681,290,391,,0,681,290,391,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,
243133,1,3,1,3,3,3,3,3,1,1,1,5,930,453,477,,0,867,436,431,,0,685,340,345,,0,684,340,344,,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,
243142,1,3,1,3,3,3,1,3,1,3,3,3,1752,604,1148,,0,971,348,623,,0,701,269,432,,0,701,269,432,,0,0,0,0,,0,701,100,0,0,426,480,534,399,450,509,,,,,,,,,
243151,1,3,1,3,3,3,1,3,3,5,5,3,1243,385,827,31,0,613,186,414,13,0,483,162,321,0,0,482,161,321,,0,1,1,0,,0,483,100,0,0,467,522,570,445,501,564,,,,,,,,,
243179,1,3,1,3,3,3,3,3,1,3,3,3,1295,449,811,,35,674,244,430,,0,603,212,391,,0,599,211,388,,0,4,1,3,,0,,,,,,,,,,,,,,,,,,,
243188,1,3,1,3,3,3,3,3,1,3,3,3,219,103,116,0,0,149,72,77,,0,80,45,35,,0,80,45,35,,0,,,,,,,,,,,,,,,,,,,,,,,,
243197,1,3,1,3,3,3,3,3,1,3,3,3,4322,2081,2134,107,0,2349,1209,1069,71,0,1667,933,734,0,0,1666,933,733,,0,1,0,1,,0,,,,,,,,,,,,,,,,,,,
243212,1,3,1,3,3,5,3,3,1,3,5,3,1434,636,798,,0,775,413,362,,0,599,301,298,,0,599,301,298,,0,,,,,,,,,,,,,,,,,,,,,,,,
243221,1,3,1,3,3,1,3,3,1,3,3,3,4859,1765,3018,,76,2507,929,1555,,23,1749,674,1075,,0,1743,670,1073,,0,6,4,2,,0,,,,,,,,,,,,,,,,,,,
243443,1,3,1,3,3,3,3,3,1,3,3,3,3413,1087,2326,,0,1885,591,1294,,0,850,307,543,,0,813,295,518,,0,37,12,25,,0,,,,,,,,,,,,,,,,,,,
243568,1,3,1,1,1,3,5,3,3,3,1,3,18,6,12,0,0,14,5,9,,0,14,5,9,,0,14,5,9,,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,
