UNITID,CSTOTLT,CSTOTLM,CSTOTLW,CSAIANT,CSAIANM,CSAIANW,CSASIAT,CSASIAM,CSASIAW,CSBKAAT,CSBKAAM,CSBKAAW,CSHISPT,CSHISPM,CSHISPW,CSNHPIT,CSNHPIM,CSNHPIW,CSWHITT,CSWHITM,CSWHITW,CS2MORT,CS2MORM,CS2MORW,CSUNKNT,CSUNKNM,CSUNKNW,CSNRALT,CSNRALM,CSNRALW
110565,11391,4623,6768,14,5,9,2291,1021,1270,266,101,165,4614,1641,2973,23,9,14,2515,1079,1436,427,162,265,405,177,228,836,428,408
110574,5347,1962,3385,6,3,3,1256,524,732,473,135,338,1591,518,1073,46,14,32,980,378,602,252,94,158,280,114,166,463,182,281
110583,10622,4362,6260,15,6,9,2015,889,1126,422,135,287,4616,1751,2865,24,8,16,2080,894,1186,462,195,267,343,172,171,645,312,333
110592,6946,2671,4275,7,3,4,965,458,507,250,95,155,4361,1568,2793,9,3,6,524,206,318,122,38,84,212,91,121,496,209,287
110608,11164,4494,6670,9,4,5,1095,562,533,464,168,296,4820,1743,3077,15,9,6,2861,1219,1642,317,142,175,787,289,498,796,358,438
110617,8571,3401,5170,24,9,15,1548,715,833,429,165,264,2676,930,1746,76,31,45,2607,1040,1567,510,211,299,415,172,243,286,128,158
110635,13059,6302,6757,15,8,7,3870,1873,1997,283,126,157,1779,696,1083,16,6,10,3576,1724,1852,685,294,391,533,299,234,2302,1276,1026
110644,10871,4429,6442,25,8,17,2705,1111,1594,216,61,155,2171,695,1476,38,13,25,2877,1159,1718,614,225,389,170,81,89,2055,1076,979
110653,11323,5330,5993,7,5,2,3774,1761,2013,222,89,133,2527,984,1543,17,12,5,1933,942,991,484,209,275,258,131,127,2101,1197,904
110662,14011,6278,7733,21,10,11,3402,1560,1842,438,135,303,2789,939,1850,27,8,19,4033,1938,2095,730,292,438,383,175,208,2188,1221,967
110671,7138,3343,3795,8,2,6,2089,1048,1041,271,94,177,2699,1064,1635,26,14,12,1051,541,510,244,116,128,82,40,42,668,424,244
110680,11422,5845,5577,10,6,4,3265,1603,1662,164,67,97,1896,814,1082,23,11,12,2531,1340,1191,501,244,257,190,100,90,2842,1660,1182
110699,1048,338,710,1,1,0,397,127,270,60,21,39,153,63,90,5,3,2,301,93,208,36,10,26,49,8,41,46,12,34
110705,7160,3280,3880,14,4,10,1188,542,646,168,62,106,1626,656,970,11,6,5,2446,1136,1310,510,216,294,180,102,78,1017,556,461
110714,5449,2749,2700,2,1,1,1097,619,478,86,34,52,1430,622,808,5,1,4,1751,882,869,456,221,235,106,60,46,516,309,207
110778,673,355,318,0,0,0,7,4,3,2,1,1,2,0,2,1,1,0,6,3,3,0,0,0,9,4,5,646,342,304
110875,45,0,45,1,0,1,2,0,2,2,0,2,21,0,21,0,0,0,18,0,18,1,0,1,0,0,0,0,0,0
110918,7,6,1,0,0,0,2,2,0,2,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
111045,4,1,3,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
111054,64,5,59,0,0,0,7,2,5,5,0,5,20,1,19,0,0,0,26,2,24,5,0,5,1,0,1,0,0,0
111081,345,145,200,0,0,0,26,9,17,17,10,7,40,20,20,0,0,0,144,73,71,17,6,11,9,3,6,92,24,68
111188,156,123,33,1,1,0,17,14,3,2,1,1,32,20,12,3,3,0,58,49,9,23,19,4,19,15,4,1,1,0
111391,310,142,168,0,0,0,9,4,5,7,2,5,66,26,40,4,1,3,101,46,55,10,4,6,109,58,51,4,1,3
111434,487,138,349,0,0,0,44,13,31,4,1,3,252,68,184,9,1,8,119,29,90,21,8,13,14,7,7,24,11,13
111461,2383,929,1454,5,2,3,288,119,169,99,37,62,1106,406,700,9,3,6,744,300,444,77,34,43,27,13,14,28,15,13
111513,164,2,162,2,0,2,28,1,27,6,0,6,68,1,67,0,0,0,56,0,56,4,0,4,0,0,0,0,0,0
111638,90,30,60,0,0,0,9,2,7,8,3,5,30,9,21,0,0,0,43,16,27,0,0,0,0,0,0,0,0,0
111708,179,160,19,0,0,0,76,72,4,14,11,3,58,46,12,3,3,0,26,26,0,2,2,0,0,0,0,0,0,0
111717,133,88,45,1,1,0,6,3,3,4,4,0,100,65,35,0,0,0,14,10,4,8,5,3,0,0,0,0,0,0
111726,134,97,37,0,0,0,0,0,0,0,0,0,129,92,37,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
111744,90,85,5,0,0,0,2,2,0,11,11,0,63,61,2,1,0,1,12,10,2,1,1,0,0,0,0,0,0,0
111762,91,38,53,0,0,0,0,0,0,1,1,0,89,36,53,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
111799,130,20,110,1,0,1,1,0,1,0,0,0,127,20,107,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
111887,2392,827,1565,5,0,5,220,80,140,120,42,78,1659,559,1100,12,3,9,224,83,141,72,25,47,63,23,40,17,12,5
111896,469,193,276,8,3,5,24,9,15,29,15,14,157,66,91,3,0,3,209,74,135,25,13,12,13,13,0,1,0,1
111920,1496,531,965,2,0,2,420,183,237,115,40,75,648,200,448,23,10,13,176,57,119,94,34,60,7,4,3,11,3,8
111939,2780,974,1806,10,2,8,212,104,108,186,57,129,1786,595,1191,4,1,3,436,160,276,70,28,42,68,24,44,8,3,5
111948,2638,1008,1630,4,0,4,417,156,261,56,21,35,468,177,291,3,1,2,1247,479,768,160,55,105,142,51,91,141,68,73
111966,393,125,268,0,0,0,120,41,79,114,33,81,89,25,64,4,2,2,25,8,17,16,7,9,22,8,14,3,1,2
112075,1615,617,998,6,4,2,126,39,87,103,53,50,381,125,256,8,2,6,801,312,489,83,32,51,73,29,44,34,21,13
112084,166,67,99,0,0,0,5,2,3,13,9,4,38,16,22,4,2,2,93,33,60,8,3,5,2,0,2,3,2,1
112127,19,6,13,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,16,5,11,0,0,0,0,0,0,0,0,0
112172,1928,724,1204,2,0,2,169,71,98,62,25,37,1252,450,802,7,2,5,299,115,184,44,19,25,30,12,18,63,30,33
112181,65,0,65,0,0,0,4,0,4,1,0,1,13,0,13,2,0,2,43,0,43,0,0,0,2,0,2,0,0,0
112190,2960,933,2027,8,4,4,1171,323,848,183,56,127,725,218,507,18,8,10,510,218,292,115,40,75,120,35,85,110,31,79
112251,553,239,314,10,1,9,59,22,37,50,20,30,95,32,63,3,1,2,151,71,80,6,2,4,40,13,27,139,77,62
112260,309,162,147,1,1,0,35,15,20,11,6,5,47,21,26,0,0,0,128,76,52,19,8,11,16,7,9,52,28,24
112288,188,14,174,5,0,5,4,1,3,5,0,5,134,11,123,0,0,0,31,2,29,7,0,7,2,0,2,0,0,0
112367,159,16,143,1,0,1,25,4,21,7,0,7,75,8,67,10,0,10,30,4,26,10,0,10,1,0,1,0,0,0
112385,1295,767,528,9,8,1,194,105,89,205,126,79,335,194,141,12,7,5,419,252,167,67,37,30,52,37,15,2,1,1
112394,111,71,40,2,1,1,26,18,8,7,4,3,15,9,6,0,0,0,40,26,14,4,3,1,14,8,6,3,2,1
112455,44,6,38,0,0,0,5,0,5,2,1,1,31,5,26,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0
112525,1070,410,660,3,1,2,308,140,168,36,14,22,166,53,113,6,4,2,345,124,221,130,45,85,53,20,33,23,9,14
112561,339,158,181,2,0,2,6,4,2,9,9,0,70,32,38,2,0,2,245,110,135,2,2,0,3,1,2,0,0,0
112570,226,139,87,2,2,0,13,10,3,37,23,14,47,28,19,0,0,0,96,62,34,9,4,5,14,6,8,8,4,4
112686,449,98,351,0,0,0,17,5,12,92,20,72,301,70,231,2,0,2,6,1,5,12,0,12,19,2,17,0,0,0
112826,665,215,450,2,0,2,160,54,106,83,28,55,322,100,222,2,2,0,58,18,40,25,7,18,6,4,2,7,2,5
113096,1149,391,758,3,2,1,401,157,244,95,23,72,271,81,190,23,6,17,248,90,158,72,23,49,23,5,18,13,4,9
113111,852,390,462,2,0,2,51,24,27,27,13,14,383,172,211,1,1,0,324,156,168,54,19,35,9,5,4,1,0,1
113193,2915,1146,1769,14,7,7,103,33,70,63,44,19,815,298,517,6,2,4,1673,662,1011,184,70,114,45,23,22,12,7,5
113218,601,242,359,2,1,1,19,9,10,20,10,10,158,79,79,0,0,0,350,126,224,39,11,28,9,3,6,4,3,1
113236,1773,698,1075,0,0,0,499,228,271,59,18,41,784,281,503,6,3,3,270,112,158,71,21,50,44,19,25,40,16,24
113333,2536,1098,1438,2,1,1,999,428,571,53,23,30,681,263,418,7,6,1,465,235,230,109,53,56,11,6,5,209,83,126
113449,115,17,98,1,0,1,10,2,8,3,1,2,69,11,58,0,0,0,29,1,28,1,0,1,2,2,0,0,0,0
113537,5,3,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
113573,1486,531,955,2,2,0,48,18,30,33,10,23,1070,362,708,2,1,1,249,106,143,48,19,29,16,5,11,18,8,10
113582,18,4,14,0,0,0,1,1,0,1,0,1,2,1,1,1,0,1,12,2,10,0,0,0,0,0,0,1,0,1
113634,2585,1024,1561,3,2,1,518,220,298,100,42,58,652,242,410,10,4,6,819,321,498,203,74,129,33,14,19,247,105,142
113698,494,129,365,0,0,0,124,29,95,10,4,6,108,19,89,1,1,0,189,50,139,28,8,20,20,12,8,14,6,8
113704,22,21,1,0,0,0,4,4,0,1,1,0,2,2,0,1,1,0,11,10,1,0,0,0,0,0,0,3,3,0
113856,3363,1190,2173,6,2,4,427,140,287,54,28,26,2462,833,1629,1,1,0,131,70,61,23,11,12,147,60,87,112,45,67
113980,2637,1051,1586,6,3,3,413,177,236,273,83,190,1337,517,820,10,2,8,361,160,201,110,47,63,30,18,12,97,44,53
114114,69,20,49,0,0,0,11,5,6,1,0,1,4,1,3,0,0,0,24,8,16,3,0,3,19,4,15,7,2,5
114123,163,37,126,3,0,3,4,3,1,5,2,3,66,11,55,3,1,2,69,17,52,1,0,1,12,3,9,0,0,0
114266,971,308,663,7,2,5,401,140,261,19,3,16,399,109,290,5,1,4,61,20,41,32,16,16,31,11,20,16,6,10
114354,871,135,736,3,0,3,94,17,77,61,12,49,185,26,159,9,3,6,278,35,243,8,1,7,57,17,40,176,24,152
114390,65,7,58,0,0,0,16,3,13,4,0,4,12,1,11,4,0,4,18,3,15,1,0,1,5,0,5,5,0,5
114433,160,82,78,1,0,1,5,5,0,11,9,2,29,20,9,1,0,1,99,39,60,1,1,0,12,7,5,1,1,0
114460,232,15,217,1,0,1,24,0,24,22,1,21,76,9,67,0,0,0,96,5,91,13,0,13,0,0,0,0,0,0
114549,353,78,275,4,1,3,14,4,10,41,12,29,38,3,35,2,0,2,187,42,145,23,2,21,40,13,27,4,1,3
114585,117,33,84,1,1,0,65,17,48,3,0,3,7,2,5,0,0,0,31,8,23,0,0,0,1,0,1,9,5,4
114637,35,4,31,0,0,0,29,3,26,2,1,1,1,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0
114716,1490,669,821,0,0,0,330,130,200,45,23,22,418,197,221,9,2,7,465,210,255,88,35,53,22,8,14,113,64,49
114734,8,3,5,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0
114761,43,5,38,8,2,6,4,0,4,2,1,1,2,1,1,1,0,1,23,1,22,2,0,2,0,0,0,1,0,1
114789,2811,910,1901,12,4,8,493,151,342,111,39,72,1510,496,1014,5,3,2,570,180,390,87,25,62,22,11,11,1,1,0
114813,1445,355,1090,14,3,11,76,19,57,60,20,40,742,151,591,6,0,6,444,126,318,7,3,4,82,22,60,14,11,3
114840,578,313,265,0,0,0,57,27,30,29,16,13,26,14,12,0,0,0,273,143,130,62,27,35,22,14,8,109,72,37
114859,2613,958,1655,7,3,4,361,150,211,46,19,27,1505,505,1000,3,1,2,496,213,283,90,31,59,65,19,46,40,17,23
114938,805,374,431,1,1,0,65,37,28,15,14,1,467,177,290,4,3,1,207,112,95,34,21,13,12,9,3,0,0,0
114947,107,62,45,3,2,1,23,7,16,0,0,0,11,7,4,0,0,0,60,40,20,3,3,0,7,3,4,0,0,0
115001,1283,494,789,0,0,0,104,43,61,25,16,9,338,127,211,1,0,1,686,254,432,37,14,23,35,18,17,57,22,35
115010,242,72,170,0,0,0,37,16,21,7,1,6,123,38,85,1,0,1,49,11,38,24,6,18,1,0,1,0,0,0
115083,849,403,446,7,5,2,122,59,63,93,35,58,116,53,63,12,2,10,251,135,116,9,7,2,119,73,46,120,34,86
115126,2452,947,1505,4,3,1,754,312,442,30,12,18,753,246,507,6,4,2,693,286,407,118,50,68,24,10,14,70,24,46
115214,36,22,14,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,18,11,7,1,1,0,3,1,2,11,6,5
115296,1476,554,922,4,2,2,125,52,73,69,28,41,482,153,329,6,4,2,623,241,382,90,36,54,13,5,8,64,33,31
115357,82,14,68,0,0,0,6,0,6,4,0,4,58,8,50,0,0,0,13,6,7,0,0,0,1,0,1,0,0,0
115393,1056,324,732,2,1,1,52,16,36,12,7,5,879,261,618,3,0,3,72,31,41,19,5,14,17,3,14,0,0,0
115409,188,91,97,0,0,0,27,6,21,9,5,4,40,26,14,1,1,0,58,26,32,28,17,11,10,6,4,15,4,11
115658,56,6,50,0,0,0,14,3,11,4,0,4,35,3,32,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0
115728,249,73,176,0,0,0,31,9,22,57,13,44,76,24,52,1,0,1,51,17,34,7,4,3,20,2,18,6,4,2
115746,215,54,161,0,0,0,3,1,2,4,1,3,26,12,14,3,1,2,116,26,90,10,1,9,45,10,35,8,2,6
115755,1873,753,1120,22,7,15,58,19,39,54,24,30,585,239,346,2,2,0,886,362,524,119,39,80,119,47,72,28,14,14
115773,221,76,145,2,0,2,13,0,13,11,1,10,71,20,51,5,1,4,67,21,46,3,2,1,19,8,11,30,23,7
115861,1364,530,834,2,2,0,11,2,9,20,15,5,1268,483,785,0,0,0,40,17,23,9,6,3,13,5,8,1,0,1
115931,465,346,119,1,1,0,50,41,9,24,18,6,295,214,81,9,7,2,52,39,13,6,6,0,28,20,8,0,0,0
116226,55,5,50,0,0,0,7,0,7,1,0,1,9,1,8,0,0,0,31,4,27,4,0,4,0,0,0,3,0,3
116350,71,10,61,0,0,0,10,4,6,6,1,5,21,2,19,1,0,1,29,2,27,2,0,2,2,1,1,0,0,0
116439,1975,887,1088,1,0,1,613,289,324,35,9,26,370,170,200,1,0,1,631,272,359,107,50,57,64,27,37,153,70,83
116563,175,4,171,2,0,2,11,1,10,13,0,13,69,1,68,1,0,1,56,1,55,21,1,20,2,0,2,0,0,0
116846,50,12,38,1,0,1,1,0,1,0,0,0,3,1,2,0,0,0,16,3,13,0,0,0,29,8,21,0,0,0
117052,1438,581,857,6,3,3,46,18,28,12,3,9,1110,440,670,2,1,1,229,105,124,27,10,17,6,1,5,0,0,0
117104,137,66,71,0,0,0,8,3,5,7,3,4,43,22,21,0,0,0,70,33,37,7,5,2,1,0,1,1,0,1
117140,2354,859,1495,5,3,2,131,53,78,129,37,92,1085,348,737,8,5,3,474,174,300,79,26,53,144,62,82,299,151,148
117168,160,50,110,1,0,1,27,10,17,1,0,1,30,10,20,2,1,1,79,25,54,9,1,8,1,0,1,10,3,7
117195,168,74,94,3,1,2,6,2,4,8,8,0,55,20,35,0,0,0,86,39,47,6,2,4,4,2,2,0,0,0
117238,37,14,23,0,0,0,2,0,2,7,3,4,17,8,9,2,1,1,7,0,7,0,0,0,2,2,0,0,0,0
117247,609,253,356,1,0,1,186,75,111,122,46,76,134,52,82,5,5,0,66,38,28,37,14,23,21,9,12,37,14,23
117274,238,145,93,11,4,7,14,10,4,32,28,4,48,32,16,1,1,0,112,58,54,9,6,3,9,5,4,2,1,1
117283,16,10,6,1,1,0,0,0,0,0,0,0,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117520,137,72,65,2,0,2,30,19,11,1,0,1,9,4,5,2,1,1,67,34,33,13,7,6,5,3,2,8,4,4
117557,97,52,45,0,0,0,7,6,1,3,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,86,45,41
117575,32,18,14,0,0,0,6,1,5,4,1,3,5,3,2,0,0,0,13,11,2,2,1,1,0,0,0,2,1,1
117627,435,174,261,3,2,1,58,27,31,35,17,18,195,60,135,4,3,1,68,31,37,15,6,9,0,0,0,57,28,29
117636,1534,508,1026,2,0,2,429,164,265,76,21,55,395,103,292,7,2,5,432,160,272,71,21,50,0,0,0,122,37,85
117645,2809,1072,1737,4,0,4,349,137,212,233,80,153,1579,585,994,20,8,12,434,184,250,162,63,99,3,0,3,25,15,10
117672,248,92,156,0,0,0,47,18,29,12,4,8,58,15,43,2,2,0,93,44,49,5,1,4,28,7,21,3,1,2
117690,1015,341,674,4,1,3,132,57,75,99,22,77,608,193,415,7,3,4,89,35,54,37,15,22,28,7,21,11,8,3
117706,1191,471,720,1,0,1,170,59,111,34,12,22,439,169,270,1,0,1,428,175,253,56,24,32,42,23,19,20,9,11
117715,564,126,438,0,0,0,2,0,2,249,59,190,278,58,220,0,0,0,6,3,3,8,1,7,20,5,15,1,0,1
117724,924,424,500,2,0,2,48,27,21,147,47,100,615,290,325,1,0,1,45,31,14,18,9,9,38,15,23,10,5,5
117733,1463,504,959,2,1,1,118,47,71,60,26,34,667,234,433,2,1,1,494,161,333,45,14,31,65,17,48,10,3,7
117751,441,267,174,1,0,1,30,22,8,12,10,2,44,35,9,0,0,0,266,154,112,24,11,13,47,21,26,17,14,3
117788,1677,584,1093,4,3,1,261,95,166,119,39,80,836,289,547,0,0,0,302,105,197,38,12,26,56,20,36,61,21,40
117803,75,24,51,0,0,0,16,5,11,8,3,5,36,12,24,0,0,0,13,4,9,1,0,1,1,0,1,0,0,0
117867,797,220,577,0,0,0,32,11,21,20,4,16,615,163,452,1,0,1,77,22,55,13,4,9,32,10,22,7,6,1
117894,1147,407,740,2,0,2,138,61,77,128,45,83,511,165,346,7,0,7,265,102,163,80,26,54,11,4,7,5,4,1
117946,2854,1152,1702,2,0,2,277,117,160,182,54,128,761,278,483,4,1,3,1192,505,687,158,63,95,7,4,3,271,130,141
117955,133,15,118,1,0,1,1,0,1,4,0,4,85,10,75,2,0,2,35,4,31,1,0,1,2,0,2,2,1,1
118134,61,0,61,0,0,0,1,0,1,0,0,0,46,0,46,0,0,0,13,0,13,0,0,0,1,0,1,0,0,0
118143,59,2,57,1,0,1,7,1,6,2,0,2,29,1,28,1,0,1,16,0,16,1,0,1,0,0,0,2,0,2
118161,43,1,42,0,0,0,1,0,1,1,0,1,12,1,11,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0
118198,383,68,315,2,1,1,52,10,42,34,4,30,108,20,88,4,0,4,158,29,129,23,3,20,2,1,1,0,0,0
118347,363,102,261,1,0,1,34,7,27,7,4,3,132,27,105,1,0,1,147,53,94,22,7,15,9,3,6,10,1,9
118541,239,114,125,1,0,1,20,10,10,13,5,8,102,43,59,1,0,1,53,28,25,17,8,9,8,3,5,24,17,7
118684,371,105,266,25,7,18,12,6,6,4,1,3,145,37,108,1,0,1,178,49,129,2,2,0,3,3,0,1,0,1
118693,174,100,74,1,1,0,17,12,5,12,7,5,37,15,22,5,3,2,36,19,17,10,7,3,4,2,2,52,34,18
118718,1469,542,927,6,2,4,114,47,67,27,10,17,846,293,553,5,1,4,253,95,158,42,19,23,161,68,93,15,7,8
118772,632,129,503,0,0,0,129,22,107,118,25,93,201,30,171,2,0,2,108,35,73,29,9,20,35,7,28,10,1,9
118888,337,35,302,5,0,5,39,7,32,40,2,38,64,5,59,0,0,0,133,18,115,29,2,27,27,1,26,0,0,0
118912,2072,638,1434,12,7,5,145,39,106,64,27,37,732,219,513,10,2,8,861,269,592,146,42,104,60,17,43,42,16,26
118930,616,250,366,1,1,0,245,102,143,22,4,18,170,56,114,1,0,1,107,54,53,34,15,19,5,3,2,31,15,16
118958,19,5,14,0,0,0,0,0,0,1,1,0,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4
118976,2061,633,1428,18,4,14,139,45,94,60,15,45,949,290,659,29,16,13,829,249,580,5,1,4,24,10,14,8,3,5
118994,78,32,46,0,0,0,0,0,0,12,7,5,7,4,3,1,1,0,2,0,2,3,1,2,53,19,34,0,0,0
119058,304,105,199,0,0,0,16,2,14,12,5,7,25,7,18,0,0,0,133,56,77,10,2,8,20,10,10,88,23,65
119067,894,401,493,3,2,1,77,38,39,27,14,13,392,162,230,4,1,3,290,133,157,47,21,26,46,24,22,8,6,2
119137,2250,868,1382,5,3,2,191,84,107,34,17,17,752,272,480,6,3,3,1033,399,634,138,59,79,81,27,54,10,4,6
119164,3719,1490,2229,4,1,3,686,315,371,147,63,84,2311,848,1463,9,5,4,387,186,201,119,47,72,8,3,5,48,22,26
119173,731,70,661,4,0,4,92,16,76,40,5,35,434,27,407,5,2,3,88,15,73,13,0,13,51,4,47,4,1,3
119216,2138,702,1436,7,3,4,178,73,105,84,23,61,1061,318,743,7,2,5,640,219,421,121,51,70,40,13,27,0,0,0
119270,221,161,60,1,1,0,9,8,1,13,9,4,25,23,2,1,1,0,67,45,22,10,8,2,17,10,7,78,56,22
119331,693,236,457,2,0,2,120,45,75,34,8,26,286,97,189,4,3,1,189,66,123,41,14,27,12,1,11,5,2,3
119553,801,230,571,6,2,4,95,28,67,86,21,65,185,51,134,4,3,1,217,60,157,118,38,80,90,27,63,0,0,0
119605,6932,2575,4357,24,7,17,600,220,380,601,249,352,2116,744,1372,58,30,28,2358,868,1490,371,129,242,742,297,445,62,31,31
119678,1891,1490,401,3,3,0,103,74,29,90,65,25,175,135,40,6,6,0,1332,1051,281,34,29,5,51,38,13,97,89,8
119775,127,79,48,0,0,0,5,0,5,7,5,2,31,20,11,0,0,0,40,23,17,3,2,1,13,10,3,28,19,9
119951,70,11,59,0,0,0,3,1,2,3,0,3,45,9,36,0,0,0,14,1,13,5,0,5,0,0,0,0,0,0
120069,161,17,144,2,0,2,11,3,8,10,1,9,115,10,105,2,0,2,16,2,14,5,1,4,0,0,0,0,0,0
120078,346,50,296,10,1,9,34,10,24,20,3,17,229,33,196,3,0,3,31,1,30,15,2,13,4,0,4,0,0,0
120087,140,17,123,0,0,0,5,1,4,5,1,4,107,10,97,1,0,1,14,3,11,1,0,1,7,2,5,0,0,0
120166,17,9,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,8
120184,431,130,301,3,1,2,56,19,37,21,6,15,147,35,112,8,3,5,115,35,80,16,6,10,36,11,25,29,14,15
120254,440,164,276,0,0,0,76,22,54,16,6,10,62,23,39,1,0,1,220,89,131,36,14,22,9,4,5,20,6,14
120290,569,243,326,1,0,1,240,109,131,8,2,6,139,54,85,6,2,4,91,40,51,39,16,23,14,7,7,31,13,18
120342,2654,1165,1489,6,3,3,618,291,327,32,17,15,717,280,437,7,3,4,842,390,452,123,47,76,28,13,15,281,121,160
120403,227,78,149,0,0,0,39,9,30,7,4,3,42,12,30,2,0,2,53,20,33,15,5,10,7,4,3,62,24,38
120421,1266,536,730,3,2,1,62,22,40,18,10,8,938,360,578,3,2,1,183,110,73,27,13,14,32,17,15,0,0,0
120537,344,121,223,4,1,3,23,5,18,19,7,12,79,23,56,4,3,1,163,66,97,26,8,18,24,7,17,2,1,1
120661,460,94,366,1,1,0,18,3,15,14,6,8,140,28,112,1,0,1,21,1,20,1,0,1,264,55,209,0,0,0
120698,340,67,273,1,0,1,24,8,16,20,6,14,21,3,18,2,1,1,155,30,125,84,13,71,18,4,14,15,2,13
120768,387,41,346,2,1,1,17,2,15,51,3,48,185,23,162,2,0,2,95,7,88,12,3,9,22,2,20,1,0,1
120795,30,13,17,0,0,0,0,0,0,7,3,4,3,3,0,1,1,0,14,3,11,0,0,0,2,1,1,3,2,1
120838,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3
120865,283,98,185,1,0,1,66,30,36,13,3,10,61,22,39,2,1,1,69,14,55,26,12,14,32,11,21,13,5,8
120883,1880,733,1147,1,1,0,601,225,376,77,24,53,391,139,252,6,2,4,547,213,334,88,35,53,58,29,29,111,65,46
120953,351,281,70,5,5,0,10,8,2,34,33,1,197,145,52,0,0,0,93,81,12,3,3,0,9,6,3,0,0,0
120971,2528,1152,1376,11,6,5,191,60,131,62,31,31,1053,466,587,12,8,4,962,477,485,139,58,81,55,27,28,43,19,24
121044,4484,1903,2581,0,0,0,1416,706,710,111,44,67,1947,731,1216,7,2,5,604,236,368,145,71,74,47,17,30,207,96,111
121150,3231,1129,2102,10,4,6,284,108,176,231,74,157,477,149,328,20,7,13,1346,463,883,133,37,96,224,89,135,506,198,308
121257,205,82,123,0,0,0,25,9,16,19,8,11,31,15,16,1,1,0,88,33,55,18,6,12,7,3,4,16,7,9
121275,84,56,28,1,0,1,15,10,5,9,6,3,23,18,5,2,1,1,25,14,11,3,2,1,6,5,1,0,0,0
121309,1346,427,919,5,2,3,93,28,65,41,10,31,424,140,284,7,4,3,631,195,436,90,31,59,30,11,19,25,6,19
121345,347,161,186,0,0,0,55,24,31,38,17,21,72,30,42,2,0,2,92,48,44,24,10,14,15,5,10,49,27,22
121363,700,269,431,4,2,2,25,9,16,2,1,1,559,207,352,1,0,1,95,46,49,11,3,8,0,0,0,3,1,2
121433,21,0,21,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
121619,2858,1239,1619,6,4,2,370,180,190,30,15,15,1857,716,1141,9,5,4,356,230,126,62,34,28,109,43,66,59,12,47
121628,25,17,8,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,14,10,4,1,1,0,0,0,0,7,5,2
121637,52,3,49,5,1,4,1,0,1,1,0,1,16,1,15,0,0,0,28,1,27,0,0,0,1,0,1,0,0,0
121691,1719,610,1109,8,2,6,107,43,64,98,39,59,718,225,493,5,2,3,616,221,395,64,30,34,46,17,29,57,31,26
121707,557,196,361,26,6,20,24,10,14,11,6,5,99,33,66,2,1,1,326,116,210,49,14,35,20,10,10,0,0,0
121859,150,5,145,3,0,3,7,0,7,17,3,14,80,2,78,2,0,2,37,0,37,0,0,0,4,0,4,0,0,0
121868,136,3,133,0,0,0,6,0,6,10,1,9,70,2,68,2,0,2,39,0,39,4,0,4,5,0,5,0,0,0
121886,1777,783,994,3,2,1,146,69,77,18,10,8,1460,609,851,1,0,1,103,66,37,27,18,9,8,4,4,11,5,6
121901,3308,1128,2180,6,1,5,219,81,138,197,63,134,2049,666,1383,12,5,7,710,266,444,67,22,45,5,2,3,43,22,21
122117,20,11,9,0,0,0,10,6,4,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,7,4,3
122180,1660,605,1055,9,3,6,339,125,214,122,39,83,534,183,351,19,5,14,461,189,272,114,34,80,33,12,21,29,15,14
122205,3403,1374,2029,9,1,8,312,122,190,45,25,20,879,351,528,12,4,8,1757,726,1031,213,80,133,140,52,88,36,13,23
122296,918,215,703,3,1,2,302,79,223,57,8,49,185,32,153,6,2,4,254,70,184,49,9,40,62,14,48,0,0,0
122339,1033,384,649,3,3,0,83,33,50,108,51,57,534,176,358,4,2,2,231,95,136,46,17,29,22,7,15,2,0,2
122375,1721,696,1025,4,1,3,254,90,164,100,53,47,632,239,393,5,5,0,544,230,314,120,48,72,24,14,10,38,16,22
122384,1269,552,717,3,1,2,357,152,205,46,19,27,330,133,197,6,1,5,404,190,214,101,48,53,21,8,13,1,0,1
