UNITID,PSGRTYPE,PGREVCT,PGEXCLU,PGADJCT,PGCMBAC,PGCMOBA,PGCMTOT,SSREVCT,SSEXCLU,SSADJCT,SSCMBAC,SSCMOBA,SSCMTOT,NRREVCT,NREXCLU,NRADJCT,NRCMBAC,NRCMOBA,NRCMTOT,TTREVCT,TTEXCLU,TTADJCT,TTCMBAC,TTCMOBA,TTCMTOT
195173,2,245,0,245,98,6,104,131,0,131,75,4,79,157,0,157,96,0,96,533,0,533,269,10,279
195216,2,158,0,158,117,0,117,178,0,178,143,0,143,343,1,342,295,0,295,679,1,678,555,0,555
195234,2,293,0,293,142,0,142,162,1,161,109,0,109,175,0,175,120,0,120,630,1,629,371,0,371
195243,2,99,0,99,35,0,35,163,0,163,115,1,116,10,0,10,0,0,0,272,0,272,150,1,151
195304,2,82,0,82,65,0,65,82,0,82,66,0,66,189,0,189,139,0,139,353,0,353,270,0,270
195438,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0
195474,2,191,0,191,140,0,140,297,0,297,234,0,234,265,0,265,209,0,209,753,0,753,583,0,583
195526,2,76,0,76,73,0,73,73,0,73,61,0,61,537,2,535,438,0,438,686,2,684,572,0,572
195544,2,178,0,178,113,0,113,107,0,107,72,0,72,222,0,222,174,0,174,507,0,507,359,0,359
195720,2,145,0,145,89,0,89,214,0,214,163,0,163,193,0,193,151,0,151,552,0,552,403,0,403
195809,2,1373,1,1372,865,0,865,1299,0,1299,928,0,928,566,1,565,417,0,417,3238,2,3236,2210,0,2210
196006,2,119,0,119,42,4,46,42,0,42,19,1,20,70,0,70,38,9,47,231,0,231,99,14,113
196015,2,63,0,63,22,3,25,30,0,30,13,1,14,33,0,33,20,1,21,126,0,126,55,5,60
196024,2,28,0,28,14,4,18,18,0,18,7,3,10,32,0,32,17,0,17,78,0,78,38,7,45
196033,2,69,0,69,36,1,37,40,0,40,16,6,22,62,0,62,28,5,33,171,0,171,80,12,92
196042,2,157,0,157,69,5,74,59,0,59,37,0,37,326,0,326,177,6,183,542,0,542,283,11,294
196051,2,101,0,101,31,1,32,34,0,34,12,0,12,32,0,32,14,1,15,167,0,167,57,2,59
196060,2,1053,0,1053,666,0,666,437,0,437,288,0,288,1098,0,1098,761,0,761,2588,0,2588,1715,0,1715
196079,2,594,0,594,479,0,479,400,0,400,331,0,331,1594,5,1589,1355,0,1355,2588,5,2583,2165,0,2165
196088,2,1194,0,1194,808,0,808,521,0,521,378,0,378,1721,7,1714,1344,0,1344,3436,7,3429,2530,0,2530
196097,2,944,0,944,730,0,730,285,0,285,218,0,218,1607,3,1604,1252,0,1252,2836,3,2833,2200,0,2200
196103,2,64,0,64,44,1,45,72,0,72,56,1,57,182,0,182,139,2,141,318,0,318,239,4,243
196112,2,106,0,106,60,0,60,81,0,81,54,0,54,160,0,160,113,0,113,347,0,347,227,0,227
196121,2,469,1,468,273,0,273,273,2,271,181,0,181,402,0,402,267,0,267,1144,3,1141,721,0,721
196130,2,1122,0,1122,434,0,434,272,0,272,121,0,121,441,0,441,201,0,201,1835,0,1835,756,0,756
196149,2,367,0,367,209,0,209,356,0,356,233,0,233,491,0,491,346,0,346,1214,0,1214,788,0,788
196158,2,356,0,356,189,0,189,236,0,236,160,0,160,326,0,326,220,0,220,918,0,918,569,0,569
196167,2,294,0,294,208,0,208,270,1,269,207,0,207,764,0,764,595,0,595,1328,1,1327,1010,0,1010
196176,2,341,0,341,236,0,236,216,0,216,153,0,153,512,0,512,395,0,395,1069,0,1069,784,0,784
196185,2,315,0,315,226,0,226,259,0,259,190,0,190,556,0,556,420,0,420,1130,0,1130,836,0,836
196194,2,621,0,621,382,0,382,287,0,287,198,0,198,573,0,573,403,0,403,1481,0,1481,983,0,983
196200,2,472,0,472,205,0,205,153,0,153,87,0,87,223,0,223,130,0,130,848,0,848,422,0,422
196219,2,259,0,259,154,0,154,151,0,151,91,0,91,368,0,368,249,0,249,778,0,778,494,0,494
196237,2,207,0,207,110,0,110,43,0,43,19,0,19,122,0,122,50,0,50,372,0,372,179,0,179
196246,2,394,0,394,235,0,235,202,0,202,131,0,131,366,0,366,256,0,256,962,0,962,622,0,622
196264,2,64,0,64,10,3,13,12,0,12,2,1,3,11,0,11,4,1,5,87,0,87,16,5,21
196291,2,70,0,70,54,0,54,81,0,81,58,0,58,178,0,178,131,0,131,329,0,329,243,0,243
196413,2,695,1,694,543,0,543,855,1,854,723,0,723,1928,12,1916,1590,0,1590,3478,14,3464,2856,0,2856
196431,2,38,0,38,2,0,2,0,0,0,0,0,0,6,0,6,0,0,0,44,0,44,2,0,2
196583,2,3,0,3,0,0,0,0,0,0,0,0,0,18,0,18,2,0,2,21,0,21,2,0,2
196592,2,144,0,144,95,1,96,33,0,33,23,0,23,252,0,252,181,1,182,429,0,429,299,2,301
196866,2,68,0,68,60,0,60,146,0,146,132,0,132,354,0,354,288,0,288,568,0,568,480,0,480
197018,2,348,0,348,185,0,185,0,0,0,0,0,0,130,0,130,58,0,58,478,0,478,243,0,243
197027,2,17,0,17,13,0,13,1,0,1,1,0,1,168,0,168,137,0,137,186,0,186,151,0,151
197036,2,0,0,0,0,0,0,0,0,0,0,0,0,1245,4,1241,1037,0,1037,1245,4,1241,1037,0,1037
197045,2,305,0,305,168,0,168,169,0,169,107,0,107,171,0,171,112,0,112,645,0,645,387,0,387
197133,2,151,0,151,140,0,140,173,0,173,167,0,167,343,0,343,310,0,310,667,0,667,617,0,617
197142,2,76,0,76,23,0,23,17,0,17,9,0,9,10,0,10,4,0,4,103,0,103,36,0,36
197151,2,169,0,169,121,0,121,122,0,122,80,0,80,456,0,456,351,0,351,747,0,747,552,0,552
197197,2,110,0,110,65,0,65,124,0,124,92,0,92,180,0,180,131,9,140,414,0,414,288,9,297
197221,2,1,0,1,1,0,1,7,0,7,6,0,6,18,0,18,13,0,13,26,0,26,20,0,20
197230,2,104,0,104,56,0,56,43,0,43,26,0,26,22,0,22,11,0,11,169,0,169,93,0,93
197285,2,22,0,22,8,4,12,3,0,3,3,0,3,2,0,2,1,0,1,27,0,27,12,4,16
197601,2,17,0,17,12,0,12,0,0,0,0,0,0,11,0,11,2,0,2,28,0,28,14,0,14
197647,2,9,0,9,3,0,3,0,0,0,0,0,0,13,0,13,1,0,1,22,0,22,4,0,4
197674,2,43,0,43,11,0,11,0,0,0,0,0,0,15,0,15,1,0,1,58,0,58,12,0,12
197692,2,2,0,2,2,0,2,0,0,0,0,0,0,27,0,27,13,0,13,29,0,29,15,0,15
197708,2,80,0,80,60,0,60,66,0,66,50,0,50,375,3,372,304,0,304,521,3,518,414,0,414
197735,2,37,0,37,27,0,27,0,0,0,0,0,0,70,0,70,49,0,49,107,0,107,76,0,76
197744,2,4,0,4,0,3,3,0,0,0,0,0,0,8,0,8,0,5,5,12,0,12,0,8,8
197869,2,816,0,816,558,0,558,544,0,544,396,0,396,1687,2,1685,1261,0,1261,3047,2,3045,2215,0,2215
197911,2,120,0,120,56,0,56,43,0,43,24,0,24,55,0,55,33,0,33,218,0,218,113,0,113
197984,2,102,0,102,37,0,37,67,0,67,38,0,38,139,0,139,66,0,66,308,0,308,141,0,141
197993,2,114,0,114,21,0,21,21,0,21,7,0,7,4,0,4,3,0,3,139,0,139,31,0,31
198066,2,122,0,122,31,0,31,57,0,57,19,0,19,67,0,67,30,0,30,246,0,246,80,0,80
198136,2,356,0,356,164,1,165,239,0,239,132,4,136,358,0,358,230,4,234,953,0,953,526,9,535
198215,2,130,0,130,70,0,70,85,0,85,54,0,54,96,0,96,62,0,62,311,0,311,186,0,186
198303,2,433,0,433,111,0,111,69,0,69,26,0,26,50,0,50,21,0,21,552,0,552,158,0,158
198385,2,70,0,70,63,0,63,50,0,50,42,0,42,390,0,390,352,0,352,510,0,510,457,0,457
198419,2,206,0,206,196,0,196,170,0,170,166,0,166,1370,1,1369,1311,0,1311,1746,1,1745,1673,0,1673
198464,2,1353,4,1349,811,0,811,889,2,887,579,0,579,2002,4,1998,1395,0,1395,4244,10,4234,2785,0,2785
198507,2,211,0,211,82,0,82,23,0,23,6,0,6,30,0,30,17,0,17,264,0,264,105,0,105
198516,2,113,0,113,89,0,89,328,0,328,254,0,254,1083,0,1083,927,0,927,1524,0,1524,1270,0,1270
198543,2,494,0,494,184,0,184,44,0,44,16,0,16,89,0,89,34,0,34,627,0,627,234,0,234
198561,2,192,0,192,69,0,69,100,0,100,49,0,49,161,0,161,90,6,96,453,0,453,208,6,214
198598,2,139,0,139,31,0,31,54,0,54,19,0,19,33,0,33,18,0,18,226,0,226,68,0,68
198613,2,131,0,131,58,0,58,91,0,91,53,0,53,89,0,89,59,0,59,311,0,311,170,0,170
198677,2,3,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,4,1,0,1
198695,2,137,0,137,82,0,82,295,0,295,204,0,204,916,0,916,660,0,660,1348,0,1348,946,0,946
198756,2,268,0,268,99,0,99,15,0,15,4,0,4,50,0,50,27,0,27,333,0,333,130,0,130
198808,2,94,0,94,31,0,31,48,0,48,19,0,19,56,0,56,30,0,30,198,0,198,80,0,80
198835,2,219,0,219,91,0,91,79,0,79,40,0,40,149,1,148,84,0,84,447,1,446,215,0,215
198862,2,372,0,372,85,0,85,48,0,48,12,0,12,1,0,1,0,0,0,421,0,421,97,0,97
198899,2,227,0,227,58,0,58,85,0,85,42,0,42,73,0,73,29,0,29,385,0,385,129,0,129
198950,2,152,0,152,90,0,90,122,0,122,90,0,90,164,0,164,120,0,120,438,0,438,300,0,300
198969,2,226,0,226,65,0,65,117,0,117,45,0,45,144,0,144,78,0,78,487,0,487,188,0,188
198978,2,162,0,162,34,0,34,15,0,15,4,0,4,26,0,26,0,0,0,203,0,203,38,0,38
199032,2,60,0,60,10,0,10,44,0,44,13,0,13,20,0,20,12,1,13,124,0,124,35,1,36
199069,2,131,0,131,51,0,51,65,0,65,31,0,31,76,0,76,46,2,48,272,0,272,128,2,130
199102,2,1159,0,1159,583,0,583,280,0,280,160,0,160,334,0,334,198,0,198,1773,0,1773,941,0,941
199111,2,237,0,237,153,0,153,101,0,101,70,0,70,396,0,396,251,0,251,734,0,734,474,0,474
199120,2,864,0,864,760,0,760,584,0,584,527,0,527,2625,0,2625,2456,0,2456,4073,0,4073,3743,0,3743
199139,2,1134,2,1132,717,0,717,639,0,639,413,0,413,1665,1,1664,1125,0,1125,3438,3,3435,2255,0,2255
199148,2,1444,1,1443,798,0,798,408,0,408,244,0,244,905,0,905,544,0,544,2757,1,2756,1586,0,1586
199157,2,851,0,851,425,0,425,147,0,147,81,0,81,103,0,103,53,0,53,1101,0,1101,559,0,559
199184,2,52,0,52,36,0,36,55,0,55,43,0,43,91,0,91,59,0,59,198,0,198,138,0,138
199193,2,767,1,766,606,1,607,737,0,737,612,0,612,2705,3,2702,2358,0,2358,4209,4,4205,3576,1,3577
199209,2,181,4,177,50,0,50,64,0,64,31,0,31,72,0,72,45,0,45,317,4,313,126,0,126
199218,2,463,0,463,308,0,308,461,0,461,335,0,335,1099,2,1097,807,0,807,2023,2,2021,1450,0,1450
199272,2,135,0,135,50,0,50,44,0,44,23,0,23,35,0,35,17,0,17,214,0,214,90,0,90
199281,2,749,0,749,320,0,320,177,0,177,80,0,80,290,0,290,125,0,125,1216,0,1216,525,0,525
199306,2,89,3,86,26,0,26,30,0,30,8,0,8,41,0,41,20,0,20,160,3,157,54,0,54
199412,2,66,0,66,31,0,31,63,0,63,41,0,41,151,0,151,108,0,108,280,0,280,180,0,180
199458,2,32,0,32,14,0,14,13,0,13,9,0,9,7,0,7,1,0,1,52,0,52,24,0,24
199582,2,198,0,198,45,0,45,4,0,4,1,0,1,6,0,6,0,0,0,208,0,208,46,0,46
199607,2,105,0,105,73,0,73,37,0,37,20,0,20,42,0,42,31,0,31,184,0,184,124,0,124
199643,2,354,0,354,56,0,56,23,0,23,4,0,4,22,0,22,5,0,5,399,0,399,65,0,65
199698,2,59,0,59,14,0,14,85,0,85,31,0,31,0,0,0,0,0,0,144,0,144,45,0,45
199759,2,0,0,0,0,0,0,0,0,0,0,0,0,91,0,91,49,0,49,91,0,91,49,0,49
199847,2,128,0,128,117,0,117,135,1,134,121,0,121,1021,1,1020,919,0,919,1284,2,1282,1157,0,1157
199865,2,81,0,81,25,0,25,52,0,52,24,0,24,62,0,62,27,0,27,195,0,195,76,0,76
199962,2,245,0,245,125,0,125,156,0,156,93,0,93,263,0,263,187,0,187,664,0,664,405,0,405
199999,2,671,0,671,293,0,293,86,0,86,46,0,46,108,0,108,57,0,57,865,0,865,396,0,396
200004,2,644,2,642,367,0,367,302,0,302,180,0,180,678,2,676,447,0,447,1624,4,1620,994,0,994
200013,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
200059,2,41,0,41,14,1,15,19,0,19,7,1,8,103,0,103,37,2,39,163,0,163,58,4,62
200086,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
200156,2,61,0,61,30,0,30,47,1,46,22,0,22,123,0,123,76,0,76,231,1,230,128,0,128
200217,2,88,2,86,47,0,47,118,0,118,77,0,77,200,1,199,135,0,135,406,3,403,259,0,259
200226,2,49,0,49,9,0,9,20,0,20,10,0,10,58,0,58,20,1,21,127,0,127,39,1,40
200253,2,48,0,48,14,0,14,26,0,26,14,0,14,240,0,240,118,0,118,314,0,314,146,0,146
200280,2,313,0,313,166,0,166,337,0,337,188,0,188,1218,0,1218,800,0,800,1868,0,1868,1154,0,1154
200332,2,546,0,546,305,0,305,519,0,519,328,0,328,1464,1,1463,1007,0,1007,2529,1,2528,1640,0,1640
200484,2,14,0,14,8,0,8,13,0,13,2,0,2,7,0,7,7,0,7,34,0,34,17,0,17
200527,2,6,0,6,2,1,3,0,0,0,0,0,0,5,0,5,1,2,3,11,0,11,3,3,6
200572,2,55,0,55,24,0,24,28,0,28,15,0,15,90,0,90,53,0,53,173,0,173,92,0,92
200785,2,6,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,3
200800,2,1473,0,1473,519,29,548,1145,0,1145,594,29,623,1182,0,1182,743,374,1117,3800,0,3800,1856,432,2288
200873,2,10,0,10,4,2,6,0,0,0,0,0,0,2,0,2,1,0,1,12,0,12,5,2,7
201061,2,26,0,26,10,0,10,20,0,20,7,0,7,12,0,12,5,0,5,58,0,58,22,0,22
201104,2,215,0,215,115,0,115,174,0,174,126,0,126,198,0,198,156,0,156,587,0,587,397,0,397
201195,2,283,0,283,158,0,158,217,0,217,146,0,146,266,0,266,204,0,204,766,0,766,508,0,508
201371,2,99,0,99,40,0,40,67,0,67,38,0,38,51,0,51,36,0,36,217,0,217,114,0,114
201441,2,1137,8,1129,548,25,573,867,8,859,545,10,555,1371,9,1362,947,18,965,3375,25,3350,2040,53,2093
201469,2,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1
201548,2,230,0,230,111,0,111,204,0,204,130,0,130,237,3,234,170,0,170,671,3,668,411,0,411
201645,2,183,0,183,148,0,148,334,1,333,275,0,275,739,2,737,632,2,634,1256,3,1253,1055,2,1057
201654,2,200,0,200,131,0,131,231,0,231,164,0,164,388,1,387,305,0,305,819,1,818,600,0,600
201690,2,366,0,366,93,0,93,41,0,41,16,0,16,100,0,100,10,0,10,507,0,507,119,0,119
201821,2,11,0,11,4,1,5,4,0,4,4,0,4,2,0,2,0,1,1,17,0,17,8,2,10
201885,2,981,4,977,618,2,620,1139,0,1139,818,3,821,2273,1,2272,1745,16,1761,4393,5,4388,3181,21,3202
201964,2,68,1,67,23,2,25,34,0,34,16,2,18,29,0,29,15,1,16,131,1,130,54,5,59
202046,2,83,0,83,37,0,37,37,0,37,28,0,28,47,0,47,28,0,28,167,0,167,93,0,93
202073,2,12,0,12,9,0,9,14,0,14,11,0,11,40,0,40,27,0,27,66,0,66,47,0,47
202134,2,837,0,837,371,0,371,388,0,388,199,0,199,622,0,622,369,0,369,1847,0,1847,939,0,939
202170,2,119,0,119,61,0,61,88,0,88,55,0,55,36,0,36,29,0,29,243,0,243,145,0,145
202480,2,252,1,251,171,0,171,628,0,628,516,0,516,1264,1,1263,1022,0,1022,2144,2,2142,1709,0,1709
202514,2,78,0,78,33,2,35,67,0,67,39,0,39,27,0,27,14,0,14,172,0,172,86,2,88
202523,2,125,0,125,98,0,98,132,0,132,100,0,100,374,0,374,315,0,315,631,0,631,513,0,513
202763,2,219,0,219,115,3,118,271,0,271,170,3,173,213,0,213,152,2,154,703,0,703,437,8,445
202806,2,47,0,47,10,0,10,23,0,23,9,0,9,44,0,44,10,0,10,114,0,114,29,0,29
202903,2,14,0,14,8,0,8,1,0,1,1,0,1,5,0,5,3,0,3,20,0,20,12,0,12
203085,2,128,0,128,64,0,64,90,0,90,52,0,52,54,0,54,40,0,40,272,0,272,156,0,156
203128,2,75,0,75,36,0,36,53,0,53,32,0,32,32,0,32,17,0,17,160,0,160,85,0,85
203368,2,143,0,143,96,0,96,230,0,230,179,0,179,386,0,386,300,0,300,759,0,759,575,0,575
203447,2,63,0,63,3,17,20,15,0,15,2,1,3,25,0,25,2,4,6,103,0,103,7,22,29
203456,2,30,0,30,1,3,4,7,0,7,0,1,1,5,0,5,1,0,1,42,0,42,2,4,6
203465,2,237,0,237,38,25,63,127,0,127,27,23,50,152,0,152,28,32,60,516,0,516,93,80,173
203474,2,108,1,107,9,11,20,30,0,30,7,7,14,46,2,44,7,5,12,184,3,181,23,23,46
203483,2,49,1,48,7,12,19,30,0,30,6,5,11,49,0,49,6,11,17,128,1,127,19,28,47
203492,2,82,0,82,12,5,17,17,0,17,1,3,4,37,0,37,13,6,19,136,0,136,26,14,40
203517,2,1368,3,1365,799,9,808,1546,5,1541,1034,10,1044,1380,0,1380,1043,5,1048,4294,8,4286,2876,24,2900
203526,2,106,0,106,10,16,26,58,0,58,3,9,12,96,0,96,8,16,24,260,0,260,21,41,62
203535,2,44,0,44,20,0,20,52,0,52,46,0,46,394,2,392,358,0,358,490,2,488,424,0,424
203544,2,16,0,16,4,0,4,17,0,17,13,0,13,22,0,22,8,1,9,55,0,55,25,1,26
203580,2,92,0,92,26,0,26,70,1,69,42,0,42,52,1,51,28,0,28,214,2,212,96,0,96
203757,2,58,0,58,26,0,26,37,0,37,26,0,26,54,0,54,34,0,34,149,0,149,86,0,86
203775,2,107,0,107,57,0,57,83,0,83,49,0,49,53,0,53,39,0,39,243,0,243,145,0,145
203845,2,99,0,99,36,0,36,76,0,76,38,0,38,108,0,108,70,0,70,283,0,283,144,0,144
203960,2,6,0,6,3,0,3,8,0,8,5,0,5,10,0,10,6,0,6,24,0,24,14,0,14
204006,2,253,0,253,42,6,48,52,0,52,9,1,10,246,0,246,42,6,48,551,0,551,93,13,106
204015,2,93,0,93,14,0,14,38,0,38,6,1,7,129,0,129,27,2,29,260,0,260,47,3,50
204024,2,364,0,364,267,0,267,555,0,555,455,0,455,2870,1,2869,2422,0,2422,3789,1,3788,3144,0,3144
204176,2,28,0,28,20,0,20,31,0,31,26,0,26,29,0,29,25,0,25,88,0,88,71,0,71
204185,2,187,0,187,110,0,110,176,0,176,122,0,122,175,1,174,134,0,134,538,1,537,366,0,366
204194,2,135,0,135,69,0,69,207,0,207,137,0,137,10,0,10,1,1,2,352,0,352,207,1,208
204200,2,137,1,136,56,0,56,94,0,94,53,0,53,94,0,94,64,0,64,325,1,324,173,0,173
204264,2,179,0,179,81,0,81,100,0,100,46,0,46,78,0,78,56,0,56,357,0,357,183,0,183
204468,2,170,0,170,50,0,50,0,0,0,0,0,0,173,0,173,82,1,83,343,0,343,132,1,133
204486,2,49,0,49,11,3,14,24,0,24,10,3,13,42,0,42,24,2,26,115,0,115,45,8,53
204501,2,70,0,70,63,0,63,137,0,137,120,0,120,567,0,567,454,0,454,774,0,774,637,0,637
204617,2,100,0,100,47,0,47,67,0,67,34,1,35,78,0,78,51,2,53,245,0,245,132,3,135
204635,2,125,0,125,70,0,70,171,1,170,137,0,137,164,1,163,125,0,125,460,2,458,332,0,332
204671,2,135,1,134,18,10,28,57,0,57,8,3,11,143,1,142,21,19,40,335,2,333,47,32,79
204680,2,255,0,255,17,18,35,100,0,100,11,13,24,159,0,159,8,11,19,514,0,514,36,42,78
204699,2,149,0,149,16,10,26,71,0,71,7,5,12,156,0,156,14,5,19,376,0,376,37,20,57
204705,2,474,1,473,22,79,101,232,0,232,10,67,77,495,0,495,34,152,186,1201,1,1200,66,298,364
204796,2,1206,1,1205,981,0,981,1223,1,1222,1060,1,1061,4594,3,4591,4132,1,4133,7023,5,7018,6173,2,6175
204802,2,47,0,47,8,0,8,12,0,12,2,1,3,59,0,59,9,1,10,118,0,118,19,2,21
204820,2,115,0,115,13,6,19,25,0,25,3,1,4,60,1,59,11,5,16,200,1,199,27,12,39
204839,2,77,0,77,9,6,15,8,0,8,0,1,1,40,0,40,10,3,13,125,0,125,19,10,29
204848,2,136,0,136,15,2,17,42,0,42,6,1,7,167,0,167,18,8,26,345,0,345,39,11,50
204857,2,1152,3,1149,641,2,643,1124,1,1123,765,0,765,2135,0,2135,1540,1,1541,4411,4,4407,2946,3,2949
204866,2,100,0,100,14,3,17,20,0,20,2,0,2,90,0,90,22,7,29,210,0,210,38,10,48
204909,2,139,0,139,83,0,83,125,1,124,87,0,87,166,0,166,106,0,106,430,1,429,276,0,276
204936,2,160,0,160,103,0,103,230,0,230,159,0,159,172,0,172,127,0,127,562,0,562,389,0,389
205027,2,5,0,5,0,0,0,2,0,2,0,0,0,9,0,9,3,0,3,16,0,16,3,0,3
205124,2,7,0,7,4,0,4,0,0,0,0,0,0,1,0,1,1,0,1,8,0,8,5,0,5
205203,2,87,0,87,28,15,43,38,0,38,10,4,14,50,0,50,6,4,10,175,0,175,44,23,67
205443,2,187,0,187,75,7,82,112,0,112,69,3,72,95,0,95,49,7,56,394,0,394,193,17,210
205957,2,98,1,97,67,5,72,142,1,141,105,4,109,188,2,186,132,4,136,428,4,424,304,13,317
206048,2,209,0,209,67,0,67,164,0,164,91,1,92,105,0,105,57,0,57,478,0,478,215,1,216
206084,2,1105,1,1104,479,1,480,583,0,583,307,1,308,1441,1,1440,976,0,976,3129,2,3127,1762,2,1764
206154,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
206279,2,5,0,5,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,6,0,6,2,0,2
206349,2,61,0,61,25,0,25,27,0,27,16,0,16,26,0,26,15,0,15,114,0,114,56,0,56
206437,2,144,0,144,96,0,96,146,0,146,100,0,100,149,0,149,105,0,105,439,0,439,301,0,301
206491,2,151,1,150,29,0,29,12,0,12,3,0,3,28,0,28,3,0,3,191,1,190,35,0,35
206507,2,123,0,123,51,0,51,97,0,97,55,0,55,57,0,57,40,0,40,277,0,277,146,0,146
206525,2,147,0,147,79,0,79,301,0,301,210,0,210,44,0,44,28,0,28,492,0,492,317,0,317
206589,2,121,0,121,89,0,89,120,0,120,85,0,85,325,0,325,261,0,261,566,0,566,435,0,435
206604,2,930,0,930,291,0,291,419,0,419,164,0,164,948,0,948,554,0,554,2297,0,2297,1009,0,1009
206613,2,71,0,71,16,3,19,27,0,27,8,2,10,114,0,114,45,3,48,212,0,212,69,8,77
206622,2,208,0,208,121,0,121,313,1,312,235,1,236,626,1,625,503,0,503,1147,2,1145,859,1,860
206695,2,903,2,901,325,8,333,339,0,339,147,1,148,636,0,636,409,1,410,1878,2,1876,881,10,891
206817,2,97,0,97,6,0,6,19,0,19,0,0,0,22,0,22,3,1,4,138,0,138,9,1,10
206835,2,84,0,84,22,0,22,51,0,51,17,0,17,54,0,54,23,0,23,189,0,189,62,0,62
206862,2,115,0,115,40,0,40,43,0,43,26,0,26,126,0,126,71,0,71,284,0,284,137,0,137
206914,2,150,1,149,44,0,44,41,1,40,7,1,8,201,2,199,77,7,84,392,4,388,128,8,136
206941,2,860,29,831,264,1,265,273,10,263,84,1,85,1020,50,970,406,1,407,2153,89,2064,754,3,757
207041,2,298,0,298,87,0,87,113,0,113,45,0,45,330,0,330,97,0,97,741,0,741,229,0,229
207157,2,45,0,45,8,0,8,35,0,35,7,1,8,10,0,10,0,1,1,90,0,90,15,2,17
207209,2,186,0,186,51,0,51,0,0,0,0,0,0,80,0,80,26,0,26,266,0,266,77,0,77
207254,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
207263,2,440,0,440,140,0,140,57,0,57,19,0,19,309,0,309,154,0,154,806,0,806,313,0,313
207306,2,111,0,111,33,0,33,92,0,92,29,0,29,143,0,143,43,0,43,346,0,346,105,0,105
207324,2,112,0,112,52,0,52,104,0,104,65,0,65,223,0,223,131,0,131,439,0,439,248,0,248
207351,2,40,0,40,12,0,12,21,0,21,8,2,10,36,0,36,16,1,17,97,0,97,36,3,39
207388,2,1090,0,1090,592,0,592,470,0,470,288,0,288,2380,0,2380,1701,0,1701,3940,0,3940,2581,0,2581
207403,2,244,0,244,105,0,105,114,0,114,65,0,65,197,0,197,127,0,127,555,0,555,297,0,297
207458,2,70,0,70,39,0,39,77,0,77,48,0,48,173,0,173,121,0,121,320,0,320,208,0,208
207500,2,721,6,715,483,0,483,493,4,489,341,0,341,2667,20,2647,2093,0,2093,3881,30,3851,2917,0,2917
207582,2,228,0,228,120,0,120,111,0,111,61,0,61,230,0,230,154,0,154,569,0,569,335,0,335
207661,2,108,0,108,33,1,34,67,0,67,22,1,23,125,0,125,47,7,54,300,0,300,102,9,111
207722,2,70,0,70,34,0,34,22,0,22,20,0,20,112,0,112,25,0,25,204,0,204,79,0,79
207847,2,202,0,202,43,0,43,70,0,70,25,0,25,170,0,170,65,0,65,442,0,442,133,0,133
207856,2,54,0,54,11,1,12,12,0,12,3,0,3,46,0,46,10,2,12,112,0,112,24,3,27
207865,2,293,0,293,88,0,88,162,0,162,55,4,59,373,0,373,192,6,198,828,0,828,335,10,345
207971,2,132,0,132,85,0,85,79,0,79,55,0,55,497,1,496,379,0,379,708,1,707,519,0,519
208646,2,137,0,137,46,0,46,72,0,72,32,0,32,101,1,100,40,0,40,310,1,309,118,0,118
208725,2,11,0,11,4,0,4,8,0,8,2,0,2,5,0,5,2,3,5,24,0,24,8,3,11
208822,2,200,0,200,122,0,122,197,0,197,134,0,134,222,0,222,174,0,174,619,0,619,430,0,430
209056,2,105,0,105,82,0,82,194,0,194,126,0,126,355,0,355,277,0,277,654,0,654,485,0,485
209065,2,144,0,144,88,0,88,193,0,193,134,0,134,137,0,137,97,0,97,474,0,474,319,0,319
209241,2,2,0,2,1,0,1,0,0,0,0,0,0,11,0,11,6,0,6,13,0,13,7,0,7
209287,2,25,0,25,10,0,10,17,0,17,10,0,10,14,0,14,11,0,11,56,0,56,31,0,31
209409,2,38,0,38,19,0,19,23,0,23,15,0,15,22,0,22,16,0,16,83,0,83,50,0,50
209506,2,119,0,119,57,0,57,50,0,50,35,0,35,155,0,155,88,0,88,324,0,324,180,0,180
209542,2,1090,0,1090,647,0,647,494,0,494,335,0,335,1755,1,1754,1294,0,1294,3339,1,3338,2276,0,2276
209551,2,998,1,997,664,0,664,589,0,589,424,0,424,2460,2,2458,1919,0,1919,4047,3,4044,3007,0,3007
209603,2,24,0,24,3,0,3,17,0,17,9,0,9,29,0,29,13,0,13,70,0,70,25,0,25
209612,2,149,0,149,88,0,88,160,0,160,121,0,121,170,0,170,130,0,130,479,0,479,339,0,339
209807,2,669,0,669,342,0,342,237,0,237,112,0,112,746,0,746,435,0,435,1652,0,1652,889,0,889
209825,2,146,0,146,110,0,110,231,0,231,191,0,191,564,0,564,459,0,459,941,0,941,760,0,760
