UNITID,ARANK,SAINSTT,SAINSTM,SAINSTW,SA_9MCT,SA_9MCM,SA_9MCW,SATOTLT,SATOTLM,SATOTLW,SA09MCT,SA09MCM,SA09MCW,SA10MCT,SA10MCM,SA10MCW,SA11MCT,SA11MCM,SA11MCW,SA12MCT,SA12MCM,SA12MCW,SAOUTLT,SAOUTLM,SAOUTLW,SA09MOT,SA09MOM,SA09MOW,SA10MOT,SA10MOM,SA10MOW,SA11MOT,SA11MOM,SA11MOW,SA12MOT,SA12MOM,SA12MOW,SAEQ9OT,SAEQ9OM,SAEQ9OW,SAEQ9AT,SAEQ9AM,SAEQ9AW,SA09MAT,SA09MAM,SA09MAW,SA10MAT,SA10MAM,SA10MAW,SA11MAT,SA11MAM,SA11MAW,SA12MAT,SA12MAM,SA12MAW
102669,1,8,5,3,0,0,0,8,5,3,7,5,2,0,0,0,0,0,0,1,0,1,616148,360350,255798,490148,360350,129798,0,0,0,0,0,0,126000,0,126000,584648,360350,224298,73081,72070,74766,70021,72070,64899,,,,,,,126000,,126000
104151,1,881,570,311,0,0,0,881,570,311,757,510,247,0,0,0,0,0,0,124,60,64,147579984,97992380,49587604,121942412,84166780,37775632,0,0,0,0,0,0,25637572,13825600,11811972,141170591,94535980,46634611,160239,165853,149951,161086,165033,152938,,,,,,,206755,230427,184562
104179,1,665,454,211,0,0,0,665,454,211,560,392,168,0,0,0,0,0,0,105,62,43,96839855,67255207,29584648,76488361,55408945,21079416,0,0,0,0,0,0,20351494,11846262,8505232,91751982,64293642,27458340,137973,141616,130134,136586,141349,125473,,,,,,,193824,191069,197796
104346,1,84,39,45,0,0,0,84,39,45,79,34,45,0,0,0,0,0,0,5,5,0,5289143,2439513,2849630,4953399,2103769,2849630,0,0,0,0,0,0,335744,335744,0,5205207,2355577,2849630,61967,60399,63325,62701,61876,63325,,,,,,,67149,67149,
104577,1,26,15,11,0,0,0,26,15,11,26,15,11,0,0,0,0,0,0,0,0,0,2348875,1366399,982476,2348875,1366399,982476,0,0,0,0,0,0,0,0,0,2348875,1366399,982476,90341,91093,89316,90341,91093,89316,,,,,,,,,
104586,1,21,17,4,0,0,0,21,17,4,21,17,4,0,0,0,0,0,0,0,0,0,2308975,1905188,403787,2308975,1905188,403787,0,0,0,0,0,0,0,0,0,2308975,1905188,403787,109951,112070,100947,109951,112070,100947,,,,,,,,,
104717,1,21,14,7,0,0,0,21,14,7,18,11,7,0,0,0,0,0,0,3,3,0,2029777,1360607,669170,1612427,943257,669170,0,0,0,0,0,0,417350,417350,0,1925440,1256270,669170,91688,89734,95596,89579,85751,95596,,,,,,,139117,139117,
105297,1,11,8,3,0,0,0,11,8,3,11,8,3,0,0,0,0,0,0,0,0,0,713820,516320,197500,713820,516320,197500,0,0,0,0,0,0,0,0,0,713820,516320,197500,64893,64540,65833,64893,64540,65833,,,,,,,,,
105330,1,284,163,121,0,0,0,284,163,121,236,136,100,11,6,5,9,6,3,28,15,13,32367044,19603978,12763066,26324135,16012432,10311703,1069098,601771,467327,1094742,720313,374429,3879069,2269462,1609607,31091124,18845338,12245785,109476,115616,101205,111543,117738,103117,97191,100295,93465,121638,120052,124810,138538,151297,123816
105899,1,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,4,2,2,0,0,0,340180,140180,200000,0,0,0,0,0,0,340180,140180,200000,0,0,0,278267,114667,163600,69567,57334,81800,,,,,,,85045,70090,100000,,,
106245,1,97,70,27,0,0,0,97,70,27,82,60,22,0,0,0,0,0,0,15,10,5,9418256,7029232,2389024,7607657,5712523,1895134,0,0,0,0,0,0,1810599,1316709,493890,8965606,6700055,2265552,92429,95715,83909,92776,95209,86142,,,,,,,120707,131671,98778
106263,1,11,8,3,0,0,0,11,8,3,0,0,0,0,0,0,0,0,0,11,8,3,1695499,1197255,498244,0,0,0,0,0,0,0,0,0,1695499,1197255,498244,1271624,897941,373683,115602,112243,124561,,,,,,,,,,154136,149657,166081
106306,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50000,50000,0,50000,50000,0,0,0,0,0,0,0,0,0,0,50000,50000,0,50000,50000,,50000,50000,,,,,,,,,,
106342,1,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,336122,336122,0,0,0,0,336122,336122,0,0,0,0,0,0,0,302510,302510,0,60502,60502,,,,,67224,67224,,,,,,,
106397,1,321,232,89,0,0,0,321,232,89,191,135,56,0,0,0,0,0,0,130,97,33,49282570,36294610,12987960,27621693,19956269,7665424,0,0,0,0,0,0,21660877,16338341,5322536,43867351,32210025,11657326,136658,138836,130981,144616,147824,136883,,,,,,,166622,168437,161289
106412,1,20,14,6,0,0,0,20,14,6,8,7,1,0,0,0,0,0,0,12,7,5,1564847,1058095,506752,534642,464142,70500,0,0,0,0,0,0,1030205,593953,436252,1307296,909607,397689,65365,64972,66282,66830,66306,70500,,,,,,,85850,84850,87250
106449,1,5,5,0,0,0,0,5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,329555,329555,0,258809,258809,0,70746,70746,0,0,0,0,0,0,0,322480,322480,0,64496,64496,,64702,64702,,70746,70746,,,,,,,
106458,1,97,60,37,0,0,0,97,60,37,88,54,34,0,0,0,0,0,0,9,6,3,9207493,5873611,3333882,8061930,5049134,3012796,0,0,0,0,0,0,1145563,824477,321086,8921102,5667492,3253611,91970,94458,87935,91613,93502,88612,,,,,,,127285,137413,107029
106467,1,79,50,29,0,0,0,79,50,29,68,44,24,0,0,0,0,0,0,11,6,5,6660046,4243695,2416351,5516405,3610267,1906138,0,0,0,0,0,0,1143641,633428,510213,6374136,4085338,2288798,80685,81707,78924,81124,82052,79422,,,,,,,103967,105571,102043
106485,1,22,17,5,0,0,0,22,17,5,12,8,4,0,0,0,0,0,0,10,9,1,1770142,1432934,337208,726361,475793,250568,0,0,0,0,0,0,1043781,957141,86640,1509197,1193649,315548,68600,70215,63110,60530,59474,62642,,,,,,,104378,106349,86640
106704,1,106,67,39,0,0,0,106,67,39,84,51,33,4,3,1,1,1,0,17,12,5,9277964,6120029,3157935,6898859,4389876,2508983,354544,264544,90000,83882,83882,0,1940679,1381727,558952,8742073,5732876,3009197,82472,85565,77159,82129,86076,76030,88636,88181,90000,83882,83882,,114158,115144,111790
106713,1,10,4,6,0,0,0,10,4,6,10,4,6,0,0,0,0,0,0,0,0,0,596833,251271,345562,596833,251271,345562,0,0,0,0,0,0,0,0,0,596833,251271,345562,59683,62818,57594,59683,62818,57594,,,,,,,,,
106980,1,7,1,6,0,0,0,7,1,6,5,1,4,0,0,0,1,0,1,1,0,1,423189,57897,365292,278944,57897,221047,0,0,0,73923,0,73923,70322,0,70322,392155,57897,334258,56022,57897,55710,55789,57897,55262,,,,73923,,73923,70322,,70322
107044,1,65,53,12,0,0,0,65,53,12,51,41,10,5,4,1,0,0,0,9,8,1,5460348,4485546,974802,3985595,3257735,727860,453387,363470,89917,0,0,0,1021366,864341,157025,5159668,4233114,926554,79380,79870,77213,78149,79457,72786,90677,90868,89917,,,,113485,108043,157025
107071,1,36,26,10,0,0,0,36,26,10,35,25,10,0,0,0,0,0,0,1,1,0,2355006,1753465,601541,2278331,1676790,601541,0,0,0,0,0,0,76675,76675,0,2335837,1734296,601541,64884,66704,60154,65095,67072,60154,,,,,,,76675,76675,
107080,1,45,24,21,0,0,0,45,24,21,45,24,21,0,0,0,0,0,0,0,0,0,3576370,1949082,1627288,3576370,1949082,1627288,0,0,0,0,0,0,0,0,0,3576370,1949082,1627288,79475,81212,77490,79475,81212,77490,,,,,,,,,
107141,1,25,22,3,0,0,0,25,22,3,12,11,1,4,4,0,9,7,2,0,0,0,1972503,1716535,255968,816971,749701,67270,324620,324620,0,830912,642214,188698,0,0,0,1788815,1567190,221625,71553,71236,73875,68081,68155,67270,81155,81155,,92324,91745,94349,,,
107327,1,3,2,1,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,160875,105999,54876,160875,105999,54876,0,0,0,0,0,0,0,0,0,160875,105999,54876,53625,53000,54876,53625,53000,54876,,,,,,,,,
107460,1,6,1,5,0,0,0,6,1,5,3,0,3,0,0,0,3,1,2,0,0,0,370185,62377,307808,163411,0,163411,0,0,0,206774,62377,144397,0,0,0,332552,51024,281528,55425,51024,56306,54470,,54470,,,,68925,62377,72199,,,
107512,1,41,32,9,0,0,0,41,32,9,40,32,8,0,0,0,0,0,0,1,0,1,2761486,2191222,570264,2681486,2191222,490264,0,0,0,0,0,0,80000,0,80000,2741486,2191222,550264,66866,68476,61140,67037,68476,61283,,,,,,,80000,,80000
107521,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,54399,54399,0,54399,54399,0,0,0,0,0,0,0,0,0,0,54399,54399,0,54399,54399,,54399,54399,,,,,,,,,,
107558,1,12,8,4,0,0,0,12,8,4,12,8,4,0,0,0,0,0,0,0,0,0,899299,598832,300467,899299,598832,300467,0,0,0,0,0,0,0,0,0,899299,598832,300467,74942,74854,75117,74942,74854,75117,,,,,,,,,
107600,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,68916,68916,0,68916,68916,0,0,0,0,0,0,0,0,0,0,68916,68916,0,68916,68916,,68916,68916,,,,,,,,,,
107877,1,3,2,1,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,176192,118237,57955,176192,118237,57955,0,0,0,0,0,0,0,0,0,176192,118237,57955,58731,59119,57955,58731,59119,57955,,,,,,,,,
107974,1,7,3,4,0,0,0,7,3,4,5,2,3,0,0,0,0,0,0,2,1,1,442113,188206,253907,293384,115227,178157,0,0,0,0,0,0,148729,72979,75750,404931,169961,234970,57847,56654,58742,58677,57614,59386,,,,,,,74365,72979,75750
107983,1,22,13,9,0,0,0,22,13,9,17,11,6,0,0,0,1,0,1,4,2,2,2195185,1397456,797729,1457633,1006110,451523,0,0,0,76722,0,76722,660830,391346,269484,2016014,1299620,716395,91637,99971,79599,85743,91465,75254,,,,76722,,76722,165208,195673,134742
108092,1,38,21,17,0,0,0,38,21,17,29,16,13,0,0,0,0,0,0,9,5,4,3443908,2029872,1414036,2534524,1512018,1022506,0,0,0,0,0,0,909384,517854,391530,3216562,1900409,1316154,84646,90496,77421,87397,94501,78654,,,,,,,101043,103571,97883
108861,1,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,267241,78228,189013,0,0,0,0,0,0,0,0,0,267241,78228,189013,200431,58671,141760,66810,58671,70880,,,,,,,,,,89080,78228,94507
108870,1,7,5,2,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,7,5,2,960695,663445,297250,0,0,0,0,0,0,0,0,0,960695,663445,297250,720521,497584,222938,102932,99517,111469,,,,,,,,,,137242,132689,148625
109651,1,55,33,22,0,0,0,55,33,22,0,0,0,0,0,0,0,0,0,55,33,22,6136876,3669596,2467280,0,0,0,0,0,0,0,0,0,6136876,3669596,2467280,4602657,2752197,1850460,83685,83400,84112,,,,,,,,,,111580,111200,112149
109785,1,122,74,48,0,0,0,122,74,48,60,40,20,62,34,28,0,0,0,0,0,0,12404475,7466919,4937556,5766745,3941833,1824912,6637730,3525086,3112644,0,0,0,0,0,0,11740702,7114410,4626292,96235,96141,96381,96112,98546,91246,107060,103679,111166,,,,,,
109907,1,24,11,13,0,0,0,24,11,13,0,0,0,24,11,13,0,0,0,0,0,0,2671112,1231240,1439872,0,0,0,2671112,1231240,1439872,0,0,0,0,0,0,2404001,1108116,1295885,100167,100738,99683,,,,111296,111931,110759,,,,,,
110097,1,79,67,12,0,0,0,79,67,12,0,0,0,75,63,12,0,0,0,4,4,0,9200114,7852058,1348056,0,0,0,8772981,7424925,1348056,0,0,0,427133,427133,0,8216033,7002782,1213250,104000,104519,101104,,,,116973,117856,112338,,,,106783,106783,
110316,1,22,11,11,0,0,0,22,11,11,22,11,11,0,0,0,0,0,0,0,0,0,2231237,1106369,1124868,2231237,1106369,1124868,0,0,0,0,0,0,0,0,0,2231237,1106369,1124868,101420,100579,102261,101420,100579,102261,,,,,,,,,
110361,1,148,93,55,0,0,0,148,93,55,106,67,39,2,1,1,1,1,0,39,24,15,16679506,10626263,6053243,11441192,7332730,4108462,209716,95716,114000,133624,133624,0,4894974,3064193,1830781,15410471,9826324,5584148,104125,105659,101530,107936,109444,105345,104858,95716,114000,133624,133624,,125512,127675,122052
110370,1,25,12,13,0,0,0,25,12,13,20,11,9,0,0,0,0,0,0,5,1,4,2292921,1115577,1177344,1818787,1022537,796250,0,0,0,0,0,0,474134,93040,381094,2174388,1092317,1082071,86976,91026,83236,90939,92958,88472,,,,,,,94827,93040,95274
110398,1,41,20,21,0,0,0,41,20,21,35,20,15,0,0,0,0,0,0,6,0,6,7797270,3849333,3947937,6869719,3849333,3020386,0,0,0,0,0,0,927551,0,927551,7565382,3849333,3716049,184522,192467,176955,196278,192467,201359,,,,,,,154592,,154592
110404,1,263,210,53,0,0,0,263,210,53,0,0,0,0,0,0,263,210,53,0,0,0,71043092,56974522,14068570,0,0,0,0,0,0,71043092,56974522,14068570,0,0,0,58113249,46605159,11508090,220963,221929,217134,,,,,,,270126,271307,265445,,,
110413,1,69,36,33,0,0,0,69,36,33,68,35,33,0,0,0,1,1,0,0,0,0,7673511,4248453,3425058,7486346,4061288,3425058,0,0,0,187165,187165,0,0,0,0,7639447,4214389,3425058,110717,117066,103790,110093,116037,103790,,,,187165,187165,,,,
110422,1,311,216,95,0,0,0,311,216,95,282,199,83,0,0,0,0,0,0,29,17,12,39270732,27614280,11656452,34803444,24958008,9845436,0,0,0,0,0,0,4467288,2656272,1811016,38153910,26950212,11203698,122681,124770,117934,123416,125417,118620,,,,,,,154044,156251,150918
110468,1,71,34,37,0,0,0,71,34,37,71,34,37,0,0,0,0,0,0,0,0,0,6485637,3105798,3379839,6485637,3105798,3379839,0,0,0,0,0,0,0,0,0,6485637,3105798,3379839,91347,91347,91347,91347,91347,91347,,,,,,,,,
110486,1,75,44,31,0,0,0,75,44,31,73,43,30,0,0,0,0,0,0,2,1,1,9109632,5390016,3719616,8835792,5258832,3576960,0,0,0,0,0,0,273840,131184,142656,9041172,5357220,3683952,120549,121755,118837,121038,122298,119232,,,,,,,136920,131184,142656
110495,1,127,78,49,0,0,0,127,78,49,122,76,46,0,0,0,0,0,0,5,2,3,14811636,9110676,5700960,14049216,8787096,5262120,0,0,0,0,0,0,762420,323580,438840,14621031,9029781,5591250,115126,115766,114107,115158,115620,114394,,,,,,,152484,161790,146280
110510,1,164,93,71,0,0,0,164,93,71,130,73,57,0,0,0,0,0,0,34,20,14,20807976,12131136,8676840,15661632,8975220,6686412,0,0,0,0,0,0,5146344,3155916,1990428,19521390,11342157,8179233,119033,121959,115200,120474,122948,117305,,,,,,,151363,157796,142173
110529,1,239,146,93,0,0,0,239,146,93,238,146,92,0,0,0,0,0,0,1,0,1,29595756,18169380,11426376,29446704,18169380,11277324,0,0,0,0,0,0,149052,0,149052,29558493,18169380,11389113,123676,124448,122464,123726,124448,122580,,,,,,,149052,,149052
110538,1,168,107,61,0,0,0,168,107,61,134,89,45,0,0,0,0,0,0,34,18,16,20410752,13210224,7200528,15577632,10520256,5057376,0,0,0,0,0,0,4833120,2689968,2143152,19202472,12537732,6664740,114300,117175,109258,116251,118205,112386,,,,,,,142151,149443,133947
110547,1,114,63,51,0,0,0,114,63,51,99,54,45,0,0,0,0,0,0,15,9,6,14932248,8518584,6413664,12734436,7153872,5580564,0,0,0,0,0,0,2197812,1364712,833100,14382795,8177406,6205389,126165,129800,121674,128631,132479,124013,,,,,,,146521,151635,138850
110556,1,224,140,84,0,0,0,224,140,84,216,135,81,0,0,0,0,0,0,8,5,3,26494836,16753272,9741564,25375716,16040040,9335676,0,0,0,0,0,0,1119120,713232,405888,26215056,16574964,9640092,117032,118393,114763,117480,118815,115255,,,,,,,139890,142646,135296
110565,1,362,211,151,0,0,0,362,211,151,330,196,134,0,0,0,0,0,0,32,15,17,44781036,26314116,18466920,39847668,23943768,15903900,0,0,0,0,0,0,4933368,2370348,2563020,43547694,25721529,17826165,120297,121903,118054,120751,122162,118686,,,,,,,154168,158023,150766
110574,1,121,62,59,0,0,0,121,62,59,115,59,56,0,0,0,0,0,0,6,3,3,14860188,7795608,7064580,13905000,7294368,6610632,0,0,0,0,0,0,955188,501240,453948,14621391,7670298,6951093,120838,123714,117815,120913,123633,118047,,,,,,,159198,167080,151316
110583,1,352,197,155,0,0,0,352,197,155,307,180,127,0,0,0,0,0,0,45,17,28,43782972,24480516,19302456,36902676,21780024,15122652,0,0,0,0,0,0,6880296,2700492,4179804,42062898,23805393,18257505,119497,120840,117790,120204,121000,119076,,,,,,,152895,158852,149279
110592,1,235,124,111,0,0,0,235,124,111,190,99,91,0,0,0,0,0,0,45,25,20,29995164,16121940,13873224,23079300,12207012,10872288,0,0,0,0,0,0,6915864,3914928,3000936,28266198,15143208,13122990,120282,122123,118225,121470,123303,119476,,,,,,,153686,156597,150047
110608,1,375,193,182,0,0,0,375,193,182,309,162,147,0,0,0,0,0,0,66,31,35,45427332,23639088,21788244,36142524,19253076,16889448,0,0,0,0,0,0,9284808,4386012,4898796,43106130,22542585,20563545,114950,116801,112987,116966,118846,114894,,,,,,,140679,141484,139966
110617,1,294,159,135,0,0,0,294,159,135,262,139,123,0,0,0,0,0,0,32,20,12,34273452,18873240,15400212,29951364,16151604,13799760,0,0,0,0,0,0,4322088,2721636,1600452,33192930,18192831,15000099,112901,114420,111112,114318,116199,112193,,,,,,,135065,136082,133371
110635,1,853,556,297,0,0,0,853,556,297,826,541,285,0,0,0,0,0,0,27,15,12,198429600,133508800,64920800,192391600,129930900,62460700,0,0,0,0,0,0,6038000,3577900,2460100,196920100,132614325,64305775,230856,238515,216518,232920,240168,219160,,,,,,,223630,238527,205008
110644,1,833,525,308,0,0,0,833,525,308,562,358,204,0,0,0,0,0,0,271,167,104,175436686,112406086,63030600,111860686,72088386,39772300,0,0,0,0,0,0,63576000,40317700,23258300,159542686,102326661,57216025,191528,194908,185766,199040,201364,194962,,,,,,,234598,241423,223638
110653,1,655,433,222,0,0,0,655,433,222,642,428,214,0,0,0,0,0,0,13,5,8,134143400,90141300,44002100,131455500,89179200,42276300,0,0,0,0,0,0,2687900,962100,1725800,133471425,89900775,43570650,203773,207623,196264,204759,208363,197553,,,,,,,206762,192420,215725
110662,1,1039,662,377,0,0,0,1039,662,377,964,621,343,0,0,0,0,0,0,75,41,34,262801118,172124018,90677100,244860318,161515118,83345200,0,0,0,0,0,0,17940800,10608900,7331900,258315918,169471793,88844125,248620,256000,235661,254004,260089,242989,,,,,,,239211,258754,215644
