UNITID,F2A01,F2A19,F2A20,F2A02,F2A03,F2A03A,F2A04,F2A05,F2A05A,F2A05B,F2A06,F2A11,F2A12,F2A13,F2A15,F2A16,F2A17,F2A18,F2B01,F2B02,F2B03,F2B04,F2B05,F2B06,F2B07,F2C01,F2C02,F2C03,F2C04,F2C05,F2C06,F2C07,F2C08,F2C09,F2C10,F2C12,F2C121,F2C122,F2C13,F2C131,F2C132,F2C14,F2C141,F2C142,F2C15,F2C151,F2C152,F2C16,F2C161,F2C162,F2C17,F2C171,F2C172,F2D01,F2D012,F2D013,F2D014,F2D02,F2D022,F2D023,F2D024,F2D03,F2D032,F2D033,F2D034,F2D04,F2D042,F2D043,F2D044,F2D05,F2D052,F2D053,F2D054,F2D06,F2D062,F2D063,F2D064,F2D07,F2D072,F2D073,F2D074,F2D08,F2D082,F2D083,F2D084,F2D08A,F2D082A,F2D083A,F2D084A,F2D08B,F2D082B,F2D083B,F2D084B,F2D09,F2D092,F2D093,F2D094,F2D10,F2D102,F2D103,F2D104,F2D11,F2D112,F2D12,F2D122,F2D13,F2D132,F2D14,F2D142,F2D143,F2D144,F2D15,F2D152,F2D153,F2D154,F2D16,F2D162,F2D163,F2D164,F2D17,F2D172,F2D173,F2D174,F2D18,F2D182,F2D183,F2D184,F2E011,F2E012,F2E021,F2E022,F2E031,F2E032,F2E041,F2E042,F2E051,F2E052,F2E061,F2E062,F2E071,F2E072,F2E081,F2E091,F2E092,F2E101,F2E102,F2E121,F2E122,F2E131,F2E132,F2E133,F2E134,F2E135,F2E136,F2E137,F2FHA,F2H01,F2H02,F2H03,F2H03A,F2H03B,F2H03C,F2H03D,F2I01,F2I02,F2I03,F2I04,F2I05,F2I06,F2I07
136774,65023725,273847704,0,401598018,179752485,164288895,155706629,66138904,34776138,31362766,221845533,55048343,236971729,104225580,16013422,0,412259074,138411370,95471984,86878847,0,8593137,213252396,0,221845533,1956185,1901391,1871625,0,2285352,19353398,27367951,21853483,8280,21861763,0,0,0,223012,223012,0,9200,9200,0,0,0,0,2276152,2276152,0,19353399,19345119,8280,62484997,62484997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3912991,3912991,0,0,8132,8132,0,0,0,0,0,0,13855639,4310424,8220218,1324997,13803339,4287661,8190681,1324997,52300,22763,29537,0,0,0,0,0,-2323794,-808192,-1435899,-79703,0,0,16652786,16652786,0,0,0,0,0,0,881233,881233,0,0,95471984,87442371,6784319,1245294,0,10376868,-10376868,0,95471984,97819239,-3592549,1245294,29509922,13107570,0,0,0,0,17524726,4973745,8287287,3105907,13818080,4823303,15824820,216590,1914012,0,0,0,0,0,0,86878847,26227115,8418140,17394369,10746950,4298421,19793852,1,63982310,61659431,-2322879,2099938,-1940950,-2560125,78258,10949701,98990945,8593137,213252396,54882120,152558555,86878847
136950,459889000,308038000,0,852704000,238376000,211276000,141333000,472995000,250006000,222989000,614328000,57281000,357351000,57832000,28852000,0,501316000,193278000,156704000,148682000,0,8022000,606306000,0,614328000,3085000,366000,8124000,0,6357000,56425000,74357000,60316538,1676377,61992915,3085000,3085000,0,366000,366000,0,8124000,8124000,0,0,0,0,4408556,3572813,835743,46009359,45168725,840634,70343000,70343000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8325000,0,8325000,0,0,0,0,0,0,0,0,0,20430000,2860000,13925000,3645000,18752000,2860000,12247000,3645000,1678000,0,1678000,0,0,0,0,0,5445000,7342000,1396000,-3293000,0,0,24923000,24923000,0,0,22276000,22276000,0,0,4962000,4962000,0,0,156704000,132706000,23646000,352000,0,28288000,-28288000,0,156704000,160994000,-4642000,352000,41079000,23346000,0,0,5127000,1215000,15180000,5951000,30255000,10757000,20570000,9598000,20752000,422000,0,0,0,15719000,0,0,0,148682000,51289000,18064000,9854000,12358000,6254000,50863000,1,460276000,467238000,6962000,3574000,4452000,-18069000,17005000,12312000,171020000,8022000,606306000,141333000,211276000,148682000
137032,68207536,152251539,0,249320245,105571643,75245208,120169486,23579116,14038650,9540466,143748602,20206742,175224632,51447210,6071496,12563153,265513233,113261694,132932396,153067952,0,-20135556,163884157,1,143748602,17033858,22658775,8856026,0,0,31050414,79599073,31050414,0,31050414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31050414,31050414,0,98581482,98581482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22443047,1751217,20691830,0,770137,0,770137,0,0,0,0,0,3617834,787254,2592155,238425,3617834,787254,2592155,238425,0,0,0,0,0,0,0,0,-11985164,-8497012,-3488152,0,0,0,18529333,18529333,0,0,0,0,0,0,975727,716390,259337,0,132932396,111868664,20825307,238425,0,-22795176,22795176,0,132932396,89073488,43620483,238425,50111444,26663147,0,0,0,0,11622995,6630849,36991766,11872087,37799952,15233380,16541795,2408152,0,0,0,0,0,0,0,153067952,62807615,17232930,6892120,8341481,2326714,55467092,1,92347642,67564541,-24783101,245399,-11985164,-13043335,-1,-18576110,143727106,-20135556,163884157,62334694,75245208,153067952
137272,6195955,308130,6195955,12700040,808505,0,11000000,891535,891535,0,11891535,600000,0,465920,0,308130,1374050,1065920,2536018,2116763,0,419255,11891535,-419255,11891535,0,0,24355,0,0,0,24355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220768,2220768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,45000,0,0,45000,45000,0,0,0,0,0,0,0,0,0,0,261601,261601,0,0,0,0,0,0,0,0,0,0,0,0,8649,8649,0,0,2536018,2536018,0,0,0,0,0,0,2536018,2536018,0,0,964153,695589,0,0,0,0,630285,353338,0,0,0,0,514691,261732,0,0,0,0,0,7634,0,2116763,1310659,469237,276909,59958,0,0,1,10608544,10608545,1,0,0,0,1,-287838,0,419255,11891535,0,0,2116763
137476,34735322,70186303,0,152091554,71504372,50108142,44981425,35605757,8188643,27417114,80587182,8975395,90104618,26388054,4475393,1503348,131446808,61260505,69239766,63718653,0,5521113,75066069,0,80587182,5254860,796676,4759201,0,595675,36685334,48091746,37059766,221243,37281009,0,0,0,0,0,0,0,0,0,0,0,0,595675,595675,0,36685334,36464091,221243,59634887,59634887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495012,495012,0,0,1666798,1666798,0,0,118528,118528,0,0,6460335,1707310,4241657,511368,6213584,1480559,4221657,511368,246751,226751,20000,0,0,0,0,0,-5778771,-1896884,-3881887,0,0,0,6349525,6349525,0,0,0,0,0,0,293452,293452,0,0,69239766,68368628,359770,511368,0,4599393,-4599393,0,69239766,72968021,-4239623,511368,22053150,14300389,0,0,2367632,1445526,6078356,2449330,13508875,5774917,13877954,4706596,5831549,30605,0,0,0,0,0,1137,0,63718653,28707363,5530290,7884159,2846698,1315089,17435054,1,40042465,34405192,-5637273,755004,-5402763,-989514,0,9249368,74918094,5521113,75066069,44919106,50108142,63718653
137546,351888654,200998094,0,652792817,177673008,128363639,182621391,292498418,191196626,101301792,475119809,20802226,274172454,66603759,22290379,0,383868818,182870724,124672853,142633848,-636760,-18597755,493717564,0,475119809,5101407,5208078,9964920,0,7488091,94308407,122070903,107004576,0,107004576,0,0,0,5208078,5208078,0,0,0,0,0,0,0,7488091,7488091,0,94308407,94308407,0,79932199,79932199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11804464,11804464,0,0,63011,63011,0,0,0,0,0,0,47925841,916184,35174486,11835171,47919006,916184,35167651,11835171,6835,0,6835,0,138612,138612,0,0,-44061182,-16360318,-26601343,-1099521,1542644,1542644,24834256,24834256,0,0,0,0,0,0,2493008,2758415,-3876,-261531,124672853,105629467,8569267,10474119,0,28883858,-28883858,0,124672853,134513325,-20314591,10474119,53413419,32407188,1196967,626037,1094159,171525,14072066,4251860,30491086,11670074,19376076,10379602,22990075,188672,0,0,0,0,0,0,0,142633848,59694958,18302633,13178626,11167728,5485740,34804163,1,387215324,352639796,-34575528,13598968,-42142317,-17433155,11400976,-7791015,152304805,-18597755,493717564,193782816,128363639,142633848
137564,31693422,91384771,0,136483124,86614643,77468465,34709873,15158608,7075335,8083273,49868481,6136686,140828753,26385557,1592111,0,174943107,83558336,109981657,91070080,0,18911577,30956904,0,49868481,10940837,14258690,7788400,0,41878,38856865,71886670,1703284,341635,2044919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044919,1703284,341635,66940194,66940194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17311654,360132,15244904,1706618,17311654,360132,15244904,1706618,0,0,0,0,0,0,0,0,1057777,1301156,-243379,0,0,0,15235479,15235479,0,0,0,0,0,0,9436553,9147376,289177,0,109981657,92984337,15290702,1706618,0,16172314,-16172314,0,109981657,109156651,-881612,1706618,25060631,16871471,0,0,0,0,9035272,5042782,30757041,8222039,18264851,8960593,7952285,108820,0,0,0,0,0,0,0,91070080,39205705,8682335,1325089,5874399,3222717,32759835,1,10050766,10299383,248617,677415,-261109,-194357,26668,18086598,91683181,18911577,30956904,5949799,77468465,91070080
137777,17530915,3464625,0,20995540,11490061,4091635,4553050,4952429,0,4952429,9505479,381933,5145404,810769,0,0,6338106,2873481,5007655,4477912,0,529743,8975736,0,9505479,92876,38143,0,0,42250,439826,613095,300280,181796,482076,92876,92876,0,24000,24000,0,0,0,0,0,0,0,321796,140000,181796,43404,43404,0,219020,219020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334193,334193,0,0,0,0,0,0,0,0,0,0,2529507,1653270,876237,0,2529507,1653270,876237,0,0,0,0,0,0,0,0,0,0,0,0,0,196293,196293,990550,990550,0,0,0,0,0,0,738092,738092,0,0,5007655,4131418,876237,0,0,0,0,0,5007655,4131418,876237,0,1612907,754121,117385,54884,242115,113202,435807,203763,419234,196015,648529,468457,1001929,303222,0,0,0,0,0,6,0,4477912,2093664,299466,1790429,0,294353,0,2,,,,,,,,794274,4131418,529743,8975736,2696890,4091635,4477912
137801,,,,,,,,,,,,,,,,,,,,,,,,,,1791798,1414293,0,0,0,629675,3835766,629675,0,629675,0,0,0,15763,15763,0,0,0,0,0,0,0,0,0,0,613912,613912,0,5451088,5451088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496913,1496913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,6948001,6948001,0,0,0,0,0,0,6948001,6948001,0,0,3441849,1451861,0,0,0,0,1861114,1209066,1113996,699312,1422294,0,,,0,,,,,534746,0,8373999,3360239,0,1154133,14204,0,3845423,-2,,,,,,,,,,,,,,
137847,97607646,682302976,0,995322258,281646397,210634634,649852717,63823144,32229450,31593694,713675861,95516179,674798329,78830616,69566743,44639957,963351824,281048848,315855430,253886512,0,61968918,651706943,0,713675861,8074885,9796665,8172502,0,994173,102387725,129425950,103861613,0,103861613,0,0,0,542217,542217,0,0,0,0,0,0,0,961991,961991,0,102357405,102357405,0,219248604,219248604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19856780,19856780,0,0,0,0,0,0,243504,243504,0,0,18606942,16307038,1458294,841610,18606942,16307038,1458294,841610,0,0,0,0,0,0,0,0,-3978570,-2779679,-1198891,0,0,0,57688600,57688600,0,0,0,0,0,0,4189570,4189570,0,0,315855430,314754417,259403,841610,0,8352636,-8352636,0,315855430,323107053,-8093233,841610,82477177,50181085,886786,212057,0,0,21331946,8807547,36758318,10976164,42967619,9831018,55563514,1086811,10783144,0,0,0,0,3118008,0,253886512,81094682,18502460,32646639,33979439,6831047,80832245,1,58215971,56608582,-1607389,1435015,-1307521,-1734883,0,69220541,325715623,61968918,651706943,192266406,210634634,253886512
137953,95233,4369431,0,5914486,1765649,1256325,3814377,334460,0,334460,4148837,1007912,3128804,697491,1639972,0,6474179,2104748,5820342,4713041,0,1107301,3041536,0,4148837,1065170,1379981,227306,0,0,174877,2847334,174877,0,174877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174877,174877,0,4900763,4900763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253479,253479,0,0,0,0,0,0,0,0,0,0,631669,391955,239714,0,631669,391955,239714,0,0,0,0,0,0,0,0,0,-19055,-19055,0,0,0,0,43850,43850,0,0,9636,9636,0,0,0,0,0,0,5820342,5580628,239714,0,0,16202,-16202,0,5820342,5596830,223512,0,808337,676578,0,0,0,0,546471,430098,890387,330049,1744221,818073,723625,291155,0,0,0,0,0,0,0,4713041,2545953,331831,430095,121592,34081,1249489,1,113899,95233,-18666,0,-18666,0,0,883789,5596830,1107301,3041536,4148837,1256325,4713041
137962,0,7621730,0,8799813,3534025,3005310,4200279,1065509,842253,223256,5265788,2469288,9212156,1342200,0,0,13023644,5401914,3662151,4487026,-74056,-898931,6164719,0,5265788,604557,81000,111199,0,20857,615572,1433185,541170,74402,615572,324136,324136,0,81000,81000,0,115177,115177,0,0,0,0,20857,20857,0,74402,0,74402,1859184,1859184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366345,366345,0,0,0,0,0,0,0,0,0,0,709280,380755,313575,14950,709280,380755,313575,14950,0,0,0,0,0,0,0,0,12439,12439,0,0,0,0,497899,497899,0,0,0,0,0,0,217004,217004,0,0,3662151,3333626,313575,14950,0,-458389,458389,0,3662151,2875237,771964,14950,934066,624972,0,0,0,0,394794,166026,1046470,534803,1384280,336800,727416,42064,0,0,0,0,0,0,0,4487026,1704665,382291,395363,397798,152777,1454132,1,825648,842253,16605,16605,0,0,0,-820732,3662151,-898931,6164719,5265788,3005310,4487026
138275,1975250,24782802,0,34518558,11470031,10298103,14762624,8285903,6417986,1867917,23048527,3584666,31420487,3044798,1595939,469767,40115657,15332855,20004144,18622859,0,1381285,21667242,0,23048527,2148440,520579,2422024,0,0,6696761,11787804,6696761,0,6696761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6696761,6696761,0,9863270,9863270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4172758,4172758,0,0,0,0,0,0,0,0,0,0,2193951,716360,1343412,134179,2193951,716360,1343412,134179,0,0,0,0,0,0,0,0,-330542,0,-251730,-78812,0,0,3591793,3591793,0,0,0,0,0,0,512914,861152,-348238,0,20004144,19205333,743444,55367,0,348238,-348238,0,20004144,19553571,395206,55367,3724471,2483386,0,0,0,0,1004453,587749,7353540,2905295,4425690,1226037,2114705,14647,0,0,0,0,0,0,0,18622859,7217114,2076483,1390581,861935,423701,6653045,1,6907619,6604180,-303439,134179,-171418,-266200,0,582474,19205333,1381285,21667242,2145842,10298103,18622859
138293,436863,8228375,0,22836879,9773610,4069822,12073999,989270,356863,632407,13063269,24750,11752121,5287349,0,2203119,19267339,11038964,18624651,19733548,0,-1108897,14172166,0,13063269,2563424,84213,1991041,0,0,11110686,15749364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12139197,12139197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52023,52023,0,0,0,0,0,0,777637,777637,0,0,777637,777637,0,0,0,0,0,0,0,0,0,0,-543575,-543575,0,0,0,0,6199369,6199369,0,0,0,0,0,0,0,0,0,0,18624651,18624651,0,0,0,0,0,0,18624651,18624651,0,0,2705107,2122850,0,0,0,0,671684,219427,9277989,3049070,3746437,1342599,3332331,40761,0,0,0,0,0,0,0,19733548,6774707,1078828,2450889,612084,198082,8618958,1,6863658,6700351,-163307,28684,-543575,0,351584,-1108897,18624651,-1108897,14172166,6164709,4069822,19733548
138600,219307064,115538837,0,397453376,85317814,0,100749907,211385655,106591681,104793974,312135562,11438737,188879511,16976106,0,8574463,225868817,110329980,58393219,60434922,4592159,2550456,309585106,0,312135562,2173138,286024,2548546,0,3254524,26158611,34420843,29413135,0,29413135,2173138,2173138,0,286024,286024,0,2548546,2548546,0,0,0,0,24405427,24405427,0,0,0,0,16347043,16347043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367028,367028,0,0,0,0,0,0,0,0,0,0,12125034,2488834,9636200,0,12125034,2488834,9636200,0,0,0,0,0,0,0,0,0,9816012,27020425,-17204413,0,0,0,13286538,13286538,0,0,5582607,5582607,0,0,868957,20505444,-19636487,0,58393219,85597919,-27204700,0,0,0,0,0,58393219,85597919,-27204700,0,19738512,10787745,0,0,0,0,8701135,3680730,10219960,3366026,9573990,4091492,12201325,1798841,0,0,0,0,0,0,0,60434922,23724834,4466553,3608507,5577353,1516368,21541307,1,247192299,218548954,-28643345,5388329,-18218172,-15813502,0,29755156,62140895,2550456,309585106,100749907,0,60434922
138761,8913157,17992172,0,29386631,10543876,10389986,10817212,8025543,6480593,1544950,18842755,1366296,29179241,3736188,247313,0,34529038,16536866,7695924,8778084,0,-1082160,19924915,0,18842755,793785,28853,363209,0,1821374,130342,3137563,2090283,0,2090283,0,0,0,0,0,0,0,0,0,0,0,0,2090283,2090283,0,0,0,0,1976026,1976026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733506,1733506,0,0,0,0,0,0,0,0,0,0,2537663,1740790,796873,0,2537663,1740790,796873,0,0,0,0,0,0,0,0,0,-424015,770139,-1194154,0,0,0,1872744,1872744,0,0,0,0,0,0,0,0,0,0,7695924,8093205,-397281,0,0,-1068727,1068727,0,7695924,7024478,671446,0,2072392,1420183,0,0,102253,0,393511,192330,3008578,1066593,2088961,706303,1112389,0,0,0,0,0,0,0,0,8778084,3385409,457198,1194201,707576,291968,2741732,1,9881145,8904436,-976709,1313944,-1315639,-975014,0,383848,9161932,-1082160,19924915,1157918,10389986,8778084
138868,6155631,29958215,0,45154752,23334673,15324462,16287078,5533001,4115673,1417328,21820079,11365420,24235244,8230044,253361,0,44084069,14125854,26272211,26369456,0,-97245,21917324,0,21820079,2245168,4462792,0,0,81348,5609773,12399081,5691121,0,5691121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5691121,5691121,0,10539792,10539792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522013,5522013,0,0,0,0,0,0,0,0,0,0,7884815,7539145,345670,0,7884815,7539145,345670,0,0,0,0,0,0,0,0,0,186224,0,186224,0,0,0,2106185,2106185,0,0,0,0,0,0,33182,24182,9000,0,26272211,25731317,540894,0,0,0,0,0,26272211,25731317,540894,0,6627137,4232550,0,0,0,0,3498050,607213,8008472,2630058,5496459,1578828,2739338,231568,0,0,0,0,0,0,0,26369456,9280217,1938895,3260253,1390864,999833,9499394,1,4923245,5259269,336024,149800,186224,0,0,44460,26413916,-97245,21917324,17636793,15324462,26369456
138947,101372903,133817199,0,327613347,19803040,2745893,175528922,132281385,37233521,95047864,307810307,19002719,226108004,56948559,17112376,0,319171658,185354459,160493627,137253300,0,23240327,284569980,0,307810307,12178364,12052004,390300,0,1581518,19962625,46164811,21930083,366814,22296897,0,0,0,343226,343226,0,0,0,0,0,0,0,1112960,746146,366814,20840711,20840711,0,76669770,76669770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59674597,5813214,53861383,0,641650,0,641650,0,0,0,0,0,17511884,2356578,12230053,2925253,11582647,2356578,6300816,2925253,5929237,0,5929237,0,0,0,0,0,-13251256,-1183397,-12054985,-12874,0,0,16281962,16281962,0,0,0,0,0,0,2965020,1776918,1188102,0,160493627,101715045,55866203,2912379,0,0,0,0,160493627,101715045,55866203,2912379,35253592,20209039,9409491,4063074,2727257,1191107,10035882,3154336,13437536,5157468,36296034,14377855,19717449,559074,10375559,0,0,0,0,500,0,137253300,48711953,14066549,19244887,9149200,181975,45898736,1,102435884,92509648,-9926236,2925253,-11147187,-1704302,0,26172947,163426247,23240327,284569980,134507407,2745893,137253300
139144,1205969916,214465534,0,1464693687,131329154,79639968,160359535,1173004998,984849734,188155264,1333364533,11365799,302885831,24000985,2563544,7762903,348579062,134113528,145830351,106444385,8201393,47587359,1285777174,0,1333364533,2748983,2169314,0,0,6977825,46887759,58783881,56034898,0,56034898,0,0,0,2169314,2169314,0,0,0,0,0,0,0,6977825,6977825,0,46887759,46887759,0,27967528,27967528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3519443,3519443,0,0,0,0,0,0,0,0,0,0,17074186,2212696,5301198,9560292,17061472,2212696,5288484,9560292,12714,0,12714,0,0,0,0,0,64499003,36765910,-28342565,56075658,2757390,2757390,26565401,26565401,0,0,0,0,0,0,3447400,3439185,8215,0,145830351,103227553,-23033152,65635950,0,15980958,-15980958,0,145830351,119208511,-39014110,65635950,33320305,18182927,404506,269961,0,0,11728760,4655142,21656793,7188594,20720533,8256453,18510682,831381,0,0,0,0,0,102806,0,106444385,39384458,12025002,17301038,6978539,4032732,26722616,1,1212852600,1236197740,23345140,9611217,29249389,-15401312,-114154,20964879,110228493,47587359,1285777174,239493500,79639968,106444385
139153,0,872248,0,3163310,664653,0,2498657,0,0,0,2498657,227136,3229568,2028818,0,41976,5527498,4655250,4204777,4475807,0,-271030,2769687,0,2498657,244000,37485,0,0,0,257334,538819,257334,0,257334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257334,257334,0,3163627,3163627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774703,774703,0,0,0,0,0,0,0,0,0,0,81640,81640,0,0,81640,81640,0,0,0,0,0,0,0,0,0,0,611,611,0,0,0,0,0,0,0,0,0,0,0,0,184196,184196,0,0,4204777,4204777,0,0,0,0,0,0,4204777,4204777,0,0,1317256,921367,0,0,0,0,835977,153872,727908,414153,1580961,541831,0,0,0,0,0,0,0,13705,0,4475807,2031223,409415,480596,82547,4125,1467901,2,,,,,,,,-271030,4204777,-271030,2769687,1626409,0,4475807
139199,57396571,52292699,0,144437507,35034633,22965718,47810409,61592465,34561292,27031173,109402874,8935728,69347373,15613102,1026513,0,94922716,42630017,52276382,62865714,0,-10589332,119992206,0,109402874,3338660,1404392,2565227,0,1008390,7950181,16266850,8891096,305502,9196598,0,0,0,238027,238027,0,0,0,0,0,0,0,1536615,1536615,0,7421956,7116454,305502,47580378,47580378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5410971,5410971,0,0,0,0,0,0,0,0,0,0,4200618,1557918,2533904,108796,4200618,1557918,2533904,108796,0,0,0,0,0,0,0,0,-10747131,0,-10067952,-679179,0,0,4567444,4567444,0,0,0,0,0,0,1264102,1264102,0,0,52276382,60380813,-7534048,-570383,0,4112573,-4112573,0,52276382,64493386,-11646621,-570383,24279555,15546013,0,0,0,0,3734689,1584827,18385575,3656630,7339822,3658050,5661119,583674,2951299,0,0,0,0,513655,0,62865714,25029194,5856798,4838253,2859695,851927,23429847,1,61256728,50668512,-10588216,94948,-8755864,-1927300,0,1627672,62450698,-10589332,119992206,45514601,22965718,62865714
139205,11759584,15818046,0,33718272,8704310,6940282,15089530,9924432,7851907,2072525,25013962,10570975,19054487,8712499,1514571,0,39852532,24034486,12899825,12987147,-172268,-259590,25273552,0,25013962,2000382,2063854,0,0,591625,4473376,9129237,5065001,0,5065001,2000382,2000382,0,2063854,2063854,0,0,0,0,0,0,0,591625,591625,0,409140,409140,0,5868312,5868312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2063854,2063854,0,0,0,0,0,0,0,0,0,0,2132651,1707728,424923,0,2132651,1707728,424923,0,0,0,0,0,0,0,0,0,-1193236,-749546,-443690,0,0,0,3890783,3890783,0,0,137461,95668,41793,0,0,0,0,0,12899825,12876799,23026,0,0,0,0,0,12899825,12876799,23026,0,2821598,2211657,0,0,0,0,328968,203047,2733915,1369433,2054917,854502,1510061,27517,836894,0,0,2700794,399491,0,0,12987147,5065647,837684,2700794,1133198,279000,2970824,1,8818597,7928344,-890253,52671,-583598,-359326,0,-898488,14668902,-259590,25273552,15089530,6940282,12987147
139348,260701958,24488398,0,304863684,6510808,0,110751009,187601867,187601867,0,298352876,816495,52370248,7701939,0,0,60888682,36400284,-6799240,14548393,0,-21347633,319700509,0,298352876,0,0,0,0,1543302,820379,2363681,1767648,100676,1868324,0,0,0,0,0,0,0,0,0,0,0,0,1098752,1098752,0,769572,668896,100676,305443,305443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014911,1014911,0,0,0,0,0,0,0,0,0,0,3864288,2078952,0,1785336,3668118,1951507,0,1716611,196170,127445,0,68725,0,0,0,0,-12627897,5749735,0,-18377632,0,0,528278,528278,0,0,0,0,0,0,115737,115737,0,0,-6799240,9793056,0,-16592296,0,11717227,0,-11717227,-6799240,21510283,0,-28309523,3645469,1939423,0,0,0,0,3918245,1622393,1107721,647825,3931051,1985313,1492495,50000,453412,0,0,0,0,0,0,14548393,6244954,2506073,1953842,1605392,0,2238132,1,283181196,262315196,-20866000,1785336,-16502345,-10751639,4602648,6961890,21815726,-21347633,319700509,86262611,0,14548393
139393,53641234,56465113,0,119662633,3267525,0,69095277,47299831,36535800,10764031,116395108,2037883,94755666,13405266,335592,0,110534407,54069294,26999631,33324618,0,-6324987,122720095,0,116395108,789958,155390,1175154,0,2295115,16293383,20709000,16293383,0,16293383,789958,789958,0,155390,155390,0,1175154,1175154,0,0,0,0,2295114,2295114,0,11877767,11877767,0,13528319,13528319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109774,386969,1722805,0,0,0,0,0,0,0,0,0,7256286,2061399,2589770,2605117,7256286,2061399,2589770,2605117,0,0,0,0,0,0,0,0,-5790948,-1438784,-4352164,0,0,0,7487245,7487245,0,0,1643720,1643720,0,0,765235,765235,0,0,26999631,24434103,-39589,2605117,0,-5044030,5044030,0,26999631,19390073,5004441,2605117,9246311,5343359,0,0,182095,150827,1905377,867982,7544041,3066358,6778860,3083973,4944249,395684,0,0,0,2723685,215759,0,0,33324618,13123942,3393726,3486946,3326813,66469,9926722,1,58567097,53641234,-4925863,3156180,-5353703,-2728340,0,-3846485,30916917,-6324987,122720095,79645397,0,33324618
139630,600771,26964804,0,33236823,9815307,8641742,19218826,4202690,1924086,2278604,23421516,4793906,31222045,6709222,109582,0,42834755,15869951,19297899,18130696,0,1167203,22254313,0,23421516,1523260,1128104,2010828,0,302389,8060942,13025523,8060942,0,8060942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8060942,8060942,0,8238593,8238593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524781,2524781,0,0,188991,188991,0,0,0,0,0,0,3074129,1048123,1850316,175690,3074129,1048123,1850316,175690,0,0,0,0,0,0,0,0,53767,2049,51718,0,0,0,4983393,4983393,0,0,234245,234245,0,0,0,0,0,0,19297899,17220175,1902034,175690,0,1056812,-1056812,0,19297899,18276987,845222,175690,4322561,3383929,0,0,9953,8841,343829,133786,6236796,2561973,4146357,1708736,2768811,335801,302389,0,0,0,0,0,0,18130696,8133066,1519462,3117457,861875,361666,4137170,1,1806609,2015316,208707,175690,51717,-18700,0,146291,18276987,1167203,22254313,3176601,8641742,18130696
