UNITID,F2A01,F2A19,F2A20,F2A02,F2A03,F2A03A,F2A04,F2A05,F2A05A,F2A05B,F2A06,F2A11,F2A12,F2A13,F2A15,F2A16,F2A17,F2A18,F2B01,F2B02,F2B03,F2B04,F2B05,F2B06,F2B07,F2C01,F2C02,F2C03,F2C04,F2C05,F2C06,F2C07,F2C08,F2C09,F2C10,F2C12,F2C121,F2C122,F2C13,F2C131,F2C132,F2C14,F2C141,F2C142,F2C15,F2C151,F2C152,F2C16,F2C161,F2C162,F2C17,F2C171,F2C172,F2D01,F2D012,F2D013,F2D014,F2D02,F2D022,F2D023,F2D024,F2D03,F2D032,F2D033,F2D034,F2D04,F2D042,F2D043,F2D044,F2D05,F2D052,F2D053,F2D054,F2D06,F2D062,F2D063,F2D064,F2D07,F2D072,F2D073,F2D074,F2D08,F2D082,F2D083,F2D084,F2D08A,F2D082A,F2D083A,F2D084A,F2D08B,F2D082B,F2D083B,F2D084B,F2D09,F2D092,F2D093,F2D094,F2D10,F2D102,F2D103,F2D104,F2D11,F2D112,F2D12,F2D122,F2D13,F2D132,F2D14,F2D142,F2D143,F2D144,F2D15,F2D152,F2D153,F2D154,F2D16,F2D162,F2D163,F2D164,F2D17,F2D172,F2D173,F2D174,F2D18,F2D182,F2D183,F2D184,F2E011,F2E012,F2E021,F2E022,F2E031,F2E032,F2E041,F2E042,F2E051,F2E052,F2E061,F2E062,F2E071,F2E072,F2E081,F2E091,F2E092,F2E101,F2E102,F2E121,F2E122,F2E131,F2E132,F2E133,F2E134,F2E135,F2E136,F2E137,F2FHA,F2H01,F2H02,F2H03,F2H03A,F2H03B,F2H03C,F2H03D,F2I01,F2I02,F2I03,F2I04,F2I05,F2I06,F2I07
102058,9298,802572,0,2415279,691386,0,1623893,100000,100000,0,1723893,1574300,3281282,802572,0,0,5658154,4855582,2084547,814502,-20059,1249986,920399,-446492,1723893,0,0,0,0,68000,0,68000,43200,0,43200,0,0,0,0,0,0,0,0,0,0,0,0,43000,43000,0,200,200,0,91494,91494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4301,4301,0,0,0,0,0,0,0,0,0,0,0,0,1976252,1976252,0,0,2084547,2084547,0,0,0,0,0,0,2084547,2084547,0,0,160401,77508,0,0,4000,3500,150000,149893,17000,16999,303802,301587,6000,5900,24800,0,0,500,499,147999,129308,814502,685194,0,75000,0,0,54308,1,142412,142412,0,0,125,0,-125,148135,905347,1249986,920399,0,0,814502
102234,57602366,91510358,0,149112724,62883414,52372168,54677510,31551800,31551800,0,86229310,3169376,143333827,27205900,751821,0,174460924,82950566,35542405,41403420,0,-5861015,92090325,0,86229310,1797910,290510,761327,0,3100330,7836309,13786386,7836309,0,7836309,1797910,1797910,0,290510,290510,0,761327,761327,0,0,0,0,1473967,1473967,0,3512595,3512595,0,14274211,14274211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5961361,5875072,86289,0,0,0,0,0,0,0,0,0,6517865,4510245,2007620,0,4903395,4510245,393150,0,1614470,0,1614470,0,0,0,0,0,-1817777,2982313,-4800090,0,0,0,8801595,8801595,0,0,0,0,0,0,1805150,2683645,-878495,0,35542405,39127081,-3584676,0,0,439476,-439476,0,35542405,39566557,-4024152,0,9669662,5858875,0,0,0,0,2331414,698663,6927574,2341698,9397850,3489091,9239380,888440,2965357,0,0,0,0,872183,0,41403420,13276767,2039677,4597233,3555133,3285990,14648620,1,22433426,16618358,-5815068,1473967,-1804788,-6299714,815467,-2276339,42406934,-5861015,92090325,33857142,51595470,41403420
102270,19839522,40191195,0,66875553,5282483,0,43745143,17847927,17847927,0,61593070,805069,55400993,29333972,0,0,85540034,45348839,16624331,15903909,20000,740422,60872648,-20000,61593070,3142490,10716628,0,0,0,195164,14054282,195164,0,195164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195164,195164,0,6734712,6734712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8142564,0,8142564,0,0,0,0,0,0,0,0,0,2497264,2497264,0,0,2497264,2497264,0,0,0,0,0,0,0,0,0,0,-2402832,-2402832,0,0,0,0,1236589,1236589,0,0,0,0,0,0,416034,416034,0,0,16624331,8481767,8142564,0,0,8142564,-8142564,0,16624331,16624331,0,0,3933662,3065102,0,0,0,0,721343,646238,5418539,1627733,4387437,3631812,1442928,349677,0,0,0,0,0,0,0,15903909,9320562,1304212,825005,1603954,0,2850176,1,22181481,19839522,-2341959,0,-2305506,0,-36453,720422,43745143,740422,60872648,0,0,15903909
102298,335023,79918788,176000,111080538,31183030,27831199,76366233,3531275,3531275,0,79897508,144788,20858281,64737228,18306947,0,104047244,24128456,45384412,17800481,-13219592,14364339,65533169,0,79897508,4209946,457459,39748,0,0,3619185,8326338,429665,0,429665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429665,429665,0,14658171,14658171,0,0,0,0,0,0,1068700,1068700,0,0,0,0,0,0,7119527,7119527,0,0,0,0,0,0,0,0,0,0,17490678,10820671,6367036,302971,0,0,0,0,17490678,10820671,6367036,302971,0,0,0,0,37845,37845,0,0,0,0,3762509,3762509,0,0,0,0,0,0,1246982,1246982,0,0,45384412,38714405,6367036,302971,0,-6367036,6367036,0,45384412,32347369,12734072,302971,3430704,3119329,0,0,373957,321855,688059,577732,3808835,1815010,7399755,1071105,2099171,160809,0,0,0,0,0,0,0,17800481,7065840,1036506,6699370,1229344,487359,1282062,1,2986504,2986503,-1,0,0,0,-1,4558,35632,14364339,65533169,14364339,6699370,17800481
102377,183876119,209420027,0,490838356,27867332,0,294476306,168494718,92865507,75629211,462971024,16441586,370506732,93905988,9281430,0,490135736,280715709,141031599,143181584,0,-2149985,465121009,0,462971024,6583013,1573099,4240099,0,4053169,20067281,36516661,25682282,0,25682282,6583013,6583013,0,1573099,1573099,0,4240099,4240099,0,0,0,0,0,0,0,13286071,13286071,0,35923892,35923892,0,0,0,0,0,0,14391235,14391235,0,0,0,0,0,0,38362924,38362924,0,0,0,0,0,0,0,0,0,0,18567942,7893704,8662207,2012031,18567942,7893704,8662207,2012031,0,0,0,0,0,0,0,0,-11098660,-1142808,-9955852,0,0,0,12465574,12465574,0,0,0,0,0,0,32418692,0,32418692,0,141031599,107894521,31125047,2012031,0,0,0,0,141031599,107894521,31125047,2012031,51467241,21696080,24647640,8796406,11470138,3591968,5302677,2287111,9972310,3974936,29476003,9336278,3916418,151614,5356678,0,0,1457079,195382,115400,0,143181584,50029775,9543187,19621565,9684293,43473,54259291,1,154987957,142900904,-12087053,2236130,-8328377,-5994806,0,12610956,156935349,-2149985,465121009,155811015,0,143181584
102395,15346880,5904437,858959,22110276,375019,0,21603165,132092,0,132092,21735257,875000,3877982,6374466,0,0,11127448,5223011,4761450,4690975,-4727950,-4657475,26392732,0,21735257,125740,27000,13765,0,0,37939,204444,78704,0,78704,0,0,0,27000,27000,0,13765,13765,0,0,0,0,0,0,0,37939,37939,0,2057179,2057179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,27000,0,0,13765,13765,0,0,0,0,0,0,51071,51071,0,0,51071,51071,0,0,0,0,0,0,0,0,0,0,2433059,2433059,0,0,0,0,15736,15736,0,0,0,0,0,0,163640,163640,0,0,4761450,4761450,0,0,0,0,0,0,4761450,4761450,0,0,1150888,590951,116417,96744,81262,39034,147670,73211,657675,360643,2533450,1119071,3613,0,0,0,0,0,0,0,0,4690975,2279654,534579,226253,116188,0,1534301,1,1000000,1000000,0,0,0,0,0,70475,4761450,-4657475,26392732,21735257,0,4690975
102580,2037281,1043005,0,3170200,299893,240481,2686030,184277,138033,46244,2870307,242704,958381,584989,48589,0,1834663,791658,661759,979135,713800,396424,2473883,0,2870307,95649,69380,66663,0,35918,0,267610,119511,5561,125072,0,0,0,28847,28847,0,60557,55676,4881,0,0,0,0,0,0,35668,34988,680,286566,286566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296350,394123,-97773,0,169504,267277,-97773,0,126846,126846,0,0,0,0,0,0,-234323,-218712,-15611,0,0,0,95336,95336,0,0,6964,6964,0,0,210866,51238,159628,0,661759,615515,46244,0,0,-35918,35918,0,661759,579597,82162,0,198826,179904,0,0,0,0,48522,0,64969,54000,370902,308262,89955,28460,0,0,0,205961,67125,0,0,979135,637751,0,205961,51392,15843,68188,1,111585,1777619,1666034,1916310,-200281,-49995,0,350180,615515,396424,2473883,322556,240481,979135
102669,89661298,52742685,0,156786376,10485155,0,121471551,24829670,15394934,9434736,146301221,24784825,31351377,4096280,228844,0,60461326,7718641,16776939,19601799,-565822,-3390682,149691903,0,146301221,708334,39500,230250,0,429761,2713234,4121079,2992995,0,2992995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2992995,2992995,0,5370326,5370326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4991335,4991335,0,0,4722,4722,0,0,0,0,0,0,1335469,-133060,1468529,0,735276,-733253,1468529,0,600193,600193,0,0,714960,520322,194638,0,2470197,5090486,-2620289,0,0,0,1294086,1294086,0,0,94134,0,94134,0,501710,2293054,-1791344,0,16776939,19431271,-2654332,0,0,0,0,0,16776939,19431271,-2654332,0,6201088,3746143,2475017,1371830,613970,314413,406026,159715,3752897,1492383,4082289,2028450,2070512,413738,0,0,0,0,0,0,0,19601799,9526672,2310985,1514565,1321661,0,4927916,1,95533737,89661298,-5872439,0,-5872439,0,0,-688071,19431271,-3390682,149691903,76471845,0,19601799
104586,,,,,,,,,,,,,,,,,,,,,,,,,,2733932,4274170,210153,0,625300,42870000,50713555,42870000,0,42870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42870000,42870000,0,93028000,93028000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7367000,7367000,0,0,0,0,0,0,0,0,0,0,5789000,109000,2382000,3298000,5748000,68000,2382000,3298000,41000,41000,0,0,0,0,0,0,-8254000,-5828000,-2426000,0,129000,129000,11082000,11082000,0,0,0,0,0,0,3482000,3482000,0,0,112623000,109369000,-44000,3298000,0,803000,-803000,0,112623000,110172000,-847000,3298000,44009000,25315000,2479000,604000,0,0,4266000,2165000,13915000,5678000,20798000,8375000,8733000,975000,4354000,0,0,0,0,0,0,98554000,43112000,12740000,4679000,10261000,2768000,24994000,1,73862000,69342000,-4520000,9757000,-9251000,-1007000,-4019000,,,,,,,
104665,,,,,,,,,,,,,,,,,,,,,,,,,,0,171239,0,0,31583,7222,210044,38805,0,38805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38805,38805,0,258523,258523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760339,760339,0,0,353926,353926,0,0,406413,406413,0,0,0,0,0,0,-833,-833,0,0,0,0,11710,11710,20281,20281,20350,20350,0,0,58174,58174,0,0,1128544,1128544,0,0,0,-30912,30912,0,1128544,1097632,30912,0,354088,229147,0,0,9011,0,2245,0,102548,48916,596455,391260,42805,0,0,0,0,0,0,0,0,1107152,669323,21017,1767,21468,0,393577,1,290521,236751,-53770,20631,-833,-40710,-32858,,,,,,,
105589,3371700,20539888,0,31324779,11147715,7727181,17179336,2997728,1586862,1410866,20177064,5381955,20970984,3810373,104307,120879,30388498,9848610,20763473,18652916,0,2110557,18066500,7,20177064,898030,202077,0,0,74389,5642716,6817212,5717105,0,5717105,898030,898030,0,202077,202077,0,0,0,0,0,0,0,74389,74389,0,4542609,4542609,0,13124337,13124337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563431,2563431,0,0,0,0,0,0,0,0,0,0,873623,380863,461207,31553,633010,330863,270594,31553,240613,50000,190613,0,0,0,0,0,-301150,-97593,0,-203557,0,0,949471,949471,0,0,0,0,0,0,3553761,414799,3138962,0,20763473,17335308,3600169,-172004,0,-540478,540478,0,20763473,16794830,4140647,-172004,5906302,4073943,0,0,2977611,1250960,1933495,897184,3690489,2024467,3027023,1630175,1117996,209437,0,0,0,0,0,0,0,18652916,10086166,1788507,1042265,721847,263911,4750220,1,2417535,2158441,-259094,31553,-203557,-87090,0,2637854,18966063,2110557,18066500,6503144,7727181,18652916
105899,1101307,46022374,0,62583758,36816122,25573276,19633866,6133770,419892,5713878,25767636,11445000,33403793,5365719,503450,95161,50813123,4790749,24297200,26135093,0,-1837893,27605529,0,25767636,1870681,0,0,0,0,14035034,15905715,14035034,0,14035034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14035034,14035034,0,12225727,12225727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334356,2334356,0,0,0,0,0,0,0,0,0,0,2265882,339581,1926301,0,0,0,0,0,2265882,339581,1926301,0,1083535,1083535,0,0,-258237,0,-258237,0,0,0,5968513,5968513,0,0,18718,18718,0,0,658706,658706,0,0,24297200,22629136,1668064,0,0,1792848,-1792848,0,24297200,24421984,-124784,0,4182465,2468025,0,0,0,0,2545914,1489173,10961825,4490292,4093847,1607566,4351042,426216,0,0,0,0,0,0,0,26135093,10481272,1224737,7172403,2159428,1715887,3381366,1,576455,419892,-156563,0,0,0,-156563,-1713109,24421984,-1837893,27605529,19633866,25573276,26135093
106306,317687,27937722,0,32050681,4493157,0,27416741,140783,140783,0,27557524,2748633,38345679,2231379,815464,0,44141155,16203433,19237203,17288836,0,1948367,29961531,-4352374,27557524,1704682,3406764,56000,0,27915,125184,5320545,2764323,833656,3597979,1810042,1810042,0,1567816,833676,734140,0,0,0,0,0,0,0,0,0,220121,120605,99516,833807,833807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13931988,10684701,3247287,0,1742651,1742651,0,0,0,0,0,0,254070,239393,14677,0,254070,239393,14677,0,0,0,0,0,0,0,0,0,10269,10269,0,0,0,0,2289938,2289938,0,0,0,0,0,0,174480,3421767,-3247287,0,19237203,19222526,14677,0,0,0,0,0,19237203,19222526,14677,0,1540818,996816,0,0,1062404,575867,1028514,536907,1838852,1046139,4343197,1077610,1566323,859062,1623241,0,0,0,0,4285487,0,17288836,5092401,520981,1647818,1464186,8489,8554961,2,,,,,,,,1948367,19237203,1948367,29961531,31769115,0,17288836
106342,75905861,32918285,0,114547057,42111321,8870545,8137967,64297769,66172324,-1874555,72435736,802959,54264315,26089382,195238,36342,81388236,48469951,21829941,26855414,-10151852,-15177325,92638534,-5025473,72435736,1046897,65256,1241000,0,10458459,0,12811612,10458459,0,10458459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10458459,10458459,0,5715541,5715541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6253069,6253069,0,0,0,0,0,0,0,0,0,0,811615,709007,102608,0,811615,709007,102608,0,0,0,0,0,0,0,0,0,3761039,3761039,0,0,0,0,4297624,4297624,0,0,0,0,0,0,991053,991053,0,0,21829941,21727333,102608,0,0,263363,-263363,0,21829941,21990696,-160755,0,7517394,3805650,0,0,0,0,1791197,800105,6677181,2641456,6189313,2387393,4680329,35340,0,0,0,0,0,0,0,26855414,9669944,1843851,1974943,1970713,936389,10459574,1,108524843,94590500,-13934343,1006155,-10451888,-4488610,0,-14085335,21990696,-15177325,92638534,8137967,8870545,26855414
106546,,,,,,,,,,,,,,,,,,,,,,,,,,1401983,21875,157179,0,343456,0,1924493,343456,0,343456,0,0,0,0,0,0,0,0,0,0,0,0,343456,343456,0,0,0,0,3490878,3490878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343456,343456,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,3834334,3834334,0,0,0,0,0,0,3834334,3834334,0,0,8581147,4520521,0,0,0,0,600046,491841,551973,452437,692826,567890,0,0,0,,,,,1,0,10425993,6032689,1327192,691306,193688,0,2181118,1,8671842,8880040,208198,208198,439606,-351674,-87932,,,,,,,
