UNITID,OMCHRT,OMRCHRT,OMEXCLS,OMACHRT,OMCERT4,OMASSC4,OMBACH4,OMAWDN4,OMAWDP4,OMCERT6,OMASSC6,OMBACH6,OMAWDN6,OMAWDP6,OMCERT8,OMASSC8,OMBACH8,OMAWDN8,OMENRYI,OMENRAI,OMENRUN,OMNOAWD,OMAWDP8,OMENRTP,OMENRYP,OMENRAP,OMENRUP
232982,50,6418,69,6349,0,0,2426,2426,38,0,0,3467,3467,55,0,0,3624,3624,80,1478,1167,2725,57,25,1,23,18
233019,50,818,0,818,102,130,,232,28,105,138,,243,30,110,142,,252,10,121,435,566,31,16,1,15,53
233037,50,396,0,396,34,48,,82,21,37,57,,94,24,39,58,,97,5,67,227,299,24,18,1,17,57
233082,50,73,0,73,0,60,,60,82,0,62,,62,85,0,62,,62,0,9,2,11,85,12,0,12,3
233116,50,1414,0,1414,190,162,,352,25,214,182,,396,28,226,186,,412,20,219,763,1002,29,17,1,15,54
233277,50,2915,4,2911,0,0,1368,1368,47,0,0,1738,1738,60,1,2,1772,1775,5,877,254,1136,61,30,0,30,9
233295,50,458,0,458,0,0,275,275,60,0,0,298,298,65,0,0,298,298,0,50,110,160,65,11,0,11,24
233301,50,222,0,222,0,0,117,117,53,0,0,125,125,56,0,0,127,127,0,91,4,95,57,41,0,41,2
233310,50,733,0,733,107,83,,190,26,118,98,,216,29,122,101,,223,9,115,386,510,30,17,1,16,53
233329,50,288,0,288,130,14,,144,50,130,14,,144,50,130,14,,144,0,36,108,144,50,13,0,13,38
233338,50,615,0,615,2,180,,182,30,2,182,,184,30,2,186,,188,0,75,352,427,31,12,0,12,57
233356,50,162,0,162,0,0,122,122,75,0,0,129,129,80,0,0,130,130,0,15,17,32,80,9,0,9,10
233374,50,1076,0,1076,67,0,795,862,80,67,0,837,904,84,67,0,843,910,3,103,60,166,85,10,0,10,6
233408,50,167,0,167,109,32,0,141,84,109,32,0,141,84,109,32,0,141,0,0,26,26,84,0,0,0,16
233426,50,658,0,658,0,0,438,438,67,0,0,465,465,71,0,0,467,467,1,148,42,191,71,23,0,22,6
233480,50,13,0,13,12,0,,12,92,12,0,,12,92,12,0,,12,0,0,1,1,92,0,0,0,8
233541,50,631,0,631,0,0,308,308,49,3,0,385,388,61,4,0,390,394,0,179,58,237,62,28,0,28,9
233602,50,27,0,27,0,0,6,6,22,0,0,10,10,37,0,0,10,10,0,9,8,17,37,33,0,33,30
233611,50,362,57,305,0,0,86,86,28,0,0,123,123,40,0,0,137,137,1,55,112,168,45,18,0,18,37
233639,50,983,0,983,229,105,,334,34,239,112,,351,36,247,118,,365,10,133,475,618,37,15,1,14,48
233648,50,880,0,880,90,196,,286,33,99,203,,302,34,103,210,,313,12,109,446,567,36,14,1,12,51
233684,50,2173,1,2172,0,66,398,464,21,0,66,544,610,28,4,53,595,652,17,680,823,1520,30,32,1,31,38
233718,50,170,0,170,0,0,52,52,31,2,0,56,58,34,2,0,56,58,0,70,42,112,34,41,0,41,25
233754,50,3627,0,3627,214,323,,537,15,235,405,,640,18,237,428,,665,38,777,2147,2962,18,22,1,21,59
233772,50,9965,0,9965,383,1258,,1641,16,435,1506,,1941,19,460,1590,,2050,120,2092,5703,7915,21,22,1,21,57
233897,50,465,6,459,0,0,163,163,36,0,0,235,235,51,0,0,235,235,4,7,213,224,51,2,1,2,46
233903,50,769,0,769,50,131,,181,24,53,145,,198,26,54,148,,202,15,110,442,567,26,16,2,14,57
233921,50,6536,8,6528,0,44,4285,4329,66,0,45,5529,5574,85,0,45,5617,5662,26,543,297,866,87,9,0,8,5
233949,50,2053,0,2053,174,353,,527,26,191,405,,596,29,202,421,,623,23,351,1056,1430,30,18,1,17,51
234030,50,6806,13,6793,0,0,3535,3535,52,0,0,4564,4564,67,0,0,4677,4677,47,1387,682,2116,69,21,1,20,10
234076,50,4461,1,4460,0,0,3937,3937,88,0,0,4138,4138,93,0,0,4159,4159,9,186,106,301,93,4,0,4,2
234085,50,486,0,486,0,0,366,366,75,0,0,411,411,85,0,0,412,412,0,62,12,74,85,13,0,13,2
234137,50,187,0,187,5,74,54,133,71,1,84,69,154,82,2,90,81,173,1,10,3,14,93,6,1,5,2
234155,50,1213,0,1213,0,0,405,405,33,0,0,575,575,47,0,0,689,689,13,260,251,524,57,23,1,21,21
234164,50,562,0,562,0,0,141,141,25,0,0,210,210,37,0,0,213,213,12,173,164,349,38,33,2,31,29
234173,50,542,0,542,0,0,262,262,48,0,0,288,288,53,0,0,289,289,1,191,61,253,53,35,0,35,11
234207,50,473,0,473,0,0,430,430,91,0,0,442,442,93,0,0,442,442,0,27,4,31,93,6,0,6,1
234377,50,822,0,822,196,107,,303,37,201,114,,315,38,203,119,,322,13,90,397,500,39,13,2,11,48
234669,50,10141,0,10141,344,3229,366,3939,39,347,3425,499,4271,42,344,3477,565,4386,103,2151,3501,5755,43,22,1,21,35
234696,50,2853,0,2853,202,1173,1,1376,48,200,1247,7,1454,51,194,1280,13,1487,12,475,879,1366,52,17,0,17,31
234711,50,2521,0,2521,101,986,0,1087,43,100,1038,0,1138,45,97,1054,0,1151,19,459,892,1370,46,19,1,18,35
234827,50,3373,5,3368,18,0,1667,1685,50,23,0,2074,2097,62,23,0,2126,2149,19,1030,170,1219,64,31,1,31,5
234845,50,2887,0,2887,75,982,104,1161,40,77,994,136,1207,42,76,1000,147,1223,29,579,1056,1664,42,21,1,20,37
234915,50,702,0,702,5,5,298,308,44,5,5,310,320,46,5,5,313,323,1,11,367,379,46,2,0,2,52
234933,50,12611,0,12611,389,4315,45,4749,38,375,4664,86,5125,41,369,4773,108,5250,101,2338,4922,7361,42,19,1,19,39
234951,50,4338,0,4338,795,1226,13,2034,47,805,1264,16,2085,48,800,1281,17,2098,28,918,1294,2240,48,22,1,21,30
234979,50,8124,0,8124,175,2465,324,2964,36,164,2603,423,3190,39,151,2690,486,3327,130,1492,3175,4797,41,20,2,18,39
235024,50,253,0,253,0,0,134,134,53,0,0,143,143,57,0,0,143,143,0,61,49,110,57,24,0,24,19
235097,50,3620,1,3619,65,0,1437,1502,42,91,0,2012,2103,58,94,0,2104,2198,32,849,540,1421,61,24,1,23,15
235103,50,9131,0,9131,496,2643,0,3139,34,509,2813,15,3337,37,510,2870,19,3399,97,2487,3148,5732,37,28,1,27,34
235149,50,10878,0,10878,659,3000,,3659,34,652,3282,,3934,36,654,3413,,4067,99,2597,4115,6811,37,25,1,24,38
235167,50,1720,4,1716,0,0,845,845,49,0,0,980,980,57,0,0,1024,1024,15,345,332,692,60,21,1,20,19
235237,50,10708,0,10708,266,3710,20,3996,37,263,3871,46,4180,39,257,3938,57,4252,86,3345,3025,6456,40,32,1,31,28
235316,50,1233,3,1230,0,0,943,943,77,0,0,1067,1067,87,0,0,1076,1076,0,124,30,154,87,10,0,10,2
235334,50,2476,0,2476,170,743,6,919,37,169,762,23,954,39,165,781,28,974,36,416,1050,1502,39,18,1,17,42
235343,50,9303,0,9303,427,3002,206,3635,39,399,3116,298,3813,41,398,3124,337,3859,55,2408,2981,5444,41,26,1,26,32
235422,50,337,0,337,0,0,141,141,42,0,0,181,181,54,0,0,190,190,1,83,63,147,56,25,0,25,19
235431,50,9017,0,9017,194,2879,69,3142,35,187,3031,106,3324,37,187,3072,123,3382,103,2682,2850,5635,38,31,1,30,32
235547,50,125,0,125,6,0,81,87,70,6,0,81,87,70,6,0,81,87,0,0,38,38,70,0,0,0,30
235671,50,3197,0,3197,389,747,,1136,36,388,756,,1144,36,388,763,,1151,12,437,1597,2046,36,14,0,14,50
235699,50,3769,0,3769,200,1390,119,1709,45,200,1430,144,1774,47,201,1435,163,1799,17,804,1149,1970,48,22,0,21,30
235750,50,3703,0,3703,74,1342,0,1416,38,74,1427,0,1501,41,72,1468,6,1546,49,684,1424,2157,42,20,1,18,38
236072,50,7313,0,7313,506,1787,84,2377,33,501,1867,103,2471,34,496,1898,121,2515,60,2373,2365,4798,34,33,1,32,32
236133,50,688,0,688,10,27,277,314,46,10,23,314,347,50,10,21,324,355,3,158,172,333,52,23,0,23,25
236188,50,10190,0,10190,483,3183,160,3826,38,408,3471,215,4094,40,389,3585,245,4219,109,1886,3976,5971,41,20,1,19,39
236212,50,361,0,361,302,19,,321,89,304,19,,323,89,304,19,,323,0,14,24,38,89,4,0,4,7
236230,50,874,0,874,0,0,567,567,65,0,0,620,620,71,0,0,628,628,0,182,64,246,72,21,0,21,7
236258,50,2661,0,2661,174,864,67,1105,42,169,894,82,1145,43,169,904,91,1164,38,431,1028,1497,44,18,1,16,39
236328,50,739,0,739,0,0,505,505,68,0,0,568,568,77,0,0,571,571,0,146,22,168,77,20,0,20,3
236382,50,4559,0,4559,664,769,20,1453,32,654,804,27,1485,33,645,816,31,1492,43,1107,1917,3067,33,25,1,24,42
236452,50,449,1,448,0,0,256,256,57,0,0,284,284,63,0,0,289,289,2,115,42,159,65,26,0,26,9
236504,50,8399,0,8399,575,1267,109,1951,23,583,1343,118,2044,24,584,1363,121,2068,43,2392,3896,6331,25,29,1,28,46
236513,50,8762,0,8762,186,2847,163,3196,36,197,2954,204,3355,38,203,3006,219,3428,55,2658,2621,5334,39,31,1,30,30
236577,50,1007,2,1005,0,0,540,540,54,0,0,661,661,66,0,0,671,671,1,221,112,334,67,22,0,22,11
236595,50,1589,0,1589,0,0,1103,1103,69,0,0,1209,1209,76,0,0,1217,1217,1,248,123,372,77,16,0,16,8
236610,50,6052,0,6052,406,2253,,2659,44,405,2388,,2793,46,401,2442,,2843,39,1501,1669,3209,47,25,1,25,28
236638,50,6960,0,6960,427,1776,21,2224,32,420,1930,34,2384,34,409,1984,41,2434,90,1473,2963,4526,35,22,1,21,43
236656,50,5663,0,5663,167,2150,,2317,41,164,2278,,2442,43,160,2328,,2488,44,1265,1866,3175,44,23,1,22,33
236692,50,10948,0,10948,448,2910,0,3358,31,461,3076,7,3544,32,459,3151,8,3618,94,2273,4963,7330,33,22,1,21,45
236708,50,7830,0,7830,82,2266,14,2362,30,87,2393,34,2514,32,88,2457,45,2590,59,2195,2986,5240,33,29,1,28,38
236753,50,10063,0,10063,312,2975,1,3288,33,310,3168,18,3496,35,313,3240,36,3589,89,3392,2993,6474,36,35,1,34,30
236887,50,5497,0,5497,688,1740,0,2428,44,692,1829,2,2523,46,690,1879,3,2572,70,909,1946,2925,47,18,1,17,35
236896,50,593,1,592,0,12,234,246,42,0,15,348,363,61,0,18,354,372,0,120,100,220,63,20,0,20,17
236939,50,7925,0,7925,3,0,3699,3702,47,2,0,4932,4934,62,3,0,5067,5070,61,1605,1189,2855,64,21,1,20,15
236948,50,8703,8,8695,0,0,6106,6106,70,0,0,7141,7141,82,0,0,7246,7246,19,811,619,1449,83,10,0,9,7
236975,50,4047,0,4047,248,1515,8,1771,44,260,1606,22,1888,47,260,1644,28,1932,41,597,1477,2115,48,16,1,15,36
237011,50,4502,0,4502,1,0,2260,2261,50,0,0,3198,3198,71,0,0,3259,3259,18,983,242,1243,72,22,0,22,5
237039,50,5609,0,5609,192,2146,0,2338,42,180,2244,8,2432,43,181,2280,13,2474,31,1583,1521,3135,44,29,1,28,27
237057,50,422,1,421,0,0,337,337,80,0,0,363,363,86,0,0,367,367,4,38,12,54,87,10,1,9,3
237066,50,711,5,706,0,0,463,463,66,0,0,534,534,76,0,0,538,538,0,135,33,168,76,19,0,19,5
237109,50,5434,0,5434,325,1973,91,2389,44,320,2134,148,2602,48,315,2181,184,2680,77,917,1760,2754,49,18,1,17,32
237118,50,417,0,417,0,1,112,113,27,0,1,136,137,33,0,1,139,140,0,88,189,277,34,21,0,21,45
237136,50,57,0,57,4,1,18,23,40,4,1,20,25,44,4,1,20,25,0,0,32,32,44,0,0,0,56
237181,50,285,0,285,0,0,97,97,34,0,0,121,121,42,0,0,121,121,0,0,164,164,42,0,0,0,58
237215,50,556,0,556,0,82,106,188,34,0,97,166,263,47,0,102,180,282,10,37,227,274,51,8,2,7,41
237312,50,799,0,799,0,62,280,342,43,0,59,333,392,49,0,63,344,407,3,218,171,392,51,28,0,27,21
237330,50,667,0,667,0,0,205,205,31,0,0,267,267,40,0,0,274,274,4,191,198,393,41,29,1,29,30
237358,50,297,2,295,0,19,98,117,40,0,20,116,136,46,0,20,117,137,0,20,138,158,46,7,0,7,47
237367,50,1409,0,1409,0,71,475,546,39,0,87,608,695,49,0,96,634,730,9,306,364,679,52,22,1,22,26
237385,50,562,3,559,0,17,84,101,18,0,18,137,155,28,0,18,141,159,2,112,286,400,28,20,0,20,51
237437,50,385,10,375,0,86,,86,23,0,92,,92,25,0,98,,98,2,74,201,277,26,20,1,20,54
237525,50,2815,12,2803,0,50,890,940,34,0,70,1365,1435,51,0,73,1417,1490,36,694,583,1313,53,26,1,25,21
237598,50,168,0,168,0,111,,111,66,0,125,,125,74,0,125,,125,0,0,43,43,74,0,0,0,26
237686,50,849,0,849,26,134,60,220,26,25,116,120,261,31,20,104,142,266,15,40,528,583,31,6,2,5,62
237701,50,766,1,765,0,170,11,181,24,0,176,16,192,25,0,177,19,196,0,269,300,569,26,35,0,35,39
237783,50,256,0,256,4,33,61,98,38,4,33,69,106,41,4,33,72,109,0,44,103,147,43,17,0,17,40
237792,50,1149,1,1148,0,0,451,451,39,0,0,566,566,49,0,0,582,582,11,392,163,566,51,35,1,34,14
237817,50,726,0,726,8,136,,144,20,8,156,,164,23,7,167,,174,12,203,337,552,24,30,2,28,46
237899,50,774,0,774,0,2,212,214,28,0,1,288,289,37,0,1,302,303,12,78,381,471,39,12,2,10,49
237932,50,706,0,706,0,0,207,207,29,0,0,320,320,45,0,0,343,343,7,25,331,363,49,5,1,4,47
237950,50,458,0,458,0,0,104,104,23,0,0,143,143,31,0,0,147,147,2,157,152,311,32,35,0,34,33
237969,50,476,0,476,0,0,225,225,47,0,0,261,261,55,0,0,261,261,0,157,58,215,55,33,0,33,12
237987,50,233,0,233,6,139,,145,62,6,139,,145,62,6,139,,145,0,0,88,88,62,0,0,0,38
237996,50,476,0,476,4,339,,343,72,4,339,,343,72,4,339,,343,1,3,129,133,72,1,0,1,27
238014,50,724,4,720,43,169,,212,29,43,177,,220,31,41,182,,223,10,173,314,497,31,25,1,24,44
238032,50,6419,10,6409,43,0,2806,2849,44,43,0,3912,3955,62,43,0,3988,4031,31,1530,817,2378,63,24,0,24,13
238078,50,355,0,355,26,0,219,245,69,0,0,307,307,86,0,0,328,328,0,6,21,27,92,2,0,2,6
238193,50,430,5,425,0,1,137,138,32,0,1,216,217,51,0,1,222,223,2,130,70,202,52,31,0,31,16
238263,50,5222,0,5222,1167,755,0,1922,37,1147,1021,0,2168,42,1144,1118,0,2262,107,1079,1774,2960,43,23,2,21,34
238324,50,117,0,117,0,0,104,104,89,0,0,104,104,89,0,0,104,104,0,0,13,13,89,0,0,0,11
238333,50,346,2,344,0,0,232,232,67,0,0,265,265,77,0,0,268,268,0,63,13,76,78,18,0,18,4
238397,50,804,0,804,214,81,,295,37,217,91,,308,38,222,98,,320,16,25,443,484,40,5,2,3,55
238430,50,629,1,628,7,12,226,245,39,7,12,291,310,49,7,12,301,320,3,171,134,308,51,28,0,27,21
238458,50,946,1,945,0,0,555,555,59,0,0,637,637,67,0,0,639,639,0,243,63,306,68,26,0,26,7
238476,50,904,0,904,0,0,480,480,53,0,0,546,546,60,0,0,553,553,3,249,99,351,61,28,0,28,11
238616,50,1477,0,1477,16,18,593,627,42,16,18,751,785,53,16,18,765,799,11,342,325,678,54,24,1,23,22
238661,50,516,0,516,0,0,245,245,47,0,0,332,332,64,0,0,339,339,1,118,58,177,66,23,0,23,11
238722,50,4241,17,4224,1203,1318,,2521,60,1186,1441,,2627,62,1180,1478,,2658,54,472,1040,1566,63,12,1,11,25
238759,50,2447,7,2440,742,233,,975,40,751,319,,1070,44,750,359,,1109,23,343,965,1331,45,15,1,14,40
238980,50,719,2,717,0,2,313,315,44,0,2,365,367,51,0,2,365,367,7,144,199,350,51,21,1,20,28
239008,50,864,3,861,273,189,,462,54,271,214,,485,56,271,221,,492,6,87,276,369,57,11,1,10,32
239017,50,415,1,414,0,0,261,261,63,0,0,325,325,79,0,0,325,325,1,65,23,89,79,16,0,16,6
239071,50,267,0,267,0,9,125,134,50,0,11,138,149,56,0,11,139,150,1,75,41,117,56,28,0,28,15
239080,50,643,1,642,0,0,271,271,42,0,0,343,343,53,0,0,351,351,0,19,272,291,55,3,0,3,42
239105,50,2226,0,2226,0,0,1494,1494,67,0,0,1843,1843,83,0,0,1846,1846,2,310,68,380,83,14,0,14,3
239220,50,1140,2,1138,298,218,,516,45,305,252,,557,49,307,264,,571,8,211,348,567,50,19,1,19,31
239248,50,3313,0,3313,452,292,,744,22,470,399,,869,26,470,438,,908,97,746,1562,2405,27,25,3,23,47
239309,50,200,0,200,0,0,104,104,52,0,0,116,116,58,0,0,118,118,0,0,82,82,59,0,0,0,41
239318,50,876,0,876,4,0,400,404,46,3,0,549,552,63,3,0,557,560,1,141,174,316,64,16,0,16,20
239372,50,1552,9,1543,403,176,,579,38,397,357,,754,49,394,400,,794,12,222,515,749,51,15,1,14,33
239390,50,244,0,244,0,0,92,92,38,0,0,130,130,53,0,0,131,131,0,66,47,113,54,27,0,27,19
239442,50,1442,7,1435,330,379,,709,49,326,467,,793,55,326,480,,806,17,241,371,629,56,18,1,17,26
239460,50,2629,5,2624,1102,196,,1298,49,1148,217,,1365,52,1172,225,,1397,25,461,741,1227,53,19,1,18,28
239488,50,7140,1,7139,1879,2176,,4055,57,1840,2541,,4381,61,1823,2701,,4524,111,949,1555,2615,63,15,2,13,22
239512,50,209,0,209,0,0,104,104,50,0,0,115,115,55,0,0,115,115,2,66,26,94,55,33,1,32,12
239628,50,236,1,235,0,0,143,143,61,0,0,160,160,68,0,0,160,160,0,51,24,75,68,22,0,22,10
239716,50,605,1,604,0,14,406,420,70,0,14,424,438,73,0,14,425,439,0,141,24,165,73,23,0,23,4
239910,50,1633,3,1630,507,572,,1079,66,498,611,,1109,68,494,627,,1121,39,126,344,509,69,10,2,8,21
240107,50,722,0,722,7,2,379,388,54,7,2,448,457,63,7,2,453,462,0,180,80,260,64,25,0,25,11
240116,50,1157,2,1155,297,279,,576,50,276,342,,618,54,273,370,,643,7,87,418,512,56,8,1,8,36
240125,50,1244,0,1244,211,235,,446,36,224,284,,508,41,231,297,,528,18,240,458,716,42,21,1,19,37
240170,50,1685,0,1685,448,333,,781,46,440,388,,828,49,434,405,,839,24,318,504,846,50,20,1,19,30
240189,50,3248,0,3248,0,50,1428,1478,46,0,25,2046,2071,64,0,26,2091,2117,14,706,411,1131,65,22,0,22,13
240198,50,1258,0,1258,477,211,,688,55,468,241,,709,56,462,259,,721,11,131,395,537,57,11,1,10,31
240268,50,2889,0,2889,0,15,1207,1222,42,0,18,1810,1828,63,0,19,1835,1854,14,701,320,1035,64,25,0,24,11
240277,50,1828,0,1828,0,6,808,814,45,0,8,1010,1018,56,0,8,1048,1056,16,464,292,772,58,26,1,25,16
240329,50,2712,0,2712,0,10,1257,1267,47,0,12,1864,1876,69,0,22,1886,1908,2,620,182,804,70,23,0,23,7
240338,50,376,0,376,0,0,184,184,49,0,0,225,225,60,0,0,226,226,0,110,40,150,60,29,0,29,11
240365,50,3007,0,3007,0,10,994,1004,33,0,16,1681,1697,56,0,16,1737,1753,20,824,410,1254,58,28,1,27,14
240374,50,1299,0,1299,0,1,315,316,24,0,2,508,510,39,0,3,539,542,13,388,356,757,42,31,1,30,27
240392,50,2200,0,2200,172,255,160,587,27,175,263,198,636,29,175,266,210,651,0,681,868,1549,30,31,0,31,39
240417,50,2496,0,2496,0,0,896,896,36,0,0,1453,1453,58,0,0,1513,1513,26,549,408,983,61,23,1,22,16
240426,50,826,0,826,0,17,293,310,38,0,15,386,401,49,0,15,391,406,7,214,199,420,49,27,1,26,24
240444,50,7370,0,7370,0,0,4968,4968,67,0,0,6433,6433,87,0,0,6496,6496,17,558,299,874,88,8,0,8,4
240453,50,6244,0,6244,0,6,1811,1817,29,0,6,2998,3004,48,0,8,3190,3198,107,1685,1254,3046,51,29,2,27,20
240462,50,2356,0,2356,0,2,758,760,32,0,3,1321,1324,56,0,3,1361,1364,18,619,355,992,58,27,1,26,15
240471,50,1663,0,1663,0,0,724,724,44,0,2,997,999,60,0,3,1012,1015,8,431,209,648,61,26,0,26,13
240480,50,2664,0,2664,0,21,1077,1098,41,0,23,1568,1591,60,0,22,1588,1610,14,675,365,1054,60,26,1,25,14
240505,50,887,2,885,25,295,,320,36,20,332,,352,40,19,346,,365,13,213,294,520,41,26,1,24,33
240514,50,616,3,613,44,111,0,155,25,45,119,0,164,27,49,125,0,174,7,182,250,439,28,31,1,30,41
240596,50,318,0,318,52,87,,139,44,52,89,,141,44,51,90,,141,0,74,103,177,44,23,0,23,32
240620,50,867,0,867,47,216,0,263,30,44,239,0,283,33,44,245,0,289,2,276,300,578,33,32,0,32,35
240657,50,548,1,547,7,198,0,205,37,7,207,0,214,39,7,209,0,216,8,141,182,331,39,27,1,26,33
240666,50,888,1,887,48,303,,351,40,47,313,,360,41,50,319,,369,8,235,275,518,42,27,1,26,31
240693,50,799,1,798,21,240,0,261,33,19,256,0,275,34,20,266,1,287,12,161,338,511,36,22,2,20,42
240718,50,737,0,737,522,78,,600,81,522,78,,600,81,522,78,,600,0,0,137,137,81,0,0,0,19
240727,50,2970,12,2958,1,0,1242,1243,42,1,0,1765,1766,60,1,0,1844,1845,32,649,432,1113,62,23,1,22,15
240736,50,1636,0,1636,10,422,17,449,27,18,537,38,593,36,23,555,48,626,9,118,883,1010,38,8,1,7,54
240745,50,2701,0,2701,67,732,0,799,30,70,827,0,897,33,71,862,0,933,36,1727,5,1768,35,65,1,64,0
240754,50,998,0,998,0,0,110,110,11,0,0,298,298,30,0,0,358,358,153,0,487,640,36,15,15,0,49
240790,50,407,0,407,8,93,4,105,26,10,96,17,123,30,10,100,23,133,8,56,210,274,33,16,2,14,52
241100,50,236,0,236,0,7,6,13,6,0,7,45,52,22,0,8,55,63,4,63,106,173,27,28,2,27,45
241128,50,311,0,311,0,10,14,24,8,0,11,48,59,19,0,14,54,68,0,80,163,243,22,26,0,26,52
241191,50,428,0,428,0,1,115,116,27,0,0,207,207,48,0,1,214,215,3,96,114,213,50,23,1,22,27
241216,50,561,0,561,0,17,124,141,25,0,21,184,205,37,0,25,198,223,3,3,332,338,40,1,1,1,59
241225,50,416,0,416,0,5,14,19,5,0,9,81,90,22,1,10,90,101,6,75,234,315,24,19,1,18,56
241304,50,3812,0,3812,303,470,192,965,25,303,470,192,965,25,303,470,192,965,0,22,2825,2847,25,1,0,1,74
241331,50,87,0,87,0,0,47,47,54,0,0,52,52,60,0,0,52,52,0,0,35,35,60,0,0,0,40
241377,50,613,0,613,29,10,11,50,8,32,27,83,142,23,32,33,97,162,1,6,444,451,26,1,0,1,72
241386,50,164,0,164,0,19,7,26,16,0,22,15,37,23,0,22,15,37,3,5,119,127,23,5,2,3,73
241395,50,203,0,203,0,14,27,41,20,0,16,60,76,37,0,16,63,79,2,67,55,124,39,34,1,33,27
241410,50,1334,1,1333,0,6,173,179,13,0,6,546,552,41,0,7,616,623,27,360,323,710,47,29,2,27,24
241517,50,579,0,579,53,129,149,331,57,53,133,153,339,59,57,138,153,348,1,176,54,231,60,31,0,30,9
241614,50,92,0,92,0,0,4,4,4,0,0,11,11,12,0,0,14,14,0,0,78,78,15,0,0,0,85
241720,50,680,2,678,18,73,88,179,26,18,85,139,242,36,18,90,146,254,11,95,318,424,37,16,2,14,47
241739,50,3677,0,3677,319,221,327,867,24,304,187,883,1374,37,298,183,948,1429,38,170,2040,2248,39,6,1,5,55
241766,50,115,0,115,0,0,11,11,10,0,0,53,53,46,0,0,58,58,5,14,38,57,50,17,4,12,33
241836,50,645,1,644,0,153,32,185,29,0,133,74,207,32,0,147,85,232,0,14,398,412,36,2,0,2,62
241951,50,147,0,147,0,0,2,2,1,0,0,21,21,14,0,0,40,40,5,38,64,107,27,29,3,26,44
242042,50,674,0,674,0,400,,400,59,0,400,,400,59,0,400,,400,9,2,263,274,59,2,1,0,39
242112,50,845,0,845,178,212,5,395,47,178,212,5,395,47,178,212,5,395,0,22,428,450,47,3,0,3,51
242121,50,293,0,293,23,97,16,136,46,23,97,16,136,46,23,97,16,136,0,12,145,157,46,4,0,4,49
242130,50,457,0,457,70,92,,162,35,70,92,,162,35,70,92,,162,0,55,240,295,35,12,0,12,53
242149,50,363,0,363,79,45,,124,34,79,45,,124,34,79,45,,124,0,55,184,239,34,15,0,15,51
242556,50,436,0,436,0,381,,381,87,0,385,,385,88,0,385,,385,0,8,43,51,88,2,0,2,10
242583,50,380,0,380,0,2,,2,1,0,2,,2,1,0,2,,2,0,5,373,378,1,1,0,1,98
242617,50,1298,0,1298,0,2,252,254,20,0,2,513,515,40,0,3,565,568,14,31,685,730,44,3,1,2,53
242626,50,1497,0,1497,2,16,258,276,18,2,17,466,485,32,2,18,522,542,33,36,886,955,36,5,2,2,59
242635,50,1385,0,1385,2,15,220,237,17,4,15,432,451,33,5,16,481,502,13,63,807,883,36,5,1,5,58
242644,50,1067,0,1067,85,78,77,240,22,64,64,300,428,40,65,69,407,541,21,47,458,526,51,6,2,4,43
242653,50,2094,0,2094,3,15,550,568,27,4,18,730,752,36,4,19,806,829,35,43,1187,1265,40,4,2,2,57
242662,50,1746,0,1746,83,80,135,298,17,91,93,532,716,41,93,103,558,754,33,45,914,992,43,4,2,3,52
242680,50,698,0,698,1,2,89,92,13,1,3,196,200,29,2,3,213,218,17,24,439,480,31,6,2,3,63
242699,50,582,0,582,1,12,120,133,23,1,14,190,205,35,1,15,198,214,8,20,340,368,37,5,1,3,58
242705,50,1501,0,1501,4,5,185,194,13,6,5,473,484,32,6,8,537,551,20,92,838,950,37,7,1,6,56
242972,50,24945,0,24945,8362,1106,1138,10606,43,8362,1678,1267,11307,45,8362,1678,1657,11697,0,14,13234,13248,47,0,0,0,53
243106,50,821,0,821,79,6,63,148,18,95,6,326,427,52,95,6,346,447,5,146,223,374,54,18,1,18,27
243115,50,995,0,995,0,19,70,89,9,0,39,421,460,46,0,23,446,469,12,85,429,526,47,10,1,9,43
243133,50,1526,0,1526,0,116,950,1066,70,0,117,950,1067,70,0,117,950,1067,6,88,365,459,70,6,0,6,24
243142,50,1127,0,1127,0,77,321,398,35,0,95,486,581,52,0,95,507,602,8,119,398,525,53,11,1,11,35
243151,50,793,0,793,0,0,61,61,8,0,0,410,410,52,0,0,437,437,0,3,353,356,55,0,0,0,45
243179,50,995,4,991,0,85,118,203,20,0,92,470,562,57,0,85,508,593,8,110,280,398,60,12,1,11,28
243188,50,538,0,538,0,85,3,88,16,0,88,28,116,22,0,88,35,123,0,148,267,415,23,28,0,28,50
243197,50,2558,0,2558,0,0,271,271,11,0,0,1246,1246,49,0,0,1620,1620,76,7,855,938,63,3,3,0,33
243203,50,188,0,188,0,40,132,172,91,0,41,136,177,94,0,41,136,177,0,0,11,11,94,0,0,0,6
243212,50,941,0,941,0,43,125,168,18,0,42,419,461,49,0,45,443,488,2,61,390,453,52,7,0,6,41
243221,50,2839,0,2839,0,0,626,626,22,0,0,1555,1555,55,0,0,1642,1642,155,9,1033,1197,58,6,5,0,36
243346,50,3691,0,3691,331,358,194,883,24,322,348,675,1345,36,319,339,744,1402,38,172,2079,2289,38,6,1,5,56
243443,50,1145,0,1145,0,61,235,296,26,0,57,499,556,49,0,54,539,593,8,259,285,552,52,23,1,23,25
243568,50,38,0,38,4,0,1,5,13,0,2,9,11,29,0,2,9,11,4,0,23,27,29,11,11,0,61
243577,50,905,0,905,0,0,66,66,7,0,1,200,201,22,0,1,274,275,43,154,433,630,30,22,5,17,48
