UNITID,OMCHRT,OMRCHRT,OMEXCLS,OMACHRT,OMCERT4,OMASSC4,OMBACH4,OMAWDN4,OMAWDP4,OMCERT6,OMASSC6,OMBACH6,OMAWDN6,OMAWDP6,OMCERT8,OMASSC8,OMBACH8,OMAWDN8,OMENRYI,OMENRAI,OMENRUN,OMNOAWD,OMAWDP8,OMENRTP,OMENRYP,OMENRAP,OMENRUP
100654,10,1166,4,1162,0,0,112,112,10,0,0,308,308,27,0,0,342,342,27,396,397,820,29,36,2,34,34
100663,10,1748,7,1741,1,0,655,656,38,1,0,1055,1056,61,1,0,1097,1098,17,367,259,643,63,22,1,21,15
100690,10,9,0,9,0,0,1,1,11,0,0,1,1,11,0,0,1,1,0,3,5,8,11,33,0,33,56
100706,10,749,0,749,1,0,228,229,31,0,0,428,428,57,0,0,460,460,12,180,97,289,61,26,2,24,13
100724,10,1191,0,1191,0,0,160,160,13,0,0,346,346,29,0,0,376,376,4,421,390,815,32,36,0,35,33
100751,10,6850,3,6847,0,0,3564,3564,52,0,0,4935,4935,72,0,0,5016,5016,25,1468,338,1831,73,22,0,21,5
100760,10,607,0,607,20,162,,182,30,24,166,,190,31,20,175,,195,2,177,233,412,32,29,0,29,38
100830,10,624,2,622,0,0,58,58,9,0,0,183,183,29,0,0,203,203,11,244,164,419,33,41,2,39,26
100858,10,4585,5,4580,0,0,2331,2331,51,0,0,3600,3600,79,0,0,3665,3665,20,667,228,915,80,15,0,15,5
100937,10,353,1,352,0,0,253,253,72,0,0,253,253,72,0,0,253,253,0,82,17,99,72,23,0,23,5
101028,10,423,0,423,3,93,,96,23,1,106,,107,25,3,107,,110,3,176,134,313,26,42,1,42,32
101116,10,54,1,53,0,2,4,6,11,0,4,6,10,19,0,4,6,10,2,15,26,43,19,32,4,28,49
101143,10,345,0,345,5,69,,74,21,5,74,,79,23,5,77,,82,3,120,140,263,24,36,1,35,41
101161,10,2047,0,2047,108,387,,495,24,110,429,,539,26,114,443,,557,25,669,796,1490,27,34,1,33,39
101189,10,407,3,404,0,2,65,67,17,0,4,108,112,28,0,4,111,115,2,195,92,289,28,49,0,48,23
101240,10,1275,0,1275,120,239,,359,28,121,267,,388,30,123,273,,396,18,230,631,879,31,19,1,18,49
101286,10,1105,0,1105,145,186,,331,30,146,213,,359,32,147,224,,371,20,235,479,734,34,23,2,21,43
101295,10,1058,4,1054,186,241,,427,41,166,282,,448,43,164,297,,461,13,178,402,593,44,18,1,17,38
101301,10,571,3,568,90,83,,173,30,93,97,,190,33,93,100,,193,5,153,217,375,34,28,1,27,38
101365,10,31,0,31,3,3,0,6,19,3,3,1,7,23,3,3,1,7,0,12,12,24,23,39,0,39,39
101435,10,236,0,236,0,0,74,74,31,0,0,96,96,41,0,0,96,96,0,100,40,140,41,42,0,42,17
101453,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,100
101462,10,243,0,243,12,30,,42,17,12,34,,46,19,12,35,,47,2,24,170,196,19,11,1,10,70
101471,10,557,0,557,385,1,,386,69,391,1,,392,70,392,1,,393,2,24,138,164,71,5,0,4,25
101480,10,1213,0,1213,0,0,252,252,21,0,0,547,547,45,0,0,587,587,30,368,228,626,48,33,2,30,19
101505,10,1304,0,1304,3,214,,217,17,2,250,,252,19,3,273,,276,28,508,492,1028,21,41,2,39,38
101514,10,1616,3,1613,103,344,,447,28,109,393,,502,31,111,444,,555,19,419,620,1058,34,27,1,26,38
101569,10,773,1,772,51,98,,149,19,48,120,,168,22,48,126,,174,8,170,420,598,23,23,1,22,54
101587,10,366,1,365,0,10,104,114,31,0,10,137,147,40,0,11,152,163,3,149,50,202,45,42,1,41,14
101602,10,524,0,524,61,137,,198,38,61,147,,208,40,61,153,,214,5,40,265,310,41,9,1,8,51
101648,10,289,2,287,0,101,,101,35,0,102,,102,36,0,103,,103,0,181,3,184,36,63,0,63,1
101675,10,558,0,558,0,0,73,73,13,0,0,124,124,22,0,0,133,133,7,185,233,425,24,34,1,33,42
101693,10,276,8,268,0,0,88,88,33,0,2,131,133,50,0,2,138,140,5,4,119,128,52,3,2,1,44
101709,10,539,0,539,0,0,185,185,34,0,0,288,288,53,0,0,293,293,0,140,106,246,54,26,0,26,20
101736,10,901,0,901,62,171,,233,26,63,200,,263,29,78,207,,285,12,163,441,616,32,19,1,18,49
101879,10,973,0,973,0,0,249,249,26,0,0,492,492,51,0,0,520,520,13,265,175,453,53,29,1,27,18
101897,10,640,0,640,44,198,,242,38,41,227,,268,42,43,238,,281,3,42,314,359,44,7,0,7,49
101912,10,391,0,391,0,2,103,105,27,0,2,192,194,50,0,2,197,199,3,130,59,192,51,34,1,33,15
101994,10,116,0,116,38,7,,45,39,38,8,,46,40,38,8,,46,0,12,58,70,40,10,0,10,50
102030,10,1087,0,1087,167,56,,223,21,174,73,,247,23,180,80,,260,12,133,682,827,24,13,1,12,63
102049,10,741,0,741,0,0,486,486,66,0,0,571,571,77,0,0,578,578,0,137,26,163,78,18,0,18,4
102067,10,829,0,829,29,160,,189,23,27,185,,212,26,28,194,,222,9,173,425,607,27,22,1,21,51
102076,10,800,0,800,4,286,,290,36,4,300,,304,38,6,303,,309,9,121,361,491,39,16,1,15,45
102094,10,2196,0,2196,14,0,542,556,25,16,0,944,960,44,16,0,998,1014,27,753,402,1182,46,36,1,34,18
102234,10,364,1,363,0,0,171,171,47,0,0,212,212,58,0,0,217,217,1,118,27,146,60,33,0,33,7
102270,10,321,0,321,0,0,29,29,9,0,0,57,57,18,0,0,57,57,0,134,130,264,18,42,0,42,40
102298,10,225,0,225,0,0,26,26,12,0,0,58,58,26,0,0,60,60,1,15,149,165,27,7,0,7,66
102313,10,355,0,355,89,55,,144,41,88,65,,153,43,88,65,,153,1,14,187,202,43,4,0,4,53
102368,10,1688,3,1685,0,10,397,407,24,0,25,774,799,47,0,31,814,845,37,447,356,840,50,29,2,27,21
102377,10,634,0,634,0,0,376,376,59,0,0,387,387,61,0,0,390,390,0,5,239,244,62,1,0,1,38
102429,10,920,1,919,51,184,,235,26,47,207,,254,28,48,220,,268,18,178,455,651,29,21,2,19,50
102553,10,1568,0,1568,11,118,134,263,17,11,144,363,518,33,11,141,418,570,38,355,605,998,36,25,2,23,39
102580,10,8,1,7,2,0,1,3,43,2,0,2,4,57,2,0,2,4,0,0,3,3,57,0,0,0,43
102614,10,810,0,810,40,58,112,210,26,40,62,230,332,41,40,67,254,361,18,208,223,449,45,28,2,26,28
102632,10,173,0,173,4,22,6,32,18,5,22,14,41,24,5,22,19,46,6,52,69,127,27,34,3,30,40
102669,10,32,0,32,0,0,11,11,34,0,0,13,13,41,0,0,13,13,0,6,13,19,41,19,0,19,41
102845,10,1064,2,1062,476,32,3,511,48,477,36,5,518,49,478,37,5,520,1,3,538,542,49,0,0,0,51
103501,10,281,0,281,180,12,,192,68,183,12,,195,69,185,12,,197,0,16,68,84,70,6,0,6,24
103893,10,669,1,668,427,24,,451,68,427,24,,451,68,427,24,,451,1,2,214,217,68,0,0,0,32
103909,10,377,0,377,270,0,,270,72,271,0,,271,72,271,0,,271,0,4,102,106,72,1,0,1,27
103927,10,217,0,217,162,0,,162,75,163,0,,163,75,163,0,,163,1,0,53,54,75,0,0,0,24
103963,10,169,1,168,91,0,,91,54,93,0,,93,55,93,0,,93,0,27,48,75,55,16,0,16,29
104090,10,189,0,189,64,13,9,86,46,64,11,12,87,46,65,11,13,89,0,4,96,100,47,2,0,2,51
104151,10,11186,56,11130,0,0,5556,5556,50,0,0,7319,7319,66,0,0,7501,7501,65,2375,1189,3629,67,22,1,21,11
104160,10,1215,0,1215,70,199,,269,22,68,251,,319,26,63,274,,337,23,176,679,878,28,16,2,14,56
104179,10,7156,16,7140,0,0,3445,3445,48,0,0,4617,4617,65,0,0,4714,4714,40,1972,414,2426,66,28,1,28,6
104346,10,848,0,848,15,118,,133,16,15,139,,154,18,16,149,,165,9,234,440,683,19,29,1,28,52
104425,10,1720,1,1719,51,232,,283,16,54,286,,340,20,57,319,,376,17,659,667,1343,22,39,1,38,39
104577,10,1014,1,1013,253,168,,421,42,258,186,,444,44,258,197,,455,5,163,390,558,45,17,0,16,38
104586,10,522,1,521,0,0,192,192,37,0,0,303,303,58,0,0,311,311,5,145,60,210,60,29,1,28,12
104708,10,2097,0,2097,89,316,,405,19,87,436,,523,25,87,436,,523,222,513,839,1574,25,35,11,24,40
104717,10,2270,1,2269,0,0,903,903,40,0,0,1074,1074,47,0,0,1113,1113,26,659,471,1156,49,30,1,29,21
105145,10,313,0,313,43,22,,65,21,43,33,,76,24,43,33,,76,26,105,106,237,24,42,8,34,34
105154,10,1998,0,1998,40,262,,302,15,36,349,,385,19,36,349,,385,216,540,857,1613,19,38,11,27,43
105206,10,281,1,280,17,36,,53,19,17,41,,58,21,18,44,,62,3,77,138,218,22,29,1,28,49
105215,10,449,3,446,313,0,,313,70,313,0,,313,70,313,0,,313,0,5,128,133,70,1,0,1,29
105297,10,225,0,225,0,23,0,23,10,0,14,9,23,10,0,12,11,23,146,4,52,202,10,67,65,2,23
105330,10,4538,5,4533,0,0,1880,1880,41,0,0,2549,2549,56,0,0,2609,2609,24,1323,577,1924,58,30,1,29,13
105349,10,221,0,221,45,29,,74,33,45,36,,81,37,45,36,,81,7,67,66,140,37,33,3,30,30
105428,10,845,0,845,18,135,,153,18,21,163,,184,22,21,163,,184,112,215,334,661,22,39,13,25,40
105525,10,2433,2,2431,259,337,,596,25,278,439,,717,29,283,480,,763,63,509,1096,1668,31,24,3,21,45
105534,10,411,1,410,279,12,0,291,71,279,12,0,291,71,279,12,0,291,0,19,100,119,71,5,0,5,24
105543,10,262,0,262,168,18,,186,71,167,19,,186,71,167,19,,186,0,22,54,76,71,8,0,8,21
105589,10,48,0,48,0,0,13,13,27,0,0,20,20,42,0,0,22,22,0,17,9,26,46,35,0,35,19
105659,10,598,1,597,386,0,,386,65,386,0,,386,65,386,0,,386,0,28,183,211,65,5,0,5,31
105668,10,739,0,739,456,17,,473,64,457,24,,481,65,457,24,,481,21,82,155,258,65,14,3,11,21
105747,10,768,0,768,22,121,,143,19,20,162,,182,24,20,162,,182,81,262,243,586,24,45,11,34,32
105792,10,406,0,406,1,86,,87,21,1,101,,102,25,1,101,,102,45,110,149,304,25,38,11,27,37
105899,10,155,1,154,0,0,58,58,38,0,0,69,69,45,0,0,69,69,0,49,36,85,45,32,0,32,23
106041,10,902,5,897,108,481,,589,66,108,481,,589,66,108,481,,589,0,5,303,308,66,1,0,1,34
106148,10,688,0,688,72,135,,207,30,73,154,,227,33,69,165,,234,14,184,256,454,34,29,2,27,37
106245,10,747,0,747,0,22,181,203,27,0,15,285,300,40,0,12,311,323,13,194,217,424,43,28,2,26,29
106306,10,419,0,419,0,36,3,39,9,0,37,8,45,11,0,37,8,45,1,149,224,374,11,36,0,36,53
106342,10,255,0,255,0,0,96,96,38,0,0,109,109,43,0,0,109,109,0,145,1,146,43,57,0,57,0
106397,10,4621,7,4614,0,0,2285,2285,50,0,0,3152,3152,68,0,0,3229,3229,30,542,813,1385,70,12,1,12,18
106412,10,507,2,505,0,1,115,116,23,0,1,192,193,38,0,1,208,209,3,129,164,296,41,26,1,26,32
106449,10,738,1,737,63,208,,271,37,64,221,,285,39,63,226,,289,3,131,314,448,39,18,0,18,43
106458,10,1772,10,1762,1,125,623,749,43,1,72,894,967,55,1,59,942,1002,17,446,297,760,57,26,1,25,17
106467,10,2071,2,2069,60,144,447,651,31,67,197,715,979,47,68,201,753,1022,30,465,552,1047,49,24,1,22,27
106485,10,684,0,684,58,39,80,177,26,79,30,127,236,35,78,26,135,239,8,105,332,445,35,17,1,15,49
106546,10,30,0,30,5,7,,12,40,7,7,,14,47,6,8,,14,0,10,6,16,47,33,0,33,20
106625,10,383,0,383,66,57,,123,32,73,61,,134,35,74,68,,142,4,69,168,241,37,19,1,18,44
106704,10,2248,0,2248,0,18,674,692,31,0,12,1016,1028,46,0,11,1053,1064,24,718,442,1184,47,33,1,32,20
106713,10,138,0,138,0,2,44,46,33,0,1,54,55,40,0,0,56,56,0,58,24,82,41,42,0,42,17
106795,10,185,0,185,52,27,,79,43,55,32,,87,47,55,33,,88,1,26,70,97,48,15,1,14,38
106810,10,63,0,63,0,8,7,15,24,0,8,16,24,38,0,8,16,24,0,16,23,39,38,25,0,25,37
106883,10,253,1,252,37,41,,78,31,37,47,,84,33,38,49,,87,6,34,125,165,35,16,2,13,50
106980,10,440,0,440,23,45,,68,15,30,84,,114,26,31,88,,119,10,43,268,321,27,12,2,10,61
106999,10,237,0,237,59,67,,126,53,59,71,,130,55,60,71,,131,3,30,73,106,55,14,1,13,31
107044,10,1076,1,1075,0,0,535,535,50,0,0,767,767,71,0,0,773,773,2,46,254,302,72,4,0,4,24
107071,10,777,0,777,0,3,176,179,23,0,4,260,264,34,0,4,279,283,11,168,315,494,36,23,1,22,41
107080,10,315,1,314,0,0,194,194,62,0,0,205,205,65,0,0,208,208,0,92,14,106,66,29,0,29,4
107141,10,320,0,320,0,0,178,178,56,0,0,207,207,65,0,0,215,215,0,69,36,105,67,22,0,22,11
107318,10,235,1,234,26,31,,57,24,26,38,,64,27,25,39,,64,2,38,130,170,27,17,1,16,56
107327,10,230,0,230,31,51,,82,36,33,51,,84,37,35,52,,87,0,57,86,143,38,25,0,25,37
107460,10,422,0,422,78,91,,169,40,75,100,,175,41,75,103,,178,4,85,155,244,42,21,1,20,37
107512,10,426,0,426,0,3,230,233,55,0,3,252,255,60,0,3,255,258,0,141,27,168,61,33,0,33,6
107521,10,182,1,181,37,34,,71,39,36,38,,74,41,37,39,,76,2,19,84,105,42,12,1,10,46
107549,10,259,1,258,46,38,,84,33,55,62,,117,45,55,63,,118,7,10,123,140,46,7,3,4,48
107558,10,174,0,174,0,0,57,57,33,0,0,82,82,47,0,0,83,83,0,71,20,91,48,41,0,41,11
107585,10,465,0,465,26,134,,160,34,21,141,,162,35,20,146,,166,3,99,197,299,36,22,1,21,42
107600,10,119,0,119,0,0,27,27,23,0,0,38,38,32,0,0,40,40,2,7,70,79,34,8,2,6,59
107619,10,189,0,189,30,40,,70,37,28,49,,77,41,33,54,,87,5,53,44,102,46,31,3,28,23
107637,10,301,0,301,34,42,,76,25,35,51,,86,29,38,54,,92,8,21,180,209,31,10,3,7,60
107664,10,1113,1,1112,86,152,,238,21,88,204,,292,26,85,229,,314,16,242,540,798,28,23,1,22,49
107725,10,265,1,264,66,52,,118,45,56,73,,129,49,55,75,,130,2,16,116,134,49,7,1,6,44
107743,10,143,0,143,26,19,,45,31,24,21,,45,31,23,22,,45,1,10,87,98,31,8,1,7,61
107840,10,225,0,225,0,45,,45,20,0,47,,47,21,0,48,,48,3,22,152,177,21,11,1,10,68
107877,10,170,0,170,0,0,58,58,34,0,0,67,67,39,0,0,67,67,0,20,83,103,39,12,0,12,49
107974,10,181,0,181,41,22,,63,35,40,26,,66,36,41,27,,68,1,43,69,113,38,24,1,24,38
107983,10,738,2,736,0,51,196,247,34,0,16,289,305,41,0,11,299,310,4,273,149,426,42,38,1,37,20
107992,10,268,2,266,93,21,,114,43,83,35,,118,44,66,59,,125,2,29,110,141,47,12,1,11,41
108092,10,1210,3,1207,4,38,201,243,20,5,53,377,435,36,5,58,406,469,19,274,445,738,39,24,2,23,37
108232,10,888,0,888,0,37,53,90,10,0,46,348,394,44,0,46,375,421,14,171,282,467,47,21,2,19,32
108667,10,336,0,336,13,113,,126,38,13,129,,142,42,13,140,,153,1,32,150,183,46,10,0,10,45
108807,10,1035,0,1035,33,371,,404,39,37,421,,458,44,36,443,,479,0,133,423,556,46,13,0,13,41
108852,10,118,0,118,0,86,,86,73,0,87,,87,74,0,87,,87,0,0,31,31,74,0,0,0,26
109040,10,484,0,484,353,19,,372,77,353,19,,372,77,353,19,,372,0,4,108,112,77,1,0,1,22
109208,10,1667,0,1667,54,547,,601,36,54,661,,715,43,53,688,,741,38,217,671,926,44,15,2,13,40
109350,10,1263,0,1263,17,401,0,418,33,19,475,0,494,39,19,502,3,524,22,202,515,739,41,18,2,16,41
109651,10,207,9,198,0,0,61,61,31,0,0,137,137,69,0,0,146,146,0,21,31,52,74,11,0,11,16
109785,10,1040,0,1040,0,0,527,527,51,0,0,738,738,71,0,0,758,758,31,37,214,282,73,7,3,4,21
109819,10,2036,0,2036,76,520,0,596,29,70,640,2,712,35,63,699,2,764,51,296,925,1272,38,17,3,15,45
109907,10,297,0,297,1,61,,62,21,2,72,,74,25,2,80,,82,6,73,136,215,28,27,2,25,46
110060,10,68,0,68,0,0,1,1,1,0,0,3,3,4,0,0,4,4,0,2,62,64,6,3,0,3,91
110097,10,954,4,950,0,0,524,524,55,0,0,673,673,71,0,0,688,688,4,213,45,262,72,23,0,22,5
110219,10,1043,8,1035,0,226,19,245,24,0,228,22,250,24,0,228,22,250,3,19,763,785,24,2,0,2,74
110246,10,1575,0,1575,118,499,,617,39,109,599,,708,45,105,633,,738,14,234,589,837,47,16,1,15,37
110334,10,1180,0,1180,17,401,,418,35,21,486,,507,43,24,511,,535,26,191,428,645,45,18,2,16,36
110361,10,1108,2,1106,0,0,440,440,40,0,0,670,670,61,0,0,693,693,4,296,113,413,63,27,0,27,10
110370,10,273,0,273,0,0,141,141,52,0,0,185,185,68,0,0,186,186,0,48,39,87,68,18,0,18,14
110404,10,226,1,225,0,0,194,194,86,0,0,206,206,92,0,0,208,208,3,10,4,17,92,6,1,4,2
110413,10,565,0,565,0,0,368,368,65,0,0,398,398,70,0,0,402,402,0,128,35,163,71,23,0,23,6
110422,10,4651,0,4651,0,0,2440,2440,52,0,0,3865,3865,83,0,0,3945,3945,4,461,241,706,85,10,0,10,5
110468,10,19,0,19,0,0,2,2,11,0,0,4,4,21,0,0,4,4,0,8,7,15,21,42,0,42,37
110486,10,1429,0,1429,0,0,209,209,15,0,0,663,663,46,0,0,720,720,24,395,290,709,50,29,2,28,20
110495,10,1199,0,1199,0,0,232,232,19,0,0,687,687,57,0,0,742,742,23,292,142,457,62,26,2,24,12
110510,10,2707,0,2707,0,0,504,504,19,0,0,1595,1595,59,0,0,1722,1722,43,493,449,985,64,20,2,18,17
110529,10,3558,0,3558,0,0,1055,1055,30,0,0,2397,2397,67,0,0,2572,2572,51,575,360,986,72,18,1,16,10
110538,10,2922,0,2922,0,0,856,856,29,0,0,1903,1903,65,0,0,1982,1982,17,658,265,940,68,23,1,23,9
110547,10,1287,0,1287,0,0,149,149,12,0,0,611,611,47,0,0,694,694,23,316,254,593,54,26,2,25,20
110556,10,3450,0,3450,0,0,657,657,19,0,0,1983,1983,57,0,0,2185,2185,49,720,496,1265,63,22,1,21,14
110565,10,4274,0,4274,0,0,1084,1084,25,0,0,2932,2932,69,0,0,3132,3132,39,600,503,1142,73,15,1,14,12
110574,10,1465,0,1465,0,0,244,244,17,0,0,686,686,47,0,0,785,785,21,431,228,680,54,31,1,29,16
110583,10,4245,0,4245,0,0,1208,1208,28,0,0,3111,3111,73,0,0,3246,3246,34,630,335,999,76,16,1,15,8
110592,10,3150,0,3150,0,0,297,297,9,0,0,1652,1652,52,0,0,1858,1858,55,617,620,1292,59,21,2,20,20
110608,10,5784,0,5784,0,0,814,814,14,0,0,3112,3112,54,0,0,3428,3428,104,1284,968,2356,59,24,2,22,17
110617,10,3484,0,3484,0,0,511,511,15,0,0,1869,1869,54,0,0,2078,2078,51,960,395,1406,60,29,1,28,11
110635,10,5652,0,5652,0,0,4288,4288,76,0,0,5214,5214,92,0,0,5285,5285,22,213,132,367,94,4,0,4,2
110644,10,5358,2,5356,0,0,3409,3409,64,0,0,4618,4618,86,0,0,4701,4701,15,445,195,655,88,9,0,8,4
110653,10,5426,7,5419,0,0,3731,3731,69,0,0,4606,4606,85,0,0,4645,4645,11,530,233,774,86,10,0,10,4
110662,10,5764,4,5760,0,0,4654,4654,81,0,0,5266,5266,91,0,0,5329,5329,15,260,156,431,93,5,0,5,3
110671,10,4277,1,4276,0,0,2669,2669,62,0,0,3306,3306,77,0,0,3369,3369,11,598,298,907,79,14,0,14,7
110680,10,4913,0,4913,0,0,3352,3352,68,0,0,4280,4280,87,0,0,4354,4354,25,175,359,559,89,4,1,4,7
110705,10,4734,0,4734,0,0,3268,3268,69,0,0,3972,3972,84,0,0,4019,4019,8,522,185,715,85,11,0,11,4
110714,10,4031,11,4020,0,0,2209,2209,55,0,0,3060,3060,76,0,0,3114,3114,6,197,703,906,77,5,0,5,17
110918,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,100
111081,10,189,0,189,0,0,105,105,56,0,0,125,125,66,0,0,127,127,1,21,40,62,67,12,1,11,21
111188,10,206,0,206,0,0,99,99,48,0,0,125,125,61,0,0,126,126,0,64,16,80,61,31,0,31,8
111434,10,341,0,341,11,103,,114,33,10,121,,131,38,11,130,,141,6,62,132,200,41,20,2,18,39
111461,10,1968,0,1968,24,870,,894,45,26,974,,1000,51,25,1015,,1040,25,347,556,928,53,19,1,18,28
111638,10,50,0,50,14,6,0,20,40,14,6,0,20,40,14,6,0,20,0,9,21,30,40,18,0,18,42
111887,10,1872,0,1872,55,634,,689,37,52,755,,807,43,49,804,,853,26,380,613,1019,46,22,1,20,33
111896,10,255,0,255,7,57,,64,25,8,63,,71,28,8,67,,75,5,45,130,180,29,20,2,18,51
111920,10,1054,0,1054,5,410,,415,39,5,461,,466,44,5,477,,482,11,169,392,572,46,17,1,16,37
111939,10,1442,0,1442,38,446,,484,34,35,546,,581,40,34,586,,620,27,251,544,822,43,19,2,17,38
111948,10,1465,2,1463,0,0,1051,1051,72,1,0,1158,1159,79,0,0,1170,1170,2,227,64,293,80,16,0,16,4
111966,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,100
112075,10,361,0,361,0,0,171,171,47,0,0,212,212,59,0,0,214,214,1,22,124,147,59,6,0,6,34
112084,10,146,0,146,0,3,36,39,27,1,19,47,67,46,1,21,83,105,0,19,22,41,72,13,0,13,15
112172,10,1539,0,1539,53,654,,707,46,52,719,,771,50,51,751,,802,21,265,451,737,52,19,1,17,29
112190,10,1539,0,1539,86,525,,611,40,82,604,,686,45,84,631,,715,23,193,608,824,46,14,1,13,40
112260,10,327,3,324,0,0,264,264,81,0,0,299,299,92,0,0,300,300,0,7,17,24,93,2,0,2,5
112385,10,298,0,298,0,62,,62,21,1,75,,76,26,1,77,,78,0,50,170,220,26,17,0,17,57
112394,10,142,0,142,0,0,32,32,23,0,0,63,63,44,0,0,65,65,1,42,34,77,46,30,1,30,24
112561,10,229,0,229,7,56,,63,28,7,72,,79,34,7,78,,85,2,39,103,144,37,18,1,17,45
112570,10,187,0,187,0,58,17,75,40,0,58,24,82,44,0,58,25,83,0,4,100,104,44,2,0,2,53
112686,10,595,0,595,3,143,,146,25,3,165,,168,28,3,176,,179,7,133,276,416,30,24,1,22,46
112826,10,403,0,403,8,126,,134,33,7,156,,163,40,9,159,,168,7,62,166,235,42,17,2,15,41
113096,10,1051,0,1051,4,339,,343,33,5,402,,407,39,4,429,,433,15,168,435,618,41,17,1,16,41
113111,10,709,0,709,15,237,,252,36,13,294,,307,43,13,315,,328,0,119,262,381,46,17,0,17,37
113193,10,985,0,985,15,394,,409,42,18,447,,465,47,23,466,,489,0,199,297,496,50,20,0,20,30
113218,10,747,0,747,4,262,,266,36,7,325,,332,44,8,334,,342,11,118,276,405,46,17,1,16,37
113236,10,1306,0,1306,22,540,0,562,43,21,616,0,637,49,22,648,0,670,17,236,383,636,51,19,1,18,29
113333,10,3352,0,3352,11,2159,,2170,65,10,2254,,2264,68,8,2303,,2311,14,343,684,1041,69,11,0,10,20
113573,10,961,0,961,14,314,,328,34,16,379,,395,41,16,403,,419,18,94,430,542,44,12,2,10,45
113582,10,7,0,7,0,0,2,2,29,0,0,2,2,29,0,0,3,3,0,0,4,4,43,0,0,0,57
113634,10,1811,0,1811,43,903,,946,52,44,979,,1023,56,44,1005,,1049,11,274,477,762,58,16,1,15,26
113698,10,265,0,265,0,0,164,164,62,0,0,197,197,74,0,0,197,197,54,14,0,68,74,26,20,5,0
113856,10,2096,0,2096,241,635,,876,42,241,745,,986,47,241,793,,1034,42,205,815,1062,49,12,2,10,39
113980,10,2801,0,2801,23,1147,,1170,42,26,1299,,1325,47,25,1357,,1382,36,469,914,1419,49,18,1,17,33
114266,10,748,0,748,6,300,,306,41,6,349,,355,47,7,371,,378,11,109,250,370,51,16,1,15,33
114354,10,473,0,473,0,274,89,363,77,0,252,111,363,77,0,249,116,365,0,20,88,108,77,4,0,4,19
114433,10,299,0,299,0,106,1,107,36,0,114,2,116,39,0,118,2,120,1,77,101,179,40,26,0,26,34
114716,10,1469,0,1469,5,854,1,860,59,4,887,1,892,61,4,906,1,911,2,169,387,558,62,12,0,12,26
114789,10,2480,0,2480,24,559,,583,24,27,676,,703,28,27,733,,760,62,284,1374,1720,31,14,3,11,55
114813,10,216,0,216,0,0,116,116,54,0,0,142,142,66,0,0,145,145,0,55,16,71,67,25,0,25,7
114859,10,2575,0,2575,32,1017,,1049,41,32,1177,,1209,47,34,1235,,1269,26,473,807,1306,49,19,1,18,31
114938,10,558,0,558,12,194,,206,37,12,233,,245,44,12,246,,258,7,118,175,300,46,22,1,21,31
115001,10,1811,0,1811,25,596,,621,34,29,711,,740,41,29,747,,776,14,324,697,1035,43,19,1,18,38
115010,10,184,0,184,127,0,0,127,69,127,0,0,127,69,127,0,0,127,0,0,57,57,69,0,0,0,31
115126,10,1473,0,1473,15,629,,644,44,24,701,,725,49,22,731,,753,12,213,495,720,51,15,1,14,34
115296,10,1825,0,1825,1,646,,647,35,0,732,,732,40,0,779,,779,14,397,635,1046,43,23,1,22,35
115393,10,1115,0,1115,5,433,,438,39,6,509,,515,46,6,534,,540,20,155,400,575,48,16,2,14,36
115409,10,194,2,192,0,0,162,162,84,0,0,178,178,93,0,0,179,179,0,11,2,13,93,6,0,6,1
115728,10,103,0,103,0,0,24,24,23,0,0,35,35,34,0,0,36,36,1,54,12,67,35,53,1,52,12
115755,10,1375,0,1375,0,0,302,302,22,0,0,682,682,50,0,0,726,726,9,468,172,649,53,35,1,34,13
115773,10,43,0,43,1,6,9,16,37,0,5,15,20,47,0,4,16,20,0,13,10,23,47,30,0,30,23
115861,10,1194,0,1194,11,451,,462,39,17,530,,547,46,18,554,,572,22,120,480,622,48,12,2,10,40
115931,10,182,0,182,148,0,,148,81,150,0,,150,82,152,0,,152,0,0,30,30,84,0,0,0,16
116226,10,6,0,6,0,2,1,3,50,0,3,1,4,67,0,3,2,5,0,0,1,1,83,0,0,0,17
116439,10,1667,0,1667,40,801,,841,50,39,902,,941,56,39,938,,977,10,285,395,690,59,18,1,17,24
116846,10,13,0,13,0,0,4,4,31,0,0,8,8,62,0,0,9,9,0,0,4,4,69,0,0,0,31
117052,10,2168,0,2168,59,637,,696,32,62,754,,816,38,61,813,,874,12,315,967,1294,40,15,1,15,45
117104,10,109,0,109,0,24,25,49,45,0,22,32,54,50,0,22,36,58,0,38,13,51,53,35,0,35,12
117140,10,583,4,579,0,0,307,307,53,0,0,389,389,67,0,0,399,399,2,118,60,180,69,21,0,20,10
117168,10,70,0,70,0,0,29,29,41,0,0,44,44,63,0,0,45,45,0,11,14,25,64,16,0,16,20
117195,10,165,0,165,1,50,,51,31,1,57,,58,35,1,60,,61,0,38,66,104,37,23,0,23,40
117247,10,648,0,648,28,155,,183,28,29,186,,215,33,29,192,,221,4,95,328,427,34,15,1,15,51
117274,10,229,0,229,3,64,,67,29,3,65,,68,30,3,67,,70,3,48,108,159,31,22,1,21,47
117283,10,22,0,22,0,6,0,6,27,0,6,0,6,27,0,6,0,6,0,0,16,16,27,0,0,0,73
