UNITID,FACSTAT,SISTOTL,SISPROF,SISASCP,SISASTP,SISINST,SISLECT,SISNORK
110529,0,663,225,152,145,0,140,1
110538,0,516,164,118,124,0,110,0
110547,0,420,113,79,101,0,127,0
110556,0,796,234,148,184,0,227,3
110565,0,1023,360,248,183,0,232,0
110574,0,387,127,87,116,0,57,0
110583,0,1079,350,221,214,0,290,4
110592,0,696,251,99,158,0,188,0
110608,0,929,370,208,146,0,197,8
110617,0,826,313,141,203,0,164,5
110635,0,1791,848,359,294,1,264,25
110644,0,2647,1249,543,586,10,256,3
110653,0,2089,918,405,478,45,243,0
110662,0,4127,1723,636,1132,334,283,19
110671,0,1001,358,240,248,4,144,7
110680,0,2843,1265,586,703,0,254,35
110699,0,2967,1199,706,955,107,0,0
110705,0,1073,515,162,200,0,194,2
110714,0,696,286,136,149,0,119,6
110778,0,22,0,0,0,0,0,22
111081,0,152,0,0,0,0,0,152
111188,0,67,16,21,15,0,15,0
111391,0,34,17,5,3,9,0,0
111434,0,87,0,0,0,87,0,0
111461,0,219,121,51,14,0,0,33
111638,0,6,2,3,0,0,1,0
111887,0,298,0,0,0,298,0,0
111896,0,69,0,0,0,69,0,0
111920,0,185,0,0,0,185,0,0
111939,0,248,0,0,0,248,0,0
111948,0,555,162,156,210,24,0,3
111966,0,64,5,12,34,13,0,0
112075,0,101,30,24,47,0,0,0
112084,0,11,1,3,5,2,0,0
112127,0,7,1,4,1,1,0,0
112172,0,163,0,0,0,163,0,0
112190,0,507,0,0,0,507,0,0
112251,0,92,53,26,13,0,0,0
112260,0,180,66,56,56,2,0,0
112385,0,49,0,0,0,49,0,0
112394,0,11,4,4,2,1,0,0
112525,0,307,66,94,134,13,0,0
112561,0,54,0,0,0,54,0,0
112570,0,8,0,0,0,8,0,0
112686,0,98,0,0,0,98,0,0
112826,0,102,0,0,0,102,0,0
113096,0,193,0,0,0,193,0,0
113111,0,80,0,0,0,64,0,16
113193,0,138,0,0,0,138,0,0
113218,0,92,0,0,0,92,0,0
113236,0,227,0,0,0,227,0,0
113333,0,242,0,0,0,242,0,0
113573,0,121,44,19,28,30,0,0
113582,0,3,0,0,0,3,0,0
113634,0,287,0,0,0,287,0,0
113698,0,103,26,23,50,4,0,0
113704,0,11,8,1,2,0,0,0
113856,0,314,0,0,0,314,0,0
113980,0,321,0,0,0,321,0,0
114266,0,130,0,0,0,130,0,0
114354,0,9,0,0,0,9,0,0
114433,0,28,0,0,0,28,0,0
114549,0,50,0,0,0,0,0,50
114716,0,171,0,0,0,171,0,0
114789,0,373,0,0,0,373,0,0
114813,0,112,19,41,44,8,0,0
114831,0,1,0,0,0,1,0,0
114840,0,46,16,20,9,1,0,0
114859,0,316,0,0,0,316,0,0
114938,0,73,0,0,0,73,0,0
115001,0,205,0,0,0,205,0,0
115010,0,16,0,0,0,0,0,16
115083,0,54,28,17,2,0,7,0
115126,0,122,0,0,0,122,0,0
115214,0,10,2,4,2,0,1,1
115296,0,249,0,0,0,249,0,0
115393,0,134,0,0,0,134,0,0
115409,0,102,49,23,19,5,0,6
115728,0,35,5,11,18,1,0,0
115746,0,33,28,5,0,0,0,0
115755,0,259,94,64,52,0,49,0
115773,0,8,3,0,2,3,0,0
115861,0,151,0,0,0,151,0,0
115931,0,13,0,0,0,0,0,13
116439,0,152,0,0,0,152,0,0
116846,0,8,6,0,0,0,0,2
117052,0,153,0,0,0,153,0,0
117104,0,18,3,6,9,0,0,0
117140,0,217,88,62,44,23,0,0
117168,0,27,4,13,10,0,0,0
117195,0,33,0,0,0,33,0,0
117247,0,124,0,0,0,124,0,0
117274,0,43,0,0,0,43,0,0
117520,0,32,25,4,1,2,0,0
117557,0,13,6,3,3,0,1,0
117575,0,5,5,0,0,0,0,0
117627,0,104,26,35,31,2,10,0
117636,0,381,56,68,217,40,0,0
117645,0,302,0,0,0,302,0,0
117672,0,32,3,5,19,4,0,1
117681,0,11,0,0,0,11,0,0
117690,0,86,0,0,0,86,0,0
117706,0,227,0,0,0,227,0,0
117715,0,80,0,0,0,80,0,0
117724,0,172,0,0,0,172,0,0
117733,0,180,0,0,0,180,0,0
117751,0,69,22,15,27,2,3,0
117788,0,164,0,0,0,164,0,0
117803,0,25,0,0,0,0,0,25
117867,0,105,0,0,0,105,0,0
117894,0,143,0,0,0,143,0,0
117946,0,620,242,143,190,39,0,6
118198,0,15,0,0,0,15,0,0
118347,0,120,0,0,0,120,0,0
118541,0,25,16,6,3,0,0,0
118684,0,60,0,0,0,60,0,0
118693,0,24,6,9,5,0,4,0
118718,0,182,0,0,0,182,0,0
118772,0,65,0,0,0,65,0,0
118888,0,68,33,15,20,0,0,0
118912,0,174,0,0,0,174,0,0
118930,0,164,0,0,0,164,0,0
118976,0,255,0,0,0,255,0,0
119058,0,69,19,26,10,0,0,14
119067,0,127,0,0,0,127,0,0
119137,0,172,0,0,0,172,0,0
119164,0,445,0,0,0,445,0,0
119173,0,135,36,37,51,5,6,0
119216,0,181,0,0,0,181,0,0
119270,0,53,0,0,0,53,0,0
119331,0,114,0,0,0,114,0,0
119605,0,237,107,60,57,13,0,0
119678,0,301,95,84,47,0,75,0
119775,0,10,4,4,2,0,0,0
120078,0,14,0,0,0,0,0,14
120166,0,4,0,0,0,4,0,0
120184,0,8,2,5,0,1,0,0
120254,0,194,66,47,28,0,0,53
120290,0,120,0,0,0,120,0,0
120342,0,260,0,0,0,260,0,0
120403,0,47,15,17,15,0,0,0
120421,0,103,0,0,0,103,0,0
120537,0,34,4,15,15,0,0,0
120661,0,18,0,0,0,18,0,0
120698,0,51,20,13,18,0,0,0
120768,0,25,0,0,0,0,0,25
120795,0,8,2,1,5,0,0,0
120865,0,65,29,9,24,3,0,0
120883,0,410,155,114,110,16,15,0
120953,0,36,0,0,0,36,0,0
120971,0,276,0,0,0,276,0,0
121044,0,427,0,0,0,427,0,0
121150,0,412,126,83,96,36,19,52
121178,0,3,0,0,0,3,0,0
121257,0,98,36,21,27,8,6,0
121275,0,5,0,0,0,5,0,0
121309,0,141,81,41,19,0,0,0
121345,0,225,91,56,29,0,0,49
121363,0,72,0,0,0,72,0,0
121619,0,244,0,0,0,244,0,0
121691,0,199,114,27,20,0,11,27
121707,0,68,0,0,0,68,0,0
121886,0,206,0,0,0,206,0,0
121901,0,267,0,0,0,267,0,0
122180,0,286,0,0,0,286,0,0
122205,0,239,0,0,0,239,0,0
122296,0,181,20,22,104,35,0,0
122339,0,171,0,0,0,171,0,0
122375,0,252,0,0,0,252,0,0
122384,0,126,0,0,0,126,0,0
122409,0,974,293,248,210,0,219,4
122436,0,495,222,136,122,15,0,0
122454,0,14,2,9,3,0,0,0
122506,0,29,0,0,0,0,0,29
122597,0,866,345,172,161,0,186,2
122612,0,444,160,147,118,19,0,0
122649,0,6,6,0,0,0,0,0
122658,0,233,0,0,0,233,0,0
122685,0,53,0,0,0,53,0,0
122694,0,24,0,0,0,24,0,0
122728,0,49,4,27,15,0,0,3
122746,0,124,0,0,0,124,0,0
122755,0,904,269,164,274,0,195,2
122782,0,1,0,0,0,1,0,0
122791,0,154,0,0,0,154,0,0
122889,0,225,0,0,0,225,0,0
122931,0,583,146,149,110,0,178,0
122977,0,324,0,0,0,324,0,0
123013,0,294,0,0,0,294,0,0
123095,0,61,0,0,0,0,0,61
123165,0,99,25,35,37,0,0,2
123217,0,215,0,0,0,215,0,0
123299,0,131,0,0,0,131,0,0
123341,0,246,0,0,0,246,0,0
123448,0,6,0,2,1,0,0,3
123457,0,35,3,5,18,2,0,7
123484,0,32,0,0,0,32,0,0
123509,0,144,0,0,0,144,0,0
123527,0,174,0,0,0,133,0,41
123554,0,214,82,81,43,0,0,8
123563,0,127,0,0,0,127,0,0
123572,0,244,118,49,52,0,25,0
123633,0,11,0,0,0,0,0,11
123651,0,83,30,25,23,5,0,0
123679,0,31,0,0,0,31,0,0
123800,0,194,158,0,35,1,0,0
123916,0,17,2,1,12,2,0,0
123943,0,79,7,23,48,1,0,0
123952,0,45,0,0,0,0,0,45
123961,0,2394,1066,674,495,0,159,0
123970,0,61,41,20,0,0,0,0
124113,0,44,34,9,0,0,0,1
124283,0,19,19,0,0,0,0,0
124292,0,53,53,0,0,0,0,0
124487,0,11,0,0,0,0,0,11
124557,0,247,0,0,0,0,0,247
124706,0,26,0,0,0,26,0,0
124937,0,20,0,0,0,20,0,0
125028,0,163,0,0,0,163,0,0
125091,0,94,0,0,0,93,0,1
125170,0,64,0,0,0,64,0,0
125231,0,251,0,0,0,0,0,251
125462,0,32,0,0,0,32,0,0
125471,0,102,0,0,0,102,0,0
125499,0,166,0,0,0,166,0,0
125532,0,28,0,0,0,28,0,0
125718,0,11,5,5,1,0,0,0
125727,0,99,50,23,22,4,0,0
125763,0,108,39,36,13,0,20,0
125897,0,63,31,17,15,0,0,0
126012,0,23,3,1,4,0,0,15
126049,0,4,4,0,0,0,0,0
126100,0,9,0,0,0,9,0,0
126119,0,87,0,0,0,87,0,0
126182,0,105,16,10,17,0,0,62
126207,0,125,68,8,4,45,0,0
126289,0,113,113,0,0,0,0,0
126359,0,8,1,0,0,7,0,0
126562,0,4710,706,972,1230,1802,0,0
126580,0,468,81,90,108,187,0,2
126605,0,25,0,0,0,0,0,25
126614,0,1694,517,375,318,484,0,0
126669,0,115,23,33,57,2,0,0
126678,0,226,62,62,95,0,6,1
126687,0,39,0,0,0,39,0,0
126711,0,116,53,40,23,0,0,0
126748,0,32,0,0,0,32,0,0
126775,0,335,102,69,43,76,21,24
126784,0,5,0,0,0,0,0,5
126818,0,1600,464,402,363,199,0,172
126827,0,58,0,0,0,0,0,58
126863,0,57,0,0,0,0,0,57
126942,0,105,52,21,32,0,0,0
126951,0,44,0,0,0,44,0,0
126979,0,28,10,7,9,1,0,1
127060,0,780,227,205,155,1,192,0
127185,0,200,62,40,61,10,27,0
127200,0,244,244,0,0,0,0,0
127273,0,17,8,3,5,0,0,1
127389,0,25,25,0,0,0,0,0
127556,0,317,54,64,72,123,3,1
127565,0,566,235,116,89,0,126,0
127617,0,39,0,0,0,0,0,39
127653,0,62,9,17,14,22,0,0
127714,0,7,0,0,0,0,0,7
127732,0,45,11,23,11,0,0,0
127741,0,421,158,115,103,15,30,0
127778,0,25,0,0,0,0,0,25
127820,0,198,0,0,0,0,0,198
127884,0,85,0,0,0,0,0,85
127909,0,95,0,0,0,95,0,0
127918,0,329,82,104,80,41,18,4
127945,0,62,5,24,28,5,0,0
128106,0,181,37,36,53,0,25,30
128179,0,14,0,0,0,14,0,0
128188,0,52,0,0,0,52,0,0
128258,0,47,0,0,0,0,0,47
128328,0,220,69,59,77,15,0,0
128391,0,133,49,12,23,0,49,0
128498,0,47,19,10,17,1,0,0
128577,0,33,14,4,5,0,1,9
128744,0,134,7,38,51,37,1,0
128771,0,416,186,148,81,1,0,0
128902,0,200,70,54,53,6,17,0
129020,0,2122,650,609,758,58,46,1
129154,0,78,5,21,40,12,0,0
129215,0,183,90,53,38,2,0,0
129242,0,323,83,99,110,31,0,0
129367,0,62,30,16,15,0,1,0
129428,0,5,4,0,0,0,1,0
129491,0,9,1,3,0,4,0,1
129525,0,340,88,111,101,12,0,28
129534,0,12,3,2,2,5,0,0
129543,0,73,34,16,13,7,3,0
129695,0,89,57,15,11,6,0,0
129729,0,92,66,16,7,3,0,0
129756,0,42,32,6,2,1,1,0
129774,0,18,2,8,8,0,0,0
129808,0,59,34,13,8,0,3,1
129941,0,244,42,71,60,1,70,0
130004,0,89,61,10,10,3,5,0
130040,0,28,14,4,4,4,2,0
130110,0,14,0,0,0,0,0,14
130183,0,63,0,0,0,0,0,63
130217,0,28,18,4,3,1,0,2
130226,0,392,136,147,96,13,0,0
130253,0,351,52,99,149,27,24,0
130314,0,123,16,45,55,7,0,0
130396,0,96,54,16,21,4,1,0
130493,0,417,174,153,87,3,0,0
130590,0,240,60,55,42,0,27,56
130606,0,60,36,5,2,7,10,0
130624,0,142,32,18,9,79,0,4
130697,0,402,111,83,79,0,0,129
130776,0,204,105,59,37,3,0,0
130794,0,2739,1017,572,682,0,468,0
130882,0,2,0,0,0,0,0,2
130907,0,378,0,0,0,0,0,378
130934,0,234,57,85,54,4,29,5
130943,0,1227,398,367,380,82,0,0
130989,0,20,4,8,8,0,0,0
131113,0,92,8,33,51,0,0,0
131159,0,812,187,183,123,319,0,0
131283,0,335,101,132,94,8,0,0
131399,0,202,43,75,78,6,0,0
131405,0,27,3,3,10,6,0,5
131450,0,180,58,37,47,15,18,5
131469,0,1247,438,386,252,2,0,169
131496,0,1266,449,234,120,0,0,463
131520,0,937,232,287,243,63,112,0
131803,0,204,121,0,0,68,0,15
131876,0,63,1,21,33,0,0,8
131973,0,18,12,4,2,0,0,0
132408,0,20,8,4,4,4,0,0
132471,0,275,73,92,87,23,0,0
132602,0,139,14,30,62,33,0,0
132657,0,124,35,50,32,4,1,2
132693,0,255,53,49,56,97,0,0
132709,0,369,55,156,131,27,0,0
132842,0,29,3,11,15,0,0,0
132851,0,115,13,35,16,6,0,45
132879,0,13,6,3,4,0,0,0
132903,0,1551,379,386,297,190,299,0
133021,0,41,8,1,18,14,0,0
133386,0,226,125,53,40,8,0,0
133465,0,23,0,1,14,8,0,0
133492,0,162,43,33,64,22,0,0
133508,0,196,0,0,0,0,0,196
133526,0,46,11,9,19,7,0,0
133553,0,359,96,109,130,24,0,0
133650,0,576,156,166,136,71,0,47
133669,0,859,252,246,142,214,1,4
133702,0,338,0,0,0,0,0,338
133711,0,119,20,40,53,2,4,0
133809,0,41,16,8,14,3,0,0
133845,0,20,0,0,0,20,0,0
133854,0,10,0,0,0,10,0,0
133863,0,9,0,0,0,9,0,0
133872,0,94,11,28,40,15,0,0
133881,0,267,73,81,90,23,0,0
133951,0,1424,318,350,289,425,13,29
133960,0,23,5,8,7,3,0,0
133979,0,65,6,26,23,10,0,0
133997,0,7,0,0,0,0,0,7
134079,0,158,20,59,60,19,0,0
134097,0,1615,514,377,308,0,0,416
134130,0,2903,1051,587,722,0,453,90
134237,0,745,457,130,0,0,0,158
134343,0,133,24,21,25,6,0,57
134495,0,308,43,48,105,83,0,29
134510,0,8,0,0,0,8,0,0
134608,0,215,46,50,48,71,0,0
134811,0,7,0,0,0,7,0,0
134945,0,211,55,44,91,21,0,0
135081,0,1284,0,0,0,1284,0,0
135160,0,73,0,0,0,0,0,73
135188,0,61,3,8,26,23,1,0
135364,0,21,4,7,10,0,0,0
135391,0,137,41,28,29,18,6,15
135717,0,735,183,291,157,104,0,0
135726,0,1453,607,338,208,1,299,0
136145,0,28,0,0,0,0,0,28
136172,0,537,96,157,124,125,34,1
136215,0,836,198,236,357,42,3,0
136233,0,75,28,0,10,0,0,37
136330,0,158,45,60,44,9,0,0
136358,0,312,59,36,77,140,0,0
136400,0,139,30,25,39,42,0,3
136473,0,154,38,23,31,45,14,3
136516,0,143,0,0,0,0,0,143
136701,0,15,6,3,6,0,0,0
136774,0,118,0,0,0,0,0,118
136950,0,220,73,58,40,23,26,0
137032,0,118,19,46,36,17,0,0
137078,0,320,0,0,0,0,0,320
137096,0,258,0,0,0,0,0,258
137209,0,199,0,0,0,0,0,199
137272,0,10,6,0,0,2,0,2
137281,0,138,26,0,0,93,0,19
137315,0,67,0,0,0,67,0,0
137351,0,1993,487,543,494,438,0,31
137476,0,91,33,15,25,13,4,1
137546,0,267,101,68,93,1,3,1
137564,0,121,38,45,30,3,5,0
137759,0,206,74,42,43,0,0,47
137777,0,9,7,0,0,0,0,2
137801,0,11,0,0,0,0,0,11
137847,0,442,49,140,204,0,32,17
137953,0,11,6,5,0,0,0,0
137962,0,8,2,2,4,0,0,0
138187,0,858,0,0,0,0,0,858
138275,0,35,6,12,13,4,0,0
138293,0,28,4,6,18,0,0,0
138309,0,146,0,0,0,146,0,0
138354,0,327,82,72,97,46,30,0
138558,0,139,29,37,54,5,14,0
138600,0,80,38,23,7,11,0,1
138655,0,4,0,0,0,4,0,0
138682,0,80,0,0,0,75,0,5
138716,0,205,42,50,62,39,11,1
138761,0,28,1,7,18,2,0,0
138813,0,5,0,0,0,5,0,0
138840,0,96,0,0,0,96,0,0
138868,0,42,16,6,9,11,0,0
138901,0,38,3,12,5,13,1,4
138929,0,19,6,9,0,0,0,4
138947,0,186,42,70,38,27,9,0
138956,0,127,0,0,0,0,0,127
139144,0,167,40,49,59,6,13,0
139153,0,8,0,1,7,0,0,0
139199,0,163,18,60,78,7,0,0
139205,0,25,2,7,16,0,0,0
139250,0,99,14,23,39,6,16,1
139278,0,128,0,0,0,128,0,0
139311,0,206,66,51,38,10,41,0
139348,0,21,9,10,1,0,1,0
139357,0,109,0,0,0,109,0,0
139366,0,328,101,81,75,26,45,0
139384,0,117,0,0,0,0,0,117
139393,0,59,32,15,10,0,0,2
139463,0,156,32,61,51,0,10,2
139579,0,31,1,5,22,3,0,0
139621,0,64,22,26,8,8,0,0
139630,0,46,17,13,14,2,0,0
139658,0,1416,571,297,327,81,130,10
139700,0,123,34,31,34,23,0,1
139719,0,101,28,25,37,5,5,1
139755,0,1053,409,254,184,0,83,123
139764,0,117,36,25,25,2,29,0
139861,0,331,109,77,67,2,75,1
139931,0,996,226,270,231,97,172,0
139940,0,1288,297,316,236,51,189,199
139959,0,2115,734,529,368,63,270,151
139968,0,88,41,18,16,2,11,0
139986,0,98,0,0,0,0,0,98
140003,0,5,0,0,0,5,0,0
140012,0,119,0,1,0,118,0,0
140146,0,14,5,4,5,0,0,0
140234,0,60,20,14,23,2,0,1
140243,0,106,0,0,0,106,0,0
140252,0,117,15,33,68,1,0,0
140331,0,187,0,0,0,0,0,187
140340,0,10,3,1,6,0,0,0
140447,0,461,136,132,154,18,21,0
140553,0,148,36,53,42,0,0,17
140562,0,247,78,63,78,28,0,0
140678,0,60,0,0,0,0,0,60
140696,0,87,18,13,26,2,25,3
140720,0,25,2,4,13,6,0,0
140818,0,111,36,41,33,1,0,0
140872,0,71,13,16,35,5,2,0
140942,0,92,0,0,0,0,0,92
140951,0,658,658,0,0,0,0,0
140960,0,153,29,36,51,20,8,9
140988,0,76,6,30,35,4,0,1
141006,0,54,0,0,0,54,0,0
141060,0,183,26,55,48,22,32,0
141167,0,48,4,10,19,15,0,0
141185,0,43,13,7,23,0,0,0
141237,0,53,13,16,21,2,0,1
141255,0,129,0,0,0,129,0,0
141264,0,415,136,91,91,24,72,1
141325,0,47,18,16,13,0,0,0
141334,0,480,146,102,98,49,84,1
141361,0,59,10,17,22,10,0,0
141486,0,88,21,29,27,0,11,0
141565,0,182,77,55,27,23,0,0
141574,0,1066,429,313,222,102,0,0
141644,0,151,19,37,59,12,24,0
141680,0,85,20,19,25,21,0,0
141796,0,157,46,25,45,41,0,0
141802,0,44,11,6,20,7,0,0
141811,0,129,40,23,38,28,0,0
141839,0,70,14,17,21,18,0,0
141981,0,85,29,18,29,9,0,0
141990,0,42,11,7,13,11,0,0
142054,0,19,0,0,0,19,0,0
142090,0,8,8,0,0,0,0,0
142115,0,791,185,236,184,17,142,27
142179,0,57,0,0,0,56,0,1
142276,0,592,123,138,174,87,65,5
142285,0,521,162,162,126,51,0,20
142294,0,76,27,17,13,11,7,1
142328,0,162,44,48,51,19,0,0
142443,0,136,41,52,42,0,0,1
142461,0,97,28,33,36,0,0,0
142522,0,565,0,0,0,0,0,565
142559,0,137,51,19,19,48,0,0
142832,0,77,14,24,31,0,0,8
142887,0,18,0,0,0,18,0,0
143048,0,153,53,67,28,0,0,5
143084,0,197,67,49,33,48,0,0
143118,0,136,19,44,56,0,17,0
143215,0,131,57,34,24,16,0,0
143233,0,8,5,1,2,0,0,0
143279,0,92,43,14,10,25,0,0
143288,0,35,35,0,0,0,0,0
143297,0,34,2,6,22,4,0,0
143358,0,319,79,88,108,29,14,1
143613,0,39,0,0,0,0,0,39
143659,0,22,10,5,7,0,0,0
143853,0,210,38,60,103,5,0,4
143978,0,59,17,28,14,0,0,0
144005,0,155,41,45,48,0,21,0
144014,0,10,4,4,2,0,0,0
144050,0,2579,886,487,609,103,396,98
144157,0,64,3,13,20,20,0,8
144166,0,116,5,9,35,67,0,0
144175,0,40,4,13,15,8,0,0
144184,0,62,5,13,12,29,0,3
144193,0,52,4,11,11,26,0,0
144209,0,99,14,29,35,21,0,0
144218,0,80,19,30,18,13,0,0
144281,0,246,39,129,27,0,51,0
144351,0,267,38,40,22,167,0,0
144485,0,7,0,0,0,7,0,0
144564,0,59,22,0,0,25,0,12
144740,0,862,208,331,103,220,0,0
144865,0,256,123,67,50,16,0,0
144883,0,9,0,3,6,0,0,0
144892,0,389,138,72,59,120,0,0
144944,0,136,57,31,23,25,0,0
144962,0,165,54,32,55,1,19,4
144971,0,33,6,13,14,0,0,0
145239,0,26,0,0,0,26,0,0
145275,0,29,13,9,5,2,0,0
145336,0,246,32,65,75,1,56,17
145372,0,51,10,12,22,7,0,0
145497,0,14,1,4,9,0,0,0
145521,0,48,0,0,0,0,0,48
145558,0,171,39,59,58,11,2,2
145600,0,2261,559,623,748,136,185,10
145619,0,129,46,34,37,12,0,0
145628,0,52,6,27,18,0,0,1
145637,0,2423,865,567,688,88,185,30
145646,0,110,39,44,22,5,0,0
145682,0,154,103,15,19,16,0,1
145691,0,75,21,16,29,9,0,0
145707,0,41,6,5,11,19,0,0
145725,0,389,162,99,57,10,53,8
145813,0,878,267,215,163,0,233,0
145831,0,72,0,0,0,72,0,0
146205,0,66,16,6,21,23,0,0
146278,0,47,7,2,20,11,0,7
146296,0,202,150,29,23,0,0,0
