UNITID,AWLEVELC,CSTOTLT,CSTOTLM,CSTOTLW,CSAIANT,CSASIAT,CSBKAAT,CSHISPT,CSNHPIT,CSWHITT,CS2MORT,CSUNKNT,CSNRALT,CSUND18,CS18_24,CS25_39,CSABV40,CSUNKN
441593,2,9,0,9,1,0,4,0,0,4,0,0,0,0,4,4,1,0
441618,2,21,0,21,0,0,2,3,0,15,0,0,1,0,11,7,3,0
441645,2,47,3,44,0,0,5,0,0,40,2,0,0,0,25,22,0,0
441663,2,195,14,181,5,6,4,36,1,105,7,31,0,0,60,108,27,0
441672,2,19,3,16,0,0,1,1,0,17,0,0,0,0,1,8,10,0
441706,2,153,47,106,0,0,0,153,0,0,0,0,0,4,43,58,48,0
441742,2,134,8,126,1,3,56,14,0,11,1,48,0,0,13,80,41,0
441760,2,93,62,31,1,2,21,16,0,53,0,0,0,0,55,26,12,0
441788,2,208,190,18,2,15,52,64,1,55,10,2,7,0,71,106,31,0
441830,2,66,18,48,0,0,1,9,2,54,0,0,0,0,18,45,3,0
441858,2,7,0,7,0,0,4,1,0,2,0,0,0,0,2,5,0,0
441876,2,98,5,93,2,1,19,9,1,63,2,1,0,0,59,34,5,0
442073,2,388,104,284,0,25,148,128,1,45,14,27,0,0,145,194,49,0
442134,2,208,27,181,1,10,12,56,1,105,18,5,0,0,105,79,24,0
442240,2,142,37,105,1,11,4,59,1,61,5,0,0,0,75,63,4,0
442329,2,181,164,17,2,5,44,19,1,104,3,3,0,0,113,56,12,0
442356,2,42,11,31,0,2,1,4,0,33,0,2,0,0,17,23,2,0
442383,2,17,2,15,0,0,1,0,0,16,0,0,0,0,9,4,4,0
442426,2,60,2,58,0,1,28,1,0,28,1,1,0,0,18,37,5,0
442435,2,3,0,3,0,0,1,2,0,0,0,0,0,0,2,0,1,0
442444,2,219,144,75,1,5,21,154,1,26,5,6,0,0,93,111,15,0
442602,2,182,21,161,42,0,5,99,0,21,2,13,0,0,78,79,25,0
442611,2,542,513,29,4,6,67,90,1,311,48,15,0,0,429,97,16,0
442657,2,27,2,25,0,0,1,21,1,4,0,0,0,0,24,3,0,0
442781,2,6,1,5,6,0,0,0,0,0,0,0,0,0,1,1,4,0
442842,2,31,9,22,1,3,6,6,0,9,2,4,0,0,5,15,11,0
442879,2,16,1,15,0,0,2,1,0,10,0,3,0,0,0,9,7,0
442888,2,70,69,1,1,1,4,45,0,11,7,1,0,0,20,41,9,0
442930,2,103,43,60,0,2,14,29,1,27,6,22,2,0,39,57,7,0
442976,2,27,0,27,0,0,5,1,0,20,1,0,0,0,8,14,5,0
443021,2,47,41,6,0,1,39,4,0,3,0,0,0,0,8,31,8,0
443100,2,35,25,10,0,0,0,35,0,0,0,0,0,0,11,16,8,0
443146,2,34,29,5,0,0,23,8,0,3,0,0,0,0,5,20,9,0
443207,2,113,104,9,0,17,5,79,1,8,0,3,0,0,44,54,15,0
443216,2,94,78,16,2,13,27,30,1,16,5,0,0,1,21,51,21,0
443225,2,39,32,7,0,11,10,7,0,11,0,0,0,0,11,22,6,0
443234,2,26,0,26,0,0,21,3,0,1,0,1,0,0,11,14,1,0
443252,2,282,136,146,0,0,0,282,0,0,0,0,0,2,116,70,94,0
443261,2,33,1,32,0,0,20,0,0,8,2,3,0,0,5,18,10,0
443289,2,96,12,84,0,0,9,14,1,67,5,0,0,0,52,41,3,0
443298,2,11,8,3,0,0,9,2,0,0,0,0,0,0,2,6,3,0
443322,2,77,19,58,0,1,1,75,0,0,0,0,0,0,27,42,8,0
443492,2,56,22,34,1,0,1,0,0,53,1,0,0,0,32,17,7,0
443571,2,166,117,49,2,1,13,90,1,52,6,1,0,0,75,52,39,0
443599,2,41,3,38,1,2,8,5,0,23,2,0,0,0,2,21,18,0
443632,2,79,63,16,0,0,21,11,0,43,4,0,0,0,51,20,8,0
443641,2,49,0,49,0,0,0,3,0,23,3,20,0,0,28,18,3,0
443650,2,70,4,66,2,2,23,2,0,34,7,0,0,0,24,40,6,0
443696,2,2,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0
443748,2,411,125,286,1,18,232,105,1,34,15,5,0,1,172,198,40,0
443951,2,38,17,21,0,0,0,38,0,0,0,0,0,3,10,19,6,0
443979,2,22,1,21,0,1,0,0,0,18,0,3,0,0,19,3,0,0
444051,2,47,1,46,0,0,16,2,0,28,0,1,0,0,32,13,2,0
444088,2,6,2,4,0,0,0,4,0,1,1,0,0,0,1,5,0,0
444194,2,101,1,100,0,0,0,101,0,0,0,0,0,0,14,67,20,0
444219,2,530,239,291,4,58,11,102,2,292,37,24,0,1,403,105,21,0
444228,2,15,0,15,0,0,1,0,0,13,1,0,0,0,9,4,2,0
444255,2,9,0,9,0,1,1,1,0,4,1,1,0,0,6,3,0,0
444264,2,14,2,12,0,0,0,14,0,0,0,0,0,0,7,3,4,0
444282,2,26,2,24,0,0,8,1,0,4,0,13,0,0,11,12,3,0
444291,2,25,1,24,0,0,22,0,1,1,1,0,0,0,13,10,2,0
444307,2,35,1,34,0,1,16,0,0,12,1,5,0,0,24,11,0,0
444325,2,20,2,18,0,3,1,10,0,6,0,0,0,0,6,8,6,0
444404,2,8,4,4,0,0,3,3,0,2,0,0,0,0,5,2,1,0
444440,2,28,0,28,0,0,9,0,0,19,0,0,0,0,15,12,1,0
444468,2,7,0,7,0,0,0,0,0,7,0,0,0,0,4,2,1,0
444486,2,136,4,132,0,2,49,13,0,66,4,2,0,0,86,44,6,0
444510,2,33,5,28,0,5,1,14,0,11,0,0,2,0,2,22,9,0
444565,2,40,24,16,0,1,6,16,0,14,1,2,0,0,15,16,9,0
444583,2,192,98,94,0,0,0,192,0,0,0,0,0,0,130,41,21,0
444635,2,11,2,9,0,0,2,1,0,5,1,2,0,0,2,6,3,0
444662,2,14,13,1,1,0,11,0,0,2,0,0,0,0,7,7,0,0
444671,2,48,23,25,0,0,0,48,0,0,0,0,0,2,23,19,4,0
444714,2,40,3,37,0,0,27,0,0,6,1,6,0,0,10,18,12,0
444732,2,43,6,37,0,0,0,43,0,0,0,0,0,2,17,16,8,0
444787,2,3,0,3,0,0,0,2,0,1,0,0,0,0,0,2,1,0
444811,2,16,1,15,0,0,11,0,0,0,4,1,0,0,6,6,4,0
444857,2,57,0,57,0,2,2,18,1,32,2,0,0,0,28,28,1,0
444866,2,27,1,26,0,0,20,1,0,6,0,0,0,0,3,15,9,0
444893,2,137,6,131,1,0,120,7,3,1,5,0,0,3,49,22,63,0
444936,2,13,3,10,1,11,0,0,0,1,0,0,0,0,2,4,7,0
444945,2,321,22,299,1,0,159,0,0,86,0,75,0,0,110,175,36,0
444954,2,57,24,33,1,0,0,0,0,52,0,4,0,0,16,31,10,0
445027,2,66,3,63,0,0,24,9,2,30,1,0,0,0,1,24,41,0
445203,2,39,16,23,0,1,18,20,0,0,0,0,0,0,15,16,8,0
445212,2,130,24,106,0,2,11,32,0,41,2,42,0,0,72,55,3,0
445230,2,217,40,177,0,20,21,102,5,51,18,0,0,0,117,91,9,0
445249,2,37,36,1,0,1,14,5,0,15,2,0,0,0,6,25,6,0
445364,2,284,20,264,8,16,27,115,3,66,49,0,0,0,120,135,29,0
445461,2,460,204,256,1,23,157,221,0,47,9,2,0,0,238,178,44,0
445498,2,8,8,0,0,0,0,8,0,0,0,0,0,1,0,3,4,0
445540,2,24,0,24,0,0,5,0,0,19,0,0,0,0,14,8,2,0
445744,2,142,42,100,0,2,51,35,0,42,11,1,0,0,62,68,12,0
445762,2,69,65,4,0,4,24,19,0,17,5,0,0,0,21,34,14,0
445780,2,24,3,21,0,0,0,8,0,16,0,0,0,0,10,12,2,0
445799,2,429,408,21,0,6,49,83,1,241,34,15,0,0,345,76,8,0
445841,2,35,0,35,0,0,9,2,0,23,0,1,0,0,22,13,0,0
445850,2,28,0,28,0,0,23,0,0,5,0,0,0,0,14,14,0,0
445911,2,408,164,244,1,11,138,102,1,102,15,38,0,0,176,175,57,0
445948,2,986,106,880,7,67,241,410,14,165,77,5,0,0,448,413,125,0
446084,2,37,2,35,0,0,16,0,0,21,0,0,0,0,9,24,4,0
446093,2,65,6,59,3,7,0,31,1,21,2,0,0,0,38,16,11,0
446109,2,151,5,146,2,4,95,25,0,21,3,1,0,0,30,97,24,0
446118,2,173,33,140,0,18,35,89,2,23,3,3,0,0,43,100,30,0
446127,2,94,1,93,0,3,44,9,0,26,1,11,0,0,18,56,20,0
446206,2,21,2,19,0,1,2,2,0,14,2,0,0,0,11,6,4,0
446224,2,5,4,1,0,4,0,0,0,1,0,0,0,0,0,3,2,0
446242,2,70,28,42,1,0,34,2,0,30,3,0,0,0,32,30,8,0
446260,2,225,10,215,4,12,14,38,1,116,3,37,0,0,116,67,42,0
446288,2,33,2,31,0,0,0,0,0,33,0,0,0,0,24,8,1,0
446303,2,73,3,70,0,4,46,17,0,6,0,0,0,0,29,27,17,0
446349,2,21,1,20,0,0,1,0,0,20,0,0,0,0,10,11,0,0
446385,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
446516,2,6,2,4,0,0,0,6,0,0,0,0,0,0,3,2,1,0
446525,2,401,343,58,4,6,196,101,0,59,21,14,0,0,165,207,29,0
446552,2,1034,453,581,4,11,256,477,3,275,5,2,1,0,486,435,113,0
446561,2,168,34,134,1,32,8,60,3,21,5,38,0,0,28,120,20,0
446598,2,7,0,7,0,0,0,0,0,7,0,0,0,0,1,6,0,0
446774,2,222,86,136,0,2,17,26,0,162,14,1,0,0,127,64,31,0
447014,2,66,7,59,1,2,27,4,0,31,1,0,0,0,26,33,7,0
447023,2,855,359,496,2,2,646,27,0,172,3,3,0,0,404,389,62,0
447050,2,25,10,15,0,5,1,5,0,12,0,2,0,0,2,15,8,0
447148,2,68,4,64,2,0,9,40,0,11,2,4,0,0,37,28,3,0
447166,2,25,4,21,0,2,0,5,1,15,1,1,0,0,16,7,2,0
447175,2,17,0,17,0,0,10,4,0,2,1,0,0,0,11,6,0,0
447351,2,299,166,133,4,30,14,192,4,41,1,8,5,0,155,136,8,0
447449,2,26,1,25,0,0,7,0,0,19,0,0,0,0,4,22,0,0
447458,2,27,25,2,0,1,14,4,0,1,7,0,0,0,6,18,3,0
447467,2,154,11,143,0,0,108,0,0,40,0,6,0,0,59,80,15,0
447582,2,90,30,60,2,0,8,1,0,78,1,0,0,0,45,32,13,0
447591,2,385,26,359,2,7,95,204,0,34,2,39,2,0,213,146,26,0
447607,2,1013,533,480,4,16,32,334,7,26,5,589,0,0,573,330,110,0
447616,2,804,525,279,5,12,4,211,2,18,86,466,0,0,454,272,78,0
447704,2,27,2,25,0,0,0,8,0,3,2,14,0,0,20,6,1,0
447722,2,14,3,11,0,3,0,10,0,1,0,0,0,0,6,8,0,0
447731,2,12,3,9,1,5,0,6,0,0,0,0,0,0,1,9,2,0
447759,2,13,6,7,0,1,3,6,0,3,0,0,0,0,0,8,5,0
447768,2,544,71,473,4,42,55,347,5,62,23,6,0,0,177,306,61,0
447777,2,99,52,47,0,15,37,17,2,25,2,1,0,0,12,47,40,0
447795,2,5,2,3,0,3,0,0,0,2,0,0,0,0,0,5,0,0
447810,2,148,13,135,1,30,22,46,8,24,15,2,0,0,49,79,20,0
447847,2,30,30,0,0,1,3,13,0,12,1,0,0,0,18,10,2,0
447865,2,5,2,3,0,0,4,0,0,1,0,0,0,0,2,2,1,0
447874,2,39,38,1,0,0,14,2,1,21,1,0,0,0,21,18,0,0
447883,2,47,14,33,0,2,12,6,0,26,1,0,0,0,18,24,5,0
447892,2,35,7,28,0,0,27,0,0,7,1,0,0,0,12,21,2,0
447908,2,11,0,11,0,0,11,0,0,0,0,0,0,0,8,3,0,0
447935,2,16,1,15,0,0,2,0,0,7,3,4,0,0,5,9,1,1
447962,2,38,0,38,0,0,20,0,0,18,0,0,0,0,20,15,3,0
447971,2,34,1,33,0,0,18,7,0,9,0,0,0,0,11,19,4,0
447980,2,12,1,11,0,0,1,1,0,9,0,1,0,0,7,3,2,0
447999,2,94,17,77,1,4,27,3,0,54,2,3,0,0,19,59,16,0
448026,2,52,5,47,1,0,3,1,0,47,0,0,0,0,30,18,4,0
448071,2,111,8,103,2,4,25,27,0,47,0,6,0,0,58,53,0,0
448123,2,62,6,56,0,0,9,52,0,1,0,0,0,0,26,24,12,0
448196,2,55,7,48,0,4,38,10,0,2,1,0,0,0,16,28,11,0
448220,2,75,7,68,1,0,0,17,1,54,2,0,0,0,49,24,2,0
448248,2,563,173,390,2,9,2,106,2,432,10,0,0,11,431,90,31,0
448257,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
448424,2,25,2,23,3,0,0,0,0,18,4,0,0,0,16,2,7,0
448433,2,177,170,7,1,16,5,59,2,23,16,55,0,0,140,32,5,0
448594,2,24,8,16,0,5,1,14,0,4,0,0,0,2,18,3,1,0
448600,2,58,3,55,0,0,16,3,0,28,2,9,0,0,13,36,9,0
448619,2,47,3,44,0,1,32,8,0,4,1,1,0,0,8,23,16,0
448646,2,93,1,92,0,0,39,0,0,48,0,6,0,0,49,36,8,0
448673,2,80,3,77,0,0,22,21,0,26,2,9,0,0,26,40,14,0
448770,2,122,117,5,0,1,15,34,1,66,5,0,0,0,100,19,3,0
448798,2,42,1,41,0,0,21,8,0,4,1,8,0,0,16,24,2,0
448895,2,63,29,34,0,5,5,46,0,6,0,1,0,0,33,24,6,0
449074,2,274,35,239,4,40,25,82,11,79,29,4,0,0,128,122,24,0
449135,2,35,35,0,0,0,0,35,0,0,0,0,0,0,8,14,13,0
449250,2,277,54,223,1,2,19,182,5,55,6,7,0,0,112,142,23,0
449311,2,25,0,25,0,0,9,13,0,1,0,0,2,0,5,17,3,0
449320,2,333,324,9,2,40,97,132,3,23,14,21,1,0,214,108,11,0
449348,2,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0
449357,2,20,2,18,0,0,2,12,0,6,0,0,0,0,4,14,2,0
449384,2,31,22,9,0,6,0,5,0,13,2,3,2,0,5,25,1,0
449393,2,36,23,13,0,2,0,31,0,2,0,0,1,0,21,13,2,0
449454,2,5,0,5,0,0,0,1,0,4,0,0,0,0,3,2,0,0
449463,2,48,9,39,0,2,9,13,0,22,0,2,0,0,31,14,1,2
449472,2,20,1,19,0,0,4,2,0,14,0,0,0,0,12,7,1,0
449490,2,36,6,30,0,0,28,3,0,1,1,3,0,0,10,20,6,0
449524,2,24,0,24,0,0,18,0,0,4,1,1,0,0,2,16,6,0
449597,2,3,0,3,0,0,2,0,0,1,0,0,0,0,2,1,0,0
449603,2,69,44,25,0,0,30,22,0,16,0,0,1,0,25,35,9,0
449676,2,113,48,65,0,37,28,31,0,12,5,0,0,0,29,61,23,0
449685,2,337,10,327,0,0,150,168,0,8,0,11,0,0,132,149,56,0
449700,2,289,46,243,0,4,116,3,0,161,5,0,0,0,58,189,42,0
449728,2,12,0,12,0,0,0,0,0,3,8,1,0,0,2,9,1,0
449764,2,77,38,39,2,0,10,5,0,33,2,20,5,0,29,39,9,0
449782,2,14,0,14,0,1,5,2,0,6,0,0,0,0,4,8,2,0
449807,2,18,1,17,0,0,1,1,0,16,0,0,0,0,15,2,1,0
449816,2,77,30,47,0,1,0,13,2,58,1,2,0,0,55,15,7,0
449861,2,42,4,38,1,0,6,9,0,24,0,2,0,0,28,14,0,0
449904,2,41,2,39,0,0,6,29,0,5,1,0,0,0,16,17,8,0
449959,2,115,17,98,0,1,17,21,2,55,7,12,0,0,61,49,5,0
449968,2,112,19,93,0,3,9,48,0,48,2,2,0,0,60,48,4,0
449977,2,79,3,76,0,0,18,4,1,52,0,4,0,0,64,14,1,0
449986,2,156,34,122,0,2,17,65,2,52,2,16,0,0,84,63,9,0
449995,2,69,4,65,0,3,16,8,0,27,15,0,0,0,37,29,3,0
450021,2,37,14,23,1,0,16,0,0,19,1,0,0,0,7,22,8,0
450058,2,194,57,137,2,13,94,6,0,68,5,6,0,0,74,102,18,0
450067,2,184,82,102,1,11,121,3,0,38,2,8,0,0,65,95,24,0
450119,2,36,2,34,1,1,5,5,3,13,0,8,0,0,16,14,6,0
450128,2,103,2,101,0,2,54,2,1,42,0,2,0,0,28,56,19,0
450395,2,45,0,45,0,0,4,2,0,35,2,2,0,0,26,19,0,0
450401,2,197,23,174,12,4,41,13,0,98,3,26,0,0,69,104,24,0
450571,2,18,0,18,1,1,1,1,0,11,1,2,0,0,6,9,3,0
450599,2,31,0,31,0,0,9,2,0,11,2,7,0,0,23,7,1,0
450605,2,25,1,24,0,1,11,0,0,6,0,7,0,0,15,9,1,0
450614,2,45,3,42,0,1,32,1,0,6,4,1,0,0,22,19,4,0
450641,2,98,27,71,1,2,5,10,1,79,0,0,0,0,66,30,2,0
450650,2,61,4,57,0,1,5,7,0,46,1,1,0,0,41,17,3,0
450696,2,190,23,167,1,18,12,133,2,13,4,7,0,0,118,66,6,0
450702,2,108,5,103,1,6,6,40,2,41,4,6,2,0,54,47,7,0
450711,2,40,34,6,0,0,35,4,0,1,0,0,0,0,13,22,5,0
450720,2,96,2,94,0,4,18,32,2,33,6,1,0,0,53,38,5,0
450951,2,129,76,53,5,3,18,22,1,77,0,3,0,1,58,63,7,0
450960,2,69,9,60,0,5,8,49,3,3,1,0,0,0,25,32,12,0
450988,2,27,3,24,0,16,1,5,0,3,0,1,1,0,6,13,8,0
451042,2,8,3,5,0,0,0,8,0,0,0,0,0,0,2,6,0,0
451097,2,12,6,6,0,1,2,7,0,2,0,0,0,0,4,3,5,0
451121,2,55,5,50,2,0,3,35,1,12,0,2,0,0,31,22,2,0
451149,2,245,15,230,3,4,34,76,2,110,7,9,0,0,152,83,10,0
451158,2,333,21,312,0,1,46,39,4,231,7,5,0,1,179,136,17,0
451167,2,75,29,46,0,0,31,41,0,3,0,0,0,0,44,23,8,0
451237,2,95,3,92,1,0,5,1,0,86,0,2,0,0,78,15,1,1
451255,2,45,0,45,0,1,1,9,0,25,1,8,0,0,32,11,2,0
451282,2,21,1,20,0,1,4,0,0,16,0,0,0,0,18,3,0,0
451307,2,4,0,4,0,0,0,0,0,4,0,0,0,0,3,1,0,0
451316,2,38,11,27,0,1,9,1,0,27,0,0,0,0,18,19,1,0
451334,2,131,73,58,1,2,23,38,0,50,13,4,0,0,63,58,10,0
451343,2,22,0,22,0,0,13,0,0,8,0,1,0,0,7,12,3,0
451352,2,41,5,36,0,1,17,2,1,10,1,9,0,0,11,20,10,0
451413,2,171,69,102,0,18,21,25,0,105,0,2,0,0,46,104,21,0
451459,2,28,0,28,0,1,8,3,0,13,2,1,0,0,14,12,2,0
451468,2,134,4,130,0,5,5,6,0,109,7,2,0,0,106,26,2,0
451495,2,141,26,115,0,0,83,43,0,14,1,0,0,0,29,75,36,1
451501,2,274,68,206,0,0,0,274,0,0,0,0,0,8,223,38,5,0
451529,2,20,1,19,0,0,2,0,0,18,0,0,0,0,14,6,0,0
451547,2,12,0,12,0,0,4,5,0,3,0,0,0,0,7,5,0,0
451556,2,30,22,8,0,0,2,24,0,4,0,0,0,0,13,17,0,0
451565,2,88,10,78,0,1,10,19,0,43,8,7,0,0,56,27,5,0
451574,2,85,2,83,0,0,2,11,0,65,5,2,0,0,69,16,0,0
451583,2,338,211,127,3,3,4,55,3,268,2,0,0,9,238,69,22,0
451626,2,46,9,37,0,5,0,28,0,12,1,0,0,0,28,16,2,0
451714,2,149,31,118,0,2,8,88,0,40,11,0,0,1,78,58,12,0
451741,2,52,11,41,0,0,0,52,0,0,0,0,0,1,47,1,3,0
451750,2,54,0,54,1,4,19,7,0,20,3,0,0,0,11,34,9,0
451857,2,22,5,17,0,0,3,10,0,9,0,0,0,0,11,9,2,0
451866,2,14,8,6,0,0,11,0,0,3,0,0,0,0,6,8,0,0
451918,2,36,8,28,0,0,1,2,0,32,0,0,1,0,19,16,1,0
452009,2,36,0,36,2,0,2,2,0,26,4,0,0,0,29,5,2,0
452072,2,32,3,29,0,0,4,4,0,19,1,4,0,0,14,15,3,0
452081,2,374,12,362,1,7,69,25,2,195,13,58,4,0,91,207,76,0
452106,2,17,16,1,0,0,0,17,0,0,0,0,0,0,14,3,0,0
452124,2,102,26,76,0,4,51,17,1,20,8,1,0,0,42,50,10,0
452373,2,69,2,67,0,2,54,0,1,10,1,1,0,0,2,48,17,2
452887,2,91,88,3,0,1,2,0,0,87,1,0,0,0,55,33,3,0
453297,2,5,1,4,0,0,0,0,0,5,0,0,0,0,1,3,1,0
453756,2,129,75,54,0,0,103,6,0,15,5,0,0,0,48,71,10,0
453792,2,51,6,45,0,2,44,0,0,5,0,0,0,0,4,38,9,0
454458,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0
454537,2,31,0,31,0,1,0,0,0,29,1,0,0,0,30,1,0,0
454546,2,22,0,22,0,1,5,8,0,4,1,3,0,0,14,6,2,0
454555,2,41,6,35,0,0,0,17,1,20,2,1,0,0,23,17,1,0
454607,2,224,5,219,1,3,97,25,0,80,11,7,0,0,126,90,8,0
454652,2,68,0,68,0,0,15,5,0,47,1,0,0,0,55,12,1,0
454722,2,12,4,8,0,0,1,10,0,0,0,1,0,0,5,5,2,0
454759,2,13,10,3,0,1,9,2,0,1,0,0,0,0,5,7,1,0
454768,2,69,13,56,1,6,0,33,1,13,3,12,0,0,41,25,3,0
454777,2,38,9,29,0,7,4,11,0,10,6,0,0,0,13,21,4,0
454795,2,48,16,32,1,2,2,12,0,19,2,10,0,0,7,25,16,0
454801,2,81,18,63,6,6,23,28,0,16,0,1,1,0,9,57,15,0
454810,2,2792,798,1994,12,50,828,323,11,866,155,547,0,0,410,1388,994,0
454865,2,91,9,82,2,1,39,18,0,31,0,0,0,0,21,43,27,0
454874,2,37,5,32,0,0,3,6,0,27,0,1,0,1,33,2,1,0
454917,2,178,37,141,0,0,20,146,0,10,1,0,1,4,65,75,34,0
454926,2,79,5,74,0,1,53,6,0,17,2,0,0,0,47,32,0,0
454935,2,46,1,45,0,0,0,0,0,46,0,0,0,0,31,15,0,0
454944,2,110,28,82,1,0,3,10,0,93,0,1,2,0,87,19,4,0
454953,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
454962,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0
454971,2,56,18,38,2,2,8,25,1,15,3,0,0,0,36,19,1,0
454980,2,30,0,30,0,3,5,10,0,10,2,0,0,0,17,11,2,0
454999,2,18,1,17,0,2,4,0,0,11,0,1,0,0,7,9,2,0
455008,2,41,3,38,0,0,8,5,0,20,7,1,0,0,29,10,2,0
455026,2,6,5,1,0,0,1,1,0,3,0,1,0,0,5,1,0,0
455062,2,14,0,14,0,0,1,2,0,9,2,0,0,0,9,4,1,0
455080,2,93,20,73,0,3,4,2,0,83,1,0,0,0,66,26,1,0
455105,2,19,0,19,0,0,1,0,0,18,0,0,0,0,15,4,0,0
455114,2,1260,496,764,13,42,24,202,2,909,27,30,11,11,665,464,120,0
455141,2,76,4,72,0,3,14,6,1,47,4,1,0,0,59,16,1,0
455187,2,181,39,142,0,0,10,157,0,14,0,0,0,0,29,112,40,0
455196,2,256,26,230,1,7,168,28,1,33,7,11,0,0,25,162,69,0
455202,2,119,15,104,0,18,5,28,0,65,1,0,2,0,20,79,20,0
455211,2,91,8,83,0,6,13,34,2,25,11,0,0,1,56,32,2,0
455220,2,26,3,23,0,0,10,9,0,7,0,0,0,0,10,14,2,0
455275,2,79,2,77,1,3,16,2,0,53,3,1,0,0,51,26,2,0
455284,2,134,3,131,0,0,20,4,0,104,3,2,1,0,90,39,5,0
455336,2,15,13,2,0,0,7,2,0,6,0,0,0,0,4,10,1,0
455354,2,92,5,87,1,1,5,47,0,35,2,1,0,0,67,20,5,0
455381,2,36,0,36,0,0,0,0,1,32,0,3,0,0,3,32,1,0
455460,2,94,17,77,0,2,68,1,0,23,0,0,0,0,33,51,10,0
455479,2,125,11,114,2,2,56,5,0,50,10,0,0,0,49,65,11,0
455488,2,123,29,94,0,1,105,1,0,15,1,0,0,0,64,48,11,0
455512,2,491,162,329,1,35,4,326,3,97,9,16,0,1,300,159,31,0
455628,2,197,68,129,0,2,172,5,0,16,1,1,0,0,74,97,26,0
455707,2,34,7,27,0,4,6,0,0,24,0,0,0,0,15,15,4,0
455725,2,135,10,125,7,1,15,47,3,55,5,2,0,0,76,44,15,0
455734,2,63,5,58,1,3,3,53,0,3,0,0,0,0,20,34,9,0
455761,2,85,17,68,0,5,11,17,0,27,4,21,0,1,49,27,8,0
455798,2,27,2,25,0,0,6,5,0,14,0,2,0,0,12,14,1,0
455831,2,50,2,48,0,0,18,28,0,4,0,0,0,0,21,19,10,0
455859,2,83,1,82,1,1,1,4,0,68,8,0,0,0,66,14,3,0
455868,2,177,33,144,7,29,11,114,2,8,0,2,4,0,76,77,24,0
455877,2,44,0,44,0,0,5,4,1,28,5,1,0,0,28,15,1,0
455886,2,23,2,21,0,1,5,9,0,8,0,0,0,0,15,7,1,0
455895,2,47,12,35,0,0,19,19,2,6,1,0,0,0,26,19,2,0
455901,2,72,6,66,0,0,7,4,0,56,2,2,1,0,48,22,2,0
455929,2,50,1,49,1,0,2,1,0,40,5,1,0,0,37,13,0,0
455965,2,84,6,78,0,1,3,13,0,62,5,0,0,0,57,21,6,0
455983,2,12,2,10,0,3,1,0,0,7,0,0,1,0,1,5,6,0
456001,2,61,55,6,0,0,0,0,0,61,0,0,0,0,56,5,0,0
456029,2,81,5,76,0,2,45,2,0,29,1,2,0,0,52,29,0,0
456038,2,150,13,137,6,1,4,56,0,63,13,7,0,0,73,70,7,0
456065,2,84,6,78,0,1,45,3,0,32,3,0,0,0,46,38,0,0
456074,2,87,4,83,0,6,14,0,0,63,4,0,0,1,62,22,2,0
456135,2,29,0,29,1,0,8,3,0,4,0,13,0,0,12,13,4,0
456153,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
456205,2,63,7,56,0,0,27,7,0,16,11,2,0,0,22,31,10,0
456214,2,230,223,7,0,2,33,146,0,42,0,7,0,0,80,101,49,0
456287,2,31,1,30,0,0,0,2,0,29,0,0,0,0,26,5,0,0
456454,2,76,46,30,3,1,4,23,5,36,2,2,0,0,30,36,10,0
456506,2,64,4,60,3,0,14,8,0,25,3,11,0,0,34,24,6,0
456515,2,28,2,26,0,1,4,2,0,15,5,1,0,0,10,16,2,0
456551,2,27,0,27,0,0,2,1,0,24,0,0,0,0,20,5,2,0
456579,2,3,0,3,0,0,0,3,0,0,0,0,0,0,0,2,1,0
456588,2,13,1,12,1,0,1,7,0,4,0,0,0,0,11,2,0,0
456597,2,44,1,43,0,0,2,8,1,13,0,20,0,0,24,17,3,0
456825,2,51,1,50,0,0,24,0,0,27,0,0,0,0,36,15,0,0
456852,2,162,40,122,2,3,15,98,1,35,4,4,0,0,84,67,11,0
456922,2,168,23,145,0,0,1,157,0,7,2,1,0,0,131,35,2,0
456931,2,223,123,100,2,0,12,151,2,45,9,2,0,0,97,96,30,0
456968,2,251,3,248,1,4,151,28,0,52,3,9,3,0,118,112,21,0
457031,2,33,1,32,0,0,0,1,0,32,0,0,0,0,32,1,0,0
457077,2,65,8,57,0,1,0,41,1,21,1,0,0,0,31,32,2,0
457086,2,71,15,56,1,27,25,18,0,0,0,0,0,0,10,36,25,0
457101,2,105,9,96,0,6,24,48,2,12,2,10,1,0,55,39,11,0
457110,2,63,3,60,2,1,1,27,0,27,1,3,1,0,18,39,6,0
457192,2,17,12,5,0,0,14,2,0,1,0,0,0,2,10,5,0,0
457208,2,93,87,6,0,2,14,36,1,36,3,1,0,0,47,37,9,0
457226,2,4,4,0,0,0,0,1,0,2,1,0,0,0,1,3,0,0
457253,2,26,1,25,0,1,1,22,0,2,0,0,0,0,17,7,2,0
457299,2,120,14,106,2,70,16,29,0,0,3,0,0,0,27,64,29,0
