UNITID,EFDELEV,EFDETOT,EFDEEXC,EFDESOM,EFDENON,EFDEEX1,EFDEEX2,EFDEEX3,EFDEEX4,EFDEEX5
201690,2,5406,3962,1189,255,382,3385,1,7,187
201751,2,129,59,47,23,59,0,0,0,0
201803,2,34,,,34,,,,,
201821,2,866,138,547,181,109,29,0,0,0
201867,2,101,,,101,,,,,
201885,2,29663,4102,14851,10710,3072,952,19,59,0
201928,2,8404,2179,2321,3904,2006,173,0,0,0
201946,2,7448,6039,687,722,4752,1161,6,120,0
201955,2,6569,2634,1851,2084,2264,322,3,45,0
201964,2,1439,1126,82,231,850,259,0,0,17
201973,2,4703,1698,1212,1793,1668,29,0,1,0
202046,2,584,0,81,503,,,,,
202073,2,198,0,74,124,,,,,
202134,2,9776,819,4205,4752,802,14,0,3,0
202152,2,96,,,96,,,,,
202170,2,956,12,487,457,9,3,0,0,0
202222,2,25129,6539,6642,11948,6457,79,0,1,2
202356,2,15764,6197,4547,5020,6062,117,2,3,13
202435,2,110,16,92,2,9,0,0,7,0
202453,2,69,,,69,,,,,
202480,2,8416,13,1578,6825,9,3,0,1,0
202514,2,486,5,165,316,4,1,0,0,0
202523,2,2416,,,2416,,,,,
202648,2,4353,1185,1323,1845,1171,7,0,7,0
202657,2,365,,,365,,,,,
202763,2,3795,166,1347,2282,151,12,0,3,0
202806,2,5647,5224,66,357,3232,1944,0,46,2
202888,2,50,,,50,,,,,
202903,2,419,227,151,41,61,154,0,12,0
202912,2,342,34,93,215,34,0,0,0,0
202949,2,154,,,154,,,,,
202985,2,17,,,17,,,,,
203030,2,35,,,35,,,,,
203085,2,933,9,437,487,7,2,0,0,0
203128,2,1002,68,162,772,66,1,0,1,0
203146,2,396,,,396,,,,,
203155,2,1951,254,783,914,245,8,0,1,0
203234,2,69,0,53,16,,,,,
203289,2,40,0,40,0,,,,,
203331,2,30364,28254,461,1649,3983,24237,0,34,0
203368,2,2417,0,338,2079,,,,,
203386,2,2643,14,890,1739,10,4,0,0,0
203438,2,112,,,112,,,,,
203447,2,1723,1138,278,307,1071,61,0,4,2
203456,2,1024,748,94,182,713,28,0,7,0
203465,2,3443,1293,993,1157,1239,40,0,14,0
203474,2,1734,1166,312,256,1139,23,0,4,0
203483,2,1940,1024,456,460,971,43,0,10,0
203492,2,1315,677,273,365,633,35,9,0,0
203517,2,20418,2063,10663,7692,1960,90,0,13,0
203526,2,2095,1163,436,496,1126,27,0,0,10
203535,2,1885,,,1885,,,,,
203544,2,645,96,174,375,76,20,0,0,0
203580,2,738,22,516,200,21,1,0,0,0
203599,2,4620,1281,1448,1891,1272,9,0,0,0
203614,2,414,,,414,,,,,
203678,2,3533,501,770,2262,495,6,0,0,0
203720,2,136,,,136,,,,,
203739,2,44,,,44,,,,,
203748,2,9170,2807,2740,3623,2803,4,0,0,0
203757,2,953,44,339,570,34,8,0,0,2
203775,2,947,95,426,426,87,8,0,0,0
203845,2,1109,7,70,1032,6,0,1,0,0
203881,2,2767,563,619,1585,562,1,0,0,0
203942,2,32,,,32,,,,,
203960,2,1120,395,409,316,238,157,0,0,0
204006,2,2251,631,1158,462,575,26,1,29,0
204015,2,1269,528,578,163,492,2,0,34,0
204024,2,16864,107,5256,11501,85,17,0,5,0
204121,2,72,,,72,,,,,
204158,2,127,,,127,,,,,
204176,2,628,144,477,7,131,13,0,0,0
204185,2,1891,0,525,1366,,,,,
204194,2,1628,413,445,770,379,33,1,0,0
204200,2,1423,9,357,1057,8,1,0,0,0
204255,2,1726,251,644,831,250,1,0,0,0
204264,2,1484,113,64,1307,94,19,0,0,0
204334,2,137,,,137,,,,,
204422,2,2439,573,1010,856,566,5,2,0,0
204431,2,46,,,46,,,,,
204440,2,4030,605,646,2779,597,8,0,0,0
204459,2,10,,,10,,,,,
204468,2,1329,446,235,648,392,53,0,1,0
204486,2,2576,387,443,1746,223,159,0,5,0
204501,2,2986,,,2986,,,,,
204608,2,374,,,374,,,,,
204617,2,846,42,416,388,36,6,0,0,0
204635,2,2569,2,208,2359,2,0,0,0,0
204662,2,446,12,295,139,12,0,0,0,0
204671,2,818,31,432,355,27,1,3,0,0
204680,2,827,97,464,266,90,1,6,0,0
204699,2,900,45,669,186,41,0,4,0,0
204705,2,2263,197,1407,659,174,3,20,0,0
204714,2,81,,,81,,,,,
204723,2,303,0,303,0,,,,,
204769,2,124,,,124,,,,,
204778,2,65,,,65,,,,,
204796,2,46123,1657,31185,13281,1382,150,89,36,0
204802,2,1143,365,645,133,343,22,0,0,0
204820,2,1928,646,1072,210,603,42,0,1,0
204839,2,2006,648,1168,190,590,57,0,1,0
204848,2,1994,722,1148,124,679,41,2,0,0
204857,2,18113,3599,8198,6316,2590,987,22,0,0
204866,2,1923,621,1154,148,589,31,0,1,0
204884,2,149,43,47,59,31,12,0,0,0
204893,2,43,,,43,,,,,
204909,2,1410,0,0,1410,,,,,
204936,2,2173,2,360,1811,2,0,0,0,0
204945,2,7559,1502,1928,4129,1457,42,2,1,0
204963,2,47,,,47,,,,,
204981,2,108,,,108,,,,,
205027,2,34,,,34,,,,,
205054,2,404,0,195,209,,,,,
205090,2,69,,,69,,,,,
205124,2,55,,,55,,,,,
205142,2,121,,,121,,,,,
205179,2,441,0,386,55,,,,,
205203,2,1774,165,337,1272,137,28,0,0,0
205391,2,178,54,0,124,35,19,0,0,0
205443,2,3091,269,1920,902,230,39,0,0,0
205470,2,17591,6454,3595,7542,6359,94,0,1,0
205559,2,26,,,26,,,,,
205841,2,10031,2627,3157,4247,2600,20,0,0,7
205887,2,403,177,201,25,155,22,0,0,0
205957,2,2785,365,1061,1359,40,310,0,15,0
205966,2,1947,542,593,812,541,1,0,0,0
206011,2,2207,449,635,1123,423,26,0,0,0
206039,2,40,,,40,,,,,
206048,2,2339,733,528,1078,348,152,4,229,0
206084,2,11965,1750,5941,4274,1546,199,1,4,0
206154,2,21,2,4,15,1,1,0,0,0
206172,2,40,,,40,,,,,
206181,2,134,,,134,,,,,
206279,2,481,478,3,0,39,435,4,0,0
206321,2,85,,,85,,,,,
206349,2,625,38,323,264,36,2,0,0,0
206394,2,47,5,38,4,5,0,0,0,0
206437,2,1558,146,143,1269,132,14,0,0,0
206446,2,1556,220,828,508,169,51,0,0,0
206491,2,643,42,0,601,35,7,0,0,0
206507,2,1015,66,344,605,60,6,0,0,0
206525,2,1258,0,12,1246,,,,,
206589,2,1967,0,0,1967,,,,,
206604,2,6938,746,3998,2194,714,25,0,2,5
206613,2,1294,365,550,379,352,6,1,6,0
206622,2,4852,85,1828,2939,65,20,0,0,0
206695,2,8822,564,4122,4136,520,44,0,0,0
206817,2,299,19,211,69,19,0,0,0,0
206835,2,722,97,296,329,60,37,0,0,0
206862,2,912,6,541,365,5,0,0,1,0
206905,2,300,4,0,296,4,0,0,0,0
206914,2,3133,721,1441,971,685,28,8,0,0
206923,2,1823,778,617,428,715,63,0,0,0
206932,2,441,0,66,375,,,,,
206941,2,10739,1517,4777,4445,1472,43,0,2,0
206996,2,1687,828,584,275,815,11,2,0,0
207041,2,2730,419,1659,652,368,45,4,2,0
207050,2,1238,1235,0,3,1220,12,3,0,0
207069,2,1735,1089,438,208,619,460,10,0,0
207087,2,27,,,27,,,,,
207102,2,83,,,83,,,,,
207157,2,269,78,164,27,19,57,0,2,0
207209,2,1774,50,907,817,37,9,0,4,0
207236,2,2282,1309,672,301,545,762,2,0,0
207254,2,639,117,470,52,45,66,0,0,6
207263,2,5242,1778,2316,1148,1720,57,0,1,0
207281,2,3271,778,1023,1470,744,33,1,0,0
207290,2,1717,646,553,518,446,198,2,0,0
207306,2,1647,216,504,927,210,6,0,0,0
207324,2,1950,354,521,1075,346,7,1,0,0
207342,2,985,48,934,3,37,11,0,0,0
207351,2,1242,530,576,136,368,152,10,0,0
207388,2,20786,1889,9568,9329,1570,176,143,0,0
207397,2,4340,1964,1351,1025,1874,70,0,0,20
207403,2,1330,2,142,1186,2,0,0,0,0
207449,2,11353,5817,2753,2783,5702,92,23,0,0
207458,2,1361,16,285,1060,14,2,0,0,0
207500,2,21282,872,9690,10720,658,187,4,0,23
207564,2,2357,846,1119,392,807,39,0,0,0
207582,2,4289,1629,222,2438,585,871,0,173,0
207661,2,3046,844,1391,811,812,29,3,0,0
207670,2,6702,1999,1922,2781,1982,17,0,0,0
207704,2,206,,,206,,,,,
207722,2,825,11,164,650,8,3,0,0,0
207740,2,1551,637,441,473,637,0,0,0,0
207786,2,22,,,22,,,,,
207847,2,3022,1354,1127,541,1067,277,10,0,0
207856,2,404,8,128,268,7,1,0,0,0
207865,2,3941,1205,1856,880,1164,40,1,0,0
207935,2,14391,4835,4027,5529,4766,69,0,0,0
207962,2,793,0,41,752,,,,,
207971,2,2647,3,561,2083,2,0,0,1,0
208035,2,1338,660,440,238,631,29,0,0,0
208044,2,48,,,48,,,,,
208053,2,267,,,267,,,,,
208275,2,1227,497,384,346,461,36,0,0,0
208318,2,4155,1280,1194,1681,1242,38,0,0,0
208390,2,7642,2366,2211,3065,2224,128,7,7,0
208406,2,4638,1425,2094,1119,1368,54,2,1,0
208415,2,714,69,196,449,57,12,0,0,0
208433,2,73,,,73,,,,,
208479,2,487,0,487,0,,,,,
208512,2,510,26,484,0,18,8,0,0,0
208637,2,196,,,196,,,,,
208646,2,2415,1348,466,601,889,454,0,5,0
208725,2,38,0,9,29,,,,,
208822,2,2531,289,1251,991,229,45,0,15,0
208859,2,40,,,40,,,,,
209038,2,6745,1715,3451,1579,1683,1,0,0,31
209056,2,2204,0,2,2202,,,,,
209065,2,1720,91,444,1185,80,11,0,0,0
209074,2,4242,683,609,2950,668,9,0,6,0
209083,2,55,,,55,,,,,
209153,2,26,,,26,,,,,
209205,2,36,,,36,,,,,
209241,2,33,,,33,,,,,
209250,2,6012,945,1826,3241,882,59,0,4,0
209287,2,378,57,71,250,21,34,0,1,1
209296,2,12,0,12,0,,,,,
209409,2,509,84,264,161,76,8,0,0,0
209490,2,752,135,0,617,130,2,3,0,0
209506,2,4802,641,911,3250,368,270,0,3,0
209542,2,28905,9911,7058,11936,3144,6457,0,309,1
209551,2,19565,209,6472,12884,122,77,0,10,0
209603,2,376,,,376,,,,,
209612,2,1639,28,287,1324,18,10,0,0,0
209667,2,58,,,58,,,,,
209676,2,97,,,97,,,,,
209694,2,37,,,37,,,,,
209700,2,208,,,208,,,,,
209719,2,66,,,66,,,,,
209746,2,19400,8669,5746,4985,8119,2,0,25,523
209807,2,16862,3111,6742,7009,2791,308,0,12,0
209825,2,3390,1,775,2614,1,0,0,0,0
209922,2,1523,0,170,1353,,,,,
209940,2,3423,944,1074,1405,912,32,0,0,0
210146,2,4285,398,1208,2679,301,97,0,0,0
210155,2,1443,420,677,346,381,38,0,1,0
210234,2,1329,258,599,472,125,133,0,0,0
210270,2,2325,855,619,851,596,259,0,0,0
210304,2,444,4,221,219,0,4,0,0,0
210331,2,818,43,94,681,32,10,0,1,0
210401,2,1367,,,1367,,,,,
210429,2,3320,438,1814,1068,357,75,0,6,0
210438,2,2,2,0,0,0,1,0,1,0
210492,2,272,,,272,,,,,
210571,2,1298,42,43,1213,42,0,0,0,0
210599,2,838,0,381,457,,,,,
210605,2,10467,2022,2375,6070,1989,33,0,0,0
210669,2,1353,5,1,1347,0,0,0,5,0
210711,2,51,,,51,,,,,
210739,2,2225,258,589,1378,236,21,0,1,0
210748,2,64,,,64,,,,,
210775,2,2018,214,487,1317,187,27,0,0,0
210784,2,156,,,156,,,,,
211006,2,348,,,348,,,,,
211024,2,376,125,18,233,60,64,0,1,0
211079,2,1720,621,438,661,608,9,0,0,4
211088,2,1870,117,406,1347,48,10,0,59,0
211273,2,1409,,,1409,,,,,
211291,2,3747,,,3747,,,,,
211307,2,6162,2146,1664,2352,2117,29,0,0,0
211316,2,98,,,98,,,,,
211334,2,30,,,30,,,,,
211343,2,2496,268,602,1626,267,1,0,0,0
211352,2,1186,12,680,494,12,0,0,0,0
211431,2,1247,354,711,182,332,22,0,0,0
211440,2,7059,26,923,6110,19,6,0,1,0
211468,2,953,53,480,420,37,15,1,0,0
211477,2,918,437,247,234,419,18,0,0,0
211556,2,1499,202,601,696,191,11,0,0,0
211583,2,989,75,26,888,54,3,0,18,0
211608,2,697,85,489,123,75,3,0,7,0
211635,2,78,,,78,,,,,
211802,2,155,,,155,,,,,
211893,2,103,0,51,52,,,,,
211927,2,7992,1970,3075,2947,1911,59,0,0,0
211981,2,1777,52,753,972,41,11,0,0,0
212009,2,2125,,,2125,,,,,
212045,2,198,0,116,82,,,,,
212054,2,14021,973,3974,9074,588,383,2,0,0
212106,2,5095,21,1791,3283,15,4,2,0,0
212115,2,4392,95,1724,2573,90,5,0,0,0
212133,2,1848,433,392,1023,396,37,0,0,0
212197,2,1737,90,243,1404,86,4,0,0,0
212230,2,37,,,37,,,,,
212267,2,87,,,87,,,,,
212276,2,83,,,83,,,,,
212294,2,66,,,66,,,,,
212300,2,67,,,67,,,,,
212328,2,95,,,95,,,,,
212337,2,102,,,102,,,,,
212355,2,141,,,141,,,,,
212382,2,138,,,138,,,,,
212391,2,50,,,50,,,,,
212434,2,136,,,136,,,,,
212577,2,1990,,,1990,,,,,
212601,2,3091,26,600,2465,24,2,0,0,0
212656,2,1123,65,64,994,45,20,0,0,0
212674,2,2241,0,0,2241,,,,,
212753,2,86,,,86,,,,,
212771,2,127,10,117,0,2,8,0,0,0
212805,2,2289,112,467,1710,58,53,0,1,0
212832,2,1412,84,609,719,67,17,0,0,0
212869,2,910,287,183,440,275,11,0,1,0
212878,2,12576,3545,3430,5601,3487,54,0,4,0
212911,2,1421,,,1421,,,,,
212975,2,94,,,94,,,,,
212984,2,2155,37,1519,599,33,4,0,0,0
212993,2,80,,,80,,,,,
213011,2,1496,214,560,722,185,29,0,0,0
213020,2,7038,307,3229,3502,291,15,0,1,0
213163,2,342,3,55,284,3,0,0,0,0
213181,2,350,0,257,93,,,,,
213233,2,586,0,560,26,,,,,
213251,2,1179,1,141,1037,1,0,0,0,0
213303,2,1060,113,501,446,107,6,0,0,0
213321,2,1671,3,91,1577,3,0,0,0,0
213330,2,31,,,31,,,,,
213349,2,6497,234,1900,4363,190,43,0,1,0
213358,2,1739,61,510,1168,56,5,0,0,0
213367,2,2773,551,422,1800,497,42,0,0,12
213376,2,1868,602,760,506,574,27,0,1,0
213385,2,2729,0,0,2729,,,,,
213400,2,1546,493,618,435,274,215,0,4,0
213455,2,88,,,88,,,,,
213473,2,90,,,90,,,,,
213491,2,55,,,55,,,,,
213507,2,1683,2,199,1482,2,0,0,0,0
213525,2,6242,2127,1663,2452,2101,26,0,0,0
213534,2,311,0,12,299,,,,,
213543,2,5624,2,247,5375,1,1,0,0,0
213570,2,419,,,419,,,,,
213589,2,299,,,299,,,,,
213598,2,1712,0,0,1712,,,,,
213622,2,112,7,40,65,7,0,0,0,0
213659,2,4220,655,1693,1872,649,6,0,0,0
213668,2,1059,0,0,1059,,,,,
213774,2,583,125,298,160,123,2,0,0,0
213826,2,1857,34,785,1038,14,2,18,0,0
213914,2,215,,,215,,,,,
213932,2,174,,,174,,,,,
213987,2,2446,0,1,2445,,,,,
213996,2,2495,127,527,1841,89,38,0,0,0
214023,2,11,0,11,0,,,,,
214041,2,5814,500,1861,3453,474,25,0,1,0
214069,2,1776,120,708,948,111,9,0,0,0
214111,2,8596,3359,1976,3261,3323,28,6,2,0
214148,2,355,0,165,190,,,,,
214157,2,1904,89,411,1404,82,7,0,0,0
214166,2,2720,92,843,1785,87,5,0,0,0
214175,2,1945,2,84,1859,2,0,0,0,0
214272,2,1682,131,842,709,85,45,0,1,0
214290,2,628,0,428,200,,,,,
214379,2,8484,2968,2802,2714,2814,67,0,87,0
214476,2,39,0,22,17,,,,,
214528,2,227,,,227,,,,,
214582,2,651,55,421,175,42,13,0,0,0
214591,2,3188,15,778,2395,14,0,0,1,0
214625,2,460,3,162,295,3,0,0,0,0
214634,2,281,4,103,174,4,0,0,0,0
214643,2,363,3,135,225,3,0,0,0,0
214652,2,875,3,322,550,3,0,0,0,0
214670,2,888,26,494,368,25,1,0,0,0
214689,2,2577,1,263,2313,1,0,0,0,0
214698,2,522,2,211,309,1,1,0,0,0
214704,2,2071,10,972,1089,10,0,0,0,0
214713,2,4063,14,915,3134,12,2,0,0,0
214731,2,1196,7,440,749,7,0,0,0,0
214740,2,366,5,163,198,5,0,0,0,0
214759,2,424,0,209,215,,,,,
214768,2,473,1,188,284,1,0,0,0,0
214777,2,41745,66,17335,24344,47,15,0,4,0
214786,2,363,5,142,216,4,1,0,0,0
214795,2,670,15,340,315,14,1,0,0,0
214801,2,3090,20,1100,1970,17,3,0,0,0
214810,2,623,12,274,337,11,1,0,0,0
214829,2,711,6,266,439,5,1,0,0,0
214883,2,762,762,0,0,647,115,0,0,0
214892,2,243,,,243,,,,,
214944,2,515,,,515,,,,,
214971,2,114,1,0,113,1,0,0,0,0
215008,2,52,,,52,,,,,
215044,2,145,,,145,,,,,
215053,2,245,8,112,125,8,0,0,0,0
215062,2,11250,570,167,10513,264,263,0,43,0
215105,2,1170,1,831,338,1,0,0,0,0
215114,2,820,33,155,632,21,12,0,0,0
215239,2,11636,6075,3388,2173,5910,113,0,52,0
215266,2,1074,3,120,951,2,1,0,0,0
215275,2,1328,7,511,810,6,0,1,0,0
215284,2,2043,1,22,2020,1,0,0,0,0
215293,2,24420,88,3634,20698,61,22,3,1,1
215309,2,23,0,1,22,,,,,
215336,2,24,,,24,,,,,
215381,2,541,,,541,,,,,
215390,2,372,210,0,162,64,146,0,0,0
215415,2,1066,188,152,726,168,20,0,0,0
215442,2,2418,247,1042,1129,223,24,0,0,0
215479,2,64,,,64,,,,,
215530,2,40,,,40,,,,,
215585,2,4533,1358,920,2255,1346,12,0,0,0
215594,2,259,,,259,,,,,
215637,2,168,,,168,,,,,
215655,2,2767,209,1425,1133,156,52,0,1,0
215682,2,417,,,417,,,,,
215691,2,446,129,58,259,100,29,0,0,0
215743,2,2461,235,631,1595,215,20,0,0,0
215770,2,5071,79,1316,3676,62,17,0,0,0
215798,2,1359,0,387,972,,,,,
215886,2,33,0,0,33,,,,,
215929,2,3593,1,229,3363,1,0,0,0,0
215947,2,1627,172,627,828,157,15,0,0,0
215974,2,422,2,124,296,2,0,0,0,0
215983,2,23,,,23,,,,,
215992,2,118,0,83,35,,,,,
216010,2,4443,60,9,4374,60,0,0,0,0
216038,2,6757,344,2347,4066,221,20,0,103,0
216047,2,32,,,32,,,,,
216074,2,89,,,89,,,,,
216083,2,272,,,272,,,,,
216162,2,337,,,337,,,,,
216223,2,40,,,40,,,,,
216278,2,2224,0,0,2224,,,,,
216287,2,1625,,,1625,,,,,
216296,2,1312,0,265,1047,,,,,
216311,2,123,,,123,,,,,
216339,2,24106,1044,12285,10777,896,133,0,15,0
216357,2,804,3,186,615,3,0,0,0,0
216366,2,3771,336,1674,1761,271,57,6,2,0
216436,2,105,,,105,,,,,
216445,2,101,,,101,,,,,
216454,2,73,,,73,,,,,
216524,2,1527,,,1527,,,,,
216542,2,508,75,187,246,27,47,0,1,0
216551,2,84,0,50,34,,,,,
216579,2,93,,,93,,,,,
216597,2,6989,56,743,6190,37,18,1,0,0
216630,2,33,,,33,,,,,
216667,2,1149,,,1149,,,,,
216694,2,1116,28,141,947,24,4,0,0,0
216746,2,52,,,52,,,,,
216764,2,14392,531,4828,9033,510,11,0,10,0
216773,2,106,,,106,,,,,
216807,2,1161,0,127,1034,,,,,
216825,2,4171,1184,956,2031,1169,14,0,1,0
216852,2,2555,180,591,1784,119,61,0,0,0
216931,2,2000,97,1012,891,94,3,0,0,0
216940,2,278,,,278,,,,,
217013,2,966,145,290,531,141,4,0,0,0
217040,2,35,,,35,,,,,
217059,2,3335,78,1112,2145,59,19,0,0,0
217077,2,551,71,329,151,57,14,0,0,0
217156,2,7639,59,353,7227,15,33,0,11,0
217165,2,3204,,,3204,,,,,
217235,2,4158,60,1332,2766,15,45,0,0,0
217305,2,1720,80,464,1176,40,38,2,0,0
217323,2,276,,,276,,,,,
217402,2,3996,50,55,3891,40,10,0,0,0
217420,2,4719,161,2029,2529,149,12,0,0,0
217475,2,12263,2916,3799,5548,2761,142,0,0,13
217484,2,14768,242,5004,9522,150,92,0,0,0
217493,2,2108,0,23,2085,,,,,
217518,2,4103,221,417,3465,111,108,0,2,0
217536,2,2190,49,495,1646,19,29,0,1,0
217581,2,135,,,135,,,,,
217606,2,182,35,16,131,15,20,0,0,0
217615,2,2121,854,721,546,743,108,3,0,0
217624,2,603,7,83,513,0,7,0,0,0
217633,2,3237,248,1481,1508,176,70,0,0,2
217688,2,2836,317,1083,1436,265,49,2,1,0
217712,2,2196,883,711,602,804,79,0,0,0
217721,2,1796,82,933,781,5,77,0,0,0
217749,2,2665,233,376,2056,62,160,0,11,0
217776,2,896,256,417,223,206,50,0,0,0
217794,2,101,,,101,,,,,
217819,2,9972,217,5033,4722,189,28,0,0,0
217828,2,43,,,43,,,,,
217837,2,1466,1023,244,199,1016,7,0,0,0
217864,2,2695,132,262,2301,97,35,0,0,0
217873,2,1749,122,0,1627,116,6,0,0,0
217882,2,22566,186,9593,12787,168,18,0,0,0
217891,2,197,70,40,87,46,24,0,0,0
217907,2,1060,127,592,341,110,16,1,0,0
217925,2,1001,211,115,675,175,35,1,0,0
217934,2,1173,506,399,268,412,93,1,0,0
217961,2,804,4,318,482,4,0,0,0,0
217989,2,725,237,270,218,236,1,0,0,0
217998,2,817,0,381,436,,,,,
218025,2,2940,970,957,1013,928,42,0,0,0
218061,2,3635,120,973,2542,118,2,0,0,0
218070,2,2283,0,11,2272,,,,,
218113,2,11380,3692,3434,4254,3494,198,0,0,0
218140,2,8137,3932,2173,2032,3368,336,228,0,0
218159,2,113,,,113,,,,,
218195,2,124,,,124,,,,,
218229,2,3562,305,1635,1622,297,8,0,0,0
218238,2,1602,547,771,284,498,45,0,0,4
218335,2,300,45,255,0,40,5,0,0,0
218353,2,9091,3125,3430,2536,3029,51,0,45,0
218399,2,384,18,189,177,15,3,0,0,0
218414,2,1296,35,0,1261,33,2,0,0,0
218441,2,1839,204,461,1174,187,17,0,0,0
218487,2,2012,728,868,416,720,8,0,0,0
218520,2,5315,2350,1525,1440,2309,41,0,0,0
218539,2,955,0,111,844,,,,,
218645,2,3145,582,1332,1231,531,49,2,0,0
218654,2,2053,343,1227,483,316,20,7,0,0
218663,2,27343,745,17415,9183,653,84,7,1,0
218672,2,1772,365,710,697,362,3,0,0,0
218681,2,745,252,310,183,251,1,0,0,0
218690,2,1537,335,676,526,317,11,6,1,0
218706,2,1098,253,397,448,241,11,1,0,0
218724,2,9794,289,4216,5289,178,109,0,2,0
218733,2,2374,52,1207,1115,50,2,0,0,0
218742,2,4481,777,2989,715,756,20,1,0,0
218821,2,1064,133,424,507,129,4,0,0,0
218830,2,6224,1599,1899,2726,1580,19,0,0,0
218858,2,3314,1284,941,1089,1270,14,0,0,0
218885,2,5629,727,2045,2857,697,27,3,0,0
218894,2,11789,5202,2905,3682,5132,68,1,1,0
218919,2,473,145,0,328,94,51,0,0,0
218955,2,673,167,153,353,167,0,0,0,0
218964,2,3741,114,2176,1451,106,6,0,2,0
218973,2,1823,,,1823,,,,,
218991,2,4521,1723,1700,1098,1718,5,0,0,0
219000,2,1831,0,117,1714,,,,,
219037,2,62,,,62,,,,,
219046,2,3261,1246,875,1140,925,305,0,16,0
219082,2,2757,1378,654,725,950,419,0,9,0
219091,2,723,8,145,570,4,3,0,1,0
219125,2,76,,,76,,,,,
219143,2,2238,499,638,1101,461,38,0,0,0
219170,2,23,,,23,,,,,
219189,2,1203,213,113,877,201,12,0,0,0
219198,2,1080,13,332,735,10,3,0,0,0
219204,2,929,929,,,43,853,0,29,4
219240,2,38,38,0,0,10,21,0,7,0
219259,2,2851,1083,591,1177,934,137,0,12,0
219277,2,1147,310,474,363,306,4,0,0,0
219295,2,600,241,190,169,44,197,0,0,0
219338,2,15,,,15,,,,,
219347,2,2163,35,232,1896,26,7,0,2,0
219356,2,9917,1722,3333,4862,1498,219,0,5,0
219374,2,482,130,219,133,122,6,0,2,0
219383,2,1325,64,757,504,49,15,0,0,0
219392,2,27,,,27,,,,,
219408,2,187,0,52,135,,,,,
219426,2,2453,401,595,1457,361,40,0,0,0
219453,2,125,,,125,,,,,
219471,2,7132,2152,2061,2919,1886,250,9,7,0
219480,2,1267,242,298,727,239,3,0,0,0
219505,2,53,3,37,13,0,3,0,0,0
219587,2,70,,,70,,,,,
219596,2,221,0,0,221,,,,,
219602,2,8120,1641,3185,3294,1250,387,1,3,0
219639,2,777,107,290,380,72,35,0,0,0
219709,2,7384,54,2529,4801,42,11,1,0,0
219718,2,4038,1080,1160,1798,873,207,0,0,0
219790,2,1482,430,133,919,370,60,0,0,0
219806,2,1519,21,710,788,19,2,0,0,0
219824,2,6429,1736,1395,3298,1557,171,0,3,5
219833,2,1253,43,480,730,39,4,0,0,0
219842,2,132,132,0,0,13,79,0,40,0
219851,2,59,,,59,,,,,
219879,2,3180,449,1045,1686,435,13,1,0,0
219888,2,4954,1139,1613,2202,1136,3,0,0,0
219903,2,1317,0,1317,0,,,,,
219921,2,396,,,396,,,,,
219949,2,2311,0,0,2311,,,,,
219976,2,2955,144,1265,1546,112,30,0,2,0
219994,2,982,,,982,,,,,
220002,2,33,,,33,,,,,
220057,2,2683,942,695,1046,906,34,0,2,0
220075,2,10554,987,5721,3846,855,128,0,4,0
220118,2,220,,,220,,,,,
220127,2,495,18,0,477,9,9,0,0,0
220163,2,72,,,72,,,,,
220181,2,1009,0,45,964,,,,,
220206,2,345,63,6,276,26,25,0,12,0
220215,2,1850,172,302,1376,89,83,0,0,0
220251,2,579,,,579,,,,,
220279,2,643,,,643,,,,,
220321,2,912,,,912,,,,,
220394,2,328,,,328,,,,,
220400,2,3442,1329,979,1134,1323,4,1,1,0
220464,2,196,169,0,27,117,52,0,0,0
220473,2,669,91,158,420,36,49,0,6,0
220491,2,261,,,261,,,,,
220516,2,1120,483,256,381,323,160,0,0,0
220552,2,4906,2902,990,1014,1153,1745,0,4,0
220598,2,1010,44,450,516,35,9,0,0,0
220604,2,609,0,605,4,,,,,
220613,2,3446,396,250,2800,86,309,0,1,0
220631,2,1560,41,993,526,28,13,0,0,0
220640,2,1417,,,1417,,,,,
220701,2,896,16,390,490,16,0,0,0,0
220710,2,1065,0,71,994,,,,,
220756,2,134,,,134,,,,,
220765,2,346,,,346,,,,,
220853,2,1547,,,1547,,,,,
220862,2,16708,3461,6487,6760,2762,693,1,5,0
220978,2,17438,1899,7420,8119,1835,55,0,9,0
221050,2,859,,,859,,,,,
221096,2,5636,2218,1706,1712,2193,22,3,0,0
221102,2,337,0,1,336,,,,,
221148,2,1053,,,1053,,,,,
221184,2,6617,1251,1869,3497,1224,21,4,2,0
221236,2,444,,,444,,,,,
221281,2,248,,,248,,,,,
221333,2,565,,,565,,,,,
221351,2,1996,,,1996,,,,,
221388,2,362,,,362,,,,,
221397,2,4457,995,1271,2191,991,2,0,2,0
221430,2,1411,0,58,1353,,,,,
221485,2,6443,2236,1869,2338,2161,72,0,3,0
221494,2,550,,,550,,,,,
221519,2,1613,,,1613,,,,,
221582,2,439,,,439,,,,,
221591,2,495,,,495,,,,,
221607,2,577,,,577,,,,,
221616,2,2239,,,2239,,,,,
221625,2,1157,,,1157,,,,,
221643,2,8452,2488,2486,3478,2398,87,0,3,0
221661,2,2571,51,862,1658,25,26,0,0,0
221731,2,929,173,505,251,163,10,0,0,0
221740,2,9884,577,6359,2948,525,51,0,1,0
221759,2,27039,433,14111,12495,380,53,0,0,0
221768,2,6165,1015,998,4152,932,82,1,0,0
221829,2,342,,,342,,,,,
221838,2,7678,541,4036,3101,274,114,0,151,2
