UNITID,F3A01,F3A01A,F3A01B,F3A01C,F3A02,F3A02A,F3A03,F3A04,F3A05,F3A06,F3A07,F3A08,F3A09,F3A10,F3A11,F3A12,F3B01,F3B02,F3B03,F3B04,F3B05,F3B06,F3B07,F3B08,F3C01,F3C02,F3C03,F3C03A,F3C03B,F3C04,F3C05,F3C06,F3C07,F3C08,F3C12,F3C121,F3C122,F3C13,F3C131,F3C132,F3C14,F3C141,F3C142,F3C15,F3C151,F3C152,F3C16,F3C161,F3C162,F3C17,F3C171,F3C172,F3D01,F3D02,F3D02A,F3D02B,F3D03,F3D03A,F3D03B,F3D03C,F3D03D,F3D04,F3D05,F3D06,F3D07,F3D12,F3D08,F3D09,F3E011,F3E012,F3E02A1,F3E02A2,F3E02B1,F3E02B2,F3E03A1,F3E03A2,F3E03B1,F3E03B2,F3E03C1,F3E03C2,F3E041,F3E042,F3E051,F3E101,F3E102,F3E061,F3E062,F3E071,F3E072,F3E073,F3E074,F3E075,F3E076,F3E077,F3F01,F3F02,F3F03,F3G01,F3G02,F3G03,F3G04,F3G05,F3G06,F3G07
220552,49232759,0,19642967,0,30002327,9775943,19230432,49232759,0,0,33728431,1540187,0,35268618,15625651,19642967,149826353,122227505,0,27598848,0,9866611,-18235027,19230432,22551352,820508,5479233,5440077,39156,9400053,38251146,380198,0,380198,0,0,0,0,0,0,0,0,0,0,0,0,380198,380198,0,0,0,0,149128731,0,0,0,0,0,0,0,0,0,0,0,697622,0,0,149826353,44810906,31811570,0,0,0,0,3443253,2234768,13214047,10767333,60759298,7787449,0,0,0,0,0,1,0,122227505,52601120,6508146,59794247,3153533,170459,0,,,-2,29289912,149826353,19230432,49232759,-412535,9775943,122227505
220765,,,,,,,,,,,,,,,,,,,,,,,,,1343799,0,10520,0,10520,0,1354319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3653039,0,0,0,0,0,0,0,0,0,0,6379,,,0,3659418,571607,356875,0,0,0,0,255061,178437,278307,178437,980371,267656,,,0,,,0,0,2085346,981405,10401,485036,16733,0,591771,,,-2,,,,,,,
221148,,,,,,,,,,,,,,,,,,,,,,,,,6119320,2146748,278000,278000,0,2226542,10770610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21640089,8266068,6119320,2146748,278000,0,278000,0,0,0,0,0,0,,0,30184157,7604727,4696908,0,0,0,0,0,0,6299192,3196225,7449157,1106333,4457652,0,0,,,880949,0,26691677,8999466,1469320,4457652,865329,0,10899910,,,-2,,,,,,,
221829,,,,,,,,,,,,,,,,,,,,,,,,,427494,0,0,0,0,0,427494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3252905,0,0,0,0,0,0,0,0,0,0,456235,,,0,3709140,1717228,1009643,0,0,0,0,0,0,0,0,0,0,,,0,,,842961,140080,2560189,1149723,0,0,0,0,1410466,,,-2,,,,,,,
222886,,,,,,,,,,,,,,,,,,,,,,,,,978605,0,53539,0,53539,11179,1043323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3218768,53539,53539,0,0,0,0,0,0,0,7782,0,,,0,3280089,1319694,1121739,0,0,0,0,568434,392219,251063,145616,917348,715531,,,0,,,0,0,3056539,2375105,225634,14250,62400,18011,361139,,,-2,,,,,,,
222938,13263075,0,3643067,1273615,2833799,0,10429276,13263075,0,3899612,1980549,0,0,5880161,2237094,3643067,16482624,14641453,1,1841172,0,8588104,0,10429276,1372868,143939,7168,7168,0,1115346,2639321,1115346,0,1115346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115346,1115346,0,11091464,0,0,0,0,0,0,0,0,0,0,0,5379,0,5385781,16482624,1189463,1134711,0,0,0,0,1357390,658602,1177736,1020158,10796680,0,120183,0,0,0,0,1,0,14641453,2813471,231909,3184865,959897,248,7451063,0,0,1,1847172,16482624,10429276,13263075,5512594,0,14641453
223056,,,,,,,,,,,,,,,,,,,,,,,,,157541,0,0,0,0,0,157541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511222,0,0,0,0,0,0,0,0,0,0,136963,,,88,648273,463648,113657,0,0,0,0,65023,16251,43235,27076,107500,46064,,,0,,,7704,0,687110,203048,0,297560,8256,0,178246,,,-2,,,,,,,
223083,19639276,1,0,0,9191568,0,10447708,19639276,549421,1701232,1427854,0,5388105,9066612,9066612,0,10354968,8671333,0,1683635,0,8674274,89799,10447708,1651783,0,0,0,0,0,1651783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8354968,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,10354968,7123177,5174145,0,0,0,0,566510,360596,95174,83026,14379,10599,872093,17666,0,0,0,0,0,8671333,5646032,751797,2273367,137,0,0,,,-2,0,10354968,10447708,19639276,10447708,0,8671333
223472,169784,0,0,0,119124,0,50660,169784,0,2626488,25831,0,3656,2655975,2655975,0,5002430,3398200,0,1604230,-1625610,72040,0,50660,1062969,91453,4800,4800,0,10946,1170168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4735223,0,0,0,0,0,0,0,0,0,0,0,259007,,8200,5002430,1492158,812310,0,0,0,0,386558,185142,455409,280443,225894,67037,280969,0,0,,,557212,0,3398200,1344932,199154,562111,0,0,1292003,,,-2,1621739,5002430,50660,169784,50660,0,3398200
223852,,,,,,,,,,,,,,,,,,,,,,,,,88968,0,0,0,0,0,88968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765697,0,0,0,0,0,0,0,0,0,0,155623,,,0,921320,614297,614297,0,0,77508,35559,131520,35060,51126,24552,31334,20533,,,0,,,0,0,905785,730001,35060,14769,9389,0,116566,,,-2,,,,,,,
224013,,,,,,,,,,,,,,,,,,,,,,,,,170705,0,2750,2750,0,0,173455,2750,0,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750,2750,0,460821,96506,0,96506,0,0,0,0,0,0,0,50047,,,0,607374,180082,117000,0,0,0,0,0,0,0,0,347514,132814,,,0,,,0,0,527596,249814,0,0,36684,15630,225468,,,-2,,,,,,,
224156,,,,,,,,,,,,,,,,,,,,,,,,,2275540,25196,7000,7000,0,163924,2471660,196120,0,196120,0,0,0,417,417,0,5000,5000,0,0,0,0,0,0,0,190703,190703,0,7905137,1649226,0,1649226,0,0,0,0,0,0,0,1848361,,,0,11402724,2926645,1067892,0,0,0,0,502518,480918,908098,867069,1336383,544615,,,0,,,2299565,0,7973209,2960494,192804,385955,363060,34779,4036117,,,-2,,,,,,,
224660,3925302,200305,316716,25200,2240882,0,1684420,3925302,0,0,1741480,0,641475,2382955,2066239,316716,12791551,9378265,-2562486,850800,0,1113622,-280002,1684420,2394295,58845,0,0,0,0,2453140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8978806,2443140,0,2443140,0,0,0,0,0,0,0,0,0,0,1369605,12791551,3509966,2098406,0,0,1410008,0,1342003,977675,691722,507913,484290,284207,0,0,609159,0,0,1331117,0,9378265,3868201,242560,1038650,49907,0,4178947,,,-2,896756,12791551,1684420,3925302,1684420,0,9378265
224679,5887953,300458,475074,37800,3361324,0,2526629,5887953,0,0,2612220,0,962213,3574433,3099359,475074,19187326,19478526,1567399,1276199,0,1670432,-420002,2526629,5048477,128624,0,0,0,0,5177101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11987382,5145537,0,5145537,0,0,0,0,0,0,0,0,0,0,2054407,19187326,7225806,3566971,0,0,2468427,139080,2083162,1773163,2126497,1646571,1362525,737128,24446,12748,1101050,0,0,3086613,0,19478526,7875661,512424,2146977,427212,0,8516252,,,-2,1345133,19187326,2526629,5887953,2526629,0,19478526
224758,,,,,,,,,,,,,,,,,,,,,,,,,127435,0,0,0,0,0,127435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218530,0,0,0,0,0,0,0,0,0,3972,59874,,,3126,285502,137420,63011,0,0,0,0,85260,35842,30941,26913,16243,1786,,,0,,,26369,0,296233,127552,0,21355,8326,0,139000,,,-2,,,,,,,
224776,2081060,0,93404,0,1192378,0,888682,2081060,0,26376,97830,0,0,124206,30802,93404,11931524,11370072,0,561452,0,327230,0,888682,1051969,96500,0,0,0,1118309,2266778,1118309,0,1118309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118309,1118309,0,9549918,0,0,0,0,0,0,0,0,0,0,0,1192,0,2380414,11931524,1207855,1144948,0,0,0,0,954485,423483,1046762,873569,8022336,0,138634,0,0,0,0,0,0,11370072,2442000,252168,2422261,21132,12,6232499,0,0,1,561452,11931524,888682,2081060,795278,0,11370072
224828,,,,,,,,,,,,,,,,,,,,,,,,,350378,0,0,0,0,3500,353878,3500,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,3500,0,948633,0,0,0,0,0,0,0,0,0,0,59831,,,0,1008464,249983,188366,0,0,0,0,255220,114825,59831,53000,217681,88825,,,0,,,0,0,782715,445016,8000,2000,68720,15440,243539,,,-2,,,,,,,
225991,675243,0,63323,159578,501278,0,173965,675243,0,0,496837,0,374416,871253,807930,63323,2328734,2157821,0,170913,0,3052,0,173965,453080,0,0,0,0,0,453080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543540,0,0,0,0,0,0,0,0,0,0,0,0,,785194,2328734,550036,550036,0,0,0,0,148614,148614,220000,220000,919731,163700,0,0,0,,,319440,0,2157821,1082350,82885,340999,7935,7846,635806,0,7256,3,185444,2328734,173965,675243,173965,0,2157821
226125,,,,,,,,,,,,,,,,,,,,,,,,,472097,0,0,0,0,0,472097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472097,0,0,0,0,0,0,0,0,0,0,174923,,,0,647020,245965,184534,0,0,0,0,110044,83200,28852,21081,112643,67403,,,0,,,0,0,497504,356218,10594,120672,10020,0,0,,,-2,,,,,,,
226277,,,,,,,,,,,,,,,,,,,,,,,,,4839232,1697674,0,0,0,845591,7382497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17333089,6536906,0,6536906,0,0,0,0,0,0,0,0,0,,0,23869995,6130327,3537513,0,0,0,0,0,0,4964285,2018959,4206027,617062,1687329,0,0,,,814412,0,17802380,6173534,1041974,1687329,814412,0,8085131,,,-2,,,,,,,
226860,,,,,,,,,,,,,,,,,,,,,,,,,161140,0,0,0,0,0,161140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533539,0,0,0,0,0,0,0,0,0,0,94229,,,0,627768,84706,78302,0,0,0,0,104388,9773,53505,39487,299096,3000,,,0,,,40627,10678,582322,141240,0,436422,4660,0,0,,,-2,,,,,,,
226879,1007629,0,75540,0,268165,0,739464,1007629,0,0,341575,0,0,341575,266035,75540,3204248,3037854,0,166394,-100000,673070,0,739464,683046,0,0,0,0,0,683046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2854995,134024,134024,0,0,0,0,0,0,0,294,830,0,0,214105,3204248,1082249,413705,63324,51713,0,0,224859,162527,971016,687047,696406,162528,0,0,0,0,0,0,0,3037854,1477520,194844,15202,30631,1280,1318377,,,-2,166394,3204248,739464,1007629,663924,0,3037854
226903,29626639,0,2976318,0,16587288,0,13039351,29626639,0,6239555,5874153,136130,0,12249838,9273520,2976318,67558849,54341504,-1,13217344,-31821182,31643189,0,13039351,4146624,24000,0,0,0,1167777,5338401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8091067,0,0,0,0,0,0,0,0,0,6473,0,0,,1,8097541,2825069,987936,0,0,0,0,138083,115070,2054060,1478764,1905546,568882,0,0,0,,,2356326,0,9279084,3150652,571653,0,84154,0,5472625,2190750,241207,3,15648310,67558849,13039351,29626639,16015669,0,54341504
227058,,,,,,,,,,,,,,,,,,,,,,,,,312769,0,0,0,0,0,312769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884418,0,0,0,0,0,0,0,0,0,0,10183,,,0,894601,433579,311688,0,0,0,0,251762,188238,2653,2653,0,0,,,0,,,0,0,687994,502579,0,0,0,0,185415,,,-2,,,,,,,
227298,,,,,,,,,,,,,,,,,,,,,,,,,644026,40246,113365,113365,0,9876,807513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4082515,0,0,0,0,0,0,0,0,0,0,0,,,0,4082515,868386,463658,0,0,0,0,220457,169254,117896,85000,2534181,682735,,,0,,,0,0,3740920,1400647,315497,1480974,74768,17733,451301,,,-2,,,,,,,
227313,,,,,,,,,,,,,,,,,,,,,,,,,1150687,33502,3390,3390,0,80610,1268189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4187671,0,0,0,0,0,0,0,0,0,0,135805,,,270,4323746,501434,412300,0,0,0,0,97159,80966,454889,379074,0,0,,,0,,,1469444,0,2522926,872340,154224,1318852,36137,0,141373,,,-2,,,,,,,
227322,,,,,,,,,,,,,,,,,,,,,,,,,1232466,32000,0,0,0,88583,1353049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4732625,0,0,0,0,0,0,0,0,0,0,156733,,,0,4889358,549639,455747,0,0,0,0,107842,89868,522190,435158,0,0,,,0,,,1583513,0,2763184,980773,165686,1412078,35344,0,169303,,,-2,,,,,,,
227748,,,,,,,,,,,,,,,,,,,,,,,,,1059414,154415,0,0,0,14521,1228350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6476867,0,0,0,0,0,0,0,0,0,10323,0,,,0,6487190,1714092,1189064,0,0,0,0,500894,253579,1142717,808178,555618,410939,,,0,,,2267027,0,6180348,2661760,488066,769495,109491,0,2151536,,,-2,,,,,,,
228088,,,,,,,,,,,,,,,,,,,,,,,,,139718,12461,0,0,0,0,152179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405999,0,0,0,0,0,0,0,0,0,0,4656,,,1,410656,245686,147987,0,0,0,0,1290,0,22558,6672,9834,0,,,0,,,156224,100,435592,154759,2349,56179,6678,0,215627,,,-2,,,,,,,
228185,,,,,,,,,,,,,,,,,,,,,,,,,51166,0,0,0,0,0,51166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116153,0,0,0,0,0,0,0,0,0,0,20000,,,0,136153,48000,48000,0,0,0,0,52000,0,2053,0,34100,0,,,0,,,0,0,136153,48000,0,22000,0,0,66153,,,-2,,,,,,,
228200,,,,,,,,,,,,,,,,,,,,,,,,,1811310,33000,0,0,0,0,1844310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5283915,98566,0,98566,0,0,0,0,0,0,0,1114,,,2869,5386464,1876055,786370,0,0,0,0,352737,216383,272872,166729,222977,133483,,,0,,,888480,0,3613121,1302965,271682,559598,42647,0,1436229,,,-2,,,,,,,
228219,,,,,,,,,,,,,,,,,,,,,,,,,1690077,13200,0,0,0,0,1703277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5399024,346359,0,346359,0,0,0,0,0,0,3000,6806,,,2216,5757405,1750236,746293,0,0,0,0,498840,275384,276696,147135,321372,179174,,,0,,,977223,0,3824367,1347986,280885,841246,48473,0,1305777,,,-2,,,,,,,
228282,,,,,,,,,,,,,,,,,,,,,,,,,455518,5500,105661,105661,0,0,566679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016066,0,0,0,0,0,0,0,0,0,0,0,,,0,1016066,418551,385067,0,0,21112,21112,283015,266891,47965,37985,133218,122564,,,120365,,,0,0,1024226,833619,60128,22674,0,0,107805,,,-2,,,,,,,
229416,,,,,,,,,,,,,,,,,,,,,,,,,7420000,6419000,0,0,0,951000,14790000,2078000,0,2078000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078000,2078000,0,34012000,0,0,0,0,0,0,0,0,0,0,686000,,,1000,34699000,8286000,5294000,0,0,0,0,6157000,364000,11632000,5951000,3939000,455000,,,0,,,590000,0,30604000,12064000,1813000,385000,1306000,0,15036000,,,-2,,,,,,,
229425,,,,,,,,,,,,,,,,,,,,,,,,,3804573,0,0,0,0,0,3804573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3804573,0,0,0,0,0,0,0,0,0,0,240493,,,678995,4724061,647497,591110,0,0,0,0,257402,236141,229445,211848,2665832,939580,,,0,,,0,0,3800176,1978679,229135,1525764,66598,0,0,,,-2,,,,,,,
229522,,,,,,,,,,,,,,,,,,,,,,,,,281301,0,0,0,0,0,281301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668557,0,0,0,0,0,0,0,0,0,0,21724,,,0,690281,121318,121318,0,0,0,0,50134,50134,46850,44361,450988,0,,,0,,,0,0,669290,215813,3946,432740,16761,0,30,,,-2,,,,,,,
229656,,,,,,,,,,,,,,,,,,,,,,,,,846022,0,0,0,0,0,846022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846022,0,0,0,0,0,0,0,0,0,0,74197,,,1354589,2274808,552654,357887,0,0,0,0,0,0,76456,54911,605779,153086,,,0,,,734345,260000,1969234,825884,21144,489755,63515,0,568936,,,-2,,,,,,,
230056,423037,0,69733,0,217403,0,205634,423037,0,0,479839,0,830867,1310706,1240973,69733,3521128,3826161,0,-305033,0,510667,0,205634,436664,317277,0,0,0,7906,761847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075789,0,0,0,0,0,0,0,0,0,0,0,0,0,445339,3521128,699774,475457,0,0,0,0,196412,171958,208931,202969,1539696,471631,0,0,0,0,0,1181348,0,3826161,1322015,278426,447903,23791,0,1754026,0,0,3,0,3521128,205634,423037,0,0,3826161
230065,,,,,,,,,,,,,,,,,,,,,,,,,527723,0,12114,12114,0,118916,658753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192718,0,0,0,0,0,0,0,0,0,469935,455594,,,0,3118247,1149036,1063877,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,1149036,1063877,0,0,0,0,85159,,,-2,,,,,,,
230144,,,,,,,,,,,,,,,,,,,,,,,,,790298,0,0,0,0,21500,811798,7000,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,0,1019400,0,0,0,0,0,0,0,0,0,0,115969,,,0,1135369,130273,114099,0,0,0,0,4500,4000,39996,39996,126115,109941,,,7000,,,0,0,307884,268036,0,32348,0,0,7500,,,-2,,,,,,,
230199,,,,,,,,,,,,,,,,,,,,,,,,,141815,0,0,0,0,0,141815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359007,0,0,0,0,0,0,0,0,0,0,108260,,,0,467267,246254,51275,0,0,0,0,1200,625,28651,10256,523,492,,,16150,,,31789,2632,324567,65280,9325,48651,856,18520,181935,,,-2,,,,,,,
230205,,,,,,,,,,,,,,,,,,,,,,,,,40920,0,0,0,0,0,40920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285880,0,0,0,0,0,0,0,0,0,0,202709,,,19236,507825,320262,20296,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,320262,20296,20296,0,0,0,279670,,,-2,,,,,,,
230214,,,,,,,,,,,,,,,,,,,,,,,,,793237,0,24193,0,24193,86182,903612,110374,0,110374,0,0,0,0,0,0,0,0,0,12106,12106,0,0,0,0,98268,98268,0,2091106,323878,0,323878,0,0,0,0,0,0,0,258612,,,0,2673596,1232296,620909,0,0,0,0,144929,137030,178981,169226,266141,109569,,,0,,,579670,0,2402017,1036734,59765,101916,47687,654,1155261,,,-2,,,,,,,
230366,,,,,,,,,,,,,,,,,,,,,,,,,898917,137322,0,0,0,0,1036239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4523336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4523336,1575075,964998,0,0,0,0,434308,225078,502186,390416,16126,0,0,0,0,0,0,1178612,50830,3706307,1631322,146568,466742,109466,0,1352209,,,-2,,,,,,,
231004,,,,,,,,,,,,,,,,,,,,,,,,,147175,0,61225,0,61225,6202,214602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637407,0,0,0,0,0,0,0,0,0,0,69592,,,266471,973470,356051,173049,0,0,0,0,84208,53639,145944,0,209807,141534,,,0,,,221355,0,1017365,368222,15650,155566,5607,0,472320,,,-2,,,,,,,
231280,,,,,,,,,,,,,,,,,,,,,,,,,393427,20308,0,0,0,0,413735,20308,0,20308,0,0,0,16474,16474,0,0,0,0,0,0,0,0,0,0,3834,3834,0,1216108,207263,0,207263,0,0,0,0,0,0,0,95423,,,0,1518794,657802,325733,0,0,0,0,10035,9568,93460,89113,249463,25617,,,0,,,155440,0,1166200,450031,21952,67028,123324,32243,471622,,,-2,,,,,,,
231411,5523970,1082559,1789449,0,1126203,0,4397767,5523970,0,0,5748090,0,0,5748090,3958641,1789449,7562146,7310070,198281,450357,-110000,4057410,0,4397767,888914,27201,43204,43204,0,268560,1227879,322016,16948,338964,27201,25841,1360,0,0,0,43204,41044,2160,0,0,0,268559,255131,13428,0,0,0,6820370,0,0,0,0,0,0,0,0,288261,23804,0,429711,,0,7562146,2463708,1705904,0,0,0,0,208119,117168,317796,285769,3789667,646931,530707,62484,0,,,73,0,7310070,2818256,388961,1003071,276928,486,2822368,0,0,3,450357,7562146,4397767,5523970,4397767,0,7310070
231721,,,,,,,,,,,,,,,,,,,,,,,,,28913,1063,0,0,0,0,29976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106470,0,0,0,0,0,0,0,0,0,0,12282,,,0,118752,62533,62533,0,0,0,0,13311,3768,2500,2500,109195,13311,,,0,,,0,0,187539,82112,0,31989,3768,0,69670,,,-2,,,,,,,
231785,21782466,0,3380941,0,58084,0,21724382,21782466,0,1717930,1737557,10295,0,3465782,84841,3380941,26974174,29472683,1,-2498508,0,24222890,0,21724382,6497471,3657339,5165,5165,0,5450317,15610292,5450317,0,5450317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5450317,5450317,0,26974239,0,0,0,0,0,0,0,0,0,0,0,-65,0,0,26974174,7358824,4594526,0,0,0,0,4356751,3147770,7018156,4586687,10738952,1172567,0,0,0,0,0,0,0,29472683,13501550,1204300,3979443,813054,0,9974336,9506970,1053346,1,-2498508,26974174,21724382,21782466,18343441,0,29472683
232016,1635215,0,105441,0,364657,0,1270558,1635215,0,132970,39407,0,56437,228814,123373,105441,2573629,3612236,0,-1038607,0,1054608,1254557,1270558,530880,61762,3260,3260,0,0,595902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570131,0,0,0,0,0,0,0,0,0,3498,0,0,0,0,2573629,712665,481452,0,0,0,0,370323,230956,660745,482255,258455,186539,0,0,0,0,0,1610048,0,3612236,1381202,245441,375544,44979,0,1565070,,,-2,0,2573629,1270558,1635215,1165117,0,3612236
232724,,,,,,,,,,,,,,,,,,,,,,,,,32321,0,0,0,0,0,32321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129272,276464,0,276464,0,0,0,0,0,0,0,0,0,,0,405736,245199,184748,0,0,0,0,47597,0,61965,55295,26153,0,15668,0,0,,,0,0,396582,240043,60451,0,15668,0,80420,,,-2,,,,,,,
232797,21206703,0,2306177,0,2767545,0,18439158,21206703,143990,6791821,5136156,0,770560,12842527,10536350,2306177,11715046,9077958,0,2637088,-2953985,18756055,0,18439158,3685204,555112,262241,262241,0,885578,5388135,817353,0,817353,0,0,0,555112,555112,0,262241,262241,0,0,0,0,0,0,0,0,0,0,9458059,555112,0,555112,262241,0,262241,0,0,0,1388344,0,0,0,51290,11715046,3641423,1381655,0,0,0,0,234123,114398,695555,279938,4506857,783364,0,0,0,0,0,0,0,9077958,2559355,371493,2154362,210182,63683,3718883,,,-2,2637088,11715046,18439158,21206703,16132981,0,9077958
232919,,,,,,,,,,,,,,,,,,,,,,,,,2062752,182028,0,0,0,14103,2258883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11904257,0,0,0,0,0,0,0,0,0,8615,0,,,0,11912872,2738659,2077626,0,0,0,0,809056,512388,981877,670826,870483,688173,,,0,,,3806311,0,9206386,3949013,620060,831001,116678,0,3689634,,,-2,,,,,,,
233286,,,,,,,,,,,,,,,,,,,,,,,,,626657,0,0,0,0,0,626657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573044,214020,0,214020,15000,0,0,0,15000,0,0,47601,,,178739,2028404,633928,394334,0,0,0,0,48758,14418,120910,116222,469535,61643,,,0,,,376386,1,1649517,586618,54858,212532,31136,0,764373,,,-2,,,,,,,
233329,3281505,0,189200,0,9189225,0,-5907720,3281505,0,729642,1440777,0,0,2170419,1981219,189200,6666467,6769888,-1,-103422,0,-5804298,0,-5907720,1701735,358824,184111,181016,3095,57735,2302405,57735,0,57735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57735,57735,0,6666455,0,0,0,0,0,0,0,0,0,12,0,0,,0,6666467,2963751,1777312,0,0,0,0,0,0,1325648,291942,2480489,245922,0,0,0,,,0,0,6769888,2315176,168248,702349,26453,0,3557662,0,0,3,-103420,6666467,-5907720,3281505,-6096919,0,6769888
233666,,,,,,,,,,,,,,,,,,,,,,,,,66959,4843,0,0,0,0,71802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245981,71802,0,71802,0,0,0,0,0,0,6050,38857,,,0,362690,36485,36485,0,0,0,0,134519,0,9523,0,106988,106988,,,0,,,0,0,287515,143473,0,29995,2425,0,111622,,,-2,,,,,,,
234119,,,,,,,,,,,,,,,,,,,,,,,,,562773,19486,0,0,0,6608,588867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606327,0,0,0,0,0,0,0,0,0,0,78245,,,586587,1271159,129366,78900,0,0,0,0,2500,2500,15884,13803,322050,64072,,,0,,,0,0,469800,159275,0,98328,4968,8398,198831,,,-2,,,,,,,
234924,,,,,,,,,,,,,,,,,,,,,,,,,943141,0,179134,0,179134,7099,1129374,186233,0,186233,0,0,0,0,0,0,0,0,0,145157,145157,0,0,0,0,41076,41076,0,3007675,474937,0,474937,0,0,0,0,0,0,0,170169,,,0,3652781,1149970,398929,0,0,0,0,166290,159246,324294,310558,373105,177420,,,0,,,444402,0,2458061,1046153,46273,96717,89290,1832,1177796,,,-2,,,,,,,
235088,,,,,,,,,,,,,,,,,,,,,,,,,533729,37913,38806,38806,0,7000,617448,18450,0,18450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18450,18450,0,6270101,0,0,0,0,0,0,0,0,0,14936,0,,,902731,7187768,1984772,1102209,0,0,0,0,312883,290496,829450,746458,1263501,642176,,,7000,,,2790162,0,7187768,2781339,257160,1206445,0,120438,2822386,,,-2,,,,,,,
235158,,,,,,,,,,,,,,,,,,,,,,,,,200356,0,14690,14690,0,0,215046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362817,0,0,0,0,0,0,0,0,0,35158,72943,,,0,1470918,607142,361987,0,0,0,0,0,0,201295,68053,541153,302717,,,0,,,374684,0,1724274,732757,63920,237476,49170,4642,636309,,,-2,,,,,,,
