unitid,ASCDEG,BASDEG,MASDEG,CERT1,CERT1a,CERT1b,CERT2,CERT4,PBACERT,PMACERT,DocDegRS,DocDegPP,DocDegOT,SDOCDEG,SMASDEG,SBASDEG,SASCDEG,SBAMACRT,SCERT24,SCERT1a,SCERT1b
215813,0,0,11,0,0,0,0,0,2,0,0,0,0,0,11,0,0,2,0,0,0
215886,0,,,22,0,22,33,0,,,,,,,,,0,,33,0,22
215929,0,837,462,0,0,0,0,0,7,1,10,92,0,102,462,837,0,8,0,0,0
215947,0,369,180,0,0,0,2,0,14,8,0,0,0,0,166,369,0,22,2,0,0
215974,0,,,0,0,0,0,113,,,,,,,,,0,,113,0,0
215983,0,,,0,0,0,22,0,,,,,,,,,0,,22,0,0
215992,50,,,18,10,8,27,0,,,,,,,,,50,,27,10,8
216010,0,1069,313,46,0,46,0,0,14,0,0,4,0,4,313,1065,0,14,0,0,43
216038,0,1585,490,50,0,50,1,0,31,4,34,110,0,144,488,1549,0,31,1,0,45
216047,0,7,47,0,0,0,0,0,7,0,0,0,0,0,47,7,0,7,0,0,0
216074,0,,,279,0,279,38,0,,,,,,,,,0,,38,0,220
216083,80,,,19,0,19,2,1,,,,,,,,,80,,3,0,19
216162,0,,,0,0,0,141,0,,,,,,,,,0,,141,0,0
216223,0,,,19,18,1,43,0,,,,,,,,,0,,43,18,1
216278,0,550,1,0,0,0,0,0,0,0,0,0,0,0,1,548,0,0,0,0,0
216287,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0
216296,412,,,0,0,0,22,0,,,,,,,,,412,,22,0,0
216311,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
216339,1,5943,1786,273,0,273,0,0,190,72,233,902,0,1126,1779,5943,1,254,0,0,255
216348,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
216357,4,131,25,12,0,12,0,0,0,0,0,0,0,0,25,130,4,0,0,0,12
216366,37,1113,977,19,18,1,12,0,128,42,34,447,0,472,957,1113,37,168,12,18,1
216436,55,,,0,0,0,1,0,,,,,,,,,55,,1,0,0
216445,80,,,0,0,0,1,0,,,,,,,,,80,,1,0,0
216454,59,,,0,0,0,0,0,,,,,,,,,59,,0,0,0
216463,0,0,22,0,0,0,0,0,0,0,0,0,2,2,22,0,0,0,0,0,0
216524,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0
216542,4,72,22,0,0,0,1,0,0,0,0,0,0,0,22,72,4,0,1,0,0
216551,44,,,8,0,8,0,0,,,,,,,,,44,,0,0,8
216579,0,,,30,0,30,29,0,,,,,,,,,0,,29,0,30
216597,0,1761,1249,2,0,2,0,0,270,2,19,214,0,233,1249,1761,0,270,0,0,2
216630,0,,,0,0,0,0,15,,,,,,,,,0,,15,0,0
216667,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0
216694,0,266,121,0,0,0,0,0,12,0,3,4,0,7,120,266,0,12,0,0,0
216746,0,,,0,0,0,61,0,,,,,,,,,0,,61,0,0
216764,0,3279,1127,3,0,3,0,0,216,5,47,8,0,55,1125,3264,0,215,0,0,3
216773,0,,,0,0,0,0,48,,,,,,,,,0,,48,0,0
216782,77,,,0,0,0,28,0,,,,,,,,,77,,28,0,0
216807,0,251,41,0,0,0,0,0,0,0,0,0,0,0,41,251,0,0,0,0,0
216816,0,0,141,0,0,0,0,0,11,0,6,12,0,18,141,0,0,11,0,0,0
216825,455,,,141,0,141,55,0,,,,,,,,,443,,55,0,118
216852,13,665,652,21,0,21,0,0,1,3,72,371,0,443,652,665,13,4,0,0,21
216931,0,616,623,12,0,12,0,0,0,0,43,78,0,121,623,606,0,0,0,0,12
216940,65,,,0,0,0,0,0,,,,,,,,,65,,0,0,0
217013,2,153,154,0,0,0,0,0,0,0,0,0,0,0,154,153,2,0,0,0,0
217040,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
217059,16,809,101,0,0,0,0,0,22,0,0,16,0,16,101,809,16,22,0,0,0
217077,132,,,51,51,0,147,0,,,,,,,,,132,,147,51,0
217156,0,1677,876,0,0,0,0,0,1,0,289,148,0,437,873,1677,0,1,0,0,0
217165,0,775,277,0,0,0,0,0,4,0,0,0,0,0,277,769,0,4,0,0,0
217235,377,958,199,2,0,2,0,0,0,20,11,10,0,21,199,946,375,20,0,0,2
217305,537,220,77,0,0,0,0,0,0,0,0,4,0,4,77,220,537,0,0,0,0
217323,0,,,607,0,607,86,0,,,,,,,,,0,,86,0,605
217402,0,1010,224,25,0,25,28,0,8,0,0,0,0,0,224,1010,0,8,28,0,25
217420,0,1231,240,1,0,1,0,0,38,16,15,8,0,23,239,1194,0,45,0,0,1
217475,1926,,,144,0,144,70,21,,,,,,,,,1911,,90,0,144
217484,0,3334,681,60,0,60,0,0,154,4,93,114,26,233,677,3055,0,151,0,0,60
217493,0,443,220,0,0,0,0,0,0,0,0,0,0,0,220,421,0,0,0,0,0
217518,62,889,168,7,0,7,3,0,1,0,0,0,0,0,168,889,62,1,3,0,7
217536,0,468,206,0,0,0,0,0,38,18,11,2,0,13,204,467,0,55,0,0,0
217581,0,,,55,0,55,39,0,,,,,,,,,0,,39,0,55
217606,6,47,9,0,0,0,1,0,0,0,0,0,0,0,9,47,6,0,1,0,0
217615,215,,,77,0,77,36,0,,,,,,,,,214,,36,0,77
217624,0,62,14,0,0,0,0,0,0,0,0,0,0,0,14,62,0,0,0,0,0
217633,0,642,289,0,0,0,0,0,0,8,47,0,0,47,289,642,0,8,0,0,0
217688,0,499,245,0,0,0,0,0,0,0,32,0,0,32,245,499,0,0,0,0,0
217712,201,,,83,0,83,30,0,,,,,,,,,196,,30,0,64
217721,0,258,7,0,0,0,0,0,0,0,0,0,0,0,7,258,0,0,0,0,0
217749,54,480,81,0,0,0,0,0,0,0,2,0,0,2,81,480,54,0,0,0,0
217776,19,261,70,0,0,0,0,0,1,0,9,0,0,9,70,256,19,1,0,0,0
217794,0,,,70,0,70,26,0,,,,,,,,,0,,26,0,34
217819,0,2028,238,9,0,9,0,0,23,6,0,0,0,0,230,1933,0,29,0,0,9
217828,0,,,0,0,0,24,0,,,,,,,,,0,,24,0,0
217837,77,,,230,0,230,15,0,,,,,,,,,61,,15,0,185
217864,0,715,322,0,0,0,0,0,75,14,0,0,0,0,322,709,0,85,0,0,0
217873,0,417,43,0,0,0,0,0,0,0,0,0,0,0,43,417,0,0,0,0,0
217882,0,5060,1713,210,0,210,0,0,118,61,244,0,0,244,1672,4934,0,178,0,0,204
217891,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0
217907,0,203,63,0,0,0,0,0,0,0,0,0,0,0,63,203,0,0,0,0,0
217925,29,146,328,0,0,0,19,0,7,7,115,0,0,115,328,146,29,14,19,0,0
217934,0,206,237,0,0,0,0,0,0,0,0,0,0,0,237,206,0,0,0,0,0
217961,0,172,108,0,0,0,0,0,0,8,36,0,0,36,108,172,0,8,0,0,0
217989,32,,,113,0,113,44,0,,,,,,,,,31,,44,0,100
217998,0,82,23,0,0,0,0,0,0,0,12,0,0,12,23,82,0,0,0,0,0
218025,315,,,255,0,255,81,0,,,,,,,,,311,,81,0,234
218061,0,487,134,0,0,0,0,0,0,10,0,7,0,7,134,485,0,10,0,0,0
218070,0,608,64,7,0,7,0,0,0,3,0,0,0,0,64,608,0,3,0,0,7
218113,1217,5,0,574,66,508,329,0,0,0,0,0,0,0,0,5,1167,0,256,65,337
218140,925,,,647,0,647,30,0,,,,,,,,,916,,30,0,595
218159,0,,,0,0,0,43,0,,,,,,,,,0,,43,0,0
218195,0,,,0,0,0,27,0,,,,,,,,,0,,27,0,0
218229,0,616,54,2,0,2,0,0,0,0,0,0,0,0,54,616,0,0,0,0,2
218238,21,378,83,0,0,0,0,0,0,0,0,0,0,0,83,376,21,0,0,0,0
218335,0,198,324,0,0,0,0,0,2,7,254,299,0,549,324,198,0,9,0,0,0
218353,888,,,597,2,595,58,0,,,,,,,,,870,,58,1,565
218399,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0
218414,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0
218441,0,381,96,1,0,1,0,0,1,0,18,0,0,18,96,381,0,1,0,0,1
218487,258,,,378,0,378,61,0,,,,,,,,,258,,61,0,330
218520,631,,,918,0,918,104,0,,,,,,,,,624,,104,0,700
218539,0,191,32,0,0,0,0,0,0,0,0,52,0,52,32,182,0,0,0,0,0
218645,0,548,261,0,0,0,0,0,0,0,0,0,0,0,261,546,0,0,0,0,0
218654,0,360,5,0,0,0,0,0,0,0,0,0,0,0,5,357,0,0,0,0,0
218663,1,6340,1740,11,0,11,0,0,298,24,365,500,0,865,1735,6290,1,289,0,0,11
218672,182,,,0,0,0,0,0,,,,,,,,,177,,0,0,0
218681,110,,,0,0,0,0,0,,,,,,,,,95,,0,0,0
218690,175,,,0,0,0,0,0,,,,,,,,,159,,0,0,0
218706,97,,,0,0,0,0,0,,,,,,,,,77,,0,0,0
218724,0,1859,289,1,0,1,0,0,3,0,12,0,0,12,289,1844,0,3,0,0,1
218733,0,319,70,0,0,0,0,0,0,11,19,0,0,19,70,319,0,11,0,0,0
218742,0,1178,242,0,0,0,0,0,1,0,0,0,0,0,242,1173,0,1,0,0,0
218751,0,0,0,0,0,0,0,0,0,0,0,121,0,121,0,0,0,0,0,0,0
218821,235,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,233,0,0,0,0
218830,617,,,362,0,362,78,0,,,,,,,,,615,,78,0,353
218858,359,,,255,0,255,21,0,,,,,,,,,358,,21,0,220
218885,820,,,1520,59,1461,109,0,,,,,,,,,792,,109,59,1198
218894,1438,,,1107,0,1107,36,0,,,,,,,,,1403,,36,0,978
218919,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0
218955,64,,,76,0,76,14,0,,,,,,,,,61,,14,0,72
218964,0,881,336,0,0,0,0,0,19,20,0,0,0,0,336,855,0,39,0,0,0
218973,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0
218991,673,,,622,0,622,55,0,,,,,,,,,670,,55,0,607
219000,0,413,249,0,0,0,0,0,0,0,0,0,0,0,249,413,0,0,0,0,0
219037,0,,,24,0,24,16,0,,,,,,,,,0,,16,0,24
219046,44,395,68,32,0,32,0,0,0,0,0,0,0,0,68,393,44,0,0,0,32
219082,54,333,97,53,0,53,5,0,6,0,13,0,0,13,97,330,54,6,5,0,31
219091,1,153,37,0,0,0,0,0,35,0,0,0,0,0,37,152,1,35,0,0,0
219125,0,,,53,0,53,20,0,,,,,,,,,0,,20,0,52
219143,503,,,62,22,40,215,2,,,,,,,,,503,,217,22,40
219170,0,,,0,0,0,0,12,,,,,,,,,0,,12,0,0
219189,303,,,18,0,18,143,0,,,,,,,,,302,,140,0,18
219198,8,112,23,0,0,0,6,0,0,4,0,36,0,36,23,112,8,4,6,0,0
219204,54,153,80,11,0,11,16,0,10,0,8,0,0,8,79,153,54,10,16,0,11
219240,0,2,91,0,0,0,0,0,3,0,0,8,0,8,91,2,0,3,0,0,0
219259,26,264,64,19,0,19,0,0,0,0,0,0,0,0,64,260,26,0,0,0,19
219277,103,38,8,16,0,16,0,0,0,0,0,0,0,0,8,38,103,0,0,0,16
219295,14,126,11,0,0,0,0,0,0,0,0,0,0,0,11,126,13,0,0,0,0
219338,0,,,0,0,0,0,6,,,,,,,,,0,,6,0,0
219347,1,379,117,0,0,0,0,0,19,8,21,0,0,21,117,366,1,26,0,0,0
219356,105,1927,340,48,0,48,0,0,26,3,49,108,0,157,340,1907,105,29,0,0,42
219374,40,28,17,0,0,0,2,0,0,0,0,0,0,0,17,28,40,0,2,0,0
219383,8,349,144,0,0,0,0,0,0,0,0,0,0,0,143,340,8,0,0,0,0
219392,0,,,0,0,0,0,14,,,,,,,,,0,,14,0,0
219408,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,6,0,0
219426,522,,,17,1,16,258,0,,,,,,,,,493,,258,1,16
219453,0,,,35,0,35,58,0,,,,,,,,,0,,58,0,35
219471,25,1193,495,29,0,29,0,0,34,0,45,211,0,255,493,1177,25,34,0,0,25
219480,197,,,38,15,23,142,0,,,,,,,,,197,,142,15,23
219505,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
219587,0,,,0,0,0,34,0,,,,,,,,,0,,34,0,0
219596,0,,,16,0,16,41,26,,,,,,,,,0,,67,0,16
219602,387,1568,405,0,0,0,0,0,48,5,8,0,0,8,403,1564,387,41,0,0,0
219639,11,183,0,0,0,0,0,0,0,0,0,9,0,9,0,183,11,0,0,0,0
219709,0,1496,319,0,0,0,0,0,0,0,0,296,0,296,319,1494,0,0,0,0,0
219718,115,411,162,0,0,0,0,0,0,0,0,0,0,0,162,411,115,0,0,0,0
219790,4,201,110,0,0,0,0,0,0,0,0,0,0,0,110,197,4,0,0,0,0
219806,45,357,305,0,0,0,0,0,0,95,70,0,0,70,305,357,45,95,0,0,0
219824,1163,,,184,0,184,82,0,,,,,,,,,1160,,82,0,150
219833,7,332,234,0,0,0,0,0,0,0,0,0,0,0,234,318,7,0,0,0,0
219842,0,0,64,0,0,0,0,10,0,0,0,0,14,14,64,0,0,0,10,0,0
219851,0,,,29,0,29,26,0,,,,,,,,,0,,26,0,29
219879,449,,,401,0,401,242,0,,,,,,,,,448,,241,0,335
219888,934,,,119,0,119,46,0,,,,,,,,,926,,46,0,106
219903,131,,,176,6,170,471,0,,,,,,,,,131,,471,6,170
219921,0,,,74,7,67,91,7,,,,,,,,,0,,98,7,67
219949,237,276,141,0,0,0,0,0,0,0,0,0,0,0,141,276,237,0,0,0,0
219976,1,685,564,0,0,0,0,0,151,0,43,62,0,105,559,678,1,148,0,0,0
219994,0,,,122,0,122,280,90,,,,,,,,,0,,369,0,120
220002,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0
220057,407,,,307,0,307,169,0,,,,,,,,,407,,168,0,270
220075,0,2470,681,0,0,0,0,0,109,4,148,143,0,291,681,2454,0,113,0,0,0
220118,33,,,69,0,69,41,0,,,,,,,,,33,,41,0,69
220127,0,,,113,0,113,193,48,,,,,,,,,0,,241,0,113
220163,0,,,15,0,15,13,0,,,,,,,,,0,,13,0,15
220181,0,139,8,0,0,0,0,0,0,0,0,0,0,0,8,139,0,0,0,0,0
220206,6,33,4,0,0,0,0,0,0,0,0,0,0,0,4,33,6,0,0,0,0
220215,16,287,110,0,0,0,0,0,4,80,5,0,0,5,109,277,16,84,0,0,0
220251,0,,,51,0,51,92,24,,,,,,,,,0,,116,0,47
220279,0,,,84,1,83,101,20,,,,,,,,,0,,121,1,77
220321,0,,,51,0,51,81,12,,,,,,,,,0,,84,0,23
220394,0,,,0,0,0,140,19,,,,,,,,,0,,159,0,0
220400,532,,,102,0,102,31,0,,,,,,,,,530,,31,0,94
220464,38,,,0,0,0,14,0,,,,,,,,,38,,14,0,0
220473,23,157,104,2,0,2,0,0,7,0,11,0,0,11,104,157,23,7,0,0,2
220491,0,,,104,0,104,71,0,,,,,,,,,0,,71,0,104
220516,3,461,157,0,0,0,0,0,0,0,0,4,0,4,157,461,3,0,0,0,0
220552,1104,484,242,5,0,5,251,0,1,0,0,235,0,235,242,484,1100,1,251,0,5
220598,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,0,0,0,0
220604,3,118,0,0,0,0,0,0,0,0,0,0,0,0,0,118,3,0,0,0,0
220613,13,898,175,1,0,1,0,0,0,6,0,5,0,5,175,882,13,6,0,0,1
220631,146,330,375,0,0,0,0,0,0,67,55,434,0,486,375,324,146,67,0,0,0
220640,0,,,65,0,65,155,37,,,,,,,,,0,,185,0,65
220701,8,127,11,2,0,2,0,0,0,0,0,0,0,0,11,127,8,0,0,0,2
220710,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0
220756,0,,,24,0,24,44,3,,,,,,,,,0,,47,0,24
220765,0,,,49,0,49,122,0,,,,,,,,,0,,122,0,49
220792,0,0,151,0,0,0,0,0,0,0,8,174,0,182,151,0,0,0,0,0,0
220853,0,,,46,46,0,280,73,,,,,,,,,0,,353,46,0
220862,0,3034,1162,11,0,11,0,0,258,4,174,121,0,295,1156,3005,0,230,0,0,11
220871,0,0,17,0,0,0,0,0,0,0,0,0,12,12,17,0,0,0,0,0,0
220978,0,3709,826,4,0,4,0,0,39,47,52,0,0,52,826,3709,0,86,0,0,4
220996,0,0,0,0,0,0,0,0,0,0,0,79,0,79,0,0,0,0,0,0,0
221050,0,,,27,0,27,364,33,,,,,,,,,0,,397,0,27
221096,967,,,94,0,94,10,0,,,,,,,,,964,,10,0,89
221102,0,,,72,0,72,203,42,,,,,,,,,0,,245,0,72
221148,27,,,178,0,178,111,478,,,,,,,,,27,,589,0,178
221184,951,,,87,0,87,157,0,,,,,,,,,948,,156,0,82
221236,0,,,96,32,64,120,51,,,,,,,,,0,,159,32,55
221281,0,,,26,0,26,105,4,,,,,,,,,0,,109,0,26
221333,0,,,0,0,0,184,1,,,,,,,,,0,,185,0,0
221351,0,484,16,0,0,0,0,0,8,0,0,0,0,0,16,463,0,8,0,0,0
221388,0,,,29,2,27,90,0,,,,,,,,,0,,90,2,27
221397,850,,,45,0,45,60,0,,,,,,,,,846,,60,0,45
221430,0,,,27,27,0,137,4,,,,,,,,,0,,141,27,0
221485,926,,,159,0,159,21,0,,,,,,,,,923,,21,0,151
221494,0,,,26,15,11,100,71,,,,,,,,,0,,171,15,11
221519,0,399,29,0,0,0,0,0,0,0,0,6,0,6,29,399,0,0,0,0,0
221582,0,,,54,16,38,78,16,,,,,,,,,0,,94,16,38
221591,0,,,61,35,26,181,55,,,,,,,,,0,,227,34,22
221607,0,,,12,0,12,145,17,,,,,,,,,0,,162,0,12
221616,0,,,134,56,78,250,43,,,,,,,,,0,,293,56,78
221625,0,,,217,88,129,373,23,,,,,,,,,0,,184,75,46
221643,1415,,,314,0,314,12,0,,,,,,,,,1396,,12,0,296
221661,136,372,102,0,0,0,0,0,0,3,0,18,0,17,102,370,136,3,0,0,0
221670,0,0,0,0,0,0,0,0,0,0,0,124,0,124,0,0,0,0,0,0,0
221731,0,275,67,0,0,0,0,0,0,0,0,0,0,0,67,275,0,0,0,0,0
221740,0,1995,406,0,0,0,0,0,7,17,12,69,0,81,406,1995,0,24,0,0,0
221759,0,5343,1752,0,0,0,0,0,161,0,400,203,0,603,1734,5306,0,156,0,0,0
221768,0,1048,315,0,0,0,0,0,0,0,0,0,0,0,315,1031,0,0,0,0,0
221829,0,,,87,0,87,125,0,,,,,,,,,0,,125,0,87
221838,19,795,368,0,0,0,0,0,27,0,34,29,0,63,368,789,19,27,0,0,0
221847,0,1970,389,0,0,0,0,20,55,28,29,0,11,40,388,1927,0,78,20,0,0
221892,36,413,578,0,0,0,0,0,0,36,110,0,0,110,578,413,36,36,0,0,0
221908,868,,,169,0,169,182,0,,,,,,,,,860,,176,0,165
221953,57,228,175,0,0,0,0,0,0,0,0,0,0,0,175,228,57,0,0,0,0
221971,31,510,287,0,0,0,5,0,0,17,53,49,0,102,281,507,31,17,5,0,0
221999,0,1715,1674,0,0,0,0,0,0,35,481,353,0,823,1670,1715,0,35,0,0,0
222053,1201,,,281,0,281,146,0,,,,,,,,,1193,,146,0,256
222062,932,,,236,0,236,81,0,,,,,,,,,909,,72,0,230
222105,33,,,93,0,93,6,9,,,,,,,,,33,,15,0,93
222178,3,624,401,0,0,0,0,0,31,0,49,46,7,79,366,562,3,31,0,0,0
222567,778,,,191,0,191,284,0,,,,,,,,,776,,249,0,190
222576,1411,,,537,0,537,432,0,,,,,,,,,1400,,337,0,511
222628,0,82,321,0,0,0,0,0,0,0,0,0,0,0,321,82,0,0,0,0,0
222822,439,,,152,3,149,325,0,,,,,,,,,438,,309,3,135
222831,0,1147,690,64,0,64,0,0,44,6,0,27,0,27,690,1143,0,50,0,0,45
222877,0,25,1,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0
222886,0,,,168,158,10,79,23,,,,,,,,,0,,102,158,10
222938,17,54,0,0,0,0,0,0,0,0,0,0,0,0,0,54,17,0,0,0,0
222983,0,310,16,0,0,0,0,0,0,0,0,0,0,0,16,310,0,0,0,0,0
222992,4621,48,0,2130,1,2129,444,0,0,0,0,0,0,0,0,48,4488,0,428,1,1805
223001,0,0,53,0,0,0,0,0,0,0,0,5,0,5,53,0,0,0,0,0,0
223056,0,,,0,0,0,37,0,,,,,,,,,0,,37,0,0
223083,276,24,0,4,0,4,22,0,0,0,0,0,0,0,0,24,276,0,22,0,4
223117,1,2,14,0,0,0,0,0,0,0,0,0,0,0,14,2,1,0,0,0,0
223223,0,0,76,0,0,0,0,0,0,0,103,170,0,273,76,0,0,0,0,0,0
223232,0,3263,1317,0,0,0,0,0,34,0,274,376,0,650,1267,3263,0,31,0,0,0
223320,465,,,85,0,85,58,3,,,,,,,,,465,,56,0,71
223427,2401,,,29,0,29,172,0,,,,,,,,,2401,,172,0,29
223463,36,4,0,104,0,104,102,0,0,0,0,0,0,0,0,4,36,0,102,0,104
223472,125,,,0,0,0,0,0,,,,,,,,,125,,0,0,0
223506,456,59,0,245,0,245,181,0,0,0,0,0,0,0,0,59,451,0,180,0,242
223816,1518,,,564,0,564,605,0,,,,,,,,,1439,,505,0,418
223852,0,,,0,0,0,26,0,,,,,,,,,0,,26,0,0
223898,405,,,0,0,0,259,0,,,,,,,,,381,,167,0,0
223922,174,,,0,0,0,116,0,,,,,,,,,174,,115,0,0
224004,0,478,196,0,0,0,0,0,0,0,25,0,0,25,196,477,0,0,0,0,0
224013,0,,,0,0,0,41,0,,,,,,,,,0,,41,0,0
224110,1101,,,0,0,0,498,0,,,,,,,,,1101,,498,0,0
224147,0,1787,928,6,0,6,0,0,4,7,33,16,0,49,928,1780,0,11,0,0,6
224156,0,,,135,0,135,125,0,,,,,,,,,0,,125,0,135
224226,26,588,337,0,0,0,0,0,1,0,43,0,0,43,337,560,26,1,0,0,0
224244,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0
224271,62,,,0,0,0,49,0,,,,,,,,,58,,49,0,0
224305,0,0,403,0,0,0,0,0,8,0,49,0,0,37,396,0,0,8,0,0,0
224323,0,307,325,0,0,0,0,0,3,0,13,0,0,13,320,306,0,3,0,0,0
224350,1324,0,0,346,0,346,216,0,0,0,0,0,0,0,0,0,1229,0,201,0,314
224527,0,284,77,3,0,3,0,0,0,0,0,0,0,0,77,284,0,0,0,0,3
224545,0,381,112,0,0,0,0,0,0,0,3,0,0,3,112,381,0,0,0,0,0
224554,0,1956,1449,0,0,0,0,0,0,11,61,0,0,61,1444,1954,0,11,0,0,0
224615,7626,0,0,2819,0,2819,468,0,0,0,0,0,0,0,0,0,7568,0,462,0,2288
224642,3394,,,239,12,227,412,0,,,,,,,,,3337,,366,12,217
224660,106,44,5,0,0,0,33,0,0,0,0,0,0,0,5,44,106,0,33,0,0
224679,258,27,0,379,379,0,224,0,0,0,0,0,0,0,0,27,258,0,224,379,0
224712,0,0,46,0,0,0,0,0,7,0,0,0,0,0,46,0,0,7,0,0,0
224758,0,,,3,0,3,14,0,,,,,,,,,0,,14,0,3
224776,20,32,0,0,0,0,2,0,0,0,0,0,0,0,0,32,20,0,2,0,0
224828,0,,,34,0,34,31,0,,,,,,,,,0,,31,0,34
224891,149,,,93,0,93,29,0,,,,,,,,,139,,29,0,93
224961,349,7,0,168,0,168,153,0,0,0,0,0,0,0,0,7,340,0,134,0,168
225043,0,,,0,0,0,0,0,,,,,,,,,0,,0,0,0
225070,724,71,0,175,0,175,711,0,0,0,0,0,0,0,0,71,613,0,516,0,148
225201,148,162,46,0,0,0,0,0,0,0,0,0,0,0,46,162,148,0,0,0,0
225247,0,334,137,0,0,0,0,0,0,10,2,41,0,43,134,334,0,10,0,0,0
225308,939,19,0,320,0,320,146,0,0,0,0,0,0,0,0,19,928,0,146,0,313
225371,392,,,216,0,216,62,0,,,,,,,,,392,,62,0,216
225399,0,556,390,6,0,6,0,0,3,0,30,0,0,30,389,554,0,3,0,0,6
225414,0,1517,813,0,0,0,0,0,0,0,27,0,0,27,813,1517,0,0,0,0,0
225423,5387,,,812,0,812,480,0,,,,,,,,,5374,,479,0,809
225432,0,3266,546,0,0,0,0,0,422,0,0,0,0,0,546,3263,0,403,0,0,0
225502,0,842,486,0,0,0,0,0,0,0,0,0,0,0,484,842,0,0,0,0,0
225511,0,8140,1874,0,0,0,0,0,0,0,408,430,0,838,1864,8060,0,0,0,0,0
225520,416,,,50,0,50,159,0,,,,,,,,,416,,159,0,50
225548,0,122,22,0,0,0,0,0,0,0,0,0,0,0,22,122,0,0,0,0,0
225575,35,201,8,0,0,0,0,0,0,0,0,0,0,0,8,201,35,0,0,0,0
225627,24,1016,568,0,0,0,0,0,0,0,14,346,0,359,568,1012,24,0,0,0,0
225876,74,,,0,0,0,0,0,,,,,,,,,74,,0,0,0
225885,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0
225991,59,,,0,0,0,0,0,,,,,,,,,38,,0,0,0
226019,722,,,114,0,114,172,0,,,,,,,,,704,,171,0,107
226091,0,1577,3287,0,0,0,0,0,930,0,66,11,0,77,3269,1571,0,930,0,0,0
226107,248,,,53,0,53,346,0,,,,,,,,,241,,322,0,50
226116,341,,,165,0,165,55,0,,,,,,,,,329,,55,0,163
226125,0,,,35,0,35,66,0,,,,,,,,,0,,64,0,34
226134,1238,12,0,504,0,504,297,0,0,0,0,0,0,0,0,12,1229,0,277,0,403
226152,0,1223,607,0,0,0,0,0,0,0,0,0,0,0,576,1213,0,0,0,0,0
226204,1267,,,2298,0,2298,112,0,,,,,,,,,1267,,112,0,2298
226231,12,355,86,0,0,0,0,0,0,0,0,0,0,0,86,355,12,0,0,0,0
226277,8,,,0,0,0,466,229,,,,,,,,,8,,695,0,0
226383,0,305,103,0,0,0,0,0,0,0,0,0,0,0,98,301,0,0,0,0,0
226408,583,0,0,109,0,109,68,0,0,0,0,0,0,0,0,0,582,0,68,0,104
226471,0,674,131,0,0,0,0,0,0,1,11,40,0,51,131,673,0,1,0,0,0
226578,1278,,,346,14,332,169,0,,,,,,,,,1118,,162,14,297
226587,0,208,4,0,0,0,0,0,0,0,0,0,0,0,4,207,0,0,0,0,0
226675,0,,,38,0,38,0,140,,,,,,,,,0,,140,0,38
226806,468,24,0,374,0,374,129,0,0,0,0,0,0,0,0,24,466,0,129,0,344
226833,0,1164,215,0,0,0,0,0,0,0,0,0,0,0,215,1163,0,0,0,0,0
226860,0,,,24,0,24,32,0,,,,,,,,,0,,32,0,24
226879,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,0
226903,29,,,387,0,387,235,0,,,,,,,,,29,,235,0,387
227058,0,,,25,0,25,32,0,,,,,,,,,0,,32,0,25
227146,906,,,0,0,0,385,0,,,,,,,,,896,,359,0,0
227182,8774,67,0,1579,88,1491,1029,0,0,0,0,0,0,0,0,67,8745,0,1028,88,1349
227216,0,7786,2702,0,0,0,0,0,243,0,304,11,0,315,2702,7786,0,243,0,0,0
227225,408,,,266,0,266,31,0,,,,,,,,,392,,31,0,233
227289,0,0,24,0,0,0,0,0,0,0,2,3,0,5,24,0,0,0,0,0,0
227298,0,,,171,0,171,0,0,,,,,,,,,0,,0,0,171
227304,1130,79,0,332,0,332,240,0,0,0,0,0,0,0,0,72,1038,0,209,0,292
227313,0,,,140,0,140,89,0,,,,,,,,,0,,89,0,140
227322,0,,,135,0,135,133,0,,,,,,,,,0,,133,0,135
