unitid,ASCDEG,BASDEG,MASDEG,CERT1,CERT1a,CERT1b,CERT2,CERT4,PBACERT,PMACERT,DocDegRS,DocDegPP,DocDegOT,SDOCDEG,SMASDEG,SBASDEG,SASCDEG,SBAMACRT,SCERT24,SCERT1a,SCERT1b
164915,0,0,16,0,0,0,0,0,0,1,0,3,0,3,16,0,0,1,0,0,0
164924,0,2340,1559,0,0,0,0,0,0,4,186,256,0,442,1535,1983,0,4,0,0,0
164988,0,4736,5692,57,0,57,319,28,13,69,564,587,0,1146,5616,4596,0,82,344,0,57
165015,0,855,686,0,0,0,0,0,0,1,77,0,0,77,679,855,0,1,0,0,0
165024,0,1842,480,64,64,0,0,0,31,29,0,0,0,0,480,1842,0,60,0,63,0
165033,904,,,151,1,150,0,0,,,,,,,,,889,,0,1,143
165060,0,,,0,0,0,0,56,,,,,,,,,0,,56,0,0
165112,1125,,,204,0,204,0,0,,,,,,,,,1122,,0,0,197
165167,26,233,626,2,0,2,0,0,14,31,5,0,0,5,626,233,26,45,0,0,2
165194,348,,,139,0,139,0,0,,,,,,,,,348,,0,0,111
165255,0,,,114,0,114,107,0,,,,,,,,,0,,107,0,114
165264,323,109,0,39,0,39,0,0,0,0,0,0,0,0,0,109,323,0,0,0,39
165334,0,559,520,0,0,0,0,0,0,17,29,0,0,26,516,559,0,17,0,0,0
165495,0,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
165529,0,550,91,0,0,0,0,0,0,11,0,0,0,0,91,550,0,11,0,0,0
165556,0,,,48,0,48,246,0,,,,,,,,,0,,246,0,48
165574,82,222,0,10,0,10,0,0,0,0,0,0,0,0,0,222,82,0,0,0,10
165608,0,,,0,0,0,29,0,,,,,,,,,0,,29,0,0
165635,0,,,0,0,0,0,153,,,,,,,,,0,,153,0,0
165644,4,119,68,0,0,0,0,0,0,0,0,0,0,0,68,119,4,0,0,0,0
165662,0,945,558,0,0,0,0,0,0,0,0,0,0,0,558,945,0,0,0,0,0
165671,0,448,40,0,0,0,0,0,6,0,0,0,0,0,40,448,0,6,0,0,0
165699,13,685,501,2,0,2,0,0,22,1,30,0,0,30,501,685,13,23,0,0,2
165750,0,,,16,0,16,26,0,,,,,,,,,0,,26,0,16
165802,41,188,34,0,0,0,8,0,0,0,0,0,0,0,34,188,41,0,8,0,0
165820,0,804,1051,0,0,0,0,0,36,20,0,0,0,0,1051,801,0,56,0,0,0
165866,0,718,500,0,0,0,0,0,30,0,0,0,0,0,500,718,0,30,0,0,0
165884,65,10,0,203,0,203,0,0,0,0,0,0,0,0,0,10,65,0,0,0,203
165936,0,325,97,0,0,0,0,0,0,19,0,0,0,0,97,325,0,18,0,0,0
165945,0,0,300,0,0,0,0,0,45,0,0,0,41,41,288,0,0,45,0,0,0
165981,168,,,74,0,74,32,0,,,,,,,,,167,,32,0,74
166018,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0
166027,0,1697,5791,52,0,52,0,0,1753,18,791,805,0,1594,5716,1697,0,1669,0,0,51
166045,0,1,22,0,0,0,0,0,3,0,0,0,0,0,21,1,0,3,0,0,0
166054,0,12,21,0,0,0,0,0,6,0,0,0,0,0,21,12,0,6,0,0,0
166124,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,0
166133,555,,,144,0,144,7,0,,,,,,,,,553,,7,0,143
166391,1,300,243,0,0,0,0,0,3,0,0,0,0,0,243,300,1,3,0,0,0
166407,115,,,0,0,0,0,0,,,,,,,,,115,,0,0,0
166452,0,463,617,0,0,0,0,0,0,0,29,0,0,29,617,463,0,0,0,0,0
166489,0,0,45,0,0,0,0,2,2,0,0,0,0,0,45,0,0,2,2,0,0
166498,0,,,0,0,0,23,0,,,,,,,,,0,,23,0,0
166513,32,2837,1361,125,0,125,0,0,321,0,120,51,0,171,1361,2832,32,303,0,0,125
166629,21,6276,1752,567,0,567,0,0,180,18,349,46,0,395,1722,5887,21,197,0,0,537
166638,0,2754,812,16,0,16,0,0,175,20,84,20,0,104,809,2754,0,194,0,0,16
166647,395,,,131,58,73,31,0,,,,,,,,,394,,31,58,66
166656,0,932,761,6,0,6,4,0,37,12,7,616,11,634,761,932,0,48,4,0,6
166674,0,351,56,27,0,27,2,0,5,0,0,0,0,0,56,351,0,5,2,0,27
166683,0,1100,1990,0,0,0,0,0,0,0,735,0,0,735,1898,1100,0,0,0,0,0
166692,0,316,51,0,0,0,0,0,0,0,0,0,0,0,51,316,0,0,0,0,0
166708,0,0,44,0,0,0,0,0,0,7,53,200,0,245,44,0,0,7,0,0,0
166717,0,11,172,0,0,0,0,0,14,0,0,109,0,109,172,11,0,14,0,0,0
166805,0,,,0,0,0,40,0,,,,,,,,,0,,40,0,0
166823,739,,,78,0,78,20,0,,,,,,,,,735,,20,0,72
166850,0,932,721,4,0,4,0,0,8,4,0,0,0,0,721,931,0,12,0,0,4
166869,0,186,244,0,0,0,0,0,0,22,7,119,24,150,244,186,0,22,0,0,0
166887,727,,,165,0,165,6,0,,,,,,,,,724,,6,0,165
166911,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0
166939,0,577,60,0,0,0,0,0,0,0,0,0,0,0,60,577,0,0,0,0,0
166957,540,,,130,0,130,17,0,,,,,,,,,536,,17,0,129
167039,0,,,0,0,0,9,0,,,,,,,,,0,,9,0,0
167057,0,85,103,0,0,0,0,1,25,0,4,0,0,4,103,85,0,25,1,0,0
167093,0,0,9,0,0,0,0,0,0,0,0,118,0,118,9,0,0,0,0,0,0
167215,0,0,0,0,0,0,0,0,0,0,0,283,0,283,0,0,0,0,0,0,0
167260,4,295,109,0,0,0,0,0,0,0,0,0,0,0,108,294,4,0,0,0,0
167288,0,269,38,0,0,0,0,0,0,10,0,0,0,0,38,253,0,10,0,0,0
167297,0,,,0,0,0,48,37,,,,,,,,,0,,85,0,0
167312,734,,,103,0,103,50,0,,,,,,,,,729,,50,0,102
167358,0,4461,4022,0,0,0,0,0,0,14,254,447,0,701,4016,4453,0,14,0,0,0
167376,470,,,112,0,112,87,0,,,,,,,,,465,,87,0,108
167394,6,283,86,33,0,33,8,0,34,5,0,27,0,27,86,283,6,39,8,0,33
167464,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
167525,301,0,0,88,3,85,35,0,0,0,0,0,0,0,0,0,296,0,35,3,80
167534,898,,,259,9,250,130,0,,,,,,,,,898,,130,9,250
167598,147,387,541,0,0,0,0,0,0,160,0,71,0,71,540,385,147,160,0,0,0
167631,132,,,0,0,0,2,0,,,,,,,,,132,,2,0,0
167677,0,4,28,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0
167729,0,1237,527,0,0,0,0,0,15,68,0,0,0,0,527,1237,0,83,0,0,0
167783,0,412,1413,0,0,0,0,0,0,38,8,57,0,65,1412,411,0,38,0,0,0
167792,91,47,0,0,0,0,0,0,0,0,0,0,0,0,0,47,91,0,0,0,0
167835,0,596,128,0,0,0,0,0,18,0,10,0,0,10,128,596,0,18,0,0,0
167871,0,,,38,0,38,82,0,,,,,,,,,0,,82,0,38
167899,0,473,315,0,0,0,0,0,0,1,6,49,0,55,315,473,0,1,0,0,0
167905,719,,,126,0,126,6,0,,,,,,,,,718,,6,0,125
167987,0,1233,454,22,0,22,4,0,55,1,30,98,0,128,452,1229,0,56,4,0,22
167996,0,557,31,11,0,11,0,0,0,0,0,0,0,0,31,544,0,0,0,0,11
168005,1,1116,671,5,5,0,12,0,17,0,4,330,0,334,620,1115,1,17,12,5,0
168032,0,,,0,0,0,9,0,,,,,,,,,0,,9,0,0
168148,0,1479,1356,10,0,10,0,0,142,64,143,565,0,704,1322,1457,0,205,0,0,10
168218,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0
168227,30,848,112,32,0,32,0,0,0,0,0,0,0,0,112,848,30,0,0,0,32
168254,1,593,180,123,0,123,0,0,14,0,2,171,0,173,180,593,1,14,0,0,123
168263,0,982,246,0,0,0,0,0,15,4,0,0,0,0,246,981,0,19,0,0,0
168281,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0
168342,0,513,37,0,0,0,0,0,0,0,0,0,0,0,37,513,0,0,0,0,0
168421,0,1197,684,0,0,0,0,0,99,1,69,0,0,69,683,1197,0,100,0,0,0
168430,0,1029,286,0,0,0,0,0,111,10,0,0,0,0,286,1029,0,121,0,0,0
168528,26,324,49,10,0,10,0,0,0,0,0,0,0,0,49,313,21,0,0,0,10
168546,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0
168555,0,,,2,0,2,18,0,,,,,,,,,0,,18,0,2
168573,0,,,577,0,577,0,0,,,,,,,,,0,,0,0,577
168591,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0
168607,197,2,0,13,0,13,83,0,0,0,0,0,0,0,0,2,193,0,81,0,12
168740,2,309,323,2,0,2,0,0,25,4,85,14,0,99,323,308,2,29,0,0,2
168786,2,326,24,0,0,0,0,0,0,0,0,0,0,0,24,326,2,0,0,0,0
168847,379,892,141,4,0,4,22,0,1,0,12,0,0,12,141,892,379,1,22,0,4
168883,254,,,0,0,0,55,0,,,,,,,,,245,,54,0,0
168892,0,,,20,0,20,17,0,,,,,,,,,0,,17,0,20
169080,14,715,74,2,0,2,18,0,0,0,0,0,0,0,74,705,14,0,18,0,2
169099,0,0,55,0,0,0,0,0,4,0,2,0,0,2,55,0,0,4,0,0,0
169187,0,,,18,0,18,42,8,,,,,,,,,0,,50,0,18
169220,0,0,72,0,0,0,0,0,0,0,0,15,0,15,72,0,0,0,0,0,0
169248,0,2844,1356,104,0,104,0,0,65,14,94,171,0,265,1350,2826,0,77,0,0,96
169275,1009,,,0,0,0,68,37,,,,,,,,,853,,95,0,0
169284,0,,,7,0,7,114,0,,,,,,,,,0,,114,0,7
169327,12,84,73,0,0,0,0,1,1,0,0,0,0,0,73,84,12,1,1,0,0
169363,0,172,39,0,0,0,0,0,0,0,0,0,0,0,34,158,0,0,0,0,0
169424,0,0,63,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
169442,0,298,24,3,0,3,0,0,0,0,0,0,0,0,24,298,0,0,0,0,3
169479,152,935,328,0,0,0,20,0,3,87,0,0,0,0,324,928,142,89,19,0,0
169503,0,,,118,0,118,84,0,,,,,,,,,0,,84,0,118
169521,901,,,59,2,57,44,35,,,,,,,,,875,,76,2,53
169576,0,,,0,0,0,74,0,,,,,,,,,0,,74,0,0
169655,148,,,203,0,203,425,208,,,,,,,,,148,,633,0,203
169716,0,633,446,43,0,43,0,0,56,38,12,355,0,367,443,631,0,94,0,0,43
169761,0,,,120,87,33,271,0,,,,,,,,,0,,271,87,33
169798,0,2971,944,0,0,0,0,0,70,21,24,4,0,28,944,2971,0,91,0,0,0
169813,0,,,38,0,38,7,0,,,,,,,,,0,,7,0,38
169910,758,1912,198,271,3,268,0,0,27,0,22,175,0,197,196,1894,746,27,0,3,238
169974,159,,,0,0,0,28,0,,,,,,,,,159,,28,0,0
169983,0,373,161,0,0,0,0,0,0,0,0,0,0,0,161,357,0,0,0,0,0
169992,114,,,9,0,9,57,0,,,,,,,,,114,,57,0,9
170000,66,102,24,0,0,0,0,0,0,0,0,0,0,0,24,102,66,0,0,0,0
170037,34,317,153,0,0,0,0,0,0,0,3,0,0,3,153,317,34,0,0,0,0
170055,1204,,,39,0,39,280,0,,,,,,,,,1199,,274,0,39
170082,0,4637,971,191,0,191,0,0,36,29,0,82,0,82,970,4618,0,54,0,0,172
170091,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,0,0,0,0
170240,1337,3,0,90,16,74,66,0,0,0,0,0,0,0,0,3,1301,0,66,16,72
170286,0,318,17,0,0,0,0,0,0,0,2,0,0,2,17,318,0,0,0,0,0
170301,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0
170444,676,4,0,126,0,126,83,0,0,0,0,0,0,0,0,4,643,0,81,0,121
170532,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0
170541,875,,,40,0,40,56,0,,,,,,,,,873,,56,0,40
170550,573,,,71,0,71,199,0,,,,,,,,,539,,199,0,63
170587,172,,,6,0,6,132,0,,,,,,,,,172,,132,0,6
170611,0,,,49,0,49,19,0,,,,,,,,,0,,19,0,49
170620,365,,,14,0,14,8,0,,,,,,,,,363,,8,0,14
170639,146,327,0,0,0,0,16,0,0,0,0,0,0,0,0,327,146,0,16,0,0
170657,1276,,,500,136,364,450,0,,,,,,,,,1199,,443,131,331
170675,5,388,221,0,0,0,5,0,25,0,3,0,0,3,221,375,5,23,5,0,0
170736,0,,,6,0,6,17,0,,,,,,,,,0,,17,0,4
170790,2252,,,41,1,40,316,0,,,,,,,,,2108,,274,1,39
170806,10,586,176,98,0,98,42,0,43,2,3,11,0,14,176,584,10,39,32,0,71
170967,17,215,12,0,0,0,0,0,0,0,0,0,0,0,12,215,17,0,0,0,0
170976,0,8021,4731,0,0,0,0,0,0,300,892,738,0,1613,4551,7797,0,287,0,0,0
171012,0,,,0,0,0,0,27,,,,,,,,,0,,27,0,0
171100,0,8878,2045,0,0,0,86,0,223,4,539,889,0,1419,1990,8617,0,219,84,0,0
171128,5,1164,353,0,0,0,0,0,124,0,74,0,0,74,353,1144,5,107,0,0,0
171137,0,1458,643,42,0,42,0,0,3,0,24,0,0,24,630,1401,0,3,0,0,38
171146,0,1066,259,22,0,22,0,0,2,10,2,151,0,153,255,1063,0,12,0,0,21
171155,351,,,37,0,37,31,0,,,,,,,,,339,,31,0,28
171225,351,,,37,0,37,28,0,,,,,,,,,346,,28,0,33
171234,182,,,10,9,1,110,0,,,,,,,,,172,,108,9,1
171304,505,,,37,0,37,90,0,,,,,,,,,501,,90,0,37
171395,196,,,13,0,13,15,0,,,,,,,,,193,,13,0,13
171456,256,1202,202,27,0,27,51,5,0,3,0,11,0,11,202,1202,255,3,56,0,27
171483,526,38,0,22,0,22,59,0,0,0,0,0,0,0,0,38,523,0,59,0,22
171492,34,644,146,0,0,0,0,0,0,0,0,0,0,0,146,644,34,0,0,0,0
171535,1666,,,235,0,235,324,0,,,,,,,,,1516,,324,0,224
171571,0,3516,796,0,0,0,0,0,42,32,62,183,0,245,796,3498,0,73,0,0,0
171599,0,178,23,0,0,0,0,0,0,0,0,0,0,0,23,178,0,0,0,0,0
171775,0,,,34,0,34,4,0,,,,,,,,,0,,4,0,34
171881,1,22,10,0,0,0,0,0,0,0,0,0,0,0,10,22,1,0,0,0,0
171988,0,,,0,0,0,64,0,,,,,,,,,0,,64,0,0
171997,0,,,0,0,0,69,0,,,,,,,,,0,,69,0,0
172015,0,,,0,0,0,78,0,,,,,,,,,0,,78,0,0
172033,0,18,16,39,0,39,19,0,0,0,0,0,0,0,16,18,0,0,19,0,39
172051,0,1265,279,0,0,0,0,0,0,7,0,4,0,4,279,1264,0,7,0,0,0
172200,1043,2,0,155,0,155,117,0,0,0,0,0,0,0,0,2,1026,0,117,0,150
172264,8,550,82,0,0,0,0,0,0,0,0,0,0,0,82,548,8,0,0,0,0
172291,798,,,0,0,0,66,0,,,,,,,,,626,,65,0,0
172307,281,,,1,0,1,31,0,,,,,,,,,280,,30,0,1
172334,8,282,656,0,0,0,0,0,0,6,0,10,0,10,656,282,8,6,0,0,0
172422,0,,,59,0,59,73,0,,,,,,,,,0,,73,0,59
172440,19,66,0,0,0,0,0,0,0,0,0,0,0,0,0,66,19,0,0,0,0
172477,0,0,18,0,0,0,0,0,0,0,0,278,0,278,18,0,0,0,0,0,0
172495,0,,,0,0,0,44,0,,,,,,,,,0,,44,0,0
172608,0,278,342,0,0,0,0,0,0,0,0,0,0,0,342,278,0,0,0,0,0
172617,1471,,,709,96,613,1320,0,,,,,,,,,1439,,1317,96,563
172635,1042,,,162,0,162,484,0,,,,,,,,,1042,,483,0,119
172644,0,3904,1826,8,0,8,0,0,32,174,218,597,0,812,1820,3841,0,205,0,0,8
172671,155,,,0,0,0,34,0,,,,,,,,,151,,33,0,0
172680,0,,,1,0,1,33,0,,,,,,,,,0,,33,0,1
172699,0,3614,1015,4,0,4,0,0,75,0,126,33,0,159,1014,3592,0,71,0,0,4
172705,0,0,30,0,0,0,0,0,0,26,0,41,0,41,30,0,0,26,0,0,0
172866,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0
172918,330,,,161,11,150,114,50,,,,,,,,,327,,164,11,150
172954,181,,,526,157,369,200,72,,,,,,,,,181,,265,157,337
172963,1095,,,65,0,65,11,0,,,,,,,,,1047,,9,0,58
173045,0,533,291,0,0,0,0,0,5,0,0,24,0,24,290,531,0,5,0,0,0
173063,360,,,99,0,99,101,82,,,,,,,,,346,,160,0,84
173115,115,,,37,0,37,22,29,,,,,,,,,114,,51,0,34
173124,57,934,88,18,0,18,10,0,2,0,0,0,0,0,88,930,57,2,10,0,18
173142,0,137,0,0,0,0,14,0,0,0,0,0,0,0,0,137,0,0,14,0,0
173160,29,657,311,15,0,15,0,0,44,0,24,12,0,36,310,632,29,44,0,0,15
173203,497,,,106,0,106,194,53,,,,,,,,,491,,241,0,102
173258,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0
173300,0,372,16,0,0,0,0,0,0,0,0,0,0,0,16,372,0,0,0,0,0
173328,22,969,734,10,0,10,0,0,23,69,14,31,0,45,734,969,22,92,0,0,10
173416,418,,,209,68,141,221,13,,,,,,,,,416,,229,68,103
173452,0,152,26,55,5,50,1,1,0,0,0,0,0,0,26,152,0,0,2,5,50
173461,665,,,177,92,85,102,48,,,,,,,,,653,,146,92,77
173470,0,,,0,0,0,11,0,,,,,,,,,0,,11,0,0
173559,724,,,43,0,43,230,52,,,,,,,,,709,,277,0,42
173638,237,,,277,194,83,161,13,,,,,,,,,237,,167,194,82
173647,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0
173665,0,411,357,4,4,0,6,0,166,36,5,0,0,5,347,405,0,194,6,4,0
173683,0,0,73,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0
173708,496,,,730,25,705,393,82,,,,,,,,,492,,389,25,516
173735,640,,,163,57,106,151,74,,,,,,,,,616,,217,57,98
173744,0,,,175,0,175,150,0,,,,,,,,,0,,150,0,175
173799,486,,,248,167,81,22,0,,,,,,,,,481,,22,167,70
173896,0,0,122,0,0,0,0,0,0,5,1,0,0,1,122,0,0,5,0,0,0
173902,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0
173911,370,,,107,0,107,82,27,,,,,,,,,366,,99,0,105
173920,53,2556,603,131,0,131,0,0,210,65,20,18,0,38,602,2546,53,223,0,0,116
173957,0,0,29,101,0,101,134,0,44,0,39,97,57,193,29,0,0,44,134,0,101
174020,0,1702,252,8,0,8,5,0,35,0,3,16,0,19,252,1701,0,33,5,0,8
174066,0,7624,2958,183,0,183,11,0,250,0,714,1052,0,1765,2942,7442,0,250,11,0,181
174075,0,394,0,11,0,11,0,0,0,0,0,0,0,0,0,394,0,0,0,0,11
174127,0,119,33,0,0,0,0,0,0,0,0,0,0,0,33,119,0,0,0,0,0
174136,940,,,450,115,335,142,19,,,,,,,,,905,,155,115,262
174154,37,156,4,0,0,0,50,0,0,0,0,0,0,0,4,156,37,0,50,0,0
174190,0,,,91,4,87,52,0,,,,,,,,,0,,52,4,87
174233,0,2051,215,31,0,31,0,0,3,0,0,1,0,1,215,1914,0,3,0,0,31
174251,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0
174321,0,,,32,0,32,36,0,,,,,,,,,0,,36,0,32
174358,5,975,277,102,0,102,0,0,15,35,14,0,0,14,277,959,5,50,0,0,70
174376,604,,,578,0,578,16,0,,,,,,,,,590,,16,0,416
174428,1349,,,199,49,150,0,0,,,,,,,,,1299,,0,49,130
174437,9,199,25,2,0,2,0,0,0,0,0,0,0,0,25,196,9,0,0,0,2
174473,374,,,167,47,120,230,28,,,,,,,,,365,,247,47,110
174491,20,483,60,0,0,0,0,0,3,0,0,0,0,0,60,477,20,3,0,0,0
174507,59,37,26,0,0,0,14,0,0,0,0,165,0,165,26,37,59,0,14,0,0
174525,6,10,0,0,0,0,4,0,0,0,0,0,0,0,0,10,6,0,4,0,0
174570,130,,,98,1,97,101,0,,,,,,,,,126,,101,1,97
174738,684,,,123,0,123,80,36,,,,,,,,,673,,116,0,118
174747,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0
174756,706,,,25,0,25,175,74,,,,,,,,,696,,240,0,25
174783,111,1553,489,63,0,63,1,0,113,1,13,0,0,13,489,1530,111,109,1,0,62
174792,0,347,24,0,0,0,0,0,0,0,0,0,0,0,24,347,0,0,0,0,0
174817,0,365,1076,0,0,0,0,0,91,63,35,15,0,50,1076,363,0,152,0,0,0
174844,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0
174862,18,146,120,7,0,7,0,0,0,0,0,0,0,0,120,146,18,0,0,0,7
174899,0,695,294,15,0,15,0,0,145,16,0,233,0,233,294,695,0,161,0,0,15
174914,48,1546,944,0,0,0,0,29,206,3,39,160,0,199,943,1510,48,208,29,0,0
174978,0,,,53,0,53,36,0,,,,,,,,,0,,36,0,53
175005,245,541,435,18,0,18,1,0,45,2,0,71,0,71,435,541,245,47,1,0,18
175014,1328,136,49,355,0,355,200,0,0,0,0,0,0,0,49,136,1324,0,179,0,284
175041,556,,,448,168,280,237,83,,,,,,,,,553,,319,168,255
175078,10,433,139,5,0,5,0,0,21,10,0,0,0,0,139,427,10,28,0,0,5
175120,0,,,500,0,500,0,0,,,,,,,,,0,,0,0,500
175139,0,0,25,0,0,0,0,0,0,0,0,3,0,3,24,0,0,0,0,0,0
175227,316,102,0,20,0,20,15,0,0,0,0,0,0,0,0,102,316,0,15,0,20
175236,545,,,39,0,39,75,80,,,,,,,,,539,,153,0,39
175263,165,,,81,0,81,142,3,,,,,,,,,161,,143,0,73
175272,53,1419,191,0,0,0,0,0,54,1,8,44,0,52,191,1408,53,55,0,0,0
175281,0,0,1,0,0,0,0,0,0,0,0,350,0,350,1,0,0,0,0,0,0
175315,1142,,,477,107,370,410,38,,,,,,,,,1125,,349,107,354
175342,23,608,145,0,0,0,0,0,0,1,0,7,0,7,145,608,23,1,0,0,0
175421,20,476,947,0,0,0,0,0,23,157,31,0,0,31,929,467,20,177,0,0,0
175430,0,148,17,0,0,0,0,0,0,0,0,0,0,0,17,148,0,0,0,0,0
175494,0,,,31,0,31,32,0,,,,,,,,,0,,32,0,31
175519,250,,,0,0,0,303,0,,,,,,,,,249,,140,0,0
175573,632,,,24,0,24,167,0,,,,,,,,,628,,167,0,22
175616,0,462,385,4,0,4,0,0,0,1,7,6,0,13,380,460,0,1,0,0,4
175643,426,,,0,0,0,113,0,,,,,,,,,422,,112,0,0
175652,684,,,25,0,25,325,0,,,,,,,,,600,,258,0,25
175698,0,,,0,0,0,25,0,,,,,,,,,0,,25,0,0
175722,0,,,0,0,0,19,0,,,,,,,,,0,,19,0,0
175786,2270,,,550,0,550,1348,0,,,,,,,,,2116,,1258,0,550
175810,1128,,,0,0,0,296,0,,,,,,,,,1094,,292,0,0
175829,980,,,12,0,12,142,0,,,,,,,,,972,,142,0,12
175856,0,1078,555,0,0,0,0,0,4,65,58,0,0,58,553,1078,0,69,0,0,0
175883,702,,,121,0,121,295,0,,,,,,,,,698,,295,0,121
175935,448,,,64,0,64,220,12,,,,,,,,,448,,232,0,64
175980,0,154,25,0,0,0,0,0,1,0,0,0,0,0,25,154,0,1,0,0,0
176008,306,,,0,0,0,107,0,,,,,,,,,306,,107,0,0
176017,0,4027,1072,0,0,0,0,0,48,0,205,497,0,699,1072,3979,0,48,0,0,0
176035,35,746,134,0,0,0,0,0,0,0,0,12,0,12,134,745,35,0,0,0,0
176044,0,212,99,0,0,0,0,0,0,0,0,0,0,0,99,212,0,0,0,0,0
176053,0,628,622,0,0,0,0,0,0,62,17,107,0,124,622,628,0,62,0,0,0
176062,0,,,0,0,0,39,0,,,,,,,,,0,,39,0,0
176071,2144,,,0,0,0,1262,0,,,,,,,,,1864,,681,0,0
176080,0,4300,1087,0,0,0,0,0,0,47,173,94,0,267,1074,4181,0,47,0,0,0
176169,661,,,0,0,0,43,0,,,,,,,,,661,,43,0,0
176178,1028,,,151,0,151,525,0,,,,,,,,,1017,,427,0,150
176239,1043,,,0,0,0,188,0,,,,,,,,,1010,,185,0,0
176318,3,122,0,0,0,0,0,0,0,0,0,0,0,0,0,122,3,0,0,0,0
176336,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
176354,370,,,22,0,22,50,0,,,,,,,,,365,,50,0,22
176372,0,2612,790,26,0,26,0,0,75,39,202,0,0,202,790,2612,0,114,0,0,26
176406,20,111,0,0,0,0,0,0,0,0,0,0,0,0,0,111,20,0,0,0,0
176433,0,,,20,0,20,24,0,,,,,,,,,0,,24,0,20
176451,0,0,20,0,0,0,0,0,0,0,0,0,4,4,20,0,0,0,0,0,0
176479,0,607,638,0,0,0,0,0,0,0,52,154,0,206,638,607,0,0,0,0,0
176600,0,0,15,0,0,0,0,0,8,0,10,0,0,10,15,0,0,8,0,0,0
176628,0,268,91,0,0,0,0,0,23,0,0,0,0,0,91,268,0,23,0,0,0
176664,3,35,18,0,0,0,0,0,0,0,0,0,0,0,18,35,3,0,0,0,0
176716,0,,,90,0,90,31,0,,,,,,,,,0,,31,0,90
176770,120,144,83,0,0,0,0,0,0,3,0,0,0,0,83,144,120,3,0,0,0
176789,10,57,22,0,0,0,0,0,0,0,0,0,0,0,22,57,10,0,0,0,0
176798,0,,,0,0,0,110,1,,,,,,,,,0,,109,0,0
176910,4,25,13,0,0,0,1,0,0,0,0,0,0,0,13,25,4,0,1,0,0
176947,10,256,0,0,0,0,0,0,0,0,0,0,0,0,0,256,10,0,0,0,0
176965,0,1567,828,317,0,317,0,0,24,94,0,0,0,0,828,1555,0,118,0,0,205
176983,0,,,9,9,0,46,0,,,,,,,,,0,,46,9,0
177038,20,15,0,0,0,0,0,0,0,0,0,129,0,129,0,15,20,0,0,0,0
177065,600,1372,184,33,0,33,0,0,0,0,0,0,0,0,184,1325,588,0,0,0,33
177083,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
177092,0,0,63,0,0,0,0,0,41,0,8,0,7,15,63,0,0,41,0,0,0
177117,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,34,21,0,0,0,0
177126,0,0,107,0,0,0,0,0,4,0,0,14,0,14,104,0,0,4,0,0,0
177135,743,,,374,0,374,97,0,,,,,,,,,725,,89,0,351
177144,0,175,32,0,0,0,0,0,0,0,0,0,0,0,32,173,0,0,0,0,0
177214,0,326,94,0,0,0,0,0,18,0,0,0,0,0,93,301,0,16,0,0,0
177250,427,,,51,0,51,93,0,,,,,,,,,424,,90,0,50
177278,0,0,23,0,0,0,0,0,0,0,8,0,0,8,23,0,0,0,0,0,0
177302,20,,,14,0,14,282,0,,,,,,,,,20,,282,0,14
177339,6,277,117,0,0,0,0,0,0,0,17,11,0,28,117,277,6,0,0,0,0
177418,0,143,111,0,0,0,1,0,1,0,6,0,0,6,111,141,0,1,1,0,0
177436,0,,,0,0,0,17,0,,,,,,,,,0,,17,0,0
177472,1490,0,0,0,0,0,759,0,0,0,0,0,0,0,0,0,1477,0,748,0,0
177542,17,101,36,0,0,0,17,0,0,0,0,0,0,0,36,101,17,0,17,0,0
177551,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0
