UNITID,F2A01,F2A19,F2A20,F2A02,F2A03,F2A03A,F2A04,F2A05,F2A05A,F2A05B,F2A06,F2A11,F2A12,F2A13,F2A15,F2A16,F2A17,F2A18,F2B01,F2B02,F2B03,F2B04,F2B05,F2B06,F2B07,F2C01,F2C02,F2C03,F2C04,F2C05,F2C06,F2C07,F2C08,F2C09,F2C10,F2C12,F2C121,F2C122,F2C13,F2C131,F2C132,F2C14,F2C141,F2C142,F2C15,F2C151,F2C152,F2C16,F2C161,F2C162,F2C17,F2C171,F2C172,F2D01,F2D012,F2D013,F2D014,F2D02,F2D022,F2D023,F2D024,F2D03,F2D032,F2D033,F2D034,F2D04,F2D042,F2D043,F2D044,F2D05,F2D052,F2D053,F2D054,F2D06,F2D062,F2D063,F2D064,F2D07,F2D072,F2D073,F2D074,F2D08,F2D082,F2D083,F2D084,F2D08A,F2D082A,F2D083A,F2D084A,F2D08B,F2D082B,F2D083B,F2D084B,F2D09,F2D092,F2D093,F2D094,F2D10,F2D102,F2D103,F2D104,F2D11,F2D112,F2D12,F2D122,F2D13,F2D132,F2D14,F2D142,F2D143,F2D144,F2D15,F2D152,F2D153,F2D154,F2D16,F2D162,F2D163,F2D164,F2D17,F2D172,F2D173,F2D174,F2D18,F2D182,F2D183,F2D184,F2E011,F2E012,F2E021,F2E022,F2E031,F2E032,F2E041,F2E042,F2E051,F2E052,F2E061,F2E062,F2E071,F2E072,F2E081,F2E091,F2E092,F2E101,F2E102,F2E121,F2E122,F2E131,F2E132,F2E133,F2E134,F2E135,F2E136,F2E137,F2FHA,F2H01,F2H02,F2H03,F2H03A,F2H03B,F2H03C,F2H03D,F2I01,F2I02,F2I03,F2I04,F2I05,F2I06,F2I07
100690,9244107,2750077,0,15676767,842459,0,14323159,511149,174818,336331,14834308,1340625,1065662,3070170,0,0,5476457,2726380,7940291,7258355,0,681936,14152372,0,14834308,1030965,22412,0,0,0,1117447,2170824,1117447,0,1117447,1030965,1030965,0,22412,22412,0,0,0,0,0,0,0,0,0,0,64070,64070,0,7751424,7751424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21350,21350,0,0,0,0,0,0,0,0,0,0,87981,87981,0,0,87981,87981,0,0,0,0,0,0,0,0,0,0,31752,36497,0,-4745,0,0,0,0,0,0,0,0,0,0,47784,47784,0,0,7940291,7945036,0,-4745,0,0,0,0,7940291,7945036,0,-4745,2409549,1719744,0,0,0,0,646408,466174,1105578,847467,3096820,1055263,0,0,0,0,0,0,0,0,0,7258355,4088648,513147,224078,157485,0,2274997,1,174818,174817,-1,0,0,0,-1,686681,7258355,681936,14152372,14834308,0,7258355
100937,45420770,85937348,0,148584093,42824628,32038349,46922381,58837084,50509099,8327985,105759465,25317015,155043138,31189513,0,0,211549666,125612318,43188270,41417929,0,1770341,103989124,0,105759465,1225167,2848492,0,0,5254516,4201350,13529525,9455866,0,9455866,0,0,0,0,0,0,0,0,0,0,0,0,3798178,3798178,0,5657688,5657688,0,12093165,12093165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4699557,4699557,0,0,13360,13360,0,0,0,0,0,0,5725389,1462164,2531141,1732084,5639439,1376214,2531141,1732084,85950,85950,0,0,0,0,0,0,7559452,1952,7338318,219182,0,0,12377301,12377301,0,0,0,0,0,0,720046,641751,78295,0,43188270,31289250,9947754,1951266,0,7422238,-7422238,0,43188270,38711488,2525516,1951266,14157499,8726640,0,0,0,0,3271348,619484,7755584,3283728,8715706,3364684,7292087,388550,225704,0,0,0,0,1,0,41417929,16383086,0,5055570,2781676,1670540,15527057,1,49403369,53984787,4581418,1732084,7557500,-4708166,0,-2706441,38007888,1770341,103989124,-7263371,40729467,41417929
101189,24489701,59754748,0,102264403,46734766,32013448,35510925,20018712,13538003,6480709,55529637,8096644,74854202,32797758,10560,0,115759164,56004416,57337646,46649762,0,10687884,44841753,0,55529637,5460873,1378661,1323990,0,286879,13037025,21487428,12567721,1158493,13726214,0,0,0,273472,250391,23081,128837,117963,10874,0,0,0,286880,262667,24213,13037025,11936700,1100325,32348171,32348171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10623852,0,10623852,0,0,0,0,0,0,0,0,0,5515478,910150,4458025,147303,5515478,910150,4458025,147303,0,0,0,0,0,0,0,0,4191479,23502,4041005,126972,0,0,3196945,3196945,0,0,0,0,0,0,1461721,1667692,-218471,12500,57337646,38146460,18904411,286775,0,17328753,-17328753,0,57337646,55475213,1575658,286775,18702957,11222920,0,0,0,0,2916760,1055449,9529685,3336964,9252378,3044523,4899793,205045,0,0,0,0,0,1348189,0,46649762,18864901,4196158,4453444,3160820,1303061,14671378,1,17838794,21332492,3493698,159803,3771872,-437977,0,8825451,55475213,10687884,44841753,14566559,32013448,46649762
101365,0,3496531,0,15858201,4204940,0,11653261,0,0,0,11653261,280000,3153703,665204,655332,0,4754239,1257708,8823445,6034809,40303,2828939,8824322,0,11653261,2268231,111538,25471,0,0,871229,3276469,871229,0,871229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871229,871229,0,8608881,8608881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214564,214564,0,0,8823445,8823445,0,0,0,0,0,0,8823445,8823445,0,0,2413642,1357816,0,0,0,0,361731,186332,1883908,516139,1017816,312631,0,0,0,0,0,0,0,357712,32341,6034809,2405259,395656,150438,77509,0,3005947,2,,,,,,,,2828939,8823445,2828939,8824322,0,0,6034809
101435,60237137,31396919,0,97943913,25948177,22201716,11627640,60368096,54053693,6314403,71995736,3049311,49235997,13588633,760882,0,66634823,35237904,35997787,24281776,0,11716011,60279725,0,71995736,1686212,168129,736250,0,3421842,6370168,12382601,10696389,0,10696389,0,0,0,168129,168129,0,736250,736250,0,0,0,0,9792010,9792010,0,0,0,0,11496855,11496855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7192347,7192347,0,0,0,0,0,0,0,0,0,0,1988403,1728745,119070,140588,1812668,1728745,83923,0,175735,0,35147,140588,0,0,0,0,9257693,1268376,2858332,5130985,0,0,5290073,5290073,0,0,428744,428744,0,0,343672,212950,130722,0,35997787,27618090,3108124,5271573,0,128736,-128736,0,35997787,27746826,2979388,5271573,6300259,3994469,0,0,0,0,1672164,828569,6174464,3080643,4884387,2161241,4025168,296399,0,0,0,0,0,1225334,0,24281776,10361321,2005644,1642339,1993665,577684,7701123,1,51910937,60206711,8295774,175735,8332989,212950,-425900,3465050,27746826,11716011,60279725,8746839,22201716,24281776
101453,19231716,2946118,0,22978534,2119918,0,5339544,15519072,8318867,7200205,20858616,1019751,2689289,3774915,0,0,7483955,4537837,7201618,3508300,0,3693318,17165298,0,20858616,159403,6377,0,0,533516,0,699296,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,893150,893150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805110,2239444,8060,557606,2805110,2239444,8060,557606,0,0,0,0,0,0,0,0,3037212,442097,2593929,1186,0,0,52838,52838,0,0,0,0,0,0,413308,413308,0,0,7201618,4040837,2601989,558792,0,383028,-383028,0,7201618,4423865,2218961,558792,668381,466595,63828,53000,68264,52980,313698,192248,391107,260672,1588408,594718,44459,6000,0,0,0,0,0,370155,0,3508300,1626213,247849,531270,225467,0,877501,1,12502663,15150265,2647602,565666,2477764,-395828,0,752192,3886341,3693318,17165298,7126751,0,3508300
101675,29292997,52541088,0,96100201,18185354,15609992,73944650,3970197,3012279,957918,77914847,6045395,74543421,20924134,3988120,0,105501070,52959982,47667401,30500633,0,17166768,60748079,0,77914847,6580408,2954907,1002772,71442,2163594,2762951,15536074,4926546,0,4926546,0,0,0,737269,737269,0,1024654,1024654,0,495685,495685,0,0,0,0,2668938,2668938,0,6580408,6580408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8955666,8955666,0,0,1002772,1002772,0,0,71442,71442,0,0,2570701,2570701,0,0,0,0,0,0,2570701,2570701,0,0,0,0,0,0,4890343,4890343,0,0,0,0,5553841,5553841,0,0,0,0,0,0,18042228,18042228,0,0,47667401,47667401,0,0,0,-12863898,12863898,0,47667401,34803503,12863898,0,5661317,3884196,0,0,10840,6250,1928090,1284406,6889271,3412369,12794993,2103255,3216122,443984,0,0,0,0,0,0,0,30500633,11134460,1867983,3281086,1613581,707521,11896002,1,24402543,29292887,4890344,0,4890343,244517,-244516,16922251,37667689,17166768,60748079,79471623,15609992,30500633
101693,19747490,37240171,0,74039844,36292721,32550590,10294923,27452200,19378087,8074113,37747123,1297996,60353400,13433563,528488,1042470,76655917,39415746,34990340,29849059,0,5141281,32605842,0,37747123,2446318,2788856,878293,0,2319547,12345379,20778393,14777306,0,14777306,0,0,0,112380,112380,0,0,0,0,0,0,0,2319547,2319547,0,12345379,12345379,0,14622526,14622526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4098547,2883974,1214573,0,1188984,1188984,0,0,0,0,0,0,5561242,1572046,3827660,161536,3966398,1572046,2232816,161536,1594844,0,1594844,0,0,0,0,0,3420861,154460,3090212,176189,0,0,5807039,5807039,0,0,0,0,0,0,291141,447154,-169085,13072,34990340,26676183,7963360,350797,0,5822480,-5822480,0,34990340,32498663,2140880,350797,9710557,5425339,0,0,0,0,678946,159093,3063078,1454892,5198279,1988528,8529843,1066852,0,0,0,0,0,2668356,0,29849059,10094704,3332216,3147472,2212030,1964676,9097961,1,17265742,20155794,2890052,161536,3366006,-736683,99193,2649605,32498664,5141281,32605842,18408657,32550590,29849059
101912,31949393,58990086,0,115223075,21667855,12572757,57782924,35772296,0,35772296,93555220,5592910,83255727,35967615,0,4764074,129580326,70590240,61654689,53353027,0,8301662,85253558,0,93555220,3039844,393501,99152,0,10035938,62227,13630662,8507024,5123638,13630662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13630662,8507024,5123638,18229391,18229391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11198878,5248320,5950558,0,0,0,0,0,0,0,0,0,7256882,4823908,2226166,206808,3177275,1555238,1415229,206808,4079607,3268670,810937,0,7998110,7998110,0,0,720940,419655,117842,183443,238859,238859,6379176,6379176,0,0,2110111,2110111,0,0,7522342,2606675,3328960,1586707,61654689,48054205,11623526,1976958,0,8449963,-8449963,0,61654689,56504168,3173563,1976958,11111471,6973730,352256,154936,147985,11394,4436483,1937368,4301329,1666151,11700926,3452756,4830178,450196,0,0,0,2938201,379614,13534198,678132,53353027,15704277,7699220,3607024,4487987,315549,21538970,1,20201402,26286780,6085378,0,5999999,0,85379,3151141,56504168,8301662,85253558,36095035,12572757,53353027
102049,373113178,337256741,0,801305714,405933980,283220677,90677487,304694247,172132422,132561825,395371734,86837624,447750076,96258086,9827995,0,640673781,303417040,263217953,170878015,46585258,138925196,256446538,0,395371734,1786895,1699101,1193079,0,5805000,61210000,71694075,67015000,0,67015000,0,0,0,0,0,0,0,0,0,0,0,0,5805000,5805000,0,61210000,61210000,0,122128093,122128093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13126765,11431020,1695745,0,0,0,0,0,0,0,0,0,20191875,11405150,2877147,5909578,18913392,11081525,1922289,5909578,1278483,323625,954858,0,0,0,0,0,78928417,31793929,46802772,331716,0,0,23570720,23570720,0,0,0,0,0,0,5272083,5190162,81921,0,263217953,205519074,51457585,6241294,0,-11606623,11606623,0,263217953,193912451,63064208,6241294,86251053,49998611,0,0,3588400,582740,12494165,5087785,28206188,10053951,21375257,11507270,18962952,1418319,0,0,0,0,0,0,0,170878015,78648676,23267601,11814531,16215185,9480617,31451405,1,332869066,368437572,35568506,5931695,80783374,-13754486,-37392077,86144330,187347473,138925196,256446538,154316242,283220677,170878015
102058,9360,1953581,0,2138510,1218111,0,870399,50000,50000,0,920399,1953581,5174814,878081,0,0,8006476,6052895,1019677,631889,-50000,337788,532611,50000,920399,0,0,0,0,75000,0,75000,45527,0,45527,0,0,0,0,0,0,0,0,0,0,0,0,45527,45527,0,0,0,0,82031,82031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313973,313973,0,0,0,0,0,0,313973,313973,0,0,496801,496801,0,0,9360,9360,0,0,0,0,0,0,0,0,0,0,0,0,117512,67512,0,50000,1019677,969677,0,50000,0,0,0,0,1019677,969677,0,50000,170294,170294,0,0,0,0,114893,114893,12900,12900,329802,245587,4000,4000,0,0,0,0,0,0,0,631889,547674,0,75000,0,0,9215,1,95880,95956,76,0,77,0,-1,280297,612526,337788,532611,0,0,631889
102234,67308032,93025450,0,160333482,68243157,56526809,56953849,35136476,35136476,0,92090325,2474376,143275039,26592574,222438,0,172564427,79538977,50737386,40043902,0,10693484,81396841,0,92090325,2023489,341381,661320,0,1940774,28689445,33656409,28687471,0,28687471,2023489,2023489,0,341381,341381,0,661320,661320,0,0,0,0,378740,378740,0,25282541,25282541,0,14993027,14993027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9524421,9516740,7681,0,529496,529496,0,0,0,0,0,0,9284836,10607783,-1322947,0,9284836,10607783,-1322947,0,0,0,0,0,0,0,0,0,5066773,1695150,3371623,0,0,0,10758344,10758344,0,0,0,0,0,0,580489,944525,-364036,0,50737386,49045065,1692321,0,0,-186164,186164,0,50737386,48858901,1878485,0,9070035,5739999,0,0,0,0,2295777,672506,5761274,2153287,12433764,3561615,8542278,544545,1940774,0,0,0,0,0,0,40043902,12671952,1543670,4338523,3459707,3573076,14456974,1,17236188,22433426,5197238,478382,4190622,-1214554,1742788,9001163,48661030,10693484,81396841,35563516,55952514,40043902
102270,18932197,37704218,0,68739991,47762504,0,3129560,17847927,17847927,0,20977487,805069,51500000,27789213,0,0,80094282,42390064,58634686,23206881,-35301570,126235,20966907,-115655,20977487,3606677,290000,0,0,0,1804795,5701472,1084795,0,1084795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084795,1084795,0,6709633,6709633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6756652,6756652,0,0,0,0,0,0,0,0,0,0,3973920,3973920,0,0,3973920,3973920,0,0,0,0,0,0,0,0,0,0,40786759,40786759,0,0,0,0,0,0,0,0,0,0,0,0,407722,-17440205,0,17847927,58634686,40786759,0,17847927,0,0,0,0,58634686,40786759,0,17847927,2970162,2875289,0,0,0,0,584943,491936,2859587,2182391,14166712,4848047,2625477,571033,0,0,0,0,0,0,0,23206881,10968696,0,1267583,1159516,0,9811086,1,18932197,20933833,2001636,0,0,0,2001636,37667779,23333116,126235,20966907,0,0,23206881
102298,3350232,79918788,176000,111080537,31183029,27831199,76366233,3531275,3531275,0,79897508,144788,20858281,64737228,18306947,0,104047244,24128456,39867953,25503614,0,14364339,65533169,0,79897508,5088394,7119527,889952,0,0,4541939,17639812,4541939,0,4541939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4541939,4541939,0,11122898,11122898,0,0,0,0,0,0,889952,889952,0,0,0,0,0,0,7119527,7119527,0,0,0,0,0,0,0,0,0,0,14813166,12965692,1422938,424536,0,0,0,0,14813166,12965692,1422938,424536,0,0,0,0,37845,37845,0,0,0,0,4065480,4065480,0,0,0,0,0,0,1819085,1819085,0,0,39867953,38020479,1422938,424536,0,1422938,-1422938,0,39867953,39443417,0,424536,5482159,3400435,0,0,384211,152537,956175,529025,5183854,2272943,10810013,1710677,2687202,147333,0,0,0,0,0,0,0,25503614,8212950,1006897,5283082,944328,487359,9568998,1,2561968,2986504,424536,424536,0,0,0,13601873,39443417,14364339,65533169,65533169,33781521,25503614
102377,200577334,205100637,0,489970201,24849192,132248,281865350,183255659,90853476,92402183,465121009,16413311,368912596,89163285,2264637,0,476753829,271653192,321628602,121458361,0,200170241,264950768,0,465121009,6469694,1197648,2834399,0,2750991,17551594,30804326,20557357,0,20557357,6506413,6506413,0,2276056,2276056,0,2834399,2834399,0,0,0,0,0,0,0,8940489,8940489,0,42995963,42995963,0,0,0,0,0,0,12911102,12911102,0,0,0,0,0,0,31958287,31958287,0,0,0,0,0,0,0,0,0,0,38373285,24243604,12947993,1181688,38373285,24243604,12947993,1181688,0,0,0,0,0,0,0,0,38422904,6826230,31596674,0,0,0,9874848,9874848,0,0,120,120,0,0,147092093,143191153,3900940,0,321628602,272001307,48445607,1181688,0,0,0,0,321628602,272001307,48445607,1181688,41858814,24904287,21475641,9785209,8591756,3822296,4766462,2646681,6522984,3830068,30849627,8490404,3297025,251951,2433750,0,0,1662302,303502,0,0,121458361,54034398,9692641,14286281,9580919,84061,33780061,1,123415957,154987957,31572000,1181688,34970330,-4580018,0,155893257,153681771,200170241,264950768,157961000,132248,121458361
102395,19925592,5944556,872394,26742542,349810,0,26350514,42218,0,42218,26392732,875000,3877982,6298397,0,0,11051379,5106823,6390270,4248810,-36961,2104499,24288233,0,26392732,143265,196089,9600,0,0,42645,391599,248334,0,248334,0,0,0,196089,196089,0,9600,9600,0,0,0,0,0,0,0,42645,42645,0,1943556,1943556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339354,339354,0,0,9600,9600,0,0,0,0,0,0,69798,69798,0,0,69798,69798,0,0,0,0,0,0,0,0,0,0,3492623,3492623,0,0,0,0,16613,16613,0,0,0,0,0,0,518726,518726,0,0,6390270,6390270,0,0,0,0,0,0,6390270,6390270,0,0,1212856,631050,101278,83499,26169,14600,136584,67302,488813,267725,2277721,1138610,5389,0,0,0,0,0,0,0,0,4248810,2202786,516553,227084,114251,247,1187889,1,1000000,1000000,0,0,0,0,0,2141460,6390270,2104499,24288233,26392732,0,4248810
102580,0,976722,0,2818507,344624,249286,2335850,138033,115374,22659,2473883,242700,919271,558207,0,0,1720178,743456,1476833,1162690,0,314143,2159740,0,2473883,95121,31432,67602,0,85112,0,279267,184146,0,184146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184146,184146,0,272408,272408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749904,785592,-35688,0,227450,263138,-35688,0,522454,522454,0,0,0,0,0,0,29676,7969,21707,0,0,0,241954,241954,0,0,1657,1657,0,0,181234,144594,36640,0,1476833,1454174,22659,0,0,-34736,34736,0,1476833,1419438,57395,0,158711,133402,0,0,0,0,40292,1764,74398,63670,439648,288955,84367,29224,0,0,0,365274,63028,0,0,1162690,580043,0,365274,132023,9642,75708,1,89878,111585,21707,0,21707,0,0,291484,1454174,314143,2159740,666857,249286,1162690
102669,95533737,52434443,0,163618260,13926357,52879,122159622,27532281,15571433,11960848,149691903,23224352,29328281,3870889,2407900,0,58831422,6396979,22908629,17054428,12999752,18853953,130837950,0,149691903,705005,28000,196500,0,444270,2251692,3625467,2611982,0,2611982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611982,2611982,0,4752049,4752049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263425,3263425,0,0,841,841,0,0,0,0,0,0,1019525,-1006237,2025762,0,1019525,-1006237,2025762,0,0,0,0,0,736577,493450,243127,0,9209762,5065979,4143783,0,0,0,647011,647011,0,0,92375,0,92375,0,3187064,4756185,-1569121,0,22908629,17972703,4935926,0,0,0,0,0,22908629,17972703,4935926,0,5283848,3385769,1532852,1059364,1005170,177155,383776,151108,2866823,1276775,4473795,2035521,1508164,241907,0,0,0,0,0,0,0,17054428,8327599,2140994,1353508,1106692,0,4125635,1,78389954,95533737,17143783,0,17143783,0,0,14410638,17972703,18853953,130837950,81686027,52879,17054428
104586,,,,,,,,,,,,,,,,,,,,,,,,,,2719820,1644545,206029,0,527678,40907000,46005072,40907000,0,40907000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40907000,40907000,0,86298000,86298000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4786000,4786000,0,0,0,0,0,0,0,0,0,0,1355000,89000,815000,451000,1355000,89000,815000,451000,0,0,0,0,0,0,0,0,11852000,7725000,4127000,0,84000,84000,10187000,10187000,0,0,0,0,0,0,812000,814000,-2000,0,115374000,109983000,4940000,451000,0,1539000,-1327000,-212000,115374000,111522000,3613000,239000,41474159,23917000,1804825,450000,0,0,4008622,1893000,12469932,5594000,18469181,7688000,8996281,961000,1770000,0,0,0,0,0,0,88993000,40503000,12320000,4341000,9674000,2574000,19581000,1,51768000,73862000,22094000,6106000,17143000,-1821000,666000,,,,,,,
104665,,,,,,,,,,,,,,,,,,,,,,,,,,0,181655,0,0,11583,0,193238,181655,0,181655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181655,181655,0,83041,83041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105371,1009954,0,95417,524068,428651,0,95417,581303,581303,0,0,0,0,0,0,18136,0,18136,0,0,0,28333,28333,0,0,13661,13661,0,0,0,0,0,0,1248542,1134989,18136,95417,0,-20236,20236,0,1248542,1114753,38372,95417,376282,206325,0,0,0,0,10862,0,70320,32770,334148,194898,0,0,0,0,0,0,0,0,0,791612,433993,23734,0,7730,945,325210,1,806448,290521,-515927,95417,1107,20236,-632687,,,,,,,
105589,2950827,21482958,0,32100509,14028162,8407041,14590492,3481855,1560409,1921446,18072347,5029080,21973124,3769636,0,120879,30892719,9409761,21673096,18954617,0,2718479,15353869,-1,18072347,948902,235579,0,0,63675,6672159,7920315,6735834,0,6735834,948902,948902,0,235579,235579,0,0,0,0,0,0,0,63675,63675,0,5487678,5487678,0,12211436,12211436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5946101,3174557,2765873,5671,3779306,3174557,599078,5671,2166795,0,2166795,0,0,0,0,0,0,0,0,0,0,0,588745,588745,0,0,0,0,0,0,2926814,2354454,310926,261434,21673096,18329192,3076799,267105,0,784054,-784054,0,21673096,19113246,2292745,267105,5759907,4013917,0,0,2884292,1029898,1954028,911582,4505441,2316135,2765193,1426995,1085756,187709,0,0,0,0,0,0,0,18954617,9886236,1781309,1364773,631183,301158,4989958,1,2243628,2422635,179007,5671,236791,-63675,220,2258866,18329191,2718479,15353869,3436022,8407041,18954617
105899,1364063,41441985,0,56580653,28975124,24261615,21346975,6258554,576455,5682099,27605529,10370000,29434487,4481119,152282,104236,44542124,3100139,29854312,26342226,0,3512086,24093443,0,27605529,1768835,0,0,0,0,12119620,13888455,12119620,0,12119620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12119620,12119620,0,10950732,10950732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5691608,5691608,0,0,0,0,0,0,0,0,0,0,7289598,6560495,729103,0,0,0,0,0,7289598,6560495,729103,0,456672,456672,0,0,326357,0,326357,0,0,0,5117618,5117618,0,0,21727,21727,0,0,0,0,0,0,29854312,28798852,1055460,0,0,3596071,-3596071,0,29854312,32394923,-2540611,0,3727722,2434443,0,0,0,0,3572307,1038456,9858678,4135276,3996438,1585385,3446375,479382,0,0,0,0,0,1740706,0,26342226,9672942,1186649,6327323,2522643,1616122,5016547,1,251427,576455,325028,0,0,0,325028,3512086,32394922,3512086,24093443,21346975,24261615,26342226
106306,292687,29401908,0,34771074,4809543,0,29820748,140783,140783,0,29961531,2748633,38345679,2231379,815464,0,44141155,14739247,16905804,13777314,31335827,34464317,-4502786,0,29961531,1671994,2446253,86625,0,30640,518923,4754435,2513269,780782,3294051,1147152,1147152,0,2146899,1366117,780782,0,0,0,0,0,0,0,0,0,0,0,0,1149855,1149855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13646280,13646280,0,0,522723,522723,0,0,0,0,0,0,451297,175297,213000,63000,451297,175297,213000,63000,0,0,0,0,0,0,0,0,12961,8679,0,4282,0,0,357218,357218,0,0,0,0,0,0,765470,765470,0,0,16905804,16625522,213000,67282,0,213000,-213000,0,16905804,16838522,0,67282,1718624,1014099,0,0,1099904,525565,981646,519429,3046829,1028018,4205774,578720,1264157,381530,1460380,0,0,0,0,0,0,13777314,4047361,750472,2075903,1535951,481508,4886119,2,,,,,,,,34397035,16256994,34464317,-4502786,29820748,0,13777314
106342,93685142,33773295,0,134360694,41722160,9139082,22223302,70415232,70415232,0,92638534,802959,55760748,23599436,153382,36342,80352867,46579572,19931054,25030420,6676446,1577080,85990294,5071160,92638534,1222473,70042,1234250,0,12487048,0,15013813,12487048,0,12487048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12487048,12487048,0,5409307,5409307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3566586,3566586,0,0,0,0,0,0,0,0,0,0,1634153,766839,0,867314,1634153,766839,0,867314,0,0,0,0,0,0,0,0,6715578,6715578,0,0,0,0,2256810,2256810,0,0,0,0,0,0,348620,348620,0,0,19931054,19063740,0,867314,0,0,0,0,19931054,19063740,0,867314,7163817,3767777,0,0,0,0,1734252,816478,6469638,2448134,5673821,2047956,3988892,36336,0,0,0,0,0,0,0,25030420,9116681,1829564,1704423,1940138,1338936,9100678,1,97668919,108524843,10855924,364542,17907192,-7415810,0,1577080,19931054,1577080,85990294,22223302,9139082,25030420
106546,,,,,,,,,,,,,,,,,,,,,,,,,,1425216,29437,188654,0,418421,0,2061728,418421,0,418421,0,0,0,0,0,0,0,0,0,0,0,0,418421,418421,0,0,0,0,3687274,3687274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418421,418421,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,4105695,4105695,0,0,0,0,0,0,4105695,4105695,0,0,9362554,4123737,0,0,0,0,555407,455252,355449,291352,671169,550139,0,0,0,,,,,1,0,10944580,5420480,1192506,664599,176245,0,3490750,1,8492655,8671842,179187,93325,429345,343482,-686965,,,,,,,
106713,4425483,21162683,0,27125424,9598938,9598938,13256192,4270294,4270294,0,17526486,1211539,30290835,7338321,0,0,38840695,17678012,10441263,9831324,0,609939,16916547,0,17526486,1430478,63009,632735,0,0,3855359,5981581,3855359,0,3855359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3855359,3855359,0,5169761,5169761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550450,1357598,192852,0,1550450,1357598,192852,0,0,0,0,0,0,0,0,0,626097,7856,618241,0,0,0,1084036,1084036,0,0,0,0,0,0,2010919,2010919,0,0,10441263,9630170,811093,0,0,79808,-79808,0,10441263,9709978,731285,0,2078844,1844458,0,0,0,0,827679,401352,997811,600930,2678491,857028,2090519,789841,0,0,0,0,0,1157980,0,9831324,4493609,564073,1301111,1152180,450008,1870343,1,3624265,4425483,801218,192952,618241,9975,-19950,-115546,9709978,609939,16916547,17526486,9276178,9831324
106810,101803,3563103,0,5358943,2040438,1734204,1782356,1536149,1536149,0,3318505,358233,3866866,2500906,0,265939,6991944,3428841,3865992,3640840,-5286,219866,3098639,0,3318505,525002,12022,145750,0,94236,775712,1552722,869948,0,869948,0,0,0,0,0,0,0,0,0,0,0,0,94236,94236,0,775712,775712,0,1386033,1386033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637057,1634425,0,2632,609229,606597,0,2632,1027828,1027828,0,0,0,0,0,0,24665,0,0,24665,0,0,724565,724565,0,0,0,0,0,0,93672,49204,0,44468,3865992,3794227,0,71765,0,-63910,0,63910,3865992,3730317,0,135675,584187,442374,0,0,0,0,433123,211318,1143637,656806,1038079,457732,441814,49473,0,0,0,0,0,0,0,3640840,1817703,271815,0,209697,91899,1249726,1,1528294,1536149,7855,2632,69133,-63910,0,217297,3858137,219866,3098639,-291060,1734204,3640840
