UNITID,PSGRTYPE,PGREVCT,PGEXCLU,PGADJCT,PGCMBAC,PGCMOBA,PGCMTOT,SSREVCT,SSEXCLU,SSADJCT,SSCMBAC,SSCMOBA,SSCMTOT,NRREVCT,NREXCLU,NRADJCT,NRCMBAC,NRCMOBA,NRCMTOT,TTREVCT,TTEXCLU,TTADJCT,TTCMBAC,TTCMOBA,TTCMTOT
208646,1,145,0,145,50,0,50,61,0,61,30,0,30,119,0,119,44,0,44,325,0,325,124,0,124
208725,1,13,0,13,4,0,4,2,0,2,0,0,0,1,0,1,0,0,0,16,0,16,4,0,4
208822,1,166,2,164,99,0,99,184,1,183,126,0,126,284,0,284,226,0,226,634,3,631,451,0,451
209056,1,94,0,94,72,0,72,101,0,101,73,0,73,311,1,310,226,0,226,506,1,505,371,0,371
209065,1,103,0,103,75,0,75,163,0,163,112,0,112,127,1,126,90,0,90,393,1,392,277,0,277
209241,1,1,0,1,1,0,1,0,0,0,0,0,0,4,0,4,1,0,1,5,0,5,2,0,2
209287,1,33,0,33,9,0,9,17,0,17,7,0,7,20,0,20,11,0,11,70,0,70,27,0,27
209409,1,31,0,31,17,0,17,24,0,24,9,0,9,26,0,26,16,0,16,81,0,81,42,0,42
209506,1,115,0,115,61,0,61,48,0,48,28,0,28,183,0,183,107,2,109,346,0,346,196,2,198
209542,1,895,0,895,542,0,542,572,0,572,407,0,407,2056,2,2054,1517,0,1517,3523,2,3521,2466,0,2466
209551,1,998,0,998,653,0,653,520,2,518,380,0,380,2424,2,2422,1858,0,1858,3942,4,3938,2891,0,2891
209603,1,29,0,29,11,0,11,22,0,22,6,0,6,28,0,28,15,0,15,79,0,79,32,0,32
209612,1,129,0,129,83,0,83,154,0,154,99,0,99,148,0,148,103,0,103,431,0,431,285,0,285
209807,1,618,0,618,311,0,311,236,0,236,115,0,115,703,0,703,392,0,392,1557,0,1557,818,0,818
209825,1,154,0,154,109,0,109,253,0,253,200,0,200,554,0,554,450,0,450,961,0,961,759,0,759
209922,1,46,0,46,35,0,35,75,0,75,56,0,56,233,1,232,190,0,190,354,1,353,281,0,281
210146,1,211,0,211,83,0,83,114,0,114,60,0,60,337,0,337,164,0,164,662,0,662,307,0,307
210304,1,44,0,44,23,0,23,13,0,13,5,0,5,32,0,32,9,1,10,89,0,89,37,1,38
210331,1,87,0,87,40,0,40,84,0,84,52,0,52,66,0,66,35,1,36,237,0,237,127,1,128
210401,1,124,0,124,86,0,86,112,1,111,89,0,89,237,0,237,184,0,184,473,1,472,359,0,359
210429,1,345,0,345,145,0,145,171,0,171,93,0,93,332,0,332,166,0,166,848,0,848,404,0,404
210492,1,32,0,32,15,0,15,13,0,13,9,0,9,27,0,27,12,0,12,72,0,72,36,0,36
210571,1,315,0,315,136,0,136,192,0,192,100,0,100,89,0,89,52,0,52,596,0,596,288,0,288
210669,1,202,1,201,126,0,126,166,0,166,113,0,113,183,1,182,133,0,133,551,2,549,372,0,372
210739,1,118,0,118,71,0,71,193,0,193,134,0,134,215,0,215,151,0,151,526,0,526,356,0,356
210775,1,109,0,109,57,1,58,154,0,154,107,1,108,82,0,82,52,0,52,345,0,345,216,2,218
211024,1,44,0,44,24,6,30,22,0,22,11,3,14,21,0,21,12,0,12,87,0,87,47,9,56
211088,1,191,0,191,106,0,106,230,0,230,159,0,159,179,2,177,115,0,115,600,2,598,380,0,380
211273,1,79,0,79,61,0,61,99,0,99,79,0,79,229,0,229,196,0,196,407,0,407,336,0,336
211291,1,72,0,72,60,0,60,143,0,143,122,0,122,735,0,735,640,0,640,950,0,950,822,0,822
211352,1,230,0,230,98,0,98,131,0,131,74,0,74,120,0,120,71,0,71,481,0,481,243,0,243
211431,1,110,0,110,54,0,54,66,0,66,37,0,37,41,1,40,30,0,30,217,1,216,121,0,121
211440,1,216,0,216,190,0,190,311,0,311,279,0,279,1025,10,1015,942,0,942,1552,10,1542,1411,0,1411
211468,1,87,0,87,47,0,47,53,0,53,39,0,39,41,0,41,27,0,27,181,0,181,113,0,113
211477,1,53,0,53,6,5,11,23,0,23,5,4,9,16,0,16,3,10,13,92,0,92,14,19,33
211556,1,59,0,59,39,0,39,95,0,95,68,0,68,40,0,40,25,0,25,194,0,194,132,0,132
211583,1,106,0,106,55,0,55,82,0,82,56,0,56,47,0,47,35,0,35,235,0,235,146,0,146
211608,1,134,0,134,21,0,21,21,0,21,0,0,0,26,0,26,6,0,6,181,0,181,27,0,27
211893,1,1,0,1,1,0,1,5,0,5,5,0,5,12,0,12,8,1,9,18,0,18,14,1,15
211981,1,158,1,157,70,0,70,225,0,225,127,0,127,68,1,67,46,0,46,451,2,449,243,0,243
212009,1,87,0,87,73,0,73,219,0,219,190,0,190,304,3,301,245,0,245,610,3,607,508,0,508
212054,1,583,1,582,437,0,437,714,0,714,559,0,559,1025,0,1025,819,0,819,2322,1,2321,1815,0,1815
212106,1,312,1,311,213,27,240,505,1,504,379,47,426,729,1,728,476,57,533,1546,3,1543,1068,131,1199
212115,1,554,0,554,199,0,199,316,0,316,169,0,169,429,0,429,226,0,226,1299,0,1299,594,0,594
212133,1,166,1,165,57,28,85,120,0,120,77,2,79,137,0,137,81,4,85,423,1,422,215,34,249
212197,1,103,0,103,71,0,71,153,0,153,118,0,118,186,0,186,148,0,148,442,0,442,337,0,337
212577,1,113,0,113,93,0,93,134,0,134,119,0,119,392,0,392,335,0,335,639,0,639,547,0,547
212601,1,191,0,191,107,2,109,216,0,216,157,6,163,219,0,219,161,3,164,626,0,626,425,11,436
212656,1,103,0,103,67,0,67,83,0,83,59,0,59,103,0,103,72,1,73,289,0,289,198,1,199
212674,1,102,0,102,85,0,85,213,0,213,176,0,176,381,0,381,307,0,307,696,0,696,568,0,568
212805,1,0,0,0,0,0,0,0,0,0,0,0,0,583,0,583,472,0,472,583,0,583,472,0,472
212832,1,80,0,80,33,0,33,97,0,97,64,0,64,46,0,46,29,0,29,223,0,223,126,0,126
212911,1,54,0,54,50,0,50,34,0,34,32,0,32,261,0,261,237,0,237,349,0,349,319,0,319
212984,1,142,0,142,71,1,72,101,0,101,62,1,63,85,0,85,56,1,57,328,0,328,189,3,192
212993,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,1,2,5,0,5,1,1,2
213011,1,63,0,63,34,0,34,88,0,88,88,0,88,65,0,65,10,0,10,216,0,216,132,0,132
213020,1,1033,4,1029,365,25,390,646,1,645,394,17,411,643,2,641,402,3,405,2322,7,2315,1161,45,1206
213251,1,116,0,116,77,0,77,148,0,148,108,0,108,130,0,130,93,0,93,394,0,394,278,0,278
213303,1,161,0,161,54,4,58,78,0,78,42,2,44,37,0,37,16,1,17,276,0,276,112,7,119
213321,1,153,0,153,84,0,84,224,0,224,142,0,142,193,0,193,102,0,102,570,0,570,328,0,328
213349,1,563,0,563,282,0,282,550,0,550,320,0,320,578,0,578,351,0,351,1691,0,1691,953,0,953
213358,1,115,0,115,65,0,65,60,0,60,38,0,38,89,0,89,43,0,43,264,0,264,146,0,146
213367,1,392,1,391,189,26,215,340,0,340,229,0,229,137,0,137,92,2,94,869,1,868,510,28,538
213376,1,255,0,255,13,74,87,71,0,71,6,26,32,56,0,56,5,22,27,382,0,382,24,122,146
213385,1,65,2,63,56,0,56,117,0,117,110,0,110,467,0,467,411,0,411,649,2,647,577,0,577
213400,1,64,0,64,32,2,34,58,0,58,39,3,42,42,0,42,34,2,36,164,0,164,105,7,112
213507,1,118,1,117,65,0,65,165,0,165,114,0,114,145,2,143,111,0,111,428,3,425,290,0,290
213543,1,184,1,183,166,0,166,263,0,263,241,0,241,802,0,802,731,0,731,1249,1,1248,1138,0,1138
213598,1,348,0,348,145,0,145,95,0,95,45,0,45,74,0,74,41,0,41,517,0,517,231,0,231
213668,1,148,0,148,94,0,94,104,0,104,61,0,61,91,0,91,64,0,64,343,0,343,219,0,219
213774,1,74,0,74,0,26,26,19,0,19,0,6,6,11,0,11,0,5,5,104,0,104,0,37,37
213826,1,89,0,89,59,0,59,116,0,116,89,0,89,118,0,118,96,0,96,323,0,323,244,0,244
213987,1,323,1,322,127,64,191,442,2,440,268,8,276,139,1,138,99,4,103,904,4,900,494,76,570
213996,1,129,0,129,91,0,91,268,0,268,207,0,207,288,0,288,238,0,238,685,0,685,536,0,536
214041,1,346,0,346,170,0,170,475,0,475,284,0,284,489,0,489,293,0,293,1310,0,1310,747,0,747
214069,1,105,0,105,65,0,65,183,0,183,124,0,124,135,0,135,128,0,128,423,0,423,317,0,317
214148,1,22,0,22,14,0,14,35,0,35,24,0,24,13,0,13,5,0,5,70,0,70,43,0,43
214157,1,145,0,145,84,0,84,195,1,194,141,0,141,143,1,142,111,0,111,483,2,481,336,0,336
214166,1,118,0,118,18,22,40,92,0,92,32,24,56,62,0,62,20,9,29,272,0,272,70,55,125
214175,1,65,0,65,60,0,60,148,0,148,122,0,122,380,0,380,309,0,309,593,0,593,491,0,491
214272,1,165,0,165,80,0,80,120,0,120,74,0,74,90,0,90,49,0,49,375,0,375,203,0,203
214582,1,28,0,28,0,28,28,5,0,5,0,5,5,14,0,14,0,2,2,47,0,47,0,35,35
214591,1,315,0,315,137,3,140,338,1,337,172,1,173,502,0,502,167,8,175,1155,1,1154,476,12,488
214625,1,66,0,66,13,5,18,57,0,57,11,5,16,72,0,72,18,3,21,195,0,195,42,13,55
214634,1,26,0,26,3,1,4,19,0,19,0,6,6,15,0,15,1,3,4,60,0,60,4,10,14
214643,1,57,0,57,11,0,11,26,0,26,6,0,6,41,0,41,7,1,8,124,0,124,24,1,25
214652,1,129,0,129,45,0,45,54,1,53,16,0,16,60,0,60,21,1,22,243,1,242,82,1,83
214670,1,95,0,95,12,0,12,51,0,51,6,0,6,79,0,79,10,0,10,225,0,225,28,0,28
214689,1,365,0,365,57,4,61,335,0,335,66,0,66,490,0,490,64,1,65,1190,0,1190,187,5,192
214698,1,86,0,86,20,0,20,66,0,66,14,0,14,71,0,71,11,0,11,223,0,223,45,0,45
214704,1,242,1,241,74,4,78,214,0,214,68,8,76,266,0,266,83,4,87,722,1,721,225,16,241
214713,1,227,0,227,77,0,77,182,0,182,67,0,67,604,1,603,107,1,108,1013,1,1012,251,1,252
214731,1,122,0,122,33,1,34,82,0,82,22,0,22,120,0,120,27,0,27,324,0,324,82,1,83
214740,1,53,0,53,10,8,18,56,0,56,7,8,15,53,0,53,8,3,11,162,0,162,25,19,44
214759,1,85,0,85,18,2,20,41,0,41,19,1,20,63,0,63,16,1,17,189,0,189,53,4,57
214768,1,129,0,129,20,1,21,91,0,91,14,4,18,82,0,82,8,2,10,302,0,302,42,7,49
214777,1,1115,2,1113,810,0,810,2250,3,2247,1895,0,1895,5080,3,5077,4321,0,4321,8445,8,8437,7026,0,7026
214786,1,76,0,76,21,0,21,39,0,39,5,0,5,42,0,42,7,0,7,157,0,157,33,0,33
214795,1,101,0,101,19,10,29,82,0,82,16,8,24,80,0,80,15,4,19,263,0,263,50,22,72
214801,1,378,0,378,118,4,122,152,0,152,59,2,61,347,0,347,65,1,66,877,0,877,242,7,249
214810,1,100,1,99,24,1,25,59,0,59,10,6,16,43,0,43,10,2,12,202,1,201,44,9,53
214829,1,73,0,73,11,0,11,48,0,48,2,0,2,165,0,165,15,1,16,286,0,286,28,1,29
214883,1,13,0,13,0,0,0,1,0,1,0,0,0,5,0,5,1,0,1,19,0,19,1,0,1
214971,1,9,0,9,6,0,6,10,0,10,10,0,10,19,0,19,3,0,3,38,0,38,19,0,19
215053,1,24,0,24,15,0,15,29,0,29,20,0,20,22,0,22,10,0,10,75,0,75,45,0,45
215062,1,317,0,317,294,0,294,101,0,101,94,0,94,2013,1,2012,1947,0,1947,2431,1,2430,2335,0,2335
215105,1,108,0,108,68,0,68,179,0,179,118,0,118,126,1,125,86,0,86,413,1,412,272,0,272
215114,1,62,0,62,28,0,28,35,0,35,22,0,22,48,0,48,31,0,31,145,0,145,81,0,81
215266,1,188,0,188,58,3,61,110,0,110,56,3,59,91,0,91,42,0,42,389,0,389,156,6,162
215275,1,155,0,155,53,0,53,140,0,140,56,0,56,171,0,171,71,0,71,466,0,466,180,0,180
215284,1,213,0,213,97,0,97,233,0,233,117,2,119,268,0,268,126,3,129,714,0,714,340,5,345
215293,1,515,0,515,396,0,396,1075,1,1074,863,0,863,2361,2,2359,2046,0,2046,3951,3,3948,3305,0,3305
215415,1,451,0,451,0,216,216,153,0,153,0,104,104,49,0,49,0,31,31,653,0,653,0,351,351
215442,1,244,0,244,132,0,132,187,1,186,118,0,118,175,1,174,105,0,105,606,2,604,355,0,355
215637,1,189,0,189,59,129,188,74,0,74,31,3,34,100,0,100,0,0,0,363,0,363,90,132,222
215655,1,328,0,328,196,0,196,336,0,336,222,0,222,204,0,204,144,0,144,868,0,868,562,0,562
215691,1,67,0,67,26,1,27,72,0,72,33,0,33,0,0,0,0,0,0,139,0,139,59,1,60
215743,1,89,1,88,57,0,57,113,1,112,89,0,89,143,1,142,99,0,99,345,3,342,245,0,245
215770,1,232,0,232,170,0,170,576,0,576,489,0,489,769,0,769,635,0,635,1577,0,1577,1294,0,1294
215798,1,121,0,121,85,0,85,118,0,118,95,0,95,151,0,151,117,0,117,390,0,390,297,0,297
215929,1,212,0,212,154,1,155,356,0,356,281,0,281,434,0,434,365,0,365,1002,0,1002,800,1,801
215947,1,98,0,98,55,0,55,182,0,182,138,0,138,83,0,83,67,0,67,363,0,363,260,0,260
216010,1,484,1,483,181,0,181,446,0,446,249,0,249,448,0,448,261,0,261,1378,1,1377,691,0,691
216038,1,535,6,529,300,0,300,501,8,493,342,0,342,528,2,526,387,0,387,1564,16,1548,1029,0,1029
216047,1,4,0,4,3,0,3,5,0,5,4,0,4,8,0,8,3,0,3,17,0,17,10,0,10
216278,1,165,0,165,110,0,110,246,0,246,198,0,198,226,0,226,174,0,174,637,0,637,482,0,482
216287,1,80,1,79,75,0,75,31,0,31,27,0,27,304,0,304,286,0,286,415,1,414,388,0,388
216311,1,9,0,9,3,0,3,0,0,0,0,0,0,29,0,29,20,0,20,38,0,38,23,0,23
216339,1,1381,2,1379,970,0,970,1665,5,1660,1315,0,1315,2097,3,2094,1714,0,1714,5143,10,5133,3999,0,3999
216357,1,146,0,146,44,1,45,92,0,92,46,0,46,39,0,39,28,1,29,277,0,277,118,2,120
216366,1,157,0,157,93,0,93,176,0,176,121,0,121,151,0,151,113,0,113,484,0,484,327,0,327
216524,1,77,0,77,55,0,55,125,0,125,89,0,89,180,0,180,135,0,135,382,0,382,279,0,279
216542,1,87,0,87,28,0,28,31,0,31,15,0,15,38,0,38,22,1,23,156,0,156,65,1,66
216597,1,163,0,163,146,0,146,450,0,450,411,0,411,1064,1,1063,962,0,962,1677,1,1676,1519,0,1519
216667,1,117,0,117,82,0,82,134,0,134,95,0,95,178,0,178,141,0,141,429,0,429,318,0,318
216694,1,174,0,174,86,0,86,130,1,129,66,0,66,123,0,123,102,0,102,427,1,426,254,0,254
216764,1,594,1,593,373,0,373,697,0,697,514,0,514,1150,0,1150,861,0,861,2441,1,2440,1748,0,1748
216807,1,137,0,137,70,0,70,126,0,126,85,0,85,107,0,107,75,0,75,370,0,370,230,0,230
216852,1,180,0,180,105,0,105,292,0,292,201,0,201,256,0,256,188,0,188,728,0,728,494,0,494
216931,1,250,1,249,118,0,118,244,1,243,168,0,168,165,0,165,104,0,104,659,2,657,390,0,390
217013,1,55,0,55,20,0,20,44,0,44,25,0,25,28,0,28,19,0,19,127,0,127,64,0,64
217040,1,4,0,4,0,4,4,0,0,0,0,0,0,5,0,5,0,4,4,9,0,9,0,8,8
217059,1,228,0,228,126,0,126,294,0,294,187,2,189,377,1,376,265,3,268,899,1,898,578,5,583
217156,1,222,0,222,200,0,200,263,0,263,253,0,253,1194,1,1193,1141,0,1141,1679,1,1678,1594,0,1594
217165,1,123,0,123,89,0,89,263,1,262,225,0,225,457,1,456,380,0,380,843,2,841,694,0,694
217235,1,907,0,907,373,89,462,594,1,593,316,50,366,510,0,510,309,39,348,2011,1,2010,998,178,1176
217305,1,245,1,244,0,97,97,130,1,129,0,86,86,69,0,69,0,39,39,444,2,442,0,222,222
217402,1,141,0,141,115,0,115,330,0,330,281,0,281,585,0,585,508,0,508,1056,0,1056,904,0,904
217420,1,617,0,617,240,0,240,177,0,177,86,0,86,353,1,352,177,0,177,1147,1,1146,503,0,503
217484,1,809,0,809,482,9,491,1407,0,1407,947,57,1004,1139,0,1139,869,38,907,3355,0,3355,2298,104,2402
217493,1,61,0,61,53,0,53,101,0,101,92,0,92,294,0,294,270,0,270,456,0,456,415,0,415
217518,1,170,0,170,103,0,103,643,0,643,420,0,420,398,0,398,281,0,281,1211,0,1211,804,0,804
217536,1,114,0,114,81,0,81,263,0,263,199,0,199,171,0,171,134,0,134,548,0,548,414,0,414
217606,1,35,0,35,12,1,13,9,0,9,2,1,3,7,0,7,0,0,0,51,0,51,14,2,16
217624,1,130,0,130,9,0,9,5,0,5,2,0,2,0,0,0,0,0,0,135,0,135,11,0,11
217633,1,176,0,176,89,0,89,323,0,323,179,0,179,169,0,169,135,0,135,668,0,668,403,0,403
217688,1,317,3,314,102,0,102,124,4,120,51,0,51,281,1,280,159,0,159,722,8,714,312,0,312
217721,1,525,1,524,90,0,90,43,1,42,12,0,12,35,0,35,17,0,17,603,2,601,119,0,119
217749,1,235,0,235,147,6,153,67,0,67,36,3,39,272,0,272,197,8,205,574,0,574,380,17,397
217776,1,92,1,91,56,0,56,36,0,36,23,0,23,54,0,54,29,0,29,182,1,181,108,0,108
217819,1,560,1,559,309,0,309,378,1,377,249,0,249,1404,3,1401,953,0,953,2342,5,2337,1511,0,1511
217864,1,170,1,169,108,0,108,189,1,188,136,0,136,375,3,372,269,0,269,734,5,729,513,0,513
217873,1,397,0,397,189,0,189,59,0,59,36,0,36,30,0,30,18,0,18,486,0,486,243,0,243
217882,1,563,1,562,442,0,442,1112,2,1110,942,0,942,2006,0,2006,1754,0,1754,3681,3,3678,3138,0,3138
217891,1,75,0,75,2,8,10,9,0,9,0,0,0,0,0,0,0,0,0,84,0,84,2,8,10
217907,1,139,0,139,53,0,53,43,0,43,19,0,19,72,0,72,34,0,34,254,0,254,106,0,106
217925,1,42,0,42,27,2,29,22,0,22,13,0,13,16,0,16,14,0,14,80,0,80,54,2,56
217934,1,69,0,69,34,0,34,30,0,30,13,0,13,47,0,47,34,0,34,146,0,146,81,0,81
217961,1,106,0,106,59,0,59,63,0,63,36,0,36,62,0,62,37,0,37,231,0,231,132,0,132
217998,1,97,0,97,39,0,39,71,0,71,44,0,44,39,0,39,13,0,13,207,0,207,96,0,96
218061,1,427,0,427,148,0,148,84,0,84,34,0,34,218,0,218,104,0,104,729,0,729,286,0,286
218070,1,107,1,106,87,0,87,135,0,135,110,0,110,506,0,506,441,0,441,748,1,747,638,0,638
218113,1,912,0,912,0,121,121,310,0,310,0,20,20,395,1,394,0,137,137,1617,1,1616,0,278,278
218229,1,314,0,314,124,0,124,99,0,99,48,0,48,195,0,195,101,0,101,608,0,608,273,0,273
218238,1,200,0,200,42,1,43,74,0,74,20,1,21,108,0,108,33,0,33,382,0,382,95,2,97
218399,1,192,1,191,44,0,44,13,0,13,6,0,6,14,0,14,2,0,2,219,1,218,52,0,52
218414,1,145,0,145,66,0,66,88,0,88,45,0,45,52,0,52,30,0,30,285,0,285,141,0,141
218441,1,198,0,198,98,0,98,94,0,94,49,0,49,174,0,174,103,0,103,466,0,466,250,0,250
218539,1,98,0,98,49,1,50,57,0,57,32,4,36,132,0,132,90,6,96,287,0,287,171,11,182
218645,1,274,0,274,113,0,113,103,0,103,39,0,39,239,0,239,109,0,109,616,0,616,261,0,261
218654,1,226,2,224,76,0,76,102,0,102,47,0,47,156,1,155,62,0,62,484,3,481,185,0,185
218663,1,788,1,787,531,0,531,979,1,978,719,0,719,3338,2,3336,2744,1,2745,5105,4,5101,3994,1,3995
218724,1,829,1,828,338,0,338,610,0,610,297,0,297,807,2,805,441,0,441,2246,3,2243,1076,0,1076
218733,1,495,0,495,166,0,166,74,0,74,45,0,45,45,0,45,0,0,0,614,0,614,211,0,211
218742,1,396,1,395,166,0,166,137,0,137,50,0,50,228,1,227,112,0,112,761,2,759,328,0,328
218821,1,248,4,244,0,78,78,53,2,51,0,16,16,115,5,110,0,50,50,416,11,405,0,144,144
218919,1,136,0,136,49,0,49,0,0,0,0,0,0,14,0,14,5,0,5,150,0,150,54,0,54
218964,1,476,0,476,262,0,262,193,0,193,114,0,114,401,0,401,276,0,276,1070,0,1070,652,0,652
218973,1,63,0,63,45,0,45,131,0,131,109,0,109,246,0,246,209,0,209,440,0,440,363,0,363
219000,1,88,0,88,59,0,59,92,0,92,72,0,72,241,0,241,187,0,187,421,0,421,318,0,318
219046,1,182,0,182,60,5,65,114,0,114,48,4,52,248,0,248,120,4,124,544,0,544,228,13,241
219082,1,115,0,115,43,3,46,76,0,76,29,4,33,115,0,115,69,1,70,306,0,306,141,8,149
219091,1,63,0,63,30,0,30,65,0,65,37,0,37,50,0,50,15,13,28,178,0,178,82,13,95
219198,1,43,0,43,24,0,24,31,0,31,14,0,14,30,0,30,21,0,21,104,0,104,59,0,59
219204,1,9,0,9,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,12,0,12,0,4,4
219259,1,112,0,112,53,0,53,57,0,57,24,0,24,142,0,142,81,0,81,311,0,311,158,0,158
219277,1,68,0,68,0,4,4,0,0,0,0,0,0,10,0,10,1,0,1,78,0,78,1,4,5
219295,1,37,0,37,15,0,15,74,0,74,16,0,16,27,0,27,6,0,6,138,0,138,37,0,37
219347,1,95,0,95,47,0,47,112,0,112,58,0,58,285,0,285,170,0,170,492,0,492,275,0,275
219356,1,500,0,500,248,6,254,717,1,716,408,5,413,989,1,988,628,11,639,2206,2,2204,1284,22,1306
219374,1,12,0,12,0,2,2,0,0,0,0,0,0,9,0,9,0,0,0,21,0,21,0,2,2
219383,1,85,0,85,42,0,42,75,0,75,45,1,46,110,0,110,71,1,72,270,0,270,158,2,160
219408,1,24,0,24,0,2,2,0,0,0,0,0,0,8,0,8,0,0,0,32,0,32,0,2,2
219471,1,327,2,325,150,1,151,293,0,293,154,2,156,541,2,539,353,2,355,1161,4,1157,657,5,662
219505,1,23,0,23,4,1,5,0,0,0,0,0,0,1,0,1,1,0,1,24,0,24,5,1,6
219602,1,915,0,915,305,29,334,221,0,221,78,15,93,513,0,513,261,25,286,1649,0,1649,644,69,713
219639,1,27,0,27,13,0,13,22,0,22,14,1,15,16,0,16,10,0,10,65,0,65,37,1,38
219709,1,291,0,291,192,0,192,354,0,354,261,0,261,986,0,986,729,0,729,1631,0,1631,1182,0,1182
219718,1,189,0,189,45,20,65,142,0,142,53,23,76,18,0,18,0,16,16,349,0,349,98,59,157
219790,1,88,0,88,32,0,32,28,0,28,17,0,17,91,1,90,56,1,57,207,1,206,105,1,106
219806,1,254,0,254,128,1,129,167,0,167,92,2,94,84,0,84,60,1,61,505,0,505,280,4,284
219833,1,112,0,112,75,0,75,29,0,29,22,0,22,195,0,195,104,0,104,336,0,336,201,0,201
219949,1,179,0,179,50,25,75,55,0,55,19,3,22,213,0,213,94,26,120,447,0,447,163,54,217
219976,1,160,0,160,101,0,101,201,0,201,141,0,141,271,0,271,196,0,196,632,0,632,438,0,438
220002,1,7,0,7,0,5,5,0,0,0,0,0,0,31,0,31,5,18,23,38,0,38,5,23,28
220075,1,848,0,848,382,0,382,236,0,236,128,0,128,784,0,784,520,0,520,1868,0,1868,1030,0,1030
220181,1,75,0,75,36,0,36,42,0,42,27,0,27,6,0,6,6,0,6,123,0,123,69,0,69
220206,1,22,0,22,14,0,14,8,0,8,6,1,7,24,0,24,6,5,11,54,0,54,26,6,32
220215,1,98,0,98,55,0,55,69,0,69,44,0,44,157,0,157,127,0,127,324,0,324,226,0,226
220473,1,57,0,57,34,2,36,32,0,32,22,3,25,42,0,42,25,0,25,131,0,131,81,5,86
220516,1,84,0,84,28,2,30,40,0,40,21,0,21,53,0,53,31,0,31,177,0,177,80,2,82
220552,1,140,0,140,13,41,54,23,0,23,2,6,8,52,0,52,5,16,21,215,0,215,20,63,83
220598,1,356,0,356,62,0,62,19,0,19,6,0,6,22,0,22,3,0,3,397,0,397,71,0,71
220604,1,174,1,173,32,0,32,8,0,8,1,0,1,7,0,7,1,0,1,189,1,188,34,0,34
220613,1,279,1,278,146,0,146,230,0,230,145,0,145,375,0,375,264,0,264,884,1,883,555,0,555
220631,1,143,0,143,62,7,69,48,0,48,18,4,22,104,0,104,53,6,59,295,0,295,133,17,150
220701,1,165,0,165,36,0,36,29,0,29,14,0,14,57,0,57,24,2,26,251,0,251,74,2,76
220710,1,152,1,151,63,0,63,65,1,64,36,0,36,106,0,106,72,0,72,323,2,321,171,0,171
220862,1,1403,2,1401,545,0,545,297,1,296,147,0,147,947,0,947,584,0,584,2647,3,2644,1276,0,1276
220978,1,1355,0,1355,644,0,644,325,0,325,174,0,174,1187,0,1187,747,0,747,2867,0,2867,1565,0,1565
221351,1,75,0,75,55,0,55,83,0,83,71,0,71,349,0,349,305,0,305,507,0,507,431,0,431
221519,1,87,0,87,73,0,73,102,0,102,77,0,77,324,0,324,268,0,268,513,0,513,418,0,418
221661,1,178,0,178,63,5,68,96,0,96,50,9,59,217,0,217,122,5,127,491,0,491,235,19,254
221731,1,74,0,74,34,0,34,34,0,34,14,0,14,84,0,84,48,0,48,192,0,192,96,0,96
221740,1,667,0,667,288,0,288,297,1,296,139,0,139,1102,2,1100,653,0,653,2066,3,2063,1080,0,1080
221759,1,1296,0,1296,782,0,782,774,0,774,541,0,541,2770,0,2770,2190,0,2190,4840,0,4840,3513,0,3513
221768,1,443,0,443,197,0,197,126,0,126,61,0,61,364,0,364,233,0,233,933,0,933,491,0,491
221838,1,968,0,968,309,1,310,2,0,2,2,0,2,431,1,430,142,0,142,1401,1,1400,453,1,454
221847,1,591,2,589,305,0,305,230,0,230,118,0,118,767,0,767,531,0,531,1588,2,1586,954,0,954
221892,1,143,0,143,84,3,87,50,0,50,16,4,20,202,0,202,133,2,135,395,0,395,233,9,242
221953,1,190,0,190,53,0,53,85,0,85,29,0,29,49,0,49,28,0,28,324,0,324,110,0,110
221971,1,90,0,90,56,0,56,71,0,71,47,0,47,175,1,174,120,0,120,336,1,335,223,0,223
221999,1,203,3,200,174,0,174,25,0,25,23,0,23,1371,5,1366,1279,0,1279,1599,8,1591,1476,0,1476
222178,1,251,0,251,115,0,115,266,0,266,160,0,160,476,0,476,324,0,324,993,0,993,599,0,599
222831,1,727,2,725,253,0,253,177,0,177,78,0,78,627,1,626,292,0,292,1531,3,1528,623,0,623
222877,1,8,0,8,2,0,2,9,0,9,0,0,0,4,0,4,3,0,3,21,0,21,5,0,5
222938,1,81,0,81,19,12,31,20,0,20,7,4,11,19,0,19,6,1,7,120,0,120,32,17,49
222983,1,123,0,123,91,0,91,54,0,54,35,0,35,168,0,168,126,0,126,345,0,345,252,0,252
222992,1,879,0,879,0,125,125,105,0,105,0,12,12,1414,0,1414,0,202,202,2398,0,2398,0,339,339
223117,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
223232,1,606,0,606,432,0,432,761,0,761,615,0,615,2129,1,2128,1799,0,1799,3496,1,3495,2846,0,2846
223463,1,625,0,625,2,299,301,122,0,122,0,60,60,45,0,45,0,17,17,792,0,792,2,376,378
223506,1,77,0,77,0,35,35,0,0,0,0,0,0,209,0,209,0,71,71,286,0,286,0,106,106
224004,1,124,0,124,32,0,32,130,0,130,68,0,68,16,0,16,5,0,5,270,0,270,105,0,105
224147,1,1012,0,1012,329,0,329,389,0,389,138,0,138,963,0,963,362,0,362,2364,0,2364,829,0,829
