UNITID,ARANK,SAINSTT,SAINSTM,SAINSTW,SA_9MCT,SA_9MCM,SA_9MCW,SATOTLT,SATOTLM,SATOTLW,SA09MCT,SA09MCM,SA09MCW,SA10MCT,SA10MCM,SA10MCW,SA11MCT,SA11MCM,SA11MCW,SA12MCT,SA12MCM,SA12MCW,SAOUTLT,SAOUTLM,SAOUTLW,SA09MOT,SA09MOM,SA09MOW,SA10MOT,SA10MOM,SA10MOW,SA11MOT,SA11MOM,SA11MOW,SA12MOT,SA12MOM,SA12MOW,SAEQ9OT,SAEQ9OM,SAEQ9OW,SAEQ9AT,SAEQ9AM,SAEQ9AW,SA09MAT,SA09MAM,SA09MAW,SA10MAT,SA10MAM,SA10MAW,SA11MAT,SA11MAM,SA11MAW,SA12MAT,SA12MAM,SA12MAW
233295,2,28,12,16,0,0,0,28,12,16,28,12,16,0,0,0,0,0,0,0,0,0,1991634,875248,1116386,1991634,875248,1116386,0,0,0,0,0,0,0,0,0,1991634,875248,1116386,71130,72937,69774,71130,72937,69774,,,,,,,,,
233301,2,19,7,12,0,0,0,19,7,12,19,7,12,0,0,0,0,0,0,0,0,0,1366836,535342,831494,1366836,535342,831494,0,0,0,0,0,0,0,0,0,1366836,535342,831494,71939,76477,69291,71939,76477,69291,,,,,,,,,
233310,2,8,0,8,0,0,0,8,0,8,8,0,8,0,0,0,0,0,0,0,0,0,517698,0,517698,517698,0,517698,0,0,0,0,0,0,0,0,0,517698,0,517698,64712,,64712,64712,,64712,,,,,,,,,
233338,2,7,4,3,0,0,0,7,4,3,7,4,3,0,0,0,0,0,0,0,0,0,427479,234768,192711,427479,234768,192711,0,0,0,0,0,0,0,0,0,427479,234768,192711,61068,58692,64237,61068,58692,64237,,,,,,,,,
233356,2,7,3,4,0,0,0,7,3,4,0,0,0,7,3,4,0,0,0,0,0,0,648374,286156,362218,0,0,0,648374,286156,362218,0,0,0,0,0,0,583537,257540,325996,83362,85847,81499,,,,92625,95385,90555,,,,,,
233374,2,137,73,64,0,0,0,137,73,64,106,50,56,0,0,0,31,23,8,0,0,0,15922819,8992489,6930330,10996907,5368341,5628566,0,0,0,4925912,3624148,1301764,0,0,0,15026303,8332894,6693409,109681,114149,104585,103744,107367,100510,,,,158900,157572,162721,,,
233426,2,53,29,24,0,0,0,53,29,24,53,29,24,0,0,0,0,0,0,0,0,0,3727423,2034353,1693070,3727423,2034353,1693070,0,0,0,0,0,0,0,0,0,3727423,2034353,1693070,70329,70150,70545,70329,70150,70545,,,,,,,,,
233541,2,96,44,52,0,0,0,96,44,52,58,35,23,1,1,0,0,0,0,37,8,29,8459004,3613554,4845450,4370934,2632946,1737988,116037,116037,0,0,0,0,3972033,864571,3107462,7454392,3385808,4068585,77650,76950,78242,75361,75227,75565,116037,116037,,,,,107352,108071,107154
233611,2,10,10,0,0,0,0,10,10,0,0,0,0,10,10,0,0,0,0,0,0,0,705600,705600,0,0,0,0,705600,705600,0,0,0,0,0,0,0,635040,635040,0,63504,63504,,,,,70560,70560,,,,,,,
233639,2,13,6,7,0,0,0,13,6,7,11,5,6,1,0,1,0,0,0,1,1,0,893596,390935,502661,755198,321185,434013,68648,0,68648,0,0,0,69750,69750,0,869294,373498,495796,66869,62250,70828,68654,64237,72336,68648,,68648,,,,69750,69750,
233648,2,13,4,9,0,0,0,13,4,9,11,3,8,1,0,1,0,0,0,1,1,0,869312,274473,594839,707249,192410,514839,80000,0,80000,0,0,0,82063,82063,0,840796,253957,586839,64677,63489,65204,64295,64137,64355,80000,,80000,,,,82063,82063,
233718,2,8,2,6,0,0,0,8,2,6,8,2,6,0,0,0,0,0,0,0,0,0,556467,150400,406067,556467,150400,406067,0,0,0,0,0,0,0,0,0,556467,150400,406067,69558,75200,67678,69558,75200,67678,,,,,,,,,
233754,2,28,8,20,0,0,0,28,8,20,28,8,20,0,0,0,0,0,0,0,0,0,2087017,611055,1475962,2087017,611055,1475962,0,0,0,0,0,0,0,0,0,2087017,611055,1475962,74536,76382,73798,74536,76382,73798,,,,,,,,,
233772,2,75,38,37,0,0,0,75,38,37,67,37,30,0,0,0,0,0,0,8,1,7,5411504,2761575,2649929,4713562,2671960,2041602,0,0,0,0,0,0,697942,89615,608327,5237019,2739171,2497847,69827,72083,67509,70352,72215,68053,,,,,,,87243,89615,86904
233842,2,8,4,4,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,8,4,4,767100,445000,322100,0,0,0,0,0,0,0,0,0,767100,445000,322100,575325,333750,241575,71916,83438,60394,,,,,,,,,,95888,111250,80525
233897,2,32,21,11,0,0,0,32,21,11,32,21,11,0,0,0,0,0,0,0,0,0,2331278,1518644,812634,2331278,1518644,812634,0,0,0,0,0,0,0,0,0,2331278,1518644,812634,72852,72316,73876,72852,72316,73876,,,,,,,,,
233903,2,15,4,11,0,0,0,15,4,11,15,4,11,0,0,0,0,0,0,0,0,0,990048,275723,714325,990048,275723,714325,0,0,0,0,0,0,0,0,0,990048,275723,714325,66003,68931,64939,66003,68931,64939,,,,,,,,,
233921,2,544,336,208,0,0,0,544,336,208,444,273,171,3,2,1,76,45,31,21,16,5,61450588,38715083,22735505,47147180,29640474,17506706,349714,249325,100389,10375887,6134627,4241260,3577807,2690657,887150,58632753,36900984,21731769,107781,109824,104480,106187,108573,102378,116571,124663,100389,136525,136325,136815,170372,168166,177430
233949,2,25,9,16,0,0,0,25,9,16,24,9,15,0,0,0,0,0,0,1,0,1,1699040,581869,1117171,1598340,581869,1016471,0,0,0,0,0,0,100700,0,100700,1673865,581869,1091996,66955,64652,68250,66598,64652,67765,,,,,,,100700,,100700
234030,2,445,223,222,0,0,0,445,223,222,315,161,154,4,1,3,0,0,0,126,61,65,48910281,25460279,23450002,30814620,16319992,14494628,286942,71997,214945,0,0,0,17808719,9068290,8740429,44429407,23186007,21243400,99841,103973,95691,97824,101366,94121,71736,71997,71648,,,,141339,148660,134468
234076,2,433,231,202,0,0,0,433,231,202,358,188,170,0,0,0,0,0,0,75,43,32,56498528,31541796,24956732,44771656,24715656,20056000,0,0,0,0,0,0,11726872,6826140,4900732,53566810,29835261,23731549,123711,129157,117483,125060,131466,117976,,,,,,,156358,158747,153148
234085,2,25,12,13,0,0,0,25,12,13,0,0,0,0,0,0,0,0,0,25,12,13,1983823,1019359,964464,0,0,0,0,0,0,0,0,0,1983823,1019359,964464,1487867,764519,723348,59515,63710,55642,,,,,,,,,,79353,84947,74190
234155,2,81,46,35,0,0,0,81,46,35,60,33,27,3,2,1,2,1,1,16,10,6,6845374,3901665,2943709,4868157,2712904,2155253,312801,205170,107631,210948,109569,101379,1453468,874022,579446,6412334,3642701,2769633,79165,79189,79132,81136,82209,79824,104267,102585,107631,105474,109569,101379,90842,87402,96574
234164,2,18,12,6,0,0,0,18,12,6,0,0,0,0,0,0,0,0,0,18,12,6,1156164,739764,416400,0,0,0,0,0,0,0,0,0,1156164,739764,416400,867123,554823,312300,48174,46235,52050,,,,,,,,,,64231,61647,69400
234173,2,28,17,11,0,0,0,28,17,11,28,17,11,0,0,0,0,0,0,0,0,0,1993700,1200785,792915,1993700,1200785,792915,0,0,0,0,0,0,0,0,0,1993700,1200785,792915,71204,70634,72083,71204,70634,72083,,,,,,,,,
234207,2,55,29,26,0,0,0,55,29,26,55,29,26,0,0,0,0,0,0,0,0,0,6442697,3460027,2982670,6442697,3460027,2982670,0,0,0,0,0,0,0,0,0,6442697,3460027,2982670,117140,119311,114718,117140,119311,114718,,,,,,,,,
234377,2,10,2,8,0,0,0,10,2,8,10,2,8,0,0,0,0,0,0,0,0,0,649180,134053,515127,649180,134053,515127,0,0,0,0,0,0,0,0,0,649180,134053,515127,64918,67027,64391,64918,67027,64391,,,,,,,,,
234669,2,113,54,59,1,1,0,112,53,59,111,52,59,0,0,0,0,0,0,1,1,0,9466877,4509782,4957095,9375515,4418420,4957095,0,0,0,0,0,0,91362,91362,0,9444037,4486942,4957095,84322,84659,84019,84464,84970,84019,,,,,,,91362,91362,
234827,2,111,56,55,0,0,0,111,56,55,111,56,55,0,0,0,0,0,0,0,0,0,9577301,4892807,4684494,9577301,4892807,4684494,0,0,0,0,0,0,0,0,0,9577301,4892807,4684494,86282,87372,85173,86282,87372,85173,,,,,,,,,
235024,2,12,3,9,0,0,0,12,3,9,12,3,9,0,0,0,0,0,0,0,0,0,692000,173000,519000,692000,173000,519000,0,0,0,0,0,0,0,0,0,692000,173000,519000,57667,57667,57667,57667,57667,57667,,,,,,,,,
235097,2,73,41,32,0,0,0,73,41,32,67,40,27,1,0,1,4,1,3,1,0,1,6483230,3802469,2680761,5933525,3709304,2224221,89361,0,89361,367179,93165,274014,93165,0,93165,6384176,3785513,2598663,87454,92330,81208,88560,92733,82379,89361,,89361,91795,93165,91338,93165,,93165
235316,2,145,79,66,0,0,0,145,79,66,140,78,62,0,0,0,0,0,0,5,1,4,12742421,7251091,5491330,12299102,7141289,5157813,0,0,0,0,0,0,443319,109802,333517,12631591,7223641,5407951,87114,91438,81939,87851,91555,83191,,,,,,,88664,109802,83379
235422,2,21,13,8,0,0,0,21,13,8,3,1,2,17,11,6,1,1,0,0,0,0,1517356,1041860,475496,128974,65839,63135,1307217,894856,412361,81165,81165,0,0,0,0,1371862,937602,434260,65327,72123,54282,42991,65839,31568,76895,81351,68727,81165,81165,,,,
235547,2,10,2,8,0,0,0,10,2,8,0,0,0,0,0,0,0,0,0,10,2,8,808970,160774,648196,0,0,0,0,0,0,0,0,0,808970,160774,648196,606728,120581,486147,60673,60290,60768,,,,,,,,,,80897,80387,81025
236133,2,23,11,12,0,0,0,23,11,12,23,11,12,0,0,0,0,0,0,0,0,0,1460360,700349,760011,1460360,700349,760011,0,0,0,0,0,0,0,0,0,1460360,700349,760011,63494,63668,63334,63494,63668,63334,,,,,,,,,
236230,2,69,23,46,0,0,0,69,23,46,68,23,45,0,0,0,0,0,0,1,0,1,4594619,1541782,3052837,4512445,1541782,2970663,0,0,0,0,0,0,82174,0,82174,4574076,1541782,3032294,66291,67034,65919,66359,67034,66015,,,,,,,82174,,82174
236328,2,38,17,21,0,0,0,38,17,21,37,17,20,0,0,0,1,0,1,0,0,0,3349792,1522231,1827561,3241944,1522231,1719713,0,0,0,107848,0,107848,0,0,0,3330164,1522231,1807933,87636,89543,86092,87620,89543,85986,,,,107848,,107848,,,
236452,2,25,11,14,0,0,0,25,11,14,24,11,13,0,0,0,0,0,0,1,0,1,1550956,660914,890042,1467831,660914,806917,0,0,0,0,0,0,83125,0,83125,1530175,660914,869261,61207,60083,62090,61160,60083,62071,,,,,,,83125,,83125
236577,2,65,27,38,0,0,0,65,27,38,54,22,32,1,0,1,10,5,5,0,0,0,5205708,2181935,3023773,4142596,1698970,2443626,122688,0,122688,940424,482965,457459,0,0,0,5022282,2094035,2928247,77266,77557,77059,76715,77226,76363,122688,,122688,94042,96593,91492,,,
236595,2,156,79,77,0,0,0,156,79,77,151,77,74,0,0,0,0,0,0,5,2,3,14523235,7225727,7297508,14028202,7081143,6947059,0,0,0,0,0,0,495033,144584,350449,14399477,7189581,7209896,92304,91007,93635,92902,91963,93879,,,,,,,99007,72292,116816
236896,2,24,14,10,0,0,0,24,14,10,0,0,0,0,0,0,0,0,0,24,14,10,1554683,904194,650489,0,0,0,0,0,0,0,0,0,1554683,904194,650489,1166012,678146,487867,48584,48439,48787,,,,,,,,,,64778,64585,65049
236939,2,453,262,191,0,0,0,453,262,191,340,193,147,3,2,1,0,0,0,110,67,43,43240884,26515996,16724888,29205401,17679799,11525602,241960,157878,84082,0,0,0,13793523,8678319,5115204,39768307,24330628,15437679,87789,92865,80826,85898,91605,78405,80653,78939,84082,,,,125396,129527,118958
236948,2,627,323,304,0,0,0,627,323,304,530,275,255,0,0,0,0,0,0,97,48,49,72887919,39091696,33796223,58998254,32374347,26623907,0,0,0,0,0,0,13889665,6717349,7172316,69415503,37412359,32003144,110711,115828,105274,111317,117725,104407,,,,,,,143192,139945,146374
237011,2,184,99,85,0,0,0,184,99,85,175,95,80,7,3,4,0,0,0,2,1,1,17804594,9689451,8115143,16758622,9189188,7569434,783854,361400,422454,0,0,0,262118,138863,123255,17660679,9618595,8042084,95982,97158,94613,95764,96728,94618,111979,120467,105614,,,,131059,138863,123255
237057,2,61,25,36,0,0,0,61,25,36,61,25,36,0,0,0,0,0,0,0,0,0,5292309,2226411,3065898,5292309,2226411,3065898,0,0,0,0,0,0,0,0,0,5292309,2226411,3065898,86759,89056,85164,86759,89056,85164,,,,,,,,,
237066,2,53,27,26,0,0,0,53,27,26,46,24,22,2,0,2,5,3,2,0,0,0,4006332,1998764,2007568,3359040,1678692,1680348,154220,0,154220,493072,320072,173000,0,0,0,3901171,1940511,1960660,73607,71871,75410,73023,69946,76379,77110,,77110,98614,106691,86500,,,
237118,2,17,9,8,0,0,0,17,9,8,14,8,6,0,0,0,0,0,0,3,1,2,1111706,566743,544963,784245,436620,347625,0,0,0,0,0,0,327461,130123,197338,1029841,534212,495629,60579,59357,61954,56018,54578,57938,,,,,,,109154,130123,98669
237136,2,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,84940,47000,37940,0,0,0,0,0,0,0,0,0,84940,47000,37940,63705,35250,28455,31853,35250,28455,,,,,,,,,,42470,47000,37940
237181,2,12,9,3,0,0,0,12,9,3,12,9,3,0,0,0,0,0,0,0,0,0,625537,453737,171800,625537,453737,171800,0,0,0,0,0,0,0,0,0,625537,453737,171800,52128,50415,57267,52128,50415,57267,,,,,,,,,
237215,2,18,9,9,0,0,0,18,9,9,18,9,9,0,0,0,0,0,0,0,0,0,1107296,580643,526653,1107296,580643,526653,0,0,0,0,0,0,0,0,0,1107296,580643,526653,61516,64516,58517,61516,64516,58517,,,,,,,,,
237312,2,26,14,12,0,0,0,26,14,12,10,4,6,1,0,1,0,0,0,15,10,5,2041002,1179554,861448,578604,242423,336181,58994,0,58994,0,0,0,1403404,937131,466273,1684252,945271,738980,64779,67519,61582,57860,60606,56030,58994,,58994,,,,93560,93713,93255
237330,2,18,9,9,0,0,0,18,9,9,16,7,9,2,2,0,0,0,0,0,0,0,1152823,590782,562041,1003166,441125,562041,149657,149657,0,0,0,0,0,0,0,1137857,575816,562041,63214,63980,62449,62698,63018,62449,74829,74829,,,,,,,
237358,2,7,2,5,0,0,0,7,2,5,5,2,3,0,0,0,1,0,1,1,0,1,422146,123286,298860,275130,123286,151844,0,0,0,59730,0,59730,87286,0,87286,389454,123286,266168,55636,61643,53234,55026,61643,50615,,,,59730,,59730,87286,,87286
237367,2,33,16,17,0,0,0,33,16,17,29,14,15,1,1,0,2,0,2,1,1,0,2178465,1055583,1122882,1876080,900583,975497,65000,65000,0,147385,0,147385,90000,90000,0,2122641,1026583,1096058,64322,64161,64474,64692,64327,65033,65000,65000,,73693,,73693,90000,90000,
237385,2,19,12,7,0,0,0,19,12,7,19,12,7,0,0,0,0,0,0,0,0,0,1149543,733403,416140,1149543,733403,416140,0,0,0,0,0,0,0,0,0,1149543,733403,416140,60502,61117,59449,60502,61117,59449,,,,,,,,,
237525,2,129,63,66,0,0,0,129,63,66,108,48,60,1,1,0,0,0,0,20,14,6,10313915,5541956,4771959,8015556,3870999,4144557,71682,71682,0,0,0,0,2226677,1599275,627402,9750078,5134969,4615109,75582,81507,69926,74218,80646,69076,71682,71682,,,,,111334,114234,104567
237686,2,14,6,8,0,0,0,14,6,8,14,6,8,0,0,0,0,0,0,0,0,0,782712,318809,463903,782712,318809,463903,0,0,0,0,0,0,0,0,0,782712,318809,463903,55908,53135,57988,55908,53135,57988,,,,,,,,,
237701,2,9,3,6,0,0,0,9,3,6,8,2,6,0,0,0,0,0,0,1,1,0,630170,253863,376307,506749,130442,376307,0,0,0,0,0,0,123421,123421,0,599315,223008,376307,66591,74336,62718,63344,65221,62718,,,,,,,123421,123421,
237783,2,16,8,8,0,0,0,16,8,8,0,0,0,0,0,0,0,0,0,16,8,8,550310,302275,248035,0,0,0,0,0,0,0,0,0,550310,302275,248035,412733,226706,186026,25796,28338,23253,,,,,,,,,,34394,37784,31004
237792,2,48,24,24,0,0,0,48,24,24,45,22,23,2,1,1,1,1,0,0,0,0,3179322,1594111,1585211,2941488,1437643,1503845,153866,72500,81366,83968,83968,0,0,0,0,3148653,1571579,1577074,65597,65482,65711,65366,65347,65385,76933,72500,81366,83968,83968,,,,
237817,2,9,3,6,0,0,0,9,3,6,9,3,6,0,0,0,0,0,0,0,0,0,447948,156394,291554,447948,156394,291554,0,0,0,0,0,0,0,0,0,447948,156394,291554,49772,52131,48592,49772,52131,48592,,,,,,,,,
237899,2,27,18,9,0,0,0,27,18,9,23,16,7,1,1,0,1,1,0,2,0,2,1658007,1057921,600086,1373240,932138,441102,63314,63314,0,62469,62469,0,158984,0,158984,1600560,1040220,560340,59280,57790,62260,59706,58259,63015,63314,63314,,62469,62469,,79492,,79492
237932,2,37,18,19,0,0,0,37,18,19,24,13,11,10,4,6,0,0,0,3,1,2,2434173,1058796,1375377,1566106,824524,741582,661214,209276,451938,0,0,0,206853,24996,181857,2316338,1031619,1284719,62604,57312,67617,65254,63425,67417,66121,52319,75323,,,,68951,24996,90929
237950,2,25,15,10,0,0,0,25,15,10,17,10,7,7,5,2,0,0,0,1,0,1,1929896,1180153,749743,1241425,778000,463425,581414,402153,179261,0,0,0,107057,0,107057,1844990,1139938,705053,73800,75996,70505,73025,77800,66204,83059,80431,89631,,,,107057,,107057
237969,2,28,9,19,0,0,0,28,9,19,25,7,18,1,1,0,2,1,1,0,0,0,1646169,549053,1097116,1459085,429859,1029226,58086,58086,0,128998,61108,67890,0,0,0,1616883,532123,1084760,57746,59125,57093,58363,61408,57179,58086,58086,,64499,61108,67890,,,
238014,2,6,1,5,0,0,0,6,1,5,6,1,5,0,0,0,0,0,0,0,0,0,318555,50115,268440,318555,50115,268440,0,0,0,0,0,0,0,0,0,318555,50115,268440,53093,50115,53688,53093,50115,53688,,,,,,,,,
238032,2,359,186,173,0,0,0,359,186,173,301,157,144,3,3,0,0,0,0,55,26,29,34429197,18764534,15664663,26868514,14702471,12166043,270375,270375,0,0,0,0,7290308,3791688,3498620,32579583,17789575,14790008,90751,95643,85491,89264,93646,84486,90125,90125,,,,,132551,145834,120642
238078,2,6,1,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,6,1,5,434278,78998,355280,0,0,0,0,0,0,0,0,0,434278,78998,355280,325709,59249,266460,54285,59249,53292,,,,,,,,,,72380,78998,71056
238193,2,23,2,21,0,0,0,23,2,21,0,0,0,23,2,21,0,0,0,0,0,0,1402358,110000,1292358,0,0,0,1402358,110000,1292358,0,0,0,0,0,0,1262122,99000,1163122,54875,49500,55387,,,,60972,55000,61541,,,,,,
238324,2,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,85613,0,85613,85613,0,85613,0,0,0,0,0,0,0,0,0,85613,0,85613,85613,,85613,85613,,85613,,,,,,,,,
238333,2,25,7,18,0,0,0,25,7,18,25,7,18,0,0,0,0,0,0,0,0,0,1559434,467641,1091793,1559434,467641,1091793,0,0,0,0,0,0,0,0,0,1559434,467641,1091793,62377,66806,60655,62377,66806,60655,,,,,,,,,
238430,2,20,9,11,0,0,0,20,9,11,14,6,8,6,3,3,0,0,0,0,0,0,1302809,589873,712936,858180,365272,492908,444629,224601,220028,0,0,0,0,0,0,1258346,567413,690933,62917,63046,62812,61299,60879,61614,74105,74867,73343,,,,,,
238458,2,43,14,29,0,0,0,43,14,29,34,13,21,1,0,1,1,0,1,7,1,6,3335913,1050426,2285487,2450609,978410,1472199,89489,0,89489,75926,0,75926,719889,72016,647873,3133173,1032422,2100751,72864,73744,72440,72077,75262,70105,89489,,89489,75926,,75926,102841,72016,107979
238476,2,50,25,25,0,0,0,50,25,25,50,25,25,0,0,0,0,0,0,0,0,0,3633028,1837368,1795660,3633028,1837368,1795660,0,0,0,0,0,0,0,0,0,3633028,1837368,1795660,72661,73495,71826,72661,73495,71826,,,,,,,,,
238616,2,66,31,35,0,0,0,66,31,35,0,0,0,0,0,0,0,0,0,66,31,35,5637985,2323240,3314745,0,0,0,0,0,0,0,0,0,5637985,2323240,3314745,4228489,1742430,2486059,64068,56207,71030,,,,,,,,,,85424,74943,94707
238661,2,30,12,18,0,0,0,30,12,18,30,12,18,0,0,0,0,0,0,0,0,0,1935435,757031,1178404,1935435,757031,1178404,0,0,0,0,0,0,0,0,0,1935435,757031,1178404,64515,63086,65467,64515,63086,65467,,,,,,,,,
238980,2,13,9,4,0,0,0,13,9,4,8,6,2,5,3,2,0,0,0,0,0,0,863840,592306,271534,514638,381880,132758,349202,210426,138776,0,0,0,0,0,0,828920,571263,257656,63763,63474,64414,64330,63647,66379,69840,70142,69388,,,,,,
239017,2,75,36,39,0,0,0,75,36,39,75,36,39,0,0,0,0,0,0,0,0,0,5816834,2873398,2943436,5816834,2873398,2943436,0,0,0,0,0,0,0,0,0,5816834,2873398,2943436,77558,79817,75473,77558,79817,75473,,,,,,,,,
239071,2,19,12,7,0,0,0,19,12,7,19,12,7,0,0,0,0,0,0,0,0,0,710131,436317,273814,710131,436317,273814,0,0,0,0,0,0,0,0,0,710131,436317,273814,37375,36360,39116,37375,36360,39116,,,,,,,,,
239080,2,17,5,12,0,0,0,17,5,12,17,5,12,0,0,0,0,0,0,0,0,0,981325,281994,699331,981325,281994,699331,0,0,0,0,0,0,0,0,0,981325,281994,699331,57725,56399,58278,57725,56399,58278,,,,,,,,,
239105,2,209,105,104,0,0,0,209,105,104,175,87,88,0,0,0,0,0,0,34,18,16,20778786,10982025,9796761,16934757,8920429,8014328,0,0,0,0,0,0,3844029,2061596,1782433,19817779,10466626,9351153,94822,99682,89915,96770,102534,91072,,,,,,,113060,114533,111402
239309,2,14,9,5,0,0,0,14,9,5,14,9,5,0,0,0,0,0,0,0,0,0,715400,468050,247350,715400,468050,247350,0,0,0,0,0,0,0,0,0,715400,468050,247350,51100,52006,49470,51100,52006,49470,,,,,,,,,
239318,2,49,33,16,0,0,0,49,33,16,41,28,13,7,5,2,0,0,0,1,0,1,4520264,3114890,1405374,3631825,2572885,1058940,729235,542005,187230,0,0,0,159204,0,159204,4407540,3060690,1346850,89950,92748,84178,88581,91889,81457,104176,108401,93615,,,,159204,,159204
239390,2,14,3,11,0,0,0,14,3,11,10,3,7,1,0,1,0,0,0,3,0,3,925250,173438,751812,615165,173438,441727,64954,0,64954,0,0,0,245131,0,245131,857472,173438,684034,61248,57813,62185,61517,57813,63104,64954,,64954,,,,81710,,81710
239424,2,2,2,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,103000,103000,0,0,0,0,103000,103000,0,0,0,0,0,0,0,92700,92700,0,46350,46350,,,,,51500,51500,,,,,,,
239512,2,7,5,2,0,0,0,7,5,2,7,5,2,0,0,0,0,0,0,0,0,0,461809,335309,126500,461809,335309,126500,0,0,0,0,0,0,0,0,0,461809,335309,126500,65973,67062,63250,65973,67062,63250,,,,,,,,,
239628,2,16,9,7,0,0,0,16,9,7,16,9,7,0,0,0,0,0,0,0,0,0,1097824,630867,466957,1097824,630867,466957,0,0,0,0,0,0,0,0,0,1097824,630867,466957,68614,70096,66708,68614,70096,66708,,,,,,,,,
239637,2,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,372788,372788,0,0,0,0,372788,372788,0,0,0,0,0,0,0,335509,335509,0,67102,67102,,,,,74558,74558,,,,,,,
239716,2,41,18,23,0,0,0,41,18,23,41,18,23,0,0,0,0,0,0,0,0,0,3102890,1437764,1665126,3102890,1437764,1665126,0,0,0,0,0,0,0,0,0,3102890,1437764,1665126,75680,79876,72397,75680,79876,72397,,,,,,,,,
240107,2,26,14,12,0,0,0,26,14,12,24,12,12,2,2,0,0,0,0,0,0,0,1620438,869174,751264,1495091,743827,751264,125347,125347,0,0,0,0,0,0,0,1607903,856639,751264,61842,61189,62605,62295,61986,62605,62674,62674,,,,,,,
240189,2,156,76,80,0,0,0,156,76,80,156,76,80,0,0,0,0,0,0,0,0,0,12042412,6033766,6008646,12042412,6033766,6008646,0,0,0,0,0,0,0,0,0,12042412,6033766,6008646,77195,79392,75108,77195,79392,75108,,,,,,,,,
240268,2,93,40,53,0,0,0,93,40,53,92,40,52,0,0,0,1,0,1,0,0,0,6726496,2834292,3892204,6627978,2834292,3793686,0,0,0,98518,0,98518,0,0,0,6708566,2834292,3874274,72135,70857,73100,72043,70857,72956,,,,98518,,98518,,,
240277,2,91,51,40,0,0,0,91,51,40,91,51,40,0,0,0,0,0,0,0,0,0,5951405,3369678,2581727,5951405,3369678,2581727,0,0,0,0,0,0,0,0,0,5951405,3369678,2581727,65400,66072,64543,65400,66072,64543,,,,,,,,,
240329,2,126,60,66,0,0,0,126,60,66,119,57,62,0,0,0,7,3,4,0,0,0,9360860,4490389,4870471,8614779,4177737,4437042,0,0,0,746081,312652,433429,0,0,0,9225073,4433486,4791587,73215,73891,72600,72393,73294,71565,,,,106583,104217,108357,,,
240338,2,17,9,8,0,0,0,17,9,8,17,9,8,0,0,0,0,0,0,0,0,0,1095415,581732,513683,1095415,581732,513683,0,0,0,0,0,0,0,0,0,1095415,581732,513683,64436,64637,64210,64436,64637,64210,,,,,,,,,
240365,2,116,68,48,0,0,0,116,68,48,110,66,44,0,0,0,6,2,4,0,0,0,8289483,4970677,3318806,7586852,4768036,2818816,0,0,0,702631,202641,499990,0,0,0,8161604,4933796,3227808,70359,72556,67246,68971,72243,64064,,,,117105,101321,124998,,,
240374,2,56,32,24,0,0,0,56,32,24,56,32,24,0,0,0,0,0,0,0,0,0,3836396,2221051,1615345,3836396,2221051,1615345,0,0,0,0,0,0,0,0,0,3836396,2221051,1615345,68507,69408,67306,68507,69408,67306,,,,,,,,,
240392,2,14,2,12,0,0,0,14,2,12,0,0,0,0,0,0,0,0,0,14,2,12,912600,152951,759649,0,0,0,0,0,0,0,0,0,912600,152951,759649,684450,114713,569737,48889,57357,47478,,,,,,,,,,65186,76476,63304
240417,2,44,28,16,0,0,0,44,28,16,44,28,16,0,0,0,0,0,0,0,0,0,3123980,1999585,1124395,3123980,1999585,1124395,0,0,0,0,0,0,0,0,0,3123980,1999585,1124395,71000,71414,70275,71000,71414,70275,,,,,,,,,
240426,2,21,9,12,0,0,0,21,9,12,21,9,12,0,0,0,0,0,0,0,0,0,1344614,617496,727118,1344614,617496,727118,0,0,0,0,0,0,0,0,0,1344614,617496,727118,64029,68611,60593,64029,68611,60593,,,,,,,,,
240444,2,456,227,229,0,0,0,456,227,229,340,175,165,0,0,0,116,52,64,0,0,0,52044429,27328354,24716075,39271517,21559287,17712230,0,0,0,12772912,5769067,7003845,0,0,0,49719759,26278384,23441375,109035,115764,102364,115504,123196,107347,,,,110111,110944,109435,,,
240453,2,333,178,155,0,0,0,333,178,155,318,174,144,0,0,0,15,4,11,0,0,0,28507250,15596840,12910410,26995566,15138464,11857102,0,0,0,1511684,458376,1053308,0,0,0,28232124,15513416,12718708,84781,87154,82056,84892,87003,82341,,,,100779,114594,95755,,,
240462,2,69,47,22,0,0,0,69,47,22,68,46,22,0,0,0,1,1,0,0,0,0,4805395,3293223,1512172,4711759,3199587,1512172,0,0,0,93636,93636,0,0,0,0,4788353,3276181,1512172,69396,69706,68735,69291,69556,68735,,,,93636,93636,,,,
240471,2,32,15,17,0,0,0,32,15,17,31,15,16,0,0,0,1,0,1,0,0,0,2337224,1064987,1272237,2260963,1064987,1195976,0,0,0,76261,0,76261,0,0,0,2323344,1064987,1258357,72605,70999,74021,72934,70999,74749,,,,76261,,76261,,,
