UNITID,ARANK,SAINSTT,SAINSTM,SAINSTW,SA_9MCT,SA_9MCM,SA_9MCW,SATOTLT,SATOTLM,SATOTLW,SA09MCT,SA09MCM,SA09MCW,SA10MCT,SA10MCM,SA10MCW,SA11MCT,SA11MCM,SA11MCW,SA12MCT,SA12MCM,SA12MCW,SAOUTLT,SAOUTLM,SAOUTLW,SA09MOT,SA09MOM,SA09MOW,SA10MOT,SA10MOM,SA10MOW,SA11MOT,SA11MOM,SA11MOW,SA12MOT,SA12MOM,SA12MOW,SAEQ9OT,SAEQ9OM,SAEQ9OW,SAEQ9AT,SAEQ9AM,SAEQ9AW,SA09MAT,SA09MAM,SA09MAW,SA10MAT,SA10MAM,SA10MAW,SA11MAT,SA11MAM,SA11MAW,SA12MAT,SA12MAM,SA12MAW
100654,1,39,32,7,1,1,0,38,31,7,37,30,7,0,0,0,0,0,0,1,1,0,4050970,3363042,687928,3927028,3239100,687928,0,0,0,0,0,0,123942,123942,0,4019985,3332057,687928,105789,107486,98275,106136,107970,98275,,,,,,,123942,123942,
100663,1,257,159,98,0,0,0,257,159,98,132,94,38,0,0,0,0,0,0,125,65,60,44769895,27578730,17191165,18401947,13444261,4957686,0,0,0,0,0,0,26367948,14134469,12233479,38177908,24045113,14132795,148552,151227,144212,139409,143024,130465,,,,,,,210944,217453,203891
100690,1,12,10,2,0,0,0,12,10,2,0,0,0,2,2,0,0,0,0,10,8,2,810076,612067,198009,0,0,0,44900,44900,0,0,0,0,765176,567167,198009,614292,465785,148507,51191,46579,74253,,,,22450,22450,,,,,76518,70896,99005
100706,1,73,59,14,0,0,0,73,59,14,54,45,9,0,0,0,0,0,0,19,14,5,10294924,8491530,1803394,7177607,6071035,1106572,0,0,0,0,0,0,3117317,2420495,696822,9515595,7886406,1629189,130351,133668,116371,132919,134912,122952,,,,,,,164069,172893,139364
100724,1,62,37,25,0,0,0,62,37,25,0,0,0,62,37,25,0,0,0,0,0,0,5878110,3459228,2418882,0,0,0,5878110,3459228,2418882,0,0,0,0,0,0,5290299,3113305,2176994,85327,84143,87080,,,,94808,93493,96755,,,,,,
100751,1,334,232,102,0,0,0,334,232,102,295,206,89,0,0,0,0,0,0,39,26,13,52562676,38109769,14452907,45310693,32904329,12406364,0,0,0,0,0,0,7251983,5205440,2046543,50749680,36808409,13941271,151945,158657,136679,153596,159730,139397,,,,,,,185948,200209,157426
100812,1,26,14,12,0,0,0,26,14,12,18,11,7,0,0,0,0,0,0,8,3,5,2643001,1409586,1233415,1684687,1047299,637388,0,0,0,0,0,0,958314,362287,596027,2403423,1319014,1084408,92439,94215,90367,93594,95209,91055,,,,,,,119789,120762,119205
100830,1,51,33,18,0,0,0,51,33,18,35,22,13,0,0,0,0,0,0,16,11,5,5099958,3336298,1763660,3315166,2044806,1270360,0,0,0,0,0,0,1784792,1291492,493300,4653760,3013425,1640335,91250,91316,91130,94719,92946,97720,,,,,,,111550,117408,98660
100858,1,395,290,105,0,0,0,395,290,105,249,185,64,0,0,0,0,0,0,146,105,41,61498271,46690137,14808134,34831386,26583891,8247495,0,0,0,0,0,0,26666885,20106246,6560639,54831550,41663576,13167974,138814,143668,125409,139885,143697,128867,,,,,,,182650,191488,160016
100937,1,36,26,10,0,0,0,36,26,10,35,26,9,0,0,0,0,0,0,1,0,1,2800060,2030170,769890,2725305,2030170,695135,0,0,0,0,0,0,74755,0,74755,2781371,2030170,751201,77260,78083,75120,77866,78083,77237,,,,,,,74755,,74755
101189,1,40,27,13,0,0,0,40,27,13,15,9,6,8,6,2,3,2,1,14,10,4,3346191,2268484,1077707,1025915,609483,416432,774582,590709,183873,216898,143749,73149,1328796,924543,404253,2897058,1952115,944943,72426,72301,72688,68394,67720,69405,96823,98452,91937,72299,71875,73149,94914,92454,101063
101365,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,144566,0,144566,0,0,0,0,0,0,0,0,0,144566,0,144566,108425,0,108425,108425,,108425,,,,,,,,,,144566,,144566
101435,1,18,12,6,0,0,0,18,12,6,18,12,6,0,0,0,0,0,0,0,0,0,1475673,967801,507872,1475673,967801,507872,0,0,0,0,0,0,0,0,0,1475673,967801,507872,81982,80650,84645,81982,80650,84645,,,,,,,,,
101480,1,88,52,36,0,0,0,88,52,36,74,47,27,0,0,0,0,0,0,14,5,9,7862985,4753518,3109467,6321124,4171985,2149139,0,0,0,0,0,0,1541861,581533,960328,7477520,4608135,2869385,84972,88618,79705,85421,88766,79598,,,,,,,110133,116307,106703
101587,1,29,20,9,0,0,0,29,20,9,23,16,7,0,0,0,0,0,0,6,4,2,2255708,1582172,673536,1746728,1238741,507987,0,0,0,0,0,0,508980,343431,165549,2128463,1496314,632149,73395,74816,70239,75945,77421,72570,,,,,,,84830,85858,82775
101675,1,7,6,1,0,0,0,7,6,1,0,0,0,3,2,1,0,0,0,4,4,0,479722,439589,40133,0,0,0,149405,109272,40133,0,0,0,330317,330317,0,382202,346083,36120,54600,57680,36120,,,,49802,54636,40133,,,,82579,82579,
101693,1,13,8,5,0,0,0,13,8,5,9,6,3,1,0,1,0,0,0,3,2,1,767232,443573,323659,484106,328447,155659,76000,0,76000,0,0,0,207126,115126,92000,707851,414792,293059,54450,51849,58612,53790,54741,51886,76000,,76000,,,,69042,57563,92000
101709,1,38,24,14,0,0,0,38,24,14,38,24,14,0,0,0,0,0,0,0,0,0,3015072,1959930,1055142,3015072,1959930,1055142,0,0,0,0,0,0,0,0,0,3015072,1959930,1055142,79344,81664,75367,79344,81664,75367,,,,,,,,,
101879,1,82,50,32,0,0,0,82,50,32,79,47,32,0,0,0,0,0,0,3,3,0,7987029,5091717,2895312,7623929,4728617,2895312,0,0,0,0,0,0,363100,363100,0,7896254,5000942,2895312,96296,100019,90479,96505,100609,90479,,,,,,,121033,121033,
101912,1,23,17,6,0,0,0,23,17,6,0,0,0,12,9,3,0,0,0,11,8,3,1308744,967965,340779,0,0,0,727790,531272,196518,0,0,0,580954,436693,144261,1090727,805665,285062,47423,47392,47510,,,,60649,59030,65506,,,,52814,54587,48087
102049,1,136,86,50,0,0,0,136,86,50,97,70,27,0,0,0,0,0,0,39,16,23,15255304,9796531,5458773,10228715,7651863,2576852,0,0,0,0,0,0,5026589,2144668,2881921,13998657,9260364,4738293,102931,107679,94766,105451,109312,95439,,,,,,,128887,134042,125301
102094,1,100,69,31,0,0,0,100,69,31,67,50,17,0,0,0,0,0,0,33,19,14,9935597,7021282,2914315,6368061,4880735,1487326,0,0,0,0,0,0,3567536,2140547,1426989,9043713,6486145,2557568,90437,94002,82502,95046,97615,87490,,,,,,,108107,112660,101928
102234,1,7,3,4,0,0,0,7,3,4,7,3,4,0,0,0,0,0,0,0,0,0,542751,248046,294705,542751,248046,294705,0,0,0,0,0,0,0,0,0,542751,248046,294705,77536,82682,73676,77536,82682,73676,,,,,,,,,
102270,1,3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,140500,92000,48500,0,0,0,140500,92000,48500,0,0,0,0,0,0,126450,82800,43650,42150,41400,43650,,,,46833,46000,48500,,,,,,
102298,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,85490,0,85490,0,0,0,0,0,0,0,0,0,85490,0,85490,64118,0,64118,64118,,64118,,,,,,,,,,85490,,85490
102368,1,60,48,12,0,0,0,60,48,12,0,0,0,36,27,9,0,0,0,24,21,3,5662192,4580406,1081786,0,0,0,3143840,2410463,733377,0,0,0,2518352,2169943,348409,4718220,3796874,921346,78637,79102,76779,,,,87329,89276,81486,,,,104931,103331,116136
102377,1,52,40,12,0,0,0,52,40,12,0,0,0,29,23,6,0,0,0,23,17,6,5780649,4294426,1486223,0,0,0,2690967,2016764,674203,0,0,0,3089682,2277662,812020,4739132,3523334,1215798,91137,88083,101316,,,,92792,87685,112367,,,,134334,133980,135337
102553,1,123,66,57,0,0,0,123,66,57,120,63,57,0,0,0,0,0,0,3,3,0,12682779,7128301,5554478,12323020,6768542,5554478,0,0,0,0,0,0,359759,359759,0,12592839,7038361,5554478,102381,106642,97447,102692,107437,97447,,,,,,,119920,119920,
102614,1,67,42,25,0,0,0,67,42,25,66,41,25,0,0,0,0,0,0,1,1,0,7038633,4740931,2297702,6884401,4586699,2297702,0,0,0,0,0,0,154232,154232,0,7000075,4702373,2297702,104479,111961,91908,104309,111871,91908,,,,,,,154232,154232,
102632,1,15,10,5,0,0,0,15,10,5,15,10,5,0,0,0,0,0,0,0,0,0,1341944,889260,452684,1341944,889260,452684,0,0,0,0,0,0,0,0,0,1341944,889260,452684,89463,88926,90537,89463,88926,90537,,,,,,,,,
102669,1,9,5,4,0,0,0,9,5,4,8,5,3,0,0,0,0,0,0,1,0,1,683049,349846,333203,563049,349846,213203,0,0,0,0,0,0,120000,0,120000,653049,349846,303203,72561,69969,75801,70381,69969,71068,,,,,,,120000,,120000
104151,1,872,560,312,0,0,0,872,560,312,764,509,255,0,0,0,0,0,0,108,51,57,141934210,94705178,47229032,120322609,83381824,36940785,0,0,0,0,0,0,21611601,11323354,10288247,136531310,91874340,44656970,156573,164061,143131,157490,163815,144866,,,,,,,200107,222027,180496
104179,1,682,460,222,0,0,0,682,460,222,588,409,179,0,0,0,0,0,0,94,51,43,99459098,67590400,31868698,82187489,58612453,23575036,0,0,0,0,0,0,17271609,8977947,8293662,95141196,65345913,29795283,139503,142056,134213,139775,143307,131704,,,,,,,183741,176038,192876
104346,1,92,41,51,0,0,0,92,41,51,87,36,51,0,0,0,0,0,0,5,5,0,5760892,2509505,3251387,5436397,2185010,3251387,0,0,0,0,0,0,324495,324495,0,5679768,2428381,3251387,61737,59229,63753,62487,60695,63753,,,,,,,64899,64899,
104577,1,28,16,12,0,0,0,28,16,12,28,16,12,0,0,0,0,0,0,0,0,0,2414211,1396577,1017634,2414211,1396577,1017634,0,0,0,0,0,0,0,0,0,2414211,1396577,1017634,86222,87286,84803,86222,87286,84803,,,,,,,,,
104586,1,23,18,5,0,0,0,23,18,5,22,17,5,1,1,0,0,0,0,0,0,0,2488872,1998725,490147,2353209,1863062,490147,135663,135663,0,0,0,0,0,0,0,2475306,1985159,490147,107622,110287,98029,106964,109592,98029,135663,135663,,,,,,,
104717,1,23,13,10,0,0,0,23,13,10,18,10,8,0,0,0,0,0,0,5,3,2,2173134,1271955,901179,1606850,862382,744468,0,0,0,0,0,0,566284,409573,156711,2031563,1169562,862001,88329,89966,86200,89269,86238,93059,,,,,,,113257,136524,78356
105297,1,12,8,4,0,0,0,12,8,4,12,8,4,0,0,0,0,0,0,0,0,0,782219,517919,264300,782219,517919,264300,0,0,0,0,0,0,0,0,0,782219,517919,264300,65185,64740,66075,65185,64740,66075,,,,,,,,,
105330,1,258,160,98,0,0,0,258,160,98,211,133,78,12,6,6,5,4,1,30,17,13,30190170,19616269,10573901,24307320,16063770,8243550,1109566,566451,543115,674609,515720,158889,4098675,2470328,1628347,28931766,18848181,10083585,112139,117801,102894,115201,120780,105687,92464,94409,90519,134922,128930,158889,136623,145313,125257
105367,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,81994,0,81994,0,0,0,0,0,0,0,0,0,81994,0,81994,61496,0,61496,61496,,61496,,,,,,,,,,81994,,81994
105899,1,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0,219180,140180,79000,0,0,0,0,0,0,219180,140180,79000,0,0,0,179289,114667,64622,59763,57334,64622,,,,,,,73060,70090,79000,,,
106245,1,109,75,34,0,0,0,109,75,34,89,64,25,1,0,1,3,2,1,16,9,7,10435144,7430770,3004374,8194707,6031220,2163487,106822,0,106822,249517,182535,66982,1884098,1217015,667083,9908025,7093295,2814730,90899,94577,82786,92075,94238,86539,106822,,106822,83172,91268,66982,117756,135224,95298
106263,1,12,9,3,0,0,0,12,9,3,0,0,0,0,0,0,0,0,0,12,9,3,1620141,1221492,398649,0,0,0,0,0,0,0,0,0,1620141,1221492,398649,1215106,916119,298987,101259,101791,99662,,,,,,,,,,135012,135721,132883
106306,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,48410,48410,0,48410,48410,0,0,0,0,0,0,0,0,0,0,48410,48410,0,48410,48410,,48410,48410,,,,,,,,,,
106342,1,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,533114,533114,0,0,0,0,533114,533114,0,0,0,0,0,0,0,479803,479803,0,68543,68543,,,,,76159,76159,,,,,,,
106397,1,316,234,82,0,0,0,316,234,82,186,133,53,0,0,0,0,0,0,130,101,29,47036715,35936141,11100574,25950596,19040387,6910209,0,0,0,0,0,0,21086119,16895754,4190365,41765185,31712203,10052983,132168,135522,122597,139519,143161,130381,,,,,,,162201,167285,144495
106412,1,20,15,5,0,0,0,20,15,5,9,8,1,0,0,0,0,0,0,11,7,4,1550208,1115559,434649,600228,529728,70500,0,0,0,0,0,0,949980,585831,364149,1312713,969101,343612,65636,64607,68722,66692,66216,70500,,,,,,,86362,83690,91037
106449,1,5,5,0,0,0,0,5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,323093,323093,0,253734,253734,0,69359,69359,0,0,0,0,0,0,0,316157,316157,0,63231,63231,,63434,63434,,69359,69359,,,,,,,
106458,1,109,67,42,0,0,0,109,67,42,95,59,36,0,0,0,0,0,0,14,8,6,10157969,6378229,3779740,8506606,5350479,3156127,0,0,0,0,0,0,1651363,1027750,623613,9745128,6121292,3623837,89405,91363,86282,89543,90686,87670,,,,,,,117955,128469,103936
106467,1,64,41,23,0,0,0,64,41,23,55,35,20,0,0,0,0,0,0,9,6,3,5337763,3463525,1874238,4412810,2840610,1572200,0,0,0,0,0,0,924953,622915,302038,5106525,3307796,1798729,79789,80678,78206,80233,81160,78610,,,,,,,102773,103819,100679
106485,1,21,17,4,0,0,0,21,17,4,11,7,4,0,0,0,0,0,0,10,10,0,1626873,1376305,250568,648657,398089,250568,0,0,0,0,0,0,978216,978216,0,1382319,1131751,250568,65825,66574,62642,58969,56870,62642,,,,,,,97822,97822,
106704,1,103,68,35,0,0,0,103,68,35,82,53,29,3,3,0,2,1,1,16,11,5,8952154,6139444,2812710,6693550,4535492,2158058,264544,264544,0,163490,76538,86952,1830570,1262870,567700,8438302,5783342,2654960,81925,85049,75856,81629,85575,74416,88181,88181,,81745,76538,86952,114411,114806,113540
106713,1,8,4,4,0,0,0,8,4,4,8,4,4,0,0,0,0,0,0,0,0,0,474280,245648,228632,474280,245648,228632,0,0,0,0,0,0,0,0,0,474280,245648,228632,59285,61412,57158,59285,61412,57158,,,,,,,,,
106980,1,7,1,6,0,0,0,7,1,6,6,1,5,0,0,0,1,0,1,0,0,0,465878,56903,408975,324174,56903,267271,0,0,0,141704,0,141704,0,0,0,440088,56903,383185,62870,56903,63864,54029,56903,53454,,,,141704,,141704,,,
107044,1,65,53,12,0,0,0,65,53,12,48,40,8,8,6,2,0,0,0,9,7,2,5538301,4548076,990225,3858601,3260661,597940,669743,508920,160823,0,0,0,1009957,778495,231462,5218837,4302560,916277,80290,81180,76356,80388,81517,74743,83718,84820,80412,,,,112217,111214,115731
107071,1,49,38,11,0,0,0,49,38,11,48,37,11,0,0,0,0,0,0,1,1,0,3384069,2646041,738028,3321394,2583366,738028,0,0,0,0,0,0,62675,62675,0,3368400,2630372,738028,68743,69220,67093,69196,69821,67093,,,,,,,62675,62675,
107080,1,43,23,20,0,0,0,43,23,20,43,23,20,0,0,0,0,0,0,0,0,0,3290945,1801760,1489185,3290945,1801760,1489185,0,0,0,0,0,0,0,0,0,3290945,1801760,1489185,76534,78337,74459,76534,78337,74459,,,,,,,,,
107141,1,18,16,2,0,0,0,18,16,2,9,8,1,3,3,0,6,5,1,0,0,0,1414787,1243461,171326,618009,539842,78167,237711,237711,0,559067,465908,93159,0,0,0,1289266,1134895,154371,71626,70931,77186,68668,67480,78167,79237,79237,,93178,93182,93159,,,
107327,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,52765,0,52765,52765,0,52765,0,0,0,0,0,0,0,0,0,52765,0,52765,52765,,52765,52765,,52765,,,,,,,,,
107460,1,16,4,12,0,0,0,16,4,12,11,4,7,0,0,0,5,0,5,0,0,0,919328,199394,719934,570942,199394,371548,0,0,0,348386,0,348386,0,0,0,855922,199394,656528,53495,49849,54711,51904,49849,53078,,,,69677,,69677,,,
107512,1,43,32,11,0,0,0,43,32,11,41,32,9,0,0,0,0,0,0,2,0,2,2829686,2119616,710070,2669686,2119616,550070,0,0,0,0,0,0,160000,0,160000,2789686,2119616,670070,64876,66238,60915,65114,66238,61119,,,,,,,80000,,80000
107521,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,54399,54399,0,54399,54399,0,0,0,0,0,0,0,0,0,0,54399,54399,0,54399,54399,,54399,54399,,,,,,,,,,
107558,1,15,10,5,0,0,0,15,10,5,15,10,5,0,0,0,0,0,0,0,0,0,1117494,751979,365515,1117494,751979,365515,0,0,0,0,0,0,0,0,0,1117494,751979,365515,74500,75198,73103,74500,75198,73103,,,,,,,,,
107600,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,51687,51687,0,51687,51687,0,0,0,0,0,0,0,0,0,0,51687,51687,0,51687,51687,,51687,51687,,,,,,,,,,
107877,1,4,3,1,0,0,0,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,232966,174719,58247,232966,174719,58247,0,0,0,0,0,0,0,0,0,232966,174719,58247,58242,58240,58247,58242,58240,58247,,,,,,,,,
107974,1,7,2,5,0,0,0,7,2,5,6,2,4,0,0,0,0,0,0,1,0,1,440009,112962,327047,362555,112962,249593,0,0,0,0,0,0,77454,0,77454,420646,112962,307684,60092,56481,61537,60426,56481,62398,,,,,,,77454,,77454
107983,1,22,13,9,0,0,0,22,13,9,16,10,6,0,0,0,1,0,1,5,3,2,2157976,1356526,801450,1281551,872830,408721,0,0,0,75006,0,75006,801419,483696,317723,1943970,1235602,708368,88362,95046,78708,80097,87283,68120,,,,75006,,75006,160284,161232,158862
108092,1,35,22,13,0,0,0,35,22,13,27,17,10,1,1,0,0,0,0,7,4,3,2886125,1878477,1007648,2175069,1456381,718688,82000,82000,0,0,0,0,629056,340096,288960,2720661,1785253,935408,77733,81148,71954,80558,85669,71869,82000,82000,,,,,89865,85024,96320
108870,1,6,4,2,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,6,4,2,747750,457750,290000,0,0,0,0,0,0,0,0,0,747750,457750,290000,560813,343313,217500,93469,85828,108750,,,,,,,,,,124625,114438,145000
109651,1,56,35,21,0,0,0,56,35,21,0,0,0,0,0,0,0,0,0,56,35,21,6090239,3794854,2295385,0,0,0,0,0,0,0,0,0,6090239,3794854,2295385,4567679,2846141,1721539,81566,81318,81978,,,,,,,,,,108754,108424,109304
109785,1,142,84,58,0,0,0,142,84,58,38,24,14,45,23,22,32,23,9,27,14,13,15232027,9027148,6204879,3690438,2405930,1284508,5052184,2573980,2478204,3387144,2452655,934489,3102261,1594583,1507678,13334783,7924721,5410062,93907,94342,93277,97117,100247,91751,112271,111912,112646,105848,106637,103832,114899,113899,115975
109907,1,23,13,10,0,0,0,23,13,10,0,0,0,23,13,10,0,0,0,0,0,0,2463146,1386684,1076462,0,0,0,2463146,1386684,1076462,0,0,0,0,0,0,2216831,1248016,968816,96384,96001,96882,,,,107093,106668,107646,,,,,,
110097,1,74,66,8,0,0,0,74,66,8,68,60,8,0,0,0,6,6,0,0,0,0,7642581,6806833,835748,7236964,6401216,835748,0,0,0,405617,405617,0,0,0,0,7568759,6733011,835748,102281,102015,104469,106426,106687,104469,,,,67603,67603,,,,
110316,1,22,13,9,0,0,0,22,13,9,22,13,9,0,0,0,0,0,0,0,0,0,2057905,1206442,851463,2057905,1206442,851463,0,0,0,0,0,0,0,0,0,2057905,1206442,851463,93541,92803,94607,93541,92803,94607,,,,,,,,,
110361,1,126,84,42,0,0,0,126,84,42,92,60,32,1,1,0,1,1,0,32,22,10,14373225,9642011,4731214,9987036,6498448,3488588,136590,136590,0,131124,131124,0,4118475,2875849,1242626,13306083,8885525,4420558,105604,105780,105251,108555,108307,109018,136590,136590,,131124,131124,,128702,130720,124263
110370,1,27,15,12,4,2,2,23,13,10,19,11,8,0,0,0,2,1,1,2,1,1,2119314,1212324,906990,1716089,1009859,706230,0,0,0,180975,91215,89760,222250,111250,111000,2030814,1167910,862904,88296,89839,86290,90320,91805,88279,,,,90488,91215,89760,111125,111250,111000
110398,1,42,20,22,0,0,0,42,20,22,38,20,18,0,0,0,0,0,0,4,0,4,7231758,3729906,3501852,6662499,3729906,2932593,0,0,0,0,0,0,569259,0,569259,7089443,3729906,3359537,168796,186495,152706,175329,186495,162922,,,,,,,142315,,142315
110404,1,265,212,53,0,0,0,265,212,53,1,1,0,0,0,0,264,211,53,0,0,0,69994941,56348540,13646401,276000,276000,0,0,0,0,69718941,56072540,13646401,0,0,0,57306094,46143338,11162756,216249,217657,210618,276000,276000,,,,,264087,265747,257479,,,
110413,1,63,32,31,0,0,0,63,32,31,61,30,31,0,0,0,2,2,0,0,0,0,7160215,3857867,3302348,6832538,3530190,3302348,0,0,0,327677,327677,0,0,0,0,7100578,3798230,3302348,112708,118695,106527,112009,117673,106527,,,,163839,163839,,,,
110422,1,306,212,94,0,0,0,306,212,94,278,195,83,0,0,0,0,0,0,28,17,11,35270880,24678432,10592448,31353744,22303932,9049812,0,0,0,0,0,0,3917136,2374500,1542636,34291596,24084807,10206789,112064,113608,108583,112783,114379,109034,,,,,,,139898,139676,140240
110468,1,45,23,22,0,0,0,45,23,22,45,23,22,0,0,0,0,0,0,0,0,0,4875218,2366638,2508580,4875218,2366638,2508580,0,0,0,0,0,0,0,0,0,4875218,2366638,2508580,108338,102897,114026,108338,102897,114026,,,,,,,,,
110486,1,74,45,29,0,0,0,74,45,29,72,44,28,0,0,0,0,0,0,2,1,1,8341452,5114004,3227448,8082132,4987860,3094272,0,0,0,0,0,0,259320,126144,133176,8276622,5082468,3194154,111846,112944,110143,112252,113360,110510,,,,,,,129660,126144,133176
110495,1,130,77,53,0,0,0,130,77,53,124,73,51,0,0,0,0,0,0,6,4,2,13865820,8259708,5606112,13019952,7675920,5344032,0,0,0,0,0,0,845868,583788,262080,13654353,8113761,5540592,105033,105374,104539,105000,105150,104785,,,,,,,140978,145947,131040
110510,1,176,98,78,0,0,0,176,98,78,141,81,60,0,0,0,0,0,0,35,17,18,20301288,11532588,8768700,15489540,9133980,6355560,0,0,0,0,0,0,4811748,2398608,2413140,19098351,10932936,8165415,108513,111561,104685,109855,112765,105926,,,,,,,137479,141095,134063
110529,1,225,142,83,0,0,0,225,142,83,223,142,81,0,0,0,0,0,0,2,0,2,26151912,16550664,9601248,25887984,16550664,9337320,0,0,0,0,0,0,263928,0,263928,26085930,16550664,9535266,115937,116554,114883,116090,116554,115276,,,,,,,131964,,131964
110538,1,164,100,64,0,0,0,164,100,64,127,82,45,0,0,0,0,0,0,37,18,19,18160956,11267460,6893496,13455636,8842440,4613196,0,0,0,0,0,0,4705320,2425020,2280300,16984626,10661205,6323421,103565,106612,98803,105950,107835,102515,,,,,,,127171,134723,120016
110547,1,113,64,49,0,0,0,113,64,49,100,56,44,0,0,0,0,0,0,13,8,5,13376748,7784544,5592204,11655312,6694644,4960668,0,0,0,0,0,0,1721436,1089900,631536,12946389,7512069,5434320,114570,117376,110904,116553,119547,112742,,,,,,,132418,136238,126307
110556,1,234,154,80,0,0,0,234,154,80,226,147,79,0,0,0,0,0,0,8,7,1,25507080,17015472,8491608,24466932,16102512,8364420,0,0,0,0,0,0,1040148,912960,127188,25247043,16787232,8459811,107893,109008,105748,108261,109541,105879,,,,,,,130019,130423,127188
110565,1,360,209,151,0,0,0,360,209,151,325,194,131,0,0,0,0,0,0,35,15,20,40784916,23831232,16953684,35908356,21674568,14233788,0,0,0,0,0,0,4876560,2156664,2719896,39565776,23292066,16273710,109905,111445,107773,110487,111725,108655,,,,,,,139330,143778,135995
110574,1,127,64,63,0,0,0,127,64,63,120,60,60,0,0,0,0,0,0,7,4,3,14493906,7502820,6991086,13480452,6915432,6565020,0,0,0,0,0,0,1013454,587388,426066,14240543,7355973,6884570,112130,114937,109279,112337,115257,109417,,,,,,,144779,146847,142022
110583,1,350,193,157,0,0,0,350,193,157,300,176,124,0,0,0,0,0,0,50,17,33,40555572,22245024,18310548,33443556,19770420,13673136,0,0,0,0,0,0,7112016,2474604,4637412,38777568,21626373,17151195,110793,112054,109243,111479,112332,110267,,,,,,,142240,145565,140528
110592,1,251,133,118,0,0,0,251,133,118,205,111,94,0,0,0,0,0,0,46,22,24,29127084,15631620,13495464,22618992,12449736,10169256,0,0,0,0,0,0,6508092,3181884,3326208,27500061,14836149,12663912,109562,111550,107321,110337,112160,108184,,,,,,,141480,144631,138592
110608,1,370,196,174,0,0,0,370,196,174,303,163,140,0,0,0,0,0,0,67,33,34,40948512,21856932,19091580,32393016,17688300,14704716,0,0,0,0,0,0,8555496,4168632,4386864,38809638,20814774,17994864,104891,106198,103419,106908,108517,105034,,,,,,,127694,126322,129025
110617,1,313,168,145,0,0,0,313,168,145,280,148,132,0,0,0,0,0,0,33,20,13,33515868,18214092,15301776,29349756,15711168,13638588,0,0,0,0,0,0,4166112,2502924,1663188,32474340,17588361,14885979,103752,104693,102662,104821,106157,103323,,,,,,,126246,125146,127938
110635,1,848,547,301,0,0,0,848,547,301,820,533,287,0,0,0,0,0,0,28,14,14,188700384,124935299,63765085,182881384,121775599,61105785,0,0,0,0,0,0,5819000,3159700,2659300,187245634,124145374,63100260,220809,226957,209635,223026,228472,212912,,,,,,,207821,225693,189950
110644,1,832,531,301,0,0,0,832,531,301,555,358,197,0,0,0,0,0,0,277,173,104,166326620,108658417,57668203,105170520,69292717,35877803,0,0,0,0,0,0,61156100,39365700,21790400,151037595,98816992,52220603,181536,186096,173490,189496,193555,182121,,,,,,,220780,227547,209523
110653,1,624,417,207,0,0,0,624,417,207,613,413,200,0,0,0,0,0,0,11,4,7,121770500,83159600,38610900,119724400,82390200,37334200,0,0,0,0,0,0,2046100,769400,1276700,121258975,82967250,38291725,194325,198962,184984,195309,199492,186671,,,,,,,186009,192350,182386
110662,1,1027,661,366,0,0,0,1027,661,366,954,618,336,0,0,0,0,0,0,73,43,30,247288419,163742819,83545600,230642929,153174029,77468900,0,0,0,0,0,0,16645490,10568790,6076700,243127047,161100622,82026425,236735,243723,224116,241764,247854,230562,,,,,,,228020,245786,202557
110671,1,330,232,98,0,0,0,330,232,98,306,215,91,0,0,0,0,0,0,24,17,7,61277252,43870800,17406452,56307052,40196900,16110152,0,0,0,0,0,0,4970200,3673900,1296300,60034702,42952325,17082377,181923,185139,174310,184010,186962,177035,,,,,,,207092,216112,185186
110680,1,582,432,150,0,0,0,582,432,150,573,424,149,0,0,0,0,0,0,9,8,1,118883040,89518640,29364400,116637240,87571440,29065800,0,0,0,0,0,0,2245800,1947200,298600,118321590,89031840,29289750,203302,206092,195265,203555,206536,195072,,,,,,,249533,243400,298600
110699,1,140,61,79,0,0,0,140,61,79,0,0,0,0,0,0,0,0,0,140,61,79,27940300,12732300,15208000,0,0,0,0,0,0,0,0,0,27940300,12732300,15208000,20955225,9549225,11406000,149680,156545,144380,,,,,,,,,,199574,208726,192506
110705,1,515,316,199,0,0,0,515,316,199,515,316,199,0,0,0,0,0,0,0,0,0,107943800,68768900,39174900,107943800,68768900,39174900,0,0,0,0,0,0,0,0,0,107943800,68768900,39174900,209600,217623,196859,209600,217623,196859,,,,,,,,,
