UNITID,EFFYDLEV,EFYDETOT,EFYDEEXC,EFYDESOM,EFYDENON
126678,2,2123,879,1234,10
126687,2,1354,0,1354,0
126711,2,7955,1886,2548,3521
126748,2,1439,219,284,936
126775,2,5479,23,1410,4046
126784,2,199,,,199
126818,2,27458,5268,21221,969
126827,2,45026,44911,95,20
126863,2,10487,1490,1854,7143
126915,2,313,0,59,254
126942,2,10072,2065,2748,5259
126951,2,1837,,,1837
127060,2,6084,894,4894,296
127158,2,6015,0,32,5983
127185,2,3770,295,2728,747
127200,2,28017,8113,5706,14198
127316,2,364,,,364
127389,2,910,125,221,564
127556,2,10020,883,6405,2732
127565,2,22222,17911,3847,464
127617,2,1736,279,237,1220
127653,2,379,52,320,7
127714,2,1038,1038,,
127732,2,1732,249,259,1224
127741,2,9692,1580,6944,1168
127778,2,1524,136,516,872
127820,2,15915,5209,6560,4146
127884,2,7844,1422,1619,4803
127909,2,9773,5308,1241,3224
127918,2,3752,907,1745,1100
127945,2,2539,1718,821,0
127954,2,8,8,0,0
128106,2,5214,1711,2828,675
128151,2,971,,,971
128179,2,1008,,,1008
128188,2,1627,,,1627
128258,2,2086,149,313,1624
128328,2,4403,,,4403
128337,2,138,,,138
128391,2,3938,500,999,2439
128498,2,1340,400,486,454
128577,2,1857,1743,70,44
128586,2,52,,,52
128744,2,2634,508,682,1444
128771,2,9826,8256,1433,137
128780,2,2196,2196,,
128896,2,195,,,195
128902,2,1804,8,151,1645
129002,2,667,22,478,167
129020,2,20207,9360,10697,150
129154,2,5146,2467,1588,1091
129181,2,1447,,,1447
129215,2,4813,281,3872,660
129242,2,4536,116,1582,2838
129349,2,306,,,306
129367,2,3963,2672,1215,76
129482,2,604,0,506,98
129525,2,5526,443,552,4531
129534,2,357,307,45,5
129543,2,5372,4145,1022,205
129695,2,6853,5998,797,58
129729,2,6751,4094,2306,351
129756,2,3211,2781,392,38
129774,2,630,76,552,2
129808,2,4253,3331,865,57
129923,2,899,,,899
129932,2,1610,,,1610
129941,2,5400,123,3798,1479
130004,2,6308,5094,1107,107
130040,2,1626,1428,123,75
130110,2,142,,,142
130174,2,3490,238,2466,786
130183,2,26932,25942,936,54
130217,2,1578,1453,107,18
130226,2,7420,397,7011,12
130253,2,6996,537,5881,578
130314,2,984,25,706,253
130396,2,8644,7292,1133,219
130493,2,8258,2934,5016,308
130509,2,905,,,905
130590,2,2263,,,2263
130606,2,4954,4753,136,65
130624,2,1104,,,1104
130697,2,3116,323,2722,71
130776,2,5223,1241,3679,303
130794,2,5900,4771,1129,0
130837,2,78,,,78
130873,2,854,0,596,258
130907,2,21012,1544,15053,4415
130934,2,4485,35,2548,1902
130943,2,20722,13435,7209,78
130989,2,772,,,772
131061,2,211,,,211
131098,2,945,0,350,595
131113,2,12529,7834,3162,1533
131159,2,8448,30,5585,2833
131283,2,3152,0,3137,15
131399,2,4199,9,1714,2476
131450,2,1109,33,475,601
131469,2,12673,728,1597,10348
131496,2,8210,6453,1737,20
131520,2,8427,0,8256,171
131803,2,865,865,0,0
131830,2,37,,,37
131876,2,1691,1005,686,0
132374,2,4505,77,80,4348
132408,2,451,331,72,48
132471,2,4228,407,392,3429
132602,2,2913,34,2879,0
132657,2,2642,232,1373,1037
132675,2,214,,,214
132693,2,18757,13612,3167,1978
132709,2,49619,25357,17715,6547
132842,2,258,34,136,88
132851,2,8789,7014,1001,774
132879,2,189,0,70,119
132903,2,71097,31188,38391,1518
132976,2,561,,,561
133021,2,2498,659,931,908
133155,2,1056,,,1056
133386,2,18721,9981,4582,4158
133465,2,699,136,234,329
133492,2,1942,356,277,1309
133508,2,20209,7532,7672,5005
133526,2,2425,0,597,1828
133553,2,9235,234,5207,3794
133650,2,8255,0,8217,38
133669,2,31091,7829,22547,715
133702,2,33740,26166,3007,4567
133711,2,2927,0,2696,231
133809,2,514,1,291,222
133845,2,1157,0,1157,0
133854,2,652,0,652,0
133863,2,694,0,694,0
133872,2,1620,271,1045,304
133881,2,3844,17,466,3361
133942,2,87,,,87
133951,2,61861,20947,31672,9242
133960,2,1495,945,315,235
133979,2,1033,0,401,632
133997,2,764,,,764
134024,2,65,,,65
134079,2,3083,381,2480,222
134097,2,36146,19512,16555,79
134130,2,39126,29954,8732,440
134228,2,40,,,40
134237,2,32835,27507,5328,0
134291,2,872,,,872
134307,2,1446,,,1446
134343,2,6238,1840,1825,2573
134422,2,33,20,0,13
134495,2,37568,24956,7065,5547
134510,2,206,127,20,59
134529,2,613,,,613
134574,2,277,,,277
134608,2,21538,12669,4484,4385
134714,2,278,,,278
134811,2,1166,1,0,1165
134945,2,3260,270,2533,457
135081,2,30379,13656,1079,15644
135142,2,362,0,25,337
135160,2,4252,2163,858,1231
135179,2,1096,8,0,1088
135188,2,6266,5032,617,617
135267,2,1047,46,0,1001
135276,2,1712,,,1712
135294,2,1749,,,1749
135337,2,174,,,174
135364,2,308,308,0,0
135391,2,12608,8222,3150,1236
135407,2,1475,,,1475
135522,2,597,,,597
135559,2,156,,,156
135610,2,116,61,52,3
135647,2,1696,,,1696
135717,2,76263,29994,32359,13910
135726,2,12535,3996,8356,183
135735,2,2978,,,2978
136109,2,240,,,240
136145,2,1719,798,406,515
136172,2,17168,10017,6803,348
136215,2,6728,374,2618,3736
136233,2,7054,3549,2060,1445
136303,2,1004,,,1004
136330,2,3250,138,1618,1494
136358,2,37981,35431,837,1713
136400,2,13193,11063,1708,422
136473,2,12239,7126,2732,2381
136491,2,1098,290,46,762
136516,2,14099,10612,1740,1747
136659,2,555,,,555
136765,2,617,,,617
136774,2,1643,594,1049,0
136826,2,1250,,,1250
136950,2,2712,,,2712
137023,2,664,,,664
137032,2,11402,7716,3404,282
137078,2,35831,25627,4862,5342
137087,2,1987,450,21,1516
137096,2,17486,6442,6663,4381
137120,2,1919,,,1919
137209,2,22789,16160,2974,3655
137245,2,2565,314,132,2119
137272,2,62,0,0,62
137281,2,8889,6595,625,1669
137315,2,3809,1617,1016,1176
137351,2,45412,18401,25893,1118
137476,2,4237,474,1111,2652
137546,2,3276,208,3049,19
137564,2,9351,2805,2598,3948
137591,2,471,,,471
137713,2,323,,,323
137759,2,15478,11417,2189,1872
137777,2,29,,,29
137801,2,727,,,727
137847,2,9520,24,2613,6883
137856,2,284,,,284
137865,2,381,,,381
137953,2,461,173,238,50
137962,2,242,81,115,46
138187,2,63498,57252,3804,2442
138275,2,900,242,306,352
138284,2,441,,,441
138293,2,1024,9,147,868
138309,2,15247,11867,3156,224
138354,2,11870,6275,5502,93
138372,2,1855,0,821,1034
138479,2,1497,33,4,1460
138488,2,1864,0,71,1793
138497,2,499,,,499
138558,2,4735,876,3457,402
138600,2,1031,0,1031,0
138655,2,1028,0,1028,0
138664,2,110,0,110,0
138682,2,4191,3211,419,561
138716,2,7176,1881,4319,976
138761,2,345,78,227,40
138813,2,1268,,,1268
138822,2,969,,,969
138840,2,4973,3503,770,700
138868,2,2299,688,291,1320
138901,2,2638,1277,1286,75
138938,2,632,,,632
138947,2,3387,225,3143,19
138956,2,5549,2468,1377,1704
139144,2,2092,4,1281,807
139153,2,321,321,0,0
139199,2,2202,1030,901,271
139205,2,944,98,511,335
139250,2,4303,1324,2584,395
139278,2,8932,4361,2310,2261
139311,2,7784,3713,3918,153
139357,2,4448,1781,1437,1230
139366,2,8170,1879,5717,574
139384,2,8768,5060,1411,2297
139393,2,909,32,393,484
139463,2,5513,852,3547,1114
139506,2,129,,,129
139579,2,436,108,173,155
139621,2,2941,1087,1457,397
139630,2,949,16,450,483
139658,2,7521,5238,2281,2
139700,2,7367,4058,2299,1010
139719,2,2862,426,1843,593
139746,2,78,,,78
139755,2,17988,2356,13823,1809
139764,2,3068,1107,1562,399
139861,2,6200,399,5176,625
139931,2,26762,3640,21306,1816
139940,2,33658,18519,14917,222
139959,2,32804,631,15251,16922
139968,2,3908,1285,2259,364
139986,2,7676,3919,1658,2099
139995,2,645,531,30,84
140003,2,367,,,367
140012,2,11675,5046,3391,3238
140234,2,798,38,657,103
140243,2,6857,1702,1900,3255
140252,2,1245,148,1068,29
140331,2,13643,4080,4819,4744
140340,2,1126,812,201,113
140447,2,5609,1271,2777,1561
140553,2,2482,0,2482,0
140678,2,3596,1381,958,1257
140696,2,1565,836,724,5
140720,2,233,233,0,0
140818,2,1473,85,862,526
140827,2,92,,,92
140872,2,1391,202,705,484
140942,2,5536,2549,1559,1428
140951,2,13690,923,4692,8075
140960,2,3713,772,2749,192
140988,2,1550,454,583,513
141006,2,2634,860,756,1018
141015,2,215,0,30,185
141060,2,2286,0,2207,79
141167,2,1039,123,916,0
141185,2,2110,1324,324,462
141237,2,3048,1353,484,1211
141255,2,5473,1902,1163,2408
141264,2,10989,2557,7384,1048
141325,2,923,295,401,227
141334,2,11998,3190,8086,722
141361,2,1582,270,95,1217
141486,2,1844,346,1137,361
141565,2,3157,2106,1009,42
141574,2,15044,9280,5645,119
141608,2,127,,,127
141644,2,4646,670,2182,1794
141680,2,5281,4200,853,228
141796,2,9676,7546,1762,368
141802,2,1935,1369,399,167
141811,2,10008,7961,1795,252
141839,2,3963,2988,785,190
141981,2,4107,3469,617,21
141990,2,3871,2844,631,396
142054,2,798,35,353,410
142090,2,110,,,110
142115,2,26161,8991,11159,6011
142179,2,2627,504,993,1130
142276,2,11645,1780,5561,4304
142285,2,9586,707,3640,5239
142294,2,1142,,,1142
142328,2,4840,1512,1861,1467
142407,2,128,,,128
142416,2,14,,,14
142443,2,6107,3188,1781,1138
142461,2,7083,94,566,6423
142489,2,49,,,49
142522,2,60362,35873,24070,419
142559,2,12949,2454,3311,7184
142887,2,172,,,172
142957,2,14,14,0,0
143048,2,2796,198,2550,48
143084,2,2440,609,1687,144
143118,2,4484,1046,3264,174
143215,2,13299,3072,4187,6040
143279,2,6094,2068,1795,2231
143288,2,559,144,331,84
143297,2,266,31,110,125
143358,2,4799,183,4473,143
143376,2,325,,,325
143464,2,143,,,143
143473,2,61,,,61
143482,2,68,,,68
143491,2,91,,,91
143552,2,72,,,72
143613,2,2443,1241,913,289
143978,2,28,0,19,9
144005,2,2061,213,962,886
144050,2,8391,1022,7369,0
144157,2,2866,2437,340,89
144166,2,10432,9694,624,114
144175,2,3068,2942,91,35
144184,2,8110,7763,173,174
144193,2,8361,7330,133,898
144209,2,9519,9037,435,47
144218,2,11885,11594,250,41
144281,2,7121,,,7121
144351,2,1627,414,746,467
144485,2,570,,,570
144564,2,4074,632,1114,2328
144573,2,210,,,210
144740,2,15969,12703,3073,193
144795,2,574,,,574
144865,2,36245,26471,3823,5951
144883,2,560,,,560
144892,2,8437,1310,3403,3724
144944,2,11788,8611,2288,889
144962,2,3108,263,2719,126
144971,2,551,,,551
145099,2,410,0,232,178
145239,2,664,,,664
145309,2,57,,,57
145336,2,3608,691,1753,1164
145354,2,64,,,64
145372,2,969,204,554,211
145406,2,856,,,856
145424,2,86,,,86
145433,2,179,,,179
145497,2,234,20,133,81
145521,2,2558,416,776,1366
145600,2,23643,485,11430,11728
145619,2,2842,2172,665,5
145637,2,35932,16803,18896,233
145646,2,1668,0,0,1668
145682,2,11132,3758,4050,3324
145691,2,1233,104,76,1053
145707,2,1365,213,487,665
145725,2,3506,341,866,2299
145813,2,19382,11064,8081,237
145831,2,3772,1632,924,1216
146205,2,6975,748,1990,4237
146278,2,2724,890,1250,584
146296,2,20745,2103,8025,10617
146339,2,1100,132,824,144
146348,2,3791,829,1517,1445
146366,2,4822,822,1571,2429
146418,2,3842,1869,961,1012
146427,2,1203,,,1203
146454,2,71,0,0,71
146472,2,20233,3449,6274,10510
146481,2,1722,194,1528,0
146506,2,12367,2179,1715,8473
146533,2,204,0,145,59
146603,2,6471,1591,1774,3106
146612,2,4908,1080,3513,315
146667,2,332,61,54,217
146676,2,1112,0,338,774
146685,2,8670,4126,2203,2341
146700,2,1486,,,1486
146719,2,13259,11064,982,1213
146755,2,220,4,69,147
146807,2,81,,,81
146816,2,421,279,44,98
147004,2,11883,2551,3433,5899
147013,2,1810,338,783,689
147129,2,831,83,581,167
147244,2,2017,87,1878,52
147341,2,889,,,889
147369,2,2428,711,205,1512
147378,2,17693,4440,7601,5652
147396,2,85,,,85
147411,2,5387,3514,1175,698
147536,2,4521,1423,1325,1773
147590,2,73,0,59,14
147642,2,69,,,69
147660,2,2629,14,2439,176
147679,2,1960,157,1768,35
147703,2,13410,7323,5905,182
147767,2,9976,,,9976
147776,2,6289,6181,104,4
147800,2,14960,10588,1587,2785
147819,2,66,,,66
147828,2,3128,508,1077,1543
147916,2,9133,3435,3661,2037
148007,2,5689,2857,1664,1168
148016,2,360,53,298,9
148098,2,44,,,44
148131,2,1184,54,1004,126
148256,2,3081,755,1213,1113
148292,2,3499,1457,675,1367
148380,2,8551,751,3513,4287
148405,2,1158,,,1158
148487,2,3549,345,2807,397
148496,2,2338,8,2194,136
148511,2,120,22,90,8
148575,2,327,0,327,0
148584,2,1991,400,1378,213
148593,2,110,3,0,107
148627,2,3384,137,2847,400
148654,2,3071,1796,1236,39
148672,2,2290,1039,478,773
148821,2,2663,8,231,2424
148876,2,1163,1162,0,1
148937,2,2196,408,715,1073
148955,2,5,,,5
148991,2,1684,440,613,631
149028,2,251,,,251
149204,2,71,0,15,56
149222,2,9426,2199,4404,2823
149231,2,11379,3835,7447,97
149310,2,201,0,0,201
149329,2,97,,,97
149365,2,7210,5441,385,1384
149499,2,16,,,16
149505,2,1248,0,853,395
149514,2,671,77,265,329
149532,2,14714,7054,2838,4822
149550,2,238,,,238
149639,2,92,0,60,32
149727,2,13452,6569,3014,3869
149763,2,877,518,216,143
149772,2,6704,1399,4928,377
149781,2,2374,,,2374
149842,2,22623,14287,2961,5375
150066,2,1521,42,902,577
150136,2,16977,2280,12376,2321
150145,2,1306,190,494,622
150163,2,4783,0,4479,304
150172,2,653,0,135,518
150251,2,234,234,,
150303,2,490,,,490
150400,2,1808,,,1808
150428,2,50,,,50
150455,2,759,,,759
150534,2,2188,69,1132,987
150604,2,967,,,967
150668,2,867,19,695,153
150677,2,1658,176,921,561
150756,2,1046,63,522,461
150765,2,168,,,168
150774,2,479,7,0,472
150853,2,178,,,178
150941,2,1265,93,229,943
150987,2,159624,27765,33098,98761
151102,2,10024,1681,5298,3045
151111,2,23435,5399,17343,693
151263,2,4580,901,3469,210
151290,2,1682,17,333,1332
151306,2,9477,2288,4819,2370
151324,2,10058,2660,5983,1415
151333,2,3481,723,2130,628
151342,2,5022,2117,2743,162
151351,2,34818,8138,26078,602
151360,2,4123,1435,2470,218
151379,2,4837,2767,2004,66
151388,2,4261,3123,1052,86
151467,2,402,,,402
151564,2,55,,,55
151607,2,144,,,144
151652,2,389,,,389
151661,2,1358,,,1358
151777,2,1111,0,1050,61
151786,2,4227,2166,1900,161
151801,2,2723,10,1006,1707
151810,2,231,0,231,0
151962,2,386,346,20,20
152044,2,121,,,121
152080,2,9049,41,7572,1436
152099,2,1314,34,88,1192
152150,2,85,,,85
152275,2,254,,,254
152309,2,170,,,170
152318,2,2009,68,1834,107
152336,2,1945,162,1572,211
152381,2,886,392,294,200
152390,2,1498,27,1077,394
152497,2,189,2,158,29
152530,2,2334,425,1216,693
152567,2,4018,171,1570,2277
152600,2,2894,51,2603,240
152628,2,56,,,56
152637,2,18554,1311,2986,14257
152673,2,915,80,380,455
152798,2,416,26,335,55
152992,2,906,156,563,187
153001,2,1911,754,650,507
153074,2,209,,,209
153083,2,209,,,209
153108,2,1256,104,221,931
153126,2,698,19,634,45
153144,2,1449,92,1292,65
153162,2,1029,142,857,30
153214,2,33480,14604,6082,12794
153241,2,78,,,78
153250,2,1523,65,382,1076
153269,2,3020,126,2830,64
153278,2,1949,0,342,1607
153296,2,905,143,601,161
153302,2,221,22,40,159
153311,2,12059,4937,2747,4375
153320,2,494,149,174,171
153366,2,1056,82,91,883
153375,2,1829,90,809,930
153384,2,1580,1101,478,1
153427,2,198,,,198
153445,2,6587,1117,2572,2898
153463,2,26,,,26
153472,2,4234,652,1637,1945
153524,2,6934,1135,1877,3922
153533,2,2476,370,1073,1033
153542,2,15,0,10,5
153597,2,153,,,153
153603,2,27778,3160,22481,2137
153621,2,852,179,162,511
153630,2,8669,4063,3444,1162
153658,2,24276,1750,16744,5782
153737,2,17495,6475,8351,2669
153746,2,32,0,0,32
153764,2,90,0,7,83
153773,2,84,,,84
153782,2,30,0,1,29
153825,2,1397,45,1080,272
153834,2,1842,0,1813,29
153861,2,726,533,8,185
153922,2,2076,521,992,563
153977,2,1178,266,776,136
154004,2,1331,122,0,1209
154013,2,1550,263,486,801
154022,2,57740,57740,,
154059,2,3499,560,2308,631
154095,2,9119,729,7807,583
154101,2,1173,102,350,721
154110,2,5411,1557,2129,1725
154129,2,2613,1463,536,614
154165,2,47,,,47
154174,2,60,,,60
154208,2,190,,,190
154235,2,2427,55,785,1587
154262,2,245,85,66,94
154332,2,115,0,11,104
154350,2,1358,205,704,449
154378,2,3195,1003,1765,427
154396,2,1975,864,731,380
154448,2,227,,,227
154457,2,77,,,77
154466,2,67,,,67
154493,2,6493,3235,1343,1915
154518,2,3916,3091,0,825
154527,2,1590,21,1329,240
154545,2,107,,,107
154572,2,6927,2416,2173,2338
154590,2,1421,309,217,895
154642,2,3356,2270,710,376
154688,2,1883,357,227,1299
154697,2,11402,6406,893,4103
154712,2,2260,0,785,1475
154721,2,790,0,308,482
154749,2,490,5,15,470
154800,2,10478,4058,4109,2311
154855,2,677,354,222,101
154907,2,2452,586,389,1477
154925,2,1901,185,619,1097
154934,2,2257,1083,590,584
154952,2,3944,1852,1315,777
154998,2,2060,462,971,627
155007,2,565,1,43,521
155025,2,3460,318,1129,2013
155052,2,2253,912,442,899
155061,2,15285,11108,2949,1228
155070,2,177,35,55,87
155089,2,1792,335,544,913
155098,2,2271,429,777,1065
155104,2,2537,766,991,780
155140,2,824,824,0,0
155159,2,114,,,114
155177,2,410,14,168,228
155186,2,3757,1279,762,1716
155195,2,7713,2674,1965,3074
155201,2,1133,257,427,449
155210,2,25943,15861,4447,5635
155283,2,1027,146,881,0
155292,2,6867,1667,2034,3166
155308,2,218,85,27,106
155317,2,20955,3216,16719,1020
155335,2,2598,36,654,1908
155353,2,152,,,152
155399,2,17452,1562,13854,2036
155414,2,802,27,340,435
155423,2,1565,36,29,1500
155450,2,2300,828,939,533
155487,2,1121,10,210,901
155496,2,231,24,2,205
155511,2,867,,,867
155520,2,1466,179,504,783
155566,2,2157,360,888,909
155593,2,1079,191,162,726
155618,2,750,34,183,533
155627,2,793,0,793,0
155636,2,382,177,205,0
155681,2,5414,396,3868,1150
155715,2,1693,810,346,537
155812,2,925,37,412,476
155830,2,1136,147,229,760
155858,2,2132,558,262,1312
155900,2,1787,1121,10,656
155937,2,761,164,126,471
155973,2,634,47,157,430
156082,2,5818,889,1982,2947
156107,2,7582,1536,2597,3449
156125,2,13784,3034,4842,5908
156134,2,2192,,,2192
156189,2,635,,,635
156213,2,1596,347,812,437
156231,2,3318,1184,1126,1008
156277,2,74,0,0,74
156286,2,2713,34,1058,1621
156295,2,1564,694,853,17
156310,2,307,,,307
156338,2,5666,1816,1952,1898
156356,2,919,295,151,473
156365,2,6920,869,2174,3877
156392,2,13730,6335,5132,2263
156408,2,1349,,,1349
156417,2,134,93,10,31
156426,2,281,,,281
156471,2,4531,1947,2584,0
156541,2,5348,3132,2216,0
156620,2,13743,3051,8081,2611
156648,2,7766,3342,2172,2252
156745,2,1163,11,1062,90
156754,2,58,,,58
156790,2,3581,1453,818,1310
156842,2,312,,,312
156851,2,1607,572,495,540
156860,2,2783,1267,1054,462
156921,2,16081,6153,4505,5423
156967,2,189,,,189
157021,2,267,160,107,0
157030,2,98,29,5,64
157058,2,2924,668,1914,342
157076,2,969,83,312,574
157085,2,23541,2831,20112,598
157100,2,652,14,0,638
157216,2,2239,401,1268,570
157289,2,18359,3784,12616,1959
157304,2,4395,1423,1094,1878
157331,2,4159,1456,1491,1212
157377,2,1309,423,755,131
157386,2,9604,1097,5022,3485
157401,2,8548,1254,3057,4237
157438,2,5642,1878,2033,1731
157447,2,13021,4045,8106,870
157483,2,6324,2116,1993,2215
157535,2,1630,37,904,689
157553,2,3017,1573,1209,235
157614,2,154,,,154
157650,2,185,,,185
157669,2,144,,,144
157678,2,172,,,172
157711,2,6482,3149,1706,1627
157739,2,3378,1092,797,1489
157748,2,1170,96,502,572
157757,2,1065,275,629,161
157793,2,3546,2281,1043,222
157809,2,2237,412,1615,210
157818,2,982,41,933,8
157863,2,1032,163,683,186
157951,2,17490,3719,12012,1759
158088,2,2950,220,763,1967
158246,2,297,2,0,295
158325,2,188,0,19,169
158343,2,63,,,63
158431,2,8483,3229,4032,1222
158477,2,561,,,561
158538,2,76,,,76
158617,2,659,,,659
158662,2,18938,13479,4191,1268
158778,2,86,,,86
158787,2,81,,,81
158802,2,1274,44,1186,44
158884,2,3156,1033,1455,668
159009,2,5221,347,4082,792
159027,2,77,,,77
159197,2,952,,,952
159328,2,162,,,162
159373,2,1059,,,1059
159382,2,4358,1532,2110,716
159391,2,29459,2942,22944,3573
159407,2,3664,1117,2049,498
159416,2,3118,919,1166,1033
159513,2,294,,,294
159522,2,324,,,324
159531,2,42,,,42
159568,2,1096,130,601,365
159601,2,46,,,46
159647,2,11305,716,7626,2963
159656,2,3582,551,3004,27
159717,2,7186,1256,5534,396
159939,2,8116,3013,4561,542
159948,2,1195,94,366,735
159966,2,6928,1090,3965,1873
159993,2,7815,1571,3718,2526
160010,2,1276,62,495,719
160038,2,12018,5658,5893,467
160065,2,1014,80,934,0
160074,2,1207,239,822,146
160117,2,378,,,378
160126,2,46,,,46
160199,2,67,,,67
160320,2,3695,,,3695
160409,2,107,0,11,96
160472,2,353,,,353
160481,2,2863,647,2025,191
160524,2,505,0,505,0
160579,2,3862,660,1952,1250
160597,2,161,,,161
160612,2,16055,811,13711,1533
160621,2,6959,1252,4089,1618
160630,2,2293,670,1404,219
160649,2,4114,2103,991,1020
160658,2,15244,1907,7245,6092
160667,2,4748,510,1032,3206
160755,2,9020,555,5585,2880
160904,2,2782,294,2439,49
160959,2,414,36,341,37
160977,2,1922,,,1922
160995,2,717,68,264,385
161004,2,1888,,,1888
161022,2,283,27,254,2
161077,2,3799,1905,1012,882
161086,2,2232,79,1926,227
161138,2,3015,1565,775,675
161192,2,2992,1324,669,999
161208,2,51,,,51
161217,2,5668,4587,1017,64
161226,2,1808,243,1305,260
161235,2,2220,1055,745,420
161253,2,11884,2577,9023,284
161299,2,1013,,,1013
161341,2,1975,730,667,578
161457,2,7528,5058,578,1892
161484,2,1020,457,290,273
161493,2,257,,,257
161509,2,391,5,260,126
161518,2,1883,944,30,909
161527,2,347,0,347,0
161545,2,7871,5650,888,1333
161554,2,7948,3630,3328,990
161563,2,1709,16,597,1096
161572,2,1234,1234,0,0
161581,2,572,297,164,111
161688,2,3117,1119,1271,727
161767,2,17550,16170,1147,233
161800,2,165,,,165
161855,2,66,,,66
161864,2,5991,5991,0,0
161873,2,2245,2245,0,0
162007,2,5853,4169,1371,313
162061,2,399,124,273,2
162104,2,2699,582,1750,367
162122,2,8970,7413,1032,525
162168,2,2507,2357,66,84
162210,2,982,427,356,199
162283,2,2278,144,1109,1025
162335,2,60,,,60
162371,2,970,,,970
162557,2,7245,1896,2449,2900
162584,2,4528,790,3486,252
162609,2,785,241,419,125
162654,2,1178,13,13,1152
162690,2,4996,2932,1385,679
162706,2,7054,5789,722,543
162760,2,1269,26,1019,224
162779,2,13909,5881,4766,3262
162830,2,251,,,251
162928,2,8491,3124,4102,1265
163028,2,1325,,,1325
163046,2,3931,3931,0,0
163204,2,72014,56069,10038,5907
163259,2,1163,296,616,251
163268,2,12200,9121,3065,14
163286,2,33315,20815,12183,317
163295,2,1677,1677,0,0
163338,2,2297,352,1218,727
163347,2,1009,,,1009
163408,2,150,,,150
163426,2,27868,20076,5535,2257
163453,2,6771,182,3479,3110
163462,2,2191,90,1882,219
163532,2,345,,,345
163541,2,523,,,523
163578,2,1074,144,598,332
163657,2,16951,15939,752,260
163815,2,67,,,67
163851,2,7640,1735,5555,350
163912,2,1617,36,1457,124
163976,2,428,31,363,34
164076,2,20747,18117,2207,423
164155,2,4594,,,4594
164173,2,3404,611,2073,720
164216,2,1137,0,1137,0
164270,2,1859,0,1859,0
164313,2,3661,1524,1624,513
164368,2,802,366,405,31
164447,2,1437,16,0,1421
164465,2,1863,845,1018,0
164492,2,1220,224,0,996
164535,2,46,,,46
164562,2,2122,91,2014,17
164580,2,2708,47,2515,146
164599,2,69,,,69
164614,2,65,1,6,58
164632,2,2100,1859,240,1
164641,2,646,88,480,78
164739,2,4166,5,0,4161
164748,2,7781,2776,5002,3
164775,2,1962,1163,502,297
164845,2,174,,,174
164872,2,473,473,0,0
164924,2,9980,471,8934,575
164988,2,20204,283,822,19099
165015,2,4584,694,3102,788
165024,2,10402,210,3744,6448
165033,2,8925,8322,567,36
165060,2,380,0,380,0
165112,2,14143,13044,937,162
165167,2,1658,866,271,521
165194,2,4216,1112,1710,1394
165255,2,327,,,327
165264,2,1760,1004,562,194
165334,2,2351,503,1843,5
165529,2,2594,81,2244,269
165556,2,806,,,806
165574,2,1401,493,908,0
165608,2,54,,,54
165635,2,375,,,375
165644,2,580,110,305,165
165662,2,4050,0,1721,2329
165671,2,2000,960,1038,2
165699,2,3394,126,1624,1644
165750,2,124,,,124
165802,2,2127,1394,394,339
165820,2,4582,1317,3204,61
165866,2,4335,2951,1380,4
165884,2,1093,501,485,107
165936,2,1538,59,1204,275
165981,2,2268,1964,156,148
166018,2,557,385,152,20
166027,2,13188,13182,2,4
166045,2,27,0,0,27
166054,2,48,,,48
166124,2,3051,,,3051
166133,2,5496,1463,2721,1312
166391,2,1714,662,971,81
166407,2,383,,,383
166452,2,2145,2145,0,0
166489,2,46,0,13,33
166498,2,129,,,129
166513,2,16709,13763,2239,707
166629,2,27655,20535,7105,15
166638,2,15432,15265,164,3
166647,2,6236,5793,333,110
166656,2,5545,1420,2795,1330
166674,2,1963,0,1917,46
166683,2,4500,1697,2803,0
166692,2,1636,208,1417,11
166717,2,30,0,30,0
166805,2,95,,,95
166823,2,8472,7636,558,278
166850,2,4522,250,3325,947
166869,2,381,19,362,0
166887,2,10352,7039,1183,2130
166911,2,408,106,267,35
166939,2,2114,0,2114,0
166957,2,4343,2318,1670,355
167039,2,19,,,19
167057,2,432,194,238,0
167260,2,1476,283,1193,0
167288,2,1419,161,983,275
167297,2,189,,,189
167312,2,6919,1301,5618,0
167358,2,20307,184,15314,4809
167376,2,6342,5645,625,72
167394,2,1124,118,630,376
167455,2,220,0,220,0
167525,2,4956,4174,223,559
167534,2,9370,834,3578,4958
167598,2,1772,427,1142,203
167631,2,1792,1792,0,0
167677,2,22,,,22
167729,2,6823,4062,2608,153
167783,2,1812,1593,219,0
167792,2,397,72,220,105
167835,2,2380,2314,66,0
167871,2,190,,,190
167899,2,2238,1,217,2020
167905,2,5743,3732,1663,348
167987,2,7088,4903,2142,43
167996,2,2482,0,2360,122
168005,2,4742,1842,2532,368
168032,2,43,,,43
168148,2,6770,1140,5613,17
168218,2,2405,816,1562,27
168227,2,5129,1860,3236,33
168254,2,2702,8,2090,604
168263,2,5239,2716,2448,75
168281,2,1748,383,1229,136
168342,2,2090,,,2090
168421,2,5395,462,4783,150
168430,2,5811,1444,4112,255
168528,2,1826,0,147,1679
168546,2,1585,52,870,663
168555,2,34,,,34
168573,2,1307,,,1307
168591,2,1484,21,1122,341
168607,2,2335,251,790,1294
168740,2,1883,572,679,632
168786,2,1493,40,1137,316
168847,2,6898,3303,2075,1520
168883,2,2429,791,1164,474
168892,2,106,,,106
169080,2,3570,128,2011,1431
169187,2,160,,,160
169248,2,14245,1979,3493,8773
