UNITID,EFFYDLEV,EFYDETOT,EFYDEEXC,EFYDESOM,EFYDENON
100654,1,6628,1689,4694,245
100663,1,26322,7914,13127,5281
100690,1,1087,1087,,
100706,1,11318,3956,6861,501
100724,1,4478,1346,2902,230
100751,1,41992,9378,30543,2071
100760,1,2108,1373,439,296
100812,1,3792,2209,1390,193
100830,1,6141,1121,3758,1262
100858,1,33175,2794,8584,21797
100937,1,1192,2,504,686
101028,1,1898,424,1004,470
101116,1,604,219,178,207
101143,1,2508,890,1023,595
101161,1,8971,1956,3478,3537
101189,1,3670,1815,911,944
101240,1,5601,2067,2386,1148
101277,1,130,,,130
101286,1,5088,1291,1988,1809
101295,1,6298,1406,3141,1751
101301,1,2104,814,693,597
101365,1,1215,403,353,459
101435,1,995,164,184,647
101453,1,150,111,18,21
101462,1,1191,190,676,325
101471,1,626,,,626
101480,1,10752,3018,6402,1332
101505,1,12293,9108,1595,1590
101514,1,12424,8265,2130,2029
101569,1,4239,2651,1071,517
101587,1,8711,7070,1146,495
101602,1,2295,465,1107,723
101648,1,423,0,188,235
101675,1,1649,200,136,1313
101693,1,2108,283,624,1201
101709,1,2960,482,2298,180
101736,1,4416,834,1676,1906
101879,1,10003,4479,4752,772
101897,1,3469,1318,1635,516
101912,1,1970,147,84,1739
101994,1,441,6,228,207
102030,1,3549,689,1486,1374
102049,1,6160,399,4001,1760
102067,1,5769,3419,1683,667
102076,1,4006,2627,1095,284
102094,1,16311,4926,5241,6144
102234,1,1322,189,1062,71
102270,1,829,51,535,243
102298,1,1398,246,990,162
102313,1,2294,1027,1048,219
102368,1,20866,11886,4721,4259
102377,1,3058,2,0,3056
102395,1,446,446,0,0
102429,1,4595,1570,1660,1365
102553,1,19093,13228,3755,2110
102580,1,43,0,5,38
102614,1,10725,6113,2831,1781
102632,1,3470,2053,638,779
102669,1,591,484,101,6
102711,1,801,,,801
102845,1,4002,881,2861,260
103501,1,553,,,553
103741,1,208,,,208
103893,1,1734,192,584,958
103909,1,875,0,328,547
103927,1,636,0,268,368
103954,1,83,,,83
103963,1,655,,,655
104090,1,2008,651,1357,0
104151,1,82869,7411,66538,8920
104160,1,9712,3971,3912,1829
104179,1,52329,10431,29028,12870
104346,1,6317,1487,3512,1318
104391,1,87,,,87
104425,1,9841,2578,1531,5732
104443,1,79,,,79
104568,1,601,0,601,0
104577,1,6080,830,1619,3631
104586,1,3207,107,1394,1706
104665,1,15,2,0,13
104708,1,20920,13970,3547,3403
104717,1,158889,134849,19738,4302
105145,1,7371,4191,1698,1482
105154,1,25089,19749,2428,2912
105206,1,4782,1251,1785,1746
105215,1,1262,,,1262
105297,1,1872,1745,127,0
105330,1,33349,8196,16977,8176
105349,1,4622,2991,478,1153
105367,1,1382,428,953,1
105428,1,14469,10900,2619,950
105525,1,32802,23199,3951,5652
105534,1,3871,2178,163,1530
105543,1,1364,46,0,1318
105589,1,1330,1009,314,7
105659,1,1591,0,79,1512
105668,1,33734,21172,1679,10883
105677,1,45,,,45
105747,1,11706,8717,1283,1706
105792,1,5205,4343,444,418
105899,1,1076,51,890,135
106041,1,2790,,,2790
106111,1,109,,,109
106148,1,8393,4817,1255,2321
106245,1,10955,8482,902,1571
106263,1,3241,827,1733,681
106306,1,604,,,604
106315,1,240,,,240
106324,1,74,,,74
106342,1,688,,,688
106351,1,116,,,116
106360,1,43,,,43
106397,1,30349,4839,23697,1813
106412,1,2898,112,2486,300
106449,1,3939,1034,1633,1272
106458,1,18451,9618,6541,2292
106467,1,12257,4598,5465,2194
106485,1,3293,803,1746,744
106494,1,74,,,74
106546,1,928,0,545,383
106625,1,1980,570,811,599
106704,1,11834,1932,8407,1495
106713,1,693,55,638,0
106795,1,1793,405,836,552
106810,1,208,6,142,60
106883,1,1416,354,603,459
106892,1,227,,,227
106908,1,520,,,520
106980,1,2918,568,1671,679
106999,1,1490,191,809,490
107044,1,5149,1460,1430,2259
107071,1,3610,861,2565,184
107080,1,1103,,,1103
107099,1,120,,,120
107123,1,97,,,97
107141,1,2791,802,1208,781
107220,1,305,,,305
107293,1,92,,,92
107318,1,1569,388,458,723
107327,1,1757,1113,365,279
107442,1,48,,,48
107460,1,2070,917,742,411
107488,1,233,,,233
107512,1,1817,47,804,966
107521,1,1716,131,327,1258
107549,1,1275,470,334,471
107558,1,904,73,822,9
107585,1,2400,325,1174,901
107600,1,991,29,868,94
107619,1,1492,258,717,517
107637,1,1567,54,507,1006
107655,1,61,,,61
107664,1,6967,2539,2532,1896
107725,1,1604,409,631,564
107743,1,964,124,545,295
107789,1,183,,,183
107831,1,114,,,114
107840,1,359,0,260,99
107877,1,671,38,149,484
107974,1,1766,574,658,534
107983,1,5209,1999,2881,329
107992,1,1588,427,343,818
108065,1,14,,,14
108092,1,6478,1581,4064,833
108232,1,11846,7315,3332,1199
108269,1,121,0,121,0
108667,1,9742,6092,2367,1283
108807,1,14876,2171,5211,7494
108852,1,222,,,222
108861,1,54,47,0,7
108870,1,383,0,383,0
108977,1,210,,,210
109040,1,2862,0,339,2523
109086,1,35,,,35
109208,1,38602,18703,13735,6164
109350,1,15487,819,4829,9839
109651,1,3050,3050,0,0
109721,1,250,,,250
109730,1,48,,,48
109785,1,10494,10418,0,76
109819,1,35587,30865,3174,1548
109907,1,3552,3410,108,34
109934,1,603,0,459,144
110060,1,465,376,86,3
110097,1,6473,4020,2257,196
110194,1,345,,,345
110219,1,2302,2302,0,0
110246,1,12100,2601,6155,3344
110316,1,2039,2039,0,0
110334,1,14473,3577,7251,3645
110361,1,13722,3334,8262,2126
110370,1,1777,1559,211,7
110398,1,1034,0,227,807
110404,1,2379,1788,364,227
110413,1,4670,1294,3208,168
110422,1,23319,16348,6924,47
110468,1,4917,4917,0,0
110486,1,13088,11528,1551,9
110495,1,12470,11319,1143,8
110510,1,21793,21288,503,2
110529,1,31745,31285,458,2
110538,1,18141,16635,1503,3
110547,1,20180,16981,3191,8
110556,1,27235,24302,2879,54
110565,1,47482,43769,3672,41
110574,1,18567,17445,1120,2
110583,1,43455,37293,6056,106
110592,1,29167,24712,4392,63
110608,1,43286,33100,9965,221
110617,1,36476,23423,12671,382
110635,1,45584,32060,12740,784
110644,1,41743,14654,25245,1844
110653,1,38479,27762,10278,439
110662,1,47499,32036,12995,2468
110671,1,28597,24568,3666,363
110680,1,41682,23341,18094,247
110699,1,3313,106,2532,675
110705,1,28222,21894,6259,69
110714,1,20781,11736,8081,964
110778,1,2025,1780,235,10
110875,1,90,,,90
110918,1,19,7,3,9
111045,1,94,,,94
111054,1,129,,,129
111081,1,1256,,,1256
111188,1,976,276,699,1
111391,1,854,854,0,0
111434,1,9598,3002,3078,3518
111461,1,31696,6958,12260,12478
111513,1,314,,,314
111638,1,315,18,297,0
111708,1,321,,,321
111717,1,300,,,300
111726,1,275,,,275
111744,1,232,,,232
111762,1,189,,,189
111799,1,283,,,283
111887,1,28040,11837,12811,3392
111896,1,7774,3481,2511,1782
111920,1,18128,13937,2773,1418
111939,1,27808,26730,1040,38
111948,1,10373,95,8622,1656
111966,1,1254,0,1254,0
112075,1,5365,5110,255,0
112084,1,615,227,388,0
112127,1,86,86,0,0
112172,1,16879,4622,9468,2789
112181,1,152,,,152
112190,1,27774,2981,10165,14628
112251,1,2168,824,696,648
112260,1,1331,1331,0,0
112288,1,669,,,669
112367,1,897,0,507,390
112385,1,15908,15480,341,87
112394,1,623,623,0,0
112455,1,168,,,168
112525,1,4221,28,271,3922
112561,1,3002,1287,1272,443
112570,1,926,22,904,0
112686,1,6561,1727,3452,1382
112826,1,9751,5147,3488,1116
113096,1,22450,10523,9237,2690
113111,1,8452,2549,4191,1712
113193,1,13912,10156,3042,714
113218,1,12931,4818,4706,3407
113236,1,20472,2485,8963,9024
113333,1,29214,28851,331,32
113449,1,260,,,260
113537,1,5,,,5
113573,1,14283,13312,754,217
113582,1,171,,,171
113634,1,27528,7750,13742,6036
113698,1,1949,701,1148,100
113704,1,76,14,50,12
113856,1,54064,17878,16230,19956
113980,1,30759,15679,12027,3053
114114,1,303,,,303
114123,1,276,,,276
114266,1,13678,3273,6394,4011
114354,1,2220,279,1639,302
114390,1,136,12,78,46
114433,1,2601,1025,582,994
114460,1,481,,,481
114549,1,1416,274,1098,44
114585,1,488,260,228,0
114637,1,101,,,101
114716,1,27292,22832,852,3608
114734,1,66,,,66
114761,1,99,,,99
114789,1,34399,9514,14326,10559
114813,1,4398,4397,0,1
114840,1,3433,2306,669,458
114859,1,29922,5390,15606,8926
114938,1,6944,2907,2271,1766
114947,1,137,,,137
115001,1,18156,2790,9381,5985
115010,1,629,0,629,0
115083,1,3403,481,1679,1243
115126,1,18218,9493,6705,2020
115214,1,235,6,44,185
115296,1,20431,5025,9620,5786
115357,1,134,,,134
115393,1,12194,2597,6419,3178
115409,1,970,,,970
115658,1,162,,,162
115728,1,1212,1014,198,0
115746,1,980,,,980
115755,1,7184,4940,2237,7
115773,1,588,588,0,0
115861,1,9201,1122,5858,2221
115931,1,1057,0,3,1054
116226,1,188,,,188
116350,1,240,,,240
116439,1,18155,4049,8920,5186
116563,1,375,0,332,43
116846,1,124,124,0,0
117052,1,12578,4155,4801,3622
117104,1,683,683,0,0
117140,1,8283,8283,0,0
117168,1,823,823,0,0
117195,1,5986,2509,988,2489
117238,1,112,,,112
117247,1,15069,6657,5115,3297
117274,1,2957,1729,443,785
117283,1,78,78,0,0
117520,1,733,0,733,0
117557,1,552,,,552
117575,1,229,111,90,28
117627,1,2272,1,0,2271
117636,1,5229,410,1682,3137
117645,1,32407,22738,7952,1717
117672,1,3281,1954,1123,204
117690,1,12492,6098,4558,1836
117706,1,25709,8246,12124,5339
117715,1,9635,5423,2686,1526
117724,1,19543,7096,6737,5710
117733,1,25085,10478,9784,4823
117751,1,3358,634,0,2724
117788,1,26273,12127,8788,5358
117803,1,190,,,190
117867,1,15783,7819,5098,2866
117894,1,11789,2893,5990,2906
117946,1,10527,10099,410,18
117955,1,381,0,179,202
118134,1,150,,,150
118143,1,175,,,175
118161,1,94,,,94
118198,1,1033,70,359,604
118347,1,6494,1458,3303,1733
118541,1,618,610,0,8
118684,1,5216,4804,286,126
118693,1,856,832,0,24
118718,1,14638,12532,1712,394
118772,1,10716,6104,2803,1809
118888,1,1092,38,1054,0
118912,1,18204,17655,443,106
118930,1,11314,7887,2908,519
118958,1,75,,,75
118976,1,22463,8586,11580,2297
118994,1,490,,,490
119058,1,782,782,0,0
119067,1,11322,7877,1481,1964
119137,1,21795,11742,8165,1888
119164,1,39214,5110,21129,12975
119173,1,3270,1397,1725,148
119216,1,19172,339,5295,13538
119270,1,1098,178,0,920
119331,1,6683,5271,833,579
119553,1,1934,142,0,1792
119605,1,30085,4021,8234,17830
119678,1,4007,1999,0,2008
119775,1,517,517,0,0
119951,1,298,,,298
120069,1,485,0,485,0
120078,1,1119,80,1039,0
120087,1,424,0,424,0
120166,1,55,,,55
120184,1,685,24,326,335
120254,1,1934,1934,0,0
120290,1,17402,2262,5415,9725
120342,1,24663,5986,14225,4452
120403,1,1237,0,566,671
120421,1,11051,10459,395,197
120537,1,1342,629,0,713
120661,1,1175,0,1175,0
120698,1,1326,327,122,877
120768,1,1654,916,531,207
120795,1,126,126,0,0
120838,1,31,,,31
120865,1,1228,86,379,763
120883,1,6696,23,0,6673
120953,1,5121,3164,138,1819
120971,1,29594,26329,819,2446
121044,1,35760,34560,1080,120
121150,1,12236,12028,99,109
121257,1,1016,,,1016
121275,1,167,,,167
121309,1,5375,305,3425,1645
121345,1,1566,,,1566
121363,1,5347,1597,2755,995
121433,1,157,,,157
121619,1,34732,8435,10645,15652
121628,1,125,0,32,93
121637,1,130,,,130
121691,1,5105,2085,2833,187
121707,1,5374,1686,2537,1151
121859,1,341,,,341
121868,1,293,,,293
121886,1,23737,2240,7225,14272
121901,1,29264,9407,14644,5213
122117,1,191,,,191
122180,1,30416,15813,10993,3610
122205,1,30831,17847,10598,2386
122296,1,2746,449,0,2297
122339,1,24181,23452,560,169
122375,1,31596,29832,1632,132
122384,1,22799,20072,709,2018
122409,1,38811,30469,7968,374
122436,1,10060,1100,0,8960
122454,1,84,73,0,11
122506,1,413,,,413
122597,1,31072,29612,1440,20
122612,1,11667,9791,1868,8
122649,1,183,183,0,0
122658,1,25009,22507,2355,147
122685,1,3659,2139,345,1175
122694,1,1383,0,350,1033
122728,1,2772,642,832,1298
122746,1,12945,5424,4798,2723
122755,1,39940,36246,3665,29
122791,1,13143,2243,4931,5969
122834,1,135,54,31,50
122852,1,41,0,7,34
122889,1,19549,6657,9519,3373
122931,1,9402,527,0,8875
122977,1,36472,6548,19170,10754
123013,1,24673,10007,10942,3724
123095,1,938,250,688,0
123165,1,1105,,,1105
123217,1,15729,2824,9442,3463
123280,1,59,34,18,7
123299,1,11698,9558,1277,863
123341,1,24866,7976,13652,3238
123350,1,153,,,153
123448,1,562,381,157,24
123457,1,1244,56,765,423
123484,1,2383,1137,579,667
123493,1,253,,,253
123509,1,16278,4131,5549,6598
123527,1,17252,15013,1893,346
123554,1,3970,,,3970
123563,1,12806,10630,1820,356
123572,1,8775,7876,898,1
123633,1,348,348,0,0
123642,1,308,,,308
123651,1,2621,53,1560,1008
123679,1,1073,0,1073,0
123800,1,23854,3307,10349,10198
123916,1,127,127,0,0
123943,1,759,13,746,0
123952,1,604,,,604
123961,1,52380,41117,9174,2089
123970,1,905,905,0,0
124113,1,6439,1362,2034,3043
124283,1,333,333,0,0
124292,1,465,,,465
124487,1,247,28,139,80
124681,1,1905,,,1905
124706,1,1289,0,1289,0
124937,1,997,0,997,0
125028,1,17787,8723,6950,2114
125037,1,297,76,148,73
125082,1,92,,,92
125091,1,16445,2224,6889,7332
125170,1,10795,4861,3215,2719
125231,1,78158,78158,,
125310,1,62,,,62
125462,1,5855,5425,360,70
125471,1,21709,13441,5218,3050
125499,1,11889,6853,4137,899
125532,1,2782,1201,851,730
125718,1,145,,,145
125727,1,1289,16,1047,226
125763,1,1639,0,285,1354
125897,1,1232,1036,195,1
126012,1,565,,,565
126049,1,285,25,0,260
126076,1,208,,,208
126119,1,9033,2778,3421,2834
126164,1,89,,,89
126182,1,3863,1263,1417,1183
126207,1,10162,4170,2228,3764
126289,1,16340,3518,3059,9763
126359,1,368,,,368
126562,1,30432,10862,12446,7124
126580,1,15955,1732,7295,6928
126605,1,460,,,460
126614,1,41927,443,1004,40480
126669,1,14138,7354,863,5921
126678,1,2154,896,1247,11
126687,1,1354,0,1354,0
126711,1,7955,1886,2548,3521
126748,1,1439,219,284,936
126775,1,7281,153,1802,5326
126784,1,199,,,199
126818,1,36626,9169,24143,3314
126827,1,50474,50346,108,20
126863,1,10487,1490,1854,7143
126915,1,313,0,59,254
126942,1,10072,2065,2748,5259
126951,1,1837,,,1837
126979,1,1172,372,526,274
127060,1,16492,7015,7700,1777
127158,1,6015,0,32,5983
127185,1,3899,332,2780,787
127200,1,28017,8113,5706,14198
127273,1,244,244,0,0
127316,1,364,,,364
127389,1,910,125,221,564
127556,1,10248,964,6474,2810
127565,1,23492,18996,3913,583
127617,1,1736,279,237,1220
127653,1,997,232,749,16
127714,1,1038,1038,,
127732,1,1732,249,259,1224
127741,1,13818,3725,8454,1639
127778,1,1524,136,516,872
127820,1,15915,5209,6560,4146
127884,1,7844,1422,1619,4803
127909,1,9871,5308,1241,3322
127918,1,7771,2004,3614,2153
127945,1,2555,1734,821,0
127954,1,59,59,0,0
128106,1,12250,8360,3100,790
128151,1,971,,,971
128179,1,1008,,,1008
128188,1,1627,,,1627
128258,1,2086,149,313,1624
128328,1,4403,,,4403
128337,1,138,,,138
128391,1,4629,758,1146,2725
128498,1,1719,541,585,593
128577,1,1857,1743,70,44
128586,1,52,,,52
128744,1,4827,1246,1081,2500
128771,1,12467,10445,1755,267
128780,1,2312,2312,,
128896,1,195,,,195
128902,1,1804,8,151,1645
129002,1,667,22,478,167
129020,1,29502,13136,14456,1910
129154,1,5285,2540,1603,1142
129181,1,1447,,,1447
129215,1,5054,326,4029,699
129242,1,5861,592,1962,3307
129349,1,306,,,306
129367,1,3963,2672,1215,76
129428,1,148,0,148,0
129482,1,604,0,506,98
129491,1,159,159,0,0
129525,1,8053,2177,722,5154
129534,1,996,882,106,8
129543,1,5372,4145,1022,205
129695,1,6853,5998,797,58
129729,1,6751,4094,2306,351
129756,1,3211,2781,392,38
129774,1,630,76,552,2
129808,1,4253,3331,865,57
129923,1,899,,,899
129932,1,1610,,,1610
129941,1,7934,825,4580,2529
130004,1,6308,5094,1107,107
130040,1,1626,1428,123,75
130110,1,142,,,142
130174,1,3490,238,2466,786
130183,1,28955,27858,1041,56
130217,1,1578,1453,107,18
130226,1,11253,1312,9929,12
130253,1,10667,2079,7233,1355
130314,1,2684,389,1159,1136
130396,1,8644,7292,1133,219
130493,1,10580,4470,5607,503
130509,1,905,,,905
130590,1,2319,,,2319
130606,1,4954,4753,136,65
130624,1,1104,,,1104
130697,1,3361,402,2853,106
130776,1,6001,1815,3801,385
130794,1,13555,9178,4346,31
130837,1,78,,,78
130873,1,854,0,596,258
130907,1,21012,1544,15053,4415
130934,1,5230,290,2727,2213
130943,1,25695,16612,8266,817
130989,1,1437,,,1437
131061,1,211,,,211
131098,1,1066,13,420,633
131113,1,19911,12694,4801,2416
131159,1,15586,2095,7909,5582
131283,1,5730,342,5283,105
131399,1,4837,9,1898,2930
131405,1,105,,,105
131450,1,1607,89,717,801
131469,1,30137,6032,4607,19498
131496,1,22940,18496,4370,74
131520,1,11633,179,10270,1184
131803,1,1020,1020,0,0
131830,1,37,,,37
131876,1,2197,1459,738,0
131973,1,653,167,276,210
132374,1,4505,77,80,4348
132408,1,487,361,77,49
132471,1,9130,1518,881,6731
132602,1,3040,87,2953,0
132657,1,3646,683,1812,1151
132675,1,214,,,214
132693,1,18757,13612,3167,1978
132709,1,49619,25357,17715,6547
132842,1,1116,106,578,432
132851,1,8789,7014,1001,774
132879,1,189,0,70,119
132903,1,83889,36818,43132,3939
132976,1,561,,,561
133021,1,2498,659,931,908
133155,1,1056,,,1056
133386,1,18721,9981,4582,4158
133465,1,908,169,268,471
133492,1,1942,356,277,1309
133508,1,20209,7532,7672,5005
133526,1,2425,0,597,1828
133553,1,9952,289,5585,4078
133650,1,10221,65,10102,54
133669,1,37656,10706,25583,1367
133702,1,33740,26166,3007,4567
133711,1,2950,0,2719,231
133809,1,514,1,291,222
133845,1,1157,0,1157,0
133854,1,652,0,652,0
133863,1,694,0,694,0
133872,1,2321,579,1199,543
133881,1,8740,2924,833,4983
133942,1,87,,,87
133951,1,74678,25270,37521,11887
133960,1,1495,945,315,235
133979,1,1086,0,401,685
133997,1,764,,,764
134024,1,65,,,65
134079,1,3825,525,2904,396
134097,1,49091,26602,21113,1376
134130,1,60790,41606,14597,4587
134228,1,40,,,40
134237,1,35122,29357,5765,0
134291,1,872,,,872
134307,1,1446,,,1446
134343,1,6238,1840,1825,2573
134422,1,33,20,0,13
134495,1,37568,24956,7065,5547
134510,1,221,142,20,59
134529,1,613,,,613
134574,1,277,,,277
134608,1,21538,12669,4484,4385
134714,1,278,,,278
134811,1,1244,1,0,1243
134945,1,4929,633,3450,846
135081,1,33508,15932,1293,16283
135142,1,362,0,25,337
135160,1,4252,2163,858,1231
135179,1,1096,8,0,1088
135188,1,6266,5032,617,617
135267,1,1047,46,0,1001
135276,1,1712,,,1712
135294,1,1749,,,1749
135337,1,174,,,174
135364,1,965,343,610,12
135391,1,12608,8222,3150,1236
135407,1,1475,,,1475
135522,1,597,,,597
135559,1,156,,,156
135610,1,205,86,112,7
135647,1,1696,,,1696
135717,1,76263,29994,32359,13910
135726,1,20387,6849,11817,1721
135735,1,2978,,,2978
136109,1,240,,,240
136145,1,1719,798,406,515
136172,1,20138,12026,7589,523
136215,1,23653,7441,4666,11546
136233,1,7054,3549,2060,1445
136303,1,1004,,,1004
136330,1,4207,215,2141,1851
136358,1,37981,35431,837,1713
136400,1,13193,11063,1708,422
136473,1,12239,7126,2732,2381
136491,1,1098,290,46,762
136516,1,14099,10612,1740,1747
136659,1,555,,,555
136701,1,149,19,106,24
136765,1,617,,,617
136774,1,1643,594,1049,0
136826,1,1250,,,1250
136950,1,3292,,,3292
137023,1,664,,,664
137032,1,15717,11235,4030,452
137078,1,35831,25627,4862,5342
137087,1,1987,450,21,1516
137096,1,17486,6442,6663,4381
137120,1,1919,,,1919
137209,1,22789,16160,2974,3655
137245,1,2565,314,132,2119
137272,1,84,10,0,74
137281,1,8889,6595,625,1669
137315,1,3809,1617,1016,1176
137351,1,59918,23619,33511,2788
137476,1,6906,1647,1340,3919
137546,1,4736,639,3998,99
137564,1,10958,3939,2819,4200
137591,1,471,,,471
137713,1,323,,,323
137759,1,15478,11417,2189,1872
137777,1,32,,,32
137801,1,727,,,727
137847,1,10734,86,2705,7943
137856,1,284,,,284
137865,1,381,,,381
137953,1,487,192,245,50
137962,1,242,81,115,46
138187,1,63498,57252,3804,2442
138275,1,1085,420,313,352
138284,1,441,,,441
138293,1,1107,21,179,907
138309,1,15345,11965,3156,224
138354,1,16584,10425,6006,153
138372,1,1855,0,821,1034
138479,1,1497,33,4,1460
138488,1,1864,0,71,1793
138497,1,499,,,499
138558,1,4735,876,3457,402
138600,1,1130,0,1130,0
138655,1,1028,0,1028,0
138664,1,110,0,110,0
138682,1,4191,3211,419,561
138716,1,7702,2266,4440,996
138761,1,345,78,227,40
138813,1,1268,,,1268
138822,1,969,,,969
138840,1,4973,3503,770,700
138868,1,2346,735,291,1320
138901,1,2638,1277,1286,75
138929,1,303,303,0,0
138938,1,632,,,632
138947,1,4123,346,3757,20
138956,1,5549,2468,1377,1704
139144,1,2308,115,1370,823
139153,1,629,629,0,0
139199,1,3627,1797,988,842
139205,1,944,98,511,335
139250,1,4303,1324,2584,395
139278,1,8932,4361,2310,2261
139311,1,8659,4447,4057,155
139348,1,255,255,0,0
139357,1,4448,1781,1437,1230
139366,1,10094,3164,6156,774
139384,1,8768,5060,1411,2297
139393,1,958,32,393,533
139463,1,5513,852,3547,1114
139506,1,129,,,129
139579,1,1325,177,264,884
139621,1,2941,1087,1457,397
139630,1,949,16,450,483
139658,1,15201,7467,7312,422
139700,1,7367,4058,2299,1010
139719,1,3202,520,2032,650
139746,1,78,,,78
139755,1,47787,23432,18950,5405
139764,1,3926,1599,1928,399
139861,1,7914,1595,5670,649
139931,1,31082,6288,22651,2143
139940,1,42775,21307,20830,638
139959,1,43314,1592,17830,23892
139968,1,3908,1285,2259,364
139986,1,7676,3919,1658,2099
139995,1,645,531,30,84
140003,1,367,,,367
140012,1,11675,5046,3391,3238
140146,1,329,329,0,0
140234,1,988,134,740,114
140243,1,6857,1702,1900,3255
140252,1,3356,277,1214,1865
140331,1,13643,4080,4819,4744
140340,1,1201,854,227,120
140447,1,10403,2257,5247,2899
140553,1,2482,0,2482,0
140562,1,746,62,0,684
140678,1,3596,1381,958,1257
140696,1,1565,836,724,5
140720,1,233,233,0,0
140818,1,3055,1378,1135,542
140827,1,92,,,92
140872,1,1520,262,719,539
140942,1,5536,2549,1559,1428
140951,1,16843,1415,6436,8992
140960,1,3986,791,2977,218
140988,1,1722,626,583,513
141006,1,2634,860,756,1018
141015,1,215,0,30,185
141060,1,2286,0,2207,79
141167,1,1748,366,1382,0
141185,1,2134,1348,324,462
141237,1,3157,1395,513,1249
141255,1,5473,1902,1163,2408
141264,1,14548,5379,8030,1139
141325,1,981,295,418,268
141334,1,16100,6658,8677,765
141361,1,1620,270,133,1217
141486,1,2635,580,1485,570
141565,1,3718,2303,1330,85
141574,1,20510,11576,7728,1206
141608,1,127,,,127
141644,1,5217,816,2423,1978
141680,1,5281,4200,853,228
141796,1,9676,7546,1762,368
141802,1,1935,1369,399,167
141811,1,10008,7961,1795,252
141839,1,3963,2988,785,190
141981,1,4107,3469,617,21
141990,1,3871,2844,631,396
142054,1,798,35,353,410
142090,1,110,,,110
142115,1,32023,13008,11904,7111
142179,1,2627,504,993,1130
142276,1,14223,2412,6803,5008
142285,1,12479,1539,4334,6606
142294,1,1176,,,1176
142328,1,4840,1512,1861,1467
142407,1,128,,,128
142416,1,14,,,14
142443,1,6107,3188,1781,1138
142461,1,7942,504,745,6693
142489,1,49,,,49
142522,1,60362,35873,24070,419
142559,1,12949,2454,3311,7184
142832,1,2365,2365,0,0
142887,1,172,,,172
142957,1,28,28,0,0
143048,1,3512,290,3156,66
143084,1,2461,609,1687,165
143118,1,7275,2983,3986,306
143215,1,13299,3072,4187,6040
143233,1,79,79,0,0
143279,1,6094,2068,1795,2231
143288,1,559,144,331,84
143297,1,287,51,110,126
143358,1,6424,1438,4749,237
143376,1,325,,,325
143464,1,143,,,143
143473,1,61,,,61
143482,1,68,,,68
143491,1,91,,,91
143552,1,72,,,72
143613,1,2443,1241,913,289
143659,1,273,273,0,0
143853,1,3214,,,3214
143978,1,1388,49,482,857
144005,1,3246,374,1177,1695
144014,1,359,352,0,7
144050,1,19996,7311,12685,0
144157,1,2866,2437,340,89
144166,1,10432,9694,624,114
144175,1,3068,2942,91,35
144184,1,8110,7763,173,174
144193,1,8361,7330,133,898
144209,1,9519,9037,435,47
144218,1,11885,11594,250,41
144281,1,7370,,,7370
144351,1,8148,6533,1006,609
144485,1,570,,,570
144564,1,4074,632,1114,2328
144573,1,210,,,210
144740,1,25614,18641,6381,592
144795,1,574,,,574
144865,1,36245,26471,3823,5951
144883,1,560,,,560
144892,1,10562,2432,3926,4204
144944,1,11788,8611,2288,889
144962,1,3787,447,3072,268
144971,1,551,,,551
145099,1,410,0,232,178
145239,1,664,,,664
145275,1,341,313,0,28
145309,1,57,,,57
145336,1,5645,1030,2173,2442
145354,1,64,,,64
145372,1,1260,483,560,217
145406,1,856,,,856
145424,1,86,,,86
145433,1,179,,,179
145497,1,234,20,133,81
145521,1,2558,416,776,1366
145558,1,2320,178,1878,264
145600,1,36710,1666,15506,19538
145619,1,5934,5133,793,8
145628,1,536,,,536
145637,1,59691,31334,26562,1795
145646,1,1668,0,0,1668
145682,1,11132,3758,4050,3324
145691,1,1233,104,76,1053
145707,1,1365,213,487,665
145725,1,7391,1424,1610,4357
145813,1,22580,12626,9398,556
145831,1,3772,1632,924,1216
145886,1,134,,,134
146205,1,6975,748,1990,4237
146278,1,2724,890,1250,584
146296,1,20745,2103,8025,10617
146339,1,1397,189,959,249
146348,1,3791,829,1517,1445
146366,1,4822,822,1571,2429
146418,1,3842,1869,961,1012
146427,1,1203,,,1203
146454,1,71,0,0,71
146472,1,20233,3449,6274,10510
146481,1,1768,201,1567,0
146490,1,507,507,0,0
146506,1,12367,2179,1715,8473
146533,1,204,0,145,59
146603,1,6471,1591,1774,3106
146612,1,7703,2717,4525,461
146667,1,658,144,194,320
146676,1,1145,0,371,774
146685,1,8670,4126,2203,2341
146700,1,1486,,,1486
146719,1,19223,16276,1288,1659
146728,1,151,151,0,0
146755,1,252,4,99,149
146807,1,81,,,81
146816,1,421,279,44,98
146977,1,246,246,0,0
147004,1,11883,2551,3433,5899
147013,1,2379,695,938,746
147031,1,87,87,0,0
147129,1,876,91,617,168
147244,1,2147,93,1960,94
147341,1,889,,,889
147369,1,3354,1119,496,1739
147378,1,17693,4440,7601,5652
147396,1,85,,,85
147411,1,5387,3514,1175,698
147536,1,10052,3350,3081,3621
147590,1,679,17,648,14
147642,1,69,,,69
147660,1,3038,212,2590,236
147679,1,3127,1062,1991,74
147697,1,325,19,274,32
147703,1,18759,10448,7663,648
147767,1,26624,1762,2090,22772
147776,1,8778,8602,171,5
147800,1,14960,10588,1587,2785
147819,1,66,,,66
147828,1,4419,1699,1119,1601
147916,1,9133,3435,3661,2037
148007,1,5689,2857,1664,1168
148016,1,360,53,298,9
148098,1,44,,,44
