UNITID,EFDELEV,EFDETOT,EFDEEXC,EFDESOM,EFDENON,EFDEEX1,EFDEEX2,EFDEEX3,EFDEEX4,EFDEEX5
213011,2,1576,242,529,805,204,38,0,0,0
213020,2,7333,276,3489,3568,264,12,0,0,0
213163,2,271,0,70,201,,,,,
213181,2,346,,,346,,,,,
213233,2,530,14,433,83,14,0,0,0,0
213251,2,1259,11,117,1131,0,0,0,11,0
213303,2,1171,147,421,603,138,9,0,0,0
213321,2,1831,6,141,1684,5,0,0,1,0
213330,2,18,,,18,,,,,
213349,2,6695,335,2537,3823,270,64,0,1,0
213358,2,934,80,517,337,69,6,0,1,4
213367,2,2746,140,408,2198,103,37,0,0,0
213376,2,1916,593,688,635,561,32,0,0,0
213385,2,2725,0,31,2694,,,,,
213400,2,1545,385,215,945,148,172,0,5,60
213455,2,367,,,367,,,,,
213473,2,131,,,131,,,,,
213491,2,52,,,52,,,,,
213507,2,1691,0,809,882,,,,,
213525,2,6324,3346,1272,1706,3317,29,0,0,0
213534,2,334,0,10,324,,,,,
213543,2,5451,7,732,4712,0,3,0,4,0
213570,2,560,0,0,560,,,,,
213589,2,338,0,0,338,,,,,
213598,2,1767,0,0,1767,,,,,
213613,2,2466,205,1468,793,199,6,0,0,0
213622,2,114,0,80,34,,,,,
213659,2,4187,804,1191,2192,797,7,0,0,0
213668,2,1089,2,30,1057,2,0,0,0,0
213774,2,660,63,419,178,62,1,0,0,0
213783,2,1783,275,704,804,257,18,0,0,0
213826,2,1790,49,719,1022,12,1,0,36,0
213914,2,280,,,280,,,,,
213932,2,141,,,141,,,,,
213987,2,2641,0,659,1982,,,,,
213996,2,2495,91,160,2244,81,10,0,0,0
214023,2,8,7,0,1,7,0,0,0,0
214041,2,6237,605,2328,3304,582,22,0,1,0
214069,2,1773,130,779,864,121,9,0,0,0
214111,2,8996,4266,2510,2220,4240,18,7,1,0
214148,2,357,0,213,144,,,,,
214157,2,1928,37,663,1228,32,2,0,3,0
214166,2,2678,92,748,1838,86,6,0,0,0
214175,2,2074,28,247,1799,22,6,0,0,0
214272,2,1738,149,1244,345,115,33,0,1,0
214290,2,667,0,560,107,,,,,
214379,2,7843,2086,2802,2955,2011,56,0,19,0
214476,2,29,0,29,0,,,,,
214528,2,215,,,215,,,,,
214582,2,549,11,367,171,7,4,0,0,0
214883,2,788,788,0,0,695,93,0,0,0
214892,2,266,,,266,,,,,
214944,2,566,,,566,,,,,
214971,2,121,4,53,64,3,1,0,0,0
215008,2,61,,,61,,,,,
215044,2,106,,,106,,,,,
215053,2,228,1,119,108,0,1,0,0,0
215062,2,11292,587,838,9867,288,236,0,63,0
215105,2,1397,18,1260,119,9,9,0,0,0
215114,2,844,31,137,676,20,10,0,1,0
215132,2,1387,0,284,1103,,,,,
215239,2,11647,9534,1803,310,9291,156,0,84,3
215266,2,1164,1,209,954,0,1,0,0,0
215275,2,1320,9,576,735,7,2,0,0,0
215284,2,2121,1,0,2120,1,0,0,0,0
215293,2,23885,95,4432,19358,73,10,1,11,0
215309,2,33,,,33,,,,,
215336,2,34,,,34,,,,,
215381,2,609,,,609,,,,,
215390,2,191,107,0,84,30,70,0,0,7
215415,2,1240,209,193,838,182,27,0,0,0
215442,2,2575,239,923,1413,216,23,0,0,0
215479,2,65,,,65,,,,,
215530,2,58,,,58,,,,,
215585,2,4737,1513,917,2307,1509,4,0,0,0
215594,2,288,,,288,,,,,
215637,2,245,,,245,,,,,
215655,2,3005,234,1823,948,188,43,0,3,0
215682,2,484,,,484,,,,,
215691,2,425,0,409,16,,,,,
215743,2,2552,218,629,1705,206,12,0,0,0
215770,2,4196,96,420,3680,67,23,6,0,0
215798,2,1430,0,87,1343,,,,,
215886,2,58,,,58,,,,,
215929,2,3487,0,104,3383,,,,,
215947,2,1653,140,542,971,130,9,1,0,0
215974,2,327,0,162,165,,,,,
215983,2,23,,,23,,,,,
215992,2,144,0,111,33,,,,,
216010,2,4900,115,20,4765,113,1,0,0,1
216038,2,6901,416,3613,2872,296,22,0,97,1
216047,2,47,,,47,,,,,
216074,2,187,,,187,,,,,
216083,2,274,,,274,,,,,
216162,2,301,,,301,,,,,
216223,2,31,,,31,,,,,
216278,2,2197,0,0,2197,,,,,
216287,2,1651,0,31,1620,,,,,
216296,2,1207,23,1110,74,23,0,0,0,0
216311,2,117,,,117,,,,,
216339,2,25967,2381,18559,5027,1976,301,0,104,0
216357,2,783,,,783,,,,,
216366,2,3754,255,2292,1207,207,43,5,0,0
216436,2,125,,,125,,,,,
216445,2,133,,,133,,,,,
216454,2,98,,,98,,,,,
216524,2,1556,,,1556,,,,,
216542,2,508,95,183,230,37,58,0,0,0
216551,2,78,0,0,78,,,,,
216579,2,85,,,85,,,,,
216597,2,7032,68,827,6137,45,23,0,0,0
216630,2,33,,,33,,,,,
216667,2,1156,,,1156,,,,,
216694,2,1182,38,88,1056,32,5,0,0,1
216746,2,58,,,58,,,,,
216764,2,14471,551,4063,9857,521,18,0,12,0
216773,2,117,,,117,,,,,
216782,2,284,0,0,284,,,,,
216807,2,1163,0,125,1038,,,,,
216825,2,4182,1364,948,1870,1351,11,0,2,0
216852,2,2766,189,802,1775,109,78,0,2,0
216931,2,2232,157,1222,853,148,9,0,0,0
216940,2,243,,,243,,,,,
217013,2,977,232,444,301,217,15,0,0,0
217040,2,36,,,36,,,,,
217059,2,3527,64,290,3173,52,12,0,0,0
217077,2,446,91,305,50,82,9,0,0,0
217156,2,7349,37,1293,6019,5,14,0,16,2
217165,2,3063,,,3063,,,,,
217235,2,4645,154,951,3540,50,98,0,0,6
217305,2,1739,136,533,1070,77,57,2,0,0
217323,2,623,,,623,,,,,
217402,2,4179,32,46,4101,21,11,0,0,0
217420,2,5252,546,3308,1398,483,62,0,1,0
217475,2,11962,3883,3651,4428,3675,176,32,0,0
217484,2,14744,436,5277,9031,259,4,0,173,0
217493,2,2044,0,356,1688,,,,,
217518,2,4207,341,1513,2353,188,138,0,10,5
217536,2,2149,75,363,1711,35,40,0,0,0
217581,2,134,,,134,,,,,
217606,2,210,45,14,151,16,29,0,0,0
217615,2,1873,949,457,467,818,131,0,0,0
217624,2,563,20,0,543,20,0,0,0,0
217633,2,3157,234,1605,1318,218,16,0,0,0
217688,2,2725,168,1523,1034,140,23,1,0,4
217712,2,2046,833,636,577,743,90,0,0,0
217721,2,1895,62,1030,803,28,30,0,4,0
217749,2,2705,218,361,2126,48,159,0,11,0
217776,2,1043,293,516,234,255,38,0,0,0
217794,2,116,,,116,,,,,
217819,2,9967,334,6061,3572,274,60,0,0,0
217828,2,39,,,39,,,,,
217837,2,1717,1179,264,274,1172,7,0,0,0
217864,2,2718,125,244,2349,90,35,0,0,0
217873,2,1779,206,0,1573,191,15,0,0,0
217882,2,21653,223,10404,11026,194,28,1,0,0
217891,2,153,17,135,1,9,8,0,0,0
217907,2,1171,456,448,267,436,15,3,0,2
217925,2,905,283,77,545,170,112,0,1,0
217934,2,1065,405,399,261,352,53,0,0,0
217961,2,822,4,521,297,1,0,0,3,0
217989,2,612,203,223,186,201,2,0,0,0
217998,2,820,0,329,491,,,,,
218025,2,2861,996,863,1002,969,27,0,0,0
218061,2,3475,360,1377,1738,356,4,0,0,0
218070,2,2307,,,2307,,,,,
218113,2,9756,4552,3405,1799,4290,257,0,0,5
218140,2,6416,2967,1679,1770,2603,364,0,0,0
218159,2,116,,,116,,,,,
218195,2,100,,,100,,,,,
218229,2,3599,215,1499,1885,212,3,0,0,0
218238,2,1680,663,566,451,603,58,0,2,0
218335,2,334,59,275,0,54,5,0,0,0
218353,2,8702,3185,3414,2103,3104,81,0,0,0
218399,2,410,18,264,128,17,1,0,0,0
218414,2,1237,38,0,1199,38,0,0,0,0
218441,2,1982,107,536,1339,99,8,0,0,0
218487,2,2145,892,907,346,871,21,0,0,0
218520,2,4491,1876,1187,1428,1833,43,0,0,0
218539,2,991,0,113,878,,,,,
218645,2,3101,568,1465,1068,508,48,10,2,0
218654,2,2023,309,1215,499,275,24,9,1,0
218663,2,26864,843,15419,10602,717,90,16,20,0
218672,2,1809,230,744,835,227,1,2,0,0
218681,2,833,205,444,184,198,3,3,1,0
218690,2,1419,267,567,585,249,8,9,1,0
218706,2,1244,158,591,495,138,17,3,0,0
218724,2,9790,261,6005,3524,167,90,0,4,0
218733,2,2074,51,966,1057,50,1,0,0,0
218742,2,4981,950,3227,804,904,26,14,6,0
218821,2,1042,103,709,230,100,3,0,0,0
218830,2,6097,1618,1833,2646,1590,21,0,7,0
218858,2,2640,829,787,1024,822,6,1,0,0
218885,2,5617,666,1908,3043,631,32,3,0,0
218894,2,11286,5776,2677,2833,5706,69,0,1,0
218919,2,402,77,0,325,42,35,0,0,0
218955,2,530,75,189,266,75,0,0,0,0
218964,2,3973,144,2782,1047,139,5,0,0,0
218973,2,1765,,,1765,,,,,
218991,2,3835,1551,1508,776,1538,13,0,0,0
219000,2,1715,0,280,1435,,,,,
219037,2,53,,,53,,,,,
219046,2,3346,1253,933,1160,949,285,0,19,0
219082,2,2751,1380,597,774,930,433,0,16,1
219091,2,770,5,43,722,4,1,0,0,0
219125,2,88,,,88,,,,,
219143,2,2190,526,432,1232,493,33,0,0,0
219170,2,24,,,24,,,,,
219189,2,1189,207,185,797,182,25,0,0,0
219198,2,1061,5,334,722,5,0,0,0,0
219204,2,942,942,,,60,852,0,30,0
219240,2,36,36,0,0,10,19,0,7,0
219259,2,2867,1069,581,1217,913,148,0,8,0
219277,2,1414,1373,41,0,1349,24,0,0,0
219295,2,553,200,181,172,28,161,0,0,11
219338,2,17,,,17,,,,,
219347,2,2083,36,236,1811,23,12,0,1,0
219356,2,9847,1662,3260,4925,1428,225,0,9,0
219374,2,526,305,148,73,255,50,0,0,0
219383,2,1337,46,669,622,38,8,0,0,0
219392,2,28,,,28,,,,,
219408,2,140,0,15,125,,,,,
219426,2,2381,475,538,1368,434,41,0,0,0
219453,2,131,,,131,,,,,
219471,2,6987,2117,1922,2948,1857,249,0,11,0
219480,2,1292,268,341,683,259,9,0,0,0
219505,2,57,0,57,0,,,,,
219587,2,79,,,79,,,,,
219596,2,221,0,0,221,,,,,
219602,2,8418,1690,3247,3481,1319,364,0,4,3
219639,2,910,166,429,315,107,59,0,0,0
219709,2,7076,58,3113,3905,38,19,0,1,0
219718,2,3446,1182,847,1417,984,197,1,0,0
219790,2,1376,390,76,910,349,41,0,0,0
219806,2,1695,16,787,892,13,2,0,1,0
219824,2,6575,1886,1539,3150,1663,220,0,3,0
219833,2,1321,70,734,517,60,10,0,0,0
219842,2,134,134,0,0,10,63,0,61,0
219851,2,120,,,120,,,,,
219879,2,3161,499,1071,1591,490,9,0,0,0
219888,2,5383,2217,2502,664,2193,15,9,0,0
219903,2,1370,0,1370,0,,,,,
219921,2,380,,,380,,,,,
219949,2,2257,1,0,2256,0,1,0,0,0
219976,2,2952,160,1272,1520,130,27,0,0,3
219994,2,799,,,799,,,,,
220002,2,48,,,48,,,,,
220057,2,2778,1067,657,1054,1038,29,0,0,0
220075,2,10316,1301,5349,3666,1125,173,0,3,0
220118,2,216,,,216,,,,,
220127,2,457,22,0,435,20,2,0,0,0
220163,2,50,,,50,,,,,
220181,2,914,0,34,880,,,,,
220206,2,308,24,0,284,9,15,0,0,0
220215,2,1797,99,360,1338,57,42,0,0,0
220251,2,525,,,525,,,,,
220279,2,696,,,696,,,,,
220321,2,798,,,798,,,,,
220394,2,257,,,257,,,,,
220400,2,3938,1640,1140,1158,1632,5,1,2,0
220464,2,191,161,0,30,123,38,0,0,0
220473,2,658,113,126,419,29,61,5,18,0
220491,2,273,,,273,,,,,
220516,2,1356,622,330,404,402,218,0,2,0
220552,2,4598,2528,1173,897,1132,1395,0,1,0
220598,2,1047,190,857,0,108,82,0,0,0
220604,2,613,0,609,4,,,,,
220613,2,3950,468,310,3172,97,370,0,1,0
220631,2,1673,90,953,630,65,24,0,1,0
220640,2,1602,,,1602,,,,,
220701,2,852,8,308,536,6,2,0,0,0
220710,2,1046,1,474,571,1,0,0,0,0
220756,2,106,,,106,,,,,
220765,2,326,,,326,,,,,
220853,2,1118,,,1118,,,,,
220862,2,16702,3230,6322,7150,2631,592,0,7,0
220978,2,18603,1296,6886,10421,1261,35,0,0,0
221050,2,787,,,787,,,,,
221096,2,5852,2506,1946,1400,2479,23,0,4,0
221102,2,496,,,496,,,,,
221148,2,1464,0,0,1464,,,,,
221184,2,6647,1270,2154,3223,1251,15,0,2,2
221236,2,477,,,477,,,,,
221281,2,205,,,205,,,,,
221333,2,561,,,561,,,,,
221351,2,2050,,,2050,,,,,
221388,2,197,,,197,,,,,
221397,2,4775,1185,1310,2280,1182,3,0,0,0
221430,2,1004,0,88,916,,,,,
221485,2,7168,2295,2278,2595,2217,77,0,1,0
221494,2,472,,,472,,,,,
221519,2,1735,,,1735,,,,,
221582,2,335,,,335,,,,,
221591,2,451,,,451,,,,,
221607,2,336,,,336,,,,,
221616,2,1541,,,1541,,,,,
221625,2,971,0,0,971,,,,,
221643,2,8835,3479,3019,2337,3413,49,0,17,0
221661,2,2400,53,872,1475,14,38,0,1,0
221731,2,974,48,699,227,48,0,0,0,0
221740,2,10016,664,6279,3073,586,76,2,0,0
221759,2,25067,333,12068,12666,298,34,0,1,0
221768,2,6007,983,1110,3914,898,84,0,1,0
221829,2,329,,,329,,,,,
221838,2,6375,885,2202,3288,429,135,2,319,0
221847,2,8394,292,6285,1817,281,11,0,0,0
221892,2,1917,428,0,1489,294,134,0,0,0
221908,2,5205,1336,1766,2103,1276,58,1,1,0
221953,2,1234,311,715,208,303,8,0,0,0
221971,2,1993,219,351,1423,204,15,0,0,0
221999,2,7111,0,128,6983,,,,,
222053,2,7417,3333,2011,2073,3296,16,0,8,13
222062,2,5379,1453,2107,1819,1437,10,0,6,0
222105,2,340,,,340,,,,,
222178,2,3138,32,506,2600,26,6,0,0,0
222567,2,4973,711,944,3318,704,7,0,0,0
222576,2,9179,2505,2579,4095,2469,32,4,0,0
222628,2,162,159,0,3,133,26,0,0,0
222822,2,4272,1767,1249,1256,1761,6,0,0,0
222831,2,9121,667,3125,5329,602,51,1,13,0
222877,2,213,21,78,114,18,3,0,0,0
222886,2,343,240,75,28,224,15,0,1,0
222938,2,386,,,386,,,,,
222983,2,1212,,,1212,,,,,
222992,2,35609,20648,6396,8565,20480,165,3,0,0
223056,2,41,,,41,,,,,
223083,2,508,31,477,0,31,0,0,0,0
223117,2,51,45,4,2,22,12,0,9,2
223232,2,15191,280,9471,5440,165,58,0,57,0
223320,2,3902,1718,1222,962,1696,0,22,0,0
223427,2,17420,3834,4648,8938,3764,61,0,9,0
223463,2,427,0,427,0,,,,,
223472,2,220,0,220,0,,,,,
223506,2,3916,1481,1030,1405,1383,18,0,0,80
223816,2,8922,4786,1506,2630,3560,941,0,265,20
223852,2,23,,,23,,,,,
223898,2,3105,1035,1226,844,1018,15,0,0,2
223922,2,1372,623,352,397,601,22,0,0,0
224004,2,1708,392,603,713,327,64,0,1,0
224013,2,32,,,32,,,,,
224110,2,7653,3269,1829,2555,3229,35,2,3,0
224147,2,8027,722,3498,3807,699,9,6,0,8
224156,2,383,,,383,,,,,
224226,2,3067,451,1063,1553,370,53,28,0,0
224244,2,317,91,53,173,76,15,0,0,0
224271,2,595,493,100,2,91,402,0,0,0
224323,2,1500,2,497,1001,2,0,0,0,0
224350,2,10395,4073,3254,3068,3984,48,0,41,0
224527,2,1519,69,260,1190,63,6,0,0,0
224545,2,1769,464,1042,263,354,108,2,0,0
224554,2,7584,2199,3101,2284,2157,28,0,2,12
224615,2,69171,32361,16005,20805,31924,411,0,0,26
224642,2,24621,7277,7138,10206,6955,227,0,94,1
224660,2,566,117,0,449,116,1,0,0,0
224679,2,1303,,,1303,,,,,
224758,2,34,,,34,,,,,
224776,2,330,,,330,,,,,
224828,2,59,,,59,,,,,
224891,2,1586,493,470,623,483,10,0,0,0
224961,2,1870,530,767,573,518,6,0,6,0
225070,2,3792,1321,1193,1278,1268,53,0,0,0
225201,2,868,165,303,400,141,24,0,0,0
225247,2,1476,38,909,529,36,1,0,0,1
225308,2,5461,1610,1102,2749,1536,3,0,71,0
225371,2,3826,741,1279,1806,682,0,59,0,0
225399,2,2780,351,619,1810,305,46,0,0,0
225414,2,6764,973,2484,3307,969,1,0,3,0
225423,2,46780,23032,13136,10612,22678,103,194,0,57
225432,2,13612,5135,5937,2540,5085,48,0,2,0
225502,2,3037,1715,1138,184,1664,9,0,42,0
225511,2,38581,4729,23483,10369,4653,64,0,12,0
225520,2,4050,1084,987,1979,1079,5,0,0,0
225548,2,863,66,315,482,66,0,0,0,0
225575,2,991,0,326,665,,,,,
225627,2,4846,923,2093,1830,644,172,0,0,107
225876,2,477,183,184,110,178,3,1,1,0
225885,2,721,70,503,148,66,4,0,0,0
225991,2,117,,,117,,,,,
226019,2,5120,980,1550,2590,967,13,0,0,0
226091,2,8377,2571,4329,1477,2509,3,0,59,0
226107,2,2353,919,813,621,846,73,0,0,0
226116,2,2361,486,215,1660,474,12,0,0,0
226125,2,124,,,124,,,,,
226134,2,9984,4816,2144,3024,4733,7,0,76,0
226152,2,6890,580,3347,2963,577,2,0,1,0
226204,2,7159,1267,1591,4301,1225,2,0,40,0
226231,2,2991,1103,706,1182,861,218,0,24,0
226277,2,1387,0,0,1387,,,,,
226383,2,1393,17,405,971,16,0,0,0,1
226408,2,4133,686,1027,2420,683,3,0,0,0
226471,2,3224,97,953,2174,86,11,0,0,0
226578,2,7337,2669,1535,3133,2559,61,0,49,0
226587,2,1142,112,477,553,108,4,0,0,0
226675,2,377,,,377,,,,,
226806,2,5016,1364,1255,2397,1355,8,0,1,0
226833,2,5041,1131,2030,1880,973,145,0,13,0
226860,2,56,,,56,,,,,
226879,2,216,0,216,0,,,,,
226903,2,1013,570,443,0,360,210,0,0,0
227058,2,88,,,88,,,,,
227146,2,6565,1802,1914,2849,1780,21,0,1,0
227182,2,68653,29184,17104,22365,29044,107,29,4,0
227216,2,32590,3122,18357,11111,2985,137,0,0,0
227225,2,2823,973,876,974,894,64,0,15,0
227298,2,174,,,174,,,,,
227304,2,7947,3515,1714,2718,3458,55,0,2,0
227313,2,284,,,284,,,,,
227322,2,338,,,338,,,,,
227331,2,1217,183,819,215,175,8,0,0,0
227368,2,26405,5690,15295,5420,5649,23,0,18,0
227377,2,7527,322,5189,2016,322,0,0,0,0
227386,2,2469,705,1051,713,655,34,0,0,16
227401,2,4365,1251,1208,1906,1246,5,0,0,0
227429,2,384,144,240,0,64,80,0,0,0
227526,2,8444,430,4453,3561,396,33,0,1,0
227687,2,2249,613,647,989,611,2,0,0,0
227748,2,244,,,244,,,,,
227757,2,4247,0,1331,2916,,,,,
227845,2,2870,50,1582,1238,44,2,0,4,0
227854,2,12455,6112,1898,4445,5934,155,0,23,0
227863,2,2667,391,1612,664,376,13,0,2,0
227881,2,18288,3459,8342,6487,3389,58,0,11,1
227924,2,17677,6825,2506,8346,6678,111,0,36,0
227979,2,31577,12246,8709,10622,11941,86,0,219,0
228042,2,1017,56,507,454,56,0,0,0,0
228088,2,18,,,18,,,,,
228149,2,2093,6,913,1174,6,0,0,0,0
228158,2,8930,2880,2545,3505,2858,22,0,0,0
228185,2,14,,,14,,,,,
228200,2,332,,,332,,,,,
228219,2,444,0,0,444,,,,,
228246,2,6908,3,477,6428,3,0,0,0,0
228282,2,19,,,19,,,,,
228316,2,5875,2198,1464,2213,2166,0,0,2,30
228325,2,1519,589,376,554,289,295,0,5,0
228343,2,1504,0,21,1483,,,,,
228431,2,10353,2389,6598,1366,2367,20,2,0,0
228459,2,33175,2490,19566,11119,2451,36,0,3,0
228468,2,838,52,0,786,42,10,0,0,0
228486,2,92,6,76,10,3,3,0,0,0
228501,2,1608,346,756,506,344,2,0,0,0
228529,2,11666,4356,4801,2509,4264,66,0,26,0
228547,2,36264,6574,9274,20416,6453,58,0,63,0
228608,2,4396,1412,1408,1576,1386,26,0,0,0
228644,2,787,96,0,691,93,3,0,0,0
228653,2,672,25,19,628,25,0,0,0,0
228699,2,3575,572,953,2050,523,45,0,0,4
228705,2,5085,390,2816,1879,384,3,0,2,1
228723,2,56723,580,23361,32782,570,7,0,3,0
228769,2,32962,9856,9961,13145,8119,1693,0,44,0
228778,2,40916,481,21632,18803,459,14,0,8,0
228787,2,21446,0,8342,13104,,,,,
228796,2,20065,2287,10672,7106,2125,117,0,45,0
228802,2,7185,1289,4141,1755,1271,15,1,2,0
228875,2,10222,0,0,10222,,,,,
228884,2,731,,,731,,,,,
228981,2,1427,1,150,1276,1,0,0,0,0
229018,2,4249,1898,1474,877,1809,82,0,5,2
229027,2,29801,7676,19011,3114,7530,128,0,14,4
229063,2,5726,95,3827,1804,85,10,0,0,0
229115,2,33132,2710,21055,9367,2569,117,0,24,0
229160,2,1775,87,812,876,84,3,0,0,0
229179,2,10290,3094,4666,2530,2997,36,0,0,61
229267,2,2527,,,2527,,,,,
229300,2,685,77,143,465,77,0,0,0,0
229337,2,1468,491,709,268,486,5,0,0,0
229355,2,11913,2851,4079,4983,2802,44,0,5,0
229416,2,1868,,,1868,,,,,
229425,2,155,,,155,,,,,
229504,2,2358,650,840,868,640,9,0,1,0
229522,2,97,,,97,,,,,
229540,2,3210,1033,1128,1049,1033,0,0,0,0
229656,2,264,,,264,,,,,
229780,2,2690,763,906,1021,483,268,1,0,11
229799,2,5421,742,1069,3610,732,10,0,0,0
229814,2,7083,1743,3829,1511,1578,161,0,4,0
229832,2,1430,400,814,216,379,19,2,0,0
229841,2,5479,1329,1335,2815,1308,0,0,21,0
229887,2,665,95,0,570,37,58,0,0,0
230010,2,1704,103,0,1601,99,4,0,0,0
230038,2,31642,623,11795,19224,361,194,0,15,53
230047,2,2893,7,1122,1764,5,0,2,0,0
230056,2,240,0,172,68,,,,,
230065,2,287,,,287,,,,,
230144,2,28,,,28,,,,,
230162,2,3778,,,3778,,,,,
230171,2,12201,1122,3639,7440,1002,116,0,4,0
230199,2,61,,,61,,,,,
230205,2,71,,,71,,,,,
230214,2,311,,,311,,,,,
230366,2,298,0,267,31,,,,,
230418,2,2663,987,545,1131,146,258,0,583,0
230490,2,2773,344,96,2333,338,6,0,0,0
230597,2,6106,1838,2346,1922,1458,362,0,18,0
230603,2,12080,1651,4549,5880,1105,365,87,94,0
230676,2,1155,,,1155,,,,,
230728,2,24255,3831,13057,7367,3014,797,3,16,1
230737,2,40542,7444,15470,17628,6809,587,3,3,42
230746,2,27225,6346,6548,14331,5978,82,42,73,171
230764,2,25826,2763,16586,6477,2431,281,51,0,0
230782,2,28788,5216,8253,15319,4555,595,30,29,7
230807,2,1166,25,190,951,22,3,0,0,0
230816,2,771,43,20,708,3,25,0,15,0
230834,2,1744,25,382,1337,18,7,0,0,0
230852,2,3217,1442,0,1775,315,1106,0,21,0
230861,2,5541,3708,767,1066,3448,260,0,0,0
230889,2,146,,,146,,,,,
230913,2,1495,390,255,850,294,96,0,0,0
230959,2,2858,21,440,2397,0,11,0,10,0
230995,2,2988,622,960,1406,30,563,0,24,5
231004,2,45,,,45,,,,,
231059,2,1421,2,303,1116,1,0,1,0,0
231068,2,361,31,0,330,0,29,2,0,0
231095,2,126,0,0,126,,,,,
231165,2,1449,205,388,856,170,35,0,0,0
231174,2,11626,229,3138,8259,179,48,0,2,0
231280,2,107,,,107,,,,,
231411,2,466,0,0,466,,,,,
231420,2,1114,203,705,206,175,26,0,2,0
231536,2,3386,1028,1084,1274,1010,17,0,1,0
231554,2,718,267,298,153,190,77,0,0,0
231581,2,1427,0,42,1385,,,,,
231624,2,6543,6,886,5651,5,1,0,0,0
231651,2,4507,3386,710,411,1077,2286,0,23,0
231688,2,20,,,20,,,,,
231697,2,3464,993,863,1608,980,13,0,0,0
231712,2,4472,0,0,4472,,,,,
231721,2,12,,,12,,,,,
231785,2,1245,0,589,656,,,,,
231873,2,1069,140,318,611,138,2,0,0,0
231882,2,2330,544,595,1191,537,7,0,0,0
232016,2,113,,,113,,,,,
232025,2,1084,3,224,857,3,0,0,0,0
232043,2,958,63,112,783,24,39,0,0,0
232052,2,637,75,251,311,73,2,0,0,0
232089,2,863,10,339,514,10,0,0,0,0
232186,2,26882,4849,18204,3829,183,4636,10,20,0
232195,2,7496,3587,1754,2155,3565,22,0,0,0
232256,2,851,,,851,,,,,
232265,2,2867,201,0,2666,79,109,0,13,0
232308,2,713,1,46,666,0,0,0,1,0
232414,2,7252,2299,2407,2546,2287,12,0,0,0
232423,2,20070,456,6413,13201,428,20,3,5,0
232450,2,8558,2820,2005,3733,2803,17,0,0,0
232557,2,48135,34799,6579,6757,6072,28200,180,347,0
232566,2,3486,257,482,2747,151,100,0,6,0
232575,2,5862,1504,1438,2920,1478,26,0,0,0
232609,2,1640,0,653,987,,,,,
232618,2,304,15,0,289,15,0,0,0,0
232672,2,1489,502,555,432,422,78,0,2,0
232681,2,3660,129,911,2620,126,2,1,0,0
232706,2,2221,136,1081,1004,3,132,0,1,0
232724,2,19,,,19,,,,,
232788,2,2079,790,748,541,758,32,0,0,0
232797,2,868,868,0,0,196,667,0,3,2
232867,2,3903,1004,1281,1618,966,38,0,0,0
232885,2,304,29,231,44,28,1,0,0,0
232919,2,466,,,466,,,,,
232937,2,5016,502,4433,81,421,66,15,0,0
232946,2,49560,17481,13746,18333,16952,523,0,5,1
232982,2,18678,6609,7726,4343,6080,504,0,25,0
233019,2,1906,599,775,532,581,18,0,0,0
233037,2,1239,371,324,544,364,7,0,0,0
233082,2,107,,,107,,,,,
233116,2,4997,1289,1489,2219,1280,9,0,0,0
233277,2,6513,499,3827,2187,479,19,1,0,0
233286,2,146,0,46,100,,,,,
233295,2,1501,,,1501,,,,,
233301,2,482,0,0,482,,,,,
233310,2,2588,690,633,1265,686,4,0,0,0
233329,2,441,0,416,25,,,,,
233338,2,2670,98,406,2166,85,5,0,8,0
233356,2,427,237,190,0,226,11,0,0,0
233374,2,3166,26,508,2632,26,0,0,0,0
233408,2,322,37,95,190,37,0,0,0,0
233426,2,1863,0,0,1863,,,,,
233480,2,33,,,33,,,,,
233541,2,2416,48,846,1522,40,8,0,0,0
233602,2,61,1,13,47,0,1,0,0,0
233611,2,1170,,,1170,,,,,
233639,2,2961,983,756,1222,972,11,0,0,0
233648,2,2135,977,681,477,906,71,0,0,0
233666,2,44,,,44,,,,,
233684,2,2595,2595,0,0,2224,370,0,1,0
233718,2,452,,,452,,,,,
233754,2,5832,2956,1379,1497,2921,35,0,0,0
233772,2,16797,9840,3898,3059,9600,237,0,3,0
233897,2,1814,649,289,876,647,2,0,0,0
233903,2,2451,546,930,975,499,47,0,0,0
233921,2,29760,242,17671,11847,210,20,3,9,0
233949,2,5625,1534,1581,2510,1502,31,0,1,0
234030,2,21394,2598,16360,2436,2393,67,138,0,0
234076,2,17294,503,3248,13543,424,79,0,0,0
234085,2,1652,,,1652,,,,,
234119,2,34,,,34,,,,,
234137,2,217,217,0,0,40,177,0,0,0
234155,2,3899,9,0,3890,9,0,0,0,0
234164,2,1243,513,673,57,290,221,0,2,0
234173,2,1241,110,29,1102,81,29,0,0,0
234207,2,1857,0,0,1857,,,,,
234377,2,2089,749,528,812,708,41,0,0,0
234669,2,11546,8471,2129,946,8322,104,0,0,45
234696,2,1915,897,496,522,881,13,0,0,3
234711,2,1778,517,795,466,502,15,0,0,0
234827,2,9566,2638,4261,2667,2499,116,0,23,0
234845,2,2153,805,557,791,790,12,0,0,3
234915,2,1145,692,263,190,184,65,0,389,54
234924,2,286,,,286,,,,,
234933,2,6921,4663,1634,624,4495,133,0,0,35
234951,2,2846,529,701,1616,528,1,0,0,0
234979,2,6089,3995,1135,959,3930,65,0,0,0
235024,2,455,0,361,94,,,,,
235088,2,247,,,247,,,,,
