UNITID,EFDELEV,EFDETOT,EFDEEXC,EFDESOM,EFDENON,EFDEEX1,EFDEEX2,EFDEEX3,EFDEEX4,EFDEEX5
246415,1,60,,,60,,,,,
246460,1,156,,,156,,,,,
246789,1,129,102,11,16,22,54,0,26,0
246813,1,3943,666,1063,2214,664,2,0,0,0
246895,1,661,,,661,,,,,
246974,1,317,0,94,223,,,,,
247010,1,26,,,26,,,,,
247047,1,91,,,91,,,,,
247065,1,753,95,611,47,61,34,0,0,0
247153,1,241,,,241,,,,,
247162,1,43,43,0,0,41,2,0,0,0
247409,1,67,0,27,40,,,,,
247603,1,2162,1174,747,241,1052,106,0,16,0
247649,1,619,216,0,403,8,194,8,4,2
247773,1,58,,,58,,,,,
247825,1,11,11,0,0,10,1,0,0,0
247834,1,33686,6710,6685,20291,6646,62,0,2,0
247940,1,4111,1046,1146,1919,951,95,0,0,0
248192,1,24,,,24,,,,,
248527,1,70,,,70,,,,,
248606,1,1527,,,1527,,,,,
248624,1,102,,,102,,,,,
248633,1,57,,,57,,,,,
248660,1,142,,,142,,,,,
248703,1,187,,,187,,,,,
248925,1,782,,,782,,,,,
248934,1,12466,3327,2593,6546,1061,2262,0,4,0
249061,1,49,,,49,,,,,
249238,1,364,,,364,,,,,
249609,1,172,,,172,,,,,
250027,1,285,0,135,150,,,,,
250285,1,317,,,317,,,,,
250744,1,428,,,428,,,,,
250902,1,82,,,82,,,,,
250993,1,493,,,493,,,,,
251260,1,4069,588,1841,1640,548,40,0,0,0
251312,1,625,165,130,330,160,5,0,0,0
260336,1,14,,,14,,,,,
260363,1,19,,,19,,,,,
260372,1,306,0,246,60,,,,,
260664,1,283,,,283,,,,,
260691,1,820,0,0,820,,,,,
260789,1,670,225,0,445,219,6,0,0,0
260813,1,222,0,222,0,,,,,
260929,1,202,,,202,,,,,
260965,1,78,0,0,78,,,,,
260992,1,474,405,69,0,400,5,0,0,0
261436,1,889,,,889,,,,,
261676,1,29,0,16,13,,,,,
261685,1,33,0,26,7,,,,,
261719,1,165,,,165,,,,,
261773,1,39,,,39,,,,,
261861,1,54,0,10,44,,,,,
262022,1,7,3,0,4,3,0,0,0,0
262031,1,5705,985,1903,2817,981,4,0,0,0
262086,1,9798,9659,0,139,6375,2703,34,10,537
262129,1,659,1,71,587,1,0,0,0,0
262341,1,450,,,450,,,,,
262369,1,72,,,72,,,,,
262457,1,437,0,114,323,,,,,
262466,1,54,,,54,,,,,
362700,1,425,,,425,,,,,
362782,1,267,,,267,,,,,
363013,1,36,0,30,6,,,,,
363077,1,242,,,242,,,,,
363147,1,429,,,429,,,,,
363165,1,2030,,,2030,,,,,
363439,1,17,,,17,,,,,
363633,1,821,193,259,369,184,9,0,0,0
363679,1,206,,,206,,,,,
363712,1,52,,,52,,,,,
363882,1,98,,,98,,,,,
363907,1,480,0,480,0,,,,,
363916,1,134,0,134,0,,,,,
363934,1,858,497,21,340,115,382,0,0,0
364016,1,5965,1456,2098,2411,1447,1,0,0,8
364025,1,13498,2722,3135,7641,2708,1,0,1,12
364548,1,194,,,194,,,,,
364575,1,30,,,30,,,,,
364627,1,392,,,392,,,,,
364636,1,167,,,167,,,,,
364751,1,26,,,26,,,,,
364760,1,73,,,73,,,,,
364946,1,325,16,4,305,16,0,0,0,0
364964,1,35,,,35,,,,,
365091,1,363,,,363,,,,,
365125,1,157,,,157,,,,,
365198,1,633,,,633,,,,,
365213,1,727,,,727,,,,,
365240,1,25,,,25,,,,,
365374,1,1473,,,1473,,,,,
365383,1,105,,,105,,,,,
365480,1,797,,,797,,,,,
365505,1,26,,,26,,,,,
365693,1,154,,,154,,,,,
365763,1,35,,,35,,,,,
365824,1,122,0,69,53,,,,,
365833,1,127,0,77,50,,,,,
366003,1,299,124,135,40,90,21,2,8,3
366155,1,29,,,29,,,,,
366191,1,1331,,,1331,,,,,
366252,1,4240,353,1637,2250,308,45,0,0,0
366261,1,272,218,0,54,118,100,0,0,0
366270,1,284,,,284,,,,,
366289,1,7,,,7,,,,,
366340,1,373,,,373,,,,,
366368,1,86,0,50,36,,,,,
366395,1,20549,7579,5954,7016,7489,15,50,25,0
366401,1,7125,1104,3061,2960,1082,0,13,9,0
366438,1,43,,,43,,,,,
366465,1,2167,581,769,817,568,13,0,0,0
366535,1,295,0,281,14,,,,,
366553,1,1294,16,1006,272,16,0,0,0,0
366571,1,21,,,21,,,,,
366605,1,18,0,18,0,,,,,
366623,1,261,,,261,,,,,
366632,1,8,,,8,,,,,
366711,1,16255,5539,8464,2252,5402,53,0,84,0
367051,1,78,,,78,,,,,
367088,1,120,,,120,,,,,
367103,1,100,0,100,0,,,,,
367112,1,205,0,0,205,,,,,
367158,1,46,0,18,28,,,,,
367334,1,157,,,157,,,,,
367361,1,79,0,79,0,,,,,
367431,1,28,,,28,,,,,
367459,1,7037,2834,2012,2191,2707,127,0,0,0
367875,1,160,,,160,,,,,
367884,1,551,288,224,39,254,34,0,0,0
367954,1,5224,787,4437,0,111,667,6,3,0
367972,1,105,,,105,,,,,
367981,1,72,,,72,,,,,
368230,1,86,,,86,,,,,
368364,1,330,,,330,,,,,
368407,1,30,,,30,,,,,
368443,1,387,340,43,4,81,259,0,0,0
368452,1,270,,,270,,,,,
368540,1,30,,,30,,,,,
368629,1,553,0,22,531,,,,,
368647,1,11,,,11,,,,,
368771,1,265,265,,,86,175,0,4,0
368832,1,66,,,66,,,,,
368911,1,1673,575,378,720,574,1,0,0,0
369002,1,290,0,43,247,,,,,
369109,1,59,,,59,,,,,
369400,1,1159,,,1159,,,,,
369419,1,665,,,665,,,,,
369446,1,75,,,75,,,,,
369455,1,211,153,0,58,99,54,0,0,0
369516,1,184,177,7,0,60,117,0,0,0
369659,1,181,,,181,,,,,
369668,1,168,,,168,,,,,
369686,1,89,,,89,,,,,
369695,1,62,,,62,,,,,
369783,1,327,,,327,,,,,
369950,1,165,,,165,,,,,
371052,1,301,,,301,,,,,
371690,1,1013,158,0,855,158,0,0,0,0
371830,1,76,,,76,,,,,
371928,1,111,,,111,,,,,
371964,1,512,,,512,,,,,
372028,1,123,0,123,0,,,,,
372073,1,156,85,71,0,81,4,0,0,0
372082,1,81,,,81,,,,,
372240,1,18,4,0,14,4,0,0,0,0
372329,1,409,,,409,,,,,
372356,1,177,0,177,0,,,,,
372462,1,122,,,122,,,,,
372718,1,308,,,308,,,,,
372921,1,516,,,516,,,,,
373085,1,48,0,10,38,,,,,
373216,1,109,,,109,,,,,
373456,1,22,,,22,,,,,
373526,1,272,,,272,,,,,
373678,1,176,,,176,,,,,
373696,1,45,,,45,,,,,
373711,1,76,,,76,,,,,
373784,1,528,,,528,,,,,
374024,1,233,6,58,169,2,1,0,3,0
374316,1,57,,,57,,,,,
374343,1,57,,,57,,,,,
374574,1,746,0,0,746,,,,,
374592,1,66,,,66,,,,,
375106,1,125,,,125,,,,,
375230,1,201,,,201,,,,,
375373,1,140,,,140,,,,,
375407,1,106,,,106,,,,,
375416,1,252,0,252,0,,,,,
375540,1,71,,,71,,,,,
375568,1,51,,,51,,,,,
375656,1,137,,,137,,,,,
375683,1,861,0,12,849,,,,,
375726,1,538,8,0,530,8,0,0,0,0
375939,1,110,0,110,0,,,,,
375966,1,135,,,135,,,,,
375984,1,204,,,204,,,,,
376224,1,162,,,162,,,,,
376242,1,128,,,128,,,,,
376288,1,100,0,66,34,,,,,
376330,1,200,,,200,,,,,
376385,1,92,,,92,,,,,
376446,1,74,,,74,,,,,
376631,1,23,,,23,,,,,
376677,1,117,,,117,,,,,
376695,1,1267,67,6,1194,67,0,0,0,0
377111,1,264,0,264,0,,,,,
377193,1,25,,,25,,,,,
377218,1,110,,,110,,,,,
377272,1,18,,,18,,,,,
377281,1,69,,,69,,,,,
377315,1,98,,,98,,,,,
377449,1,174,,,174,,,,,
377458,1,222,,,222,,,,,
377485,1,50,,,50,,,,,
377546,1,103,,,103,,,,,
377555,1,6052,96,872,5084,88,5,0,3,0
377564,1,5027,335,1824,2868,305,6,0,24,0
377643,1,100,,,100,,,,,
377652,1,90,0,90,0,,,,,
377661,1,621,510,111,0,309,201,0,0,0
377722,1,422,0,387,35,,,,,
377759,1,36,,,36,,,,,
378105,1,364,,,364,,,,,
378576,1,1045,519,19,507,99,420,0,0,0
378886,1,233,,,233,,,,,
378956,1,762,,,762,,,,,
379621,1,78,,,78,,,,,
379746,1,259,0,20,239,,,,,
379782,1,263,263,0,0,223,40,0,0,0
380067,1,137,,,137,,,,,
380359,1,583,443,55,85,357,86,0,0,0
380368,1,1525,66,188,1271,56,10,0,0,0
380377,1,622,622,0,0,494,126,0,2,0
380438,1,684,0,684,0,,,,,
381255,1,87,,,87,,,,,
381282,1,94,,,94,,,,,
381325,1,116,,,116,,,,,
381352,1,73,0,73,0,,,,,
381370,1,323,,,323,,,,,
381404,1,367,,,367,,,,,
381459,1,284,38,112,134,13,18,0,1,6
381486,1,15,,,15,,,,,
381699,1,30,,,30,,,,,
381732,1,65,,,65,,,,,
382258,1,146,,,146,,,,,
382416,1,80,,,80,,,,,
382461,1,42,,,42,,,,,
382780,1,173,,,173,,,,,
382911,1,50,3,9,38,2,1,0,0,0
382957,1,455,0,299,156,,,,,
383020,1,62,0,62,0,,,,,
383084,1,748,,,748,,,,,
383163,1,242,,,242,,,,,
383190,1,2248,1607,434,207,1581,22,0,3,1
383279,1,162,,,162,,,,,
383297,1,206,,,206,,,,,
383312,1,80,,,80,,,,,
383330,1,92,,,92,,,,,
383367,1,233,,,233,,,,,
383464,1,132,,,132,,,,,
383525,1,26,,,26,,,,,
383765,1,127,,,127,,,,,
383996,1,602,324,186,92,256,64,0,4,0
384236,1,898,,,898,,,,,
384245,1,736,,,736,,,,,
384254,1,460,29,0,431,7,20,0,2,0
384306,1,101,0,101,0,,,,,
384333,1,8516,3096,2679,2741,3084,0,0,2,10
384342,1,4697,1208,1535,1954,1193,11,0,4,0
384412,1,384,73,0,311,23,49,1,0,0
384421,1,93,,,93,,,,,
385132,1,141,,,141,,,,,
385415,1,1271,30,77,1164,30,0,0,0,0
385503,1,241,0,185,56,,,,,
385619,1,2649,1150,129,1370,464,663,19,4,0
386153,1,475,,,475,,,,,
386472,1,732,274,42,416,270,4,0,0,0
387925,1,106,,,106,,,,,
388520,1,351,351,0,0,213,127,0,11,0
388663,1,79,,,79,,,,,
389860,1,238,,,238,,,,,
390905,1,225,,,225,,,,,
391005,1,108,,,108,,,,,
391759,1,29,,,29,,,,,
392257,1,2991,1943,234,814,1860,83,0,0,0
392354,1,9,,,9,,,,,
392415,1,327,,,327,,,,,
393524,1,48,48,0,0,48,0,0,0,0
393649,1,1248,13,0,1235,13,0,0,0,0
393861,1,357,,,357,,,,,
395362,1,1353,598,333,422,594,0,4,0,0
395690,1,264,,,264,,,,,
397942,1,1077,,,1077,,,,,
399212,1,12159,2781,2547,6831,2704,0,53,24,0
399869,1,521,,,521,,,,,
399911,1,445,,,445,,,,,
400080,1,1100,,,1100,,,,,
400187,1,550,,,550,,,,,
400558,1,47,,,47,,,,,
401223,1,349,217,132,0,104,53,0,60,0
401250,1,134,78,56,0,75,0,3,0,0
401764,1,240,,,240,,,,,
402563,1,178,,,178,,,,,
402800,1,134,,,134,,,,,
403469,1,2337,84,75,2178,83,1,0,0,0
403478,1,632,93,132,407,77,16,0,0,0
403487,1,865,101,172,592,91,6,0,4,0
404055,1,301,0,301,0,,,,,
404222,1,210,,,210,,,,,
404338,1,25,14,11,0,1,7,0,6,0
404426,1,2929,460,955,1514,419,25,0,16,0
404684,1,318,,,318,,,,,
404718,1,214,,,214,,,,,
404912,1,768,0,77,691,,,,,
404994,1,2745,6,229,2510,1,4,1,0,0
405012,1,66,,,66,,,,,
405058,1,155,,,155,,,,,
405076,1,518,0,518,0,,,,,
405854,1,225,,,225,,,,,
405872,1,2770,1017,1142,611,999,18,0,0,0
406024,1,2374,0,2374,0,,,,,
406033,1,3722,0,3722,0,,,,,
406149,1,93,,,93,,,,,
406325,1,105,,,105,,,,,
406361,1,19,,,19,,,,,
406422,1,74,,,74,,,,,
406486,1,48,,,48,,,,,
406547,1,147,0,147,0,,,,,
407090,1,574,,,574,,,,,
407142,1,89,,,89,,,,,
407151,1,53,,,53,,,,,
407179,1,79,,,79,,,,,
407355,1,166,,,166,,,,,
407391,1,132,,,132,,,,,
407407,1,74,,,74,,,,,
407425,1,80,,,80,,,,,
407434,1,55,,,55,,,,,
407461,1,86,,,86,,,,,
407470,1,126,,,126,,,,,
407489,1,76,,,76,,,,,
407513,1,184,,,184,,,,,
407522,1,26,,,26,,,,,
407568,1,174,,,174,,,,,
407577,1,75,,,75,,,,,
407595,1,72,,,72,,,,,
407610,1,48,0,5,43,,,,,
407629,1,4384,130,351,3903,56,74,0,0,0
407683,1,78,,,78,,,,,
407708,1,233,,,233,,,,,
407735,1,47,,,47,,,,,
407832,1,164,,,164,,,,,
408066,1,175,,,175,,,,,
408163,1,48,,,48,,,,,
408385,1,712,0,712,0,,,,,
408729,1,92,0,41,51,,,,,
408844,1,2985,556,1667,762,496,60,0,0,0
408862,1,265,,,265,,,,,
409032,1,52,,,52,,,,,
409120,1,99,,,99,,,,,
409193,1,155,,,155,,,,,
409254,1,399,204,62,133,101,97,0,0,6
409315,1,28962,11514,5351,12097,11449,55,6,4,0
409537,1,23,,,23,,,,,
409591,1,119,,,119,,,,,
409616,1,525,10,121,394,0,10,0,0,0
409698,1,7503,1228,5082,1193,1206,9,0,13,0
410797,1,275,0,275,0,,,,,
410964,1,41,0,41,0,,,,,
411684,1,98,,,98,,,,,
411754,1,40,,,40,,,,,
412173,1,452,0,99,353,,,,,
412535,1,39,,,39,,,,,
412544,1,156,0,9,147,,,,,
412599,1,379,0,376,3,,,,,
413176,1,32,,,32,,,,,
413413,1,38716,38716,,,1371,37172,0,173,0
413617,1,191,0,36,155,,,,,
413626,1,156,0,156,0,,,,,
413680,1,319,,,319,,,,,
413778,1,368,,,368,,,,,
413820,1,6,,,6,,,,,
413893,1,1269,,,1269,,,,,
413945,1,50,,,50,,,,,
413972,1,27,,,27,,,,,
414063,1,109,,,109,,,,,
414124,1,314,,,314,,,,,
414461,1,2122,,,2122,,,,,
414489,1,54,,,54,,,,,
414540,1,283,,,283,,,,,
414595,1,671,178,450,43,106,72,0,0,0
414869,1,283,,,283,,,,,
414878,1,1367,560,771,36,219,263,42,0,36
414911,1,2345,348,523,1474,344,4,0,0,0
414939,1,281,0,281,0,,,,,
414966,1,167,29,58,80,12,16,0,1,0
415039,1,48,,,48,,,,,
415057,1,39,0,0,39,,,,,
415987,1,95,,,95,,,,,
416458,1,202,,,202,,,,,
416801,1,358,41,0,317,28,13,0,0,0
417008,1,136,,,136,,,,,
417062,1,45,,,45,,,,,
417105,1,362,,,362,,,,,
417123,1,60,13,41,6,13,0,0,0,0
417248,1,50,,,50,,,,,
417275,1,35,,,35,,,,,
417327,1,218,0,218,0,,,,,
417442,1,52,,,52,,,,,
417503,1,265,,,265,,,,,
417600,1,16,,,16,,,,,
417628,1,27,,,27,,,,,
417637,1,56,,,56,,,,,
417646,1,23,,,23,,,,,
417655,1,28,,,28,,,,,
417682,1,26,,,26,,,,,
417716,1,183,,,183,,,,,
417725,1,42,,,42,,,,,
417734,1,158,0,65,93,,,,,
417752,1,31,0,1,30,,,,,
417831,1,122,,,122,,,,,
417840,1,400,,,400,,,,,
417868,1,46,,,46,,,,,
417886,1,24,,,24,,,,,
417910,1,212,,,212,,,,,
417983,1,31,,,31,,,,,
417992,1,51,,,51,,,,,
418001,1,87,,,87,,,,,
418010,1,82,,,82,,,,,
418029,1,39,,,39,,,,,
418038,1,146,,,146,,,,,
418056,1,22,,,22,,,,,
418065,1,266,,,266,,,,,
418083,1,48,,,48,,,,,
418126,1,327,38,272,17,30,8,0,0,0
418171,1,76,,,76,,,,,
418199,1,36,,,36,,,,,
418205,1,248,0,4,244,,,,,
418223,1,103,,,103,,,,,
418250,1,195,,,195,,,,,
418269,1,280,0,280,0,,,,,
418278,1,66,,,66,,,,,
418296,1,1571,,,1571,,,,,
418302,1,498,,,498,,,,,
418320,1,980,,,980,,,,,
418348,1,483,,,483,,,,,
418357,1,181,,,181,,,,,
418409,1,223,,,223,,,,,
418427,1,81,,,81,,,,,
418445,1,18,,,18,,,,,
418454,1,127,,,127,,,,,
418481,1,53,,,53,,,,,
418515,1,68,,,68,,,,,
418524,1,47,,,47,,,,,
418533,1,353,0,23,330,,,,,
418542,1,111,,,111,,,,,
418560,1,109,,,109,,,,,
418588,1,28,,,28,,,,,
418612,1,10,,,10,,,,,
418658,1,403,,,403,,,,,
418773,1,303,0,249,54,,,,,
418782,1,211,,,211,,,,,
418889,1,58,,,58,,,,,
418913,1,8,,,8,,,,,
418968,1,188,,,188,,,,,
419031,1,26,,,26,,,,,
419095,1,32,,,32,,,,,
419183,1,79,,,79,,,,,
419217,1,76,,,76,,,,,
419226,1,461,,,461,,,,,
419235,1,143,,,143,,,,,
419244,1,183,9,174,0,3,6,0,0,0
419253,1,121,0,121,0,,,,,
419280,1,32,,,32,,,,,
419332,1,2,0,0,2,,,,,
419341,1,8,0,4,4,,,,,
419420,1,33,6,0,27,6,0,0,0,0
419484,1,25,,,25,,,,,
419633,1,85,,,85,,,,,
419703,1,460,,,460,,,,,
419712,1,116,,,116,,,,,
419721,1,224,,,224,,,,,
420024,1,204,,,204,,,,,
420042,1,62,22,5,35,19,3,0,0,0
420130,1,307,,,307,,,,,
420246,1,599,253,346,0,53,196,0,4,0
420255,1,29,,,29,,,,,
420325,1,77,,,77,,,,,
420343,1,1000,0,0,1000,,,,,
420370,1,479,178,0,301,43,135,0,0,0
420398,1,16604,8136,2267,6201,8010,111,0,15,0
420431,1,1705,516,446,743,514,2,0,0,0
420440,1,1381,785,233,363,734,51,0,0,0
420468,1,250,,,250,,,,,
420538,1,1246,316,414,516,305,11,0,0,0
420556,1,644,119,209,316,100,19,0,0,0
420705,1,134,128,6,0,11,50,0,67,0
420723,1,484,21,108,355,21,0,0,0,0
420981,1,269,,,269,,,,,
421513,1,67,0,23,44,,,,,
421610,1,119,,,119,,,,,
421665,1,45,,,45,,,,,
421708,1,1084,,,1084,,,,,
421717,1,28,,,28,,,,,
421771,1,38,,,38,,,,,
421832,1,203,,,203,,,,,
421841,1,246,,,246,,,,,
421878,1,369,32,0,337,23,9,0,0,0
421896,1,141,,,141,,,,,
422020,1,203,0,23,180,,,,,
422695,1,373,95,0,278,86,9,0,0,0
422835,1,287,0,0,287,,,,,
423120,1,235,,,235,,,,,
423397,1,495,,,495,,,,,
423412,1,42,,,42,,,,,
423643,1,3890,68,0,3822,33,35,0,0,0
423652,1,427,73,138,216,69,4,0,0,0
425250,1,113,,,113,,,,,
425986,1,197,0,67,130,,,,,
426314,1,12720,11567,938,215,1568,9600,11,388,0
427308,1,92,,,92,,,,,
427335,1,84,,,84,,,,,
427894,1,82,,,82,,,,,
427973,1,224,,,224,,,,,
427982,1,177,,,177,,,,,
427991,1,579,,,579,,,,,
428000,1,97,,,97,,,,,
428019,1,202,,,202,,,,,
428055,1,191,,,191,,,,,
428125,1,47,,,47,,,,,
428143,1,6,,,6,,,,,
428170,1,694,24,0,670,23,1,0,0,0
428259,1,156,133,23,0,85,46,0,2,0
428392,1,1245,453,354,438,411,42,0,0,0
429012,1,158,,,158,,,,,
429085,1,102,51,50,1,34,9,0,1,7
429094,1,143,,,143,,,,,
429128,1,586,586,0,0,579,6,0,1,0
430184,1,1690,1690,0,0,1517,172,1,0,0
430227,1,77,,,77,,,,,
430245,1,616,0,616,0,,,,,
430306,1,45,,,45,,,,,
430403,1,322,,,322,,,,,
430564,1,25,,,25,,,,,
430582,1,417,,,417,,,,,
430670,1,369,,,369,,,,,
430704,1,99,0,98,1,,,,,
430795,1,155,,,155,,,,,
430883,1,28,,,28,,,,,
430908,1,42,,,42,,,,,
430935,1,656,,,656,,,,,
430971,1,61,,,61,,,,,
431017,1,333,,,333,,,,,
431071,1,22,,,22,,,,,
431105,1,88,,,88,,,,,
431123,1,170,,,170,,,,,
431141,1,1403,,,1403,,,,,
431169,1,78,,,78,,,,,
431187,1,77,,,77,,,,,
431196,1,112,,,112,,,,,
431266,1,100,,,100,,,,,
431275,1,64,,,64,,,,,
431284,1,100,,,100,,,,,
431558,1,283,,,283,,,,,
431600,1,148,0,88,60,,,,,
431716,1,435,,,435,,,,,
431929,1,8,,,8,,,,,
431983,1,88,,,88,,,,,
432117,1,181,,,181,,,,,
432269,1,39,,,39,,,,,
432348,1,158,0,5,153,,,,,
432384,1,502,,,502,,,,,
432524,1,108,0,5,103,,,,,
433004,1,504,,,504,,,,,
433013,1,699,0,633,66,,,,,
433040,1,25,,,25,,,,,
433068,1,455,,,455,,,,,
433101,1,752,0,0,752,,,,,
433138,1,130,,,130,,,,,
433174,1,473,69,134,270,54,15,0,0,0
433387,1,150116,150116,,,9424,140692,0,0,0
433420,1,298,19,259,20,18,1,0,0,0
433536,1,391,284,34,73,279,5,0,0,0
433660,1,15909,2288,5017,8604,2214,73,0,1,0
434016,1,165,22,45,98,9,13,0,0,0
434061,1,5996,528,1649,3819,515,11,0,2,0
434140,1,710,0,74,636,,,,,
434159,1,516,0,0,516,,,,,
434274,1,83,,,83,,,,,
434283,1,30,,,30,,,,,
434308,1,356,,,356,,,,,
434344,1,223,,,223,,,,,
434362,1,35,,,35,,,,,
434432,1,14,0,3,11,,,,,
434441,1,76,,,76,,,,,
434469,1,20,9,0,11,9,0,0,0,0
434496,1,81,,,81,,,,,
434539,1,55,0,55,0,,,,,
434584,1,268,198,33,37,181,17,0,0,0
434672,1,16126,6471,4527,5128,6357,111,0,1,2
434751,1,123,3,54,66,2,1,0,0,0
434821,1,822,,,822,,,,,
434830,1,194,,,194,,,,,
434900,1,335,,,335,,,,,
434937,1,33,,,33,,,,,
435000,1,1020,38,132,850,24,13,0,1,0
436003,1,71,,,71,,,,,
436030,1,231,,,231,,,,,
436100,1,13,,,13,,,,,
436261,1,37,0,37,0,,,,,
436304,1,2401,428,841,1132,428,0,0,0,0
436429,1,5827,3908,1919,0,612,3266,5,25,0
436553,1,372,,,372,,,,,
436599,1,102,0,0,102,,,,,
436614,1,71,9,14,48,6,2,0,1,0
436632,1,145,,,145,,,,,
436641,1,89,,,89,,,,,
436650,1,174,,,174,,,,,
436775,1,129,,,129,,,,,
436818,1,795,24,286,485,22,1,0,1,0
436827,1,522,13,130,379,12,1,0,0,0
436836,1,2405,102,1190,1113,92,1,0,9,0
437097,1,1309,1308,0,1,14,127,1,1166,0
437103,1,7494,4318,2465,711,4137,102,0,79,0
437237,1,58,,,58,,,,,
437316,1,359,16,23,320,14,1,1,0,0
437325,1,142,134,0,8,104,28,0,2,0
437556,1,1246,,,1246,,,,,
437608,1,145,,,145,,,,,
437635,1,688,0,145,543,,,,,
437723,1,73,0,26,47,,,,,
437732,1,103,0,24,79,,,,,
437750,1,82,50,0,32,48,2,0,0,0
437769,1,108,0,0,108,,,,,
437778,1,212,,,212,,,,,
437857,1,108,,,108,,,,,
437936,1,619,0,221,398,,,,,
438179,1,248,0,248,0,,,,,
438221,1,171,0,54,117,,,,,
438258,1,415,0,178,237,,,,,
438285,1,228,,,228,,,,,
438337,1,142,,,142,,,,,
438498,1,1397,666,318,413,326,340,0,0,0
438504,1,1366,,,1366,,,,,
438586,1,1187,1035,90,62,73,962,0,0,0
438674,1,63,,,63,,,,,
438708,1,361,129,123,109,128,1,0,0,0
438735,1,191,,,191,,,,,
438984,1,35,0,35,0,,,,,
439020,1,52,0,52,0,,,,,
439118,1,393,33,89,271,13,20,0,0,0
439190,1,1996,1077,661,258,1055,7,0,0,15
439367,1,1132,291,271,570,273,18,0,0,0
439394,1,71,,,71,,,,,
439446,1,124,,,124,,,,,
439455,1,213,54,51,108,50,4,0,0,0
439473,1,213,0,213,0,,,,,
439491,1,309,,,309,,,,,
439507,1,299,0,0,299,,,,,
439570,1,515,301,104,110,260,41,0,0,0
439622,1,312,,,312,,,,,
439668,1,214,,,214,,,,,
439686,1,23,,,23,,,,,
439701,1,650,295,196,159,112,176,0,7,0
439738,1,387,,,387,,,,,
439747,1,158,,,158,,,,,
439774,1,53,,,53,,,,,
439783,1,205,,,205,,,,,
439792,1,442,0,434,8,,,,,
439817,1,219,125,49,45,72,44,0,9,0
439844,1,47,,,47,,,,,
439862,1,82,29,53,0,0,29,0,0,0
439871,1,140,1,80,59,1,0,0,0,0
439899,1,77,21,0,56,4,17,0,0,0
439914,1,30,,,30,,,,,
439932,1,66,,,66,,,,,
439969,1,161,,,161,,,,,
440004,1,41,,,41,,,,,
440031,1,573,45,0,528,16,4,0,25,0
440059,1,716,,,716,,,,,
440101,1,101,,,101,,,,,
440226,1,50,,,50,,,,,
440262,1,423,0,0,423,,,,,
440271,1,134,0,134,0,,,,,
440396,1,241,8,194,39,4,3,0,1,0
440402,1,1829,583,396,850,556,24,0,3,0
440651,1,574,,,574,,,,,
440730,1,304,,,304,,,,,
440749,1,65,49,1,15,37,1,5,0,6
440776,1,48,0,48,0,,,,,
440794,1,546,0,0,546,,,,,
440819,1,18,,,18,,,,,
440828,1,1248,0,0,1248,,,,,
440855,1,113,,,113,,,,,
440989,1,513,,,513,,,,,
441025,1,240,0,91,149,,,,,
441052,1,1374,0,107,1267,,,,,
441070,1,131,,,131,,,,,
441104,1,315,37,67,211,4,32,1,0,0
441131,1,279,75,187,17,47,24,4,0,0
441168,1,23,,,23,,,,,
441210,1,252,,,252,,,,,
441229,1,1389,0,1389,0,,,,,
441238,1,95,,,95,,,,,
441256,1,23,,,23,,,,,
441371,1,5978,5962,0,16,563,5399,0,0,0
441380,1,227,,,227,,,,,
441414,1,145,,,145,,,,,
441423,1,218,0,207,11,,,,,
441487,1,55,,,55,,,,,
441496,1,163,,,163,,,,,
441502,1,345,,,345,,,,,
441548,1,86,,,86,,,,,
441575,1,247,237,10,0,237,0,0,0,0
441593,1,11,,,11,,,,,
441609,1,102,,,102,,,,,
441618,1,26,,,26,,,,,
441636,1,496,0,493,3,,,,,
441645,1,132,,,132,,,,,
441663,1,293,,,293,,,,,
441672,1,34,0,0,34,,,,,
441690,1,190,,,190,,,,,
441706,1,335,,,335,,,,,
441742,1,746,0,466,280,,,,,
441760,1,4487,1191,1245,2051,1176,15,0,0,0
441788,1,529,,,529,,,,,
441830,1,43,0,43,0,,,,,
441858,1,152,,,152,,,,,
441876,1,233,,,233,,,,,
441900,1,7227,777,1969,4481,703,74,0,0,0
441937,1,6966,1245,4439,1282,1234,3,0,8,0
441982,1,382,,,382,,,,,
442064,1,97,16,62,19,3,13,0,0,0
442073,1,792,0,0,792,,,,,
442134,1,363,0,49,314,,,,,
442213,1,39,0,0,39,,,,,
442240,1,403,,,403,,,,,
442295,1,299,0,55,244,,,,,
442329,1,937,,,937,,,,,
442356,1,1816,416,717,683,397,19,0,0,0
442383,1,115,0,0,115,,,,,
442426,1,440,165,259,16,106,59,0,0,0
442435,1,31,0,31,0,,,,,
442444,1,802,0,189,613,,,,,
442523,1,78,,,78,,,,,
442569,1,5445,5445,,,152,5216,14,63,0
442602,1,490,0,140,350,,,,,
442611,1,1211,,,1211,,,,,
442639,1,450,25,0,425,15,10,0,0,0
442657,1,246,,,246,,,,,
442781,1,766,632,107,27,502,112,0,0,18
442806,1,2276,,,2276,,,,,
442842,1,219,12,122,85,5,7,0,0,0
442879,1,900,320,0,580,109,210,0,1,0
442888,1,23,,,23,,,,,
442930,1,578,93,27,458,82,11,0,0,0
442949,1,3,1,0,2,1,0,0,0,0
442976,1,93,0,68,25,,,,,
442985,1,250,0,0,250,,,,,
443021,1,57,,,57,,,,,
443030,1,74,,,74,,,,,
443049,1,291,126,61,104,42,69,0,15,0
