UNITID,EFFYDLEV,EFYDETOT,EFYDEEXC,EFYDESOM,EFYDENON
490045,1,275,257,18,0
490054,1,1258,49,393,816
490063,1,434,1,433,0
490081,1,224,224,0,0
490090,1,51,,,51
490106,1,531,145,371,15
490115,1,72,,,72
490124,1,13,,,13
490133,1,5939,1965,2251,1723
490142,1,47,,,47
490151,1,126,,,126
490160,1,130,0,130,0
490197,1,75,,,75
490203,1,198,7,0,191
490221,1,43,,,43
490230,1,350,9,232,109
490249,1,51,,,51
490258,1,212,,,212
490267,1,23,,,23
490276,1,120,,,120
490285,1,949,949,0,0
490294,1,202,,,202
490300,1,123,,,123
490319,1,22,,,22
490328,1,108,,,108
490337,1,123,,,123
490346,1,57,,,57
490373,1,356,0,356,0
490382,1,93,,,93
490391,1,145,,,145
490407,1,202,,,202
490416,1,41,,,41
490425,1,318,,,318
490434,1,49,,,49
490443,1,178,,,178
490452,1,68,,,68
490461,1,160,,,160
490470,1,36,,,36
490489,1,56,,,56
490498,1,42,2,5,35
490504,1,54,,,54
490513,1,69,,,69
490522,1,51,,,51
490531,1,55,,,55
490559,1,670,6,0,664
490601,1,645,,,645
490674,1,10,,,10
490692,1,71,,,71
490717,1,125,,,125
490735,1,223,0,147,76
490744,1,53,,,53
490753,1,35,,,35
490805,1,10399,1874,2701,5824
490814,1,198,0,94,104
490832,1,380,0,229,151
490841,1,513,0,215,298
490869,1,574,0,488,86
490878,1,634,0,7,627
490896,1,332,,,332
490948,1,28,,,28
490975,1,501,0,453,48
491057,1,294,,,294
491066,1,128,,,128
491075,1,85,,,85
491084,1,268,,,268
491136,1,136,,,136
491145,1,167,,,167
491181,1,669,0,669,0
491190,1,147,2,137,8
491215,1,112,,,112
491224,1,161,,,161
491233,1,56,,,56
491242,1,112,0,15,97
491251,1,142,,,142
491260,1,69,,,69
491288,1,970,970,,
491297,1,196,196,,
491394,1,231,0,4,227
491446,1,161,,,161
491464,1,170,,,170
491473,1,713,,,713
491507,1,104,,,104
491525,1,95,39,47,9
491534,1,28,,,28
491543,1,180,,,180
491552,1,49,,,49
491570,1,45,,,45
491589,1,38,,,38
491598,1,44,,,44
491613,1,92,,,92
491622,1,93,,,93
491631,1,224,,,224
491640,1,178,,,178
491659,1,154,1,10,143
491668,1,441,,,441
491677,1,62,4,0,58
491686,1,60,,,60
491695,1,71,,,71
491701,1,66,,,66
491710,1,118,,,118
491729,1,40,,,40
491738,1,110,,,110
491747,1,44,,,44
491756,1,192,,,192
491765,1,102,,,102
491774,1,197,,,197
491783,1,96,,,96
491792,1,167,,,167
491808,1,234,234,0,0
491817,1,229,,,229
491826,1,206,,,206
491835,1,154,,,154
491844,1,172,0,152,20
491853,1,84,,,84
491871,1,29,,,29
491880,1,179,,,179
491899,1,158,0,124,34
491905,1,202,,,202
491914,1,184,,,184
491923,1,535,,,535
491932,1,42,,,42
491941,1,210,,,210
491950,1,3279,,,3279
491978,1,77,,,77
491996,1,78,,,78
492005,1,85,,,85
492023,1,338,0,0,338
492069,1,99,8,38,53
492078,1,224,,,224
492096,1,11,,,11
492139,1,349,97,0,252
492148,1,20,0,0,20
492209,1,52,,,52
492281,1,40,,,40
492306,1,390,0,0,390
492315,1,198,0,0,198
492324,1,552,0,0,552
492360,1,80,,,80
492421,1,18,,,18
492449,1,939,0,66,873
492476,1,271,135,121,15
492607,1,132,2,130,0
492643,1,180,,,180
492652,1,71,,,71
492661,1,505,0,0,505
492689,1,954,82,331,541
492704,1,171,,,171
492722,1,618,0,67,551
492731,1,307,,,307
492759,1,491,49,431,11
492801,1,1278,754,297,227
492935,1,232,,,232
492953,1,162,,,162
492962,1,3971,3627,276,68
493071,1,824,0,824,0
493080,1,583,0,64,519
493132,1,1413,,,1413
493150,1,262,,,262
493363,1,132,132,,
493372,1,28,,,28
493451,1,152,,,152
493479,1,28,,,28
493488,1,42,0,42,0
493503,1,47,8,19,20
493512,1,279,157,121,1
493521,1,105,104,0,1
493530,1,65,,,65
493549,1,228,,,228
493558,1,22,,,22
493567,1,145,,,145
493576,1,18,,,18
493585,1,78,,,78
493594,1,45,,,45
493600,1,177,,,177
493619,1,38,0,24,14
493628,1,283,0,10,273
493637,1,64,,,64
493646,1,229,,,229
493655,1,34,,,34
493664,1,117,,,117
493673,1,177,,,177
493682,1,137,0,137,0
493691,1,54,,,54
493707,1,101,,,101
493716,1,84,,,84
493734,1,27,,,27
493743,1,381,,,381
493752,1,28,0,0,28
493761,1,183,,,183
493770,1,36,,,36
493798,1,114,,,114
493804,1,134,,,134
493813,1,246,,,246
493822,1,291,143,139,9
493831,1,56,,,56
493868,1,127,,,127
493895,1,1499,1499,0,0
493910,1,27,,,27
493947,1,629,,,629
493992,1,527,0,527,0
494001,1,159,,,159
494010,1,94,36,0,58
494029,1,28,,,28
494162,1,324,0,324,0
494232,1,172,,,172
494250,1,726,0,726,0
494278,1,368,152,199,17
494287,1,544,207,312,25
494357,1,1656,,,1656
494436,1,437,0,374,63
494463,1,331,,,331
494472,1,27,,,27
494524,1,208,,,208
494551,1,45,0,0,45
494588,1,595,0,52,543
494597,1,124,32,26,66
494603,1,3403,885,672,1846
494621,1,184,0,13,171
494630,1,45,,,45
494649,1,54,,,54
494658,1,81,,,81
494685,1,492,136,264,92
494694,1,139,0,96,43
494700,1,77,,,77
494719,1,70,,,70
494728,1,79,0,1,78
494737,1,175,,,175
494746,1,502,0,502,0
494755,1,102,0,31,71
494764,1,346,,,346
494807,1,669,,,669
494843,1,993,0,518,475
494852,1,1108,359,516,233
494898,1,167,,,167
494904,1,318,,,318
494959,1,111,1,4,106
494977,1,72,72,0,0
494986,1,56,,,56
494995,1,63,,,63
495013,1,293,,,293
495031,1,112,,,112
495040,1,108,,,108
495059,1,50,,,50
495077,1,62,,,62
495101,1,84,,,84
495110,1,35,,,35
495129,1,156,,,156
495138,1,32,,,32
495147,1,32,2,14,16
495165,1,53,,,53
495174,1,49,,,49
495183,1,199,,,199
495192,1,606,0,606,0
495208,1,32,,,32
495217,1,55,,,55
495226,1,9,,,9
495235,1,30,,,30
495244,1,60,,,60
495253,1,48,,,48
495262,1,70,,,70
495271,1,86,,,86
495280,1,33,3,0,30
495299,1,90,,,90
495305,1,140,,,140
495314,1,407,,,407
495341,1,68,,,68
495350,1,48,,,48
495369,1,112,,,112
495378,1,115,,,115
495387,1,58,,,58
495396,1,28,,,28
495411,1,152,,,152
495420,1,356,0,356,0
495439,1,375,0,375,0
495448,1,618,0,618,0
495457,1,716,0,716,0
495518,1,131,,,131
495730,1,125,,,125
495776,1,67,,,67
495794,1,391,,,391
495837,1,458,,,458
495916,1,10,10,,
495925,1,116,0,3,113
495934,1,138,0,0,138
495943,1,59,0,0,59
495952,1,203,0,38,165
495961,1,189,0,53,136
495970,1,508,,,508
495998,1,127,0,0,127
496043,1,474,,,474
496052,1,41,,,41
496061,1,623,,,623
496186,1,288,288,0,0
496265,1,91,,,91
496283,1,211,9,202,0
496326,1,334,37,297,0
496371,1,19,,,19
496399,1,44,0,29,15
496469,1,194,194,0,0
496478,1,94,,,94
496511,1,21,,,21
496520,1,80,0,30,50
496539,1,105,,,105
496593,1,398,398,,
496618,1,169,169,,
496627,1,1495,0,0,1495
496636,1,164,,,164
496645,1,280,,,280
496654,1,66,,,66
496663,1,49,,,49
496672,1,51,,,51
496681,1,168,,,168
496690,1,66,,,66
496706,1,530,530,,
496715,1,152,,,152
496724,1,35,,,35
496733,1,147,,,147
496751,1,97,,,97
496894,1,32,,,32
496919,1,1657,,,1657
496955,1,837,,,837
496964,1,25,,,25
496973,1,165,28,66,71
496991,1,383,0,383,0
497000,1,480,480,0,0
497037,1,885,885,,
497046,1,8507,5809,1308,1390
497073,1,843,,,843
497107,1,241,241,0,0
497116,1,342,0,340,2
497125,1,152,0,152,0
497161,1,307,,,307
497189,1,36,,,36
497198,1,431,0,1,430
497204,1,97,,,97
497213,1,32,,,32
497222,1,47,,,47
497268,1,260,0,260,0
497277,1,861,,,861
497286,1,145,,,145
497301,1,483,,,483
497310,1,191,,,191
497329,1,245,0,216,29
497338,1,151,0,151,0
497356,1,32,0,0,32
497365,1,32,0,0,32
497374,1,72,0,0,72
497383,1,57,0,0,57
497392,1,100,0,0,100
497408,1,57,57,0,0
497417,1,16,0,0,16
497426,1,168,0,0,168
497435,1,111,0,0,111
497444,1,42,0,0,42
497453,1,10,0,0,10
497462,1,361,0,0,361
497471,1,11,0,0,11
497480,1,679,679,0,0
497499,1,23,0,0,23
497666,1,33,0,0,33
497675,1,33,0,0,33
497684,1,108,0,0,108
497718,1,86,86,0,0
497736,1,75,0,0,75
497745,1,74,0,0,74
497790,1,7,0,0,7
497824,1,306,304,0,2
497833,1,262,4,116,142
497888,1,78,0,0,78
497897,1,299,0,0,299
497903,1,5,0,0,5
497912,1,245,0,245,0
497949,1,408,0,0,408
497958,1,393,0,0,393
498003,1,330,0,0,330
498012,1,113,0,0,113
498049,1,213,0,213,0
498085,1,29,0,29,0
498094,1,36,0,36,0
498100,1,54,0,54,0
498234,1,172,0,0,172
498270,1,15,0,0,15
498289,1,75,75,0,0
498322,1,148,0,0,148
498331,1,129,0,0,129
498359,1,151,0,0,151
498368,1,6,0,0,6
498377,1,103,0,0,103
498386,1,131,0,0,131
498401,1,40,0,0,40
498410,1,81,0,0,81
498447,1,87,0,87,0
498456,1,90,0,90,0
498465,1,337,0,0,337
498553,1,121,0,121,0
498562,1,14109,1687,8246,4176
498571,1,17970,5925,8663,3382
100654,2,5663,245,4170,1248
100663,2,15360,3195,10124,2041
100690,2,351,351,,
100706,2,8536,897,6237,1402
100724,2,3899,275,3159,465
100751,2,34616,4865,15263,14488
100760,2,2218,697,954,567
100812,2,3466,1922,1305,239
100830,2,4796,708,2910,1178
100858,2,26736,1647,11028,14061
100937,2,1105,3,162,940
101028,2,1867,298,890,679
101116,2,568,227,170,171
101143,2,2539,725,915,899
101161,2,9388,2753,3454,3181
101189,2,2289,899,683,707
101240,2,5780,1745,2606,1429
101277,2,114,,,114
101286,2,5144,1038,1872,2234
101295,2,7868,1618,2966,3284
101301,2,2489,1110,706,673
101365,2,1114,347,273,494
101435,2,896,2,323,571
101453,2,101,58,28,15
101462,2,1260,147,666,447
101471,2,699,,,699
101480,2,9214,1533,5839,1842
101505,2,12041,5368,3622,3051
101514,2,12815,5407,3937,3471
101569,2,4492,2174,1585,733
101587,2,3165,1212,912,1041
101602,2,2419,683,1061,675
101648,2,329,0,157,172
101675,2,1712,258,203,1251
101693,2,1784,685,464,635
101709,2,2385,55,1615,715
101736,2,4475,865,1506,2104
101879,2,7283,1949,4231,1103
101897,2,3350,1012,1720,618
101912,2,1551,133,64,1354
101994,2,501,18,273,210
102030,2,3880,651,1296,1933
102049,2,3722,18,1261,2443
102058,2,31,0,31,0
102067,2,7024,3235,2298,1491
102076,2,4992,3669,999,324
102094,2,9908,983,4320,4605
102234,2,1109,114,809,186
102270,2,864,91,363,410
102298,2,1402,385,783,234
102313,2,2549,755,1176,618
102368,2,13713,6663,3740,3310
102377,2,2383,,,2383
102395,2,134,134,,
102429,2,4884,1217,1625,2042
102553,2,16548,7361,6024,3163
102580,2,52,0,11,41
102614,2,9606,4286,2628,2692
102632,2,3125,1511,510,1104
102669,2,499,8,0,491
102711,2,913,,,913
102845,2,3735,984,2751,0
103501,2,474,,,474
103741,2,235,,,235
103893,2,1977,360,825,792
103909,2,931,0,407,524
103927,2,781,0,454,327
103954,2,72,,,72
103963,2,689,0,2,687
104090,2,1413,388,1025,0
104151,2,70140,5049,53608,11483
104160,2,12342,3108,4270,4964
104179,2,42276,8200,17610,16466
104346,2,8285,1907,5091,1287
104391,2,100,,,100
104425,2,9396,1928,1956,5512
104443,2,73,,,73
104568,2,705,0,705,0
104577,2,6588,940,1625,4023
104586,2,3224,20,642,2562
104708,2,20921,5528,7377,8016
104717,2,96807,73106,18833,4868
105145,2,7364,2428,2059,2877
105154,2,24462,7715,8289,8458
105206,2,5078,1846,1629,1603
105215,2,1228,,,1228
105297,2,1733,1325,380,28
105330,2,26528,5319,13873,7336
105349,2,4544,2040,781,1723
105367,2,506,369,137,0
105428,2,14232,4588,4935,4709
105525,2,32415,9325,9464,13626
105534,2,3800,2282,48,1470
105543,2,1232,82,0,1150
105589,2,491,187,0,304
105659,2,1634,0,53,1581
105668,2,30625,17513,1384,11728
105677,2,29,,,29
105747,2,11583,3804,3866,3913
105792,2,5243,1846,1774,1623
105899,2,1110,134,569,407
106041,2,2839,,,2839
106148,2,9713,3194,2124,4395
106245,2,7479,3611,2363,1505
106263,2,1270,766,203,301
106306,2,862,,,862
106315,2,181,,,181
106324,2,59,,,59
106342,2,595,0,103,492
106351,2,72,,,72
106360,2,40,,,40
106397,2,26246,2196,12093,11957
106412,2,2663,164,2197,302
106449,2,3724,1046,1363,1315
106458,2,10172,2666,5425,2081
106467,2,9966,2533,4598,2835
106485,2,3279,418,1500,1361
106494,2,54,,,54
106546,2,887,0,8,879
106625,2,1978,703,711,564
106704,2,9190,721,5305,3164
106713,2,674,65,299,310
106795,2,1694,313,810,571
106810,2,211,8,155,48
106883,2,1607,604,645,358
106892,2,139,,,139
106908,2,525,,,525
106980,2,2783,722,1066,995
106999,2,1336,203,682,451
107044,2,3945,376,517,3052
107071,2,2445,215,1829,401
107080,2,1125,,,1125
107099,2,125,,,125
107123,2,100,,,100
107141,2,1927,281,659,987
107220,2,361,,,361
107293,2,93,,,93
107318,2,1422,437,358,627
107327,2,1846,1054,390,402
107442,2,42,,,42
107460,2,2194,479,1032,683
107488,2,231,,,231
107512,2,1784,43,907,834
107521,2,2053,170,307,1576
107549,2,1345,469,499,377
107558,2,848,11,491,346
107585,2,2508,377,1153,978
107600,2,797,21,760,16
107619,2,1597,193,475,929
107637,2,1457,478,591,388
107655,2,50,,,50
107664,2,6404,3171,1745,1488
107725,2,1503,337,487,679
107743,2,902,123,499,280
107789,2,185,,,185
107831,2,122,,,122
107840,2,405,0,260,145
107877,2,636,6,257,373
107974,2,1681,562,610,509
107983,2,3454,622,2378,454
107992,2,1536,427,358,751
108065,2,21,,,21
108092,2,6090,1228,3335,1527
108232,2,7036,4090,2429,517
108667,2,8838,7608,758,472
108807,2,15100,2462,4691,7947
108852,2,251,,,251
108977,2,313,,,313
109040,2,2896,0,2072,824
109208,2,41538,27541,5125,8872
109350,2,14843,3108,6528,5207
109651,2,2682,228,2413,41
109721,2,354,,,354
109730,2,108,,,108
109785,2,4329,698,1558,2073
109819,2,37017,14593,12418,10006
109907,2,3615,3245,315,55
109934,2,682,0,523,159
110060,2,315,253,61,1
110097,2,3854,331,1481,2042
110194,2,391,,,391
110219,2,2550,2550,0,0
110246,2,12205,4986,4895,2324
110316,2,136,0,136,0
110334,2,13574,6353,4534,2687
110361,2,9409,2149,6901,359
110370,2,1348,110,1167,71
110404,2,1014,,,1014
110413,2,2838,51,628,2159
110422,2,21877,456,20019,1402
110468,2,1101,672,87,342
110486,2,10751,4076,5687,988
110495,2,10519,2687,7433,399
110510,2,18675,1716,14876,2083
110529,2,28252,3460,24412,380
110538,2,15655,2505,12447,703
110547,2,16476,4704,11487,285
110556,2,23830,1245,20251,2334
110565,2,40059,4429,31144,4486
110574,2,13941,5296,8371,274
110583,2,36562,3192,30793,2577
110592,2,25394,3478,20979,937
110608,2,36215,8679,27164,372
110617,2,32892,6281,25426,1185
110635,2,33715,1489,28851,3375
110644,2,33978,1577,19615,12786
110653,2,31082,1763,27467,1852
110662,2,34082,1601,29374,3107
110671,2,24776,1654,22280,842
110680,2,35266,1369,31315,2582
110705,2,25135,84,9563,15488
110714,2,19313,1577,17204,532
110778,2,24,15,0,9
110875,2,104,,,104
110918,2,28,5,13,10
111045,2,37,8,3,26
111054,2,162,,,162
111081,2,999,,,999
111188,2,1006,74,379,553
111434,2,9059,4387,2387,2285
111461,2,27936,9039,9941,8956
111513,2,345,,,345
111638,2,498,0,428,70
111708,2,353,,,353
111717,2,329,,,329
111726,2,309,,,309
111744,2,196,,,196
111762,2,181,,,181
111799,2,273,,,273
111887,2,26691,4947,13464,8280
111896,2,7778,4851,1513,1414
111920,2,17500,10600,4352,2548
111939,2,27715,22190,4889,636
111948,2,7936,0,225,7711
111966,2,315,0,145,170
112075,2,1894,88,708,1098
112084,2,543,75,467,1
112172,2,14394,7166,5245,1983
112181,2,182,,,182
112190,2,26792,3406,10516,12870
112260,2,1427,,,1427
112288,2,660,,,660
112367,2,432,,,432
112385,2,13843,13216,359,268
112394,2,530,113,411,6
112455,2,222,0,9,213
112561,2,3304,1324,1257,723
112570,2,1040,93,0,947
112686,2,5932,2570,2018,1344
112826,2,8786,5897,2276,613
113096,2,21255,16489,3998,768
113111,2,7444,3555,2783,1106
113193,2,13943,6773,4052,3118
113218,2,12428,6631,3492,2305
113236,2,18759,3054,8408,7297
113333,2,26779,21177,4780,822
113449,2,288,,,288
113537,2,13,,,13
113573,2,14068,8169,4814,1085
113582,2,133,0,119,14
113616,2,14,0,0,14
113634,2,25369,15680,7546,2143
113698,2,1316,166,489,661
113856,2,49266,30006,6192,13068
113980,2,28431,13049,11700,3682
114123,2,33,0,0,33
114266,2,12698,4436,5045,3217
114354,2,2111,52,1558,501
114433,2,2534,847,292,1395
114460,2,513,,,513
114637,2,117,,,117
114716,2,23194,14813,3947,4434
114761,2,116,,,116
114789,2,33518,16549,8773,8196
114813,2,2482,651,1045,786
114859,2,26102,10128,11737,4237
114938,2,6649,2828,1878,1943
114947,2,134,,,134
115001,2,16523,3922,8304,4297
115010,2,949,0,949,0
115083,2,1065,377,611,77
115126,2,16795,9608,5076,2111
115296,2,18249,6753,7436,4060
115357,2,226,,,226
115393,2,13758,4097,4693,4968
115409,2,981,,,981
115658,2,140,,,140
115728,2,695,0,362,333
115755,2,5958,937,4891,130
115773,2,294,285,0,9
115861,2,10185,3613,5453,1119
115931,2,1145,0,31,1114
116226,2,184,,,184
116350,2,242,,,242
116439,2,17098,6459,7624,3015
116563,2,366,0,332,34
116846,2,69,69,0,0
117052,2,10784,4273,3243,3268
117104,2,467,143,187,137
117140,2,4235,852,1343,2040
117168,2,766,0,567,199
117195,2,6235,2330,702,3203
117238,2,144,,,144
117247,2,14309,10291,2649,1369
117274,2,2885,1583,423,879
117283,2,57,11,46,0
117557,2,209,,,209
117575,2,57,37,13,7
117627,2,1513,,,1513
117636,2,1470,129,779,562
117645,2,32638,17737,12590,2311
117672,2,2762,2653,109,0
117690,2,11263,9179,1647,437
117706,2,22698,16086,4979,1633
117715,2,8917,8319,429,169
117724,2,16958,11159,3223,2576
117733,2,23180,16991,4341,1848
117751,2,2014,551,48,1415
117788,2,23589,19585,2934,1070
117803,2,249,,,249
117867,2,15825,11978,2529,1318
117894,2,11148,6687,3505,956
117946,2,7450,93,4820,2537
117955,2,431,0,391,40
118134,2,140,,,140
118143,2,179,,,179
118161,2,201,,,201
118198,2,1356,360,443,553
118347,2,6770,2252,2685,1833
118541,2,499,12,454,33
118684,2,5219,2436,1194,1589
118693,2,846,,,846
118718,2,13886,8045,4455,1386
118772,2,10948,8831,1291,826
118912,2,16847,12729,3479,639
118930,2,10043,6627,2587,829
118958,2,108,,,108
118976,2,22655,9723,10698,2234
118994,2,638,,,638
119058,2,17,4,10,3
119067,2,10426,4310,3038,3078
119137,2,19768,12197,6276,1295
119164,2,36607,138,2524,33945
119173,2,2238,392,1597,249
119216,2,19567,448,4357,14762
119270,2,1183,281,130,772
119331,2,6459,3533,1853,1073
119553,2,1976,272,1704,0
119605,2,13056,8515,2068,2473
119775,2,335,163,83,89
119951,2,309,,,309
120069,2,529,0,529,0
120078,2,1061,0,1061,0
120087,2,414,0,414,0
120166,2,8,0,5,3
120184,2,1,0,0,1
120254,2,2024,,,2024
120290,2,16743,2769,4533,9441
120342,2,22807,10350,10264,2193
120403,2,1253,0,1253,0
120421,2,10459,7593,2237,629
120537,2,660,203,136,321
120661,2,1146,0,1146,0
120698,2,77,35,4,38
120768,2,682,533,131,18
120838,2,12,,,12
120865,2,984,8,556,420
120883,2,3590,,,3590
120953,2,5943,3323,244,2376
120971,2,26222,15730,7449,3043
121044,2,31175,15949,11844,3382
121150,2,4048,172,136,3740
121257,2,1198,,,1198
121275,2,186,,,186
121309,2,3414,222,1319,1873
121345,2,1821,,,1821
121363,2,5062,2102,2039,921
121433,2,184,,,184
121619,2,38996,11310,9804,17882
121637,2,200,,,200
121691,2,2859,88,824,1947
121707,2,5563,2228,1580,1755
121859,2,375,,,375
121868,2,359,,,359
121886,2,22401,2954,7053,12394
121901,2,26542,14460,9240,2842
122117,2,6,,,6
122180,2,28801,22770,4454,1577
122205,2,28892,15602,9477,3813
122296,2,1129,0,50,1079
122339,2,21600,18149,2586,865
122375,2,28647,19486,7039,2122
122384,2,21791,13302,3009,5480
122409,2,33276,2170,27307,3799
122436,2,6077,,,6077
122506,2,233,,,233
122597,2,26438,8623,16659,1156
122612,2,6637,264,4632,1741
122658,2,23945,17668,5793,484
122685,2,3756,2298,267,1191
122694,2,1312,0,390,922
122728,2,1704,422,743,539
122746,2,11624,5369,3938,2317
122755,2,30480,4410,25228,842
122791,2,12601,2803,4643,5155
122889,2,18777,8051,7306,3420
122931,2,6072,,,6072
122977,2,34036,11545,17275,5216
123013,2,23100,12957,6949,3194
123165,2,1103,,,1103
123217,2,15695,5379,7143,3173
123280,2,37,21,14,2
123299,2,10813,5536,2736,2541
123341,2,23183,12868,6617,3698
123350,2,194,,,194
123457,2,870,209,474,187
123484,2,2421,1024,487,910
123493,2,225,,,225
123509,2,15289,3749,4194,7346
123527,2,15495,9464,4545,1486
123554,2,2270,59,19,2192
123563,2,11932,8830,2532,570
123572,2,7274,1325,5742,207
123642,2,323,,,323
123651,2,2137,141,1742,254
123679,2,1145,0,1145,0
123800,2,22002,5721,9681,6600
123952,2,261,,,261
123961,2,22755,114,11872,10769
124113,2,6764,1573,1133,4058
124292,2,501,,,501
124487,2,159,7,87,65
124681,2,1922,,,1922
124706,2,1209,0,1209,0
124937,2,1065,0,1065,0
125028,2,16451,9457,5420,1574
125082,2,140,,,140
125091,2,14497,3559,6033,4905
125170,2,9904,7660,1498,746
125231,2,12789,12789,,
125310,2,76,,,76
125462,2,5412,3406,1253,753
125471,2,18440,16579,1249,612
125499,2,10492,6943,2822,727
125532,2,3110,1453,846,811
125727,2,1289,3,342,944
125763,2,1362,0,863,499
125897,2,990,6,737,247
126076,2,161,,,161
126119,2,7963,3862,1577,2524
126182,2,2103,482,460,1161
126207,2,9037,1622,2400,5015
126289,2,15853,2618,4140,9095
126359,2,302,,,302
126562,2,17912,2499,9006,6407
126580,2,12684,1071,6912,4701
126605,2,448,,,448
126614,2,35143,13,6,35124
126669,2,13811,6554,960,6297
126678,2,2436,0,33,2403
126687,2,1222,0,1222,0
126711,2,7424,999,2060,4365
126748,2,1533,200,219,1114
126775,2,5767,30,1182,4555
126784,2,223,,,223
126818,2,27545,3294,15640,8611
126827,2,45365,45189,156,20
126863,2,10701,1552,1705,7444
126915,2,308,0,66,242
126942,2,10392,2413,2659,5320
126951,2,1887,,,1887
127060,2,6791,997,627,5167
127158,2,5854,0,36,5818
127185,2,3843,199,2041,1603
127200,2,27228,7187,6423,13618
127316,2,400,,,400
127389,2,844,106,244,494
127556,2,9769,712,5291,3766
127565,2,20390,4754,12338,3298
127617,2,1730,443,561,726
127653,2,382,65,145,172
127714,2,990,990,,
127732,2,1814,163,369,1282
127741,2,8171,643,4957,2571
127778,2,1451,150,524,777
127820,2,15030,4171,5249,5610
127884,2,8074,1421,1638,5015
127909,2,9820,2939,1619,5262
127918,2,3192,724,1433,1035
127945,2,2861,2104,747,10
127954,2,6,,,6
128106,2,5069,715,2483,1871
128151,2,1049,,,1049
128179,2,1119,,,1119
128188,2,1845,,,1845
128258,2,2185,138,278,1769
128328,2,4209,,,4209
128337,2,130,,,130
128391,2,5124,898,400,3826
128498,2,1320,495,604,221
128577,2,1803,1063,449,291
128586,2,56,,,56
128744,2,2551,561,994,996
128771,2,8842,510,1757,6575
128780,2,2172,2172,,
128896,2,307,,,307
128902,2,1891,0,71,1820
129002,2,714,0,0,714
129020,2,20153,873,14833,4447
129154,2,5668,2774,1536,1358
129181,2,1669,,,1669
129215,2,4505,78,854,3573
129242,2,4828,153,1562,3113
129349,2,309,,,309
129367,2,3590,2453,1137,0
129482,2,631,0,451,180
129525,2,4418,420,357,3641
129534,2,389,145,45,199
129543,2,5051,2552,1788,711
129695,2,6294,4166,1840,288
129729,2,6334,2281,2884,1169
129756,2,3093,1496,1407,190
129774,2,573,1,86,486
129808,2,3990,1578,1925,487
129923,2,965,,,965
129932,2,1443,,,1443
129941,2,5619,723,3613,1283
130004,2,5922,3604,1906,412
130040,2,1622,849,555,218
130110,2,289,0,17,272
130174,2,2324,0,0,2324
130183,2,27771,26622,694,455
130217,2,1472,754,547,171
130226,2,6716,345,4866,1505
130253,2,7258,339,4980,1939
130314,2,985,21,640,324
130396,2,7949,4092,2900,957
130493,2,7889,830,3915,3144
130509,2,609,,,609
130590,2,2197,,,2197
130606,2,4622,2344,1806,472
130624,2,1095,,,1095
130697,2,3631,266,375,2990
130776,2,4745,243,3051,1451
130794,2,7475,0,1301,6174
130837,2,67,,,67
130873,2,523,0,286,237
130907,2,15960,1561,11904,2495
130934,2,4812,132,3185,1495
130943,2,20635,1284,16220,3131
130989,2,746,186,425,135
131061,2,278,,,278
131113,2,12348,9348,1954,1046
131159,2,9480,696,3315,5469
131283,2,3066,0,1252,1814
131399,2,3943,12,1586,2345
131450,2,1107,67,660,380
131469,2,12502,914,1841,9747
131496,2,8371,341,4928,3102
131520,2,9530,0,9104,426
131803,2,531,527,4,0
131830,2,38,,,38
131876,2,1643,294,926,423
132374,2,4452,7,0,4445
132408,2,486,354,115,17
132471,2,3832,391,579,2862
132602,2,2752,0,2571,181
132657,2,2805,290,1400,1115
132675,2,125,,,125
132693,2,17809,6490,6509,4810
132709,2,45451,12857,21578,11016
132842,2,305,109,163,33
132851,2,7685,2797,3616,1272
132879,2,167,0,78,89
132903,2,69572,13374,47103,9095
132976,2,582,,,582
133021,2,2310,571,1070,669
133155,2,972,,,972
133386,2,17166,6382,6104,4680
133465,2,571,129,188,254
133492,2,2088,,,2088
133508,2,19359,6177,8474,4708
133526,2,1304,0,1077,227
133553,2,9880,47,1956,7877
133650,2,8256,0,7299,957
133669,2,30098,4180,21717,4201
133702,2,32217,15757,10118,6342
133711,2,2801,80,897,1824
133809,2,599,27,140,432
133845,2,1049,0,1049,0
133854,2,547,0,547,0
133863,2,724,0,724,0
133872,2,1449,259,959,231
133881,2,3745,0,64,3681
133942,2,82,,,82
133951,2,58634,16203,30982,11449
133960,2,1513,387,651,475
133979,2,1122,0,494,628
133997,2,612,,,612
134024,2,84,,,84
134079,2,3027,266,1671,1090
134097,2,37241,2763,31152,3326
134130,2,38452,3551,21153,13748
134228,2,43,,,43
134237,2,36177,30666,5511,0
134291,2,888,,,888
134307,2,1148,,,1148
134343,2,6219,1614,2463,2142
134422,2,28,3,3,22
134495,2,36666,17412,11592,7662
134510,2,236,195,20,21
134529,2,639,,,639
134574,2,266,,,266
134608,2,20608,8530,7174,4904
134714,2,310,,,310
134811,2,1491,583,0,908
134945,2,3441,491,1834,1116
135081,2,29188,13877,319,14992
135142,2,473,0,0,473
135160,2,3870,1719,1326,825
135179,2,997,23,0,974
135188,2,5739,3143,1906,690
135267,2,1395,46,0,1349
135276,2,2172,,,2172
135294,2,1216,,,1216
135337,2,156,,,156
135364,2,294,294,0,0
135391,2,11562,4796,4612,2154
135407,2,1544,,,1544
135522,2,481,,,481
135559,2,167,,,167
135610,2,101,19,53,29
135647,2,1531,,,1531
135717,2,76052,29311,32148,14593
135726,2,13617,715,8974,3928
