UNITID,LEXP100K,LCOLELYN,LPBOOKS,LEBOOKS,LEDATAB,LPMEDIA,LEMEDIA,LPSERIA,LESERIA,LPCLLCT,LECLLCT,LTCLLCT,LPCRCLT,LECRCLT,LTCRCLT,LILLDYN,LILLDPR,LILLDRC,LILSYN,LSTOTAL,LSLIBRN,LSOPROF,LSOPAID,LSSTAST,LBRANCH,LSALWAG,LFRNGBYN,LFRNGBN,LEXMSBB,LEXMSCS,LEXMSOT,LEXMSTL,LEXOMPS,LEXOMOT,LEXOMTL,LEXPTOT,LSWMSOM
141006,1,2,21372,89287,315,189,307,56,36,21617,89945,111562,342,1255,1597,1,0,0,1,4.00,1.00,1.00,0.00,2.00,1,132218,2,0,17643,10633,3852,32128,12772,4189,16961,181307,181307
141167,1,2,16817,295000,246,991,0,0,35726,17808,330972,348780,129,51906,52035,1,99,65,1,6.50,1.50,1.00,0.00,4.00,0,123207,2,0,1869,47497,0,49366,0,0,0,172573,172573
141185,1,2,50489,758870,255,1760,44809,107,175758,52356,979692,1032048,2272,120002,122274,1,263,151,1,6.09,3.00,0.00,0.00,3.09,1,176873,2,0,16511,41791,27018,85320,0,5162,5162,267355,267355
141237,1,2,37718,687178,142,3365,0,10,0,41093,687320,728413,857,30109,30966,1,59,85,1,4.00,2.00,0.00,1.00,1.00,0,150000,1,32973,2771,58836,36432,98039,0,1050,1050,282062,249089
141255,1,2,30372,466505,184,2882,14523,125,80528,33379,561740,595119,4796,80528,85324,1,31,10,1,7.00,2.00,2.00,0.00,3.00,4,148790,1,105046,14746,12355,5000,32101,0,0,0,285937,180891
141264,1,2,478089,460922,225,31292,111378,9924,102250,519305,674775,1194080,6777,352407,359184,1,5374,2934,1,55.00,12.00,17.00,6.00,20.00,0,1470855,1,508908,108736,867788,1698,978222,2287,414514,416801,3374786,2865878
141325,1,2,67696,485867,262,1804,41224,547,79785,70047,607138,677185,1759,46426,48185,1,63,150,1,4.88,3.00,0.00,0.00,1.88,0,139927,2,0,13617,95396,0,109013,2269,41299,43568,292508,292508
141334,1,2,384186,860679,379,5091,0,6031,136644,395308,997702,1393010,7342,170199,177541,1,1579,2546,1,28.00,17.00,11.00,0.00,0.00,1,1688535,1,656460,36364,733977,100799,871140,0,7524,7524,3223659,2567199
141361,1,2,40124,329698,0,5726,43325,6,162719,45856,535742,581598,904,4034,4938,1,154,92,1,6.00,2.00,0.00,2.00,2.00,0,173673,1,54883,18000,77547,5547,101094,1000,51240,52240,381890,327007
141486,1,2,51877,369342,109,4119,52625,84,46868,56080,468944,525024,2243,73719,75962,1,16,18,1,8.00,3.50,0.00,2.00,2.50,0,358722,1,85723,1012,207431,0,208443,0,40094,40094,692982,607259
141565,1,2,182090,199900,119,4004,43917,8994,132100,195088,376036,571124,4800,96408,101208,1,230,739,1,43.00,6.00,14.00,3.00,20.00,0,1542100,1,2339,0,141664,74907,216571,0,25446,25446,1786456,1784117
141574,1,2,2194583,956634,551,88718,64018,98750,239838,2382051,1261041,3643092,55741,1185888,1241629,1,5500,16063,1,143.03,55.20,24.63,41.27,21.93,2,9679797,1,281406,424603,7979313,273369,8677285,25511,853673,879184,19517672,19236266
141644,1,2,61920,5228646,171,1974,157508,2808,241531,66702,5627856,5694558,658,34959,35617,1,102,202,1,15.72,8.95,0.00,4.48,2.29,1,571942,1,93254,41313,475870,317,517500,0,75774,75774,1258470,1165216
141680,1,2,56908,262486,100,573,44629,96,56326,57577,363541,421118,1069,56480,57549,1,56,32,1,7.00,3.00,4.00,0.00,0.00,0,464517,2,0,3457,65655,0,69112,0,13318,13318,546947,546947
141796,1,2,61097,262805,65,537,40131,18,60982,61652,363983,425635,1035,63651,64686,1,136,137,1,14.08,7.00,3.00,4.00,0.08,0,880152,1,4672,30918,51131,2357,84406,179,68711,68890,1038120,1033448
141802,1,2,47225,404312,57,317,39331,18,74820,47560,518520,566080,881,14477,15358,1,25,180,1,4.50,3.00,0.00,1.00,0.50,0,300552,2,0,181,38792,2335,41308,199,1487,1686,343546,343546
141811,1,2,65303,405870,74,971,74863,67,81697,66341,562504,628845,2714,208832,211546,1,103,238,1,12.00,6.00,3.00,2.00,1.00,0,850504,2,0,25297,55291,11658,92246,0,72912,72912,1015662,1015662
141839,1,2,22439,404419,50,2960,122486,7,74820,25406,601775,627181,2186,132847,135033,1,172,61,1,6.50,2.00,3.00,0.00,1.50,1,320876,2,0,1831,75386,0,77217,0,16467,16467,414560,414560
141981,1,2,31182,342446,93,1962,77791,55,83516,33199,503846,537045,928,9912,10840,1,0,473,1,14.00,5.00,2.00,0.00,7.00,0,514619,1,208,1335,145816,0,147151,300,21654,21954,683932,683724
141990,1,2,40267,261411,67,2330,79788,339,47854,42936,389120,432056,674,9404,10078,1,115,70,1,13.00,5.00,3.00,0.00,5.00,0,621572,1,99,17894,26724,0,44618,7631,39782,47413,713702,713603
142090,2,2,38029,1733,2,1052,4,82,10,39163,1749,40912,13987,6521,20508,1,0,0,1,3.00,1.00,0.00,0.75,1.25,,,-2,,,,,,,,,,
142115,1,2,477945,75486,262,20783,11366,12100,131901,510828,219015,729843,9673,749981,759654,1,1279,6491,1,64.98,23.00,15.00,22.50,4.48,0,2760782,1,1072200,217696,3242285,71666,3531647,69740,426408,496148,7860777,6788577
142179,1,2,16040,7255,9,356,0,1517,0,17913,7264,25177,359,1426,1785,1,71,22,1,1.00,1.00,0.00,0.00,0.00,1,79641,2,0,6000,27755,10498,44253,0,486,486,124380,124380
142276,1,2,853399,397184,209,168887,21304,31456,515486,1053742,934183,1987925,14040,1866418,1880458,1,8060,4573,1,35.00,12.00,18.00,0.00,5.00,2,2333722,1,681141,195090,3098594,1331,3295015,0,236054,236054,6545932,5864791
142285,1,2,893707,1003812,327,177405,136416,53186,148045,1124298,1288600,2412898,14330,21011,35341,1,3635,2382,1,48.06,20.00,3.00,19.60,5.46,1,2017587,2,0,101311,2834519,27775,2963605,2134,444263,446397,5427589,5427589
142294,1,2,85646,40047,59,3121,110358,5,43929,88772,194393,283165,5115,4000,9115,1,574,533,1,5.37,2.00,0.00,3.00,0.37,0,224067,1,53081,24889,173116,0,198005,0,51780,51780,526933,473852
142328,1,2,75802,35951,306,2107,47838,1205,73943,79114,158038,237152,3579,88152,91731,1,161,728,1,9.27,5.00,0.00,2.00,2.27,0,401534,1,157187,72265,322040,2100,396405,0,83987,83987,1039113,881926
142443,1,2,74845,276414,79,6028,26192,118,116231,80991,418916,499907,4106,11862,15968,1,1049,530,1,11.25,3.00,3.00,5.25,0.00,0,524720,1,203654,75510,149916,94680,320106,0,0,0,1048480,844826
142461,1,2,105201,222457,58,2973,125035,2172,108922,110346,456472,566818,1226,24503,25729,1,179,2113,1,10.50,3.00,2.50,0.00,5.00,0,255144,2,0,11270,150003,30060,191333,114,30485,30599,477076,477076
142522,1,2,152692,1163969,443,9942,227223,19,216990,162653,1608625,1771278,32244,4394344,4426588,1,917,945,1,50.59,12.00,6.84,0.00,31.75,0,1908765,2,0,143603,989656,25446,1158705,0,133841,133841,3201311,3201311
142559,1,2,52571,62892,97,4376,17,262,63,57209,63069,120278,2727,30183,32910,1,323,261,1,9.00,2.00,4.00,2.00,1.00,0,387699,1,158192,14375,117084,0,131459,0,63932,63932,741282,583090
142832,1,2,13667,0,71,688,6111,67,96048,14422,102230,116652,29,163219,163248,1,303,1831,1,11.00,5.00,0.00,0.00,6.00,1,316007,1,96790,15900,98840,172049,286789,0,84320,84320,783906,687116
142887,2,2,4549,3204,120,112,122,41,4,4702,3450,8152,61,351,412,1,0,1,1,2.00,1.00,0.00,0.00,1.00,,,-2,,,,,,,,,,
142957,2,2,5260,0,24,0,0,0,0,5260,24,5284,260,685,945,1,0,0,1,2.00,1.00,0.00,0.00,1.00,,,-2,,,,,,,,,,
143048,1,2,126892,71196,0,14342,27149,427,101,141661,98446,240107,48753,282914,331667,1,3084,3011,1,36.00,8.00,2.00,5.00,21.00,0,1062583,1,226583,174719,47478,43154,265351,666,60020,60686,1615203,1388620
143084,1,2,108038,381114,96,2073,96779,691,136739,110802,614728,725530,2173,144943,147116,1,7817,3399,1,16.01,7.00,1.00,5.00,3.01,0,652518,2,0,47711,394748,411,442870,1991,110691,112682,1208070,1208070
143118,1,2,14513,269824,77,2319,27978,40,85731,16872,383610,400482,1113,17897,19010,1,1599,2113,1,6.88,3.88,0.00,0.00,3.00,1,381257,2,0,7964,233279,22485,263728,0,17698,17698,662683,662683
143215,1,2,86220,20724,79,2812,16053,0,0,89032,36856,125888,1422,3527,4949,1,289,485,1,7.77,3.00,0.00,4.77,0.00,2,329994,1,37533,10799,32852,0,43651,0,20887,20887,432065,394532
143279,1,2,29016,295918,72,644,120513,251,47902,29911,464405,494316,101,55258,55359,1,64,56,1,4.00,3.00,0.00,1.00,0.00,1,190365,1,64699,36476,89672,6337,132485,0,11223,11223,398772,334073
143288,1,2,40012,1876,102,1479,0,172,12,41663,1990,43653,801,7,808,1,1789,62,1,14.00,1.00,2.00,0.00,11.00,0,122984,1,12491,22636,3606,0,26242,0,4065,4065,165782,153291
143297,1,2,2594,37,24,167,0,134,120,2895,181,3076,815,2895,3710,1,553,227,1,6.00,1.00,2.00,0.00,3.00,0,207000,2,0,3870,53022,262939,319831,1999,7780,9779,536610,536610
143358,1,2,323422,67499,50,16399,33415,1557,42404,341378,143368,484746,16199,199461,215660,1,3682,879,1,58.00,6.00,1.00,22.00,29.00,0,1157294,2,0,173293,1127221,78483,1378997,0,23336,23336,2559627,2559627
143613,1,2,25175,241847,111,1366,40757,16,14,26557,282729,309286,599,21002,21601,1,395,41,1,4.95,1.00,3.55,0.00,0.40,1,173936,2,0,25097,62048,8926,96071,0,22395,22395,292402,292402
143659,1,2,131877,54560,83,1001,0,252,48512,133130,103155,236285,2044,15830,17874,1,905,117,1,4.00,4.00,0.00,0.00,0.00,0,218859,1,97468,38151,33000,45218,116369,0,3840,3840,436536,339068
143853,1,2,7065,25132,123,90,2225,79,36564,7234,64044,71278,1487,145390,146877,1,2449,2252,1,14.40,5.80,0.00,8.60,0.00,0,891107,2,0,57345,2002781,30663,2090789,3300,214807,218107,3200003,3200003
144005,1,2,233,6500,655254,0,0,146856,0,147089,661754,808843,345,30143,30488,1,163,56,1,21.00,8.00,2.00,6.00,5.00,0,1070467,2,0,0,278438,413293,691731,0,33343,33343,1795541,1795541
144014,1,2,60586,568714,60,740,33397,365,418,61691,602589,664280,633,35553,36186,1,649,250,1,1.50,1.00,0.50,0.00,0.00,0,79138,1,5065,5000,66585,6472,78057,515,18861,19376,181636,176571
144050,1,2,5562134,2302083,1729,97573,151131,197314,270135,5857021,2725078,8582099,44908,379307,424215,1,24202,21461,1,205.00,66.00,8.00,125.00,6.00,5,12084121,1,2259773,4425283,12444222,366444,17235949,144339,2469503,2613842,34193685,31933912
144157,1,2,35000,524938,83,0,0,0,22932,35000,547953,582953,5000,800000,805000,1,410,475,1,7.00,4.00,3.00,0.00,0.00,1,332852,1,60753,15000,22426,6000,43426,0,1917,1917,438948,378195
144166,1,2,41851,524938,83,553,0,0,22932,42404,547953,590357,28,5077321,5077349,1,0,7,1,3.00,2.00,1.00,0.00,0.00,0,299005,1,40000,5850,81653,0,87503,0,13633,13633,440141,400141
144175,1,2,41435,524938,83,330,0,30,22932,41795,547953,589748,83,658727,658810,1,77,5,1,2.00,1.00,0.00,1.00,0.00,0,172750,1,25000,8000,23417,2500,33917,0,876,876,232543,207543
144184,1,2,53656,524938,83,251,0,0,22932,53907,547953,601860,1129,3692238,3693367,1,265,220,1,12.07,5.07,0.00,6.00,1.00,0,385180,1,35533,12811,79092,0,91903,0,2978,2978,515594,480061
144193,1,2,57146,524938,83,40,0,20,22932,57206,547953,605159,154,50473835,50473989,1,36,3,1,5.00,3.00,2.00,0.00,0.00,1,400000,1,85000,6000,620,4000,10620,0,3000,3000,498620,413620
144209,1,2,57146,524938,83,308,0,0,22932,57454,547953,605407,138,3858093,3858231,1,5,14,1,8.37,5.37,3.00,0.00,0.00,0,499226,1,80000,6000,68984,4000,78984,0,3000,3000,661210,581210
144218,1,2,76989,524938,83,0,0,19,22932,77008,547953,624961,134,5953981,5954115,1,0,14,1,6.33,3.83,2.50,0.00,0.00,1,322890,1,78084,14450,0,8540,22990,0,4200,4200,428164,350080
144281,1,2,201626,67653,155,37446,999208,274,42258,239346,1109274,1348620,2795,34857,37652,1,1151,529,1,34.00,10.00,0.00,6.00,18.00,0,1138011,1,392730,125026,333404,0,458430,300,168179,168479,2157650,1764920
144351,1,2,135374,139322,77,4795,7476,727,45130,140896,192005,332901,2035,886007,888042,1,1386,782,1,15.00,7.00,1.00,0.00,7.00,1,248593,1,93599,22431,16317,108129,146877,0,23920,23920,512989,419390
144485,2,2,3196,0,82,293,0,38,0,3527,82,3609,101,1,102,2,,,1,1.00,1.00,0.00,0.00,0.00,,,-2,,,,,,,,,,
144564,1,2,21286,80270,0,2775,74957,370,38072,24431,193299,217730,200,19277,19477,1,328,200,1,7.00,2.00,1.00,1.00,3.00,0,239415,1,37780,10073,88591,2753,101417,0,5483,5483,384095,346315
144740,1,2,547711,865397,560,38815,212173,12654,160121,599180,1238251,1837431,2544,1811913,1814457,1,2239,6482,1,69.05,37.00,0.00,23.00,9.05,2,3553851,1,1277845,551758,4755770,52939,5360467,46231,513028,559259,10751422,9473577
144865,1,2,246005,323240,121,61179,107325,7414,55263,314598,485949,800547,3567,213376,216943,1,241,282,1,49.60,13.83,12.00,23.77,0.00,0,3509865,1,524644,271653,573020,15,844688,0,217149,217149,5096346,4571702
144883,1,2,21846,3763,64,2074,1239,49,20058,23969,25124,49093,106,12639,12745,1,0,4,1,2.60,2.00,0.00,0.00,0.60,0,68610,1,12127,31407,13,0,31420,0,6128,6128,118285,106158
144892,1,2,803943,495633,273,144511,0,23,73250,948477,569156,1517633,19558,36076,55634,1,6848,4118,1,35.00,12.00,1.00,17.00,5.00,0,2030280,2,0,267013,861113,477135,1605261,0,197946,197946,3833487,3833487
144944,1,2,72010,37092,149,7187,0,135,60484,79332,97725,177057,10249,30182,40431,1,392,95,1,10.00,7.00,0.00,3.00,0.00,1,1155698,1,148550,140396,179436,0,319832,0,122698,122698,1746778,1598228
144962,1,2,179308,436749,102,3325,121345,1558,63668,184191,621864,806055,2198,22622,24820,1,1581,1946,1,12.76,5.00,1.62,4.73,1.41,0,628639,1,173957,91269,447203,791,539263,423,42377,42800,1384659,1210702
144971,1,2,73879,82099,14,1527,14138,635,34054,76041,130305,206346,1066,584,1650,1,525,520,1,6.00,1.00,1.00,0.00,4.00,0,93457,1,15723,11251,36930,17299,65480,0,57278,57278,231938,216215
145239,2,2,1809,0,6,46,0,24,5,1879,11,1890,107,2,109,1,0,0,1,0.80,0.80,0.00,0.00,0.00,,,-2,,,,,,,,,,
145275,1,2,250310,2292678,1050,1683,244909,6988,196717,258981,2735354,2994335,2422,54469,56891,1,895,259,1,5.00,4.00,1.00,0.00,0.00,0,266095,1,68762,16597,71428,15,88040,173,37572,37745,460642,391880
145336,1,2,282223,396755,191,20320,16445,5233,10525,307776,423916,731692,1754,19527,21281,1,314,727,1,35.00,7.00,15.00,0.00,13.00,0,988597,2,0,914333,42335,7021,963689,6600,36500,43100,1995386,1995386
145372,1,2,90898,240795,48,1185,16577,573,40630,92656,298050,390706,2379,7577,9956,1,1301,256,1,6.18,1.18,0.00,1.00,4.00,0,116104,2,0,6525,63769,0,70294,671,16640,17311,203709,203709
145497,2,2,40000,0,14,750,0,500,0,41250,14,41264,320,1000,1320,1,1,1,1,1.00,1.00,0.00,0.00,0.00,,,-2,,,,,,,,,,
145521,1,2,45078,211940,13,4918,47285,12,46482,50008,305720,355728,2134,1381,3515,1,2858,1536,1,4.00,2.00,0.00,1.00,1.00,0,185149,1,67011,11462,49952,3710,65124,0,800,800,318084,251073
145558,1,2,3084,234486,29,125,0,838,41348,4047,275863,279910,381,178528,178909,1,1139,4452,1,7.00,4.00,0.00,3.00,0.00,0,410644,1,128445,5362,1515292,21893,1542547,0,51144,51144,2132780,2004335
145600,1,2,1895501,1464203,690,10547,0,3464,65000,1909512,1529893,3439405,7603,4000000,4007603,1,22468,13030,1,144.00,58.00,4.00,67.00,15.00,5,9168941,2,0,389262,8801579,152,9190993,0,1683968,1683968,20043902,20043902
145619,1,2,115985,363360,70,1707,52940,0,55586,117692,471956,589648,759,145957,146716,1,6853,2149,1,8.92,7.28,0.00,1.00,0.64,1,463946,2,0,21971,334020,13868,369859,0,37677,37677,871482,871482
145628,1,2,16031,862385,92,78,2741570,450,106865,16559,3710912,3727471,1304,5733,7037,1,1061,199,1,9.10,4.00,0.00,1.50,3.60,0,449087,1,135913,11238,272150,55,283443,0,16304,16304,884747,748834
145637,1,2,5879486,1828886,1324,346422,385789,270684,225428,6496592,2441427,8938019,33581,9092426,9126007,1,21959,10681,1,370.30,188.52,0.00,148.00,33.78,14,22474674,2,0,4501927,16445685,914524,21862136,476323,3093668,3569991,47906801,47906801
145646,1,2,194605,938922,201,11362,156933,1880,119937,207847,1215993,1423840,5127,31529,36656,1,3559,1998,1,19.00,3.00,2.00,5.00,9.00,1,550024,2,0,62663,460364,69918,592945,5308,225530,230838,1373807,1373807
145682,1,2,38914,37841,111,1759,144037,1087,160728,41760,342717,384477,326,38024,38350,1,619,190,1,6.97,5.97,0.00,1.00,0.00,1,385675,1,82458,12016,268568,29805,310389,0,30303,30303,808825,726367
145691,1,2,101403,151767,120,906,13869,96,102413,102405,268169,370574,2091,54641,56732,1,922,1093,1,30.00,2.00,3.00,0.00,25.00,0,241495,2,0,51769,200931,66864,319564,0,0,0,561059,561059
145707,2,2,22196,0,43,311,0,2,0,22509,43,22552,950,983,1933,1,90,41,1,2.00,0.00,2.00,0.00,0.00,,,-2,,,,,,,,,,
145725,1,2,564129,574264,120,742,1186,19321,84390,584192,659960,1244152,1361,9828,11189,1,626,3620,1,54.50,23.00,13.00,0.00,18.50,4,1941459,1,467716,40367,1515664,2525,1558556,0,73294,73294,4041025,3573309
145813,1,2,2010487,686741,297,86652,96874,21616,98234,2118755,882146,3000901,24822,530734,555556,1,6217,10786,1,78.50,34.00,9.00,30.20,5.30,0,4389603,2,0,545944,3315922,236069,4097935,27247,432545,459792,8947330,8947330
145831,1,2,31452,313964,71,710,28907,1446,68088,33608,411030,444638,705,89543,90248,1,464,456,1,5.80,3.00,0.00,2.20,0.60,0,202000,1,54289,23787,53206,3105,80098,60,11695,11755,348142,293853
145886,2,2,2600,0,4,0,0,0,0,2600,4,2604,200,120,320,2,,,2,,,,,,,,-2,,,,,,,,,,
146205,1,2,34603,130311,38,899,28,94,91,35596,130468,166064,2227,104,2331,1,206,201,1,5.00,1.00,0.00,2.00,2.00,0,141743,2,0,19403,34749,8723,62875,0,6638,6638,211256,211256
146278,1,2,15370,302270,67,2530,62094,348,47850,18248,412281,430529,316,64160,64476,1,41,64,1,3.94,2.00,0.00,1.50,0.44,1,133781,1,42459,7827,60065,94,67986,0,15174,15174,259400,216941
146296,1,2,45701,208607,84,3655,55931,121,96923,49477,361545,411022,258,170398,170656,1,144,73,1,14.00,4.00,3.00,7.00,0.00,1,710000,1,194706,58879,181490,0,240369,0,6226,6226,1151301,956595
146339,1,2,121574,23377,58,46807,43327,717,51532,169098,118294,287392,1318,596,1914,1,901,1184,1,5.73,2.00,0.00,1.57,2.16,0,208221,1,25942,16654,74637,2420,93711,0,32783,32783,360657,334715
146348,1,2,20621,1700,47,1097,6646,37,8842,21755,17235,38990,3006,69294,72300,1,318,375,1,4.18,2.00,0.00,1.68,0.50,1,134867,2,0,13105,49864,0,62969,0,23042,23042,220878,220878
146366,1,2,17214,43783,78,634,0,0,0,17848,43861,61709,338,1092880,1093218,1,993,942,1,2.00,2.00,0.00,0.00,0.00,0,94844,1,18480,5574,15948,0,21522,0,6995,6995,141841,123361
146418,1,2,31387,142405,44,1305,29041,93,46990,32785,218480,251265,1167,11138,12305,1,365,67,1,4.25,1.00,1.00,2.00,0.25,0,230985,1,66775,27323,18268,0,45591,0,24342,24342,367693,300918
146427,1,2,204144,95507,57,8840,75118,108,58932,213092,229614,442706,3925,12697,16622,1,2479,2546,1,12.87,6.00,0.00,4.00,2.87,2,527791,2,0,55570,277819,36416,369805,727,57629,58356,955952,955952
146472,1,2,41729,139955,105,5462,155771,135,3224,47326,299055,346381,10994,98950,109944,1,949,450,1,19.75,12.25,1.00,6.50,0.00,2,1090899,2,0,215542,263182,0,478724,0,196461,196461,1766084,1766084
146481,1,2,207327,607884,103,7675,15195,2894,62440,217896,685622,903518,1600,22036,23636,1,1262,1617,1,9.00,6.00,0.00,1.00,2.00,0,559765,2,0,40661,338161,26399,405221,137,44070,44207,1009193,1009193
146490,2,1,,0,1,,0,,0,,1,1,,281,281,2,,,2,,,,,,,,-2,,,,,,,,,,
146506,1,2,19646,284592,70,2816,109679,13,55335,22475,449676,472151,6598,26816,33414,1,3380,584,1,6.00,2.00,0.00,4.00,0.00,0,243927,1,61527,57379,121092,0,178471,0,8919,8919,492844,431317
146533,1,2,1962,1056,22,111,4107,0,96,2073,5281,7354,706,15653,16359,1,403,12,1,1.00,1.00,0.00,0.00,0.00,0,73000,2,0,9500,81275,785,91560,0,0,0,164560,164560
146603,1,2,43500,2412,0,2701,0,12,0,46213,2412,48625,1784,422,2206,1,426,320,1,9.00,2.00,3.00,0.00,4.00,0,230652,1,52110,10000,26100,0,36100,0,6200,6200,325062,272952
146612,1,2,81636,296441,94,846,20252,799,85413,83281,402200,485481,530,6627,7157,1,438,856,1,16.00,6.00,0.00,4.00,6.00,0,568797,2,0,2902,517259,30706,550867,0,0,0,1119664,1119664
146667,1,2,80280,59008,55,20969,14791,538,22564,101787,96418,198205,2541,3831,6372,1,786,1236,1,7.33,2.00,0.00,1.58,3.75,0,187384,1,33987,16058,37750,0,53808,0,19486,19486,294665,260678
146676,1,2,21771,444624,41,128,19944,152,29878,22051,494487,516538,213,19618,19831,1,80,50,1,4.50,2.00,0.00,1.75,0.75,0,115748,1,24857,9112,42334,15,51461,34,16695,16729,208795,183938
146685,1,2,63454,138640,121,1922,11392,610,113747,65986,263900,329886,760,54357,55117,1,930,232,1,9.63,6.63,0.00,3.00,0.00,0,733605,1,100388,108982,136382,0,245364,1500,41183,42683,1122040,1021652
146700,2,2,1582,219247,12,18,80176,62,6757,1662,306192,307854,155,569,724,2,,,1,1.00,1.00,0.00,0.00,0.00,,,-2,,,,,,,,,,
146719,1,2,925437,1011824,562,8974,83340,7107,90131,941518,1185857,2127375,4526,744031,748557,1,4659,8090,1,48.00,18.00,5.00,21.00,4.00,5,3781360,1,1098462,620013,4991741,311672,5923426,6989,364817,371806,11175054,10076592
146728,1,2,291100,262972,22,119081,0,280,93,410461,263087,673548,2152,63033,65185,1,852,168,1,5.00,2.00,1.00,2.00,0.00,0,278681,1,90122,75466,42732,0,118198,0,64635,64635,551636,461514
146755,1,2,200,2800,6,0,50,0,6000,200,8856,9056,101,190,291,1,150,175,1,1.00,1.00,0.00,0.00,0.00,0,50000,1,7500,0,241124,0,241124,0,0,0,298624,291124
146816,2,2,2500,1000,2,0,1,0,0,2500,1003,3503,140,760,900,2,,,1,1.00,0.00,1.00,0.00,0.00,,,-2,,,,,,,,,,
147004,1,2,39335,98294,114,3409,10218,633,58592,43377,167218,210595,725,594,1319,1,104,1,1,6.00,4.00,2.00,0.00,0.00,0,358205,1,89040,10424,102291,257,112972,0,433,433,560650,471610
147013,1,2,50078,2300,63,4706,3726,124,78275,54908,84364,139272,1287,85501,86788,1,76,888,1,16.00,3.00,1.00,0.00,12.00,0,194561,1,21500,14197,90014,0,104211,0,44947,44947,365219,343719
147031,1,2,26906,4301,29,9,3,21,6,26936,4339,31275,169,3420,3589,1,50,194,1,2.00,2.00,0.00,0.00,0.00,0,126779,2,0,9185,13958,0,23143,436,15211,15647,165569,165569
147129,1,2,5424,200,69,234,0,18,373110,5676,373379,379055,718,265,983,1,78,313,1,2.13,1.00,0.00,0.00,1.13,0,80797,2,0,13000,84220,0,97220,0,23388,23388,201405,201405
147244,1,2,100466,804555,52,5781,82033,779,160694,107026,1047334,1154360,2309,111789,114098,1,1207,2022,1,11.82,4.00,0.00,4.00,3.82,0,423497,2,0,25897,165467,13876,205240,0,30711,30711,659448,659448
147341,1,2,158291,193140,83,125732,147837,2510,120976,286533,462036,748569,1497,8631,10128,1,553,681,1,6.89,3.00,0.00,2.00,1.89,0,242099,1,53983,32994,220749,0,253743,0,75059,75059,624884,570901
147369,1,2,229783,1637310,114,21084,166429,1260,38755,252127,1842608,2094735,19614,60559,80173,1,1103,1056,1,14.50,3.50,1.00,3.00,7.00,1,534602,2,0,77553,33199,194203,304955,10960,18768,29728,869285,869285
147378,1,2,54321,71622,98,6661,34324,182,353793,61164,459837,521001,2039,20308,22347,1,135,247,1,25.00,13.00,0.00,10.50,1.50,0,1530937,1,321860,110639,194245,649,305533,0,119453,119453,2277783,1955923
147411,1,2,30841,107111,47,1217,5262,158,56805,32216,169225,201441,990,236467,237457,1,320,45,1,12.75,5.50,2.00,2.00,3.25,0,600961,1,47227,9748,181066,1064,191878,0,51249,51249,891315,844088
147536,1,2,75512,446292,78,1150,117908,1161,47482,77823,611760,689583,537,65333,65870,1,590,1717,1,11.50,7.00,4.50,0.00,0.00,3,707023,1,201307,46471,234904,2820,284195,265,33911,34176,1226701,1025394
147590,1,2,11267,551239,25,213,18739,47,442943,11527,1012946,1024473,7500,287322,294822,1,851,263,1,19.00,4.00,1.00,0.00,14.00,0,312719,2,0,16500,90226,625,107351,500,11059,11559,431629,431629
147660,1,2,103213,132925,98,3461,10410,3274,71330,109948,214763,324711,1217,84919,86136,1,1013,2441,1,13.40,5.90,0.00,3.00,4.50,0,388488,2,0,19146,459673,400,479219,0,15951,15951,883658,883658
147679,1,2,214521,28673,172,8838,34650,16189,62168,239548,125663,365211,11584,54894,66478,1,6800,4200,1,10.25,7.25,0.00,0.00,3.00,0,505976,1,76174,58462,328427,96687,483576,1766,96487,98253,1163979,1087805
147697,1,2,32595,11132,63,47,13348,45,12750,32687,37293,69980,337,11132,11469,1,401,184,1,1.00,1.00,0.00,0.00,0.00,0,82000,1,8640,10135,45297,3830,59262,0,1134,1134,151036,142396
147703,1,2,2694413,1910550,407,204079,34947,56629,1065031,2955121,3010935,5966056,12153,30389,42542,1,12985,9876,1,74.31,26.00,0.00,34.45,13.86,3,4274659,2,0,233465,2607848,43366,2884679,0,268813,268813,7428151,7428151
147767,1,2,2848930,2292553,1048,221953,244909,103377,196716,3174260,2735226,5909486,17614,5579458,5597072,1,6537,13692,1,198.00,69.00,36.00,82.00,11.00,2,11948123,1,3152813,3162103,10075696,0,13237799,246002,2550500,2796502,31135237,27982424
147776,1,2,431679,206224,245,19654,117321,10890,74390,462223,398180,860403,2781,191230,194011,1,2843,4893,1,32.00,12.00,0.00,17.00,3.00,2,1609362,2,0,48693,901395,97257,1047345,1484,71499,72983,2729690,2729690
147800,1,2,75394,171385,127,3257,22950,3046,151357,81697,345819,427516,384,1406,1790,1,457,504,1,17.38,8.40,3.00,5.98,0.00,1,1231556,1,157632,57917,208162,0,266079,1364,44285,45649,1700916,1543284
147828,1,2,123745,409718,0,1922,7074,846,85529,126513,502321,628834,6585,145623,152208,1,7330,3083,1,17.30,4.50,0.00,7.70,5.10,0,410485,1,155468,48161,361400,44211,453772,18930,204626,223556,1243281,1087813
147916,1,2,79772,296344,41,8926,103530,110,71314,88808,471229,560037,3640,37520,41160,1,825,125,1,7.70,3.50,3.00,0.50,0.70,0,550722,1,136121,57104,128414,13512,199030,0,73976,73976,959849,823728
