UNITID,LEXP100K,LCOLELYN,LPBOOKS,LEBOOKS,LEDATAB,LPMEDIA,LEMEDIA,LPSERIA,LESERIA,LPCLLCT,LECLLCT,LTCLLCT,LPCRCLT,LECRCLT,LTCRCLT,LILLDYN,LILLDPR,LILLDRC,LILSYN,LSTOTAL,LSLIBRN,LSOPROF,LSOPAID,LSSTAST,LBRANCH,LSALWAG,LFRNGBYN,LFRNGBN,LEXMSBB,LEXMSCS,LEXMSOT,LEXMSTL,LEXOMPS,LEXOMOT,LEXOMTL,LEXPTOT,LSWMSOM
100937,1,2,257006,549308,164,31061,193781,6207,107297,294274,850550,1144824,2395,20085,22480,1,745,1089,1,12.25,6.00,0.00,4.00,2.25,0,477190,1,74718,55253,241700,0,296953,0,95300,95300,944161,869443
101028,1,2,32236,28255,115,536,0,0,21515,32772,49885,82657,515,915,1430,1,37,8,1,3.00,1.00,2.00,0.00,0.00,0,133272,1,48437,4368,100,3284,7752,0,0,0,189461,141024
101116,2,2,10423,568346,100,1259,79084,0,121865,11682,769395,781077,16,18851,18867,1,0,1,1,1.00,1.00,0.00,0.00,0.00,,,-2,,,,,,,,,,
101143,2,2,7336,10345,5,608,0,13,0,7957,10350,18307,47,95,142,2,,,1,2.00,0.00,2.00,0.00,0.00,,,-2,,,,,,,,,,
101161,1,2,129091,270250,0,7916,0,119,0,137126,270250,407376,3422,1097,4519,1,1,6,1,21.00,4.00,5.00,6.00,6.00,8,698739,1,250519,54135,60088,43375,157598,0,25512,25512,1132368,881849
101189,1,2,107636,485887,135,2851,0,610,77498,111097,563520,674617,1494,4853,6347,1,1417,386,1,13.00,5.00,1.00,2.00,5.00,4,306767,2,0,0,131801,12934,144735,6000,22900,28900,480402,480402
101240,1,2,54677,62360,87,4412,93,28,6288,59117,68828,127945,1960,112812,114772,1,0,0,1,15.00,3.00,3.00,7.00,2.00,3,335740,1,93149,3495,18981,2928,25404,15113,46972,62085,516378,423229
101286,1,2,29386,801,8,2643,0,48,7,32077,816,32893,1034,11350,12384,1,0,7,1,10.39,3.17,0.00,2.95,4.27,1,226857,1,72422,30585,15664,3201,49450,0,298,298,349027,276605
101295,1,2,42235,193230,127,12732,71127,5,80786,54972,345270,400242,2644,127058,129702,1,2,1,1,9.00,2.00,2.00,1.00,4.00,1,253571,1,59616,39623,74913,0,114536,751,228,979,428702,369086
101301,1,2,23000,90,5,670,0,80,5000,23750,5095,28845,1400,42,1442,2,,,1,4.00,1.00,1.00,0.00,2.00,0,161078,1,40452,7371,6284,4785,18440,785,0,785,220755,180303
101365,2,1,,367251,115,,111440,,81109,,559915,559915,,330044,330044,1,0,1,1,0.00,0.00,0.00,0.00,0.00,,,-2,,,,,,,,,,
101435,1,2,76083,99511,142,5244,23,185,50518,81512,150194,231706,1152,99676,100828,1,282,239,1,7.46,4.00,1.00,1.12,1.34,0,317035,1,37741,23221,135745,7326,166292,824,75966,76790,597858,560117
101453,1,2,35947,27001,7285,0,0,1917,0,37864,34286,72150,935,310,1245,1,0,0,1,2.00,1.00,0.00,1.00,0.00,0,110449,1,20054,35947,9285,0,45232,0,21556,21556,197291,177237
101462,1,2,16752,23041,0,745,0,117,38,17614,23079,40693,988,6766,7754,2,,,1,3.00,2.00,0.00,0.00,1.00,0,145966,1,48341,5596,37511,0,43107,0,45290,45290,282704,234363
101471,2,2,1771,0,0,0,0,16,0,1787,0,1787,0,0,0,2,,,2,,,,,,,,-2,,,,,,,,,,
101480,1,2,637489,251762,456,9982,211857,65789,235711,713260,699786,1413046,6609,215446,222055,1,2061,207,1,42.00,14.00,14.00,0.00,14.00,0,1525714,2,0,478166,462439,0,940605,0,137679,137679,2603998,2603998
101505,1,2,45121,223887,59,0,53895,132,145402,45253,423243,468496,113,153257,153370,2,,,1,7.00,5.00,2.00,0.00,0.00,3,465471,1,161895,1028,181786,0,182814,0,235200,235200,1045380,883485
101514,1,2,48680,49148,9,301,0,0,0,48981,49157,98138,486,1509,1995,1,0,14,1,13.00,2.00,4.00,7.00,0.00,1,400793,1,130880,16268,14949,45208,76425,234,48972,49206,657304,526424
101569,1,2,36046,49009,83,581,0,24,10,36651,49102,85753,1673,401,2074,2,,,1,9.00,4.00,2.00,2.00,1.00,1,458927,1,166122,5537,25718,17230,48485,0,40390,40390,713924,547802
101587,1,2,209776,3000,225,2500,2500,45000,106467,257276,112192,369468,5860,5000,10860,1,127,270,1,12.00,5.00,3.00,0.00,4.00,0,452319,2,0,12000,203500,0,215500,2000,1700,3700,671519,671519
101602,1,2,37781,20744,68,1389,46907,1,0,39171,67719,106890,597,1,598,1,8,2,1,8.00,1.00,1.00,3.00,3.00,3,190865,1,60672,2797,19654,7421,29872,0,0,0,281409,220737
101648,1,2,26809,6559,7,455,0,1463,0,28727,6566,35293,818,1920,2738,1,0,0,1,5.00,3.00,2.00,0.00,0.00,0,113608,1,37844,970,6910,0,7880,0,4022,4022,163354,125510
101675,1,2,41613,150000,73,1459,0,11504,0,54576,150073,204649,0,0,0,1,0,0,1,4.00,2.00,2.00,0.00,0.00,0,128000,1,25000,0,2998,0,2998,19486,0,19486,175484,150484
101693,1,2,38754,178682,100,445,0,0,38275,39199,217057,256256,2122,7456,9578,1,11,17,1,8.00,2.00,0.00,1.00,5.00,0,123840,2,0,0,140234,0,140234,0,28779,28779,292853,292853
101709,1,2,191757,323463,120,4655,124084,1229,72530,197641,520197,717838,2732,54046,56778,1,1607,862,1,15.58,6.60,0.00,4.70,4.28,0,603587,1,179904,58173,263727,12865,334765,2922,103855,106777,1225033,1045129
101736,1,2,62270,38106,115,1622,0,0,0,63892,38221,102113,2095,740,2835,1,11,9,1,5.78,2.00,1.00,1.78,1.00,1,237958,1,70851,5508,13327,1756,20591,0,1565,1565,330965,260114
101879,1,2,217977,594742,196,9965,98818,2452,79168,230394,772924,1003318,6148,196212,202360,1,422,906,1,23.28,9.00,0.00,10.30,3.98,2,1009047,1,332578,45473,944490,14490,1004453,0,196839,196839,2542917,2210339
101897,1,2,46467,258633,75,822,78568,148,26144,47437,363420,410857,940,3652,4592,1,2,3,1,4.80,2.50,1.30,1.00,0.00,0,339864,1,109409,25909,52250,0,78159,0,58716,58716,586148,476739
101912,1,2,71813,555847,105,5982,144664,44,50930,77839,751546,829385,516,404941,405457,1,234,46,1,12.00,1.00,2.00,4.00,5.00,1,253382,1,160422,14890,201343,93817,310050,5947,24353,30300,754154,593732
101994,2,2,6534,5223,2,27,0,37,2500,6598,7725,14323,21,144,165,1,0,0,1,1.00,0.00,1.00,0.00,0.00,,,-2,,,,,,,,,,
102030,1,2,2058,180000,5,4923,11427,99,0,7080,191432,198512,200,1300,1500,2,,,1,8.00,1.00,4.00,0.00,3.00,4,186887,1,83127,0,50777,7700,58477,0,21218,21218,349709,266582
102049,1,2,283741,394790,321,14632,140455,6161,109523,304534,645089,949623,20173,81572,101745,1,3239,4048,1,46.64,20.00,4.00,18.50,4.14,2,2311419,1,797727,43300,746055,33560,822915,4143,303855,307998,4240059,3442332
102058,2,2,25339,61,6,0,132,0,0,25339,199,25538,565,593,1158,2,,,1,1.00,1.00,0.00,0.00,0.00,,,-2,,,,,,,,,,
102067,1,2,40950,36778,5,374,0,1,0,41325,36783,78108,726,1556,2282,1,0,0,1,8.00,4.00,3.00,0.00,1.00,1,394286,1,152310,32296,11957,0,44253,0,13803,13803,604652,452342
102076,1,2,6430,178967,63,0,43356,11,0,6441,222386,228827,4,238,242,1,0,0,1,2.00,2.00,0.00,0.00,0.00,0,154063,1,49796,0,29003,0,29003,0,10218,10218,243080,193284
102094,1,2,368013,574922,220,26662,64877,1908,55261,396583,695280,1091863,3832,36089,39921,1,5460,3104,1,62.00,20.00,4.00,35.00,3.00,2,2335780,1,846705,83387,4623949,246145,4953481,551,85460,86011,8221977,7375272
102234,1,2,149149,254914,105,13747,23475,2440,61378,165336,339872,505208,1584,31195,32779,1,157,98,1,6.00,4.00,1.50,0.00,0.50,1,277134,2,0,0,109247,0,109247,0,76206,76206,462587,462587
102270,1,2,119000,202890,114,6227,0,0,0,125227,203004,328231,123,16808,16931,1,0,13,1,5.00,2.00,2.00,0.00,1.00,0,158568,1,26125,8797,466,1042,10305,0,14903,14903,209901,183776
102298,1,2,71983,517278,209,410,24782,504,162,72897,542431,615328,174,200167,200341,1,0,3,1,9.00,2.00,1.00,2.00,4.00,1,130000,1,11568,9587,60000,6774,76361,1000,6518,7518,225447,213879
102313,1,2,9242,1039,26,241,0,0,66,9483,1131,10614,808,932,1740,2,,,1,10.00,2.00,1.00,4.00,3.00,1,345824,1,48484,62282,88573,26095,176950,0,0,0,571258,522774
102368,1,2,291193,502363,264,21335,317809,6757,321235,319285,1141671,1460956,3082,254593,257675,1,1792,1206,1,26.75,9.75,2.00,10.00,5.00,2,1107267,1,453572,78791,1252680,117713,1449184,121580,489329,610909,3620932,3167360
102377,1,2,381981,181,372,2376,891,1511,26,385868,1470,387338,89,3871,3960,1,57,26,1,60.00,9.00,20.00,0.00,31.00,5,791638,1,142111,93120,967000,87456,1147576,89700,79165,168865,2250190,2108079
102395,1,2,10650,19794,25,160,0,650,60935,11460,80754,92214,830,58,888,1,35,24,1,1.00,1.00,0.00,0.00,0.00,0,67018,1,14844,5279,45394,3840,54513,0,4056,4056,140431,125587
102429,1,2,62380,184,118,1556,0,60,0,63996,302,64298,1113,1560,2673,1,0,0,1,7.80,3.00,3.00,1.80,0.00,4,351497,1,126584,3216,1618,20243,25077,0,0,0,503158,376574
102553,1,2,949048,642596,150,512361,94936,17395,100089,1478804,837771,2316575,20163,249524,269687,1,10281,2010,1,63.20,24.55,6.50,22.65,9.50,4,3057049,1,1751566,130970,1256367,10177,1397514,7257,206645,213902,6420031,4668465
102580,2,2,30375,11,1,262,0,13,0,30650,12,30662,2361,3184,5545,2,,,1,0.80,0.50,0.00,0.00,0.30,,,-2,,,,,,,,,,
102614,1,2,512624,426799,179,142796,164717,19091,77800,674511,669495,1344006,6529,159681,166210,1,8689,1969,1,47.00,6.00,9.00,22.00,10.00,1,2454417,1,999991,58603,1878944,1,1937548,1,533145,533146,5925102,4925111
102632,1,2,153239,319472,129,6903,12072,3446,128375,163588,460048,623636,5641,35903,41544,1,3788,832,1,11.62,3.50,1.00,5.78,1.34,1,552381,1,337106,21207,79170,10127,110504,7346,63179,70525,1070516,733410
102845,1,1,,0,4,,0,,0,,4,4,,29536,29536,2,,,1,1.00,1.00,0.00,0.00,0.00,0,56298,1,6217,0,78648,0,78648,0,0,0,141163,134946
103501,2,2,1033,0,1,6,0,21,0,1060,1,1061,123,18759,18882,2,,,2,,,,,,,,-2,,,,,,,,,,
104090,2,1,,50489,390,,40000,,110,,90989,90989,,2014544,2014544,1,0,0,1,0.38,0.38,0.00,0.00,0.00,,,-2,,,,,,,,,,
104151,1,2,2432432,2033193,715,857643,239995,66133,156904,3356208,2430807,5787015,31079,5520723,5551802,1,15759,30812,1,182.00,60.00,1.00,121.00,0.00,7,12589957,1,3927889,909479,11408367,200631,12518477,111341,3386474,3497815,32534138,28606249
104160,1,2,49514,93962,58,4715,44729,423,19067,54652,157816,212468,849,63143,63992,1,0,13,1,10.93,5.53,0.00,4.87,0.53,0,441825,1,159185,82701,148424,1753,232878,3264,75616,78880,912768,753583
104179,1,2,2454980,2574282,908,275521,205401,26817,350520,2757318,3131111,5888429,19514,3577327,3596841,1,15458,12429,1,192.01,51.00,63.00,61.00,17.01,4,10939590,1,3236920,1522683,12922674,109790,14555147,0,3295116,3295116,32026773,28789853
104346,1,2,92815,243602,44,5227,47587,1,28,98043,291261,389304,1922,72852,74774,1,31,1,1,14.00,6.00,0.00,6.00,2.00,5,568855,1,200823,80000,71000,0,151000,0,0,0,920678,719855
104425,1,2,45951,235823,144,6367,123718,28,0,52346,359685,412031,1329,95932,97261,1,142,103,1,13.00,3.00,2.00,6.00,2.00,1,392992,1,122108,7828,99389,487,107704,0,28525,28525,651329,529221
104577,1,2,12178,239653,106,2803,80730,36,63825,15017,384314,399331,5498,41921,47419,2,,,1,9.00,1.00,0.00,5.00,3.00,3,220715,1,82641,22194,49264,0,71458,0,28155,28155,402969,320328
104586,1,2,24128,531277,101,2830,84554,135,105318,27093,721250,748343,7672,125940,133612,1,2813,702,1,18.10,8.00,6.00,0.00,4.10,0,630435,1,171121,37897,236147,57,274101,0,49013,49013,1124670,953549
104665,2,2,10000,0,2,25,0,25,0,10050,2,10052,225,136,361,2,,,1,0.50,0.25,0.00,0.00,0.25,,,-2,,,,,,,,,,
104708,1,2,95041,478121,99,26257,11070,41,56076,121339,545366,666705,9592,50578,60170,1,91,76,1,27.00,10.00,8.00,8.00,1.00,1,1054798,2,0,157401,230590,0,387991,0,0,0,1442789,1442789
104717,1,2,39905,277585,238,1495,25190,7,114645,41407,417658,459065,572,11634413,11634985,1,82,5778,1,44.50,22.50,7.00,0.00,15.00,0,1369664,2,0,66379,1310564,20558,1397501,0,322955,322955,3090120,3090120
105145,1,2,33573,540570,344,2940,136414,46,153676,36559,831004,867563,2620,96603,99223,1,126,19,1,7.41,3.91,3.00,0.50,0.00,0,436975,2,0,29568,159386,1036,189990,0,0,0,626965,626965
105154,1,2,80994,415268,179,1579,44758,978,27,83551,460232,543783,15724,251042,266766,1,158,9,1,40.00,7.00,9.00,24.00,0.00,1,1393874,1,385035,39023,309855,3684,352562,0,20000,20000,2151471,1766436
105206,1,2,18628,210000,85,1460,44050,1382,6,21470,254141,275611,1948,77907,79855,1,179,197,1,9.40,3.00,0.00,5.00,1.40,4,290258,2,0,27985,86069,5975,120029,0,3332,3332,413619,413619
105215,1,2,165,0,20,0,1260,14,0,179,1280,1459,170,16,186,2,,,1,1.00,0.00,1.00,0.00,0.00,0,113664,2,0,0,650,350,1000,0,0,0,114664,114664
105297,1,2,133687,9852,51,5106,5800,115,0,138908,15703,154611,31697,1606,33303,1,0,14,1,8.00,4.00,1.00,3.00,0.00,2,307222,1,117240,53261,126555,0,179816,0,32820,32820,637098,519858
105330,1,2,574260,287482,134,49953,338584,4839,78046,629052,704246,1333298,17170,882878,900048,1,11306,8809,1,48.00,25.00,0.00,21.00,2.00,0,3035008,2,0,15954,1411018,126231,1553203,2785,148540,151325,4739536,4739536
105349,1,2,47738,5637,91,5245,0,120,54,53103,5782,58885,924,100714,101638,1,83,9,1,11.00,4.00,3.00,4.00,0.00,8,355126,1,126083,4533,62879,2378,69790,0,0,0,550999,424916
105428,1,2,55646,243755,90,5816,125003,0,53436,61462,422284,483746,13110,210989,224099,1,913,437,1,14.72,5.22,0.00,8.50,1.00,0,821740,2,0,53151,184175,1036,238362,0,14266,14266,1074368,1074368
105525,1,2,234909,62628,104,27691,60168,304,68,262904,122968,385872,6664,550484,557148,1,17,9,1,24.50,6.00,0.00,18.50,0.00,5,1854016,1,661484,240067,349672,11495,601234,0,172593,172593,3289327,2627843
105534,2,1,,212076,9,,0,,0,,212085,212085,,212946,212946,2,,,2,,,,,,,,-2,,,,,,,,,,
105589,1,2,794,33131,123863,1000,3000,500,9500,2294,169494,171788,2154,53680,55834,1,1743,277,1,3.00,0.50,1.00,0.00,1.50,2,102807,1,26554,794,170994,0,171788,134,23206,23340,324489,297935
105659,2,2,55,0,1,4,0,21,0,80,1,81,4,2500,2504,2,,,2,,,,,,,,-2,,,,,,,,,,
105668,1,2,14428,291941,115,2908,45417,28,46252,17364,383725,401089,30,273599,273629,1,5,3,1,6.00,2.00,1.00,3.00,0.00,0,622156,2,0,4535,170087,13775,188397,0,0,0,810553,810553
105747,1,2,34628,451704,168,1895,199401,68,43474,36591,694747,731338,241,120473,120714,1,0,0,1,9.50,4.00,1.00,4.50,0.00,0,546711,2,0,14103,217508,1036,232647,0,4610,4610,783968,783968
105792,1,2,34747,284316,90,2937,76999,1893,37563,39577,398968,438545,0,93002,93002,1,0,0,1,13.93,4.00,8.43,0.00,1.50,0,833727,1,249578,41441,136782,0,178223,0,22409,22409,1283937,1034359
105899,1,2,23906,20887,55,11253,20,477,0,35636,20962,56598,624,17194,17818,1,70,46,1,4.16,1.00,0.00,1.65,1.51,0,106544,1,24022,9083,67604,1394,78081,512,4293,4805,213452,189430
106041,1,2,165,0,20,0,1260,14,0,179,1280,1459,170,16,186,2,,,1,1.00,0.00,1.00,0.00,0.00,0,113664,2,0,0,650,350,1000,0,0,0,114664,114664
106148,1,2,84032,270264,38,18390,12755,102,10985,102524,294042,396566,6343,57393,63736,1,27746,4165,1,15.29,4.50,6.00,3.79,1.00,1,668093,1,208208,104062,118142,0,222204,0,44207,44207,1142712,934504
106245,1,2,339429,376951,270,33921,77285,2106,84899,375456,539405,914861,6064,227670,233734,1,1064,1056,1,25.50,7.00,5.00,7.00,6.50,1,923553,1,201598,25006,1007981,37016,1070003,0,454721,454721,2649875,2448277
106263,1,2,45963,1640,118,88,2494,131,17616,46182,21868,68050,218,455219,455437,1,963,4353,1,24.29,8.94,5.05,10.30,0.00,0,1263535,1,343264,9343,2120821,12516,2142680,0,322420,322420,4071899,3728635
106306,2,2,24160,0,4,5,0,46,55,24211,59,24270,5,35797,35802,1,7,5,1,1.00,1.00,0.00,0.00,0.00,,,-2,,,,,,,,,,
106342,1,2,76496,287206,150,1457,76800,354,65993,78307,430149,508456,832,98551,99383,1,1098,278,1,3.26,3.00,0.00,0.00,0.26,0,162359,2,0,12262,191518,10600,214380,0,48675,48675,425414,425414
106397,1,2,1053333,1278457,393,227397,176527,60506,171916,1341236,1627293,2968529,42151,1077443,1119594,1,22385,21897,1,131.00,40.00,75.00,7.00,9.00,4,7104445,1,1750097,658464,6384484,559290,7602238,26639,527502,554141,17010921,15260824
106412,1,2,55682,130942,111,1029,293,0,63845,56711,195191,251902,473,26916,27389,1,80,142,1,16.00,5.00,1.00,10.00,0.00,5,665755,1,206380,1698,129009,37627,168334,1540,10000,11540,1052009,845629
106449,1,2,80702,119294,140,5992,279,273,0,86967,119713,206680,1229,3776,5005,1,338,14,1,8.00,2.00,1.00,5.00,0.00,1,289151,1,113408,33400,48042,521,81963,0,37793,37793,522315,408907
106458,1,2,579619,702217,343,22720,285408,2655,96139,604994,1084107,1689101,7398,1037320,1044718,1,5182,1826,1,39.40,13.00,18.00,0.00,8.40,0,1163287,1,377397,150235,1382291,0,1532526,10159,288136,298295,3371505,2994108
106467,1,2,164422,601371,387,33918,90076,6981,70068,205321,761902,967223,3593,213879,217472,1,761,381,1,28.18,8.00,9.00,2.10,9.08,1,824369,1,278493,119884,483774,4410,608068,0,221776,221776,1932706,1654213
106485,1,2,105343,4790,109,1786,1786,109,2265,107238,8950,116188,2353,207,2560,1,168,83,1,10.25,4.00,0.00,5.00,1.25,0,355181,1,129219,13556,159432,0,172988,1005,55449,56454,713842,584623
106546,1,2,101,104,9,158,0,55,333,314,446,760,3,4347,4350,1,370,78,1,1.00,1.00,0.00,0.00,0.00,0,44102,1,9348,0,381638,0,381638,0,0,0,435088,425740
106625,1,2,21333,61,69,577,0,13,0,21923,130,22053,687,15550,16237,1,0,0,1,3.00,1.00,1.00,0.00,1.00,0,77324,1,28796,477,15552,0,16029,0,1381,1381,123530,94734
106704,1,2,285584,314813,140,16219,50,2668,90970,304471,405973,710444,10613,405387,416000,1,3449,2802,1,34.80,8.00,0.00,25.00,1.80,0,1249832,1,455791,47895,1152149,22907,1222951,3058,177866,180924,3109498,2653707
106713,1,2,45149,326143,113,778,305,12,2,45939,326563,372502,10268,3386,13654,1,111,8,1,12.00,2.00,0.00,0.00,10.00,0,75000,2,0,0,45000,1109,46109,0,0,0,121109,121109
106795,1,2,8449,3600,255,182,0,6,0,8637,3855,12492,742,5,747,1,0,0,1,9.00,0.00,3.00,5.00,1.00,2,90641,1,23065,3000,20000,4000,27000,0,3500,3500,144206,121141
106810,2,2,11966,531916,85,250,50,15,0,12231,532051,544282,30,757,787,1,0,0,1,4.00,1.00,0.00,0.00,3.00,,,-2,,,,,,,,,,
106883,1,2,22015,0,5,8945,0,0,0,30960,5,30965,3000,200,3200,1,15,18,1,4.00,1.00,0.00,1.00,2.00,0,121000,1,42600,9000,18732,42732,70464,0,0,0,234064,191464
106980,1,2,23364,62463,76,1882,0,23,0,25269,62539,87808,3000,7000,10000,1,0,35,1,4.00,2.00,1.00,0.00,1.00,0,181954,1,47980,35000,15000,0,50000,0,15000,15000,294934,246954
106999,1,2,12540,663,122,407,137,39,0,12986,922,13908,225,700,925,1,0,0,1,2.00,1.00,1.00,0.00,0.00,0,96524,1,32360,4000,15000,0,19000,0,32025,32025,179909,147549
107044,1,2,166994,344725,192,243568,488267,846,81461,411408,914645,1326053,7437,195534,202971,1,1308,2376,1,17.00,8.00,0.00,5.00,4.00,0,613356,1,202298,53137,481949,4340,539426,32058,91794,123852,1478932,1276634
107071,1,2,227815,684340,178,31753,2465930,772,100,260340,3150548,3410888,4086,1780,5866,1,146,41,1,25.00,5.00,9.00,0.00,11.00,0,544611,1,141599,774,400000,58226,459000,123,58337,58460,1203670,1062071
107080,1,2,198651,40428,49,4765,78562,75,122405,203491,241444,444935,1480,6375,7855,1,554,405,1,7.61,2.00,0.00,4.46,1.15,0,297996,2,0,24000,249712,0,273712,1500,67400,68900,640608,640608
107123,2,1,,5656,60,,25,,10000,,15741,15741,,115,115,1,215,0,1,1.00,1.00,0.00,0.00,0.00,,,-2,,,,,,,,,,
107141,1,2,104404,1026567,148,7317,78520,1019,94992,112740,1200227,1312967,3771,79928,83699,1,510,1241,1,10.69,4.00,1.00,1.75,3.94,1,349891,1,81310,24261,126457,19098,169816,966,32041,33007,634024,552714
107318,1,2,21054,0,68,2686,2671,0,0,23740,2739,26479,569,2965,3534,1,0,1,1,3.00,1.00,0.00,1.50,0.50,0,77836,1,27701,21874,4323,0,26197,182,18923,19105,150839,123138
107327,1,2,23508,0,5,204,0,18,20,23730,25,23755,258,20,278,1,66,28,1,3.00,1.00,1.00,1.00,0.00,0,85394,1,25211,5508,40853,0,46361,0,3645,3645,160611,135400
107460,1,2,7357,321985,16,2245,2390,1,1,9603,324392,333995,4025,8000,12025,1,23,10,1,18.00,1.00,1.00,12.00,4.00,0,153714,1,44802,100,45276,3086,48462,0,21737,21737,268715,223913
107512,1,2,176471,115671,155,8506,54710,1468,60738,186445,231274,417719,8864,91536,100400,1,1114,161,1,15.15,6.50,0.00,3.25,5.40,1,480025,2,0,10403,255713,19,266135,42924,69502,112426,858586,858586
107521,1,2,13640,3701,53,1414,0,609,0,15663,3754,19417,2576,169087,171663,1,129,19,1,4.00,1.00,1.00,0.00,2.00,0,92067,1,31572,6073,18078,0,24151,0,28830,28830,176620,145048
107549,2,2,14823,0,0,1893,100,47,0,16763,100,16863,139,37914,38053,1,16,8,1,2.00,1.00,0.00,0.00,1.00,,,-2,,,,,,,,,,
107558,1,2,159746,438000,137,3617,165000,596,61000,163959,664137,828096,1481,2240,3721,1,35,16,1,3.15,2.00,0.00,0.00,1.15,0,141966,1,21470,2841,7796,222040,232677,3153,4069,7222,403335,381865
107585,1,2,19027,0,39,975,77840,201,42068,20203,119947,140150,1127,18564,19691,1,0,0,1,6.00,1.00,2.00,2.00,1.00,0,132129,1,32723,20354,14863,0,35217,0,69831,69831,269900,237177
107600,1,2,61150,24800,55,4916,0,103,267,66169,25122,91291,200,4100,4300,1,28,7,1,5.00,2.00,1.00,2.00,0.00,0,176950,1,32389,24000,25000,2000,51000,1000,1200,2200,262539,230150
107619,1,2,27660,180238,41,4082,0,2198,0,33940,180279,214219,200,2000,2200,1,8,8,1,13.00,1.00,6.00,0.00,6.00,2,133994,1,35613,1966,81092,77733,160791,0,2418,2418,332816,297203
107637,1,2,5709,65615,65,101,0,146,5,5956,65685,71641,42,290,332,1,10,4,1,3.50,1.00,0.00,2.50,0.00,1,107468,1,36190,0,36451,808,37259,0,7457,7457,188374,152184
107664,1,2,35597,114196,84,3394,0,65,0,39056,114280,153336,755,84907,85662,1,4,14,1,9.00,5.00,0.00,4.00,0.00,1,340969,1,108417,87000,105000,0,192000,0,110500,110500,751886,643469
107725,1,2,4193,176352,174,1311,0,21,0,5525,176526,182051,92,8386,8478,1,2,7,1,3.00,1.00,2.00,0.00,0.00,0,113062,1,36533,0,41629,0,41629,0,3784,3784,195008,158475
107743,1,2,13595,11134,29,682,40,0,0,14277,11203,25480,1046,6179,7225,1,1,12,1,2.50,1.00,0.00,0.50,1.00,0,70381,1,22370,3402,13702,0,17104,0,5465,5465,115320,92950
107840,1,2,7899,916000,36,1,0,25,0,7925,916036,923961,100,10,110,1,2,2,1,4.00,1.00,1.00,1.00,1.00,1,85000,1,25050,0,0,25759,25759,0,0,0,135809,110759
107877,1,2,55316,236,100,234,0,8,10,55558,346,55904,2776,2912,5688,1,4,6,1,20.00,1.00,0.00,1.00,18.00,1,70000,2,0,10500,33500,0,44000,125,11945,12070,126070,126070
