UNITID,BAREVCT,BAEXCLU,BAAC150,BANC100,BAGR100,BANC150,BAGR150,BAAEXCL,BAAC200,BANC200A,BASTEND,BANC200,BAGR200,L4REVCT,L4EXCLU,L4AC150,L4NC100,L4GR100,L4NC150,L4GR150,L4AEXCL,L4AC200,L4NC200A,L4STEND,L4NC200,L4GR200
123217,,,,,,,,,,,,,,1673,0,1673,269,16,562,34,0,1673,108,55,670,40
123280,3,0,3,0,0,2,67,0,3,0,0,2,67,,,,,,,,,,,,,
123341,,,,,,,,,,,,,,1930,0,1930,319,17,698,36,0,1930,135,168,833,43
123350,,,,,,,,,,,,,,65,0,65,45,69,55,85,0,65,0,0,55,85
123457,126,0,126,53,42,63,50,0,126,1,0,64,51,,,,,,,,,,,,,
123484,,,,,,,,,,,,,,199,0,199,30,15,50,25,0,199,6,5,56,28
123493,,,,,,,,,,,,,,203,0,203,106,52,106,52,0,203,0,0,106,52
123527,,,,,,,,,,,,,,984,0,984,81,8,197,20,0,984,56,50,253,26
123554,574,0,574,362,63,421,73,0,574,21,0,442,77,,,,,,,,,,,,,
123572,1794,0,1794,629,35,1078,60,0,1794,33,5,1111,62,,,,,,,,,,,,,
123642,,,,,,,,,,,,,,12,0,12,1,8,1,8,0,12,0,4,1,8
123651,313,0,313,180,58,196,63,0,313,3,0,199,64,,,,,,,,,,,,,
123679,,,,,,,,,,,,,,303,0,303,141,47,233,77,0,303,0,0,233,77
123800,,,,,,,,,,,,,,1890,0,1890,187,10,603,32,0,1890,151,179,754,40
123952,34,0,34,0,0,26,76,1,33,3,0,29,88,,,,,,,,,,,,,
123961,3093,6,3087,2426,79,2827,92,0,3087,3,7,2830,92,,,,,,,,,,,,,
124113,,,,,,,,,,,,,,368,0,368,60,16,103,28,0,368,21,18,124,34
124292,89,0,89,71,80,75,84,0,89,0,0,75,84,,,,,,,,,,,,,
124487,5,0,5,1,20,1,20,0,5,0,0,1,20,,,,,,,,,,,,,
124681,,,,,,,,,,,,,,715,0,715,106,15,465,65,0,715,2,0,467,65
124706,,,,,,,,,,,,,,554,0,554,159,29,362,65,0,554,0,0,362,65
124937,,,,,,,,,,,,,,394,0,394,140,36,282,72,0,394,0,0,282,72
125028,,,,,,,,,,,,,,1137,0,1137,268,24,474,42,0,1137,68,108,542,48
125082,,,,,,,,,,,,,,29,0,29,0,0,13,45,0,29,1,0,14,48
125091,,,,,,,,,,,,,,898,0,898,71,8,208,23,0,898,61,104,269,30
125170,,,,,,,,,,,,,,346,0,346,59,17,132,38,0,346,19,19,151,44
125310,,,,,,,,,,,,,,18,1,17,2,12,13,76,0,17,0,0,13,76
125462,,,,,,,,,,,,,,244,0,244,46,19,75,31,0,244,14,13,89,36
125499,,,,,,,,,,,,,,769,0,769,150,20,318,41,0,769,53,72,371,48
125532,,,,,,,,,,,,,,335,0,335,118,35,168,50,0,335,19,6,187,56
125727,375,0,375,265,71,270,72,0,375,1,0,271,72,,,,,,,,,,,,,
125763,388,0,388,230,59,246,63,0,388,0,0,246,63,,,,,,,,,,,,,
125897,139,0,139,60,43,87,63,0,139,3,0,90,65,,,,,,,,,,,,,
126076,54,0,54,6,11,8,15,0,54,0,0,8,15,,,,,,,,,,,,,
126119,,,,,,,,,,,,,,677,0,677,57,8,130,19,0,677,29,12,159,23
126182,380,4,376,54,14,115,31,0,376,3,1,118,31,,,,,,,,,,,,,
126207,,,,,,,,,,,,,,513,0,513,118,23,203,40,1,512,109,18,312,61
126359,,,,,,,,,,,,,,53,0,53,11,21,16,30,0,53,2,0,18,34
126562,1245,3,1242,267,21,552,44,0,1242,38,13,590,48,,,,,,,,,,,,,
126580,1661,2,1659,407,25,746,45,0,1659,36,17,782,47,,,,,,,,,,,,,
126605,,,,,,,,,,,,,,159,0,159,96,60,129,81,0,159,0,0,129,81
126614,5813,19,5794,2889,50,4199,72,0,5794,102,34,4301,74,,,,,,,,,,,,,
126669,379,0,379,203,54,227,60,0,379,7,5,234,62,,,,,,,,,,,,,
126678,549,0,549,452,82,483,88,0,549,3,0,486,89,,,,,,,,,,,,,
126711,46,0,46,1,2,5,11,0,46,0,0,5,11,,,,,,,,,,,,,
126748,,,,,,,,,,,,,,165,1,164,42,26,55,34,0,164,6,1,61,37
126775,998,0,998,652,65,840,84,0,998,3,0,843,84,,,,,,,,,,,,,
126784,,,,,,,,,,,,,,76,0,76,54,71,54,71,0,76,0,0,54,71
126818,4246,7,4239,1999,47,2976,70,1,4238,51,30,3027,71,,,,,,,,,,,,,
126827,615,0,615,104,17,125,20,0,615,4,6,129,21,,,,,,,,,,,,,
126863,,,,,,,,,,,,,,337,0,337,70,21,105,31,0,337,17,21,122,36
126915,,,,,,,,,,,,,,49,0,49,47,96,47,96,0,49,0,0,47,96
126951,,,,,,,,,,,,,,968,0,968,487,50,608,63,0,968,16,0,624,64
127060,1415,1,1414,952,67,1067,75,0,1414,16,2,1083,77,,,,,,,,,,,,,
127158,,,,,,,,,,,,,,695,0,695,556,80,582,84,0,695,1,61,583,84
127185,771,1,770,226,29,325,42,0,770,12,4,337,44,,,,,,,,,,,,,
127316,,,,,,,,,,,,,,43,0,43,22,51,33,77,0,43,0,0,33,77
127389,,,,,,,,,,,,,,131,0,131,46,35,47,36,0,131,2,2,49,37
127556,1059,3,1056,268,25,462,44,2,1054,24,16,486,46,,,,,,,,,,,,,
127565,1639,0,1639,173,11,525,32,0,1639,79,0,604,37,,,,,,,,,,,,,
127653,60,0,60,10,17,19,32,0,60,0,0,19,32,,,,,,,,,,,,,
127714,1,0,1,0,0,1,100,0,1,0,0,1,100,,,,,,,,,,,,,
127732,,,,,,,,,,,,,,374,0,374,170,45,196,52,0,374,4,4,200,53
127741,1922,5,1917,630,33,992,52,0,1917,26,9,1018,53,,,,,,,,,,,,,
127778,,,,,,,,,,,,,,234,0,234,74,32,89,38,0,234,4,0,93,40
127918,472,1,471,264,56,316,67,0,471,7,5,323,69,,,,,,,,,,,,,
127945,17,0,17,3,18,7,41,0,17,0,0,7,41,,,,,,,,,,,,,
128106,877,0,877,171,19,324,37,0,877,15,5,339,39,,,,,,,,,,,,,
128151,,,,,,,,,,,,,,258,0,258,166,64,166,64,0,258,0,0,166,64
128179,,,,,,,,,,,,,,194,0,194,121,62,121,62,0,194,2,0,123,63
128188,,,,,,,,,,,,,,306,0,306,175,57,208,68,0,306,3,3,211,69
128328,1138,10,1128,963,85,985,87,0,1128,0,0,985,87,,,,,,,,,,,,,
128337,,,,,,,,,,,,,,46,0,46,0,0,32,70,0,46,0,0,32,70
128391,448,2,446,125,28,225,50,0,446,3,0,228,51,,,,,,,,,,,,,
128498,140,0,140,51,36,65,46,0,140,2,0,67,48,,,,,,,,,,,,,
128577,,,,,,,,,,,,,,207,0,207,53,26,70,34,0,207,6,6,76,37
128586,1,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
128744,533,0,533,156,29,211,40,0,533,6,0,217,41,,,,,,,,,,,,,
128771,1353,3,1350,370,27,703,52,0,1350,52,16,755,56,,,,,,,,,,,,,
128896,,,,,,,,,,,,,,36,0,36,20,56,24,67,0,36,0,0,24,67
128902,498,0,498,388,78,408,82,0,498,1,0,409,82,,,,,,,,,,,,,
129002,,,,,,,,,,,,,,48,0,48,28,58,31,65,0,48,0,0,31,65
129020,3546,5,3541,2569,73,2945,83,0,3541,33,6,2978,84,,,,,,,,,,,,,
129154,63,0,63,16,25,20,32,0,63,4,1,24,38,,,,,,,,,,,,,
129181,,,,,,,,,,,,,,731,0,731,358,49,452,62,0,731,16,0,468,64
129215,871,18,853,382,45,477,56,0,853,12,3,489,57,,,,,,,,,,,,,
129242,1055,0,1055,843,80,869,82,0,1055,1,0,870,82,,,,,,,,,,,,,
129349,,,,,,,,,,,,,,72,0,72,5,7,58,81,0,72,0,0,58,81
129367,,,,,,,,,,,,,,208,0,208,2,1,15,7,0,208,1,32,16,8
129482,,,,,,,,,,,,,,227,0,227,53,23,119,52,0,227,0,0,119,52
129525,977,0,977,447,46,556,57,0,977,5,0,561,57,,,,,,,,,,,,,
129543,,,,,,,,,,,,,,511,0,511,20,4,60,12,0,511,31,59,91,18
129695,,,,,,,,,,,,,,580,0,580,32,6,82,14,0,580,29,59,111,19
129729,,,,,,,,,,,,,,795,0,795,44,6,93,12,0,795,31,148,124,16
129756,,,,,,,,,,,,,,264,0,264,26,10,51,19,0,264,10,17,61,23
129774,133,0,133,70,53,79,59,0,133,0,0,79,59,,,,,,,,,,,,,
129808,,,,,,,,,,,,,,435,0,435,25,6,57,13,0,435,12,60,69,16
129923,,,,,,,,,,,,,,425,0,425,157,37,252,59,0,425,20,0,272,64
129932,,,,,,,,,,,,,,743,0,743,332,45,579,78,0,743,0,0,579,78
129941,1214,2,1212,671,55,773,64,0,1212,13,0,786,65,,,,,,,,,,,,,
130004,,,,,,,,,,,,,,441,0,441,19,4,61,14,0,441,35,73,96,22
130040,,,,,,,,,,,,,,161,0,161,10,6,22,14,0,161,10,12,32,20
130110,11,0,11,6,55,6,55,0,11,0,0,6,55,,,,,,,,,,,,,
130174,,,,,,,,,,,,,,275,0,275,170,62,189,69,0,275,3,0,192,70
130183,168,0,168,31,18,45,27,0,168,1,2,46,27,,,,,,,,,,,,,
130217,,,,,,,,,,,,,,192,0,192,21,11,51,27,0,192,9,9,60,31
130226,1651,0,1651,1203,73,1258,76,0,1651,4,2,1262,76,,,,,,,,,,,,,
130253,1385,0,1385,922,67,1005,73,0,1385,3,3,1008,73,,,,,,,,,,,,,
130314,149,0,149,71,48,84,56,0,149,1,0,85,57,,,,,,,,,,,,,
130396,,,,,,,,,,,,,,576,0,576,13,2,66,11,0,576,28,58,94,16
130493,1275,0,1275,385,30,651,51,0,1275,25,12,676,53,,,,,,,,,,,,,
130509,,,,,,,,,,,,,,71,0,71,55,77,55,77,0,71,0,0,55,77
130590,611,0,611,479,78,502,82,0,611,3,1,505,83,,,,,,,,,,,,,
130606,,,,,,,,,,,,,,501,0,501,28,6,76,15,0,501,35,38,111,22
130624,248,0,248,210,85,214,86,0,248,0,0,214,86,,,,,,,,,,,,,
130697,750,0,750,649,87,682,91,0,750,4,0,686,91,,,,,,,,,,,,,
130776,765,0,765,218,28,389,51,0,765,18,11,407,53,,,,,,,,,,,,,
130794,1360,2,1358,1140,84,1309,96,0,1358,14,0,1323,97,,,,,,,,,,,,,
130873,,,,,,,,,,,,,,342,0,342,198,58,260,76,0,342,0,0,260,76
130934,878,0,878,299,34,422,48,0,878,12,4,434,49,,,,,,,,,,,,,
130943,4165,0,4165,3039,73,3502,84,0,4165,35,10,3537,85,,,,,,,,,,,,,
130989,155,1,154,63,41,78,51,0,154,1,0,79,51,,,,,,,,,,,,,
131061,,,,,,,,,,,,,,48,0,48,11,23,19,40,0,48,0,0,19,40
131113,265,0,265,34,13,60,23,0,265,9,7,69,26,,,,,,,,,,,,,
131159,1781,0,1781,1320,74,1409,79,0,1781,6,0,1415,79,,,,,,,,,,,,,
131283,830,0,830,563,68,616,74,0,830,11,0,627,76,,,,,,,,,,,,,
131399,92,0,92,19,21,39,42,0,92,4,1,43,47,,,,,,,,,,,,,
131450,181,0,181,34,19,79,44,0,181,6,4,85,47,,,,,,,,,,,,,
131469,2410,3,2407,1899,79,2051,85,0,2407,12,4,2063,86,,,,,,,,,,,,,
131496,1575,0,1575,1423,90,1484,94,0,1575,6,5,1490,95,,,,,,,,,,,,,
131520,1467,0,1467,769,52,939,64,0,1467,10,7,949,65,,,,,,,,,,,,,
131803,3,0,3,0,0,1,33,0,3,0,0,1,33,,,,,,,,,,,,,
131830,,,,,,,,,,,,,,4,0,4,3,75,3,75,0,4,0,0,3,75
131876,284,0,284,63,22,132,46,0,284,6,1,138,49,,,,,,,,,,,,,
132374,,,,,,,,,,,,,,775,2,773,393,51,477,62,0,773,1,2,478,62
132408,34,0,34,3,9,17,50,0,34,1,0,18,53,,,,,,,,,,,,,
132471,459,0,459,84,18,166,36,0,459,4,1,170,37,,,,,,,,,,,,,
132602,992,0,992,136,14,328,33,0,992,7,6,335,34,,,,,,,,,,,,,
132657,534,2,532,288,54,312,59,0,532,4,0,316,59,,,,,,,,,,,,,
132675,,,,,,,,,,,,,,30,0,30,17,57,17,57,0,30,0,0,17,57
132842,6,0,6,1,17,3,50,0,6,0,0,3,50,,,,,,,,,,,,,
132879,42,0,42,13,31,17,40,0,42,0,0,17,40,,,,,,,,,,,,,
132903,6209,8,6201,2832,46,4589,74,0,6201,186,31,4775,77,,,,,,,,,,,,,
132976,,,,,,,,,,,,,,228,2,226,7,3,200,88,0,226,0,0,200,88
133155,,,,,,,,,,,,,,381,0,381,213,56,344,90,0,381,1,0,345,91
133465,16,0,16,1,6,1,6,0,16,0,0,1,6,,,,,,,,,,,,,
133492,510,0,510,300,59,329,65,0,510,7,0,336,66,,,,,,,,,,,,,
133526,197,0,197,32,16,55,28,0,197,1,0,56,28,,,,,,,,,,,,,
133553,1195,0,1195,412,34,727,61,0,1195,26,1,753,63,,,,,,,,,,,,,
133650,1331,2,1329,296,22,734,55,0,1329,47,13,781,59,,,,,,,,,,,,,
133669,2927,21,2906,985,34,1625,56,1,2905,65,15,1690,58,,,,,,,,,,,,,
133711,673,0,673,318,47,388,58,0,673,3,3,391,58,,,,,,,,,,,,,
133809,212,0,212,41,19,60,28,0,212,0,0,60,28,,,,,,,,,,,,,
133845,,,,,,,,,,,,,,366,0,366,127,35,216,59,0,366,0,0,216,59
133854,,,,,,,,,,,,,,252,0,252,47,19,160,63,0,252,4,0,164,65
133863,,,,,,,,,,,,,,347,0,347,153,44,251,72,0,347,0,0,251,72
133872,59,0,59,9,15,21,36,0,59,3,0,24,41,,,,,,,,,,,,,
133881,768,2,766,328,43,462,60,0,766,7,0,469,61,,,,,,,,,,,,,
133951,3782,24,3758,1444,38,2513,67,0,3758,139,71,2652,71,,,,,,,,,,,,,
133979,421,5,416,90,22,145,35,0,416,0,0,145,35,,,,,,,,,,,,,
133997,,,,,,,,,,,,,,239,0,239,42,18,146,61,0,239,1,0,147,62
134024,,,,,,,,,,,,,,15,0,15,13,87,13,87,0,15,0,0,13,87
134079,575,0,575,354,62,393,68,0,575,0,0,393,68,,,,,,,,,,,,,
134097,6071,4,6067,4344,72,5106,84,0,6067,41,13,5147,85,,,,,,,,,,,,,
134130,6373,6,6367,4285,67,5657,89,0,6367,57,21,5714,90,,,,,,,,,,,,,
134228,,,,,,,,,,,,,,31,0,31,27,87,27,87,0,31,0,0,27,87
134237,5089,25,5064,2340,46,2349,46,0,5064,0,0,2349,46,,,,,,,,,,,,,
134291,,,,,,,,,,,,,,599,0,599,389,65,389,65,0,599,0,0,389,65
134307,,,,,,,,,,,,,,230,2,228,50,22,65,29,3,225,1,0,66,29
134510,16,0,16,4,25,8,50,0,16,0,0,8,50,,,,,,,,,,,,,
134529,,,,,,,,,,,,,,94,0,94,41,44,67,71,0,94,0,0,67,71
134574,,,,,,,,,,,,,,26,0,26,16,62,18,69,0,26,0,0,18,69
134714,,,,,,,,,,,,,,68,1,67,18,27,38,57,0,67,0,0,38,57
134811,194,0,194,41,21,41,21,0,194,1,0,42,22,,,,,,,,,,,,,
134945,393,0,393,161,41,202,51,0,393,5,1,207,53,,,,,,,,,,,,,
135081,427,0,427,279,65,297,70,0,427,3,0,300,70,,,,,,,,,,,,,
135142,,,,,,,,,,,,,,68,2,66,2,3,62,94,0,66,0,0,62,94
135179,,,,,,,,,,,,,,512,0,512,281,55,404,79,0,512,1,1,405,79
135267,,,,,,,,,,,,,,514,0,514,182,35,182,35,0,514,0,0,182,35
135276,,,,,,,,,,,,,,726,2,724,293,40,345,48,1,723,1,0,346,48
135294,,,,,,,,,,,,,,138,0,138,42,30,42,30,0,138,18,0,60,43
135337,,,,,,,,,,,,,,53,0,53,20,38,31,58,0,53,0,0,31,58
135364,4,0,4,0,0,1,25,0,4,1,0,2,50,,,,,,,,,,,,,
135407,,,,,,,,,,,,,,1048,1,1047,656,63,656,63,0,1047,0,0,656,63
135522,,,,,,,,,,,,,,234,1,233,182,78,182,78,0,233,0,0,182,78
135559,,,,,,,,,,,,,,58,0,58,2,3,42,72,0,58,0,0,42,72
135647,,,,,,,,,,,,,,22,0,22,7,32,7,32,0,22,0,0,7,32
135726,2052,0,2052,1479,72,1701,83,0,2052,11,1,1712,83,,,,,,,,,,,,,
135735,,,,,,,,,,,,,,428,0,428,147,34,293,68,0,428,36,0,329,77
136109,,,,,,,,,,,,,,47,0,47,0,0,36,77,0,47,0,0,36,77
136172,1794,39,1755,677,39,1063,61,0,1755,37,9,1100,63,,,,,,,,,,,,,
136215,564,0,564,307,54,350,62,0,564,2,2,352,62,,,,,,,,,,,,,
136303,,,,,,,,,,,,,,282,0,282,137,49,141,50,1,281,1,0,142,51
136330,513,1,512,236,46,295,58,0,512,3,0,298,58,,,,,,,,,,,,,
136491,,,,,,,,,,,,,,241,0,241,73,30,111,46,0,241,1,0,112,46
136659,,,,,,,,,,,,,,103,0,103,74,72,74,72,0,103,0,0,74,72
136765,,,,,,,,,,,,,,218,0,218,175,80,200,92,0,218,0,0,200,92
136774,268,3,265,191,72,207,78,0,265,1,0,208,78,,,,,,,,,,,,,
136826,,,,,,,,,,,,,,12,0,12,12,100,12,100,0,12,0,0,12,100
136950,540,0,540,400,74,436,81,0,540,2,0,438,81,,,,,,,,,,,,,
137023,,,,,,,,,,,,,,284,0,284,245,86,258,91,0,284,4,0,262,92
137032,611,0,611,214,35,292,48,0,611,15,3,307,50,,,,,,,,,,,,,
137087,,,,,,,,,,,,,,382,0,382,153,40,206,54,0,382,0,0,206,54
137120,,,,,,,,,,,,,,345,12,333,183,55,187,56,0,333,3,0,190,57
137245,,,,,,,,,,,,,,1460,1,1459,921,63,1012,69,0,1459,7,3,1019,70
137272,6,0,6,6,100,6,100,0,6,0,0,6,100,,,,,,,,,,,,,
137351,4633,1,4632,2716,59,3412,74,1,4631,76,150,3488,75,,,,,,,,,,,,,
137476,162,0,162,45,28,56,35,0,162,0,1,56,35,,,,,,,,,,,,,
137546,773,2,771,441,57,495,64,0,771,0,0,495,64,,,,,,,,,,,,,
137564,760,0,760,244,32,356,47,2,758,14,7,370,49,,,,,,,,,,,,,
137591,,,,,,,,,,,,,,369,0,369,111,30,254,69,0,369,3,0,257,70
137713,,,,,,,,,,,,,,40,0,40,20,50,30,75,0,40,0,0,30,75
137777,10,0,10,6,60,6,60,0,10,0,0,6,60,,,,,,,,,,,,,
137801,,,,,,,,,,,,,,311,1,310,209,67,230,74,0,310,0,0,230,74
137847,1752,2,1750,872,50,1058,60,0,1750,6,4,1064,61,,,,,,,,,,,,,
137856,,,,,,,,,,,,,,41,0,41,32,78,32,78,0,41,0,0,32,78
137865,,,,,,,,,,,,,,123,0,123,60,49,68,55,0,123,1,0,69,56
137953,77,1,76,20,26,26,34,0,76,0,0,26,34,,,,,,,,,,,,,
137962,18,0,18,1,6,2,11,0,18,1,0,3,17,,,,,,,,,,,,,
138275,163,0,163,57,35,70,43,0,163,2,0,72,44,,,,,,,,,,,,,
138284,,,,,,,,,,,,,,335,0,335,97,29,97,29,2,333,0,0,97,29
138293,144,0,144,45,31,52,36,0,144,1,0,53,37,,,,,,,,,,,,,
138309,17,0,17,6,35,6,35,0,17,0,0,6,35,,,,,,,,,,,,,
138354,1386,1,1385,433,31,667,48,0,1385,31,45,698,50,,,,,,,,,,,,,
138372,,,,,,,,,,,,,,226,0,226,41,18,147,65,0,226,23,0,170,75
138479,,,,,,,,,,,,,,809,0,809,477,59,512,63,0,809,5,0,517,64
138488,,,,,,,,,,,,,,248,0,248,110,44,180,73,0,248,9,0,189,76
138497,,,,,,,,,,,,,,186,0,186,102,55,115,62,0,186,0,0,115,62
138558,242,0,242,39,16,79,33,0,242,1,0,80,33,,,,,,,,,,,,,
138600,225,0,225,153,68,163,72,0,225,0,0,163,72,,,,,,,,,,,,,
138655,,,,,,,,,,,,,,421,0,421,185,44,185,44,0,421,0,0,185,44
138664,,,,,,,,,,,,,,75,0,75,20,27,20,27,0,75,0,0,20,27
138682,,,,,,,,,,,,,,251,0,251,54,22,101,40,0,251,19,29,120,48
138716,428,0,428,51,12,177,41,0,428,5,1,182,43,,,,,,,,,,,,,
138813,313,0,313,39,12,43,14,4,309,1,0,44,14,,,,,,,,,,,,,
138822,,,,,,,,,,,,,,172,0,172,54,31,118,69,0,172,0,0,118,69
138840,,,,,,,,,,,,,,326,0,326,116,36,143,44,0,326,19,19,162,50
138868,210,1,209,49,23,61,29,0,209,0,0,61,29,,,,,,,,,,,,,
138901,2,0,2,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
138938,,,,,,,,,,,,,,31,0,31,24,77,24,77,0,31,2,0,26,84
138947,706,0,706,197,28,299,42,0,706,5,1,304,43,,,,,,,,,,,,,
138956,,,,,,,,,,,,,,547,0,547,112,20,176,32,0,547,34,44,210,38
139144,568,1,567,357,63,399,70,0,567,1,0,400,71,,,,,,,,,,,,,
139153,24,0,24,0,0,2,8,0,24,1,1,3,13,,,,,,,,,,,,,
139199,196,0,196,73,37,88,45,0,196,2,4,90,46,,,,,,,,,,,,,
139205,111,1,110,5,5,16,15,0,110,0,0,16,15,,,,,,,,,,,,,
139250,220,0,220,29,13,50,23,0,220,7,5,57,26,,,,,,,,,,,,,
139278,,,,,,,,,,,,,,503,0,503,105,21,159,32,0,503,23,62,182,36
139311,415,0,415,48,12,128,31,0,415,15,9,143,34,,,,,,,,,,,,,
139357,,,,,,,,,,,,,,283,0,283,30,11,63,22,0,283,28,59,91,32
139366,862,0,862,151,18,332,39,0,862,28,13,360,42,,,,,,,,,,,,,
139384,,,,,,,,,,,,,,301,0,301,84,28,137,46,0,301,33,26,170,56
139393,265,0,265,154,58,179,68,0,265,4,0,183,69,,,,,,,,,,,,,
139463,319,0,319,33,10,111,35,0,319,7,5,118,37,,,,,,,,,,,,,
139506,,,,,,,,,,,,,,102,0,102,22,22,69,68,0,102,0,11,69,68
139579,12,0,12,2,17,2,17,0,12,0,0,2,17,,,,,,,,,,,,,
139621,1,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
139630,193,0,193,62,32,73,38,0,193,1,0,74,38,,,,,,,,,,,,,
139658,1364,7,1357,1114,82,1225,90,-5,1362,19,0,1244,91,,,,,,,,,,,,,
139719,217,0,217,39,18,94,43,0,217,1,2,95,44,,,,,,,,,,,,,
139755,2797,8,2789,1303,47,2530,91,0,2789,34,15,2564,92,,,,,,,,,,,,,
139764,386,0,386,72,19,140,36,0,386,4,4,144,37,,,,,,,,,,,,,
139861,1463,0,1463,708,48,903,62,3,1460,8,1,911,62,,,,,,,,,,,,,
139931,4099,8,4091,1188,29,2194,54,0,4091,59,25,2253,55,,,,,,,,,,,,,
139940,3640,0,3640,1042,29,1934,53,0,3640,111,71,2045,56,,,,,,,,,,,,,
139959,5240,0,5240,3520,67,4517,86,0,5240,53,10,4570,87,,,,,,,,,,,,,
139968,77,0,77,4,5,16,21,0,77,5,2,21,27,,,,,,,,,,,,,
139986,,,,,,,,,,,,,,310,0,310,101,33,158,51,0,310,29,34,187,60
139995,,,,,,,,,,,,,,98,0,98,78,80,78,80,0,98,0,0,78,80
140003,,,,,,,,,,,,,,44,0,44,15,34,19,43,0,44,0,0,19,43
140012,,,,,,,,,,,,,,325,0,325,63,19,112,34,0,325,31,40,143,44
140234,234,0,234,96,41,104,44,0,234,2,0,106,45,,,,,,,,,,,,,
140243,,,,,,,,,,,,,,301,0,301,54,18,112,37,0,301,31,25,143,48
140252,96,0,96,13,14,27,28,0,96,2,1,29,30,,,,,,,,,,,,,
140331,,,,,,,,,,,,,,624,0,624,103,17,223,36,0,624,55,68,278,45
140340,21,0,21,4,19,5,24,0,21,0,0,5,24,,,,,,,,,,,,,
140447,804,2,802,498,62,587,73,0,802,3,1,590,74,,,,,,,,,,,,,
140553,540,1,539,218,40,304,56,0,539,15,0,319,59,,,,,,,,,,,,,
140678,,,,,,,,,,,,,,332,0,332,65,20,130,39,0,332,37,25,167,50
140696,279,1,278,110,40,138,50,0,278,3,5,141,51,,,,,,,,,,,,,
140720,204,0,204,14,7,16,8,0,204,2,0,18,9,,,,,,,,,,,,,
140818,252,0,252,96,38,109,43,0,252,0,1,109,43,,,,,,,,,,,,,
140872,294,2,292,68,23,102,35,0,292,1,0,103,35,,,,,,,,,,,,,
140942,,,,,,,,,,,,,,316,0,316,85,27,137,43,0,316,25,26,162,51
140951,1727,0,1727,1006,58,1253,73,0,1727,20,7,1273,74,,,,,,,,,,,,,
140960,1196,0,1196,128,11,326,27,0,1196,21,9,347,29,,,,,,,,,,,,,
140988,296,0,296,99,33,127,43,0,296,1,1,128,43,,,,,,,,,,,,,
141006,,,,,,,,,,,,,,367,0,367,163,44,221,60,0,367,18,20,239,65
141015,,,,,,,,,,,,,,93,0,93,22,24,41,44,0,93,1,0,42,45
141060,550,0,550,357,65,410,75,0,550,9,1,419,76,,,,,,,,,,,,,
141167,65,0,65,15,23,19,29,0,65,0,0,19,29,,,,,,,,,,,,,
141185,157,0,157,56,36,76,48,0,157,0,0,76,48,,,,,,,,,,,,,
141237,207,0,207,57,28,72,35,0,207,2,1,74,36,,,,,,,,,,,,,
141255,,,,,,,,,,,,,,181,0,181,28,15,59,33,0,181,17,11,76,42
141264,1574,0,1574,313,20,634,40,0,1574,31,21,665,42,,,,,,,,,,,,,
141325,106,0,106,48,45,54,51,0,106,1,0,55,52,,,,,,,,,,,,,
141334,2167,0,2167,479,22,961,44,0,2167,53,26,1014,47,,,,,,,,,,,,,
141361,448,0,448,168,38,196,44,0,448,0,0,196,44,,,,,,,,,,,,,
141486,238,0,238,103,43,139,58,0,238,3,1,142,60,,,,,,,,,,,,,
141565,427,0,427,64,15,162,38,0,427,22,2,184,43,,,,,,,,,,,,,
141574,1789,1,1788,631,35,1105,62,0,1788,51,18,1156,65,,,,,,,,,,,,,
141608,,,,,,,,,,,,,,39,0,39,9,23,29,74,0,39,0,0,29,74
141644,509,0,509,160,31,236,46,0,509,5,2,241,47,,,,,,,,,,,,,
141680,,,,,,,,,,,,,,336,0,336,39,12,76,23,0,336,14,21,90,27
141796,,,,,,,,,,,,,,668,1,667,60,9,168,25,0,667,53,65,221,33
141802,,,,,,,,,,,,,,105,0,105,18,17,31,30,0,105,8,6,39,37
141811,,,,,,,,,,,,,,737,1,736,69,9,200,27,0,736,33,54,233,32
141839,2,0,2,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
141981,196,2,194,31,16,75,39,0,194,9,4,84,43,,,,,,,,,,,,,
141990,,,,,,,,,,,,,,201,0,201,16,8,49,24,0,201,13,10,62,31
142054,,,,,,,,,,,,,,80,0,80,41,51,54,68,0,80,1,1,55,69
142090,24,0,24,6,25,8,33,0,24,0,0,8,33,,,,,,,,,,,,,
142115,2191,5,2186,627,29,1182,54,2,2184,65,26,1247,57,,,,,,,,,,,,,
142179,,,,,,,,,,,,,,120,0,120,47,39,55,46,0,120,3,2,58,48
142276,1360,0,1360,222,16,443,33,0,1360,50,24,493,36,,,,,,,,,,,,,
142285,1554,2,1552,577,37,923,59,0,1552,25,12,948,61,,,,,,,,,,,,,
142294,276,2,274,160,58,180,66,-1,275,0,0,180,65,,,,,,,,,,,,,
142328,416,0,416,63,15,127,31,0,416,8,5,135,32,,,,,,,,,,,,,
142407,,,,,,,,,,,,,,31,0,31,14,45,27,87,0,31,0,0,27,87
142443,,,,,,,,,,,,,,687,1,686,128,19,194,28,0,686,21,18,215,31
142461,260,0,260,106,41,162,62,0,260,4,1,166,64,,,,,,,,,,,,,
142489,,,,,,,,,,,,,,35,0,35,17,49,23,66,0,35,0,0,23,66
