UNITID,BAREVCT,BAEXCLU,BAAC150,BANC100,BAGR100,BANC150,BAGR150,BAAEXCL,BAAC200,BANC200A,BASTEND,BANC200,BAGR200,L4REVCT,L4EXCLU,L4AC150,L4NC100,L4GR100,L4NC150,L4GR150,L4AEXCL,L4AC200,L4NC200A,L4STEND,L4NC200,L4GR200
165112,,,,,,,,,,,,,,946,0,946,56,6,142,15,0,946,60,147,202,21
165167,10,0,10,2,20,2,20,0,10,1,0,3,30,,,,,,,,,,,,,
165194,,,,,,,,,,,,,,267,0,267,33,12,71,27,0,267,13,16,84,31
165255,,,,,,,,,,,,,,46,0,46,43,93,44,96,0,46,0,0,44,96
165334,546,0,546,383,70,409,75,0,546,1,0,410,75,,,,,,,,,,,,,
165529,648,0,648,319,49,356,55,0,648,3,0,359,55,,,,,,,,,,,,,
165556,,,,,,,,,,,,,,379,0,379,39,10,218,58,0,379,9,0,227,60
165574,180,0,180,88,49,94,52,0,180,0,0,94,52,,,,,,,,,,,,,
165608,,,,,,,,,,,,,,15,0,15,10,67,10,67,0,15,0,0,10,67
165635,,,,,,,,,,,,,,205,0,205,148,72,148,72,0,205,0,0,148,72
165644,168,0,168,37,22,63,38,0,168,2,0,65,39,,,,,,,,,,,,,
165662,857,0,857,642,75,673,79,0,857,3,0,676,79,,,,,,,,,,,,,
165671,524,0,524,294,56,323,62,0,524,0,0,323,62,,,,,,,,,,,,,
165699,742,1,741,556,75,576,78,0,741,0,0,576,78,,,,,,,,,,,,,
165750,,,,,,,,,,,,,,33,0,33,0,0,23,70,0,33,0,0,23,70
165802,115,0,115,26,23,35,30,0,115,0,0,35,30,,,,,,,,,,,,,
165820,720,0,720,276,38,417,58,0,720,10,6,427,59,,,,,,,,,,,,,
165866,804,1,803,375,47,487,61,0,803,12,1,499,62,,,,,,,,,,,,,
165936,400,4,396,258,65,286,72,0,396,4,0,290,73,,,,,,,,,,,,,
165981,,,,,,,,,,,,,,133,0,133,20,15,35,26,0,133,10,12,45,34
166018,324,0,324,190,59,214,66,0,324,0,0,214,66,,,,,,,,,,,,,
166027,1650,1,1649,1417,86,1610,98,0,1649,12,1,1622,98,,,,,,,,,,,,,
166054,13,0,13,8,62,8,62,0,13,0,0,8,62,,,,,,,,,,,,,
166124,774,0,774,700,90,718,93,2,772,0,0,718,93,,,,,,,,,,,,,
166133,,,,,,,,,,,,,,772,0,772,84,11,175,23,0,772,23,44,198,26
166391,501,0,501,287,57,313,62,0,501,2,1,315,63,,,,,,,,,,,,,
166452,298,0,298,140,47,179,60,0,298,3,1,182,61,,,,,,,,,,,,,
166498,,,,,,,,,,,,,,49,0,49,22,45,22,45,0,49,0,0,22,45
166513,1631,2,1629,720,44,1121,69,0,1629,36,14,1157,71,,,,,,,,,,,,,
166629,4639,6,4633,3536,76,3864,83,0,4633,34,5,3898,84,,,,,,,,,,,,,
166638,1438,3,1435,365,25,710,49,0,1435,41,18,751,52,,,,,,,,,,,,,
166647,,,,,,,,,,,,,,534,0,534,41,8,93,17,0,534,27,37,120,22
166656,525,0,525,284,54,345,66,0,525,11,0,356,68,,,,,,,,,,,,,
166674,328,0,328,198,60,243,74,0,328,6,2,249,76,,,,,,,,,,,,,
166683,1043,3,1040,901,87,994,96,0,1040,13,2,1007,97,,,,,,,,,,,,,
166692,321,1,320,220,69,271,85,0,320,0,0,271,85,,,,,,,,,,,,,
166805,,,,,,,,,,,,,,25,0,25,1,4,18,72,0,25,0,0,18,72
166823,,,,,,,,,,,,,,830,0,830,51,6,134,16,1,829,28,49,162,20
166850,858,0,858,589,69,631,74,0,858,0,0,631,74,,,,,,,,,,,,,
166887,,,,,,,,,,,,,,775,0,775,75,10,160,21,0,775,46,73,206,27
166911,101,0,101,53,52,66,65,0,101,0,0,66,65,,,,,,,,,,,,,
166939,530,0,530,423,80,446,84,1,529,3,0,449,85,,,,,,,,,,,,,
166957,,,,,,,,,,,,,,397,0,397,45,11,85,21,0,397,27,23,112,28
167039,,,,,,,,,,,,,,6,0,6,0,0,4,67,0,6,0,0,4,67
167057,75,0,75,40,53,53,71,0,75,4,0,57,76,,,,,,,,,,,,,
167260,398,1,397,204,51,217,55,0,397,1,13,218,55,,,,,,,,,,,,,
167288,351,0,351,159,45,186,53,0,351,5,0,191,54,,,,,,,,,,,,,
167297,,,,,,,,,,,,,,31,0,31,28,90,28,90,0,31,0,0,28,90
167312,,,,,,,,,,,,,,614,0,614,65,11,134,22,0,614,39,40,173,28
167358,2944,4,2940,0,0,2640,90,0,2940,24,5,2664,91,,,,,,,,,,,,,
167376,,,,,,,,,,,,,,557,0,557,28,5,80,14,0,557,27,65,107,19
167394,187,0,187,102,55,120,64,0,187,0,0,120,64,,,,,,,,,,,,,
167534,,,,,,,,,,,,,,761,1,760,68,9,155,20,0,760,57,70,212,28
167598,248,0,248,143,58,159,64,0,248,1,0,160,65,,,,,,,,,,,,,
167631,,,,,,,,,,,,,,206,0,206,57,28,57,28,0,206,8,14,65,32
167729,1127,0,1127,490,43,669,59,0,1127,16,7,685,61,,,,,,,,,,,,,
167783,303,0,303,229,76,240,79,0,303,4,0,244,81,,,,,,,,,,,,,
167835,616,0,616,508,82,533,87,0,616,6,0,539,88,,,,,,,,,,,,,
167871,,,,,,,,,,,,,,27,0,27,1,4,15,56,0,27,0,0,15,56
167899,562,0,562,381,68,409,73,0,562,10,1,419,75,,,,,,,,,,,,,
167905,,,,,,,,,,,,,,675,0,675,71,11,165,24,0,675,50,50,215,32
167987,1492,4,1488,510,34,773,52,0,1488,14,8,787,53,,,,,,,,,,,,,
167996,610,2,608,451,74,498,82,0,608,4,0,502,83,,,,,,,,,,,,,
168005,1077,2,1075,489,45,633,59,1,1074,10,2,643,60,,,,,,,,,,,,,
168032,,,,,,,,,,,,,,6,0,6,0,0,4,67,0,6,0,0,4,67
168148,1347,0,1347,1196,89,1265,94,0,1347,7,1,1272,94,,,,,,,,,,,,,
168218,592,1,591,506,86,554,94,0,591,3,0,557,94,,,,,,,,,,,,,
168227,1063,0,1063,575,54,734,69,0,1063,5,2,739,70,,,,,,,,,,,,,
168254,755,1,754,439,58,498,66,0,754,1,0,499,66,,,,,,,,,,,,,
168263,1219,8,1211,637,53,764,63,0,1211,8,0,772,64,,,,,,,,,,,,,
168281,423,0,423,305,72,327,77,0,423,0,0,327,77,,,,,,,,,,,,,
168342,546,0,546,486,89,524,96,0,546,2,1,526,96,,,,,,,,,,,,,
168421,1054,0,1054,856,81,938,89,1,1053,8,1,946,90,,,,,,,,,,,,,
168430,777,0,777,320,41,455,59,0,777,13,4,468,60,,,,,,,,,,,,,
168528,482,0,482,215,45,256,53,0,482,2,2,258,54,,,,,,,,,,,,,
168546,357,1,356,206,58,241,68,0,356,5,0,246,69,,,,,,,,,,,,,
168555,,,,,,,,,,,,,,18,0,18,9,50,11,61,0,18,0,0,11,61
168573,,,,,,,,,,,,,,663,1,662,358,54,439,66,0,662,0,0,439,66
168591,356,0,356,210,59,252,71,0,356,3,0,255,72,,,,,,,,,,,,,
168740,259,3,256,91,36,156,61,0,256,7,0,163,64,,,,,,,,,,,,,
168786,353,1,352,139,39,225,64,0,352,2,1,227,64,,,,,,,,,,,,,
168847,465,1,464,22,5,76,16,1,463,7,7,83,18,,,,,,,,,,,,,
168883,,,,,,,,,,,,,,273,0,273,65,24,89,33,0,273,15,2,104,38
168892,,,,,,,,,,,,,,21,0,21,10,48,16,76,0,21,0,0,16,76
169080,949,5,944,601,64,712,75,0,944,8,0,720,76,,,,,,,,,,,,,
169187,,,,,,,,,,,,,,15,0,15,15,100,15,100,0,15,0,0,15,100
169248,3770,0,3770,1237,33,2397,64,0,3770,70,23,2467,65,,,,,,,,,,,,,
169275,,,,,,,,,,,,,,654,2,652,25,4,98,15,0,652,40,56,138,21
169284,,,,,,,,,,,,,,101,0,101,6,6,56,55,0,101,0,0,56,55
169327,24,0,24,1,4,2,8,0,24,0,0,2,8,,,,,,,,,,,,,
169363,145,0,145,48,33,76,52,0,145,0,0,76,52,,,,,,,,,,,,,
169442,232,0,232,80,34,127,55,0,232,7,0,134,58,,,,,,,,,,,,,
169479,316,0,316,109,34,151,48,0,316,2,4,153,48,,,,,,,,,,,,,
169503,,,,,,,,,,,,,,89,0,89,8,9,67,75,0,89,0,0,67,75
169521,,,,,,,,,,,,,,935,0,935,74,8,151,16,0,935,60,88,211,23
169655,,,,,,,,,,,,,,542,4,538,153,28,318,59,0,538,21,6,339,63
169716,458,0,458,272,59,334,73,0,458,0,0,334,73,,,,,,,,,,,,,
169761,,,,,,,,,,,,,,69,0,69,30,43,36,52,0,69,5,0,41,59
169798,2588,0,2588,514,20,1215,47,0,2588,105,27,1320,51,,,,,,,,,,,,,
169813,,,,,,,,,,,,,,6,0,6,2,33,4,67,0,6,0,0,4,67
169910,681,0,681,248,36,399,59,0,681,10,5,409,60,,,,,,,,,,,,,
169974,,,,,,,,,,,,,,159,0,159,42,26,63,40,0,159,4,0,67,42
169983,364,0,364,37,10,244,67,0,364,29,2,273,75,,,,,,,,,,,,,
169992,,,,,,,,,,,,,,198,0,198,49,25,73,37,0,198,2,5,75,38
170000,84,0,84,17,20,28,33,0,84,1,0,29,35,,,,,,,,,,,,,
170037,289,0,289,156,54,189,65,0,289,2,1,191,66,,,,,,,,,,,,,
170055,,,,,,,,,,,,,,1579,0,1579,192,12,311,20,0,1579,46,306,357,23
170082,4178,0,4178,1694,41,2863,69,0,4178,99,22,2962,71,,,,,,,,,,,,,
170091,21,0,21,2,10,3,14,0,21,0,0,3,14,,,,,,,,,,,,,
170286,361,0,361,280,78,317,88,1,360,0,0,317,88,,,,,,,,,,,,,
170301,830,0,830,547,66,627,76,0,830,8,0,635,77,,,,,,,,,,,,,
170444,6,0,6,0,0,1,17,0,6,0,0,1,17,,,,,,,,,,,,,
170532,357,0,357,257,72,282,79,0,357,10,0,292,82,,,,,,,,,,,,,
170541,,,,,,,,,,,,,,806,0,806,69,9,166,21,0,806,37,69,203,25
170550,,,,,,,,,,,,,,196,0,196,21,11,38,19,0,196,47,67,85,43
170587,,,,,,,,,,,,,,102,0,102,15,15,25,25,0,102,8,3,33,32
170611,,,,,,,,,,,,,,73,0,73,41,56,55,75,0,73,0,0,55,75
170620,,,,,,,,,,,,,,360,0,360,49,14,56,16,0,360,49,72,105,29
170639,408,0,408,125,31,202,50,0,408,6,3,208,51,,,,,,,,,,,,,
170657,,,,,,,,,,,,,,1142,1,1141,94,8,199,17,0,1141,55,187,254,22
170675,329,0,329,98,30,192,58,0,329,17,2,209,64,,,,,,,,,,,,,
170736,,,,,,,,,,,,,,32,0,32,26,81,32,100,0,32,0,0,32,100
170790,,,,,,,,,,,,,,1594,0,1594,59,4,199,12,0,1594,95,202,294,18
170806,167,1,166,51,31,95,57,0,166,3,0,98,59,,,,,,,,,,,,,
170967,131,1,130,32,25,54,42,0,130,1,0,55,42,,,,,,,,,,,,,
170976,6475,0,6475,5237,81,6050,93,0,6475,56,12,6106,94,,,,,,,,,,,,,
171012,,,,,,,,,,,,,,34,0,34,5,15,6,18,0,34,0,0,6,18
171100,7757,5,7752,4503,58,6321,82,0,7752,121,22,6442,83,,,,,,,,,,,,,
171128,1197,1,1196,359,30,862,72,0,1196,22,3,884,74,,,,,,,,,,,,,
171137,908,0,908,167,18,496,55,0,908,41,18,537,59,,,,,,,,,,,,,
171146,595,0,595,82,14,229,38,0,595,30,9,259,44,,,,,,,,,,,,,
171155,,,,,,,,,,,,,,398,0,398,19,5,41,10,0,398,18,15,59,15
171225,,,,,,,,,,,,,,341,0,341,35,10,78,23,0,341,26,15,104,30
171234,,,,,,,,,,,,,,85,0,85,12,14,14,16,0,85,6,3,20,24
171304,,,,,,,,,,,,,,499,0,499,67,13,116,23,0,499,29,29,145,29
171395,,,,,,,,,,,,,,230,0,230,40,17,63,27,0,230,6,9,69,30
171456,1172,3,1169,333,28,583,50,1,1168,20,10,603,52,,,,,,,,,,,,,
171483,12,0,12,3,25,7,58,0,12,0,0,7,58,,,,,,,,,,,,,
171492,339,0,339,147,43,197,58,0,339,4,0,201,59,,,,,,,,,,,,,
171535,,,,,,,,,,,,,,935,0,935,66,7,139,15,0,935,45,131,184,20
171571,2410,1,2409,753,31,1360,56,0,2409,84,27,1444,60,,,,,,,,,,,,,
171599,218,3,215,92,43,105,49,0,215,0,0,105,49,,,,,,,,,,,,,
171775,,,,,,,,,,,,,,20,0,20,2,10,11,55,0,20,3,1,14,70
171881,53,0,53,19,36,22,42,0,53,2,0,24,45,,,,,,,,,,,,,
171988,,,,,,,,,,,,,,53,0,53,35,66,42,79,0,53,0,0,42,79
171997,,,,,,,,,,,,,,107,0,107,41,38,73,68,0,107,0,0,73,68
172015,,,,,,,,,,,,,,80,0,80,27,34,56,70,0,80,0,0,56,70
172033,3,0,3,1,33,3,100,0,3,0,0,3,100,,,,,,,,,,,,,
172051,1485,2,1483,230,16,710,48,0,1483,48,13,758,51,,,,,,,,,,,,,
172264,265,0,265,111,42,141,53,0,265,1,0,142,54,,,,,,,,,,,,,
172291,,,,,,,,,,,,,,396,0,396,40,10,83,21,15,381,33,23,116,30
172307,,,,,,,,,,,,,,409,0,409,84,21,117,29,0,409,13,6,130,32
172334,337,0,337,159,47,216,64,0,337,0,0,216,64,,,,,,,,,,,,,
172422,,,,,,,,,,,,,,86,0,86,72,84,75,87,0,86,3,0,78,91
172440,82,0,82,13,16,17,21,0,82,0,0,17,21,,,,,,,,,,,,,
172495,,,,,,,,,,,,,,82,0,82,5,6,49,60,0,82,0,0,49,60
172617,,,,,,,,,,,,,,706,0,706,84,12,158,22,0,706,122,62,280,40
172635,,,,,,,,,,,,,,542,0,542,7,1,54,10,0,542,47,36,101,19
172644,2101,6,2095,511,24,1087,52,0,2095,85,41,1172,56,,,,,,,,,,,,,
172671,,,,,,,,,,,,,,114,0,114,16,14,30,26,0,114,7,6,37,32
172680,,,,,,,,,,,,,,27,0,27,2,7,23,85,0,27,0,0,23,85
172699,2970,1,2969,789,27,1683,57,0,2969,113,28,1796,60,,,,,,,,,,,,,
172918,,,,,,,,,,,,,,406,0,406,232,57,250,62,0,406,3,4,253,62
172954,,,,,,,,,,,,,,151,0,151,64,42,70,46,0,151,0,11,70,46
172963,,,,,,,,,,,,,,674,0,674,82,12,165,24,0,674,14,96,179,27
173045,391,3,388,184,47,230,59,-1,389,4,2,234,60,,,,,,,,,,,,,
173063,,,,,,,,,,,,,,328,0,328,118,36,137,42,0,328,8,16,145,44
173115,,,,,,,,,,,,,,96,0,96,39,41,43,45,0,96,1,5,44,46
173124,785,0,785,233,30,354,45,0,785,15,23,369,47,,,,,,,,,,,,,
173142,141,0,141,66,47,87,62,0,141,1,0,88,62,,,,,,,,,,,,,
173160,602,0,602,387,64,446,74,0,602,3,1,449,75,,,,,,,,,,,,,
173203,,,,,,,,,,,,,,450,0,450,181,40,214,48,0,450,4,16,218,48
173258,518,3,515,455,88,483,94,0,515,3,0,486,94,,,,,,,,,,,,,
173300,540,0,540,341,63,365,68,1,539,4,0,369,68,,,,,,,,,,,,,
173328,242,0,242,86,36,113,47,0,242,3,2,116,48,,,,,,,,,,,,,
173416,,,,,,,,,,,,,,372,0,372,176,47,201,54,0,372,6,17,207,56
173452,188,1,187,83,44,140,75,0,187,0,2,140,75,,,,,,,,,,,,,
173461,,,,,,,,,,,,,,441,0,441,99,22,141,32,0,441,11,61,152,34
173559,,,,,,,,,,,,,,727,0,727,264,36,323,44,0,727,0,49,323,44
173638,,,,,,,,,,,,,,363,0,363,125,34,149,41,0,363,3,23,152,42
173647,613,0,613,458,75,480,78,0,613,0,0,480,78,,,,,,,,,,,,,
173665,521,5,516,286,55,336,65,0,516,7,1,343,66,,,,,,,,,,,,,
173708,,,,,,,,,,,,,,330,0,330,82,25,105,32,0,330,8,38,113,34
173735,,,,,,,,,,,,,,759,0,759,226,30,276,36,0,759,3,26,279,37
173744,,,,,,,,,,,,,,184,0,184,15,8,154,84,1,183,1,0,155,85
173799,,,,,,,,,,,,,,377,0,377,51,14,90,24,0,377,5,52,95,25
173902,541,1,540,475,88,500,93,0,540,0,0,500,93,,,,,,,,,,,,,
173911,,,,,,,,,,,,,,375,0,375,77,21,113,30,0,375,9,51,122,33
173920,2272,0,2272,644,28,1144,50,0,2272,50,61,1194,53,,,,,,,,,,,,,
174020,61,0,61,8,13,28,46,0,61,1,1,29,48,,,,,,,,,,,,,
174066,5520,0,5520,3938,71,4651,84,0,5520,60,31,4711,85,,,,,,,,,,,,,
174075,231,0,231,89,39,117,51,0,231,2,1,119,52,,,,,,,,,,,,,
174127,120,0,120,65,54,76,63,0,120,0,0,76,63,,,,,,,,,,,,,
174136,,,,,,,,,,,,,,492,0,492,39,8,95,19,0,492,15,75,110,22
174154,9,0,9,5,56,5,56,0,9,0,0,5,56,,,,,,,,,,,,,
174190,,,,,,,,,,,,,,102,0,102,18,18,66,65,0,102,10,0,76,75
174233,2187,0,2187,938,43,1345,61,0,2187,23,5,1368,63,,,,,,,,,,,,,
174251,411,0,411,190,46,246,60,0,411,10,0,256,62,,,,,,,,,,,,,
174321,,,,,,,,,,,,,,52,0,52,20,38,32,62,0,52,0,0,32,62
174358,884,0,884,304,34,483,55,0,884,23,27,506,57,,,,,,,,,,,,,
174376,,,,,,,,,,,,,,445,0,445,25,6,64,14,0,445,11,67,75,17
174428,,,,,,,,,,,,,,1013,0,1013,97,10,248,24,0,1013,31,148,279,28
174437,215,0,215,89,41,112,52,0,215,3,2,115,53,,,,,,,,,,,,,
174473,,,,,,,,,,,,,,370,0,370,133,36,159,43,0,370,0,30,159,43
174491,430,0,430,244,57,288,67,0,430,7,0,295,69,,,,,,,,,,,,,
174525,24,0,24,3,13,7,29,0,24,1,0,8,33,,,,,,,,,,,,,
174570,,,,,,,,,,,,,,105,0,105,25,24,33,31,0,105,0,7,33,31
174738,,,,,,,,,,,,,,676,0,676,121,18,185,27,0,676,13,106,198,29
174747,542,0,542,436,80,461,85,0,542,2,1,463,85,,,,,,,,,,,,,
174756,,,,,,,,,,,,,,580,0,580,151,26,190,33,0,580,10,72,200,34
174783,1647,0,1647,356,22,720,44,0,1647,55,59,775,47,,,,,,,,,,,,,
174792,450,0,450,309,69,335,74,0,450,2,0,337,75,,,,,,,,,,,,,
174817,334,0,334,196,59,206,62,0,334,1,0,207,62,,,,,,,,,,,,,
174844,765,1,764,625,82,648,85,0,764,5,0,653,85,,,,,,,,,,,,,
174862,134,0,134,67,50,78,58,0,134,1,0,79,59,,,,,,,,,,,,,
174899,460,1,459,280,61,315,69,0,459,5,138,320,70,,,,,,,,,,,,,
174914,1406,0,1406,979,70,1128,80,0,1406,7,1,1135,81,,,,,,,,,,,,,
174978,,,,,,,,,,,,,,63,0,63,3,5,48,76,0,63,0,0,48,76
175005,415,0,415,228,55,283,68,0,415,1,2,284,68,,,,,,,,,,,,,
175014,11,0,11,2,18,2,18,0,11,0,0,2,18,,,,,,,,,,,,,
175041,,,,,,,,,,,,,,640,0,640,124,19,185,29,0,640,19,73,204,32
175078,466,0,466,152,33,219,47,0,466,7,5,226,48,,,,,,,,,,,,,
175120,,,,,,,,,,,,,,636,0,636,362,57,381,60,0,636,1,0,382,60
175227,3,0,3,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,
175236,,,,,,,,,,,,,,451,0,451,174,39,205,45,0,451,6,41,211,47
175263,,,,,,,,,,,,,,164,0,164,45,27,63,38,0,164,1,10,64,39
175272,1629,0,1629,662,41,966,59,0,1629,19,26,985,60,,,,,,,,,,,,,
175315,,,,,,,,,,,,,,659,0,659,71,11,145,22,0,659,23,131,168,25
175342,493,1,492,123,25,223,45,0,492,6,1,229,47,,,,,,,,,,,,,
175421,283,0,283,98,35,131,46,0,283,2,0,133,47,,,,,,,,,,,,,
175430,74,0,74,35,47,38,51,0,74,2,0,40,54,,,,,,,,,,,,,
175494,,,,,,,,,,,,,,26,0,26,22,85,22,85,0,26,0,0,22,85
175519,,,,,,,,,,,,,,508,0,508,149,29,169,33,0,508,9,25,178,35
175573,,,,,,,,,,,,,,725,0,725,241,33,365,50,0,725,129,2,494,68
175616,405,0,405,93,23,158,39,0,405,6,1,164,40,,,,,,,,,,,,,
175643,,,,,,,,,,,,,,708,0,708,222,31,288,41,0,708,18,29,306,43
175652,,,,,,,,,,,,,,819,0,819,223,27,328,40,0,819,27,6,355,43
175698,,,,,,,,,,,,,,33,0,33,23,70,23,70,0,33,0,0,23,70
175722,,,,,,,,,,,,,,7,0,7,3,43,6,86,0,7,0,0,6,86
175786,,,,,,,,,,,,,,2297,0,2297,769,33,769,33,0,2297,52,35,821,36
175810,,,,,,,,,,,,,,1106,2,1104,400,36,432,39,0,1104,23,54,455,41
175829,,,,,,,,,,,,,,1397,0,1397,605,43,695,50,0,1397,18,52,713,51
175856,1170,0,1170,270,23,488,42,0,1170,16,3,504,43,,,,,,,,,,,,,
175883,,,,,,,,,,,,,,1026,0,1026,313,31,394,38,0,1026,14,1,408,40
175935,,,,,,,,,,,,,,695,0,695,175,25,227,33,0,695,45,34,272,39
175980,236,1,235,155,66,160,68,0,235,0,0,160,68,,,,,,,,,,,,,
176008,,,,,,,,,,,,,,541,0,541,172,32,231,43,0,541,2,46,233,43
176017,3762,16,3746,1809,48,2498,67,0,3746,69,10,2567,69,,,,,,,,,,,,,
176035,224,2,222,79,36,104,47,0,222,5,1,109,49,,,,,,,,,,,,,
176044,387,0,387,62,16,106,27,0,387,6,2,112,29,,,,,,,,,,,,,
176053,577,0,577,299,52,377,65,0,577,4,1,381,66,,,,,,,,,,,,,
176062,,,,,,,,,,,,,,17,0,17,0,0,8,47,0,17,0,0,8,47
176071,,,,,,,,,,,,,,1909,0,1909,675,35,841,44,0,1909,45,77,886,46
176080,2962,2,2960,1179,40,1900,64,0,2960,55,12,1955,66,,,,,,,,,,,,,
176169,,,,,,,,,,,,,,1144,0,1144,322,28,441,39,0,1144,168,39,609,53
176178,,,,,,,,,,,,,,1770,1,1769,464,26,656,37,2,1767,47,60,703,40
176239,,,,,,,,,,,,,,1124,0,1124,338,30,435,39,0,1124,60,47,495,44
176318,263,0,263,36,14,51,19,0,263,30,13,81,31,,,,,,,,,,,,,
176336,10,0,10,0,0,0,0,0,10,0,0,0,0,,,,,,,,,,,,,
176354,,,,,,,,,,,,,,614,0,614,201,33,254,41,0,614,6,4,260,42
176372,1597,1,1596,489,31,794,50,0,1596,41,12,835,52,,,,,,,,,,,,,
176406,169,1,168,42,25,68,40,0,168,4,0,72,43,,,,,,,,,,,,,
176433,,,,,,,,,,,,,,6,0,6,0,0,3,50,0,6,0,0,3,50
176479,223,0,223,79,35,114,51,0,223,6,0,120,54,,,,,,,,,,,,,
176628,204,0,204,71,35,105,51,0,204,1,0,106,52,,,,,,,,,,,,,
176664,76,0,76,15,20,27,36,0,76,1,0,28,37,,,,,,,,,,,,,
176716,,,,,,,,,,,,,,63,0,63,16,25,52,83,0,63,1,0,53,84
176770,1,0,1,0,0,0,0,0,1,1,0,1,100,,,,,,,,,,,,,
176789,34,0,34,9,26,14,41,0,34,0,0,14,41,,,,,,,,,,,,,
176798,,,,,,,,,,,,,,29,0,29,18,62,18,62,0,29,0,0,18,62
176910,47,0,47,14,30,17,36,0,47,0,0,17,36,,,,,,,,,,,,,
176947,331,0,331,119,36,144,44,0,331,3,0,147,44,,,,,,,,,,,,,
176965,1687,1,1686,519,31,865,51,0,1686,9,7,874,52,,,,,,,,,,,,,
176983,,,,,,,,,,,,,,56,0,56,52,93,52,93,0,56,0,0,52,93
177038,2,0,2,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
177065,363,1,362,52,14,83,23,6,356,38,24,121,34,,,,,,,,,,,,,
177083,16,0,16,3,19,3,19,0,16,0,0,3,19,,,,,,,,,,,,,
177117,43,0,43,25,58,28,65,0,43,0,0,28,65,,,,,,,,,,,,,
177135,,,,,,,,,,,,,,820,0,820,188,23,300,37,0,820,18,9,318,39
177144,290,0,290,122,42,132,46,0,290,2,1,134,46,,,,,,,,,,,,,
177214,311,1,310,127,41,167,54,0,310,0,0,167,54,,,,,,,,,,,,,
177250,,,,,,,,,,,,,,549,2,547,171,31,219,40,0,547,15,19,234,43
177302,,,,,,,,,,,,,,337,0,337,134,40,134,40,0,337,0,0,134,40
177339,329,0,329,90,27,159,48,0,329,1,0,160,49,,,,,,,,,,,,,
177418,111,0,111,54,49,73,66,0,111,0,0,73,66,,,,,,,,,,,,,
177436,,,,,,,,,,,,,,3,0,3,3,100,3,100,0,3,0,0,3,100
177542,147,0,147,51,35,59,40,0,147,0,0,59,40,,,,,,,,,,,,,
177551,238,0,238,5,2,29,12,1,237,5,1,34,14,,,,,,,,,,,,,
177588,,,,,,,,,,,,,,12,0,12,0,0,6,50,0,12,0,0,6,50
177603,,,,,,,,,,,,,,18,0,18,1,6,10,56,0,18,0,0,10,56
177676,,,,,,,,,,,,,,788,3,785,215,27,284,36,3,782,39,23,323,41
177685,,,,,,,,,,,,,,37,0,37,2,5,26,70,0,37,0,0,26,70
177746,134,0,134,61,46,77,57,0,134,2,2,79,59,,,,,,,,,,,,,
177816,8,0,8,5,63,5,63,0,8,0,0,5,63,,,,,,,,,,,,,
177931,,,,,,,,,,,,,,9,0,9,9,100,9,100,0,9,0,0,9,100
177940,489,1,488,59,12,129,26,0,488,8,3,137,28,,,,,,,,,,,,,
177968,1170,0,1170,400,34,547,47,0,1170,10,7,557,48,,,,,,,,,,,,,
177977,,,,,,,,,,,,,,621,1,620,437,70,458,74,0,620,7,0,465,75
177995,,,,,,,,,,,,,,2500,1,2499,431,17,706,28,1,2498,99,135,805,32
178059,408,0,408,230,56,304,75,0,408,0,0,304,75,,,,,,,,,,,,,
178077,,,,,,,,,,,,,,14,0,14,4,29,9,64,0,14,0,0,9,64
178183,,,,,,,,,,,,,,68,0,68,18,26,50,74,0,68,0,0,50,74
178208,34,0,34,8,24,14,41,0,34,0,0,14,41,,,,,,,,,,,,,
178217,,,,,,,,,,,,,,534,0,534,171,32,227,43,0,534,8,5,235,44
178244,207,0,207,52,25,69,33,0,207,4,1,73,35,,,,,,,,,,,,,
178341,757,2,755,116,15,246,33,0,755,10,19,256,34,,,,,,,,,,,,,
178369,374,0,374,45,12,86,23,0,374,2,0,88,24,,,,,,,,,,,,,
178387,868,6,862,123,14,308,36,0,862,23,1,331,38,,,,,,,,,,,,,
178396,6408,8,6400,3228,50,4671,73,-1,6401,79,16,4750,74,,,,,,,,,,,,,
178402,1057,4,1053,287,27,541,51,3,1050,22,5,563,54,,,,,,,,,,,,,
178411,1273,1,1272,310,24,849,67,0,1272,38,4,887,70,,,,,,,,,,,,,
178420,497,1,496,168,34,279,56,0,496,5,4,284,57,,,,,,,,,,,,,
178448,,,,,,,,,,,,,,900,0,900,231,26,330,37,0,900,26,23,356,40
178527,,,,,,,,,,,,,,14,0,14,1,7,7,50,0,14,5,0,12,86
178615,1317,3,1314,800,61,982,75,0,1314,9,1,991,75,,,,,,,,,,,,,
178624,1287,1,1286,448,35,676,53,0,1286,13,7,689,54,,,,,,,,,,,,,
178679,130,0,130,30,23,66,51,0,130,1,2,67,52,,,,,,,,,,,,,
178697,253,0,253,115,45,152,60,0,253,2,0,154,61,,,,,,,,,,,,,
178721,141,0,141,16,11,38,27,0,141,3,2,41,29,,,,,,,,,,,,,
178828,,,,,,,,,,,,,,23,0,23,21,91,21,91,0,23,2,0,23,100
178891,7,0,7,2,29,2,29,0,7,1,0,3,43,,,,,,,,,,,,,
179043,398,0,398,262,66,289,73,0,398,2,0,291,73,,,,,,,,,,,,,
179159,1613,4,1609,1169,73,1281,80,1,1608,10,3,1291,80,,,,,,,,,,,,,
179195,,,,,,,,,,,,,,7,0,7,0,0,4,57,0,7,0,0,4,57
