UNITID,SNHCAT,OCCUPCAT,FACSTAT,SGTYPE,HRTOTLT,HRTOTLM,HRTOTLW,HRAIANT,HRAIANM,HRAIANW,HRASIAT,HRASIAM,HRASIAW,HRBKAAT,HRBKAAM,HRBKAAW,HRHISPT,HRHISPM,HRHISPW,HRNHPIT,HRNHPIM,HRNHPIW,HRWHITT,HRWHITM,HRWHITW,HR2MORT,HR2MORM,HR2MORW,HRUNKNT,HRUNKNM,HRUNKNW,HRNRALT,HRNRALM,HRNRALW
139719,10000,100,0,1,64,19,45,0,0,0,1,1,0,51,13,38,2,1,1,0,0,0,8,4,4,0,0,0,2,0,2,0,0,0
139755,10000,100,0,1,1089,564,525,0,0,0,87,42,45,449,172,277,67,35,32,0,0,0,341,225,116,28,11,17,36,27,9,81,52,29
139764,10000,100,0,1,23,9,14,0,0,0,1,0,1,3,1,2,1,1,0,0,0,0,17,6,11,0,0,0,1,1,0,0,0,0
139861,10000,100,0,1,71,36,35,0,0,0,1,0,1,16,9,7,3,0,3,0,0,0,45,25,20,1,0,1,2,1,1,3,1,2
139931,10000,100,0,1,277,118,159,0,0,0,12,4,8,88,33,55,14,4,10,0,0,0,147,66,81,10,8,2,6,3,3,0,0,0
139940,10000,100,0,1,374,141,233,0,0,0,33,16,17,171,52,119,13,5,8,1,0,1,134,57,77,4,2,2,6,2,4,12,7,5
139959,10000,100,0,1,783,303,480,0,0,0,43,24,19,121,35,86,44,19,25,3,0,3,440,169,271,20,7,13,35,7,28,77,42,35
139968,10000,100,0,1,10,6,4,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0
139986,10000,100,0,1,46,15,31,0,0,0,1,1,0,17,5,12,2,1,1,0,0,0,26,8,18,0,0,0,0,0,0,0,0,0
140012,10000,100,0,1,49,21,28,0,0,0,3,0,3,20,10,10,4,2,2,0,0,0,22,9,13,0,0,0,0,0,0,0,0,0
140146,10000,100,0,1,9,2,7,0,0,0,0,0,0,8,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140234,10000,100,0,1,15,7,8,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0
140243,10000,100,0,1,28,5,23,0,0,0,3,1,2,5,0,5,2,1,1,0,0,0,18,3,15,0,0,0,0,0,0,0,0,0
140252,10000,100,0,1,78,33,45,0,0,0,3,2,1,33,16,17,4,0,4,0,0,0,36,14,22,2,1,1,0,0,0,0,0,0
140331,10000,100,0,1,60,24,36,0,0,0,0,0,0,10,1,9,6,1,5,0,0,0,44,22,22,0,0,0,0,0,0,0,0,0
140340,10000,100,0,1,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140447,10000,100,0,1,182,85,97,1,0,1,11,7,4,36,4,32,7,1,6,0,0,0,120,68,52,2,1,1,0,0,0,5,4,1
140553,10000,100,0,1,77,31,46,0,0,0,3,0,3,61,24,37,1,0,1,0,0,0,9,4,5,0,0,0,3,3,0,0,0,0
140562,10000,100,0,1,284,83,201,0,0,0,7,3,4,245,67,178,11,5,6,0,0,0,17,7,10,2,0,2,0,0,0,2,1,1
140678,10000,100,0,1,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,12,0,0,0,0,0,0,0,0,0
140696,10000,100,0,1,55,28,27,0,0,0,2,1,1,20,6,14,5,2,3,1,1,0,26,17,9,1,1,0,0,0,0,0,0,0
140720,10000,100,0,1,21,12,9,0,0,0,0,0,0,20,12,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
140818,10000,100,0,1,52,21,31,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,50,20,30,1,1,0,0,0,0,0,0,0
140872,10000,100,0,1,42,17,25,0,0,0,1,1,0,3,1,2,3,1,2,0,0,0,35,14,21,0,0,0,0,0,0,0,0,0
140942,10000,100,0,1,43,17,26,0,0,0,1,0,1,16,3,13,2,1,1,0,0,0,22,12,10,2,1,1,0,0,0,0,0,0
140951,10000,100,0,1,258,109,149,0,0,0,8,2,6,39,14,25,14,6,8,0,0,0,141,65,76,7,2,5,33,11,22,16,9,7
140960,10000,100,0,1,35,12,23,0,0,0,1,1,0,24,8,16,1,1,0,0,0,0,8,2,6,1,0,1,0,0,0,0,0,0
140988,10000,100,0,1,25,5,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,24,4,20,0,0,0,0,0,0,0,0,0
141006,10000,100,0,1,8,5,3,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0
141060,10000,100,0,1,25,10,15,0,0,0,4,1,3,12,3,9,3,2,1,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0
141167,10000,100,0,1,25,10,15,0,0,0,0,0,0,5,4,1,1,0,1,0,0,0,19,6,13,0,0,0,0,0,0,0,0,0
141185,10000,100,0,1,11,7,4,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0
141237,10000,100,0,1,16,9,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,8,7,0,0,0,0,0,0,0,0,0
141255,10000,100,0,1,50,15,35,0,0,0,0,0,0,16,4,12,0,0,0,0,0,0,34,11,23,0,0,0,0,0,0,0,0,0
141264,10000,100,0,1,76,27,49,0,0,0,7,4,3,18,7,11,5,2,3,0,0,0,41,12,29,3,1,2,2,1,1,0,0,0
141325,10000,100,0,1,18,5,13,0,0,0,0,0,0,9,1,8,0,0,0,0,0,0,9,4,5,0,0,0,0,0,0,0,0,0
141334,10000,100,0,1,93,29,64,0,0,0,1,0,1,20,5,15,4,2,2,0,0,0,65,21,44,2,0,2,1,1,0,0,0,0
141361,10000,100,0,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,2,1,1,0,0,0
141486,10000,100,0,1,31,9,22,0,0,0,5,0,5,1,1,0,7,2,5,2,1,1,9,4,5,7,1,6,0,0,0,0,0,0
141565,10000,100,0,1,9,2,7,0,0,0,2,1,1,1,0,1,1,0,1,2,0,2,2,1,1,1,0,1,0,0,0,0,0,0
141574,10000,100,0,1,86,43,43,0,0,0,27,9,18,4,4,0,6,4,2,6,1,5,29,18,11,14,7,7,0,0,0,0,0,0
141644,10000,100,0,1,87,32,55,2,1,1,25,11,14,4,2,2,7,2,5,8,4,4,35,10,25,6,2,4,0,0,0,0,0,0
141680,10000,100,0,1,3,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
141796,10000,100,0,1,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
141802,10000,100,0,1,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
141811,10000,100,0,1,6,1,5,0,0,0,3,1,2,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0
141839,10000,100,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,0,1,0,0,0,0,0,0
141963,10000,100,0,1,16,8,8,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,5,3,2,3,2,1,0,0,0,0,0,0
141981,10000,100,0,1,12,8,4,0,0,0,5,2,3,0,0,0,1,1,0,1,0,1,2,2,0,3,3,0,0,0,0,0,0,0
141990,10000,100,0,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
142054,10000,100,0,1,19,4,15,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,13,3,10,2,0,2,1,0,1,0,0,0
142090,10000,100,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
142115,10000,100,0,1,297,127,170,0,0,0,7,2,5,8,8,0,33,10,23,1,0,1,214,91,123,16,5,11,11,6,5,7,5,2
142179,10000,100,0,1,38,20,18,0,0,0,1,0,1,0,0,0,4,2,2,0,0,0,31,16,15,0,0,0,2,2,0,0,0,0
142276,10000,100,0,1,82,36,46,1,0,1,4,1,3,0,0,0,0,0,0,0,0,0,53,23,30,0,0,0,24,12,12,0,0,0
142285,10000,100,0,1,162,76,86,2,0,2,2,1,1,3,2,1,8,7,1,0,0,0,124,58,66,5,3,2,14,4,10,4,1,3
142294,10000,100,0,1,41,19,22,0,0,0,2,1,1,2,1,1,6,4,2,0,0,0,26,12,14,4,0,4,0,0,0,1,1,0
142328,10000,100,0,1,41,19,22,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,36,15,21,1,0,1,0,0,0,0,0,0
142443,10000,100,0,1,62,27,35,0,0,0,1,1,0,0,0,0,3,1,2,0,0,0,48,20,28,2,1,1,7,4,3,1,0,1
142461,10000,100,0,1,39,12,27,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,32,10,22,0,0,0,5,1,4,0,0,0
142522,10000,100,0,1,71,44,27,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,60,36,24,0,0,0,8,5,3,0,0,0
142559,10000,100,0,1,81,20,61,0,0,0,1,0,1,0,0,0,18,2,16,0,0,0,53,14,39,3,1,2,5,2,3,1,1,0
142832,10000,100,0,1,44,14,30,0,0,0,3,2,1,12,2,10,6,2,4,0,0,0,15,5,10,0,0,0,8,3,5,0,0,0
143048,10000,100,0,1,37,10,27,0,0,0,2,1,1,3,1,2,5,3,2,0,0,0,22,5,17,3,0,3,0,0,0,2,0,2
143084,10000,100,0,1,56,25,31,0,0,0,3,2,1,7,4,3,6,1,5,0,0,0,38,17,21,0,0,0,2,1,1,0,0,0
143118,10000,100,0,1,58,18,40,0,0,0,1,1,0,6,0,6,7,2,5,0,0,0,42,14,28,0,0,0,2,1,1,0,0,0
143215,10000,100,0,1,56,27,29,0,0,0,1,1,0,7,3,4,2,2,0,1,0,1,40,21,19,1,0,1,4,0,4,0,0,0
143233,10000,100,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
143279,10000,100,0,1,24,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,6,0,0,0,13,5,8,0,0,0
143288,10000,100,0,1,22,10,12,0,0,0,0,0,0,4,0,4,1,0,1,0,0,0,17,10,7,0,0,0,0,0,0,0,0,0
143297,10000,100,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
143358,10000,100,0,1,102,55,47,1,0,1,7,5,2,7,3,4,1,1,0,0,0,0,84,44,40,2,2,0,0,0,0,0,0,0
143613,10000,100,0,1,11,5,6,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,9,4,5,0,0,0,0,0,0,0,0,0
143659,10000,100,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0
143853,10000,100,0,1,14,7,7,0,0,0,3,1,2,0,0,0,1,1,0,0,0,0,8,4,4,0,0,0,2,1,1,0,0,0
143978,10000,100,0,1,11,4,7,0,0,0,1,1,0,2,1,1,2,1,1,0,0,0,5,1,4,1,0,1,0,0,0,0,0,0
144005,10000,100,0,1,50,30,20,0,0,0,1,0,1,18,10,8,3,0,3,0,0,0,8,6,2,0,0,0,19,13,6,1,1,0
144014,10000,100,0,1,4,3,1,0,0,0,1,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144050,10000,100,0,1,1457,648,809,0,0,0,160,61,99,182,56,126,124,48,76,0,0,0,604,254,350,37,17,20,48,22,26,302,190,112
144157,10000,100,0,1,6,4,2,0,0,0,1,0,1,3,2,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
144166,10000,100,0,1,22,8,14,0,0,0,0,0,0,13,4,9,4,1,3,0,0,0,4,2,2,0,0,0,0,0,0,1,1,0
144175,10000,100,0,1,5,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0
144184,10000,100,0,1,17,7,10,0,0,0,0,0,0,7,4,3,3,0,3,0,0,0,4,1,3,1,0,1,2,2,0,0,0,0
144193,10000,100,0,1,4,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0
144209,10000,100,0,1,13,1,12,0,0,0,1,0,1,6,1,5,0,0,0,0,0,0,5,0,5,1,0,1,0,0,0,0,0,0
144218,10000,100,0,1,3,1,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
144281,10000,100,0,1,44,20,24,0,0,0,2,1,1,9,4,5,5,3,2,0,0,0,20,8,12,1,1,0,7,3,4,0,0,0
144351,10000,100,0,1,69,30,39,0,0,0,0,0,0,7,4,3,9,2,7,0,0,0,48,22,26,2,1,1,1,1,0,2,0,2
144485,10000,100,0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
144500,10000,100,0,1,45,14,31,0,0,0,2,1,1,19,6,13,9,2,7,0,0,0,13,4,9,2,1,1,0,0,0,0,0,0
144564,10000,100,0,1,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,1,0,1,0,0,0,0,0,0
144740,10000,100,0,1,126,53,73,0,0,0,9,3,6,20,8,12,20,9,11,0,0,0,56,20,36,2,1,1,16,11,5,3,1,2
144777,10000,100,0,1,99,22,77,0,0,0,2,0,2,18,3,15,11,2,9,0,0,0,57,17,40,2,0,2,9,0,9,0,0,0
144865,10000,100,0,1,49,18,31,0,0,0,2,2,0,6,2,4,8,3,5,0,0,0,33,11,22,0,0,0,0,0,0,0,0,0
144892,10000,100,0,1,60,29,31,0,0,0,1,1,0,3,3,0,1,1,0,0,0,0,43,19,24,0,0,0,9,4,5,3,1,2
144944,10000,100,0,1,48,16,32,0,0,0,7,2,5,5,2,3,6,1,5,0,0,0,28,10,18,2,1,1,0,0,0,0,0,0
144962,10000,100,0,1,47,17,30,0,0,0,1,1,0,1,1,0,6,1,5,0,0,0,33,13,20,0,0,0,6,1,5,0,0,0
144971,10000,100,0,1,19,7,12,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,14,3,11,1,1,0,1,0,1,0,0,0
145239,10000,100,0,1,4,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
145275,10000,100,0,1,9,2,7,0,0,0,0,0,0,5,0,5,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
145336,10000,100,0,1,73,25,48,1,0,1,7,3,4,23,5,18,5,2,3,0,0,0,27,12,15,0,0,0,10,3,7,0,0,0
145372,10000,100,0,1,52,22,30,0,0,0,2,0,2,6,2,4,0,0,0,0,0,0,44,20,24,0,0,0,0,0,0,0,0,0
145497,10000,100,0,1,5,2,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0
145521,10000,100,0,1,10,6,4,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0
145558,10000,100,0,1,102,50,52,0,0,0,37,19,18,11,6,5,8,5,3,0,0,0,45,19,26,1,1,0,0,0,0,0,0,0
145600,10000,100,0,1,1050,301,749,4,1,3,183,58,125,220,52,168,196,58,138,0,0,0,372,106,266,27,9,18,18,5,13,30,12,18
145619,10000,100,0,1,26,13,13,0,0,0,0,0,0,2,2,0,3,1,2,1,1,0,20,9,11,0,0,0,0,0,0,0,0,0
145628,10000,100,0,1,19,7,12,0,0,0,1,1,0,4,2,2,10,3,7,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0
145637,10000,100,0,1,714,321,393,4,3,1,44,19,25,72,41,31,50,19,31,0,0,0,476,204,272,22,11,11,4,2,2,42,22,20
145646,10000,100,0,1,47,19,28,0,0,0,1,0,1,7,2,5,3,1,2,0,0,0,32,13,19,3,2,1,0,0,0,1,1,0
145682,10000,100,0,1,46,16,30,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,40,15,25,1,0,1,0,0,0,1,1,0
145691,10000,100,0,1,44,19,25,0,0,0,1,0,1,2,1,1,3,1,2,0,0,0,37,16,21,1,1,0,0,0,0,0,0,0
145707,10000,100,0,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0
145725,10000,100,0,1,99,53,46,0,0,0,8,5,3,13,7,6,1,1,0,0,0,0,12,7,5,2,0,2,50,24,26,13,9,4
145813,10000,100,0,1,136,54,82,0,0,0,1,1,0,7,3,4,5,1,4,0,0,0,81,33,48,2,2,0,35,12,23,5,2,3
145831,10000,100,0,1,17,9,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,8,8,0,0,0,0,0,0,0,0,0
146205,10000,100,0,1,30,12,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,29,11,18,0,0,0,0,0,0,0,0,0
146278,10000,100,0,1,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,0,1,0,1,0,0,0
146296,10000,100,0,1,32,17,15,0,0,0,1,0,1,8,3,5,3,1,2,0,0,0,16,11,5,0,0,0,4,2,2,0,0,0
146339,10000,100,0,1,26,13,13,0,0,0,0,0,0,5,1,4,2,1,1,0,0,0,14,10,4,2,0,2,1,0,1,2,1,1
146348,10000,100,0,1,22,11,11,0,0,0,0,0,0,5,3,2,5,2,3,0,0,0,10,4,6,0,0,0,2,2,0,0,0,0
146366,10000,100,0,1,18,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,12,1,0,1,0,0,0,0,0,0
146418,10000,100,0,1,17,5,12,0,0,0,0,0,0,2,0,2,4,2,2,0,0,0,11,3,8,0,0,0,0,0,0,0,0,0
146427,10000,100,0,1,55,20,35,0,0,0,1,1,0,8,5,3,3,2,1,0,0,0,38,9,29,0,0,0,4,2,2,1,1,0
146472,10000,100,0,1,90,34,56,0,0,0,8,1,7,9,3,6,26,9,17,0,0,0,45,20,25,2,1,1,0,0,0,0,0,0
146481,10000,100,0,1,35,22,13,0,0,0,5,3,2,6,4,2,5,3,2,0,0,0,17,11,6,1,1,0,0,0,0,1,0,1
146490,10000,100,0,1,7,2,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0
146506,10000,100,0,1,31,18,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27,16,11,0,0,0,3,1,2,0,0,0
146533,10000,100,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
146603,10000,100,0,1,19,4,15,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,12,3,9,0,0,0,3,1,2,0,0,0
146612,10000,100,0,1,55,26,29,0,0,0,0,0,0,2,0,2,5,3,2,0,0,0,39,19,20,0,0,0,9,4,5,0,0,0
146667,10000,100,0,1,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,0,0
146676,10000,100,0,1,28,18,10,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,24,15,9,0,0,0,0,0,0,0,0,0
146685,10000,100,0,1,39,19,20,0,0,0,2,2,0,4,2,2,1,1,0,0,0,0,30,12,18,0,0,0,2,2,0,0,0,0
146700,10000,100,0,1,19,9,10,0,0,0,0,0,0,7,2,5,5,1,4,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0
146719,10000,100,0,1,311,133,178,0,0,0,28,15,13,37,15,22,42,20,22,0,0,0,164,68,96,4,1,3,11,2,9,25,12,13
146728,10000,100,0,1,7,4,3,0,0,0,0,0,0,3,1,2,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
146755,10000,100,0,1,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,0,0,0
146816,10000,100,0,1,4,2,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
146977,10000,100,0,1,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147004,10000,100,0,1,25,11,14,0,0,0,0,0,0,2,2,0,5,3,2,0,0,0,17,6,11,0,0,0,1,0,1,0,0,0
147013,10000,100,0,1,46,21,25,1,0,1,0,0,0,6,4,2,2,2,0,1,1,0,36,14,22,0,0,0,0,0,0,0,0,0
147129,10000,100,0,1,4,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
147244,10000,100,0,1,57,27,30,0,0,0,1,1,0,4,3,1,2,2,0,0,0,0,47,19,28,2,2,0,0,0,0,1,0,1
147341,10000,100,0,1,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5,0,0,0,0,0,0,1,1,0
147369,10000,100,0,1,59,35,24,0,0,0,4,3,1,8,4,4,11,6,5,1,1,0,35,21,14,0,0,0,0,0,0,0,0,0
147378,10000,100,0,1,18,8,10,0,0,0,1,0,1,3,1,2,5,3,2,0,0,0,9,4,5,0,0,0,0,0,0,0,0,0
147411,10000,100,0,1,4,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0
147536,10000,100,0,1,119,42,77,0,0,0,6,2,4,27,10,17,25,8,17,0,0,0,52,17,35,2,1,1,0,0,0,7,4,3
147590,10000,100,0,1,8,1,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,1,5,1,0,1,0,0,0,0,0,0
147660,10000,100,0,1,40,19,21,0,0,0,3,1,2,5,2,3,4,2,2,0,0,0,23,12,11,1,1,0,2,0,2,2,1,1
147679,10000,100,0,1,26,10,16,0,0,0,5,2,3,4,1,3,8,3,5,0,0,0,9,4,5,0,0,0,0,0,0,0,0,0
147697,10000,100,0,1,9,4,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0
147703,10000,100,0,1,103,45,58,0,0,0,5,2,3,13,5,8,7,2,5,0,0,0,58,27,31,1,0,1,2,1,1,17,8,9
147767,10000,100,0,1,1687,746,941,0,0,0,180,74,106,158,56,102,158,63,95,0,0,0,686,267,419,35,10,25,25,9,16,445,267,178
147776,10000,100,0,1,28,17,11,0,0,0,5,2,3,3,2,1,6,4,2,0,0,0,9,6,3,0,0,0,5,3,2,0,0,0
147800,10000,100,0,1,28,7,21,0,0,0,2,0,2,0,0,0,2,1,1,0,0,0,13,3,10,0,0,0,11,3,8,0,0,0
147828,10000,100,0,1,30,14,16,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,27,13,14,0,0,0,0,0,0,0,0,0
147916,10000,100,0,1,16,9,7,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,7,3,4,0,0,0,7,4,3,0,0,0
148007,10000,100,0,1,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
148016,10000,100,0,1,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,5,3,2,0,0,0
148131,10000,100,0,1,27,13,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,26,12,14,0,0,0,0,0,0,0,0,0
148256,10000,100,0,1,14,3,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,2,11,0,0,0,0,0,0,0,0,0
148292,10000,100,0,1,14,6,8,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,10,4,6,1,0,1,0,0,0,0,0,0
148380,10000,100,0,1,31,15,16,0,0,0,0,0,0,9,5,4,5,2,3,0,0,0,15,7,8,0,0,0,2,1,1,0,0,0
148405,10000,100,0,1,20,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,18,1,0,1,0,0,0,0,0,0
148487,10000,100,0,1,70,32,38,0,0,0,1,1,0,7,2,5,7,4,3,0,0,0,15,7,8,1,1,0,34,14,20,5,3,2
148496,10000,100,0,1,54,15,39,0,0,0,5,2,3,7,2,5,16,3,13,0,0,0,22,7,15,3,1,2,1,0,1,0,0,0
148511,10000,100,0,1,267,86,181,1,0,1,50,17,33,36,9,27,43,8,35,0,0,0,124,47,77,8,4,4,5,1,4,0,0,0
148575,10000,100,0,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0
148584,10000,100,0,1,12,1,11,0,0,0,1,0,1,4,0,4,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,0,0,0
148593,10000,100,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
148627,10000,100,0,1,33,12,21,0,0,0,2,0,2,2,0,2,3,0,3,0,0,0,5,2,3,1,0,1,20,10,10,0,0,0
148654,10000,100,0,1,50,20,30,0,0,0,1,1,0,3,2,1,1,1,0,0,0,0,42,16,26,3,0,3,0,0,0,0,0,0
148672,10000,100,0,1,11,6,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,5,5,0,0,0,0,0,0,0,0,0
148821,10000,100,0,1,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,8,0,0,0,0,0,0,0,0,0
148876,10000,100,0,1,15,6,9,0,0,0,2,1,1,0,0,0,10,4,6,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
148885,10000,100,0,1,17,8,9,0,0,0,1,1,0,1,1,0,8,1,7,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0
148937,10000,100,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
148982,10000,100,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
148991,10000,100,0,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0
149028,10000,100,0,1,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
149222,10000,100,0,1,523,173,350,1,0,1,21,10,11,65,22,43,17,7,10,0,0,0,394,123,271,14,3,11,0,0,0,11,8,3
149231,10000,100,0,1,119,47,72,0,0,0,2,1,1,31,9,22,5,1,4,0,0,0,77,33,44,1,1,0,1,1,0,2,1,1
149240,10000,100,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149329,10000,100,0,1,6,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
149365,10000,100,0,1,56,11,45,0,0,0,1,1,0,26,3,23,4,1,3,1,0,1,23,5,18,0,0,0,1,1,0,0,0,0
149505,10000,100,0,1,22,8,14,0,0,0,1,1,0,4,1,3,5,3,2,0,0,0,11,2,9,1,1,0,0,0,0,0,0,0
149514,10000,100,0,1,21,9,12,1,0,1,1,0,1,3,3,0,1,0,1,0,0,0,15,6,9,0,0,0,0,0,0,0,0,0
149532,10000,100,0,1,17,8,9,0,0,0,3,3,0,3,2,1,4,1,3,0,0,0,5,1,4,0,0,0,2,1,1,0,0,0
