UNITID,FACSTAT,SISTOTL,SISPROF,SISASCP,SISASTP,SISINST,SISLECT,SISNORK
221971,0,201,86,51,64,0,0,0
221999,0,1334,487,273,326,44,187,17
222053,0,137,18,58,27,34,0,0
222062,0,158,21,59,41,37,0,0
222105,0,24,0,0,0,24,0,0
222178,0,286,74,71,61,26,0,54
222567,0,118,0,0,0,0,0,118
222576,0,178,25,16,29,98,0,10
222628,0,14,13,0,1,0,0,0
222822,0,92,0,0,0,0,0,92
222831,0,300,80,53,70,64,0,33
222877,0,6,0,0,0,6,0,0
222938,0,5,0,0,0,5,0,0
222983,0,101,26,45,24,6,0,0
222992,0,616,333,186,56,4,0,37
223001,0,22,9,6,4,0,0,3
223083,0,24,0,0,0,24,0,0
223223,0,3480,408,675,1778,619,0,0
223232,0,1117,301,313,259,12,232,0
223320,0,51,10,16,10,7,1,7
223427,0,337,0,0,0,0,0,337
223463,0,11,0,0,0,0,0,11
223472,0,7,0,0,0,7,0,0
223506,0,99,14,22,36,27,0,0
223816,0,176,140,0,0,0,0,36
223898,0,80,72,0,0,8,0,0
223922,0,39,1,0,1,37,0,0
224004,0,53,11,15,16,11,0,0
224110,0,139,0,0,0,0,0,139
224147,0,411,100,108,180,10,13,0
224226,0,104,41,17,46,0,0,0
224244,0,6,5,0,1,0,0,0
224271,0,6,0,0,0,6,0,0
224305,0,74,34,14,15,2,0,9
224323,0,135,18,61,24,29,0,3
224350,0,338,94,52,62,98,0,32
224527,0,73,20,15,38,0,0,0
224545,0,100,20,29,26,22,3,0
224554,0,356,72,106,118,54,6,0
224615,0,916,0,0,0,0,0,916
224642,0,391,159,81,64,0,73,14
224660,0,33,0,0,0,33,0,0
224679,0,76,0,0,0,76,0,0
224712,0,16,3,5,5,0,0,3
224776,0,4,0,0,0,4,0,0
224891,0,28,9,2,10,7,0,0
224961,0,62,3,3,6,49,0,1
225070,0,116,113,0,0,0,0,3
225201,0,30,0,0,0,29,0,1
225247,0,88,39,17,28,4,0,0
225308,0,157,0,0,0,156,0,1
225371,0,83,0,0,0,0,0,83
225399,0,134,30,37,62,4,1,0
225414,0,288,65,112,64,0,32,15
225423,0,849,0,0,0,849,0,0
225432,0,357,75,95,81,1,97,8
225502,0,124,36,41,27,0,11,9
225511,0,1529,439,343,231,0,82,434
225520,0,101,7,36,19,39,0,0
225548,0,55,18,14,18,5,0,0
225575,0,43,9,13,15,3,3,0
225627,0,349,82,123,110,34,0,0
225876,0,6,0,0,0,6,0,0
225885,0,34,5,7,22,0,0,0
226019,0,132,0,0,0,132,0,0
226091,0,405,84,114,78,127,0,2
226107,0,40,2,2,4,28,4,0
226116,0,58,1,1,3,53,0,0
226134,0,165,98,19,16,32,0,0
226152,0,243,27,64,93,29,30,0
226204,0,164,0,0,0,0,0,164
226231,0,94,23,28,22,4,1,16
226277,0,62,0,0,0,62,0,0
226383,0,87,28,21,22,5,0,11
226408,0,109,14,20,73,0,2,0
226471,0,165,57,29,68,11,0,0
226578,0,203,106,53,40,4,0,0
226587,0,75,28,14,18,15,0,0
226806,0,136,43,53,9,25,0,6
226833,0,234,42,71,91,20,9,1
226879,0,9,9,0,0,0,0,0
226903,0,91,0,0,0,91,0,0
227146,0,108,11,80,15,0,0,2
227182,0,879,645,110,63,61,0,0
227216,0,1200,328,240,219,71,320,22
227225,0,67,38,4,7,18,0,0
227289,0,23,8,3,8,1,0,3
227304,0,134,12,37,11,74,0,0
227331,0,104,27,21,50,6,0,0
227368,0,1357,300,243,269,3,542,0
227377,0,94,0,0,0,0,0,94
227386,0,70,52,0,0,18,0,0
227401,0,78,0,0,0,0,0,78
227429,0,13,0,7,0,0,6,0
227526,0,435,92,66,114,1,142,20
227687,0,34,1,4,1,28,0,0
227757,0,746,315,119,168,20,122,2
227845,0,158,46,43,62,3,4,0
227854,0,242,12,33,54,102,0,41
227863,0,133,30,48,46,8,1,0
227881,0,823,185,184,205,1,248,0
227924,0,285,73,27,55,85,0,45
227979,0,486,0,0,0,0,0,486
228042,0,54,12,17,17,8,0,0
228149,0,210,86,54,40,27,3,0
228158,0,260,46,44,70,100,0,0
228194,0,49,42,2,3,0,0,2
228246,0,743,213,145,89,136,152,8
228316,0,123,4,2,7,105,0,5
228325,0,67,24,12,17,14,0,0
228343,0,123,42,32,24,25,0,0
228431,0,490,114,136,109,40,67,24
228459,0,1299,273,278,224,0,501,23
228468,0,50,12,19,18,0,0,1
228486,0,6,0,0,0,6,0,0
228501,0,81,21,13,30,4,10,3
228529,0,458,74,128,133,116,7,0
228547,0,651,125,103,105,318,0,0
228608,0,139,49,29,56,0,0,5
228635,0,1767,389,431,929,18,0,0
228644,0,836,216,240,322,7,2,49
228653,0,636,178,166,287,3,0,2
228699,0,87,16,31,21,11,0,8
228705,0,304,89,106,49,16,44,0
228723,0,3137,1139,654,617,488,239,0
228769,0,1067,232,182,189,0,109,355
228778,0,2848,978,493,420,37,894,26
228787,0,914,256,152,148,0,358,0
228796,0,776,152,173,154,0,297,0
228802,0,430,87,121,67,82,68,5
228866,0,22,13,5,2,2,0,0
228875,0,710,207,220,153,102,26,2
228884,0,24,2,6,9,7,0,0
228909,0,230,51,64,99,16,0,0
228981,0,98,27,29,23,1,9,9
229018,0,166,30,28,49,0,51,8
229027,0,1036,313,300,311,0,104,8
229063,0,370,109,82,50,2,0,127
229115,0,1502,396,409,398,8,233,58
229160,0,91,24,41,17,9,0,0
229179,0,458,115,137,174,5,24,3
229267,0,263,100,78,68,3,14,0
229300,0,1961,349,481,1042,63,0,26
229337,0,751,168,203,315,30,0,35
229355,0,346,329,0,0,0,0,17
229416,0,58,0,0,0,0,0,58
229504,0,78,0,0,0,0,0,78
229540,0,84,20,36,13,13,0,2
229780,0,97,55,15,20,7,0,0
229799,0,133,0,0,0,130,0,3
229814,0,353,71,84,105,89,4,0
229832,0,47,1,3,5,38,0,0
229841,0,161,0,0,0,0,0,161
229887,0,30,0,6,17,7,0,0
230038,0,1289,443,511,318,12,0,5
230047,0,124,27,45,51,0,0,1
230171,0,254,40,72,94,28,0,20
230366,0,9,0,0,9,0,0,0
230418,0,17,0,0,0,0,0,17
230597,0,150,19,36,52,43,0,0
230603,0,377,68,95,157,0,51,6
230728,0,1054,268,280,334,29,142,1
230737,0,793,130,270,213,0,180,0
230746,0,334,58,160,107,8,1,0
230764,0,2417,779,611,586,18,318,105
230782,0,579,174,122,148,131,0,4
230807,0,111,37,46,28,0,0,0
230816,0,60,0,0,0,0,0,60
230834,0,79,34,25,20,0,0,0
230852,0,107,36,41,19,11,0,0
230889,0,9,9,0,0,0,0,0
230913,0,57,22,21,14,0,0,0
230959,0,327,128,68,73,2,5,51
230995,0,153,26,49,32,1,39,6
231059,0,108,34,29,26,19,0,0
231068,0,5,1,3,1,0,0,0
231095,0,14,0,0,0,0,0,14
231147,0,45,22,4,19,0,0,0
231165,0,81,33,13,35,0,0,0
231174,0,747,232,202,117,7,189,0
231411,0,19,0,0,0,19,0,0
231420,0,55,13,22,17,3,0,0
231536,0,67,12,17,23,12,3,0
231554,0,39,7,7,25,0,0,0
231581,0,94,13,44,25,12,0,0
231624,0,670,259,186,133,17,75,0
231651,0,143,38,44,47,3,11,0
231697,0,65,19,16,16,13,1,0
231712,0,280,53,100,64,20,43,0
231785,0,36,0,0,0,36,0,0
231873,0,20,0,4,1,15,0,0
231882,0,55,7,12,12,20,4,0
231970,0,236,60,49,112,15,0,0
232025,0,98,19,21,51,7,0,0
232043,0,85,18,27,25,15,0,0
232052,0,15,1,6,5,3,0,0
232089,0,62,5,21,30,5,1,0
232186,0,1468,399,514,475,80,0,0
232195,0,108,11,22,45,28,2,0
232256,0,99,34,24,23,0,18,0
232265,0,217,25,60,110,9,1,12
232308,0,84,18,25,32,0,4,5
232414,0,106,28,38,23,17,0,0
232423,0,1048,379,284,217,168,0,0
232450,0,116,35,22,22,36,1,0
232557,0,735,224,225,207,22,0,57
232566,0,247,55,84,75,4,21,8
232575,0,70,17,16,26,9,2,0
232609,0,184,45,66,63,10,0,0
232618,0,25,0,0,0,0,0,25
232672,0,95,13,31,48,3,0,0
232681,0,236,83,81,36,6,30,0
232706,0,155,48,38,51,18,0,0
232788,0,44,10,9,14,11,0,0
232797,0,24,0,0,0,0,0,24
232867,0,47,17,12,13,5,0,0
232885,0,36,1,12,17,5,1,0
232937,0,220,79,65,54,21,1,0
232946,0,582,206,162,119,85,10,0
232982,0,856,224,201,196,5,230,0
233019,0,46,5,16,12,13,0,0
233037,0,17,1,9,5,2,0,0
233082,0,9,0,0,0,9,0,0
233116,0,76,22,32,7,15,0,0
233277,0,462,133,120,130,79,0,0
233295,0,125,47,29,30,10,9,0
233301,0,53,21,18,12,2,0,0
233310,0,30,8,7,7,8,0,0
233329,0,15,0,0,0,15,0,0
233338,0,32,10,8,10,4,0,0
233356,0,39,0,9,15,15,0,0
233374,0,435,132,137,70,2,1,93
233408,0,30,0,0,0,30,0,0
233426,0,155,44,46,22,1,0,42
233541,0,265,55,95,83,9,22,1
233602,0,5,5,0,0,0,0,0
233611,0,54,17,14,18,5,0,0
233639,0,47,9,13,15,6,4,0
233648,0,54,4,12,23,15,0,0
233718,0,48,6,7,32,3,0,0
233754,0,81,16,25,20,20,0,0
233772,0,266,66,80,52,64,4,0
233842,0,25,9,9,6,1,0,0
233897,0,102,25,28,22,27,0,0
233903,0,38,6,13,13,6,0,0
233921,0,2172,616,571,630,317,1,37
233949,0,77,17,27,18,15,0,0
234030,0,2201,472,700,908,121,0,0
234076,0,2441,818,771,737,36,79,0
234085,0,149,63,29,45,5,7,0
234137,0,5,4,0,0,1,0,0
234155,0,279,58,88,88,42,0,3
234164,0,56,23,7,16,5,0,5
234173,0,85,42,25,13,0,5,0
234207,0,263,104,50,88,9,7,5
234377,0,33,4,11,14,4,0,0
234669,0,204,65,96,38,5,0,0
234696,0,72,0,0,0,0,0,72
234711,0,48,0,0,0,48,0,0
234827,0,478,155,99,49,0,151,24
234845,0,67,0,0,0,0,0,67
234915,0,31,0,0,0,0,0,31
234933,0,177,0,0,0,0,0,177
234951,0,105,0,0,0,0,0,105
234979,0,138,0,0,0,0,0,138
235024,0,60,17,14,10,19,0,0
235097,0,401,141,72,44,2,142,0
235103,0,104,0,0,0,0,0,104
235149,0,122,0,0,0,0,0,122
235167,0,94,0,0,0,0,0,94
235237,0,136,0,0,0,0,0,136
235316,0,459,131,149,142,0,37,0
235334,0,59,0,0,0,0,0,59
235343,0,174,0,0,0,0,0,174
235422,0,56,10,21,18,7,0,0
235431,0,156,0,0,0,0,0,156
235547,0,45,13,20,12,0,0,0
235671,0,68,0,0,0,0,0,68
235699,0,85,0,0,0,0,0,85
235750,0,71,0,0,0,0,0,71
236072,0,81,0,0,0,0,0,81
236133,0,59,11,25,20,1,0,2
236188,0,133,0,0,0,0,0,133
236212,0,52,0,0,0,52,0,0
236230,0,175,41,61,55,18,0,0
236258,0,43,0,0,0,0,0,43
236328,0,205,111,35,51,7,0,1
236382,0,76,0,0,0,76,0,0
236452,0,104,23,36,31,14,0,0
236504,0,78,0,0,0,0,0,78
236513,0,118,0,0,0,0,0,118
236577,0,195,64,55,67,8,0,1
236595,0,524,110,199,158,48,0,9
236610,0,125,0,0,0,0,0,125
236638,0,95,0,0,0,0,0,95
236656,0,102,0,0,0,0,0,102
236692,0,200,0,0,0,0,0,200
236708,0,131,0,0,0,0,0,131
236753,0,133,0,0,0,0,0,133
236887,0,99,0,0,0,0,0,99
236896,0,81,33,16,25,7,0,0
236939,0,1373,393,472,453,5,47,3
236948,0,5242,1669,1362,1412,320,478,1
236975,0,84,0,0,0,0,0,84
237011,0,684,238,194,111,141,0,0
237039,0,88,0,0,0,0,0,88
237057,0,182,43,57,48,9,19,6
237066,0,192,50,53,45,9,35,0
237109,0,134,0,0,0,0,0,134
237118,0,47,3,15,28,1,0,0
237136,0,14,3,2,6,3,0,0
237181,0,42,13,14,15,0,0,0
237215,0,64,22,22,9,10,1,0
237312,0,117,8,31,66,12,0,0
237330,0,103,32,21,39,11,0,0
237358,0,44,10,7,20,7,0,0
237367,0,154,36,23,71,10,0,14
237385,0,60,12,20,15,0,13,0
237525,0,810,227,214,302,65,0,2
237686,0,68,14,14,24,16,0,0
237701,0,53,11,8,13,19,0,2
237783,0,31,16,15,0,0,0,0
237792,0,129,35,45,32,0,17,0
237817,0,58,13,11,16,18,0,0
237880,0,55,16,26,11,1,0,1
237899,0,100,31,27,27,15,0,0
237932,0,144,39,32,39,26,2,6
237950,0,85,12,23,42,7,0,1
237969,0,61,8,26,27,0,0,0
237987,0,10,0,0,0,0,0,10
237996,0,12,0,0,0,0,0,12
238014,0,55,7,7,16,24,0,1
238032,0,1379,383,440,413,63,1,79
238078,0,32,8,1,11,12,0,0
238193,0,87,27,20,40,0,0,0
238263,0,428,0,0,0,428,0,0
238324,0,26,1,1,11,13,0,0
238333,0,84,30,20,31,1,0,2
238397,0,78,0,0,0,78,0,0
238430,0,46,3,18,25,0,0,0
238458,0,151,22,41,47,0,41,0
238476,0,146,39,49,58,0,0,0
238616,0,229,67,59,100,3,0,0
238661,0,89,15,34,5,0,35,0
238722,0,293,0,0,0,0,0,293
238759,0,233,0,0,0,0,0,233
238980,0,32,7,10,11,4,0,0
239008,0,95,0,0,0,95,0,0
239017,0,173,33,72,47,16,5,0
239071,0,49,12,23,2,0,0,12
239080,0,51,6,11,26,4,0,4
239105,0,653,156,204,209,53,0,31
239169,0,1734,417,394,843,80,0,0
239220,0,83,0,0,0,83,0,0
239248,0,512,0,0,0,451,0,61
239309,0,55,20,14,11,10,0,0
239318,0,164,44,49,50,21,0,0
239372,0,132,0,0,0,132,0,0
239390,0,67,14,14,36,2,0,1
239424,0,8,3,3,2,0,0,0
239442,0,52,0,0,0,52,0,0
239460,0,142,0,0,0,142,0,0
239488,0,254,0,0,0,0,0,254
239512,0,48,15,10,19,4,0,0
239628,0,52,17,18,16,1,0,0
239716,0,140,30,52,52,5,0,1
239910,0,68,0,0,0,68,0,0
240107,0,100,21,23,53,3,0,0
240116,0,220,0,0,0,0,0,220
240125,0,192,0,0,0,192,0,0
240170,0,188,0,0,0,186,0,2
240189,0,460,104,167,75,0,113,1
240198,0,146,0,0,0,146,0,0
240268,0,427,139,93,109,12,74,0
240277,0,253,36,101,101,0,15,0
240329,0,456,129,158,144,1,24,0
240338,0,63,14,15,29,0,5,0
240365,0,407,131,109,90,2,75,0
240374,0,157,26,55,39,0,35,2
240392,0,58,30,12,15,1,0,0
240417,0,279,103,49,65,0,61,1
240426,0,111,39,17,40,0,15,0
240444,0,3746,1319,720,1108,443,131,25
240453,0,945,223,308,162,224,28,0
240462,0,269,82,65,54,0,68,0
240471,0,211,87,33,61,0,27,3
240480,0,308,118,92,57,2,37,2
240505,0,121,0,0,0,121,0,0
240514,0,57,27,5,9,16,0,0
240596,0,34,7,13,11,1,0,2
240620,0,121,0,0,0,0,0,121
240657,0,51,3,16,17,15,0,0
240666,0,88,0,0,43,38,0,7
240693,0,66,11,18,17,20,0,0
240718,0,61,0,0,0,60,0,1
240727,0,710,212,174,156,8,160,0
240736,0,76,0,0,0,76,0,0
240745,0,49,7,7,11,20,4,0
240754,0,135,38,44,35,18,0,0
240790,0,35,1,7,18,9,0,0
241100,0,7,1,0,6,0,0,0
241128,0,4,0,3,1,0,0,0
241191,0,30,1,6,15,3,0,5
241216,0,53,53,0,0,0,0,0
241225,0,17,2,5,3,5,0,2
241304,0,49,31,0,0,0,0,18
241331,0,34,7,13,14,0,0,0
241377,0,20,1,1,4,14,0,0
241395,0,20,2,6,4,0,0,8
241410,0,202,43,60,69,13,0,17
241517,0,3,3,0,0,0,0,0
241614,0,15,1,0,0,2,0,12
241720,0,18,0,1,5,12,0,0
241739,0,118,6,12,47,51,2,0
241766,0,39,11,12,8,3,0,5
241836,0,38,0,0,0,38,0,0
241951,0,25,1,1,0,9,0,14
242042,0,37,37,0,0,0,0,0
242112,0,15,15,0,0,0,0,0
242121,0,7,7,0,0,0,0,0
242130,0,12,0,0,0,12,0,0
242149,0,9,0,0,0,9,0,0
242556,0,31,31,0,0,0,0,0
242583,0,36,30,0,0,0,0,6
242617,0,66,14,26,22,4,0,0
242626,0,72,6,14,36,16,0,0
242635,0,67,16,8,35,8,0,0
242644,0,22,1,4,10,7,0,0
242653,0,134,34,55,37,8,0,0
242662,0,81,14,24,36,7,0,0
242680,0,26,1,7,16,2,0,0
242699,0,36,1,5,17,13,0,0
242705,0,81,12,20,36,13,0,0
242723,0,18,12,5,1,0,0,0
242972,0,242,7,52,0,183,0,0
243081,0,132,39,23,62,8,0,0
243106,0,80,41,12,14,13,0,0
243115,0,137,71,26,24,16,0,0
243133,0,152,55,34,43,20,0,0
243142,0,94,24,20,27,23,0,0
243151,0,105,35,31,33,6,0,0
243160,0,9,0,0,0,0,0,9
243179,0,149,76,24,26,23,0,0
243188,0,29,17,7,5,0,0,0
243197,0,436,302,57,50,27,0,0
243203,0,575,252,130,128,19,0,46
243212,0,77,25,18,21,13,0,0
243221,0,722,352,86,192,73,0,19
243346,0,91,7,16,32,36,0,0
243443,0,70,18,6,17,20,0,9
243498,0,5,5,0,0,0,0,0
243568,0,51,13,11,23,4,0,0
243577,0,134,37,76,17,4,0,0
243586,0,34,6,5,19,1,0,3
243601,0,145,17,26,69,33,0,0
243638,0,86,49,10,18,9,0,0
243647,0,26,0,10,0,12,4,0
243665,0,112,18,23,60,11,0,0
243744,0,3853,1162,423,425,0,0,1843
243780,0,2159,812,520,541,7,0,279
243823,0,96,11,16,52,17,0,0
243832,0,55,0,0,0,55,0,0
243841,0,11,0,0,0,11,0,0
244233,0,5,0,0,0,5,0,0
244437,0,380,50,141,89,23,50,27
244446,0,83,0,0,0,0,0,83
245625,0,23,7,6,1,0,0,9
245652,0,42,0,0,0,0,0,42
245838,0,37,0,0,0,0,0,37
245847,0,8,0,0,0,0,0,8
245865,0,60,0,0,0,0,0,60
245883,0,62,0,0,0,0,0,62
245892,0,21,0,0,0,0,0,21
245953,0,35,8,13,14,0,0,0
245962,0,8,0,0,0,8,0,0
246354,0,141,25,15,23,49,0,29
246813,0,102,0,0,0,0,0,102
246974,0,11,0,0,0,11,0,0
247065,0,6,0,0,0,6,0,0
247603,0,25,3,6,5,4,0,7
247649,0,48,10,20,18,0,0,0
247834,0,541,0,0,0,0,0,541
247940,0,73,29,14,10,20,0,0
248934,0,386,12,175,0,191,0,8
250027,0,32,0,0,0,0,0,32
251260,0,95,0,0,0,0,0,95
251312,0,8,0,0,6,2,0,0
260372,0,15,0,0,0,15,0,0
260691,0,25,0,0,0,25,0,0
260789,0,21,0,0,0,21,0,0
260813,0,9,0,0,0,9,0,0
260992,0,12,3,5,2,2,0,0
262031,0,101,33,22,24,22,0,0
262086,0,100,22,44,34,0,0,0
262129,0,97,36,27,27,4,0,3
262457,0,7,0,0,0,7,0,0
363633,0,24,0,0,0,24,0,0
363907,0,16,0,0,6,10,0,0
363934,0,43,35,0,0,0,0,8
364016,0,110,0,0,0,0,0,110
364025,0,143,0,0,0,0,0,143
366003,0,7,2,1,2,1,0,1
366252,0,261,9,43,81,121,7,0
366270,0,13,0,0,0,13,0,0
366340,0,13,0,0,0,13,0,0
366368,0,5,5,0,0,0,0,0
366395,0,260,133,66,52,9,0,0
366401,0,130,0,0,0,130,0,0
366465,0,68,0,0,0,0,0,68
366535,0,13,0,0,0,0,0,13
366553,0,47,0,0,0,47,0,0
366711,0,402,110,94,88,0,110,0
367112,0,8,0,0,0,8,0,0
367459,0,152,26,8,7,21,0,90
367884,0,20,0,0,0,0,0,20
367954,0,228,3,25,116,66,1,17
368443,0,10,0,0,0,0,0,10
368452,0,4,0,0,0,4,0,0
368629,0,20,0,0,0,20,0,0
368911,0,66,0,0,0,66,0,0
369002,0,12,5,2,5,0,0,0
369400,0,63,0,0,0,0,0,63
369516,0,2,0,0,0,0,0,2
369659,0,3,0,0,0,0,0,3
369668,0,20,0,0,0,20,0,0
372329,0,29,0,0,0,29,0,0
372921,0,8,0,0,0,8,0,0
374024,0,12,0,5,5,1,0,1
375416,0,6,0,0,0,0,0,6
376224,0,3,3,0,0,0,0,0
376385,0,16,16,0,0,0,0,0
376695,0,58,0,0,0,57,0,1
377111,0,10,0,0,0,0,0,10
377458,0,4,0,0,0,0,0,4
377555,0,211,50,110,49,0,2,0
377564,0,278,58,110,97,0,13,0
377661,0,2,0,0,0,0,0,2
378105,0,7,0,0,0,7,0,0
378576,0,17,1,2,1,7,0,6
379746,0,7,0,0,0,7,0,0
380359,0,16,0,0,0,0,0,16
380368,0,24,0,0,0,24,0,0
380377,0,25,0,0,0,0,0,25
380438,0,16,0,0,16,0,0,0
381459,0,5,2,3,0,0,0,0
382957,0,13,0,0,0,13,0,0
383084,0,23,0,0,0,23,0,0
383190,0,68,11,11,28,18,0,0
383996,0,7,3,1,3,0,0,0
384254,0,37,3,7,11,16,0,0
384333,0,104,0,0,0,0,0,104
384342,0,78,44,8,12,14,0,0
384412,0,1,0,0,0,1,0,0
385415,0,36,9,10,13,4,0,0
385503,0,8,0,0,0,8,0,0
385619,0,69,0,0,0,0,0,69
386472,0,15,1,2,9,3,0,0
388520,0,9,6,1,2,0,0,0
392257,0,61,0,0,0,61,0,0
392415,0,7,0,0,0,7,0,0
393649,0,14,0,0,0,0,0,14
395362,0,30,0,0,0,30,0,0
399212,0,115,0,0,0,115,0,0
399869,0,10,1,0,0,5,3,1
399911,0,63,15,22,21,4,0,1
401223,0,5,0,4,1,0,0,0
403469,0,13,10,0,0,0,0,3
403478,0,16,9,0,0,0,0,7
403487,0,22,11,0,0,0,0,11
404055,0,5,0,0,0,5,0,0
404222,0,16,4,1,10,1,0,0
404426,0,43,0,0,0,0,0,43
404912,0,26,0,0,0,26,0,0
405058,0,6,0,0,0,6,0,0
405872,0,77,14,32,30,0,1,0
406024,0,60,0,0,0,60,0,0
406033,0,89,0,0,2,87,0,0
407629,0,168,33,40,90,5,0,0
408844,0,70,0,0,0,70,0,0
409254,0,20,4,6,6,4,0,0
409315,0,549,8,22,39,397,73,10
409616,0,32,31,1,0,0,0,0
409698,0,229,69,54,59,0,47,0
412173,0,16,0,0,0,0,0,16
412599,0,6,0,0,0,0,0,6
413413,0,180,0,0,0,0,0,180
413617,0,14,0,0,0,14,0,0
413626,0,17,0,0,0,17,0,0
413680,0,27,0,0,0,0,0,27
414461,0,77,18,0,0,59,0,0
414595,0,5,0,0,1,3,0,1
414911,0,27,9,8,3,6,1,0
414939,0,5,0,0,0,0,0,5
414966,0,13,3,3,7,0,0,0
416458,0,6,0,0,0,6,0,0
416801,0,22,1,0,0,0,21,0
417327,0,13,0,0,0,13,0,0
417734,0,15,0,1,6,8,0,0
418533,0,56,0,0,0,0,0,56
419244,0,6,0,0,0,0,0,6
420024,0,7,0,0,0,0,0,7
420246,0,17,8,5,4,0,0,0
420370,0,7,0,0,0,7,0,0
420398,0,194,49,32,37,54,0,22
420431,0,60,0,0,0,0,0,60
420440,0,18,0,0,0,18,0,0
420538,0,38,0,0,0,38,0,0
420556,0,26,0,0,0,26,0,0
420723,0,10,0,0,0,9,0,1
421708,0,29,0,0,0,0,0,29
421841,0,8,0,0,0,0,0,8
421878,0,11,0,0,0,11,0,0
422695,0,11,0,0,0,0,0,11
422835,0,6,0,0,0,6,0,0
423120,0,10,0,0,0,10,0,0
423643,0,299,43,99,139,4,0,14
423652,0,11,0,0,0,11,0,0
426314,0,121,6,44,54,17,0,0
428170,0,54,0,0,0,54,0,0
428392,0,32,0,0,0,0,0,32
429085,0,8,2,3,1,1,1,0
429094,0,9,7,0,0,2,0,0
430670,0,41,1,10,21,9,0,0
430704,0,6,0,0,0,6,0,0
430795,0,11,0,0,0,11,0,0
430935,0,12,10,0,0,0,0,2
431141,0,55,0,0,0,55,0,0
432348,0,14,1,1,12,0,0,0
432384,0,19,0,0,0,19,0,0
432524,0,6,6,0,0,0,0,0
433004,0,33,9,6,10,8,0,0
433013,0,23,0,0,0,23,0,0
433174,0,31,0,0,0,0,0,31
433387,0,2974,0,0,0,0,0,2974
433420,0,17,0,0,0,17,0,0
433536,0,6,3,0,1,2,0,0
433660,0,535,116,138,141,139,1,0
434016,0,10,0,0,0,10,0,0
434061,0,161,11,4,29,107,10,0
434140,0,26,0,0,0,26,0,0
434159,0,11,0,0,0,11,0,0
434584,0,11,0,3,6,0,0,2
434672,0,384,72,129,147,36,0,0
434751,0,4,0,0,0,4,0,0
434821,0,17,0,0,0,0,0,17
434900,0,15,15,0,0,0,0,0
435000,0,488,51,86,292,59,0,0
436304,0,56,7,4,7,38,0,0
436429,0,225,0,0,0,225,0,0
436614,0,7,7,0,0,0,0,0
437097,0,24,2,0,0,14,6,2
437103,0,124,25,36,25,36,0,2
437635,0,26,0,0,0,26,0,0
437936,0,21,0,0,0,21,0,0
438179,0,7,0,0,0,6,0,1
438258,0,15,0,0,0,15,0,0
438504,0,30,0,0,0,0,0,30
438586,0,3,0,0,0,0,0,3
438665,0,4,0,0,0,4,0,0
438708,0,14,1,1,5,5,0,2
438735,0,9,0,0,0,0,0,9
439118,0,5,0,0,0,5,0,0
439190,0,47,0,0,0,0,0,47
439367,0,27,0,0,0,27,0,0
439446,0,7,0,0,0,7,0,0
439570,0,21,0,0,0,21,0,0
439701,0,15,7,4,4,0,0,0
439738,0,9,0,0,0,9,0,0
439792,0,11,0,0,0,11,0,0
440031,0,51,21,15,12,0,0,3
440059,0,37,0,0,0,0,0,37
440138,0,1,0,0,0,0,0,1
440262,0,20,4,0,0,16,0,0
440271,0,5,0,0,0,0,0,5
440396,0,17,17,0,0,0,0,0
440402,0,74,1,6,21,46,0,0
440651,0,21,21,0,0,0,0,0
440794,0,11,6,2,3,0,0,0
440916,0,38,3,15,12,8,0,0
441025,0,7,0,0,0,7,0,0
441052,0,27,0,0,0,0,0,27
441070,0,7,0,0,0,6,0,1
441104,0,20,7,3,10,0,0,0
441131,0,14,1,6,2,0,0,5
441229,0,50,0,0,0,0,0,50
441371,0,330,0,0,0,330,0,0
441423,0,13,0,0,0,13,0,0
441609,0,11,0,0,0,11,0,0
441636,0,20,0,0,0,20,0,0
441742,0,27,0,0,0,27,0,0
441760,0,74,0,0,0,65,0,9
441858,0,10,0,0,0,10,0,0
441900,0,117,10,20,39,0,48,0
441937,0,228,57,50,59,0,62,0
441982,0,47,18,8,14,6,1,0
442064,0,7,0,1,6,0,0,0
442134,0,8,0,0,0,8,0,0
442295,0,25,12,3,8,0,0,2
442356,0,68,3,7,10,44,4,0
442383,0,5,0,0,0,0,0,5
442426,0,13,0,0,0,13,0,0
442444,0,25,0,0,0,25,0,0
442569,0,11,1,3,5,2,0,0
442602,0,17,0,0,0,17,0,0
442611,0,39,0,0,0,0,0,39
442781,0,18,0,0,0,18,0,0
442806,0,173,20,46,87,20,0,0
442842,0,3,0,0,0,2,0,1
442879,0,1,0,0,0,0,0,1
442930,0,16,0,0,0,16,0,0
443049,0,6,5,0,0,0,1,0
443076,0,5,1,2,0,0,0,2
443261,0,20,0,0,0,20,0,0
443331,0,55,1,9,12,32,0,1
443410,0,79,14,33,17,0,15,0
443492,0,59,9,9,22,19,0,0
443562,0,37,37,0,0,0,0,0
443571,0,2,0,0,0,2,0,0
443599,0,19,13,2,4,0,0,0
443650,0,12,0,0,0,12,0,0
443748,0,8,0,0,0,5,0,3
444088,0,18,0,0,13,5,0,0
444219,0,126,0,0,0,126,0,0
444325,0,5,0,0,0,5,0,0
444556,0,20,0,0,0,20,0,0
444565,0,16,0,0,0,0,0,16
444778,0,8,0,0,0,8,0,0
444787,0,174,0,0,174,0,0,0
444866,0,22,0,0,0,22,0,0
444954,0,57,14,15,18,8,0,2
445027,0,89,0,0,0,0,0,89
