UNITID,SCUGFFP,GISTN2,GISTON2,GISTWF2,GISTOF2,GISTUN2,GISTT2,GISTA2,GISTN1,GISTON1,GISTWF1,GISTOF1,GISTUN1,GISTT1,GISTA1,GISTN0,GISTON0,GISTWF0,GISTOF0,GISTUN0,GISTT0,GISTA0,GIS4N2,GIS4ON2,GIS4WF2,GIS4OF2,GIS4UN2,GIS4T2,GIS4A2,GIS4N12,GIS4T12,GIS4A12,GIS4N22,GIS4T22,GIS4A22,GIS4N32,GIS4T32,GIS4A32,GIS4N42,GIS4T42,GIS4A42,GIS4N52,GIS4T52,GIS4A52,NPIST2,NPIST1,NPIST0,NPIS412,NPIS422,NPIS432,NPIS442,NPIS452,GRNTN2,GRNTON2,GRNTWF2,GRNTOF2,GRNTUN2,GRNTT2,GRNTA2,GRNTN1,GRNTON1,GRNTWF1,GRNTOF1,GRNTUN1,GRNTT1,GRNTA1,GRNTN0,GRNTON0,GRNTWF0,GRNTOF0,GRNTUN0,GRNTT0,GRNTA0,GRN4N2,GRN4ON2,GRN4WF2,GRN4OF2,GRN4UN2,GRN4T2,GRN4A2,GRN4N12,GRN4T12,GRN4A12,GRN4N22,GRN4T22,GRN4A22,GRN4N32,GRN4T32,GRN4A32,GRN4N42,GRN4T42,GRN4A42,GRN4N52,GRN4T52,GRN4A52,NPGRN2,NPGRN1,NPGRN0,NPT412,NPT422,NPT432,NPT442,NPT452,GIS4N1,GIS4ON1,GIS4WF1,GIS4OF1,GIS4UN1,GIS4T1,GIS4A1,GIS4N11,GIS4T11,GIS4A11,GIS4N21,GIS4T21,GIS4A21,GIS4N31,GIS4T31,GIS4A31,GIS4N41,GIS4T41,GIS4A41,GIS4N51,GIS4T51,GIS4A51,NPIS411,NPIS421,NPIS431,NPIS441,NPIS451,GRN4N1,GRN4ON1,GRN4WF1,GRN4OF1,GRN4UN1,GRN4T1,GRN4A1,GRN4N11,GRN4T11,GRN4A11,GRN4N21,GRN4T21,GRN4A21,GRN4N31,GRN4T31,GRN4A31,GRN4N41,GRN4T41,GRN4A41,GRN4N51,GRN4T51,GRN4A51,NPT411,NPT421,NPT431,NPT441,NPT451,GIS4N0,GIS4ON0,GIS4WF0,GIS4OF0,GIS4UN0,GIS4T0,GIS4A0,GIS4N10,GIS4T10,GIS4A10,GIS4N20,GIS4T20,GIS4A20,GIS4N30,GIS4T30,GIS4A30,GIS4N40,GIS4T40,GIS4A40,GIS4N50,GIS4T50,GIS4A50,NPIS410,NPIS420,NPIS430,NPIS440,NPIS450,GRN4N0,GRN4ON0,GRN4WF0,GRN4OF0,GRN4UN0,GRN4T0,GRN4A0,GRN4N10,GRN4T10,GRN4A10,GRN4N20,GRN4T20,GRN4A20,GRN4N30,GRN4T30,GRN4A30,GRN4N40,GRN4T40,GRN4A40,GRN4N50,GRN4T50,GRN4A50,NPT410,NPT420,NPT430,NPT440,NPT450,GIS4G2,GIS4G12,GIS4G22,GIS4G32,GIS4G42,GIS4G52,GIS4G1,GIS4G11,GIS4G21,GIS4G31,GIS4G41,GIS4G51,GIS4G0,GIS4G10,GIS4G20,GIS4G30,GIS4G40,GIS4G50,GRN4G2,GRN4G12,GRN4G22,GRN4G32,GRN4G42,GRN4G52,GRN4G1,GRN4G11,GRN4G21,GRN4G31,GRN4G41,GRN4G51,GRN4G0,GRN4G10,GRN4G20,GRN4G30,GRN4G40,GRN4G50
135267,62,31,,8,23,0,84179,2715,8,,4,3,1,22186,2773,30,,2,12,16,111603,3720,3,,1,2,0,11639,3880,3,11639,3880,0,0,,0,0,,0,0,,0,0,,9073,4541,5220,7362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,4,3,0,22113,3159,5,16823,3365,2,5290,2645,0,0,,0,0,,0,0,,3949,4669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,5,1,0,21033,3506,3,12189,4063,1,4266,4266,1,3233,3233,1,1345,1345,0,0,,2933,2730,3763,5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,0,0,7,5,2,0,0,0,6,3,1,1,1,0,,,,,,,,,,,,,,,,,,
135276,53,57,,23,34,0,234754,4118,99,,32,67,0,335762,3392,78,,27,31,20,425000,5449,44,,15,29,0,201324,4576,36,172565,4793,5,18472,3694,2,7459,3730,1,2828,2828,0,0,,12351,12184,6465,12255,13354,13318,14220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,27,38,0,261699,4026,58,229760,3961,4,15143,3786,3,16796,5599,0,0,,0,0,,10812,10987,9174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,25,47,0,280006,3889,54,210771,3903,12,56235,4686,6,13000,2167,0,0,,0,0,,9042,8259,10778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,36,5,2,1,0,65,58,4,3,0,0,72,54,12,6,0,0,,,,,,,,,,,,,,,,,,
135294,29,94,,33,61,0,219490,2335,75,,26,49,0,247425,3299,137,,41,96,0,378244,2761,64,,27,37,0,219490,3430,64,219490,3430,0,0,,0,0,,0,0,,0,0,,6906,5978,6900,5237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,25,36,0,213439,3499,61,213439,3499,0,0,,0,0,,0,0,,0,0,,5266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,34,65,0,333531,3369,99,333531,3369,0,0,,0,0,,0,0,,0,0,,5934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,64,0,0,0,0,61,61,0,0,0,0,99,99,0,0,0,0,,,,,,,,,,,,,,,,,,
135337,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,4,3,0,28495,4071,11,,6,5,0,41353,3759,13,,5,8,0,53029,4079,7,,4,3,0,28495,4071,4,20951,5238,2,5871,2936,0,0,,1,1673,1673,0,0,,12447,13198,13878,11280,13582,,14845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,6,6,0,41353,3446,7,27738,3963,4,11942,2986,0,0,,1,1673,1673,0,0,,13351,14328,,15641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,6,10,0,53029,3314,10,43057,4306,3,4511,1504,3,5461,1820,0,0,,0,0,,13723,16525,16209,,,,,,,,,,,,,,,,,,,,,7,4,2,0,1,0,11,7,3,0,1,0,13,9,2,2,0,0
135364,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,1,0,8288,8288,0,,,,,,,0,,,,,,,1,,1,0,0,8288,8288,1,8288,8288,0,0,,0,0,,0,0,,0,0,,17608,,,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,,,,,,,,,,,,
135391,13,889,,558,229,102,4608098,5183,911,,600,268,43,4726876,5189,770,,490,220,60,4445616,5774,684,,440,205,39,4241265,6201,663,4199517,6334,14,26951,1925,5,7939,1588,1,3100,3100,1,3758,3758,12485,12985,11078,11741,16150,16487,14975,14317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824,,551,262,11,4514622,5479,814,4509686,5540,9,1850,206,1,3086,3086,0,0,,0,0,,12827,18161,15281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,,495,216,9,3903448,5421,715,3903448,5459,2,0,0,3,0,0,0,0,,0,0,,11334,16793,16793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,661,14,5,1,1,779,774,4,1,0,0,645,645,0,0,0,0,,,,,,,,,,,,,,,,,,
135407,84,88,,36,43,9,458273,5208,81,,19,62,0,420066,5186,86,,22,64,0,407898,4743,79,,36,43,0,458273,5801,39,272200,6979,17,105757,6221,23,80316,3492,0,0,,0,0,,4233,4106,4271,2462,3220,5949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,7,47,0,338638,6271,36,237532,6598,15,86715,5781,3,14391,4797,0,0,,0,0,,3270,4087,5071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,18,45,0,334627,5312,41,229887,5607,18,87984,4888,3,12756,4252,1,4000,4000,0,0,,3246,3965,4601,4853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,39,17,23,0,0,54,36,15,3,0,0,63,41,18,3,1,0,,,,,,,,,,,,,,,,,,
135522,52,174,,68,105,1,699341,4019,242,,90,150,2,716714,2962,171,,26,145,0,916110,5357,174,,68,105,1,699341,4019,174,699341,4019,0,0,,0,0,,0,0,,0,0,,6128,7614,7226,6128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,34,206,2,716714,2962,242,716714,2962,0,0,,0,0,,0,0,,0,0,,9714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,18,145,8,916110,5357,171,916110,5357,0,0,,0,0,,0,0,,0,0,,7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,174,0,0,0,0,242,242,0,0,0,0,171,171,0,0,0,0,,,,,,,,,,,,,,,,,,
135559,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,20,33,0,164300,3100,11,,0,10,1,35700,3245,5,,0,5,0,20215,4043,53,,33,20,0,164300,3100,21,81570,3884,18,42541,2363,14,40189,2871,0,0,,0,0,,16082,18855,16637,12784,14305,13797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1,10,0,35700,3245,10,31570,3157,0,0,,1,4130,4130,0,0,,0,0,,18088,,17115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,0,6,0,20215,3369,5,20215,4043,0,0,,0,0,,1,0,0,0,0,,16637,,,20680,,,,,,,,,,,,,,,,,,,,53,21,18,14,0,0,10,9,0,1,0,0,5,5,0,0,0,0
135610,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135647,14,41,,18,23,0,152310,3715,38,,26,12,0,104925,2761,38,,24,14,0,149497,3934,26,,13,13,0,118157,4545,16,78493,4906,7,33137,4734,2,4684,2342,1,1843,1843,0,0,,6510,5506,4750,4832,5004,7396,7895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,10,9,0,81033,4265,14,65148,4653,5,15885,3177,0,0,,0,0,,0,0,,4875,6351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,16,10,0,135850,5225,16,86561,5410,9,49056,5451,1,233,233,0,0,,0,0,,3403,3362,8580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,7,2,1,0,19,14,5,0,0,0,26,16,9,1,0,0,,,,,,,,,,,,,,,,,,
135717,14,5239,,4835,308,96,32486679,6201,7546,,6692,740,114,46038576,6101,5699,,5065,552,82,34930743,6129,3991,,3701,290,0,27543243,6901,2686,19660357,7320,879,5731122,6520,383,2039579,5325,36,105924,2942,7,6261,894,4211,4998,4947,3313,4113,5308,7691,9739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6378,,5652,726,0,41295486,6475,4610,31640690,6863,1214,7253415,5975,506,2295754,4537,34,91712,2697,14,13915,994,4482,5370,6808,8648,10351,,,,,,,,,,,,,,,,,,,,,,,,,,,,4896,,4346,550,0,31716100,6478,3562,24397028,6849,927,5590070,6030,359,1656974,4616,29,63541,2191,19,8487,447,4471,5290,6704,9129,10873,,,,,,,,,,,,,,,,,,,,,,,,,,,,3965,2685,872,379,25,4,6342,4604,1210,499,26,3,4853,3560,923,353,14,3,,,,,,,,,,,,,,,,,,
135726,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662,1169,460,33,0,58190432,35012,1479,1291,177,11,0,55391260,37452,1647,1473,168,6,0,55884508,33931,875,604,258,13,0,33656426,38464,56,2796122,49931,77,4238571,55046,162,8119172,50118,171,7578692,44320,409,10923869,26709,34492,31726,33102,19275,14160,19088,24886,42497,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,713,73,3,0,18513874,23465,122,3062222,25100,96,3325150,34637,135,4126163,30564,113,2857158,25285,323,5143181,15923,44463,34926,38999,44278,53640,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,759,72,2,48,17884560,20300,118,2907329,24638,100,3062567,30626,139,3990551,28709,110,2475827,22508,414,5448286,13160,42611,36623,38540,44741,54089,,,,,,,,,,,,,,,,,,,832,55,76,162,170,369,730,107,96,134,113,280,813,107,100,138,107,361
135735,10,17,,11,6,0,76618,4507,9,,6,3,0,31927,3547,11,,5,6,0,40279,3662,14,,9,5,0,71736,5124,6,31248,5208,7,36293,5185,1,4195,4195,0,0,,0,0,,9749,9724,12138,9107,9130,10120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,6,3,0,31927,3547,5,19419,3884,3,9963,3321,1,2545,2545,0,0,,0,0,,9387,9950,10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,5,3,0,31861,3983,7,28977,4140,1,2884,2884,0,0,,0,0,,0,0,,9418,10674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,7,1,0,0,9,5,3,1,0,0,8,7,1,0,0,0,,,,,,,,,,,,,,,,,,
136109,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1,10,0,58748,5341,24,,4,20,0,133883,5578,20,,7,12,1,114700,5735,15,,2,13,0,57748,3850,10,55153,5515,0,0,,1,2595,2595,2,0,0,2,0,0,21792,20421,16832,21144,,24064,26659,26659,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,8,27,0,133883,3825,21,117255,5584,4,14883,3721,3,1745,582,4,0,0,3,0,0,19656,21519,24658,25240,25240,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,11,15,1,114700,4248,17,94470,5557,4,20230,5058,2,0,0,2,0,0,2,0,0,16335,16834,21892,21892,21892,,,,,,,,,,,,,,,,,,,11,10,0,1,0,0,24,19,4,1,0,0,20,16,4,0,0,0
136145,7,69,,42,20,7,357822,5186,81,,55,23,3,476797,5886,86,,58,26,2,512493,5959,43,,27,16,0,298810,6949,20,149707,7485,14,97790,6985,8,44596,5575,1,6717,6717,0,0,,3910,3060,3066,1878,2378,3788,2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,41,18,0,417705,7080,34,265029,7795,13,96829,7448,9,45553,5061,2,7694,3847,1,2600,2600,1206,1553,3940,5154,6401,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,37,23,0,429985,7166,37,289128,7814,19,120374,6335,3,15638,5213,1,4845,4845,0,0,,1610,3089,4211,4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,20,14,8,1,0,59,34,13,9,2,1,60,37,19,3,1,0,,,,,,,,,,,,,,,,,,
136172,18,2098,686,978,179,255,18091976,8623,2050,1271,431,139,209,19273457,9402,1766,1131,356,115,164,16687883,9450,1149,473,553,123,0,11162760,9715,391,5100631,13045,242,2915268,12047,206,1875005,9102,127,547041,4307,183,724815,3961,7746,9789,9857,3829,4827,7772,12567,12913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230,883,253,94,0,13042829,10604,394,5950003,15102,249,3335353,13395,234,2170384,9275,170,821734,4834,183,765355,4182,4367,6074,10194,14635,15287,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129,818,215,94,2,11314159,10021,322,4678620,14530,229,3133971,13685,206,1981898,9621,144,698290,4849,228,821380,3603,5097,5942,10006,14778,16024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060,390,242,200,100,128,1133,394,248,223,132,136,1005,321,229,199,111,145,,,,,,,,,,,,,,,,,,
136215,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673,724,664,117,168,39728440,23747,1506,873,403,83,147,36312813,24112,1239,735,317,70,117,29051858,23448,1317,631,581,105,0,32322427,24542,409,11617209,28404,183,4750964,25962,194,4573667,23576,160,3512761,21955,371,7867826,21207,26530,26317,24776,21875,24317,26703,28324,29072,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,725,339,77,1,28088364,24596,352,10244431,29103,172,4665375,27124,162,3771191,23279,142,3108740,21893,314,6298627,20059,21326,23305,27150,28536,30370,,,,,,,,,,,,,,,,,,,,,,,,,,,,953,621,267,65,0,23242573,24389,298,8567454,28750,122,3456156,28329,141,3276026,23234,147,3195070,21735,245,4747867,19379,19544,19965,25060,26559,28915,,,,,,,,,,,,,,,,,,,1316,409,183,194,160,370,1141,352,172,161,142,314,951,298,122,141,147,243
136233,9,212,,120,64,28,1286129,6067,378,,229,124,25,2180219,5768,406,,226,135,45,2150583,5297,209,,140,69,0,1136198,5436,69,674589,9777,35,256799,7337,41,147587,3600,35,37055,1059,29,20168,695,5992,6328,6995,2123,4563,8300,10841,11205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,191,117,0,1985275,6446,149,1381485,9272,57,429727,7539,35,110627,3161,27,35241,1305,40,28195,705,3079,4812,9190,11046,11646,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,,191,119,8,1952854,6141,146,1290486,8839,62,468621,7558,39,116008,2975,39,45913,1177,32,31826,995,3542,4823,9406,11204,11386,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,67,31,28,15,9,258,148,56,25,15,14,261,145,60,31,14,11,,,,,,,,,,,,,,,,,,
136303,19,31,,10,21,0,114078,3680,34,,15,19,0,139789,4111,27,,7,20,0,168624,6245,21,,10,11,0,78378,3732,14,58654,4190,2,8093,4047,5,11631,2326,0,0,,0,0,,11501,12522,12316,9363,9506,11227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,12,15,0,133159,4932,18,105104,5839,2,8440,4220,6,16670,2778,1,2945,2945,0,0,,10744,12363,13805,13638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,8,17,0,166345,6654,19,138181,7273,2,11412,5706,2,11190,5595,2,5562,2781,0,0,,10379,11946,12057,14871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,14,2,5,0,0,27,18,2,6,1,0,25,19,2,2,2,0,,,,,,,,,,,,,,,,,,
136330,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,402,58,20,30,11967082,23465,518,420,53,24,21,11811268,22802,519,444,38,22,15,11583227,22318,327,256,38,14,19,7757859,23724,90,2257318,25081,54,1509140,27947,47,1162545,24735,50,1106744,22135,86,1722112,20025,27881,27242,25908,26240,23374,26586,29186,31296,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,264,41,15,19,7901582,23309,91,2289897,25164,38,1062711,27966,70,1812280,25890,53,1173498,22141,87,1563196,17968,24675,21873,23949,27698,31871,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,282,23,13,10,7336355,22367,68,1710375,25153,51,1373745,26936,60,1355091,22585,49,1067110,21778,100,1830034,18300,23101,21318,25669,26476,29954,,,,,,,,,,,,,,,,,,,327,90,54,47,50,86,339,91,38,70,53,87,328,68,51,60,49,100
136358,9,1526,,1090,399,37,9856878,6459,1577,,1095,452,30,9878946,6264,1470,,1053,397,20,9572601,6512,1385,,1010,375,0,9378891,6772,853,6635055,7778,324,2045687,6314,157,619707,3947,35,61950,1770,16,16492,1031,9277,9782,2833,7993,9457,11824,14001,14740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445,,1022,423,0,9496589,6572,863,6559708,7601,352,2226873,6326,171,652498,3816,35,40557,1159,24,16953,706,8452,9727,12237,14894,15347,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352,,978,374,0,9086773,6721,814,6330979,7778,313,2028725,6482,167,710449,4254,30,16120,537,28,500,18,1594,2890,5118,8835,9354,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345,853,323,146,19,4,1413,863,351,166,20,13,1288,811,312,155,9,1,,,,,,,,,,,,,,,,,,
136400,10,569,,301,155,113,3205723,5634,823,,484,243,96,5208629,6329,756,,448,206,102,4283852,5666,479,,311,155,13,2920950,6098,245,1834600,7488,90,621003,6900,86,363943,4232,30,59527,1984,28,41877,1496,5305,4637,5072,3403,3991,6659,8907,9395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,,507,249,34,5016427,6350,366,3021590,8256,190,1306485,6876,109,472937,4339,66,137368,2081,59,78047,1323,2678,4058,6595,8853,9611,,,,,,,,,,,,,,,,,,,,,,,,,,,,684,,475,209,0,3935173,5753,353,2420352,6857,180,1101376,6119,92,355049,3859,30,58396,1947,29,0,0,3819,4557,6817,8729,10676,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,244,90,82,19,13,732,366,190,98,46,32,623,352,180,81,10,0,,,,,,,,,,,,,,,,,,
136473,9,565,,270,190,105,3407035,6030,748,,374,256,118,4556949,6092,594,,335,167,92,3305786,5565,484,,259,187,38,3206068,6624,273,2096458,7679,93,661441,7112,70,343238,4903,22,61915,2814,26,43016,1654,3464,3351,3518,1863,2430,4639,6728,7888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692,,377,255,60,4400646,6359,371,2772174,7472,143,975816,6824,101,474885,4702,48,102049,2126,29,75722,2611,1949,2597,4719,7295,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,,333,166,14,3063860,5972,266,1835341,6900,128,825107,6446,75,319795,4264,23,59480,2586,21,24137,1149,2182,2636,4818,6496,7933,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,273,93,69,16,20,674,371,143,98,39,23,492,266,128,73,15,10,,,,,,,,,,,,,,,,,,
136491,15,3,,1,2,0,6055,2018,3,,2,1,0,12250,4083,7,,3,4,0,29994,4285,2,,0,2,0,4055,2028,2,4055,2028,0,0,,0,0,,0,0,,0,0,,19766,7939,11012,25090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,1,1,12240,4080,1,6195,6195,1,4945,4945,0,0,,1,1100,1100,0,0,,8301,9551,,13396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,3,3,1,28352,4050,1,744,744,2,12038,6019,4,15570,3893,0,0,,0,0,,13488,8213,10339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,3,1,1,0,1,0,7,1,2,4,0,0,,,,,,,,,,,,,,,,,,
136516,7,333,,239,84,10,1778567,5341,528,,359,169,0,2801415,5306,509,,346,163,0,2237837,4397,294,,202,82,10,1682489,5723,231,1367851,5921,29,125399,4324,13,62867,4836,15,94255,6284,6,32117,5353,8227,8573,9483,7796,9393,8881,7433,8364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,,343,169,0,2666883,5209,387,2026926,5238,52,256104,4925,42,215349,5127,20,117637,5882,11,50867,4624,8693,9006,8804,8049,9307,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,,323,169,0,2096162,4260,381,1616840,4244,55,239339,4352,29,114476,3947,17,78307,4606,10,47200,4720,9756,9648,10053,9394,9280,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,213,26,11,15,6,478,362,46,40,20,10,446,343,50,26,17,10,,,,,,,,,,,,,,,,,,
136659,18,11,,8,2,1,49681,4516,6,,3,1,2,24253,4042,4,,1,3,0,22079,5520,7,,5,2,0,41541,5934,4,27256,6814,2,9390,4695,1,4895,4895,0,0,,0,0,,3333,7101,10251,1849,3968,3768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,1,0,21709,5427,3,15185,5062,0,0,,1,6524,6524,0,0,,0,0,,6081,,4619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,3,0,22079,5520,3,20034,6678,1,2045,2045,0,0,,0,0,,0,0,,9093,13726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,2,1,0,0,4,3,0,1,0,0,4,3,1,0,0,0,,,,,,,,,,,,,,,,,,
136765,82,269,,0,0,269,1277466,4749,188,,0,0,188,923558,4913,189,,0,0,189,732298,3875,269,,0,269,0,1277466,4749,269,1277466,4749,0,0,,0,0,,0,0,,0,0,,16194,16030,17069,22744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,0,188,0,621000,3303,188,621000,3303,0,0,,0,0,,0,0,,0,0,,24190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,0,189,0,622000,3291,189,622000,3291,0,0,,0,0,,0,0,,0,0,,24203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,269,0,0,0,0,72,72,0,0,0,0,50,50,0,0,0,0,,,,,,,,,,,,,,,,,,
136774,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,320,90,8,0,6586120,15756,423,387,17,19,0,6733882,15919,406,370,15,21,0,6136695,15115,254,211,30,13,0,4413400,17376,41,1057509,25793,28,705399,25193,28,503275,17974,33,543756,16477,124,1603461,12931,51318,53496,52384,42330,42930,50149,51646,55192,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,219,17,18,0,4379756,17243,51,1124997,22059,36,793225,22034,25,450868,18035,44,655007,14887,98,1355659,13833,47001,47026,51025,54173,55227,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,191,11,19,0,3906338,17676,48,1071978,22333,39,842543,21604,30,508712,16957,30,463536,15451,74,1019569,13778,44992,45721,50368,51874,53547,,,,,,,,,,,,,,,,,,,254,41,28,28,33,124,254,51,36,25,44,98,221,48,39,30,30,74
136826,19,77,,28,49,0,193505,2513,86,,26,60,0,181485,2110,69,,21,48,0,169465,2456,77,,28,49,0,185872,2414,53,136450,2575,21,45000,2143,3,4422,1474,0,0,,0,0,,12359,13220,12147,12297,12729,13398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,26,60,0,181485,2110,52,138275,2659,23,36490,1587,11,6720,611,0,0,,0,0,,12671,13743,14719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,21,48,0,169465,2456,38,135441,3564,20,26490,1325,11,7534,685,0,0,,0,0,,11039,13278,13918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,24,18,3,0,0,59,31,18,10,0,0,41,27,8,6,0,0,,,,,,,,,,,,,,,,,,
