UNITID,SCUGFFP,GISTN2,GISTON2,GISTWF2,GISTOF2,GISTUN2,GISTT2,GISTA2,GISTN1,GISTON1,GISTWF1,GISTOF1,GISTUN1,GISTT1,GISTA1,GISTN0,GISTON0,GISTWF0,GISTOF0,GISTUN0,GISTT0,GISTA0,GIS4N2,GIS4ON2,GIS4WF2,GIS4OF2,GIS4UN2,GIS4T2,GIS4A2,GIS4N12,GIS4T12,GIS4A12,GIS4N22,GIS4T22,GIS4A22,GIS4N32,GIS4T32,GIS4A32,GIS4N42,GIS4T42,GIS4A42,GIS4N52,GIS4T52,GIS4A52,NPIST2,NPIST1,NPIST0,NPIS412,NPIS422,NPIS432,NPIS442,NPIS452,GRNTN2,GRNTON2,GRNTWF2,GRNTOF2,GRNTUN2,GRNTT2,GRNTA2,GRNTN1,GRNTON1,GRNTWF1,GRNTOF1,GRNTUN1,GRNTT1,GRNTA1,GRNTN0,GRNTON0,GRNTWF0,GRNTOF0,GRNTUN0,GRNTT0,GRNTA0,GRN4N2,GRN4ON2,GRN4WF2,GRN4OF2,GRN4UN2,GRN4T2,GRN4A2,GRN4N12,GRN4T12,GRN4A12,GRN4N22,GRN4T22,GRN4A22,GRN4N32,GRN4T32,GRN4A32,GRN4N42,GRN4T42,GRN4A42,GRN4N52,GRN4T52,GRN4A52,NPGRN2,NPGRN1,NPGRN0,NPT412,NPT422,NPT432,NPT442,NPT452,GIS4N1,GIS4ON1,GIS4WF1,GIS4OF1,GIS4UN1,GIS4T1,GIS4A1,GIS4N11,GIS4T11,GIS4A11,GIS4N21,GIS4T21,GIS4A21,GIS4N31,GIS4T31,GIS4A31,GIS4N41,GIS4T41,GIS4A41,GIS4N51,GIS4T51,GIS4A51,NPIS411,NPIS421,NPIS431,NPIS441,NPIS451,GRN4N1,GRN4ON1,GRN4WF1,GRN4OF1,GRN4UN1,GRN4T1,GRN4A1,GRN4N11,GRN4T11,GRN4A11,GRN4N21,GRN4T21,GRN4A21,GRN4N31,GRN4T31,GRN4A31,GRN4N41,GRN4T41,GRN4A41,GRN4N51,GRN4T51,GRN4A51,NPT411,NPT421,NPT431,NPT441,NPT451,GIS4N0,GIS4ON0,GIS4WF0,GIS4OF0,GIS4UN0,GIS4T0,GIS4A0,GIS4N10,GIS4T10,GIS4A10,GIS4N20,GIS4T20,GIS4A20,GIS4N30,GIS4T30,GIS4A30,GIS4N40,GIS4T40,GIS4A40,GIS4N50,GIS4T50,GIS4A50,NPIS410,NPIS420,NPIS430,NPIS440,NPIS450,GRN4N0,GRN4ON0,GRN4WF0,GRN4OF0,GRN4UN0,GRN4T0,GRN4A0,GRN4N10,GRN4T10,GRN4A10,GRN4N20,GRN4T20,GRN4A20,GRN4N30,GRN4T30,GRN4A30,GRN4N40,GRN4T40,GRN4A40,GRN4N50,GRN4T50,GRN4A50,NPT410,NPT420,NPT430,NPT440,NPT450,GIS4G2,GIS4G12,GIS4G22,GIS4G32,GIS4G42,GIS4G52,GIS4G1,GIS4G11,GIS4G21,GIS4G31,GIS4G41,GIS4G51,GIS4G0,GIS4G10,GIS4G20,GIS4G30,GIS4G40,GIS4G50,GRN4G2,GRN4G12,GRN4G22,GRN4G32,GRN4G42,GRN4G52,GRN4G1,GRN4G11,GRN4G21,GRN4G31,GRN4G41,GRN4G51,GRN4G0,GRN4G10,GRN4G20,GRN4G30,GRN4G40,GRN4G50
234119,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,8,20,0,147119,5254,23,,5,18,0,119213,5183,26,,6,20,0,116446,4479,28,,8,20,0,147119,5254,28,147119,5254,0,0,,0,0,,0,0,,0,0,,18234,14205,13016,18234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,8,15,0,111351,4841,22,109251,4966,1,2100,2100,0,0,,0,0,,0,0,,12982,15848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,6,20,0,110646,4256,23,108581,4721,3,2065,688,0,0,,0,0,,0,0,,12774,16807,,,,,,,,,,,,,,,,,,,,,,28,28,0,0,0,0,17,16,1,0,0,0,26,23,3,0,0,0
234137,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,24,2,0,178738,6875,99,83,0,7,9,737654,7451,86,65,2,3,16,342673,3985,26,0,24,2,0,178738,6875,18,134309,7462,7,41634,5948,1,2795,2795,0,0,,0,0,,7691,17878,21023,7104,8618,11771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,90,0,7,2,701649,7087,63,499515,7929,20,138036,6902,10,57598,5760,4,6500,1625,2,0,0,17400,18427,19569,23704,25329,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,84,1,1,0,271375,3156,70,233533,3336,4,16188,4047,7,21654,3093,5,0,0,0,0,,21862,21151,22105,25198,,,,,,,,,,,,,,,,,,,,26,18,7,1,0,0,91,61,20,8,2,0,67,56,4,7,0,0
234155,24,560,472,0,0,88,3865876,6903,676,570,0,0,106,3610756,5341,589,497,0,0,92,3065544,5205,465,434,0,0,31,3865876,8314,250,2538081,10152,89,809571,9096,53,306478,5783,44,168254,3824,29,43492,1500,16770,18332,18034,13521,14577,17890,19849,22173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,523,0,0,38,3610756,6436,302,2370586,7850,108,756145,7001,64,286253,4473,53,157150,2965,34,40622,1195,15823,16672,19200,20708,22478,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,456,0,0,33,3065544,6269,263,2012636,7653,94,641970,6829,56,243030,4340,46,133421,2900,30,34487,1150,15586,16410,18899,20339,22089,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,236,66,40,37,12,472,285,80,49,45,13,411,248,70,43,39,11,,,,,,,,,,,,,,,,,,
234164,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,106,14,215,0,3596646,10736,230,197,9,16,8,3068831,13343,156,137,4,15,0,1556612,9978,284,94,8,182,0,2513512,8850,145,1534698,10584,61,535911,8785,44,270920,6157,22,109375,4972,12,62608,5217,16068,18722,21417,16318,18117,20745,21930,21685,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,196,8,15,10,2827128,12346,122,1603175,13141,49,635280,12965,23,236123,10266,16,142764,8923,19,209786,11041,18941,19117,21816,23159,21041,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,134,4,15,0,1466022,9582,84,903743,10759,27,290089,10744,20,134957,6748,12,96501,8042,10,40732,4073,20636,20651,24647,23353,27322,,,,,,,,,,,,,,,,,,,276,145,61,44,14,12,215,115,49,21,15,15,146,84,27,19,9,7
234173,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,283,36,0,0,8847992,27737,343,322,21,0,0,9243862,26950,354,327,27,0,0,8786342,24820,221,196,25,0,0,6404525,28980,38,1149209,30242,46,1541249,33505,37,1094564,29583,32,905560,28299,68,1713943,25205,22584,23512,25000,20077,16814,20736,22020,25114,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,265,19,0,0,7882293,27755,69,2074956,30072,40,1225738,30643,39,1102936,28280,54,1432582,26529,82,2046081,24952,20336,19765,22128,23879,25456,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,236,13,0,0,6627129,26615,71,2074912,29224,35,1025368,29296,53,1364549,25746,43,1061239,24680,47,1101061,23427,20816,20744,24294,25360,26613,,,,,,,,,,,,,,,,,,,221,38,46,37,32,68,284,69,40,39,54,82,249,71,35,53,43,47
234207,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,259,,,,13347971,51537,278,278,,,,12997151,46752,292,292,,,,13782008,47199,113,113,,,,5670636,50183,9,691475,76831,6,461143,76857,18,1322419,73468,15,1008079,67205,65,2187520,33654,26063,27148,23301,769,743,4132,10395,43946,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,127,,,,6061123,47725,11,810644,73695,6,438298,73050,28,1887068,67395,11,660445,60040,71,2264668,31897,205,850,6505,13860,42003,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,159,,,,7613709,47885,9,619994,68888,12,821532,68461,29,1907674,65782,32,1810553,56580,77,2453956,31870,1612,2039,4718,13920,38630,,,,,,,,,,,,,,,,,,,103,9,6,18,15,55,118,11,6,28,11,62,149,9,12,29,32,67
234377,11,223,,184,31,8,1354614,6075,265,,223,36,6,1380770,5210,268,,227,32,9,1432690,5346,149,,118,31,0,1058584,7105,141,1012861,7183,4,23840,5960,3,18356,6119,1,3527,3527,0,0,,2279,3107,2761,1628,2851,2692,5284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,,163,34,1,1206900,6095,99,692789,6998,53,298616,5634,38,189703,4992,7,25792,3685,1,0,0,1559,2923,3565,4872,8557,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,178,32,2,1204419,5681,115,719394,6256,49,288030,5878,40,186902,4673,6,10093,1682,2,0,0,2057,2435,3640,6631,8313,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,140,4,3,1,0,195,99,53,38,5,0,206,115,49,39,3,0,,,,,,,,,,,,,,,,,,
234669,5,216,30,76,86,24,1230712,5698,226,45,72,76,33,1334995,5907,239,22,82,112,23,1392576,5827,136,19,52,65,0,1045412,7687,80,708048,8851,27,208055,7706,20,128957,6448,3,0,0,6,352,59,9801,9536,8828,6765,7910,9168,15616,15557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,35,68,70,0,1177786,6808,101,845942,8376,35,231031,6601,17,86344,5079,12,8367,697,8,6102,763,6775,8550,10072,14454,14388,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,18,72,94,0,1223431,6649,100,813338,8133,42,295705,7041,19,82583,4346,14,29627,2116,9,2178,242,6386,7478,10173,12403,14277,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,77,27,20,0,1,156,99,34,16,4,3,167,100,40,17,8,2,,,,,,,,,,,,,,,,,,
234696,0,1,,1,0,0,4466,4466,5,,4,1,0,58805,11761,6,,4,2,0,26955,4493,1,,1,0,0,4466,4466,1,4466,4466,0,0,,0,0,,0,0,,0,0,,3799,-1471,6787,3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,4,2,0,58805,9801,4,50803,12701,0,0,,1,8002,8002,1,0,0,0,0,,-1007,,3692,11694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,4,2,0,26955,4493,6,26955,4493,0,0,,0,0,,0,0,,0,0,,6787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,5,4,0,1,0,0,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,
234711,12,136,16,54,55,11,960127,7060,178,36,63,70,9,1151260,6468,180,27,73,75,5,1240225,6890,101,13,44,44,0,875733,8671,45,445086,9891,25,213077,8523,24,211681,8820,4,5889,1472,3,0,0,7791,8215,6880,4919,6287,5990,13338,14810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,27,55,61,0,1058900,7405,72,607783,8441,33,304234,9219,25,132376,5295,9,5508,612,4,8999,2250,6169,5391,9315,13998,12360,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,29,67,64,0,1163149,7270,69,601163,8713,51,409095,8021,28,147380,5264,4,4975,1244,8,536,67,4972,5664,8421,12441,13618,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,45,25,24,3,0,137,72,33,24,4,4,150,69,51,27,2,1,,,,,,,,,,,,,,,,,,
234827,14,1056,861,46,70,79,7852778,7436,1534,1249,42,120,123,11549853,7529,1570,1248,34,81,207,10635013,6774,793,630,28,48,87,6317302,7966,243,3255120,13396,135,1596957,11829,129,951480,7376,105,277620,2644,181,236125,1305,17645,16441,16014,11804,13371,17824,22556,23895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279,986,27,103,163,9584955,7494,373,4928261,13212,212,2396079,11302,193,1307204,6773,201,490759,2442,300,462652,1542,10796,12706,17235,21566,22466,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163,964,22,65,112,8640589,7430,329,4261108,12952,189,2155374,11404,184,1303248,7083,175,471513,2694,286,449346,1571,9875,11423,15744,20133,21256,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,243,135,126,92,110,1116,372,209,181,164,190,1051,327,186,171,152,215,,,,,,,,,,,,,,,,,,
234845,11,157,13,48,86,10,1107633,7055,203,14,72,107,10,1408640,6939,189,10,68,96,15,1243028,6577,109,9,38,61,1,988890,9072,52,557696,10725,35,302169,8633,18,112393,6244,4,16632,4158,0,0,,9572,8620,8412,5608,7700,10089,12175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,6,63,74,0,1266440,8856,85,831180,9779,32,278942,8717,22,140221,6374,4,16097,4024,0,0,,5026,6088,8431,10781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,5,63,72,1,1126458,7989,79,739425,9360,25,200356,8014,31,166653,5376,4,12528,3132,2,7496,3748,4983,6329,8967,11211,10595,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,52,35,18,4,0,143,85,32,22,4,0,141,79,25,31,4,2,,,,,,,,,,,,,,,,,,
234915,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234924,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,2,56,0,409079,7053,69,,6,63,0,433936,6289,18,,16,2,0,112821,6268,72,,2,70,0,306000,4250,53,260795,4921,6,28225,4704,7,16980,2426,3,0,0,3,0,0,15509,15204,8224,17698,17915,20193,22619,22619,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,7,68,0,311716,4156,44,215090,4888,16,59819,3739,11,27867,2533,4,8940,2235,0,0,,16554,17703,18909,19207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,19,2,0,61178,2913,21,61178,2913,0,0,,0,0,,0,0,,0,0,,11451,,,,,,,,,,,,,,,,,,,,,,,53,44,5,4,0,0,64,40,13,9,2,0,15,15,0,0,0,0
234933,10,285,,108,154,23,1606245,5636,461,,187,263,11,2929083,6354,420,,187,221,12,2548961,6069,227,,89,134,4,1530452,6742,106,893920,8433,59,458895,7778,27,159669,5914,17,12518,736,18,5450,303,8640,8120,8033,5986,6641,8505,13683,14116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,,178,248,1,2788354,6530,214,1616772,7555,105,783260,7460,78,368256,4721,17,20066,1180,13,0,0,6893,6988,9727,13268,14448,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,,178,225,1,2442925,6047,217,1655618,7630,93,563410,6058,58,205768,3548,21,14159,674,15,3970,265,6654,8226,10736,13610,14019,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,106,57,25,9,3,395,213,105,70,7,0,369,217,93,54,4,1,,,,,,,,,,,,,,,,,,
234951,5,124,,67,41,16,604970,4879,153,,95,54,4,974744,6371,150,,91,57,2,1065313,7102,71,,43,28,0,535243,7539,34,305523,8986,19,148225,7801,8,63067,7883,6,17328,2888,4,1100,275,8701,7046,6531,4734,5919,5837,10832,13445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,90,59,0,930918,6248,91,664457,7302,26,176675,6795,18,84099,4672,6,4942,824,8,745,93,6434,6941,9064,12912,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,89,71,2,1018400,6286,96,761931,7937,27,169023,6260,20,76543,3827,13,10903,839,6,0,0,6253,7930,10363,13351,14190,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,34,17,7,4,1,134,91,24,16,2,1,140,95,25,16,4,0,,,,,,,,,,,,,,,,,,
234979,13,476,50,177,225,24,2882355,6055,485,66,157,247,15,2982205,6149,495,52,156,270,17,3029676,6121,359,35,147,177,0,2619761,7297,173,1314684,7599,105,872155,8306,63,393892,6252,10,36108,3611,8,2922,365,10151,10356,9925,8457,7750,9804,12445,15691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,59,133,215,1,2758719,6762,197,1549024,7863,98,745068,7603,84,424529,5054,16,34090,2131,13,6008,462,8704,8964,11513,14436,16105,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,52,143,248,0,2853386,6441,240,1811331,7547,102,680703,6674,72,340114,4724,14,17529,1252,15,3709,247,8522,9395,11345,14817,15822,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,173,105,61,9,2,389,197,98,80,10,4,416,240,101,64,7,4,,,,,,,,,,,,,,,,,,
235024,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,81,2,13,0,1310664,13653,130,108,8,5,9,1437957,11061,141,110,9,10,12,2655525,18834,70,61,8,1,0,938660,13409,15,306465,20431,10,182893,18289,8,111271,13909,11,111181,10107,26,226850,8725,38109,39440,39093,30113,32255,36635,40437,41819,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,93,8,5,5,1278588,11519,17,288785,16987,16,279388,17462,15,189013,12601,26,224924,8651,37,296478,8013,33383,32908,37769,41719,42357,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,110,9,8,0,2392083,18835,26,697926,26843,14,292614,20901,14,284731,20338,18,340245,18903,55,776567,14119,31070,37012,37575,39010,43794,,,,,,,,,,,,,,,,,,,70,15,10,8,11,26,111,17,16,15,26,37,127,26,14,14,18,55
235088,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,0,123,0,489828,3982,134,,0,134,0,546378,4077,158,,0,158,0,684811,4334,159,,0,159,0,471901,2968,90,340608,3785,26,69978,2691,20,58515,2926,11,2080,189,12,720,60,38105,37810,37553,38302,39396,39161,41898,42027,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,0,190,0,536141,2822,111,438862,3954,35,77949,2227,14,17185,1228,9,2145,238,21,0,0,37933,39660,40659,41649,41887,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,,0,203,0,680630,3353,120,460241,3835,37,177235,4790,16,43154,2697,11,0,0,19,0,0,38052,37097,39190,41887,41887,,,,,,,,,,,,,,,,,,,112,81,14,13,2,2,130,104,19,6,1,0,157,115,30,12,0,0
235097,14,1222,722,301,147,52,9545053,7811,1446,866,380,145,55,11286275,7805,1324,842,317,113,52,9553555,7216,1003,618,248,136,1,8789871,8764,270,3541267,13116,168,2115332,12591,190,1768752,9309,186,987679,5310,189,376841,1994,13650,12322,12764,8449,8974,12256,16255,19571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173,757,285,131,0,9554602,8145,327,4193223,12823,210,2495776,11885,229,1890657,8256,184,591458,3214,223,383488,1720,7657,8595,12224,17266,18760,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083,754,228,101,0,8474258,7825,293,3504033,11959,222,2577711,11611,221,1674333,7576,178,459286,2580,169,258895,1532,8473,8821,12856,17852,18900,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,270,168,190,184,162,1111,327,210,229,169,176,1005,293,222,218,147,125,,,,,,,,,,,,,,,,,,
235103,5,143,25,45,65,8,872917,6104,155,21,54,71,9,981074,6330,189,26,70,82,11,1142832,6047,95,15,34,46,0,762036,8021,43,396993,9232,30,276477,9216,17,78760,4633,3,9806,3269,2,0,0,9572,8554,8426,6206,6222,10805,12169,15438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,22,50,65,1,930531,6743,76,588762,7747,33,249019,7546,18,82709,4595,5,6813,1363,6,3228,538,7164,7365,10316,13548,14373,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,24,68,78,0,1074708,6322,94,724843,7711,30,184863,6162,32,147340,4604,5,12812,2562,9,4850,539,6695,8244,9802,11844,13867,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,42,30,15,2,0,132,75,33,18,3,3,157,92,29,29,4,3,,,,,,,,,,,,,,,,,,
235149,10,313,33,104,152,24,1722497,5503,292,39,89,141,23,1682408,5762,251,27,73,131,20,1525609,6078,208,25,80,103,0,1476041,7096,103,892355,8664,44,328282,7461,40,235998,5900,13,19406,1493,8,0,0,10051,9667,9237,6602,7805,9366,13773,15266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,32,81,115,0,1482032,6500,104,852508,8197,60,366300,6105,41,243501,5939,16,19576,1224,7,147,21,6957,9049,9215,13930,15133,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,20,56,96,1,1317305,7614,86,793630,9228,44,346118,7866,27,162807,6030,7,14750,2107,9,0,0,5987,7349,9185,13108,15215,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,103,44,40,9,0,212,104,59,39,9,1,162,86,44,26,6,0,,,,,,,,,,,,,,,,,,
235158,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,1,0,5288,5288,2,,1,1,0,10284,5142,13,,4,9,0,67263,5174,6,,0,6,0,5288,881,6,5288,881,0,0,,0,0,,0,0,,0,0,,20508,15851,17105,24915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,2,0,10284,3428,2,10284,5142,1,0,0,0,0,,0,0,,0,0,,17309,22451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,8,14,0,57902,2632,14,44040,3146,4,10158,2540,1,0,0,3,3704,1235,0,0,,18669,19275,21815,20580,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,2,2,0,0,0,0,13,10,2,0,1,0
235167,11,135,78,13,33,11,1134236,8402,145,86,9,37,13,1403076,9676,165,111,8,33,13,1365279,8274,100,62,7,31,0,381658,3817,55,324359,5897,10,36914,3691,13,18125,1394,11,2260,205,11,0,0,16155,14723,14909,18968,21174,23471,24660,24865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,80,9,37,0,1366527,10845,63,923552,14660,22,258679,11758,14,111538,7967,17,46863,2757,10,25895,2590,9711,12613,16404,21614,21781,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,93,6,31,0,1252031,9631,62,827967,13354,25,273099,10924,20,127365,6368,12,16100,1342,11,7500,682,9881,12311,16867,21893,22553,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,54,10,11,3,0,120,63,22,13,14,8,122,62,25,19,8,8,,,,,,,,,,,,,,,,,,
235237,11,302,14,161,112,15,1794822,5943,315,14,129,159,13,1974355,6268,143,8,64,70,1,946208,6617,261,12,143,106,0,1720447,6592,117,1034848,8845,59,417025,7068,41,235434,5742,24,32440,1352,20,700,35,7370,8147,7984,4608,6385,7711,12101,13418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,15,144,182,2,1895397,5526,155,1192555,7694,72,439985,6111,57,250032,4387,30,12825,428,29,0,0,6771,8354,10078,14037,14465,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,7,65,79,1,893353,5877,81,613823,7578,26,187993,7231,24,91287,3804,10,250,25,11,0,0,7225,7572,10999,14778,14803,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,116,58,40,15,2,283,154,67,54,8,0,129,81,26,21,1,0,,,,,,,,,,,,,,,,,,
235307,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,7,14,0,103282,4918,37,,12,25,0,176705,4776,29,,8,19,2,137068,4726,21,,7,14,0,98886,4709,14,80645,5760,4,17779,4445,0,0,,2,462,231,1,0,0,10441,10025,10229,9599,10914,,15128,15359,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,12,30,0,176705,4207,35,165881,4739,5,10824,2165,2,0,0,0,0,,0,0,,10275,12849,15014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,13,22,2,137068,3705,26,109678,4218,5,18133,3627,3,9257,3086,2,0,0,1,0,0,10323,10914,11455,14541,14541,,,,,,,,,,,,,,,,,,,19,14,4,0,1,0,37,34,3,0,0,0,29,23,4,2,0,0
235316,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047,852,195,0,0,28123680,26861,1244,1205,39,0,0,31079162,24983,1188,1166,22,0,0,27319643,22996,506,369,110,0,27,15686190,31000,64,2731951,42687,49,2133274,43536,76,2968868,39064,73,2171708,29749,244,5680389,23280,35529,36880,36578,19141,18292,22764,32079,38548,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,605,25,0,0,17205087,27310,62,2541908,40999,37,1363643,36855,81,2858357,35288,85,2399957,28235,365,8041222,22031,20762,24906,26473,33526,39730,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,651,20,0,0,17208233,25646,67,2415339,36050,58,2107031,36328,100,3125336,31253,111,2666537,24023,335,6893990,20579,23389,23111,28186,35416,38860,,,,,,,,,,,,,,,,,,,505,64,49,76,73,243,630,62,37,81,85,365,671,67,58,100,111,335
235334,9,125,,39,58,28,493368,3947,166,,86,70,10,1090154,6567,179,,86,84,9,1140136,6369,60,,27,31,2,464060,7734,35,314444,8984,12,93175,7765,8,46805,5851,1,623,623,4,9013,2253,11629,6954,7221,5884,7103,9017,14245,12615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,76,61,0,1023039,7467,71,626532,8824,32,268153,8380,18,112414,6245,11,7813,710,5,8127,1625,4660,5104,7239,12774,11859,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,,88,69,1,1073686,6795,110,857823,7798,16,95749,5984,24,106354,4431,6,8000,1333,2,5760,2880,5218,7032,8585,11683,10136,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,35,12,8,1,3,131,70,32,18,7,4,150,110,15,22,2,1,,,,,,,,,,,,,,,,,,
235343,8,214,,78,127,9,1357907,6345,242,,66,167,9,1647383,6807,247,,90,156,1,1522934,6166,181,,67,113,1,1301383,7190,81,773136,9545,39,301532,7732,39,196274,5033,15,30441,2029,7,0,0,9324,9245,8198,6218,8031,10730,13734,15763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,67,159,1,1494473,6584,112,914984,8170,48,349557,7282,36,207389,5761,21,22543,1073,10,0,0,7737,8625,10146,14834,15907,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,93,164,1,1410270,5466,127,904077,7119,49,317138,6472,43,171886,3997,21,14970,713,18,2199,122,7286,7933,10408,13692,14283,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,81,39,39,10,0,196,112,47,32,5,0,219,127,48,36,7,1,,,,,,,,,,,,,,,,,,
