UNITID,CDACTUA,CNACTUA,CDACTGA,EFTEUG,EFTEGD,FTEUG,FTEGD,FTEDPP,ACTTYPE
215530,,64299,,71,,71,,,1
215585,71894,,,2396,,2396,,,2
215594,6027,42273,,248,,248,,,3
215619,,,1120,,47,,47,,-2
215637,13126,,,292,,292,,,2
215655,88609,,10058,2954,419,2954,419,37,2
215682,17304,,,577,,577,,,2
215691,12009,,4023,400,168,400,168,,2
215743,60343,,9993,2011,416,2011,416,112,2
215770,165317,,43594,5511,1816,5511,1816,521,2
215798,44079,,1677,1469,70,1469,70,91,2
215813,,,1599,,67,,67,,-2
215886,,75000,,83,,83,,,1
215929,109376,,17707,3646,738,3646,738,245,2
215947,53959,,9743,1799,406,1799,406,19,2
215974,10330,,,344,,344,,,2
215983,1203,,,27,,27,,,2
215992,4891,24603,,190,,190,,,3
216010,133181,,12329,4439,514,4439,514,25,2
216038,209604,,25201,6987,1050,6987,1050,346,2
216047,1248,,3390,42,141,42,141,,2
216074,,522900,,581,,581,,,1
216083,15042,,,334,,334,,,2
216162,8387,,,280,,280,,,2
216223,,66150,,74,,74,,,1
216278,72736,,80,2425,3,2425,3,,2
216287,54262,,,1809,,1696,,,2
216296,38249,,,1275,,1275,,,2
216311,5479,,,183,,183,,,2
216339,747781,,108496,24926,4521,24926,4521,3096,2
216348,,,538,,15,,15,,-2
216357,23929,,3297,798,137,798,137,,2
216366,123824,,65240,4127,2718,4127,2718,1874,2
216436,5356,,,179,,194,,,2
216445,5636,,,188,,188,,,2
216454,4307,,,144,,144,,,2
216463,,,2193,,91,,91,,-2
216524,48912,,,1630,,1630,,,2
216542,14099,,1583,470,66,470,66,,2
216551,2646,,,88,,71,,,2
216579,,69249,,77,,77,,,1
216597,227960,,47225,7599,1968,7599,1968,754,2
216630,1354,,,45,,50,,,2
216667,36209,,18,1207,1,1207,1,,2
216694,35299,,4584,1177,191,1177,191,26,2
216746,,58145,,65,,65,,,1
216764,417400,,48306,13913,2013,13913,2013,58,2
216773,3700,,,123,,123,,,2
216782,5016,,,167,,167,,,2
216807,35249,,1580,1175,66,1175,66,,2
216816,,,11949,,498,,498,21,-2
216825,72390,,,2413,,2413,,,2
216852,81688,,31917,2723,1330,2723,1330,1422,2
216931,62887,,42819,2096,1784,2096,1784,270,2
216940,9603,,,320,,252,,,2
217013,25021,,6871,834,286,834,286,,2
217040,1140,,60,38,3,38,3,,2
217059,102580,,3966,3419,165,3419,165,94,2
217077,14026,,,468,,545,,,2
217156,255796,,57108,8527,2380,7375,2775,619,2
217165,89420,,9105,2981,379,2981,379,,2
217235,130249,,10628,4342,443,4342,443,46,2
217305,87576,,5303,1946,147,1946,147,8,2
217323,24106,,,804,,804,,,2
217402,125169,,9795,4172,408,4172,408,,2
217420,136554,,16532,4552,689,4552,689,11,2
217475,238610,,,7954,,7954,,,2
217484,407138,,39208,13571,1634,13571,1960,754,2
217493,65087,,18669,2170,778,1972,566,,2
217518,114220,,6109,3807,255,3807,255,,2
217536,64323,,10118,2144,422,2144,422,15,2
217581,,113067,,126,,126,,,1
217606,4650,,984,155,41,155,41,,2
217615,40113,,,1337,,1337,,,2
217624,16094,,1126,536,47,536,47,,2
217633,89025,,13952,2968,581,2968,581,210,2
217688,81200,,11493,2707,479,2707,479,27,2
217712,39087,,,1303,,1303,,,2
217721,58825,,621,1961,26,1961,26,,2
217749,76836,,5629,2561,235,2561,235,20,2
217776,25584,,4221,853,176,853,176,,2
217794,,99450,,111,,111,,,1
217819,291301,,15277,9710,637,9710,637,,2
217828,,35890,,40,,40,,,1
217837,30993,,,1033,,1033,,,2
217864,92072,,16331,3069,680,3069,680,,2
217873,53980,,1703,1799,71,1799,71,,2
217882,659665,,105872,21989,4411,21989,4411,,2
217891,4621,,,154,,154,,,2
217907,26312,,1646,877,69,877,69,,2
217925,21185,,24498,706,1021,706,1021,,2
217934,30270,,7845,1009,327,1009,327,,2
217961,25644,,12853,855,536,855,536,,2
217989,14808,,,494,,494,,,2
217998,23420,,1761,781,73,781,73,,2
218025,59002,,,1967,,1967,,,2
218061,85507,,8238,2850,343,2850,343,15,2
218070,69975,,2810,2333,117,2333,117,,2
218113,207339,,,6911,,6911,,,2
218140,150638,,,5021,,5021,,,2
218159,,123850,,138,,138,,,1
218195,,124960,,139,,139,,,1
218229,102084,,5919,3403,247,3403,247,,2
218238,45781,,3508,1526,146,1526,146,,2
218335,12444,,54204,415,2259,414,1816,1414,2
218353,197003,,,6567,,6567,,,2
218399,13062,,,435,,435,,,2
218414,37208,,243,1240,10,1240,10,,2
218441,52069,,7694,1736,321,1781,323,,2
218487,44380,,,1479,,1479,,,2
218520,104413,,,3480,,3480,,,2
218539,28339,,3500,945,146,945,146,198,2
218645,81239,,12938,2708,539,2708,539,,2
218654,55119,,312,1837,13,1837,13,,2
218663,814240,,124232,27141,5176,27141,5176,3958,2
218672,36302,,,1210,,1210,,,2
218681,15831,,,528,,528,,,2
218690,25681,,,856,,856,,,2
218706,22473,,,749,,749,,,2
218724,286738,,11738,9558,489,9558,489,,2
218733,57685,,5729,1923,239,1923,239,,2
218742,132322,,6953,4411,290,4411,290,,2
218751,,,,,,,,502,-2
218821,33687,,,1123,,1123,,,2
218830,130754,,,4358,,4358,,,2
218858,58944,,,1965,,1965,,,2
218885,140675,,,4689,,4689,,,2
218894,234998,,,7833,,7833,,,2
218919,12923,,,431,,431,,,2
218955,10162,,,339,,339,,,2
218964,114370,,20724,3812,864,3812,864,,2
218973,54174,,,1806,,1806,,,2
218991,89162,,,2972,,2972,,,2
219000,49836,,5127,1661,214,1661,214,0,2
219037,,41271,,46,,46,,,1
219046,65916,,3557,2197,148,2197,148,,2
219082,55784,,7335,1859,306,1859,306,,2
219091,19074,,3805,636,159,636,159,,2
219125,,77651,,86,,86,,,1
219143,60096,,,2003,,2003,,,2
219170,,21600,,24,,24,,,1
219189,34370,,,1146,,1146,,,2
219198,24667,,1168,822,49,822,49,103,2
219204,31404,,6293,698,175,698,175,,2
219240,606,,7593,20,316,20,316,67,2
219259,48626,,4393,1621,183,1621,183,,2
219277,25024,,402,834,17,834,17,,2
219295,14192,,411,473,17,473,17,,2
219338,,21528,,24,,24,,,1
219347,53635,,5902,1788,246,1788,246,,2
219356,252093,,20306,8403,846,8403,846,216,2
219374,11196,,1103,373,46,373,46,,2
219383,38222,,4806,1274,200,1274,200,,2
219392,,50400,,56,,56,,,1
219408,3480,,,116,,116,,,2
219426,54800,,,1827,,1827,,,2
219453,,179085,,199,,199,,,1
219471,156536,,33436,5218,1393,5218,1393,661,2
219480,25355,,,845,,845,,,2
219505,615,,,21,,21,,,2
219587,,58358,,65,,65,,,1
219596,,250714,,279,,279,,,1
219602,208700,,21168,6957,882,6957,882,11,2
219639,22905,,,764,,764,,18,2
219709,215581,,13281,7186,553,7186,553,1027,2
219718,68202,,9922,2273,413,2273,413,,2
219790,30920,,3195,1031,133,1031,177,,2
219806,49419,,26810,1647,1117,1647,1117,36,2
219824,136053,,,4535,,4535,,,2
219833,39806,,14044,1327,585,1327,585,,2
219842,1736,,4544,58,189,58,189,,2
219851,,102776,,114,,114,,,1
219879,60329,,,2011,,2011,,,2
219888,110017,,,3667,,3667,,,2
219903,33658,,,1122,,1122,,,2
219921,,230930,,257,,257,,,1
219949,57622,,7033,1921,293,1921,293,,2
219976,89834,,35315,2994,1471,2994,1471,222,2
219994,,687476,,764,,764,,,1
220002,2165,,,48,,48,,,2
220057,51472,,,1716,,1716,,,2
220075,281544,,48117,9385,2005,9385,2005,553,2
220118,7245,37266,,202,,202,,,3
220127,,498368,,554,,554,,,1
220163,,55500,,62,,62,,,1
220181,27020,,565,901,24,901,24,,2
220206,6944,,256,231,11,231,11,,2
220215,47328,,7243,1578,302,1578,302,0,2
220251,,322191,,358,,358,,,1
220279,,339058,,377,,377,,,1
220321,,389713,,433,,433,,,1
220394,,233542,,259,,259,,,1
220400,71632,,,2388,,2388,,,2
220464,4273,,,142,,142,,,2
220473,19110,,4454,637,186,637,186,,2
220491,,267009,,297,,297,,,1
220516,39745,,7375,1325,307,1325,307,5,2
220552,284400,,40129,9480,1672,7849,1672,774,2
220598,32087,,,1070,,1070,,,2
220604,17081,,,569,,569,,,2
220613,98046,,8314,3268,346,3268,346,22,2
220631,42096,,33935,1403,1414,1403,1414,2358,2
220640,,558272,,620,,620,,,1
220701,22361,,566,745,24,745,24,,2
220710,32147,,45,1072,2,1072,2,,2
220756,,93530,,104,,104,,,1
220765,1273,294652,,370,,370,,,3
220792,,,1881,,78,,78,758,-2
220853,,838273,,931,,931,,,1
220862,397129,,71831,13238,2993,13238,2993,420,2
220871,,,2752,,115,,115,,-2
220978,465263,,47224,15509,1968,15509,1968,,2
220996,,,,,,,,282,-2
221050,,673085,,748,,748,,,1
221096,114284,,,3809,,3809,,,2
221102,,499000,,554,,554,,,1
221148,45025,,,1501,,1501,,,2
221184,128882,,,4296,,4296,,,2
221236,,314562,,350,,350,,,1
221281,,181677,,202,,202,,,1
221333,,349487,,388,,388,,,1
221351,65814,,477,2194,20,2194,20,,2
221388,,170325,,189,,189,,,1
221397,83884,,,2796,,2796,,,2
221430,,455606,,506,,506,,,1
221485,129971,,,4332,,4332,,,2
221494,,445999,,496,,496,,,1
221519,55082,,2170,1836,90,1721,90,7,2
221582,,191158,,212,,212,,,1
221591,,364428,,405,,405,,,1
221607,,264302,,294,,294,,,1
221616,,752612,,836,,836,,,1
221625,,855166,,950,,950,,,1
221643,165352,,,5512,,5512,,,2
221661,66513,,6532,2217,272,2217,272,12,2
221670,,,,,,,,545,-2
221731,29336,,3096,978,129,978,129,,2
221740,277266,,22326,9242,930,9242,930,319,2
221759,741078,,117267,24703,4886,24703,4886,1077,2
221768,144729,,11972,4824,499,4824,499,,2
221829,,336080,,373,,373,,,1
221838,158486,,26174,5283,1091,5283,1091,98,2
221847,230201,,22160,7673,923,7673,923,,2
221892,40345,,32622,1345,1359,1345,1359,,2
221908,105738,,,3525,,3525,,,2
221953,29436,,4404,981,184,981,184,,2
221971,56653,,15871,1888,661,1888,661,223,2
221999,207627,,108292,6921,4512,6921,4512,1111,2
222053,144270,,,4809,,4809,,,2
222062,103063,,,3435,,3435,,,2
222105,10539,,,351,,351,,,2
222178,93957,,32181,3132,1341,3132,1341,74,2
222567,98207,,,3274,,3274,,,2
222576,163091,,,5436,,5436,,,2
222628,4563,,17784,152,741,152,741,,2
222822,77919,,,2597,,2597,,,2
222831,195490,,28816,6516,1201,6516,1201,83,2
222877,5128,,66,171,3,171,3,,2
222886,,284860,,317,,317,,,1
222938,17065,,,379,,379,,,2
222983,41770,,388,1392,16,1193,12,,2
222992,645112,,,21504,,21504,,,2
223001,,,2333,,97,,97,11,-2
223056,,52758,,59,,59,,,1
223083,19644,,,655,,655,,,2
223117,576,,639,19,27,19,27,,2
223223,,,21768,,907,,907,745,-2
223232,467088,,84356,15570,3515,15570,3515,2204,2
223320,48599,,,1620,,1620,,,2
223427,311948,,,10398,,10398,,,2
223463,15049,,,502,,502,,,2
223472,11722,,,391,,389,,,2
223506,69463,,,2315,,2315,,,2
223816,192588,,,6420,,6420,,,2
223852,,30600,,34,,34,,,1
223898,61187,,,2040,,2040,,,2
223922,32199,,,1073,,1073,,,2
224004,52346,,7410,1745,309,1745,309,,2
224013,,66866,,74,,74,,,1
224110,146382,,,4879,,4879,,,2
224147,215792,,49766,7193,2074,7193,2074,25,2
224156,,252665,,281,,281,,,1
224226,71647,,20963,2388,873,2388,873,,2
224244,6923,,,231,,298,,,2
224271,34132,,,758,,758,,,2
224305,,,37005,,1542,,1542,,-2
224323,44572,,15629,1486,651,1486,651,,2
224350,,4137138,,4597,,4597,,,1
224527,40648,,3260,1355,136,1355,136,,2
224545,43463,,5601,1449,233,1449,233,,2
224554,197422,,69347,6581,2889,6581,2889,,2
224615,1467664,,,48922,,48922,,,2
224642,424016,,,14134,,14134,,,2
224660,24000,,342,800,14,800,14,,2
224679,39072,18160,,1323,,1323,,,3
224712,,,2664,,111,,111,,-2
224758,,49500,,55,,55,,,1
224776,14866,,24,330,1,330,1,,2
224828,,129560,,144,,139,,,1
224891,31154,,,1038,,1038,,,2
224961,39687,,,1323,,1323,,,2
225043,,1715,,2,,2,,,1
225070,74979,,,2499,,2499,,,2
225201,33567,,1443,1119,60,1119,60,,2
225247,41749,,7874,1392,328,1392,328,117,2
225308,89039,,,2968,,2968,,,2
225371,71704,,,2390,,2390,,,2
225399,78824,,26659,2627,1111,2627,1111,,2
225414,152954,,46715,5098,1946,5098,1946,,2
225423,863061,,,28769,,28769,,,2
225432,306224,,25441,10207,1060,10207,1060,,2
225502,77239,,25163,2575,1048,2575,1048,,2
225511,968879,,124129,32296,5172,32296,5172,1824,2
225520,57542,,,1918,,1918,,,2
225548,21133,,937,704,39,704,39,,2
225575,29096,,252,970,11,970,11,,2
225627,133128,,18187,4438,758,4438,758,1484,2
225876,10734,,,358,,358,,,2
225885,22405,,,747,,747,,,2
225991,4050,,,135,,135,,,2
226019,98804,,,3293,,3293,,,2
226091,203148,,149526,6772,6230,6772,6230,37,2
226107,51466,,,1716,,1716,,,2
226116,,1422640,,1581,,1581,,,1
226125,,111540,,124,,124,,,1
226134,174692,,,5823,,7278,,,2
226152,181186,,29670,6040,1236,6040,1236,,2
226204,109848,,,3662,,3662,,,2
226231,59820,,3429,1994,143,1994,143,,2
226277,40797,,,1360,,1360,,,2
226383,34798,,4058,1160,169,1160,169,,2
226408,78991,,,2633,,2633,,,2
226471,82437,,10727,2748,447,2748,447,119,2
226578,145265,,,4842,,4842,,,2
226587,30894,,71,1030,3,1030,3,,2
226675,,331251,,368,,368,,,1
226806,95048,,,3168,,3168,,,2
226833,122702,,13578,4090,566,4090,566,,2
226860,,48816,,54,,54,,,1
226879,4302,,,143,,143,,,2
226903,,1050540,,1167,,1167,,,1
227058,,87979,,98,,98,,,1
227146,130337,,,4345,,4345,,,2
227182,1352374,,,45079,,45079,,,2
227216,862112,,197734,28737,8239,28737,8239,47,2
227225,,1231736,,1369,,1369,,,1
227289,,,2402,,100,,100,64,-2
227298,5324,,,177,,177,,,2
227304,151961,,,5065,,5065,,,2
227313,,230811,,256,,277,,,1
227322,,291248,,324,,363,,,1
227331,32176,,22602,1073,942,1073,942,36,2
227368,685370,,111586,22846,4649,22846,4649,222,2
227377,127888,,,4263,,4263,,,2
227386,48667,,,1622,,1622,,,2
227401,86747,,,2892,,2892,,,2
227429,17308,,,577,,577,,,2
227526,232774,,17973,7759,749,7759,749,,2
227687,43074,,,1436,,1436,,,2
227748,11216,,,374,,374,,,2
227757,129947,,109098,4332,4546,4332,4546,,2
227845,78370,,13158,2612,548,2612,548,,2
227854,173834,,,5794,,5794,,,2
227863,70507,,21148,2350,881,2350,881,144,2
227881,484988,,50487,16166,2104,16166,2104,364,2
227924,274199,,,9140,,9140,,,2
227979,,11680088,,12978,,12978,,,1
228042,29718,,2559,991,107,991,107,,2
228088,,17878,,20,,20,,,1
228149,57833,,8884,1928,370,1928,370,701,2
228158,177142,,,5905,,5905,,,2
228185,,15150,,17,,26,,,1
228194,,,,,,,,937,-2
228200,19245,,,642,,534,,,2
228219,19390,18240,,667,,667,,,3
228246,211835,,88231,7061,3676,7061,3676,889,2
228282,3600,,,120,,120,,,2
228316,99950,,,3332,,3332,,,2
228325,39113,,4386,1304,183,1304,183,,2
228343,46081,,,1536,,1536,,,2
228431,270110,,28714,9004,1196,9004,1196,,2
228459,858980,,70534,28633,2939,28633,2939,233,2
228468,21036,,490,701,20,701,20,,2
228486,1500,,,50,,46,,,2
228501,38112,,7655,1270,319,1270,319,,2
228529,315498,,37421,10517,1559,10517,1559,,2
228547,802921,,,26764,,26764,,,2
228608,86222,,,2874,,2874,,,2
228635,,,25753,,1073,,1073,1059,-2
228644,26934,,35354,898,1473,898,1473,1470,2
228653,24484,,40246,816,1677,816,1677,933,2
228699,61828,,,2061,,2061,,,2
228705,130062,,25116,4335,1047,4335,1047,,2
228723,1534569,,251169,51152,10465,51152,10465,2791,2
228769,785198,,232057,26173,9669,26173,12892,171,2
228778,1119801,,192004,37327,8000,37327,8000,1773,2
228787,569119,,165694,18971,6904,18971,6904,1227,2
228796,482732,,62249,16091,2594,16091,2594,498,2
228802,180171,,39254,6006,1636,6006,1636,276,2
228866,,,,,,,,321,-2
228875,301197,,21967,10040,915,10040,915,572,2
228884,22454,,,748,,748,,,2
228909,,,30869,,1286,,1286,1465,-2
228981,40595,,1250,1353,52,1353,52,,2
229018,99721,,20460,3324,853,3324,853,,2
229027,757502,,79057,25250,3294,25250,3294,,2
229063,153434,,16439,5114,685,5114,710,1066,2
229115,941987,,130194,31400,5425,31400,5425,534,2
229160,44412,,7108,1480,296,1480,296,353,2
229179,262623,,129595,8754,5400,8754,5400,508,2
229267,73494,,4347,2450,181,2450,181,,2
229300,25428,,64925,848,2705,848,2705,1399,2
229337,75126,,70059,2504,2919,2504,2919,1552,2
229355,240198,,,8007,,8007,,,2
229416,83630,,,2788,,2788,,,2
229425,,114020,,127,,127,,,1
229504,45329,,,1511,,1511,,,2
229522,,103300,,115,,115,,,1
229540,51317,,,1711,,1711,,,2
229656,,241194,,268,,268,,,1
229780,56752,,13733,1892,572,1892,572,,2
229799,129173,,,4306,,4306,,,2
229814,175672,,37430,5856,1560,5856,1560,,2
229832,28467,,,949,,949,,,2
229841,114075,,,3803,,3803,,,2
229887,19773,,,659,,659,,,2
230010,,766442,,852,,852,,,1
230038,920485,,69210,30683,2884,30683,2884,468,2
230047,101633,,,3388,,3388,,,2
230056,4824,,,107,,107,,,2
230065,,247960,,276,,276,,,1
230144,,105069,,117,,117,,,1
230162,,1516045,,1684,,1684,,,1
230171,249565,,1208,8319,50,8319,50,,2
230199,,69187,,77,,77,,,1
230205,,72900,,81,,81,,,1
230214,,252476,,281,,281,,,1
230366,9251,,870,308,36,250,29,,2
230418,78478,,,2616,,2616,,,2
230490,,1111678,,1235,,1235,,,1
230597,128207,,,4274,,4274,,,2
230603,303664,,28315,10122,1180,10122,1180,0,2
230676,,378877,,421,,421,,,1
230728,613948,,46433,20465,1935,20465,1935,145,2
230737,864548,,19114,28818,796,28818,796,,2
230746,444990,85432,,14928,,14928,,,3
230764,700636,,146852,23355,6119,23355,6119,1711,2
230782,533076,,18420,17769,768,17769,768,83,2
230807,33636,,7105,1121,296,1121,296,38,2
230816,22579,,3356,753,140,763,138,,2
230834,44339,,5726,1478,239,1478,239,,2
230852,77269,,9042,2576,377,2576,377,,2
230861,79421,,,2647,,2647,,,2
230889,2700,,3324,90,139,90,139,,2
230913,35779,,4057,1193,169,1193,169,,2
230959,90809,,6237,3027,260,3027,260,,2
230995,89082,,15117,2969,630,2969,630,,2
231004,,83492,,93,,93,,,1
231059,47020,,4166,1567,174,1567,174,,2
231068,14781,,1980,493,83,493,106,,2
231095,3353,,,112,,112,,,2
231147,,,4716,,197,,197,395,-2
231165,32062,,18,1069,1,1069,1,,2
231174,340836,,32247,11361,1344,11361,1344,643,2
231280,,100088,,111,,111,,,1
231411,12140,,,405,,405,,,2
231420,31806,,3315,1060,138,1060,138,,2
231536,58757,,,1959,,1959,,,2
231554,21990,,6382,733,266,733,266,,2
231581,42337,,1101,1411,46,1411,46,,2
231624,190551,,52166,6352,2174,6352,2174,598,2
231651,102334,,76414,3411,3184,3411,3184,1026,2
231688,,21700,,24,,24,,,1
231697,61228,,,2041,,2041,,,2
231712,129801,,2747,4327,114,4327,114,,2
231785,27568,,,919,,919,,,2
231873,18461,,,615,,615,,,2
231882,42414,,,1414,,1414,,,2
231970,,,20302,,846,,846,598,-2
232016,6936,,,231,,231,,,2
232025,31669,,4723,1056,197,1056,197,162,2
232043,26221,,5451,874,227,874,227,3,2
232052,11441,,,381,,381,,,2
232089,27210,,218,907,9,907,9,,2
232186,741326,,170651,24711,7110,24711,7110,558,2
232195,137561,,,4585,,4585,,,2
232256,24991,,,833,,869,,,2
232265,82704,,4109,2757,171,2757,171,240,2
232308,24085,,2530,803,105,803,105,,2
232414,140388,,,4680,,4680,,,2
232423,585350,,38962,19512,1623,19512,1623,,2
232450,141806,,,4727,,4727,,,2
232557,1308879,,830472,43629,34603,43629,34603,2118,2
232566,98496,,22279,3283,928,3283,928,,2
232575,100868,,,3362,,3362,,,2
232609,48759,,10767,1625,449,1625,449,719,2
232618,6264,,,209,,209,,,2
232672,40400,,8151,1347,340,1347,340,340,2
232681,97508,,4779,3250,199,3250,199,,2
232706,57221,,19705,1907,821,1907,821,195,2
232724,1125,,,38,,38,,,2
232788,41920,,,1397,,1397,,,2
232797,36884,,2604,820,72,820,72,,2
232867,71571,,,2386,,2386,,,2
232885,8186,,1925,273,80,273,80,,2
232919,29976,,,999,,999,,,2
232937,138022,,7452,4601,311,4601,311,,2
232946,865107,,,28837,,28837,,,2
232982,476614,,63819,15887,2659,15913,2655,323,2
233019,41462,,,1382,,1382,,,2
233037,20925,,,698,,698,,,2
233082,2458,,,82,,82,,,2
233116,79152,,,2638,,2638,,,2
233277,185890,,29326,6196,1222,6196,1222,167,2
233286,,143854,,160,,160,,,1
233295,42703,,,1423,,1423,,,2
233301,15593,,2123,520,88,520,88,,2
233310,43952,,,1465,,1465,,,2
233329,18210,17100,,626,,626,,,3
233338,41332,,,1378,,1378,,,2
233356,11020,,,367,,367,,,2
233374,95996,,4917,3200,205,3379,195,423,2
233408,8180,30683,,307,,307,,,3
233426,62832,,,2094,,2094,,,2
233480,845,,,28,,33,,,2
233541,66576,,29659,2219,1236,2219,1236,926,2
233602,1946,,,65,,65,,,2
233611,31812,,,1060,,1060,,,2
233639,53576,,,1786,,1786,,,2
233648,47225,,,1574,,1574,,,2
233666,,30458,,34,,34,,,1
233684,91940,,13671,2043,380,2043,380,,2
233718,12608,,93,420,4,420,4,,2
233754,112670,,,3756,,3756,,,2
233772,325116,,,10837,,10837,,,2
233842,,,3192,,133,,133,10,-2
233897,44816,,,1494,,1494,,,2
233903,45907,,,1530,,1530,,,2
233921,911830,,155020,30394,6459,30394,6459,1025,2
233949,96458,,,3215,,3215,,,2
234030,588382,,119527,19613,4980,19613,4980,1663,2
234076,510278,,191943,17009,7998,17009,7998,1614,2
234085,54907,,,1830,,1830,,,2
234119,,85729,,95,,95,,,1
234137,3893,,15537,130,647,130,647,,2
234155,109524,,6736,3651,281,3651,281,,2
234164,28400,,7800,947,325,947,325,,2
234173,38927,,1199,1298,50,1298,50,,2
234207,54936,,,1831,,1831,,380,2
234377,39187,,,1306,,1306,,,2
234669,418400,,,9298,,9298,,,2
234696,67854,,,1508,,1508,,,2
234711,66011,,,1467,,1467,,,2
234827,408448,,23050,9077,640,9077,640,,2
234845,70050,,,1557,,1557,,,2
234915,29522,,18186,656,505,656,505,,2
234924,,275250,,306,,306,,,1
234933,232554,,,5168,,5168,,,2
234951,128948,,,2866,,2866,,,2
234979,215088,,,4780,,4780,,,2
235024,11961,,,399,,399,,,2
235088,,414000,,460,,460,,,1
235097,347029,,79603,7712,2211,7712,2211,180,2
235103,192290,,,4273,,4273,,,2
235149,266222,,,5916,,5916,,,2
235158,,92270,,103,,103,,,1
235167,80524,,8913,1789,248,1789,248,,2
235237,295494,,,6567,,6567,,,2
235307,,131198,,146,,146,,,1
235316,160546,,29994,5352,1250,5352,1250,641,2
235334,55049,,,1223,,1223,,,2
235343,259917,,,5776,,5776,,,2
235352,,106468,,118,,118,,,1
235422,22493,,2164,750,90,750,90,,2
235431,178104,,,3958,,3958,,,2
235501,16628,,,554,,554,,,2
235547,2569,,10680,57,297,57,297,334,2
235583,,90875,,101,,101,,,1
235671,150056,,,3335,,3335,,,2
235699,106894,,,2375,,2375,,,2
235750,74643,,,1659,,1659,,,2
236018,,62675,,70,,70,,,1
236072,129224,,,2872,,2872,,,2
236133,24801,,7149,827,298,827,298,,2
236188,190834,,,4241,,4241,,,2
236212,,949812,,1055,,1246,,,1
236230,70715,,7561,2357,315,2357,315,65,2
236258,55917,,,1243,,1243,,,2
236328,55265,,3567,1842,149,1842,149,129,2
236382,90851,,,2019,,2019,,,2
236452,38376,,4846,1279,202,1279,202,,2
236504,143843,,,3197,,3197,,,2
236513,178614,,,3969,,3969,,,2
236577,112598,,22711,2502,631,2502,631,,2
236595,187049,,59025,4157,1640,4157,1640,589,2
236610,161007,,,3578,,3578,,,2
236638,122599,,,2724,,2724,,,2
236656,158626,,,3525,,3525,,,2
236692,220931,,,4910,,4910,,,2
236708,142927,,,3176,,3176,,,2
236744,,49100,,55,,55,,,1
236753,202316,,,4496,,4496,,,2
236887,112041,,,2490,,2490,,,2
236896,57149,,5223,1270,145,1439,169,20,2
236939,669192,,82246,22306,3427,22306,3427,2168,2
236948,1426958,,451279,31710,12536,31710,15043,4297,2
236975,99601,,,2213,,2213,,,2
237011,572843,,21361,12730,593,12730,593,37,2
237039,124684,,,2771,,2771,,,2
237057,46806,,,1560,,1560,,,2
237066,69825,,7869,2328,328,2328,328,0,2
237109,138481,,,3077,,3077,,,2
237118,19153,,3427,638,143,638,143,,2
237127,,50368,,56,,56,,,1
237136,5408,,141,180,6,180,6,,2
237145,,21288,,24,,24,,,1
237172,,52650,,59,,59,,,1
237181,17062,,342,569,14,569,14,,2
237215,31453,,,1048,,1048,,,2
237242,,71807,,80,,80,,,1
237303,,55755,,62,,62,,,1
237312,53331,,9449,1778,394,1778,412,277,2
237321,,63581,,71,,71,,,1
237330,40349,,8853,1345,369,1345,369,,2
237358,19500,,,650,,700,,,2
237367,83215,,4922,2774,205,2774,205,,2
237385,36001,,,1200,,1200,,,2
237437,8592,,,191,,191,,,2
237473,,121500,,135,,135,,,1
237491,,16000,,18,,21,,,1
237525,214475,,46389,7149,1933,7149,1933,897,2
237543,,111580,,124,,124,,,1
237561,,54000,,60,,60,,,1
237570,,127419,,142,,142,,,1
237598,1575,,,35,,35,,,2
237686,47210,,,1574,,1574,,,2
237701,32167,,,1072,,1072,,,2
237729,,114416,,127,,127,,,1
237783,22179,,5024,739,209,739,211,,2
237792,65882,,10222,2196,426,2196,426,33,2
237817,31261,,,1042,,1042,,,2
237844,,85400,,95,,116,,,1
237880,,,,,,,,806,-2
237899,56299,,2903,1877,121,1877,121,,2
237905,,49500,168,55,7,55,7,,1
237932,54098,,7493,1803,312,1803,312,,2
237950,40168,,,1339,,1339,,,2
237969,27856,,1368,929,57,929,57,6,2
237987,9784,,,217,,217,,,2
237996,27219,,,605,,605,,,2
238005,,101243,,112,,112,,,1
238014,26560,,,885,,885,,,2
238032,646142,,103143,21538,4298,21538,4298,2111,2
238078,18540,,1720,618,72,618,72,99,2
238096,,20312,,23,,23,,,1
238175,,159916,,178,,178,,,1
238193,22333,,21316,744,888,744,888,3,2
238263,191753,,1050,6392,44,6392,44,,2
238324,12170,,2272,406,95,406,95,5,2
238333,31263,,,1042,,1042,,,2
238397,50673,,,1689,,1689,,,2
238430,17098,,8501,570,354,648,479,,2
238458,82266,,9823,2742,409,2742,409,150,2
238476,85605,,2806,2854,117,2854,117,,2
238616,74662,,39665,2489,1653,2489,1653,233,2
238661,32878,,11103,1096,463,1096,463,8,2
238722,138127,,,4604,,4604,,,2
238759,121831,,,4061,,4061,,,2
238810,,65736,,73,,73,,,1
238980,34328,,8885,1144,370,1144,370,,2
239008,41997,,,1400,,1400,,,2
239017,83708,,,2790,,1550,,,2
239071,19806,,3351,660,140,660,140,,2
239080,32464,,4069,1082,170,1082,170,,2
239105,230229,,51626,7674,2151,7674,2151,1225,2
239169,,,11270,,470,,380,1128,-2
239220,46595,,,1553,,1553,,,2
239248,219903,,,7330,,7330,,,2
239309,26914,,,897,,897,,,2
239318,113104,,3676,2513,102,2513,102,,2
239372,62598,,,2087,,2087,,,2
239390,19262,,8967,642,374,642,374,36,2
