UNITID,CDACTUA,CNACTUA,CDACTGA,EFTEUG,EFTEGD,FTEUG,FTEGD,FTEDPP,ACTTYPE
100654,129441,,15095,4315,629,4315,629,,2
100663,363142,,171846,12105,7160,12105,7160,1411,2
100690,6520,,4984,217,208,217,208,,2
100706,205418,,30484,6847,1270,6847,1270,83,2
100724,101826,,9900,3394,413,3394,413,72,2
100751,889116,,112623,29637,4693,29637,4693,619,2
100760,29507,,,984,,984,,,2
100812,59927,,4560,1998,190,1998,190,,2
100830,100645,,20174,3355,841,3770,933,4,2
100858,730851,,99108,24362,4130,24362,4130,1093,2
100937,32839,,,1095,,1095,,,2
101028,27314,,,910,,910,,,2
101116,13474,,1220,299,34,299,34,11,2
101143,42987,,,1433,,1433,,,2
101161,150843,,,5028,,5028,,,2
101189,52669,,23166,1756,965,1756,965,226,2
101240,95834,,,3194,,3194,,,2
101277,,66321,,74,,74,,,1
101286,80189,,,2673,,2673,,,2
101295,116379,,,3879,,3879,,,2
101301,33983,,,1133,,1268,,,2
101365,17474,,177,582,7,582,7,,2
101435,23698,,150,790,6,790,5,,2
101453,1656,,583,55,24,55,24,,2
101462,16941,,,565,,565,,,2
101471,13843,,,461,,461,,,2
101480,207526,,21992,6918,916,6918,916,122,2
101505,152469,,,5082,,5082,,,2
101514,165630,,,5521,,5521,,,2
101569,65652,,,2188,,2188,,,2
101587,64597,,65952,2153,2748,2153,2748,,2
101602,38258,,,1275,,1275,,,2
101648,9734,,,324,,324,,,2
101675,44331,,,1478,,1478,,,2
101693,33339,,3045,1111,127,1196,127,,2
101709,60230,,7871,2008,328,2008,328,,2
101736,57645,,,1922,,1922,,,2
101879,154319,,42252,5144,1761,5144,1761,,2
101897,49085,,,1636,,1636,,,2
101912,41281,,1409,1376,59,1376,59,,2
101994,9302,,,310,,310,,,2
102030,51587,,,1720,,1720,,,2
102049,113210,,23836,3774,993,3774,993,1218,2
102058,446,,126,15,5,15,5,,2
102067,91923,,,3064,,3064,,,2
102076,59734,,,1991,,1991,,,2
102094,259049,,113702,8635,4738,8635,4738,301,2
102234,31684,,2104,1056,88,1056,88,,2
102270,24803,,,827,,827,,,2
102298,42626,,478,1421,20,1421,20,,2
102313,40847,,,1362,,1362,,,2
102368,273588,,55553,9120,2315,9120,2315,112,2
102377,71480,,4077,2383,170,2383,170,239,2
102395,1677,,1431,56,60,56,60,,2
102429,68275,,,2276,,2276,,,2
102553,182159,,18005,6072,750,6072,750,33,2
102580,864,,,29,,29,,,2
102614,110443,,14685,3681,612,3681,612,,2
102632,27788,,4793,926,200,926,200,,2
102669,10142,,2274,338,95,338,95,18,2
102711,,102919,,114,,114,,,1
102845,201690,,,6723,,6723,,,2
103501,14102,,,470,,470,,,2
103741,,139028,,154,,154,,,1
103893,40754,,,1358,,1358,,,2
103909,18682,,,623,,623,,,2
103927,16595,,,553,,553,,,2
103954,,37010,,41,,41,,,1
103963,21481,,,716,,716,,,2
104090,30958,,909,1032,38,1032,38,,2
104151,1936832,,259212,64561,10801,64561,10801,1036,2
104160,145365,140662,,5002,,5065,,,3
104179,1112352,,152306,37078,6346,37078,6346,5447,2
104346,97016,,,3234,,3234,,,2
104391,,43894,,49,,49,,,1
104425,176860,,,5895,,5895,,,2
104443,,40162,,45,,45,,,1
104568,,380520,,423,,423,,,1
104577,82572,,,2752,,2752,,,2
104586,89683,,501,2989,21,2989,21,,2
104665,,,183,,8,,8,,-2
104708,220736,,,7358,,7358,,,2
104717,1805101,,760280,60170,31678,60170,31678,,2
105145,77949,,,2598,,2598,,,2
105154,254552,,,8485,,8485,,,2
105206,64772,,,2159,,2159,,,2
105215,31444,,,1048,,1048,,,2
105297,26538,,,885,,885,,,2
105330,639090,,73883,21303,3078,23506,3693,894,2
105349,40893,,,1363,,1363,,,2
105367,8048,,10711,268,446,268,446,0,2
105428,141995,,,4733,,4733,,,2
105525,335895,48922,,11251,,11251,,,3
105534,87510,12000,1404,2930,59,2930,59,,3
105543,28990,,,966,,966,,,2
105589,11341,,13859,378,577,378,577,,2
105659,29040,,,968,,968,,,2
105668,247015,,,8234,,8234,,,2
105677,,22880,,25,,25,,,1
105747,109178,,,3639,,3639,,,2
105792,53605,,,1787,,1787,,,2
105899,28370,,,946,,946,,,2
106041,79543,,,2651,,2651,,,2
106148,103232,,,3441,,3441,,,2
106245,140024,,24375,4667,1016,4667,1016,441,2
106263,28454,,14882,948,620,948,620,1263,2
106306,9652,,,322,,322,,,2
106315,,124233,,138,,138,,,1
106324,,23850,,27,,27,,,1
106342,16817,,,561,,561,,,2
106351,,52369,,58,,24,,,1
106360,,21493,,24,,24,,,1
106397,676254,,73971,22542,3082,22542,3082,483,2
106412,64599,,2911,2153,121,2153,121,,2
106449,59412,,,1980,,1980,,,2
106458,228824,,97245,7627,4052,7627,4052,325,2
106467,197093,,10973,6570,457,6570,457,,2
106485,58287,,7906,1943,329,1943,329,,2
106494,,31306,,35,,35,,,1
106546,24240,,,808,,808,,,2
106625,32443,,,1081,,1081,,,2
106704,225718,,25100,7524,1046,7524,1046,563,2
106713,16635,,,555,,555,,,2
106795,25696,,,857,,857,,,2
106810,5434,,,181,,181,,,2
106883,20641,,,688,,688,,,2
106892,4170,,,139,,139,,,2
106908,,396797,,441,,441,,,1
106980,47593,,,1586,,1586,,,2
106999,22433,,,748,,748,,,2
107044,100800,,19572,3360,816,3360,741,272,2
107071,63897,,11238,2130,468,2130,468,,2
107080,33301,,276,1110,12,1110,12,,2
107099,,98310,,109,,109,,,1
107123,2400,,,80,,80,,,2
107141,42553,,12934,1418,539,1418,539,,2
107220,,244584,,272,,272,,,1
107293,,45791,,51,,51,,,1
107318,19142,,,638,,638,,,2
107327,23290,,,776,,776,,,2
107442,,28320,,31,,31,,,1
107460,36607,,,1220,,1220,,,2
107488,6987,,,233,,233,,,2
107512,48796,,2040,1627,85,1627,85,,2
107521,23923,,,797,,797,,,2
107549,19534,,,651,,651,,,2
107558,24066,,,802,,802,,,2
107585,39222,,,1307,,1307,,,2
107600,20632,,,688,,688,,,2
107619,22655,,,755,,755,,,2
107637,20804,,,693,,693,,,2
107655,,44408,,49,,49,,,1
107664,99286,,,3310,,3310,,,2
107725,22684,,,756,,756,,,2
107743,16540,,,551,,551,,,2
107789,,157820,,175,,175,,,1
107831,,57481,,64,,64,,,1
107840,4064,,,135,,135,,,2
107877,16065,,376,536,16,536,16,,2
107974,26198,,,873,,873,,,2
107983,87223,,26079,2907,1087,2907,1087,,2
107992,24253,,,808,,808,,,2
108065,,13480,,15,,15,,,1
108092,126090,,658,4203,27,4203,27,,2
108232,110076,,38292,3669,1596,3669,1596,,2
108269,,,3819,,159,,159,,-2
108667,66152,,,2205,,2205,,,2
108807,169949,,,5665,,5665,,,2
108852,7231,14245,,257,,257,,,3
108861,,,540,,23,,23,,-2
108870,,,11049,,460,,460,,-2
108977,,190169,,211,,211,,,1
109040,59532,542097,,2587,,2587,,,3
109208,463610,,,15454,,15454,,,2
109350,204842,,,6828,,6828,,,2
109651,71288,,9214,2376,384,2376,384,,2
109721,,254880,,283,,283,,,1
109730,2125,,,71,,71,,,2
109785,111288,,77748,3710,3240,3710,3240,558,2
109819,418531,,,13951,,13951,,,2
109907,51535,,,1718,,1718,,,2
109934,,420125,,467,,467,,,1
110060,6415,,1891,214,79,214,79,8,2
110097,105334,,25497,3511,1062,3511,1062,,2
110194,,200948,,223,,223,,,1
110219,56676,,0,1889,0,1889,0,,2
110246,192626,,,6421,,6421,,,2
110316,3682,,25227,123,1051,123,1051,55,2
110334,159463,,,5315,,5315,,,2
110361,232922,,85929,7764,3580,7764,3580,,2
110370,33795,,10362,1127,432,1127,432,,2
110398,,,940,,39,,39,1073,-2
110404,43419,,51780,965,1438,965,1438,,2
110413,79832,,22774,2661,949,2661,949,115,2
110422,912123,,31592,20269,878,20269,878,,2
110468,9564,,60758,319,2532,319,2532,1073,2
110486,236464,,31313,7882,1305,7882,1305,,2
110495,240718,,24377,8024,1016,8024,1016,,2
110510,447868,,41756,14929,1740,14929,1740,,2
110529,708353,,39004,23612,1625,23612,1625,,2
110538,401676,,15895,13389,662,13389,662,,2
110547,371568,,38112,12386,1588,12386,1588,,2
110556,586307,,37565,19544,1565,19544,1565,165,2
110565,931454,,59290,31048,2470,31048,2470,171,2
110574,324754,,61290,10825,2554,10825,2554,,2
110583,896686,,84570,29890,3524,29890,3524,170,2
110592,627671,,52684,20922,2195,20922,2195,45,2
110608,851028,,92685,28368,3862,28368,3862,187,2
110617,763961,,48102,25465,2004,25465,2004,155,2
110635,979027,,285966,32634,11915,32634,11915,1323,2
110644,1417768,,237374,31506,6594,31506,6594,1771,2
110653,1346445,,231366,29921,6427,29921,6427,977,2
110662,1499085,,445558,33313,12377,33313,12377,2107,2
110671,990560,,133497,22012,3708,22012,3708,303,2
110680,1553802,,293577,34529,8155,34529,8155,784,2
110699,,,47570,,1321,,1321,1442,-2
110705,1033260,,113782,22961,3161,22961,3161,,2
110714,836608,,72252,18591,2007,18591,2007,,2
110778,761,,49962,17,1388,17,1388,79,2
110875,,44324,,49,,49,,,1
110918,381,,,13,,13,,,2
111045,624,,569,21,24,21,24,0,2
111054,,91195,,101,,101,,,1
111081,30252,,14294,1008,596,1008,596,,2
111188,31242,,621,1041,26,1041,26,,2
111391,,,2395,,100,,100,634,-2
111434,69787,,,2326,,2326,,,2
111461,312057,,,10402,,10402,,,2
111513,,183724,,204,,204,,,1
111638,15059,,,502,,502,,,2
111708,,194360,,216,,216,,,1
111717,,183497,,204,,204,,,1
111726,,180928,,201,,201,,,1
111744,,116795,,130,,130,,,1
111762,,103818,,115,,115,,,1
111799,,158866,,177,,177,,,1
111887,305836,,,10195,,10195,,,2
111896,74628,,,2488,,2488,,,2
111920,197063,,,6569,,6569,,,2
111939,346675,,,11556,,12877,,,2
111948,221682,,33254,7389,1386,7389,1386,916,2
111966,7710,,27703,257,1154,257,1154,,2
112075,49208,,44116,1640,1838,1640,1838,,2
112084,16236,,1116,541,47,541,47,,2
112127,,,1268,,53,,53,,-2
112172,212889,,,7096,,7096,,,2
112181,,101530,,113,,113,,,1
112190,316338,,,10545,,10545,,,2
112251,,,23868,,995,,995,44,-2
112260,42880,,150,1429,6,1429,6,,2
112288,3706,349441,,512,,512,,,3
112367,,129600,,144,,144,,,1
112385,105357,,,3512,,3512,,,2
112394,13412,,182,447,8,447,8,,2
112455,,132158,,147,,147,,,1
112525,,,14105,,588,,588,3308,-2
112561,36298,,,1210,,1210,,,2
112570,20660,,,689,,961,,,2
112686,67997,,,2267,,2267,,,2
112826,94454,,,3148,,3148,,,2
113096,251323,,,8377,,8377,,,2
113111,94985,,,3166,,3166,,,2
113193,165210,,,5507,,5507,,,2
113218,113487,,,3783,,3783,,,2
113236,246209,,,8207,,8207,,,2
113333,560524,,,12456,,12456,,,2
113449,,246759,,274,,274,,,1
113537,,11700,,13,,13,,,1
113573,194851,,,6495,,6495,,,2
113582,3402,,237,113,10,113,10,,2
113616,425,,602,14,25,14,25,,2
113634,333757,,,11125,,11125,,,2
113698,37673,,18320,1256,763,1256,763,,2
113704,,,1303,,54,,54,,-2
113856,426895,,,14230,,14230,,,2
113980,381002,,,12700,,12700,,,2
114114,,,8834,,245,,245,44,-2
114123,179,,1248,6,52,6,52,24,2
114266,143167,,,4772,,4772,,,2
114354,59204,,808,1316,22,1316,22,,2
114433,30372,,,1012,,1532,,,2
114460,,281720,,313,,313,,,1
114549,,,27262,,1136,,864,,-2
114585,,,7095,,296,,296,168,-2
114637,,42992,,48,,48,,,1
114716,334901,,,7442,,7442,,,2
114734,,,943,,39,,39,,-2
114761,,59471,,66,,66,,,1
114789,351260,,,11709,,11709,,,2
114813,52620,,25215,1754,1051,1754,1051,,2
114840,,,44280,,1230,,1230,396,-2
114859,347509,,,11584,,11584,,,2
114938,80703,,,2690,,2690,,,2
114947,,91890,,102,,102,,,1
115001,305359,,,10179,,10179,,,2
115010,12693,507788,,987,,987,,,3
115083,21101,,30835,703,1285,740,1151,551,2
115126,187030,,,6234,,6234,,,2
115214,,,3559,,148,,148,,-2
115296,220279,,,7343,,7343,,,2
115357,,133580,,148,,148,,,1
115393,152967,,,5099,,5099,,,2
115409,28826,,,961,,961,,,2
115658,,103478,,115,,115,,,1
115728,15244,,8738,508,364,508,364,,2
115746,,,28700,,797,,797,,-2
115755,148269,,9396,4942,392,4942,392,,2
115773,7212,,2654,160,74,162,74,52,2
115861,169241,,,5641,,5641,,,2
115931,670,509540,,588,,588,,,3
116226,4478,,135,100,4,100,3,,2
116350,,165089,,183,,183,,,1
116439,221061,,,7369,,7369,,,2
116563,,233910,,260,,260,,,1
116846,676,,1698,23,71,23,71,,2
117052,109543,,,3651,,3651,,,2
117104,11028,,2155,368,90,368,90,,2
117140,102992,,42739,3433,1781,3433,1781,303,2
117168,19372,,969,646,40,646,40,,2
117195,60156,,,1337,,1337,,,2
117238,,75050,,83,,83,,,1
117247,131799,,,4393,,4393,,,2
117274,30466,,,1016,,1016,,,2
117283,1115,,,37,,37,,,2
117520,,,,,,,,578,-2
117557,6045,,5862,202,244,202,244,,2
117575,691,,1789,23,75,23,75,34,2
117627,53659,,9492,1192,264,1192,264,,2
117636,43883,,61109,975,1697,975,1697,1655,2
117645,446777,,,14893,,14893,,,2
117672,16728,,11414,558,476,558,476,914,2
117690,106269,,,3542,,3542,,,2
117706,256516,,,8551,,8551,,,2
117715,69505,,,2317,,2317,,,2
117724,150844,,,5028,,5028,,,2
117733,216817,,,7227,,7227,,,2
117751,41553,,12585,1385,524,1385,524,0,2
117788,211364,,,7045,,7045,,,2
117803,3803,,,127,,127,,,2
117867,125851,,,4195,,4195,,,2
117894,143481,,,4783,,4783,,,2
117946,223181,,35348,7439,1473,6800,1409,996,2
117955,,280879,,312,,312,,,1
118134,,79325,,88,,88,,,1
118143,,73164,,81,,81,,,1
118161,,118194,,131,,131,,,1
118198,21068,399600,,1146,,1146,,,3
118347,87840,,,2928,,2928,,,2
118541,13467,,1291,449,54,449,54,,2
118684,51653,,,1722,,1722,,,2
118693,22040,,,735,,735,,,2
118718,193368,,,6446,,6446,,,2
118772,105195,,,3507,,3507,,,2
118912,261912,,,8730,,8730,,,2
118930,105767,,,3526,,3526,,,2
118958,,76340,,85,,85,,,1
118976,306897,,,10230,,10230,,,2
118994,,401735,,446,,446,,,1
119058,410,,19445,14,810,14,810,,2
119067,110637,,,3688,,3688,,,2
119137,250198,,,8340,,8340,,,2
119164,549215,,,18307,,18307,,,2
119173,55697,,10863,1857,453,1857,453,398,2
119216,257723,,,8591,,8591,,,2
119270,32472,,307,722,9,722,9,,2
119331,80399,,,2680,,2680,,,2
119553,43520,10851,,1463,,1463,,,3
119605,283390,,330164,9446,13757,6298,9171,202,2
119678,,,175799,,4883,,4883,,-2
119775,11989,,3050,266,85,301,72,,2
119951,,168521,,187,,187,,,1
120069,,259786,,289,,289,,,1
120078,8626,501889,,845,,845,,,3
120087,,223935,,249,,249,,,1
120166,209,,1461,7,61,7,61,,2
120184,3,,3354,0,140,0,140,,2
120254,61868,,0,2062,0,2062,0,,2
120290,158575,,,5286,,5286,,,2
120342,315221,,,10507,,10507,,,2
120403,32611,,1428,1087,60,1087,60,,2
120421,108873,,,3629,,3629,,,2
120537,17585,,10181,586,424,586,424,,2
120661,20387,,,680,,680,,,2
120698,2696,,19371,60,538,60,538,646,2
120768,9270,,12033,309,501,309,501,,2
120795,,,1268,,53,,53,,-2
120838,540,,720,12,20,12,20,,2
120865,33525,,187,745,5,745,5,,2
120883,102594,,33447,3420,1394,3420,1394,1937,2
120953,45954,,,1532,,1532,,,2
120971,341839,,,11395,,11395,,,2
121044,409375,,,13646,,13646,,,2
121150,124851,,142277,4162,5928,4162,5928,672,2
121257,36162,,,1205,,1180,,,2
121275,5580,,,186,,186,,,2
121309,88832,,26001,2961,1083,2776,1083,8,2
121345,56732,,,1891,,1891,,,2
121363,64492,,,2150,,2150,,,2
121433,,139542,,155,,155,,,1
121619,336557,,,11219,,11219,,,2
121628,,,1713,,48,,132,,-2
121637,,121555,,135,,135,,,1
121691,82113,,31989,2737,1333,2737,1333,43,2
121707,63067,,,2102,,2102,,,2
121859,,194727,,216,,216,,,1
121868,,197210,,219,,219,,,1
121886,252454,,,8415,,8415,,,2
121901,341705,,,11390,,11390,,,2
122117,185,,4464,4,124,4,124,18,2
122180,340925,,,11364,,11364,,,2
122205,340474,,,11349,,11349,,,2
122296,27610,,31016,920,1292,996,1102,175,2
122339,177199,,,5907,,5907,,,2
122375,282103,,,9403,,9403,,,2
122384,165684,,,5523,,5523,,,2
122409,890381,,96915,29679,4038,29679,4038,236,2
122436,166069,,48506,5536,2021,5536,2021,798,2
122506,7667,,5482,256,228,233,228,,2
122597,623888,,55603,20796,2317,20796,2317,112,2
122612,186306,,67690,6210,2820,6210,2820,547,2
122649,,,,,,,,119,-2
122658,411377,,,13713,,13713,,,2
122685,75356,,,2512,,2512,,,2
122694,31603,,,1053,,1053,,,2
122728,35409,,9550,1180,398,1180,398,,2
122746,117695,,,3923,,3923,,,2
122755,747968,,135187,24932,5633,24932,5633,64,2
122791,117072,,,3902,,3902,,,2
122889,267549,,,8918,,8918,,,2
122931,295376,,62264,6564,1730,5811,1730,698,2
122977,496491,,,16550,,16550,,,2
123013,259471,,,8649,,8649,,,2
123095,,,13169,,549,,549,2,-2
123165,33731,,904,1124,38,1089,21,,2
123217,229317,,,7644,,7644,,,2
123280,572,,159,19,7,19,7,,2
123299,131249,,,4375,,4375,,,2
123341,303836,,,10128,,10128,,,2
123350,,156540,,174,,174,,,1
123448,,,243,,10,,10,243,-2
123457,16212,,4456,540,186,540,186,,2
123484,24530,,,818,,818,,,2
123493,,97560,,108,,108,,,1
123509,123876,,,4129,,4129,,,2
123527,202112,,,6737,,6737,,,2
123554,69033,,19882,2301,828,2301,828,,2
123563,155193,,,5173,,5173,,,2
123572,190653,,9171,6355,382,6355,382,,2
123633,,,7729,,215,,215,99,-2
123642,8760,,,292,,292,,,2
123651,52851,,5767,1762,240,1762,240,,2
123679,23134,,,771,,771,,,2
123800,305748,,,10192,,10192,,,2
123916,,,1632,,68,,68,,-2
123943,,,7056,,196,,143,593,-2
123952,7820,,9140,261,381,261,381,,2
123961,656790,,446407,21893,18600,21893,18600,3448,2
123970,,,90,,4,,4,897,-2
124113,46766,,,1559,,1559,,,2
124283,,,2301,,96,,96,29,-2
124292,17986,,,600,,600,,,2
124487,2449,,995,54,28,54,28,,2
124681,46128,,,1538,,1538,,,2
124706,21042,,,701,,701,,,2
124937,19071,,,636,,636,,,2
125028,190945,,,6365,,6365,,,2
125037,,,432,,18,,18,268,-2
125082,,70925,,79,,79,,,1
125091,205817,,,6861,,6861,,,2
125170,83813,,,2794,,2794,,,2
125231,230304,,1106964,5118,30749,5118,46123,,2
125310,,49371,,55,,55,,,1
125462,46638,,,1555,,1555,,,2
125471,150445,,,5015,,5015,,,2
125499,123901,,,4130,,4130,,,2
125532,59060,,,1969,,1969,,,2
125718,,,3167,,132,,132,,-2
125727,38043,,,1268,,1268,,,2
125763,37254,,1283,1242,53,1242,53,,2
125897,26173,,2218,872,92,872,92,,2
126012,,,14000,,583,,583,,-2
126049,,,185,,8,,8,240,-2
126076,4830,,,161,,161,,,2
126119,89170,,,2972,,2972,,,2
126182,39628,,26688,1321,1112,1321,1112,,2
126207,107264,,,3575,,3575,,,2
126289,148515,,,4951,,4951,,,2
126359,13573,,,302,,302,,,2
126562,320374,,128938,10679,5372,10679,5372,2119,2
126580,257228,,28963,8574,1207,8574,1207,31,2
126605,14392,,,480,,480,,,2
126614,898516,,104358,29951,4348,29951,4348,566,2
126669,169786,,28244,5660,1177,5660,1177,15,2
126678,75778,,727,2526,30,2368,30,,2
126687,17849,,,595,,595,,,2
126711,87645,,,2922,,2922,,,2
126748,20974,,,699,,699,,,2
126775,167123,,31126,5571,1297,5571,1297,,2
126784,,171105,,190,,190,,,1
126818,691344,,102482,23045,4270,23045,4270,609,2
126827,1194684,,74049,26549,2057,26549,2057,407,2
126863,116468,,,3882,,3882,,,2
126915,8892,,,296,,296,,,2
126942,121914,,,4064,,4064,,,2
126951,40039,,,1335,,1335,,,2
126979,,,12127,,505,,505,8,-2
127060,254752,,199566,5661,5544,5661,5544,930,2
127158,122940,,,4098,,4098,,,2
127185,88515,,1693,2951,71,2951,71,,2
127200,300187,,,10006,,10064,,,2
127273,,,3878,,108,,108,7,-2
127316,,219010,,243,,243,,,1
127389,14866,,,496,,517,,,2
127556,215777,,5043,7193,210,7193,210,4,2
127565,378660,,22228,12622,926,12622,926,,2
127617,23645,,,788,,788,,,2
127653,8230,,13387,274,558,274,558,,2
127714,5141,,,171,,171,,,2
127732,27730,,,924,,924,,,2
127741,189469,,50424,6316,2101,6316,2101,,2
127778,23985,,,800,,800,,,2
127820,228097,,,7603,,7603,,,2
127884,112476,,,3749,,3749,,,2
127909,123162,,3871,4105,161,4105,161,,2
127918,74128,,36201,2471,1508,2471,1508,721,2
127945,54388,,141,1813,6,1813,6,,2
127954,,4500,400,5,17,5,17,,1
128106,87721,,52193,2924,2175,2924,2175,169,2
128151,25166,,,839,,839,,,2
128179,27100,,,903,,903,,,2
128188,31890,155780,,1236,,1236,,,3
128258,31215,,,1041,,1041,,,2
128328,151424,,,5047,,5047,,,2
128337,,82052,,91,,91,,,1
128391,62741,,8422,2091,351,2091,351,,2
128498,28892,,5743,963,239,963,239,,2
128577,21622,,,721,,721,,,2
128586,1680,,,56,,56,,,2
128744,48299,,34218,1610,1426,1610,1426,187,2
128771,198725,,27125,6624,1130,6624,1130,82,2
128780,26920,,1263,897,53,897,53,,2
128896,,108108,,120,,120,,,1
128902,59685,,,1990,,1990,,,2
129002,18648,,,414,,414,,,2
129020,568188,,117784,18940,4908,18940,4908,1493,2
129154,80131,,2483,2671,103,2671,103,,2
129181,37992,,,1266,,1266,,,2
129215,108171,,3682,3606,153,3606,153,,2
129242,143824,,21137,4794,881,4794,881,102,2
129349,,136873,,152,,152,,,1
129367,42333,,,1411,,1411,,,2
129428,,,1209,,50,,50,,-2
129482,11458,,,382,,382,,,2
129491,,,1545,,64,,64,,-2
129525,121186,,30610,4040,1275,4040,1275,217,2
129534,6786,,6060,226,253,226,253,,2
129543,60467,,,2016,,2016,,,2
129695,78189,,,2606,,2606,,,2
129729,82639,,,2755,,2755,,,2
129756,39350,,,1312,,1312,,,2
129774,14857,,,495,,495,,,2
129808,52696,,,1757,,1757,,,2
129923,19937,,,665,,665,,,2
129932,25562,,,852,,852,,,2
129941,147960,,54044,4932,2252,4932,2252,,2
130004,72969,,,2432,,2432,,,2
130040,21358,,,712,,712,,,2
130110,5084,,12,169,1,169,1,,2
130174,72161,,,1604,,1604,,,2
130183,373575,,39518,12453,1647,12453,1647,377,2
130217,18423,,,614,,614,,,2
130226,201895,,41252,6730,1719,6730,1719,1166,2
130253,205238,,63905,6841,2663,6841,2663,401,2
130314,26482,,21294,883,887,883,887,150,2
130396,98324,,,3277,,3277,,,2
130493,184810,,35244,6160,1469,6160,1469,,2
130509,14568,,,486,,566,,,2
130590,61341,,580,2045,24,2045,24,,2
130606,59776,,,1993,,1993,,,2
130624,35133,,,1171,,1171,,,2
130697,109841,,3834,3661,160,3661,160,,2
130776,118981,,9339,3966,389,3966,389,21,2
130794,248172,,210762,8272,8782,8272,8782,467,2
130837,1500,,,50,,50,,,2
130873,13293,12137,,457,,457,,,3
130907,224593,,,7486,,7486,,,2
130934,127605,,16035,4254,668,4254,668,,2
130943,571841,,59441,19061,2477,19173,4220,205,2
130989,18240,,8405,608,350,608,350,,2
131061,,125434,,139,,139,,,1
131113,176392,,84610,5880,3525,5880,3525,,2
131159,257551,,89980,8585,3749,8585,4090,1283,2
131283,90636,,23727,3021,989,3021,989,430,2
131399,68954,,5606,2298,234,2298,234,228,2
131405,,,1891,,79,,79,,-2
131450,27626,,8783,921,366,921,366,,2
131469,333501,,218245,11117,9094,11117,9094,2994,2
131496,216519,,181398,7217,7558,7217,7558,2833,2
131520,267601,,32780,8920,1366,8920,1366,1421,2
131803,12497,,1508,278,42,278,42,,2
131830,619,,,21,,21,,,2
131876,35938,,6566,1198,274,1198,274,,2
131973,,,5611,,234,,234,240,-2
132374,,1320545,,1467,,1467,,,1
132408,7495,,261,250,11,250,11,,2
132471,80509,,58208,2684,2425,2684,2425,1294,2
132602,74795,,2355,2493,98,2493,98,,2
132657,79641,,15261,2655,636,2655,636,,2
132675,,85987,,96,,96,,,1
132693,259300,356040,,9039,,9039,,,3
132709,660213,159482,,22184,,22184,,,3
132842,6543,,15226,218,634,218,634,,2
132851,118269,104745,,4059,,4570,,,3
132879,4119,,,137,,137,,,2
132903,1611199,,163976,53707,6832,53707,6832,492,2
132976,,316386,,352,,352,,,1
133021,34108,135754,,1288,,1288,,,3
133155,,514758,,572,,572,,,1
133386,246598,700691,,8998,,8998,,,3
133465,13121,,10232,292,284,292,284,,2
133492,64904,,,2163,,2163,,,2
133508,296874,32040,,9931,,9931,,,3
133526,35479,,981,1183,41,1183,41,,2
133553,217040,,9343,7235,389,7235,389,,2
133650,209907,,19556,6997,815,6997,815,959,2
133669,652722,,84247,21757,3510,21757,3510,364,2
133702,401960,644939,,14115,,14115,,,3
133711,77108,,136,2570,6,2570,6,,2
133809,15848,,,528,,528,,,2
133845,14437,,,481,,481,,,2
133854,7362,,,245,,245,,,2
133863,9662,,,322,,322,,,2
133872,26970,,9537,899,397,899,397,196,2
133881,98334,,63630,3278,2651,3378,2783,132,2
133942,4200,,,140,,82,,,2
133951,1169336,,198434,38978,8268,38978,8268,1793,2
133960,21203,44593,,756,,756,,,3
133979,26070,,640,869,27,869,32,,2
133997,14688,,,490,,490,,,2
134024,,34045,,38,,38,,,1
134079,85631,,8615,2854,359,2854,359,95,2
134097,997144,,208757,33238,8698,33238,8698,1184,2
134130,1026873,,349126,34229,14547,34229,14547,3231,2
134228,,31500,,35,,35,,,1
134237,936037,,42428,31201,1768,31201,1768,,2
134291,,418273,,465,,465,,,1
134307,,476277,,529,,529,,,1
134343,85261,126123,,2982,,2982,,,3
134422,1240,,,28,,28,,,2
134495,528118,430998,,18083,,18083,,,3
134510,3921,,140,131,6,131,6,,2
134529,,243834,,271,,271,,,1
134574,,108774,,121,,121,,,1
134608,273837,594793,,9789,,9789,,,3
134714,,141104,,157,,157,,,1
134811,40230,,1492,894,41,894,41,,2
134945,84188,,23445,2806,977,2806,977,273,2
135081,800791,,62858,26693,2619,26693,2619,182,2
135142,,236546,,263,,263,,,1
135160,53131,208757,,2003,,2003,,,3
135179,,571719,,635,,635,,,1
135188,85623,,,2854,,2854,,,2
135267,,570232,,634,,634,,,1
135276,,796852,,885,,885,,,1
135294,,378794,,421,,421,,,1
135337,,75699,,84,,84,,,1
135364,3858,,5451,129,227,129,227,,2
135391,184045,,,6135,,6135,,,2
135407,,933770,,1038,,1038,,,1
135522,,308559,,343,,343,,,1
135559,,53254,,59,,59,,,1
135610,1520,,923,51,38,51,38,,2
135647,,504333,,560,,560,,,1
135717,1184775,752435,,40329,,40329,,,3
135726,370938,,87863,12365,3661,12365,3661,2577,2
135735,,905659,,1006,,1006,,,1
136109,,141640,,157,,157,,,1
136145,22647,50714,,811,,811,,,3
136172,391836,,39892,13061,1662,13061,1662,167,2
136215,191750,,180218,6392,7509,6392,7509,5288,2
136233,97794,146144,,3422,,3422,,,3
136303,,159259,,177,,177,,,1
136330,70130,,13889,2338,579,2338,579,223,2
136358,471260,592433,,16367,,16367,,,3
136400,175248,244385,,6113,,6113,,,3
136473,168062,272420,,5905,,5905,,,3
136491,,602940,,670,,670,,,1
136516,186727,102191,,6338,,6338,,,3
136659,,201879,,224,,224,,,1
136701,,,3228,,135,,135,,-2
