UNITID,SCUGFFP,GISTN2,GISTON2,GISTWF2,GISTOF2,GISTUN2,GISTT2,GISTA2,GISTN1,GISTON1,GISTWF1,GISTOF1,GISTUN1,GISTT1,GISTA1,GISTN0,GISTON0,GISTWF0,GISTOF0,GISTUN0,GISTT0,GISTA0,GIS4N2,GIS4ON2,GIS4WF2,GIS4OF2,GIS4UN2,GIS4T2,GIS4A2,GIS4N12,GIS4T12,GIS4A12,GIS4N22,GIS4T22,GIS4A22,GIS4N32,GIS4T32,GIS4A32,GIS4N42,GIS4T42,GIS4A42,GIS4N52,GIS4T52,GIS4A52,NPIST2,NPIST1,NPIST0,NPIS412,NPIS422,NPIS432,NPIS442,NPIS452,GRNTN2,GRNTON2,GRNTWF2,GRNTOF2,GRNTUN2,GRNTT2,GRNTA2,GRNTN1,GRNTON1,GRNTWF1,GRNTOF1,GRNTUN1,GRNTT1,GRNTA1,GRNTN0,GRNTON0,GRNTWF0,GRNTOF0,GRNTUN0,GRNTT0,GRNTA0,GRN4N2,GRN4ON2,GRN4WF2,GRN4OF2,GRN4UN2,GRN4T2,GRN4A2,GRN4N12,GRN4T12,GRN4A12,GRN4N22,GRN4T22,GRN4A22,GRN4N32,GRN4T32,GRN4A32,GRN4N42,GRN4T42,GRN4A42,GRN4N52,GRN4T52,GRN4A52,NPGRN2,NPGRN1,NPGRN0,NPT412,NPT422,NPT432,NPT442,NPT452,GIS4N1,GIS4ON1,GIS4WF1,GIS4OF1,GIS4UN1,GIS4T1,GIS4A1,GIS4N11,GIS4T11,GIS4A11,GIS4N21,GIS4T21,GIS4A21,GIS4N31,GIS4T31,GIS4A31,GIS4N41,GIS4T41,GIS4A41,GIS4N51,GIS4T51,GIS4A51,NPIS411,NPIS421,NPIS431,NPIS441,NPIS451,GRN4N1,GRN4ON1,GRN4WF1,GRN4OF1,GRN4UN1,GRN4T1,GRN4A1,GRN4N11,GRN4T11,GRN4A11,GRN4N21,GRN4T21,GRN4A21,GRN4N31,GRN4T31,GRN4A31,GRN4N41,GRN4T41,GRN4A41,GRN4N51,GRN4T51,GRN4A51,NPT411,NPT421,NPT431,NPT441,NPT451,GIS4N0,GIS4ON0,GIS4WF0,GIS4OF0,GIS4UN0,GIS4T0,GIS4A0,GIS4N10,GIS4T10,GIS4A10,GIS4N20,GIS4T20,GIS4A20,GIS4N30,GIS4T30,GIS4A30,GIS4N40,GIS4T40,GIS4A40,GIS4N50,GIS4T50,GIS4A50,NPIS410,NPIS420,NPIS430,NPIS440,NPIS450,GRN4N0,GRN4ON0,GRN4WF0,GRN4OF0,GRN4UN0,GRN4T0,GRN4A0,GRN4N10,GRN4T10,GRN4A10,GRN4N20,GRN4T20,GRN4A20,GRN4N30,GRN4T30,GRN4A30,GRN4N40,GRN4T40,GRN4A40,GRN4N50,GRN4T50,GRN4A50,NPT410,NPT420,NPT430,NPT440,NPT450,GIS4G2,GIS4G12,GIS4G22,GIS4G32,GIS4G42,GIS4G52,GIS4G1,GIS4G11,GIS4G21,GIS4G31,GIS4G41,GIS4G51,GIS4G0,GIS4G10,GIS4G20,GIS4G30,GIS4G40,GIS4G50,GRN4G2,GRN4G12,GRN4G22,GRN4G32,GRN4G42,GRN4G52,GRN4G1,GRN4G11,GRN4G21,GRN4G31,GRN4G41,GRN4G51,GRN4G0,GRN4G10,GRN4G20,GRN4G30,GRN4G40,GRN4G50
234164,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,151,6,15,23,1601423,8212,335,106,14,215,0,3596646,10736,230,197,9,16,8,3068831,13343,222,174,6,14,28,1580328,7119,101,779598,7719,58,431001,7431,26,127841,4917,18,143918,7995,19,97970,5156,21057,16068,18722,21642,21930,24444,21366,24205,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,94,8,182,0,2513512,8850,145,1534698,10584,61,535911,8785,44,270920,6157,22,109375,4972,12,62608,5217,16318,18117,20745,21930,21685,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,196,8,15,10,2827128,12346,122,1603175,13141,49,635280,12965,23,236123,10266,16,142764,8923,19,209786,11041,18941,19117,21816,23159,21041,,,,,,,,,,,,,,,,,,,194,88,54,24,15,13,276,145,61,44,14,12,215,115,49,21,15,15
234173,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,302,39,0,0,9400567,27568,319,283,36,0,0,8847992,27737,343,322,21,0,0,9243862,26950,241,214,27,0,0,6707192,27831,53,1339900,25281,30,886178,29539,39,1019261,26135,45,1388897,30864,74,2072956,28013,23046,22584,23512,25357,21099,24503,19774,22625,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,196,25,0,0,6404525,28980,38,1149209,30242,46,1541249,33505,37,1094564,29583,32,905560,28299,68,1713943,25205,20077,16814,20736,22020,25114,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,265,19,0,0,7882293,27755,69,2074956,30072,40,1225738,30643,39,1102936,28280,54,1432582,26529,82,2046081,24952,20336,19765,22128,23879,25456,,,,,,,,,,,,,,,,,,,239,51,30,39,45,74,221,38,46,37,32,68,284,69,40,39,54,82
234207,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,296,,,,16447876,55567,259,259,,,,13347971,51537,278,278,,,,12997151,46752,147,147,,,,7470682,50821,8,646823,80853,12,959076,79923,22,1646428,74838,17,1148678,67569,88,3069677,34883,24733,26063,27148,-553,377,5462,12731,45417,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,113,,,,5670636,50183,9,691475,76831,6,461143,76857,18,1322419,73468,15,1008079,67205,65,2187520,33654,769,743,4132,10395,43946,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,127,,,,6061123,47725,11,810644,73695,6,438298,73050,28,1887068,67395,11,660445,60040,71,2264668,31897,205,850,6505,13860,42003,,,,,,,,,,,,,,,,,,,137,8,12,22,17,78,103,9,6,18,15,55,118,11,6,28,11,62
234377,12,224,,191,24,9,1335217,5961,223,,184,31,8,1354614,6075,265,,223,36,6,1380770,5210,148,,123,25,0,1048324,7083,79,623128,7888,38,267935,7051,27,143845,5328,2,8441,4221,2,4975,2488,5839,2279,3107,4084,4921,6644,7751,9484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,118,31,0,1058584,7105,141,1012861,7183,4,23840,5960,3,18356,6119,1,3527,3527,0,0,,1628,2851,2692,5284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,,163,34,1,1206900,6095,99,692789,6998,53,298616,5634,38,189703,4992,7,25792,3685,1,0,0,1559,2923,3565,4872,8557,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,79,38,25,2,1,148,140,4,3,1,0,195,99,53,38,5,0,,,,,,,,,,,,,,,,,,
234669,12,292,42,91,129,30,1441356,4936,216,30,76,86,24,1230712,5698,226,45,72,76,33,1334995,5907,174,29,69,76,0,1218186,7001,90,741651,8241,36,299925,8331,28,154456,5516,6,21721,3620,14,433,31,11404,9801,9536,7534,7444,10259,12155,15744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,19,52,65,0,1045412,7687,80,708048,8851,27,208055,7706,20,128957,6448,3,0,0,6,352,59,6765,7910,9168,15616,15557,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,35,68,70,0,1177786,6808,101,845942,8376,35,231031,6601,17,86344,5079,12,8367,697,8,6102,763,6775,8550,10072,14454,14388,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,88,34,25,4,1,125,77,27,20,0,1,156,99,34,16,4,3,,,,,,,,,,,,,,,,,,
234696,13,142,,73,47,22,828229,5833,1,,1,0,0,4466,4466,5,,4,1,0,58805,11761,89,,56,33,0,743133,8350,59,508094,8612,18,186381,10355,8,44710,5589,3,3948,1316,1,0,0,6804,3799,-1471,3802,2059,6825,11098,12414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,0,4466,4466,1,4466,4466,0,0,,0,0,,0,0,,0,0,,3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,4,2,0,58805,9801,4,50803,12701,0,0,,1,8002,8002,1,0,0,0,0,,-1007,,3692,11694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,57,18,8,2,0,1,1,0,0,0,0,5,4,0,1,0,0,,,,,,,,,,,,,,,,,,
234711,21,188,34,61,70,23,1025333,5454,136,16,54,55,11,960127,7060,178,36,63,70,9,1151260,6468,122,21,53,47,1,916161,7510,58,507595,8752,32,276522,8641,21,120328,5730,7,11572,1653,4,144,36,10184,7791,8215,6218,6329,9240,13317,14934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,13,44,44,0,875733,8671,45,445086,9891,25,213077,8523,24,211681,8820,4,5889,1472,3,0,0,4919,6287,5990,13338,14810,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,27,55,61,0,1058900,7405,72,607783,8441,33,304234,9219,25,132376,5295,9,5508,612,4,8999,2250,6169,5391,9315,13998,12360,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,58,32,21,6,1,97,45,25,24,3,0,137,72,33,24,4,4,,,,,,,,,,,,,,,,,,
234827,14,880,688,43,78,71,8303373,9436,1056,861,46,70,79,7852778,7436,1534,1249,42,120,123,11549853,7529,814,586,30,64,134,7054585,8667,224,3351824,14964,123,1514745,12315,151,1493994,9894,102,448414,4396,214,245608,1148,15864,17645,16441,10471,13120,15541,21039,24287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793,630,28,48,87,6317302,7966,243,3255120,13396,135,1596957,11829,129,951480,7376,105,277620,2644,181,236125,1305,11804,13371,17824,22556,23895,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279,986,27,103,163,9584955,7494,373,4928261,13212,212,2396079,11302,193,1307204,6773,201,490759,2442,300,462652,1542,10796,12706,17235,21566,22466,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,223,123,148,94,92,706,243,135,126,92,110,1116,372,209,181,164,190,,,,,,,,,,,,,,,,,,
234845,13,186,15,61,68,42,722248,3883,157,13,48,86,10,1107633,7055,203,14,72,107,10,1408640,6939,77,6,37,34,0,600552,7799,47,392957,8361,20,153465,7673,9,52973,5886,1,1157,1157,0,0,,11889,9572,8620,6741,7429,9216,13945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,9,38,61,1,988890,9072,52,557696,10725,35,302169,8633,18,112393,6244,4,16632,4158,0,0,,5608,7700,10089,12175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,6,63,74,0,1266440,8856,85,831180,9779,32,278942,8717,22,140221,6374,4,16097,4024,0,0,,5026,6088,8431,10781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,47,20,9,1,0,109,52,35,18,4,0,143,85,32,22,4,0,,,,,,,,,,,,,,,,,,
234915,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234924,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,2,53,0,383446,6972,58,,2,56,0,409079,7053,69,,6,63,0,433936,6289,64,,3,61,0,285250,4457,34,199535,5869,13,67345,5180,7,18370,2624,5,0,0,5,0,0,17683,17171,16703,18681,19370,21926,24550,24550,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,2,70,0,306000,4250,53,260795,4921,6,28225,4704,7,16980,2426,3,0,0,3,0,0,19369,19586,21864,24290,24290,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,7,68,0,311716,4156,44,215090,4888,16,59819,3739,11,27867,2533,4,8940,2235,0,0,,18045,19194,20400,20698,,,,,,,,,,,,,,,,,,,,50,33,11,6,0,0,53,44,5,4,0,0,64,40,13,9,2,0
234933,13,379,,161,150,68,1904849,5026,285,,108,154,23,1606245,5636,461,,187,263,11,2929083,6354,266,,136,126,4,1752952,6590,121,1017920,8413,55,383094,6965,49,299234,6107,19,37643,1981,22,15061,685,8670,8640,8120,5268,6716,7574,11700,12996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,89,134,4,1530452,6742,106,893920,8433,59,458895,7778,27,159669,5914,17,12518,736,18,5450,303,5986,6641,8505,13683,14116,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,,178,248,1,2788354,6530,214,1616772,7555,105,783260,7460,78,368256,4721,17,20066,1180,13,0,0,6893,6988,9727,13268,14448,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,120,55,49,10,4,200,106,57,25,9,3,395,213,105,70,7,0,,,,,,,,,,,,,,,,,,
234951,3,26,,19,6,1,153427,5901,124,,67,41,16,604970,4879,153,,95,54,4,974744,6371,24,,19,5,0,143766,5990,16,115886,7243,4,23034,5759,3,3846,1282,0,0,,1,1000,1000,6351,8701,7046,4708,6192,10669,,10951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,43,28,0,535243,7539,34,305523,8986,19,148225,7801,8,63067,7883,6,17328,2888,4,1100,275,4734,5919,5837,10832,13445,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,90,59,0,930918,6248,91,664457,7302,26,176675,6795,18,84099,4672,6,4942,824,8,745,93,6434,6941,9064,12912,13643,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,15,4,2,0,1,63,34,17,7,4,1,134,91,24,16,2,1,,,,,,,,,,,,,,,,,,
234979,12,466,52,155,198,61,2397625,5145,476,50,177,225,24,2882355,6055,485,66,157,247,15,2982205,6149,279,29,114,135,1,2098330,7521,136,1123411,8260,74,610268,8247,53,310191,5853,13,52960,4074,3,1500,500,11421,10151,10356,8081,8094,10488,12267,15841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,35,147,177,0,2619761,7297,173,1314684,7599,105,872155,8306,63,393892,6252,10,36108,3611,8,2922,365,8457,7750,9804,12445,15691,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,59,133,215,1,2758719,6762,197,1549024,7863,98,745068,7603,84,424529,5054,16,34090,2131,13,6008,462,8704,8964,11513,14436,16105,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,135,74,53,11,1,350,173,105,61,9,2,389,197,98,80,10,4,,,,,,,,,,,,,,,,,,
235024,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,80,5,6,6,1308036,13485,96,81,2,13,0,1310664,13653,130,108,8,5,9,1437957,11061,80,68,5,6,1,1138968,14237,16,399851,24991,7,167698,23957,7,85675,12239,13,139436,10726,37,346308,9360,39280,38109,39440,27662,28696,40414,41927,43293,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,61,8,1,0,938660,13409,15,306465,20431,10,182893,18289,8,111271,13909,11,111181,10107,26,226850,8725,30113,32255,36635,40437,41819,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,93,8,5,5,1278588,11519,17,288785,16987,16,279388,17462,15,189013,12601,26,224924,8651,37,296478,8013,33383,32908,37769,41719,42357,,,,,,,,,,,,,,,,,,,80,16,7,7,13,37,70,15,10,8,11,26,111,17,16,15,26,37
235088,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,0,137,0,613997,4482,123,,0,123,0,489828,3982,134,,0,134,0,546378,4077,188,,0,188,0,557441,2965,91,386453,4247,46,132507,2881,18,35032,1946,14,3449,246,19,0,0,39205,38105,37810,39440,40806,41741,43441,43687,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,0,159,0,471901,2968,90,340608,3785,26,69978,2691,20,58515,2926,11,2080,189,12,720,60,38302,39396,39161,41898,42027,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,0,190,0,536141,2822,111,438862,3954,35,77949,2227,14,17185,1228,9,2145,238,21,0,0,37933,39660,40659,41649,41887,,,,,,,,,,,,,,,,,,,115,74,29,9,3,0,112,81,14,13,2,2,130,104,19,6,1,0
235097,16,1017,591,214,155,57,9120672,8968,1222,722,301,147,52,9545053,7811,1446,866,380,145,55,11286275,7805,724,467,137,120,0,7638480,10550,175,2778325,15876,140,2135612,15254,147,1786792,12155,101,615012,6089,161,322739,2005,12827,13650,12322,6350,6972,10071,16137,20221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,618,248,136,1,8789871,8764,270,3541267,13116,168,2115332,12591,190,1768752,9309,186,987679,5310,189,376841,1994,8449,8974,12256,16255,19571,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173,757,285,131,0,9554602,8145,327,4193223,12823,210,2495776,11885,229,1890657,8256,184,591458,3214,223,383488,1720,7657,8595,12224,17266,18760,,,,,,,,,,,,,,,,,,,,,,,,,,,,697,175,140,147,100,135,974,270,168,190,184,162,1111,327,210,229,169,176,,,,,,,,,,,,,,,,,,
235103,7,148,25,41,62,20,797318,5387,143,25,45,65,8,872917,6104,155,21,54,71,9,981074,6330,95,21,30,44,0,713244,7508,42,362070,8621,23,178747,7772,18,122613,6812,7,34335,4905,5,15479,3096,10696,9572,8554,7470,8319,9279,11186,12995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,15,34,46,0,762036,8021,43,396993,9232,30,276477,9216,17,78760,4633,3,9806,3269,2,0,0,6206,6222,10805,12169,15438,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,22,50,65,1,930531,6743,76,588762,7747,33,249019,7546,18,82709,4595,5,6813,1363,6,3228,538,7164,7365,10316,13548,14373,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,42,23,18,6,2,89,42,30,15,2,0,132,75,33,18,3,3,,,,,,,,,,,,,,,,,,
235149,15,392,45,137,154,56,1949552,4973,313,33,104,152,24,1722497,5503,292,39,89,141,23,1682408,5762,237,26,102,108,1,1701496,7179,124,1063204,8574,57,447068,7843,36,181826,5051,9,7226,803,11,2172,197,11271,10051,9667,7340,8071,10863,15111,15717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,25,80,103,0,1476041,7096,103,892355,8664,44,328282,7461,40,235998,5900,13,19406,1493,8,0,0,6602,7805,9366,13773,15266,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,32,81,115,0,1482032,6500,104,852508,8197,60,366300,6105,41,243501,5939,16,19576,1224,7,147,21,6957,9049,9215,13930,15133,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,123,56,36,5,3,196,103,44,40,9,0,212,104,59,39,9,1,,,,,,,,,,,,,,,,,,
235167,11,145,69,22,30,24,1177621,8122,135,78,13,33,11,1134236,8402,145,86,9,37,13,1403076,9676,84,46,13,25,0,318967,3797,45,260023,5778,11,39888,3626,13,17811,1370,6,1245,208,9,0,0,16318,16155,14723,18910,21062,23318,24480,24688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,62,7,31,0,381658,3817,55,324359,5897,10,36914,3691,13,18125,1394,11,2260,205,11,0,0,18968,21174,23471,24660,24865,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,80,9,37,0,1366527,10845,63,923552,14660,22,258679,11758,14,111538,7967,17,46863,2757,10,25895,2590,9711,12613,16404,21614,21781,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,45,11,6,1,0,78,54,10,11,3,0,120,63,22,13,14,8,,,,,,,,,,,,,,,,,,
235237,12,351,12,171,137,31,1898799,5410,302,14,161,112,15,1794822,5943,315,14,129,159,13,1974355,6268,306,13,162,128,3,1814934,5931,130,1040314,8002,63,422949,6713,50,263616,5272,44,84263,1915,19,3792,200,8495,7370,8147,5903,7192,8633,11990,13705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,12,143,106,0,1720447,6592,117,1034848,8845,59,417025,7068,41,235434,5742,24,32440,1352,20,700,35,4608,6385,7711,12101,13418,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,15,144,182,2,1895397,5526,155,1192555,7694,72,439985,6111,57,250032,4387,30,12825,428,29,0,0,6771,8354,10078,14037,14465,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,127,61,47,28,3,231,116,58,40,15,2,283,154,67,54,8,0,,,,,,,,,,,,,,,,,,
235307,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,4,14,0,90699,5039,21,,7,14,0,103282,4918,37,,12,25,0,176705,4776,25,,6,19,0,85866,3435,22,74030,3365,0,0,,2,11836,5918,0,0,,1,0,0,13326,10441,10025,14898,,12345,,18263,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,7,14,0,98886,4709,14,80645,5760,4,17779,4445,0,0,,2,462,231,1,0,0,9599,10914,,15128,15359,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,12,30,0,176705,4207,35,165881,4739,5,10824,2165,2,0,0,0,0,,0,0,,10275,12849,15014,,,,,,,,,,,,,,,,,,,,,17,15,0,2,0,0,19,14,4,0,1,0,37,34,3,0,0,0
235316,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,1275,33,0,0,36102082,27601,1047,852,195,0,0,28123680,26861,1244,1205,39,0,0,31079162,24983,644,619,25,0,0,20491072,31818,77,3375040,43832,53,2403406,45347,91,3697170,40628,78,2364802,30318,345,8650654,25074,38727,35529,36880,22317,20802,25521,35831,41075,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,369,110,0,27,15686190,31000,64,2731951,42687,49,2133274,43536,76,2968868,39064,73,2171708,29749,244,5680389,23280,19141,18292,22764,32079,38548,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,605,25,0,0,17205087,27310,62,2541908,40999,37,1363643,36855,81,2858357,35288,85,2399957,28235,365,8041222,22031,20762,24906,26473,33526,39730,,,,,,,,,,,,,,,,,,,644,77,53,91,78,345,505,64,49,76,73,243,630,62,37,81,85,365
235334,12,103,,39,40,24,462997,4495,125,,39,58,28,493368,3947,166,,86,70,10,1090154,6567,60,,32,28,0,398223,6637,30,227551,7585,10,65127,6513,15,103895,6926,1,0,0,4,1650,413,10432,11629,6954,6895,7967,7554,14480,14067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,27,31,2,464060,7734,35,314444,8984,12,93175,7765,8,46805,5851,1,623,623,4,9013,2253,5884,7103,9017,14245,12615,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,76,61,0,1023039,7467,71,626532,8824,32,268153,8380,18,112414,6245,11,7813,710,5,8127,1625,4660,5104,7239,12774,11859,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,30,10,14,0,2,59,35,12,8,1,3,131,70,32,18,7,4,,,,,,,,,,,,,,,,,,
235343,13,234,,78,152,4,1507158,6441,214,,78,127,9,1357907,6345,242,,66,167,9,1647383,6807,189,,65,123,1,1416085,7493,80,718143,8977,53,430876,8130,41,252176,6151,10,10390,1039,5,4500,900,9797,9324,9245,7186,8033,10012,15124,15263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,67,113,1,1301383,7190,81,773136,9545,39,301532,7732,39,196274,5033,15,30441,2029,7,0,0,6218,8031,10730,13734,15763,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,67,159,1,1494473,6584,112,914984,8170,48,349557,7282,36,207389,5761,21,22543,1073,10,0,0,7737,8625,10146,14834,15907,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,79,53,41,6,1,169,81,39,39,10,0,196,112,47,32,5,0,,,,,,,,,,,,,,,,,,
235352,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,2,0,19485,6495,5,,2,3,0,23647,4729,4,,2,2,0,16303,4076,5,,2,3,0,19485,3897,4,12990,3248,1,6495,6495,0,0,,0,0,,0,0,,13120,14267,13677,15991,12744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,5,4,0,23347,2594,9,23347,2594,0,0,,0,0,,0,0,,0,0,,15544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,4,2,0,16303,2717,6,16303,2717,0,0,,0,0,,0,0,,0,0,,14133,,,,,,,,,,,,,,,,,,,,,,,3,2,1,0,0,0,5,5,0,0,0,0,4,4,0,0,0,0
235422,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,59,18,0,1380546,17929,64,,54,10,0,1075088,16798,90,,64,26,0,1648831,18320,56,,42,14,0,1029416,18382,22,457213,20782,14,250906,17922,16,272610,17038,2,24101,12051,2,24586,12293,7841,7976,7356,5164,8024,8908,13895,13653,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,42,8,0,941626,18833,22,407495,18523,17,337931,19878,11,196200,17836,0,0,,0,0,,6291,4936,6978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,46,17,0,1173552,18628,25,476786,19071,16,296081,18505,20,380061,19003,2,20624,10312,0,0,,6407,6973,6475,15166,,,,,,,,,,,,,,,,,,,,56,22,14,16,2,2,50,22,17,11,0,0,63,25,16,20,2,0
235431,8,193,10,52,93,38,933049,4834,131,9,44,65,13,749388,5721,165,11,64,71,19,1036752,6283,101,7,33,61,0,821457,8133,53,478035,9020,25,204583,8183,17,110035,6473,4,13922,3481,2,14882,7441,11072,9882,8114,6996,7833,9543,12535,8575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,4,31,50,2,663251,7624,48,400452,8343,16,127532,7971,15,105868,7058,5,28426,5685,3,973,324,7376,7748,8661,10034,15395,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,6,52,54,1,879443,7783,56,495707,8852,27,217189,8044,25,141157,5646,5,25390,5078,0,0,,5273,6081,8479,9047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,53,25,17,4,2,84,47,16,15,5,1,112,56,27,24,5,0,,,,,,,,,,,,,,,,,,
235501,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0,0,106,0,337625,3185,134,0,0,134,0,460802,3439,124,0,0,124,0,416668,3360,110,0,0,110,0,332736,3025,61,222825,3653,25,84935,3397,14,22476,1605,4,1000,250,6,1500,250,13346,12970,12790,12878,13134,14926,16281,16281,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,0,0,145,0,457796,3157,91,354197,3892,25,76076,3043,13,16699,1285,6,500,83,10,10324,1032,12517,13366,15124,16326,15377,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,0,0,133,0,407972,3067,87,310369,3567,21,69321,3301,11,24782,2253,6,1000,167,8,2500,313,12583,12849,13897,15983,15837,,,,,,,,,,,,,,,,,,,97,61,25,7,2,2,131,89,24,9,1,8,119,84,20,9,2,4
