UNITID,SCFA1N,SCFA1P,SCFA11N,SCFA11P,SCFA12N,SCFA12P,SCFA13N,SCFA13P,SCFA14N,SCFA14P,SCFA2,SCFY1N,SCFY1P,SCFY2,ANYAIDN,ANYAIDP,FGRNT_N,FGRNT_P,FGRNT_A,SGRNT_N,SGRNT_P,SGRNT_A,IGRNT_N,IGRNT_P,IGRNT_A,LOAN_N,LOAN_P,LOAN_A,SCUGFFN,SCUGRAD,UAGRNTT,UPGRNTN,AGRNT_N,AGRNT_P,AGRNT_A,PGRNT_N,PGRNT_P,PGRNT_A,OFGRT_N,OFGRT_P,OFGRT_A,FLOAN_N,FLOAN_P,FLOAN_A,OLOAN_N,OLOAN_P,OLOAN_A,UAGRNTN,UAGRNTP,UAGRNTA,UPGRNTP,UPGRNTT,UPGRNTA,UFLOANN,UFLOANP,UFLOANT,UFLOANA,AGRNT_T,FGRNT_T,PGRNT_T,OFGRT_T,SGRNT_T,IGRNT_T,LOAN_T,FLOAN_T,OLOAN_T,AIDFSIN,AIDFSIP
184694,545,19,,,,,,,,,2915,,,,544,100,237,43,5903,209,38,10740,540,99,30808,317,58,7639,545,2915,83820789,898,544,100,37280,232,43,5569,143,26,748,307,56,5242,48,9,16922,2475,85,33867,31,4641025,5168,1571,54,10385454,6611,20280333,1399103,1292103,107000,2244654,16636576,2421574,1609312,812262,544,100
184746,,,,,,,,,,,,181,91,199,155,86,105,58,6322,0,0,,0,0,,150,83,9625,181,199,668333,105,105,58,6322,105,58,6047,29,16,995,150,83,9625,0,0,,105,53,6365,53,634916,6047,150,75,1443719,9625,663771,663771,634916,28855,0,0,1443719,1443719,0,155,86
184773,194,12,,,,,,,,,1642,,,,193,99,160,82,3619,76,39,9907,193,99,19580,120,62,6647,194,1642,29091028,528,193,99,26481,87,45,5203,147,76,860,120,62,5497,11,6,12547,1381,84,21065,32,2722003,5155,896,55,6624832,7394,5110905,579107,452657,126450,752933,3778865,797612,659600,138012,193,99
184782,2198,14,0,0,2118,96,80,4,0,0,15939,,,,1927,88,695,32,5152,620,28,6173,1316,60,6076,1068,49,8836,2198,15939,87203959,5036,1649,75,9342,695,32,4997,181,8,594,1000,45,5223,246,11,17127,10012,63,8710,32,24421548,4849,7616,48,51355678,6743,15404347,3580826,3473231,107595,3827495,7996026,9436403,5223050,4213353,1893,86
184791,1286,20,849,66,426,33,11,1,0,0,6369,,,,1189,92,1113,87,2708,392,30,2350,181,14,1454,929,72,6003,1286,6369,14962829,1706,1129,88,3718,433,34,5180,1096,85,703,923,72,5768,25,2,10110,4353,68,3437,27,8591234,5036,3094,49,22051123,7127,4197911,3013521,2243049,770472,921212,263178,5576801,5324059,252742,1189,92
184816,,,,,,,,,,,,61,38,159,53,87,48,79,5055,0,0,,6,10,813,38,62,9570,61,159,452974,96,48,79,5156,48,79,4861,18,30,517,38,62,8706,10,16,3286,97,61,4670,60,399272,4159,77,48,644345,8368,247508,242633,233333,9300,0,4875,363678,330819,32859,53,87
184959,71,9,,,,,,,,,781,,,,71,100,45,63,4908,12,17,5604,71,100,1485,60,85,11170,71,781,2634964,365,71,100,5543,44,62,5007,1,1,524,58,82,9792,8,11,12784,749,96,3518,47,1574672,4314,536,69,3963126,7394,393536,220852,220328,524,67252,105432,670226,567958,102268,71,100
184968,5,3,,,,,,,,,179,,,,0,0,0,0,,0,0,,0,0,,0,0,,5,179,668378,52,0,0,,0,0,,0,0,,0,0,,0,0,,169,94,3955,29,100607,1935,117,65,567771,4853,0,0,0,0,0,0,0,0,0,0,0
184995,1106,16,1058,96,37,3,11,1,0,0,7039,,,,873,79,810,73,5742,514,46,2623,51,5,2514,35,3,4673,1106,7039,33159043,4109,868,78,7059,741,67,5336,478,43,1458,34,3,4384,1,0,14500,5207,74,6368,58,19818579,4823,323,5,1712029,5300,6127628,4651191,3954080,697111,1348243,128194,163553,149053,14500,872,79
185129,1074,18,0,0,1047,97,27,3,0,0,5844,,,,1040,97,695,65,5841,553,51,5880,787,73,6217,377,35,6456,1074,5844,49159265,3367,1029,96,11859,671,62,5324,351,33,1387,373,35,6232,10,1,10930,4913,84,10006,58,16974088,5041,2488,43,18742004,7533,12203386,4059366,3572616,486750,3251631,4892389,2433906,2324606,109300,1039,97
185174,27,38,,,,,,,,,72,,,,19,70,13,48,5093,0,0,,13,48,2538,19,70,8600,27,72,221411,29,13,48,7632,13,48,5093,0,0,,19,70,6555,2,7,19421,29,40,7635,40,147411,5083,47,65,366357,7795,99213,66213,66213,0,0,33000,163392,124550,38842,19,70
185262,1656,14,0,0,1551,94,105,6,0,0,11686,,,,1593,96,1045,63,5705,784,47,5411,1115,67,2624,831,50,6208,1656,11686,63764880,5332,1497,90,8771,905,55,5225,920,56,1340,806,49,4970,88,5,13102,8134,70,7839,46,26237908,4921,6004,51,39088412,6510,13130070,5961442,4728442,1233000,4242501,2926127,5158952,4005943,1153009,1593,96
185396,,,,,,,,,,,,1026,47,2192,968,94,896,87,4084,0,0,,593,58,1651,854,83,8643,1026,2192,7992353,1264,968,94,4792,692,67,4689,826,81,502,854,83,8643,0,0,,1757,80,4549,58,5287343,4183,1628,74,12071383,7415,4638879,3659651,3245026,414625,0,979228,7381422,7381422,0,968,94
185466,,,,,,,,,,,,465,100,465,293,63,151,32,3297,14,3,769,141,30,493,214,46,5280,465,465,698445,151,248,53,2331,151,32,3297,0,0,,212,46,5044,5,1,12111,248,53,2816,32,497774,3297,212,46,1069417,5044,578039,497774,497774,0,10765,69500,1129970,1069417,60553,293,63
185509,671,11,460,69,159,24,48,7,4,1,6342,,,,385,57,298,44,4769,218,32,2627,55,8,1761,56,8,6174,671,6342,10428669,1943,346,52,6042,298,44,4725,17,3,777,49,7,5317,9,1,9465,2392,38,4360,31,6848179,3525,337,5,1852028,5496,2090693,1421119,1407908,13211,572698,96876,345743,260556,85187,385,57
185536,1647,16,1527,93,120,7,0,0,0,0,10084,,,,1067,65,807,49,5141,672,41,2295,146,9,2154,89,5,4960,1647,10084,23611162,4256,1017,62,5905,807,49,5034,124,8,700,80,5,4772,9,1,6637,5627,56,4196,42,16904140,3972,595,6,2967825,4988,6005580,4148911,4062111,86800,1542255,314414,441462,381729,59733,1017,62
185572,921,22,,,,,,,,,4263,,,,911,99,611,66,3881,278,30,10266,906,98,21993,593,64,11906,921,4263,99576645,1307,906,98,27761,309,34,5206,599,65,1273,576,63,5350,177,19,22479,4163,98,23919,31,6734598,5153,2736,64,18875368,6899,25151263,2371078,1608702,762376,2854077,19926108,7060232,3081427,3978805,911,99
185590,3125,19,0,0,2953,94,172,6,0,0,16374,,,,2532,81,1495,48,5607,1366,44,6012,1134,36,4696,1499,48,7383,3125,16374,87017152,7190,2021,65,10846,1495,48,5345,745,24,525,1417,45,5261,249,8,14505,9045,55,9620,44,36488118,5075,7516,46,48644963,6472,21919657,8382247,7991011,391236,8212654,5324756,11067242,7455519,3611723,2531,81
185679,4,1,,,,,,,,,648,,,,3,75,2,50,5470,0,0,,0,0,,1,25,5500,4,648,848857,241,2,50,5470,2,50,5470,0,0,,1,25,5500,0,0,,253,39,3355,37,781758,3244,437,67,3650540,8354,10940,10940,10940,0,0,0,5500,5500,0,3,75
185721,120,26,,,,,,,,,454,,,,116,97,92,77,6110,50,42,3448,0,0,,92,77,7570,120,454,2621294,325,116,97,6332,86,72,5199,32,27,3592,92,77,7570,0,0,,367,81,7142,72,1762800,5424,378,83,2780641,7356,734507,562101,447155,114946,172406,0,696395,696395,0,116,97
185767,,,,,,,,,,,,1,0,292,1,100,1,100,6745,0,0,,0,0,,1,100,5500,1,292,463162,112,1,100,6745,1,100,6345,1,100,400,1,100,5500,0,0,,112,38,4135,38,442119,3947,88,30,500064,5683,6745,6745,6345,400,0,0,5500,5500,0,1,100
185828,1129,12,0,0,1011,90,118,10,0,0,9084,,,,1060,94,439,39,5407,385,34,9083,753,67,11889,411,36,7578,1129,9084,83899425,3345,963,85,15393,384,34,5262,302,27,1169,399,35,5021,68,6,16339,6064,67,13836,37,17181593,5137,3328,37,22551136,6776,14823310,2373758,2020650,353108,3497017,8952535,3114601,2003528,1111073,1051,93
185873,1481,20,1386,94,60,4,35,2,0,0,7480,,,,953,64,769,52,4504,590,40,2282,21,1,1362,109,7,5140,1481,7480,18382692,2302,905,61,5347,506,34,4545,752,51,1548,101,7,4835,8,1,8996,4220,56,4356,31,8631330,3749,781,10,4330454,5545,4839151,3463867,2299906,1163961,1346672,28612,560268,488301,71967,946,64
185970,,,,,,,,,,,,27,13,212,26,96,19,70,4674,0,0,,0,0,,25,93,8306,27,212,576511,126,19,70,4674,19,70,4638,7,26,100,25,93,7208,9,33,3049,134,63,4302,59,522261,4145,140,66,876992,6264,88814,88814,88114,700,0,0,207638,180197,27441,26,96
186016,,,,,,,,,,,,68,9,719,64,94,45,66,5462,6,9,5446,26,38,52,57,84,7279,68,719,2125719,414,49,72,5711,45,66,5385,23,34,150,57,84,7279,0,0,,428,60,4967,58,1921851,4642,413,57,2600776,6297,279817,245791,242341,3450,32676,1350,414929,414929,0,64,94
186034,291,5,280,96,10,3,1,0,0,0,5549,,,,238,82,234,80,5450,138,47,1978,7,2,1542,36,12,4896,291,5549,21323896,2726,236,81,6606,178,61,5014,227,78,1686,36,12,4896,0,0,,3799,68,5613,49,11056359,4056,440,8,2516125,5718,1558984,1275269,892545,382724,272920,10795,176243,176243,0,238,82
186052,,,,,,,,,,,,601,48,1250,477,79,399,66,5206,6,1,10570,115,19,1020,390,65,9227,601,1250,3737222,779,432,72,5227,399,66,5104,179,30,227,390,65,9157,2,0,13807,815,65,4586,62,3389753,4351,785,63,6120183,7796,2258003,2077333,2036658,40675,63420,117250,3598651,3571037,27614,477,79
186131,1146,24,,,,,,,,,4774,,,,753,66,214,19,6942,29,3,9807,743,65,44945,47,4,7216,1146,4774,151800407,1032,746,65,47136,212,18,5162,113,10,3462,27,2,5278,22,2,8938,3001,63,50583,22,5307051,5142,90,2,518873,5765,35163822,1485518,1094318,391200,284389,33393915,339129,142500,196629,752,66
186186,60,24,,,,,,,,,249,,,,47,78,47,78,6765,2,3,7437,0,0,,0,0,,60,249,1056398,110,47,78,7081,36,60,5791,46,77,2380,0,0,,0,0,,175,70,6037,44,636900,5790,0,0,0,,332824,317950,208470,109480,14874,0,0,0,0,47,78
186201,995,18,0,0,946,95,49,5,0,0,5412,,,,758,76,300,30,5415,285,29,6774,385,39,7934,415,42,7795,995,5412,25686673,1496,550,55,12018,294,30,5249,63,6,1293,392,39,5037,95,10,13266,2515,46,10213,28,7319609,4893,2423,45,18079969,7462,6609687,1624547,1543071,81476,1930627,3054513,3234730,1974503,1260227,728,73
186274,,,,,,,,,,,,14,5,306,12,86,9,64,5322,0,0,,0,0,,11,79,5788,14,306,629486,140,9,64,5322,9,64,5088,5,36,420,11,79,5788,0,0,,142,46,4433,46,611774,4370,110,36,640321,5821,47895,47895,45795,2100,0,0,63665,63665,0,12,86
186283,838,23,,,,,,,,,3630,,,,838,100,629,75,3662,280,33,9596,838,100,28772,527,63,8129,838,3630,104713844,1210,838,100,34727,328,39,4930,621,74,1105,515,61,5246,95,11,16651,3514,97,29799,33,5882164,4861,2239,62,14638565,6538,29101022,2303320,1617018,686302,2686832,24110870,4283779,2701940,1581839,838,100
186371,594,11,0,0,543,91,51,9,0,0,5502,,,,578,97,353,59,5607,279,47,7533,507,85,7228,278,47,6189,594,5502,56158687,2608,553,93,14006,297,50,4977,56,9,8950,273,46,5062,24,4,14111,4729,86,11875,47,12375166,4745,3105,56,22297710,7181,7745537,1979270,1478063,501207,2101727,3664540,1720580,1381919,338661,573,96
186380,6542,18,0,0,5459,83,1057,16,26,0,35844,,,,4511,69,3344,51,4072,1626,25,8414,1991,30,7725,2313,35,6262,6542,35844,235940529,10226,3939,60,10835,1714,26,5404,1630,25,2671,2257,35,4983,197,3,16429,22450,63,10510,29,53099375,5193,14268,40,91959797,6445,42677761,13616225,9261827,4354398,13681348,15380188,14483528,11247110,3236418,4375,67
