UNITID,LEXP100K,LCOLELYN,LPBOOKS,LEBOOKS,LEDATAB,LPMEDIA,LEMEDIA,LPSERIA,LESERIA,LPCLLCT,LECLLCT,LTCLLCT,LPCRCLT,LECRCLT,LTCRCLT,LILLDYN,LILLDPR,LILLDRC,LILSYN,LSTOTAL,LSLIBRN,LSOPROF,LSOPAID,LSSTAST,LBRANCH,LSALWAG,LFRNGBYN,LFRNGBN,LEXMSBB,LEXMSCS,LEXMSOT,LEXMSTL,LEXOMPS,LEXOMOT,LEXOMTL,LEXPTOT,LSWMSOM
100654,1,2,387631,228498,106,26186,38684,1392,132581,415209,399869,815078,1879,196426,198305,1,2542,146,1,26,7,4,3,12,0,1162701,1,372120,35325,751351,126765,913441,17280,1098217,1115497,3563759,3191639
100663,1,2,901571,520306,573,21677,25253,27543,123641,950791,669773,1620564,27338,212934,240272,1,15394,4776,1,108.5,32,40,24.5,12,1,4053374,1,1143798,2240810,8159643,189585,10590038,14593,2724855,2739448,18526658,17382860
100690,1,2,53214,746,62,0,0,1220,0,54434,808,55242,39,35832,35871,1,0,436,1,1,1,0,0,0,0,52655,2,0,9813,79860,4044,93717,0,5038,5038,151410,151410
100706,1,2,205107,489643,251,14480,86133,852,107650,220439,683677,904116,2747,323020,325767,1,4489,2145,1,30.8,10.8,4,7.31,8.69,0,1298795,2,0,47819,1483326,30547,1561692,4516,132732,137248,2997735,2997735
100724,1,2,224634,110047,198,34696,2,1616,7113,260946,117360,378306,517,37456,37973,1,262,19,1,39,13,6,11,9,0,1256374,1,434503,45954,565249,0,611203,4623,254731,259354,2561434,2126931
100751,1,2,2181245,2781589,623,199221,227948,72442,247455,2452908,3257615,5710523,35730,349569,385299,1,9493,8233,1,163,56,21,47,39,6,7223031,2,0,1533185,11095746,684575,13313506,0,2537690,2537690,23074227,23074227
100760,1,2,26471,8656,2,472,0,0,0,26943,8658,35601,680,11,691,1,0,0,1,4,2,1,0,1,2,213333,1,50267,0,15594,3795,19389,0,4536,4536,287525,237258
100812,1,2,90400,604083,148,236,30006,81,75575,90717,709812,800529,1186,115942,117128,1,528,145,1,11,5,3,0,3,0,470659,1,161154,48368,216226,358,264952,0,13120,13120,909885,748731
100830,1,2,613706,716998,0,4253,167,959,64128,618918,781293,1400211,1897,1966,3863,1,621,1182,1,30,8,10,3,9,0,993545,1,292130,37560,395235,44887,477682,100,107026,107126,1870483,1578353
100858,1,2,1669761,1485650,358,609736,62732,66353,255636,2345850,1804376,4150226,45212,2254953,2300165,1,17673,6774,1,160.54,27,35,23.25,75.29000000000001,2,6239588,1,1479586,1066416,8449947,79742,9596105,19124,1918804,1937928,19253207,17773621
100937,1,2,247488,884131,175,31772,95000,16083,50000,295343,1029306,1324649,3880,547135,551015,1,595,726,1,12.7,6,0,4,2.7,0,473166,1,62315,51896,294109,0,346005,0,87425,87425,968911,906596
101028,1,2,32291,28501,104,536,0,0,24585,32827,53190,86017,759,915,1674,1,48,7,1,3,1,2,0,0,0,133272,1,48437,5030,100,5487,10617,0,0,0,192326,143889
101116,2,2,10423,581930,100,1259,79084,0,148816,11682,809930,821612,24,20293,20317,1,0,0,1,1,1,0,0,0,,,-2,,,,,,,,,,
101143,2,2,7336,10444,5,15,0,13,0,7364,10449,17813,47,121,168,2,,,1,4.48,0,2,0.48,2,,,-2,,,,,,,,,,
101161,1,2,128817,273203,86,8026,0,92,0,136935,273289,410224,3709,1424,5133,1,0,4,1,16.5,3,7.13,2.37,4,8,567886,1,198465,44190,35608,43451,123249,0,21374,21374,910974,712509
101189,1,2,119730,505777,137,1269,0,610,131167,121609,637081,758690,1058,5307,6365,1,1191,361,1,13,4,1,2,6,4,275778,2,0,1205,208301,20884,230390,5000,19834,24834,531002,531002
101240,1,2,54688,67999,70,4985,90,588,77895,60261,146054,206315,1912,147813,149725,1,0,0,1,12,3,3,4,2,3,286286,1,88748,4278,15848,3595,23721,0,66056,66056,464811,376063
101286,1,2,29218,600,8,2548,1,45,5,31811,614,32425,2162,9471,11633,1,0,3,1,8.18,2.71,0,0.47,5,1,252976,1,71215,21066,23254,4595,48915,0,949,949,374055,302840
101295,1,2,41392,233728,136,11361,250054,5,658871,52758,1142789,1195547,3220,3342,6562,1,0,0,1,11,2,3,2,4,1,224486,1,63731,21473,94359,0,115832,0,300,300,404349,340618
101301,2,2,23500,95,5,680,0,85,5000,24265,5100,29365,1450,42,1492,2,,,1,3,0,1,0,2,,,-2,,,,,,,,,,
101365,2,1,,374896,117,,113478,,80938,,569429,569429,,411275,411275,1,0,1,1,0,0,0,0,0,,,-2,,,,,,,,,,
101435,1,2,72813,108721,137,5533,36,160,50983,78506,159877,238383,1651,23636,25287,1,198,231,1,6.78,4,1,1.12,0.66,0,282064,1,49304,41955,122174,5788,169917,1877,76399,78276,579561,530257
101453,1,2,108486,1557,1,12594,0,15964,650,137044,2208,139252,695,29,724,1,0,4,1,1,1,0,0,0,0,52211,1,10991,39942,11930,29287,81159,0,14437,14437,158798,147807
101462,1,2,13681,131716,111,725,0,117,38,14523,131865,146388,746,3675,4421,2,,,1,3,2,0,0,1,0,152935,1,46148,14417,53802,0,68219,0,36750,36750,304052,257904
101471,2,2,1771,0,0,0,0,16,0,1787,0,1787,0,0,0,2,,,2,,,,,,,,-2,,,,,,,,,,
101480,1,2,639127,297680,458,10049,221981,65314,229191,714490,749310,1463800,6421,209000,215421,1,1287,203,1,46,14,15,0,17,0,1561637,2,0,202913,679028,0,881941,0,70000,70000,2513578,2513578
101505,1,2,43673,240370,58,0,54941,102,405256,43775,700625,744400,59,139087,139146,2,,,1,6,3,2,1,0,3,468857,1,149890,1856,194323,188,196367,0,52189,52189,867303,717413
101514,1,2,49039,49685,9,301,0,0,0,49340,49694,99034,689,1705,2394,1,0,5,1,15,2,4,7,2,1,425443,1,137469,13325,16501,51510,81336,176,48934,49110,693358,555889
101569,1,2,30240,92553,85,426,39376,24,7,30690,132021,162711,1593,833,2426,2,,,1,6.75,3,2,1,0.75,1,419839,1,151213,5644,36563,13272,55479,408,40807,41215,667746,516533
101587,1,2,118620,2831,225,2500,2500,11500,106467,132620,112023,244643,6880,5000,11880,1,118,153,1,13,4,1,0,8,0,415981,2,0,8000,0,0,8000,2500,0,2500,426481,426481
101602,1,2,25502,20744,68,1210,41823,1,0,26713,62635,89348,857,102,959,1,32,7,1,3,1,2,0,0,3,184472,1,59487,1959,26721,781,29461,0,0,0,273420,213933
101648,1,2,24326,8545,7,455,0,1483,0,26264,8552,34816,1180,1415,2595,1,0,0,1,5,3,2,0,0,0,103204,1,37190,3053,8196,0,11249,0,4503,4503,156146,118956
101675,1,2,41613,150000,68,1459,0,11504,0,54576,150068,204644,105,501,606,2,,,1,12,2,2,1,7,0,130000,1,20000,0,3000,0,3000,19486,0,19486,172486,152486
101693,1,2,37901,177965,95,428,0,0,39201,38329,217261,255590,2213,7427,9640,1,2,25,1,8,2,0,1,5,0,122836,2,0,0,144881,0,144881,0,31448,31448,299165,299165
101709,1,2,190753,306519,115,4669,48174,1346,79029,196768,433837,630605,2983,57909,60892,1,1658,622,1,15.62,6.6,0,4.7,4.32,0,635230,1,176378,60495,255205,14789,330489,6896,100612,107508,1249605,1073227
101736,1,2,58866,38123,105,836,4,0,0,59702,38232,97934,2138,5626,7764,1,0,7,1,6.78,2,1,1.78,2,1,250636,1,68444,2530,0,18286,20816,0,3338,3338,343234,274790
101879,1,2,218068,604297,216,9922,122514,2457,64296,230447,791323,1021770,7222,212294,219516,1,342,1017,1,23.43,8,1,10.4,4.03,2,1025248,1,327970,75022,938790,11668,1025480,406,193398,193804,2572502,2244532
101897,1,2,42108,267071,75,818,80324,151,24353,43077,371823,414900,1958,2085,4043,1,12,9,1,5,2.5,1.5,1,0,0,328114,1,103603,24155,54701,0,78856,0,39355,39355,549928,446325
101912,1,2,71813,2543042,106,5982,2257977,41,48081,77836,4849206,4927042,436,1018227,1018663,1,168,38,1,12,2,2,3.5,4.5,1,290920,1,153180,17308,246569,9573,273450,5603,38290,43893,761443,608263
101994,1,2,6364,5466,2,258,0,37,3019,6659,8487,15146,12,504,516,2,,,1,1,1,0,0,0,0,80693,1,25932,3000,9250,14500,26750,0,2300,2300,135675,109743
102030,1,2,2109,180000,5,4923,11427,99,0,7131,191432,198563,275,1300,1575,2,,,1,7,1,3,0,3,3,186887,1,83127,4128,53315,3867,61310,0,23562,23562,354886,271759
102049,1,2,284574,299557,329,14692,149415,7540,109335,306806,558636,865442,25950,64695,90645,1,2584,3767,1,40.13,19,0,17.5,3.63,2,2218565,1,838828,40641,854427,168453,1063521,2594,288754,291348,4412262,3573434
102058,2,2,25339,61,6,0,132,0,0,25339,199,25538,565,593,1158,1,4,4,1,2,1,0,0,1,,,-2,,,,,,,,,,
102067,1,2,40355,28977,8,374,0,1,0,40730,28985,69715,4188,4186,8374,1,0,0,1,6,4,2,0,0,1,425753,1,140457,33653,33808,0,67461,0,10988,10988,644659,504202
102076,1,1,,222376,69,,38133,,0,,260578,260578,,168,168,2,,,1,2,2,0,0,0,0,158251,1,50613,0,29908,0,29908,0,8770,8770,247542,196929
102094,1,2,366405,577145,220,26615,67663,2161,83761,395181,728789,1123970,11290,62028,73318,1,7086,3979,1,64,19,4,35,6,2,2465041,1,877395,51711,3916575,286085,4254371,551,51889,52440,7649247,6771852
102234,1,2,137551,274297,109,11568,24069,2460,68229,151579,366704,518283,1584,24950,26534,1,2,17,1,4.5,3,1,0,0.5,1,231837,2,0,0,132121,0,132121,0,79968,79968,443926,443926
102270,1,2,119000,206852,104,6227,0,0,0,125227,206956,332183,277,17795,18072,1,0,7,1,4,2,2,0,0,0,158568,1,25125,8797,560,1063,10420,0,15530,15530,209643,184518
102298,1,2,66649,517278,209,410,24782,504,162,67563,542431,609994,255,200167,200422,1,0,2,1,11,2,1,2,6,1,132000,1,11568,8355,60000,6541,74896,1000,5523,6523,224987,213419
102313,1,2,4917,1179,32,87,0,0,70,5004,1281,6285,2053,1042,3095,2,,,1,12,2,1,2,7,1,250400,1,44653,61866,87500,20000,169366,0,0,0,464419,419766
102368,1,2,263682,525740,283,9282,339077,3592,353509,276556,1218609,1495165,3939,224925,228864,1,1645,642,1,28.25,11.5,2,11,3.75,2,1112644,1,426385,70814,1287391,4529,1362734,415,287450,287865,3189628,2763243
102377,1,2,382256,201,387,2401,923,1513,31,386170,1542,387712,727,3871,4598,1,197,111,1,52,9,19,0,24,5,791638,1,142111,99100,1039900,91000,1230000,300000,87230,387230,2550979,2408868
102395,1,2,9037,21631,55,1094,0,530,72926,10661,94612,105273,172,1,173,1,23,0,1,1,1,0,0,0,0,73578,1,15499,5969,48778,6218,60965,0,4662,4662,154704,139205
102429,1,2,62610,191,106,1547,0,57,0,64214,297,64511,1520,1224,2744,1,0,0,1,7.8,3,3,1.8,0,4,384555,1,129765,12833,1909,18954,33696,0,0,0,548016,418251
102553,1,2,952199,625397,151,513979,96935,17338,102185,1483516,824668,2308184,31399,202909,234308,1,10407,2353,1,62.2,24.55,6.5,19.65,11.5,4,3004824,1,1748110,201725,1059058,22517,1283300,7784,309307,317091,6353325,4605215
102580,2,2,30639,11,1,262,0,13,0,30914,12,30926,1705,2893,4598,2,,,1,1.25,1,0,0,0.25,,,-2,,,,,,,,,,
102614,1,2,509933,443010,186,144962,170293,18204,77867,673099,691356,1364455,6899,147554,154453,1,4303,1903,1,47,6,9,22,10,1,2282731,1,928286,66358,1903206,0,1969564,0,0,0,5180581,4252295
102632,1,2,156441,365624,133,6850,12888,3453,98049,166744,476694,643438,9237,37422,46659,1,3440,875,1,12.51,3.48,1.8,5.31,1.92,1,614900,1,319611,108679,87569,9748,205996,8356,80679,89035,1229542,909931
102845,1,1,,0,4,,0,,0,,4,4,,31250,31250,2,,,1,1,1,0,0,0,0,55978,1,8865,0,76093,0,76093,0,0,0,140936,132071
103501,2,2,1102,0,1,6,0,20,0,1128,1,1129,117,17943,18060,2,,,2,,,,,,,,-2,,,,,,,,,,
103963,2,2,957,314056,83,0,1171,46,28084,1003,343394,344397,0,9671,9671,2,,,2,,,,,,,,-2,,,,,,,,,,
104090,2,1,,222838,389,,40000,,135,,263362,263362,,2854607,2854607,1,0,7,1,0.28,0.28,0,0,0,,,-2,,,,,,,,,,
104151,1,2,2447205,2164078,711,858587,251595,66939,176011,3372731,2592395,5965126,42170,4155362,4197532,1,16541,27011,1,179,56,1,122,0,7,12093793,1,3387044,1381830,11391212,158834,12931876,34230,4284742,4318972,32731685,29344641
104160,1,2,51596,100673,51,4608,40355,424,18606,56628,159685,216313,2945,71610,74555,1,0,28,1,12.43,6.01,0,5.41,1.01,0,489712,1,160693,81501,126161,1826,209488,2033,112411,114444,974337,813644
104179,1,2,2415622,2750047,935,250000,205311,21774,328046,2687396,3284339,5971735,22432,7035806,7058238,1,17155,10833,1,190.1,47,60.5,54,28.6,3,10877769,1,3187682,1410321,12484481,1083295,14978097,0,4062982,4062982,33106530,29918848
104346,1,2,84750,220424,44,4349,40414,1,28,89100,260910,350010,6990,96807,103797,1,578,9,1,15,6,0,6,3,5,507565,1,181777,80000,73000,0,153000,0,0,0,842342,660565
104425,1,2,46251,252186,144,6354,135226,28,0,52633,387556,440189,2578,98317,100895,1,142,140,1,13,3,2,6,2,1,434684,1,122846,12997,115403,1505,129905,0,22201,22201,709636,586790
104577,1,2,12838,256077,106,3212,80824,27,64530,16077,401537,417614,5498,70822,76320,2,,,1,9,1,0,5,3,2,296672,1,97577,44691,60083,0,104774,0,47517,47517,546540,448963
104586,1,2,22324,898643,100,2833,85870,135,110655,25292,1095268,1120560,8657,152027,160684,1,2124,933,1,18.5,8,6,0,4.5,0,746500,1,208338,34915,240827,95,275837,0,54538,54538,1285213,1076875
104665,2,2,10173,0,2,25,0,26,0,10224,2,10226,247,124,371,2,,,1,0.5,0.25,0,0,0.25,,,-2,,,,,,,,,,
104708,1,2,92183,478121,99,25785,39810,51,56610,118019,574640,692659,18883,148937,167820,1,496,75,1,19.78,10,7.75,1.9,0.13,1,1106789,2,0,125228,244397,0,369625,460,17487,17947,1494361,1494361
104717,1,2,6538,254642,250,133,36784,4,116474,6675,408150,414825,660,10381139,10381799,1,77,5369,1,39.5,19.5,5,0,15,0,1327889,2,0,75470,1414424,20649,1510543,0,332000,332000,3170432,3170432
105145,1,2,33751,548187,351,2940,121030,40,152226,36731,821794,858525,3610,74303,77913,1,155,29,1,7.41,3.91,3,0.5,0,0,449503,2,0,12243,188554,1036,201833,0,3513,3513,654849,654849
105154,1,2,78363,415268,179,1670,44758,978,27,81011,460232,541243,11895,301127,313022,1,197,12,1,37,7,8,22,0,1,1255417,1,369855,127887,280791,7939,416617,0,15000,15000,2056889,1687034
105206,1,2,19010,237000,87,1336,44003,1297,9,21643,281099,302742,2108,79754,81862,1,172,203,1,11,3,0,5,3,4,377389,2,0,27529,89601,6214,123344,0,3629,3629,504362,504362
105215,1,2,165,0,20,0,1260,14,0,179,1280,1459,170,16,186,2,,,1,1,0,1,0,0,0,115937,2,0,0,650,350,1000,0,0,0,116937,116937
105297,1,2,122336,7899,53,5106,256765,115,0,127557,264717,392274,1553,2341,3894,1,0,254,1,8,4,1,3,0,2,396132,1,114047,58500,142000,0,200500,1300,6849,8149,718828,604781
105330,1,2,575047,358674,148,49564,216502,4549,99750,629160,675074,1304234,22069,925661,947730,1,8945,12011,1,50.5,25,0,20.5,5,0,3226053,2,0,24613,1361786,130621,1517020,1465,321861,323326,5066399,5066399
105349,1,2,45509,5334,91,5109,0,120,65,50738,5490,56228,3559,75228,78787,1,114,22,1,11,3,4,4,0,8,383410,1,129980,37675,50712,1951,90338,0,0,0,603728,473748
105428,1,2,52290,260389,94,5954,121593,8,54679,58252,436755,495007,3484,122363,125847,1,646,213,1,15.65,6.35,0,8.199999999999999,1.1,0,860757,2,0,79981,221756,1036,302773,0,15571,15571,1179101,1179101
105525,1,2,300657,34065,102,22337,66091,278,63,323272,100321,423593,27201,619246,646447,1,147,23,1,46.5,16,1,18.5,11,5,1924644,1,617903,253062,363053,16469,632584,0,200270,200270,3375401,2757498
105534,2,1,,226153,9,,0,,0,,226162,226162,,278678,278678,2,,,2,,,,,,,,-2,,,,,,,,,,
105589,1,2,1236,32481,122487,318,2800,178,9250,1732,167018,168750,1705,52188,53893,1,1432,204,1,4,1.5,1,0,1.5,2,175994,1,33398,2047,186063,0,188110,0,28724,28724,426226,392828
105659,2,2,57,0,1,4,0,20,0,81,1,82,4,2500,2504,2,,,2,,,,,,,,-2,,,,,,,,,,
105668,1,2,14341,376946,115,2930,40333,28,47782,17299,465176,482475,257,253185,253442,1,20,39,1,6,2,1,3,0,0,628291,2,0,4738,170609,14378,189725,0,0,0,818016,818016
105747,1,2,32769,467967,167,1459,126938,62,46670,34290,641742,676032,1053,97136,98189,1,124,38,1,9.5,4,1,4.5,0,0,532212,2,0,82739,222069,1036,305844,0,20874,20874,858930,858930
105792,1,2,32665,240625,89,2725,73446,1890,38332,37280,352492,389772,264,75258,75522,1,48,35,1,14.5,4,8,0,2.5,0,791866,1,235511,26379,138904,0,165283,0,92373,92373,1285033,1049522
105899,1,2,23940,20976,62,11207,21,556,0,35703,21059,56762,826,19863,20689,1,91,50,1,4.23,1.63,0,1.65,0.95,0,124159,1,24857,4862,81531,1342,87735,841,3470,4311,241062,216205
106041,1,2,165,0,20,0,1260,14,0,179,1280,1459,170,16,186,2,,,1,1,0,1,0,0,0,115937,2,0,0,650,350,1000,0,0,0,116937,116937
106148,1,2,83024,322880,41,18791,7056,101,14273,101916,344250,446166,12717,67388,80105,1,41595,3891,1,15.98,5,5,5,0.98,1,690138,1,209135,91378,124420,0,215798,14,40456,40470,1155541,946406
106245,1,2,341609,325903,195,26783,78034,1773,92153,370165,496285,866450,6296,62330,68626,1,954,1143,1,26.5,7,7,6,6.5,1,1047358,1,283665,15513,996929,0,1012442,0,466465,466465,2809930,2526265
106263,1,2,41621,2870,122,4476,0,131,18030,46228,21022,67250,363,415109,415472,1,912,3660,1,22.77,8.56,4.92,9.289999999999999,0,0,1122296,1,314243,6260,2514553,3063,2523876,0,301956,301956,4262371,3948128
106306,2,2,23980,0,4,2,0,38,52,24020,56,24076,20,31498,31518,1,2,3,1,3,2,0,0,1,,,-2,,,,,,,,,,
106342,1,2,76868,287208,152,1461,76827,356,62552,78685,426739,505424,367,103828,104195,1,597,275,1,4.15,3,0,0,1.15,0,152358,2,0,9317,193516,22462,225295,0,67273,67273,444926,444926
106397,1,2,1151949,1395556,506,229496,164055,60248,166414,1441693,1726531,3168224,42151,1077443,1119594,1,23898,21427,1,121,40,65,7,9,4,7020377,1,1725480,1128042,6176365,403724,7708131,22607,2320626,2343233,18797221,17071741
106412,1,2,56729,81047,53,349,3564,0,62014,57078,146678,203756,437,35980,36417,1,29,49,1,15,4,0,11,0,5,628131,1,194720,3337,139673,20822,163832,1042,15000,16042,1002725,808005
106449,1,2,73369,136440,143,5987,311,306,0,79662,136894,216556,3546,4673,8219,1,761,28,1,8,2,1,5,0,1,287043,1,116018,40586,62384,532,103502,0,38047,38047,544610,428592
106458,1,2,357835,763414,336,22191,298181,2652,126347,382678,1188278,1570956,9480,907898,917378,1,5660,1655,1,36.2,13,18,0,5.2,0,1203888,1,418466,85665,1588054,0,1673719,10374,222584,232958,3529031,3110565
106467,1,2,163582,709587,359,36102,196968,6872,103014,206556,1009928,1216484,4836,133795,138631,1,772,392,1,26.98,8,6,1.9,11.08,1,732491,1,241875,185950,467842,3873,657665,0,252492,252492,1884523,1642648
106485,1,2,117481,7308,107,14629,427,9408,2264,141518,10106,151624,1786,211,1997,1,234,40,1,10.25,4,0,5,1.25,0,355916,1,109910,25343,175418,0,200761,1082,103561,104643,771230,661320
106546,1,2,220,245,11,194,497009,21,346,435,497611,498046,0,144512,144512,1,198,104,1,1,1,0,0,0,0,44102,1,9348,0,366923,0,366923,0,0,0,420373,411025
106625,1,2,17072,0,67,477,0,12,0,17561,67,17628,1091,3684,4775,1,0,0,1,3,1,1,0,1,0,84155,1,28997,1002,10347,0,11349,0,1223,1223,125724,96727
106704,1,2,283780,314998,133,18808,50,2577,98083,305165,413264,718429,12403,415798,428201,1,2219,3765,1,37.9,9,1,24,3.9,0,1271034,1,403469,44303,1155350,23651,1223304,3452,108755,112207,3010014,2606545
106713,1,2,45278,329567,113,778,412,12,2,46068,330094,376162,11348,3754,15102,1,40,45,1,12,2,0,0,10,0,75000,2,0,0,36137,887,37024,0,0,0,112024,112024
106795,1,2,11295,6880,870,0,0,1,0,11296,7750,19046,372,8,380,1,0,0,1,12,1,4,6,1,2,79664,1,16168,3000,35000,5000,43000,0,5000,5000,143832,127664
106810,2,2,11981,355847,1128,146,0,7,0,12134,356975,369109,109,652,761,1,0,0,1,7,1,0,0,6,,,-2,,,,,,,,,,
106883,1,2,22127,0,6,8903,0,0,0,31030,6,31036,3425,200,3625,1,18,15,1,5,1,1,1,2,0,101000,1,42900,54000,52,0,54052,0,0,0,197952,155052
106980,1,2,30000,78200,113,1842,0,24,0,31866,78313,110179,3550,45438,48988,1,0,35,1,7.5,2,1,0.5,4,1,185688,1,46565,45000,2500,0,47500,500,15000,15500,295253,248688
106999,1,2,11992,663,116,474,137,39,0,12505,916,13421,228,2609,2837,1,0,0,1,2,1,0,1,0,0,96573,1,32360,291,12232,0,12523,0,12165,12165,153621,121261
107044,1,2,123859,447299,189,14397,517028,2393,104161,140649,1068677,1209326,10265,247634,257899,1,995,1884,1,19,8,0,5,6,0,615786,1,199900,67708,575365,8030,651103,5974,114508,120482,1587271,1387371
107071,1,2,229186,1815262,117,32517,2393606,754,20,262457,4209005,4471462,4141,1189,5330,1,1659,249,1,19,3,5,0,11,0,352701,1,88936,652,308304,64686,373642,275,23135,23410,838689,749753
107080,1,2,199084,40428,47,4778,80358,75,136892,203937,257725,461662,2170,3184,5354,1,154,353,1,8,2.75,0.11,3.51,1.63,0,324978,2,0,24000,209712,0,233712,1500,70600,72100,630790,630790
107123,2,1,,5600,50,,25,,9500,,15175,15175,,115,115,1,200,151,1,1,0,1,0,0,,,-2,,,,,,,,,,
107141,1,2,86661,660433,126,2581,80249,991,100695,90233,841503,931736,3548,60799,64347,1,422,935,1,10.69,4,1,1.75,3.94,1,360017,1,86909,19341,125984,13097,158422,536,32700,33236,638584,551675
107318,1,2,21586,0,68,2702,2671,0,0,24288,2739,27027,373,3372,3745,1,0,0,1,3,1,0,1.5,0.5,0,81548,1,27203,20666,4427,0,25093,193,21460,21653,155497,128294
107327,1,2,23685,0,5,198,0,18,10,23901,15,23916,402,20,422,1,106,48,1,3,1,1,1,0,0,88991,1,24954,6144,50260,0,56404,0,5571,5571,175920,150966
107460,1,2,6990,372258,12,2345,2390,0,1,9335,374661,383996,2832,8000,10832,1,33,15,1,15,1,1,9,4,0,162173,1,49201,14753,57503,29839,102095,0,4421,4421,317890,268689
107512,1,2,177812,175195,155,8820,44183,1446,61207,188078,280740,468818,9642,109680,119322,1,874,146,1,12.55,5.5,0,3,4.05,1,401408,2,0,12753,266257,190,279200,12731,70135,82866,763474,763474
107521,1,2,12464,11903,76,1222,6430,162,7492,13848,25901,39749,1926,186126,188052,1,32,7,1,3,1,1,1,0,0,98266,1,33231,3284,25707,2300,31291,0,0,0,162788,129557
107549,2,2,14465,0,0,1849,100,40,0,16354,100,16454,102,30696,30798,1,16,7,1,2,1,0,0,1,,,-2,,,,,,,,,,
107558,1,2,160702,602806,223,3725,165000,596,61000,165023,829029,994052,2230,2240,4470,1,212,26,1,3.15,2,0,0,1.15,0,130396,1,22010,9592,6738,283186,299516,2349,4777,7126,459048,437038
107585,1,2,19154,0,83,978,117642,265,51389,20397,169114,189511,1046,11156,12202,1,0,0,1,4.4,1,2,1.4,0,0,164474,1,53511,14250,29211,12233,55694,0,17051,17051,290730,237219
107600,1,2,63643,24880,55,4916,0,103,267,68662,25202,93864,240,4300,4540,1,30,9,1,5,2,1,2,0,0,184521,1,36904,5000,42000,15000,62000,2200,0,2200,285625,248721
107619,1,2,39132,185000,36,1000,0,2599,50,42731,185086,227817,1000,2500,3500,1,10,8,1,9,1,4,1,3,2,152920,1,41288,5000,85000,77733,167733,0,3000,3000,364941,323653
107637,1,2,5880,67583,72,104,0,151,5,6135,67660,73795,41,299,340,1,0,0,1,3.5,1,0,2.5,0,1,97588,1,33572,0,36221,497,36718,0,5478,5478,173356,139784
107664,1,2,36237,127700,85,3413,0,62,0,39712,127785,167497,1442,79629,81071,1,0,0,1,8,5,0,3,0,1,318961,1,111636,124000,110000,0,234000,0,90000,90000,754597,642961
107725,1,2,4273,190289,198,1348,0,1,0,5622,190487,196109,112,6363,6475,1,0,12,1,3,1,2,0,0,1,115712,1,31801,519,38266,624,39409,0,2821,2821,189743,157942
107743,1,2,14076,13064,21,669,215207,0,0,14745,228292,243037,871,5457,6328,1,1,13,1,1.5,1,0,0.5,0,0,75498,1,23950,2591,15926,0,18517,0,7691,7691,125656,101706
107840,2,2,4301,0,34,70,0,0,0,4371,34,4405,17,0,17,2,,,1,3,1,1,0,1,,,-2,,,,,,,,,,
107877,1,2,55226,236,100,234,0,6,7,55466,343,55809,2892,3127,6019,1,3,5,1,20,1,0,1,18,1,72100,2,0,10500,33500,0,44000,300,11770,12070,128170,128170
107974,1,2,37432,1195,113,150,58736,2,0,37584,60044,97628,821,45784,46605,1,0,10,1,10,1,2,2,5,0,100168,1,42377,5185,22204,0,27389,0,22062,22062,191996,149619
107983,1,2,147707,230354,186,21528,289167,15,55222,169250,574929,744179,7548,51146,58694,1,678,136,1,13.25,4.25,0,2,7,0,387465,1,96707,54500,308796,52115,415411,0,36163,36163,935746,839039
107992,1,2,9065,17094,70,633,0,8,0,9706,17164,26870,919,162,1081,1,18,0,1,3,1,1,0.5,0.5,0,125306,1,36712,1408,5770,11267,18445,0,2110,2110,182573,145861
108092,1,2,64268,5073,57,7997,75255,154,11426,72419,91811,164230,3239,5965,9204,1,481,496,1,14.15,6,0,4,4.15,0,397898,1,96023,49887,376672,9743,436302,0,110914,110914,1041137,945114
108232,2,2,31071,18579,20,3815,7,830,59,35716,18665,54381,28,9782,9810,1,0,0,1,2,2,0,0,0,,,-2,,,,,,,,,,
108269,2,2,2391,730,0,15,8,0,0,2406,738,3144,1180,12,1192,2,,,1,3,1,1,0,1,,,-2,,,,,,,,,,
108667,1,2,18108,200,38,0,0,44,0,18152,238,18390,265,450223,450488,2,,,1,6.82,4.4,2.42,0,0,0,552848,1,275000,5299,4270,79902,89471,0,0,0,917319,642319
108807,1,2,66473,92234,53,3320,119058,168,0,69961,211345,281306,5224,128730,133954,1,0,12,1,15.8,11.8,0,4,0,1,803659,1,170713,46084,28732,132308,207124,0,2189,2189,1183685,1012972
108852,2,2,16631,0,0,1500,0,152,0,18283,0,18283,3060,0,3060,2,,,1,6,1,0,0,5,,,-2,,,,,,,,,,
108870,1,2,10059,0,0,31834,3471,12,0,41905,3471,45376,10597,36243,46840,2,,,1,9,2,2,5,0,0,423636,1,117978,15544,985,900,17429,8500,112120,120620,679663,561685
109040,2,1,,88000,11,,0,,6530,,94541,94541,,22695,22695,2,,,1,1,1,0,0,0,,,-2,,,,,,,,,,
109208,1,2,41612,389581,75,666,104600,6,96129,42284,590385,632669,1738,200797,202535,1,239,241,1,11.86,6.64,5.22,0,0,1,2008708,2,0,443135,0,13144,456279,0,22557,22557,2487544,2487544
109350,1,2,44688,8555,0,550,6,145,1,45383,8562,53945,2896,24028,26924,1,283,712,1,14.71,5.63,5.25,0,3.83,1,831009,1,322549,166373,14545,0,180918,0,11773,11773,1346249,1023700
109651,1,2,75788,364709,46,10400,57723,468,30733,86656,453211,539867,7946,233852,241798,1,0,124,1,16.33,7,1,6,2.33,0,898709,2,0,127678,197868,0,325546,0,101092,101092,1325347,1325347
