UNITID,LEXP100K,LCOLELYN,LPBOOKS,LEBOOKS,LEDATAB,LPMEDIA,LEMEDIA,LPSERIA,LESERIA,LPCLLCT,LECLLCT,LTCLLCT,LPCRCLT,LECRCLT,LTCRCLT,LILLDYN,LILLDPR,LILLDRC,LILSYN,LSTOTAL,LSLIBRN,LSOPROF,LSOPAID,LSSTAST,LBRANCH,LSALWAG,LFRNGBYN,LFRNGBN,LEXMSBB,LEXMSCS,LEXMSOT,LEXMSTL,LEXOMPS,LEXOMOT,LEXOMTL,LEXPTOT,LSWMSOM
180984,1,2,112161,17014,13,3499,0,694,75,116354,17102,133456,6011,1,6012,1,257,619,1,7,3,0,1.25,2.75,0,213950,2,0,14483,126040,0,140523,1834,24797,26631,381104,381104
181002,1,2,330263,478071,202,16057,99941,8376,83718,354696,661932,1016628,7327,568635,575962,1,1517,2544,1,35,17.5,2,12,3.5,1,2014282,1,570538,2319569,1118690,104010,3542269,0,214608,214608,6341697,5771159
181020,1,2,72147,693694,200,11119,80110,1542,68337,84808,842341,927149,1183,52794,53977,1,389,1258,1,7.98,3,0,2,2.98,0,270198,2,0,14910,187269,2899,205078,1207,52066,53273,528549,528549
181127,1,2,57722,79748,56,5793,32429,154,17032,63669,129265,192934,1256,35895,37151,1,305,397,1,3.2,1,0,2,0.2,0,102609,1,53013,1505,96453,1741,99699,0,13162,13162,268483,215470
181145,2,2,500,0,0,0,0,25,0,525,0,525,500,0,500,2,,,2,,,,,,,,-2,,,,,,,,,,
181215,1,2,229804,942372,251,59847,142196,5759,97024,295410,1181843,1477253,7466,26207,33673,1,977,1303,1,25.9,7,7,7.75,4.15,0,1363213,1,383012,50145,783986,45673,879804,375,261430,261805,2887834,2504822
181297,1,2,843,10,24,107,1,56,31191,1006,31226,32232,334,169536,169870,1,567,631,1,5,3,0,0,2,0,160139,1,35125,0,264699,0,264699,0,380,380,460343,425218
181303,1,2,14751,55347,56,3605,37468,105,157,18461,93028,111489,4294,7409,11703,1,201,301,1,14,3,1,10,0,3,709580,1,174416,107346,310450,27466,445262,0,29728,29728,1358986,1184570
181312,1,2,67853,75748,37,2093,39733,33,49367,69979,164885,234864,996,11842,12838,1,68,97,1,7.36,2,0.5,4.45,0.41,1,247830,1,105368,3639,60596,2993,67228,118,120276,120394,540820,435452
181330,1,2,48417,276618,31,698,0,0,36065,49115,312714,361829,1525,19160,20685,1,47,68,1,1,1,0,0,0,0,52000,2,0,2000,85499,2300,89799,500,6000,6500,148299,148299
181394,1,2,665326,1383994,239,91106,318195,11723,180471,768155,1882899,2651054,14470,831169,845639,1,5611,1711,1,66,14,11,13,28,1,2245722,2,0,52369,3175579,228488,3456436,577,66841,67418,5769576,5769576
181419,2,2,9311,0,2,320,0,0,0,9631,2,9633,9,0,9,1,0,0,1,1.5,1,0,0,0.5,,,-2,,,,,,,,,,
181428,1,2,26015,77969,51,172,0,231,36689,26418,114709,141127,452,435023,435475,1,3558,4874,1,27.03,16.82,1,8.789999999999999,0.42,0,1816610,1,471950,16971,1836698,320,1853989,4470,700253,704723,4847272,4375322
181446,1,2,127167,527190,53,10364,79966,1566,36090,139097,643299,782396,2709,95468,98177,1,1154,1108,1,10,3,2,0,5,0,248443,2,0,19163,254305,4518,277986,470,48015,48485,574914,574914
181464,1,2,1421525,1282991,263,347218,28754,88009,88708,1856752,1400716,3257468,20325,1489227,1509552,1,11636,9220,1,152,40,44,34,34,8,7196188,2,0,839635,7629588,0,8469223,18274,1825092,1843366,17508777,17508777
181491,1,2,5623,0,46,438,91729,81,36,6142,91811,97953,744,37437,38181,1,0,296,1,1.75,1,0.5,0,0.25,0,89922,1,26579,7175,83273,3119,93567,0,4572,4572,214640,188061
181534,1,2,65920,490823,110,4068,692,896,71027,70884,562652,633536,1440,47283,48723,1,181,107,1,5.19,1,0,1.5,2.69,0,165159,1,213,8472,100134,554,109160,0,36696,36696,311228,311015
181543,2,2,10256,135,18,63,0,23,0,10342,153,10495,613,138,751,1,3,5,1,2,0,0,1,1,,,-2,,,,,,,,,,
181604,1,2,57503,98696,0,1798,76499,29,46500,59330,221695,281025,1699,62783,64482,1,88,1089,1,18.5,2.5,1,0,15,0,163534,2,0,11363,181915,5633,198911,1500,9450,10950,373395,373395
181640,1,2,13689,41219,65,877,48008,154,97,14720,89389,104109,1570,4849,6419,1,132,30,1,12.11,8,1,0,3.11,2,576986,1,170776,53353,260813,0,314166,200,0,200,1062128,891352
181738,1,2,68052,302341,84,1879,23613,622,41547,70553,367585,438138,2676,24529,27205,1,124,331,1,16,2,1,0,13,1,134833,1,64233,10470,246296,2010,258776,732,11772,12504,470346,406113
181765,2,2,1421525,1282991,269,347218,28754,88009,88708,1856752,1400722,3257474,71,2,73,1,7,22,1,3,1,0,0,2,,,-2,,,,,,,,,,
181783,1,2,146466,274677,66,27422,0,210,47980,174098,322723,496821,27579,6202,33781,1,1117,743,1,19,6,1,5,7,0,622124,1,213116,42504,167120,0,209624,4103,32301,36404,1081268,868152
181817,1,2,21709,651465,37,3004,84229,26,47857,24739,783588,808327,1228,9296,10524,1,100,32,1,4.13,1,1,0.6,1.53,0,114153,1,69643,22407,106431,23290,152128,0,13905,13905,349829,280186
181853,1,2,20599,305590,0,347,0,21,0,20967,305590,326557,323,14248,14571,1,29,100,1,3.76,2,0,0,1.76,0,50473,1,13232,330,39995,1666,41991,0,5834,5834,111530,98298
181941,2,2,2529,1400,194,62,96,57,58978,2648,60668,63316,638,3215,3853,2,,,1,3,0,0,0,3,,,-2,,,,,,,,,,
182005,1,2,45451,245799,154,1122,196580,22,50072,46595,492605,539200,17942,573225,591167,1,639,511,1,40.36,15,2,14,9.359999999999999,2,1686989,1,558821,186504,819329,19571,1025404,0,104259,104259,3375473,2816652
182148,2,2,646,90125,56,71,12633,24,77480,741,180294,181035,5,2278,2283,2,,,1,1,1,0,0,0,,,-2,,,,,,,,,,
182281,1,2,924906,1844505,710,151963,188132,16207,158091,1093076,2191438,3284514,21536,3775986,3797522,1,5335,3762,1,158.51,52,36,33,37.51,4,8319910,1,2438840,1482170,8181073,125120,9788363,37721,986435,1024156,21571269,19132429
182290,1,2,666985,1082454,363,232556,302507,28846,147572,928387,1532896,2461283,20978,986542,1007520,1,5355,4770,1,122.21,25.1,25.31,40.83,30.97,3,5921173,1,1872416,587946,5733289,336025,6657260,12583,1798472,1811055,16261904,14389488
182306,1,2,60042,483839,73,259,321633,8,83423,60309,888968,949277,291,5213,5504,1,27,227,1,4,1,0,1,2,0,108970,1,40506,0,50373,0,50373,0,3209,3209,203058,162552
182500,1,2,48228,608492,104,2507,3203,61,1747990,50796,2359789,2410585,1137,86076,87213,1,80,36,1,10.89,2.28,1,5.8,1.81,3,518371,1,190550,48475,104500,20314,173289,283,29923,30206,912416,721866
182564,1,2,21695,309940,49,1517,53,17,26034,23229,336076,359305,482,71017,71499,1,0,0,1,13.5,1,1,9,2.5,1,250526,1,75810,1777,82156,7372,91305,0,6134,6134,423775,347965
182634,1,2,86856,205866,80,2572,38350,376,12,89804,244308,334112,1086,14795,15881,1,336,501,1,27.4,4.2,4.2,0,19,0,213031,2,0,2893,113350,69243,185486,4284,52485,56769,455286,455286
182670,1,2,1594076,2135355,3330,113228,101025,43660,211617,1750964,2451327,4202291,99774,1335293,1435067,1,25496,15226,1,152.85,56,23,62,11.85,5,8448318,1,3002588,1401377,10504678,373890,12279945,14123,2680295,2694418,26425269,23422681
182795,1,2,97456,260323,65,11694,30,7,72865,109157,333283,442440,1637,8934,10571,1,829,754,1,20.75,4.5,2.25,0,14,0,379965,1,89486,32000,215424,91434,338858,0,0,0,808309,718823
182829,1,2,35171,43224,430,594,0,2021,274084,37786,317738,355524,2655,944185,946840,1,148,122,1,7.5,4,0,0.5,3,0,392088,1,142756,68215,198194,3382,269791,950,73091,74041,878676,735920
182917,2,2,26400,5519,0,220,0,56,0,26676,5519,32195,914,100,1014,1,5,150,1,6,1,1,0,4,,,-2,,,,,,,,,,
182980,1,2,107049,266512,56,2167,0,60,0,109276,266568,375844,4072,6758,10830,1,3983,835,1,12,3,2,0,7,1,386547,2,0,16396,190088,45315,251799,0,1126,1126,639472,639472
183026,1,2,98355,791838,268,2324,157446,28,259868,100707,1209420,1310127,1678,3928228,3929906,1,1002,2836,1,30,7,8,11,4,0,2065546,1,612839,225780,3297354,16140,3539274,0,122646,122646,6340305,5727466
183044,1,2,908648,1655547,97,134246,82985,28318,117349,1071212,1855978,2927190,61693,779654,841347,1,11122,5688,1,64.19,15.88,12,17.79,18.52,4,3403692,1,1230479,317632,5601489,204224,6123345,0,767696,767696,11525212,10294733
183062,1,2,220525,275467,70,13856,86812,53,57643,234434,419992,654426,10318,0,10318,1,1384,1453,1,14.2,3.5,3,4.5,3.2,0,719859,1,241500,11378,278330,110890,400598,27,150853,150880,1512837,1271337
183080,1,2,308477,246237,72,8494,199323,3778,68569,320749,514201,834950,2682,60640,63322,1,708,1392,1,12.11,4,4,3.82,0.29,1,663544,1,248304,79361,531029,14087,624477,1706,135839,137545,1673870,1425566
183099,1,2,42817,496016,47,6548,125821,108,42016,49473,663900,713373,1643,56242,57885,1,504,107,1,0,0,0,0,0,0,145463,1,26525,153477,2005,1503,156985,0,0,0,328973,302448
183105,1,2,9114,392865,75,266,38971,121,102862,9501,534773,544274,687,2502,3189,1,109,445,1,2.5,1,1,0,0.5,0,155024,1,52458,3760,33143,53,36956,0,3339,3339,247777,195319
183114,1,2,13746,268726,19,1112,38051,3,465675,14861,772471,787332,1416,9920,11336,1,162,13,1,2.92,1,0,1.67,0.25,0,126569,1,47655,21195,23678,0,44873,0,0,0,219097,171442
183123,1,2,4911,9633,99,0,3829,0,539548,4911,553109,558020,7,13958,13965,1,2,8,1,2,1,0,0,1,0,56224,1,37791,4000,29600,0,33600,0,0,0,127615,89824
183132,1,2,5336,370839,98,416,0,117,49021,5869,419958,425827,662,81741,82403,1,17,66,1,4.51,2,0,1.5,1.01,0,193382,1,85805,4099,55494,532,60125,0,5612,5612,344924,259119
183141,1,2,5411,261601,70,239,45000,10,147847,5660,454518,460178,243,7028,7271,1,12,18,1,3.1,1,0,2,0.1,0,139912,1,46695,210,89527,0,89737,0,1529,1529,277873,231178
183150,1,2,7478,482372,85,493,118475,2,100367,7973,701299,709272,49,456436,456485,1,2,43,1,2,2,0,0,0,0,166112,2,0,271,120676,0,120947,2993,583,3576,290635,290635
183211,1,2,96890,277980,75,139697,4568,320,134880,236907,417503,654410,13932,19248,33180,1,1462,4075,1,13.81,7.37,0,4.2,2.24,1,565713,2,0,87122,310443,28114,425679,0,100829,100829,1092221,1092221
183239,1,2,200635,289428,128,12129,83198,2689,67611,215453,440365,655818,4692,308418,313110,1,1708,1207,1,19,7,0,9,3,0,766682,2,0,82526,490575,49182,622283,6495,79105,85600,1474565,1474565
183248,2,2,120,600,0,70,3000,0,0,190,3600,3790,131,900,1031,2,,,1,0.2,0,0.2,0,0,,,-2,,,,,,,,,,
183257,1,1,,477654,24,,0,,0,,477678,477678,,77262,77262,1,0,13,1,1,1,0,0,0,0,59666,1,22971,2000,112055,0,114055,0,0,0,196692,173721
183275,2,2,47133,0,0,72,0,43579,0,90784,0,90784,450,0,450,1,18,7,1,1,1,0,0,0,,,-2,,,,,,,,,,
183488,2,2,4200,32500,7,115,92,39,0,4354,32599,36953,3600,530,4130,2,,,1,2,0,1,1,0,,,-2,,,,,,,,,,
183600,2,2,226,0,3,76,0,0,0,302,3,305,70,400,470,1,0,400,1,1,1,0,0,0,,,-2,,,,,,,,,,
183655,1,2,75323,247903,40,19,279,33,40767,75375,288989,364364,2697,48411,51108,1,102,107,1,18.03,4.84,0,10.29,2.9,2,549773,1,184596,20827,109186,0,130013,0,103208,103208,967590,782994
183743,1,2,121667,84352,98,5659,142182,188,73735,127514,300367,427881,11835,196553,208388,1,1069,77,1,19.5,8,3.5,8,0,1,1750512,2,0,69841,294374,32689,396904,3914,80612,84526,2231942,2231942
183789,1,2,43251,343815,73,474,105148,0,69488,43725,518524,562249,270,29190,29460,1,0,1,1,3.43,3.43,0,0,0,2,213240,1,9504,4720,76379,21452,102551,0,37617,37617,362912,353408
183804,1,2,223000,0,12,23750,90925,0,0,246750,90937,337687,0,615000,615000,2,,,1,7.88,3.62,0,1.01,3.25,6,331763,1,136353,79720,0,0,79720,0,336088,336088,883924,747571
183822,1,2,36399,29881,47,3326,8887,0,0,39725,38815,78540,106,61,167,1,21,36,1,12,1,1,0,10,0,138970,1,38599,310,48000,1000,49310,0,0,0,226879,188280
183859,1,2,58456,5702,107,2654,1315,245,14,61355,7138,68493,2549,149375,151924,1,58,60,1,17.3,7,1,8.300000000000001,1,0,963857,2,0,56977,164386,0,221363,0,66202,66202,1251422,1251422
183877,1,2,20323,232390,53,1259,118635,65,25,21647,351103,372750,1060,6026,7086,1,38,9,1,8.76,5.42,0,2.14,1.2,0,271437,2,0,18116,130847,5643,154606,0,26253,26253,452296,452296
183910,1,2,143029,321629,106,1096,127297,421,74957,144546,523989,668535,10625,145540,156165,1,534,1033,1,12.51,4,1,3,4.51,0,359176,2,0,17874,463662,4678,486214,3750,22323,26073,871463,871463
183938,1,2,20430,294717,45,1624,1550,12,32448,22066,328760,350826,3957,28524,32481,1,1,0,1,6,4,1,1,0,0,232625,2,0,8771,88582,801,98154,0,15686,15686,346465,346465
183974,1,2,34074,606433,127,2165,76353,15,156867,36254,839780,876034,2247,77360,79607,1,66,388,1,15,3.5,3.5,0,8,0,312975,2,0,3447,149588,930,153965,5000,805,5805,472745,472745
184180,1,2,37485,26725,116,2167,1271,37,1,39689,28113,67802,1151,287660,288811,1,70,92,1,9.800000000000001,5.21,4.24,0,0.35,0,630833,1,214386,65523,81278,1653,148454,0,67088,67088,1060761,846375
184205,1,2,31364,234584,187,4111,80393,42,0,35517,315164,350681,465,3387,3852,1,766,36,1,6.14,3.14,0,2,1,0,295167,2,0,29242,43620,0,72862,0,11593,11593,379622,379622
184348,1,2,686922,682922,319,67622,77857,8429,42619,762973,803717,1566690,5564,26077,31641,1,1237,1743,1,36.55,5.8,3.75,1,26,0,756268,2,0,91848,663912,0,755760,1968,197311,199279,1711307,1711307
184481,1,2,66693,0,76,4738,0,0,0,71431,76,71507,1500,101,1601,1,35,18,1,6,3,2,0,1,1,426895,1,128456,57681,54960,14743,127384,0,0,0,682735,554279
184603,1,2,118514,241878,198,3729,39214,692,89113,122935,370403,493338,1088,93165,94253,1,1073,1041,1,34,6.5,0,7.5,20,0,728862,2,0,56380,292186,80511,429077,0,67222,67222,1225161,1225161
184612,1,2,53775,254560,63,175,75,0,113471,53950,368169,422119,145,42676,42821,1,56,48,1,8.9,4,0,2.94,1.96,1,387719,2,0,18867,97695,94,116656,60,55079,55139,559514,559514
184694,1,2,110532,229535,198,2692,39214,692,89113,113916,358060,471976,1030,93165,94195,1,1073,1041,1,30.5,6,0,5.5,19,0,543401,2,0,41072,194790,53855,289717,0,137143,137143,970261,970261
184773,1,2,130521,20140,109,5215,71599,2917,67918,138653,159766,298419,4033,4821,8854,1,1257,289,1,13,5.5,7.5,0,0,0,482690,2,0,59242,422609,0,481851,1300,6625,7925,972466,972466
184782,1,2,349888,965820,462,7505,132453,3285,100057,360678,1198792,1559470,9305,786812,796117,1,7440,4170,1,64.5,18,9,30.5,7,2,4678149,2,0,242516,5045069,404361,5691946,6473,280981,287454,10657549,10657549
184791,1,2,27804,231261,34,2323,2,0,1,30127,231298,261425,17529,6430,23959,1,208,35,1,10,4.5,2,3.5,0,0,640171,2,0,15000,88612,12146,115758,0,1673,1673,757602,757602
184959,1,2,16125,32500,57,310,181,0,0,16435,32738,49173,5500,455,5955,2,,,1,2,1,0,1,0,2,107000,1,11000,24500,17000,1000,42500,0,11350,11350,171850,160850
184995,1,2,48126,13300,135,1809,1657,22,67716,49957,82808,132765,5622,79052,84674,2,,,1,30,10,0,14.5,5.5,1,1164334,1,275564,52828,265303,582,318713,0,72836,72836,1831447,1555883
185129,1,2,206000,300000,0,3000,0,0,35000,209000,335000,544000,1034,5,1039,1,214,138,1,18.5,7,2,9.5,0,0,1700000,2,0,6000,454000,0,460000,0,0,0,2160000,2160000
185262,1,2,178727,574021,259,0,0,0,70751,178727,645031,823758,890,634338,635228,1,994,271,1,19,3,6,2,8,0,1071675,2,0,56567,1171584,15315,1243466,35784,140991,176775,2491916,2491916
185509,1,2,68445,219986,0,749,35462,52,50763,69246,306211,375457,3591,1949887,1953478,1,54,191,1,14,4,4,4,2,2,514979,2,0,49773,10567,302577,362917,0,9216,9216,887112,887112
185536,1,2,79857,84118,141,1395,79865,13,67,81265,164191,245456,3018,75926,78944,1,544,801,1,18.34,6.74,2.5,9.1,0,0,1044909,2,0,89944,150559,100,240603,0,56255,56255,1341767,1341767
185572,1,2,272244,86696,236,1311,1351,94,107581,273649,195864,469513,1581,1784,3365,1,514,3312,1,17,5,2,6,4,1,1181912,2,0,21600,800646,886,823132,6827,52791,59618,2064662,2064662
185590,1,2,449110,308275,271,73770,223423,7100,76075,529980,608044,1138024,8651,939978,948629,1,1899,3428,1,39.72,14.95,6,14.97,3.8,0,3085578,1,824100,262191,1370788,8566,1641545,7452,839120,846572,6397795,5573695
185721,2,2,15845,29300,7,23,137,0,0,15868,29444,45312,410,240,650,2,,,1,2,0,0,2,0,,,-2,,,,,,,,,,
185758,1,2,67121,539,5,21,0,858,0,68000,544,68544,1670,4355,6025,1,10,1,1,6,3,0,0,3,1,226177,1,63462,14000,53380,4700,72080,0,30739,30739,392458,328996
185828,1,2,140598,256771,119,80545,28,4351,93216,225494,350134,575628,3227,705061,708288,1,1610,1646,1,33.6,16,0,9.109999999999999,8.49,1,1851031,1,823144,162638,1590285,9797,1762720,0,224282,224282,4661177,3838033
185873,1,2,74920,418352,116,4360,197653,106,130,79386,616251,695637,5209,649462,654671,1,223,100,1,13.5,5,3,5.5,0,0,601385,1,222221,36734,269749,0,306483,0,52638,52638,1182727,960506
186034,1,2,72216,3484,78,985,218,0,8,73201,3788,76989,1197,6803,8000,1,1492,9,1,7,3,2,2,0,2,782553,1,251214,0,101000,0,101000,0,0,0,1134767,883553
186122,1,2,778028,680532,356,41451,36381,81157,32381,900636,749650,1650286,32752,121000,153752,1,583,80,1,22.9,11.5,4.5,0,6.9,0,1729532,2,0,374357,703935,5464,1083756,60820,350691,411511,3224799,3224799
186131,1,2,5483520,4272399,2126,487360,342397,165761,376820,6136641,4993742,11130383,95016,2450478,2545494,1,32225,46821,1,421,81,107,193,40,9,26197673,1,7143666,13761471,20768686,945930,35476087,1165529,6074773,7240302,76057728,68914062
186186,2,2,28899,0,1,0,0,0,0,28899,1,28900,0,800,800,2,,,1,0.75,0,0,0,0.75,,,-2,,,,,,,,,,
186201,1,2,169067,304247,105,4209,320,34,200,173310,304872,478182,2182,11506,13688,1,398,1319,1,30,8,0,7,15,0,961880,1,1164440,19000,331136,54735,404871,1100,17800,18900,2550091,1385651
186283,1,2,314161,246051,171,0,0,58,0,314219,246222,560441,12840,1,12841,1,548,1550,1,19.86,8.859999999999999,5,6,0,1,1137695,2,0,665867,29110,84133,779110,0,59431,59431,1976236,1976236
186371,1,2,285147,130149,49,7656,9758,8154,15016,300957,154972,455929,5959,379577,385536,1,1468,642,1,33.34,12.71,0,19.35,1.28,1,2640025,1,1474877,196511,1629811,24268,1850590,0,165305,165305,6130797,4655920
186380,1,2,1659293,1217318,455,269545,91272,58494,140449,1987332,1449494,3436826,60054,3550271,3610325,1,25954,18882,1,172.45,49.29,0,98.09999999999999,25.06,10,12395304,1,7016568,1291189,9376217,34755,10702161,18001,1882165,1900166,32014199,24997631
186399,1,2,344863,306273,114,115729,22964,15976,35336,476568,364687,841255,7173,893235,900408,1,1217,420,1,53.08,21.67,0,30.06,1.35,1,4422962,1,2464462,327121,2852159,33945,3213225,48000,395211,443211,10543860,8079398
186432,1,2,127917,277248,51,28,29735,10,69881,127955,376915,504870,1820,84381,86201,1,14,51,1,11,4,1.5,2.5,3,0,491784,1,134393,23027,249707,0,272734,893,82290,83183,982094,847701
186469,2,2,16961,59531,78,241,0,483,0,17685,59609,77294,1077,9844,10921,1,77,73,1,3.25,0.25,0,1.5,1.5,,,-2,,,,,,,,,,
186584,1,2,395356,6993464,572,0,85963,3794,416534,399150,7496533,7895683,21071,594837,615908,1,2625,2358,1,58,20,5,23,10,2,2402074,1,975513,58309,350613,763362,1172284,0,2002507,2002507,6552378,5576865
186618,1,2,85960,243246,80,0,32485,0,114076,85960,389887,475847,195,35088,35283,1,216,87,1,11,3,0,0,8,0,140023,2,0,953,185717,0,186670,0,139,139,326832,326832
186645,1,2,61009,249912,75,3425,112298,94,64912,64528,427197,491725,2779,40317,43096,1,715,211,1,9,3,1,3,2,0,550611,2,0,53668,240060,10780,304508,0,6747,6747,861866,861866
186867,1,2,58112,388602,73,0,0,898,157530,59010,546205,605215,869,477730,478599,1,232,1936,1,32,8,0,4,20,0,989470,1,260628,3585,1101292,8991,1113868,37524,156591,194115,2558081,2297453
186876,1,2,188387,404926,188,8527,114569,3377,128068,200291,647751,848042,6848,377347,384195,1,2048,2452,1,23,5,4,12,2,0,1634152,2,0,25765,180216,880572,1086553,0,49177,49177,2769882,2769882
186900,2,2,8725,0,0,0,0,0,0,8725,0,8725,0,0,0,2,,,2,,,,,,,,-2,,,,,,,,,,
187134,1,2,512488,292631,128,49692,205466,8110,121227,570290,619452,1189742,7799,27359,35158,1,3897,4457,1,65.87,17.08,3,21.71,24.08,0,3090337,1,824833,312864,1724871,0,2037735,13290,140122,153412,6106317,5281484
187198,1,2,72387,436171,85,3852,124212,42,121431,76281,681899,758180,3770,359639,363409,1,0,6,1,9.800000000000001,6.5,2,1,0.3,3,488717,2,0,3293,208777,2515,214585,0,25643,25643,728945,728945
187444,1,2,227157,593822,130,7100,90207,118698,410064,352955,1094223,1447178,3050,77352,80402,1,7509,1907,1,39,14,2,13,10,0,2615953,2,0,54401,1020867,19553,1094821,0,148881,148881,3859655,3859655
187532,1,2,36238,259496,88,3033,38570,189,37293,39460,335447,374907,3110,201762,204872,1,113,139,1,26,6,0,10,10,5,776037,2,0,5328,277792,36947,320067,0,103473,103473,1199577,1199577
187596,1,2,12060,261636,92,97,0,78,9,12235,261737,273972,230,330,560,1,0,21,1,11,0,2,1,8,0,76459,1,20015,48140,86583,0,134723,3615,26094,29709,260906,240891
187620,1,2,10219,338338,72,2461,117676,39,114446,12719,570532,583251,755,31067,31822,1,48,43,1,11.77,3,0,4.61,4.16,4,383470,1,103263,12711,109574,0,122285,0,70796,70796,679814,576551
187639,1,2,47507,415456,98,1573,75,237,68754,49317,484383,533700,542,25955,26497,1,0,14,1,5,1,2,0,2,0,159438,2,0,0,85072,0,85072,0,18429,18429,262939,262939
187648,1,2,335508,460025,131,12299,135792,10015,60000,357822,655948,1013770,3280,208356,211636,1,398,797,1,21,9,0,4,8,1,492105,1,272027,93250,319077,87532,499859,0,105844,105844,1369835,1097808
187666,1,2,24210,6430,148,293,3,23,27963,24526,34544,59070,360,182,542,1,293,11,1,5,1,2,2,0,0,197293,1,84143,462,12115,0,12577,0,25268,25268,319281,235138
187745,1,2,39417,272363,69,4589,1720,244,35708,44250,309860,354110,1839,7620,9459,1,0,75,1,8.300000000000001,3,1,1.3,3,0,295652,1,62432,15809,24507,0,40316,530,19924,20454,418854,356422
187897,1,2,162182,586193,78,3912,0,170,0,166264,586271,752535,3144,14005,17149,1,733,936,1,22,5,0,10.5,6.5,0,767644,1,246917,66993,317529,54,384576,8545,86061,94606,1493743,1246826
187903,1,2,38211,284650,85,3957,320494,8,51,42176,605280,647456,843,5186,6029,1,46,3,1,5,1,0,3,1,0,147685,1,56794,17591,93919,0,111510,0,8129,8129,324118,267324
187912,1,2,48967,314289,95,3052,294163,8324,115342,60343,723889,784232,2955,73529,76484,1,226,34,1,6,3,1,2,0,1,269633,2,0,7817,45810,10906,64533,3442,7712,11154,345320,345320
187958,1,2,47375,891062,376,2419,32657,775,3,50569,924098,974667,4583,16098,20681,1,0,15,1,8,2,3,0,3,0,225597,2,0,6370,36506,10000,52876,100,21170,21270,299743,299743
187967,1,2,213150,713225,294,75100,4878,21572,752887,309822,1471284,1781106,15420,89108,104528,1,608,609,1,21,3,3,3,12,1,322474,1,135378,20000,1360000,18000,1398000,33000,10000,43000,1898852,1763474
187976,1,2,24113,816443,98,872,75814,20,1,25005,892356,917361,176,996,1172,1,0,0,1,2.5,2,0.5,0,0,0,121829,2,0,754,6956,1074,8784,0,12262,12262,142875,142875
187985,1,2,4136015,1285902,780,289772,171666,76427,172509,4502214,1630857,6133071,117678,1482201,1599879,1,21149,10926,1,163.25,48.2,9,76.25,29.8,3,9620182,1,2092146,593337,6202615,221115,7017067,38726,2953107,2991833,21721228,19629082
187994,1,2,36529,0,69,4277,66000,115,11,40921,66080,107001,515,210,725,1,95,15,1,3,2,0,0.5,0.5,0,73707,1,22765,349,38000,500,38849,0,7508,7508,142829,120064
188003,1,2,22993,370646,29,2696,82225,42,25,25731,452925,478656,742,6467,7209,1,56,5,1,4,1,1,1.5,0.5,1,155001,1,52965,1533,54230,0,55763,306,14696,15002,278731,225766
188021,2,2,28563,415942,50,664,38336,4,1553,29231,455881,485112,289,1556,1845,1,21,17,1,2,0,1,1,0,,,-2,,,,,,,,,,
188030,1,2,899961,3841,246,85739,33,40438,173,1026138,4293,1030431,19371,6,19377,1,6514,9483,1,70.72,15,6,21.22,28.5,0,2263068,1,752043,811380,1718067,18101,2547548,0,1387557,1387557,6950216,6198173
188049,1,2,66810,1200,400,1336,50577,70,0,68216,52177,120393,2424,1,2425,1,236,19,1,5,2,1,0,2,1,158943,2,0,7100,63584,16973,87657,0,2015,2015,248615,248615
188058,1,2,33634,257853,68,2504,0,13,78448,36151,336369,372520,41,6789,6830,1,1,21,1,3,1,1,0,1,0,188719,1,53960,32668,21203,0,53871,0,12685,12685,309235,255275
188100,1,2,81640,277226,93,8319,53449,201,38496,90160,369264,459424,5731,4634,10365,1,318,153,1,13,3,0,5,5,1,489401,1,136177,47579,225995,16418,289992,0,16417,16417,931987,795810
188137,1,2,47627,259372,85,8203,42089,112,204325,55942,505871,561813,2840,14358,17198,1,333,98,1,6.08,3.75,0,1.33,1,0,272504,1,86005,11517,83093,0,94610,0,31315,31315,484434,398429
188182,1,1,,3,18,,0,,1,,22,22,,30000,30000,2,,,1,10,0,2,0,8,0,64000,2,0,0,92000,0,92000,0,0,0,156000,156000
188207,1,2,8438,238100,6,1280,77,79,0,9797,238183,247980,696,15074,15770,1,0,82,1,3,2,0,0,1,0,91308,1,20163,6966,2091,28146,37203,778,1672,2450,151124,130961
188216,1,2,18587,234700,38,1223,500,262,160400,20072,395638,415710,103,15051,15154,2,,,1,1,0,1,0,0,0,85648,2,0,3000,88990,1000,92990,0,0,0,178638,178638
188225,1,2,5697,20630,321,257,80679,5,0,5959,101630,107589,856,5393,6249,1,2,66,1,3.5,1,2,0,0.5,0,124002,2,0,2855,3723,8493,15071,0,7003,7003,146076,146076
188261,2,2,8733,78041,73,559,0,18,98000,9310,176114,185424,491,604,1095,1,3,2,1,2,1,0,0,1,,,-2,,,,,,,,,,
188304,1,2,37600,28000,158,8168,0,25000,0,70768,28158,98926,6800,3080,9880,1,235,599,1,10,2,2,3,3,0,283800,2,0,37600,37690,162800,238090,3300,92000,95300,617190,617190
188340,1,2,23479,645226,96,7337,156122,476,174458,31292,975902,1007194,933,12323,13256,1,367,0,1,3.75,1,0,2.75,0,0,153672,2,0,12682,144095,9370,166147,1206,2025,3231,323050,323050
188429,1,2,310505,340261,278,3644,82295,2042,102997,316191,525831,842022,3045,308976,312021,1,2061,1296,1,42.4,13.8,12,11,5.6,0,2832649,1,989921,30203,1975553,6042,2011798,12302,217899,230201,6064569,5074648
