UNITID,CDACTUA,CNACTUA,CDACTGA,EFTEUG,EFTEGD,FTEUG,FTEGD,FTEDPP,ACTTYPE
213622,3694,,,123,,123,,,2
213631,,,5334,,222,,222,,-2
213659,84342,,,2811,,2811,,,2
213668,30983,,,1033,,1033,,,2
213774,17261,,21,575,1,575,1,,2
213783,47549,,114,1585,5,1585,5,,2
213826,53565,,16757,1786,698,1786,698,54,2
213914,10107,,,337,,389,,,2
213932,4268,,,142,,142,,,2
213987,78622,,9639,2621,402,2621,402,,2
213996,75086,,12512,2503,521,2503,695,209,2
214023,260,,,9,,9,,,2
214041,173502,,16676,5783,695,5783,695,32,2
214069,52274,,9578,1742,399,1742,399,169,2
214111,186217,,,6207,,6207,,,2
214148,10711,,555,357,23,357,23,,2
214157,61363,,11644,2045,485,2045,485,61,2
214166,38399,,774,1280,32,1280,32,,2
214175,70771,,364,2359,15,2359,15,,2
214272,46041,,8474,1535,353,1535,353,78,2
214290,21864,,,729,,729,,,2
214379,171040,,,5701,,5701,,,2
214476,2080,,,69,,69,,,2
214528,9789,19590,,348,,348,,,3
214564,,,14990,,625,,625,1321,-2
214582,16027,,,356,,356,,,2
214883,19835,,1761,661,73,661,73,,2
214892,14449,20168,,343,,343,,,3
214944,,470688,,523,,523,,,1
214971,3812,,1164,127,49,127,49,,2
215008,,105160,,117,,117,,,1
215044,,102100,,113,,113,,,1
215053,7254,,,242,,242,,,2
215062,421655,,333368,14055,13890,11161,11449,2499,2
215105,42003,,4253,1400,177,1400,177,,2
215114,26887,,5597,896,233,896,233,,2
215123,,,27294,,1137,,874,2462,-2
215132,42657,,5888,1422,245,1422,245,659,2
215239,318246,,,10608,,10608,,,2
215266,43535,,,1451,,1451,,,2
215275,42468,,,1416,,1416,,,2
215284,68898,,,2297,,2297,,,2
215293,606035,,148921,20201,6205,20201,6205,3052,2
215309,816,,,27,,27,,,2
215336,,55000,,61,,61,,,1
215381,,648000,,720,,720,,,1
215390,6920,,,231,,231,,,2
215415,98550,,,2190,,2190,,,2
215424,,,2820,,118,,149,,-2
215442,81141,,13225,2705,551,2705,551,23,2
215479,1446,,,48,,48,,,2
215530,,60865,,68,,55,,,1
215585,68981,,,2299,,2299,,,2
215594,6831,31356,,263,,263,,,3
215619,,,848,,35,,35,,-2
215637,15750,,,350,,350,,,2
215655,98889,,11566,3296,482,3296,482,39,2
215682,16404,,,547,,547,,,2
215691,12650,,5033,422,210,422,210,,2
215743,61864,,10276,2062,428,2062,428,128,2
215770,129337,,41410,4311,1725,4311,1725,,2
215798,46641,,2101,1555,88,1555,96,60,2
215813,,,1429,,60,,60,,-2
215886,,80035,,89,,89,,,1
215929,115131,,20062,3838,836,3838,836,225,2
215947,55604,,7894,1853,329,1853,329,0,2
215974,9156,,,305,,305,,,2
215983,1620,,,36,,36,,,2
215992,5432,31219,,216,,216,,,3
216010,146640,,12241,4888,510,4888,510,28,2
216038,219772,,26041,7326,1085,7326,1085,372,2
216047,1325,,3834,44,160,44,160,,2
216074,,174828,,194,,194,,,1
216083,15831,,,352,,453,,,2
216162,7349,,,245,,245,,,2
216223,,82130,,91,,91,,,1
216278,73782,,84,2459,4,2459,4,,2
216287,48324,,,1611,,1510,,,2
216296,39321,,,1311,,1311,,,2
216311,5664,,,189,,189,,,2
216339,789018,,113740,26301,4739,26301,4739,3152,2
216348,,,633,,18,,18,,-2
216357,22286,,876,743,37,743,37,,2
216366,122930,,64951,4098,2706,4098,2706,1897,2
216436,6309,,,210,,226,,,2
216445,8012,,,267,,246,,,2
216454,7481,,,249,,218,,,2
216463,,,2450,,102,,102,,-2
216524,47890,,,1596,,1497,,,2
216542,13202,,1165,440,49,440,49,,2
216551,3036,,,101,,101,,,2
216579,,66950,,74,,74,,,1
216597,233538,,54150,7785,2256,7785,2256,707,2
216630,1852,,,62,,62,,,2
216667,37142,,27,1238,1,1238,1,,2
216694,39182,,4332,1306,181,1306,185,32,2
216746,,53655,,60,,60,,,1
216764,437932,,47808,14598,1992,14598,1992,54,2
216773,3521,,,117,,117,,,2
216782,1631,,,54,,54,,,2
216807,36264,,1425,1209,59,1209,59,,2
216816,,,11914,,496,,496,25,-2
216825,77577,,,2586,,2586,,,2
216852,88213,,34722,2940,1447,2940,1447,1287,2
216931,64345,,34272,2145,1428,2145,1428,273,2
216940,7620,,,254,,254,,,2
217013,27205,,8343,907,348,907,348,,2
217040,1350,,72,45,3,45,3,,2
217059,110479,,3637,3683,152,3683,152,88,2
217077,33135,,,1105,,1105,,,2
217156,195286,,53428,6510,2226,7035,2593,594,2
217165,98686,,9983,3290,416,3290,416,,2
217235,142577,,10545,4753,439,4753,439,29,2
217305,93801,,6698,2084,186,2304,199,10,2
217323,19813,,,660,,660,,,2
217402,130835,,9871,4361,411,4361,411,,2
217420,160775,,16278,5359,678,5359,678,7,2
217475,269814,,,8994,,8994,,,2
217484,415449,,38656,13848,1611,13848,1933,737,2
217493,51709,,16550,1724,690,1665,482,,2
217518,122342,,7111,4078,296,4078,296,,2
217536,65068,,11017,2169,459,2169,459,13,2
217581,,92967,,103,,103,,,1
217606,6425,,570,214,24,214,24,,2
217615,39696,,,1323,,1323,,,2
217624,17698,,1116,590,47,590,47,,2
217633,87059,,15914,2902,663,2902,663,168,2
217688,81245,,13467,2708,561,2708,561,101,2
217712,39936,,,1331,,1331,,,2
217721,53757,,333,1792,14,1792,12,,2
217749,77382,,5487,2579,229,2579,229,14,2
217776,28751,,4268,958,178,958,178,,2
217794,,99880,,111,,111,,,1
217819,275328,,15867,9178,661,9178,661,,2
217828,,32925,,37,,37,,,1
217837,28924,,,964,,964,,,2
217864,95777,,15978,3193,666,3193,666,,2
217873,59175,,1512,1973,63,1973,63,,2
217882,639248,,103476,21308,4312,21308,4312,,2
217891,2924,,,97,,97,,,2
217907,29759,,2019,992,84,992,84,,2
217925,20728,,20542,691,856,691,856,65,2
217934,26911,,7740,897,323,897,323,,2
217961,21521,,12280,717,512,717,512,,2
217989,11817,,,394,,394,,,2
217998,22145,,1692,738,71,738,71,,2
218025,63617,,,2121,,2121,,,2
218061,88943,,9974,2965,416,2965,416,15,2
218070,74854,,3756,2495,157,2495,157,,2
218113,215221,,,7174,,7174,,,2
218140,145417,,,4847,,4847,,,2
218159,,124590,,138,,138,,,1
218195,,114490,,127,,127,,,1
218229,98097,,2809,3270,117,3270,117,,2
218238,50253,,3288,1675,137,1675,137,,2
218335,12107,,50061,404,2086,416,1669,1439,2
218353,189824,,,6327,,6327,,,2
218399,12713,,,424,,424,,,2
218414,38811,,,1294,,1294,,,2
218441,55165,,7987,1839,333,1839,333,,2
218487,47254,,,1575,,1575,,,2
218520,101436,,,3381,,3381,,,2
218539,29624,,3187,987,133,987,133,192,2
218645,84354,,10729,2812,447,2812,447,,2
218654,55681,,109,1856,5,1856,5,,2
218663,836236,,117031,27875,4876,27875,4876,3830,2
218672,38028,,,1268,,1268,,,2
218681,19502,,,650,,650,,,2
218690,25480,,,849,,849,,,2
218706,20761,,,692,,692,,,2
218724,278099,,12558,9270,523,9270,523,,2
218733,54299,,5895,1810,246,1810,246,,2
218742,145862,,7172,4862,299,4862,299,,2
218751,,,,,,,,503,-2
218821,34260,,,1142,,1142,,,2
218830,88997,,,2967,,2967,,,2
218858,60027,,,2001,,2001,,,2
218885,137817,,,4594,,4594,,,2
218894,237418,,,7914,,7914,,,2
218919,12705,,,424,,424,,,2
218955,12024,,,401,,401,,,2
218964,127531,,20516,4251,855,4251,855,,2
218973,53794,,,1793,,1793,,,2
218991,91407,,,3047,,3047,,,2
219000,47958,,5024,1599,209,1599,209,0,2
219037,,44100,,49,,49,,,1
219046,70124,,3361,2337,140,2337,140,,2
219082,57805,,6695,1927,279,1927,279,,2
219091,19140,,3504,638,146,638,146,,2
219125,,73443,,82,,82,,,1
219143,58804,,,1960,,1960,,,2
219170,,21696,,24,,24,,,1
219189,33344,,,1111,,1111,,,2
219198,22957,,1230,765,51,765,51,100,2
219204,34935,,8236,776,229,776,229,,2
219240,279,,5247,9,219,9,219,60,2
219259,49593,,4317,1653,180,1653,180,,2
219277,24316,,327,811,14,811,14,,2
219295,15314,,468,510,20,510,20,,2
219338,,22027,,24,,24,,,1
219347,54407,,5474,1814,228,1814,228,,2
219356,259719,,17785,8657,741,8657,741,230,2
219374,15169,,1193,506,50,506,50,,2
219383,39011,,5055,1300,211,1300,211,,2
219392,,48600,,54,,54,,,1
219408,2963,,,99,,99,,,2
219426,56670,,,1889,,1889,,,2
219453,,173844,,193,,193,,,1
219471,163590,,32899,5453,1371,5453,1371,634,2
219480,26481,,,883,,883,,,2
219505,1440,,,48,,48,,,2
219587,,48375,,54,,54,,,1
219596,,211524,,235,,235,,,1
219602,226111,,21508,7537,896,7537,900,0,2
219639,25189,,,840,,840,,17,2
219709,205538,,12574,6851,524,6851,524,1014,2
219718,42050,,7105,1402,296,1402,296,,2
219790,28591,,4002,953,167,953,167,,2
219806,50123,,26924,1671,1122,1671,1122,0,2
219824,140190,,,4673,,4673,,,2
219833,43021,,8714,1434,363,1434,363,,2
219842,1589,,4995,53,208,53,208,,2
219851,,120848,,134,,134,,,1
219879,62180,,,2073,,2073,,,2
219888,122105,,,4070,,4070,,,2
219903,14166,519186,,1049,,1049,,,3
219921,,247760,,275,,275,,,1
219949,60058,,7562,2002,315,2002,315,,2
219976,90058,,34315,3002,1430,3002,1430,243,2
219994,,685614,,762,,762,,,1
220002,3675,,,82,,82,,,2
220057,49241,,,1641,,1641,,,2
220075,291745,,47469,9725,1978,9725,1978,575,2
220118,5876,46850,,183,,183,,,3
220127,,496231,,551,,551,,,1
220163,,55800,,62,,62,,,1
220181,25336,,454,845,19,845,19,,2
220206,7953,,270,265,11,265,11,,2
220215,45578,,7029,1519,293,1519,293,,2
220251,,279983,,311,,311,,,1
220279,,297179,,330,,330,,,1
220321,,352475,,392,,392,,,1
220394,,239603,,266,,266,,,1
220400,77340,,,2578,,2578,,,2
220464,4018,,,134,,134,,,2
220473,21835,,5114,728,213,728,213,,2
220491,,235889,,262,,262,,,1
220516,46219,,7225,1541,301,1541,301,8,2
220552,270027,,32947,6001,915,6001,915,624,2
220598,33642,,,1121,,1121,,,2
220604,18495,,,617,,617,,,2
220613,110665,,9008,3689,375,3689,375,32,2
220631,46004,,33822,1533,1409,1533,1409,1917,2
220640,,398270,,443,,443,,,1
220701,20982,,489,699,20,699,20,,2
220710,29784,,,993,,993,,,2
220756,,110278,,123,,123,,,1
220765,1481,354480,,443,,443,,,3
220792,,,1890,,79,,79,739,-2
220853,,920368,,1023,,1023,,,1
220862,417423,,67820,13914,2826,13914,2826,446,2
220871,,,3070,,128,,128,,-2
220978,497030,,46467,16568,1936,16568,1936,,2
220996,,,,,,,,273,-2
221050,,587014,,652,,652,,,1
221096,124954,,,4165,,4165,,,2
221102,,510950,,568,,568,,,1
221148,51469,,,1716,,1716,,,2
221184,138382,,,4613,,4613,,,2
221236,,339843,,378,,378,,,1
221281,,186569,,207,,207,,,1
221333,,350037,,389,,389,,,1
221351,60342,,1042,2011,43,2011,43,,2
221388,,165693,,184,,184,,,1
221397,95468,,,3182,,3182,,,2
221430,,393303,,437,,437,,,1
221485,144693,,,4823,,4823,,,2
221494,,440390,,489,,489,,,1
221519,54467,,2205,1816,92,1702,92,7,2
221582,,157191,,175,,175,,,1
221591,,398028,,442,,442,,,1
221607,,249730,,277,,277,,,1
221616,,614727,,683,,683,,,1
221625,,807634,,897,,897,,,1
221643,179674,,,5989,,5989,,,2
221661,64951,,7287,2165,304,2165,304,15,2
221670,,,,,,,,540,-2
221731,33368,,3354,1112,140,1112,140,,2
221740,285459,,21703,9515,904,9515,904,313,2
221759,715961,,110598,23865,4608,23865,4608,1082,2
221768,157115,,12514,5237,521,5237,521,,2
221829,,308125,,342,,342,,,1
221838,149692,,24865,4990,1036,5603,1017,117,2
221847,239764,,21766,7992,907,7992,907,,2
221892,50898,,37261,1697,1553,1697,1553,,2
221908,107082,,,3569,,3569,,,2
221953,33878,,5433,1129,226,1129,226,,2
221971,57740,,17199,1925,717,1925,717,255,2
221999,213519,,103333,7117,4306,7117,4306,1127,2
222053,166530,,,5551,,5551,,,2
222062,111321,,,3711,,3711,,,2
222105,9930,,,331,,331,,,2
222178,108524,,28662,3617,1194,3617,1194,88,2
222567,105405,,,3514,,3514,,,2
222576,165416,,,5514,,5514,,,2
222628,5829,,16377,194,682,194,682,,2
222822,76735,,,2558,,2558,,,2
222831,199091,,30073,6636,1253,6636,1253,82,2
222877,4401,,21,147,1,147,1,,2
222886,285,279240,,320,,320,,,3
222938,20109,,,447,,447,,,2
222983,44431,,421,1481,18,1234,13,,2
222992,726711,,,24224,,24224,,,2
223001,,,2541,,106,,106,14,-2
223056,,59206,,66,,66,,,1
223083,22156,,0,739,0,739,0,,2
223117,534,,723,18,30,18,30,,2
223223,,,20880,,870,,870,787,-2
223232,450026,,78453,15001,3269,15001,3269,1812,2
223320,67692,,,2256,,2256,,,2
223427,380524,,,12684,,12684,,,2
223463,23776,,,793,,793,,,2
223472,11613,,,387,,419,,,2
223506,66972,,,2232,,2232,,,2
223816,213863,,,7129,,7129,,,2
223852,,27900,,31,,31,,,1
223898,64871,,,2162,,2162,,,2
223922,31359,,,1045,,1045,,,2
224004,53278,,8454,1776,352,1776,352,,2
224013,,62745,,70,,70,,,1
224110,161816,,,5394,,5394,,,2
224147,228652,,49106,7622,2046,7622,2046,26,2
224156,,290865,,323,,323,,,1
224226,71731,,21095,2391,879,2391,879,,2
224244,5337,,,178,,178,,,2
224271,35376,,,786,,786,,,2
224305,,,36419,,1517,,1517,,-2
224323,43060,,16628,1435,693,1435,693,,2
224350,,4382454,,4869,,4869,,,1
224527,40992,,3428,1366,143,1366,143,,2
224545,44954,,5641,1498,235,1498,235,,2
224554,216999,,66270,7233,2761,7233,2761,,2
224615,1322035,,,44068,,44068,,,2
224642,456868,,,15229,,15229,,,2
224660,23220,,,774,,774,,,2
224679,39096,17560,,1323,,1323,,,3
224712,,,2549,,106,,106,,-2
224758,,51540,,57,,57,,,1
224776,19896,,52,442,1,442,1,,2
224828,,161652,,180,,180,,,1
224891,33099,,,1103,,1103,,,2
224961,46018,,,1534,,1534,,,2
225070,74448,,,2482,,2482,,,2
225201,36565,,1449,1219,60,1219,60,,2
225247,45168,,8922,1506,372,1506,372,108,2
225308,94784,,,3159,,3159,,,2
225371,77384,,,2579,,2579,,,2
225399,78449,,25972,2615,1082,2615,1082,,2
225414,154883,,46479,5163,1937,5163,1937,,2
225423,931379,,,31046,,31046,,,2
225432,316637,,27560,10555,1148,10555,1148,,2
225502,76859,,22273,2562,928,2562,928,,2
225511,1024543,,121819,34151,5076,34151,5076,1867,2
225520,59150,,,1972,,1972,,,2
225548,22781,,1136,759,47,759,47,,2
225575,30480,,426,1016,18,1016,18,,2
225627,137730,,22873,4591,953,4591,953,1407,2
225876,11234,,,374,,374,,,2
225885,22394,,,746,,746,,,2
225991,3752,,,125,,125,,,2
226019,100594,,,3353,,3353,,,2
226091,215595,,155246,7187,6469,7187,6469,29,2
226107,46557,,,1552,,1552,,,2
226116,,1450400,,1612,,1612,,,1
226125,,93312,,104,,104,,,1
226134,161460,3048256,,8769,,8769,,,3
226152,190655,,25309,6355,1055,6355,1055,,2
226204,140749,,,4692,,4692,,,2
226231,57215,,4687,1907,195,1907,195,,2
226277,41860,,,1395,,1395,,,2
226383,34984,,4586,1166,191,1166,191,,2
226408,81119,,,2704,,2704,,,2
226471,87032,,9530,2901,397,2901,397,118,2
226578,163649,,,5455,,5455,,,2
226587,30085,,139,1003,6,1003,6,,2
226675,,324986,,361,,361,,,1
226806,93915,,,3131,,3131,,,2
226833,129878,,11658,4329,486,4329,486,,2
226860,,39312,,44,,44,,,1
226879,6096,,,203,,203,,,2
226903,,1227983,,1364,,1364,,,1
227058,,81867,,91,,91,,,1
227146,143350,,,4778,,4778,,,2
227182,1427131,,,47571,,47571,,,2
227216,884650,,160020,29488,6668,29488,6668,47,2
227225,,1103376,,1226,,1226,,,1
227289,,,3022,,126,,126,58,-2
227298,5316,,,177,,177,,,2
227304,132212,,,4407,,4407,,,2
227313,,234989,,261,,303,,,1
227322,,272220,,302,,413,,,1
227331,35081,,25591,1169,1066,1169,1066,42,2
227368,741976,,113234,24733,4718,24733,4718,221,2
227377,145710,,,4857,,4857,,,2
227386,49200,,,1640,,1640,,,2
227401,85644,,,2855,,2855,,,2
227429,13937,,,465,,465,,,2
227526,243773,,17610,8126,734,8126,734,,2
227687,45377,,,1513,,1513,,,2
227748,10530,,,351,,351,,,2
227757,124924,,98340,4164,4098,4164,4098,,2
227845,83153,,11067,2772,461,2772,461,,2
227854,180612,,,6020,,6020,,,2
227863,63390,,22954,2113,956,2113,956,181,2
227881,500244,,50688,16675,2112,16675,2112,152,2
227924,288116,,,9604,,9604,,,2
227979,,11863101,,13181,,13181,,,1
228042,32433,,2955,1081,123,1081,123,,2
228088,,20379,,23,,23,,,1
228149,62281,,8857,2076,369,2076,369,689,2
228158,176536,,,5885,,5885,,,2
228185,,25539,,28,,28,,,1
228194,,,,,,,,855,-2
228200,16427,,,548,,548,,,2
228219,12953,18480,,452,,452,,,3
228246,213515,,87986,7117,3666,7117,3666,874,2
228282,3750,,,125,,125,,,2
228316,118199,,,3940,,3940,,,2
228325,42343,,4974,1411,207,1411,207,,2
228343,46528,,,1551,,1551,,,2
228431,276070,,24871,9202,1036,9202,1036,,2
228459,862560,,79498,28752,3312,28752,3312,227,2
228468,19920,,452,664,19,664,19,,2
228486,2020,,,67,,46,,,2
228501,45769,,9285,1526,387,1526,387,,2
228529,306784,,35322,10226,1472,10226,1472,,2
228547,921476,,,30716,,30716,,,2
228608,134079,,,4469,,4469,,,2
228635,,,29522,,1230,,1230,900,-2
228644,28531,,34155,951,1423,951,1423,1460,2
228653,26714,,44140,890,1839,890,1839,977,2
228699,67280,,,2243,,2243,,,2
228705,144418,,25860,4814,1078,4814,1078,,2
228723,1539553,,238421,51318,9934,51318,9934,2677,2
228769,841064,,225729,28035,9405,28035,12541,193,2
228778,1129409,,183212,37647,7634,37647,7634,1733,2
228787,581452,,139191,19382,5800,19382,5800,1214,2
228796,522552,,60610,17418,2525,17418,2525,448,2
228802,183070,,43903,6102,1829,6102,1829,399,2
228866,,,,,,,,322,-2
228875,289736,,22788,9658,950,9658,950,495,2
228884,21746,,,725,,725,,,2
228909,,,28337,,1181,,1181,1368,-2
228981,44630,,1165,1488,49,1488,46,,2
229018,106791,,22916,3560,955,3560,955,,2
229027,780287,,79708,26010,3321,26010,3321,,2
229063,142919,,15661,4764,653,4764,653,1140,2
229115,931351,,124312,31045,5180,31045,5180,459,2
229160,42155,,7540,1405,314,1405,314,287,2
229179,272538,,128768,9085,5365,9085,5365,503,2
229267,74461,,4187,2482,174,2482,174,,2
229300,28791,,63442,960,2643,960,2643,1402,2
229337,73130,,66698,2438,2779,2438,2779,1642,2
229355,242059,,,8069,,8069,,,2
229416,73312,,,2444,,2444,,,2
229425,,100560,,112,,112,,,1
229504,50750,,,1692,,1692,,,2
229522,,94935,,105,,105,,,1
229540,54364,,,1812,,1812,,,2
229656,,179028,,199,,199,,,1
229780,66127,,17769,2204,740,2204,740,,2
229799,106738,,,3558,,3558,,,2
229814,182511,,41913,6084,1746,6084,1746,,2
229832,31770,,,1059,,1059,,,2
229841,130856,,,4362,,4362,,,2
229887,17177,,,573,,573,,,2
230010,,744715,,827,,827,,,1
230038,976262,,66501,32542,2771,32542,2771,425,2
230047,103339,,,3445,,3445,,,2
230056,6346,,4,141,0,141,0,,2
230065,,229372,,255,,255,,,1
230144,,105340,,117,,117,,,1
230162,,1417633,,1575,,1575,,,1
230171,244803,,931,8160,39,8160,39,,2
230199,,67257,,75,,75,,,1
230205,,55200,,61,,61,,,1
230214,,258613,,287,,287,,,1
230366,9455,,676,210,19,210,19,,2
230418,48663,,,1622,,1622,,,2
230490,,1075814,,1195,,1195,,,1
230597,117567,,,3919,,3919,,,2
230603,277372,,27699,9246,1154,9246,1154,,2
230676,,453521,,504,,504,,,1
230728,622106,,44256,20737,1844,20737,1844,150,2
230737,809028,,16428,26968,685,26968,685,,2
230746,478373,41081,,15991,,15991,,,3
230764,664860,,143413,22162,5976,22162,5976,1722,2
230782,539703,,16897,17990,704,17990,704,60,2
230807,40177,,7998,1339,333,1339,333,11,2
230816,20422,,3421,681,143,692,147,,2
230834,47510,,6272,1584,261,1584,261,,2
230852,88518,,9796,2951,408,2951,408,,2
230861,74466,,,2482,,2482,,,2
230889,4068,,3291,136,137,136,137,,2
230913,41145,,5038,1372,210,1372,210,,2
230959,80843,,4897,2695,204,2695,204,,2
230995,93092,,17663,3103,736,3103,736,,2
231004,,80276,,89,,89,,,1
231059,49211,,3718,1640,155,1640,155,,2
231068,2869,,1768,96,74,96,98,,2
231095,4177,,,139,,139,,,2
231147,,,5120,,213,,213,449,-2
231165,33413,,74,1114,3,1114,3,,2
231174,328346,,30916,10945,1288,10945,1288,641,2
231280,,126264,,140,,140,,,1
231411,12673,,,422,,422,,,2
231420,33570,,7176,1119,299,1119,299,,2
231536,61779,,,2059,,2059,,,2
231554,24935,,7223,831,301,831,301,,2
231581,45933,,1278,1531,53,1531,53,,2
231624,183523,,47352,6117,1973,6117,1973,619,2
231651,100871,,79112,3362,3296,3362,3296,986,2
231688,,20700,,23,,23,,,1
231697,61886,,,2063,,2063,,,2
231712,139040,,2637,4635,110,4635,110,,2
231721,,10400,,12,,14,,,1
231785,33257,,,1109,,1109,,,2
231873,19657,,,655,,655,,,2
231882,45617,,,1521,,1521,,,2
231970,,,20517,,855,,855,588,-2
232016,4720,,,157,,157,,,2
232025,28749,,6144,958,256,958,212,98,2
232043,26207,,6557,874,273,874,273,2,2
232052,12146,,,405,,405,,,2
232089,26913,,231,897,10,897,10,,2
232186,767700,,166352,25590,6931,25590,6931,459,2
232195,142585,,,4753,,4753,,,2
232256,26323,,,877,,877,,,2
232265,91500,,4089,3050,170,3050,170,191,2
232308,22996,,3358,767,140,767,140,,2
232414,151073,,,5036,,5036,,,2
232423,597117,,36702,19904,1529,19904,1529,,2
232450,155384,,,5179,,5179,,,2
232557,1304801,,861020,43493,35876,43493,35876,2000,2
232566,108435,,19207,3615,800,3615,800,,2
232575,111628,,,3721,,3721,,,2
232609,51336,,10549,1711,440,1711,440,860,2
232618,6930,,,231,,231,,,2
232672,40739,,8031,1358,335,1358,335,334,2
232681,111315,,5048,3711,210,3711,210,,2
232706,59804,,19740,1993,823,1993,823,170,2
232724,951,,,32,,32,,,2
232788,45553,,,1518,,1518,,,2
232797,30828,,2848,685,79,685,79,,2
232867,76931,,,2564,,2564,,,2
232885,8170,,2341,272,98,272,98,,2
232919,22089,,,736,,736,,,2
232937,132028,,8588,4401,358,4401,358,,2
232946,963602,,,32120,,32120,,,2
232982,502087,,64077,16736,2670,16765,2664,300,2
233019,43978,,,1466,,1466,,,2
233037,22229,,,741,,741,,,2
233082,3587,,,120,,120,,,2
233116,80873,,,2696,,2696,,,2
233277,205541,,35059,6851,1461,6851,1461,177,2
233286,,138257,,154,,154,,,1
233295,46165,,,1539,,1539,,,2
233301,15258,,1717,509,72,509,72,,2
233310,45819,,,1527,,1527,,,2
233329,20070,18000,,689,,689,,,3
233338,36105,,,1204,,1204,,,2
233356,12274,,,409,,409,,,2
233374,99156,,5253,3305,219,3305,219,418,2
233408,9850,,,328,,328,,,2
233426,65615,,,2187,,2187,,,2
233480,872,,,29,,29,,,2
233541,68172,,30187,2272,1258,2272,1258,1025,2
233602,1760,,,59,,59,,,2
233611,30473,,,1016,,1016,,,2
233639,58351,,,1945,,1945,,,2
233648,49202,,,1640,,1640,,,2
233666,,30652,,34,,34,,,1
233684,130721,,21425,2905,595,2905,595,,2
233718,11037,,162,368,7,368,7,,2
233754,123296,,,4110,,4110,,,2
233772,332007,,,11067,,11067,,,2
233842,,,3024,,126,,126,9,-2
233897,46871,,,1562,,1562,,,2
233903,41646,,,1388,,1388,,,2
233921,934839,,142522,31161,5938,31161,5938,875,2
233949,101014,,,3367,,3367,,,2
234030,603539,,116294,20118,4846,20118,4846,1779,2
234076,520342,,172520,17345,7188,17345,7188,1611,2
234085,55926,,,1864,,1864,,,2
234119,,59832,,66,,66,,,1
234137,3633,,7826,121,326,121,326,,2
234155,108456,,6804,3615,284,3615,284,,2
234164,25715,,6986,857,291,1168,291,,2
234173,41587,,1354,1386,56,1386,56,,2
234207,51642,,,1721,,1721,,361,2
234377,43140,,,1438,,1438,,,2
234669,473006,,,10511,,10511,,,2
234696,73662,,,1637,,1637,,,2
234711,72228,,,1605,,1605,,,2
234827,479868,,24270,10664,674,10664,674,,2
234845,82234,,,1827,,1827,,,2
234915,22146,,23937,492,665,492,665,,2
234924,,272150,,302,,302,,,1
234933,264251,,,5872,,5872,,,2
234951,140508,,,3122,,3122,,,2
234979,237150,,,5270,,5270,,,2
235024,13479,,,449,,449,,,2
235088,,386100,,429,,429,,,1
235097,409652,,63517,9103,1764,9103,1764,171,2
235103,230702,,,5127,,5127,,,2
235149,302535,,,6723,,6723,,,2
235158,,88730,,99,,99,,,1
235167,90031,,6060,2001,168,2001,168,,2
235237,321068,,,7135,,7135,,,2
235307,,91218,,101,,101,,,1
235316,157305,,29615,5244,1234,5244,1234,609,2
235334,61480,,,1366,,1366,,,2
235343,315257,,,7006,,7006,,,2
235352,,97800,,109,,109,,,1
235422,21475,,6051,716,252,716,252,,2
235431,211776,,,4706,,4706,,,2
235501,15118,,,504,,504,,,2
235547,4449,,11766,99,327,99,327,471,2
235583,,119823,,133,,133,,,1
235671,129884,,,2886,,2886,,,2
235699,116065,,,2579,,2579,,,2
235750,83073,,,1846,,1846,,,2
236018,,56978,,63,,63,,,1
236072,153320,,,3407,,3407,,,2
236133,24840,,7511,828,313,828,313,,2
236188,212154,,,4715,,4715,,,2
236212,,959904,,1067,,1265,,,1
236230,76555,,8406,2552,350,2552,350,74,2
236258,60484,,,1344,,1344,,,2
236328,59076,,4194,1969,175,1969,175,111,2
236382,97476,,,2166,,2166,,,2
236452,40374,,4715,1346,196,1346,196,,2
236504,157943,,,3510,,3510,,,2
236513,214825,,,4774,,4774,,,2
236577,119520,,24485,2656,680,2656,680,,2
236595,189722,,55122,4216,1531,4216,1531,575,2
236610,188181,,,4182,,4182,,,2
236638,144987,,,3222,,3222,,,2
236656,177527,,,3945,,3945,,,2
236692,242602,,,5391,,5391,,,2
236708,156687,,,3482,,3482,,,2
236744,,42525,,47,,47,,,1
236753,227290,,,5051,,5051,,,2
236887,113970,,,2533,,2533,,,2
236896,65190,,6458,1449,179,1449,179,20,2
236939,711943,,82659,23731,3444,23731,3444,2248,2
236948,1440233,,436533,32005,12126,32005,14551,4357,2
236975,117106,,,2602,,2602,,,2
237011,586609,,21333,13036,593,13036,593,0,2
237039,93305,,,2073,,2073,,,2
237057,41445,,,1382,,1382,,,2
237066,71618,,8854,2387,369,2387,369,,2
237109,155345,,,3452,,3452,,,2
237118,21879,,5377,729,224,729,131,,2
237127,,36000,,40,,40,,,1
237136,5425,,135,181,6,181,6,,2
237145,,23203,,26,,26,,,1
237172,,39150,,44,,44,,,1
237181,16938,,86,565,4,565,4,,2
237215,30132,,,1004,,1004,,,2
237242,,76782,,85,,85,,,1
237303,,84672,,94,,94,,,1
237312,55228,,10568,1841,440,1841,467,312,2
237321,,52791,,59,,59,,,1
237330,43447,,8417,1448,351,1448,351,,2
237358,21977,,,733,,733,,,2
237367,92150,,4516,3072,188,3072,188,,2
237385,33543,,,1118,,1118,,,2
237437,11148,,,248,,248,,,2
237473,,123525,,137,,137,,,1
237491,,22800,,25,,25,,,1
237525,228657,,46140,7622,1923,7622,1923,977,2
237543,,73439,,82,,82,,,1
