UNITID,CSTOTLT,CSTOTLM,CSTOTLW,CSAIANT,CSAIANM,CSAIANW,CSASIAT,CSASIAM,CSASIAW,CSBKAAT,CSBKAAM,CSBKAAW,CSHISPT,CSHISPM,CSHISPW,CSNHPIT,CSNHPIM,CSNHPIW,CSWHITT,CSWHITM,CSWHITW,CS2MORT,CS2MORM,CS2MORW,CSUNKNT,CSUNKNM,CSUNKNW,CSNRALT,CSNRALM,CSNRALW,CSGUUGUN,CSGUUGAG,CSGUUGTT,CSGUGUN,CSGUGAG,CSGUGTOT,CSGUTOTUN,CSGUTOTAG,CSGUTOT,CSGUKN
100654,769,276,493,3,3,0,4,1,3,611,224,387,9,5,4,0,0,0,19,9,10,5,1,4,101,23,78,17,10,7,1,,1,1,,1,2,,2,767
100663,6035,2051,3984,11,3,8,391,163,228,1132,317,815,203,73,130,2,0,2,3679,1227,2452,194,62,132,120,39,81,303,167,136,0,,0,0,,0,0,,0,6035
100690,201,69,132,2,1,1,2,1,1,118,19,99,6,4,2,0,0,0,69,42,27,0,0,0,4,2,2,0,0,0,0,,0,0,,0,0,,0,201
100706,2248,1175,1073,10,3,7,85,47,38,197,62,135,87,42,45,3,2,1,1607,884,723,49,26,23,116,54,62,94,55,39,0,,0,0,,0,0,,0,2248
100724,625,202,423,1,0,1,2,1,1,540,169,371,10,6,4,0,0,0,48,17,31,4,2,2,6,1,5,14,6,8,0,,0,0,,0,0,,0,625
100751,9105,3686,5419,30,10,20,125,48,77,873,243,630,422,129,293,9,7,2,6979,2876,4103,280,101,179,64,35,29,323,237,86,0,,0,0,,0,0,,0,9105
100760,352,134,218,1,0,1,1,0,1,60,12,48,10,3,7,0,0,0,271,115,156,5,4,1,2,0,2,2,0,2,0,,0,0,,0,0,,0,352
100812,834,256,578,11,3,8,2,0,2,112,30,82,27,10,17,0,0,0,642,202,440,21,3,18,19,8,11,0,0,0,0,,0,0,,0,0,,0,834
100830,998,344,654,4,3,1,21,7,14,383,91,292,13,6,7,1,0,1,444,167,277,22,6,16,24,6,18,86,58,28,0,,0,0,,0,0,,0,998
100858,7693,3734,3959,23,11,12,183,88,95,414,184,230,279,130,149,3,1,2,5852,2735,3117,184,86,98,24,13,11,731,486,245,0,,0,0,,0,0,,0,7693
100937,263,107,156,2,1,1,6,2,4,39,14,25,6,3,3,0,0,0,203,83,120,5,2,3,0,0,0,2,2,0,0,,0,0,,0,0,,0,263
101028,443,156,287,1,1,0,8,4,4,155,46,109,15,3,12,0,0,0,207,78,129,42,17,25,15,7,8,0,0,0,0,,0,0,,0,0,,0,443
101116,93,21,72,0,0,0,1,0,1,60,10,50,2,0,2,0,0,0,30,11,19,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,93
101143,362,195,167,2,1,1,2,2,0,71,31,40,26,12,14,0,0,0,237,134,103,14,10,4,9,5,4,1,0,1,0,,0,0,,0,0,,0,362
101161,1302,553,749,21,8,13,13,4,9,278,111,167,47,16,31,0,0,0,848,364,484,54,23,31,39,27,12,2,0,2,0,,0,0,,0,0,,0,1302
101189,849,329,520,5,3,2,12,6,6,350,95,255,19,11,8,2,1,1,421,192,229,12,5,7,28,16,12,0,0,0,0,,0,0,,0,0,,0,849
101240,931,399,532,3,1,2,5,2,3,170,68,102,55,23,32,1,0,1,643,281,362,22,7,15,20,10,10,12,7,5,0,,0,0,,0,0,,0,931
101277,44,1,43,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,38,1,37,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,44
101286,793,240,553,3,2,1,8,0,8,228,49,179,34,12,22,0,0,0,479,163,316,23,4,19,17,10,7,1,0,1,1,,1,0,,0,1,,1,792
101295,1580,597,983,12,4,8,13,9,4,96,33,63,101,40,61,0,0,0,1310,499,811,31,5,26,6,1,5,11,6,5,0,,0,0,,0,0,,0,1580
101301,255,97,158,0,0,0,0,0,0,213,72,141,0,0,0,0,0,0,39,23,16,1,1,0,1,1,0,1,0,1,0,,0,0,,0,0,,0,255
101365,245,82,163,1,0,1,1,1,0,124,22,102,9,3,6,0,0,0,103,52,51,4,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,245
101435,204,94,110,2,1,1,3,1,2,49,20,29,10,3,7,0,0,0,127,65,62,8,1,7,5,3,2,0,0,0,0,,0,0,,0,0,,0,204
101453,23,23,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
101462,110,29,81,2,0,2,0,0,0,77,19,58,2,1,1,0,0,0,20,6,14,4,1,3,1,1,0,4,1,3,0,,0,0,,0,0,,0,110
101471,397,314,83,0,0,0,0,0,0,227,201,26,5,2,3,1,1,0,163,109,54,0,0,0,0,0,0,1,1,0,0,,0,0,,0,0,,0,397
101480,2013,679,1334,11,2,9,9,3,6,352,116,236,0,0,0,2,1,1,1448,485,963,0,0,0,140,49,91,51,23,28,0,,0,0,,0,0,,0,2013
101505,1291,471,820,4,2,2,25,10,15,228,66,162,79,16,63,0,0,0,873,339,534,32,15,17,21,8,13,29,15,14,0,0,0,0,,0,0,0,0,1291
101514,2185,1050,1135,30,15,15,74,41,33,245,94,151,131,67,64,1,0,1,1504,749,755,124,54,70,60,23,37,16,7,9,0,,0,0,,0,0,,0,2185
101569,490,224,266,1,0,1,5,3,2,353,135,218,20,13,7,0,0,0,89,62,27,13,8,5,6,2,4,3,1,2,0,0,0,0,,0,0,0,0,490
101587,1846,412,1434,19,3,16,6,4,2,512,107,405,22,4,18,1,1,0,1041,230,811,31,7,24,187,48,139,27,8,19,0,,0,0,,0,0,,0,1846
101602,493,218,275,3,2,1,2,0,2,92,28,64,5,2,3,0,0,0,364,173,191,26,12,14,0,0,0,1,1,0,0,,0,0,,0,0,,0,493
101648,88,57,31,1,1,0,3,1,2,26,18,8,5,4,1,0,0,0,51,32,19,2,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,88
101675,185,79,106,1,1,0,0,0,0,156,59,97,4,1,3,0,0,0,15,13,2,2,0,2,7,5,2,0,0,0,0,,0,0,,0,0,,0,185
101693,313,97,216,2,1,1,5,0,5,50,10,40,1,1,0,1,1,0,183,58,125,5,1,4,53,14,39,13,11,2,0,,0,0,,0,0,,0,313
101709,554,146,408,1,0,1,8,4,4,89,22,67,23,6,17,0,0,0,381,97,284,17,6,11,19,2,17,16,9,7,0,,0,0,,0,0,,0,554
101736,984,468,516,15,7,8,7,3,4,82,27,55,67,34,33,0,0,0,772,375,397,19,10,9,11,7,4,11,5,6,0,,0,0,,0,0,,0,984
101879,1952,688,1264,16,5,11,26,12,14,222,82,140,66,23,43,0,0,0,1483,509,974,64,23,41,15,9,6,60,25,35,0,,0,0,,0,0,,0,1952
101897,823,305,518,34,14,20,8,2,6,10,1,9,111,38,73,0,0,0,631,235,396,20,11,9,7,3,4,2,1,1,0,,0,0,,0,0,,0,823
101912,245,114,131,1,1,0,0,0,0,200,92,108,17,12,5,1,1,0,2,0,2,4,2,2,2,1,1,18,5,13,0,,0,0,,0,0,,0,245
101994,119,37,82,0,0,0,0,0,0,77,10,67,0,0,0,1,0,1,39,26,13,2,1,1,0,0,0,0,0,0,1,,1,0,,0,1,,1,118
102030,605,273,332,4,4,0,4,2,2,435,191,244,4,1,3,0,0,0,123,57,66,9,4,5,13,8,5,13,6,7,0,,0,0,,0,0,,0,605
102049,1581,482,1099,5,1,4,23,9,14,141,51,90,61,17,44,1,0,1,1277,375,902,33,14,19,24,8,16,16,7,9,0,,0,0,,0,0,,0,1581
102058,9,7,2,0,0,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,9
102067,700,291,409,5,3,2,4,1,3,171,31,140,13,4,9,0,0,0,479,241,238,9,2,7,18,9,9,1,0,1,0,,0,0,,0,0,,0,700
102076,454,179,275,3,1,2,8,4,4,29,13,16,73,28,45,1,0,1,311,124,187,9,1,8,16,7,9,4,1,3,0,,0,0,,0,0,,0,454
102094,3572,1028,2544,22,7,15,134,43,91,664,157,507,140,42,98,8,4,4,2372,701,1671,121,33,88,71,22,49,40,19,21,2,,2,0,,0,2,,2,3570
102234,283,130,153,3,2,1,4,1,3,32,10,22,15,6,9,1,1,0,191,86,105,3,2,1,17,8,9,17,14,3,0,,0,0,,0,0,,0,283
102270,97,43,54,1,1,0,0,0,0,90,38,52,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,97
102298,161,56,105,0,0,0,1,0,1,139,47,92,3,3,0,0,0,0,3,2,1,2,0,2,2,1,1,11,3,8,0,,0,0,,0,0,,0,161
102313,267,109,158,2,0,2,4,0,4,186,66,120,8,4,4,0,0,0,57,33,24,4,3,1,5,3,2,1,0,1,0,,0,0,,0,0,,0,267
102368,3827,1356,2471,7,2,5,34,16,18,1084,299,785,163,67,96,5,3,2,1995,737,1258,127,57,70,251,111,140,161,64,97,0,,0,0,,0,0,,0,3827
102377,523,158,365,4,1,3,4,3,1,438,124,314,7,4,3,1,0,1,17,4,13,1,0,1,51,22,29,0,0,0,0,,0,0,,0,0,,0,523
102395,52,39,13,0,0,0,0,0,0,13,9,4,3,3,0,0,0,0,33,25,8,2,2,0,1,0,1,0,0,0,0,,0,0,,0,0,,0,52
102429,992,484,508,0,0,0,3,0,3,261,155,106,21,12,9,0,0,0,656,286,370,31,22,9,20,9,11,0,0,0,0,,0,0,,0,0,,0,992
102553,1812,729,1083,79,24,55,119,44,75,51,21,30,154,58,96,47,22,25,1022,413,609,198,75,123,105,51,54,37,21,16,28,,28,1,,1,29,,29,1783
102580,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,6
102614,1139,483,656,127,35,92,29,11,18,38,18,20,84,36,48,9,3,6,617,266,351,108,42,66,97,49,48,30,23,7,6,,6,0,,0,6,,6,1133
102632,426,138,288,43,13,30,16,5,11,3,1,2,37,9,28,11,1,10,242,77,165,46,16,30,23,13,10,5,3,2,12,,12,3,,3,15,,15,411
102669,121,29,92,23,4,19,4,0,4,1,0,1,11,1,10,1,0,1,48,13,35,15,5,10,17,5,12,1,1,0,0,,0,0,,0,0,,0,121
102711,92,62,30,17,9,8,0,0,0,1,0,1,4,3,1,0,0,0,48,35,13,11,8,3,11,7,4,0,0,0,0,1,1,0,,0,0,1,1,91
102845,1281,327,954,100,15,85,39,12,27,54,15,39,264,69,195,44,12,32,468,116,352,109,28,81,198,58,140,5,2,3,0,,0,0,,0,0,,0,1281
103501,215,24,191,24,1,23,52,5,47,25,5,20,15,3,12,5,0,5,78,10,68,10,0,10,6,0,6,0,0,0,0,,0,0,,0,0,,0,215
103741,91,4,87,0,0,0,2,0,2,8,1,7,48,2,46,0,0,0,21,1,20,3,0,3,9,0,9,0,0,0,0,,0,0,,0,0,,0,91
103893,804,167,637,31,2,29,13,5,8,59,11,48,460,86,374,3,2,1,159,41,118,20,4,16,52,13,39,7,3,4,0,,0,0,,0,0,,0,804
103909,356,27,329,34,2,32,10,0,10,22,3,19,159,10,149,2,0,2,101,7,94,4,1,3,19,2,17,5,2,3,0,,0,0,,0,0,,0,356
103927,332,51,281,9,0,9,3,0,3,22,4,18,225,34,191,0,0,0,51,7,44,6,2,4,13,4,9,3,0,3,0,,0,0,,0,0,,0,332
103954,19,1,18,1,1,0,1,0,1,1,0,1,13,0,13,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,19
103963,224,205,19,24,16,8,3,3,0,25,24,1,75,71,4,1,1,0,83,78,5,10,9,1,3,3,0,0,0,0,0,,0,0,,0,0,,0,224
104090,539,61,478,40,1,39,29,8,21,62,9,53,169,15,154,2,0,2,165,20,145,12,2,10,60,6,54,0,0,0,47,0,47,0,,0,47,0,47,492
104151,18640,8981,9659,193,59,134,1479,721,758,703,303,400,4155,1693,2462,38,15,23,8856,4308,4548,828,375,453,143,72,71,2245,1435,810,0,2,2,1,0,1,1,2,3,18637
104160,924,348,576,5,3,2,6,3,3,21,14,7,671,231,440,2,1,1,162,69,93,14,2,12,43,25,18,0,0,0,1,,1,0,,0,1,,1,923
104179,10735,4716,6019,133,36,97,575,295,280,323,129,194,2829,1113,1716,16,8,8,5333,2334,2999,480,186,294,301,157,144,745,458,287,6,,6,11,,11,17,,17,10718
104346,701,298,403,30,15,15,16,5,11,43,22,21,237,81,156,3,1,2,312,146,166,17,7,10,31,13,18,12,8,4,0,0,0,0,,0,0,0,0,701
104391,35,4,31,0,0,0,0,0,0,1,1,0,3,0,3,1,0,1,26,3,23,0,0,0,4,0,4,0,0,0,0,,0,0,,0,0,,0,35
104425,1738,1036,702,10,5,5,69,46,23,150,99,51,555,262,293,8,4,4,837,563,274,81,39,42,21,13,8,7,5,2,0,,0,0,,0,0,,0,1738
104443,18,1,17,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,7,1,6,1,0,1,3,0,3,0,0,0,0,,0,0,,0,0,,0,18
104568,327,6,321,8,0,8,3,0,3,26,1,25,126,2,124,1,0,1,133,1,132,5,0,5,25,2,23,0,0,0,0,0,0,0,,0,0,0,0,327
104577,879,462,417,53,18,35,4,2,2,38,30,8,265,161,104,3,2,1,461,223,238,12,5,7,27,13,14,16,8,8,0,,0,0,,0,0,,0,879
104586,548,409,139,7,7,0,36,26,10,13,10,3,75,51,24,1,1,0,324,242,82,47,36,11,15,11,4,30,25,5,0,,0,0,,0,0,,0,548
104665,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,3
104708,1930,837,1093,16,5,11,77,32,45,105,38,67,730,301,429,8,7,1,856,390,466,77,32,45,50,28,22,11,4,7,17,3,20,0,,0,17,3,20,1910
104717,29034,6811,22223,225,37,188,1478,278,1200,5504,1062,4442,5520,1388,4132,157,31,126,13694,3281,10413,943,260,683,1227,347,880,286,127,159,4,,4,15,,15,19,,19,29015
105145,1165,308,857,39,8,31,53,21,32,139,30,109,487,141,346,2,1,1,385,95,290,45,10,35,13,2,11,2,0,2,12,7,19,0,,0,12,7,19,1146
105154,2213,892,1321,61,18,43,108,44,64,91,41,50,627,224,403,8,2,6,1119,476,643,106,40,66,61,26,35,32,21,11,18,4,22,0,,0,18,4,22,2191
105206,643,257,386,19,8,11,13,5,8,7,2,5,153,64,89,4,3,1,410,162,248,24,7,17,7,2,5,6,4,2,0,,0,0,,0,0,,0,643
105215,511,481,30,8,8,0,1,1,0,18,17,1,74,69,5,4,4,0,324,302,22,66,65,1,16,15,1,0,0,0,6,,6,0,,0,6,,6,505
105297,184,41,143,182,40,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,0,0,,0,0,,0,184
105330,7530,2601,4929,213,54,159,169,56,113,208,88,120,1840,573,1267,14,7,7,4167,1394,2773,344,120,224,460,232,228,115,77,38,0,,0,0,,0,0,,0,7530
105349,417,205,212,99,29,70,1,1,0,1,1,0,66,36,30,0,0,0,239,133,106,5,3,2,6,2,4,0,0,0,0,,0,0,,0,0,,0,417
105367,363,126,237,11,3,8,124,65,59,28,7,21,56,14,42,0,0,0,131,35,96,10,1,9,3,1,2,0,0,0,1,,1,2,,2,3,,3,360
105428,1321,377,944,30,10,20,50,18,32,107,27,80,699,178,521,2,0,2,349,113,236,44,17,27,30,11,19,10,3,7,14,3,17,0,,0,14,3,17,1304
105525,3103,1348,1755,60,21,39,102,40,62,107,39,68,1356,529,827,11,6,5,1172,516,656,61,21,40,197,148,49,37,28,9,0,,0,0,,0,0,,0,3103
105534,1311,193,1118,27,4,23,69,15,54,71,10,61,585,67,518,5,2,3,459,80,379,83,14,69,10,1,9,2,0,2,0,,0,0,,0,0,,0,1311
105543,481,76,405,110,13,97,5,2,3,8,1,7,245,37,208,2,2,0,74,11,63,32,9,23,5,1,4,0,0,0,0,,0,0,,0,0,,0,481
105589,320,78,242,8,0,8,5,0,5,5,1,4,16,3,13,2,0,2,213,61,152,11,3,8,60,10,50,0,0,0,1,,1,1,,1,2,,2,318
105659,790,738,52,116,95,21,8,8,0,82,75,7,265,254,11,9,9,0,278,266,12,5,5,0,27,26,1,0,0,0,0,,0,0,,0,0,,0,790
105668,3273,1679,1594,74,21,53,55,23,32,351,145,206,1163,690,473,21,6,15,1319,672,647,124,56,68,165,65,100,1,1,0,107,8,115,0,,0,107,8,115,3158
105677,29,29,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,29
105747,850,296,554,29,6,23,31,7,24,33,9,24,185,70,115,2,0,2,510,180,330,32,12,20,18,9,9,10,3,7,12,1,13,0,,0,12,1,13,837
105792,388,164,224,10,4,6,16,8,8,63,26,37,217,88,129,1,1,0,70,33,37,7,2,5,3,1,2,1,1,0,8,1,9,0,,0,8,1,9,379
105899,143,80,63,1,0,1,2,1,1,11,6,5,41,20,21,0,0,0,66,42,24,12,4,8,5,2,3,5,5,0,0,,0,0,,0,0,,0,143
106041,1065,1031,34,34,30,4,17,17,0,19,18,1,205,200,5,24,23,1,270,261,9,78,76,2,418,406,12,0,0,0,2,,2,0,,0,2,,2,1063
106148,1383,574,809,24,10,14,17,9,8,13,9,4,301,120,181,1,0,1,898,372,526,49,20,29,78,32,46,2,2,0,11,,11,0,,0,11,,11,1372
106245,2151,697,1454,15,6,9,48,15,33,521,100,421,54,22,32,0,0,0,1137,402,735,199,75,124,16,3,13,161,74,87,1,,1,2,,2,3,,3,2148
106263,926,235,691,3,0,3,62,22,40,90,20,70,53,9,44,0,0,0,651,161,490,28,7,21,22,8,14,17,8,9,2,,2,37,,37,39,,39,887
106306,35,17,18,0,0,0,0,0,0,26,11,15,2,2,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,35
106315,40,2,38,0,0,0,0,0,0,32,2,30,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,40
106324,14,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,14
106342,140,74,66,2,1,1,3,3,0,5,2,3,16,6,10,1,1,0,66,35,31,4,1,3,32,16,16,11,9,2,0,,0,0,,0,0,,0,140
106351,15,9,6,0,0,0,0,0,0,11,6,5,0,0,0,0,0,0,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,15
106360,11,1,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,1,9,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,11
106397,6600,2965,3635,51,17,34,185,91,94,263,112,151,551,267,284,7,2,5,4814,2130,2684,262,105,157,107,52,55,360,189,171,0,,0,0,,0,0,,0,6600
106412,386,139,247,1,0,1,3,2,1,333,102,231,10,4,6,0,0,0,17,13,4,4,3,1,1,1,0,17,14,3,0,,0,0,,0,0,,0,386
106449,566,187,379,1,0,1,7,1,6,24,4,20,24,10,14,0,0,0,489,162,327,16,8,8,5,2,3,0,0,0,0,,0,0,,0,0,,0,566
106458,4950,1559,3391,16,2,14,60,25,35,665,197,468,159,55,104,3,1,2,3759,1164,2595,103,29,74,48,14,34,137,72,65,2,,2,0,,0,2,,2,4948
106467,2953,1162,1791,14,4,10,59,23,36,156,65,91,285,96,189,3,1,2,2216,884,1332,140,56,84,0,0,0,80,33,47,0,0,0,0,0,0,0,0,0,2953
106485,886,377,509,3,1,2,7,4,3,232,77,155,61,27,34,0,0,0,551,254,297,28,11,17,3,3,0,1,0,1,0,,0,3,,3,3,,3,883
106494,13,0,13,0,0,0,0,0,0,4,0,4,1,0,1,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,13
106546,397,49,348,3,0,3,5,2,3,121,13,108,25,2,23,0,0,0,233,31,202,8,1,7,2,0,2,0,0,0,0,,0,0,,0,0,,0,397
106625,821,305,516,1,0,1,3,0,3,26,5,21,27,11,16,0,0,0,743,283,460,15,4,11,6,2,4,0,0,0,0,,0,0,,0,0,,0,821
106704,2405,817,1588,6,1,5,57,15,42,292,111,181,115,42,73,3,1,2,1744,569,1175,97,33,64,9,3,6,82,42,40,0,0,0,0,0,0,0,0,0,2405
106713,89,41,48,5,3,2,0,0,0,11,8,3,7,5,2,0,0,0,58,22,36,3,0,3,0,0,0,5,3,2,0,,0,0,,0,0,,0,89
106795,522,253,269,9,1,8,2,1,1,37,10,27,165,96,69,3,1,2,288,134,154,18,10,8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,522
106810,35,17,18,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,31,15,16,0,0,0,1,0,1,0,0,0,0,,0,0,,0,0,,0,35
106883,344,138,206,1,1,0,3,1,2,180,80,100,7,2,5,3,2,1,140,46,94,9,5,4,0,0,0,1,1,0,0,,0,0,,0,0,,0,344
106892,109,3,106,0,0,0,0,0,0,99,2,97,2,0,2,0,0,0,8,1,7,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,109
106908,162,14,148,6,0,6,2,0,2,35,2,33,16,2,14,0,0,0,92,8,84,9,2,7,2,0,2,0,0,0,0,,0,0,,0,0,,0,162
106980,508,200,308,11,4,7,21,10,11,45,20,25,50,20,30,0,0,0,369,139,230,0,0,0,4,3,1,8,4,4,4,,4,0,,0,4,,4,504
106999,442,137,305,0,0,0,0,0,0,7,2,5,35,11,24,0,0,0,365,112,253,25,9,16,0,0,0,10,3,7,0,,0,0,,0,0,,0,442
107044,1175,475,700,4,1,3,16,5,11,64,29,35,45,14,31,1,1,0,963,385,578,29,13,16,0,0,0,53,27,26,0,,0,0,,0,0,,0,1175
107071,882,285,597,8,2,6,10,2,8,137,42,95,51,20,31,3,1,2,620,196,424,40,14,26,7,5,2,6,3,3,0,,0,0,,0,0,,0,882
107080,223,106,117,1,1,0,15,2,13,15,7,8,18,9,9,0,0,0,155,80,75,10,3,7,5,2,3,4,2,2,0,0,0,0,0,0,0,0,0,223
107099,35,1,34,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,31,1,30,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,35
107123,44,4,40,0,0,0,0,0,0,13,1,12,3,0,3,0,0,0,28,3,25,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,44
107141,502,178,324,7,3,4,4,2,2,18,6,12,40,9,31,0,0,0,364,128,236,30,13,17,7,3,4,32,14,18,0,,0,0,,0,0,,0,502
107220,159,2,157,12,0,12,2,0,2,12,0,12,40,1,39,0,0,0,92,1,91,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,159
107293,40,1,39,5,0,5,1,0,1,0,0,0,3,0,3,0,0,0,30,1,29,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,40
107318,298,137,161,5,3,2,1,0,1,168,64,104,12,4,8,0,0,0,97,58,39,9,4,5,4,3,1,2,1,1,0,,0,0,,0,0,,0,298
107327,387,145,242,1,0,1,4,3,1,125,33,92,16,7,9,0,0,0,240,101,139,1,1,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,387
107442,14,12,2,0,0,0,0,0,0,13,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,14
107460,470,196,274,3,2,1,5,0,5,8,3,5,39,12,27,0,0,0,386,167,219,21,7,14,6,3,3,2,2,0,1,0,1,0,,0,1,0,1,469
107488,108,67,41,1,0,1,3,3,0,5,3,2,34,24,10,0,0,0,62,34,28,2,2,0,1,1,0,0,0,0,0,,0,0,,0,0,,0,108
107512,361,126,235,3,2,1,4,1,3,17,4,13,14,4,10,0,0,0,306,104,202,8,3,5,0,0,0,9,8,1,0,,0,0,,0,0,,0,361
107521,455,124,331,2,2,0,2,0,2,103,11,92,40,12,28,0,0,0,284,92,192,22,7,15,2,0,2,0,0,0,1,,1,0,,0,1,,1,454
107549,420,99,321,4,1,3,2,0,2,7,2,5,6,3,3,0,0,0,401,93,308,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,420
107558,190,90,100,1,1,0,1,0,1,8,7,1,19,9,10,0,0,0,72,37,35,7,4,3,9,4,5,73,28,45,0,,0,0,,0,0,,0,190
107585,770,299,471,0,0,0,5,2,3,49,16,33,85,42,43,0,0,0,582,222,360,41,16,25,6,1,5,2,0,2,16,,16,0,,0,16,,16,754
107600,169,56,113,1,0,1,0,0,0,148,47,101,4,1,3,1,0,1,2,0,2,3,1,2,0,0,0,10,7,3,0,1,1,0,,0,0,1,1,168
107619,272,123,149,0,0,0,1,1,0,145,69,76,7,4,3,0,0,0,115,49,66,4,0,4,0,0,0,0,0,0,0,,0,0,,0,0,,0,272
107637,364,112,252,0,0,0,3,3,0,211,49,162,84,24,60,0,0,0,62,34,28,3,1,2,1,1,0,0,0,0,0,,0,0,,0,0,,0,364
107655,18,0,18,0,0,0,0,0,0,6,0,6,1,0,1,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,18
107664,1138,342,796,7,2,5,14,5,9,422,97,325,79,24,55,2,0,2,511,184,327,52,13,39,46,16,30,5,1,4,0,,0,0,,0,0,,0,1138
107725,455,160,295,1,0,1,0,0,0,128,27,101,46,26,20,0,0,0,270,104,166,5,1,4,5,2,3,0,0,0,0,,0,0,,0,0,,0,455
107743,337,100,237,4,0,4,5,1,4,7,1,6,35,12,23,0,0,0,263,74,189,8,4,4,2,0,2,13,8,5,0,,0,0,,0,0,,0,337
107789,74,1,73,1,0,1,0,0,0,2,0,2,10,1,9,0,0,0,61,0,61,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,74
107831,29,0,29,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,29
107840,29,7,22,0,0,0,0,0,0,25,7,18,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,29
107877,81,37,44,0,0,0,0,0,0,11,7,4,2,2,0,0,0,0,63,24,39,0,0,0,0,0,0,5,4,1,0,,0,0,,0,0,,0,81
107974,527,192,335,4,3,1,5,1,4,153,33,120,26,16,10,0,0,0,308,126,182,10,3,7,12,7,5,9,3,6,0,,0,0,,0,0,,0,527
107983,1262,447,815,7,5,2,11,6,5,223,75,148,39,16,23,0,0,0,843,278,565,26,7,19,12,4,8,101,56,45,0,0,0,0,0,0,0,0,0,1262
107992,850,478,372,2,2,0,5,1,4,310,131,179,34,17,17,1,1,0,458,305,153,36,18,18,4,3,1,0,0,0,0,,0,0,,0,0,,0,850
108065,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,5
108092,1124,532,592,26,13,13,64,32,32,34,9,25,173,94,79,1,1,0,688,320,368,125,57,68,0,0,0,13,6,7,0,,0,0,,0,0,,0,1124
108232,1515,567,948,5,2,3,70,26,44,54,26,28,119,46,73,2,1,1,235,80,155,25,14,11,362,144,218,643,228,415,0,,0,0,,0,0,,0,1515
108269,22,6,16,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,13,4,9,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,22
108667,341,158,183,0,0,0,127,71,56,38,12,26,79,34,45,2,0,2,56,27,29,24,10,14,10,2,8,5,2,3,11,0,11,0,,0,11,0,11,330
