UNITID,CSTOTLT,CSTOTLM,CSTOTLW,CSAIANT,CSAIANM,CSAIANW,CSASIAT,CSASIAM,CSASIAW,CSBKAAT,CSBKAAM,CSBKAAW,CSHISPT,CSHISPM,CSHISPW,CSNHPIT,CSNHPIM,CSNHPIW,CSWHITT,CSWHITM,CSWHITW,CS2MORT,CS2MORM,CS2MORW,CSUNKNT,CSUNKNM,CSUNKNW,CSNRALT,CSNRALM,CSNRALW,CSGUUGUN,CSGUUGAG,CSGUUGTT,CSGUGUN,CSGUGAG,CSGUGTOT,CSGUTOTUN,CSGUTOTAG,CSGUTOT,CSGUKN
154518,919,567,352,4,0,4,19,12,7,70,37,33,33,22,11,3,0,3,339,216,123,7,3,4,427,268,159,17,9,8,0,,0,0,,0,0,,0,919
154527,315,144,171,0,0,0,2,1,1,10,8,2,16,5,11,0,0,0,252,112,140,10,6,4,2,2,0,23,10,13,1,,1,0,,0,1,,1,314
154536,47,16,31,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,43,15,28,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,47
154545,28,20,8,0,0,0,0,0,0,14,12,2,0,0,0,0,0,0,10,6,4,4,2,2,0,0,0,0,0,0,0,,0,0,,0,0,,0,28
154572,1529,528,1001,18,11,7,24,10,14,76,24,52,318,96,222,3,2,1,915,311,604,57,25,32,30,14,16,88,35,53,0,,0,0,,0,0,,0,1529
154590,230,103,127,2,2,0,2,2,0,32,21,11,17,5,12,0,0,0,148,53,95,8,4,4,8,4,4,13,12,1,0,,0,0,,0,0,,0,230
154642,344,99,245,5,3,2,5,0,5,27,12,15,25,9,16,0,0,0,270,71,199,9,4,5,3,0,3,0,0,0,0,0,0,0,,0,0,0,0,344
154688,709,262,447,13,1,12,10,2,8,74,27,47,53,23,30,0,0,0,514,188,326,28,14,14,13,4,9,4,3,1,1,,1,0,,0,1,,1,708
154697,955,380,575,13,8,5,20,3,17,117,65,52,158,69,89,7,2,5,599,213,386,2,2,0,36,15,21,3,3,0,0,,0,0,,0,0,,0,955
154712,430,198,232,1,0,1,6,0,6,8,7,1,36,16,20,1,1,0,343,154,189,3,2,1,23,11,12,9,7,2,0,,0,0,,0,0,,0,430
154721,122,61,61,0,0,0,0,0,0,12,7,5,26,10,16,2,1,1,68,35,33,6,2,4,0,0,0,8,6,2,0,,0,0,,0,0,,0,122
154749,65,32,33,0,0,0,3,2,1,11,8,3,7,4,3,0,0,0,42,17,25,0,0,0,1,0,1,1,1,0,0,,0,0,,0,0,,0,65
154800,1321,437,884,10,4,6,55,17,38,81,40,41,168,48,120,3,2,1,838,262,576,0,0,0,141,53,88,25,11,14,8,,8,0,,0,8,,8,1313
154855,118,53,65,1,1,0,0,0,0,15,6,9,26,12,14,0,0,0,60,27,33,4,1,3,8,3,5,4,3,1,0,,0,0,,0,0,,0,118
154907,403,137,266,1,1,0,6,1,5,25,7,18,27,8,19,0,0,0,272,91,181,11,2,9,38,13,25,23,14,9,3,0,3,0,,0,3,0,3,400
154925,339,164,175,10,5,5,1,0,1,49,29,20,25,13,12,0,0,0,206,91,115,28,15,13,4,0,4,16,11,5,0,,0,0,,0,0,,0,339
154934,495,182,313,4,0,4,1,1,0,23,13,10,10,7,3,0,0,0,376,126,250,45,11,34,18,12,6,18,12,6,3,,3,0,,0,3,,3,492
154952,646,272,374,13,5,8,5,1,4,25,10,15,80,29,51,2,1,1,407,156,251,34,15,19,45,40,5,35,15,20,2,,2,0,,0,2,,2,644
154998,350,150,200,0,0,0,6,1,5,25,19,6,181,68,113,1,0,1,108,51,57,8,1,7,17,6,11,4,4,0,0,,0,0,,0,0,,0,350
155007,91,23,68,0,0,0,5,1,4,31,6,25,38,12,26,0,0,0,13,3,10,1,0,1,1,0,1,2,1,1,0,,0,0,,0,0,,0,91
155025,2005,581,1424,6,3,3,31,9,22,67,35,32,54,14,40,2,1,1,1504,401,1103,76,27,49,193,59,134,72,32,40,0,,0,21,,21,21,,21,1984
155052,377,164,213,2,0,2,5,2,3,10,3,7,85,33,52,0,0,0,271,123,148,4,3,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,377
155061,3925,1364,2561,8,2,6,25,7,18,93,48,45,237,87,150,0,0,0,1948,614,1334,35,7,28,1534,575,959,45,24,21,0,,0,0,,0,0,,0,3925
155070,66,40,26,2,2,0,1,1,0,5,2,3,2,0,2,1,1,0,28,15,13,2,0,2,2,0,2,23,19,4,0,,0,0,,0,0,,0,66
155089,466,173,293,4,1,3,9,3,6,32,18,14,38,12,26,0,0,0,251,81,170,18,10,8,91,35,56,23,13,10,0,,0,0,,0,0,,0,466
155098,421,173,248,4,0,4,2,0,2,28,12,16,25,8,17,1,1,0,346,144,202,11,6,5,0,0,0,4,2,2,0,,0,0,,0,0,,0,421
155104,635,284,351,2,2,0,13,5,8,55,39,16,319,110,209,4,4,0,197,97,100,13,5,8,17,10,7,15,12,3,0,,0,0,,0,0,,0,635
155140,133,46,87,133,46,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,133
155159,58,0,58,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,49,0,49,4,0,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,58
155177,107,38,69,2,0,2,1,0,1,6,2,4,14,4,10,0,0,0,63,22,41,5,2,3,2,0,2,14,8,6,0,,0,0,,0,0,,0,107
155186,585,172,413,8,3,5,10,3,7,63,33,30,13,4,9,3,1,2,445,114,331,25,9,16,18,5,13,0,0,0,0,,0,0,,0,0,,0,585
155195,1489,597,892,10,5,5,19,6,13,82,44,38,166,53,113,1,0,1,1037,424,613,43,14,29,123,46,77,8,5,3,0,,0,0,,0,0,,0,1489
155201,182,74,108,1,0,1,0,0,0,49,44,5,14,7,7,4,4,0,87,12,75,12,4,8,9,1,8,6,2,4,1,0,1,0,,0,1,0,1,181
155210,2589,1062,1527,13,6,7,124,41,83,146,54,92,274,88,186,17,5,12,1669,718,951,143,55,88,139,69,70,64,26,38,13,,13,0,,0,13,,13,2576
155283,287,26,261,3,0,3,8,1,7,60,6,54,41,5,36,1,1,0,91,7,84,1,0,1,82,6,76,0,0,0,0,,0,0,,0,0,,0,287
155292,1155,500,655,10,6,4,45,12,33,185,67,118,289,133,156,1,0,1,494,226,268,74,24,50,40,21,19,17,11,6,0,0,0,0,,0,0,0,0,1155
155308,24,14,10,0,0,0,2,2,0,10,4,6,2,2,0,0,0,0,5,1,4,0,0,0,0,0,0,5,5,0,0,,0,0,,0,0,,0,24
155317,6708,2904,3804,28,13,15,344,146,198,270,118,152,515,230,285,6,4,2,4745,2010,2735,312,112,200,38,18,20,450,253,197,4,,4,18,,18,22,,22,6686
155335,385,110,275,12,6,6,15,2,13,17,5,12,30,7,23,2,0,2,281,81,200,5,1,4,11,0,11,12,8,4,0,,0,0,,0,0,,0,385
155353,49,41,8,1,1,0,0,0,0,20,17,3,12,11,1,0,0,0,10,7,3,3,3,0,3,2,1,0,0,0,0,,0,0,,0,0,,0,49
155399,5089,2333,2756,14,9,5,101,47,54,158,74,84,341,143,198,4,2,2,3909,1748,2161,172,78,94,72,38,34,318,194,124,0,,0,0,,0,0,,0,5089
155414,198,113,85,1,1,0,1,0,1,19,17,2,52,27,25,1,1,0,110,56,54,11,9,2,0,0,0,3,2,1,0,,0,0,,0,0,,0,198
155423,872,463,409,4,4,0,6,2,4,27,8,19,111,44,67,2,1,1,372,211,161,40,18,22,303,171,132,7,4,3,0,0,0,0,,0,0,0,0,872
155450,256,75,181,7,2,5,0,0,0,19,9,10,22,3,19,0,0,0,190,56,134,13,4,9,2,0,2,3,1,2,0,,0,0,,0,0,,0,256
155487,301,129,172,0,0,0,4,2,2,24,5,19,27,10,17,0,0,0,227,103,124,18,8,10,0,0,0,1,1,0,2,,2,0,,0,2,,2,299
155496,39,20,19,0,0,0,0,0,0,2,1,1,3,2,1,0,0,0,34,17,17,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,39
155511,152,91,61,2,1,1,1,1,0,15,10,5,19,10,9,0,0,0,90,56,34,7,2,5,5,4,1,13,7,6,0,,0,0,,0,0,,0,152
155520,546,158,388,3,1,2,12,6,6,60,24,36,14,6,8,0,0,0,371,98,273,15,2,13,47,11,36,24,10,14,0,,0,0,,0,0,,0,546
155566,674,266,408,4,1,3,5,2,3,30,7,23,46,19,27,0,0,0,540,218,322,32,11,21,10,3,7,7,5,2,0,,0,0,,0,0,,0,674
155593,367,181,186,0,0,0,3,3,0,7,5,2,25,5,20,0,0,0,320,162,158,12,6,6,0,0,0,0,0,0,0,,0,0,,0,0,,0,367
155618,258,188,70,2,1,1,0,0,0,26,22,4,47,30,17,1,1,0,157,118,39,10,7,3,0,0,0,15,9,6,0,,0,0,,0,0,,0,258
155627,156,89,67,1,1,0,2,1,1,15,11,4,30,16,14,0,0,0,95,55,40,5,1,4,8,4,4,0,0,0,8,,8,0,,0,8,,8,148
155636,177,67,110,2,1,1,71,46,25,12,2,10,6,2,4,0,0,0,83,15,68,2,0,2,1,1,0,0,0,0,0,,0,1,,1,1,,1,176
155681,1801,805,996,21,9,12,26,12,14,67,34,33,106,52,54,0,0,0,1424,612,812,71,26,45,11,4,7,75,56,19,0,,0,0,,0,0,,0,1801
155715,265,124,141,2,0,2,4,2,2,8,2,6,29,13,16,0,0,0,166,86,80,17,9,8,32,8,24,7,4,3,1,,1,0,,0,1,,1,264
155812,348,140,208,2,1,1,8,4,4,26,16,10,58,27,31,3,2,1,210,72,138,13,4,9,25,12,13,3,2,1,0,,0,0,,0,0,,0,348
155830,392,146,246,1,1,0,12,4,8,13,6,7,75,21,54,1,0,1,274,107,167,13,5,8,3,2,1,0,0,0,0,,0,0,,0,0,,0,392
155858,392,127,265,4,1,3,6,3,3,5,2,3,240,72,168,0,0,0,112,38,74,4,2,2,10,2,8,11,7,4,6,,6,0,,0,6,,6,386
155900,387,257,130,3,2,1,11,9,2,34,21,13,40,27,13,4,3,1,181,115,66,15,8,7,88,62,26,11,10,1,1,0,1,0,0,0,1,0,1,386
155937,130,70,60,2,1,1,1,1,0,14,9,5,16,8,8,2,1,1,78,41,37,7,2,5,6,4,2,4,3,1,0,,0,0,,0,0,,0,130
155973,134,69,65,1,0,1,1,1,0,9,5,4,20,9,11,0,0,0,83,40,43,7,5,2,6,3,3,7,6,1,0,,0,0,,0,0,,0,134
156082,1356,479,877,3,0,3,16,7,9,68,35,33,143,52,91,1,0,1,844,277,567,43,15,28,192,67,125,46,26,20,0,0,0,0,0,0,0,0,0,1356
156107,1302,665,637,12,7,5,90,52,38,112,38,74,264,125,139,3,1,2,695,380,315,65,21,44,58,41,17,3,0,3,1,,1,0,,0,1,,1,1301
156125,3338,1354,1984,23,10,13,210,95,115,185,70,115,343,134,209,2,1,1,2096,770,1326,119,41,78,53,28,25,307,205,102,0,,0,0,,0,0,,0,3338
156134,560,338,222,15,10,5,16,10,6,100,55,45,92,57,35,2,2,0,315,196,119,19,8,11,1,0,1,0,0,0,0,,0,0,,0,0,,0,560
156189,95,43,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,42,50,0,0,0,0,0,0,3,1,2,0,,0,0,,0,0,,0,95
156213,388,148,240,0,0,0,3,0,3,9,2,7,22,10,12,0,0,0,310,116,194,5,1,4,16,4,12,23,15,8,0,,0,0,,0,0,,0,388
156222,325,209,116,0,0,0,5,3,2,18,11,7,12,5,7,1,0,1,227,154,73,7,4,3,25,14,11,30,18,12,0,,0,0,,0,0,,0,325
156231,934,403,531,3,1,2,9,3,6,10,5,5,9,4,5,0,0,0,872,376,496,15,7,8,16,7,9,0,0,0,12,,12,0,,0,12,,12,922
156286,878,316,562,2,1,1,26,6,20,49,15,34,39,17,22,1,0,1,687,247,440,46,14,32,17,7,10,11,9,2,0,10,10,0,0,0,0,10,10,868
156295,283,117,166,0,0,0,10,5,5,46,12,34,47,22,25,1,1,0,136,56,80,21,8,13,1,0,1,21,13,8,0,,0,0,,0,0,,0,283
156310,234,2,232,0,0,0,13,1,12,26,0,26,9,0,9,1,0,1,174,1,173,9,0,9,2,0,2,0,0,0,0,,0,0,,0,0,,0,234
156338,1055,460,595,2,1,1,29,10,19,57,20,37,60,33,27,0,0,0,864,381,483,31,14,17,11,1,10,1,0,1,0,,0,0,,0,0,,0,1055
156356,236,61,175,2,0,2,5,3,2,21,7,14,18,8,10,0,0,0,163,35,128,0,0,0,20,4,16,7,4,3,0,,0,0,,0,0,,0,236
156365,3016,1649,1367,3,0,3,26,17,9,126,44,82,46,15,31,0,0,0,849,202,647,8,4,4,66,15,51,1892,1352,540,0,,0,0,,0,0,,0,3016
156392,2869,1207,1662,4,0,4,67,30,37,296,103,193,208,78,130,7,1,6,2155,931,1224,104,51,53,23,10,13,5,3,2,15,,15,0,,0,15,,15,2854
156408,293,137,156,1,1,0,13,7,6,14,10,4,24,7,17,1,1,0,208,91,117,10,6,4,7,3,4,15,11,4,0,,0,0,,0,0,,0,293
156417,23,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,3,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,23
156426,78,4,74,0,0,0,1,1,0,3,0,3,3,0,3,1,0,1,66,2,64,2,1,1,2,0,2,0,0,0,0,,0,0,,0,0,,0,78
156471,1166,116,1050,2,0,2,30,10,20,136,12,124,144,15,129,0,0,0,808,72,736,27,4,23,19,3,16,0,0,0,0,,0,0,,0,0,,0,1166
156541,6925,3293,3632,1,0,1,75,46,29,48,16,32,222,64,158,1,1,0,737,267,470,0,0,0,3719,1367,2352,2122,1532,590,0,,0,0,,0,0,,0,6925
156620,3555,1370,2185,3,1,2,54,17,37,199,82,117,120,54,66,9,3,6,2908,1086,1822,106,37,69,101,53,48,55,37,18,0,,0,0,,0,0,,0,3555
156648,1758,932,826,6,3,3,23,10,13,98,48,50,95,42,53,3,1,2,1456,796,660,66,27,39,9,5,4,2,0,2,7,,7,0,,0,7,,7,1751
156727,1020,53,967,10,1,9,18,2,16,120,4,116,75,2,73,1,0,1,726,39,687,34,3,31,36,2,34,0,0,0,0,,0,0,,0,0,,0,1020
156745,321,97,224,1,0,1,3,0,3,22,13,9,10,6,4,0,0,0,262,73,189,7,1,6,14,3,11,2,1,1,0,0,0,1,0,1,1,0,1,320
156754,23,0,23,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,18,0,18,2,0,2,0,0,0,0,0,0,0,,0,0,,0,0,,0,23
156790,814,309,505,0,0,0,2,1,1,9,5,4,10,5,5,0,0,0,778,293,485,13,4,9,2,1,1,0,0,0,0,,0,0,,0,0,,0,814
156842,103,3,100,0,0,0,2,0,2,10,0,10,1,0,1,0,0,0,82,3,79,4,0,4,4,0,4,0,0,0,0,,0,0,,0,0,,0,103
156851,354,84,270,0,0,0,3,0,3,29,4,25,16,6,10,1,0,1,280,66,214,21,6,15,3,2,1,1,0,1,2,,2,0,,0,2,,2,352
156860,610,207,403,1,1,0,8,1,7,125,38,87,52,15,37,3,2,1,390,138,252,21,8,13,10,4,6,0,0,0,1,,1,0,,0,1,,1,609
156921,2368,1196,1172,6,2,4,101,48,53,414,167,247,184,81,103,2,1,1,1466,790,676,101,41,60,91,65,26,3,1,2,80,,80,0,,0,80,,80,2288
156967,81,1,80,0,0,0,2,0,2,27,0,27,2,0,2,0,0,0,43,1,42,6,0,6,1,0,1,0,0,0,0,,0,0,,0,0,,0,81
157021,73,30,43,1,0,1,2,2,0,20,18,2,0,0,0,1,1,0,31,8,23,0,0,0,18,1,17,0,0,0,0,,0,0,,0,0,,0,73
157030,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,8,0,0,0,0,0,0,1,1,0,0,,0,0,,0,0,,0,14
157058,218,102,116,0,0,0,1,1,0,123,57,66,10,5,5,0,0,0,44,22,22,8,3,5,25,10,15,7,4,3,0,,0,0,,0,0,,0,218
157076,151,74,77,1,1,0,3,1,2,15,13,2,0,0,0,0,0,0,110,47,63,0,0,0,22,12,10,0,0,0,0,,0,0,,0,0,,0,151
157085,7525,2960,4565,9,5,4,267,123,144,476,148,328,347,128,219,2,1,1,5602,2169,3433,217,71,146,258,118,140,347,197,150,0,,0,0,,0,0,,0,7525
157100,118,60,58,0,0,0,0,0,0,16,15,1,7,6,1,0,0,0,79,33,46,2,2,0,7,2,5,7,2,5,0,,0,0,,0,0,,0,118
157207,18,8,10,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,15,7,8,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,18
157216,724,197,527,0,0,0,9,3,6,46,18,28,4,1,3,4,1,3,468,114,354,10,3,7,152,34,118,31,23,8,0,,0,0,,0,0,,0,724
157289,5245,2395,2850,7,5,2,252,114,138,577,221,356,303,124,179,3,1,2,3652,1703,1949,258,116,142,8,4,4,185,107,78,0,,0,0,,0,0,,0,5245
157298,37,15,22,0,0,0,1,1,0,12,5,7,2,2,0,0,0,0,21,6,15,0,0,0,0,0,0,1,1,0,0,,0,0,,0,0,,0,37
157304,1034,413,621,2,1,1,7,0,7,64,26,38,35,12,23,1,1,0,871,355,516,51,17,34,3,1,2,0,0,0,9,,9,0,,0,9,,9,1025
157331,1454,673,781,4,1,3,4,1,3,26,12,14,29,19,10,1,1,0,1351,621,730,23,13,10,16,5,11,0,0,0,5,,5,0,,0,5,,5,1449
157377,328,84,244,0,0,0,4,1,3,23,5,18,18,8,10,0,0,0,259,62,197,11,3,8,8,3,5,5,2,3,0,,0,0,,0,0,,0,328
157386,1489,530,959,2,1,1,8,4,4,60,29,31,40,17,23,1,0,1,1314,448,866,32,9,23,8,4,4,24,18,6,0,,0,0,,0,0,,0,1489
157401,2152,785,1367,5,4,1,62,25,37,121,48,73,24,8,16,2,1,1,1768,627,1141,79,30,49,83,36,47,8,6,2,0,0,0,0,0,0,0,0,0,2152
157438,1787,972,815,2,2,0,30,11,19,138,69,69,78,37,41,3,2,1,1443,801,642,62,30,32,31,20,11,0,0,0,16,,16,0,,0,16,,16,1771
157447,3614,1175,2439,3,1,2,63,14,49,314,84,230,103,24,79,2,1,1,2918,965,1953,104,29,75,37,12,25,70,45,25,0,1,1,0,0,0,0,1,1,3613
157483,1425,513,912,3,2,1,15,5,10,94,31,63,83,30,53,1,1,0,1164,417,747,57,25,32,6,2,4,2,0,2,5,,5,0,,0,5,,5,1420
157535,504,207,297,1,0,1,35,11,24,25,18,7,5,3,2,3,1,2,427,171,256,2,1,1,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,504
157553,505,170,335,0,0,0,2,0,2,2,1,1,3,2,1,0,0,0,488,163,325,7,2,5,2,1,1,1,1,0,0,,0,0,,0,0,,0,505
157614,48,0,48,0,0,0,0,0,0,16,0,16,1,0,1,0,0,0,29,0,29,0,0,0,2,0,2,0,0,0,0,,0,0,,0,0,,0,48
157650,46,2,44,0,0,0,0,0,0,7,0,7,1,0,1,0,0,0,35,2,33,2,0,2,1,0,1,0,0,0,0,,0,0,,0,0,,0,46
157669,43,1,42,0,0,0,0,0,0,25,1,24,6,0,6,0,0,0,9,0,9,2,0,2,1,0,1,0,0,0,0,,0,0,,0,0,,0,43
157678,62,1,61,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,53,1,52,2,0,2,0,0,0,0,0,0,0,,0,0,,0,0,,0,62
157711,1111,397,714,3,2,1,8,2,6,3,1,2,23,8,15,0,0,0,1042,372,670,22,8,14,9,4,5,1,0,1,6,,6,0,,0,6,,6,1105
157739,613,216,397,1,1,0,2,0,2,7,2,5,3,0,3,0,0,0,577,203,374,7,1,6,16,9,7,0,0,0,13,,13,0,,0,13,,13,600
157748,718,590,128,1,1,0,27,21,6,12,12,0,10,9,1,0,0,0,569,466,103,0,0,0,3,3,0,96,78,18,0,,0,0,,0,0,,0,718
157757,538,113,425,1,0,1,6,4,2,78,13,65,21,3,18,0,0,0,389,83,306,26,6,20,17,4,13,0,0,0,0,,0,0,,0,0,,0,538
157793,840,269,571,9,3,6,37,16,21,132,35,97,43,15,28,1,1,0,464,141,323,46,9,37,107,48,59,1,1,0,23,,23,39,,39,62,,62,778
157809,362,165,197,0,0,0,2,1,1,24,14,10,10,5,5,1,0,1,280,124,156,13,6,7,29,14,15,3,1,2,0,,0,0,,0,0,,0,362
157818,195,76,119,1,1,0,2,0,2,7,3,4,7,4,3,0,0,0,157,59,98,13,6,7,8,3,5,0,0,0,0,,0,0,,0,0,,0,195
157863,306,122,184,1,1,0,1,1,0,18,11,7,6,3,3,1,1,0,245,85,160,10,5,5,3,2,1,21,13,8,0,,0,0,,0,0,,0,306
157951,3818,1411,2407,5,2,3,71,29,42,294,113,181,115,47,68,2,1,1,3120,1126,1994,110,38,72,24,12,12,77,43,34,1,,1,1,,1,2,,2,3816
158088,1049,574,475,21,11,10,1,1,0,350,158,192,33,27,6,8,4,4,547,302,245,33,21,12,52,48,4,4,2,2,0,0,0,0,,0,0,0,0,1049
158246,101,43,58,0,0,0,1,0,1,69,21,48,2,1,1,0,0,0,21,14,7,8,7,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,101
158325,56,5,51,1,0,1,0,0,0,17,1,16,0,0,0,0,0,0,38,4,34,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,56
158431,1147,394,753,8,2,6,13,5,8,344,91,253,65,25,40,6,0,6,652,251,401,46,15,31,7,3,4,6,2,4,0,,0,0,,0,0,,0,1147
158477,114,42,72,0,0,0,4,1,3,16,7,9,8,4,4,0,0,0,76,26,50,8,2,6,0,0,0,2,2,0,0,,0,0,,0,0,,0,114
158538,20,1,19,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,7,1,6,0,0,0,1,0,1,0,0,0,0,,0,0,,0,0,,0,20
158617,426,157,269,0,0,0,90,33,57,174,36,138,48,23,25,0,0,0,94,52,42,0,0,0,20,13,7,0,0,0,0,0,0,0,,0,0,0,0,426
158662,2406,714,1692,7,5,2,105,55,50,917,228,689,264,79,185,37,9,28,925,294,631,94,24,70,16,9,7,41,11,30,0,0,0,0,,0,0,0,0,2406
158778,22,2,20,0,0,0,0,0,0,8,2,6,3,0,3,0,0,0,10,0,10,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,22
158787,27,1,26,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,24,1,23,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,27
158802,192,44,148,0,0,0,0,0,0,157,32,125,3,1,2,0,0,0,3,2,1,3,1,2,24,7,17,2,1,1,0,,0,0,,0,0,,0,192
158884,376,188,188,1,1,0,9,6,3,131,47,84,26,14,12,3,2,1,190,112,78,4,2,2,7,3,4,5,1,4,0,,0,0,,0,0,,0,376
159009,776,228,548,0,0,0,1,0,1,684,206,478,14,6,8,0,0,0,5,1,4,19,5,14,2,2,0,51,8,43,0,,0,0,,0,0,,0,776
159027,37,0,37,0,0,0,0,0,0,19,0,19,2,0,2,0,0,0,15,0,15,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,37
159197,233,193,40,2,2,0,0,0,0,80,56,24,7,6,1,0,0,0,136,121,15,6,6,0,2,2,0,0,0,0,0,,0,0,,0,0,,0,233
159328,79,1,78,0,0,0,3,0,3,21,0,21,7,0,7,0,0,0,46,1,45,1,0,1,1,0,1,0,0,0,0,,0,0,,0,0,,0,79
159373,875,254,621,4,1,3,69,31,38,67,12,55,53,16,37,0,0,0,607,165,442,18,1,17,45,23,22,12,5,7,0,,0,0,,0,0,,0,875
159382,727,178,549,67,20,47,18,9,9,122,24,98,7,1,6,0,0,0,503,123,380,7,0,7,3,1,2,0,0,0,0,0,0,0,,0,0,0,0,727
159391,7440,3159,4281,39,17,22,296,123,173,955,282,673,454,183,271,9,4,5,5043,2222,2821,162,62,100,103,51,52,379,215,164,0,,0,0,,0,0,,0,7440
159407,365,104,261,2,1,1,3,3,0,43,11,32,6,1,5,0,0,0,298,86,212,8,1,7,4,1,3,1,0,1,0,,0,0,,0,0,,0,365
159416,3935,1622,2313,18,8,10,136,63,73,697,227,470,205,92,113,14,6,8,1988,836,1152,140,55,85,588,255,333,149,80,69,0,,0,0,,0,0,,0,3935
159513,82,2,80,0,0,0,1,1,0,44,0,44,5,0,5,0,0,0,32,1,31,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,82
159522,134,5,129,1,0,1,2,0,2,28,0,28,3,1,2,0,0,0,98,3,95,0,0,0,2,1,1,0,0,0,0,,0,0,,0,0,,0,134
159531,16,0,16,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,0,13,2,0,2,0,0,0,0,0,0,0,,0,0,,0,0,,0,16
159568,245,95,150,0,0,0,1,0,1,46,21,25,9,6,3,0,0,0,175,58,117,10,7,3,0,0,0,4,3,1,0,,0,0,,0,0,,0,245
159601,14,0,14,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,14
159647,2174,1089,1085,5,1,4,41,22,19,217,99,118,109,65,44,1,0,1,1559,759,800,50,26,24,79,48,31,113,69,44,0,,0,0,,0,0,,0,2174
159656,975,297,678,7,1,6,26,10,16,152,32,120,156,45,111,2,2,0,458,145,313,33,10,23,113,39,74,28,13,15,0,,0,0,,0,0,,0,975
159717,1271,420,851,8,2,6,17,4,13,204,48,156,46,18,28,1,0,1,860,272,588,39,12,27,5,2,3,91,62,29,0,,0,0,,0,0,,0,1271
159939,1446,677,769,5,2,3,123,64,59,242,78,164,133,62,71,0,0,0,799,389,410,56,33,23,22,12,10,66,37,29,0,,0,0,,0,0,,0,1446
159948,433,285,148,0,0,0,29,15,14,46,23,23,11,8,3,0,0,0,260,160,100,1,0,1,82,75,7,4,4,0,0,,0,0,,0,0,,0,433
159966,1368,457,911,34,8,26,15,2,13,218,61,157,48,18,30,1,1,0,995,344,651,23,6,17,12,6,6,22,11,11,0,,0,0,,0,0,,0,1368
159993,1758,522,1236,10,2,8,32,11,21,356,74,282,60,18,42,2,0,2,1109,335,774,46,11,35,55,17,38,88,54,34,0,,0,0,,0,0,,0,1758
160010,530,389,141,7,4,3,1,1,0,182,104,78,22,19,3,2,2,0,305,250,55,9,8,1,2,1,1,0,0,0,0,,0,0,,0,0,,0,530
160038,2121,518,1603,23,7,16,23,4,19,521,110,411,142,31,111,5,2,3,1273,319,954,75,23,52,29,11,18,30,11,19,0,,0,0,,0,0,,0,2121
160065,171,29,142,0,0,0,2,0,2,61,6,55,21,4,17,0,0,0,74,16,58,2,0,2,11,3,8,0,0,0,0,,0,0,,0,0,,0,171
160074,316,73,243,1,0,1,12,3,9,38,5,33,18,3,15,1,1,0,212,52,160,0,0,0,34,9,25,0,0,0,0,,0,0,,0,0,,0,316
160117,130,1,129,0,0,0,1,0,1,83,0,83,7,0,7,0,0,0,34,1,33,2,0,2,3,0,3,0,0,0,0,,0,0,,0,0,,0,130
160126,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,6
160199,21,0,21,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,18,0,18,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,21
160320,1847,53,1794,10,0,10,29,1,28,446,11,435,220,11,209,11,0,11,751,22,729,32,2,30,345,6,339,3,0,3,0,,0,0,,0,0,,0,1847
160409,24,24,0,0,0,0,4,4,0,1,1,0,3,3,0,0,0,0,15,15,0,0,0,0,1,1,0,0,0,0,0,,0,0,,0,0,,0,24
160472,108,2,106,0,0,0,3,1,2,27,0,27,38,0,38,0,0,0,38,1,37,2,0,2,0,0,0,0,0,0,0,,0,0,,0,0,,0,108
