UNITID,LINE_10,LINE_45,LINE_50,LINE_55,LINE_11,LINE_30,LINE_51,LINE_52,PGLIN10,PGLIN45,PGLIN50,PGLIN11,SSLIN10,SSLIN45,SSLIN50,SSLIN11,NRLIN10,NRLIN45,NRLIN50,NRLIN11
111762,82,0,82,1,60,0,3,19,31,0,31,27,0,0,0,0,51,0,51,33
111799,130,0,130,0,85,0,12,33,65,0,65,45,1,0,1,1,64,0,64,39
112181,111,0,111,18,95,0,0,16,44,0,44,37,13,0,13,12,54,0,54,46
112288,345,0,345,44,190,0,0,155,289,0,289,151,22,0,22,13,34,0,34,26
112367,391,0,391,295,351,0,0,40,175,0,175,175,0,0,0,0,216,0,216,176
112455,56,1,55,4,35,0,1,19,48,1,47,31,2,0,2,1,6,0,6,3
113449,92,0,92,31,68,0,24,0,68,0,68,46,7,0,7,6,17,0,17,16
114460,94,0,94,12,69,0,0,25,57,0,57,36,11,0,11,8,26,0,26,25
114637,62,0,62,38,58,0,0,4,17,0,17,17,0,0,0,0,45,0,45,41
114761,35,0,35,7,24,0,3,8,25,0,25,15,0,0,0,0,10,0,10,9
114947,138,0,138,124,125,0,0,13,25,0,25,25,5,0,5,5,108,0,108,95
115357,59,0,59,10,47,0,0,12,45,0,45,33,2,0,2,2,12,0,12,12
115658,15,0,15,3,12,0,1,2,15,0,15,12,0,0,0,0,0,0,0,0
116350,50,0,50,9,30,0,0,20,30,0,30,17,5,0,5,3,15,0,15,10
117238,67,0,67,23,47,1,4,15,51,0,51,37,4,0,4,4,12,0,12,6
117955,111,0,111,16,77,0,6,28,82,0,82,54,8,0,8,5,21,0,21,18
118134,17,0,17,2,9,0,0,8,5,0,5,3,1,0,1,0,11,0,11,6
118143,10,0,10,1,6,0,0,4,7,0,7,4,0,0,0,0,3,0,3,2
118161,30,0,30,23,29,0,0,1,18,0,18,17,4,0,4,4,8,0,8,8
118958,18,0,18,1,11,0,4,3,9,0,9,7,0,0,0,0,9,0,9,4
118994,212,0,212,7,82,2,3,125,174,0,174,66,20,0,20,10,18,0,18,6
119553,346,0,346,254,265,0,0,81,246,0,246,203,32,0,32,25,68,0,68,37
119951,146,0,146,3,84,0,2,60,110,0,110,55,5,0,5,4,31,0,31,25
120069,189,0,189,22,128,0,0,61,146,0,146,98,15,0,15,9,28,0,28,21
120087,115,0,115,15,72,2,0,41,83,0,83,50,5,0,5,2,27,0,27,20
121433,68,0,68,18,32,0,8,28,55,0,55,28,1,0,1,0,12,0,12,4
121637,27,0,27,0,19,0,0,8,14,0,14,10,0,0,0,0,13,0,13,9
121859,91,0,91,29,67,0,0,24,73,0,73,53,7,0,7,6,11,0,11,8
121868,65,0,65,24,56,0,1,8,52,0,52,45,4,0,4,4,9,0,9,7
123350,65,0,65,45,55,0,10,0,60,0,60,50,0,0,0,0,5,0,5,5
123493,203,0,203,106,106,0,61,36,133,0,133,81,33,0,33,17,37,0,37,8
124681,715,0,715,106,465,9,2,239,675,0,675,432,13,0,13,11,27,0,27,22
125082,29,0,29,0,13,0,2,14,5,0,5,3,0,0,0,0,24,0,24,10
125310,18,1,17,2,13,0,0,4,15,1,14,11,2,0,2,2,1,0,1,0
126915,49,0,49,47,47,0,0,2,26,0,26,26,5,0,5,5,18,0,18,16
127158,695,0,695,556,582,0,62,51,465,0,465,446,0,0,0,0,230,0,230,136
127316,43,0,43,22,33,0,0,10,33,0,33,25,2,0,2,2,8,0,8,6
128337,46,0,46,0,32,0,0,14,36,0,36,24,8,0,8,6,2,0,2,2
128896,36,0,36,20,24,0,0,12,28,0,28,20,3,0,3,1,5,0,5,3
129002,48,0,48,28,31,0,0,17,33,0,33,18,12,0,12,11,3,0,3,2
129349,72,0,72,5,58,0,0,14,36,0,36,29,15,0,15,12,21,0,21,17
129932,743,0,743,332,579,0,0,164,645,0,645,545,32,0,32,22,66,0,66,12
130174,275,0,275,170,189,0,0,86,205,0,205,138,35,0,35,24,35,0,35,27
130873,342,0,342,198,260,0,0,82,239,0,239,167,17,0,17,16,86,0,86,77
131061,48,0,48,11,19,0,0,29,33,0,33,14,4,0,4,3,11,0,11,2
132675,30,0,30,17,17,0,0,13,11,0,11,1,0,0,0,0,19,0,19,16
132976,228,2,226,7,200,0,25,1,74,0,74,74,0,0,0,0,154,2,152,126
133155,381,0,381,213,344,0,11,26,244,0,244,244,0,0,0,0,137,0,137,100
134024,15,0,15,13,13,0,0,2,12,0,12,11,2,0,2,2,1,0,1,0
134228,31,0,31,27,27,0,0,4,31,0,31,27,0,0,0,0,0,0,0,0
134307,230,2,228,50,65,0,4,159,180,2,178,65,0,0,0,0,50,0,50,0
134529,94,0,94,41,67,0,0,27,72,0,72,63,5,0,5,3,17,0,17,1
134574,26,0,26,16,18,0,0,8,21,0,21,17,2,0,2,1,3,0,3,0
134714,68,1,67,18,38,0,0,29,50,0,50,33,4,1,3,2,14,0,14,3
135142,68,2,66,2,62,0,2,2,64,2,62,59,2,0,2,2,2,0,2,1
135179,512,0,512,281,404,0,0,108,156,0,156,111,0,0,0,0,356,0,356,293
135276,726,2,724,293,345,0,12,367,347,1,346,165,0,0,0,0,379,1,378,180
135337,53,0,53,20,31,0,0,22,33,0,33,17,5,0,5,4,15,0,15,10
135522,234,1,233,182,182,6,16,29,132,0,132,108,0,0,0,0,102,1,101,74
135559,58,0,58,2,42,0,0,16,35,0,35,31,6,0,6,5,17,0,17,6
136109,47,0,47,0,36,0,1,10,27,0,27,21,5,0,5,4,15,0,15,11
136303,282,0,282,137,141,0,0,141,101,0,101,71,0,0,0,0,181,0,181,70
136491,241,0,241,73,111,0,11,119,124,0,124,111,0,0,0,0,117,0,117,0
136765,218,0,218,175,200,0,18,0,189,0,189,189,0,0,0,0,29,0,29,11
137023,284,0,284,245,258,0,26,0,119,0,119,112,0,0,0,0,165,0,165,146
137591,369,0,369,111,254,0,5,110,225,0,225,135,124,0,124,100,20,0,20,19
137856,41,0,41,32,32,0,0,9,14,0,14,14,0,0,0,0,27,0,27,18
137865,123,0,123,60,68,0,1,54,85,0,85,49,0,0,0,0,38,0,38,19
138284,335,0,335,97,97,24,4,210,149,0,149,44,0,0,0,0,186,0,186,53
138822,172,0,172,54,118,1,5,48,94,0,94,80,5,0,5,5,73,0,73,33
138938,31,0,31,24,24,0,0,7,15,0,15,15,7,0,7,7,9,0,9,2
139506,102,0,102,22,69,7,4,22,73,0,73,60,5,0,5,5,24,0,24,4
141608,39,0,39,9,29,0,0,10,28,0,28,22,3,0,3,3,8,0,8,4
142407,31,0,31,14,27,0,0,4,28,0,28,24,0,0,0,0,3,0,3,3
142416,15,0,15,12,12,0,0,3,11,0,11,11,2,0,2,1,2,0,2,0
142489,35,0,35,17,24,0,0,11,24,0,24,13,1,0,1,1,10,0,10,10
143376,65,0,65,3,41,0,0,24,35,0,35,17,4,0,4,4,26,0,26,20
143464,7,0,7,1,3,0,0,4,6,0,6,3,0,0,0,0,1,0,1,0
143473,10,0,10,2,8,0,0,2,8,0,8,6,2,0,2,2,0,0,0,0
143482,12,0,12,8,8,0,2,2,0,0,0,0,1,0,1,1,11,0,11,7
143552,3,0,3,1,2,0,0,1,3,0,3,2,0,0,0,0,0,0,0,0
144573,14,0,14,3,10,0,0,4,11,0,11,7,2,0,2,2,1,0,1,1
144795,178,0,178,9,81,0,0,97,130,0,130,56,15,0,15,9,33,0,33,16
145099,99,0,99,56,78,0,0,21,79,0,79,62,10,0,10,9,10,0,10,7
145309,20,0,20,13,18,0,1,1,12,0,12,12,5,0,5,5,3,0,3,1
145406,55,0,55,10,39,0,0,16,21,0,21,15,20,0,20,13,14,0,14,11
145424,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
145433,19,0,19,1,9,0,1,9,10,0,10,4,2,0,2,1,7,0,7,4
146454,28,0,28,0,19,0,0,9,22,0,22,14,5,0,5,4,1,0,1,1
146807,11,0,11,9,9,0,1,1,4,0,4,3,3,0,3,2,4,0,4,4
147642,23,0,23,5,11,0,0,12,4,0,4,3,1,0,1,0,18,0,18,8
147819,39,0,39,33,33,0,0,6,21,0,21,21,8,0,8,8,10,0,10,4
148098,49,0,49,4,46,0,0,3,32,0,32,29,6,0,6,6,11,0,11,11
148955,9,0,9,0,9,0,0,0,8,0,8,8,0,0,0,0,1,0,1,1
149204,25,0,25,1,21,0,0,4,22,0,22,18,3,0,3,3,0,0,0,0
149499,3,0,3,3,3,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1
149550,50,0,50,4,39,0,0,11,26,0,26,17,19,0,19,18,5,0,5,4
150303,25,0,25,1,18,0,0,7,16,0,16,9,5,0,5,5,4,0,4,4
150428,8,0,8,8,8,0,0,0,5,0,5,5,3,0,3,3,0,0,0,0
150765,30,0,30,2,19,0,1,10,10,0,10,4,4,0,4,2,16,0,16,13
150853,24,0,24,4,12,0,0,12,24,0,24,12,0,0,0,0,0,0,0,0
151564,14,0,14,4,4,0,4,6,8,0,8,3,0,0,0,0,6,0,6,1
151607,23,0,23,0,14,0,0,9,16,0,16,7,6,0,6,6,1,0,1,1
151652,84,0,84,4,59,0,1,24,63,0,63,40,12,0,12,11,9,0,9,8
152150,2,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0
152275,46,0,46,1,17,2,1,26,42,0,42,15,0,0,0,0,4,0,4,2
152309,29,0,29,4,14,0,0,15,26,0,26,11,1,0,1,1,2,0,2,2
152628,21,0,21,10,13,0,0,8,8,0,8,8,4,0,4,4,9,0,9,1
155159,34,0,34,2,23,0,1,10,23,0,23,15,6,0,6,4,5,0,5,4
155353,57,0,57,16,41,0,0,16,53,0,53,39,4,0,4,2,0,0,0,0
155423,221,0,221,130,130,0,0,91,66,0,66,41,18,0,18,14,137,0,137,75
156277,28,0,28,2,4,0,13,11,23,0,23,0,1,0,1,1,4,0,4,3
156310,92,0,92,8,53,0,2,37,64,0,64,37,3,0,3,2,25,0,25,14
156426,51,0,51,2,28,0,0,23,26,0,26,10,5,0,5,4,20,0,20,14
156754,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
156842,49,0,49,0,39,0,0,10,23,0,23,15,5,0,5,5,21,0,21,19
156967,30,0,30,4,19,0,0,11,21,0,21,13,4,0,4,4,5,0,5,2
157614,30,0,30,0,17,0,0,13,21,0,21,9,2,0,2,1,7,0,7,7
157650,44,0,44,0,23,0,1,20,30,0,30,15,9,0,9,7,5,0,5,1
157669,37,0,37,0,14,0,0,23,34,0,34,12,1,0,1,1,2,0,2,1
157678,70,0,70,3,39,0,3,28,60,0,60,32,6,0,6,5,4,0,4,2
158246,144,0,144,109,111,0,0,33,122,0,122,94,7,0,7,6,15,0,15,11
158538,6,0,6,1,3,0,2,1,5,0,5,2,0,0,0,0,1,0,1,1
158617,491,0,491,285,407,0,0,84,197,0,197,162,171,0,171,150,123,0,123,95
158778,31,0,31,9,14,0,0,17,25,0,25,12,1,0,1,1,5,0,5,1
158787,35,0,35,0,19,0,4,12,18,0,18,8,11,0,11,6,6,0,6,5
159027,26,0,26,6,12,0,0,14,10,0,10,6,10,0,10,6,6,0,6,0
159328,24,0,24,1,3,0,0,21,0,0,0,0,0,0,0,0,24,0,24,3
159513,44,0,44,1,28,0,0,16,33,0,33,19,4,0,4,4,7,0,7,5
159522,31,0,31,5,25,0,0,6,17,0,17,12,7,0,7,6,7,0,7,7
159531,14,0,14,0,8,0,0,6,13,0,13,7,1,0,1,1,0,0,0,0
159601,15,0,15,1,11,0,0,4,13,0,13,9,1,0,1,1,1,0,1,1
160117,55,0,55,18,31,0,0,24,37,0,37,22,2,0,2,0,16,0,16,9
160126,6,0,6,1,5,0,0,1,6,0,6,5,0,0,0,0,0,0,0,0
160199,22,1,21,1,16,0,0,5,15,1,14,10,0,0,0,0,7,0,7,6
160320,535,0,535,49,377,0,0,158,327,0,327,209,54,0,54,44,154,0,154,124
160472,68,0,68,1,39,0,28,1,63,0,63,39,1,0,1,0,4,0,4,0
160597,4,0,4,0,0,0,1,3,4,0,4,0,0,0,0,0,0,0,0,0
161493,69,0,69,3,47,0,0,22,50,0,50,31,12,0,12,10,7,0,7,6
161527,110,0,110,39,87,0,0,23,60,0,60,44,29,0,29,25,21,0,21,18
161800,70,0,70,35,35,0,0,35,54,0,54,28,16,0,16,7,0,0,0,0
161855,17,0,17,13,13,0,0,4,15,0,15,11,2,0,2,2,0,0,0,0
162335,8,0,8,1,5,0,0,3,8,0,8,5,0,0,0,0,0,0,0,0
162371,648,0,648,460,466,0,0,182,355,0,355,218,218,0,218,196,75,0,75,52
162830,75,0,75,1,57,2,0,16,48,0,48,36,13,0,13,10,14,0,14,11
163347,177,0,177,29,66,0,0,111,166,0,166,58,1,0,1,1,10,0,10,7
163408,115,0,115,3,79,2,0,34,96,0,96,67,19,0,19,12,0,0,0,0
163541,323,0,323,143,150,23,6,144,287,0,287,142,36,0,36,8,0,0,0,0
163815,35,0,35,26,26,0,0,9,32,0,32,23,1,0,1,1,2,0,2,2
164535,10,0,10,7,7,0,0,3,3,0,3,3,2,0,2,2,5,0,5,2
164845,66,0,66,0,32,0,1,33,59,0,59,28,5,0,5,3,2,0,2,1
165255,46,0,46,43,44,0,0,2,9,0,9,9,17,0,17,17,20,0,20,18
165556,379,0,379,39,218,0,0,161,324,0,324,176,31,0,31,24,24,0,24,18
165608,15,0,15,10,10,0,0,5,12,0,12,9,2,0,2,1,1,0,1,0
165750,33,0,33,0,23,0,0,10,29,0,29,20,1,0,1,1,3,0,3,2
166498,49,0,49,22,22,0,0,27,10,0,10,6,1,0,1,1,38,0,38,15
166805,25,0,25,1,18,0,0,7,15,0,15,9,5,0,5,5,5,0,5,4
167039,6,0,6,0,4,0,0,2,0,0,0,0,0,0,0,0,6,0,6,4
167871,27,0,27,1,15,0,1,11,16,0,16,7,5,0,5,4,6,0,6,4
168032,6,0,6,0,4,0,0,2,3,0,3,1,2,0,2,2,1,0,1,1
168555,18,0,18,9,11,2,1,4,18,0,18,11,0,0,0,0,0,0,0,0
168573,663,1,662,358,439,0,0,223,481,1,480,311,59,0,59,44,123,0,123,84
168892,21,0,21,10,16,0,0,5,16,0,16,16,0,0,0,0,5,0,5,0
169284,101,0,101,6,56,0,3,42,88,0,88,45,5,0,5,5,8,0,8,6
169503,89,0,89,8,67,0,1,21,60,0,60,45,10,0,10,8,19,0,19,14
169813,7,0,7,0,2,1,0,4,6,0,6,2,0,0,0,0,1,0,1,0
170611,73,0,73,41,55,5,3,10,47,0,47,36,5,0,5,3,21,0,21,16
170736,32,0,32,26,32,0,0,0,26,0,26,26,4,0,4,4,2,0,2,2
171775,20,0,20,2,11,0,0,9,7,0,7,2,0,0,0,0,13,0,13,9
171988,53,0,53,35,42,0,0,11,44,0,44,35,6,0,6,5,3,0,3,2
171997,107,0,107,41,73,0,0,34,89,0,89,58,13,0,13,11,5,0,5,4
172015,80,0,80,27,56,0,0,24,68,0,68,47,9,0,9,6,3,0,3,3
172422,86,0,86,72,75,0,2,9,25,0,25,21,0,0,0,0,61,0,61,54
172495,82,0,82,5,49,1,1,31,46,0,46,23,12,0,12,10,24,0,24,16
172680,27,0,27,2,23,1,0,3,8,0,8,8,7,0,7,5,12,0,12,10
173470,8,0,8,0,2,1,0,5,6,0,6,0,0,0,0,0,2,0,2,2
173744,184,0,184,15,154,0,0,30,88,0,88,69,1,0,1,1,95,0,95,84
174190,102,0,102,18,66,1,0,35,56,0,56,25,13,0,13,13,33,0,33,28
174321,52,0,52,20,32,0,13,7,7,0,7,7,10,0,10,10,35,0,35,15
174978,63,0,63,3,48,0,0,15,41,0,41,28,5,0,5,5,17,0,17,15
175120,636,0,636,362,381,0,0,255,390,0,390,245,0,0,0,0,246,0,246,136
175494,26,0,26,22,22,0,0,4,20,0,20,20,0,0,0,0,6,0,6,2
175698,33,0,33,23,23,2,2,6,31,0,31,21,2,0,2,2,0,0,0,0
175722,7,0,7,3,6,0,0,1,4,0,4,3,1,0,1,1,2,0,2,2
176062,17,0,17,0,8,0,0,9,7,0,7,2,0,0,0,0,10,0,10,6
176433,6,0,6,0,3,0,0,3,2,0,2,1,0,0,0,0,4,0,4,2
176716,63,0,63,16,52,0,1,10,31,0,31,24,2,0,2,2,30,0,30,26
176983,56,0,56,52,52,0,0,4,27,0,27,27,0,0,0,0,29,0,29,25
177436,3,0,3,3,3,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0
177588,12,0,12,0,6,0,0,6,10,0,10,6,0,0,0,0,2,0,2,0
177603,18,0,18,1,10,0,0,8,12,0,12,6,0,0,0,0,6,0,6,4
177685,37,0,37,2,26,0,0,11,21,0,21,16,5,0,5,3,11,0,11,7
177870,13,0,13,13,13,0,0,0,5,0,5,5,0,0,0,0,8,0,8,8
177931,9,0,9,9,9,0,0,0,6,0,6,6,3,0,3,3,0,0,0,0
178077,14,0,14,4,9,0,0,5,6,0,6,4,4,0,4,3,4,0,4,2
178527,14,0,14,1,7,0,0,7,12,0,12,6,0,0,0,0,2,0,2,1
178828,23,0,23,21,21,0,2,0,18,0,18,17,3,0,3,3,2,0,2,1
179195,7,0,7,0,4,0,0,3,7,0,7,4,0,0,0,0,0,0,0,0
179229,7,0,7,2,5,0,0,2,6,0,6,4,0,0,0,0,1,0,1,1
179991,11,0,11,10,10,0,0,1,5,0,5,5,1,0,1,0,5,0,5,5
180063,27,0,27,2,21,0,0,6,15,0,15,15,7,0,7,2,5,0,5,4
180090,31,0,31,19,27,0,0,4,21,0,21,18,3,0,3,3,7,0,7,6
181880,227,0,227,113,136,0,1,90,160,0,160,94,30,0,30,17,37,0,37,25
182704,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
182722,21,0,21,0,17,0,0,4,15,0,15,13,0,0,0,0,6,0,6,4
182892,34,0,34,6,25,0,0,9,23,0,23,16,11,0,11,9,0,0,0,0
182953,41,0,41,14,37,0,0,4,26,0,26,24,7,0,7,7,8,0,8,6
182999,16,0,16,5,12,0,0,4,5,0,5,5,5,0,5,5,6,0,6,2
183035,10,0,10,10,10,0,0,0,3,0,3,3,7,0,7,7,0,0,0,0
183202,30,0,30,0,27,0,0,3,10,0,10,9,7,0,7,5,13,0,13,13
183725,255,0,255,98,153,0,0,102,223,0,223,129,16,0,16,12,16,0,16,12
183983,86,0,86,67,67,0,0,19,52,0,52,41,7,0,7,6,27,0,27,20
184056,382,0,382,116,234,0,7,141,292,0,292,169,59,0,59,44,31,0,31,21
184506,44,0,44,3,23,0,0,21,40,0,40,19,2,0,2,2,2,0,2,2
184746,196,0,196,162,162,0,0,34,119,0,119,97,57,0,57,46,20,0,20,19
184816,49,0,49,3,25,0,0,24,48,0,48,24,0,0,0,0,1,0,1,1
185174,33,0,33,29,29,0,0,4,15,0,15,15,12,0,12,12,6,0,6,2
185396,1098,0,1098,605,739,0,7,352,839,0,839,541,132,0,132,107,127,0,127,91
185466,275,0,275,79,212,0,5,58,100,0,100,77,55,0,55,44,120,0,120,91
185767,15,0,15,0,9,0,1,5,13,0,13,8,1,0,1,0,1,0,1,1
185970,20,0,20,6,15,0,0,5,13,0,13,9,4,0,4,3,3,0,3,3
186016,96,0,96,10,87,0,0,9,63,0,63,54,12,0,12,12,21,0,21,21
186274,12,0,12,0,4,0,0,8,8,0,8,3,0,0,0,0,4,0,4,1
186593,60,0,60,2,32,0,0,28,46,0,46,26,4,0,4,2,10,0,10,4
187505,707,0,707,272,351,10,135,211,591,0,591,277,41,0,41,23,75,0,75,51
188289,15,0,15,0,8,0,0,7,9,0,9,5,2,0,2,1,4,0,4,2
188650,363,0,363,299,309,0,0,54,341,0,341,301,5,0,5,0,17,0,17,8
188890,846,2,844,33,636,0,2,206,582,1,581,457,41,0,41,37,223,1,222,142
189219,276,0,276,251,260,3,0,13,155,0,155,151,82,0,82,77,39,0,39,32
189255,75,0,75,62,68,0,0,7,9,0,9,9,8,0,8,8,58,0,58,51
189404,7,0,7,3,5,0,0,2,6,0,6,4,0,0,0,0,1,0,1,1
189468,151,0,151,119,120,0,0,31,89,0,89,66,30,0,30,28,32,0,32,26
189477,146,0,146,25,68,0,1,77,57,0,57,57,5,0,5,5,84,0,84,6
189714,75,0,75,26,54,0,0,21,42,0,42,30,9,0,9,8,24,0,24,16
189990,39,0,39,5,39,0,0,0,24,0,24,24,2,0,2,2,13,0,13,13
190239,48,0,48,0,30,0,0,18,44,0,44,27,3,0,3,2,1,0,1,1
190318,43,0,43,12,34,0,0,9,30,0,30,25,4,0,4,3,9,0,9,6
191311,63,0,63,56,56,0,0,7,7,0,7,7,1,0,1,1,55,0,55,48
191940,79,0,79,74,76,0,0,3,51,0,51,51,10,0,10,10,18,0,18,15
192484,10,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,10,0
192800,2,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0
193122,51,0,51,28,28,4,3,16,33,0,33,19,9,0,9,7,9,0,9,2
193186,6,0,6,0,1,0,0,5,2,0,2,0,0,0,0,0,4,0,4,1
193265,83,0,83,80,81,0,0,2,34,0,34,32,23,0,23,23,26,0,26,26
193672,19,0,19,8,16,0,3,0,16,0,16,16,3,0,3,0,0,0,0,0
193991,10,0,10,0,6,0,0,4,6,0,6,4,0,0,0,0,4,0,4,2
194259,12,0,12,8,8,0,0,4,7,0,7,5,4,0,4,3,1,0,1,0
194435,19,0,19,11,17,0,0,2,14,0,14,12,4,0,4,4,1,0,1,1
195067,201,0,201,2,100,0,0,101,191,0,191,95,5,0,5,4,5,0,5,1
197337,16,0,16,0,12,0,0,4,12,0,12,9,0,0,0,0,4,0,4,3
198844,132,0,132,74,119,0,0,13,53,0,53,47,0,0,0,0,79,0,79,72
199005,5,0,5,4,4,0,0,1,5,0,5,4,0,0,0,0,0,0,0,0
199078,18,0,18,2,11,0,1,6,14,0,14,10,0,0,0,0,4,0,4,1
199689,39,0,39,4,27,0,0,12,31,0,31,20,2,0,2,2,6,0,6,5
199980,178,12,166,124,124,0,0,42,156,9,147,110,0,0,0,0,22,3,19,14
201034,150,0,150,97,100,0,26,24,17,0,17,2,2,0,2,1,131,0,131,97
201098,31,0,31,24,24,0,0,7,21,0,21,16,3,0,3,1,7,0,7,7
201131,45,0,45,24,24,0,0,21,34,0,34,17,7,0,7,7,4,0,4,0
201159,144,0,144,43,82,0,39,23,61,0,61,44,6,0,6,5,77,0,77,33
201478,120,0,120,85,89,0,0,31,78,0,78,58,17,0,17,16,25,0,25,15
201496,570,0,570,54,515,0,0,55,179,0,179,179,28,0,28,28,363,0,363,308
201539,25,0,25,20,20,0,0,5,18,0,18,14,4,0,4,4,3,0,3,2
201681,114,0,114,31,33,0,35,46,101,0,101,29,5,0,5,2,8,0,8,2
201803,85,0,85,13,83,0,0,2,81,0,81,81,0,0,0,0,4,0,4,2
202152,127,0,127,99,101,0,0,26,114,0,114,91,13,0,13,10,0,0,0,0
202657,102,0,102,79,79,0,0,23,35,0,35,32,12,0,12,9,55,0,55,38
202888,22,0,22,13,16,0,3,3,21,0,21,16,1,0,1,0,0,0,0,0
202949,159,0,159,138,138,0,0,21,71,0,71,57,20,0,20,18,68,0,68,63
202985,25,0,25,3,4,8,6,7,23,0,23,4,2,0,2,0,0,0,0,0
203030,14,0,14,13,13,0,1,0,12,0,12,11,2,0,2,2,0,0,0,0
203146,287,0,287,235,263,0,0,24,126,0,126,116,61,0,61,58,100,0,100,89
203234,91,0,91,26,59,0,0,32,84,0,84,52,6,0,6,6,1,0,1,1
203942,27,0,27,23,23,0,0,4,27,0,27,23,0,0,0,0,0,0,0,0
204158,91,0,91,81,81,0,0,10,41,0,41,36,6,0,6,4,44,0,44,41
204334,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
204431,33,5,28,5,18,3,2,5,29,5,24,16,0,0,0,0,4,0,4,2
204963,54,0,54,48,48,0,0,6,35,0,35,33,5,0,5,5,14,0,14,10
204981,22,0,22,13,16,0,0,6,20,0,20,16,0,0,0,0,2,0,2,0
206039,29,0,29,17,19,0,0,10,19,0,19,12,8,0,8,7,2,0,2,0
206172,52,0,52,28,28,0,0,24,4,0,4,3,0,0,0,0,48,0,48,25
206181,8,0,8,5,6,0,0,2,5,0,5,4,1,0,1,0,2,0,2,2
206321,17,0,17,5,13,0,0,4,14,0,14,10,1,0,1,1,2,0,2,2
206905,54,0,54,50,50,0,4,0,54,0,54,50,0,0,0,0,0,0,0,0
