UNITID,F1A01,F1A31,F1A04,F1A05,F1A06,F1A19,F1A07,F1A08,F1A09,F1A10,F1A11,F1A12,F1A13,F1A20,F1A14,F1A15,F1A16,F1A17,F1A18,F1A214,F1A224,F1A234,F1A324,F1A274,F1A27T4,F1A284,F1A334,F1A344,F1D01,F1D02,F1D03,F1D04,F1D05,F1D06,F1B01,F1B02,F1B03,F1B04,F1B04A,F1B04B,F1B05,F1B06,F1B26,F1B07,F1B08,F1B09,F1B10,F1B11,F1B12,F1B13,F1B14,F1B15,F1B16,F1B17,F1B18,F1B19,F1B27,F1B20,F1B21,F1B22,F1B23,F1B24,F1B25,F1C011,F1C012,F1C021,F1C022,F1C031,F1C032,F1C051,F1C052,F1C061,F1C062,F1C071,F1C072,F1C101,F1C111,F1C112,F1C121,F1C122,F1C131,F1C132,F1C141,F1C142,F1C191,F1C192,F1C193,F1C19OM,F1C19DP,F1C19IN,F1C19OT,F1MHP,F1M01,F1M02,F1M03,F1M04,F1MHOP,F1M05,F1M06,F1M07,F1M08,F1E01,F1E02,F1E03,F1E04,F1E05,F1E06,F1E07,F1E08,F1E09,F1E10,F1E11,F1E12,F1E121,F1E122,F1E13,F1E131,F1E132,F1E14,F1E141,F1E142,F1E15,F1E151,F1E152,F1E16,F1E161,F1E162,F1E17,F1E171,F1E172,F1FHA,F1H01,F1H02,F1H03,F1H03A,F1H03B,F1H03C,F1H03D,F1N01,F1N02,F1N03,F1N04,F1N05,F1N06,F1N07
100724,113191113,243082139,901027,243983166,357174279,44017518,5093714,26998366,32092080,45290000,97975535,143265535,175357615,54213399,200340602,26981742,250000,-55951561,171620783,21259653,89542243,284878644,30722402,965263,427368205,189570873,5284808,0,173916291,162611000,11305291,160845494,-530002,171620783,35863560,37849487,4010325,2947183,0,2947183,13742749,0,0,0,10014276,104427580,0,55021738,0,14317676,291061,0,122784,-3276318,0,66476941,170904521,3011770,0,0,0,3011770,173916291,36266697,27747310,4489287,1878007,4029044,2380650,17613184,7803214,20991021,10375892,41065705,11539621,25765563,12390499,2302862,0,0,0,0,0,0,162611000,64027556,10601831,16681793,12228808,3297164,55773848,1,-3187164,60041352,19489000,15044500,1,-786279,34013081,34724399,28584747,14066676,9303072,291061,0,647664,18349060,42657533,14444644,2447326,16891970,25765563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16891970,14444644,2447326,1,130589167,108202146,-22387021,75693,-13402577,-930010,-8130127,353775,183937797,353775,273542856,0,45290000,163541010
100733,26209698,15961161,11667501,27628662,53838360,8043396,0,5094529,5094529,0,20873175,20873175,25967704,9404500,15848938,19570533,0,-8909919,26509552,106750,76802,20195439,196059,6930,20581980,4847359,0,226539,39941083,21003861,18937222,7575305,-2975,26509552,0,0,0,0,0,0,0,,0,,22176709,22176709,0,19570533,0,0,0,0,24494,-1841903,11250,17764374,39941083,0,0,0,0,0,39941083,0,0,0,0,0,0,0,0,0,0,19645256,13694563,0,0,0,,,,,1358605,0,21003861,13694563,3293719,0,586787,3598,3425194,1,1161150,15386000,3622500,3181396,1,197455,5437399,5782000,4862000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,18937221,39941083,18937221,7572331,8909919,0,21003861
100751,867733598,2291578878,2053896758,4345475636,5213209234,344140710,45898865,509793352,555692217,1105798605,793461642,1899260247,2454952464,377201632,1460621877,561259065,600413389,102901517,2725195848,189609855,195041734,2703728588,412979262,91697132,3593056571,1090933605,59263831,4281286,1054248871,1192566497,-138317626,2863513474,0,2725195848,485015783,87186540,33028646,8978351,1766951,7211400,220599553,0,16934239,0,92211504,943954616,0,194970221,0,37082202,0,0,44942506,-286146166,5382704,-3768533,940186083,20953780,33892304,58711463,505241,114062788,1054248871,311837789,166873390,169667611,88575977,62750063,31800035,112645297,51113841,73513669,29244040,119034755,54301234,33834238,248604525,74218112,0,0,0,0,60678550,0,1192566497,496126629,164888107,93201422,91059806,34270601,313019932,1,46340744,553948000,177238000,151789003,1,5289405,220215581,191460865,175147900,30448171,6751890,888019,0,16848557,272793552,327730189,280492218,13403733,293895951,33834238,30448171,30448171,0,5369001,5369001,0,888019,888019,0,0,0,0,8619889,8619889,0,248570871,235167138,13403733,1,1237611651,1144632976,-92978675,80213832,-102247571,-70273090,-671846,112847773,1369338726,-157141890,3908502304,1525995652,1230527399,1256490953
100760,17253193,31968552,0,31968552,49221745,4131758,280000,4917388,5197388,5356907,13940968,19297875,24495263,8139738,26297046,152857,491437,-6222838,20718502,1699274,2366988,44335030,9243840,331461,57976593,26058363,50322,0,38043960,20026772,18017188,2701313,1,20718502,2981765,1467682,1919080,0,0,0,0,,0,,0,6368527,0,20537993,0,5602643,0,4490975,66696,7214,969912,31675433,38043960,0,0,0,0,0,38043960,8253483,4829092,0,0,22552,0,1025289,577682,2657747,1373383,4067113,1549783,3347472,0,0,,,,,653116,0,20026772,8329940,1365348,2240348,1471885,160504,6458747,1,345699,9601000,3770000,2409039,1,307417,3895157,4369738,1722719,2479608,80750,2552417,0,0,607900,5720675,2373203,0,2373203,3347472,1432310,1432310,0,30403,30403,0,302590,302590,0,0,0,0,0,0,0,607900,607900,0,1,146977,144975,-2002,0,276,0,-2278,16697329,38043960,16697299,19056747,7731993,5622243,18706880
100812,30277415,44152527,7781391,51933918,82211333,12001687,1474000,7803132,9277132,6218000,35698049,41916049,51193181,16188956,33818495,954335,200000,-8141947,26830883,2593856,2633789,53344126,4222665,2611763,65406199,21253672,0,0,48439493,43358613,5080880,21750003,0,26830883,14973463,5151018,3613307,0,0,0,408000,0,0,0,0,24145788,0,19349390,0,5333254,0,0,0,-1192329,803390,24293705,48439493,0,0,0,0,0,48439493,19201167,12971113,0,0,0,0,3682605,2149827,3730367,2411034,9244687,3767585,5448299,439295,185704,0,0,0,0,1612193,0,43358613,21485263,6855561,1873339,1212432,207313,11724705,1,2225429,24931000,7908000,7351975,1,-613236,9475316,8280956,4473262,5333254,3166767,579726,0,0,757278,9837025,4388726,0,4388726,5448299,2094377,2094377,0,1107910,1107910,0,90594,90594,0,0,0,0,0,0,0,1095845,1095845,0,1,5701551,4982337,-719214,0,0,0,-719214,-19005512,48439493,5080880,26830883,-7187612,7692000,43358613
100830,23215564,97369361,89131747,186501108,209716672,32278687,134927,30964496,31099423,134410,147026909,147161319,178260742,34793246,22684617,30727131,5378064,-29848441,28941371,15407483,10835336,137049750,34579364,1858354,199730287,102360927,0,0,121477165,105810653,15666512,13250201,24658,28941371,39293170,1683396,2548967,61369,0,61369,7734228,0,1572126,0,651210,53544466,0,43666861,0,23206551,0,0,949495,0,0,67822907,121367373,0,0,109792,0,109792,121477165,37364196,22447899,738295,424776,3132053,1939182,5656920,3898238,10220522,5317866,11549870,6517184,9729533,6788744,1647477,0,0,0,0,20630520,1305565,105810653,43498187,12034835,7221542,5529899,2300464,35225726,1,-498153,55980170,15528225,14810694,1,-174807,22083644,19265021,17467993,9363756,6324354,196468,0,1676228,10676042,28236848,16560085,1947230,18507315,9729533,9363756,8378557,985199,512945,458976,53969,196468,175797,20671,0,0,0,1936749,1732976,203773,6497397,5813779,683618,1,64217660,57070175,-7147485,895235,-5303621,-2739100,1,15556720,121367373,15666512,28941371,878690,74589652,105810653
100858,307029186,2007300890,1802457291,3809758181,4116787367,396747211,61811213,416276857,478088070,1134798599,964946556,2099745155,2577833225,406407157,1390254690,220957551,25234617,-107152662,1529294196,214007492,289763115,2357983527,534834093,146822560,3543410787,1336293981,0,3467291,1201744560,1266871197,-65126637,1595106792,-685959,1529294196,507624046,141755912,16094493,21211331,2763472,18447859,198268014,0,58340496,0,18495225,961789517,0,289742794,0,16330225,0,0,52178255,-130507169,0,227744105,1189533622,0,12029012,181926,0,12210938,1201744560,251264353,142452131,263777680,125563773,115481749,51703433,159868807,88655444,44463981,20094191,110677682,61085815,17085757,230602646,62596468,0,0,0,0,73648542,0,1266871197,552151255,175573195,130632911,105512727,36361685,266639424,1,67456869,599044361,178953005,166036980,1,5993536,284479568,221547746,199824068,15957869,1519065,131274,2947,61511807,97703794,176826756,150555527,9185472,159740999,17085757,15957869,15040255,917614,4135414,3897618,237796,394444,371763,22681,0,0,0,27083021,25525686,1557335,112170251,105720205,6450046,1,993955140,911152148,-82802992,50025692,-94733790,-38094895,1,-77337575,1189533622,-65126637,1529294196,116804889,1196609812,1266871197
101028,8853089,19731783,0,19731783,28584872,4552647,0,2203840,2203840,5855000,12589796,18444796,20648636,6171999,13876783,19698,30000,-7609597,6316884,506000,1806374,25667314,4083948,169586,32233222,12549239,47800,0,23992360,18418549,5573811,568259,174814,6316884,3500944,2738074,1274795,0,0,0,0,,0,,3387588,10901401,0,8272863,0,4813532,0,0,0,4564,0,13090959,23992360,0,0,0,0,0,23992360,5060731,3938692,0,0,0,0,787170,530871,2198942,1439727,3179431,1471556,4870313,0,0,,,,,2321962,406131,18418549,7786977,1693860,4527484,774092,166906,3469230,1,755000,8551000,2850982,2674933,1,-237464,3663684,3321017,1877714,3216906,1517427,1274795,0,0,1989415,7998543,3128230,0,3128230,4870313,2082140,2082140,0,478834,478834,0,0,0,0,0,0,0,0,0,0,567256,567256,0,1,49698,49698,0,0,0,0,0,-7299569,23992360,5573812,6276253,19698,5855000,18200970
101143,28186014,25998141,0,25998141,54184155,5154015,189630,3231133,3420763,4595507,15465538,20061045,23481808,7752451,21504318,0,17239,6582354,28103911,857453,4134361,28167908,10184637,5485059,48829418,22850920,0,19643,30581901,26504511,4077390,24282799,-256278,28103911,4110812,4399670,4720235,43995,43995,0,17191,,0,,2600,13294503,0,10639652,0,6450764,0,0,31301,59188,106493,17287398,30581901,0,0,0,0,0,30581901,8614133,5779458,0,0,1209994,95888,845317,321508,3251159,1783553,4715884,1623621,7480086,0,0,,,,,387938,0,26504511,9604028,1951148,1564696,1301959,127715,11954965,1,775000,10662000,3361000,2863906,1,-387183,4365906,4391451,2204340,3900536,2767433,1373312,0,0,3322561,11363842,3883756,0,3883756,7480086,3883756,3883756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17221,17239,18,0,0,0,18,4250927,30542713,3821112,28103911,28186014,25998141,26504511
100654,140845210,213647087,0,213647087,354492297,34808821,0,54538350,54538350,47330016,125328260,172658276,227196626,30095027,125378711,4965785,0,1664969,132009465,5598193,0,246343454,45424955,58879738,356246340,152914822,0,10315569,213968238,220191717,-6223479,138232944,0,132009465,52768565,50875247,1431067,0,0,0,26518907,0,1272445,0,1715100,134581331,4151771,53817222,0,18071287,0,0,3000000,93797,0,79134077,213715408,0,0,0,252830,252830,213968238,34969711,25714782,13021062,5916003,14694606,6709878,6216069,3888151,55109188,5342792,23566167,6513039,33292674,22524273,4856948,0,0,0,0,16797967,3191878,220191717,62133471,18167508,1716718,6972369,442520,130759131,1,8288567,86756000,3365000,20211803,1,2902635,35751021,26730027,14597018,18071287,10886800,310064,0,0,28058233,57326384,24033710,0,24033710,33292674,0,0,0,89275,89275,0,23450,23450,0,0,0,0,0,0,0,23920985,23920985,0,2,,,,,,,,34456945,213968238,-6223479,138232944,6630754,18492073,220191717
100663,2358340043,1916651035,1745803363,3662454398,6020794441,731560051,56667288,561921786,618589074,1292453575,1607466891,2899920466,3518509540,876499063,783424663,466127883,435678701,672114642,2357345889,172783527,100972445,2855729332,1231389831,116683942,4477559077,2667087182,0,106179140,3619359009,4002620050,-383261041,2742705157,-2098227,2357345889,238778078,465169073,12555524,94713738,2610062,92103676,57796141,2630839235,66563264,0,27307442,3593722495,21209457,332448930,0,61949289,0,0,37066668,-519999976,7495018,-59830614,3533891881,26379881,12806674,44941789,1338784,85467128,3619359009,315434909,207587815,360236807,165375359,218996277,88066459,205980491,139035301,40242592,22441189,239373162,80207018,33114448,89854413,13159043,2423463343,830495260,0,0,75923608,0,4002620050,1546367444,380362099,115756736,170174284,38198294,1751761193,1,64413000,1048949000,356216000,270264000,1,11510608,553774052,490253810,446203779,23889759,16891894,218665,26619,12266239,78775397,132068573,95706620,3247505,98954125,33114448,17378456,17378456,0,11929172,11929172,0,159067,159067,0,19364,19364,0,7654702,7654702,0,61813364,58565859,3247505,1,711616804,673320170,-38296634,62222261,-100518895,-27433136,27433136,-467733944,4382589530,-432241315,4527720339,3287705354,165975422,4850323473
100706,158126459,289320061,128658756,417978817,576105276,90140786,5774000,79499845,85273845,136400449,200320929,336721378,421995223,97192675,169028853,17530186,14731520,-54232395,147058164,42263555,0,468924357,115860776,4877938,631926626,328780795,1424531,0,327609604,305376980,22232624,125039276,-213736,147058164,75541635,133971106,5296529,2458988,0,2458988,13349046,0,5341508,0,0,235958812,0,58322523,0,19528130,0,0,4615976,-16315109,0,66151520,302110332,25179272,320000,0,0,25499272,327609604,71612576,45339570,127573997,61031715,6413738,2236558,14319334,7077175,23137843,8590660,21864715,11559657,12911599,13478477,2451674,0,0,0,0,14064701,4076444,305376980,142363453,46315605,14982342,18948582,5845001,76921997,1,11842739,146630000,45743000,43554769,1,2221961,52882284,44696348,46586017,7775497,8678630,168960,0,3109344,39443224,59175655,44907292,1356764,46264056,12911599,7510581,7510581,0,312810,312810,0,0,0,0,0,0,0,852910,835852,17058,37587755,36248049,1339706,1,100321016,87756960,-12564056,4256050,-13658728,-3521974,360596,3233841,315035658,25556888,414862804,228948970,142174449,309625095
101161,63078387,64191341,4764031,68955372,132033759,16382830,1253508,22440556,23694064,13344647,48363298,61707945,85402009,24184848,49288625,1322845,966945,-12748683,38829732,2405754,12818768,95950955,15269137,4220898,130665512,66526000,51829,0,77863469,73417704,4445765,31590688,2793279,38829732,13774939,10683159,4787624,66418,66418,0,1089208,,0,,130296,30531644,0,31124389,2225872,12974654,0,0,11957,103095,891858,47331825,77863469,0,0,0,0,0,77863469,27265574,19549498,0,0,0,0,3908002,1577026,7271568,4048841,7865125,3487601,13494808,2183578,361213,,,,,11429049,0,73417704,29024179,6385565,8381168,2914878,409997,26301917,1,2573936,33861941,10940000,9574114,1,1654915,13510132,13244848,6753822,12545177,3233983,2166824,66418,0,6366866,24379268,9772227,1112233,10884460,13494808,8993336,7936715,1056621,544223,488611,55612,1346901,1346901,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,4445765,77863469,7239044,38829732,1322845,14560845,73417704
101240,49190424,61257795,5677891,66935686,116126110,12764860,1759750,8364257,10124007,23943331,40995717,64939048,75063055,24281985,37120022,981172,2865640,-11420904,29545930,1316808,3004112,80548424,17351060,4609971,106830375,57005957,1610936,11139251,67203326,56125111,11078215,18591175,-123460,29545930,6287091,14997773,1954909,318407,71033,247374,492298,,86515,,0,24136993,0,25244369,940001,16679503,0,0,12447,-596016,517028,42797332,66934325,0,269001,0,0,269001,67203326,16284455,12680782,0,0,68885,53839,2212539,1523715,5592591,3807747,9314556,4152146,9969739,357701,106330,,,,,12324645,0,56125111,22324559,4151778,7782103,3345056,1128213,17393402,1,1148386,27970337,10420315,7088824,1,1336443,12470828,12349038,5427535,11007132,6131635,1106638,0,148177,2655772,21049354,10823280,256335,11079615,9969739,6602201,6602201,0,3355217,3355217,0,541164,541164,0,0,0,0,35717,35717,0,545316,288981,256335,1,4191039,3461273,-729766,0,-729766,0,0,10809214,66934326,11078214,29545930,26680291,25703081,56125111
101286,42414426,37241475,953045,38194520,80608946,10768903,664000,5237467,5901467,5182304,33930984,39113288,45014755,17166477,32211915,1364443,160538,-4540279,29196617,842817,4248921,55024084,14602422,2275829,76994073,38995599,0,85818,54572566,50690764,3881802,25065685,249130,29196617,6393153,8440471,3103681,82443,0,82443,822845,,7598,,0,18850191,0,19623323,0,15918052,0,0,0,45713,135287,35722375,54572566,0,0,0,0,0,54572566,17818497,12191027,0,0,0,0,1860535,1406141,3933522,2460856,5157003,3041794,12734796,1094869,96219,,,,,8091542,0,50690764,19196037,4226928,3233032,4588164,160342,19286261,1,1598217,23561000,7949000,6492000,2,,,,,9261243,6896609,550163,0,0,3999360,20707375,7363517,609062,7972579,12734796,6733525,6124463,609062,0,0,0,0,0,0,0,0,0,0,0,0,1239054,1239054,0,1,162756,160538,-2218,0,0,0,-2218,4162867,54572566,3920711,29196616,42524653,5811000,50690764
101295,29536556,113433231,6598593,120031824,149568380,11386687,2115173,9688479,11803652,26984614,34410538,61395152,73198804,18790068,84620852,0,0,-15654657,68966195,2659147,10490133,136919124,36145243,9170070,195383717,83531068,1580582,0,65741920,58220995,7520925,61816618,-371348,68966195,12479078,4529724,2351212,18798,0,18798,1483304,,62079,,291274,21215469,0,25867856,0,18289787,0,0,219966,0,148842,44526451,65741920,0,0,0,0,0,65741920,27276783,11185428,0,0,0,0,4972490,1865847,6454612,2777856,7698874,2996210,11475050,2381954,479125,,,,,-2038768,0,58220995,19304466,6146203,5062749,5540302,612812,21554463,1,-762496,23415000,8103000,6244362,1,-1427541,10394182,10281422,4630738,9898707,325237,867361,0,0,8461223,19552528,7514478,563000,8077478,11475050,4119514,3832384,287130,161550,150290,11260,323099,300579,22520,0,0,0,0,0,0,3473315,3231225,242090,2,,,,,,,,7520924,65741920,7149576,68966195,0,29099787,58220995
101301,10090492,25812185,0,25812185,35902677,5057766,122431,3483997,3606428,155438,16861475,17016913,20623341,8474056,25534316,1677329,0,-15348599,11863046,405819,2421343,40452544,7139713,1618484,52037903,26662086,0,0,26934996,26057726,877270,11090844,-105068,11863046,3078472,1204385,4531682,1447638,1084638,363000,0,,15720,,0,10277897,0,9913540,0,6501351,0,0,0,2565,239643,16657099,26934996,0,0,0,0,0,26934996,5137307,4295169,0,0,120259,85588,1101357,693933,3954692,2273836,3616579,1708914,6702018,0,0,,,,,5425514,290424,26057726,9347864,1682417,2062920,1908886,3004,11052635,1,711967,11305587,3766131,2951220,1,501700,4982513,4707925,2097546,3674122,1141641,2243735,0,0,1928306,8987804,2285786,0,2285786,6702018,900158,900158,0,1143402,1143402,0,0,0,0,0,0,0,0,0,0,242226,242226,0,2,,,,,,,,5144873,20433645,772200,11863045,10090492,277870,25578518
101462,9468026,9704477,3021365,12725842,22193868,3086013,225002,2428818,2653820,0,9018112,9018112,11671932,4779522,11818354,0,0,-2989927,8828427,548964,1155309,11241631,7149495,2417072,22512471,9841958,0,0,19596446,15255421,4341025,4557457,-70055,8828427,612407,7922651,1072638,51004,0,51004,9844,,118437,,137674,9924655,0,6415165,0,3185496,0,0,43600,27530,0,9671791,19596446,0,0,0,0,0,19596446,3722778,2418646,0,0,0,0,1057973,671958,1333418,830297,3342601,1210806,2307265,47096,0,,,,,3444290,228680,15255421,5360387,1065157,1761374,1004439,7125,6056939,1,584342,6076000,2193000,1928342,1,-369798,2577258,2586522,1157671,2135389,69500,432636,0,1565299,97373,4300197,1990092,2840,1992932,2307265,1273843,1273843,0,69140,69140,0,647109,647109,0,0,0,0,0,0,0,2840,0,2840,2,,,,,,,,4341026,19596446,-70056,8828427,0,0,15255420
101471,16032484,5388202,0,5388202,21420686,5369763,139564,1327564,1467128,0,14383477,14383477,15850605,7880027,5248680,0,0,-2188863,3059817,10000,233506,6271264,8247885,0,14762655,9641319,0,0,24829634,17044583,7785051,-4725234,0,3059817,4403,2034699,8740219,40916,0,40916,0,,28303,,392954,11241494,0,12790426,0,568503,0,0,0,14709,122616,13496254,24737748,0,0,0,91886,91886,24829634,7224599,4736742,0,0,0,0,1349926,1250922,2199352,1518821,2785755,1066301,0,0,0,,,,,3484951,0,17044583,8572786,1934309,1584011,837392,0,4116085,1,491787,9881801,3259141,2859220,1,610991,4003970,4620886,2510543,568503,0,0,0,0,2477259,3045762,3045762,0,3045762,0,568503,568503,0,0,0,0,0,0,0,0,0,0,0,0,0,2477259,2477259,0,2,,,,,,,,7693164,24737747,6713854,19455852,14207172,0,17044583
101480,98503672,317084466,14879074,331963540,430467212,46368811,19491683,60343052,79834735,93258540,157796324,251054864,330889599,56624669,174139958,166127,962905,-85947235,89321755,7342408,18570901,312171155,39895361,71251722,449231547,167638793,0,0,186442870,171064885,15377985,68820035,5123735,89321755,56114106,3095476,3555199,4435148,4435148,0,23031247,0,0,0,6705601,96936777,0,46786485,0,33454242,0,0,0,-794454,6981344,86427617,183364394,3078476,0,0,0,3078476,186442870,54325434,35549821,213619,70735,3440125,1316753,9167885,5216772,31332203,12553260,32497758,10010032,17129902,17711465,1435221,0,0,0,0,5246494,0,171064885,66152594,22877299,11732409,9083086,6582985,54636512,1,7321507,77521000,23363000,23305031,1,-2178443,36341505,33261669,18924962,18638479,453807,0,0,0,32693104,51785390,34655488,0,34655488,17129902,18638479,18638479,0,453807,453807,0,72530,72530,0,0,0,0,0,0,0,15490672,15490672,0,1,15173146,14258774,-914372,0,0,0,-914372,114627358,199762769,29698957,143075785,-29320633,148173607,180856320
101505,59719121,59232622,24774277,84006899,143726020,15453351,2449900,15335382,17785282,13353370,46500666,59854036,77639318,22338433,52537496,3353847,1351187,1959090,59201620,9143715,2086925,89868106,16665625,390155,118154526,50049767,0,271578,72803077,67623862,5179215,54022405,0,59201620,15121935,1996079,3731250,281728,33484,248244,94058,,0,,413621,21638671,0,27572444,65000,24772371,0,0,39150,-1284559,0,51164406,72803077,0,0,0,0,0,72803077,28355326,17894338,0,0,2836,0,956728,439452,6527656,3956305,12723702,5906483,16130661,0,0,,,,,2926953,0,67623862,28196578,6163418,7111001,3004105,394640,22754120,1,2432452,32063000,9991000,9127644,1,494501,13104279,11852397,6325707,10959468,11732046,1993475,9484,173212,2569511,27437196,11306535,0,11306535,16130661,7543974,7543974,0,25681,25681,0,1157911,1157911,0,0,0,0,9458,9458,0,2569511,2569511,0,1,1384755,1360645,-24110,0,-14652,-9458,0,5179215,77982292,5179215,59201620,5312937,15601758,67623862
101514,72559008,123864635,3527066,127391701,199950709,17431597,3805268,15328744,19134012,20370154,50476886,70847040,89981052,23522125,99782917,6508173,0,-2411961,103879129,4431544,11661034,143522246,27006653,2760462,189381939,65517304,0,0,87675813,71785369,15890444,87988685,0,103879129,19799439,1794077,4956317,441199,441199,0,370689,,102759,,48759,27513239,0,36853689,0,21658038,0,0,166179,-166459,111777,58623224,86136463,0,1539350,0,0,1539350,87675813,28814373,17418754,0,0,0,0,5352584,3098172,6687867,3639405,15229940,5604395,9703729,194,0,,,,,5996682,0,71785369,29760726,7643159,6270481,5854342,857225,21399436,1,3177966,34553000,10741000,10163000,1,2327299,14363638,12781125,7174894,10887457,5496937,1148041,0,0,1983056,19515491,9811762,0,9811762,9703729,4861544,4861544,0,2454531,2454531,0,512631,512631,0,0,0,0,0,0,0,1983056,1983056,0,1,9059221,7340517,-1718704,124297,-1621869,-221132,0,14351094,86136463,15890444,158979998,59197082,1533389,71785369
101569,20643068,51762215,2756783,54518998,75162066,8334039,648276,5341284,5989560,2940988,27941677,30882665,36872225,16160081,48188062,496661,597500,-18818424,30463799,2628595,7225147,72317256,8470425,1875790,92517213,40929165,174167,0,49353104,41885988,7467116,6081642,16915041,30463799,2354292,5264073,1840850,161640,0,161640,653922,,2996,,441781,10719554,0,16295845,0,21917087,0,0,0,90718,329900,38633550,49353104,0,0,0,0,0,49353104,12747685,8853476,0,0,0,0,2393246,1537606,3671700,2322543,6277960,2287450,9440195,517821,0,,,,,6837381,0,41885988,15001075,2985718,12989717,2321565,75193,8512720,1,1715000,18347000,7566000,4839000,1,-7908015,7908015,8594081,3479927,8463364,8311327,532013,0,0,1190627,18497331,9057136,0,9057136,9440195,6273188,6273188,0,1568582,1568582,0,24739,24739,0,0,0,0,0,0,0,1190627,1190627,0,1,586400,599017,12617,12500,117,0,0,-31507566,49353104,7467116,30463799,1094161,3469701,41885988
101587,65692153,53263048,721609,53984657,119676810,24326317,1938609,68536593,70475202,51022145,2169431,53191576,123666778,27577101,25857528,0,428997,-33527277,-7240752,519026,0,84926903,9438087,0,94884016,41620968,0,0,93175670,84711440,8464230,-15629902,-75080,-7240752,39885659,11111827,781256,0,0,0,3540036,0,0,0,2936188,58254966,0,24027382,0,7070589,0,0,0,2460,3820272,34920703,93175669,0,0,0,1,1,93175670,37640123,15883533,398141,138953,4167128,0,6983678,1819450,10136127,3634604,6707144,3665586,4261478,3754777,383791,0,0,0,0,10662844,2548439,84711440,28074356,12853612,61827,3143121,2152854,38425670,1,551265,33752000,10483000,8796359,1,70408,14608597,17094101,15034946,7070589,11111872,781256,0,0,301072,19264789,12940754,2062557,15003311,4261478,6517162,5889633,627529,709689,637301,72388,83456,73035,10421,0,0,0,158271,90974,67297,7534733,6249811,1284922,1,428978,428997,19,0,19,0,0,8464229,93175670,8389150,-15629902,-33527277,53506256,84711440
101602,14105387,14445904,1208068,15653972,29759359,4416533,318962,2746309,3065271,3117484,14915169,18032653,21097924,8055545,12088841,469897,0,-7536315,5022423,530892,1790723,21364338,8082863,541350,32310166,16792019,0,0,25430743,20617643,4813100,209323,0,5022423,2165416,1694688,1727344,78468,40000,38468,403627,,79078,,0,6148621,0,9247394,290610,9142101,0,0,527069,6365,68583,19282122,25430743,0,0,0,0,0,25430743,6920888,4955484,0,0,0,0,3133445,924246,1702565,1109626,3565452,1415225,3282227,724784,105553,,,,,1288282,0,20617643,8510134,1691667,1553597,1189358,94029,7578858,1,567846,10200007,3677662,2541190,1,-432050,4253941,4377883,1875343,3652799,3645632,902425,12647,1069427,0,9282930,5630394,370309,6000703,3282227,2477478,2218000,259478,1580910,1562807,18103,860241,801923,58318,12647,12647,0,0,0,0,1069427,1035017,34410,2,,,,,,,,4813100,25430743,4813100,5022423,-10293159,3436446,20617623
101648,7676182,18604119,0,18604119,26280301,3984561,19271,1923436,1942707,891664,12422364,13314028,15256735,6386496,17589334,0,0,-8967703,8621631,612160,2874773,21162835,4384436,1243839,30278043,11673924,0,0,17598113,15580850,2017263,8799319,-2194951,8621631,912815,163106,0,130500,130500,0,2324133,,0,,28553,3559107,0,10622379,0,2959351,0,0,408529,6154,42593,14039006,17598113,0,0,0,0,0,17598113,1629129,1295436,0,0,0,0,709942,471403,3403486,2323922,2123942,1150973,859912,2278846,241041,,,,,4575593,717421,15580850,6200196,1526833,2672238,925327,48238,4208018,1,646053,7780000,2458000,2087296,1,152692,4030218,3928496,1897265,735107,681076,0,0,0,1483101,2899284,2039372,0,2039372,859912,591881,591881,0,0,0,0,0,0,0,0,0,0,0,0,0,1447491,1447491,0,1,6303812,6613163,309351,97500,410526,-198675,0,2017263,17598113,2017263,10266038,7676182,949011,15580850
101709,29385625,77572675,21226373,98799048,128184673,29869701,1504566,21720445,23225011,47392647,61911321,109303968,132528979,38386857,29536025,7340583,2251667,-51989737,-12861462,1357870,20374562,100432417,29672393,3109317,154946559,77373884,0,0,80705331,77622641,3082690,-15898114,-46038,-12861462,19889286,10049905,5949889,0,0,0,9526383,0,0,0,2302831,47718294,0,24959955,0,4697208,0,0,0,-670904,133304,29119563,76837857,0,3867474,0,0,3867474,80705331,26482534,16054920,37216,25648,548153,378562,6018942,3324516,12171521,6445252,22305333,3084525,1281384,4720575,480901,0,0,0,0,4056983,0,77622641,29794324,9132383,8886866,4297690,1906071,23605307,1,-1638000,35493000,13788000,9060000,1,-813790,26058565,24598857,20809701,4697208,1744851,136828,0,1396668,10861916,18837471,17244761,311326,17556087,1281384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17556087,17244761,311326,1,31054586,35286697,4232111,0,0,0,4232111,722633,81823501,-1744789,111322539,48515211,48904941,81823501
