UNITID,F1A01,F1A31,F1A04,F1A05,F1A06,F1A19,F1A07,F1A08,F1A09,F1A10,F1A11,F1A12,F1A13,F1A20,F1A14,F1A15,F1A16,F1A17,F1A18,F1A214,F1A224,F1A234,F1A324,F1A274,F1A27T4,F1A284,F1A334,F1A344,F1D01,F1D02,F1D03,F1D04,F1D05,F1D06,F1B01,F1B02,F1B03,F1B04,F1B04A,F1B04B,F1B05,F1B06,F1B26,F1B07,F1B08,F1B09,F1B10,F1B11,F1B12,F1B13,F1B14,F1B15,F1B16,F1B17,F1B18,F1B19,F1B27,F1B20,F1B21,F1B22,F1B23,F1B24,F1B25,F1C011,F1C012,F1C021,F1C022,F1C031,F1C032,F1C051,F1C052,F1C061,F1C062,F1C071,F1C072,F1C101,F1C111,F1C112,F1C121,F1C122,F1C131,F1C132,F1C141,F1C142,F1C191,F1C192,F1C193,F1C19OM,F1C19DP,F1C19IN,F1C19OT,F1MHP,F1M01,F1M02,F1M03,F1M04,F1MHOP,F1M05,F1M06,F1M07,F1M08,F1E01,F1E02,F1E03,F1E04,F1E05,F1E06,F1E07,F1E08,F1E09,F1E10,F1E11,F1E12,F1E121,F1E122,F1E13,F1E131,F1E132,F1E14,F1E141,F1E142,F1E15,F1E151,F1E152,F1E16,F1E161,F1E162,F1E17,F1E171,F1E172,F1FHA,F1H01,F1H02,F1H03,F1H03A,F1H03B,F1H03C,F1H03D,F1N01,F1N02,F1N03,F1N04,F1N05,F1N06,F1N07
149222,100384890,474828105,179053818,653881923,754266813,27074479,9872917,70412604,80285521,91458562,195708633,287167195,367452716,36993030,321284456,32662160,4422031,18526899,376895546,58694040,0,836725955,197629694,12206152,1105255841,682005771,51578035,0,823644254,799743085,23901169,352994377,0,376895546,98741719,21100812,19975814,21428560,4997263,16431297,42851392,56300543,162179684,0,0,422578524,0,139311816,0,45520019,13184105,185543,14563912,-7801577,195663786,400627604,823206128,432126,6000,0,0,438126,823644254,203587437,100948281,42693585,16358689,56664964,22002823,305416050,145464873,65618452,16009842,52158637,22774932,21645915,49401135,14405245,0,0,0,0,2556910,0,799743085,337964685,212519155,51965946,39300967,3342308,154650024,1,0,0,0,1938619,1,-2839991,90150759,34087794,24211648,14550016,682082,13184105,0,3684526,31638892,63739621,38545380,3548326,42093706,21645915,9613274,8419468,1193806,565487,495263,70224,12121684,12016348,105336,0,0,0,3392920,2971577,421343,16400341,14642724,1757617,1,195224587,174737614,-20486973,7244091,-19379359,-8351705,0,5970949,955332064,-7461289,792137729,316203148,101331479,954736634
149231,106789703,298549531,77263039,375812570,482602273,12373502,12716530,29163980,41880510,67127765,57225746,124353511,166234021,17034069,236480285,50461030,0,24766370,311707685,58397188,21722279,600046446,94470964,4087152,778724029,463731682,3066587,0,425267555,418584737,6682818,305024866,1,311707685,118252299,18152239,5148081,8152330,270367,7881963,39337210,0,19015002,0,0,208057161,0,62318400,0,42547579,13833031,0,44483,32630,92856977,211633100,419690261,2245992,3331302,0,0,5577294,425267555,180949892,83301327,9193753,3923868,25289510,10622511,30003363,10825553,51227000,15137672,34925654,11512119,42097106,38038715,10469104,0,0,0,0,6859744,0,418584737,145792154,92582429,31818078,26052241,1697964,120641871,1,0,0,0,982408,1,0,40502515,15314806,10877697,15185675,14049159,13538597,0,3617596,14594915,60985942,15938177,2950659,18888836,42097106,5451083,4599560,851523,5043117,4255323,787794,4859845,4100680,759165,0,0,0,1298581,1095727,202854,2236210,1886887,349323,1,36849269,33704893,-3144376,3016860,-4722743,-1498300,59807,-3309579,433021143,-3309579,412330078,140047176,79844295,438158920
149240,2142961,29621,0,29621,2172582,0,0,317607,317607,0,732174,732174,1049781,0,29621,21307,0,1071873,1122801,0,0,0,34958,0,34958,5337,0,0,8411733,8269608,142125,980676,0,1122801,0,0,0,0,0,0,0,,417468,,0,417468,0,2841984,0,0,0,0,1000,145183,5006098,7994265,8411733,0,0,0,0,0,8411733,0,0,0,0,120031,104504,0,0,0,0,8148487,4270219,0,0,0,,,,,1090,0,8269608,4374723,2832668,0,1090,0,1061127,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,142125,8411733,142125,1122801,0,0,8269608
149365,27425784,14907413,7851866,22759279,50185063,431090,2085000,4623900,6708900,21013155,21322423,42335578,49044478,18693664,-7086843,7361158,0,-17396304,-17121989,7208425,0,55953793,14129863,0,77292081,60924036,0,0,58701857,56647951,2053906,-19175895,0,-17121989,3338070,0,0,0,0,0,868251,,0,,0,4206321,0,7332941,19471407,16172827,10480550,0,0,13338,1024473,54495536,58701857,0,0,0,0,0,58701857,19543651,10357972,0,0,4233851,1502747,497104,248029,14129583,2826106,8589907,2750901,3268079,1861589,502834,,,,,4524187,2094731,56647951,20283320,5321266,5544473,2247793,19114,23231985,2,,,,,1,-650739,18005375,6300061,431090,3875286,4110850,1103413,0,0,2711334,11800883,8002896,529908,8532804,3268079,3875286,3345378,529908,148225,148225,0,1103413,1103413,0,0,0,0,0,0,0,3405880,3405880,0,2,,,,,,,,2053906,58701857,2053906,-17121989,0,0,56647951
149532,69384785,66312790,14913987,81226777,150611562,770056,6163523,13872652,20036175,36874946,28615015,65489961,85526136,23818284,31660856,16219430,0,-5843088,42037198,40100711,0,100596593,18651179,459880,159808363,87756279,2284167,89023,120421724,107332435,13089289,28947909,0,42037198,17521714,0,0,0,0,0,2969008,,0,,0,20490722,0,5448770,37017780,30530744,26446769,330780,0,156159,0,99931002,120421724,0,0,0,0,0,120421724,34948924,17431947,0,0,2755705,1303518,10101841,4212744,11979111,5586680,25520254,6800515,17325418,4701182,1690459,,,,,0,0,107332435,37025863,28604919,5090068,5345104,934488,30331993,2,,,,,2,,,,,9254431,419353,2127937,46109,8976222,4457452,25281504,7956086,0,7956086,17325418,5531058,5531058,0,284438,284438,0,2127937,2127937,0,12653,12653,0,0,0,0,0,0,0,1,372150,372151,1,0,0,0,1,0,120421724,13089289,42037198,0,43038469,107332435
149587,522580352,0,198284660,198284660,720865012,8065452,0,120778124,120778124,0,201581528,201581528,322359652,8643182,2988048,37595503,10834967,346509112,397927630,0,0,0,0,0,0,0,0,0,412358730,345043424,67315306,365720748,-35108424,397927630,0,853685,1377486,916546,721781,194765,0,,204187956,,284,207335957,0,88340514,0,0,0,0,7054133,21388105,81002036,197784788,405120745,7237912,0,73,0,7237985,412358730,1963453,374666,13472801,3707739,140638011,16582261,15185323,6028803,839919,396658,135869924,63609690,154180,0,0,,,,,36919813,0,345043424,90699817,51888265,1047705,0,0,201407637,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,216349991,203968280,-12381711,6378170,-27145002,-12904636,21289757,57741110,383198656,21382130,535308734,433281014,0,324927527
149727,222732344,104601956,0,104601956,327334300,2169162,4377228,13324253,17701481,30908020,33520480,64428500,82129981,35215143,78535831,9891051,0,123731456,212158338,17418068,0,150270371,12217691,615417,180521547,77172750,1253159,0,119066539,112473001,6593538,205564800,0,212158338,16009119,0,0,0,0,0,2859255,,0,,810219,19678593,9505,27357739,51926748,22486717,1447784,118194,0,-3961260,2519,99387946,119066539,0,0,0,0,0,119066539,34264816,16748782,0,0,1807424,700996,8187259,2005627,21163523,7906833,29214772,9796612,11683054,4925299,691066,,,,,1226854,0,112473001,37849916,7726279,9439349,5628684,323779,51504994,2,,,,,1,10761,28613122,9032711,1295960,6227407,8163689,1447784,0,0,579434,16418314,4408269,326991,4735260,11683054,2409612,2105474,304138,298430,275577,22853,1447784,1447784,0,0,0,0,0,0,0,579434,579434,0,1,6549163,6076902,-472261,48688,-416379,-104570,0,5848198,97395020,5848198,212113963,130984978,30908020,91416594
149772,57018586,182694437,1452528,184146965,241165551,4148963,5963325,24658340,30621665,43516056,21203142,64719198,95340863,5517629,133540268,25238507,0,-14322753,144456022,3603000,0,368492823,83264584,14852102,470212509,336450319,1385538,47546709,253469447,252178537,1290910,143431089,-265977,144456022,42524007,9990008,4751392,1472157,112091,1360066,24514776,0,3279695,0,3935068,90467103,0,52077400,0,36890907,10500726,0,1006066,183947,56905073,157564119,248031222,5438225,0,0,0,5438225,253469447,89706679,44461774,6770575,1964481,14367541,5319942,21266264,9123846,26753615,9577988,25403110,9302928,28358042,39446584,9372483,0,0,0,0,106127,0,252178537,89123442,59890119,16731010,14024073,1287543,71122350,2,,,,,2,,,,,12308814,12316967,12688039,0,0,19256283,56570103,22067241,6144820,28212061,28358042,7688659,5506707,2181952,970781,695284,275497,7925542,7537802,387740,0,0,0,0,0,0,11627079,8327448,3299631,1,84316281,79273445,-5042836,1987545,-4196099,-2834282,0,-4981170,259893156,-3081928,258693274,84804366,50041514,264874326
149842,207493392,235665965,229379462,465045427,672538819,4511353,12765000,25506092,38271092,258824580,67929272,326753852,365024944,67844249,161996550,22574842,0,59609587,244180979,4326007,0,413680827,26772934,4755282,449535050,202952036,0,0,220596629,207561688,13034941,231146038,0,244180979,37931788,514443,2592522,0,0,0,1037105,,780396,,544905,43401159,0,46585323,88107411,35316958,4383091,0,209070,1421,237185,174840459,218241618,0,2355011,0,0,2355011,220596629,76117060,38793821,0,0,6303696,2589988,26414701,11664500,22641557,10806622,44853970,12898076,17995977,1825491,196004,,,,,11409236,142212,207561688,77091223,49184206,14592472,13618859,7236892,45838036,2,,,,,1,-466950,67129060,16562961,2939417,10092009,12438881,2824936,0,158483,0,25514309,7518332,0,7518332,17995977,4273536,4273536,0,3244796,3244796,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32792450,38427998,5635548,9910394,-3318154,-2004542,1047850,-156923637,220596629,13034941,244180979,82184429,254770000,207561688
150136,163560131,878349258,329239525,1207588783,1371148914,85566207,22825000,54070973,76895973,381615588,15916880,397532468,474428441,143374812,523224258,67542911,895243,247249456,838911868,91377500,113236959,1110308681,96478488,10346414,1421748042,543398784,0,0,506909158,492395410,14513748,824398120,0,838911868,152120253,7789460,2991383,5461464,0,5461464,55234116,0,7527241,0,9555306,240679223,0,141532639,0,66358443,30842504,0,7985790,-36072868,22368632,233015140,473694363,27656169,5558626,0,0,33214795,506909158,188238505,112276071,13248016,5767093,12322622,4698852,53058559,26384349,22914813,8997412,94008686,30259281,36594923,91981587,28494278,0,0,0,0,-19972301,0,492395410,216877336,72800197,35960846,33123377,13886906,119746748,1,1052462,8099354,30199946,17766331,1,-21024763,-61837629,113174866,67799876,24423607,21507739,30821233,0,414598,50741057,127908234,77430773,13882538,91313311,36594923,14460383,8070753,6389630,2210731,1524045,686686,30595513,30365778,229735,0,0,0,500,500,0,44046184,37469697,6576487,1,244456136,240976230,-3479906,11810230,-11398803,-3608592,-282741,-3637797,534662808,-21577775,1118668321,486455559,365600000,538300605
150987,338282218,646087854,385058534,1031146388,1369428606,2417366,22656195,85353811,108010006,225293836,47506233,272800069,380810075,18069975,389307398,8814895,0,574843629,972965922,71328365,0,933998098,108985232,11173878,1125485573,479397719,0,0,735047430,680267112,54780318,929675222,-11489618,972965922,138596329,3862109,26289765,13294324,0,13294324,957735,,1598878,,5565368,190164508,0,275493133,0,233232146,33663472,0,2067432,-22777261,774853,522453775,712618283,3670577,18758570,0,0,22429147,735047430,164248965,94910703,0,0,755463,89757,56942226,55872921,56759444,31187802,110385395,60765117,144843524,2660341,187591,,,,,143671754,7471418,680267112,250485309,84894317,39759663,36734140,6910026,261483657,1,1851022,2594062,5859741,2417366,1,1944596,37922661,10873541,0,82332979,83511168,33667526,0,2458064,10708379,212678116,67834592,0,67834592,144843524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67834592,67834592,0,1,46443681,42979958,-3463723,3400663,-4870603,-1993783,0,32351171,712618283,43477893,972965922,574843629,247950031,680267112
151102,72661802,149159593,84214810,233374403,306036205,5909463,7650682,11862101,19512783,68059847,13830141,81889988,101402771,4823345,81133732,37189221,42382573,45014026,205719552,6679069,17782966,310142549,18352955,1714053,354671592,202164116,0,0,152802168,143486232,9315936,196218991,184625,205719552,49798892,1335947,360144,651820,0,651820,8049466,0,5320248,0,977803,66494320,0,50959096,0,26690088,0,0,811379,-358768,432422,78534217,145028537,0,6335696,1437935,0,7773631,152802168,53944536,31054226,845295,435288,2394213,1130633,13360855,5213783,16817845,6702191,29990290,12831199,20237907,5895291,619197,0,0,0,0,0,0,143486232,57986517,18814460,8061126,12342929,2600704,43680496,1,-854626,1374924,2371193,1223200,1,-238543,1582492,596716,349478,9788545,10915241,0,0,2542495,8149452,31395733,9919307,1238519,11157826,20237907,3478781,3092636,386145,3879201,3448610,430591,0,0,0,0,0,0,903585,803287,100298,2896259,2574774,321485,1,79529663,78129799,-1399864,1439530,-3086159,-2857314,3104079,3559127,149270501,7907769,218464681,94662883,75710529,144812623
151111,353323230,1041885210,1140490829,2182376039,2535699269,33204657,30836215,131657703,162493918,289919933,131492013,421411946,583905864,51918589,853595312,643314812,26265941,409903408,1933079473,63316499,61140435,1739972343,242492744,77809534,2184731555,1089846784,0,64368182,1847730939,1408896485,438834454,1703403378,-209158359,1933079473,322455906,291054743,15458212,125757278,1984489,123772789,86923685,0,20121726,0,273100576,1134872126,0,255284493,0,76133486,0,0,481154285,-100172913,176908,712576259,1847448385,0,282004,550,0,282554,1847730939,532463612,291276711,243469612,107210668,82942302,42440428,280745500,157087533,40740500,22081043,20925240,7712489,58401267,126396624,38275713,0,0,0,0,22811828,2716329,1408896485,668800914,216831336,31587187,65542042,9158008,416976998,1,-708711,8715556,14947637,7682804,1,7000233,77265670,27615616,21858607,34570499,31156687,0,0,23259276,68857770,157844232,87235001,12207964,99442965,58401267,21779655,19105909,2673746,19628930,17219214,2409716,0,0,0,0,0,0,14653505,12854590,1798915,43380875,38055288,5325587,1,2252019515,2180644869,-71374646,148878093,-75697505,-160278387,15723153,289985305,1988458657,319808742,4259982103,2125395183,266992381,1658224497
151306,65983770,203830025,143249145,347079170,413062940,9314912,11211963,19292573,30504536,115629622,4963578,120593200,151097736,7266922,129469268,255808,0,134288118,264013194,20322309,10817987,404318064,31341827,4059763,470859950,257884564,0,0,170074362,160812996,9261366,254740857,10971,264013194,49366658,47658,78712,2585737,26937,2558800,15495203,0,349498,0,2030682,69954148,0,63629666,0,28171775,8437200,0,4059015,-6778420,1488016,99007252,168961400,1112962,0,0,0,1112962,170074362,59124027,31733475,443294,38422,4274861,1256106,16753946,5543534,17833433,6180482,27323135,8825359,15509952,23799356,3376121,0,0,0,0,-4249008,0,160812996,56953499,17905607,15110565,15567928,3993536,51281861,1,-1035007,1883504,3568423,1624260,1,-3214001,-4690720,3256878,5927878,8714568,9366815,8064386,0,0,17496127,43641896,26321386,1810558,28131944,15509952,8714568,8714568,0,2385704,2385704,0,8064386,8064386,0,0,0,0,2691615,2691615,0,6275671,4465113,1810558,1,155208079,127727513,-27480566,2551909,-26044803,-3994143,6471,2634130,173380748,-19231102,444032666,233593945,126841585,170231672
151324,58724394,537999770,185456991,723456761,782181155,13581545,16952881,22166281,39119162,232490122,7224508,239714630,278833792,11472152,328540782,6815029,727110,169373835,505456756,78742064,37025486,735385433,85138582,534144,936825709,360384093,0,0,233763633,252279200,-18515567,523973000,-677,505456756,50558729,4944233,213307,5716224,0,5716224,34761184,0,2567118,0,1346278,100107073,0,84558506,0,43170973,13134257,0,625685,-13171198,1542201,129860424,229967497,1504289,2291847,0,0,3796136,233763633,81737523,44715953,13347582,4591590,2791826,1429532,22984706,11323106,15844219,8924523,21925874,10180041,24751742,62266859,11754514,0,0,0,0,6628869,2244,252279200,92921503,28429436,30543869,22258671,7408913,70716808,1,-1134866,3957938,7598295,3836064,1,6336911,-35887182,0,9745481,14090761,15390584,13133446,0,194629,23695852,66505272,30702292,11051238,41753530,24751742,11114251,7582516,3531735,477256,363042,114214,13044728,11159234,1885494,0,0,0,929145,640124,289021,16188150,10957376,5230774,1,79121000,73552657,-5568343,5400111,-8641815,-2574033,247394,-23362476,235338029,-24044135,615867349,194713131,252025283,258700504
151333,7493709,45643667,22689080,68332747,75826456,907869,57855,6544792,6602647,133525,2832936,2966461,9569108,1773261,47353958,3817193,575011,13645794,65391956,3449519,2392917,80060263,3916660,193415,90012774,42830188,0,362752,45817784,40282562,5535222,67683171,-7826437,65391956,17755480,183213,293558,163583,4250,159333,341283,0,60132,0,618766,19416015,0,16059485,0,10899045,0,0,874779,-1997556,7034,25842787,45258802,542285,16697,0,0,558982,45817784,19627772,12343578,1111055,67901,472491,107075,3571231,1582166,4950019,2733735,2055957,1203050,6088497,2048866,101746,0,0,0,0,356674,70419,40282562,18209670,5903740,1387937,2639372,0,12141843,1,-27432,337356,578583,297381,1,195819,2161368,767816,610488,4749948,4016817,0,0,555631,2661815,11984211,5171936,723778,5895714,6088497,2336769,2049899,286870,1976100,1733507,242593,0,0,0,0,0,0,273347,239790,33557,1309498,1148740,160758,1,11677489,11793240,115751,570768,-6670,-509788,61441,4187141,46020057,4968282,83443572,26622400,0,42635226
151342,12688959,99053800,46338844,145392644,158081603,2297638,2543945,3521891,6065836,23300124,5437486,28737610,34803446,2674855,82046425,10883831,1305,29969379,122900940,13196504,4612084,179138921,10377763,369147,207694419,101685528,0,1307749,75888208,70674989,5213219,127780880,-10093159,122900940,25872314,927167,31213,235659,24858,210801,2730680,0,290698,0,1009480,31097211,0,26307172,0,20065368,0,0,1314394,-3330804,30,44356160,75453371,434837,0,0,0,434837,75888208,36094377,21190621,3017763,185528,822576,351890,6378052,2798799,4642762,2494638,3039690,1429910,9452457,6529406,544353,0,0,0,0,697906,248928,70674989,29244667,9481387,5839746,6513894,881627,18713668,1,-66873,822387,1410436,724938,1,320257,3534867,1257718,998847,7611015,7011907,0,0,971941,4606888,20201751,9429673,1319621,10749294,9452457,4049799,3552632,497167,3731015,3272983,458032,0,0,0,0,0,0,517167,453678,63489,2451313,2150380,300933,1,33726642,34793837,1067195,1569937,28172,-752535,221621,2648676,77690434,3573343,170466413,49441760,24793952,73969088
151351,340465124,1983774989,1534440218,3518215207,3858680331,39316618,99531602,246288816,345820418,730863052,126224177,857087229,1202907647,57616091,1461654601,212622623,18611277,944584710,2637473211,113613267,189186286,2787862483,477986571,147689122,3716337729,1516236375,128164,82851736,1852321525,1872102978,-19781453,2408272475,248982189,2637473211,859325762,140955077,4772598,35711084,707984,35003100,279392950,0,9121072,0,54206001,1383484544,0,235305317,0,82515751,0,0,217256260,-88845571,44055,446275812,1829760356,16616508,2312311,3632350,0,22561169,1852321525,691119710,370351789,151498538,60991927,48198817,24479734,220871267,105020348,62749821,35115172,186573924,85408996,113580043,346769097,120463132,0,0,0,0,50741761,9212742,1872102978,811043840,262947786,119287418,105966358,25665516,547192060,1,-1091882,13427696,23029204,11836577,1,7994120,88235778,31532149,24961182,30564818,40742943,0,0,56306529,226210526,353824816,210751490,29493283,240244773,113580043,20753315,18205566,2547749,27664196,24268043,3396153,0,0,0,0,0,0,38231771,33538306,4693465,153595491,134739575,18855916,1,1668817459,1669099260,281801,52281921,-5276003,-65147873,18423756,-126815783,1935271626,-129042013,4270809602,1631354474,779574444,2105015850
151360,10582193,92141391,31171733,123313124,133895317,1184142,3157336,3804438,6961774,31091424,3459234,34550658,41512432,1854715,61777790,4612261,10000,25312261,91712312,8430007,4760236,145754631,5415284,152376,164512534,68485985,0,0,61862703,55640429,6222274,92184493,-6694455,91712312,20573648,1046440,3043,64166,3900,60266,418260,0,716239,0,840093,23661889,0,23051770,0,15607608,0,0,703105,-2627654,882,36735711,60397600,1465103,0,0,0,1465103,61862703,26683823,15030603,2441655,71863,869635,416639,5342721,2580241,4039144,2091724,3316701,1694760,7545380,5007155,3913,0,0,0,0,394215,99832,55640429,21989575,7129220,6106677,4353515,1291842,14769600,1,-42353,520849,893284,459131,1,232459,2565783,912904,725011,6794585,4811873,0,0,754536,3480568,15841562,7277714,1018468,8296182,7545380,3558305,3121475,436830,2519965,2210605,309360,0,0,0,0,0,0,395148,346638,48510,1822764,1598996,223768,1,17167262,17562589,395327,787320,79852,-588922,117077,3580814,61552859,5354738,115285958,39054323,34248760,57803660
151379,10213640,64577211,29054302,93631513,103845153,2079773,2553629,3538993,6092622,14687176,4535843,19223019,25315641,2253203,49611277,4152141,0,24592664,78356082,5985989,4341476,122183541,6310568,209105,139030679,73744734,0,952710,67169838,55742794,11427044,77129883,-10200845,78356082,22149427,996336,166789,72965,10566,62399,2502934,0,244125,0,863752,26996328,0,22579929,0,18819797,0,0,992290,-2467136,0,39924880,66921208,248606,24,0,0,248630,67169838,30796124,19674437,1672276,166595,447826,149890,4105659,1885816,4026124,2392420,3385565,2083082,7413886,3461999,464710,0,0,0,0,433335,95505,55742794,26912455,8725263,1598562,3384469,573488,14548557,1,-54518,670451,1149858,591005,1,280555,3096649,1103345,875339,5781498,5990062,0,0,788824,2713170,15273554,6894788,964880,7859668,7413886,2975120,2609884,365236,3082446,2704034,378412,0,0,0,0,0,0,405924,356091,49833,1396178,1224779,171399,1,26129534,27213540,1084006,641314,78087,-778275,1142880,9474634,68687890,10024413,111374127,46250814,16627967,57052064
151388,8748402,23376387,24424220,47800607,56549009,877934,0,2498635,2498635,0,2505270,2505270,5003905,1294422,24463107,3812160,0,22853349,51128616,3369503,3386884,45201447,2592872,37637,54588343,30140236,0,15000,42321275,38440357,3880918,53878531,-6630833,51128616,19001179,255932,1547,402834,280000,122834,189638,0,46417,0,666241,20563788,0,14047315,0,9627918,0,0,385080,-2476426,0,21583887,42147675,173600,0,0,0,173600,42321275,19638988,12833486,761391,12691,162074,22851,3322978,1638550,5126403,3085709,2133388,1343604,5535533,1485816,129726,0,0,0,0,273786,46983,38440357,19113600,6196803,754264,1605947,0,10769743,1,-24905,306275,525278,269983,1,194601,2147921,769144,607951,5067675,2683974,0,0,405626,3434264,11591539,5312550,743456,6056006,5535533,2647610,2322580,325030,1402243,1230099,172144,0,0,0,0,0,0,211920,185904,26016,1794233,1573967,220266,1,8439320,9359376,920056,1129542,384,-243189,33319,3043520,42754622,3135964,66858577,36077428,0,39631450
152637,89465882,257898324,184448114,442346438,531812320,13647953,6096800,17283002,23379802,29530600,5808984,35339584,58719386,9755887,245920706,10739805,2379586,217944903,476985000,23479342,0,373088839,59253161,5666520,461487862,174061304,0,0,154816324,153595315,1221009,475773182,-9191,476985000,19765117,9660454,5025709,9222195,0,9222195,8862884,0,0,0,5718145,58254504,0,57474468,0,23802276,5726007,0,543960,0,7815459,95362170,153616674,1005286,16000,0,178364,1199650,154816324,56756829,23228896,0,0,12300851,4437117,6848104,3124654,10039242,3942095,19526915,4803638,15394356,10530014,1951149,0,0,0,0,22199004,0,153595315,41487549,27051737,12205644,15176423,1168611,56505351,1,-12698,-57643,258569,112490,1,4786449,-2178552,9144557,13522808,7762009,8713796,5719331,0,942700,9317191,32455027,13571474,3489197,17060671,15394356,5510597,4383586,1127011,204728,162858,41870,4060440,3230011,830429,0,0,0,0,0,0,7284906,5795019,1489887,1,70920576,63275636,-7644940,612581,-6835846,-1421675,0,4193123,150945204,-3272195,545374170,229150280,35627400,131982814
153214,163340614,192910515,36269342,229179857,392520471,13623050,14485589,44554061,59039650,85723576,65788391,151511967,210551617,65938324,154660495,11389287,755088,-37151290,129653580,8914819,20582577,241955269,21889383,6918522,300260570,107350055,0,0,183482771,170958314,12524457,117129127,-4,129653580,27986038,31651172,11423195,0,0,0,2402810,,0,,13672555,87135770,0,46150330,34904382,15069138,0,0,0,223151,0,96347001,183482771,0,0,0,0,0,183482771,82301634,45891456,0,0,0,0,12000084,6217932,16472766,9982355,36397232,12151039,7605874,9008045,2139315,,,,,7172679,0,170958314,76382097,27085064,22716570,7518134,2433364,34823085,1,4648553,20734375,25795320,10858674,1,2524127,24278206,813616,2764376,15069138,14371951,5888933,0,474513,1614398,37418933,29813059,0,29813059,7605874,15069138,15069138,0,14371951,14371951,0,0,0,0,0,0,0,0,0,0,371970,371970,0,1,6540413,6661025,120612,120612,0,0,0,12524457,183482771,12524457,117129123,-25762003,42056886,170958314
153296,22086545,25092282,396295,25488577,47575122,440385,2073660,3602222,5675882,10231148,584566,10815714,16491596,5877325,14084197,560274,100450,10901665,25646586,1310539,0,32677715,3290205,6447145,43725604,18633322,0,0,20266187,17932304,2333883,23312703,0,25646586,2764833,3106871,611335,0,0,0,1806460,,0,,682396,8971895,0,4329218,3556272,2221354,515140,0,624558,47750,0,11294292,20266187,0,0,0,0,0,20266187,4022384,2468968,0,0,0,0,1145951,463201,1884873,582025,2824059,935881,3361052,1809271,413760,,,,,2884714,388749,17932304,5252584,2492984,1465442,1171174,248098,7302022,1,242269,44625,1704098,-85102,1,34397,269990,166651,98488,1142861,1078493,515140,0,624558,384825,3745877,384825,0,384825,3361052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384825,384825,0,2,,,,,,,,2389456,17152954,2333883,25646585,660723,0,14322875
153311,155543050,66633939,6046940,72680879,228223929,2368491,5365000,19416677,24781677,32719178,6920112,39639290,64420967,29708921,73473117,26448778,404468,36136169,136462532,3094178,0,106786044,21714949,10384834,141980005,72251888,0,0,83720165,69052132,14668033,121383315,411184,136462532,11122290,13178340,4299885,0,0,0,476375,,566400,,7715559,37358849,0,21269519,15395136,7401798,2133167,0,0,125249,36447,46361316,83720165,0,0,0,0,0,83720165,19470919,14033605,0,0,2843478,1125125,4693850,2622637,8350093,3783776,16401844,5315156,4945093,1383022,155486,,,,,10963833,209485,69052132,27245270,9093804,9580133,4201177,896881,18034867,1,1198523,268603,10685766,1868657,1,259473,6651509,3703765,499834,7401798,4066446,2133167,0,1434832,657899,15694142,10749049,0,10749049,4945093,7401798,7401798,0,241616,241616,0,0,0,0,0,0,0,0,0,0,3105635,3105635,0,2,,,,,,,,14668033,83720165,15079217,136462532,73473117,9992510,69052132
153445,56351715,72219462,19986430,92205892,148557607,1753412,5025000,10752345,15777345,20924617,3438278,24362895,40140240,21322028,63500617,11070039,0,14278095,88848751,926675,30480319,62450693,17339286,13025782,124222755,53962130,0,0,66966431,61899775,5066656,83686802,95293,88848751,12571171,7851034,2379093,0,0,0,1418589,,0,,5093799,29313686,0,20738255,12381518,4750160,0,0,0,-237188,0,37632745,66946431,0,0,0,20000,20000,66966431,29204020,12368905,0,0,0,0,1589260,810203,6030905,2829542,15149747,4053337,5288803,3276055,812968,,,,,1360985,367357,61899775,21242312,8632661,7543717,4649368,644948,19186769,1,-887795,188860,7876034,1341483,1,150369,1034653,179729,411929,4750160,3477884,2843805,0,945250,991069,13008168,7672332,47033,7719365,5288803,4750160,4703127,47033,132895,132895,0,2836310,2836310,0,0,0,0,0,0,0,0,0,0,1,4236944,3929090,-307854,274457,-464905,-118677,1271,5181674,68158780,5201674,104616603,37760217,6780000,62978806
153472,62255671,52647836,9485923,62133759,124389430,1682257,2525000,6644123,9169123,29236979,1087554,30324533,39493656,18326013,46719331,6661202,0,14871485,68252018,446597,6829473,83390881,13030416,1651743,105349110,53260067,0,558793,65568282,60330179,5238103,63013915,0,68252018,10034609,4309684,0,0,0,0,5258676,,0,,5738004,25340973,0,18028691,6974888,10491771,1978207,0,2257426,105617,390709,40227309,65568282,0,0,0,0,0,65568282,24535674,13426880,0,0,0,0,497640,223840,6340595,3218504,14609243,3378414,4926137,8184832,1468093,,,,,1236058,0,60330179,21715731,7068804,6760535,3573455,272287,20939367,1,-1191639,234552,9785884,1668551,1,4656,116989,67191,13706,4506596,4364749,1978207,0,0,329302,11178854,4276962,1975755,6252717,4926137,4063641,2779598,1284043,108797,74419,34378,1783900,1220217,563683,0,0,0,0,0,0,296379,202728,93651,1,3181136,3185761,4625,0,4625,0,0,4629536,68183269,479879,101631511,49392059,23970000,63825394
