UNITID,BAREVCT,BAEXCLU,BAAC150,BANC100,BAGR100,BANC150,BAGR150,BAAEXCL,BAAC200,BANC200A,BASTEND,BANC200,BAGR200,L4REVCT,L4EXCLU,L4AC150,L4NC100,L4GR100,L4NC150,L4GR150,L4AEXCL,L4AC200,L4NC200A,L4STEND,L4NC200,L4GR200
160579,,,,,,,,,,,,,,519,0,519,137,26,232,45,0,519,7,13,239,46
160597,,,,,,,,,,,,,,10,0,10,0,0,3,30,0,10,0,0,3,30
160612,2363,5,2358,433,18,927,39,0,2358,63,29,990,42,,,,,,,,,,,,,
160621,1116,0,1116,105,9,351,31,0,1116,71,34,422,38,,,,,,,,,,,,,
160630,235,1,234,13,6,53,23,0,234,6,0,59,25,,,,,,,,,,,,,
160649,,,,,,,,,,,,,,555,0,555,38,7,63,11,0,555,8,33,71,13
160658,2679,1,2678,609,23,1378,51,0,2678,87,66,1465,55,,,,,,,,,,,,,
160667,,,,,,,,,,,,,,423,3,420,79,19,106,25,0,420,13,12,119,28
160755,1609,6,1603,1238,77,1382,86,0,1603,9,2,1391,87,,,,,,,,,,,,,
160904,489,0,489,187,38,251,51,0,489,8,2,259,53,,,,,,,,,,,,,
160959,103,0,103,46,45,54,52,0,103,1,0,55,53,,,,,,,,,,,,,
160977,500,0,500,434,87,454,91,0,500,1,0,455,91,,,,,,,,,,,,,
161004,497,0,497,441,89,472,95,0,497,3,0,475,96,,,,,,,,,,,,,
161077,,,,,,,,,,,,,,469,0,469,62,13,116,25,0,469,15,19,131,28
161086,483,0,483,414,86,430,89,0,483,1,0,431,89,,,,,,,,,,,,,
161138,,,,,,,,,,,,,,393,3,390,38,10,93,24,0,390,20,9,113,29
161192,,,,,,,,,,,,,,198,0,198,59,30,78,39,0,198,14,5,92,46
161208,,,,,,,,,,,,,,17,0,17,7,41,16,94,0,17,0,0,16,94
161217,172,0,172,15,9,22,13,0,172,2,3,24,14,,,,,,,,,,,,,
161226,438,1,437,199,46,255,58,0,437,2,0,257,59,,,,,,,,,,,,,
161235,136,0,136,28,21,49,36,0,136,2,2,51,38,,,,,,,,,,,,,
161253,2236,1,2235,834,37,1243,56,0,2235,37,10,1280,57,,,,,,,,,,,,,
161299,221,1,220,111,50,155,70,0,220,3,1,158,72,,,,,,,,,,,,,
161341,146,0,146,37,25,53,36,0,146,0,2,53,36,,,,,,,,,,,,,
161457,592,1,591,371,63,400,68,0,591,3,0,403,68,,,,,,,,,,,,,
161484,,,,,,,,,,,,,,141,2,139,54,39,58,42,0,139,8,3,66,47
161493,,,,,,,,,,,,,,66,0,66,0,0,43,65,0,66,0,0,43,65
161509,103,0,103,52,50,56,54,0,103,1,0,57,55,,,,,,,,,,,,,
161518,258,0,258,161,62,172,67,0,258,1,0,173,67,,,,,,,,,,,,,
161527,,,,,,,,,,,,,,104,0,104,28,27,76,73,0,104,0,0,76,73
161545,,,,,,,,,,,,,,875,1,874,81,9,189,22,0,874,52,48,241,28
161554,741,4,737,150,20,296,40,0,737,18,8,314,43,,,,,,,,,,,,,
161563,258,5,253,110,43,130,51,0,253,2,0,132,52,,,,,,,,,,,,,
161572,144,1,143,66,46,82,57,0,143,1,0,83,58,,,,,,,,,,,,,
161581,,,,,,,,,,,,,,109,1,108,49,45,52,48,0,108,5,2,57,53
161688,,,,,,,,,,,,,,387,0,387,61,16,104,27,0,387,22,9,126,33
161767,,,,,,,,,,,,,,1263,0,1263,165,13,344,27,0,1263,84,99,428,34
161800,,,,,,,,,,,,,,84,0,84,33,39,42,50,0,84,0,0,42,50
161855,,,,,,,,,,,,,,13,0,13,12,92,12,92,0,13,0,0,12,92
161864,,,,,,,,,,,,,,335,0,335,31,9,60,18,0,335,6,50,66,20
161873,236,0,236,37,16,97,41,0,236,10,5,107,45,,,,,,,,,,,,,
162007,625,0,625,101,16,271,43,0,625,13,13,284,45,,,,,,,,,,,,,
162061,52,0,52,19,37,26,50,0,52,1,0,27,52,,,,,,,,,,,,,
162104,,,,,,,,,,,,,,282,0,282,2,1,64,23,0,282,14,23,78,28
162122,,,,,,,,,,,,,,1027,0,1027,182,18,300,29,0,1027,71,83,371,36
162168,,,,,,,,,,,,,,258,0,258,46,18,71,28,0,258,9,18,80,31
162210,126,1,125,21,17,51,41,0,125,3,3,54,43,,,,,,,,,,,,,
162283,353,0,353,43,12,90,25,0,353,9,5,99,28,,,,,,,,,,,,,
162335,,,,,,,,,,,,,,10,0,10,2,20,6,60,0,10,0,0,6,60
162371,,,,,,,,,,,,,,503,0,503,400,80,410,82,0,503,0,0,410,82
162557,,,,,,,,,,,,,,764,0,764,158,21,249,33,0,764,48,61,297,39
162584,889,0,889,222,25,439,49,0,889,7,8,446,50,,,,,,,,,,,,,
162609,,,,,,,,,,,,,,212,0,212,34,16,57,27,1,211,4,7,61,29
162654,401,0,401,222,55,265,66,0,401,1,0,266,66,,,,,,,,,,,,,
162690,,,,,,,,,,,,,,399,0,399,99,25,138,35,0,399,21,14,159,40
162706,,,,,,,,,,,,,,853,0,853,149,17,262,31,0,853,48,63,310,36
162760,281,0,281,155,55,182,65,1,280,2,0,184,66,,,,,,,,,,,,,
162779,,,,,,,,,,,,,,1041,0,1041,143,14,275,26,2,1039,58,142,333,32
162830,,,,,,,,,,,,,,54,0,54,4,7,32,59,0,54,3,0,35,65
162928,1390,4,1386,1200,87,1287,93,0,1386,11,2,1298,94,,,,,,,,,,,,,
163028,,,,,,,,,,,,,,552,0,552,295,53,381,69,0,552,14,0,395,72
163046,1096,0,1096,870,79,907,83,0,1096,6,0,913,83,,,,,,,,,,,,,
163204,87,0,87,3,3,13,15,0,87,1,2,14,16,,,,,,,,,,,,,
163268,1653,1,1652,693,42,1153,70,0,1652,38,16,1191,72,,,,,,,,,,,,,
163286,4011,6,4005,2782,69,3487,87,0,4005,19,7,3506,88,,,,,,,,,,,,,
163295,400,0,400,266,67,289,72,0,400,3,1,292,73,,,,,,,,,,,,,
163338,604,0,604,131,22,248,41,0,604,12,3,260,43,,,,,,,,,,,,,
163347,,,,,,,,,,,,,,234,0,234,18,8,80,34,0,234,0,0,80,34
163408,,,,,,,,,,,,,,107,0,107,69,64,72,67,0,107,0,0,72,67
163426,,,,,,,,,,,,,,2133,0,2133,247,12,595,28,0,2133,170,242,765,36
163453,886,0,886,153,17,384,43,0,886,34,11,418,47,,,,,,,,,,,,,
163462,429,0,429,268,62,295,69,0,429,3,1,298,69,,,,,,,,,,,,,
163532,40,0,40,13,33,19,48,0,40,3,0,22,55,,,,,,,,,,,,,
163541,,,,,,,,,,,,,,330,2,328,76,23,164,50,0,328,0,0,164,50
163578,104,0,104,58,56,66,63,0,104,1,1,67,64,,,,,,,,,,,,,
163657,,,,,,,,,,,,,,883,0,883,55,6,140,16,0,883,42,69,182,21
163815,,,,,,,,,,,,,,23,0,23,20,87,20,87,0,23,0,0,20,87
163851,1241,2,1239,639,52,871,70,0,1239,8,3,879,71,,,,,,,,,,,,,
163912,383,0,383,261,68,293,77,0,383,2,1,295,77,,,,,,,,,,,,,
163976,106,0,106,71,67,73,69,0,106,0,0,73,69,,,,,,,,,,,,,
164076,2747,3,2744,1307,48,1944,71,0,2744,37,16,1981,72,,,,,,,,,,,,,
164155,1171,3,1168,1047,90,1075,92,0,1168,0,0,1075,92,,,,,,,,,,,,,
164173,752,0,752,369,49,453,60,0,752,4,1,457,61,,,,,,,,,,,,,
164216,349,0,349,239,68,256,73,0,349,1,0,257,74,,,,,,,,,,,,,
164270,451,2,449,269,60,309,69,0,449,2,2,311,69,,,,,,,,,,,,,
164313,,,,,,,,,,,,,,330,0,330,40,12,62,19,0,330,9,27,71,22
164447,346,0,346,117,34,152,44,0,346,0,0,152,44,,,,,,,,,,,,,
164465,466,0,466,411,88,445,95,0,466,2,0,447,96,,,,,,,,,,,,,
164492,242,0,242,86,36,111,46,0,242,3,1,114,47,,,,,,,,,,,,,
164535,,,,,,,,,,,,,,9,0,9,8,89,8,89,0,9,0,0,8,89
164562,502,0,502,339,68,351,70,0,502,1,0,352,70,,,,,,,,,,,,,
164580,488,0,488,440,90,455,93,0,488,1,0,456,93,,,,,,,,,,,,,
164614,13,0,13,0,0,4,31,0,13,0,0,4,31,,,,,,,,,,,,,
164632,136,0,136,68,50,74,54,0,136,13,0,87,64,,,,,,,,,,,,,
164641,36,0,36,6,17,11,31,0,36,0,0,11,31,,,,,,,,,,,,,
164739,974,1,973,825,85,871,90,0,973,6,1,877,90,,,,,,,,,,,,,
164748,1120,0,1120,607,54,733,65,0,1120,10,2,743,66,,,,,,,,,,,,,
164775,,,,,,,,,,,,,,217,0,217,18,8,45,21,0,217,13,1,58,27
164845,,,,,,,,,,,,,,76,0,76,0,0,42,55,0,76,0,0,42,55
164872,15,0,15,0,0,2,13,0,15,1,4,3,20,,,,,,,,,,,,,
164924,2305,7,2298,2069,90,2161,94,0,2298,9,1,2170,94,,,,,,,,,,,,,
164988,3807,7,3800,3177,84,3361,88,0,3800,15,2,3376,89,,,,,,,,,,,,,
165015,832,0,832,678,81,726,87,0,832,4,0,730,88,,,,,,,,,,,,,
165024,1451,0,1451,543,37,890,61,0,1451,30,8,920,63,,,,,,,,,,,,,
165033,,,,,,,,,,,,,,1051,0,1051,61,6,204,19,0,1051,103,115,307,29
165060,,,,,,,,,,,,,,4,0,4,3,75,3,75,0,4,0,0,3,75
165112,,,,,,,,,,,,,,1009,0,1009,56,6,154,15,0,1009,47,95,201,20
165167,12,0,12,0,0,1,8,0,12,1,0,2,17,,,,,,,,,,,,,
165194,,,,,,,,,,,,,,350,0,350,27,8,55,16,0,350,14,28,69,20
165255,,,,,,,,,,,,,,62,0,62,54,87,54,87,0,62,0,0,54,87
165264,2,0,2,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
165334,614,0,614,446,73,482,79,0,614,2,0,484,79,,,,,,,,,,,,,
165529,640,0,640,294,46,335,52,0,640,4,0,339,53,,,,,,,,,,,,,
165556,,,,,,,,,,,,,,350,0,350,81,23,216,62,0,350,20,0,236,67
165574,151,0,151,63,42,66,44,0,151,0,0,66,44,,,,,,,,,,,,,
165608,,,,,,,,,,,,,,2,0,2,0,0,1,50,0,2,0,0,1,50
165635,,,,,,,,,,,,,,288,0,288,215,75,215,75,0,288,0,0,215,75
165644,162,0,162,51,31,65,40,1,161,1,2,66,41,,,,,,,,,,,,,
165662,861,0,861,678,79,707,82,0,861,2,0,709,82,,,,,,,,,,,,,
165671,515,0,515,304,59,339,66,2,513,7,0,346,67,,,,,,,,,,,,,
165699,627,0,627,439,70,464,74,0,627,3,0,467,74,,,,,,,,,,,,,
165750,,,,,,,,,,,,,,46,0,46,14,30,20,43,0,46,0,0,20,43
165802,107,0,107,28,26,36,34,0,107,0,1,36,34,,,,,,,,,,,,,
165820,790,0,790,303,38,456,58,0,790,13,4,469,59,,,,,,,,,,,,,
165866,804,1,803,382,48,490,61,0,803,7,2,497,62,,,,,,,,,,,,,
165936,479,1,478,288,60,332,69,0,478,11,0,343,72,,,,,,,,,,,,,
165981,,,,,,,,,,,,,,134,0,134,17,13,37,28,0,134,11,8,48,36
166018,378,0,378,194,51,238,63,0,378,4,0,242,64,,,,,,,,,,,,,
166027,1656,2,1654,1402,85,1606,97,0,1654,16,3,1622,98,,,,,,,,,,,,,
166054,16,0,16,10,63,10,63,0,16,0,0,10,63,,,,,,,,,,,,,
166124,721,0,721,628,87,648,90,0,721,2,0,650,90,,,,,,,,,,,,,
166133,,,,,,,,,,,,,,898,0,898,103,11,205,23,0,898,45,57,250,28
166391,484,0,484,264,55,286,59,0,484,2,1,288,60,,,,,,,,,,,,,
166452,311,1,310,159,51,185,60,0,310,6,1,191,62,,,,,,,,,,,,,
166498,,,,,,,,,,,,,,60,0,60,37,62,37,62,0,60,0,0,37,62
166513,1624,2,1622,657,41,1074,66,0,1622,35,12,1109,68,,,,,,,,,,,,,
166629,4618,11,4607,3415,74,3783,82,-1,4608,39,8,3822,83,,,,,,,,,,,,,
166638,1313,3,1310,320,24,642,49,0,1310,51,20,693,53,,,,,,,,,,,,,
166647,,,,,,,,,,,,,,553,0,553,52,9,111,20,0,553,16,32,127,23
166656,490,0,490,261,53,324,66,0,490,6,2,330,67,,,,,,,,,,,,,
166674,366,0,366,199,54,259,71,0,366,4,1,263,72,,,,,,,,,,,,,
166683,1116,8,1108,963,87,1057,95,0,1108,17,4,1074,97,,,,,,,,,,,,,
166692,332,3,329,208,63,251,76,0,329,7,0,258,78,,,,,,,,,,,,,
166805,,,,,,,,,,,,,,15,0,15,2,13,11,73,0,15,0,0,11,73
166823,,,,,,,,,,,,,,928,1,927,53,6,177,19,0,927,35,60,212,23
166850,794,1,793,540,68,592,75,0,793,2,0,594,75,,,,,,,,,,,,,
166887,,,,,,,,,,,,,,922,0,922,84,9,185,20,0,922,39,86,224,24
166911,102,0,102,52,51,59,58,0,102,0,0,59,58,,,,,,,,,,,,,
166939,511,0,511,403,79,424,83,0,511,5,0,429,84,,,,,,,,,,,,,
166957,,,,,,,,,,,,,,415,2,413,64,15,107,26,0,413,21,21,128,31
167039,,,,,,,,,,,,,,26,0,26,8,31,11,42,0,26,0,0,11,42
167057,93,0,93,62,67,73,78,0,93,1,0,74,80,,,,,,,,,,,,,
167260,379,0,379,197,52,222,59,2,377,2,5,224,59,,,,,,,,,,,,,
167288,271,0,271,141,52,166,61,0,271,4,0,170,63,,,,,,,,,,,,,
167297,,,,,,,,,,,,,,24,0,24,21,88,21,88,0,24,0,0,21,88
167312,,,,,,,,,,,,,,700,0,700,84,12,172,25,0,700,32,42,204,29
167358,2891,5,2886,0,0,2572,89,0,2886,20,2,2592,90,,,,,,,,,,,,,
167376,,,,,,,,,,,,,,702,0,702,42,6,121,17,0,702,33,52,154,22
167394,187,0,187,122,65,136,73,0,187,0,0,136,73,,,,,,,,,,,,,
167455,61,0,61,10,16,21,34,0,61,0,0,21,34,,,,,,,,,,,,,
167525,,,,,,,,,,,,,,457,0,457,27,6,72,16,0,457,15,38,87,19
167534,,,,,,,,,,,,,,838,0,838,95,11,187,22,0,838,71,74,258,31
167598,268,0,268,166,62,179,67,0,268,1,2,180,67,,,,,,,,,,,,,
167631,,,,,,,,,,,,,,100,0,100,50,50,50,50,0,100,2,0,52,52
167729,1073,0,1073,428,40,613,57,0,1073,21,10,634,59,,,,,,,,,,,,,
167783,338,0,338,244,72,273,81,0,338,0,0,273,81,,,,,,,,,,,,,
167835,643,1,642,530,83,571,89,0,642,5,0,576,90,,,,,,,,,,,,,
167871,,,,,,,,,,,,,,42,0,42,22,52,22,52,0,42,0,0,22,52
167899,510,0,510,355,70,375,74,0,510,1,0,376,74,,,,,,,,,,,,,
167905,,,,,,,,,,,,,,769,0,769,88,11,184,24,0,769,41,62,225,29
167987,1495,7,1488,552,37,883,59,0,1488,26,6,909,61,,,,,,,,,,,,,
167996,610,1,609,469,77,502,82,0,609,4,0,506,83,,,,,,,,,,,,,
168005,1157,2,1155,490,42,668,58,0,1155,13,3,681,59,,,,,,,,,,,,,
168032,,,,,,,,,,,,,,28,0,28,6,21,7,25,0,28,0,0,7,25
168148,1307,0,1307,1154,88,1232,94,0,1307,8,0,1240,95,,,,,,,,,,,,,
168218,592,0,592,498,84,540,91,0,592,5,0,545,92,,,,,,,,,,,,,
168227,877,2,875,528,60,638,73,0,875,5,1,643,73,,,,,,,,,,,,,
168254,689,0,689,390,57,447,65,0,689,0,0,447,65,,,,,,,,,,,,,
168263,1283,2,1281,588,46,781,61,0,1281,15,3,796,62,,,,,,,,,,,,,
168281,457,0,457,316,69,344,75,0,457,1,0,345,75,,,,,,,,,,,,,
168342,544,0,544,480,88,517,95,0,544,7,0,524,96,,,,,,,,,,,,,
168421,1103,1,1102,907,82,983,89,0,1102,11,1,994,90,,,,,,,,,,,,,
168430,769,0,769,317,41,443,58,0,769,20,6,463,60,,,,,,,,,,,,,
168528,432,0,432,150,35,200,46,0,432,0,0,200,46,,,,,,,,,,,,,
168546,346,0,346,211,61,243,70,0,346,4,0,247,71,,,,,,,,,,,,,
168555,,,,,,,,,,,,,,22,1,21,5,24,15,71,0,21,0,0,15,71
168573,,,,,,,,,,,,,,683,0,683,384,56,454,66,0,683,0,0,454,66
168591,374,0,374,213,57,250,67,0,374,4,0,254,68,,,,,,,,,,,,,
168740,307,0,307,114,37,182,59,1,306,11,0,193,63,,,,,,,,,,,,,
168786,390,0,390,156,40,234,60,0,390,1,0,235,60,,,,,,,,,,,,,
168847,359,0,359,28,8,53,15,0,359,9,4,62,17,,,,,,,,,,,,,
168883,,,,,,,,,,,,,,268,0,268,60,22,91,34,0,268,8,4,99,37
168892,,,,,,,,,,,,,,21,0,21,12,57,16,76,0,21,0,0,16,76
169080,1006,8,998,635,64,762,76,0,998,8,2,770,77,,,,,,,,,,,,,
169187,,,,,,,,,,,,,,14,0,14,13,93,13,93,0,14,0,0,13,93
169248,2953,0,2953,814,28,1805,61,0,2953,55,49,1860,63,,,,,,,,,,,,,
169275,,,,,,,,,,,,,,711,0,711,33,5,76,11,3,708,60,92,136,19
169284,,,,,,,,,,,,,,85,0,85,2,2,59,69,0,85,0,0,59,69
169327,26,0,26,5,19,5,19,0,26,0,0,5,19,,,,,,,,,,,,,
169363,181,0,181,49,27,70,39,0,181,2,0,72,40,,,,,,,,,,,,,
169442,218,0,218,96,44,153,70,0,218,2,1,155,71,,,,,,,,,,,,,
169479,319,0,319,124,39,162,51,0,319,7,2,169,53,,,,,,,,,,,,,
169503,,,,,,,,,,,,,,80,0,80,4,5,49,61,0,80,0,0,49,61
169521,,,,,,,,,,,,,,1018,0,1018,78,8,164,16,0,1018,60,111,224,22
169655,,,,,,,,,,,,,,354,1,353,126,36,202,57,0,353,15,0,217,61
169716,491,0,491,247,50,330,67,0,491,5,1,335,68,,,,,,,,,,,,,
169761,,,,,,,,,,,,,,73,0,73,21,29,30,41,0,73,10,0,40,55
169798,2848,0,2848,543,19,1312,46,0,2848,125,38,1437,50,,,,,,,,,,,,,
169813,,,,,,,,,,,,,,7,0,7,4,57,5,71,0,7,0,0,5,71
169910,706,0,706,212,30,372,53,0,706,24,6,396,56,,,,,,,,,,,,,
169974,,,,,,,,,,,,,,154,0,154,39,25,48,31,0,154,8,2,56,36
169983,376,1,375,30,8,238,63,1,374,20,2,258,69,,,,,,,,,,,,,
169992,,,,,,,,,,,,,,194,0,194,48,25,59,30,0,194,18,6,77,40
170000,89,0,89,18,20,34,38,0,89,4,0,38,43,,,,,,,,,,,,,
170037,329,0,329,167,51,203,62,0,329,4,0,207,63,,,,,,,,,,,,,
170055,,,,,,,,,,,,,,1650,0,1650,239,14,353,21,0,1650,61,152,414,25
170082,4063,4,4059,1556,38,2738,67,0,4059,87,21,2825,70,,,,,,,,,,,,,
170091,37,0,37,6,16,7,19,0,37,0,3,7,19,,,,,,,,,,,,,
170286,352,0,352,260,74,301,86,0,352,0,1,301,86,,,,,,,,,,,,,
170301,822,0,822,595,72,662,81,0,822,3,0,665,81,,,,,,,,,,,,,
170532,452,0,452,344,76,387,86,0,452,4,0,391,87,,,,,,,,,,,,,
170541,,,,,,,,,,,,,,755,0,755,68,9,156,21,0,755,11,71,167,22
170550,,,,,,,,,,,,,,221,0,221,19,9,33,15,0,221,42,75,75,34
170587,,,,,,,,,,,,,,98,2,96,9,9,22,23,0,96,6,2,28,29
170611,,,,,,,,,,,,,,75,0,75,46,61,56,75,0,75,0,0,56,75
170620,,,,,,,,,,,,,,295,0,295,30,10,62,21,0,295,22,19,84,28
170639,348,0,348,106,30,168,48,0,348,3,2,171,49,,,,,,,,,,,,,
170657,,,,,,,,,,,,,,1325,0,1325,74,6,226,17,0,1325,52,170,278,21
170675,353,1,352,77,22,207,59,0,352,22,2,229,65,,,,,,,,,,,,,
170736,,,,,,,,,,,,,,40,0,40,28,70,32,80,0,40,0,0,32,80
170790,,,,,,,,,,,,,,1458,1,1457,50,3,180,12,0,1457,99,169,279,19
170806,198,0,198,60,30,117,59,0,198,3,0,120,61,,,,,,,,,,,,,
170967,121,0,121,35,29,61,50,1,120,2,2,63,53,,,,,,,,,,,,,
170976,6176,2,6174,4941,80,5757,93,0,6174,62,7,5819,94,,,,,,,,,,,,,
171012,,,,,,,,,,,,,,5,0,5,5,100,5,100,0,5,0,0,5,100
171100,7788,6,7782,4343,56,6292,81,1,7781,139,23,6431,83,,,,,,,,,,,,,
171128,1252,2,1250,376,30,869,70,1,1249,32,6,901,72,,,,,,,,,,,,,
171137,908,0,908,202,22,506,56,0,908,40,14,546,60,,,,,,,,,,,,,
171146,665,1,664,106,16,267,40,1,663,47,5,314,47,,,,,,,,,,,,,
171155,,,,,,,,,,,,,,387,0,387,25,6,61,16,0,387,12,18,73,19
171225,,,,,,,,,,,,,,318,0,318,35,11,71,22,0,318,26,8,97,31
171234,,,,,,,,,,,,,,123,0,123,13,11,42,34,0,123,5,3,47,38
171304,,,,,,,,,,,,,,543,0,543,48,9,87,16,0,543,22,26,109,20
171395,,,,,,,,,,,,,,268,0,268,39,15,63,24,0,268,9,5,72,27
171456,1222,3,1219,359,29,641,53,1,1218,28,9,669,55,,,,,,,,,,,,,
171492,382,0,382,168,44,205,54,1,381,2,2,207,54,,,,,,,,,,,,,
171535,,,,,,,,,,,,,,892,0,892,76,9,130,15,0,892,55,141,185,21
171571,2450,1,2449,723,30,1392,57,1,2448,104,27,1496,61,,,,,,,,,,,,,
171599,278,0,278,87,31,124,45,0,278,1,0,125,45,,,,,,,,,,,,,
171775,,,,,,,,,,,,,,16,0,16,2,13,10,63,0,16,3,0,13,81
171881,20,0,20,10,50,18,90,0,20,0,0,18,90,,,,,,,,,,,,,
171988,,,,,,,,,,,,,,63,0,63,35,56,46,73,0,63,0,0,46,73
171997,,,,,,,,,,,,,,89,0,89,41,46,64,72,0,89,0,0,64,72
172015,,,,,,,,,,,,,,113,0,113,48,42,81,72,0,113,0,0,81,72
172033,1,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
172051,1582,1,1581,238,15,697,44,0,1581,61,15,758,48,,,,,,,,,,,,,
172264,296,0,296,99,33,141,48,0,296,1,1,142,48,,,,,,,,,,,,,
172291,,,,,,,,,,,,,,393,0,393,43,11,92,23,0,393,19,23,111,28
172307,,,,,,,,,,,,,,532,0,532,114,21,152,29,0,532,12,11,164,31
172334,367,0,367,142,39,214,58,0,367,7,0,221,60,,,,,,,,,,,,,
172422,,,,,,,,,,,,,,85,0,85,65,76,72,85,0,85,2,0,74,87
172440,74,0,74,14,19,23,31,0,74,1,1,24,32,,,,,,,,,,,,,
172495,,,,,,,,,,,,,,85,0,85,2,2,48,56,0,85,0,0,48,56
172617,,,,,,,,,,,,,,678,0,678,78,12,180,27,1,677,54,103,234,35
172635,,,,,,,,,,,,,,556,0,556,49,9,80,14,0,556,16,27,96,17
172644,2045,10,2035,410,20,968,48,1,2034,95,41,1063,52,,,,,,,,,,,,,
172671,,,,,,,,,,,,,,121,0,121,3,2,32,26,0,121,12,4,44,36
172680,,,,,,,,,,,,,,28,0,28,0,0,23,82,0,28,0,0,23,82
172699,3158,5,3153,845,27,1786,57,0,3153,122,32,1908,61,,,,,,,,,,,,,
172918,,,,,,,,,,,,,,439,0,439,248,56,266,61,0,439,1,16,267,61
172954,,,,,,,,,,,,,,189,0,189,74,39,86,46,0,189,1,4,87,46
172963,,,,,,,,,,,,,,791,0,791,118,15,194,25,0,791,20,103,214,27
173045,463,2,461,215,47,265,57,0,461,6,0,271,59,,,,,,,,,,,,,
173063,,,,,,,,,,,,,,297,0,297,88,30,118,40,0,297,3,33,121,41
173115,,,,,,,,,,,,,,73,0,73,24,33,26,36,0,73,0,8,26,36
173124,818,0,818,234,29,382,47,0,818,9,16,391,48,,,,,,,,,,,,,
173142,146,0,146,63,43,79,54,0,146,3,0,82,56,,,,,,,,,,,,,
173160,610,0,610,392,64,447,73,0,610,2,0,449,74,,,,,,,,,,,,,
173203,,,,,,,,,,,,,,473,0,473,176,37,200,42,0,473,2,21,202,43
173258,527,0,527,465,88,484,92,0,527,3,1,487,92,,,,,,,,,,,,,
173300,684,1,683,474,69,493,72,0,683,2,0,495,72,,,,,,,,,,,,,
173328,282,2,280,110,39,144,51,0,280,0,1,144,51,,,,,,,,,,,,,
173416,,,,,,,,,,,,,,386,0,386,157,41,183,47,0,386,5,17,188,49
173452,164,2,162,63,39,112,69,0,162,1,2,113,70,,,,,,,,,,,,,
173461,,,,,,,,,,,,,,437,0,437,119,27,175,40,0,437,8,55,183,42
173470,,,,,,,,,,,,,,9,0,9,5,56,8,89,0,9,0,0,8,89
173559,,,,,,,,,,,,,,711,0,711,245,34,298,42,0,711,2,60,300,42
173638,,,,,,,,,,,,,,302,0,302,108,36,137,45,0,302,6,15,143,47
173647,610,0,610,446,73,476,78,0,610,0,0,476,78,,,,,,,,,,,,,
173665,536,4,532,337,63,371,70,0,532,4,1,375,70,,,,,,,,,,,,,
173708,,,,,,,,,,,,,,331,0,331,72,22,97,29,0,331,8,35,105,32
173735,,,,,,,,,,,,,,167,0,167,63,38,71,43,0,167,0,5,71,43
173744,,,,,,,,,,,,,,147,0,147,13,9,104,71,0,147,0,0,104,71
173799,,,,,,,,,,,,,,404,0,404,68,17,115,28,0,404,5,47,120,30
173805,,,,,,,,,,,,,,218,0,218,52,24,66,30,0,218,2,4,68,31
173902,554,0,554,474,86,503,91,0,554,2,0,505,91,,,,,,,,,,,,,
173911,,,,,,,,,,,,,,392,0,392,75,19,123,31,0,392,7,58,130,33
173920,2434,0,2434,631,26,1193,49,0,2434,50,61,1243,51,,,,,,,,,,,,,
173993,,,,,,,,,,,,,,179,0,179,48,27,55,31,0,179,1,9,56,31
174020,64,0,64,8,13,22,34,0,64,6,8,28,44,,,,,,,,,,,,,
174066,5530,0,5530,3801,69,4585,83,1,5529,85,29,4670,84,,,,,,,,,,,,,
174075,180,0,180,77,43,90,50,0,180,3,1,93,52,,,,,,,,,,,,,
174127,118,0,118,61,52,75,64,0,118,0,0,75,64,,,,,,,,,,,,,
174136,,,,,,,,,,,,,,534,0,534,39,7,91,17,0,534,13,86,104,19
174154,1,0,1,1,100,1,100,0,1,0,0,1,100,,,,,,,,,,,,,
174190,,,,,,,,,,,,,,62,0,62,14,23,43,69,0,62,1,0,44,71
174233,2046,0,2046,769,38,1259,62,0,2046,40,5,1299,63,,,,,,,,,,,,,
174251,468,0,468,219,47,273,58,0,468,6,2,279,60,,,,,,,,,,,,,
174321,,,,,,,,,,,,,,64,0,64,10,16,44,69,0,64,0,0,44,69
174358,943,0,943,322,34,500,53,0,943,18,24,518,55,,,,,,,,,,,,,
174376,,,,,,,,,,,,,,435,0,435,27,6,75,17,0,435,9,70,84,19
174428,,,,,,,,,,,,,,898,0,898,86,10,201,22,0,898,26,142,227,25
174437,245,0,245,100,41,122,50,0,245,1,0,123,50,,,,,,,,,,,,,
174473,,,,,,,,,,,,,,331,0,331,118,36,141,43,0,331,6,33,147,44
174491,462,0,462,261,56,314,68,0,462,3,2,317,69,,,,,,,,,,,,,
174507,4,0,4,2,50,2,50,0,4,0,0,2,50,,,,,,,,,,,,,
174525,18,0,18,5,28,6,33,0,18,0,0,6,33,,,,,,,,,,,,,
174570,,,,,,,,,,,,,,72,0,72,8,11,12,17,0,72,2,7,14,19
174604,,,,,,,,,,,,,,58,0,58,13,22,15,26,0,58,0,1,15,26
174738,,,,,,,,,,,,,,685,0,685,99,14,164,24,0,685,17,83,181,26
174747,538,0,538,401,75,429,80,0,538,3,0,432,80,,,,,,,,,,,,,
174756,,,,,,,,,,,,,,590,0,590,145,25,203,34,0,590,8,49,211,36
174783,1654,0,1654,394,24,778,47,0,1654,58,66,836,51,,,,,,,,,,,,,
