UNITID,AWLEVELC,CSTOTLT,CSTOTLM,CSTOTLW,CSAIANT,CSASIAT,CSBKAAT,CSHISPT,CSNHPIT,CSWHITT,CS2MORT,CSUNKNT,CSNRALT,CSUND18,CS18_24,CS25_39,CSABV40,CSUNKN
206525,5,335,160,175,0,6,29,8,0,267,17,5,3,0,307,26,2,0
206589,5,408,170,238,0,12,31,28,0,255,18,3,61,0,401,7,0,0
206604,5,1915,855,1060,0,59,179,73,2,1478,71,8,45,0,1442,410,63,0
206613,5,179,71,108,0,1,2,1,0,171,2,2,0,0,152,23,4,0
206622,5,1229,482,747,1,51,96,63,1,930,44,22,21,0,982,218,29,0
206695,5,1841,841,1000,2,29,124,65,0,1391,68,65,97,1,1375,340,125,0
206817,5,27,11,16,12,0,5,1,0,6,0,3,0,0,7,16,4,0
206835,5,170,49,121,13,0,15,11,0,111,12,0,8,0,81,40,49,0
206862,5,422,195,227,13,6,54,61,0,256,26,0,6,0,184,132,106,0
206914,5,413,154,259,29,8,35,44,1,223,39,10,24,0,225,153,35,0
206941,5,2442,929,1513,87,82,170,271,5,1412,223,61,131,0,1524,730,188,0
207041,5,528,197,331,78,3,13,6,0,282,27,25,94,0,327,172,29,0
207157,5,34,16,18,2,0,0,10,0,18,1,0,3,0,18,9,7,0
207209,5,250,54,196,12,4,180,2,0,20,26,4,2,0,128,106,16,0
207254,5,37,32,5,1,2,6,2,0,17,1,3,5,0,10,18,9,0
207263,5,1465,514,951,273,30,59,90,2,741,217,8,45,0,703,598,164,0
207306,5,310,114,196,19,1,20,23,1,195,4,43,4,0,210,72,28,0
207324,5,330,168,162,8,9,16,26,0,249,18,4,0,0,300,22,8,0
207342,5,463,40,423,10,25,20,47,0,304,13,43,1,0,267,161,35,0
207351,5,263,79,184,30,3,10,41,1,170,5,0,3,0,116,109,38,0
207388,5,4519,2229,2290,188,88,180,333,5,3129,426,6,164,0,3622,774,121,2
207397,5,20,18,2,1,0,2,0,0,16,0,1,0,0,0,10,10,0
207403,5,343,122,221,12,3,9,8,1,243,56,1,10,0,304,34,5,0
207458,5,421,108,313,18,17,24,45,0,254,37,0,26,0,304,87,30,0
207500,5,4665,2212,2453,160,347,201,479,2,2810,419,80,167,0,3833,693,139,0
207564,5,69,62,7,7,0,2,5,0,28,22,0,5,0,35,29,5,0
207582,5,624,250,374,17,23,99,59,2,294,34,76,20,0,449,88,63,24
207661,5,452,163,289,51,10,20,25,0,261,71,5,9,1,242,167,42,0
207722,5,143,51,92,10,0,5,17,0,81,15,5,10,0,102,29,12,0
207847,5,618,266,352,79,8,22,34,0,339,118,1,17,0,337,214,67,0
207856,5,64,30,34,3,0,12,8,1,34,1,0,5,0,42,13,9,0
207865,5,824,308,516,41,33,36,52,1,520,77,26,38,0,479,280,65,0
207971,5,695,368,327,18,47,39,49,1,389,56,10,86,0,627,64,4,0
208646,5,552,207,345,10,11,10,57,20,392,27,17,8,0,226,228,98,0
208725,5,7,2,5,0,0,0,0,0,3,2,2,0,0,6,1,0,0
208822,5,621,237,384,3,27,8,66,5,452,49,6,5,0,475,95,51,0
209056,5,403,168,235,0,13,8,48,3,268,29,12,22,0,390,13,0,0
209065,5,251,100,151,2,12,4,47,2,144,24,8,8,0,240,11,0,0
209241,5,8,8,0,0,2,0,4,0,2,0,0,0,0,4,2,2,0
209287,5,87,47,40,2,4,1,8,2,64,4,2,0,0,48,28,11,0
209296,5,13,1,12,0,0,0,1,1,8,1,2,0,0,4,7,2,0
209409,5,175,70,105,3,7,5,12,1,122,18,1,6,1,92,56,26,0
209490,5,394,60,334,2,18,7,53,1,287,18,8,0,0,79,256,59,0
209506,5,703,374,329,9,54,6,71,5,474,38,20,26,0,334,288,81,0
209542,5,5878,3043,2835,26,453,78,566,14,3651,433,149,508,0,4013,1655,210,0
209551,5,4133,1856,2277,17,267,95,498,19,2480,327,53,377,0,3462,618,53,0
209603,5,77,21,56,1,3,1,3,0,46,2,18,3,0,49,26,2,0
209612,5,439,136,303,0,49,6,81,3,193,50,40,17,0,369,61,9,0
209807,5,4675,2065,2610,45,420,170,754,32,2512,317,163,262,0,2243,2122,310,0
209825,5,731,327,404,2,110,12,90,16,380,58,47,16,0,705,23,3,0
209922,5,327,165,162,0,17,5,30,0,196,21,9,49,0,312,14,1,0
210146,5,761,276,485,13,15,9,90,3,462,72,72,25,0,467,229,59,6
210304,5,140,54,86,1,4,16,36,2,62,16,2,1,0,86,50,4,0
210331,5,204,81,123,1,4,1,25,1,147,7,8,10,0,173,23,8,0
210401,5,339,134,205,0,31,3,47,3,206,27,20,2,0,333,6,0,0
210429,5,964,328,636,10,45,27,174,23,588,17,33,47,0,664,262,38,0
210438,5,124,58,66,2,5,0,4,0,42,11,1,59,0,25,93,6,0
210492,5,57,23,34,0,3,6,2,0,36,0,7,3,0,51,6,0,0
210571,5,394,148,246,0,8,76,54,0,231,13,10,2,0,293,61,39,1
210669,5,361,146,215,0,11,31,24,0,265,17,4,9,0,354,7,0,0
210739,5,556,204,352,0,16,32,56,0,403,14,35,0,0,369,126,61,0
210775,5,368,104,264,0,6,34,37,0,272,9,9,1,0,213,100,55,0
211024,5,118,58,60,0,3,6,6,0,100,1,0,2,0,68,37,13,0
211088,5,450,145,305,0,27,35,46,0,297,11,13,21,0,403,36,11,0
211158,5,1681,686,995,2,19,99,126,0,1356,45,34,0,0,1484,170,27,0
211273,5,290,0,290,0,29,16,26,0,115,15,18,71,0,287,3,0,0
211291,5,883,442,441,0,51,29,61,0,647,46,2,47,0,868,13,2,0
211352,5,279,94,185,0,3,39,27,0,167,8,15,20,0,250,26,3,0
211361,5,1069,433,636,0,18,93,50,4,840,37,22,5,0,632,329,108,0
211431,5,312,39,273,3,5,38,7,0,240,3,15,1,0,186,100,26,0
211440,5,1603,793,810,0,553,67,136,0,444,69,95,239,0,1567,33,3,0
211468,5,231,12,219,0,5,22,24,0,166,4,3,7,0,143,66,22,0
211477,5,164,68,96,3,0,24,6,0,115,3,9,4,0,46,96,22,0
211556,5,274,73,201,1,7,9,7,1,217,7,15,10,0,235,32,7,0
211583,5,258,84,174,0,3,84,30,0,103,10,18,10,0,143,79,36,0
211608,5,96,35,61,0,0,77,4,0,0,8,6,1,0,61,26,9,0
211644,5,799,229,570,2,8,53,21,3,672,19,19,2,0,592,156,51,0
211893,5,12,4,8,0,1,0,0,0,4,0,0,7,0,11,1,0,0
211981,5,386,130,256,1,2,16,29,1,287,2,48,0,0,315,65,6,0
212009,5,486,183,303,1,21,26,51,0,292,21,2,72,0,479,6,1,0
212054,5,3150,1455,1695,4,594,207,216,4,1629,130,68,298,0,2394,637,119,0
212106,5,1402,455,947,1,47,62,61,3,1157,40,11,20,0,1253,133,16,0
212115,5,979,405,574,3,19,145,116,1,622,43,24,6,0,797,159,23,0
212133,5,368,108,260,0,11,71,43,0,206,10,20,7,0,238,91,38,1
212160,5,667,239,428,1,7,30,23,0,562,0,33,11,1,526,111,29,0
212197,5,408,144,264,0,9,11,16,1,361,3,2,5,0,338,37,33,0
212577,5,592,245,347,0,25,44,71,0,346,16,14,76,0,583,9,0,0
212601,5,576,231,345,0,8,23,19,0,440,13,18,55,0,526,46,4,0
212656,5,238,112,126,2,5,9,3,0,202,8,7,2,0,206,15,17,0
212674,5,583,266,317,0,8,20,53,0,449,15,10,28,0,569,14,0,0
212771,5,60,2,58,0,0,0,0,0,55,0,5,0,0,56,3,1,0
212805,5,541,292,249,0,2,3,1,0,511,21,0,3,0,537,4,0,0
212832,5,496,103,393,5,22,81,23,0,257,9,99,0,0,262,205,29,0
212911,5,326,159,167,0,43,18,32,0,166,19,8,40,0,323,3,0,0
212984,5,464,109,355,1,35,66,15,2,301,0,44,0,0,264,170,30,0
212993,5,19,7,12,1,1,9,4,0,3,0,1,0,0,10,9,0,0
213011,5,315,79,236,0,7,47,23,0,223,7,4,4,0,171,83,61,0
213020,5,1720,668,1052,1,18,145,59,0,1367,69,21,40,0,1487,197,36,0
213251,5,269,105,164,0,7,9,11,0,206,6,10,20,0,265,4,0,0
213303,5,189,75,114,1,3,14,11,0,145,4,11,0,0,141,36,12,0
213321,5,457,237,220,0,15,10,22,0,324,12,29,45,0,384,68,5,0
213349,5,1539,679,860,2,32,104,118,1,1163,50,55,14,0,1329,195,15,0
213358,5,285,129,156,1,4,18,8,0,194,8,12,40,0,180,86,18,1
213367,5,818,311,507,1,43,118,118,1,480,24,12,21,0,642,121,54,1
213376,5,89,27,62,0,1,8,9,1,62,3,5,0,0,41,38,9,1
213385,5,573,257,316,0,23,23,38,0,374,21,38,56,0,570,3,0,0
213400,5,326,163,163,1,3,63,9,2,161,58,29,0,0,156,87,83,0
213507,5,403,167,236,0,10,10,20,0,348,6,1,8,0,379,19,5,0
213543,5,1203,626,577,0,79,38,96,2,771,44,53,120,0,1184,19,0,0
213598,5,430,117,313,1,0,350,24,0,2,7,19,27,0,360,38,32,0
213613,5,512,203,309,2,10,30,17,0,434,10,4,5,0,431,70,11,0
213668,5,189,95,94,0,3,20,21,0,123,4,10,8,0,179,9,1,0
213774,5,21,6,15,0,0,7,4,0,10,0,0,0,0,12,8,1,0
213783,5,306,123,183,1,2,32,0,0,246,9,13,3,0,233,62,11,0
213826,5,403,126,277,1,12,6,19,0,334,2,18,11,0,347,47,9,0
213987,5,484,176,308,12,9,17,11,0,393,1,13,28,0,427,48,9,0
213996,5,627,242,385,1,21,12,39,0,510,16,3,25,0,602,18,7,0
214041,5,1273,472,801,4,37,76,121,0,987,12,16,20,0,981,243,49,0
214069,5,447,120,327,1,7,13,18,1,383,12,12,0,0,347,70,30,0
214148,5,89,0,89,0,6,9,5,0,59,6,3,1,0,76,13,0,0
214157,5,534,183,351,2,14,15,57,1,385,11,24,25,0,440,71,23,0
214166,5,169,60,109,1,6,4,2,0,134,0,16,6,0,128,30,11,0
214175,5,521,208,313,0,17,22,50,0,373,10,34,15,0,462,44,15,0
214272,5,330,116,214,1,2,70,19,0,196,20,18,4,0,232,70,28,0
214883,5,186,60,126,1,5,93,18,1,47,2,18,1,0,16,101,69,0
214971,5,39,10,29,0,2,3,5,0,24,2,1,2,0,34,3,2,0
215053,5,58,23,35,0,2,6,2,0,42,4,2,0,0,53,5,0,0
215062,5,2636,1194,1442,5,531,188,289,2,1113,131,40,337,0,2498,121,17,0
215105,5,355,124,231,0,11,72,43,0,181,7,31,10,0,318,34,3,0
215114,5,155,65,90,0,6,14,2,0,118,9,1,5,0,123,26,6,0
215132,5,274,101,173,0,104,15,13,0,115,12,12,3,0,269,5,0,0
215266,5,213,90,123,0,5,23,15,0,153,8,7,2,0,195,12,6,0
215275,5,249,106,143,0,9,11,15,0,202,9,3,0,0,210,35,4,0
215284,5,452,249,203,0,11,16,14,0,375,16,13,7,0,413,36,3,0
215293,5,4652,2230,2422,1,463,226,188,1,3288,207,37,241,0,4336,284,31,1
215415,5,46,27,19,0,0,1,0,0,36,1,8,0,0,21,17,8,0
215442,5,608,225,383,1,6,71,38,0,448,21,1,22,0,276,235,97,0
215637,5,13,2,11,0,1,4,0,0,7,0,1,0,0,12,0,1,0
215655,5,857,465,392,0,14,40,18,0,646,26,16,97,0,672,160,25,0
215691,5,101,36,65,0,0,40,9,0,38,2,8,4,0,18,5,2,76
215743,5,318,119,199,0,7,17,5,0,270,6,10,3,0,291,20,7,0
215770,5,1143,514,629,0,25,61,75,1,912,36,17,16,0,1059,53,31,0
215798,5,368,199,169,1,7,23,12,1,303,11,7,3,0,358,7,3,0
215929,5,810,327,483,0,20,11,75,3,657,18,18,8,0,785,17,8,0
215947,5,394,125,269,1,7,24,22,0,318,11,11,0,0,332,35,19,8
216010,5,925,398,527,0,14,58,56,0,736,38,6,17,0,803,111,11,0
216038,5,1651,660,991,0,15,63,46,0,1424,62,22,19,0,1422,198,31,0
216047,5,8,8,0,0,0,0,0,0,8,0,0,0,0,5,3,0,0
216278,5,529,224,305,3,13,17,40,1,427,12,13,3,0,517,11,1,0
216287,5,342,163,179,1,50,29,34,0,131,27,21,49,0,339,3,0,0
216311,5,25,25,0,0,0,0,0,0,23,0,0,2,0,25,0,0,0
216339,5,6572,2937,3635,9,800,760,484,4,3781,199,173,362,0,5564,941,67,0
216357,5,105,50,55,0,2,12,3,0,83,5,0,0,0,103,2,0,0
216366,5,1163,268,895,4,117,119,105,1,725,36,31,25,0,660,440,62,1
216524,5,321,149,172,0,12,19,20,1,253,8,5,3,0,316,4,1,0
216542,5,102,48,54,0,3,15,11,0,61,5,3,4,0,76,22,4,0
216597,5,1812,814,998,1,94,76,135,0,1392,55,11,48,0,1681,100,31,0
216667,5,246,112,134,0,4,10,16,0,187,7,15,7,0,240,6,0,0
216694,5,300,112,188,1,3,9,5,0,262,6,14,0,0,265,28,7,0
216764,5,3347,1220,2127,6,84,343,166,0,2565,118,50,15,0,2779,503,65,0
216807,5,226,90,136,3,0,4,2,0,170,2,45,0,0,220,4,2,0
216852,5,711,281,430,0,20,88,28,1,514,27,13,20,0,581,106,24,0
216931,5,517,248,269,0,24,21,24,1,387,13,15,32,0,452,56,8,1
217013,5,176,19,157,0,3,13,4,0,136,3,12,5,0,106,53,17,0
217040,5,3,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0
217059,5,751,340,411,0,13,36,50,0,606,21,20,5,0,674,64,13,0
217156,5,1563,707,856,2,267,106,165,1,699,78,74,171,0,1534,28,1,0
217165,5,821,486,335,0,25,27,55,0,628,10,4,72,0,811,10,0,0
217235,5,1061,397,664,4,31,132,127,0,596,42,52,77,0,900,142,19,0
217305,5,262,194,68,1,2,12,26,0,156,12,49,4,0,136,110,16,0
217402,5,985,462,523,3,15,30,82,1,789,14,36,15,0,964,12,9,0
217420,5,1357,415,942,4,38,126,279,1,789,33,85,2,0,797,487,73,0
217484,5,3312,1350,1962,5,108,164,308,3,2456,77,146,45,2,2827,401,82,0
217493,5,402,121,281,0,61,12,36,0,128,25,13,127,0,375,25,2,0
217518,5,931,440,491,0,10,14,47,0,702,25,115,18,0,836,66,29,0
217536,5,491,177,314,0,9,3,44,0,396,14,14,11,0,452,27,11,1
217606,5,42,22,20,0,0,0,5,0,33,1,1,2,0,29,10,3,0
217624,5,51,24,27,0,0,50,1,0,0,0,0,0,0,35,13,3,0
217633,5,661,206,455,1,6,35,27,0,562,12,8,10,0,559,72,30,0
217688,5,526,181,345,3,9,88,25,2,330,13,49,7,0,390,110,26,0
217721,5,154,57,97,1,3,139,3,0,2,0,5,1,0,119,30,5,0
217749,5,490,195,295,0,11,13,30,2,388,10,15,21,0,445,37,8,0
217776,5,247,85,162,0,2,48,13,0,170,9,1,4,0,149,50,48,0
217819,5,1938,642,1296,9,37,145,128,6,1492,76,25,20,0,1700,207,31,0
217864,5,697,585,112,6,14,63,45,3,518,38,5,5,0,537,136,24,0
217873,5,425,122,303,6,8,383,5,0,21,0,0,2,0,289,96,39,1
217882,5,4957,2408,2549,8,138,294,184,1,4110,162,22,38,0,4627,320,10,0
217891,5,11,4,7,0,0,11,0,0,0,0,0,0,0,4,5,2,0
217907,5,172,68,104,2,2,51,3,0,100,12,0,2,0,117,40,15,0
217925,5,139,66,73,0,2,18,9,0,84,1,11,14,0,94,33,12,0
217934,5,266,39,227,1,1,85,18,0,117,10,34,0,0,126,92,48,0
217961,5,203,10,193,1,4,20,9,0,121,10,10,28,0,186,12,5,0
217998,5,98,40,58,2,1,7,4,1,71,0,12,0,0,92,2,0,4
218061,5,569,157,412,0,10,196,13,0,323,16,3,8,0,477,81,11,0
218070,5,621,244,377,1,13,40,40,0,478,24,9,16,0,588,21,12,0
218229,5,529,159,370,1,1,121,8,0,360,14,10,14,0,486,41,2,0
218238,5,378,162,216,2,2,152,12,1,181,3,4,21,0,179,116,83,0
218335,5,205,29,176,0,7,17,8,0,158,6,9,0,0,81,109,15,0
218399,5,90,26,64,1,0,85,0,0,0,0,4,0,0,58,16,16,0
218414,5,265,128,137,1,0,62,4,2,153,0,25,18,0,228,30,7,0
218441,5,403,183,220,0,3,23,18,0,262,13,83,1,0,364,26,13,0
218539,5,150,59,91,1,3,13,4,0,119,5,0,5,0,146,3,1,0
218645,5,600,168,432,0,2,148,26,2,367,34,5,16,0,407,159,34,0
218654,5,401,121,280,2,7,88,37,1,243,18,3,2,0,304,73,24,0
218663,5,6472,2820,3652,10,212,581,296,5,4897,259,48,164,0,5994,410,68,0
218724,5,1895,793,1102,6,12,283,85,2,1339,94,32,42,0,1670,193,32,0
218733,5,309,119,190,1,0,294,0,0,13,0,1,0,0,243,59,7,0
218742,5,1135,367,768,3,51,282,67,2,635,47,15,33,0,730,344,61,0
218821,5,24,11,13,0,0,2,3,0,19,0,0,0,0,24,0,0,0
218919,5,75,30,45,0,0,71,0,0,2,0,0,2,0,48,9,18,0
218964,5,980,295,685,3,15,258,47,3,602,38,0,14,0,880,82,18,0
218973,5,387,180,207,1,3,27,14,0,320,15,0,7,0,384,3,0,0
219000,5,399,138,261,3,7,8,10,1,342,5,0,23,0,368,28,3,0
219046,5,423,156,267,7,6,3,25,0,357,19,2,4,0,306,95,22,0
219082,5,332,231,101,1,6,5,15,0,292,6,3,4,0,227,88,17,0
219091,5,154,62,92,2,0,2,9,0,135,4,0,2,0,119,28,7,0
219198,5,115,55,60,3,1,4,11,0,88,4,2,2,0,97,16,2,0
219204,5,244,109,135,7,8,54,28,0,128,16,3,0,0,4,138,102,0
219240,5,2,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0
219259,5,226,94,132,2,4,2,9,3,196,2,0,8,0,188,31,7,0
219277,5,62,11,51,60,0,0,0,0,2,0,0,0,0,7,33,22,0
219295,5,152,44,108,5,4,15,6,0,115,5,2,0,0,67,65,20,0
219347,5,352,275,77,4,4,5,16,0,291,15,1,16,0,301,49,2,0
219356,5,1850,787,1063,4,28,19,37,1,1658,24,8,71,0,1602,223,25,0
219374,5,5,2,3,5,0,0,0,0,0,0,0,0,0,1,1,3,0
219383,5,307,102,205,0,4,6,14,0,269,4,9,1,0,224,68,15,0
219471,5,1230,408,822,12,16,30,37,2,1061,49,1,22,0,994,193,43,0
219505,5,2,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0
219602,5,1582,641,941,1,34,288,104,7,1019,93,26,10,0,969,457,156,0
219639,5,144,14,130,0,4,42,9,0,89,0,0,0,0,68,63,13,0
219709,5,1545,486,1059,5,34,78,110,1,1222,48,34,13,0,1387,146,12,0
219718,5,478,231,247,0,1,130,10,0,309,13,4,11,0,132,190,156,0
219790,5,189,76,113,0,1,11,4,0,158,4,3,8,0,112,45,32,0
219806,5,324,122,202,1,1,24,13,0,265,5,0,15,0,278,37,9,0
219833,5,279,123,156,1,11,52,21,1,105,11,57,20,0,234,28,17,0
219949,5,271,108,163,2,2,22,13,0,159,0,62,11,0,223,37,11,0
219976,5,689,261,428,0,22,45,38,0,530,20,15,19,0,595,72,22,0
220002,5,2,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0
220075,5,2609,934,1675,2,33,168,64,2,2154,71,54,61,0,1808,649,152,0
220181,5,103,35,68,0,0,87,2,0,1,0,4,9,0,98,5,0,0
220206,5,54,17,37,0,1,2,2,0,47,0,0,2,0,46,5,3,0
220215,5,325,147,178,3,0,8,3,0,276,3,27,5,0,308,15,2,0
220473,5,142,82,60,0,0,10,5,0,119,2,5,1,0,114,24,4,0
220516,5,529,165,364,5,4,20,2,4,471,5,7,11,0,224,205,100,0
220552,5,365,66,299,4,10,58,21,1,255,5,1,10,0,82,244,39,0
220598,5,126,53,73,0,1,112,1,0,2,0,10,0,0,90,31,5,0
220604,5,113,28,85,0,0,109,0,0,0,0,0,4,0,41,52,20,0
220613,5,826,295,531,7,5,28,18,1,681,24,32,30,0,657,115,54,0
220631,5,354,106,248,2,2,10,17,2,303,0,8,10,0,230,112,12,0
220701,5,132,51,81,0,1,12,2,0,95,4,10,8,0,112,19,1,0
220710,5,210,83,127,3,1,12,5,0,180,6,2,1,0,186,21,3,0
220862,5,3152,1158,1994,7,129,1049,171,2,1602,118,41,33,0,2005,927,220,0
220978,5,3916,1670,2246,4,191,686,238,6,2614,145,15,17,0,2798,944,174,0
221351,5,417,170,247,0,32,34,24,0,286,17,6,18,0,413,3,1,0
221519,5,386,185,201,0,5,23,20,0,319,8,0,11,0,382,4,0,0
221661,5,416,164,252,0,44,40,92,3,184,27,0,26,0,323,85,8,0
221731,5,282,88,194,1,4,24,12,0,216,10,6,9,0,205,50,27,0
221740,5,2088,880,1208,3,47,201,104,1,1580,57,47,48,1,1682,368,37,0
221759,5,5170,2398,2772,15,222,304,214,5,4097,184,65,64,0,4589,535,46,0
221768,5,1038,405,633,5,4,116,32,0,846,22,0,13,0,784,199,55,0
221838,5,972,360,612,1,16,721,13,0,172,13,0,36,0,694,228,50,0
221847,5,1878,955,923,3,29,50,50,0,1650,48,10,38,0,1514,314,50,0
221892,5,537,197,340,2,9,73,38,0,334,13,18,50,0,297,128,112,0
221953,5,243,100,143,1,0,23,7,0,181,1,15,15,0,168,64,11,0
221971,5,495,146,349,4,11,73,9,0,376,0,14,8,0,331,116,47,1
221999,5,1712,802,910,8,249,184,167,10,766,109,91,128,0,1693,19,0,0
222178,5,763,295,468,2,12,67,136,1,494,21,1,29,0,706,48,9,0
222628,5,56,27,29,0,3,14,2,0,16,0,0,21,0,4,27,25,0
222831,5,1143,454,689,5,15,89,378,0,581,35,2,38,0,888,222,33,0
222877,5,23,12,11,0,0,12,0,0,11,0,0,0,0,10,10,3,0
222938,5,67,27,40,1,4,20,22,0,12,0,2,6,0,26,34,7,0
222983,5,244,112,132,0,34,18,55,0,122,9,0,6,0,238,6,0,0
222992,5,50,4,46,0,1,4,20,0,24,0,0,1,0,1,31,18,0
223083,5,35,3,32,0,1,4,21,0,6,3,0,0,0,3,19,13,0
223117,5,8,7,1,0,0,1,0,0,7,0,0,0,0,2,2,4,0
223232,5,3315,1281,2034,13,230,196,514,1,2085,151,9,116,1,3155,148,11,0
223463,5,2,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0
223506,5,48,16,32,1,1,3,14,0,25,3,1,0,0,3,31,14,0
224004,5,468,126,342,4,31,50,154,1,200,15,13,0,0,238,185,45,0
224147,5,1853,693,1160,5,54,102,977,1,641,29,11,33,0,1217,558,78,0
224226,5,595,230,365,2,13,47,100,5,379,8,1,40,0,443,114,38,0
224244,5,36,15,21,1,0,9,3,0,20,3,0,0,0,20,11,5,0
224323,5,310,156,154,0,21,1,75,0,174,15,6,18,0,293,17,0,0
224527,5,322,121,201,0,2,38,50,0,217,12,1,2,0,283,27,12,0
224545,5,362,128,234,3,2,42,53,1,225,14,10,12,0,161,154,47,0
224554,5,2056,790,1266,7,75,329,465,5,906,129,19,121,0,1059,727,270,0
224660,5,22,8,14,0,0,2,13,0,4,1,2,0,0,2,9,11,0
224679,5,21,10,11,0,0,0,19,0,2,0,0,0,0,3,15,3,0
224776,5,54,27,27,1,2,10,15,1,21,2,2,0,0,27,24,3,0
224961,5,16,1,15,0,0,0,7,1,7,0,1,0,0,1,9,6,0
225070,5,83,14,69,2,2,4,12,0,63,0,0,0,0,6,46,31,0
225201,5,169,89,80,2,4,18,71,3,61,9,1,0,0,30,104,35,0
225247,5,321,138,183,2,5,26,60,0,206,14,3,5,0,275,38,8,0
225399,5,560,169,391,4,48,100,188,1,149,15,28,27,0,402,120,0,38
225414,5,1603,557,1046,3,126,129,637,1,612,55,17,23,0,510,928,165,0
225432,5,2882,945,1937,6,296,546,1295,3,474,69,30,163,0,866,1677,339,0
225502,5,827,251,576,0,66,123,325,1,275,17,3,17,0,168,490,169,0
225511,5,8817,4041,4776,6,1970,786,3136,12,2014,258,236,399,0,5659,2987,171,0
225548,5,184,91,93,1,0,19,45,0,99,6,14,0,0,140,30,14,0
225575,5,182,66,116,1,2,108,57,0,8,0,1,5,0,90,66,26,0
225627,5,1040,386,654,3,20,81,591,2,194,24,81,44,0,538,345,157,0
225885,5,90,21,69,1,0,73,12,0,2,1,0,1,0,57,23,10,0
226091,5,1779,656,1123,2,90,387,364,0,879,18,16,23,0,911,651,217,0
226134,5,9,5,4,0,0,0,8,0,1,0,0,0,0,0,6,3,0
226152,5,1274,442,832,1,3,7,1174,0,24,6,0,59,0,917,327,30,0
226231,5,349,192,157,4,5,35,21,0,218,27,32,7,0,221,90,38,0
226383,5,258,89,169,1,0,8,58,0,172,0,10,9,0,165,67,26,0
226471,5,670,190,480,4,15,67,140,0,399,13,26,6,1,503,133,33,0
226587,5,225,99,126,4,5,24,50,0,118,10,1,13,0,141,65,19,0
226806,5,18,5,13,0,0,1,9,0,7,0,0,1,0,3,9,6,0
226833,5,1138,390,748,7,29,143,200,0,580,45,11,123,0,606,414,118,0
226879,5,25,2,23,1,1,8,5,0,10,0,0,0,0,11,13,1,0
227216,5,7956,3523,4433,30,530,1027,2085,8,3450,341,66,419,2,5519,2153,282,0
227304,5,69,35,34,1,0,7,45,1,15,0,0,0,0,13,29,27,0
227331,5,260,71,189,1,3,16,201,0,27,2,4,6,0,176,66,18,0
227368,5,4924,1805,3119,1,56,25,4598,0,123,10,57,54,0,3205,1572,147,0
227429,5,91,39,52,0,0,71,14,0,3,0,1,2,0,64,21,6,0
227526,5,1456,508,948,3,42,1191,127,2,26,26,5,34,0,1152,272,32,0
227757,5,1064,544,520,2,304,71,170,3,316,55,18,125,0,1044,20,0,0
227845,5,821,306,515,7,17,39,382,3,294,18,12,49,0,701,99,21,0
227863,5,462,144,318,1,52,33,215,1,86,10,12,52,0,333,112,16,1
227881,5,4345,1500,2845,26,97,632,1128,3,2174,139,70,76,0,3059,1111,175,0
228042,5,252,97,155,1,3,4,107,1,131,3,0,2,0,186,41,25,0
228149,5,511,214,297,1,14,18,345,0,72,7,21,33,0,444,61,6,0
228246,5,1639,827,812,5,114,65,188,1,1056,67,0,143,0,1555,75,9,0
228325,5,279,128,151,6,6,32,47,0,165,19,0,4,0,204,57,18,0
228343,5,308,122,186,0,10,14,73,0,196,9,2,4,0,289,19,0,0
228431,5,2417,833,1584,17,28,332,440,0,1480,85,17,18,0,1946,406,65,0
228459,5,7663,3112,4551,18,220,623,2926,13,3518,272,34,39,1,4863,2565,234,0
228468,5,131,41,90,0,3,15,58,0,35,3,15,2,0,79,41,11,0
228486,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
228501,5,393,126,267,4,2,12,281,0,81,7,5,1,1,216,141,35,0
228529,5,2740,1018,1722,9,28,198,567,2,1824,82,13,17,0,1779,736,225,0
228644,5,402,88,314,0,30,20,214,0,118,11,4,5,0,183,200,19,0
228653,5,435,54,381,0,80,24,100,0,212,16,1,2,0,275,145,15,0
228705,5,1178,540,638,2,11,38,856,1,183,7,3,77,0,820,314,44,0
228723,5,13092,6413,6679,37,939,333,3063,8,8055,403,18,236,0,12047,992,53,0
228769,5,8371,2806,5565,23,983,1148,2406,12,2929,293,41,536,0,3146,3904,1321,0
228778,5,10040,4439,5601,17,2256,410,2458,11,4022,385,83,398,0,9412,568,60,0
228787,5,4804,2489,2315,8,1660,259,842,7,1485,215,115,213,0,3732,996,76,0
228796,5,3910,1644,2266,6,41,89,3251,2,225,25,19,252,0,2388,1348,174,0
228802,5,2012,764,1248,7,79,201,413,2,1186,66,11,47,0,1186,667,159,0
228875,5,2164,866,1298,14,78,112,351,6,1486,31,18,68,0,1984,165,15,0
228884,5,90,45,45,0,0,83,6,0,1,0,0,0,0,38,42,10,0
228981,5,296,118,178,1,3,19,119,1,140,2,9,2,0,273,19,4,0
229018,5,909,355,554,5,15,45,258,0,503,18,44,21,0,392,400,117,0
229027,5,6262,2925,3337,12,373,474,3672,11,1371,211,38,100,0,4520,1595,147,0
229063,5,928,367,561,0,33,704,59,0,25,16,0,91,0,436,433,59,0
