UNITID,SANIN01,SANIT01,SANIN02,SANIT02,SANIN03,SANIT03,SANIN04,SANIT04,SANIN05,SANIT05,SANIN06,SANIT06,SANIN07,SANIT07,SANIN08,SANIT08,SANIN09,SANIT09,SANIN10,SANIT10,SANIN11,SANIT11,SANIN12,SANIT12,SANIN13,SANIT13,SANIN14,SANIT14
100654,432,24973564,3,248969,0,0,12,652252,74,7061926,24,1237079,27,1677522,100,5573310,1,95249,45,1802263,1,47300,126,5659902,10,518219,9,399573
100663,3270,211104443,0,0,0,0,165,9619901,353,43865055,624,40464702,550,41198747,242,16769921,89,5487935,492,17773431,0,0,404,17383724,284,15234573,67,3306454
100690,32,3199997,0,0,0,0,8,688920,0,0,7,1146831,5,407097,0,0,0,0,0,0,0,0,10,793913,2,163236,0,0
100706,1105,79252275,0,0,0,0,12,610750,109,14176661,96,5266044,523,43573446,98,4544098,3,245552,92,3392259,0,0,162,6963845,9,453620,1,26000
100724,545,27984230,6,286068,0,0,105,4552623,49,5435261,39,2266906,38,2286080,79,4551588,4,230900,89,2879957,6,270647,91,3581267,36,1529533,3,113400
100733,86,12573809,0,0,0,0,0,0,18,4722662,19,1949984,1,66995,23,4127110,0,0,2,90558,0,0,23,1616500,0,0,0,0
100751,4509,280062556,70,7556255,0,0,192,9437510,584,71319931,571,36397253,453,28282644,598,39634106,237,13813729,665,26957269,22,649865,775,27914192,229,13241363,113,4858439
100760,63,4186412,0,0,0,0,3,200383,17,1826554,6,402185,1,38770,2,126813,0,0,12,505669,0,0,22,1086038,0,0,0,0
100812,161,10791218,0,0,0,0,30,2000298,41,4430931,12,676669,13,841154,20,942713,0,0,2,82188,0,0,33,1328628,9,436659,1,51978
100830,338,19283014,0,0,0,0,28,1308990,82,7666358,27,1258180,41,2877660,43,1926772,4,235200,30,1042130,2,96380,80,2838994,0,0,1,32350
100858,4048,276733585,54,4818998,215,13811834,183,10712765,554,72000984,438,28422357,649,41293645,662,46700527,31,3024340,316,12758183,3,139650,544,22434852,343,17778443,56,2837007
100937,175,9083762,0,0,0,0,20,1021099,34,2837076,7,387261,8,474574,46,1965627,5,200168,16,645569,0,0,28,1075644,10,447244,1,29500
101028,61,3571684,0,0,0,0,3,239977,10,1161373,1,109466,1,51896,1,70111,0,0,8,194882,0,0,36,1699152,1,44827,0,0
101116,23,1400748,0,0,0,0,11,608880,6,534224,1,75000,0,0,0,0,0,0,2,61360,0,0,3,121284,0,0,0,0
101143,61,3758203,0,0,0,0,2,115587,8,952773,6,341118,3,219559,2,106296,0,0,8,339767,0,0,32,1683103,0,0,0,0
101161,194,11751280,0,0,0,0,49,2808352,36,3939331,15,933331,7,344628,10,556830,0,0,27,1048900,0,0,48,2035286,2,84622,0,0
101189,164,7659578,0,0,0,0,34,1475256,26,2443234,4,141128,2,81071,51,2123241,0,0,14,450527,0,0,33,945121,0,0,0,0
101240,199,11266222,0,0,0,0,17,853559,38,3577528,9,536379,12,740953,26,1230291,1,41802,28,999816,0,0,54,2589615,14,696279,0,0
101286,125,7549802,0,0,0,0,25,1558963,19,2104863,4,269187,5,262847,4,279898,0,0,10,475750,0,0,51,2294590,4,189412,3,114292
101295,152,8428576,0,0,0,0,12,609672,26,2548757,5,209001,7,409621,2,93694,0,0,14,554558,0,0,72,3293871,14,709402,0,0
101301,80,4349847,0,0,0,0,12,698670,20,1616803,2,111716,2,130123,4,226253,0,0,5,171654,0,0,33,1290837,1,53916,1,49875
101365,18,1111685,0,0,0,0,12,675042,2,251545,0,0,1,50398,0,0,0,0,0,0,0,0,3,134700,0,0,0,0
101435,112,6150234,0,0,0,0,6,302581,17,1933322,3,175121,3,110806,49,2155541,1,70000,11,420116,8,320878,9,399463,5,262406,0,0
101453,26,1361583,1,53000,0,0,2,107370,8,695465,6,295379,1,39072,0,0,0,0,2,41000,0,0,6,130297,0,0,0,0
101462,46,2867140,0,0,0,0,7,429862,12,1170433,7,436947,3,135480,1,38765,0,0,2,61390,0,0,14,594263,0,0,0,0
101471,66,4618866,0,0,0,0,20,1289669,13,1392681,8,662328,1,54921,6,318469,0,0,0,0,0,0,15,745111,3,155687,0,0
101480,610,31369267,0,0,0,0,37,1625966,98,9218541,33,1797343,42,2563070,112,6696943,0,0,129,3636036,0,0,113,4141314,40,1519349,6,170705
101505,216,12946218,0,0,0,0,40,2411433,16,1924467,17,1354159,6,437058,16,1121772,0,0,31,1186728,0,0,83,4170547,7,340054,0,0
101514,226,13271147,0,0,0,0,12,625707,36,3713285,7,403127,25,1541086,29,1242407,0,0,12,571281,0,0,97,4743977,8,430277,0,0
101569,126,7418750,0,0,0,0,5,295188,24,2476505,5,312339,4,336349,10,534719,0,0,18,680773,6,364081,51,2276231,3,142565,0,0
101587,268,13442776,1,47892,11,601746,22,797700,41,3936897,24,1120641,10,507115,53,2629405,0,0,51,1544920,0,0,33,1223893,19,882474,3,150093
101602,55,3539384,0,0,0,0,2,144337,11,1120531,6,465896,4,249748,6,371391,0,0,5,259103,0,0,21,928378,0,0,0,0
101648,81,4593452,0,0,0,0,2,121646,8,820272,33,1924759,0,0,1,58147,0,0,13,568890,0,0,22,1011089,2,88649,0,0
101675,131,6649237,2,120350,0,0,18,769103,16,1816908,11,631635,6,296000,28,1297316,0,0,23,800166,0,0,27,917759,0,0,0,0
101693,115,4890999,0,0,0,0,2,97587,16,1353680,13,490000,4,185500,42,1621357,2,84960,5,145442,0,0,31,912473,0,0,0,0
101709,332,17166404,0,0,0,0,23,1154070,42,4364436,22,1051445,14,874372,93,4682969,5,184163,54,1755506,0,0,57,1998303,22,1101140,0,0
101736,131,7299182,0,0,0,0,20,798827,38,3182205,11,607288,5,254338,13,536335,0,0,20,759298,0,0,24,1160891,0,0,0,0
101879,486,25782548,0,0,0,0,76,3749300,63,7341265,39,2105027,29,1776280,48,2803588,14,709064,76,2065669,0,0,114,4141610,21,859747,6,230998
101897,73,4677013,0,0,0,0,6,355574,17,1834461,2,157933,4,213613,0,0,0,0,9,374211,0,0,32,1617842,3,123379,0,0
101912,158,6074508,2,105425,0,0,7,205984,56,2671591,4,114581,18,1050284,0,0,0,0,17,377715,0,0,47,1320418,6,198672,1,29838
101994,31,2149369,0,0,0,0,3,136141,5,604849,3,248191,0,0,0,0,0,0,2,96728,0,0,16,967744,2,95716,0,0
102030,105,6253516,0,0,0,0,9,446006,11,1216938,9,677450,3,274558,5,390787,0,0,12,488531,0,0,55,2712392,1,46854,0,0
102049,502,33123935,0,0,0,0,30,1824531,69,9541377,67,4550502,47,3117709,103,6181329,1,58663,22,914936,0,0,144,6136211,19,798677,0,0
102058,7,198240,0,0,0,0,0,0,4,129300,0,0,0,0,0,0,0,0,2,43440,0,0,1,25500,0,0,0,0
102067,162,10215146,0,0,0,0,2,111861,56,4897280,1,51896,6,426905,6,419571,0,0,6,194255,0,0,64,3290051,21,823327,0,0
102076,64,3854394,0,0,0,0,2,140007,16,1575913,5,258437,4,203756,3,123831,0,0,10,447313,0,0,23,1050216,1,54921,0,0
102094,1128,66651673,7,393770,0,0,205,9598073,145,19882905,114,6958021,75,4276778,88,7535783,32,2270542,140,4404558,3,140035,211,6942430,101,3991711,7,257067
102234,103,5178368,0,0,0,0,7,353217,21,1869380,4,232400,7,359565,28,1169573,0,0,16,509621,0,0,19,645612,1,39000,0,0
102270,77,3888548,0,0,0,0,4,158568,20,1646000,6,307250,5,243400,15,761956,0,0,19,469574,1,46000,7,255800,0,0,0,0
102298,117,5383406,0,0,0,0,3,173200,38,2414919,2,141842,2,86350,24,991301,0,0,24,719126,1,33620,15,558333,8,264715,0,0
102313,78,4917528,0,0,0,0,9,428860,13,1538571,5,281789,3,166983,1,50000,0,0,7,258290,0,0,35,1963849,5,229186,0,0
102368,809,44524964,0,0,0,0,82,4452980,144,11767089,54,2591637,61,3439336,176,11137530,6,384325,36,1647737,23,1038940,221,7857880,3,116572,3,90938
102377,456,22665107,10,546366,17,1087746,37,1914343,124,8956645,25,1470797,25,1432833,48,1720206,27,975251,54,1249824,1,25460,74,2437331,12,778569,2,69736
102395,29,1816891,0,0,0,0,10,453453,6,715366,1,49343,4,231930,3,158572,0,0,0,0,0,0,3,118227,1,45000,1,45000
102429,136,7399866,0,0,0,0,23,932581,36,3060057,8,379213,6,308332,1,41802,0,0,21,742608,0,0,41,1935273,0,0,0,0
102553,932,60819982,49,3183453,129,6770803,33,2030645,92,11649551,112,7991772,81,5413452,114,6589870,8,578925,38,2131882,4,183497,212,10823789,52,3031518,8,440825
102580,7,342000,0,0,0,0,1,56000,1,75000,2,94000,0,0,1,36000,0,0,1,30000,0,0,0,0,1,51000,0,0
102614,1365,96840965,357,27602989,92,6225369,61,3874240,89,11477607,137,10230752,161,10502746,86,5419269,3,246393,48,2458214,1,49587,200,10876864,99,6033098,31,1843837
102632,155,9980056,3,156769,1,83566,7,418226,19,2213942,22,1420388,18,1243255,16,885315,0,0,21,914421,0,0,37,1949995,11,694179,0,0
102669,63,3792117,3,215000,1,43014,19,809181,14,1382642,4,187080,5,304015,9,486629,0,0,1,26000,0,0,7,338556,0,0,0,0
102845,108,5578562,0,0,0,0,2,128376,16,1308159,17,834819,2,81102,13,604955,0,0,1,34320,25,1327144,32,1259687,0,0,0,0
103501,22,1181617,0,0,0,0,0,0,5,378964,3,156153,2,92000,0,0,0,0,0,0,0,0,12,554500,0,0,0,0
103529,194,17370439,0,0,0,0,0,0,53,6960059,53,3961529,36,2877451,8,607963,0,0,0,0,1,90979,43,2872458,0,0,0,0
103893,37,2416271,0,0,0,0,15,1098995,17,1076553,1,68000,0,0,0,0,0,0,0,0,0,0,4,172723,0,0,0,0
103909,29,1844841,0,0,0,0,14,931819,11,715692,1,65000,0,0,0,0,0,0,0,0,0,0,3,132330,0,0,0,0
103927,23,1395032,0,0,0,0,12,753186,10,602326,0,0,0,0,0,0,0,0,0,0,0,0,1,39520,0,0,0,0
104090,50,3296951,0,0,0,0,27,1577041,16,1371414,0,0,0,0,0,0,0,0,0,0,0,0,7,348496,0,0,0,0
104151,7746,561413810,132,15033297,7,683257,401,25436590,1939,220902490,1353,76530015,1455,95770156,885,50614482,57,4205174,278,13766594,24,1154483,932,44070725,223,10711931,60,2534616
104160,291,15058545,0,0,0,0,11,556402,66,5150702,12,596397,11,532183,48,2506717,3,148873,46,1720592,0,0,80,3184282,11,496306,3,166091
104179,7436,471062496,469,32205805,49,5143660,601,34879174,805,96120894,897,54833484,1528,96063657,1148,71588678,124,8140787,670,23086932,27,1094089,707,30718712,269,11543878,142,5642746
104346,275,15140959,0,0,0,0,74,3731421,48,4204169,8,484686,24,1438639,17,823288,2,103432,61,2526418,0,0,41,1828906,0,0,0,0
104425,227,12539511,0,0,0,0,19,966406,38,3703761,13,681858,21,1035161,38,2142404,2,95161,27,948145,0,0,54,2221703,15,744912,0,0
104577,157,9973129,0,0,0,0,5,271240,26,2721041,16,1068829,11,893044,31,1924517,2,135857,38,1810402,0,0,28,1148199,0,0,0,0
104586,307,17670345,0,0,0,0,174,9348661,32,3570838,8,422672,7,338080,12,715337,2,113925,8,326679,0,0,39,1598105,24,1174813,1,61235
104665,9,440000,0,0,0,0,5,8750,3,296250,1,135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104708,341,20021636,1,76621,0,0,42,2621755,57,5536053,101,4893127,34,2011454,7,317260,4,187575,40,1769585,0,0,45,2058311,7,411670,3,138225
104717,1203,66012548,3,222768,0,0,102,5857699,194,18314573,49,2543647,41,2205721,133,10047014,45,2547868,352,13077038,7,322041,104,4433324,164,6130062,9,310793
105136,525,42668903,7,525987,10,596468,14,868720,161,18677295,182,10588470,86,7430559,11,1143501,0,0,16,876831,0,0,30,1579844,5,253243,3,127985
105145,221,14847356,2,124403,0,0,44,2719905,57,5685088,64,3452426,11,612010,2,104950,1,61752,12,733598,0,0,25,1190290,3,162934,0,0
105154,395,24459447,2,158084,0,0,61,3524060,68,6666834,124,6506181,32,2098751,10,585933,3,140435,26,1391221,0,0,55,2573169,12,720147,2,94632
105206,197,10936851,0,0,0,0,6,297432,46,4501424,8,377607,19,949052,17,732987,0,0,23,920767,0,0,78,3157582,0,0,0,0
105215,34,2174363,0,0,0,0,0,0,7,722109,22,1224077,1,60479,0,0,0,0,0,0,0,0,1,33280,3,134418,0,0
105297,214,9697828,0,0,0,0,22,950452,30,2259426,31,1404090,17,732286,14,682628,0,0,53,1916736,1,33634,46,1718576,0,0,0,0
105330,1935,126602547,24,1830648,0,0,111,7001785,123,18396217,515,32771883,384,27142672,304,17361281,28,2241544,191,8068196,0,0,166,7427800,57,2872275,32,1488246
105349,109,7214478,0,0,0,0,13,790903,16,1990269,13,994435,16,844791,8,682843,0,0,1,43493,0,0,29,1342816,12,475980,1,48948
105428,256,15866287,1,80707,0,0,50,2898913,47,4627860,69,3541343,17,1111884,7,406296,3,168907,19,930483,0,0,33,1531751,7,422157,3,145986
105525,927,54747004,0,0,0,0,409,21742820,97,11370571,96,5587565,108,6460923,15,839309,2,108002,100,4693223,0,0,84,3339277,0,0,16,605314
105534,90,4892145,0,0,0,0,28,1540813,6,650282,0,0,0,0,0,0,0,0,0,0,0,0,56,2701050,0,0,0,0
105543,35,1457381,0,0,0,0,10,384939,3,289507,0,0,0,0,0,0,0,0,0,0,0,0,22,782935,0,0,0,0
105589,85,5047720,0,0,0,0,1,69360,38,2955692,2,79040,4,220000,4,205520,0,0,4,141076,8,409952,22,897130,1,38750,1,31200
105659,20,1261997,0,0,0,0,0,0,6,588922,0,0,0,0,0,0,0,0,0,0,5,338758,7,262783,2,71534,0,0
105668,487,32172676,4,239871,0,0,54,3521630,132,12452989,149,7695076,47,3420611,27,1580694,0,0,21,1021475,0,0,47,1960663,3,162072,3,117595
105747,226,14438282,1,69689,0,0,28,1673525,45,4543457,73,4027865,19,1174048,7,375518,1,72766,13,671423,0,0,30,1311413,8,475075,1,43503
105792,138,9168854,2,153963,0,0,21,1368220,28,3013074,45,2414880,12,696387,2,104462,1,52124,16,848813,0,0,8,360089,2,124602,1,32240
105899,122,6755159,0,0,0,0,3,127478,14,1960776,2,183500,5,257000,42,1850913,5,179750,19,691758,10,523273,22,980711,0,0,0,0
106041,64,4225227,0,0,0,0,0,0,13,1464505,46,2520605,0,0,0,0,0,0,0,0,0,0,2,93121,3,146996,0,0
106148,328,20094701,0,0,0,0,42,2103642,77,7304201,29,1753526,25,1684416,36,1911534,4,267258,37,1516071,0,0,56,2550257,21,961908,1,41888
106245,779,40885689,0,0,0,0,160,7727995,185,13731603,49,2632098,162,8896244,30,2285596,2,122400,61,1683580,0,0,97,2694779,27,911628,6,199766
106263,2309,150769281,59,6678899,6,1091841,147,16834095,820,69580764,284,16004274,61,3378762,85,3767444,297,14100709,233,7395488,43,1255473,168,6119923,104,4499993,2,61616
106306,62,2880119,0,0,0,0,17,855654,8,669200,2,108000,0,0,7,348212,0,0,17,514186,0,0,11,384867,0,0,0,0
106342,111,5160346,0,0,0,0,16,733310,12,1129707,12,683058,2,105568,48,1816069,2,111031,3,78214,0,0,14,437889,0,0,2,65500
106397,3705,216922391,18,1678192,73,7038845,327,17119075,527,54136903,690,39413357,690,35357941,162,17136856,49,3786029,301,10097939,7,220678,603,20178505,212,9004576,46,1753495
106412,433,20805808,18,844982,24,1290657,31,1322023,40,4256112,30,1655634,36,1517904,68,3403610,2,115479,54,1749501,0,0,105,3760362,22,793897,3,95647
106449,171,7087935,0,0,0,0,13,554352,30,2260218,14,538911,11,437234,37,1410482,0,0,9,274973,0,0,46,1251180,11,360585,0,0
106458,1018,45332980,0,0,0,0,67,2047187,227,15920211,258,10810154,58,2655124,88,4748081,9,342354,94,2503711,1,31327,128,3409226,83,2696411,5,169194
106467,446,21747170,0,0,0,0,42,2087424,58,6137750,35,1867919,37,1847970,65,3091106,8,438836,73,2149715,1,32141,106,3445710,21,648599,0,0
106485,225,9219291,0,0,0,0,8,306008,14,1636714,9,456255,16,775823,27,1285544,3,137887,36,1066341,5,149953,78,2496923,24,782396,5,125447
106546,24,1554696,0,0,0,0,1,43555,8,795163,0,0,2,164403,1,68141,0,0,1,55266,1,50003,10,378165,0,0,0,0
106625,83,3681954,0,0,0,0,18,965565,5,556118,7,242001,6,342196,15,680895,0,0,15,449073,0,0,17,446106,0,0,0,0
106704,817,37321758,0,0,0,0,97,3994671,102,9575993,75,3501748,71,3381217,103,5093025,9,463783,145,4758319,0,0,135,3945740,69,2308368,11,298894
106713,48,2136581,0,0,0,0,8,254730,16,1124921,3,115629,2,92000,8,263000,0,0,7,173400,0,0,4,112901,0,0,0,0
106795,83,3261083,0,0,2,100397,41,1405444,5,576355,7,251043,3,161804,3,158200,0,0,12,368230,0,0,8,179281,2,60329,0,0
106810,28,1266368,0,0,0,0,3,101600,7,505200,2,82000,0,0,10,363068,0,0,1,36500,0,0,2,71000,3,107000,0,0
106883,81,3478091,0,0,0,0,24,1035799,7,674296,7,335810,5,279317,9,367435,0,0,14,385870,2,56662,13,342902,0,0,0,0
106980,125,6407018,0,0,0,0,3,140553,27,2237715,19,789109,19,939113,34,1552502,0,0,10,272658,3,100794,10,374574,0,0,0,0
106999,55,2391083,1,66300,0,0,4,117624,13,890209,4,155106,2,125000,9,400034,0,0,2,66149,1,38891,16,448510,3,83260,0,0
107044,513,23101072,0,0,0,0,98,4039758,46,4357455,64,3136322,30,1513243,56,3080900,10,529568,42,1228122,0,0,125,3539824,36,1439017,6,236863
107071,196,8772165,0,0,0,0,6,294193,19,1851533,18,841132,12,594249,66,2793812,3,132771,11,439029,0,0,56,1608420,5,217026,0,0
107080,241,10560431,0,0,0,0,16,816576,31,2996385,19,985951,11,486728,41,1757180,1,42216,84,2202708,0,0,25,823174,10,380873,3,68640
107123,3,236246,0,0,0,0,0,0,1,134056,1,66456,0,0,0,0,0,0,0,0,0,0,1,35734,0,0,0,0
107141,216,11356774,0,0,0,0,27,1330061,38,3679589,18,831343,13,663910,47,2120496,3,136322,29,931190,0,0,27,953850,8,389443,6,320570
107318,87,4165148,0,0,0,0,2,69748,24,1808587,2,99450,3,151125,29,1181413,0,0,7,234441,0,0,20,620384,0,0,0,0
107327,105,5181043,0,0,0,0,4,178323,22,1993241,2,130099,5,253085,36,1637311,0,0,19,503126,0,0,17,485858,0,0,0,0
107460,120,5062222,0,0,0,0,33,1277465,28,1950191,10,318964,6,232461,10,363551,1,37018,12,359778,0,0,20,522794,0,0,0,0
107512,185,8181612,0,0,0,0,8,420325,24,2054701,12,503550,11,536048,48,2308847,2,120986,34,897397,0,0,24,650844,21,642245,1,46669
107521,75,3591985,0,0,0,0,8,421837,22,1574658,5,164892,7,326507,9,358088,0,0,0,0,0,0,20,608941,4,137062,0,0
107549,64,2789741,0,0,0,0,31,1113064,8,810050,4,189264,2,80601,1,43000,1,35687,0,0,0,0,5,153705,12,364370,0,0
107558,127,5783054,0,0,0,0,29,1195927,19,1690796,5,268292,4,233039,32,1142449,2,93341,3,113246,0,0,13,442542,20,603422,0,0
107585,95,4263021,0,0,0,0,24,907096,21,1642099,6,215967,4,192532,7,341731,0,0,5,157962,0,0,16,485093,12,320541,0,0
107600,89,4307847,0,0,0,0,12,468179,12,1407154,13,640451,4,186000,6,255409,0,0,20,573820,2,60029,20,716805,0,0,0,0
107619,119,5161889,1,80670,0,0,27,933144,22,1700199,11,542877,3,144313,6,276029,0,0,16,437352,0,0,23,738845,7,238559,3,69901
107637,85,3840728,0,0,0,0,4,129352,26,1839726,5,157172,4,201359,14,595083,0,0,8,241877,3,84096,18,515432,3,76631,0,0
107664,157,7137695,0,0,0,0,21,813685,45,2990503,14,650851,7,264990,30,1175258,0,0,14,476025,0,0,22,590836,2,74547,2,101000
107725,79,3484383,0,0,0,0,35,1502425,15,1106041,0,0,2,124660,0,0,0,0,3,78330,0,0,24,672927,0,0,0,0
107743,64,2721497,0,0,0,0,22,950102,5,499500,1,57000,4,148901,7,343320,0,0,11,304799,0,0,14,417875,0,0,0,0
107840,30,1726800,0,0,0,0,12,565000,7,625000,2,180000,1,50000,1,50000,0,0,1,40000,0,0,5,176800,1,40000,0,0
107877,75,2777962,0,0,0,0,2,70469,12,845063,11,404655,2,70325,19,554408,3,119594,12,307914,5,133204,5,143204,4,129126,0,0
107974,99,4337756,0,0,0,0,37,1608521,12,980097,9,479565,4,188853,1,56579,0,0,6,167169,2,61773,20,538821,8,256378,0,0
107983,237,10745833,0,0,14,617464,38,1412661,38,2907444,13,648069,12,626485,19,947247,4,245271,20,700181,0,0,65,2048206,14,592805,0,0
107992,87,3726598,0,0,0,0,16,502615,20,1542577,3,169897,5,176394,3,118692,0,0,11,298143,0,0,26,834732,3,83548,0,0
108056,86,9375577,0,0,0,0,0,0,8,2009948,18,1854846,38,3224936,11,1616656,0,0,3,122489,0,0,8,546702,0,0,0,0
108092,279,13110634,0,0,0,0,61,2291635,74,5224879,37,1530979,18,919307,14,738382,2,95000,7,262298,0,0,51,1587965,15,460189,0,0
108232,562,42154128,0,0,0,0,136,8848614,130,14278977,62,4364396,33,2497214,89,5895713,0,0,17,734162,3,127920,57,3073432,3,221440,32,2112260
108269,13,810000,0,0,0,0,5,280000,2,180000,1,75000,0,0,0,0,0,0,1,65000,0,0,4,210000,0,0,0,0
108667,62,5319891,0,0,0,0,6,419093,13,1973137,11,870387,4,340616,4,328174,0,0,9,476476,0,0,15,912008,0,0,0,0
108807,287,20172695,0,0,0,0,27,1635228,35,5045199,55,3645151,19,1637584,35,2011795,0,0,49,2668683,0,0,67,3529055,0,0,0,0
108852,37,2124177,0,0,0,0,1,56736,10,816806,3,211725,1,83787,8,277400,0,0,5,223544,3,196912,6,257267,0,0,0,0
108861,9,719523,0,0,0,0,3,176183,2,283662,1,80478,0,0,0,0,0,0,0,0,0,0,1,68000,2,111200,0,0
108870,159,12864287,0,0,0,0,19,1497944,35,5167814,16,973242,7,512505,50,3153194,0,0,10,369038,0,0,20,1074950,2,115600,0,0
109040,61,4808526,0,0,0,0,10,622598,18,2205687,5,271252,0,0,4,206897,0,0,0,0,0,0,23,1458912,1,43180,0,0
109086,50,5288821,2,136663,0,0,1,69156,10,2193685,4,365146,2,268234,6,373209,0,0,4,257658,6,413763,15,1211307,0,0,0,0
109208,311,21862614,0,0,0,0,59,3271027,32,4921268,22,1670652,16,1552326,27,1617193,1,49287,33,1881721,0,0,121,6899140,0,0,0,0
109350,292,20549302,0,0,0,0,46,2517678,50,6303546,44,2842669,17,1263360,26,1492664,0,0,52,2786671,0,0,57,3342714,0,0,0,0
109651,324,26686863,0,0,0,0,17,1034198,130,14459714,20,2003310,25,2056376,31,1906547,0,0,10,463426,0,0,60,3089683,1,74677,30,1598932
109785,701,45657922,4,216798,0,0,15,920173,110,12094290,83,5353101,79,5583336,83,5262364,12,983581,57,2657718,13,660835,224,11018910,16,678872,5,227944
109819,337,21681023,0,0,0,0,35,1464082,94,9415737,38,2171858,8,509315,43,2722715,0,0,41,1614293,0,0,78,3783023,0,0,0,0
109907,105,7344513,3,254944,0,0,36,1840314,28,3181350,11,610716,7,494916,0,0,0,0,8,330738,0,0,9,413903,3,217632,0,0
110060,8,353365,0,0,0,0,3,97805,2,115607,1,37687,1,36187,1,66079,0,0,0,0,0,0,0,0,0,0,0,0
110097,605,39865222,0,0,0,0,28,1661831,136,14657369,18,1248676,42,3124181,54,3247797,10,769867,43,1998629,0,0,242,11416259,28,1597477,4,143136
110219,116,7424848,0,0,0,0,70,3717933,30,2737121,11,721914,3,163408,0,0,0,0,0,0,0,0,2,84472,0,0,0,0
110246,380,29902012,0,0,0,0,3,136385,95,11940932,14,1075053,27,2511044,12,859159,1,52587,64,3356990,0,0,164,9969862,0,0,0,0
110316,110,8229386,0,0,0,0,21,1213150,29,3246308,15,1020859,9,571700,3,222630,0,0,0,0,0,0,33,1954739,0,0,0,0
110334,268,19862836,0,0,0,0,17,930457,53,7012018,32,2316017,15,1217811,27,1538064,0,0,33,1858216,0,0,91,4990253,0,0,0,0
110361,530,38527807,0,0,0,0,48,2875981,70,7350395,51,3699593,33,2730266,103,8994660,5,397954,37,2015186,12,820191,125,6619443,29,1983745,17,1040393
110370,262,21051747,0,0,0,0,13,881724,62,8033437,31,2313649,28,2275121,38,2430354,0,0,21,900184,0,0,48,2929768,9,524574,12,762936
110398,170,16276585,13,971938,0,0,40,3549833,23,3851280,26,2287310,14,1244784,28,2498239,1,72000,3,327000,0,0,17,1155051,1,135000,4,184150
110404,2590,237795351,603,43942705,0,0,40,2967536,315,54132170,261,27121054,629,63466785,86,9459915,6,450970,213,8170738,0,0,303,19004114,126,8688407,8,390957
110413,366,27088873,0,0,0,0,44,2829444,62,8342077,13,993935,20,1762404,73,5061890,0,0,59,2856165,0,0,83,4434456,12,808502,0,0
110422,1416,105880356,1,60000,0,0,56,3804936,90,15810228,238,18583548,187,16834992,278,18960096,43,3900012,185,8368644,0,0,192,9325692,112,8319000,34,1913208
110468,196,14987139,0,0,0,0,83,5196566,37,5147155,19,1371048,13,1035791,0,0,3,191580,6,228507,0,0,34,1775298,1,41194,0,0
110486,575,41270013,0,0,0,0,30,1920492,40,6741237,102,7917516,59,4756164,149,9106080,12,1235520,55,2945424,0,0,101,4752384,25,1745904,2,149292
110495,574,40333188,0,0,0,0,27,1642020,35,5877300,130,9338640,61,5142432,97,6327960,11,1254396,49,2521980,0,0,125,5605140,30,2122788,9,500532
110501,664,74982114,0,0,0,0,0,0,68,14993934,306,28820808,206,22904184,45,6013836,0,0,9,621972,0,0,25,1345044,2,157704,3,124632
110510,977,65716265,0,0,0,0,47,3019116,51,8381285,190,14364252,121,9240180,189,11673384,9,945900,97,4723668,0,0,225,10335432,32,2175960,16,857088
110529,1098,79633783,0,0,0,0,57,3605196,74,12796111,240,18362052,122,10470912,206,13230948,23,1899984,127,6327984,0,0,173,8012568,59,3934452,17,993576
110538,909,57465234,0,0,0,0,42,2504580,51,7992114,128,8587692,117,8491464,172,10243116,20,1830108,123,5391084,0,0,174,7179912,65,4279488,17,965676
110547,742,54354184,0,0,0,0,42,2806572,53,8891651,141,10846680,75,6985877,159,10110648,10,796536,84,4543884,0,0,129,6063600,35,2481372,14,827364
110556,968,67195536,0,0,0,0,61,4140204,50,8367504,170,12503376,100,8203872,223,15369696,13,1314204,123,5754060,0,0,156,6785508,58,3989568,14,767544
110565,1429,101513190,0,0,0,0,66,4482852,78,13145478,325,24091332,192,15975348,259,17206500,27,2350428,123,5995128,0,0,274,12132396,57,4229364,28,1904364
110574,785,56281830,0,0,0,0,40,2636304,38,6684930,186,14718012,83,7400784,172,11068980,8,760188,81,3802860,0,0,138,6547068,23,1746084,16,916620
110583,1641,114505266,1,54996,0,0,94,5752320,66,11876322,310,23624796,197,17117184,336,23153772,24,2213424,152,7339080,0,0,337,15187368,100,6923616,24,1262388
110592,1002,69619899,0,0,0,0,45,3053700,64,11224899,200,14882580,106,8629380,172,11095296,15,1631628,102,4856160,0,0,230,9938832,59,3830508,9,476916
110608,1582,111100804,11,612180,0,0,76,5015268,82,14566580,344,24862296,197,16290720,293,20153204,24,2615292,160,7143372,0,0,289,12916536,85,5911176,21,1014180
110617,1376,95237375,1,60000,0,0,76,5166996,73,11902055,288,21286608,157,12758448,278,18540072,21,2014512,153,7125540,0,0,255,11327952,52,3687672,22,1367520
110635,8823,802370106,1502,108264801,41,4642389,1036,82599475,653,116454270,1799,180544831,1019,103859883,554,52985562,167,16774452,919,50740239,0,0,862,60112645,217,21343411,54,4048148
110644,7490,588512066,1045,68951193,14,1892985,668,47623734,498,79153549,1043,88664832,1316,107432356,381,28588208,386,34389525,865,49087195,7,669343,887,54373285,310,22788273,70,4897588
