UNITID,F3A01,F3A01A,F3A01B,F3A01C,F3A02,F3A02A,F3A03,F3A04,F3A05,F3A06,F3A07,F3A08,F3A09,F3A10,F3A11,F3A12,F3B01,F3B02,F3B03,F3B04,F3B05,F3B06,F3B07,F3B08,F3C01,F3C02,F3C03,F3C03A,F3C03B,F3C04,F3C05,F3C06,F3C07,F3C08,F3C12,F3C121,F3C122,F3C13,F3C131,F3C132,F3C14,F3C141,F3C142,F3C15,F3C151,F3C152,F3C16,F3C161,F3C162,F3C17,F3C171,F3C172,F3D01,F3D02,F3D02A,F3D02B,F3D03,F3D03A,F3D03B,F3D03C,F3D03D,F3D04,F3D05,F3D06,F3D07,F3D12,F3D08,F3D09,F3E011,F3E012,F3E02A1,F3E02A2,F3E02B1,F3E02B2,F3E03A1,F3E03A2,F3E03B1,F3E03B2,F3E03C1,F3E03C2,F3E041,F3E042,F3E051,F3E101,F3E102,F3E061,F3E062,F3E071,F3E072,F3E073,F3E074,F3E075,F3E076,F3E077,F3F01,F3F02,F3F03,F3G01,F3G02,F3G03,F3G04,F3G05,F3G06,F3G07
101116,2865382,0,819082,0,338245,0,2527137,2865382,0,1247300,412894,0,134740,1794934,975852,819082,5850359,6495658,0,-645299,954479,2218958,-1001,2527137,1062403,476721,132380,132380,0,556291,2227795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4070933,1539124,0,1539124,132380,0,132380,0,0,0,0,0,104183,0,3739,5850359,2432459,1314281,0,0,0,0,165393,114902,755808,678166,2910487,253772,0,0,0,0,0,231511,182881,6495658,2544002,143417,1396568,234901,0,2176770,0,0,1,-645299,5850359,2527137,2865382,954479,0,6495658
101277,,,,,,,,,,,,,,,,,,,,,,,,,351570,0,0,0,0,0,351570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712708,0,0,0,0,0,0,0,0,0,0,96375,,,0,809083,233354,117348,0,0,0,0,23552,23552,17924,17924,277575,115004,,,0,,,0,0,552405,273828,8011,174458,3811,0,92297,,,-2,,,,,,,
102845,42184017,0,964233,1389277,3632201,0,38551816,42184017,0,9261520,7752942,4250,0,17018712,16054479,964233,42171107,42926506,-236738,-992137,0,39543953,0,38551816,10793862,4354207,1713431,1291426,422005,6023607,22885107,6023607,0,6023607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6023607,6023607,0,42079759,0,0,0,0,0,0,0,0,0,91348,0,0,0,0,42171107,15785897,7692505,0,0,0,0,3127602,2088707,15472611,6690156,7068724,3078107,0,0,0,0,0,1471672,70541,42926506,19620016,3873350,5310938,768915,0,13353287,0,0,1,-992137,42171107,38551816,42184017,36198306,0,42926506
103501,6342937,2396821,2469904,0,2255537,365168,4087400,6342937,450000,2775507,637441,0,1089784,4952732,2482828,2469904,5342408,4169730,0,1172678,0,3215392,-300670,4087400,1184109,422519,737768,737768,0,5500,2349896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4341845,0,0,0,0,0,0,0,0,0,904154,96409,0,,0,5342408,1744406,688029,0,0,0,0,2245616,1042237,144108,142594,35600,20775,0,0,0,,,0,0,4169730,1893635,49110,31073,0,0,2195912,,,-2,0,5342408,4087400,6342937,1117496,365168,4169730
103741,,,,,,,,,,,,,,,,,,,,,,,,,676220,254973,75384,75384,0,36994,1043571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548620,0,0,0,0,0,0,0,0,0,0,104436,,,247737,1900793,1109822,374400,0,0,0,0,0,0,37996,32259,199979,133000,,,0,,,1,0,1347798,539659,95985,383804,10331,0,318019,,,-2,,,,,,,
103893,,,,,,,,,,,,,,,,,,,,,,,,,4566341,36200,0,0,0,4190,4606731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16543969,4602541,0,4602541,0,0,0,0,0,4190,0,0,0,,44223,21194923,7222756,3728672,0,0,0,0,236255,62516,2472172,1354515,7781840,1599036,0,0,0,,,0,0,17713023,6744739,625166,436092,370271,28,9536727,,,-2,,,,,,,
103909,,,,,,,,,,,,,,,,,,,,,,,,,2061078,42650,0,0,0,0,2103728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8989819,2103728,0,2103728,0,0,0,0,0,0,0,0,0,,34871,11128418,5249193,2914892,0,0,0,0,56903,9047,1281747,815190,4592479,1247840,0,0,0,,,0,0,11180322,4986969,516561,431055,93655,0,5152082,,,-2,,,,,,,
103927,,,,,,,,,,,,,,,,,,,,,,,,,2177862,56500,0,0,0,0,2234362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5694897,2234362,0,2234362,0,0,0,0,0,0,0,0,0,,53529,7982788,2926398,1594813,0,0,0,0,129292,47819,990458,584372,3050349,888557,0,0,0,,,0,0,7096497,3115561,298711,192244,294689,0,3195292,,,-2,,,,,,,
103954,,,,,,,,,,,,,,,,,,,,,,,,,188375,10943,0,0,0,0,199318,500,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,489383,0,0,0,0,0,0,0,0,0,950,41965,,,0,532298,71014,71014,0,0,0,0,0,0,51004,51004,243135,138958,,,0,,,0,0,365153,260976,0,51437,0,950,51790,,,-2,,,,,,,
103963,1004224,201500,472154,0,616014,0,388210,1004224,0,922001,869199,0,0,1791200,1319046,472154,6638477,6794710,99130,-57103,131027,314286,0,388210,1696260,25534,0,0,0,0,1721794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6631844,0,0,0,0,0,0,0,0,0,0,0,0,,6633,6638477,2878315,1399201,0,0,0,0,604020,390226,374574,224281,653494,422902,0,0,0,,,2284307,0,6794710,2436610,486565,835726,83525,0,2952284,-2785000,200000,1,-57103,6638477,388210,1004224,-83944,0,6794710
104090,18597890,0,2877343,70000,14201753,0,4396137,18597890,0,0,14785319,89889,0,14875208,11997865,2877343,38391501,30379410,-300,8011791,8400113,2473456,-14489223,4396137,6717453,2334674,98235,98235,0,43190,9193552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38391501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38391501,11544664,10551050,0,0,0,0,6414037,1653826,4393142,4271734,4739852,206,0,0,0,0,0,3287715,52387,30379410,16529203,779975,3476643,1232122,0,8361467,300,0,1,8012091,38391501,4396137,18597890,1448794,0,30379410
104391,,,,,,,,,,,,,,,,,,,,,,,,,214043,0,0,0,0,0,214043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650171,0,0,0,0,0,0,0,0,0,0,46430,,,22,696623,271250,203894,0,0,0,0,0,0,0,0,0,0,,,0,,,264614,0,535864,203894,0,67356,12302,8412,243900,,,-2,,,,,,,
104443,,,,,,,,,,,,,,,,,,,,,,,,,232461,98822,0,0,0,15981,347264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406939,0,0,0,0,0,0,0,0,0,0,42496,,,85331,534766,551952,160363,0,0,0,0,0,0,41224,35816,138093,71664,,,0,,,1,0,731270,267843,40444,248188,3194,0,171601,,,-2,,,,,,,
104568,,,,,,,,,,,,,,,,,,,,,,,,,1400844,0,0,0,0,0,1400844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5394565,0,0,0,0,0,0,0,0,0,0,307060,,,11050,5712675,2253105,634323,0,0,0,0,0,0,693581,200602,855180,361938,,,0,,,0,0,3801866,1196863,152623,44561,30879,0,2376940,,,-2,,,,,,,
104717,1966320000,0,1358437000,100000000,1510204000,1175601000,456116000,1966320000,161482000,1236215000,93065000,53985000,1241000,1545988000,187551000,1358437000,1317480000,1304517000,0,12963000,0,443153000,0,456116000,182250646,40999518,187481,187481,0,331497000,554934645,331497000,0,331497000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331497000,331497000,0,1046708059,27141862,0,27141862,3665,0,3665,0,0,712189,977006,213707088,17942080,0,10288051,1317480000,245145887,142084293,782700,373747,8940278,4960729,123983251,35990532,478845662,315065195,384561333,65118648,62257889,9697287,0,0,0,0,0,1304517000,573290431,73903442,68148561,52904580,55465083,480804903,0,0,3,12963000,1317480000,456116000,1966320000,236720000,1250250000,1304517000
105215,7347000,0,592000,0,3586000,0,3761000,7347000,0,0,7653000,0,8888000,16541000,15949000,592000,14030000,16864000,0,-2834000,1869000,-1015000,5741000,3761000,2425000,2997000,0,0,0,86000,5508000,576000,0,576000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576000,576000,0,13432000,0,0,0,0,0,0,0,0,0,0,598000,0,,0,14030000,3773000,2331000,0,0,0,0,2768000,0,5798000,2565000,4525000,137000,0,0,0,,,0,0,16864000,5033000,670000,2770000,688000,0,7703000,0,0,1,-2834000,14030000,3761000,7347000,3169000,0,16864000
105534,26842956,0,14129596,0,1589358,0,25253598,26842956,510000,14201111,4534994,0,0,19246105,5116509,14129596,34330864,28999605,0,5331259,-2211199,22133538,0,25253598,5538543,123529,20931,20931,0,535361,6218364,535361,0,535361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535361,535361,0,27925217,0,0,0,20931,0,20931,0,0,535361,187283,0,0,0,5662072,34330864,10778926,5504305,0,0,0,0,711356,550431,7604636,4141894,9369326,908873,0,0,535361,0,0,0,0,28999605,11105503,2639173,1576118,505087,0,13173724,,,-2,5331259,34330864,25253598,26842956,8377002,0,28999605
105543,8357144,0,554959,0,7339150,0,1017994,8357144,0,2801515,2442490,0,0,5244005,4689046,554959,12133744,11986134,0,147610,-96604,966987,1,1017994,2996553,0,0,0,0,35576,3032129,35576,0,35576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35576,35576,0,9044970,0,0,0,0,0,0,0,0,35576,8182,48948,0,,2996068,12133744,5932984,3282478,0,0,0,0,376158,328248,2963177,980783,2678239,691603,0,0,35576,,,0,0,11986134,5283112,1504274,1295496,189506,0,3713746,,,-2,147610,12133744,1017994,8357144,463035,0,11986134
105659,16695285,0,435321,13759582,4287288,0,12407997,16695285,809070,0,555623,0,291690,1656383,1221062,435321,16627213,13477223,0,3149990,2043427,14270520,-7055940,12407997,3406244,46183,753822,578846,174976,736265,4942514,736265,0,736265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736265,736265,0,15815816,0,0,0,0,0,0,0,0,0,0,75132,0,,736265,16627213,2058349,1744977,0,0,0,0,1861788,0,926854,732628,4804421,1128086,0,0,0,,,3825811,1,13477223,3605692,494251,768674,423515,1282,8183809,579469,225124,1,3954584,16627213,12407997,16695285,1786906,0,13477223
105677,,,,,,,,,,,,,,,,,,,,,,,,,18135,0,0,0,0,0,18135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416751,0,0,0,0,0,0,0,0,0,0,76930,,,0,493681,530392,307293,0,0,0,0,153245,107985,30958,0,16894,0,,,0,,,0,0,731489,415278,0,0,2836,0,313375,,,-2,,,,,,,
106041,171840000,28918000,56309000,0,84148000,29889000,87692000,171840000,5167000,50134000,24616000,1341000,33601000,114859000,58550000,56309000,44518000,35895000,1000,8624000,-52595000,135402000,-3739000,87692000,6536000,6318000,0,0,0,838000,13692000,2163000,0,2163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2163000,2163000,0,43652000,0,0,0,0,0,0,0,0,0,499000,327000,0,,40000,44518000,8726000,5107000,0,0,0,0,6935000,432000,12746000,6422000,6477000,249000,0,0,0,,,1011000,0,35895000,12210000,1494000,1601000,2328000,1011000,17251000,0,0,1,8624000,44518000,87692000,171840000,31383000,29889000,35895000
106315,,,,,,,,,,,,,,,,,,,,,,,,,456144,0,0,0,0,0,456144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456144,0,0,0,0,0,0,0,0,0,0,52054,,,0,508198,148097,133368,0,0,0,0,16992,14528,18457,8756,78361,29043,,,0,,,0,0,261907,185695,25014,3690,0,0,47508,,,-2,,,,,,,
106324,,,,,,,,,,,,,,,,,,,,,,,,,160406,0,0,0,0,0,160406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347740,0,0,0,0,0,0,0,0,0,0,44226,,,0,391966,131870,58847,0,0,0,0,0,0,0,0,140729,30060,,,0,,,0,0,272599,88907,5914,26840,8748,453,141737,,,-2,,,,,,,
106351,,,,,,,,,,,,,,,,,,,,,,,,,294621,78500,0,0,0,0,373121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817462,0,0,0,0,0,0,0,0,0,0,6628,,,0,824090,284620,284620,0,0,0,0,11750,11750,19023,19023,84702,72413,,,0,,,0,0,400095,387806,0,5680,0,0,6609,,,-2,,,,,,,
106494,,,,,,,,,,,,,,,,,,,,,,,,,405699,0,0,0,0,0,405699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772431,0,0,0,0,0,0,0,0,0,0,44388,,,3000,819819,467171,306025,0,0,0,0,63423,15000,0,0,359398,85000,,,0,,,0,0,889992,406025,8253,142701,31565,3782,297666,,,-2,,,,,,,
106908,,,,,,,,,,,,,,,,,,,,,,,,,1574681,166755,6827,6827,0,57509,1805772,49750,0,49750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49750,49750,0,4166778,437903,0,437903,0,0,0,0,0,0,0,270495,,,0,4875176,1925528,761999,0,0,0,0,209203,198774,562082,534062,794174,269477,,,0,,,1271780,0,4762767,1764312,92566,298328,198383,13849,2395329,,,-2,,,,,,,
107099,,,,,,,,,,,,,,,,,,,,,,,,,387520,0,0,0,0,0,387520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958006,0,0,0,0,0,0,0,0,0,0,148576,,,199452,1306034,359901,230599,0,0,0,0,0,0,0,0,260618,0,,,0,,,0,0,620519,230599,9249,16474,37874,0,326323,,,-2,,,,,,,
107220,,,,,,,,,,,,,,,,,,,,,,,,,973944,0,79215,22662,56553,33061,1086220,107303,0,107303,0,0,0,0,0,0,17689,17689,0,56553,56553,0,0,0,0,33061,33061,0,2790979,0,0,0,63326,0,63326,0,0,0,0,351591,,,688299,3894195,1314216,1212482,0,0,0,0,1473,1473,931,931,259147,259147,,,0,,,0,0,1575767,1474033,29716,14629,12540,1473,43376,,,-2,,,,,,,
107293,,,,,,,,,,,,,,,,,,,,,,,,,199179,0,0,0,0,0,199179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507242,12000,0,12000,0,0,0,0,0,0,0,27740,,,0,546982,223087,114531,0,0,0,0,49967,49250,76325,41280,211423,50000,,,0,,,0,0,560802,255061,0,287997,17744,0,0,,,-2,,,,,,,
107442,,,,,,,,,,,,,,,,,,,,,,,,,129843,0,0,0,0,0,129843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129843,0,0,0,0,0,0,0,0,0,0,25282,,,39702,194827,146386,146386,0,0,0,0,3000,2000,3500,2500,2271,2015,,,0,,,25282,0,180439,152901,0,21446,6092,0,0,,,-2,,,,,,,
107655,,,,,,,,,,,,,,,,,,,,,,,,,164648,0,0,0,0,6207,170855,6207,0,6207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6207,6207,0,466460,0,0,0,0,0,0,0,0,0,27901,26676,,,0,521037,86542,86542,0,0,0,0,28091,0,42873,26000,254596,0,,,0,,,0,0,412102,112542,0,254596,0,0,44964,,,-2,,,,,,,
107789,,,,,,,,,,,,,,,,,,,,,,,,,433692,21219,0,0,0,12425,467336,11927,0,11927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11927,11927,0,1617366,43096,0,43096,0,0,0,0,0,0,0,90783,,,0,1751245,476931,211485,0,0,0,0,43742,41452,120687,114369,228943,92819,,,0,,,349798,0,1220101,460125,25420,78963,52033,0,603560,,,-2,,,,,,,
107831,,,,,,,,,,,,,,,,,,,,,,,,,277948,0,0,0,0,0,277948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822924,0,0,0,0,0,0,0,0,0,0,34490,,,1,857415,92608,87272,0,0,0,0,28414,18462,52618,51215,51566,45908,,,0,,,0,0,225206,202857,0,15705,0,0,6643,,,-2,,,,,,,
108065,,,,,,,,,,,,,,,,,,,,,,,,,65609,0,0,0,0,30000,95609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143303,0,0,0,0,0,0,0,0,0,8768,30101,,,0,182172,39967,39967,0,0,0,0,2100,0,1385,0,2964,0,,,0,,,0,0,46416,39967,2100,4349,0,0,0,,,-2,,,,,,,
108232,127547721,21277732,46014048,0,76072350,1237257,51475371,127547721,2497538,3340546,141077341,23350849,0,170266274,124252226,46014048,180485998,176863696,0,3622302,0,47853069,0,51475371,13365051,947406,1964461,1964461,0,9734579,26011497,11699040,0,11699040,0,0,0,0,0,0,1964461,1964461,0,0,0,0,0,0,0,9734579,9734579,0,174012127,0,0,0,0,0,0,0,0,0,200,0,6136156,0,337515,180485998,64592639,36514287,0,0,0,0,467091,130666,29980474,19972031,44557571,8074768,11449045,0,0,0,0,25816876,1881831,176863696,66573583,11733262,27434094,8668993,1981482,60472282,,,-2,3677302,180485998,51475371,127547721,5461323,1237257,176863696
108977,,,,,,,,,,,,,,,,,,,,,,,,,647414,0,0,0,0,1550,648964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594453,0,0,0,0,0,0,0,0,0,0,3838,,,146322,1744613,802648,355495,0,0,0,0,117426,73636,215120,212672,110291,96199,,,0,,,378137,0,1623622,738002,0,400205,31375,12248,441792,,,-2,,,,,,,
109040,44955600,5590060,18112100,0,25147335,8660995,19808265,44955600,0,32170724,8664904,438976,8250963,49525567,31413467,18112100,64697613,59150642,0,5546971,-4689775,18951069,0,19808265,12552289,585932,824659,824659,0,678024,14640904,678024,0,678024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678024,678024,0,63506260,0,0,0,0,0,0,0,0,0,1160014,0,0,,31339,64697613,22049707,11805422,0,0,0,0,2183976,1611570,3631721,2411597,31275360,8384606,0,0,0,,,9878,1,59150642,24213196,1965768,5364621,4173345,221054,23212658,,,-2,59205398,64697613,19808265,44955600,1696163,8660995,59150642
109721,,,,,,,,,,,,,,,,,,,,,,,,,1035270,97800,0,0,0,0,1133070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032899,0,0,0,0,0,0,0,0,0,0,0,,,0,2032899,206845,178294,0,0,0,0,242812,160889,479696,181809,429834,207584,,,0,,,488603,108254,1847790,836830,115382,231893,27368,6260,630057,,,-2,,,,,,,
109730,,,,,,,,,,,,,,,,,,,,,,,,,305471,92700,0,0,0,0,398171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801211,0,0,0,0,0,0,0,0,0,0,0,,,0,801211,255574,89226,0,0,0,0,105990,86208,141655,100872,225610,129311,,,0,,,62423,3,791252,405620,93075,188596,1200,175,102586,,,-2,,,,,,,
109934,,,,,,,,,,,,,,,,,,,,,,,,,1671266,584332,0,0,0,30250,2285848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5261508,0,0,0,0,0,0,0,0,0,460,50712,,,0,5312680,2022383,2022383,0,0,0,0,1141343,1141343,237327,237327,598359,0,,,0,,,46762,0,4046174,3401053,0,598359,46762,0,0,,,-2,,,,,,,
110194,,,,,,,,,,,,,,,,,,,,,,,,,864370,21504,0,0,0,7161,893035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2464831,893035,0,893035,0,0,0,0,0,0,0,30618,,,0,3388484,1140243,1110643,0,0,0,0,26425,26425,118348,114500,489790,460654,,,0,,,1362174,0,3136980,1712222,62584,409041,53464,0,899669,,,-2,,,,,,,
110219,12578541,0,1743226,0,6037759,534829,6540782,12578541,1918925,0,1829972,0,5837114,9586011,7842785,1743226,26384395,22601799,0,3782596,-3682294,6440480,0,6540782,10354758,129627,0,0,0,0,10484385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25498348,0,0,0,0,0,0,0,0,0,0,443047,0,0,443000,26384395,7179895,4593153,0,0,0,0,352453,325612,8532687,4529279,6536764,1347925,0,0,0,0,0,0,0,22601799,10795969,673402,93237,499769,50184,10489238,0,13825,3,3782596,26384395,6540782,12578541,4797556,601462,22601799
110468,80416391,0,7623001,16846644,73504923,0,6911468,80416391,0,11146203,7420695,204432,0,18771330,11148329,7623001,83215894,87120040,0,-3904146,0,1862918,8952696,6911468,63199,359068,28359,28359,0,4040283,4490909,4040283,0,4040283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4040283,4040283,0,78974930,422267,0,422267,0,0,0,0,0,0,-6,124618,120814,0,3573271,83215894,31962600,22299329,117189,92925,763239,496929,12909040,4774671,18403192,6713850,18200576,4844142,3733935,0,0,0,0,1030269,0,87120040,39221846,6787706,9825401,2213347,2642735,26429005,0,0,3,83215894,83215894,6911468,80416391,6911468,0,87120040
110778,3685026,0,19705,3460,3113076,0,571950,3685026,0,387576,2929817,0,0,3317393,3297688,19705,7567742,7305328,0,262414,0,309536,0,571950,25049,10000,0,0,0,154325,189374,154325,0,154325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154325,154325,0,6903673,0,0,0,0,0,0,0,0,0,0,0,0,0,664069,7567742,2619677,1845568,0,0,0,0,511924,325509,829471,627802,3028530,938868,0,0,0,0,0,315726,230257,7305328,3968004,314445,1129441,26734,0,1866704,0,800,3,262414,7567742,571950,3685026,354498,0,7305328
110875,,,,,,,,,,,,,,,,,,,,,,,,,224473,0,0,0,0,0,224473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523760,0,0,0,0,0,0,0,0,0,-7495,43208,,,7225,566698,120000,25000,0,0,0,0,11245,11245,19543,19543,21578,21578,,,0,,,0,0,172366,77366,0,2542,4342,0,88116,,,-2,,,,,,,
111054,,,,,,,,,,,,,,,,,,,,,,,,,228988,14487,0,0,0,63123,306598,63123,0,63123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63123,63123,0,762794,0,0,0,0,0,0,0,0,0,24835,62967,,,0,850596,618541,588056,0,0,0,0,68041,34911,31063,11016,79554,26018,,,0,,,274115,0,1071314,660001,0,28074,215,19165,363859,,,-2,,,,,,,
111513,,,,,,,,,,,,,,,,,,,,,,,,,658116,13162,0,0,0,11300,682578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425012,0,0,0,0,0,0,0,0,0,24256,496670,,,0,2945938,1012055,495801,0,0,0,0,189840,69101,389622,182000,1051203,33108,,,0,,,0,0,2642720,780010,82115,362100,0,0,1418495,,,-2,,,,,,,
112181,,,,,,,,,,,,,,,,,,,,,,,,,323239,0,0,0,0,0,323239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1652499,0,0,0,0,0,0,0,0,0,696373,311916,,,0,2660788,1394399,785927,0,0,0,0,0,0,0,0,12882,0,,,0,,,27550,0,1434831,785927,27550,454296,23509,0,143549,,,-2,,,,,,,
112288,,,,,,,,,,,,,,,,,,,,,,,,,1681833,0,0,0,0,132330,1814163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4902613,0,0,0,0,0,0,0,0,0,0,35364,,,56486,4994463,1492915,898535,0,0,0,0,737302,0,1099967,594478,466905,0,,,0,,,981217,225415,4778306,1718428,107022,737302,15127,0,2200427,,,-2,,,,,,,
112394,5141474,0,1351414,1050534,7355648,0,-2214174,5141474,0,0,5386346,0,0,5386346,4034932,1351414,12376816,12983020,-1342749,-1948953,0,-265221,0,-2214174,1227048,58150,938766,938766,0,1326225,3550189,1326225,0,1326225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326225,1326225,0,12241214,0,0,0,0,0,0,0,0,0,14482,0,0,0,121120,12376816,2589379,2300242,0,0,0,0,939051,563790,2552864,1805277,6783133,1972013,7724,5705,0,0,0,110869,0,12983020,6647027,1079330,1083213,501713,48728,3623009,0,800,3,-1948953,12376816,-2214174,5141474,-2515054,0,12983020
112455,,,,,,,,,,,,,,,,,,,,,,,,,537286,4394,0,0,0,0,541680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550737,0,0,0,0,0,0,0,0,0,0,21308,,,0,1572045,1147854,320355,0,0,0,0,27216,6122,27216,6122,108019,18364,,,0,,,1,0,1310306,350963,12284,930319,16740,0,0,,,-2,,,,,,,
113449,,,,,,,,,,,,,,,,,,,,,,,,,922260,0,0,0,0,0,922260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389328,0,0,0,0,0,0,0,0,0,0,-73359,,,73359,2389328,321768,321768,0,0,0,0,57052,57000,355234,77514,321768,77513,,,786084,,,9422,0,1851328,533795,130041,1154433,33059,0,0,,,-2,,,,,,,
113582,1450284,749337,143536,0,696289,0,753995,1450284,0,0,1150761,0,619023,1769784,1626248,143536,3418353,3406013,-81516,-69176,110000,933171,-220000,753995,408982,28755,95938,95938,0,69101,602776,17640,0,17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17640,17640,0,3418353,0,0,0,0,0,0,0,0,0,-50933,0,0,0,50933,3418353,925662,651951,0,0,0,0,725635,454203,409569,119375,554880,211206,0,0,32534,0,0,757733,524164,3406013,1960899,165624,303274,49424,11135,915657,,,-2,-71959,3418353,753995,1450284,753995,0,3406013
114114,2733990,0,48949,159555,980185,0,1753805,2733990,0,0,964747,0,0,964747,915798,48949,3649155,3673536,0,-24381,0,1588819,189367,1753805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886169,0,0,0,0,0,0,0,0,0,0,474616,37636,0,250734,3649155,871297,804253,0,0,0,0,393730,349636,119050,104471,349825,75597,344339,308122,0,0,0,1595295,0,3673536,1642079,88354,975336,34874,0,932893,28444,1252,3,-24636,3649155,1753805,2733990,1753805,0,3673536
114123,1401264,0,90972,0,987753,0,413511,1401264,0,64172,241543,0,0,305715,214743,90972,1674290,2550443,0,-876153,362594,927070,0,413511,109283,4335,18606,0,18606,18744,150968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640725,0,0,0,0,0,0,0,0,0,0,33565,0,0,0,1674290,626332,370512,0,0,0,0,232630,137569,252560,157499,1258527,349836,0,0,0,0,0,180394,0,2550443,1015416,154357,475305,64530,41914,798921,,,-2,-876153,1674290,413511,1401264,322534,0,2550443
114354,65949456,4348568,26074258,0,50814793,26236945,15134663,65949456,3028941,35766537,36758579,5238105,0,80792162,54717904,26074258,54877427,52169798,0,2707629,0,15605591,-3178557,15134663,2671793,566841,1598633,1598633,0,6670684,11507951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46336332,0,0,0,0,0,0,0,0,0,8375112,31982,134001,0,0,54877427,9748091,5246175,0,0,0,0,10051894,6842720,15746130,10734332,16170210,376736,453473,54828,0,0,0,0,0,52169798,23254791,3474564,12322779,2174430,1122277,9820957,0,17368,3,2724997,54877427,15134663,65949456,6211219,26236945,52169798
114460,,,,,,,,,,,,,,,,,,,,,,,,,924246,23081,0,0,0,0,947327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3069701,947327,0,947327,0,0,0,0,0,0,0,112989,,,0,4130017,1548158,755892,0,0,10734,0,130282,0,470438,223928,911720,506573,,,0,,,0,0,3071332,1486393,271602,653454,70590,0,589293,,,-2,,,,,,,
