UNITID,SANIN01,SANIT01,SANIN02,SANIT02,SANIN03,SANIT03,SANIN04,SANIT04,SANIN05,SANIT05,SANIN06,SANIT06,SANIN07,SANIT07,SANIN08,SANIT08,SANIN09,SANIT09,SANIN10,SANIT10,SANIN11,SANIT11,SANIN12,SANIT12,SANIN13,SANIT13,SANIN14,SANIT14
100937,168,8774765,0,0,0,0,18,942697,31,2666605,4,234255,7,469380,47,1945643,4,185218,17,706269,0,0,31,1205924,8,389274,1,29500
101028,67,4183471,0,0,0,0,3,140070,11,1392482,1,120007,1,53972,0,0,0,0,9,355666,0,0,41,2074654,1,46620,0,0
101116,22,1399777,0,0,0,0,11,684789,5,454224,1,75000,0,0,0,0,0,0,2,64480,0,0,3,121284,0,0,0,0
101143,69,4580793,0,0,0,0,2,122312,8,1014142,6,352687,3,233102,4,222273,0,0,9,424880,0,0,37,2211397,0,0,0,0
101161,195,12238835,0,0,0,0,53,3114674,35,3974356,15,927448,6,315811,11,592399,0,0,27,1175502,0,0,46,2042250,2,96395,0,0
101189,179,8612033,0,0,0,0,40,1806896,25,2400611,4,146450,2,82142,59,2617101,0,0,11,416146,0,0,38,1142687,0,0,0,0
101240,210,11936585,0,0,0,0,16,874805,40,3666265,9,538381,12,760580,25,1178904,1,43474,32,1251524,0,0,58,2762857,17,859795,0,0
101286,130,7884492,0,0,0,0,27,1565939,19,2195183,4,281006,5,290921,5,322884,0,0,13,628404,0,0,51,2352265,2,110041,4,137849
101295,164,9077306,0,0,0,0,14,659921,26,2550816,6,287076,7,430207,2,97442,0,0,15,645742,0,0,79,3612262,15,793840,0,0
101301,85,5039487,0,0,0,0,8,539923,26,2125983,2,125758,1,72962,8,469077,0,0,6,211489,0,0,32,1386352,1,56073,1,51870
101365,18,1101106,0,0,0,0,12,686204,2,237000,0,0,1,50398,0,0,0,0,0,0,0,0,3,127504,0,0,0,0
101435,119,6676626,0,0,0,0,17,712812,18,2072698,1,61214,1,64998,55,2459981,1,69992,9,415732,2,78208,9,419569,6,321422,0,0
101453,28,1365644,0,0,0,0,1,52211,12,774400,1,56100,1,39853,5,217744,0,0,2,42432,0,0,6,182904,0,0,0,0
101462,44,2816133,0,0,0,0,5,260895,12,1250326,7,450220,4,170720,1,41367,0,0,3,108365,0,0,12,534240,0,0,0,0
101471,84,5251022,0,0,0,0,27,882253,17,1882001,7,602688,2,166106,5,275099,0,0,0,0,0,0,23,1288315,3,154560,0,0
101480,647,34250325,0,0,0,0,42,1754847,98,9232800,33,1901764,43,2790889,130,8456443,0,0,132,3771856,0,0,124,4650808,40,1546275,5,144643
101505,213,13331228,0,0,0,0,39,2580698,14,1794659,17,1413155,7,493039,16,1147424,0,0,29,1194020,0,0,85,4384474,6,323759,0,0
101514,225,14057478,0,0,0,0,10,539639,36,3983649,7,417651,24,1473823,31,1508379,0,0,14,676881,0,0,96,5063891,7,393565,0,0
101569,126,7732061,0,0,0,0,7,410071,24,2556983,4,266307,3,291061,10,561355,0,0,18,712211,6,381421,51,2400180,3,152472,0,0
101587,277,14270774,0,0,10,487364,20,769060,60,5254304,16,720776,8,359554,60,2895522,0,0,50,1557834,0,0,34,1288238,18,878592,1,59530
101602,60,3935148,0,0,0,0,3,190342,11,1285389,6,420865,4,236632,6,388472,0,0,7,254772,0,0,23,1158676,0,0,0,0
101648,77,4757980,0,0,0,0,2,120417,8,886901,33,2025002,0,0,1,60473,0,0,11,536069,0,0,20,1026425,2,102693,0,0
101675,115,6062676,2,123961,0,0,17,745054,18,1788168,9,498883,5,250850,22,1073283,0,0,19,792276,0,0,23,790201,0,0,0,0
101693,110,4927253,0,0,0,0,3,138507,17,1372579,13,534694,2,96000,42,1675539,1,37440,3,116016,0,0,29,956478,0,0,0,0
101709,349,19289431,0,0,0,0,25,1502482,42,4586270,30,1621639,15,913160,91,4807000,7,343349,64,2452589,0,0,55,2075337,20,987605,0,0
101736,131,7883459,0,0,0,0,18,858237,38,3395660,11,662509,7,341559,16,800197,0,0,17,730635,0,0,24,1094662,0,0,0,0
101879,502,27276073,0,0,0,0,82,4118246,63,7497741,38,2109603,28,1760899,66,3730812,12,676338,74,2230005,0,0,115,4155457,18,765483,6,231489
101897,79,5022374,0,0,0,0,4,283613,21,2115439,2,164251,4,224262,0,0,0,0,10,419519,0,0,36,1716799,2,98491,0,0
101912,167,6440708,2,110144,0,0,14,603823,48,1618000,6,240000,15,997990,14,578769,1,67776,14,404310,0,0,41,1408591,12,411305,0,0
101994,28,1962351,0,0,0,0,6,366926,4,522023,2,125761,1,62400,0,0,0,0,2,102699,0,0,13,782542,0,0,0,0
102030,107,7142353,0,0,0,0,11,666440,12,1486603,11,1011306,1,111563,6,473719,0,0,9,383934,0,0,56,2974772,1,34016,0,0
102049,589,39182650,0,0,0,0,32,1877766,76,11123826,72,4944316,53,3421781,147,8413119,12,675000,27,1217857,0,0,151,6689324,19,819661,0,0
102058,8,208668,1,33300,0,0,0,0,2,93300,2,24888,0,0,0,0,0,0,1,30000,0,0,2,27180,0,0,0,0
102067,172,11121824,0,0,0,0,4,206411,60,5308389,1,69209,8,610188,5,326370,0,0,9,391239,0,0,67,3505183,18,704835,0,0
102076,67,4128391,0,0,0,0,2,147863,18,1781238,5,266673,4,221466,3,130417,0,0,12,537459,0,0,22,986157,1,57118,0,0
102094,1090,65496674,9,532307,0,0,208,10732501,139,17186282,120,7610732,72,4290541,80,7375019,21,1227737,135,4814150,3,154361,195,7032535,101,4241696,7,298813
102234,127,6682983,0,0,0,0,8,476156,20,2044814,6,336100,7,312323,39,1645487,0,0,16,510863,0,0,30,1318240,1,39000,0,0
102270,77,3888548,0,0,0,0,4,158568,20,1646000,6,307250,5,243400,15,761956,0,0,19,469574,1,46000,7,255800,0,0,0,0
102298,119,6967971,0,0,0,0,3,145000,45,3975057,1,70000,4,166350,25,1240850,0,0,18,538364,1,42000,14,528582,8,261768,0,0
102313,86,5838846,0,0,0,0,9,476110,14,1753146,7,530953,3,175913,1,53200,0,0,6,218862,0,0,39,2298003,7,332659,0,0
102368,834,45843351,0,0,0,0,89,4838165,153,12320937,52,2457149,59,3314824,180,11362934,6,384324,37,1767765,24,1078304,227,8084795,3,116572,4,117582
102377,393,21525279,19,1238719,14,868000,21,880000,71,6910372,55,2957913,28,1733282,18,1034166,40,1610312,46,1377500,0,0,71,2578807,4,164966,6,171242
102395,43,2519754,0,0,0,0,13,589308,8,845798,2,90000,4,236569,6,318332,0,0,0,0,0,0,8,347947,1,45900,1,45900
102429,136,7631716,0,0,0,0,12,550704,29,2780377,5,271764,6,325917,32,1510959,0,0,13,490658,0,0,27,1198522,12,502815,0,0
102553,939,65273109,53,3454554,108,6527671,33,2082129,109,13911907,130,9414999,79,5484417,123,7410057,7,486345,42,2523514,3,142812,187,9935454,57,3455607,8,443643
102580,7,342000,0,0,0,0,1,56000,1,75000,2,94000,0,0,1,36000,0,0,1,30000,0,0,0,0,1,51000,0,0
102614,1466,107868030,385,31017323,95,6676204,61,3967809,105,13982062,140,10966280,162,11041572,92,5852933,4,278438,71,3556412,3,139610,209,11824501,109,6700430,30,1864456
102632,165,10767829,5,368489,2,145092,7,372755,21,2383391,24,1660000,20,1349755,18,1000454,0,0,23,1004464,0,0,36,1910349,9,573080,0,0
102669,67,4617343,5,342400,1,53600,18,925286,16,1681370,4,221003,5,377201,11,622800,0,0,0,0,0,0,7,393683,0,0,0,0
102845,100,5172523,0,0,0,0,0,0,23,1633986,13,676373,2,88985,17,797327,0,0,1,35360,17,875014,27,1065478,0,0,0,0
103501,17,971117,0,0,0,0,0,0,5,386464,2,110653,1,46000,0,0,0,0,0,0,0,0,9,428000,0,0,0,0
103529,188,17330200,0,0,2,119725,0,0,47,6507443,46,3683179,43,3632197,7,597459,0,0,0,0,0,0,43,2790197,0,0,0,0
103893,42,2717630,0,0,0,0,9,716924,29,1824800,0,0,0,0,0,0,0,0,0,0,0,0,4,175906,0,0,0,0
103909,32,2098716,0,0,0,0,8,652035,21,1311231,0,0,0,0,0,0,0,0,0,0,0,0,3,135450,0,0,0,0
103927,22,1421799,0,0,0,0,6,423851,15,954268,0,0,0,0,0,0,0,0,0,0,0,0,1,43680,0,0,0,0
103963,21,1205619,0,0,0,0,4,207979,3,319750,3,151424,0,0,0,0,0,0,3,136864,5,270231,3,119371,0,0,0,0
104090,29,2091171,0,0,0,0,8,521066,12,1114486,0,0,0,0,0,0,2,90371,0,0,0,0,7,365248,0,0,0,0
104151,8192,604999206,116,13369653,9,1014277,394,26131280,2135,236255171,1476,85898722,1529,102892539,952,56412814,58,4296562,254,14389785,25,1246382,981,49394984,199,10614428,64,3082609
104160,299,16687635,0,0,0,0,10,509352,65,5496007,15,822788,11,623368,51,2856314,3,157804,49,1975110,0,0,81,3560628,11,530626,3,155638
104179,7862,542070735,452,34026819,69,7501855,639,39042697,806,111688903,938,61385006,1663,111935183,1262,84273386,130,9079014,737,28111824,22,1006633,717,33801495,275,13372048,152,6845872
104346,272,13991766,0,0,0,0,70,3435570,49,4325256,7,425407,25,1327957,18,922924,2,108604,59,1645685,0,0,42,1800363,0,0,0,0
104425,239,14133807,0,0,0,0,24,1260447,46,4486045,13,745268,20,1163263,38,2159695,3,179871,27,1017725,0,0,54,2379994,14,741499,0,0
104577,171,11671424,0,0,0,0,4,235199,34,3588620,16,1263462,11,794910,34,2199053,2,132402,37,1838717,0,0,33,1619061,0,0,0,0
104586,355,21142314,0,0,0,0,174,9569562,41,4818219,14,782625,8,391462,15,926153,4,197960,24,1004973,0,0,35,1449449,39,1939282,1,62629
104665,4,418916,0,0,0,0,1,48916,2,235000,1,135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104708,351,22221565,2,153190,0,0,46,2948444,59,6243393,113,5875598,33,2135992,8,408035,4,196586,34,1623604,0,0,41,2012706,7,423185,4,200832
104717,1194,67595577,0,0,0,0,97,5594608,201,18926037,60,3216081,41,2233902,142,10172448,52,3123134,357,13718952,10,475284,98,4531861,120,4939126,16,664144
105136,531,45241777,6,503047,6,373368,14,928025,161,19661491,197,12043528,89,7756702,11,1323619,0,0,15,857508,0,0,27,1542368,4,210536,1,41585
105145,228,15861693,2,134330,0,0,50,3109142,60,5988668,66,3813765,10,603365,2,123435,1,64303,14,851137,0,0,20,1003884,3,169664,0,0
105154,403,26603991,2,172045,0,0,64,3878164,77,7763632,124,7054807,28,1964981,12,727706,3,144412,27,1511178,0,0,51,2501750,12,747394,3,137922
105206,207,12371666,0,0,0,0,15,826058,49,4962270,4,232899,19,1060456,24,1211593,0,0,19,772381,0,0,73,3152416,4,153593,0,0
105215,21,1367399,0,0,0,0,0,0,5,478188,13,716779,1,62446,0,0,0,0,0,0,0,0,0,0,2,109986,0,0
105297,205,9371942,0,0,0,0,32,1439543,34,2502315,23,980461,14,646211,8,352014,0,0,51,1814097,2,65623,41,1571678,0,0,0,0
105330,2010,135384223,23,1758083,0,0,114,7047367,142,20987456,594,37765555,385,27801535,286,17666105,24,1944637,190,8318003,0,0,165,7661140,55,2834551,32,1599791
105349,133,7212390,0,0,0,0,16,686984,23,2213372,15,705088,20,950624,18,816710,0,0,2,75916,0,0,27,1211324,11,503559,1,48813
105428,267,17448992,2,137148,0,0,48,2902143,50,5219011,74,4008723,17,1210166,7,432857,3,170897,24,1205376,0,0,33,1634652,6,375743,3,152276
105525,967,63392427,0,0,0,0,461,26914774,97,11936125,99,6484311,108,7402660,14,953576,1,66893,100,5387429,0,0,75,3646059,0,0,12,600600
105534,74,4766721,0,0,0,0,24,1403923,6,600347,0,0,0,0,0,0,0,0,0,0,0,0,44,2762451,0,0,0,0
105543,18,1075150,0,0,0,0,5,337022,2,215535,0,0,0,0,0,0,0,0,0,0,0,0,11,522593,0,0,0,0
105589,78,4430435,0,0,0,0,2,136984,25,2092733,2,92440,4,220000,2,101000,0,0,5,227576,8,393232,29,1127720,1,38750,0,0
105659,21,1462007,0,0,0,0,0,0,5,547195,0,0,0,0,0,0,0,0,0,0,8,552786,6,281214,2,80812,0,0
105668,453,32134389,4,249778,0,0,51,3525324,128,12788659,132,7228802,46,3561842,28,1723502,0,0,20,1004614,0,0,38,1770666,2,112767,4,168435
105747,204,14311367,2,134114,0,0,25,1514102,48,5087592,57,3466807,17,1169368,7,402275,2,112120,12,709979,0,0,28,1347529,5,310133,1,57348
105792,131,9158282,1,76282,0,0,20,1343053,27,3056929,45,2540101,12,750314,2,104951,1,54276,9,532000,0,0,9,444314,2,129748,3,126314
105899,115,6182678,0,0,0,0,2,87482,10,1583376,2,134000,3,151842,45,2057680,4,119000,19,767872,14,680301,16,601125,0,0,0,0
106041,43,2945716,0,0,0,0,0,0,11,1230560,29,1550597,0,0,0,0,0,0,0,0,0,0,1,61649,2,102910,0,0
106148,343,21495446,0,0,0,0,45,2303059,77,7356802,28,1827608,25,1711740,49,2689121,5,328835,40,1662379,0,0,53,2560218,20,1012120,1,43564
106245,625,33641094,0,0,0,0,57,2854434,155,12013584,42,2506775,164,9065846,54,2678368,1,86000,54,1514148,0,0,68,1904271,28,956106,2,61562
106263,2049,134000317,59,7452326,2,361350,148,6887801,693,60675909,323,18008029,222,16072021,63,2916955,130,6504106,169,5696094,26,811200,127,4862290,85,3688546,2,63690
106306,83,4118685,0,0,0,0,16,777970,11,908080,4,279070,1,42000,11,610620,0,0,25,861412,0,0,12,525477,3,114056,0,0
106342,111,5160346,0,0,0,0,16,733310,12,1129707,12,683058,2,105568,48,1816069,2,111031,3,78214,0,0,14,437889,0,0,2,65500
106397,3813,232228329,19,1916822,66,6493465,327,17468960,475,50829518,723,42307955,824,47135598,167,18853230,50,3951145,313,10733815,6,210313,586,20591978,219,9944684,38,1790846
106412,456,21992718,18,804243,30,1532330,35,1520456,40,4310019,31,1751075,30,1313919,76,3832939,1,57624,65,2208388,0,0,99,3533252,28,1026727,3,101746
106449,162,6923538,0,0,0,0,14,518434,38,2758890,16,565584,17,658003,24,881412,0,0,9,279361,0,0,33,896735,11,365119,0,0
106458,1007,48297015,0,0,0,0,64,2164680,224,16927819,273,12043709,55,2783141,90,5000545,10,390840,100,2924123,1,36315,110,3082712,76,2794947,4,148184
106467,451,22187067,0,0,0,0,43,2188877,54,5767011,34,1787452,39,2007295,72,3560929,8,433026,68,2107179,1,34095,111,3613103,21,688100,0,0
106485,219,9433796,0,0,0,0,8,306008,13,1555169,7,357681,17,840021,27,1322492,2,106446,33,997609,4,128829,77,2863562,27,860994,4,94985
106546,22,1233482,0,0,0,0,1,44616,6,533770,0,0,2,164403,1,68141,0,0,1,55266,1,50003,10,317283,0,0,0,0
106625,80,3743171,0,0,0,0,20,1057210,5,572521,6,254838,7,391080,15,679315,0,0,14,441504,0,0,13,346703,0,0,0,0
106704,814,39151925,0,0,0,0,100,4526815,111,10317278,67,3256061,78,3839007,104,5407725,11,535441,131,4428457,0,0,138,4392251,65,2201625,9,247265
106713,52,2296967,0,0,0,0,9,288364,17,1192172,3,118390,2,93500,8,263000,0,0,9,228640,0,0,4,112901,0,0,0,0
106795,88,3348157,0,0,3,144403,40,1233621,5,587882,8,312103,4,194795,6,258177,0,0,12,338237,0,0,8,213413,2,65526,0,0
106810,28,1300700,0,0,0,0,4,150000,6,482700,2,82000,0,0,9,333500,0,0,1,36500,0,0,3,107000,3,109000,0,0
106883,85,3848837,0,0,0,0,23,1041431,7,714838,7,326347,6,330913,14,651647,0,0,14,397663,2,58375,12,327623,0,0,0,0
106980,128,6508805,0,0,0,0,3,158888,23,1951219,16,723440,15,745286,36,1721031,1,55000,9,261085,4,110056,17,687366,4,95434,0,0
106999,63,2962409,1,67626,0,0,4,186372,16,1134939,5,270844,2,106691,11,423687,0,0,3,111178,2,63687,16,507959,3,89426,0,0
107044,498,22908219,0,0,0,0,93,3872292,48,4698059,58,2874728,30,1538240,60,3104679,9,507152,40,1198504,0,0,118,3446063,36,1453799,6,214703
107071,161,7884155,0,0,0,0,11,455414,30,2816543,12,365759,6,253635,58,2660735,1,56651,7,247000,0,0,35,975936,1,52482,0,0
107080,260,12033020,0,0,0,0,23,990643,33,3590516,23,1128491,11,485971,46,1966007,1,43588,85,2486775,2,48443,26,901712,8,335338,2,55536
107123,4,280269,0,0,0,0,0,0,1,130862,1,90684,0,0,0,0,0,0,0,0,0,0,2,58723,0,0,0,0
107141,220,11944273,0,0,0,0,26,1313674,40,3883431,19,923699,15,740444,50,2344334,3,139649,32,1071383,0,0,23,829204,8,478183,4,220272
107318,88,4189080,0,0,0,0,2,69748,26,1854327,11,394725,2,134231,28,1153316,0,0,4,124534,0,0,11,326307,4,131892,0,0
107327,107,5324769,0,0,0,0,4,198292,21,1909930,3,172130,5,268408,39,1783102,0,0,19,511484,0,0,16,481423,0,0,0,0
107460,128,5490632,0,0,0,0,31,1196129,30,2088925,10,344028,9,309460,10,370678,1,36181,11,399325,0,0,21,577406,5,168500,0,0
107512,185,8427446,0,0,0,0,9,456022,26,2210026,11,489475,10,532937,49,2410041,1,58375,34,886969,0,0,25,749547,19,586385,1,47669
107521,70,3387991,0,0,0,0,5,180453,23,1662906,9,332009,7,316721,7,294271,0,0,1,35000,1,24358,14,432273,3,110000,0,0
107549,61,2607619,0,0,0,0,31,1125711,7,747051,4,184665,2,83019,1,44290,1,36758,0,0,0,0,4,130471,11,255654,0,0
107558,123,5799232,0,0,0,0,23,989594,22,1907542,5,274046,5,254056,29,1035449,1,60000,4,134613,0,0,14,520398,20,623534,0,0
107585,97,4671286,0,0,0,0,25,1029931,22,1821050,6,226458,4,187965,7,360921,0,0,6,219694,0,0,17,541106,10,284161,0,0
107600,94,4690192,1,55000,0,0,27,1341230,14,1243370,6,408340,0,0,10,426435,2,144900,14,456000,1,55000,9,320717,10,239200,0,0
107619,112,4961619,1,71604,0,0,25,1022694,17,1553320,9,311453,3,120835,10,450552,0,0,17,494908,0,0,23,735217,5,153540,2,47496
107637,75,3384729,0,0,0,0,3,80609,23,1658702,4,125845,3,163359,13,544985,0,0,6,170940,2,47096,18,516262,3,76931,0,0
107664,160,7329246,0,0,0,0,15,571783,49,3269546,11,511576,9,352093,24,958116,0,0,22,744247,0,0,28,846318,2,75567,0,0
107725,82,3656475,0,0,0,0,33,1390210,15,1182541,0,0,3,173550,0,0,0,0,3,87105,0,0,28,823069,0,0,0,0
107743,70,3093189,0,0,0,0,22,1045271,4,461003,2,105575,5,246463,11,379201,0,0,12,372870,0,0,14,482806,0,0,0,0
107840,73,3599665,1,55000,0,0,27,1137070,14,1104170,2,110000,1,50000,5,230000,3,159529,9,393760,0,0,10,325576,1,34560,0,0
107877,80,3131782,0,0,0,0,2,72583,14,1006826,15,545412,2,72435,17,534909,3,123189,12,322126,5,142455,5,145367,5,166480,0,0
107974,101,4465933,0,0,0,0,38,1685761,11,918913,9,510062,3,169355,1,57710,0,0,6,162392,2,63008,20,556588,11,342144,0,0
107983,233,10965682,0,0,14,600822,39,1484625,33,2759801,10,541955,15,771153,14,772240,3,216575,21,787334,0,0,71,2472211,13,558966,0,0
107992,89,3757779,0,0,0,0,14,442361,20,1517204,3,173950,5,174559,3,123052,0,0,11,301125,0,0,30,941145,3,84383,0,0
108056,96,10711134,0,0,0,0,0,0,8,2136433,15,1675555,51,4452495,11,1733878,0,0,3,130633,0,0,8,582140,0,0,0,0
108092,276,15040187,0,0,0,0,72,2990894,58,5799117,30,1432725,23,1251782,21,1053492,2,98838,9,332281,0,0,46,1532013,15,549045,0,0
108232,619,46515337,0,0,0,0,166,10887229,127,13985815,70,5243210,37,3095469,103,6850728,0,0,27,1170124,4,132080,56,2989463,3,255000,26,1906219
108269,13,815000,0,0,0,0,5,255000,4,265000,1,85000,0,0,0,0,0,0,0,0,0,0,2,140000,1,70000,0,0
108667,63,5727811,0,0,0,0,7,466143,14,2223455,13,981522,2,179375,9,761418,0,0,9,505065,0,0,9,610833,0,0,0,0
108807,283,20762482,0,0,0,0,23,1415107,37,5639195,49,3460012,18,1551102,32,1872672,0,0,54,2985484,0,0,70,3838910,0,0,0,0
108852,39,2249477,0,0,0,0,1,60880,9,825789,3,210242,1,90204,9,307595,0,0,6,212754,4,227165,6,314848,0,0,0,0
108861,10,792473,0,0,0,0,3,175492,2,293139,2,145892,0,0,0,0,0,0,0,0,0,0,1,68000,2,109950,0,0
108870,170,13910002,0,0,0,0,19,1282750,39,5483030,18,1473801,7,529521,47,3165429,0,0,17,673608,0,0,21,1180606,2,121257,0,0
109040,72,5962416,0,0,0,0,8,502071,30,3307087,5,281507,0,0,3,159869,0,0,0,0,0,0,25,1661504,1,50378,0,0
109208,310,23010613,0,0,0,0,59,3407798,35,5595470,23,1845886,16,1665608,25,1575115,0,0,34,2037112,0,0,118,6883624,0,0,0,0
109350,283,20541753,0,0,0,0,33,2000811,40,5650000,30,2074813,22,1701998,12,921120,2,187966,39,2010670,1,46859,88,4965303,15,926824,1,55389
109651,341,29031733,0,0,0,0,16,986655,135,15751627,20,1987313,29,2523616,35,2165821,0,0,10,454993,0,0,60,3191820,1,85000,35,1884888
109785,552,38464763,2,107120,5,269407,11,755366,76,9300081,77,5393008,55,4235508,79,5363995,12,755297,49,2482557,6,328323,166,8639129,11,690039,3,144933
109819,394,26386061,0,0,0,0,35,1598760,118,11906606,50,3006403,7,469482,46,2970863,0,0,40,1698958,0,0,98,4734989,0,0,0,0
109907,97,6590807,1,132738,0,0,24,967752,28,2900789,10,511584,7,597228,9,527372,0,0,9,451476,0,0,6,298776,3,203092,0,0
110060,21,1072152,0,0,0,0,2,89440,9,559021,1,52000,1,45760,5,182411,0,0,0,0,0,0,3,143520,0,0,0,0
110097,618,43227999,0,0,0,0,21,1184495,141,16341063,14,1034838,41,3213023,64,3831431,14,1280208,58,2613791,0,0,238,12207837,24,1399210,3,122103
110219,218,13376668,0,0,0,0,156,8142432,42,4013109,13,819912,5,314123,0,0,0,0,0,0,0,0,2,87092,0,0,0,0
110246,376,32431314,0,0,0,0,3,153825,95,12814154,16,1216994,31,3031755,14,1186614,2,137451,61,3642050,0,0,154,10248471,0,0,0,0
110316,142,11699025,0,0,0,0,56,3573517,35,4353162,13,1102653,12,917665,8,581010,0,0,0,0,0,0,16,1056834,2,114184,0,0
110334,285,23666647,0,0,0,0,25,1433385,61,8854519,34,2699989,15,1370312,24,1509724,1,55690,34,2111487,0,0,91,5631541,0,0,0,0
110361,532,41011574,0,0,0,0,46,2869534,59,7759378,65,5101788,32,3223702,103,4790058,10,643914,27,3356466,25,2114654,118,7514704,29,2130276,18,1507100
110370,254,21931291,0,0,0,0,11,780491,65,9180044,23,1851961,21,1923797,46,3063446,0,0,22,1028350,0,0,44,2655328,6,397058,16,1050816
110398,176,17983725,18,1597808,0,0,42,4051219,20,3885311,26,2531355,16,1427704,22,2161405,1,88200,2,261500,0,0,24,1647018,1,146003,4,186202
110404,2646,248316855,589,38842927,0,0,41,3194375,326,56826935,267,28483136,659,69829546,88,10853441,7,622321,218,9147533,0,0,309,20290804,134,9802307,8,423530
110413,370,28841044,0,0,0,0,66,4164530,62,8950118,15,1235343,19,1667378,57,4454811,0,0,66,3408297,0,0,72,4038077,13,922490,0,0
110422,1484,118968704,3,187200,0,0,54,4009968,93,17539916,263,22355988,189,18168132,270,19583652,44,4187412,211,10885884,0,0,206,10762752,115,9173484,36,2114316
110468,207,16585449,0,0,0,0,94,6343242,39,5587671,22,1041888,10,743287,0,0,3,301867,4,279562,0,0,34,2248113,1,39819,0,0
110486,602,47086084,0,0,0,0,32,2168448,43,7904848,117,9695172,56,5275308,154,9937248,11,1248264,61,3550212,0,0,96,4836456,29,2268828,3,201300
110495,596,45290759,0,0,0,0,26,1672224,35,6449807,132,10110576,65,6075888,111,7614708,12,1424052,51,2976360,0,0,124,5996424,29,2286108,11,684612
110501,677,82026486,0,0,0,0,0,0,71,16609782,308,30976104,211,25314324,47,6596232,0,0,10,747804,0,0,24,1409220,3,242556,3,130464
110510,975,71348360,0,0,0,0,47,3234492,56,10072808,190,15708888,117,9423480,185,12198420,10,1137168,101,5179908,0,0,213,10632564,38,2714652,18,1045980
110529,1188,91739184,0,0,0,0,58,3871584,82,14903532,269,21982128,122,11002020,243,16362240,23,2214144,134,7007580,0,0,177,8837736,62,4448100,18,1110120
110538,952,65915440,0,0,0,0,46,2993880,55,9354904,152,10920000,110,9539616,189,11730840,14,1317132,127,6168960,0,0,170,7692960,69,4944756,20,1252392
110547,754,59372978,0,0,0,0,46,3254544,52,9776366,150,12416544,79,7782792,162,11037684,10,1024200,78,4157796,0,0,131,6532020,36,2748480,10,642552
110556,1020,74573237,0,0,0,0,61,4485504,49,8860757,184,14269668,109,9267324,224,16008960,14,1531860,133,6889164,0,0,168,7848264,64,4624944,14,786792
110565,1501,114080115,0,0,0,0,68,4823508,77,14474835,350,27360288,189,16922184,284,19600764,35,3210012,157,8921976,0,0,255,12239724,56,4388088,30,2138736
110574,795,61138249,0,0,0,0,43,3025944,39,7556125,192,15833172,82,7821552,180,12117108,11,1207656,83,4372896,0,0,128,6423048,24,1945932,13,834816
110583,1711,127528461,1,54996,0,0,94,6277128,70,13301229,327,26584500,194,17943744,360,26162340,25,2517636,167,8873208,0,0,344,16740036,102,7532304,27,1541340
110592,982,72305819,0,0,0,0,46,3331452,68,12342239,181,14319960,102,8699796,169,11499852,16,1625472,120,5995404,0,0,217,10158432,56,3907764,7,425448
110608,1601,120904141,0,0,0,0,75,5348988,83,15784921,368,29064960,194,17369940,311,21715440,21,2286060,174,8757012,0,0,274,13357656,83,6261276,18,957888
110617,1438,108147746,0,0,0,0,82,5993100,81,14066882,307,24359868,158,13875552,290,20847624,30,3053952,150,7593600,0,0,261,12676008,53,4028652,26,1652508
