UNITID,SANIN01,SANIT01,SANIN02,SANIT02,SANIN03,SANIT03,SANIN04,SANIT04,SANIN05,SANIT05,SANIN06,SANIT06,SANIN07,SANIT07,SANIN08,SANIT08,SANIN09,SANIT09,SANIN10,SANIT10,SANIN11,SANIT11,SANIN12,SANIT12,SANIN13,SANIT13,SANIN14,SANIT14
156392,241,10684946,0,0,0,0,54,2207264,47,3303931,10,425188,19,964257,28,1195383,1,30000,38,1137849,0,0,44,1421074,0,0,0,0
156408,319,17523507,0,0,0,0,25,1523925,46,5267116,21,1424248,14,838927,85,3892119,6,329267,68,2157340,0,0,36,1328953,15,661606,3,100006
156417,21,678612,0,0,0,0,6,175610,3,142260,2,70247,2,66660,1,31527,0,0,2,51310,0,0,2,40000,3,100998,0,0
156471,74,3586223,0,0,0,0,25,1602841,9,830507,0,0,2,82420,0,0,0,0,4,173950,0,0,34,896505,0,0,0,0
156541,341,17646715,0,0,0,0,13,720255,16,3171375,45,2291597,20,1096585,174,7541715,6,308000,11,378360,0,0,50,1832578,6,306250,0,0
156620,1152,61710808,0,0,0,0,231,11250551,270,20134042,190,9550270,97,4841994,90,5321253,5,286263,58,2554171,0,0,124,4456138,65,2575258,22,740868
156648,140,6157589,0,0,0,0,21,872565,24,1771347,3,133827,6,272511,31,1286718,0,0,19,608963,0,0,35,1179658,0,0,1,32000
156727,101,7574465,0,0,0,0,30,1730231,29,3612339,8,644357,10,370578,3,171646,0,0,5,244556,0,0,12,636292,4,164466,0,0
156745,111,6353122,0,0,0,0,8,425328,26,2353900,15,773034,9,504738,32,1516051,0,0,11,400114,0,0,10,379957,0,0,0,0
156790,120,5263314,0,0,0,0,21,835811,24,1683858,3,148368,6,244592,23,916972,0,0,19,617031,0,0,23,782656,0,0,1,34026
156851,36,1761474,0,0,0,0,4,152231,8,629611,2,84150,4,187131,9,367454,0,0,3,122240,0,0,6,218657,0,0,0,0
156860,82,3764079,0,0,0,0,14,603611,17,1352465,3,134433,3,112744,12,574382,0,0,12,294497,0,0,21,691947,0,0,0,0
156921,254,12136567,0,0,0,0,59,2678013,35,2960541,14,684811,17,812808,43,1922128,0,0,49,1699800,0,0,37,1378466,0,0,0,0
157021,18,801994,0,0,0,0,2,98700,1,71400,0,0,0,0,0,0,0,0,0,0,10,456872,4,147171,1,27851,0,0
157030,11,91810,0,0,0,0,0,0,2,32002,1,3998,1,9637,0,0,0,0,3,21902,2,12091,0,0,2,12180,0,0
157058,302,16955237,12,1025937,0,0,14,726279,28,2990374,16,965205,47,2491891,66,3462054,2,153400,28,1079455,0,0,45,1980315,41,1935829,3,144498
157076,98,4994267,0,0,0,0,6,303903,16,1623811,12,601890,4,132511,33,1382210,0,0,11,334087,0,0,12,447221,4,168634,0,0
157085,6712,449605300,185,11632306,166,19279365,328,19892313,664,87279062,650,43932454,1387,87969553,589,50646427,232,14470246,636,26895009,1,41600,1420,65308441,402,19957124,52,2301400
157100,70,2572037,0,0,0,0,13,450765,5,412008,9,361097,1,48496,16,575457,1,40058,1,25843,4,128834,10,252705,10,276774,0,0
157207,14,1026448,0,0,0,0,3,170232,6,612398,1,52766,1,55702,0,0,0,0,0,0,0,0,3,135350,0,0,0,0
157216,247,10616930,0,0,0,0,21,784119,44,3792305,2,99908,6,289368,61,2384769,3,149740,59,1484823,5,151073,28,898966,17,556899,1,24960
157289,2818,209012773,277,35042185,0,0,229,13686409,380,41468311,313,20910278,260,16020711,321,36279083,67,3800214,337,12794404,6,287114,501,23079400,111,4977133,16,667531
157298,43,2620856,0,0,0,0,4,250410,17,1339739,2,208509,1,39429,1,64000,0,0,5,193692,0,0,13,525077,0,0,0,0
157304,99,4837873,0,0,0,0,22,960841,24,1886607,4,160720,6,254573,19,811149,0,0,4,157300,0,0,20,606683,0,0,0,0
157331,96,4381700,0,0,0,0,10,454226,22,1564982,5,229793,3,118980,20,811449,0,0,19,611903,0,0,17,590367,0,0,0,0
157377,76,4836471,0,0,0,0,8,329680,15,1743492,11,450037,5,325000,22,1349215,0,0,6,273800,0,0,7,263518,2,101729,0,0
157386,521,24633311,0,0,0,0,70,3031435,40,4379422,68,3078440,48,2687940,124,5527262,3,141932,56,1717214,2,65477,74,2672911,23,807768,13,523510
157401,628,31275089,1,47329,0,0,36,1392718,48,5430513,110,5969531,62,3330067,122,6479382,26,1104667,21,951924,5,165655,139,4333148,43,1643733,15,426422
157438,126,6669426,0,0,0,0,15,680965,30,2438036,7,350367,4,206870,36,1698711,0,0,13,489027,0,0,21,805450,0,0,0,0
157447,842,52256253,0,0,0,0,32,2051167,82,11568468,97,6400404,121,8103840,167,9532333,7,446972,87,3279622,0,0,182,7734977,46,2247711,21,890759
157483,124,5074495,0,0,0,0,13,545690,20,1367857,5,219216,4,161208,21,881339,0,0,28,786729,1,37920,32,1074536,0,0,0,0
157535,190,12495370,0,0,0,0,25,1050744,41,4267026,12,748947,10,576862,54,3328278,3,120500,11,418717,1,35402,21,1536035,12,412859,0,0
157553,121,5448137,0,0,0,0,27,1105443,18,1450072,5,207233,5,209395,14,824226,0,0,22,632612,0,0,30,1019156,0,0,0,0
157711,190,8455412,0,0,0,0,34,1465825,31,2350644,7,316485,6,274828,30,1297133,0,0,29,990185,0,0,53,1760312,0,0,0,0
157739,119,5645814,0,0,0,0,27,1226427,22,1732316,7,308740,5,212687,21,897862,0,0,15,514106,0,0,22,753676,0,0,0,0
157748,170,9820550,1,48709,0,0,45,1899445,37,3807911,18,844941,10,726862,21,1025901,1,67626,13,621854,1,57222,23,720079,0,0,0,0
157757,138,6870722,0,0,0,0,5,200629,26,2206941,7,352987,10,470687,36,1535705,5,257017,10,340832,2,98320,37,1407604,0,0,0,0
157793,265,13868738,0,0,0,0,4,152315,53,4354747,0,0,3,277538,0,0,0,0,25,874658,5,186251,172,7898576,0,0,3,124653
157809,112,6124199,0,0,0,0,14,622235,25,2335179,14,787041,1,57000,40,1628078,0,0,6,218395,1,33598,11,442673,0,0,0,0
157818,190,10212492,0,0,0,0,11,546253,28,2873272,14,989803,10,623452,57,2445718,1,78097,29,1056013,0,0,30,1145996,10,453888,0,0
157854,252,18003138,0,0,0,0,16,877850,67,6979957,65,3418390,41,3353028,33,2053538,0,0,2,96086,0,0,28,1224289,0,0,0,0
157863,98,4126132,0,0,0,0,6,233399,24,1504284,4,197549,6,256065,38,1389526,0,0,0,0,0,0,20,545309,0,0,0,0
157951,1053,58020240,0,0,0,0,82,3819357,85,10855610,31,1989899,120,6571919,239,13948214,8,384193,88,3392042,4,207900,302,12948979,71,3095958,23,806169
158088,49,2947465,0,0,0,0,5,190145,18,1535796,26,1221524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158431,146,8447694,0,0,0,0,4,164757,39,3379461,73,3534052,9,504319,2,94665,1,62000,1,64369,0,0,16,607172,1,36899,0,0
158477,106,5719915,0,0,0,0,5,258001,30,2432568,4,212659,4,221840,39,1546374,1,85000,8,313001,0,0,15,650472,0,0,0,0
158662,355,18605861,0,0,0,0,7,169770,76,6551587,140,7031387,4,281705,2,125344,0,0,60,2047179,0,0,47,1694955,18,670280,1,33654
158802,197,10658637,0,0,0,0,53,2598947,40,3903770,15,762471,4,255000,10,519388,1,53548,41,1266889,0,0,24,956972,7,285041,2,56611
158884,52,2931541,0,0,0,0,4,158808,11,890595,17,885999,1,61800,0,0,0,0,2,42328,0,0,17,892011,0,0,0,0
159009,293,19868869,0,0,0,0,10,659883,46,6276236,41,2325193,10,569119,56,3894908,1,44720,50,1819180,1,31664,62,3585166,14,589407,2,73393
159197,31,1847080,0,0,0,0,0,0,12,1005557,4,163888,2,71000,0,0,0,0,0,0,4,185000,7,336355,2,85280,0,0
159373,735,49456561,8,486852,0,0,20,1045392,153,19862846,149,8987479,75,6351471,5,285704,37,1897784,158,4919688,0,0,76,2832364,54,2786981,0,0
159382,167,8417423,0,0,0,0,11,413329,35,3011015,19,1083168,9,413759,24,1032549,2,141440,18,504607,0,0,41,1526514,8,291042,0,0
159391,5105,340706654,256,32413672,267,20198963,254,15327146,341,45759996,715,51306343,916,54019745,302,31982555,203,10189337,690,22204129,2,97000,839,40785912,313,16011624,7,410232
159407,86,3901893,0,0,0,0,4,199070,21,1444626,5,257777,6,314332,13,449026,0,0,12,394691,0,0,18,638144,7,204227,0,0
159416,221,12189936,0,0,0,0,11,558866,46,4522361,33,1796648,19,1058016,23,1104228,1,59508,23,685007,0,0,57,2056829,8,348473,0,0
159568,97,5348391,0,0,0,0,4,179501,16,1682905,5,206506,3,141600,14,734400,5,294000,3,102960,0,0,42,1802759,0,0,5,203760
159647,648,34852204,9,530850,6,419754,111,4987064,65,7523301,47,3093090,29,1987974,82,5715683,6,267644,98,2691178,0,0,137,5160666,45,1770646,13,704354
159656,397,24956550,0,0,7,671120,15,839610,124,11558784,22,1276233,27,1541162,88,4342302,0,0,26,1161423,0,0,65,2603204,17,691205,6,271507
159717,306,15595167,0,0,0,0,27,1136178,54,4736073,27,1211219,24,1252279,56,3390542,1,32800,23,685277,0,0,81,2680271,13,470528,0,0
159939,720,43970991,26,1748130,282,16043728,82,4135696,104,9925391,46,2788783,23,1557593,38,2081276,0,0,21,1008958,0,0,97,4615879,1,65557,0,0
159948,136,4090393,0,0,0,0,13,360741,25,996279,5,181337,8,270634,16,532693,0,0,14,378498,0,0,42,1011411,13,358800,0,0
159966,388,17808442,0,0,0,0,37,1355592,45,4049907,20,1128165,16,892518,59,3046003,2,136240,74,2186983,1,51437,129,4789972,4,139152,1,32473
159993,564,30170321,0,0,0,0,33,1060119,48,5206129,34,1653171,36,1942006,95,6298032,30,2546573,60,1971225,0,0,164,7030346,47,1840113,17,622607
160010,35,2185800,0,0,0,0,2,120858,12,1092051,19,893841,0,0,0,0,0,0,1,55000,0,0,1,24050,0,0,0,0
160038,429,21852008,0,0,0,0,78,3317164,101,7751135,76,3683728,8,420217,36,2109539,4,132922,22,839424,0,0,77,2564673,26,997139,1,36067
160065,45,2552989,0,0,0,0,4,206405,10,962196,4,188349,5,268652,1,65000,0,0,8,282809,0,0,13,579578,0,0,0,0
160074,64,4296065,0,0,0,0,21,1617545,7,798433,11,680856,5,256029,5,307576,2,136485,1,43115,1,34842,11,421184,0,0,0,0
160409,33,2101814,0,0,2,170000,3,250000,4,221900,6,296523,2,145391,1,95000,1,60000,3,113000,0,0,5,350000,6,400000,0,0
160481,62,3670070,0,0,0,0,2,129870,21,1818593,27,1231572,2,85739,0,0,0,0,0,0,0,0,6,239040,4,165256,0,0
160524,10,627234,0,0,0,0,0,0,4,315171,3,120058,0,0,0,0,0,0,0,0,2,150010,1,41995,0,0,0,0
160533,45,4498638,0,0,0,0,2,149058,15,2268297,8,712863,0,0,8,626936,0,0,1,38000,0,0,11,703484,0,0,0,0
160579,104,5665700,0,0,0,0,0,0,23,2163012,41,1856382,8,432241,5,212766,0,0,4,103428,0,0,16,611587,7,286284,0,0
160612,723,38123141,0,0,0,0,72,3211100,80,8590406,74,4333648,33,2085089,115,6098569,5,212765,74,2414820,1,39585,195,8210477,65,2676606,9,250076
160621,698,38360512,29,1947035,41,2368014,35,1822825,59,6577874,60,3495752,38,2580122,96,5556291,9,504723,101,3392516,0,0,170,7648415,58,2394749,2,72196
160630,178,9395813,0,0,0,0,40,1824025,42,3706417,14,640108,11,564911,8,388899,1,51322,25,838214,0,0,29,1078962,7,264766,1,38189
160649,125,5197050,0,0,0,0,57,2212725,14,901312,5,201194,7,313231,7,274700,0,0,21,726996,0,0,11,454261,3,112631,0,0
160658,1251,75522240,72,5364867,0,0,67,3494858,225,21555222,73,4289059,193,11113036,138,10085075,71,3184025,90,3374486,4,166386,229,9235999,70,2951475,19,707752
160667,92,5603999,0,0,0,0,3,99497,26,2537217,40,2020585,1,51093,3,140137,0,0,0,0,0,0,13,499319,6,256151,0,0
160755,2369,169466668,103,7400320,0,0,117,6089520,817,79841696,189,12294820,169,12547178,207,16425939,90,4783835,189,7836539,0,0,361,16896682,105,4600842,22,749297
160904,453,28871247,3,151517,0,0,16,918497,72,8288885,47,2973513,61,3656022,70,3948924,11,654500,57,2329260,0,0,99,5108432,4,163790,13,677907
160959,51,3127719,0,0,0,0,4,218694,5,631982,5,312676,4,259324,6,331422,0,0,8,436743,0,0,16,795230,3,141648,0,0
160977,575,37571405,0,0,0,0,99,6317067,52,7956358,54,3882441,57,4167280,52,3160069,8,506571,157,6625762,8,320211,53,2653751,27,1579041,8,402854
160995,33,1564888,0,0,0,0,6,262500,4,263000,10,456948,3,153250,0,0,0,0,0,0,5,224830,3,107120,2,97240,0,0
161004,683,53464983,0,0,0,0,31,2367623,130,19071389,46,4278565,71,5730622,77,5908154,7,491574,192,8364923,2,106971,92,5054223,21,1274333,14,816606
161022,10,920798,0,0,0,0,4,249442,4,503356,2,168000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161077,76,4274124,0,0,0,0,18,863791,17,1386852,5,265544,6,311703,8,414153,0,0,8,398965,0,0,7,343538,7,289578,0,0
161086,541,40200832,0,0,0,0,104,6598274,85,14487320,40,2976032,46,3178096,67,4192487,10,512678,77,2943482,3,116104,69,3211616,25,1294232,15,690511
161138,64,3751293,1,63995,0,0,8,533344,19,1500229,5,248407,6,299072,5,238809,2,99182,7,291138,0,0,9,367855,2,109262,0,0
161192,60,3731767,0,0,0,0,9,511218,19,1538224,5,285432,5,291928,3,211245,0,0,9,416686,0,0,8,377818,2,99216,0,0
161208,7,430240,0,0,0,0,1,45240,2,130000,1,90000,0,0,0,0,0,0,0,0,1,55000,2,110000,0,0,0,0
161217,191,9934902,0,0,0,0,36,1911004,11,1105122,18,974924,25,1533535,25,1256707,2,91213,21,784321,0,0,41,1724255,12,553821,0,0
161226,174,8675251,0,0,0,0,20,964333,13,1180178,11,652472,4,279772,28,1304926,3,130767,40,1681151,0,0,39,1730086,16,751566,0,0
161235,66,3267100,0,0,0,0,9,404157,6,594767,5,238677,4,240713,8,339124,1,41200,12,455128,1,50752,16,679460,4,223122,0,0
161253,1689,96607596,22,1138571,36,3520255,160,8802228,56,7154277,305,19172352,201,14670554,182,10141730,10,500884,283,11057710,6,193833,276,12747290,141,6962754,11,545158
161280,396,29219299,0,0,0,0,6,347119,36,5869453,102,7195814,172,11608898,12,954930,0,0,0,0,0,0,65,3061833,3,181252,0,0
161299,151,9998697,0,0,0,0,15,938350,12,1611255,21,1416728,13,858697,18,1106304,2,129206,27,1032096,0,0,13,628307,16,1003092,14,1274662
161341,94,4843593,0,0,0,0,11,532263,8,761214,10,556836,2,109796,22,1027480,2,84501,13,546655,0,0,16,707568,10,517280,0,0
161457,607,36810383,26,1500571,0,0,148,7971191,56,8166562,46,3159144,34,2098908,59,3438301,13,633692,96,3501977,0,0,108,5301482,21,1038555,0,0
161484,49,3025105,0,0,0,0,10,540578,10,959922,6,323440,4,254550,3,207010,0,0,6,317053,0,0,7,288122,3,134430,0,0
161509,68,4169400,0,0,0,0,25,1090400,13,1485000,7,371400,2,124500,4,266000,0,0,7,253000,0,0,10,579100,0,0,0,0
161518,159,8665338,0,0,0,0,15,823068,22,2215741,9,658244,11,677303,35,1730183,4,220167,38,1447741,0,0,19,707771,6,185120,0,0
161545,160,9229488,0,0,0,0,40,1913610,29,2563756,12,759806,12,795313,10,616112,0,0,28,1223794,0,0,23,1061300,6,295797,0,0
161554,702,41475183,7,706541,0,0,82,5006218,45,5119909,187,11917764,36,2463093,80,4339835,6,395112,70,2993365,0,0,148,6514085,41,2019261,0,0
161563,100,6237132,0,0,0,0,23,1083322,23,2495404,5,291575,4,221274,13,632581,4,237507,10,380203,0,0,12,594346,6,300920,0,0
161572,136,7932204,1,55000,0,0,46,2324448,26,2726000,14,807819,8,519318,4,213000,0,0,11,364464,1,45000,17,591783,8,285372,0,0
161581,31,1972774,0,0,0,0,9,457893,8,762306,2,114365,1,70138,2,122027,0,0,4,204776,0,0,3,155469,2,85800,0,0
161688,185,9391828,0,0,0,0,31,1421057,31,2681231,10,544138,16,794620,13,631578,1,41250,0,0,5,207059,49,2050847,24,815748,5,204300
161767,599,46237478,0,0,0,0,123,8695110,83,11712229,53,4319562,57,5686278,12,837574,10,745087,90,4635009,8,593270,160,8858707,2,105642,1,49010
161864,200,14697064,0,0,0,0,21,1276690,53,6159386,22,1310357,16,1123033,26,1714998,0,0,16,790470,0,0,24,1226801,22,1095329,0,0
161873,414,37084223,0,0,19,1962420,22,1544669,116,16051894,89,6482158,54,5224269,32,2142744,0,0,42,1616255,2,95047,33,1662957,4,242368,1,59442
162007,453,33579306,0,0,0,0,6,443064,108,12514774,120,7922626,26,2374847,53,3626156,3,224990,26,1257358,2,78732,99,4608835,8,432559,2,95365
162061,60,4209588,0,0,0,0,20,509492,15,2244241,6,511645,3,215130,5,284000,0,0,6,235080,0,0,5,210000,0,0,0,0
162104,137,8987770,0,0,0,0,39,2622785,11,1557420,18,1299558,7,499927,7,451027,2,144144,19,733215,0,0,30,1489916,4,189778,0,0
162122,287,13542921,0,0,0,0,71,3843391,56,2570348,54,2531905,23,1046199,32,1735820,0,0,41,1494384,0,0,1,70000,9,250874,0,0
162168,162,10601672,0,0,3,143230,30,1964556,32,3158614,13,832196,16,1034200,11,823149,1,58421,16,657956,0,0,35,1672342,5,257008,0,0
162210,83,5047145,0,0,0,0,9,497402,26,2046926,5,262702,5,328937,8,488795,0,0,8,367349,1,42109,11,552991,8,373958,2,85976
162283,275,21790540,0,0,0,0,10,603812,85,10273998,50,3316298,18,1509986,22,1482835,1,74277,15,881387,1,46083,64,3137573,5,284167,4,180124
162557,332,21467775,0,0,0,0,54,3869396,73,7238731,29,2154047,29,1958667,39,1175365,4,206552,14,500947,0,0,55,2901366,33,1349493,2,113211
162584,428,27539868,0,0,0,0,14,951944,83,9120091,62,3777972,28,2200024,38,2450917,10,600648,63,2778643,2,88786,93,3704202,29,1539940,6,326701
162609,97,4996635,0,0,0,0,8,453668,12,1083255,4,242572,4,243612,2,102914,0,0,7,279625,2,104414,34,1555029,23,885035,1,46511
162654,223,17657018,0,0,0,0,29,1927092,31,4168052,30,2782160,23,1922423,29,2792664,6,456853,36,1497782,0,0,26,1372657,13,737335,0,0
162690,199,11608632,0,0,0,0,42,2360308,39,3968602,11,626858,13,831191,15,450316,1,61952,29,1127460,2,70834,37,1634034,10,477077,0,0
162706,245,16440498,0,0,0,0,58,3340014,31,3565061,30,2064636,29,1974965,25,1557564,0,0,19,996692,2,124554,36,1904145,15,912867,0,0
162760,156,9757454,0,0,0,0,18,995917,28,3017933,22,1425939,14,867718,31,1508306,2,108817,10,398575,0,0,30,1382524,0,0,1,51725
162779,404,28662570,0,0,0,0,90,6669578,42,5545527,40,3073993,49,3604830,31,2223645,4,283467,1,62795,0,0,73,3897174,67,2990180,7,311381
162928,7046,638692601,728,79859697,113,13468641,781,61658215,208,59053401,1561,147124718,1598,140242196,467,39827867,179,14242796,404,27595396,0,0,886,47864243,113,7283624,8,471807
163028,35,1967524,0,0,0,0,5,247032,16,1130210,0,0,1,89751,0,0,0,0,0,0,0,0,12,452691,0,0,1,47840
163046,563,40958355,0,0,0,0,0,0,189,18916306,40,2667718,56,4337685,66,5223986,3,154175,87,3393117,2,104030,85,4088359,19,1184820,16,888159
163204,1418,100392075,0,0,0,0,72,4008261,327,40031735,785,42120611,31,2847412,114,7583503,0,0,3,143570,0,0,83,3559947,3,97036,0,0
163259,2124,182995211,135,10908724,0,0,72,5615458,502,67633717,442,33887459,215,18192786,155,12705443,79,7807624,321,14842172,2,85564,113,5509783,78,5376533,10,429948
163268,1420,119885273,196,20109063,0,0,41,2756885,392,44605172,280,17394644,136,12724408,125,8976637,15,924609,42,2569162,7,287165,135,6551636,36,2152820,15,833072
163286,7208,629399070,1498,135440405,0,0,268,21358899,143,36784907,2346,211936547,768,78588096,596,55472182,59,5499603,794,39125878,0,0,227,12414378,410,28342593,99,4435582
163295,299,22255442,0,0,13,1009141,8,453792,127,13530335,8,564555,14,883953,24,1252827,0,0,43,1824493,2,78187,38,1741132,21,875762,1,41265
163338,449,29115790,8,671627,1,75025,17,891343,67,7876088,46,3233754,47,2943893,61,4002739,1,67578,57,2517270,0,0,80,3788059,52,2470189,12,578225
163426,1222,106184397,0,0,3,256698,144,11744415,184,25067696,124,12042343,286,27560569,1,59300,5,448793,208,10878398,5,304801,210,14385456,49,3253336,3,182592
163453,1159,86440994,73,7231701,0,0,18,1019656,316,34543042,131,9510758,63,4124708,92,7247283,11,856299,191,8275074,4,243857,193,9776014,46,2558598,21,1054004
163462,317,18377325,0,0,0,0,20,1260573,58,5924654,19,991848,18,829695,84,4791339,9,384179,55,1521801,2,103000,37,1827021,15,743215,0,0
163532,41,2484802,1,69777,0,0,6,434596,6,616607,0,0,1,90070,1,65941,0,0,17,659540,5,388036,4,160235,0,0,0,0
163578,164,10807879,0,0,0,0,14,676744,49,5388061,15,817902,19,1068415,26,1215521,1,55000,12,388419,0,0,22,871746,6,326071,0,0
163657,534,38125424,0,0,18,1320410,99,7181034,54,7100989,54,4059690,80,5628179,53,4048443,1,94125,75,3322289,0,0,84,4369440,9,557772,7,443053
163851,704,47141591,0,0,0,0,21,1452154,147,16412197,95,5862400,58,4503509,58,3890893,7,495242,130,5599707,6,260253,136,6232856,43,2250947,3,181433
163912,264,17352468,1,49440,0,0,10,669044,55,6380280,24,1646329,12,735106,43,2364298,4,265950,54,2167019,0,0,54,2693656,7,381346,0,0
163976,100,6661794,0,0,0,0,17,1004543,36,3384987,3,188124,5,260406,6,327495,3,243296,22,842736,1,39590,4,228238,3,142379,0,0
164076,1356,105617342,1,89144,0,0,44,3130472,329,37399048,297,20452898,128,11702240,128,10370424,26,2151456,62,3616195,6,260832,224,10351829,79,4591299,32,1501505
164085,71,5342683,1,60000,0,0,8,664562,32,2667761,4,315062,3,198044,0,0,5,248090,0,0,0,0,17,1139164,1,50000,0,0
164146,94,13700809,0,0,0,0,0,0,37,7582402,33,3650010,8,1155690,5,515720,0,0,1,35535,0,0,9,688764,1,72688,0,0
164155,518,47022949,9,886820,0,0,47,5078828,28,4796540,82,7123279,138,14610387,41,3272694,7,558899,59,3616415,0,0,51,3086547,37,2740347,19,1252193
164173,258,18560848,0,0,0,0,61,3575977,46,6191498,19,1319000,19,1241263,53,3061146,5,416381,10,466485,1,46800,32,1636165,12,606133,0,0
164216,277,16006665,0,0,0,0,37,2036058,46,4875718,20,1181540,28,1682740,38,1662159,8,622370,52,1782207,0,0,29,1242772,14,746631,5,174470
164270,257,15316615,0,0,0,0,20,1228249,49,5224929,24,1475109,8,482240,68,3453746,1,56779,19,870084,1,24417,49,1727515,18,773547,0,0
164313,180,11172546,0,0,5,292256,42,2851261,9,1398934,14,1178349,15,1180531,5,357114,2,141824,30,1087060,0,0,54,2411980,4,273237,0,0
164368,109,9379851,0,0,0,0,30,2067130,12,1616500,14,1075000,5,381500,6,658660,0,0,0,0,39,3370961,3,210100,0,0,0,0
164447,196,12950104,0,0,0,0,43,2283556,34,4210787,29,1843496,10,656858,52,2544543,5,368362,0,0,0,0,23,1042502,0,0,0,0
164465,777,63247720,0,0,0,0,64,5011349,101,16673925,73,6690162,76,6743742,91,8256504,12,984031,196,9361929,0,0,125,6923810,27,1759369,12,842899
164492,92,6635830,0,0,0,0,22,1253633,23,2689509,9,609660,5,297080,16,909140,0,0,4,303928,0,0,13,572880,0,0,0,0
164562,174,13061462,0,0,0,0,11,631496,73,7331609,2,190606,5,330092,30,1898320,6,376175,21,1050435,1,45009,25,1207720,0,0,0,0
164580,608,58492739,0,0,0,0,47,4041933,67,13291081,114,11563621,51,5793493,111,9466611,12,902353,76,4697718,10,1287096,84,4727257,36,2721576,0,0
164614,2,171095,0,0,0,0,0,0,2,171095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164632,197,13972770,0,0,0,0,51,2644857,71,7112283,12,813415,10,712236,7,530708,1,57657,19,788900,0,0,24,1204099,2,108615,0,0
164641,37,2036159,0,0,0,0,24,1081325,7,667904,0,0,0,0,4,191770,0,0,2,95160,0,0,0,0,0,0,0,0
164739,587,54764672,0,0,0,0,24,1782833,121,19712406,63,5745227,74,7315481,130,9397434,6,629584,79,4510117,0,0,81,4971462,9,700128,0,0
164748,743,73316931,0,0,0,0,30,2510026,255,36265758,59,5796480,77,7393367,163,11163644,2,80340,13,970112,0,0,139,8717606,5,419598,0,0
164775,125,9538515,0,0,0,0,26,2076484,38,3698791,6,430571,9,654009,4,288609,0,0,11,572750,0,0,30,1750342,1,66959,0,0
164872,68,4915252,0,0,0,0,23,1256912,7,1223000,10,690500,15,1006570,0,0,0,0,0,0,0,0,11,655270,2,83000,0,0
164915,8,474711,0,0,0,0,0,0,2,138819,1,82620,0,0,0,0,0,0,0,0,2,111585,3,141687,0,0,0,0
164924,2676,241275054,283,21086952,0,0,176,13916034,557,80686789,217,18710283,237,22665119,262,29607199,30,2337557,444,24485265,28,1081073,322,16762077,92,8356784,28,1579922
164988,5360,475936387,447,33495008,0,0,143,10227010,962,142912925,809,69606588,691,60250863,826,66431182,135,10116281,752,45309692,9,694587,459,25243130,114,10701621,13,947500
165015,1151,99491237,154,11552502,0,0,187,14465323,153,25184545,120,10263267,162,13526371,86,6264132,3,395000,114,6675055,0,0,138,8391759,31,2560586,3,212697
165024,709,52190678,0,0,0,0,14,974271,43,6835293,286,22412706,35,2823233,17,1082946,8,651981,127,6348089,0,0,146,8957936,30,1923733,3,180490
165033,274,20363496,0,0,0,0,73,4955420,56,5730772,28,2370828,26,1962379,10,679775,0,0,17,878676,0,0,55,3241808,9,543838,0,0
165112,340,27902326,0,0,0,0,25,1684237,102,11216985,0,0,37,3414986,47,3080804,0,0,21,1347608,1,79560,104,6899654,3,178492,0,0
165167,110,9029188,2,134697,0,0,37,2425123,40,4546705,9,529432,11,668162,3,218233,0,0,0,0,0,0,8,506836,0,0,0,0
165194,160,11861019,0,0,0,0,26,1709310,36,3943003,0,0,14,966632,22,1488178,0,0,11,458711,0,0,48,3111567,3,183618,0,0
165264,63,4809250,0,0,0,0,6,338253,28,2879026,5,251627,6,370927,6,449226,0,0,0,0,0,0,12,520191,0,0,0,0
165334,472,35350294,3,110000,0,0,75,5193713,38,7764810,55,4606602,48,3705274,79,5280856,2,105295,69,3322940,0,0,80,3708851,18,1178797,5,373156
165495,5,252460,0,0,0,0,1,47338,2,99625,2,105497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165529,178,14379168,0,0,0,0,13,997772,39,5606337,17,1318564,9,670898,26,1659706,7,410905,22,1111215,0,0,34,1817778,11,785993,0,0
165574,147,11933749,0,0,0,0,40,2299973,36,5236436,27,1776923,9,684558,9,549563,5,266700,4,239661,0,0,9,405237,8,474698,0,0
165644,77,4067699,0,0,0,0,26,988505,21,1581562,7,352640,4,225106,13,672500,0,0,1,31200,0,0,5,216186,0,0,0,0
165662,547,48119262,0,0,0,0,89,6031492,157,21462717,52,3852128,34,2759563,102,7165350,23,1662252,38,2109025,0,0,43,2606964,8,423681,1,46090
165671,171,14672438,0,0,0,0,65,4347196,32,4905356,25,2220812,14,1115207,5,333385,2,235000,12,600683,0,0,10,540004,6,374795,0,0
165699,405,30582830,0,0,0,0,53,3535083,64,9179025,51,3771319,18,1366671,63,4277695,8,437608,76,3581455,0,0,47,2556132,25,1877842,0,0
165802,94,6103482,2,144218,12,515752,37,2073867,8,1349157,12,684847,3,220000,8,557012,2,87550,0,0,3,65000,4,216667,3,189412,0,0
165820,340,24710725,0,0,0,0,55,3713107,46,5842498,12,1002325,27,2052285,23,1340072,4,347587,72,3924379,0,0,76,4920035,15,952641,10,615796
165866,334,24083571,0,0,0,0,67,4089783,97,9900060,1,53646,18,1444074,8,534766,6,464067,53,2692857,0,0,53,3149754,15,842028,16,912536
