UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPLCN,APPLCNM,APPLCNW,ADMSSN,ADMSSNM,ADMSSNW,ENRLT,ENRLM,ENRLW,ENRLFT,ENRLFTM,ENRLFTW,ENRLPT,ENRLPTM,ENRLPTW,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR75,SATMT25,SATMT75,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75
181446,1,2,1,2,3,3,5,1,3,2507,1238,1269,2051,956,1095,405,191,214,405,191,214,,,,11,3,250,62,520,630,520,660,23,29,21,27,21,27
181464,2,2,1,2,3,3,5,2,3,17775,8053,9722,14411,6530,7881,4736,2217,2519,4709,2205,2504,27,12,15,399,8,4010,85,550,660,540,660,22,28,21,28,21,27
181543,2,3,1,3,1,3,1,1,3,25,13,12,10,7,3,7,6,1,7,6,1,0,0,0,1,14,5,71,,,,,16,23,14,23,15,20
181604,2,2,2,3,3,3,2,1,3,974,0,974,372,,372,94,,94,94,,94,0,,0,,,,,,,,,,,,,,
181738,1,3,1,3,3,3,5,1,1,722,235,487,711,231,480,116,54,62,116,54,62,0,0,0,9,8,81,70,510,590,470,540,18,24,17,25,17,24
181853,1,5,1,5,3,3,5,1,3,479,246,233,296,150,146,112,60,52,112,60,52,,,,24,21,51,46,410,570,380,590,14,24,13,24,14,25
182281,1,3,1,2,3,3,2,2,3,13025,5525,7500,10873,4441,6432,4125,1799,2326,3961,1727,2234,164,72,92,,,,,,,,,,,,,,
182290,1,3,1,1,3,3,1,1,5,9421,4265,5156,8306,3716,4590,3412,1573,1839,3358,1549,1809,54,24,30,417,12,2058,60,530,640,530,630,20,26,18,26,18,26
182458,1,2,1,2,1,3,5,1,3,957,405,552,638,275,363,76,41,35,76,41,35,0,0,0,17,22,11,14,440,600,480,600,17,22,17,22,16,22
182634,1,3,1,2,5,3,3,1,3,1847,548,1299,1719,484,1235,256,81,175,256,81,175,0,0,0,,,,,,,,,,,,,,
182670,1,5,1,2,1,3,5,1,3,28356,13256,15100,1750,871,879,1221,598,623,1221,598,623,,,,498,41,357,29,720,770,750,800,33,35,34,36,32,35
182795,1,2,1,2,1,3,3,1,3,3305,1524,1781,2926,1336,1590,271,132,139,271,132,139,0,0,0,,,,,,,,,,,,,,
182917,1,5,1,1,1,5,2,3,3,43,21,22,41,20,21,15,8,7,15,8,7,,,,,,,,,,,,,,,,,
182980,2,3,1,2,1,3,3,1,3,5952,2370,3582,5951,2369,3582,211,110,101,204,108,96,7,2,5,,,,,,,,,,,,,,
183026,1,3,1,1,1,3,3,1,3,27953,10929,17024,25736,9951,15785,10607,3968,6639,2306,911,1395,8301,3057,5244,,,,,,,,,,,,,,
183044,1,5,1,1,1,3,5,1,3,20149,8120,12029,17473,6666,10807,2795,1163,1632,2787,1159,1628,8,4,4,954,34,95,3,560,660,550,640,25,31,23,33,24,28
183062,1,5,1,2,1,3,5,5,3,4796,1946,2850,4225,1669,2556,749,345,404,746,343,403,3,2,1,119,16,8,1,500,600,470,570,24,25,24,24,23,23
183071,1,5,1,1,1,3,5,1,3,311,138,173,257,109,148,66,32,34,63,31,32,3,1,2,21,32,2,3,570,640,540,630,,,,,,
183080,1,3,1,1,5,3,3,1,3,6856,3324,3532,6285,2948,3337,936,490,446,929,488,441,7,2,5,,,,,,,,,,,,,,
183211,1,3,1,1,1,3,2,1,3,1838,643,1195,1538,515,1023,319,104,215,316,104,212,3,0,3,,,,,,,,,,,,,,
183239,1,5,1,1,1,3,5,1,3,4007,1686,2321,3109,1330,1779,480,193,287,480,193,287,0,0,0,76,16,6,1,570,670,570,650,26,28,22,29,25,26
183822,1,2,1,2,1,2,5,1,3,2737,1038,1699,2300,841,1459,277,120,157,273,117,156,4,3,1,30,11,1,1,390,532,427,532,,,,,,
183910,1,2,1,2,2,3,5,2,3,3494,1352,2142,3353,1287,2066,349,185,164,349,185,164,,,,100,29,1,0,500,610,500,700,,,,,,
183974,1,3,1,2,2,3,5,1,3,1346,513,833,1314,502,812,235,92,143,233,91,142,2,1,1,15,6,3,1,540,610,450,560,15,22,12,23,15,18
184348,1,2,1,2,1,3,2,1,3,3542,1435,2107,2823,1085,1738,359,146,213,359,146,213,,,,,,,,,,,,,,,,,
184603,1,2,1,1,1,3,3,1,3,3982,1761,2221,3374,1446,1928,463,229,234,449,222,227,14,7,7,,,,,,,,,,,,,,
184612,1,1,1,1,3,3,5,1,3,2307,806,1501,2122,713,1409,306,114,192,305,114,191,1,0,1,81,26,14,5,440,560,450,580,17,23,15,25,16,25
184694,1,2,1,1,1,3,3,1,3,4125,1903,2222,3488,1557,1931,488,233,255,483,231,252,5,2,3,,,,,,,,,,,,,,
184773,1,5,1,1,1,3,5,1,3,1505,521,984,1198,381,817,208,64,144,198,64,134,10,0,10,21,10,11,5,470,580,510,595,22,27,22,28,17,23
184782,1,5,1,2,2,1,5,1,3,11659,5776,5883,9767,4767,5000,2191,1214,977,2174,1206,968,17,8,9,988,45,70,3,540,640,530,640,23,30,21,31,21,29
184968,3,3,1,3,3,1,3,3,1,13,4,9,2,2,0,1,1,,1,1,,,,,,,,,,,,,,,,,,
185129,1,2,1,2,1,2,5,1,3,5586,2209,3377,5064,1945,3119,761,362,399,754,362,392,7,0,7,73,10,0,0,440,570,450,570,,,,,,
185174,2,3,1,3,3,1,3,3,3,52,40,12,44,36,8,39,32,7,39,32,7,,,,,,,,,,,,,,,,,
185262,1,5,1,1,2,5,5,1,3,9048,3510,5538,7162,2549,4613,1502,620,882,1456,598,858,46,22,24,261,17,28,2,460,570,460,550,17,23,,,,
185572,1,3,1,2,1,3,5,1,3,8208,3076,5132,6857,2361,4496,954,330,624,954,330,624,0,0,0,271,28,24,3,540,630,530,620,21,26,21,25,20,25
185590,1,5,1,1,1,5,5,1,3,18691,6957,11734,16936,6104,10832,3491,1357,2134,3464,1345,2119,27,12,15,447,13,0,0,500,610,510,600,,,,,,
185679,3,3,1,3,1,1,2,3,1,9,2,7,9,2,7,9,2,7,3,0,3,6,2,4,,,,,,,,,,,,,,
185828,1,5,1,1,1,1,5,1,3,11578,7572,4006,8005,5000,3005,1374,974,400,1235,875,360,139,99,40,577,42,70,5,580,690,600,740,27,33,25,35,26,33
186131,2,2,1,2,1,2,5,1,3,37601,18737,18864,1647,781,866,1290,619,671,1290,619,671,,,,719,56,451,35,720,770,740,800,33,35,34,36,31,35
186186,3,3,2,1,1,3,3,3,3,83,83,0,72,72,,58,58,,58,58,,,,,,,,,,,,,,,,,,
186201,1,5,1,1,1,3,5,1,3,6930,2674,4256,4858,1826,3032,900,353,547,893,348,545,7,5,2,281,31,39,4,550,640,550,640,23,29,22,32,22,29
186283,1,3,1,1,1,3,5,3,3,8791,3376,5415,7204,2775,4429,638,256,382,636,254,382,2,2,0,129,20,26,4,530,640,520,630,28,31,25,34,23,29
186371,1,5,1,1,3,3,5,1,3,11156,4631,6525,8780,3630,5150,604,255,349,597,252,345,7,3,4,194,32,17,3,520,610,520,620,17,25,18,27,17,25
186380,1,5,1,1,3,3,5,1,3,43161,19809,23352,29419,13321,16098,7105,3488,3617,7095,3481,3614,10,7,3,3198,45,502,7,610,710,630,760,27,33,26,35,26,33
186399,1,5,1,1,3,3,5,1,3,14456,6502,7954,11194,4853,6341,1300,638,662,1295,634,661,5,4,1,308,24,27,2,510,620,520,650,21,28,21,29,21,27
186432,1,5,1,5,1,3,5,1,5,2627,1059,1568,2439,960,1479,402,150,252,400,150,250,2,0,2,92,23,14,3,490,580,480,570,17,28,17,28,16,26
186584,1,2,1,1,1,3,5,1,3,23417,9949,13468,17940,7504,10436,1688,696,992,1685,695,990,3,1,2,294,17,78,5,600,680,600,690,26,32,26,34,25,30
186618,1,2,1,1,1,3,5,1,3,1266,502,762,933,335,597,107,50,57,107,50,57,0,0,0,,,,,,,,,,,,,,
186867,1,3,1,1,1,2,5,1,3,11320,7437,3883,5965,3679,2286,1091,726,365,1091,726,365,0,0,0,413,38,124,11,670,730,700,780,31,34,29,35,29,34
186876,1,3,1,2,2,2,5,1,3,6247,2298,3949,5281,1946,3335,1358,541,817,1357,540,817,1,1,0,387,29,32,2,530,630,520,620,22,27,21,26,21,26
186900,2,2,1,2,1,2,3,3,3,10,10,0,8,8,,8,8,,8,8,,,,,,,,,,,,,,,,,,
187134,2,2,1,2,2,2,5,1,3,10393,4391,6002,6442,2540,3902,1476,608,868,1474,608,866,2,0,2,625,42,100,7,580,670,590,680,25,32,,,25,30
187444,1,3,1,1,2,1,2,1,3,8126,3130,4996,7638,2878,4760,996,435,561,989,431,558,7,4,3,,,,,,,,,,,,,,
187648,1,3,1,2,3,3,1,1,3,1480,647,833,481,224,257,349,169,180,328,159,169,21,10,11,94,27,154,44,430,570,430,530,16,22,14,21,15,21
187745,1,3,1,3,1,1,2,2,2,61,25,36,61,25,36,46,20,26,36,15,21,10,5,5,,,,,,,,,,,,,,
187912,1,5,1,2,3,3,5,1,3,555,423,132,226,185,41,189,158,31,189,158,31,,,,,,,,,,,,,,,,,
187967,1,2,1,2,2,3,1,1,3,1006,600,406,973,583,390,301,208,93,296,206,90,5,2,3,127,43,137,46,550,660,560,660,23,29,22,28,23,29
187985,1,3,1,1,3,3,5,1,3,11346,4694,6652,11036,4559,6477,3077,1303,1774,2976,1256,1720,101,47,54,0,0,862,28,,,,,19,26,17,25,17,25
188030,1,5,1,2,3,3,5,1,3,12535,4757,7778,7177,2689,4488,2013,815,1198,1994,806,1188,19,9,10,728,36,661,33,470,580,450,560,17,23,16,23,17,24
188429,1,2,1,2,1,2,5,1,3,16084,5440,10544,12459,3997,8462,1330,409,921,1316,406,910,14,3,11,371,28,53,4,540,650,540,660,22,29,21,31,20,28
188526,1,2,1,2,1,3,5,1,3,1771,488,1283,1272,351,921,115,38,77,115,38,77,,,,38,33,8,7,590,690,580,700,28,31,,,,
188641,2,2,1,2,1,1,5,1,3,6243,2936,3307,4193,1857,2336,388,193,195,388,193,195,0,0,0,105,27,11,3,540,630,530,670,21,29,23,29,20,27
188669,3,3,3,3,3,1,3,3,3,47,13,34,32,11,21,19,5,14,19,5,14,,,,,,,,,,,,,,,,,
188678,1,3,1,3,1,1,3,3,3,331,114,217,192,58,134,84,31,53,84,31,53,,,,,,,,,,,,,,,,,
188696,3,3,3,3,2,1,3,3,3,1299,136,1163,880,76,804,71,11,60,71,11,60,,,,,,,,,,,,,,,,,
188854,1,3,1,5,1,1,2,2,5,9727,2808,6919,2146,558,1588,440,113,327,440,113,327,,,,,,,,,,,,,,,,,
188915,1,1,1,3,1,1,3,3,2,7,1,6,1,0,1,1,,1,1,,1,,,,,,,,,,,,,,,,,
188942,3,3,2,1,1,3,3,3,3,146,0,146,146,,146,128,,128,127,,127,1,,1,,,,,,,,,,,,,,
189088,2,2,1,2,1,2,3,1,3,5167,1741,3420,3096,974,2122,473,173,300,473,173,300,,,,,,,,,,,,,,,,,
189097,5,5,1,1,1,5,5,1,3,10395,0,10395,1192,,1192,769,,769,760,,760,9,,9,231,30,164,21,710,770,715,780,32,34,34,36,28,34
189273,3,3,3,2,1,2,3,3,3,36,36,0,24,24,,24,24,,24,24,,,,,,,,,,,,,,,,,,
189705,1,2,1,1,2,3,5,1,3,3668,1570,2098,2988,1237,1751,456,201,255,455,200,255,1,1,0,139,30,27,6,520,620,530,630,24,31,,,,
189848,1,5,1,2,1,2,5,1,3,1695,567,1128,1146,346,800,162,50,112,162,50,112,,,,9,6,0,0,492,602,465,575,,,,,,
189857,3,3,2,1,1,3,3,3,3,90,90,0,83,83,,80,80,,80,80,,,,,,,,,,,,,,,,,,
190008,3,3,3,5,1,1,3,2,3,63,18,45,21,5,16,1,0,1,1,,1,,,,,,,,,,,,,,,,,
190044,1,1,1,2,1,3,5,1,2,7011,3920,3091,5229,3016,2213,740,495,245,740,495,245,,,,375,51,78,11,580,680,600,700,25,32,23,33,26,31
190099,1,5,1,2,1,3,5,1,3,17540,7702,9838,3015,1252,1763,887,376,511,887,376,511,,,,255,29,187,21,670,740,680,760,32,34,32,35,29,33
190114,2,2,2,2,2,3,3,1,1,88,29,59,68,21,47,19,6,13,15,4,11,4,2,2,,,,,,,,,,,,,,
190150,2,2,1,1,1,3,5,2,3,61110,25463,35647,2524,1231,1293,1641,808,833,1592,782,810,49,26,23,704,43,464,28,720,770,750,800,34,35,35,36,32,35
190372,1,5,1,2,1,1,5,1,3,2678,1335,1343,393,208,185,210,113,97,210,113,97,0,0,0,,,,,,,,,,,,,,
190415,5,5,1,5,1,5,5,1,5,67380,33488,33892,5852,2613,3239,3718,1670,2048,3718,1670,2048,0,0,0,1517,41,735,20,700,760,750,800,33,35,34,35,31,35
190451,1,3,1,3,1,3,2,1,3,35,5,30,17,4,13,7,2,5,7,2,5,0,0,0,,,,,,,,,,,,,,
190503,1,5,1,2,1,3,2,1,3,2056,778,1278,2017,759,1258,720,309,411,720,309,411,,,,,,,,,,,,,,,,,
190512,1,3,1,1,2,3,3,1,3,23434,10455,12979,11849,4386,7463,2532,1147,1385,2514,1140,1374,18,7,11,,,,,,,,,,,,,,
190549,1,3,1,1,5,1,3,1,3,28544,12464,16080,14660,5512,9148,1554,734,820,1533,725,808,21,9,12,,,,,,,,,,,,,,
190567,1,2,1,1,3,3,3,1,3,31175,14304,16871,19972,7647,12325,2565,1143,1422,2438,1081,1357,127,62,65,,,,,,,,,,,,,,
